ticker,MU US Equity,MU US Equity,MU US Equity,MU US Equity,MU US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,36.625,38.0313,30.8081,35.8688,35.1784,DOWN,0
2000-02-10,36.1875,37.125,30.8931,36.3063,35.2316,DOWN,0
2000-02-11,35.5625,35.75,30.9774,36.6813,35.2916,DOWN,0
2000-02-14,33.875,34.25,31.0537,36.0563,35.3291,UP,1
2000-02-15,34.5,34.9688,31.1312,35.35,35.3391,DOWN,0
2000-02-16,33.0938,35.375,31.2012,34.6438,35.3132,DOWN,0
2000-02-17,32.625,33.1875,31.2615,33.9313,35.2963,DOWN,0
2000-02-18,31.5625,32.875,31.3232,33.1313,35.2482,UP,1
2000-02-22,32.25,32.25,31.3868,32.8063,35.2582,UP,1
2000-02-23,33.5,32.5,31.4538,32.6063,35.3257,UP,1
2000-02-24,35.0625,33.875,31.5309,33.0,35.403,UP,1
2000-02-25,36.8125,35.75,31.6145,33.8375,35.5155,UP,1
2000-02-28,39.0313,37.125,31.7157,35.3313,35.6361,UP,1
2000-02-29,48.0,39.5,31.8634,38.4813,35.8661,UP,1
2000-03-01,50.875,51.0,32.0242,41.9563,36.1686,DOWN,0
2000-03-02,48.75,50.0,32.1729,44.6938,36.3848,DOWN,0
2000-03-03,46.75,47.3125,32.3088,46.6813,36.5098,UP,1
2000-03-06,48.0,46.75,32.4538,48.475,36.7098,UP,1
2000-03-07,52.5,47.7813,32.6231,49.375,37.0136,DOWN,0
2000-03-08,50.5,51.5,32.7851,49.3,37.2438,UP,1
2000-03-09,55.0,49.5,32.9738,50.55,37.5631,DOWN,0
2000-03-10,53.1875,54.0,33.1507,51.8375,37.8606,UP,1
2000-03-13,59.0,51.0,33.3488,54.0375,38.2544,DOWN,0
2000-03-14,55.75,62.5,33.5329,54.6875,38.5881,UP,1
2000-03-15,56.5,55.75,33.7245,55.8875,38.9588,UP,1
2000-03-16,56.6875,55.5,33.911,56.225,39.3625,UP,1
2000-03-17,64.4375,56.7188,34.1393,58.475,39.9238,UP,1
2000-03-20,67.8125,64.5625,34.3832,60.2375,40.54,DOWN,0
2000-03-21,59.625,68.5,34.5813,61.0125,41.0275,UP,1
2000-03-22,70.5,64.5,34.8359,63.8125,41.6938,DOWN,0
2000-03-23,67.3125,68.5,35.0646,65.9375,42.3162,UP,1
2000-03-24,67.375,67.0,35.2865,66.525,42.9238,UP,1
2000-03-27,69.75,69.75,35.5265,66.9125,43.54,UP,1
2000-03-28,70.25,70.2188,35.7707,69.0375,44.2125,DOWN,0
2000-03-29,67.25,68.25,35.9988,68.3875,44.8219,DOWN,0
2000-03-30,60.5,63.3125,36.1851,67.025,45.3106,UP,1
2000-03-31,63.0,61.875,36.3873,66.15,45.8731,DOWN,0
2000-04-03,60.0,62.875,36.5748,64.2,46.4019,DOWN,0
2000-04-04,57.4063,61.5,36.7443,61.6313,46.855,UP,1
2000-04-05,65.5,58.3438,36.9587,61.2813,47.5063,DOWN,0
2000-04-06,65.4375,65.0,37.176,62.2688,48.1794,DOWN,0
2000-04-07,64.1875,66.3125,37.3985,62.5063,48.8156,DOWN,0
2000-04-10,60.8125,65.25,37.6043,62.6688,49.4369,DOWN,0
2000-04-11,58.3125,58.75,37.8003,62.85,49.9813,DOWN,0
2000-04-12,55.4375,58.3438,37.9799,60.8375,50.455,DOWN,0
2000-04-13,53.25,57.5,38.1449,58.4,50.8613,DOWN,0
2000-04-14,48.0313,53.0313,38.2773,55.1688,51.1419,UP,1
2000-04-17,57.0,49.625,38.4565,54.4063,51.6081,UP,1
2000-04-18,63.25,59.25,38.6603,55.3938,52.1331,DOWN,0
2000-04-19,58.5,63.5,38.8421,56.0063,52.5425,UP,1
2000-04-20,62.625,62.0,39.0345,57.8813,53.0625,DOWN,0
2000-04-24,61.6875,60.8125,39.2163,60.6125,53.5725,UP,1
2000-04-25,64.9375,62.9688,39.4131,62.2,54.16,DOWN,0
2000-04-26,64.375,65.0,39.5995,62.425,54.77,UP,1
2000-04-27,67.5,64.0,39.7954,64.225,55.43,UP,1
2000-04-28,69.6563,67.875,40.0054,65.6313,56.1613,DOWN,0
2000-05-01,65.875,70.25,40.2032,66.4688,56.8263,DOWN,0
2000-05-02,62.75,66.0,40.386,66.0313,57.45,DOWN,0
2000-05-03,62.3125,62.25,40.5742,65.6188,58.0513,DOWN,0
2000-05-04,61.75,62.25,40.7518,64.4688,58.6163,DOWN,0
2000-05-05,60.5,62.0,40.9278,62.6375,59.125,DOWN,0
2000-05-08,58.375,60.75,41.0918,61.1375,59.5563,DOWN,0
2000-05-09,55.4375,58.625,41.239,59.675,59.8844,DOWN,0
2000-05-10,50.25,54.875,41.3456,57.2625,59.9294,UP,1
2000-05-11,58.4375,54.5,41.4834,56.6,60.0806,UP,1
2000-05-12,60.75,58.875,41.6365,56.65,60.3206,UP,1
2000-05-15,63.125,61.0,41.7981,57.6,60.6481,UP,1
2000-05-16,64.625,63.875,41.9681,59.4375,60.9806,UP,1
2000-05-17,65.5,65.9375,42.1421,62.4875,61.2406,DOWN,0
2000-05-18,64.75,65.5,42.3153,63.75,61.5256,DOWN,0
2000-05-19,60.5625,64.8125,42.4646,63.7125,61.6369,UP,1
2000-05-22,60.625,60.5625,42.6031,63.2125,61.7856,DOWN,0
2000-05-23,58.375,61.9375,42.7254,61.9625,61.7731,UP,1
2000-05-24,60.3125,58.6875,42.8642,60.925,61.8644,UP,1
2000-05-25,64.625,64.0,43.0159,60.9,62.0269,DOWN,0
2000-05-26,64.625,65.25,43.1812,61.7125,62.1856,UP,1
2000-05-30,68.75,69.5,43.3648,63.3375,62.2719,UP,1
2000-05-31,69.9375,70.0,43.5631,65.65,62.3144,UP,1
2000-06-01,73.5,72.0,43.7862,68.2875,62.5919,UP,1
2000-06-02,79.25,80.5625,44.0324,71.2125,62.7669,UP,1
2000-06-05,81.1875,78.5,44.2837,74.525,63.0444,DOWN,0
2000-06-06,77.0625,78.5,44.5063,76.1875,63.2381,DOWN,0
2000-06-07,76.75,77.0625,44.7301,77.55,63.3781,UP,1
2000-06-08,80.75,79.0,44.9615,79.0,63.5881,DOWN,0
2000-06-09,80.0,82.0,45.1878,79.15,63.8431,DOWN,0
2000-06-12,79.5,81.0,45.4109,78.8125,64.2231,UP,1
2000-06-13,82.5,78.5625,45.6512,79.9,64.6131,DOWN,0
2000-06-14,80.375,83.5,45.8799,80.625,65.0206,DOWN,0
2000-06-15,78.0,79.5,46.0828,80.075,65.4325,DOWN,0
2000-06-16,77.375,78.0,46.2881,79.55,65.67,UP,1
2000-06-19,81.5,77.375,46.5074,79.95,65.9912,UP,1
2000-06-20,89.875,81.0,46.7565,81.425,66.505,UP,1
2000-06-21,90.75,88.5,47.0112,83.5,67.1038,DOWN,0
2000-06-22,86.875,93.0,47.2568,85.275,67.675,UP,1
2000-06-23,88.5,85.75,47.5103,87.5,68.3363,UP,1
2000-06-26,89.1875,89.5625,47.7696,89.0375,69.055,UP,1
2000-06-27,90.0,89.875,48.0303,89.0625,69.8944,DOWN,0
2000-06-28,87.5625,91.75,48.2634,88.425,70.5056,UP,1
2000-06-29,90.8125,87.9375,48.5256,89.2125,71.0569,DOWN,0
2000-06-30,88.0625,90.8125,48.7721,89.125,71.6481,UP,1
2000-07-03,90.25,91.0,49.0343,89.3375,72.2006,DOWN,0
2000-07-05,83.75,87.3125,49.2531,88.0875,72.6419,UP,1
2000-07-06,86.5,83.5,49.4903,87.875,73.0731,UP,1
2000-07-07,89.5,86.125,49.7292,87.6125,73.5756,UP,1
2000-07-10,91.0,89.8125,49.987,88.2,74.0456,DOWN,0
2000-07-11,91.0,91.25,50.2413,88.35,74.4725,UP,1
2000-07-12,94.0,93.25,50.5117,90.4,75.035,DOWN,0
2000-07-13,92.0,95.0,50.7804,91.5,75.62,UP,1
2000-07-14,96.5625,94.0,51.0832,92.9125,76.305,DOWN,0
2000-07-17,95.125,97.0,51.3926,93.7375,76.9725,DOWN,0
2000-07-18,93.0,94.375,51.6788,94.1375,77.6225,DOWN,0
2000-07-19,88.25,92.5,51.9292,92.9875,78.22,DOWN,0
2000-07-20,88.125,88.25,52.1707,92.2125,78.8738,DOWN,0
2000-07-21,82.5,83.375,52.3913,89.4,79.5188,UP,1
2000-07-24,85.0,84.1875,52.6423,87.375,80.05,UP,1
2000-07-25,86.75,86.125,52.9034,86.125,80.57,DOWN,0
2000-07-26,82.5,84.0,53.1399,84.975,80.9575,DOWN,0
2000-07-27,76.75,82.0625,53.361,82.7,81.2,UP,1
2000-07-28,78.9375,77.5625,53.5878,81.9875,81.4688,UP,1
2000-07-31,81.5,81.375,53.8249,81.2875,81.8037,DOWN,0
2000-08-01,79.0625,81.5,54.0428,79.75,82.1738,UP,1
2000-08-02,80.3125,79.0,54.2737,79.3125,82.5675,DOWN,0
2000-08-03,77.5625,77.5625,54.5053,79.475,82.9513,DOWN,0
2000-08-04,73.125,79.5,54.7106,78.3125,83.2075,UP,1
2000-08-07,76.125,74.75,54.9256,77.2375,83.4375,UP,1
2000-08-08,76.875,76.25,55.1509,76.8,83.6825,UP,1
2000-08-09,81.75,79.625,55.4049,77.0875,83.9425,DOWN,0
2000-08-10,75.0,79.75,55.6246,76.575,84.0438,UP,1
2000-08-11,75.625,76.5,55.8484,77.075,84.0863,UP,1
2000-08-14,80.5,78.0,56.0818,77.95,84.1113,UP,1
2000-08-15,86.5,81.9375,56.336,79.875,84.2175,UP,1
2000-08-16,87.25,87.5,56.5907,80.975,84.4213,UP,1
2000-08-17,89.875,87.0,56.852,83.95,84.6838,DOWN,0
2000-08-18,89.125,90.1875,57.1103,86.65,84.8512,DOWN,0
2000-08-21,88.5,89.1875,57.3628,88.25,85.0213,DOWN,0
2000-08-22,88.0,88.8125,57.6106,88.55,85.1913,UP,1
2000-08-23,90.75,88.1875,57.8682,89.25,85.3563,UP,1
2000-08-24,92.5625,91.4375,58.1395,89.7875,85.6,DOWN,0
2000-08-25,89.0,91.75,58.3899,89.7625,85.82,UP,1
2000-08-28,89.3125,89.875,58.6478,89.925,86.0588,DOWN,0
2000-08-29,87.25,89.125,58.9003,89.775,86.1738,DOWN,0
2000-08-30,83.6875,87.25,59.1453,88.3625,86.05,DOWN,0
2000-08-31,81.5,82.9375,59.3818,86.15,85.865,DOWN,0
2000-09-01,78.3125,82.75,59.6138,84.0125,85.6938,UP,1
2000-09-05,78.5,77.875,59.8304,81.85,85.4938,DOWN,0
2000-09-06,70.0,71.25,60.0054,78.4,85.11,UP,1
2000-09-07,73.5,70.9375,60.2029,76.3625,84.78,DOWN,0
2000-09-08,69.0,71.5,60.379,73.8625,84.4088,DOWN,0
2000-09-11,64.875,68.0625,60.5335,71.175,83.89,DOWN,0
2000-09-12,63.3125,64.0,60.6752,68.1375,83.395,UP,1
2000-09-13,66.4375,62.3125,60.8401,67.425,82.9188,DOWN,0
2000-09-14,63.0,67.8125,60.9874,65.325,82.5038,DOWN,0
2000-09-15,59.25,61.0,61.1209,63.375,81.9588,DOWN,0
2000-09-18,58.5,61.3125,61.2534,62.1,81.3388,UP,1
2000-09-19,65.6875,60.25,61.4118,62.575,80.8325,UP,1
2000-09-20,66.4375,65.3125,61.572,62.575,80.3413,DOWN,0
2000-09-21,55.125,65.5,61.6803,61.0,79.5638,DOWN,0
2000-09-22,52.75,53.0,61.7742,59.7,78.7788,DOWN,0
2000-09-25,46.75,53.0,61.8492,57.35,77.7825,UP,1
2000-09-26,49.625,47.5625,61.9467,54.1375,76.8725,UP,1
2000-09-27,51.625,51.25,62.0489,51.175,76.045,DOWN,0
2000-09-28,49.5,50.6875,62.1404,50.05,75.27,DOWN,0
2000-09-29,46.0,48.25,62.2054,48.7,74.4275,DOWN,0
2000-10-02,42.375,45.5,62.2348,47.825,73.625,UP,1
2000-10-03,43.0625,44.0,62.2714,46.5125,72.7863,UP,1
2000-10-04,46.9375,44.4375,62.3164,45.575,71.99,DOWN,0
2000-10-05,40.9375,45.25,62.3186,43.8625,71.1588,DOWN,0
2000-10-06,40.8125,41.375,62.3326,42.825,70.44,DOWN,0
2000-10-09,39.75,41.0625,62.3448,42.3,69.6563,DOWN,0
2000-10-10,36.875,38.0625,62.3342,41.0625,68.7638,UP,1
2000-10-11,37.75,36.0,62.3278,39.225,67.9375,DOWN,0
2000-10-12,35.5625,39.25,62.3141,38.15,67.0425,UP,1
2000-10-13,36.375,34.8125,62.2994,37.2625,66.2188,DOWN,0
2000-10-16,33.6875,36.0,62.2725,36.05,65.43,DOWN,0
2000-10-17,29.0,30.125,62.2277,34.475,64.4875,DOWN,0
2000-10-18,28.5625,30.0,62.188,32.6375,63.5213,UP,1
2000-10-19,34.6875,31.5,62.1795,32.4625,62.58,UP,1
2000-10-20,34.875,34.375,62.1689,32.1625,61.7775,UP,1
2000-10-23,36.3125,34.0625,62.1742,32.6875,60.9913,DOWN,0
2000-10-24,33.5,34.25,62.1558,33.5875,60.0513,DOWN,0
2000-10-25,30.1875,31.8125,62.1258,33.9125,58.925,UP,1
2000-10-26,31.625,31.0,62.0989,33.3,57.8125,DOWN,0
2000-10-27,30.25,31.375,62.0555,32.375,56.62,UP,1
2000-10-30,32.6875,30.0625,62.0358,31.65,55.4913,UP,1
2000-10-31,34.75,34.5,62.0256,31.9,54.4163,UP,1
2000-11-01,35.625,33.875,62.0234,32.9875,53.3688,DOWN,0
2000-11-02,35.3125,36.0625,62.0256,33.725,52.26,UP,1
2000-11-03,35.75,36.25,62.0366,34.825,51.1238,DOWN,0
2000-11-06,34.125,36.6875,62.0334,35.1125,50.0263,UP,1
2000-11-07,35.9375,36.0,62.0484,35.35,48.9588,DOWN,0
2000-11-08,34.625,36.0,62.0627,35.15,47.9063,DOWN,0
2000-11-09,32.5625,33.375,62.0636,34.6,46.8838,DOWN,0
2000-11-10,30.125,31.3125,62.0655,33.475,45.8563,UP,1
2000-11-13,32.375,29.375,62.0719,33.125,44.9375,UP,1
2000-11-14,33.375,33.25,62.08,32.6125,44.035,UP,1
2000-11-15,35.0,34.9375,62.0903,32.6875,43.335,DOWN,0
2000-11-16,33.125,33.625,62.0859,32.8,42.5275,UP,1
2000-11-17,33.75,33.375,62.0862,33.525,41.8225,UP,1
2000-11-20,35.5,33.0,62.0787,34.15,41.235,DOWN,0
2000-11-21,34.5,35.75,62.0611,34.375,40.6588,UP,1
2000-11-22,35.9375,37.0,62.0577,34.5625,40.0488,UP,1
2000-11-24,40.875,37.875,62.0811,36.1125,39.6063,DOWN,0
2000-11-27,37.125,41.5,62.0889,36.7875,39.1638,DOWN,0
2000-11-28,33.5,37.125,62.087,36.3875,38.6638,UP,1
2000-11-29,34.3125,33.5,62.0861,36.35,38.0363,DOWN,0
2000-11-30,31.5,30.5625,62.0781,35.4625,37.3375,DOWN,0
2000-12-01,30.9375,31.75,62.0697,33.475,36.8538,UP,1
2000-12-04,31.1875,31.5,62.0678,32.2875,36.4225,UP,1
2000-12-05,33.125,31.9375,62.0722,32.2125,36.15,DOWN,0
2000-12-06,32.0,33.5,62.0647,31.75,35.7975,DOWN,0
2000-12-07,30.625,30.0625,62.0425,31.575,35.3775,UP,1
2000-12-08,34.6875,33.25,62.0319,32.325,35.0813,UP,1
2000-12-11,37.5,34.75,62.0242,33.5875,34.9113,DOWN,0
2000-12-12,36.25,37.375,61.9655,34.2125,34.7888,DOWN,0
2000-12-13,34.375,36.5,61.883,34.6875,34.615,UP,1
2000-12-14,34.9375,34.8125,61.8139,35.55,34.375,UP,1
2000-12-15,35.875,34.75,61.7595,35.7875,34.2738,UP,1
2000-12-18,36.0,36.375,61.6995,35.4875,34.1775,DOWN,0
2000-12-19,34.75,35.0,61.6108,35.1875,34.0775,DOWN,0
2000-12-20,29.8125,32.5,61.5073,34.275,33.9363,UP,1
2000-12-21,30.9375,30.0,61.387,33.475,33.8,UP,1
2000-12-22,34.9375,32.5,61.2958,33.2875,33.7875,UP,1
2000-12-26,36.0,35.4375,61.1808,33.2875,33.78,UP,1
2000-12-27,37.3125,35.9375,61.0886,33.8,33.8525,DOWN,0
2000-12-28,35.9375,37.0,60.9858,35.025,33.9913,DOWN,0
2000-12-29,35.5,36.0,60.8798,35.9375,34.13,DOWN,0
2001-01-02,35.375,36.75,60.7345,36.025,34.1438,UP,1
2001-01-03,42.0,35.125,60.6055,37.225,34.2863,DOWN,0
2001-01-04,39.375,41.9375,60.5042,37.6375,34.3475,DOWN,0
2001-01-05,36.5,38.875,60.3342,37.75,34.4075,UP,1
2001-01-08,36.9375,36.75,60.1823,38.0375,34.5425,DOWN,0
2001-01-09,36.75,38.375,60.0292,38.3125,34.645,UP,1
2001-01-10,38.0,37.1875,59.8705,37.5125,34.8,UP,1
2001-01-11,41.0,37.75,59.7242,37.8375,34.9663,UP,1
2001-01-12,41.4375,41.0,59.5952,38.825,35.1,DOWN,0
2001-01-16,38.9375,41.4375,59.4873,39.225,35.1663,UP,1
2001-01-17,39.25,40.25,59.3686,39.725,35.245,UP,1
2001-01-18,44.4375,40.0,59.2908,41.0125,35.4188,UP,1
2001-01-19,46.4375,46.5,59.2359,42.1,35.665,DOWN,0
2001-01-22,44.5,45.3125,59.1309,42.7125,35.8363,DOWN,0
2001-01-23,43.25,44.3125,59.02,43.575,36.0088,UP,1
2001-01-24,44.875,43.0625,58.9234,44.7,36.255,DOWN,0
2001-01-25,43.75,45.375,58.8381,44.5625,36.5275,UP,1
2001-01-26,43.9375,42.8125,58.7662,44.0625,36.7588,UP,1
2001-01-29,45.3,43.94,58.7156,44.2225,36.9973,UP,1
2001-01-30,46.85,46.19,58.6836,44.9425,37.2342,DOWN,0
2001-01-31,45.77,46.85,58.6723,45.1215,37.4872,DOWN,0
2001-02-01,42.18,45.57,58.5982,44.8075,37.6558,DOWN,0
2001-02-02,41.2,42.75,58.4879,44.26,37.7698,DOWN,0
2001-02-05,38.28,40.1,58.3868,42.856,37.8453,UP,1
2001-02-06,39.72,37.98,58.2723,41.43,37.921,DOWN,0
2001-02-07,38.82,39.1,58.1579,40.04,37.8799,UP,1
2001-02-08,39.97,39.6,58.0331,39.598,37.9368,DOWN,0
2001-02-09,38.76,39.3,57.905,39.11,38.042,UP,1
2001-02-12,39.42,39.1,57.7646,39.338,38.1441,UP,1
2001-02-13,41.5,40.75,57.6238,39.694,38.3442,UP,1
2001-02-14,46.5,42.35,57.527,41.23,38.6554,DOWN,0
2001-02-15,44.6,46.55,57.4362,42.156,38.9236,DOWN,0
2001-02-16,42.55,40.05,57.3374,42.914,39.1122,DOWN,0
2001-02-20,38.6,42.95,57.2217,42.75,39.2442,DOWN,0
2001-02-21,38.4,37.5,57.1112,42.13,39.3996,DOWN,0
2001-02-22,38.0,38.28,57.0093,40.43,39.4659,DOWN,0
2001-02-23,37.25,36.1,56.9183,38.96,39.4609,DOWN,0
2001-02-26,35.0,36.1,56.8421,37.45,39.4359,UP,1
2001-02-27,35.05,34.99,56.7252,36.74,39.4494,DOWN,0
2001-02-28,34.22,35.5,56.5925,35.904,39.435,UP,1
2001-03-01,35.9,34.15,56.4564,35.484,39.4356,UP,1
2001-03-02,36.09,35.08,56.3137,35.252,39.4373,UP,1
2001-03-05,39.0,38.5,56.1812,36.052,39.5223,UP,1
2001-03-06,43.86,42.8,56.0768,37.814,39.8033,DOWN,0
2001-03-07,41.0,44.0,55.9789,39.17,40.0045,UP,1
2001-03-08,42.85,41.0,55.8901,40.56,40.1628,DOWN,0
2001-03-09,40.75,41.0,55.8019,41.492,40.2578,UP,1
2001-03-12,40.76,40.75,55.7042,41.844,40.3267,UP,1
2001-03-13,44.05,42.4,55.6013,41.882,40.489,DOWN,0
2001-03-14,43.52,43.0,55.4958,42.386,40.6494,DOWN,0
2001-03-15,41.3,45.0,55.3585,42.076,40.7679,DOWN,0
2001-03-16,40.05,41.05,55.2091,41.936,40.7289,UP,1
2001-03-19,43.06,40.1,55.0569,42.396,40.8026,DOWN,0
2001-03-20,40.6,44.0,54.8636,41.706,40.8846,UP,1
2001-03-21,42.01,40.9,54.6678,41.404,40.986,UP,1
2001-03-22,46.7,44.29,54.5159,42.484,41.185,UP,1
2001-03-23,48.83,48.25,54.3763,44.24,41.4016,DOWN,0
2001-03-26,46.87,48.84,54.2069,45.002,41.519,UP,1
2001-03-27,48.0,46.11,54.0469,46.482,41.6503,DOWN,0
2001-03-28,44.25,46.1,53.8707,46.93,41.7565,UP,1
2001-03-29,45.25,44.25,53.6844,46.64,41.8765,DOWN,0
2001-03-30,41.53,43.5,53.4902,45.18,41.8184,DOWN,0
2001-04-02,36.25,41.0,53.2815,43.056,41.6146,UP,1
2001-04-03,36.26,35.5,53.0759,40.708,41.4498,DOWN,0
2001-04-04,34.6,36.3,52.8414,38.778,41.2768,UP,1
2001-04-05,38.4,36.5,52.584,37.408,41.1473,DOWN,0
2001-04-06,36.82,37.5,52.3144,36.466,41.0087,DOWN,0
2001-04-09,35.89,37.5,52.0594,36.394,40.8478,UP,1
2001-04-10,38.15,36.1,51.8077,36.772,40.7048,UP,1
2001-04-11,41.6,43.9,51.5698,38.172,40.5998,UP,1
2001-04-12,46.41,41.7,51.3518,39.774,40.6126,DOWN,0
2001-04-16,44.5,44.7,51.1365,41.31,40.659,DOWN,0
2001-04-17,42.94,43.9,50.8971,42.72,40.6938,UP,1
2001-04-18,47.3,46.5,50.6933,44.55,40.8742,UP,1
2001-04-19,47.95,44.95,50.4818,45.82,41.0388,DOWN,0
2001-04-20,46.54,47.94,50.2958,45.846,41.1932,DOWN,0
2001-04-23,43.35,45.1,50.08,45.616,41.2608,DOWN,0
2001-04-24,40.0,43.36,49.8325,45.028,41.2856,UP,1
2001-04-25,42.68,41.4,49.5909,44.104,41.3508,DOWN,0
2001-04-26,42.48,43.5,49.3483,43.01,41.3704,UP,1
2001-04-27,44.07,43.3,49.0987,42.516,41.3218,UP,1
2001-04-30,45.38,44.0,48.8656,42.922,41.3374,DOWN,0
2001-05-01,43.78,45.01,48.6017,43.678,41.362,DOWN,0
2001-05-02,43.1,43.78,48.3415,43.762,41.452,DOWN,0
2001-05-03,41.48,42.2,48.0839,43.562,41.5136,UP,1
2001-05-04,41.8,40.2,47.8517,43.108,41.5896,UP,1
2001-05-07,42.9,42.0,47.6256,42.612,41.7026,DOWN,0
2001-05-08,41.89,43.01,47.4225,42.234,41.8404,DOWN,0
2001-05-09,41.5,41.37,47.205,41.914,41.9694,DOWN,0
2001-05-10,40.05,42.99,46.9715,41.628,42.086,UP,1
2001-05-11,40.32,41.0,46.7606,41.332,42.1744,UP,1
2001-05-14,40.7,40.5,46.5804,40.892,42.2666,DOWN,0
2001-05-15,39.1,39.9,46.3812,40.334,42.2686,UP,1
2001-05-16,39.2,39.0,46.1697,39.874,42.1754,UP,1
2001-05-17,41.04,39.75,45.9796,40.072,42.1762,DOWN,0
2001-05-18,40.09,41.0,45.7784,40.026,42.121,UP,1
2001-05-21,42.62,39.5,45.6037,40.41,42.1584,DOWN,0
2001-05-22,40.82,42.63,45.4422,40.754,42.1596,DOWN,0
2001-05-23,40.25,41.63,45.2628,40.964,42.0836,DOWN,0
2001-05-24,40.23,40.3,45.0796,40.802,42.0178,UP,1
2001-05-25,40.7,40.48,44.8744,40.924,42.0058,DOWN,0
2001-05-29,37.98,39.65,44.6893,39.996,41.9644,DOWN,0
2001-05-30,36.74,37.0,44.4948,39.18,41.838,UP,1
2001-05-31,37.5,36.74,44.2798,38.63,41.776,UP,1
2001-06-01,39.2,37.5,44.0433,38.424,41.7198,DOWN,0
2001-06-04,38.41,38.6,43.7991,37.966,41.554,UP,1
2001-06-05,42.0,39.25,43.5598,38.77,41.4174,DOWN,0
2001-06-06,41.47,42.0,43.3215,39.716,41.3094,UP,1
2001-06-07,44.85,41.45,43.1032,41.186,41.2464,DOWN,0
2001-06-08,43.32,43.5,42.8798,42.01,41.2278,DOWN,0
2001-06-11,41.61,42.92,42.6341,42.65,41.155,UP,1
2001-06-12,41.75,40.9,42.3801,42.6,41.1594,DOWN,0
2001-06-13,40.9,42.15,42.1396,42.486,41.2524,DOWN,0
2001-06-14,37.8,40.25,41.882,41.076,41.2832,UP,1
2001-06-15,39.5,37.79,41.6433,40.312,41.3812,DOWN,0
2001-06-18,38.5,39.62,41.4173,39.69,41.3832,DOWN,0
2001-06-19,38.02,39.75,41.1999,38.944,41.4072,DOWN,0
2001-06-20,36.84,37.0,40.9926,38.132,41.4262,UP,1
2001-06-21,37.71,36.8,40.7886,38.114,41.4174,UP,1
2001-06-22,38.38,37.97,40.6305,37.89,41.353,UP,1
2001-06-25,39.02,38.39,40.4581,37.994,41.2052,UP,1
2001-06-26,40.0,38.0,40.3131,38.39,41.1152,DOWN,0
2001-06-27,39.74,40.4,40.1874,38.97,41.0512,UP,1
2001-06-28,41.6,40.25,40.0789,39.748,40.9372,DOWN,0
2001-06-29,41.1,41.6,39.9522,40.292,40.8002,UP,1
2001-07-02,42.3,41.45,39.8487,40.948,40.7154,UP,1
2001-07-03,43.25,42.4,39.7687,41.598,40.7134,DOWN,0
2001-07-05,41.89,43.0,39.6856,42.028,40.7512,DOWN,0
2001-07-06,38.9,40.75,39.5517,41.488,40.6756,DOWN,0
2001-07-09,38.5,38.9,39.412,40.968,40.596,DOWN,0
2001-07-10,37.59,39.35,39.3243,40.026,40.4664,UP,1
2001-07-11,39.5,37.35,39.2581,39.276,40.3488,UP,1
2001-07-12,39.99,41.0,39.2243,38.896,40.273,DOWN,0
2001-07-13,39.01,39.33,39.1712,38.918,40.1912,DOWN,0
2001-07-16,36.75,38.99,39.0968,38.568,40.0966,UP,1
