ticker,GL US Equity,GL US Equity,GL US Equity,GL US Equity,GL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-02-27,24.3911,24.44,23.7623,24.4258,24.5773,DOWN,0
2006-02-28,24.2978,24.3556,23.7663,24.4196,24.5666,UP,1
2006-03-01,24.3289,24.3556,23.7723,24.3502,24.5601,DOWN,0
2006-03-02,24.3244,24.2667,23.7765,24.3538,24.5566,UP,1
2006-03-03,24.5778,24.4444,23.781,24.384,24.5599,DOWN,0
2006-03-06,24.5467,24.6889,23.7867,24.4151,24.5644,UP,1
2006-03-07,24.6222,24.5511,23.7926,24.48,24.5673,DOWN,0
2006-03-08,24.6222,24.6889,23.7985,24.5387,24.5684,UP,1
2006-03-09,24.7422,24.6667,23.805,24.6222,24.5714,UP,1
2006-03-10,25.0267,24.7778,23.8129,24.712,24.5821,DOWN,0
2006-03-13,24.9111,25.0889,23.8205,24.7849,24.5865,UP,1
2006-03-14,25.2089,24.9289,23.8291,24.9022,24.5982,UP,1
2006-03-15,25.3511,25.3244,23.8382,25.048,24.611,UP,1
2006-03-16,25.4756,25.4222,23.8483,25.1947,24.6245,DOWN,0
2006-03-17,25.4,25.5778,23.8578,25.2693,24.6359,UP,1
2006-03-20,25.4044,25.4667,23.8675,25.368,24.6508,DOWN,0
2006-03-21,25.3111,25.4222,23.8787,25.3884,24.6605,UP,1
2006-03-22,25.3422,25.3378,23.8898,25.3867,24.6713,DOWN,0
2006-03-23,25.24,25.3467,23.9004,25.3396,24.6808,DOWN,0
2006-03-24,25.1644,25.24,23.9106,25.2924,24.6919,DOWN,0
2006-03-27,25.1467,25.1644,23.9197,25.2409,24.7041,UP,1
2006-03-28,25.1733,25.1556,23.9278,25.2133,24.7134,UP,1
2006-03-29,25.4578,25.2222,23.9371,25.2364,24.7339,UP,1
2006-03-30,25.6844,25.4844,23.9464,25.3253,24.7564,DOWN,0
2006-03-31,25.3778,25.72,23.9538,25.368,24.7716,DOWN,0
2006-04-03,25.3289,25.4889,23.9609,25.4044,24.7956,UP,1
2006-04-04,25.4356,25.3333,23.9686,25.4569,24.8166,UP,1
2006-04-05,25.5467,25.4667,23.9774,25.4747,24.8372,UP,1
2006-04-06,25.5556,25.5333,23.9868,25.4489,24.8583,DOWN,0
2006-04-07,25.1467,25.6,23.9947,25.4027,24.8645,UP,1
2006-04-10,25.3867,25.2044,24.0044,25.4142,24.8776,DOWN,0
2006-04-11,25.08,25.3911,24.0133,25.3431,24.8832,UP,1
2006-04-12,25.12,25.0578,24.0224,25.2578,24.8869,UP,1
2006-04-13,25.1467,24.8622,24.03,25.176,24.8908,DOWN,0
2006-04-17,25.0933,25.1067,24.0387,25.1653,24.9024,UP,1
2006-04-18,25.3378,25.2356,24.0494,25.1556,24.9128,DOWN,0
2006-04-19,25.2578,25.2667,24.0594,25.1911,24.926,UP,1
2006-04-20,25.5644,25.36,24.0694,25.28,24.9477,UP,1
2006-04-21,25.7778,25.7111,24.0811,25.4062,24.9724,DOWN,0
2006-04-24,25.7689,25.7778,24.0928,25.5413,25.0055,UP,1
2006-04-25,25.7733,25.8444,24.1043,25.6284,25.0319,UP,1
2006-04-26,25.9378,25.8267,24.1162,25.7644,25.0669,UP,1
2006-04-27,26.5556,26.2667,24.1309,25.9627,25.1068,UP,1
2006-04-28,26.7156,26.5556,24.147,26.1502,25.1482,DOWN,0
2006-05-01,26.4044,26.7333,24.1611,26.2773,25.1847,UP,1
2006-05-02,26.4178,26.4578,24.1753,26.4062,25.2244,UP,1
2006-05-03,26.4222,26.4178,24.1896,26.5031,25.2662,UP,1
2006-05-04,26.7067,26.4889,24.2057,26.5333,25.3068,UP,1
2006-05-05,27.1156,26.7422,24.2234,26.6133,25.363,DOWN,0
2006-05-08,26.9067,27.0,24.244,26.7138,25.4126,DOWN,0
2006-05-09,26.84,26.9067,24.2626,26.7982,25.4616,UP,1
2006-05-10,26.92,26.84,24.2813,26.8978,25.514,DOWN,0
2006-05-11,26.9111,26.8756,24.2997,26.9387,25.5657,DOWN,0
2006-05-12,26.7067,26.9111,24.3163,26.8569,25.6133,UP,1
2006-05-15,26.9556,26.7511,24.334,26.8667,25.6609,DOWN,0
2006-05-16,26.7822,26.9911,24.3518,26.8551,25.7056,DOWN,0
2006-05-17,26.3289,26.7333,24.3678,26.7369,25.7397,UP,1
2006-05-18,26.4133,26.3289,24.3843,26.6373,25.7756,DOWN,0
2006-05-19,26.3822,26.48,24.3999,26.5724,25.8084,DOWN,0
2006-05-22,26.3244,26.3378,24.417,26.4462,25.8343,DOWN,0
2006-05-23,26.16,26.3689,24.4344,26.3218,25.8593,UP,1
2006-05-24,26.2267,26.1244,24.4518,26.3013,25.8796,DOWN,0
2006-05-25,26.1778,26.3067,24.4694,26.2542,25.8962,UP,1
2006-05-26,26.2889,26.1778,24.4877,26.2356,25.9124,DOWN,0
2006-05-30,25.9556,26.2667,24.5037,26.1618,25.9236,UP,1
2006-05-31,26.1689,26.0,24.521,26.1636,25.9388,UP,1
2006-06-01,26.4489,26.1822,24.5381,26.208,25.9616,UP,1
2006-06-02,26.5467,26.4444,24.556,26.2818,25.9857,DOWN,0
2006-06-05,26.0978,26.5156,24.5711,26.2436,26.0028,UP,1
2006-06-06,26.1778,26.1778,24.5857,26.288,26.0231,DOWN,0
2006-06-07,26.1244,26.1778,24.5994,26.2791,26.0427,UP,1
2006-06-08,26.2089,26.1556,24.6129,26.2311,26.0634,DOWN,0
2006-06-09,26.0178,26.1556,24.6259,26.1253,26.0746,DOWN,0
2006-06-12,25.7822,26.0533,24.6379,26.0622,26.0765,UP,1
2006-06-13,25.8,25.7822,24.6498,25.9867,26.085,DOWN,0
2006-06-14,25.5067,25.8,24.6606,25.8631,26.0885,UP,1
2006-06-15,25.9911,25.5156,24.6724,25.8196,26.0996,DOWN,0
2006-06-16,25.9467,25.88,24.6849,25.8053,26.1076,DOWN,0
2006-06-19,25.9378,25.9911,24.6974,25.8364,26.1153,UP,1
2006-06-20,26.0489,26.0489,24.7104,25.8862,26.1333,UP,1
2006-06-21,26.1511,26.0889,24.7241,26.0151,26.1486,DOWN,0
2006-06-22,26.0311,26.1689,24.737,26.0231,26.1676,DOWN,0
2006-06-23,26.0222,26.0356,24.7496,26.0382,26.1857,UP,1
2006-06-26,26.3022,26.0133,24.7641,26.1111,26.2088,DOWN,0
2006-06-27,26.1778,26.2489,24.7778,26.1369,26.2305,UP,1
2006-06-28,26.4311,26.2222,24.792,26.1929,26.2524,UP,1
2006-06-29,26.7956,26.6667,24.8091,26.3458,26.2831,UP,1
2006-06-30,26.9867,26.8222,24.827,26.5387,26.3116,UP,1
2006-07-03,27.28,27.3111,24.846,26.7342,26.3416,DOWN,0
2006-07-05,27.1244,27.2222,24.8641,26.9236,26.3687,DOWN,0
2006-07-06,27.1111,27.1022,24.8822,27.0596,26.3955,UP,1
2006-07-07,27.3289,27.1067,24.9016,27.1662,26.4233,UP,1
2006-07-10,27.4844,27.3956,24.9228,27.2658,26.4419,DOWN,0
2006-07-11,27.48,27.5111,24.9433,27.3058,26.4572,DOWN,0
2006-07-12,27.3333,27.5467,24.9629,27.3476,26.4757,DOWN,0
2006-07-13,26.5822,27.2222,24.9788,27.2418,26.479,DOWN,0
2006-07-14,26.5556,26.5822,24.9948,27.0871,26.4817,UP,1
2006-07-17,26.6222,26.5111,25.0108,26.9147,26.48,UP,1
2006-07-18,26.8889,26.6356,25.0272,26.7964,26.4755,UP,1
2006-07-19,26.92,27.0,25.0444,26.7138,26.4757,UP,1
2006-07-20,27.5511,26.92,25.0657,26.9076,26.49,UP,1
2006-07-21,27.5911,27.7244,25.088,27.1147,26.5034,DOWN,0
2006-07-24,27.4578,26.8978,25.1096,27.2818,26.5143,DOWN,0
2006-07-25,27.2578,27.3556,25.1301,27.3556,26.5253,DOWN,0
2006-07-26,27.0089,27.1911,25.1483,27.3733,26.5264,DOWN,0
2006-07-27,26.9556,27.12,25.1666,27.2542,26.5299,UP,1
2006-07-28,27.0444,26.9733,25.1862,27.1449,26.5442,DOWN,0
2006-07-31,26.8756,27.0311,25.2048,27.0284,26.5534,DOWN,0
2006-08-01,26.8533,26.8756,25.2234,26.9476,26.5628,DOWN,0
2006-08-02,26.8089,26.9333,25.2409,26.9076,26.5725,DOWN,0
2006-08-03,26.7289,26.8444,25.258,26.8622,26.5839,DOWN,0
2006-08-04,26.7244,26.7067,25.2749,26.7982,26.5939,UP,1
2006-08-07,26.88,26.6222,25.2895,26.7991,26.6079,DOWN,0
2006-08-08,26.8711,26.8933,25.3086,26.8027,26.6196,DOWN,0
2006-08-09,26.6044,26.9067,25.3265,26.7618,26.6325,UP,1
2006-08-10,26.7956,26.56,25.3431,26.7751,26.6451,DOWN,0
2006-08-11,26.6889,26.7956,25.3607,26.768,26.6499,UP,1
2006-08-14,26.76,26.8889,25.3787,26.744,26.6541,UP,1
2006-08-15,26.8978,26.9067,25.3975,26.7493,26.6701,UP,1
2006-08-16,26.9378,26.9644,25.4155,26.816,26.6853,UP,1
2006-08-17,27.2133,26.9378,25.4342,26.8996,26.7071,DOWN,0
2006-08-18,27.16,27.2133,25.453,26.9938,26.7261,UP,1
2006-08-21,27.3156,27.16,25.4717,27.1049,26.7521,DOWN,0
2006-08-22,27.1689,27.32,25.4891,27.1591,26.7798,UP,1
2006-08-23,27.2,27.1111,25.5072,27.2116,26.8078,UP,1
2006-08-24,27.4267,27.2889,25.5254,27.2542,26.8462,DOWN,0
2006-08-25,27.2756,27.4089,25.5439,27.2773,26.8719,UP,1
2006-08-28,27.3911,27.2622,25.5619,27.2924,26.9008,UP,1
2006-08-29,27.5022,27.4444,25.5795,27.3591,26.9321,UP,1
2006-08-30,27.6667,27.5111,25.598,27.4524,26.9644,DOWN,0
2006-08-31,27.6489,27.6622,25.6162,27.4969,26.9944,UP,1
2006-09-01,27.6622,27.6933,25.6347,27.5742,27.027,DOWN,0
2006-09-05,27.5689,27.7333,25.6535,27.6098,27.058,DOWN,0
2006-09-06,27.4,27.48,25.6705,27.5893,27.0799,DOWN,0
2006-09-07,27.2267,27.4178,25.6866,27.5013,27.1009,UP,1
2006-09-08,27.3067,27.2444,25.7029,27.4329,27.1184,UP,1
2006-09-11,27.48,27.3289,25.7192,27.3964,27.1321,UP,1
2006-09-12,27.6489,27.5244,25.7362,27.4124,27.1453,DOWN,0
2006-09-13,27.6489,27.6533,25.753,27.4622,27.1527,DOWN,0
2006-09-14,27.5422,27.6133,25.7689,27.5253,27.1611,UP,1
2006-09-15,27.68,27.7111,25.7854,27.6,27.1724,DOWN,0
2006-09-18,27.5067,27.7244,25.8027,27.6053,27.176,DOWN,0
2006-09-19,27.4889,27.4667,25.819,27.5733,27.1761,UP,1
2006-09-20,27.8933,27.5778,25.8376,27.6222,27.1844,DOWN,0
2006-09-21,27.6533,27.8844,25.8548,27.6444,27.1908,UP,1
2006-09-22,27.7644,27.6711,25.8722,27.6613,27.2144,UP,1
2006-09-25,27.9911,27.8533,25.8906,27.7582,27.2431,UP,1
2006-09-26,28.1022,27.96,25.9099,27.8809,27.2727,UP,1
2006-09-27,28.1378,28.1289,25.9294,27.9298,27.2977,UP,1
2006-09-28,28.1867,28.1911,25.9485,28.0364,27.323,DOWN,0
2006-09-29,28.0489,28.1911,25.9655,28.0933,27.333,DOWN,0
2006-10-02,28.0,28.0222,25.9813,28.0951,27.3412,UP,1
2006-10-03,28.1689,28.0,25.9989,28.1084,27.3554,UP,1
2006-10-04,28.3378,28.0844,26.0181,28.1484,27.377,UP,1
2006-10-05,28.3422,28.2667,26.0377,28.1796,27.4036,DOWN,0
2006-10-06,28.3333,28.3422,26.0578,28.2364,27.4312,DOWN,0
2006-10-09,28.2356,28.3644,26.0766,28.2836,27.455,DOWN,0
2006-10-10,28.1244,28.3022,26.0944,28.2747,27.48,UP,1
2006-10-11,28.32,28.1244,26.113,28.2711,27.5093,DOWN,0
2006-10-12,28.3022,28.4089,26.132,28.2631,27.5392,UP,1
2006-10-13,28.3689,28.3822,26.1504,28.2702,27.572,UP,1
2006-10-16,28.52,28.3422,26.1699,28.3271,27.6079,DOWN,0
2006-10-17,28.4622,28.52,26.1887,28.3947,27.6396,UP,1
2006-10-18,28.5467,28.5556,26.2074,28.44,27.6731,DOWN,0
2006-10-19,27.8533,28.5467,26.2225,28.3502,27.698,DOWN,0
2006-10-20,27.7956,27.9067,26.2382,28.2356,27.718,UP,1
2006-10-23,27.9467,27.7778,26.2538,28.1209,27.7432,DOWN,0
2006-10-24,27.8089,27.9467,26.2688,27.9902,27.7642,DOWN,0
2006-10-25,27.6489,27.7778,26.2832,27.8107,27.7792,UP,1
2006-10-26,27.9422,27.5733,26.2999,27.8284,27.7993,DOWN,0
2006-10-27,27.6356,27.8578,26.3154,27.7964,27.8077,UP,1
2006-10-30,27.7156,27.6578,26.3304,27.7502,27.8188,DOWN,0
2006-10-31,27.4133,27.7733,26.3453,27.6711,27.8208,UP,1
2006-11-01,27.4356,27.48,26.3597,27.6284,27.8261,UP,1
2006-11-02,27.7111,27.44,26.3752,27.5822,27.8364,DOWN,0
2006-11-03,27.6622,27.7911,26.3929,27.5876,27.8411,UP,1
2006-11-06,27.8,27.6578,26.4099,27.6044,27.8516,UP,1
2006-11-07,27.8978,27.8044,26.4268,27.7013,27.8617,DOWN,0
2006-11-08,27.84,27.9556,26.4435,27.7822,27.8684,DOWN,0
2006-11-09,27.8267,27.9022,26.4585,27.8053,27.8716,UP,1
2006-11-10,28.0444,27.8933,26.475,27.8818,27.8796,UP,1
2006-11-13,28.0889,28.1067,26.4915,27.9396,27.8881,UP,1
2006-11-14,28.2489,28.1778,26.5081,28.0098,27.9017,DOWN,0
2006-11-15,28.2267,28.2933,26.5244,28.0871,27.9182,UP,1
2006-11-16,28.3956,28.2667,26.5438,28.2009,27.9416,DOWN,0
2006-11-17,28.3911,28.3067,26.5617,28.2702,27.9633,DOWN,0
2006-11-20,28.3156,28.3111,26.5803,28.3156,27.98,DOWN,0
2006-11-21,28.1422,28.2889,26.5986,28.2942,27.9899,UP,1
2006-11-22,28.1511,28.12,26.6166,28.2791,27.9999,DOWN,0
2006-11-24,28.1111,28.0889,26.6366,28.2222,28.0113,DOWN,0
2006-11-27,27.7822,28.1022,26.6533,28.1004,28.0133,DOWN,0
2006-11-28,27.7156,27.6667,26.6709,27.9804,28.0175,UP,1
2006-11-29,27.9511,27.7867,26.6879,27.9422,28.0268,UP,1
2006-11-30,28.0978,27.9778,26.7051,27.9316,28.0308,DOWN,0
2006-12-01,27.9244,28.1778,26.7219,27.8942,28.0363,UP,1
2006-12-04,28.4444,28.0133,26.7419,28.0267,28.0499,DOWN,0
2006-12-05,28.3378,28.4978,26.762,28.1511,28.0568,UP,1
2006-12-06,28.3689,28.3111,26.7804,28.2347,28.0621,DOWN,0
2006-12-07,28.2178,28.4178,26.8,28.2587,28.0637,UP,1
2006-12-08,28.2756,28.2489,26.8192,28.3289,28.0655,UP,1
2006-12-11,28.4,28.3467,26.8393,28.32,28.0725,DOWN,0
2006-12-12,28.3111,28.4622,26.8593,28.3147,28.0788,DOWN,0
2006-12-13,28.2844,28.4222,26.8791,28.2978,28.0811,UP,1
2006-12-14,28.3378,28.3467,26.8992,28.3218,28.0811,UP,1
2006-12-15,28.5244,28.3422,26.9189,28.3716,28.0847,DOWN,0
2006-12-18,28.4667,28.6222,26.9385,28.3849,28.0874,DOWN,0
2006-12-19,28.3556,28.3556,26.9572,28.3938,28.0898,UP,1
2006-12-20,28.4044,28.4178,26.9761,28.4178,28.0954,DOWN,0
2006-12-21,28.3156,28.4044,26.994,28.4133,28.0953,UP,1
2006-12-22,28.32,28.3333,27.0104,28.3724,28.0956,UP,1
2006-12-26,28.4444,28.2578,27.0281,28.368,28.0972,UP,1
2006-12-27,28.5333,28.5333,27.0447,28.4036,28.0974,DOWN,0
2006-12-28,28.4711,28.4756,27.0603,28.4169,28.0976,DOWN,0
2006-12-29,28.3378,28.4311,27.0746,28.4213,28.0934,UP,1
2007-01-03,28.6489,28.3333,27.0909,28.4871,28.1093,UP,1
2007-01-04,28.6667,28.6489,27.1072,28.5316,28.1268,DOWN,0
2007-01-05,28.1911,28.6489,27.1216,28.4631,28.1316,DOWN,0
2007-01-08,27.9733,28.0044,27.1347,28.3636,28.1349,UP,1
2007-01-09,28.0267,27.9733,27.1487,28.3013,28.1425,UP,1
2007-01-10,28.3022,28.0311,27.1644,28.232,28.1497,UP,1
2007-01-11,28.7422,28.4,27.1823,28.2471,28.1718,UP,1
2007-01-12,28.8,28.7822,27.2005,28.3689,28.1935,DOWN,0
2007-01-16,28.5778,28.8622,27.2161,28.4898,28.2168,UP,1
2007-01-17,28.7422,28.7244,27.2314,28.6329,28.2429,DOWN,0
2007-01-18,28.6978,28.7156,27.248,28.712,28.2627,UP,1
2007-01-19,28.7067,28.6756,27.2648,28.7049,28.2836,DOWN,0
2007-01-22,28.5511,28.6667,27.2804,28.6551,28.2986,UP,1
2007-01-23,28.6889,28.5778,27.2961,28.6773,28.3144,UP,1
2007-01-24,29.1067,28.7556,27.3139,28.7502,28.3397,DOWN,0
2007-01-25,28.56,29.0267,27.331,28.7227,28.3544,DOWN,0
2007-01-26,28.4844,28.6356,27.3464,28.6782,28.3632,UP,1
2007-01-29,28.68,28.5333,27.3644,28.704,28.375,UP,1
2007-01-30,28.8889,28.7778,27.3833,28.744,28.3878,DOWN,0
2007-01-31,28.8844,28.9333,27.402,28.6996,28.401,UP,1
2007-02-01,29.2178,28.8578,27.4226,28.8311,28.4174,UP,1
2007-02-02,29.3556,29.2889,27.4427,29.0053,28.4367,UP,1
2007-02-05,29.36,29.2444,27.4632,29.1413,28.4576,UP,1
2007-02-06,29.4356,29.3778,27.4826,29.2507,28.4835,UP,1
2007-02-07,29.72,29.4622,27.5023,29.4178,28.5148,DOWN,0
2007-02-08,28.7778,29.6089,27.5173,29.3298,28.5282,DOWN,0
2007-02-09,28.7111,28.7778,27.532,29.2009,28.5468,DOWN,0
2007-02-12,28.5689,28.6444,27.5452,29.0427,28.5638,UP,1
2007-02-13,28.8222,28.6222,27.5565,28.92,28.5812,UP,1
2007-02-14,28.9289,28.8889,27.5676,28.7618,28.5979,UP,1
2007-02-15,28.9556,28.9733,27.5803,28.7973,28.6185,DOWN,0
2007-02-16,28.9556,28.8667,27.593,28.8462,28.6287,UP,1
2007-02-20,29.0311,29.0356,27.606,28.9387,28.6426,DOWN,0
2007-02-21,28.8711,29.0311,27.6169,28.9484,28.6526,UP,1
2007-02-22,29.0222,28.9333,27.6264,28.9671,28.6687,DOWN,0
2007-02-23,28.9111,28.6622,27.6364,28.9582,28.6814,DOWN,0
2007-02-26,28.7289,28.9111,27.6459,28.9129,28.688,DOWN,0
2007-02-27,28.1956,28.7289,27.6522,28.7458,28.6857,UP,1
2007-02-28,28.4089,28.1822,27.6597,28.6533,28.6882,UP,1
2007-03-01,28.4844,28.4089,27.6686,28.5458,28.6911,DOWN,0
2007-03-02,28.3778,28.4222,27.6757,28.4391,28.6882,DOWN,0
2007-03-05,28.2311,28.1778,27.683,28.3396,28.6835,UP,1
2007-03-06,28.24,27.9156,27.6925,28.3484,28.6812,DOWN,0
2007-03-07,28.1067,28.1956,27.701,28.288,28.6752,UP,1
2007-03-08,28.3467,28.2178,27.7108,28.2604,28.6758,UP,1
2007-03-09,28.5156,28.9111,27.7218,28.288,28.6797,UP,1
2007-03-12,28.5956,28.4444,27.734,28.3609,28.6828,DOWN,0
2007-03-13,27.9244,28.5422,27.7424,28.2978,28.6706,UP,1
2007-03-14,28.04,27.88,27.7518,28.2844,28.662,UP,1
2007-03-15,28.2933,28.0,27.7618,28.2738,28.6611,DOWN,0
2007-03-16,28.08,28.3778,27.7724,28.1867,28.6497,UP,1
2007-03-19,28.3111,28.1911,27.7831,28.1298,28.6426,UP,1
2007-03-20,28.5822,28.3289,27.7938,28.2613,28.6504,UP,1
2007-03-21,28.9111,28.6044,27.8056,28.4356,28.6692,DOWN,0
2007-03-22,28.7556,28.9911,27.8189,28.528,28.6837,UP,1
2007-03-23,28.9333,28.7556,27.8327,28.6987,28.6964,UP,1
2007-03-26,29.0711,28.8889,27.8474,28.8507,28.7029,DOWN,0
2007-03-27,28.9244,29.0133,27.861,28.9191,28.7054,DOWN,0
2007-03-28,28.7733,28.9244,27.8748,28.8916,28.7093,UP,1
2007-03-29,29.0711,28.9556,27.8912,28.9547,28.7159,UP,1
2007-03-30,29.1511,29.0578,27.908,28.9982,28.725,DOWN,0
2007-04-02,29.0533,29.1556,27.9257,28.9947,28.7319,UP,1
2007-04-03,29.1289,29.1067,27.9414,29.0356,28.7435,DOWN,0
2007-04-04,29.0622,29.16,27.957,29.0933,28.7509,UP,1
2007-04-05,29.1067,29.0667,27.9728,29.1004,28.7509,DOWN,0
2007-04-09,29.0044,29.1556,27.9876,29.0711,28.7598,DOWN,0
2007-04-10,28.8711,28.9778,28.0012,29.0347,28.7676,DOWN,0
2007-04-11,28.6578,28.8311,28.0143,28.9404,28.7671,UP,1
2007-04-12,28.7956,28.6622,28.0282,28.8871,28.7652,UP,1
2007-04-13,28.8222,28.7956,28.0408,28.8302,28.764,UP,1
2007-04-16,29.2044,28.8889,28.0559,28.8702,28.7637,DOWN,0
2007-04-17,29.12,29.2089,28.0694,28.92,28.759,UP,1
2007-04-18,29.1911,29.1333,28.0813,29.0267,28.7556,UP,1
2007-04-19,29.6844,29.8489,28.0948,29.2044,28.7606,UP,1
2007-04-20,29.8933,29.8889,28.1079,29.4187,28.7641,DOWN,0
2007-04-23,29.7644,29.8933,28.1211,29.5307,28.7838,UP,1
2007-04-24,29.8222,29.6978,28.1346,29.6711,28.806,UP,1
2007-04-25,30.2356,29.9333,28.1492,29.88,28.8394,UP,1
2007-04-26,30.3022,30.2444,28.1633,30.0036,28.869,UP,1
2007-04-27,30.3822,30.3067,28.1778,30.1013,28.898,DOWN,0
2007-04-30,30.3556,30.4933,28.1929,30.2196,28.926,UP,1
2007-05-01,30.5467,30.4667,28.2127,30.3644,28.9579,UP,1
2007-05-02,30.7378,30.5467,28.2336,30.4649,28.992,UP,1
2007-05-03,30.7867,30.7422,28.2544,30.5618,29.0303,DOWN,0
2007-05-04,30.6889,30.8444,28.2734,30.6231,29.0636,UP,1
2007-05-07,30.9689,30.7867,28.2937,30.7458,29.1048,DOWN,0
2007-05-08,30.72,30.9689,28.3095,30.7804,29.1446,UP,1
2007-05-09,30.7556,30.6756,28.3254,30.784,29.1958,DOWN,0
2007-05-10,30.5556,30.7111,28.3408,30.7378,29.2388,UP,1
2007-05-11,30.8889,30.6622,28.359,30.7778,29.2868,DOWN,0
2007-05-14,30.7644,30.9956,28.3778,30.7369,29.3346,UP,1
2007-05-15,30.9111,30.7689,28.3976,30.7751,29.3882,UP,1
2007-05-16,31.0356,30.9867,28.4175,30.8311,29.4441,DOWN,0
2007-05-17,30.9867,31.0178,28.4381,30.9173,29.5017,UP,1
2007-05-18,31.0889,31.0089,28.4592,30.9573,29.5565,DOWN,0
2007-05-21,31.0311,31.04,28.4804,31.0107,29.6068,UP,1
2007-05-22,31.0533,31.0356,28.502,31.0391,29.656,DOWN,0
2007-05-23,31.0,31.0756,28.5234,31.032,29.7175,DOWN,0
2007-05-24,30.76,31.0444,28.5428,30.9867,29.7719,UP,1
2007-05-25,30.8,30.8222,28.5624,30.9289,29.822,UP,1
2007-05-29,30.9956,30.8578,28.5844,30.9218,29.8804,UP,1
2007-05-30,31.2533,30.96,28.6066,30.9618,29.9392,DOWN,0
2007-05-31,31.16,31.2933,28.629,30.9938,29.9908,UP,1
2007-06-01,31.2311,31.2267,28.6514,31.088,30.0372,DOWN,0
2007-06-04,31.1911,31.1822,28.6728,31.1662,30.0859,DOWN,0
2007-06-05,30.9644,31.12,28.693,31.16,30.1265,DOWN,0
2007-06-06,30.5378,30.9644,28.7096,31.0169,30.1558,DOWN,0
2007-06-07,30.1333,30.5378,28.7244,30.8116,30.18,UP,1
2007-06-08,30.4,30.1333,28.7399,30.6453,30.2125,UP,1
2007-06-11,30.4711,30.4,28.7564,30.5013,30.2405,DOWN,0
2007-06-12,30.2444,30.44,28.7716,30.3573,30.2624,UP,1
2007-06-13,30.4267,30.3111,28.7866,30.3351,30.2899,UP,1
2007-06-14,30.6178,30.4222,28.8033,30.432,30.3196,UP,1
2007-06-15,30.6444,30.6667,28.8196,30.4809,30.3513,DOWN,0
2007-06-18,30.5644,30.6578,28.8349,30.4996,30.3804,UP,1
2007-06-19,30.6667,30.5689,28.8499,30.584,30.4137,DOWN,0
2007-06-20,30.2933,30.7422,28.8631,30.5573,30.4421,UP,1
2007-06-21,30.36,30.2978,28.8766,30.5058,30.4762,DOWN,0
2007-06-22,29.9689,30.3111,28.8886,30.3707,30.4996,UP,1
2007-06-25,29.9911,29.9867,28.9016,30.256,30.523,DOWN,0
2007-06-26,29.7511,30.0622,28.9142,30.0729,30.534,UP,1
2007-06-27,30.0089,29.64,28.9277,30.016,30.5517,DOWN,0
2007-06-28,29.9111,30.0133,28.9398,29.9262,30.5661,DOWN,0
2007-06-29,29.7778,29.9378,28.9505,29.888,30.568,UP,1
2007-07-02,30.1467,29.8978,28.963,29.9191,30.5731,UP,1
2007-07-03,30.2,30.1067,28.9763,30.0089,30.5818,DOWN,0
2007-07-05,29.9733,30.2622,28.9877,30.0018,30.5848,UP,1
2007-07-06,30.0089,29.9378,29.0002,30.0213,30.5803,DOWN,0
2007-07-09,29.9956,30.0089,29.0128,30.0649,30.5741,DOWN,0
2007-07-10,29.3867,29.8356,29.0202,29.9129,30.5542,UP,1
2007-07-11,29.8356,29.3867,29.0312,29.84,30.5438,UP,1
2007-07-12,30.2844,29.84,29.0438,29.9022,30.5386,DOWN,0
2007-07-13,30.2622,30.2089,29.0551,29.9529,30.5291,DOWN,0
2007-07-16,30.1333,30.1733,29.0653,29.9804,30.516,DOWN,0
2007-07-17,29.84,30.0489,29.0738,30.0711,30.499,DOWN,0
2007-07-18,29.5556,29.7511,29.0806,30.0151,30.4708,UP,1
2007-07-19,29.6444,29.76,29.0886,29.8871,30.4492,DOWN,0
2007-07-20,29.0311,29.6222,29.0938,29.6409,30.4148,UP,1
2007-07-23,29.3111,29.1111,29.0995,29.4764,30.3899,DOWN,0
2007-07-24,28.6889,29.1556,29.1012,29.2462,30.3459,DOWN,0
2007-07-25,28.6578,28.76,29.1028,29.0667,30.3037,DOWN,0
2007-07-26,28.2044,28.08,29.1022,28.7787,30.2496,DOWN,0
2007-07-27,27.5822,28.1867,29.0989,28.4889,30.1805,UP,1
2007-07-30,27.6667,27.5022,29.0966,28.16,30.1141,DOWN,0
2007-07-31,27.3511,27.7867,29.0918,27.8924,30.0394,UP,1
2007-08-01,27.6178,27.3467,29.0883,27.6844,29.9711,DOWN,0
2007-08-02,27.3644,27.6444,29.0833,27.5164,29.8973,DOWN,0
2007-08-03,26.3956,27.3956,29.0727,27.2791,29.8052,UP,1
2007-08-06,27.2267,26.4844,29.0665,27.1911,29.7346,DOWN,0
2007-08-07,26.9733,27.0444,29.0586,27.1156,29.658,UP,1
2007-08-08,27.4844,27.0089,29.0568,27.0889,29.5878,DOWN,0
2007-08-09,26.9556,27.2178,29.0526,27.0071,29.5019,DOWN,0
2007-08-10,26.9067,26.9422,29.0474,27.1093,29.4168,UP,1
2007-08-13,26.9822,26.9956,29.0433,27.0604,29.3318,DOWN,0
2007-08-14,26.8089,27.0667,29.0391,27.0276,29.2442,DOWN,0
2007-08-15,26.4267,26.8667,29.0315,26.816,29.1534,UP,1
2007-08-16,26.8044,26.0444,29.0273,26.7858,29.0788,UP,1
