ticker,GL US Equity,GL US Equity,GL US Equity,GL US Equity,GL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,9.8889,10.1944,13.7379,10.2056,12.1556,DOWN,0
2000-02-09,9.5278,9.7778,13.7085,10.05,12.0633,DOWN,0
2000-02-10,9.3056,9.4722,13.6781,9.8444,11.9672,UP,1
2000-02-11,9.3333,9.3056,13.6464,9.6611,11.8778,DOWN,0
2000-02-14,9.1111,9.3611,13.616,9.4333,11.7828,UP,1
2000-02-15,9.2778,9.2222,13.5826,9.3111,11.685,DOWN,0
2000-02-16,9.2222,9.2778,13.5499,9.25,11.5894,DOWN,0
2000-02-17,9.0,9.2222,13.5149,9.1889,11.4961,DOWN,0
2000-02-18,8.8333,8.7778,13.4808,9.0889,11.4056,UP,1
2000-02-22,8.9444,8.9444,13.4454,9.0556,11.3161,DOWN,0
2000-02-23,8.7222,8.6111,13.411,8.9444,11.2228,DOWN,0
2000-02-24,8.6389,8.6944,13.3739,8.8278,11.13,DOWN,0
2000-02-25,8.6111,8.6667,13.3343,8.75,11.0406,DOWN,0
2000-02-28,8.5833,8.6389,13.2961,8.7,10.9556,UP,1
2000-02-29,8.8056,8.6944,13.2617,8.6722,10.8789,UP,1
2000-03-01,9.0,8.7778,13.23,8.7278,10.81,DOWN,0
2000-03-02,8.75,8.8889,13.1969,8.75,10.7367,UP,1
2000-03-03,8.9167,8.7778,13.1651,8.8111,10.6678,DOWN,0
2000-03-06,8.7222,9.0,13.1324,8.8389,10.5944,DOWN,0
2000-03-07,8.4444,8.7222,13.0972,8.7667,10.505,UP,1
2000-03-08,8.5278,8.4167,13.0651,8.6722,10.4189,UP,1
2000-03-09,8.6111,8.5278,13.0338,8.6444,10.335,DOWN,0
2000-03-10,8.5,8.6667,13.0017,8.5611,10.2489,DOWN,0
2000-03-13,8.4722,8.5556,12.9706,8.5111,10.1611,DOWN,0
2000-03-14,8.4722,8.4722,12.9388,8.5167,10.0722,UP,1
2000-03-15,8.8889,8.5,12.9094,8.5889,9.9983,UP,1
2000-03-16,10.0556,8.9722,12.8856,8.8778,9.9528,DOWN,0
2000-03-17,9.9722,9.8611,12.8618,9.1722,9.9056,UP,1
2000-03-20,10.0278,9.9167,12.8382,9.4833,9.86,UP,1
2000-03-21,10.4444,10.0833,12.8167,9.8778,9.8178,DOWN,0
2000-03-22,10.3056,10.3333,12.7943,10.1611,9.7761,UP,1
2000-03-23,10.5556,10.3611,12.7733,10.2611,9.74,UP,1
2000-03-24,10.6111,10.6111,12.7519,10.3889,9.7061,DOWN,0
2000-03-27,10.2222,10.6389,12.7286,10.4278,9.6622,DOWN,0
2000-03-28,10.0556,10.1111,12.7043,10.35,9.62,UP,1
2000-03-29,10.1111,10.0,12.6793,10.3111,9.5933,UP,1
2000-03-30,10.4167,10.3333,12.655,10.2833,9.585,DOWN,0
2000-03-31,10.2778,10.6667,12.6297,10.2167,9.5806,UP,1
2000-04-03,10.5278,10.3889,12.6051,10.2778,9.5839,DOWN,0
2000-04-04,10.3611,10.7778,12.581,10.3389,9.5822,UP,1
2000-04-05,10.4722,10.3889,12.5576,10.4111,9.5844,UP,1
2000-04-06,10.5278,10.5833,12.5347,10.4333,9.5844,DOWN,0
2000-04-07,10.4722,10.5278,12.5129,10.4722,9.5817,UP,1
2000-04-10,10.6111,10.3056,12.4925,10.4889,9.5894,DOWN,0
2000-04-11,10.6111,10.6111,12.4713,10.5389,9.5778,UP,1
2000-04-12,10.6667,10.6111,12.4493,10.5778,9.5911,DOWN,0
2000-04-13,10.6111,10.75,12.4265,10.5944,9.5972,DOWN,0
2000-04-14,9.9444,10.4722,12.3997,10.4889,9.5894,DOWN,0
2000-04-17,9.9444,9.9444,12.3714,10.3556,9.5833,UP,1
2000-04-18,10.1944,9.9722,12.3454,10.2722,9.5822,DOWN,0
2000-04-19,9.8611,10.1667,12.3169,10.1111,9.5817,UP,1
2000-04-20,10.0556,9.8611,12.2899,10.0,9.5922,UP,1
2000-04-24,10.6111,9.8889,12.2646,10.1333,9.6183,UP,1
2000-04-25,11.1111,10.4444,12.2399,10.3667,9.6539,DOWN,0
2000-04-26,10.7222,11.1667,12.2132,10.4722,9.6861,DOWN,0
2000-04-27,10.4167,10.6944,12.1853,10.5833,9.7089,UP,1
2000-04-28,11.1389,10.3611,12.1618,10.8,9.7472,UP,1
2000-05-01,11.3889,11.8333,12.1413,10.9556,9.795,DOWN,0
2000-05-02,11.0,11.2778,12.1186,10.9333,9.8383,DOWN,0
2000-05-03,10.75,10.8889,12.0951,10.9389,9.8744,DOWN,0
2000-05-04,10.6389,10.9167,12.0719,10.9833,9.9128,DOWN,0
2000-05-05,10.5278,10.5278,12.0472,10.8611,9.9506,UP,1
2000-05-08,10.8056,10.6667,12.025,10.7444,9.9944,DOWN,0
2000-05-09,10.75,10.5833,12.0021,10.6944,10.0378,DOWN,0
2000-05-10,10.4167,10.8056,11.9783,10.6278,10.07,DOWN,0
2000-05-11,10.3611,10.3889,11.9551,10.5722,10.0972,UP,1
2000-05-12,10.75,10.3889,11.9357,10.6167,10.1372,UP,1
2000-05-15,11.0556,10.8056,11.9179,10.6667,10.18,UP,1
2000-05-16,11.1667,11.1667,11.8999,10.75,10.2289,DOWN,0
2000-05-17,11.1667,11.1667,11.8822,10.9,10.2833,UP,1
2000-05-18,11.3889,11.25,11.8667,11.1056,10.3406,DOWN,0
2000-05-19,11.1111,11.2778,11.849,11.1778,10.3906,UP,1
2000-05-22,11.5278,11.1389,11.8342,11.2722,10.4511,UP,1
2000-05-23,11.6111,11.5833,11.8193,11.3611,10.5139,UP,1
2000-05-24,12.0833,11.8889,11.8085,11.5444,10.5861,DOWN,0
2000-05-25,11.6944,12.1389,11.7953,11.6056,10.6422,DOWN,0
2000-05-26,11.6667,11.8056,11.7821,11.7167,10.6744,UP,1
2000-05-30,11.7222,11.7222,11.7688,11.7556,10.7094,UP,1
2000-05-31,12.0833,11.8056,11.756,11.85,10.7506,UP,1
2000-06-01,12.5833,12.2222,11.7456,11.95,10.7933,DOWN,0
2000-06-02,12.3056,12.6667,11.735,12.0722,10.8333,DOWN,0
2000-06-05,12.1389,12.4167,11.7256,12.1667,10.865,UP,1
2000-06-06,12.1944,12.4444,11.7167,12.2611,10.8967,UP,1
2000-06-07,12.4444,12.25,11.7092,12.3333,10.9411,DOWN,0
2000-06-08,11.9722,12.3333,11.699,12.2111,10.9794,UP,1
2000-06-09,12.0833,12.0556,11.6892,12.1667,11.0189,DOWN,0
2000-06-12,11.9444,12.3056,11.6803,12.1278,11.0494,UP,1
2000-06-13,12.1667,11.9167,11.6736,12.1222,11.0872,DOWN,0
2000-06-14,12.0556,12.1389,11.6663,12.0444,11.1178,DOWN,0
2000-06-15,11.6667,12.0556,11.6613,11.9833,11.1439,DOWN,0
2000-06-16,11.5,11.5556,11.6522,11.8667,11.1644,DOWN,0
2000-06-19,11.4444,11.5278,11.6438,11.7667,11.1828,DOWN,0
2000-06-20,10.9167,11.3333,11.63,11.5167,11.1917,UP,1
2000-06-21,11.0,10.8611,11.6179,11.3056,11.1994,DOWN,0
2000-06-22,10.8611,11.1111,11.6063,11.1444,11.2044,UP,1
2000-06-23,11.1111,10.9722,11.596,11.0667,11.2133,UP,1
2000-06-26,11.1389,11.2222,11.5867,11.0056,11.2239,UP,1
2000-06-27,11.3333,11.25,11.5786,11.0889,11.2517,UP,1
2000-06-28,11.3698,11.3889,11.572,11.1629,11.2802,UP,1
2000-06-29,11.4444,11.2778,11.5659,11.2795,11.3052,DOWN,0
2000-06-30,10.9722,11.5556,11.5582,11.2517,11.3274,UP,1
2000-07-03,11.3611,11.0556,11.5521,11.2962,11.3535,DOWN,0
2000-07-05,11.1389,11.1111,11.5464,11.2573,11.3641,UP,1
2000-07-06,11.4167,11.1667,11.5452,11.2667,11.3702,UP,1
2000-07-07,11.5833,11.5278,11.546,11.2944,11.3874,DOWN,0
2000-07-10,11.3333,11.5833,11.5448,11.3667,11.4057,UP,1
2000-07-11,11.4722,11.3889,11.5457,11.3889,11.4124,UP,1
2000-07-12,11.6944,11.5,11.5488,11.5,11.4185,DOWN,0
2000-07-13,11.5556,11.7778,11.5518,11.5278,11.4296,UP,1
2000-07-14,11.8333,11.5,11.5538,11.5778,11.4513,DOWN,0
2000-07-17,11.2778,11.8889,11.5527,11.5667,11.4641,DOWN,0
2000-07-18,11.1389,11.1944,11.5516,11.5,11.4763,DOWN,0
2000-07-19,10.8611,11.0556,11.5477,11.3333,11.4774,UP,1
2000-07-20,10.8889,10.8611,11.5437,11.2,11.4802,UP,1
2000-07-21,11.0,10.8889,11.5381,11.0333,11.4918,DOWN,0
2000-07-24,10.8889,11.0,11.5332,10.9556,11.5024,UP,1
2000-07-25,11.1667,10.9444,11.5278,10.9611,11.5107,UP,1
2000-07-26,11.3611,11.2222,11.5231,11.0611,11.5168,UP,1
2000-07-27,11.4722,11.3889,11.5191,11.1778,11.523,DOWN,0
2000-07-28,11.1389,11.5556,11.5162,11.2056,11.5224,DOWN,0
2000-07-31,11.0556,11.0278,11.51,11.2389,11.5157,UP,1
2000-08-01,11.5,11.1667,11.5089,11.3056,11.5235,DOWN,0
2000-08-02,11.3333,11.4722,11.5059,11.3,11.5196,DOWN,0
2000-08-03,11.0556,11.3333,11.5013,11.2167,11.5085,UP,1
2000-08-04,11.8333,11.0556,11.5018,11.3556,11.5035,DOWN,0
2000-08-07,11.7222,11.8333,11.5024,11.4889,11.5041,UP,1
2000-08-08,11.9722,11.9722,11.4941,11.5833,11.5102,DOWN,0
2000-08-09,11.5833,11.9167,11.4871,11.6333,11.5074,DOWN,0
2000-08-10,11.4444,11.6667,11.4802,11.7111,11.4946,UP,1
2000-08-11,12.0556,11.8611,11.4745,11.7556,11.4841,UP,1
2000-08-14,12.5833,12.1667,11.4681,11.9278,11.4896,DOWN,0
2000-08-15,12.4722,12.4722,11.4612,12.0278,11.4963,DOWN,0
2000-08-16,12.0278,12.2778,11.4512,12.1167,11.493,DOWN,0
2000-08-17,11.9722,12.1389,11.4398,12.2222,11.4835,UP,1
2000-08-18,12.0,12.0278,11.4298,12.2111,11.4841,UP,1
2000-08-21,12.1944,12.1111,11.4191,12.1333,11.4863,UP,1
2000-08-22,12.3056,12.2222,11.4045,12.1,11.4935,DOWN,0
2000-08-23,12.2222,12.2222,11.3892,12.1389,11.4946,DOWN,0
2000-08-24,12.0278,12.2222,11.3742,12.15,11.4941,DOWN,0
2000-08-25,11.9722,12.0556,11.3596,12.1444,11.5002,DOWN,0
2000-08-28,11.9167,11.9722,11.3435,12.0889,11.5085,UP,1
2000-08-29,11.9444,11.8333,11.3268,12.0167,11.5185,UP,1
2000-08-30,12.3056,11.9722,11.3117,12.0333,11.5463,UP,1
2000-08-31,12.4809,12.3056,11.2943,12.124,11.5759,DOWN,0
2000-09-01,12.2222,12.3611,11.2769,12.174,11.6031,DOWN,0
2000-09-05,12.2222,12.0,11.2618,12.2351,11.6253,UP,1
2000-09-06,12.4722,12.3333,11.2481,12.3406,11.652,DOWN,0
2000-09-07,12.3056,12.3889,11.2344,12.3406,11.6715,UP,1
2000-09-08,12.75,12.1944,11.2234,12.3944,11.6991,DOWN,0
2000-09-11,12.6667,12.7222,11.2138,12.4833,11.7235,UP,1
2000-09-12,12.6944,12.6111,11.2056,12.5778,11.758,UP,1
2000-09-13,13.0556,12.8056,11.2002,12.6944,11.7918,DOWN,0
2000-09-14,12.7778,13.0,11.1936,12.7889,11.8246,DOWN,0
2000-09-15,12.4722,12.6667,11.1869,12.7333,11.8457,DOWN,0
2000-09-18,12.0278,12.3611,11.1777,12.6056,11.8546,UP,1
2000-09-19,12.25,12.0556,11.1681,12.5167,11.873,DOWN,0
2000-09-20,12.2222,12.1667,11.1593,12.35,11.888,DOWN,0
2000-09-21,12.1389,12.1389,11.1516,12.2222,11.8968,UP,1
2000-09-22,12.4444,12.0278,11.147,12.2167,11.9146,DOWN,0
2000-09-25,12.2778,12.5556,11.1413,12.2667,11.9235,UP,1
2000-09-26,12.3333,12.3333,11.1361,12.2833,11.9446,UP,1
2000-09-27,12.6111,12.4444,11.1327,12.3611,11.9741,UP,1
2000-09-28,12.75,12.5278,11.1311,12.4833,12.0118,DOWN,0
2000-09-29,12.3611,12.8056,11.1287,12.4667,12.0413,UP,1
2000-10-02,13.1667,12.4722,11.1313,12.6444,12.0846,DOWN,0
2000-10-03,12.7222,13.0833,11.1327,12.7222,12.1213,DOWN,0
2000-10-04,12.6944,12.7222,11.1341,12.7389,12.1518,UP,1
2000-10-05,12.8333,12.7778,11.1365,12.7556,12.1813,DOWN,0
2000-10-06,12.6944,12.8056,11.138,12.8222,12.2057,DOWN,0
2000-10-09,12.5278,12.6944,11.1361,12.6944,12.2335,UP,1
2000-10-10,12.5833,12.6389,11.1348,12.6667,12.2641,UP,1
2000-10-11,12.6111,12.6389,11.1338,12.65,12.2863,DOWN,0
2000-10-12,12.0556,12.5278,11.1301,12.4944,12.3007,UP,1
2000-10-13,12.5,12.3889,11.1283,12.4556,12.3296,UP,1
2000-10-16,12.6944,12.6111,11.1272,12.4889,12.3468,DOWN,0
2000-10-17,12.4722,12.7222,11.1266,12.4667,12.3618,DOWN,0
2000-10-18,12.3056,12.4722,11.1265,12.4056,12.3685,UP,1
2000-10-19,12.7778,12.2222,11.1287,12.55,12.3924,UP,1
2000-10-20,12.9167,12.6667,11.1318,12.6333,12.4218,DOWN,0
2000-10-23,12.6389,12.75,11.1322,12.6222,12.4335,UP,1
2000-10-24,13.4167,12.6944,11.1373,12.8111,12.4502,UP,1
2000-10-25,14.0,13.5278,11.1455,13.15,12.4807,DOWN,0
2000-10-26,14.0,14.0,11.154,13.3944,12.5202,DOWN,0
2000-10-27,14.0,14.0556,11.1619,13.6111,12.5607,UP,1
2000-10-30,15.0278,14.0,11.1762,14.0889,12.6213,DOWN,0
2000-10-31,14.8056,15.0,11.193,14.3667,12.6735,UP,1
2000-11-01,15.0278,14.8889,11.214,14.5722,12.728,UP,1
2000-11-02,15.0833,15.3333,11.2369,14.7889,12.7852,DOWN,0
2000-11-03,14.5833,15.0833,11.258,14.9056,12.8363,DOWN,0
2000-11-06,14.5278,14.5833,11.2784,14.8056,12.8874,UP,1
2000-11-07,14.5833,14.5833,11.2995,14.7611,12.9407,UP,1
2000-11-08,14.6667,14.6667,11.3202,14.6889,12.9952,UP,1
2000-11-09,15.2222,14.5833,11.3433,14.7167,13.0535,DOWN,0
2000-11-10,15.0833,15.2222,11.3676,14.8167,13.1056,DOWN,0
2000-11-13,14.9167,15.0833,11.3862,14.8944,13.1594,UP,1
2000-11-14,15.2222,15.25,11.4123,15.0222,13.2194,DOWN,0
2000-11-15,15.1944,15.4444,11.4368,15.1278,13.2739,UP,1
2000-11-16,16.1389,15.2778,11.4658,15.3111,13.3506,UP,1
2000-11-17,17.1111,16.8611,11.5001,15.7167,13.4378,DOWN,0
2000-11-20,16.6389,16.9444,11.532,16.0611,13.5172,UP,1
2000-11-21,16.7222,16.5556,11.5662,16.3611,13.5978,DOWN,0
2000-11-22,16.25,16.6111,11.5998,16.5722,13.6617,UP,1
2000-11-24,16.4722,16.3611,11.6356,16.6389,13.7356,UP,1
2000-11-27,16.5556,16.4722,11.6718,16.5278,13.8172,DOWN,0
2000-11-28,16.5,16.4722,11.7087,16.5,13.9067,UP,1
2000-11-29,16.6944,16.6111,11.7458,16.4944,13.9956,UP,1
2000-11-30,16.8889,16.6944,11.7841,16.6222,14.0889,DOWN,0
2000-12-01,16.8889,16.7778,11.8236,16.7056,14.1839,UP,1
2000-12-04,17.0,16.8333,11.8644,16.7944,14.275,UP,1
2000-12-05,17.25,17.0278,11.9059,16.9444,14.3744,UP,1
2000-12-06,17.4444,17.2778,11.9495,17.0944,14.4767,UP,1
2000-12-07,17.8611,17.3611,11.9956,17.2889,14.5817,UP,1
2000-12-08,18.1111,17.7778,12.0431,17.5333,14.6889,UP,1
2000-12-11,18.1667,18.1389,12.0911,17.7667,14.805,DOWN,0
2000-12-12,17.8889,18.1111,12.1365,17.8944,14.8994,DOWN,0
2000-12-13,17.6944,17.8889,12.1799,17.9444,14.9989,DOWN,0
2000-12-14,17.0833,16.6389,12.2216,17.7889,15.0867,DOWN,0
2000-12-15,16.9167,16.9167,12.2616,17.55,15.1683,UP,1
2000-12-18,17.3889,17.0,12.3049,17.3944,15.2622,DOWN,0
2000-12-19,16.8333,17.3889,12.3469,17.1833,15.3483,DOWN,0
2000-12-20,16.6111,16.6389,12.3873,16.9667,15.4289,UP,1
2000-12-21,17.0833,16.8889,12.4297,16.9667,15.5183,DOWN,0
2000-12-22,16.8889,17.0278,12.4716,16.9611,15.615,DOWN,0
2000-12-26,16.5556,16.8611,12.512,16.7944,15.6961,DOWN,0
2000-12-27,16.5556,16.5556,12.5524,16.7389,15.7733,UP,1
2000-12-28,17.1111,16.5556,12.5936,16.8389,15.8661,DOWN,0
2000-12-29,17.0833,17.2222,12.6287,16.8389,15.9617,DOWN,0
2001-01-02,16.3333,16.8889,12.6605,16.7278,16.0328,UP,1
2001-01-03,16.7222,16.1389,12.694,16.7611,16.1089,DOWN,0
2001-01-04,15.5278,16.6111,12.7194,16.5556,16.1667,DOWN,0
2001-01-05,15.1111,15.4444,12.7434,16.1556,16.2006,UP,1
2001-01-08,15.3333,15.0278,12.7673,15.8056,16.2272,UP,1
2001-01-09,15.5,15.3056,12.7918,15.6389,16.2572,UP,1
2001-01-10,15.6389,15.6111,12.8188,15.4222,16.29,DOWN,0
2001-01-11,15.0556,15.5556,12.8438,15.3278,16.2906,DOWN,0
2001-01-12,14.8333,15.1667,12.8674,15.2722,16.2911,UP,1
2001-01-16,15.1667,14.9722,12.8912,15.2389,16.2939,DOWN,0
2001-01-17,15.1111,15.2778,12.9154,15.1611,16.2944,DOWN,0
2001-01-18,15.0556,15.1944,12.938,15.0444,16.3039,DOWN,0
2001-01-19,14.7778,15.0833,12.9601,14.9889,16.3089,UP,1
2001-01-22,15.2222,14.7222,12.9838,15.0667,16.3217,UP,1
2001-01-23,15.5,15.25,13.0087,15.1333,16.3383,UP,1
2001-01-24,15.7778,15.5,13.0352,15.2667,16.3494,UP,1
2001-01-25,15.8056,15.8889,13.0612,15.4167,16.3639,UP,1
2001-01-26,15.8889,15.6944,13.0876,15.6389,16.3833,DOWN,0
2001-01-29,15.7111,15.8222,13.1128,15.7367,16.3931,UP,1
2001-01-30,15.8044,15.7778,13.1388,15.7976,16.4053,DOWN,0
2001-01-31,15.4178,15.8089,13.1661,15.7256,16.3909,DOWN,0
2001-02-01,15.2889,15.5289,13.1929,15.6222,16.3544,UP,1
2001-02-02,15.4222,15.2978,13.219,15.5289,16.3301,UP,1
2001-02-05,15.5867,15.4222,13.2476,15.504,16.3074,DOWN,0
2001-02-06,15.0133,15.8,13.2724,15.3458,16.2827,UP,1
2001-02-07,15.2089,15.1111,13.2954,15.304,16.2574,DOWN,0
2001-02-08,15.2089,15.3111,13.3159,15.288,16.2305,DOWN,0
2001-02-09,15.1067,15.2889,13.3378,15.2249,16.2026,UP,1
2001-02-12,15.7556,15.2,13.3645,15.2587,16.1838,UP,1
2001-02-13,15.7644,16.0,13.3876,15.4089,16.1613,DOWN,0
2001-02-14,15.6311,15.7644,13.4089,15.4933,16.1362,DOWN,0
2001-02-15,15.3333,15.5556,13.4305,15.5182,16.1028,UP,1
2001-02-16,15.5556,15.4889,13.4545,15.608,16.069,DOWN,0
2001-02-20,15.1467,15.7333,13.4771,15.4862,16.023,DOWN,0
2001-02-21,14.9822,15.3689,13.4994,15.3298,15.9654,UP,1
2001-02-22,15.0489,15.0444,13.5206,15.2133,15.9042,DOWN,0
2001-02-23,14.9556,15.0667,13.5416,15.1378,15.84,UP,1
2001-02-26,15.2578,14.9422,13.5658,15.0782,15.7873,UP,1
2001-02-27,15.8133,15.5556,13.5931,15.2116,15.7497,DOWN,0
2001-02-28,15.4578,16.0,13.6166,15.3067,15.7172,UP,1
2001-03-01,15.7644,15.6,13.6402,15.4498,15.6942,UP,1
2001-03-02,16.1244,15.8667,13.6649,15.6836,15.6689,DOWN,0
2001-03-05,16.0844,16.1378,13.6895,15.8489,15.6539,UP,1
2001-03-06,16.1867,15.8,13.7135,15.9236,15.6454,DOWN,0
2001-03-07,16.1422,16.1867,13.7387,16.0604,15.6266,DOWN,0
2001-03-08,16.1333,16.1422,13.7617,16.1342,15.6115,DOWN,0
2001-03-09,16.0889,16.1333,13.7841,16.1271,15.6021,DOWN,0
2001-03-12,15.9911,16.1333,13.8036,16.1084,15.5908,DOWN,0
2001-03-13,15.9867,16.0444,13.8251,16.0684,15.5684,DOWN,0
2001-03-14,15.7333,15.7778,13.8454,15.9867,15.5414,UP,1
2001-03-15,15.9778,15.8444,13.8667,15.9556,15.5342,DOWN,0
2001-03-16,15.8222,15.9022,13.8854,15.9022,15.5162,UP,1
2001-03-19,15.9422,15.8222,13.9022,15.8924,15.5245,DOWN,0
2001-03-20,15.8844,16.0,13.9201,15.872,15.54,UP,1
2001-03-21,15.9156,15.9778,13.939,15.9084,15.5516,DOWN,0
2001-03-22,15.8356,15.8222,13.9572,15.88,15.5584,UP,1
2001-03-23,16.0356,15.9333,13.9751,15.9227,15.5663,UP,1
2001-03-26,16.3378,16.3556,13.997,16.0018,15.5919,UP,1
2001-03-27,16.6,16.4222,14.0195,16.1449,15.6273,UP,1
2001-03-28,16.6622,16.6667,14.0431,16.2942,15.6572,UP,1
2001-03-29,16.8222,16.6667,14.0664,16.4916,15.6914,UP,1
2001-03-30,17.2578,16.9111,14.0924,16.736,15.7354,DOWN,0
2001-04-02,17.2311,17.2667,14.1202,16.9147,15.7845,DOWN,0
2001-04-03,16.7244,17.3333,14.1464,16.9396,15.8146,UP,1
2001-04-04,16.8889,16.9333,14.1736,16.9849,15.8423,UP,1
2001-04-05,17.2978,17.1111,14.2055,17.08,15.8727,DOWN,0
2001-04-06,16.8667,17.0667,14.2348,17.0018,15.894,UP,1
2001-04-09,16.9778,16.8667,14.2654,16.9511,15.9157,UP,1
2001-04-10,17.2533,16.8889,14.2961,17.0569,15.9466,DOWN,0
2001-04-11,17.0133,17.1422,14.3255,17.0818,15.9708,UP,1
2001-04-12,17.1244,17.1111,14.3544,17.0471,16.0049,UP,1
2001-04-16,17.1867,17.3067,14.3835,17.1111,16.0428,UP,1
2001-04-17,17.7556,17.2222,14.4151,17.2667,16.0895,DOWN,0
2001-04-18,17.7156,17.7556,14.4488,17.3591,16.1321,DOWN,0
2001-04-19,16.7111,17.6044,14.4756,17.2987,16.166,DOWN,0
2001-04-20,16.6044,16.6444,14.5029,17.1947,16.194,DOWN,0
2001-04-23,16.3689,16.4,14.5276,17.0311,16.2172,UP,1
2001-04-24,16.3822,16.4356,14.5516,16.7564,16.2427,UP,1
2001-04-25,16.7956,16.2222,14.5789,16.5724,16.2635,UP,1
2001-04-26,16.88,16.7778,14.606,16.6062,16.2858,UP,1
2001-04-27,16.9778,16.7689,14.6324,16.6809,16.3127,DOWN,0
2001-04-30,16.84,16.9956,14.6588,16.7751,16.3428,UP,1
2001-05-01,16.9111,16.9333,14.6842,16.8809,16.37,DOWN,0
2001-05-02,16.5733,16.9111,14.7107,16.8364,16.3985,DOWN,0
2001-05-03,16.44,16.2889,14.7372,16.7484,16.4276,UP,1
2001-05-04,16.5422,16.3689,14.7656,16.6613,16.4575,DOWN,0
2001-05-07,16.3867,16.4444,14.7931,16.5707,16.4861,UP,1
2001-05-08,16.5022,16.4444,14.8206,16.4889,16.511,DOWN,0
2001-05-09,16.3644,16.3333,14.848,16.4471,16.522,UP,1
2001-05-10,16.4178,16.4089,14.8742,16.4427,16.5412,DOWN,0
2001-05-11,16.3867,16.3111,14.8994,16.4116,16.5537,DOWN,0
2001-05-14,16.2533,16.2756,14.9233,16.3849,16.5563,UP,1
2001-05-15,16.5067,16.2533,14.9501,16.3858,16.5647,DOWN,0
2001-05-16,16.4889,16.4178,14.9773,16.4107,16.5708,DOWN,0
2001-05-17,16.4044,16.4,15.0018,16.408,16.576,DOWN,0
2001-05-18,16.3378,16.4044,15.0268,16.3982,16.5801,UP,1
2001-05-21,16.5822,16.4444,15.0545,16.464,16.59,UP,1
2001-05-22,16.64,16.6933,15.0785,16.4907,16.6029,DOWN,0
2001-05-23,16.5689,16.7778,15.1027,16.5067,16.6146,UP,1
2001-05-24,16.6844,16.6222,15.1263,16.5627,16.6336,DOWN,0
2001-05-25,16.6667,16.6667,15.1517,16.6284,16.6474,UP,1
2001-05-29,16.8889,16.6667,15.1789,16.6898,16.6687,DOWN,0
2001-05-30,16.7778,16.9556,15.2025,16.7173,16.6854,UP,1
2001-05-31,16.8533,16.7778,15.2239,16.7742,16.7048,DOWN,0
2001-06-01,16.8444,16.9333,15.2457,16.8062,16.7234,UP,1
2001-06-04,17.0089,16.8667,15.2706,16.8747,16.7468,UP,1
2001-06-05,17.2,17.1244,15.2968,16.9369,16.7701,DOWN,0
2001-06-06,17.12,17.1778,15.3224,17.0053,16.7858,UP,1
2001-06-07,17.1333,17.2222,15.3471,17.0613,16.7964,UP,1
2001-06-08,17.1644,17.1378,15.3714,17.1253,16.8065,DOWN,0
2001-06-11,17.1333,17.1644,15.3959,17.1502,16.8127,UP,1
2001-06-12,17.16,17.1778,15.4216,17.1422,16.8108,DOWN,0
2001-06-13,17.1556,17.0889,15.4475,17.1493,16.8092,DOWN,0
2001-06-14,17.1111,17.16,15.4735,17.1449,16.817,UP,1
2001-06-15,17.1289,17.0444,15.4994,17.1378,16.8218,UP,1
