ticker,ETR US Equity,ETR US Equity,ETR US Equity,ETR US Equity,ETR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-01-08,57.28,57.0,52.2134,56.94,54.6344,DOWN,0
2004-01-09,56.76,57.1,52.2538,56.842,54.6796,DOWN,0
2004-01-12,56.22,56.76,52.2953,56.758,54.7222,UP,1
2004-01-13,56.25,56.33,52.3389,56.692,54.7608,UP,1
2004-01-14,57.0,56.45,52.3831,56.702,54.8228,DOWN,0
2004-01-15,56.78,56.95,52.4262,56.602,54.8608,UP,1
2004-01-16,57.0,56.9,52.4688,56.65,54.9024,UP,1
2004-01-20,57.17,56.7,52.5147,56.84,54.9522,UP,1
2004-01-21,58.34,56.7,52.5627,57.258,55.0326,DOWN,0
2004-01-22,57.97,58.3,52.6104,57.452,55.1206,UP,1
2004-01-23,58.36,57.75,52.666,57.768,55.2044,DOWN,0
2004-01-26,57.86,58.5,52.7209,57.94,55.2896,DOWN,0
2004-01-27,57.1,57.6,52.7727,57.926,55.3652,UP,1
2004-01-28,57.83,57.4,52.8292,57.824,55.4468,UP,1
2004-01-29,58.35,57.55,52.8882,57.9,55.5562,UP,1
2004-01-30,58.48,57.9,52.9424,57.924,55.6796,UP,1
2004-02-02,58.7,58.4,52.9971,58.092,55.8324,UP,1
2004-02-03,60.0,59.4,53.0571,58.672,55.9812,DOWN,0
2004-02-04,59.55,59.4,53.1148,59.016,56.1234,DOWN,0
2004-02-05,58.86,59.5,53.1688,59.118,56.2558,UP,1
2004-02-06,59.55,58.9,53.2263,59.332,56.3938,UP,1
2004-02-09,59.6,59.2,53.2823,59.512,56.5354,DOWN,0
2004-02-10,59.4,59.53,53.3389,59.392,56.6618,UP,1
2004-02-11,59.45,59.1,53.3988,59.372,56.7936,DOWN,0
2004-02-12,58.73,59.25,53.4563,59.346,56.9012,DOWN,0
2004-02-13,57.99,58.62,53.5132,59.034,56.977,UP,1
2004-02-17,58.34,58.45,53.5732,58.782,57.0596,UP,1
2004-02-18,59.47,58.5,53.6345,58.796,57.1582,DOWN,0
2004-02-19,58.72,59.47,53.6901,58.65,57.238,DOWN,0
2004-02-20,57.9,58.72,53.7381,58.484,57.301,DOWN,0
2004-02-23,57.65,57.9,53.7838,58.416,57.3712,DOWN,0
2004-02-24,57.36,57.7,53.8275,58.22,57.4424,UP,1
2004-02-25,57.6,57.25,53.8729,57.846,57.5124,UP,1
2004-02-26,58.39,57.65,53.9216,57.78,57.5842,UP,1
2004-02-27,59.29,58.5,53.9754,58.058,57.6716,UP,1
2004-03-01,59.4,59.12,54.0321,58.408,57.7566,DOWN,0
2004-03-02,58.6,59.4,54.0818,58.656,57.8146,DOWN,0
2004-03-03,58.51,58.45,54.1275,58.838,57.8664,DOWN,0
2004-03-04,58.44,58.6,54.1759,58.848,57.9072,UP,1
2004-03-05,58.58,58.0,54.2232,58.706,57.9402,UP,1
2004-03-08,58.76,58.5,54.2743,58.578,57.9832,UP,1
2004-03-09,58.97,58.73,54.3232,58.652,58.0332,DOWN,0
2004-03-10,58.93,58.9,54.3619,58.736,58.0848,DOWN,0
2004-03-11,57.73,58.5,54.3931,58.594,58.0982,UP,1
2004-03-12,57.8,57.7,54.425,58.438,58.1114,DOWN,0
2004-03-15,57.7,57.62,54.4606,58.226,58.1228,UP,1
2004-03-16,58.03,57.8,54.4923,58.038,58.1384,UP,1
2004-03-17,58.75,58.1,54.5224,58.002,58.1806,DOWN,0
2004-03-18,58.5,58.89,54.55,58.156,58.219,DOWN,0
2004-03-19,58.11,58.35,54.574,58.218,58.2422,DOWN,0
2004-03-22,57.43,57.69,54.5992,58.164,58.2452,UP,1
2004-03-23,57.94,57.5,54.6279,58.146,58.2688,DOWN,0
2004-03-24,57.53,57.7,54.6563,57.902,58.295,UP,1
2004-03-25,57.75,57.7,54.6858,57.752,58.325,UP,1
2004-03-26,58.3,57.75,54.7151,57.79,58.351,UP,1
2004-03-29,58.85,58.35,54.7438,58.074,58.3924,UP,1
2004-03-30,59.37,58.8,54.7756,58.36,58.4398,UP,1
2004-03-31,59.5,59.27,54.8024,58.754,58.4864,UP,1
2004-04-01,59.67,59.6,54.8326,59.138,58.513,DOWN,0
2004-04-02,59.37,59.92,54.8618,59.352,58.541,UP,1
2004-04-05,59.57,59.47,54.8939,59.496,58.5652,DOWN,0
2004-04-06,59.55,59.52,54.9261,59.532,58.599,DOWN,0
2004-04-07,58.87,59.43,54.9582,59.406,58.6344,DOWN,0
2004-04-08,58.28,58.92,54.9882,59.128,58.6434,DOWN,0
2004-04-12,56.98,58.05,55.0095,58.65,58.616,DOWN,0
2004-04-13,56.05,56.96,55.0242,57.946,58.5674,UP,1
2004-04-14,56.12,55.75,55.0402,57.26,58.5158,UP,1
2004-04-15,56.3,56.17,55.0578,56.746,58.4418,DOWN,0
2004-04-16,56.23,56.58,55.0724,56.336,58.3754,DOWN,0
2004-04-19,55.6,56.23,55.082,56.06,58.3102,DOWN,0
2004-04-20,55.55,55.66,55.0923,55.96,58.2302,UP,1
2004-04-21,55.6,55.55,55.1043,55.856,58.1502,UP,1
2004-04-22,56.35,55.5,55.124,55.866,58.0892,DOWN,0
2004-04-23,56.34,56.35,55.1442,55.888,58.027,DOWN,0
2004-04-26,56.24,55.1,55.1706,56.016,57.9772,DOWN,0
2004-04-27,55.73,56.24,55.1969,56.052,57.932,DOWN,0
2004-04-28,55.48,55.53,55.2228,56.028,57.8748,DOWN,0
2004-04-29,54.52,55.55,55.2485,55.662,57.7758,UP,1
2004-04-30,54.6,54.7,55.2782,55.314,57.6934,UP,1
2004-05-03,54.72,54.4,55.3095,55.01,57.6298,DOWN,0
2004-05-04,54.38,54.62,55.3336,54.74,57.5644,DOWN,0
2004-05-05,54.1,54.4,55.3588,54.464,57.4992,DOWN,0
2004-05-06,53.74,53.7,55.377,54.308,57.422,DOWN,0
2004-05-07,52.24,53.08,55.3868,53.836,57.299,DOWN,0
2004-05-10,51.9,51.48,55.3927,53.272,57.1512,DOWN,0
2004-05-11,51.38,52.05,55.3951,52.672,56.9908,DOWN,0
2004-05-12,51.09,51.45,55.3976,52.07,56.8406,DOWN,0
2004-05-13,50.88,51.1,55.3981,51.498,56.688,UP,1
2004-05-14,51.67,50.95,55.4013,51.384,56.5526,DOWN,0
2004-05-17,50.68,51.0,55.3972,51.14,56.3946,UP,1
2004-05-18,51.42,51.18,55.3978,51.148,56.2478,DOWN,0
2004-05-19,51.1,51.62,55.3977,51.15,56.0904,UP,1
2004-05-20,51.32,51.12,55.4002,51.238,55.9382,UP,1
2004-05-21,51.54,51.3,55.4003,51.212,55.8144,UP,1
2004-05-24,52.27,51.63,55.4031,51.53,55.7038,UP,1
2004-05-25,53.09,52.27,55.4112,51.864,55.6116,UP,1
2004-05-26,53.55,53.02,55.4216,52.354,55.522,UP,1
2004-05-27,53.89,53.89,55.4315,52.868,55.4248,UP,1
2004-05-28,54.61,54.13,55.4451,53.482,55.347,UP,1
2004-06-01,54.75,55.33,55.4591,53.978,55.2798,DOWN,0
2004-06-02,54.69,55.04,55.4735,54.298,55.225,DOWN,0
2004-06-03,54.4,54.7,55.4877,54.468,55.1542,DOWN,0
2004-06-04,54.19,54.65,55.5,54.528,55.0874,UP,1
2004-06-07,54.71,54.38,55.5136,54.548,55.0266,DOWN,0
2004-06-08,53.86,54.71,55.5224,54.37,54.9378,DOWN,0
2004-06-09,53.2,53.9,55.5291,54.072,54.8248,UP,1
2004-06-10,53.4,53.23,55.5365,53.872,54.7054,DOWN,0
2004-06-14,53.1,53.4,55.541,53.654,54.5774,UP,1
2004-06-15,53.79,53.75,55.5487,53.47,54.4598,UP,1
2004-06-16,54.33,53.79,55.5584,53.564,54.359,UP,1
2004-06-17,54.64,54.33,55.5693,53.852,54.2604,UP,1
2004-06-18,54.98,54.44,55.5735,54.168,54.169,DOWN,0
2004-06-21,54.98,54.65,55.5752,54.544,54.0912,UP,1
2004-06-22,55.08,54.98,55.5792,54.802,54.0272,UP,1
2004-06-23,56.15,55.1,55.5882,55.166,54.0106,UP,1
2004-06-24,56.59,56.0,55.5987,55.556,54.0214,DOWN,0
2004-06-25,56.48,56.63,55.6104,55.856,54.0286,UP,1
2004-06-28,56.59,56.69,55.6241,56.178,54.0344,DOWN,0
2004-06-29,55.86,56.6,55.6377,56.334,54.027,UP,1
2004-06-30,56.01,55.83,55.6519,56.306,54.0352,DOWN,0
2004-07-01,55.35,55.76,55.6631,56.058,54.0312,UP,1
2004-07-02,55.98,55.31,55.672,55.958,54.0388,UP,1
2004-07-06,56.2,55.83,55.6818,55.88,54.0358,DOWN,0
2004-07-07,55.82,56.1,55.6877,55.872,54.0254,UP,1
2004-07-08,55.97,55.77,55.6942,55.864,54.02,DOWN,0
2004-07-09,55.5,57.2,55.7005,55.894,54.0154,DOWN,0
2004-07-12,55.25,55.59,55.705,55.748,54.0108,DOWN,0
2004-07-13,54.98,55.39,55.7095,55.504,54.02,UP,1
2004-07-14,55.75,54.98,55.7207,55.49,54.043,UP,1
2004-07-15,56.39,55.8,55.7329,55.574,54.0764,UP,1
2004-07-16,56.95,56.84,55.7453,55.864,54.1278,UP,1
2004-07-19,57.31,57.09,55.7611,56.276,54.192,DOWN,0
2004-07-20,57.25,57.31,55.7742,56.73,54.2622,DOWN,0
2004-07-21,56.18,57.3,55.7802,56.816,54.341,DOWN,0
2004-07-22,55.68,56.18,55.7846,56.674,54.4166,DOWN,0
2004-07-23,55.13,55.86,55.7855,56.31,54.4916,DOWN,0
2004-07-26,54.9,55.3,55.786,55.828,54.5678,DOWN,0
2004-07-27,54.75,55.05,55.7886,55.328,54.6452,UP,1
2004-07-28,56.02,54.75,55.7983,55.296,54.7322,UP,1
2004-07-29,57.0,56.9,55.8147,55.56,54.8586,UP,1
2004-07-30,57.5,56.95,55.8347,56.034,54.9802,UP,1
2004-08-02,58.55,57.62,55.8572,56.764,55.1292,DOWN,0
2004-08-03,58.55,58.5,55.8817,57.524,55.2738,UP,1
2004-08-04,58.79,58.0,55.9072,58.078,55.4188,DOWN,0
2004-08-05,58.09,58.78,55.9269,58.296,55.5352,UP,1
2004-08-06,58.88,58.1,55.9493,58.572,55.651,UP,1
2004-08-09,59.03,58.63,55.9711,58.668,55.7606,DOWN,0
2004-08-10,58.75,58.9,55.9923,58.708,55.8578,DOWN,0
2004-08-11,58.58,58.4,56.0124,58.666,55.9372,UP,1
2004-08-12,58.94,58.38,56.0326,58.836,56.021,UP,1
2004-08-13,59.02,58.94,56.053,58.864,56.1076,UP,1
2004-08-16,59.34,58.9,56.0772,58.926,56.2064,DOWN,0
2004-08-17,59.19,58.87,56.1027,59.014,56.3064,UP,1
2004-08-18,59.6,59.24,56.1291,59.218,56.4042,DOWN,0
2004-08-19,59.34,59.6,56.1563,59.298,56.5138,UP,1
2004-08-20,59.7,59.3,56.1804,59.434,56.6438,DOWN,0
2004-08-23,59.42,59.6,56.2029,59.45,56.7642,UP,1
2004-08-24,59.64,59.32,56.2277,59.54,56.895,UP,1
2004-08-25,59.76,59.88,56.2549,59.572,57.0144,UP,1
2004-08-26,59.95,59.66,56.2868,59.694,57.1268,DOWN,0
2004-08-27,59.79,59.98,56.3149,59.712,57.2298,DOWN,0
2004-08-30,59.73,59.78,56.3456,59.774,57.3248,UP,1
2004-08-31,60.3,59.79,56.3805,59.906,57.4312,UP,1
2004-09-01,60.62,60.17,56.4148,60.078,57.542,UP,1
2004-09-02,60.77,61.62,56.4543,60.242,57.6344,DOWN,0
2004-09-03,60.58,60.97,56.4957,60.4,57.7142,UP,1
2004-09-07,61.05,60.58,56.5456,60.664,57.8056,DOWN,0
2004-09-08,60.96,60.85,56.5876,60.796,57.893,UP,1
2004-09-09,61.5,60.86,56.6329,60.972,58.0058,UP,1
2004-09-10,61.72,61.5,56.6803,61.162,58.12,DOWN,0
2004-09-13,61.4,61.53,56.724,61.326,58.241,DOWN,0
2004-09-14,61.08,61.65,56.7668,61.332,58.343,DOWN,0
2004-09-15,60.9,61.08,56.8059,61.32,58.437,DOWN,0
2004-09-16,60.77,60.9,56.8455,61.174,58.536,DOWN,0
2004-09-17,60.67,60.77,56.8821,60.964,58.63,DOWN,0
2004-09-20,60.4,60.53,56.9131,60.764,58.728,DOWN,0
2004-09-21,60.4,60.41,56.944,60.628,58.831,DOWN,0
2004-09-22,60.25,60.15,56.9726,60.498,58.9364,DOWN,0
2004-09-23,59.78,59.8,56.9978,60.3,59.017,UP,1
2004-09-24,59.88,59.88,57.0235,60.142,59.0868,UP,1
2004-09-27,59.95,59.89,57.0525,60.052,59.1468,UP,1
2004-09-28,60.81,59.8,57.0876,60.134,59.2168,DOWN,0
2004-09-29,60.54,60.82,57.1198,60.192,59.2826,UP,1
2004-09-30,60.61,60.5,57.1489,60.358,59.3712,DOWN,0
2004-10-01,60.45,60.63,57.1765,60.472,59.4666,DOWN,0
2004-10-04,60.2,60.58,57.2018,60.522,59.568,UP,1
2004-10-05,60.82,60.48,57.2273,60.524,59.6864,UP,1
2004-10-06,61.98,60.76,57.2576,60.812,59.831,UP,1
2004-10-07,62.4,62.0,57.2876,61.17,59.9586,UP,1
2004-10-08,62.92,62.5,57.3176,61.664,60.077,DOWN,0
2004-10-11,62.89,62.82,57.349,62.202,60.1848,DOWN,0
2004-10-12,62.56,62.88,57.3794,62.55,60.265,DOWN,0
2004-10-13,61.95,62.81,57.4074,62.544,60.333,DOWN,0
2004-10-14,61.8,62.0,57.4311,62.424,60.3932,UP,1
2004-10-15,62.57,62.18,57.4583,62.354,60.4828,DOWN,0
2004-10-18,62.41,62.43,57.4847,62.258,60.5534,UP,1
2004-10-19,62.69,62.27,57.5119,62.284,60.6266,UP,1
2004-10-20,63.12,62.7,57.5443,62.518,60.714,DOWN,0
2004-10-21,62.44,62.93,57.5736,62.646,60.7912,UP,1
2004-10-22,62.77,62.44,57.6027,62.686,60.8678,UP,1
2004-10-25,64.45,62.15,57.6386,63.094,60.9764,UP,1
2004-10-26,65.62,64.45,57.6829,63.68,61.102,DOWN,0
2004-10-27,64.94,65.17,57.7265,64.044,61.217,DOWN,0
2004-10-28,64.75,64.8,57.769,64.506,61.32,UP,1
2004-10-29,65.36,64.83,57.8108,65.024,61.4404,DOWN,0
2004-11-01,65.19,64.9,57.8528,65.172,61.5502,DOWN,0
2004-11-02,63.71,65.1,57.8864,64.79,61.636,UP,1
2004-11-03,64.77,64.05,57.9244,64.756,61.7386,UP,1
2004-11-04,66.17,64.97,57.9635,65.04,61.8668,DOWN,0
2004-11-05,65.5,65.52,58.0012,65.068,61.9778,UP,1
2004-11-08,66.65,65.4,58.0426,65.36,62.115,UP,1
2004-11-09,66.75,66.8,58.0871,65.968,62.2554,UP,1
2004-11-10,67.0,67.0,58.1366,66.414,62.3894,UP,1
2004-11-11,67.84,67.06,58.1866,66.748,62.5338,UP,1
2004-11-12,68.04,67.1,58.2351,67.256,62.6792,DOWN,0
2004-11-15,66.91,67.7,58.2772,67.308,62.8058,DOWN,0
2004-11-16,66.86,66.8,58.318,67.33,62.922,DOWN,0
2004-11-17,65.83,67.2,58.3472,67.096,63.0194,UP,1
2004-11-18,66.0,66.02,58.3794,66.728,63.1094,DOWN,0
2004-11-19,65.51,65.77,58.4127,66.222,63.1852,UP,1
2004-11-22,66.59,65.6,58.4479,66.158,63.289,UP,1
2004-11-23,67.32,66.49,58.4865,66.25,63.4138,DOWN,0
2004-11-24,66.85,67.98,58.5237,66.454,63.5328,UP,1
2004-11-26,66.92,67.0,58.5611,66.638,63.6558,DOWN,0
2004-11-29,65.87,67.0,58.5968,66.71,63.7598,DOWN,0
2004-11-30,64.82,65.75,58.6309,66.356,63.8482,DOWN,0
2004-12-01,64.72,64.9,58.6628,65.836,63.9346,DOWN,0
2004-12-02,64.05,64.85,58.6857,65.276,64.0106,UP,1
2004-12-03,64.95,64.27,58.7169,64.882,64.114,UP,1
2004-12-06,65.2,64.95,58.7534,64.748,64.2204,UP,1
2004-12-07,65.28,65.25,58.7915,64.84,64.327,DOWN,0
2004-12-08,65.14,65.29,58.8304,64.924,64.4136,UP,1
2004-12-09,65.47,65.14,58.8698,65.208,64.5122,DOWN,0
2004-12-10,65.1,65.22,58.9033,65.238,64.602,UP,1
2004-12-13,66.46,65.25,58.9392,65.49,64.7222,UP,1
2004-12-14,66.85,66.46,58.9764,65.804,64.8552,UP,1
2004-12-15,67.0,66.65,59.0184,66.176,64.9788,DOWN,0
2004-12-16,66.33,66.9,59.0575,66.348,65.0658,UP,1
2004-12-17,66.7,65.5,59.0988,66.668,65.1518,DOWN,0
2004-12-20,66.52,66.22,59.1385,66.68,65.2238,UP,1
2004-12-21,67.62,66.53,59.1828,66.834,65.3184,UP,1
2004-12-22,67.81,67.4,59.227,66.996,65.4234,DOWN,0
2004-12-23,67.35,67.81,59.2691,67.2,65.5314,DOWN,0
2004-12-27,67.06,67.25,59.3158,67.272,65.6366,UP,1
2004-12-28,67.6,67.54,59.3648,67.488,65.7372,UP,1
2004-12-29,67.86,67.55,59.4156,67.536,65.8462,UP,1
2004-12-30,68.16,67.9,59.4662,67.606,65.9556,DOWN,0
2004-12-31,67.59,68.1,59.5104,67.654,66.045,DOWN,0
2005-01-03,66.45,67.6,59.5502,67.532,66.1252,DOWN,0
2005-01-04,65.94,66.46,59.5893,67.2,66.1886,DOWN,0
2005-01-05,64.88,65.5,59.6266,66.604,66.1972,UP,1
2005-01-06,64.94,64.85,59.6616,65.96,66.1836,DOWN,0
2005-01-07,64.91,65.0,59.6985,65.424,66.183,UP,1
2005-01-10,65.33,64.8,59.7364,65.2,66.1946,DOWN,0
2005-01-11,65.18,65.33,59.7708,65.048,66.191,UP,1
2005-01-12,65.58,65.05,59.8044,65.188,66.1988,UP,1
2005-01-13,65.88,65.53,59.837,65.376,66.2422,UP,1
2005-01-14,66.5,65.98,59.872,65.694,66.2768,UP,1
2005-01-18,66.99,66.0,59.9086,66.026,66.2932,DOWN,0
2005-01-19,66.69,67.4,59.9452,66.328,66.317,DOWN,0
2005-01-20,66.55,66.69,59.9801,66.522,66.315,UP,1
2005-01-21,66.7,66.55,60.0158,66.686,66.314,UP,1
2005-01-24,68.01,66.8,60.0615,66.988,66.3342,UP,1
2005-01-25,68.02,68.01,60.1102,67.194,66.3378,UP,1
2005-01-26,69.01,68.05,60.1704,67.658,66.3572,UP,1
2005-01-27,69.47,68.76,60.2375,68.242,66.4084,UP,1
2005-01-28,69.54,69.35,60.3046,68.81,66.462,DOWN,0
2005-01-31,69.52,69.05,60.3707,69.112,66.5358,DOWN,0
2005-02-01,69.4,69.64,60.4365,69.388,66.6038,UP,1
2005-02-02,70.66,69.4,60.5118,69.718,66.7068,UP,1
2005-02-03,70.71,69.95,60.5876,69.966,66.7892,UP,1
2005-02-04,71.58,70.98,60.6675,70.374,66.8744,DOWN,0
2005-02-07,70.9,71.02,60.7403,70.65,66.9554,UP,1
2005-02-08,71.14,70.9,60.8143,70.998,67.0398,DOWN,0
2005-02-09,70.33,70.93,60.8847,70.932,67.129,UP,1
2005-02-10,70.35,70.31,60.9578,70.86,67.2396,DOWN,0
2005-02-11,70.21,69.41,61.0315,70.586,67.3494,UP,1
2005-02-14,70.85,69.94,61.1131,70.576,67.4854,DOWN,0
2005-02-15,70.61,70.86,61.1932,70.47,67.5986,UP,1
2005-02-16,70.79,70.33,61.2735,70.562,67.7104,DOWN,0
2005-02-17,70.65,70.64,61.3549,70.622,67.8178,DOWN,0
2005-02-18,68.85,69.95,61.4286,70.35,67.892,DOWN,0
2005-02-22,66.78,68.27,61.4938,69.536,67.9182,UP,1
2005-02-23,67.85,67.16,61.5719,68.984,67.9732,UP,1
2005-02-24,68.69,67.95,61.6558,68.564,68.0178,UP,1
2005-02-25,70.27,68.73,61.7503,68.488,68.0862,DOWN,0
2005-02-28,69.12,69.27,61.8404,68.542,68.1286,UP,1
2005-03-01,69.69,69.17,61.9345,69.124,68.1958,DOWN,0
2005-03-02,69.67,69.5,62.0245,69.488,68.2552,UP,1
2005-03-03,69.87,69.7,62.1204,69.724,68.3222,UP,1
2005-03-04,71.2,70.1,62.2193,69.91,68.3938,UP,1
2005-03-07,71.78,71.2,62.3227,70.442,68.4732,DOWN,0
2005-03-08,71.17,71.38,62.422,70.738,68.5496,DOWN,0
2005-03-09,70.0,70.4,62.5143,70.804,68.6084,UP,1
2005-03-10,70.39,70.01,62.6049,70.908,68.6642,DOWN,0
2005-03-11,70.0,70.25,62.6894,70.668,68.707,UP,1
2005-03-14,71.9,70.0,62.7812,70.692,68.7818,DOWN,0
2005-03-15,71.51,71.95,62.8693,70.76,68.8602,DOWN,0
2005-03-16,70.85,71.51,62.9505,70.93,68.9482,DOWN,0
2005-03-17,70.3,71.0,63.0282,70.912,69.0354,DOWN,0
2005-03-18,70.22,70.3,63.1059,70.956,69.1422,UP,1
2005-03-21,70.37,69.7,63.1857,70.65,69.2508,DOWN,0
2005-03-22,69.27,70.57,63.2611,70.202,69.338,DOWN,0
2005-03-23,68.85,68.8,63.3318,69.802,69.4084,UP,1
2005-03-24,69.38,69.1,63.4094,69.618,69.4924,UP,1
2005-03-28,69.97,69.42,63.4933,69.568,69.5802,DOWN,0
2005-03-29,69.16,69.97,63.5721,69.326,69.6458,UP,1
2005-03-30,69.98,69.39,63.6565,69.468,69.7154,UP,1
2005-03-31,70.66,70.3,63.7408,69.83,69.7888,UP,1
2005-04-01,71.24,71.35,63.8254,70.202,69.8798,DOWN,0
2005-04-04,70.79,71.24,63.9061,70.366,69.9646,UP,1
2005-04-05,72.2,71.15,63.9922,70.974,70.0746,DOWN,0
2005-04-06,72.19,72.45,64.0783,71.416,70.1582,UP,1
2005-04-07,72.48,72.25,64.1653,71.78,70.2474,DOWN,0
2005-04-08,72.45,72.52,64.2468,72.022,70.3162,UP,1
2005-04-11,72.93,72.7,64.3285,72.45,70.3854,UP,1
2005-04-12,73.23,72.85,64.4122,72.656,70.4592,DOWN,0
2005-04-13,72.5,74.52,64.4918,72.718,70.5188,DOWN,0
2005-04-14,71.56,71.85,64.5703,72.534,70.562,DOWN,0
2005-04-15,70.1,71.56,64.6407,72.064,70.5508,UP,1
2005-04-18,71.34,70.0,64.7207,71.746,70.5634,UP,1
2005-04-19,71.75,71.45,64.7995,71.45,70.5668,DOWN,0
2005-04-20,71.5,71.05,64.876,71.25,70.5788,UP,1
2005-04-21,72.03,71.79,64.9571,71.344,70.5966,UP,1
2005-04-22,72.35,72.18,65.039,71.794,70.637,DOWN,0
2005-04-25,71.78,76.6,65.1204,71.882,70.6656,DOWN,0
2005-04-26,70.48,70.68,65.1965,71.628,70.671,UP,1
2005-04-27,71.64,70.65,65.2798,71.656,70.6868,UP,1
2005-04-28,71.86,71.93,65.3604,71.622,70.7118,UP,1
2005-04-29,73.3,71.96,65.4449,71.812,70.762,DOWN,0
2005-05-02,73.09,73.25,65.5256,72.074,70.8108,DOWN,0
2005-05-03,72.1,72.75,65.5996,72.398,70.8758,UP,1
2005-05-04,73.0,72.13,65.6783,72.67,71.0002,DOWN,0
2005-05-05,72.85,73.0,65.7617,72.868,71.1002,DOWN,0
2005-05-06,72.6,72.7,65.8463,72.728,71.1784,UP,1
2005-05-09,72.85,72.53,65.9349,72.68,71.23,DOWN,0
2005-05-10,72.25,72.06,66.0216,72.71,71.2926,UP,1
2005-05-11,72.59,72.5,66.1108,72.628,71.3506,DOWN,0
2005-05-12,71.77,72.64,66.1896,72.412,71.3926,DOWN,0
2005-05-13,70.43,71.9,66.2567,71.978,71.4038,UP,1
2005-05-16,70.56,70.18,66.322,71.52,71.391,UP,1
2005-05-17,71.5,70.38,66.3868,71.37,71.3854,DOWN,0
2005-05-18,71.44,72.15,66.4512,71.14,71.3908,DOWN,0
2005-05-19,71.39,71.5,66.5142,71.064,71.4186,DOWN,0
2005-05-20,71.01,71.0,66.5788,71.18,71.431,UP,1
2005-05-23,71.65,71.14,66.6427,71.398,71.464,DOWN,0
2005-05-24,71.32,71.76,66.7041,71.362,71.4524,DOWN,0
2005-05-25,71.07,71.34,66.7657,71.288,71.4436,UP,1
2005-05-26,71.63,71.3,66.831,71.336,71.4592,UP,1
2005-05-27,72.07,71.68,66.8966,71.548,71.4946,DOWN,0
2005-05-31,71.83,72.27,66.9607,71.584,71.5268,UP,1
2005-06-01,72.84,71.95,67.0282,71.888,71.5762,DOWN,0
2005-06-02,72.5,72.8,67.0947,72.174,71.6408,UP,1
2005-06-03,72.7,72.7,67.1602,72.388,71.7178,UP,1
2005-06-06,73.69,72.9,67.232,72.712,71.804,UP,1
2005-06-07,73.93,73.94,67.3031,73.132,71.8832,DOWN,0
2005-06-08,73.5,74.1,67.3735,73.264,71.97,DOWN,0
2005-06-09,73.5,73.5,67.4428,73.464,72.0404,UP,1
2005-06-10,73.6,73.48,67.512,73.644,72.0992,UP,1
2005-06-13,73.83,73.59,67.5814,73.672,72.151,UP,1
2005-06-14,74.16,73.58,67.6533,73.718,72.2184,DOWN,0
2005-06-15,73.44,74.45,67.7218,73.706,72.2432,DOWN,0
2005-06-16,72.99,73.44,67.7853,73.604,72.2592,UP,1
2005-06-17,73.63,73.35,67.8503,73.61,72.2822,UP,1
2005-06-20,74.16,73.52,67.9173,73.676,72.3164,UP,1
2005-06-21,74.79,74.48,67.9883,73.802,72.3536,UP,1
2005-06-22,75.35,75.11,68.0598,74.184,72.396,UP,1
2005-06-23,75.87,75.3,68.1344,74.76,72.4634,DOWN,0
2005-06-24,74.91,75.69,68.2014,75.016,72.5304,UP,1
2005-06-27,75.01,74.86,68.2679,75.186,72.6286,UP,1
2005-06-28,75.5,75.25,68.3384,75.328,72.7118,UP,1
2005-06-29,75.51,75.75,68.4105,75.36,72.787,UP,1
2005-06-30,75.55,75.55,68.4838,75.296,72.868,UP,1
2005-07-01,75.77,75.75,68.5588,75.468,72.9428,UP,1
2005-07-05,76.51,75.3,68.638,75.768,73.026,DOWN,0
2005-07-06,75.46,76.47,68.7133,75.76,73.0996,UP,1
2005-07-07,76.04,75.21,68.7915,75.866,73.2108,UP,1
2005-07-08,76.58,75.95,68.8731,76.072,73.3096,UP,1
2005-07-11,77.09,76.5,68.9597,76.336,73.4142,DOWN,0
2005-07-12,76.94,77.29,69.045,76.422,73.487,UP,1
2005-07-13,77.11,77.1,69.1308,76.752,73.5674,DOWN,0
2005-07-14,75.83,77.11,69.2059,76.71,73.642,DOWN,0
2005-07-15,75.8,75.82,69.2822,76.554,73.698,UP,1
2005-07-18,75.82,75.85,69.3582,76.3,73.7574,UP,1
2005-07-19,76.1,76.07,69.4365,76.132,73.8274,DOWN,0
2005-07-20,75.8,75.9,69.5145,75.87,73.8864,DOWN,0
2005-07-21,75.52,75.69,69.588,75.808,73.9518,UP,1
2005-07-22,76.93,75.82,69.6627,76.034,74.0386,UP,1
2005-07-25,77.01,76.5,69.7358,76.272,74.1434,UP,1
2005-07-26,77.45,77.26,69.8084,76.542,74.2838,UP,1
2005-07-27,77.6,77.9,69.882,76.902,74.4246,UP,1
2005-07-28,78.0,77.65,69.9592,77.398,74.5546,DOWN,0
2005-07-29,77.94,77.85,70.0391,77.6,74.6846,DOWN,0
2005-08-01,75.9,78.1,70.1096,77.378,74.7748,UP,1
2005-08-02,77.6,76.1,70.1848,77.408,74.9066,UP,1
2005-08-03,78.43,77.6,70.2649,77.574,75.0422,DOWN,0
2005-08-04,78.0,78.45,70.3414,77.574,75.1758,DOWN,0
2005-08-05,76.38,77.74,70.4077,77.262,75.282,DOWN,0
2005-08-08,74.88,76.32,70.4699,77.058,75.347,UP,1
2005-08-09,75.6,74.9,70.5341,76.658,75.4176,DOWN,0
