ticker,CRWD US Equity,CRWD US Equity,CRWD US Equity,CRWD US Equity,CRWD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2021-06-21,237.68,238.04,237.282,212.1728,185.8701,UP,1
2021-06-22,256.61,243.83,242.936,213.2252,186.5069,DOWN,0
2021-06-23,252.9,255.31,246.682,213.9562,187.1454,UP,1
2021-06-24,253.7,255.7715,249.16,214.8662,187.7858,DOWN,0
2021-06-25,253.24,255.0,250.826,215.669,188.4111,UP,1
2021-06-28,255.09,255.0,254.308,216.4668,189.0398,UP,1
2021-06-29,257.12,255.09,254.41,217.3418,189.694,DOWN,0
2021-06-30,251.31,257.1383,254.092,218.236,190.308,DOWN,0
2021-07-01,251.16,251.0,253.584,219.0518,190.9066,UP,1
2021-07-02,252.59,254.2693,253.454,219.769,191.5138,UP,1
2021-07-06,264.98,257.84,255.432,220.6826,192.1958,UP,1
2021-07-07,267.52,268.73,257.512,221.5436,192.8762,DOWN,0
2021-07-08,263.39,259.65,259.928,222.3864,193.5025,UP,1
2021-07-09,264.44,262.955,262.584,223.2704,194.1113,DOWN,0
2021-07-12,261.79,267.6965,264.424,224.2756,194.7273,DOWN,0
2021-07-13,261.16,261.14,263.66,225.3286,195.3636,DOWN,0
2021-07-14,254.23,263.16,261.002,226.3108,195.9528,DOWN,0
2021-07-15,249.3,255.74,258.184,227.341,196.5121,UP,1
2021-07-16,249.96,252.01,255.288,228.4754,197.0802,UP,1
2021-07-19,250.4,245.05,253.01,229.742,197.6456,UP,1
2021-07-20,252.24,254.895,251.226,231.0032,198.1924,UP,1
2021-07-21,253.55,252.45,251.09,232.3226,198.7608,UP,1
2021-07-22,263.04,254.72,253.838,233.6814,199.3516,UP,1
2021-07-23,268.96,261.32,257.638,235.2752,199.9708,DOWN,0
2021-07-26,264.83,267.56,260.524,236.8966,200.5721,DOWN,0
2021-07-27,257.84,266.0,261.644,238.2406,201.1464,UP,1
2021-07-28,263.58,260.18,263.65,239.7416,201.7465,DOWN,0
2021-07-29,260.03,263.51,263.048,241.0066,202.3168,DOWN,0
2021-07-30,253.61,256.07,259.978,242.1046,202.8209,UP,1
2021-08-02,253.91,254.26,257.794,243.1022,203.3515,UP,1
2021-08-03,254.34,255.31,257.094,243.977,203.8964,UP,1
2021-08-04,264.21,255.38,257.22,244.9742,204.4907,UP,1
2021-08-05,265.62,265.31,258.338,246.0294,205.0955,DOWN,0
2021-08-06,260.74,264.3,259.764,246.845,205.686,UP,1
2021-08-09,263.56,258.95,261.694,247.66,206.3281,DOWN,0
2021-08-10,252.67,266.25,261.36,248.2704,206.9188,DOWN,0
2021-08-11,239.88,254.2046,256.494,248.6266,207.4411,UP,1
2021-08-12,245.82,240.0,252.534,249.1314,208.0048,DOWN,0
2021-08-13,243.82,245.82,249.15,249.6878,208.5565,DOWN,0
2021-08-16,234.71,243.33,243.38,250.2432,209.0722,DOWN,0
2021-08-17,232.8,234.0,239.406,250.591,209.5994,UP,1
2021-08-18,233.78,233.475,238.186,250.9638,210.1491,UP,1
2021-08-19,234.96,231.9753,236.014,251.384,210.7015,UP,1
2021-08-20,237.88,236.54,234.826,251.5696,211.2566,UP,1
2021-08-23,245.8,242.1,237.044,251.8602,211.804,UP,1
2021-08-24,265.63,260.57,243.61,252.5022,212.4376,UP,1
2021-08-25,270.0,267.03,250.854,253.3354,213.0786,UP,1
2021-08-26,278.77,269.58,259.616,254.2274,213.8397,UP,1
2021-08-27,282.31,279.545,268.502,255.0474,214.6338,UP,1
2021-08-30,286.37,285.31,276.616,255.8766,215.4108,DOWN,0
2021-08-31,281.0,281.99,279.69,256.743,216.1293,DOWN,0
2021-09-01,269.97,273.22,279.684,257.0102,216.8183,UP,1
2021-09-02,272.67,272.25,278.464,257.4056,217.5237,UP,1
2021-09-03,278.23,272.59,277.648,257.8962,218.226,DOWN,0
2021-09-07,269.68,279.37,274.31,258.225,218.886,DOWN,0
2021-09-08,265.23,270.23,271.156,258.4278,219.4933,DOWN,0
2021-09-09,265.16,265.01,270.194,258.5886,220.0905,DOWN,0
2021-09-10,262.0,268.07,268.06,258.8024,220.6628,DOWN,0
2021-09-13,254.03,258.72,263.22,258.8598,221.1857,UP,1
2021-09-14,257.3,256.04,260.744,258.954,221.7224,UP,1
2021-09-15,259.57,257.89,259.612,258.8458,222.2661,UP,1
2021-09-16,264.74,260.23,259.528,258.7902,222.8234,DOWN,0
2021-09-17,263.09,266.33,259.746,258.7842,223.4014,DOWN,0
2021-09-20,257.56,254.35,260.452,258.6466,223.98,DOWN,0
2021-09-21,254.11,254.65,259.814,258.493,224.4446,UP,1
2021-09-22,259.86,252.89,259.872,258.467,224.9076,UP,1
2021-09-23,262.29,262.49,259.382,258.6282,225.3654,DOWN,0
2021-09-24,261.75,262.05,259.114,258.8772,225.7868,DOWN,0
2021-09-27,253.34,259.3,258.27,258.9448,226.2226,DOWN,0
2021-09-28,241.86,249.05,255.82,258.774,226.532,DOWN,0
2021-09-29,239.57,243.7,251.762,258.5206,226.8502,UP,1
2021-09-30,245.78,240.88,248.46,258.3652,227.2101,UP,1
2021-10-01,249.27,246.6502,245.964,258.0898,227.5818,DOWN,0
2021-10-04,238.88,245.57,243.072,257.4882,227.8773,UP,1
2021-10-05,244.92,240.09,243.684,257.09,228.1756,UP,1
2021-10-06,248.2,243.34,245.41,256.8972,228.3979,UP,1
2021-10-07,249.88,251.3275,246.23,256.6232,228.594,DOWN,0
2021-10-08,245.0,250.1519,245.376,256.3226,228.6945,DOWN,0
2021-10-11,244.36,243.21,246.472,256.1376,228.7988,UP,1
2021-10-12,252.74,246.19,248.036,256.1142,228.9569,UP,1
2021-10-13,270.44,253.81,252.484,256.4362,229.2464,UP,1
2021-10-14,276.01,270.06,257.71,256.6722,229.5968,DOWN,0
2021-10-15,273.11,276.0,263.332,256.822,229.9109,UP,1
2021-10-18,285.35,273.0,271.53,257.3142,230.2785,DOWN,0
2021-10-19,282.35,283.23,277.452,257.69,230.6878,UP,1
2021-10-20,283.33,282.7093,280.03,258.3032,231.0483,UP,1
2021-10-21,284.1,283.0,281.648,259.1876,231.4245,DOWN,0
2021-10-22,283.39,284.23,283.704,259.939,231.7341,DOWN,0
2021-10-25,280.1,284.0,282.654,260.6646,232.016,UP,1
2021-10-26,287.08,284.0,283.6,261.712,232.2902,DOWN,0
2021-10-27,279.0,287.859,282.734,262.636,232.5172,UP,1
2021-10-28,281.17,278.0,282.148,263.5838,232.791,UP,1
2021-10-29,281.8,281.0,281.83,264.5206,233.0719,DOWN,0
2021-11-01,269.17,275.5413,279.644,265.1464,233.3202,DOWN,0
2021-11-02,268.12,266.58,275.852,265.5928,233.5512,UP,1
2021-11-03,270.65,269.9,274.182,265.6932,233.7728,UP,1
2021-11-04,279.62,272.71,273.872,265.8856,234.0659,DOWN,0
2021-11-05,273.43,281.0,272.198,265.7788,234.3154,UP,1
2021-11-08,282.93,274.29,274.95,265.7912,234.6426,UP,1
2021-11-09,293.18,285.6756,279.962,265.9274,235.0745,DOWN,0
2021-11-10,281.56,290.99,282.144,265.9386,235.4777,DOWN,0
2021-11-11,280.92,285.44,282.404,266.1576,235.8198,UP,1
2021-11-12,284.3,283.96,284.578,266.3902,236.1623,DOWN,0
2021-11-15,254.15,270.86,278.822,265.9086,236.358,UP,1
2021-11-16,262.51,255.31,272.688,265.7652,236.5724,UP,1
2021-11-17,269.78,265.39,270.332,265.8562,236.8307,DOWN,0
2021-11-18,264.72,270.42,267.092,265.8474,237.0342,DOWN,0
2021-11-19,257.63,269.4,261.758,265.76,237.2047,DOWN,0
2021-11-22,239.64,252.7554,258.856,265.4722,237.2911,DOWN,0
2021-11-23,230.58,231.0,252.47,264.9378,237.3254,UP,1
2021-11-24,230.77,229.64,244.668,264.3618,237.3225,UP,1
2021-11-26,232.64,235.72,238.252,263.7198,237.3117,DOWN,0
2021-11-29,224.57,235.0,231.64,262.9494,237.2241,DOWN,0
2021-11-30,217.14,226.825,227.14,262.141,237.0977,DOWN,0
2021-12-01,201.5,220.6877,221.324,261.0888,236.9124,UP,1
2021-12-02,209.35,207.975,217.04,260.0786,236.7629,DOWN,0
2021-12-03,197.05,212.84,209.922,258.7738,236.5521,DOWN,0
2021-12-06,194.71,190.05,203.95,257.433,236.3965,UP,1
2021-12-07,204.32,200.62,201.386,256.4526,236.3262,UP,1
2021-12-08,209.18,205.605,202.922,255.799,236.2891,DOWN,0
2021-12-09,201.27,209.96,201.306,255.033,236.2521,DOWN,0
2021-12-10,198.6,201.7475,201.616,254.0894,236.1651,UP,1
2021-12-13,198.68,198.59,202.41,253.0776,236.0415,UP,1
2021-12-14,198.71,197.008,201.288,252.2742,235.9246,UP,1
2021-12-15,210.71,198.55,201.594,251.59,235.925,DOWN,0
2021-12-16,200.28,211.695,201.396,250.6316,235.9615,UP,1
2021-12-17,205.1,196.2124,202.696,249.736,236.0714,UP,1
2021-12-20,206.29,200.2373,204.218,248.9618,236.2041,UP,1
2021-12-21,210.31,207.33,206.538,248.2808,236.2601,DOWN,0
2021-12-22,207.6,205.48,205.916,247.378,236.3238,UP,1
2021-12-23,211.52,207.6,208.164,246.1996,236.3524,DOWN,0
2021-12-27,209.64,211.48,209.072,244.8722,236.4056,DOWN,0
2021-12-28,207.23,210.0,209.26,243.5546,236.439,DOWN,0
2021-12-29,206.87,206.69,208.572,241.985,236.4918,UP,1
2021-12-30,208.95,207.0,208.842,240.517,236.4964,DOWN,0
2021-12-31,204.75,208.95,207.488,238.9454,236.5691,DOWN,0
2022-01-03,198.33,205.0,205.226,237.23,236.5876,DOWN,0
2022-01-04,189.19,195.89,201.618,235.346,236.5549,DOWN,0
2022-01-05,179.29,185.0,196.102,233.3298,236.4984,UP,1
2022-01-06,187.49,180.25,191.81,231.338,236.5278,UP,1
2022-01-07,188.99,185.0,188.658,229.5378,236.577,UP,1
2022-01-10,192.5,182.61,187.492,227.7644,236.651,UP,1
2022-01-11,196.11,189.61,188.876,226.0506,236.7623,DOWN,0
2022-01-12,187.97,196.61,190.612,224.4266,236.8258,DOWN,0
2022-01-13,174.9,188.15,188.094,222.5622,236.7877,UP,1
2022-01-14,176.7,173.87,185.636,220.6832,236.7361,DOWN,0
2022-01-18,172.85,172.73,181.706,218.5478,236.6672,UP,1
2022-01-19,175.71,171.71,177.626,216.5934,236.5739,DOWN,0
2022-01-20,173.89,177.33,174.81,214.4126,236.4737,DOWN,0
2022-01-21,164.73,171.88,172.776,211.8436,236.2801,UP,1
2022-01-24,167.27,157.175,170.89,209.5578,236.103,DOWN,0
2022-01-25,158.59,167.0,168.038,207.1112,235.876,UP,1
2022-01-26,160.94,162.26,165.084,204.644,235.599,DOWN,0
2022-01-27,159.81,164.16,162.268,202.7572,235.357,UP,1
2022-01-28,168.9,160.6,163.102,200.885,235.136,UP,1
2022-01-31,180.64,170.7,165.776,199.1022,234.9632,UP,1
2022-02-01,182.15,182.01,170.488,197.4508,234.8071,DOWN,0
2022-02-02,177.04,183.0,173.708,195.839,234.6593,DOWN,0
2022-02-03,170.63,171.9733,175.872,194.4588,234.4606,UP,1
2022-02-04,177.21,170.89,177.534,193.3914,234.263,UP,1
2022-02-07,178.84,176.8,177.174,192.3528,234.0607,UP,1
2022-02-08,178.9,175.98,176.524,191.278,233.8329,UP,1
2022-02-09,186.9,182.1,178.496,190.5246,233.6611,UP,1
2022-02-10,187.88,182.23,181.946,189.9394,233.4993,DOWN,0
2022-02-11,181.86,188.49,182.876,189.5466,233.351,DOWN,0
2022-02-14,180.6,180.0633,183.228,188.9716,233.2114,UP,1
2022-02-15,189.3,185.103,185.308,188.8166,233.1323,DOWN,0
2022-02-16,183.28,186.2361,184.584,188.588,233.0598,DOWN,0
2022-02-17,169.85,181.86,180.978,187.8986,232.9428,DOWN,0
2022-02-18,164.93,169.06,177.592,187.0136,232.8321,UP,1
2022-02-22,166.71,161.5,174.814,186.3224,232.7198,DOWN,0
2022-02-23,161.83,170.615,169.32,185.587,232.591,UP,1
2022-02-24,182.88,153.5,169.24,185.271,232.5299,DOWN,0
2022-02-25,181.75,182.51,171.62,184.9318,232.4923,UP,1
2022-02-28,195.21,187.35,177.676,184.6218,232.5496,UP,1
2022-03-01,197.64,201.33,183.862,184.569,232.5846,UP,1
2022-03-02,201.75,198.6,191.846,184.502,232.6507,DOWN,0
2022-03-03,191.02,200.0,193.474,184.1966,232.6219,DOWN,0
2022-03-04,179.03,193.76,192.93,183.571,232.5235,DOWN,0
2022-03-07,167.4,180.99,187.368,182.767,232.3403,DOWN,0
2022-03-08,156.77,165.0,179.194,181.672,232.0712,UP,1
2022-03-09,169.79,161.31,172.802,180.875,231.8484,UP,1
2022-03-10,191.02,187.9,172.802,180.5508,231.7392,DOWN,0
2022-03-11,190.54,191.12,175.104,180.2242,231.5921,DOWN,0
2022-03-14,183.12,188.01,178.248,179.7076,231.3936,UP,1
2022-03-15,188.64,183.5,184.622,179.3854,231.2261,UP,1
2022-03-16,189.66,191.59,188.596,179.212,231.064,UP,1
2022-03-17,204.13,189.28,191.218,179.5108,230.9818,UP,1
2022-03-18,208.06,201.6,194.722,180.0862,230.9421,DOWN,0
2022-03-21,204.13,203.0,198.924,180.419,230.928,UP,1
2022-03-22,217.06,204.2,204.608,180.9804,230.9363,UP,1
2022-03-23,219.48,213.245,210.572,181.52,230.958,UP,1
2022-03-24,223.4,220.0,214.426,182.0658,231.0052,DOWN,0
2022-03-25,221.95,225.0,217.204,182.7454,230.972,UP,1
2022-03-28,222.12,220.15,220.802,183.6898,230.9262,UP,1
2022-03-29,223.01,224.45,221.992,184.616,230.8736,UP,1
2022-03-30,224.96,220.74,223.088,185.6582,230.8567,UP,1
2022-03-31,227.08,225.05,223.824,186.6856,230.8213,UP,1
2022-04-01,227.85,225.3,225.004,187.7648,230.754,UP,1
2022-04-04,229.03,228.0,226.386,189.0508,230.6746,DOWN,0
2022-04-05,219.96,229.99,225.776,190.1046,230.586,DOWN,0
2022-04-06,211.22,212.535,223.028,191.1572,230.359,UP,1
2022-04-07,217.03,210.78,221.018,192.279,230.1797,UP,1
2022-04-08,218.21,221.5,219.09,193.447,230.0022,DOWN,0
2022-04-11,216.6,213.77,216.604,194.401,229.819,UP,1
2022-04-12,223.51,227.35,217.314,195.2584,229.6611,UP,1
2022-04-13,239.86,224.11,223.042,196.4126,229.5748,DOWN,0
2022-04-14,235.22,238.02,226.68,197.5762,229.4944,DOWN,0
2022-04-18,224.99,234.0,228.036,198.6634,229.3635,UP,1
2022-04-19,228.66,224.99,230.448,199.6924,229.2439,DOWN,0
2022-04-20,222.49,229.32,230.244,200.5654,229.0314,DOWN,0
2022-04-21,209.85,223.81,224.242,201.1844,228.7431,DOWN,0
2022-04-22,205.62,209.0,218.322,201.5588,228.4542,UP,1
2022-04-25,214.58,202.84,216.24,202.0928,228.2049,DOWN,0
2022-04-26,201.4,211.74,210.788,202.4836,227.903,DOWN,0
2022-04-27,201.06,200.09,206.502,202.8928,227.6025,UP,1
2022-04-28,207.06,202.81,205.944,203.248,227.3666,DOWN,0
2022-04-29,198.76,206.61,204.572,203.5576,227.1139,UP,1
2022-05-02,203.65,198.5,202.386,204.2336,226.8824,DOWN,0
2022-05-03,199.4,203.65,201.986,204.923,226.6274,UP,1
2022-05-04,200.39,200.36,201.852,205.5966,226.3681,DOWN,0
2022-05-05,180.98,199.02,196.636,205.9796,226.0053,DOWN,0
2022-05-06,164.81,178.665,189.846,205.6182,225.5141,DOWN,0
2022-05-09,143.69,159.01,177.854,204.857,224.8878,UP,1
2022-05-10,151.88,150.67,168.35,203.9904,224.323,DOWN,0
2022-05-11,137.4,148.324,155.752,202.7856,223.7208,UP,1
2022-05-12,139.81,134.2,147.518,201.5468,223.102,UP,1
2022-05-13,156.29,143.06,145.814,200.8522,222.5833,DOWN,0
2022-05-16,146.39,154.0,146.354,200.1994,222.0472,UP,1
2022-05-17,147.27,151.33,145.432,199.7968,221.514,DOWN,0
2022-05-18,138.5,144.18,145.652,199.4314,220.9348,UP,1
2022-05-19,142.64,138.6,146.218,198.8884,220.3269,UP,1
2022-05-20,148.74,151.78,144.708,198.0428,219.7425,UP,1
2022-05-23,149.27,147.76,145.284,197.2174,219.1852,DOWN,0
2022-05-24,139.87,146.69,143.804,196.3524,218.5667,UP,1
2022-05-25,146.64,138.825,145.432,195.5124,218.0366,UP,1
2022-05-26,155.84,145.7,148.072,194.836,217.6164,UP,1
2022-05-27,166.82,158.89,151.688,194.0898,217.2214,DOWN,0
2022-05-31,159.99,167.57,153.832,193.1284,216.8022,UP,1
2022-06-01,161.45,163.01,158.148,192.2748,216.4359,UP,1
2022-06-02,174.02,161.0,163.624,191.414,216.142,DOWN,0
2022-06-03,162.1,165.864,164.876,190.2664,215.7836,UP,1
2022-06-06,168.97,167.48,165.306,189.1778,215.4537,UP,1
2022-06-07,176.68,166.1,168.644,188.2724,215.1477,UP,1
2022-06-08,178.84,176.0,172.122,187.4068,214.8129,DOWN,0
2022-06-09,173.55,176.5,172.028,186.4176,214.3525,DOWN,0
2022-06-10,169.32,168.125,173.472,185.3048,213.8491,DOWN,0
2022-06-13,154.52,158.71,170.582,183.8536,213.2278,UP,1
2022-06-14,159.26,156.0,167.098,182.4818,212.6126,UP,1
2022-06-15,164.35,161.33,164.2,181.1882,212.0025,DOWN,0
2022-06-16,157.21,157.04,160.932,179.9332,211.3835,UP,1
2022-06-17,163.9,158.5,159.848,178.9868,210.8532,UP,1
2022-06-21,164.64,165.0,161.872,177.939,210.313,UP,1
2022-06-22,165.71,162.61,163.162,176.889,209.7504,UP,1
2022-06-23,174.9,168.59,165.272,176.055,209.2765,UP,1
2022-06-24,184.99,177.99,170.828,175.2846,208.8753,DOWN,0
2022-06-27,181.93,185.02,174.434,174.126,208.4592,DOWN,0
2022-06-28,174.19,181.44,176.344,172.9054,208.0201,UP,1
2022-06-29,175.94,174.375,178.39,171.9244,207.6297,DOWN,0
2022-06-30,168.56,173.62,177.122,170.7224,207.186,UP,1
2022-07-01,179.25,168.24,175.974,169.8576,206.7844,UP,1
2022-07-05,187.02,179.2,176.992,169.401,206.3958,DOWN,0
2022-07-06,185.92,188.29,179.338,169.007,206.0099,UP,1
2022-07-07,190.2,185.32,182.19,168.5194,205.6731,UP,1
2022-07-08,190.38,185.0,186.554,168.299,205.3545,DOWN,0
2022-07-11,185.37,188.0,187.778,167.9852,204.982,DOWN,0
2022-07-12,174.39,186.9,185.252,167.3318,204.5425,UP,1
2022-07-13,174.97,169.98,183.062,166.856,204.1086,DOWN,0
2022-07-14,172.75,172.34,179.572,166.238,203.7057,UP,1
2022-07-15,177.9,174.07,177.076,165.808,203.3859,DOWN,0
2022-07-18,177.25,183.52,175.452,165.3452,203.0743,UP,1
2022-07-19,180.55,180.35,176.684,165.3366,202.7481,UP,1
2022-07-20,184.3,182.98,178.55,165.7264,202.4233,UP,1
2022-07-21,189.0,183.55,181.8,166.6326,202.1739,DOWN,0
2022-07-22,183.53,190.0,182.926,167.2656,201.8669,DOWN,0
2022-07-25,182.62,182.8,184.0,168.17,201.539,DOWN,0
2022-07-26,169.17,182.17,181.724,168.7572,201.1355,UP,1
2022-07-27,176.96,175.3,180.256,169.1706,200.7953,UP,1
2022-07-28,182.09,176.78,178.874,169.8846,200.4839,UP,1
2022-07-29,183.6,182.91,178.888,170.6112,200.1382,DOWN,0
2022-08-01,183.3,180.78,179.024,171.5072,199.7025,UP,1
2022-08-02,188.14,180.52,182.818,172.4172,199.2632,UP,1
2022-08-03,195.32,191.07,186.49,173.3488,198.8742,DOWN,0
2022-08-04,189.24,191.31,187.92,174.1482,198.3937,UP,1
2022-08-05,191.17,186.0,189.434,175.1742,197.9378,DOWN,0
2022-08-08,189.52,193.69,190.678,176.0318,197.4687,DOWN,0
2022-08-09,186.78,188.16,190.406,176.6506,196.9821,UP,1
2022-08-10,200.8,193.34,191.502,177.3302,196.5692,DOWN,0
2022-08-11,198.06,204.0,193.266,178.0916,196.159,UP,1
2022-08-12,200.87,203.0,195.206,178.88,195.7279,UP,1
2022-08-15,201.82,199.26,197.666,179.436,195.342,DOWN,0
2022-08-16,200.41,200.0,200.392,180.2022,194.9382,DOWN,0
2022-08-17,196.89,196.4,199.61,180.7606,194.5137,DOWN,0
2022-08-18,195.76,195.33,199.15,181.1422,194.1466,DOWN,0
2022-08-19,190.52,192.74,197.08,181.3758,193.7586,DOWN,0
2022-08-22,185.88,186.36,193.892,181.6224,193.3348,UP,1
2022-08-23,192.36,191.46,192.282,182.0832,192.8985,UP,1
2022-08-24,194.62,196.2,191.828,182.8852,192.5044,UP,1
2022-08-25,202.94,199.295,193.264,183.7588,192.1045,DOWN,0
2022-08-26,194.56,202.64,194.072,184.363,191.6114,DOWN,0
2022-08-29,192.05,191.005,195.306,185.0598,191.1638,UP,1
2022-08-30,193.295,196.32,195.493,185.6477,190.7257,DOWN,0
2022-08-31,182.61,197.21,193.091,186.0071,190.2173,DOWN,0
2022-09-01,172.97,178.45,187.097,186.1523,189.8114,DOWN,0
2022-09-02,172.45,174.28,182.675,186.1033,189.3611,DOWN,0
2022-09-06,171.15,172.45,178.495,185.8265,188.8679,UP,1
2022-09-07,171.96,170.69,174.228,185.6271,188.4041,UP,1
2022-09-08,179.875,170.17,173.681,185.7408,188.0153,UP,1
2022-09-09,190.86,183.74,177.259,186.0392,187.7714,UP,1
2022-09-12,195.1,191.28,181.789,186.57,187.594,DOWN,0
2022-09-13,184.7,186.63,184.499,186.679,187.3637,DOWN,0
2022-09-14,184.11,184.7,186.929,186.6208,187.121,DOWN,0
2022-09-15,178.86,181.82,186.726,186.4796,186.8925,DOWN,0
2022-09-16,171.01,174.15,182.756,186.0958,186.6618,UP,1
2022-09-19,175.39,170.22,178.814,185.796,186.5313,DOWN,0
2022-09-20,173.87,173.8,176.648,185.566,186.3539,DOWN,0
2022-09-21,169.25,173.67,173.676,185.4632,186.2149,DOWN,0
2022-09-22,161.28,167.04,170.16,185.1894,186.0477,DOWN,0
2022-09-23,160.39,159.08,168.036,184.9422,185.8281,DOWN,0
2022-09-26,159.35,159.99,164.828,184.5712,185.5789,UP,1
2022-09-27,162.58,163.95,162.57,184.2778,185.3855,UP,1
2022-09-28,167.25,164.11,162.17,184.0118,185.2287,DOWN,0
2022-09-29,165.7,163.48,163.054,183.6398,185.0638,DOWN,0
2022-09-30,164.81,166.15,163.938,183.156,184.8943,UP,1
2022-10-03,169.31,166.63,165.93,182.8716,184.6873,UP,1
2022-10-04,175.07,174.58,168.428,182.7206,184.5613,UP,1
2022-10-05,176.7,171.01,170.318,182.8712,184.4193,UP,1
2022-10-06,178.39,178.42,172.856,182.8998,184.2798,DOWN,0
2022-10-07,171.88,174.44,174.27,182.6956,184.0876,DOWN,0
2022-10-10,161.08,171.74,172.624,182.2452,183.855,DOWN,0
2022-10-11,155.79,158.72,168.768,181.695,183.5764,DOWN,0
2022-10-12,152.99,154.32,164.026,180.992,183.2931,DOWN,0
2022-10-13,152.6,145.452,158.868,180.1376,183.02,DOWN,0
2022-10-14,145.98,155.75,153.688,179.2724,182.7155,UP,1
2022-10-17,151.61,149.35,151.794,178.4812,182.4288,UP,1
2022-10-18,156.88,157.26,152.012,177.8284,182.1895,DOWN,0
2022-10-19,152.54,155.41,151.922,177.1436,181.9605,UP,1
2022-10-20,153.88,152.1,152.178,176.2052,181.784,UP,1
2022-10-21,156.32,152.49,154.246,175.3704,181.6691,UP,1
2022-10-24,157.97,158.11,155.518,174.5124,181.5215,UP,1
2022-10-25,162.11,159.22,156.564,173.7182,181.3871,DOWN,0
2022-10-26,161.77,158.05,158.41,172.9454,181.2335,UP,1
2022-10-27,164.73,164.75,160.58,172.3022,181.0766,DOWN,0
2022-10-28,163.65,162.55,162.046,171.66,180.955,DOWN,0
2022-10-31,161.2,161.62,162.692,171.0736,180.8865,DOWN,0
2022-11-01,160.53,165.0,162.376,170.5666,180.8056,DOWN,0
2022-11-02,147.99,161.0,159.62,169.6792,180.6813,DOWN,0
2022-11-03,141.53,146.14,154.98,168.6174,180.5104,DOWN,0
2022-11-04,127.56,140.96,147.762,167.1098,180.2788,DOWN,0
2022-11-07,124.68,129.83,140.458,165.7122,180.0785,UP,1
2022-11-08,127.0,126.0,133.752,164.4112,179.8772,DOWN,0
2022-11-09,122.36,124.55,128.626,162.9925,179.696,UP,1
2022-11-10,135.76,132.49,127.472,162.0555,179.5701,UP,1
2022-11-11,143.12,136.75,130.584,161.4585,179.4867,DOWN,0
2022-11-14,142.01,141.55,134.05,160.8497,179.3522,UP,1
2022-11-15,148.3,148.99,138.31,160.3927,179.1905,DOWN,0
2022-11-16,143.65,146.705,142.568,159.8265,178.998,DOWN,0
2022-11-17,139.23,139.62,143.262,159.0136,178.809,DOWN,0
2022-11-18,138.99,146.505,142.436,157.9762,178.6508,DOWN,0
2022-11-21,135.56,137.11,141.146,156.7854,178.4425,UP,1
2022-11-22,135.8,135.82,138.646,155.8074,178.2273,UP,1
2022-11-23,140.89,135.58,138.094,154.943,178.0373,DOWN,0
2022-11-25,140.05,139.85,138.258,154.1668,177.803,DOWN,0
2022-11-28,139.45,139.68,138.35,153.5356,177.5609,DOWN,0
2022-11-29,138.0,140.0,138.838,152.7878,177.3416,DOWN,0
2022-11-30,117.65,112.29,135.208,151.6634,177.0269,X,X
