ticker,QRVO US Equity,QRVO US Equity,QRVO US Equity,QRVO US Equity,QRVO US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2016-09-07,55.93,54.96,56.946,57.1728,50.4702,DOWN,0
2016-09-08,55.43,55.71,56.546,57.2264,50.4735,DOWN,0
2016-09-09,52.48,55.0,55.492,57.183,50.4616,UP,1
2016-09-12,53.76,52.0,54.724,57.153,50.4517,UP,1
2016-09-13,53.92,54.01,54.304,57.1414,50.4346,UP,1
2016-09-14,55.11,53.86,54.14,57.2072,50.4226,UP,1
2016-09-15,56.53,55.37,54.36,57.2864,50.4149,DOWN,0
2016-09-16,55.76,56.67,55.016,57.3142,50.4035,UP,1
2016-09-19,56.33,55.75,55.53,57.3204,50.3927,DOWN,0
2016-09-20,54.75,56.47,55.696,57.2608,50.376,UP,1
2016-09-21,56.07,54.93,55.888,57.2222,50.3587,UP,1
2016-09-22,56.52,56.37,55.886,57.2192,50.3531,DOWN,0
2016-09-23,54.87,56.48,55.708,57.1304,50.3411,DOWN,0
2016-09-26,53.99,54.44,55.24,57.0218,50.3303,UP,1
2016-09-27,54.6,53.84,55.21,56.9006,50.3158,UP,1
2016-09-28,54.62,54.89,54.92,56.785,50.3079,DOWN,0
2016-09-29,53.68,54.3,54.352,56.6426,50.3139,UP,1
2016-09-30,55.74,54.11,54.526,56.5554,50.3342,DOWN,0
2016-10-03,54.15,55.4,54.558,56.4272,50.3388,UP,1
2016-10-04,54.25,54.32,54.488,56.2998,50.3463,UP,1
2016-10-05,54.5,54.56,54.464,56.1822,50.3606,UP,1
2016-10-06,55.34,54.72,54.796,56.0288,50.3706,UP,1
2016-10-07,56.64,55.57,54.976,55.8996,50.3917,DOWN,0
2016-10-10,56.02,56.69,55.35,55.7554,50.3998,DOWN,0
2016-10-11,55.52,55.92,55.604,55.5964,50.4063,DOWN,0
2016-10-12,55.21,55.48,55.746,55.4716,50.4179,DOWN,0
2016-10-13,52.91,54.79,55.26,55.4274,50.4175,UP,1
2016-10-14,53.0,53.03,54.532,55.4192,50.4242,DOWN,0
2016-10-17,52.65,52.93,53.858,55.3712,50.433,UP,1
2016-10-18,53.59,53.18,53.472,55.357,50.4473,UP,1
2016-10-19,54.35,53.32,53.3,55.3542,50.4814,UP,1
2016-10-20,54.88,54.37,53.694,55.369,50.5327,DOWN,0
2016-10-21,54.7,54.54,54.034,55.3734,50.578,UP,1
2016-10-24,57.29,55.3,54.962,55.4274,50.642,DOWN,0
2016-10-25,56.33,57.18,55.51,55.4386,50.7026,UP,1
2016-10-26,56.65,55.82,55.97,55.466,50.7619,DOWN,0
2016-10-27,55.59,57.08,56.112,55.4866,50.8379,DOWN,0
2016-10-28,54.18,55.8,56.008,55.4662,50.9117,UP,1
2016-10-31,55.65,54.55,55.68,55.4546,51.007,UP,1
2016-11-01,56.01,55.66,55.616,55.4552,51.1056,UP,1
2016-11-02,56.06,55.73,55.498,55.4558,51.2006,UP,1
2016-11-03,56.74,56.03,55.728,55.4444,51.2951,DOWN,0
2016-11-04,51.08,48.36,55.108,55.3072,51.3452,DOWN,0
2016-11-07,50.47,51.48,54.072,55.1642,51.3988,UP,1
2016-11-08,50.96,50.21,53.062,55.026,51.4548,UP,1
2016-11-09,51.78,50.06,52.206,54.9078,51.5286,DOWN,0
2016-11-10,51.56,51.79,51.17,54.7904,51.603,UP,1
2016-11-11,53.52,52.93,51.658,54.7058,51.6726,DOWN,0
2016-11-14,52.74,53.33,52.112,54.6086,51.7365,UP,1
2016-11-15,54.3,53.05,52.78,54.5742,51.8222,UP,1
2016-11-16,54.4,54.44,53.304,54.5436,51.9089,UP,1
2016-11-17,55.55,54.57,54.102,54.546,51.9928,DOWN,0
2016-11-18,55.28,55.41,54.454,54.602,52.0829,DOWN,0
2016-11-21,54.95,55.37,54.896,54.6258,52.1756,UP,1
2016-11-22,55.3,55.26,55.096,54.6534,52.2764,DOWN,0
2016-11-23,54.61,55.21,55.138,54.6434,52.3726,UP,1
2016-11-25,54.9,54.58,55.008,54.6108,52.4745,DOWN,0
2016-11-28,54.86,54.82,54.924,54.5928,52.561,DOWN,0
2016-11-29,54.28,54.55,54.79,54.5518,52.6285,DOWN,0
2016-11-30,53.41,54.48,54.412,54.525,52.6876,DOWN,0
2016-12-01,50.03,53.41,53.496,54.4042,52.7357,UP,1
2016-12-02,50.54,49.94,52.624,54.2846,52.7792,UP,1
2016-12-05,52.48,50.96,52.148,54.2368,52.8318,UP,1
2016-12-06,54.06,52.77,52.104,54.2382,52.8946,UP,1
2016-12-07,55.14,54.0,52.45,54.249,52.9595,UP,1
2016-12-08,57.81,55.0,54.006,54.3128,53.0352,DOWN,0
2016-12-09,56.48,58.4,55.194,54.3688,53.1003,DOWN,0
2016-12-12,54.79,56.48,55.656,54.3498,53.1488,DOWN,0
2016-12-13,54.78,54.92,55.8,54.3624,53.1859,DOWN,0
2016-12-14,53.59,54.76,55.49,54.3492,53.2156,UP,1
2016-12-15,55.69,54.0,55.066,54.373,53.2485,DOWN,0
2016-12-16,54.69,56.04,54.708,54.36,53.2725,UP,1
2016-12-19,55.45,54.93,54.84,54.3362,53.3044,DOWN,0
2016-12-20,54.74,55.7,54.832,54.3106,53.3427,UP,1
2016-12-21,54.99,54.85,55.112,54.3,53.3767,UP,1
2016-12-22,55.1,55.46,54.994,54.2978,53.4152,UP,1
2016-12-23,55.53,55.1,55.162,54.3502,53.4497,UP,1
2016-12-27,55.54,55.38,55.18,54.401,53.4837,DOWN,0
2016-12-28,54.7,55.55,55.172,54.442,53.5109,DOWN,0
2016-12-29,53.61,54.47,54.896,54.4424,53.534,DOWN,0
2016-12-30,52.73,53.75,54.422,54.41,53.5516,UP,1
2017-01-03,52.9,53.18,53.896,54.3704,53.5627,UP,1
2017-01-04,54.51,52.99,53.69,54.3666,53.582,DOWN,0
2017-01-05,53.36,54.04,53.422,54.288,53.5901,UP,1
2017-01-06,53.86,53.6,53.472,54.2386,53.6118,UP,1
2017-01-09,54.37,53.91,53.8,54.193,53.6374,UP,1
2017-01-10,56.4,54.43,54.5,54.2092,53.6739,UP,1
2017-01-11,56.8,56.35,54.958,54.2616,53.705,UP,1
2017-01-12,56.84,56.06,55.654,54.2854,53.7331,UP,1
2017-01-13,58.57,56.78,56.596,54.3366,53.7739,DOWN,0
2017-01-17,57.26,58.03,57.174,54.3606,53.8061,UP,1
2017-01-18,59.17,57.7,57.728,54.4092,53.8488,DOWN,0
2017-01-19,58.31,59.19,58.03,54.5538,53.8911,UP,1
2017-01-20,61.02,60.04,58.866,54.7648,53.9437,UP,1
2017-01-23,61.85,60.92,59.522,54.9826,54.0093,UP,1
2017-01-24,62.5,62.15,60.57,55.197,54.0756,UP,1
2017-01-25,64.04,63.13,61.544,55.4466,54.1558,DOWN,0
2017-01-26,63.34,63.7,62.55,55.643,54.2341,UP,1
2017-01-27,63.65,63.57,63.076,55.8612,54.3022,UP,1
2017-01-30,64.29,63.52,63.564,56.061,54.3755,DOWN,0
2017-01-31,64.21,63.84,63.906,56.2572,54.4578,UP,1
2017-02-01,64.55,65.15,64.008,56.4372,54.5448,DOWN,0
2017-02-02,63.35,61.34,64.01,56.5986,54.6353,UP,1
2017-02-03,63.96,63.46,64.072,56.7788,54.7254,UP,1
2017-02-06,64.36,63.49,64.086,56.96,54.8205,UP,1
2017-02-07,64.75,64.36,64.194,57.1628,54.9157,UP,1
2017-02-08,66.2,64.93,64.524,57.3888,55.0215,UP,1
2017-02-09,66.28,66.13,65.11,57.6172,55.1214,DOWN,0
2017-02-10,66.27,66.32,65.572,57.857,55.2196,UP,1
2017-02-13,66.53,66.47,66.006,58.1194,55.3231,DOWN,0
2017-02-14,66.44,66.49,66.344,58.4476,55.4302,UP,1
2017-02-15,67.17,66.42,66.538,58.7802,55.5425,DOWN,0
2017-02-16,67.15,67.26,66.712,59.0736,55.653,DOWN,0
2017-02-17,67.12,66.9,66.882,59.3348,55.7661,UP,1
2017-02-21,67.57,67.03,67.09,59.5834,55.8706,DOWN,0
2017-02-22,67.55,67.56,67.312,59.7782,55.9778,DOWN,0
2017-02-23,67.2,68.02,67.318,59.9926,56.0857,DOWN,0
2017-02-24,66.19,66.37,67.126,60.2206,56.1835,UP,1
2017-02-27,67.62,66.28,67.226,60.4774,56.2916,DOWN,0
2017-02-28,66.1,67.61,66.932,60.7276,56.3962,UP,1
2017-03-01,67.85,66.5,66.992,60.9708,56.5105,DOWN,0
2017-03-02,66.11,68.01,66.774,61.1992,56.6133,UP,1
2017-03-03,66.21,66.19,66.778,61.4144,56.7152,UP,1
2017-03-06,66.42,65.88,66.538,61.648,56.8112,UP,1
2017-03-07,66.89,66.23,66.696,61.886,56.9098,DOWN,0
2017-03-08,66.4,66.6,66.406,62.112,56.9948,UP,1
2017-03-09,66.65,66.29,66.514,62.3344,57.076,UP,1
2017-03-10,67.11,66.85,66.694,62.5658,57.1567,UP,1
2017-03-13,67.68,67.13,66.946,62.8254,57.2418,UP,1
2017-03-14,67.85,67.45,67.138,63.1102,57.3284,UP,1
2017-03-15,68.95,68.34,67.648,63.4346,57.4205,DOWN,0
2017-03-16,68.22,68.71,67.962,63.741,57.5068,DOWN,0
2017-03-17,67.42,68.34,68.024,63.9992,57.5832,UP,1
2017-03-20,67.58,67.2,68.004,64.2836,57.6536,DOWN,0
2017-03-21,65.53,67.8,67.54,64.517,57.7129,UP,1
2017-03-22,66.53,65.45,67.056,64.7602,57.7715,UP,1
2017-03-23,66.83,66.45,66.778,64.9688,57.8282,UP,1
2017-03-24,67.64,67.33,66.822,65.1856,57.8862,UP,1
2017-03-27,68.37,66.96,66.98,65.4162,57.9477,DOWN,0
2017-03-28,68.25,68.11,67.524,65.6098,58.0188,DOWN,0
2017-03-29,67.85,68.12,67.788,65.8216,58.0896,UP,1
2017-03-30,69.08,68.01,68.238,66.0198,58.1629,DOWN,0
2017-03-31,68.56,69.16,68.422,66.2248,58.231,DOWN,0
2017-04-03,68.05,68.56,68.358,66.3654,58.2972,UP,1
2017-04-04,68.32,67.58,68.372,66.4948,58.3663,UP,1
2017-04-05,68.6,68.42,68.522,66.6168,58.4294,UP,1
2017-04-06,69.29,68.53,68.564,66.7218,58.4942,UP,1
2017-04-07,71.33,69.36,69.118,66.8816,58.5726,DOWN,0
2017-04-10,70.64,71.22,69.636,67.0214,58.6344,DOWN,0
2017-04-11,70.2,69.76,70.012,67.1396,58.7107,DOWN,0
2017-04-12,68.76,70.23,70.044,67.2306,58.8011,DOWN,0
2017-04-13,68.48,68.38,69.882,67.3092,58.8797,UP,1
2017-04-17,69.07,68.52,69.43,67.4236,58.9518,UP,1
2017-04-18,69.54,68.83,69.21,67.5352,59.0232,UP,1
2017-04-19,69.99,70.1,69.168,67.6478,59.1007,UP,1
2017-04-20,71.03,70.61,69.622,67.7734,59.1967,DOWN,0
2017-04-21,70.16,70.89,69.958,67.8526,59.2847,UP,1
2017-04-24,70.94,71.32,70.332,67.9458,59.3675,UP,1
2017-04-25,71.31,71.46,70.686,68.0466,59.444,DOWN,0
2017-04-26,70.97,71.3,70.882,68.1354,59.5102,UP,1
2017-04-27,71.12,71.3,70.9,68.229,59.5758,DOWN,0
2017-04-28,68.03,70.34,70.474,68.2462,59.6326,UP,1
2017-05-01,68.61,68.26,70.008,68.2754,59.6791,DOWN,0
2017-05-02,68.34,68.53,69.414,68.2998,59.7237,DOWN,0
2017-05-03,68.05,67.9,68.83,68.3094,59.7606,DOWN,0
2017-05-04,67.02,66.87,68.01,68.2988,59.7937,DOWN,0
2017-05-05,66.9,67.27,67.784,68.2928,59.8242,DOWN,0
2017-05-08,65.65,66.83,67.192,68.282,59.852,UP,1
2017-05-09,66.16,65.81,66.756,68.2528,59.88,UP,1
2017-05-10,66.79,66.36,66.504,68.2666,59.9108,UP,1
2017-05-11,67.02,66.51,66.504,68.25,59.944,UP,1
2017-05-12,67.8,66.87,66.684,68.2838,59.968,UP,1
2017-05-15,71.54,67.26,67.862,68.3904,60.0102,UP,1
2017-05-16,74.84,71.73,69.598,68.5588,60.0682,DOWN,0
2017-05-17,72.54,73.78,70.748,68.6718,60.1136,UP,1
2017-05-18,75.55,72.16,72.454,68.8548,60.1841,DOWN,0
2017-05-19,75.51,76.09,73.996,69.032,60.286,UP,1
2017-05-22,78.07,75.78,75.302,69.2512,60.4093,UP,1
2017-05-23,78.55,78.26,76.044,69.4686,60.5268,DOWN,0
2017-05-24,78.39,78.81,77.214,69.6794,60.6473,UP,1
2017-05-25,78.83,78.65,77.87,69.877,60.769,DOWN,0
2017-05-26,77.84,78.86,78.336,70.0694,60.8875,UP,1
2017-05-30,78.65,77.71,78.452,70.294,61.0083,DOWN,0
2017-05-31,77.95,78.93,78.332,70.5014,61.1251,UP,1
2017-06-01,79.06,78.07,78.466,70.772,61.2416,DOWN,0
2017-06-02,78.95,78.95,78.49,71.0204,61.3599,DOWN,0
2017-06-05,77.3,78.69,78.382,71.2298,61.4736,UP,1
2017-06-06,77.5,77.09,78.152,71.427,61.5851,UP,1
2017-06-07,77.67,77.45,78.096,71.613,61.6923,UP,1
2017-06-08,78.08,78.02,77.9,71.8096,61.8028,DOWN,0
2017-06-09,75.27,77.78,77.164,71.958,61.899,DOWN,0
2017-06-12,74.63,74.2,76.63,72.069,61.9856,UP,1
2017-06-13,74.65,75.04,76.06,72.1908,62.0692,DOWN,0
2017-06-14,72.13,74.92,74.952,72.2724,62.1417,DOWN,0
2017-06-15,71.68,70.75,73.672,72.3396,62.2108,UP,1
2017-06-16,71.72,72.05,72.962,72.402,62.2809,UP,1
2017-06-19,72.46,72.29,72.528,72.4654,62.3561,DOWN,0
2017-06-20,70.86,72.25,71.77,72.456,62.4216,UP,1
2017-06-21,71.18,71.3,71.58,72.4668,62.4895,DOWN,0
2017-06-22,70.49,71.1,71.342,72.4726,62.5619,DOWN,0
2017-06-23,69.94,70.71,70.986,72.4962,62.6319,DOWN,0
2017-06-26,66.41,69.95,69.776,72.4548,62.6868,DOWN,0
2017-06-27,64.49,66.08,68.502,72.3632,62.7469,UP,1
2017-06-28,65.95,65.07,67.456,72.2914,62.8078,DOWN,0
2017-06-29,64.29,65.57,66.216,72.1774,62.8597,DOWN,0
2017-06-30,63.32,64.45,64.892,72.0232,62.9007,DOWN,0
2017-07-03,63.0,63.49,64.21,71.88,62.9331,UP,1
2017-07-05,65.02,63.43,64.316,71.7616,62.9794,DOWN,0
2017-07-06,64.01,64.08,63.928,71.6156,63.0178,UP,1
2017-07-07,65.86,64.42,64.242,71.5134,63.0733,DOWN,0
2017-07-10,65.0,65.62,64.578,71.391,63.118,UP,1
2017-07-11,65.93,64.99,65.164,71.349,63.165,UP,1
2017-07-12,67.47,66.29,65.654,71.3262,63.228,DOWN,0
2017-07-13,67.37,67.3,66.326,71.3068,63.2949,DOWN,0
2017-07-14,67.32,67.71,66.618,71.2922,63.3585,DOWN,0
2017-07-17,67.0,67.3,67.018,71.2918,63.4204,DOWN,0
2017-07-18,66.98,66.89,67.228,71.2934,63.4869,UP,1
2017-07-19,67.64,67.25,67.262,71.3332,63.5464,UP,1
2017-07-20,68.72,67.72,67.532,71.3844,63.6193,UP,1
2017-07-21,69.29,68.72,67.926,71.4344,63.6945,DOWN,0
2017-07-24,69.17,69.28,68.36,71.4774,63.7678,UP,1
2017-07-25,69.295,69.2,68.823,71.5073,63.8376,UP,1
2017-07-26,69.54,69.53,69.203,71.4673,63.9021,DOWN,0
2017-07-27,69.1,69.62,69.279,71.3525,63.9675,DOWN,0
2017-07-28,69.0,68.87,69.221,71.2817,64.0349,DOWN,0
2017-07-31,68.56,69.19,69.099,71.1419,64.1016,DOWN,0
2017-08-01,68.07,68.67,68.854,70.9931,64.1774,DOWN,0
2017-08-02,66.86,69.37,68.318,70.7689,64.2467,UP,1
2017-08-03,66.89,66.3,67.876,70.5357,64.3179,DOWN,0
2017-08-04,66.62,66.7,67.4,70.3003,64.3831,UP,1
2017-08-07,68.8,66.82,67.448,70.0997,64.4553,UP,1
2017-08-08,69.16,68.41,67.666,69.9261,64.5267,DOWN,0
2017-08-09,69.06,68.81,68.106,69.7343,64.5985,DOWN,0
2017-08-10,67.77,68.64,68.282,69.5307,64.6509,UP,1
2017-08-11,68.9,67.67,68.738,69.3275,64.7138,UP,1
2017-08-14,71.42,69.54,69.262,69.1769,64.7876,UP,1
2017-08-15,71.76,71.34,69.782,69.0661,64.8685,UP,1
2017-08-16,72.42,71.9,70.454,68.9645,64.9597,DOWN,0
2017-08-17,71.19,72.11,71.138,68.8349,65.0374,DOWN,0
2017-08-18,69.67,71.71,71.292,68.6667,65.1057,DOWN,0
2017-08-21,69.33,69.62,70.874,68.5479,65.172,UP,1
2017-08-22,71.01,69.74,70.724,68.4755,65.2434,DOWN,0
2017-08-23,70.67,70.53,70.374,68.3959,65.3413,DOWN,0
2017-08-24,70.25,70.99,70.186,68.3583,65.4402,UP,1
2017-08-25,70.93,70.52,70.438,68.3433,65.5401,DOWN,0
2017-08-28,70.6,71.15,70.692,68.3209,65.6342,DOWN,0
2017-08-29,70.46,69.91,70.582,68.2809,65.7287,UP,1
2017-08-30,73.12,70.76,71.072,68.3261,65.8267,UP,1
2017-08-31,73.22,73.19,71.666,68.3669,65.9291,UP,1
2017-09-01,73.26,73.39,72.132,68.4223,66.0239,UP,1
2017-09-05,73.38,72.93,72.688,68.4911,66.1188,DOWN,0
2017-09-06,73.32,73.27,73.26,68.6293,66.2076,DOWN,0
2017-09-07,73.22,73.41,73.28,68.8039,66.2973,DOWN,0
2017-09-08,71.61,73.29,72.958,68.9171,66.3806,UP,1
2017-09-11,72.63,72.34,72.832,69.0839,66.4673,UP,1
2017-09-12,72.95,72.9,72.746,69.2765,66.559,UP,1
2017-09-13,73.01,72.9,72.684,69.4767,66.6495,UP,1
2017-09-14,73.48,72.56,72.736,69.6459,66.7426,UP,1
2017-09-15,75.49,73.37,73.512,69.8755,66.8487,DOWN,0
2017-09-18,74.35,75.5,73.856,70.0453,66.9534,DOWN,0
2017-09-19,74.32,74.44,74.13,70.2317,67.0748,DOWN,0
2017-09-20,70.32,74.3,73.592,70.3195,67.1737,UP,1
2017-09-21,70.61,70.21,73.018,70.3823,67.2644,UP,1
2017-09-22,71.2,70.38,72.16,70.4589,67.3501,DOWN,0
2017-09-25,68.66,70.64,71.022,70.4857,67.4177,DOWN,0
2017-09-26,68.24,69.0,69.806,70.5105,67.4698,UP,1
2017-09-27,70.25,69.23,69.792,70.5759,67.5387,DOWN,0
2017-09-28,70.2,70.25,69.71,70.6271,67.6157,UP,1
2017-09-29,70.68,70.2,69.606,70.6663,67.6952,UP,1
2017-10-02,71.29,70.84,70.132,70.7063,67.7837,UP,1
2017-10-03,71.39,71.52,70.762,70.7507,67.8622,UP,1
2017-10-04,72.16,71.02,71.144,70.808,67.9496,DOWN,0
2017-10-05,71.7,72.24,71.444,70.8512,68.0308,UP,1
2017-10-06,72.69,71.64,71.846,70.923,68.1206,DOWN,0
2017-10-09,72.66,72.65,72.12,70.9962,68.2089,DOWN,0
2017-10-10,71.84,72.75,72.21,71.0618,68.2926,UP,1
2017-10-11,72.94,71.9,72.366,71.1592,68.3797,DOWN,0
2017-10-12,72.36,72.72,72.498,71.2692,68.4638,UP,1
2017-10-13,72.39,72.58,72.438,71.3792,68.5522,UP,1
2017-10-16,72.53,72.27,72.412,71.4974,68.6468,DOWN,0
2017-10-17,72.27,72.52,72.498,71.5668,68.7445,DOWN,0
2017-10-18,72.02,72.27,72.314,71.624,68.8401,DOWN,0
2017-10-19,69.68,71.5,71.778,71.6364,68.916,UP,1
2017-10-20,69.92,70.13,71.284,71.6794,68.9988,DOWN,0
2017-10-23,69.8,70.08,70.738,71.6974,69.0785,UP,1
2017-10-24,71.44,70.11,70.572,71.6978,69.1638,UP,1
2017-10-25,71.78,71.8,70.524,71.6982,69.2407,DOWN,0
2017-10-26,71.56,72.13,70.9,71.681,69.3145,UP,1
2017-10-27,73.72,72.74,71.66,71.7316,69.3989,UP,1
2017-10-30,76.25,74.02,72.95,71.8632,69.4873,DOWN,0
2017-10-31,75.81,76.45,73.824,71.9928,69.5801,DOWN,0
2017-11-01,74.46,76.16,74.36,72.0618,69.6565,DOWN,0
2017-11-02,74.3,71.73,74.908,72.1344,69.7365,DOWN,0
2017-11-03,73.84,74.35,74.932,72.2062,69.8006,UP,1
2017-11-06,78.49,73.78,75.38,72.3574,69.8838,DOWN,0
2017-11-07,78.46,77.58,75.91,72.5146,69.9636,UP,1
2017-11-08,80.82,78.48,77.182,72.7218,70.0475,DOWN,0
2017-11-09,79.47,80.48,78.216,72.8488,70.1281,UP,1
2017-11-10,79.57,81.2,79.362,72.9758,70.2077,DOWN,0
2017-11-13,79.08,79.16,79.48,73.0922,70.2817,DOWN,0
2017-11-14,78.41,79.0,79.47,73.1928,70.3527,DOWN,0
2017-11-15,76.68,78.26,78.642,73.26,70.4133,UP,1
2017-11-16,77.91,77.05,78.33,73.3538,70.4861,DOWN,0
2017-11-17,77.33,78.04,77.882,73.4682,70.553,UP,1
2017-11-20,79.14,77.6,77.894,73.5984,70.6269,UP,1
2017-11-21,80.59,79.47,78.33,73.7512,70.7061,DOWN,0
2017-11-22,79.61,80.54,78.916,73.8832,70.7731,UP,1
2017-11-24,80.62,79.75,79.458,74.026,70.8448,DOWN,0
2017-11-27,79.74,80.0,79.94,74.111,70.9122,DOWN,0
2017-11-28,79.03,79.99,79.918,74.2046,70.9747,DOWN,0
2017-11-29,76.69,78.97,79.138,74.252,71.0259,DOWN,0
2017-11-30,76.58,76.89,78.532,74.3772,71.073,DOWN,0
2017-12-01,74.21,76.09,77.25,74.4492,71.1083,DOWN,0
2017-12-04,72.4,74.76,75.782,74.4732,71.1347,DOWN,0
2017-12-05,71.78,72.04,74.332,74.5356,71.1557,DOWN,0
2017-12-06,70.1,70.0,73.014,74.5728,71.1685,DOWN,0
2017-12-07,68.72,71.53,71.442,74.5422,71.1761,DOWN,0
2017-12-08,67.88,69.28,70.176,74.4958,71.1845,UP,1
2017-12-11,68.62,67.64,69.42,74.4546,71.1895,DOWN,0
2017-12-12,67.69,68.11,68.602,74.3826,71.1975,DOWN,0
2017-12-13,67.29,68.14,68.04,74.3006,71.1947,DOWN,0
2017-12-14,65.23,67.2,67.342,74.162,71.1903,UP,1
2017-12-15,65.53,65.57,66.872,74.0386,71.1869,UP,1
2017-12-18,67.05,66.0,66.558,73.9258,71.19,DOWN,0
2017-12-19,66.79,66.75,66.378,73.8084,71.1895,UP,1
2017-12-20,67.07,67.22,66.334,73.713,71.1929,UP,1
2017-12-21,67.48,67.25,66.784,73.6038,71.197,UP,1
2017-12-22,67.69,67.49,67.216,73.5104,71.1999,DOWN,0
2017-12-26,65.9,65.84,66.986,73.3806,71.191,UP,1
2017-12-27,67.26,66.25,67.08,73.2752,71.1881,UP,1
2017-12-28,67.36,67.51,67.138,73.177,71.1801,DOWN,0
2017-12-29,66.6,67.36,66.962,73.0686,71.172,UP,1
2018-01-02,68.88,67.06,67.2,73.0526,71.1793,DOWN,0
2018-01-03,68.39,69.08,67.698,73.022,71.1834,UP,1
2018-01-04,68.72,68.69,67.99,73.0004,71.1993,DOWN,0
2018-01-05,68.03,69.06,68.124,72.9322,71.2068,UP,1
2018-01-08,68.84,67.89,68.572,72.8734,71.2169,UP,1
2018-01-09,69.0,69.14,68.596,72.8222,71.2237,DOWN,0
2018-01-10,67.74,68.7,68.466,72.7026,71.2205,UP,1
2018-01-11,68.88,68.0,68.498,72.5552,71.2237,UP,1
2018-01-12,71.04,69.12,69.1,72.4598,71.2396,DOWN,0
2018-01-16,69.3,71.37,69.192,72.3566,71.2407,UP,1
2018-01-17,70.85,69.47,69.562,72.2876,71.2522,DOWN,0
2018-01-18,70.7,70.84,70.154,72.2248,71.2654,DOWN,0
2018-01-19,68.4,70.5,70.058,72.023,71.2658,DOWN,0
2018-01-22,66.34,68.12,69.118,71.7806,71.2545,UP,1
2018-01-23,67.32,66.44,68.722,71.5106,71.2447,DOWN,0
2018-01-24,66.9,66.76,67.932,71.2592,71.2225,DOWN,0
2018-01-25,66.06,67.46,67.004,70.989,71.1996,UP,1
2018-01-26,67.94,66.42,66.912,70.7662,71.1883,UP,1
2018-01-29,68.19,67.32,67.282,70.5618,71.1855,UP,1
2018-01-30,70.67,67.48,67.952,70.4416,71.1964,UP,1
2018-01-31,71.77,71.5,68.926,70.3188,71.2099,UP,1
2018-02-01,83.34,79.32,72.382,70.439,71.2789,DOWN,0
2018-02-02,80.77,82.41,74.948,70.4716,71.3328,DOWN,0
2018-02-05,75.58,80.2,76.426,70.3714,71.3556,UP,1
2018-02-06,79.07,74.99,78.106,70.3606,71.4001,DOWN,0
2018-02-07,78.09,78.75,79.37,70.31,71.4359,DOWN,0
2018-02-08,76.85,78.09,78.072,70.2522,71.4636,UP,1
2018-02-09,77.85,77.76,77.488,70.2286,71.498,UP,1
2018-02-12,79.17,78.34,78.206,70.2782,71.5382,UP,1
2018-02-13,79.35,78.8,78.262,70.3336,71.5948,DOWN,0
2018-02-14,78.82,78.81,78.408,70.4258,71.6459,DOWN,0
2018-02-15,78.56,78.97,78.75,70.549,71.697,DOWN,0
2018-02-16,77.31,78.37,78.642,70.6596,71.7433,UP,1
2018-02-20,80.17,77.37,78.842,70.861,71.809,DOWN,0
2018-02-21,79.95,80.38,78.962,71.0856,71.8743,DOWN,0
2018-02-22,78.5,80.17,78.898,71.298,71.9385,UP,1
2018-02-23,80.13,78.98,79.212,71.5282,72.0084,UP,1
2018-02-26,81.48,80.13,80.046,71.804,72.0818,DOWN,0
2018-02-27,81.21,81.58,80.254,72.0824,72.1528,DOWN,0
2018-02-28,80.71,81.25,80.406,72.392,72.2173,DOWN,0
2018-03-01,78.61,80.83,80.428,72.6536,72.2527,UP,1
2018-03-02,81.13,77.87,80.628,72.9352,72.2841,UP,1
2018-03-05,83.19,80.65,80.97,73.2632,72.3374,UP,1
2018-03-06,83.68,83.46,81.464,73.5954,72.378,DOWN,0
2018-03-07,83.32,82.83,81.986,73.9122,72.4171,UP,1
2018-03-08,84.23,83.5,83.11,74.243,72.4479,UP,1
2018-03-09,85.51,84.45,83.986,74.6352,72.4827,UP,1
2018-03-12,86.39,86.0,84.626,75.0178,72.5227,DOWN,0
2018-03-13,83.42,86.56,84.574,75.339,72.5456,DOWN,0
2018-03-14,82.22,83.46,84.354,75.6514,72.5675,DOWN,0
2018-03-15,79.0,79.48,83.308,75.8538,72.5693,UP,1
2018-03-16,80.75,79.29,82.356,76.101,72.5833,DOWN,0
2018-03-19,78.42,79.8,80.762,76.295,72.5801,DOWN,0
2018-03-20,75.07,75.05,79.092,76.4358,72.5607,DOWN,0
2018-03-21,74.18,75.07,77.484,76.5426,72.5451,DOWN,0
2018-03-22,72.65,73.43,76.214,76.6156,72.5208,DOWN,0
2018-03-23,71.55,72.76,74.374,76.6918,72.4902,UP,1
2018-03-26,73.34,72.55,73.358,76.781,72.4665,DOWN,0
2018-03-27,70.23,73.49,72.39,76.7648,72.4413,DOWN,0
2018-03-28,68.54,69.93,71.262,76.7496,72.4109,UP,1
2018-03-29,70.45,69.12,70.822,76.7416,72.3899,DOWN,0
2018-04-02,68.53,70.07,70.218,76.6982,72.3719,UP,1
2018-04-03,69.71,69.01,69.492,76.7244,72.362,UP,1
2018-04-04,71.51,68.22,69.748,76.8278,72.361,DOWN,0
2018-04-05,71.41,71.66,70.322,76.9096,72.3557,DOWN,0
2018-04-06,69.72,70.7,70.176,76.966,72.35,DOWN,0
2018-04-09,69.59,70.1,70.388,77.0366,72.3421,UP,1
2018-04-10,71.24,70.8,70.694,77.1026,72.3458,UP,1
