ticker,PANW US Equity,PANW US Equity,PANW US Equity,PANW US Equity,PANW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2014-07-24,28.043,27.203,27.1073,25.2801,21.1968,DOWN,0
2014-07-25,27.68,27.997,27.3627,25.4329,21.258,DOWN,0
2014-07-28,27.37,27.72,27.5013,25.5829,21.3188,DOWN,0
2014-07-29,27.367,27.56,27.5247,25.7214,21.3801,UP,1
2014-07-30,28.07,27.56,27.706,25.8649,21.4445,DOWN,0
2014-07-31,26.953,27.71,27.488,25.9839,21.5034,DOWN,0
2014-08-01,26.223,26.79,27.1967,26.0849,21.5613,UP,1
2014-08-04,26.747,26.417,27.072,26.1755,21.6231,DOWN,0
2014-08-05,26.587,26.587,26.916,26.2607,21.6839,DOWN,0
2014-08-06,26.443,26.26,26.5907,26.3255,21.744,UP,1
2014-08-07,26.653,26.68,26.5307,26.3951,21.8041,UP,1
2014-08-08,26.73,26.65,26.632,26.4419,21.8654,UP,1
2014-08-11,27.307,27.063,26.744,26.4887,21.9288,DOWN,0
2014-08-12,27.087,27.273,26.844,26.5391,21.9897,UP,1
2014-08-13,28.263,27.55,27.208,26.6093,22.0579,UP,1
2014-08-14,28.497,28.787,27.5767,26.677,22.1292,DOWN,0
2014-08-15,28.21,29.073,27.8727,26.7279,22.1978,UP,1
2014-08-18,28.527,28.497,28.1167,26.7785,22.2686,DOWN,0
2014-08-19,28.463,29.227,28.392,26.8318,22.3407,DOWN,0
2014-08-20,28.323,28.24,28.404,26.8773,22.4124,DOWN,0
2014-08-21,28.313,28.303,28.3673,26.9223,22.4833,UP,1
2014-08-22,28.337,28.233,28.3927,26.9656,22.5557,DOWN,0
2014-08-25,28.19,28.593,28.3253,27.0041,22.627,UP,1
2014-08-26,28.53,28.327,28.3387,27.0371,22.7008,DOWN,0
2014-08-27,27.47,28.51,28.168,27.0488,22.7699,DOWN,0
2014-08-28,27.42,27.333,27.9893,27.0605,22.8372,UP,1
2014-08-29,28.33,27.697,27.988,27.0925,22.91,UP,1
2014-09-02,29.913,28.467,28.3327,27.1558,22.9905,DOWN,0
2014-09-03,29.79,30.637,28.5847,27.2171,23.0691,DOWN,0
2014-09-04,29.087,29.923,28.908,27.2737,23.1384,UP,1
2014-09-05,29.68,29.077,29.36,27.3357,23.2127,UP,1
2014-09-08,29.993,29.993,29.6927,27.3963,23.2895,DOWN,0
2014-09-09,29.76,30.167,29.662,27.4501,23.365,UP,1
2014-09-10,32.917,31.083,30.2873,27.5495,23.4547,UP,1
2014-09-11,33.497,32.74,31.1693,27.671,23.5467,DOWN,0
2014-09-12,33.327,33.617,31.8987,27.7917,23.6365,DOWN,0
2014-09-15,32.49,33.243,32.398,27.8934,23.7164,UP,1
2014-09-16,32.777,32.333,33.0013,28.0185,23.7972,UP,1
2014-09-17,32.87,32.733,32.992,28.1735,23.8783,UP,1
2014-09-18,32.983,33.153,32.8893,28.3254,23.9608,UP,1
2014-09-19,33.093,33.143,32.8427,28.4759,24.0448,DOWN,0
2014-09-22,32.643,33.17,32.8733,28.6159,24.1247,DOWN,0
2014-09-23,32.477,32.35,32.8133,28.7573,24.204,UP,1
2014-09-24,33.047,32.86,32.8487,28.9117,24.283,DOWN,0
2014-09-25,32.1,32.887,32.672,29.0365,24.3565,UP,1
2014-09-26,32.65,32.22,32.5833,29.1744,24.4331,UP,1
2014-09-29,33.093,32.2,32.6733,29.3082,24.5125,DOWN,0
2014-09-30,32.7,33.083,32.718,29.4287,24.5892,DOWN,0
2014-10-01,31.797,32.597,32.468,29.5196,24.6582,UP,1
2014-10-02,32.727,31.797,32.5933,29.6309,24.7307,UP,1
2014-10-03,34.9,34.007,33.0433,29.768,24.8121,DOWN,0
2014-10-06,34.083,34.89,33.2413,29.8961,24.888,DOWN,0
2014-10-07,33.263,33.707,33.354,30.0139,24.9585,UP,1
2014-10-08,34.08,33.523,33.8107,30.1482,25.0348,UP,1
2014-10-09,34.243,34.057,34.114,30.2717,25.1118,DOWN,0
2014-10-10,31.453,34.083,33.4247,30.3617,25.1743,DOWN,0
2014-10-13,29.803,31.55,32.5687,30.4333,25.2297,UP,1
2014-10-14,31.417,30.24,32.1993,30.5267,25.2904,UP,1
2014-10-15,32.477,30.407,31.8787,30.6445,25.357,UP,1
2014-10-16,32.627,31.69,31.5553,30.7681,25.4243,UP,1
2014-10-17,33.11,33.21,31.8867,30.8973,25.4971,UP,1
2014-10-20,33.627,33.137,32.6513,31.0352,25.5695,UP,1
2014-10-21,34.893,34.19,33.3467,31.1869,25.6476,DOWN,0
2014-10-22,34.193,34.867,33.69,31.3291,25.7186,UP,1
2014-10-23,35.817,34.833,34.328,31.4801,25.7976,UP,1
2014-10-24,36.02,35.557,34.91,31.6306,25.8766,DOWN,0
2014-10-27,34.557,33.667,35.096,31.7575,25.9483,UP,1
2014-10-28,35.137,34.833,35.1447,31.8897,26.0255,DOWN,0
2014-10-29,34.52,35.053,35.21,32.0109,26.0971,UP,1
2014-10-30,34.977,34.69,35.042,32.1439,26.1672,UP,1
2014-10-31,35.233,35.437,34.8847,32.2823,26.2372,UP,1
2014-11-03,35.32,35.24,35.0373,32.422,26.309,UP,1
2014-11-04,35.57,35.273,35.124,32.5696,26.3844,DOWN,0
2014-11-05,34.173,35.39,35.0547,32.6825,26.4519,UP,1
2014-11-06,35.37,34.667,35.1333,32.8405,26.5258,UP,1
2014-11-07,35.673,35.37,35.2213,33.0055,26.6035,UP,1
2014-11-10,36.34,35.657,35.4253,33.1657,26.6857,DOWN,0
2014-11-11,36.1,36.593,35.5313,33.2895,26.7638,UP,1
2014-11-12,36.297,35.967,35.956,33.4196,26.8458,UP,1
2014-11-13,36.533,36.453,36.1887,33.5685,26.9249,UP,1
2014-11-14,36.927,36.59,36.4393,33.7135,27.0105,DOWN,0
2014-11-17,36.45,36.95,36.4613,33.8426,27.0966,DOWN,0
2014-11-18,36.333,36.48,36.508,33.9741,27.1779,DOWN,0
2014-11-19,35.777,36.333,36.404,34.0313,27.2569,UP,1
2014-11-20,36.347,35.793,36.3667,34.0883,27.327,DOWN,0
2014-11-21,36.31,36.923,36.2433,34.1479,27.399,UP,1
2014-11-24,37.753,37.25,36.504,34.2532,27.4748,UP,1
2014-11-25,40.063,38.28,37.25,34.3989,27.5603,UP,1
2014-11-26,40.2,39.78,38.1347,34.5455,27.6467,UP,1
2014-11-28,41.0,40.223,39.0653,34.7059,27.7309,DOWN,0
2014-12-01,39.903,41.0,39.784,34.8421,27.8091,DOWN,0
2014-12-02,39.233,39.993,40.08,34.9739,27.8825,UP,1
2014-12-03,39.527,39.377,39.9727,35.1149,27.9603,DOWN,0
2014-12-04,39.43,39.53,39.8187,35.2425,28.0356,UP,1
2014-12-05,39.627,39.537,39.544,35.3931,28.111,DOWN,0
2014-12-08,38.953,39.627,39.354,35.5191,28.1778,UP,1
2014-12-09,39.613,38.32,39.43,35.6495,28.2509,DOWN,0
2014-12-10,39.047,39.613,39.334,35.7765,28.3194,UP,1
2014-12-11,39.637,39.44,39.3753,35.9333,28.3968,DOWN,0
2014-12-12,39.357,39.267,39.3213,36.0659,28.475,UP,1
2014-12-15,39.36,39.627,39.4027,36.1551,28.5588,DOWN,0
2014-12-16,38.88,39.113,39.256,36.251,28.6355,UP,1
2014-12-17,40.01,39.087,39.4487,36.3859,28.7198,UP,1
2014-12-18,41.147,40.873,39.7507,36.5273,28.8098,UP,1
2014-12-19,41.453,41.22,40.17,36.6715,28.8886,UP,1
2014-12-22,41.907,41.74,40.6793,36.8805,28.9677,DOWN,0
2014-12-23,41.74,42.0,41.2513,37.1193,29.0478,UP,1
2014-12-24,41.997,41.74,41.6487,37.3309,29.1279,UP,1
2014-12-26,42.477,42.0,41.9147,37.5309,29.2129,DOWN,0
2014-12-29,40.963,42.38,41.8167,37.6976,29.2897,DOWN,0
2014-12-30,40.6,40.697,41.5553,37.8474,29.3618,UP,1
2014-12-31,40.857,40.64,41.3787,37.992,29.4331,DOWN,0
2015-01-02,40.473,40.867,41.074,38.1036,29.5044,UP,1
2015-01-05,41.243,40.243,40.8273,38.2446,29.5797,DOWN,0
2015-01-06,40.617,41.333,40.758,38.3406,29.6552,UP,1
2015-01-07,41.843,41.453,41.0067,38.4571,29.7425,UP,1
2015-01-08,42.403,42.187,41.316,38.614,29.8334,DOWN,0
2015-01-09,41.94,42.397,41.6093,38.7501,29.9275,UP,1
2015-01-12,42.427,41.997,41.846,38.9082,30.0208,DOWN,0
2015-01-13,41.583,42.467,42.0393,39.0403,30.1125,UP,1
2015-01-14,42.1,41.263,42.0907,39.1777,30.2087,DOWN,0
2015-01-15,40.693,42.353,41.7487,39.2851,30.2939,UP,1
2015-01-16,41.67,40.557,41.6947,39.4071,30.3838,DOWN,0
2015-01-20,41.487,41.67,41.5067,39.5534,30.4824,UP,1
2015-01-21,41.783,41.557,41.5467,39.6817,30.5863,DOWN,0
2015-01-22,41.227,41.833,41.372,39.7927,30.692,UP,1
2015-01-23,42.27,40.76,41.6873,39.9113,30.7975,UP,1
2015-01-26,42.31,42.207,41.8153,40.0355,30.8955,DOWN,0
2015-01-27,42.0,41.5,41.918,40.1496,30.9992,DOWN,0
2015-01-28,41.817,42.39,41.9247,40.2553,31.1011,UP,1
2015-01-29,43.097,41.897,42.2987,40.3787,31.2067,DOWN,0
2015-01-30,42.13,42.843,42.2707,40.4923,31.3034,DOWN,0
2015-02-02,41.703,42.053,42.1493,40.5997,31.3955,DOWN,0
2015-02-03,41.177,41.867,41.9847,40.7077,31.4848,UP,1
2015-02-04,41.893,40.717,42.0,40.8186,31.5803,UP,1
2015-02-05,42.37,42.283,41.8547,40.9398,31.6735,DOWN,0
2015-02-06,41.873,42.537,41.8033,41.0222,31.7678,DOWN,0
2015-02-09,41.677,41.863,41.798,41.0545,31.8628,UP,1
2015-02-10,42.81,42.12,42.1247,41.1067,31.9666,UP,1
2015-02-11,43.907,43.137,42.5273,41.1648,32.079,UP,1
2015-02-12,44.337,44.84,42.9207,41.2535,32.1934,UP,1
2015-02-13,45.09,45.05,43.564,41.3706,32.3129,UP,1
2015-02-17,45.63,45.53,44.3547,41.4927,32.4322,DOWN,0
2015-02-18,45.627,45.643,44.918,41.6166,32.5519,UP,1
2015-02-19,45.97,45.963,45.3307,41.7435,32.67,UP,1
2015-02-20,47.203,46.023,45.904,41.9085,32.7965,DOWN,0
2015-02-23,46.067,47.513,46.0993,42.0375,32.9269,UP,1
2015-02-24,46.203,46.173,46.214,42.1807,33.0586,UP,1
2015-02-25,47.353,46.333,46.5593,42.335,33.1978,UP,1
2015-02-26,47.683,47.613,46.902,42.5015,33.3325,DOWN,0
2015-02-27,47.407,48.167,46.9427,42.6625,33.4664,UP,1
2015-03-02,48.66,48.0,47.4613,42.8581,33.6095,UP,1
2015-03-03,49.633,47.39,48.1473,43.0505,33.7583,DOWN,0
2015-03-04,47.837,49.523,48.244,43.1843,33.8953,DOWN,0
2015-03-05,47.713,47.987,48.25,43.3095,34.0294,DOWN,0
2015-03-06,46.91,47.727,48.1507,43.4096,34.1589,DOWN,0
2015-03-09,46.243,46.857,47.6673,43.4997,34.2843,DOWN,0
2015-03-10,46.183,45.647,46.9773,43.5834,34.4041,UP,1
2015-03-11,46.853,46.183,46.7807,43.6709,34.5267,UP,1
2015-03-12,47.113,47.157,46.6607,43.7939,34.6463,DOWN,0
2015-03-13,47.113,46.953,46.7013,43.9242,34.766,UP,1
2015-03-16,48.043,47.253,47.0613,44.0679,34.8843,UP,1
2015-03-17,48.307,47.653,47.486,44.2246,35.001,UP,1
2015-03-18,48.387,48.0,47.7927,44.3675,35.1201,UP,1
2015-03-19,48.73,48.357,48.116,44.5297,35.24,DOWN,0
2015-03-20,48.027,48.803,48.2987,44.6534,35.3545,DOWN,0
2015-03-23,47.107,48.037,48.1113,44.7475,35.4617,DOWN,0
2015-03-24,46.76,47.15,47.802,44.8439,35.5656,DOWN,0
2015-03-25,46.207,46.757,47.366,44.9195,35.6676,UP,1
2015-03-26,47.15,45.507,47.05,45.0308,35.7731,UP,1
2015-03-27,48.813,47.263,47.2073,45.1651,35.8868,UP,1
2015-03-30,49.537,49.23,47.6933,45.3419,36.0037,DOWN,0
2015-03-31,48.693,49.463,48.08,45.4824,36.1158,DOWN,0
2015-04-01,47.177,48.813,48.274,45.5962,36.2173,UP,1
2015-04-02,47.27,47.37,48.298,45.7059,36.3192,DOWN,0
2015-04-06,47.213,47.007,47.978,45.8257,36.4211,UP,1
2015-04-07,48.277,47.313,47.726,45.9458,36.5288,UP,1
2015-04-08,49.09,48.433,47.8053,46.0814,36.6406,DOWN,0
2015-04-09,48.683,49.063,48.1067,46.2151,36.7504,UP,1
2015-04-10,49.323,48.56,48.5173,46.3652,36.8657,DOWN,0
2015-04-13,48.383,49.09,48.7513,46.4709,36.9747,DOWN,0
2015-04-14,48.18,48.413,48.732,46.5919,37.0808,UP,1
2015-04-15,48.237,48.333,48.5613,46.7226,37.1866,UP,1
2015-04-16,48.93,48.193,48.6107,46.8777,37.2915,DOWN,0
2015-04-17,47.5,48.407,48.246,46.9898,37.3919,UP,1
2015-04-20,48.837,47.933,48.3367,47.1191,37.4997,UP,1
2015-04-21,51.457,49.36,48.992,47.3108,37.6199,DOWN,0
2015-04-22,51.29,51.567,49.6027,47.5031,37.7437,UP,1
2015-04-23,51.593,50.957,50.1353,47.6787,37.8761,DOWN,0
2015-04-24,51.28,52.08,50.8913,47.8262,38.0056,DOWN,0
2015-04-27,51.277,51.757,51.3793,47.965,38.1341,DOWN,0
2015-04-28,51.093,51.667,51.3067,48.0851,38.2614,DOWN,0
2015-04-29,50.673,51.0,51.1833,48.1859,38.3877,DOWN,0
2015-04-30,49.24,50.5,50.7127,48.2582,38.5073,UP,1
2015-05-01,50.273,50.023,50.5113,48.3443,38.6293,UP,1
2015-05-04,50.923,50.613,50.4407,48.4187,38.7552,DOWN,0
2015-05-05,49.01,50.55,50.024,48.4775,38.8682,DOWN,0
2015-05-06,48.6,48.933,49.6093,48.5255,38.9778,UP,1
2015-05-07,49.803,48.73,49.722,48.5745,39.0906,UP,1
2015-05-08,50.367,50.693,49.7407,48.6281,39.2066,UP,1
2015-05-11,50.607,50.413,49.6773,48.6921,39.3194,DOWN,0
2015-05-12,50.557,50.327,49.9867,48.7301,39.4338,DOWN,0
2015-05-13,50.493,50.923,50.3653,48.7473,39.5494,UP,1
2015-05-14,51.237,51.053,50.652,48.8153,39.6688,UP,1
2015-05-15,51.573,51.397,50.8933,48.8925,39.7863,UP,1
2015-05-18,52.577,51.413,51.2873,49.0058,39.9144,UP,1
2015-05-19,52.777,52.833,51.7313,49.1365,40.0472,UP,1
2015-05-20,52.84,52.543,52.2007,49.2696,40.1776,UP,1
2015-05-21,53.38,52.81,52.6293,49.4001,40.3116,UP,1
2015-05-22,54.29,53.383,53.1727,49.5437,40.4508,UP,1
2015-05-26,54.613,54.953,53.58,49.6937,40.5906,DOWN,0
2015-05-27,53.55,54.667,53.7347,49.8038,40.7247,UP,1
2015-05-28,55.457,54.947,54.258,49.9468,40.8655,UP,1
2015-05-29,56.497,55.33,54.8813,50.109,41.0125,UP,1
2015-06-01,56.833,56.643,55.39,50.2711,41.1554,DOWN,0
2015-06-02,56.167,56.9,55.7007,50.4339,41.2937,UP,1
2015-06-03,56.397,56.543,56.27,50.6197,41.4347,DOWN,0
2015-06-04,56.25,56.257,56.4287,50.8095,41.5733,UP,1
2015-06-05,57.863,56.897,56.702,51.0426,41.7203,DOWN,0
2015-06-08,57.607,58.197,56.8567,51.2517,41.8667,DOWN,0
2015-06-09,57.327,57.543,57.0887,51.422,42.0118,UP,1
2015-06-10,58.223,57.333,57.454,51.5957,42.1612,DOWN,0
2015-06-11,58.21,58.397,57.846,51.7861,42.3113,UP,1
2015-06-12,58.617,57.713,57.9967,52.0149,42.4617,UP,1
2015-06-15,58.947,58.233,58.2647,52.2484,42.6191,DOWN,0
2015-06-16,58.9,58.917,58.5793,52.4821,42.7765,UP,1
2015-06-17,60.213,59.16,58.9773,52.7209,42.9359,UP,1
2015-06-18,60.96,60.527,59.5273,52.9583,43.0912,UP,1
2015-06-19,61.36,60.96,60.076,53.2118,43.249,DOWN,0
2015-06-22,61.347,61.643,60.556,53.4523,43.4103,DOWN,0
2015-06-23,60.643,61.3,60.9047,53.6975,43.5651,DOWN,0
2015-06-24,59.713,60.087,60.8047,53.9281,43.7137,DOWN,0
2015-06-25,59.607,59.957,60.534,54.1555,43.863,DOWN,0
2015-06-26,58.42,59.927,59.946,54.3453,43.9905,DOWN,0
2015-06-29,57.283,56.543,59.1333,54.541,44.1094,UP,1
2015-06-30,58.233,57.797,58.6513,54.7289,44.234,UP,1
2015-07-01,58.713,58.863,58.4513,54.8741,44.3651,DOWN,0
2015-07-02,57.967,58.933,58.1233,55.0076,44.491,UP,1
2015-07-06,58.44,57.877,58.1273,55.1445,44.6189,DOWN,0
2015-07-07,57.17,58.333,58.1047,55.2623,44.7398,UP,1
2015-07-08,57.493,56.607,57.9567,55.3867,44.8618,UP,1
2015-07-09,58.27,58.333,57.868,55.5302,44.9899,UP,1
2015-07-10,60.267,58.87,58.328,55.7221,45.1289,UP,1
2015-07-13,60.377,60.967,58.7153,55.9448,45.2655,UP,1
2015-07-14,61.417,60.633,59.5647,56.1677,45.4121,UP,1
2015-07-15,61.713,61.667,60.4087,56.3835,45.5574,UP,1
2015-07-16,63.353,62.23,61.4253,56.6703,45.7087,UP,1
2015-07-17,63.75,63.833,62.122,56.9733,45.864,DOWN,0
2015-07-20,63.343,63.5,62.7153,57.2441,46.0217,UP,1
2015-07-21,64.023,63.343,63.2367,57.5173,46.1782,UP,1
2015-07-22,64.133,63.55,63.7207,57.7878,46.3244,UP,1
2015-07-23,65.697,64.967,64.1893,58.0906,46.4824,DOWN,0
2015-07-24,65.627,66.3,64.5647,58.3933,46.6442,DOWN,0
2015-07-27,62.097,64.77,64.3153,58.6105,46.7843,UP,1
2015-07-28,62.277,62.943,63.966,58.8245,46.9245,DOWN,0
2015-07-29,61.217,62.107,63.3827,58.9973,47.0733,UP,1
2015-07-30,61.73,61.217,62.5893,59.1764,47.2329,UP,1
2015-07-31,61.943,61.667,61.8527,59.3585,47.3856,DOWN,0
2015-08-03,61.637,62.117,61.7607,59.5236,47.5314,UP,1
2015-08-04,61.833,61.547,61.672,59.6745,47.6774,UP,1
2015-08-05,63.423,62.127,62.1133,59.8507,47.829,DOWN,0
2015-08-06,58.163,63.56,61.4,59.9429,47.9517,UP,1
2015-08-07,58.507,58.603,60.7127,60.0039,48.0697,UP,1
2015-08-10,58.987,59.15,60.1827,60.0537,48.1937,DOWN,0
2015-08-11,57.977,58.327,59.4113,60.0766,48.3045,DOWN,0
2015-08-12,57.0,56.833,58.1267,60.0933,48.4094,UP,1
2015-08-13,57.587,57.12,58.0113,60.1171,48.5245,UP,1
2015-08-14,57.847,57.253,57.8793,60.149,48.6381,UP,1
2015-08-17,58.59,57.62,57.8,60.1635,48.7584,DOWN,0
2015-08-18,57.883,58.59,57.7813,60.1691,48.873,UP,1
2015-08-19,58.04,57.623,57.9893,60.1833,48.987,DOWN,0
2015-08-20,53.54,56.793,57.18,60.0897,49.0781,DOWN,0
2015-08-21,52.997,51.317,56.21,59.9854,49.1652,DOWN,0
2015-08-24,51.67,48.71,54.826,59.8465,49.2527,UP,1
2015-08-25,52.8,53.603,53.8093,59.7235,49.3399,UP,1
2015-08-26,55.983,54.227,53.398,59.6652,49.4414,DOWN,0
2015-08-27,55.927,56.667,53.8753,59.5795,49.5394,UP,1
2015-08-28,56.0,55.733,54.476,59.4803,49.6389,DOWN,0
2015-08-31,54.74,55.813,55.09,59.3479,49.7311,DOWN,0
2015-09-01,53.95,53.43,55.32,59.1999,49.8182,UP,1
2015-09-02,54.53,55.017,55.0293,59.0777,49.9062,DOWN,0
2015-09-03,54.013,55.19,54.6467,58.9637,49.994,UP,1
2015-09-04,54.13,53.347,54.2727,58.8541,50.083,UP,1
2015-09-08,55.49,55.213,54.4227,58.7955,50.1815,DOWN,0
2015-09-09,55.057,56.29,54.644,58.751,50.2751,UP,1
2015-09-10,59.133,58.26,55.5647,58.769,50.3892,DOWN,0
2015-09-11,59.13,59.227,56.588,58.7773,50.4961,UP,1
2015-09-14,59.847,58.833,57.7313,58.8149,50.595,UP,1
2015-09-15,61.063,59.997,58.846,58.8674,50.6993,DOWN,0
2015-09-16,60.85,61.133,60.0047,58.941,50.7986,UP,1
2015-09-17,61.427,61.057,60.4633,59.0197,50.9062,UP,1
2015-09-18,61.66,60.633,60.9693,59.0875,51.0183,UP,1
2015-09-21,61.8,61.707,61.36,59.1181,51.1297,DOWN,0
2015-09-22,60.03,60.69,61.1533,59.1112,51.2327,DOWN,0
2015-09-23,59.767,60.01,60.9367,59.0782,51.3334,UP,1
2015-09-24,60.257,59.463,60.7027,59.0491,51.4399,UP,1
2015-09-25,60.27,61.08,60.4247,58.9874,51.5432,DOWN,0
2015-09-28,58.567,59.867,59.778,58.8837,51.6408,DOWN,0
2015-09-29,55.937,58.507,58.9593,58.7356,51.7223,UP,1
2015-09-30,57.333,56.667,58.4727,58.6018,51.8122,DOWN,0
2015-10-01,57.22,56.843,57.8653,58.4635,51.9015,UP,1
2015-10-02,58.403,56.4,57.492,58.3177,51.9991,UP,1
2015-10-05,59.08,59.067,57.5947,58.1867,52.0944,DOWN,0
2015-10-06,58.04,59.167,58.0153,58.1056,52.1789,UP,1
2015-10-07,58.327,58.527,58.214,58.0266,52.2633,DOWN,0
2015-10-08,56.53,58.25,58.076,57.9329,52.3364,UP,1
2015-10-09,57.293,56.333,57.854,57.8441,52.4142,DOWN,0
2015-10-12,55.937,56.743,57.2253,57.724,52.4839,DOWN,0
2015-10-13,55.71,55.567,56.7593,57.6055,52.55,DOWN,0
2015-10-14,54.773,55.867,56.0487,57.4643,52.6191,UP,1
2015-10-15,56.887,55.013,56.12,57.3335,52.7005,UP,1
2015-10-16,57.26,56.773,56.1133,57.3155,52.7825,DOWN,0
2015-10-19,55.987,57.083,56.1233,57.2651,52.8601,DOWN,0
2015-10-20,55.353,56.053,56.052,57.1924,52.9306,DOWN,0
2015-10-21,53.27,55.753,55.7513,57.0983,52.9939,UP,1
2015-10-22,55.38,54.0,55.45,57.0659,53.0616,DOWN,0
2015-10-23,53.067,53.7,54.6113,56.9755,53.1149,DOWN,0
2015-10-26,51.37,52.73,53.688,56.8459,53.1621,UP,1
2015-10-27,52.867,50.787,53.1907,56.7315,53.2143,UP,1
2015-10-28,54.617,53.043,53.46,56.6661,53.2794,DOWN,0
2015-10-29,52.633,54.127,52.9107,56.558,53.3321,UP,1
2015-10-30,53.667,53.5,53.0307,56.5605,53.397,UP,1
2015-11-02,54.71,53.933,53.6987,56.5948,53.4622,UP,1
2015-11-03,55.76,54.59,54.2773,56.6766,53.5335,DOWN,0
2015-11-04,55.47,55.72,54.448,56.73,53.602,DOWN,0
2015-11-05,53.31,53.763,54.5833,56.6765,53.6624,UP,1
2015-11-06,53.94,53.612,54.638,56.6368,53.7207,DOWN,0
2015-11-09,53.737,53.853,54.4433,56.5915,53.7779,DOWN,0
2015-11-10,52.43,53.48,53.7773,56.5453,53.83,DOWN,0
2015-11-11,51.927,52.267,53.0687,56.5049,53.8806,UP,1
2015-11-12,52.233,51.61,52.8533,56.4589,53.9262,DOWN,0
2015-11-13,52.213,52.09,52.508,56.4229,53.9767,UP,1
2015-11-16,52.917,52.037,52.344,56.3987,54.0327,UP,1
2015-11-17,54.39,53.333,52.736,56.3767,54.0988,UP,1
2015-11-18,54.557,54.653,53.262,56.3667,54.1621,UP,1
2015-11-19,55.797,54.667,53.9747,56.2999,54.2292,UP,1
2015-11-20,56.99,55.817,54.93,56.2571,54.3048,UP,1
2015-11-23,57.34,56.873,55.8147,56.207,54.3831,UP,1
2015-11-24,60.95,59.833,57.1267,56.2047,54.4738,DOWN,0
2015-11-25,60.737,61.143,58.3627,56.2025,54.558,UP,1
2015-11-27,61.97,61.003,59.5973,56.2133,54.6462,UP,1
2015-11-30,62.447,62.0,60.6887,56.2291,54.7329,UP,1
2015-12-01,62.98,62.5,61.8167,56.2527,54.8197,UP,1
2015-12-02,63.597,62.957,62.346,56.324,54.9095,DOWN,0
2015-12-03,62.54,64.37,62.7067,56.3795,54.9924,UP,1
2015-12-04,63.89,62.517,63.0907,56.4521,55.0758,UP,1
2015-12-07,64.017,63.727,63.4047,56.5271,55.1656,UP,1
2015-12-08,64.513,63.02,63.7113,56.646,55.2571,DOWN,0
2015-12-09,63.36,64.453,63.664,56.7945,55.3372,DOWN,0
2015-12-10,63.33,63.487,63.822,56.9144,55.4154,DOWN,0
2015-12-11,61.677,62.797,63.3793,57.0035,55.4867,DOWN,0
2015-12-14,61.23,61.107,62.822,57.0601,55.5496,UP,1
2015-12-15,61.917,62.0,62.3027,57.1168,55.611,UP,1
2015-12-16,62.427,62.407,62.116,57.2045,55.684,DOWN,0
2015-12-17,62.19,62.997,61.888,57.2818,55.7563,DOWN,0
2015-12-18,60.963,62.137,61.7453,57.3705,55.8266,DOWN,0
2015-12-21,60.703,61.263,61.64,57.4387,55.8989,DOWN,0
2015-12-22,60.55,60.773,61.3667,57.5309,55.9707,DOWN,0
2015-12-23,60.433,60.49,60.968,57.6254,56.0386,DOWN,0
2015-12-24,59.577,60.42,60.4453,57.7215,56.101,DOWN,0
2015-12-28,58.88,59.36,60.0287,57.7613,56.1598,UP,1
2015-12-29,59.257,59.253,59.7393,57.8013,56.2159,DOWN,0
2015-12-30,58.93,59.257,59.4153,57.8601,56.269,DOWN,0
2015-12-31,58.713,58.8,59.0713,57.9273,56.3206,DOWN,0
2016-01-04,57.173,57.65,58.5907,58.0054,56.3628,DOWN,0
2016-01-05,56.853,57.513,58.1853,58.0349,56.407,DOWN,0
2016-01-06,55.77,55.903,57.488,58.0889,56.4503,DOWN,0
2016-01-07,54.693,54.35,56.6407,58.1554,56.4899,DOWN,0
2016-01-08,54.247,55.217,55.7473,58.183,56.5301,DOWN,0
2016-01-11,54.007,54.34,55.114,58.1708,56.5644,DOWN,0
2016-01-12,53.797,54.477,54.5027,58.1941,56.5893,DOWN,0
2016-01-13,51.333,54.36,53.6153,58.1474,56.5983,UP,1
2016-01-14,53.04,51.283,53.2847,58.114,56.6201,DOWN,0
2016-01-15,51.607,51.063,52.7567,58.0309,56.6422,DOWN,0
2016-01-19,49.747,52.083,51.9047,57.9165,56.6546,DOWN,0
2016-01-20,48.967,48.607,50.9387,57.8296,56.6634,DOWN,0
2016-01-21,48.2,49.597,50.312,57.7148,56.663,UP,1
2016-01-22,49.5,48.733,49.604,57.6301,56.665,DOWN,0
2016-01-25,48.857,49.483,49.054,57.5586,56.6659,UP,1
2016-01-26,49.423,48.887,48.9893,57.5085,56.6664,DOWN,0
2016-01-27,48.783,49.127,48.9527,57.4395,56.6684,DOWN,0
2016-01-28,46.593,48.84,48.6313,57.3271,56.6605,UP,1
2016-01-29,49.83,47.543,48.6973,57.2654,56.6684,UP,1
2016-02-01,50.183,49.293,48.9627,57.1813,56.6747,DOWN,0
2016-02-02,48.677,49.847,48.8133,57.0637,56.6806,DOWN,0
2016-02-03,48.25,48.763,48.7067,56.9127,56.6776,UP,1
2016-02-04,48.43,47.347,49.074,56.7415,56.6625,DOWN,0
2016-02-05,42.503,45.913,47.6087,56.4448,56.6186,DOWN,0
2016-02-08,38.563,41.333,45.2847,55.9971,56.5534,UP,1
2016-02-09,39.353,37.74,43.42,55.5694,56.4938,UP,1
2016-02-10,40.14,40.8,41.798,55.1328,56.4381,UP,1
2016-02-11,41.457,39.61,40.4033,54.713,56.3899,DOWN,0
