ticker,TPR US Equity,TPR US Equity,TPR US Equity,TPR US Equity,TPR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2010-08-06,38.96,38.25,38.504,38.74,37.7315,UP,1
2010-08-09,39.24,39.0,38.666,38.6858,37.762,DOWN,0
2010-08-10,39.1,38.88,39.066,38.6456,37.7834,DOWN,0
2010-08-11,37.71,38.0,38.748,38.5944,37.8009,UP,1
2010-08-12,37.81,37.02,38.564,38.5186,37.8172,DOWN,0
2010-08-13,37.31,37.59,38.234,38.4258,37.8372,DOWN,0
2010-08-16,37.24,37.0,37.834,38.3788,37.8642,UP,1
2010-08-17,37.88,37.71,37.59,38.3534,37.8893,UP,1
2010-08-18,38.06,38.07,37.66,38.3172,37.9147,DOWN,0
2010-08-19,37.16,37.84,37.53,38.2442,37.9344,UP,1
2010-08-20,37.31,36.79,37.53,38.1472,37.9568,UP,1
2010-08-23,37.8,37.64,37.642,38.047,37.984,DOWN,0
2010-08-24,37.28,37.2,37.522,37.9264,38.0006,UP,1
2010-08-25,37.85,36.93,37.48,37.797,38.0202,DOWN,0
2010-08-26,36.66,37.81,37.38,37.66,38.0281,UP,1
2010-08-27,36.92,37.06,37.302,37.5344,38.0379,DOWN,0
2010-08-30,35.77,36.97,36.896,37.3876,38.0368,UP,1
2010-08-31,35.84,35.61,36.608,37.2612,38.041,UP,1
2010-09-01,37.59,36.69,36.556,37.1988,38.0511,UP,1
2010-09-02,38.16,37.64,36.856,37.15,38.062,UP,1
2010-09-03,39.12,38.75,37.296,37.1428,38.0852,DOWN,0
2010-09-07,38.78,38.78,37.898,37.1352,38.1069,UP,1
2010-09-08,39.29,38.85,38.588,37.1404,38.1337,DOWN,0
2010-09-09,39.08,39.86,38.886,37.1818,38.1602,DOWN,0
2010-09-10,38.95,39.08,39.044,37.2298,38.1811,UP,1
2010-09-13,40.03,39.57,39.226,37.3012,38.2066,UP,1
2010-09-14,40.69,39.92,39.608,37.3996,38.2311,UP,1
2010-09-15,41.45,40.6,40.04,37.5346,38.2619,UP,1
2010-09-16,41.5,41.15,40.524,37.643,38.2957,UP,1
2010-09-17,41.55,41.67,41.044,37.7516,38.3263,UP,1
2010-09-20,41.73,41.85,41.384,37.8562,38.356,UP,1
2010-09-21,41.78,41.93,41.602,37.9712,38.3861,DOWN,0
2010-09-22,41.38,41.64,41.588,38.0556,38.4104,DOWN,0
2010-09-23,41.01,40.99,41.49,38.1404,38.4357,UP,1
2010-09-24,42.44,41.75,41.668,38.2542,38.4715,UP,1
2010-09-27,42.57,42.63,41.836,38.4104,38.5084,UP,1
2010-09-28,43.71,42.49,42.222,38.5972,38.5472,DOWN,0
2010-09-29,43.13,43.45,42.572,38.7548,38.5837,DOWN,0
2010-09-30,42.96,43.44,42.962,38.912,38.6142,UP,1
2010-10-01,43.12,43.5,43.098,39.0414,38.6472,DOWN,0
2010-10-04,42.9,43.07,43.164,39.152,38.6783,UP,1
2010-10-05,43.65,43.5,43.152,39.2636,38.7137,DOWN,0
2010-10-06,43.48,43.49,43.222,39.3922,38.7494,UP,1
2010-10-07,43.9,43.69,43.41,39.5366,38.7833,UP,1
2010-10-08,44.37,44.02,43.66,39.695,38.821,DOWN,0
2010-10-11,43.9,44.33,43.86,39.8336,38.8552,UP,1
2010-10-12,44.29,43.85,43.988,39.9508,38.8909,DOWN,0
2010-10-13,44.23,44.6,44.138,40.0934,38.9262,DOWN,0
2010-10-14,44.2,44.24,44.198,40.1914,38.9633,UP,1
2010-10-15,44.73,44.74,44.27,40.3114,39.0021,UP,1
2010-10-18,44.77,44.92,44.444,40.4276,39.0433,DOWN,0
2010-10-19,43.52,43.98,44.29,40.5132,39.0793,UP,1
2010-10-20,44.15,43.69,44.274,40.6142,39.1163,UP,1
2010-10-21,44.42,44.38,44.318,40.7484,39.1511,UP,1
2010-10-22,44.55,44.48,44.282,40.8832,39.1864,DOWN,0
2010-10-25,44.48,44.9,44.224,41.0266,39.2224,UP,1
2010-10-26,49.78,47.47,45.476,41.2774,39.2797,DOWN,0
2010-10-27,49.7,49.18,46.586,41.5138,39.3352,DOWN,0
2010-10-28,49.65,49.44,47.632,41.7456,39.3921,UP,1
2010-10-29,50.0,49.3,48.722,42.0024,39.4546,UP,1
2010-11-01,50.12,50.22,49.85,42.2586,39.5213,DOWN,0
2010-11-02,49.76,50.33,49.846,42.4978,39.5828,UP,1
2010-11-03,50.5,50.08,50.006,42.7622,39.6586,UP,1
2010-11-04,52.4,50.85,50.556,43.0532,39.7501,UP,1
2010-11-05,52.92,52.22,51.14,43.3784,39.8445,UP,1
2010-11-08,53.02,52.56,51.72,43.7004,39.9391,DOWN,0
2010-11-09,52.25,52.97,52.218,44.03,40.0273,UP,1
2010-11-10,52.72,52.09,52.662,44.3676,40.1159,DOWN,0
2010-11-11,52.7,52.28,52.722,44.6698,40.205,DOWN,0
2010-11-12,51.56,52.18,52.45,44.9378,40.2884,UP,1
2010-11-15,52.32,51.92,52.31,45.2018,40.3737,DOWN,0
2010-11-16,50.84,51.99,52.028,45.443,40.4492,UP,1
2010-11-17,52.52,51.11,51.988,45.7076,40.5344,UP,1
2010-11-18,54.29,52.99,52.306,46.0118,40.6335,UP,1
2010-11-19,54.48,54.12,52.89,46.3224,40.7343,UP,1
2010-11-22,55.22,54.37,53.47,46.6262,40.8394,DOWN,0
2010-11-23,54.57,54.75,54.216,46.9038,40.9388,UP,1
2010-11-24,56.63,55.32,55.038,47.2074,41.0483,DOWN,0
2010-11-26,55.9,56.18,55.36,47.4954,41.1509,UP,1
2010-11-29,55.96,55.87,55.656,47.7836,41.2533,UP,1
2010-11-30,56.54,55.68,55.92,48.0798,41.3551,UP,1
2010-12-01,56.63,57.54,56.332,48.3768,41.458,UP,1
2010-12-02,56.85,56.44,56.376,48.6862,41.5601,DOWN,0
2010-12-03,56.61,56.71,56.518,48.9982,41.6612,DOWN,0
2010-12-06,55.91,56.58,56.508,49.2676,41.758,UP,1
2010-12-07,56.09,56.7,56.418,49.538,41.8556,DOWN,0
2010-12-08,56.07,56.08,56.306,49.7852,41.9501,UP,1
2010-12-09,57.12,56.31,56.36,50.065,42.0522,UP,1
2010-12-10,57.42,57.17,56.522,50.3542,42.1571,DOWN,0
2010-12-13,57.34,57.98,56.808,50.6386,42.2587,UP,1
2010-12-14,57.61,57.41,57.112,50.9328,42.3624,UP,1
2010-12-15,57.68,57.91,57.434,51.2134,42.4685,UP,1
2010-12-16,57.89,57.75,57.588,51.5016,42.572,UP,1
2010-12-17,58.23,57.8,57.75,51.7882,42.6747,DOWN,0
2010-12-20,57.58,58.35,57.798,52.0524,42.7749,UP,1
2010-12-21,58.03,57.75,57.882,52.335,42.8707,DOWN,0
2010-12-22,56.21,57.79,57.588,52.5734,42.9589,DOWN,0
2010-12-23,55.9,56.22,57.19,52.8068,43.0459,DOWN,0
2010-12-27,55.88,55.75,56.72,53.0404,43.134,DOWN,0
2010-12-28,55.77,56.11,56.358,53.2612,43.2226,DOWN,0
2010-12-29,55.46,55.79,55.844,53.475,43.3108,UP,1
2010-12-30,56.01,55.31,55.804,53.7248,43.3997,DOWN,0
2010-12-31,55.31,56.0,55.686,53.948,43.4858,DOWN,0
2011-01-03,54.56,54.79,55.422,54.1508,43.5694,DOWN,0
2011-01-04,52.28,54.49,54.724,54.3054,43.6391,UP,1
2011-01-05,52.54,51.89,54.14,54.4666,43.71,UP,1
2011-01-06,52.88,52.39,53.514,54.5286,43.7812,DOWN,0
2011-01-07,52.83,53.04,53.018,54.5912,43.8518,UP,1
2011-01-10,53.49,52.47,52.804,54.668,43.9177,UP,1
2011-01-11,53.99,54.43,53.146,54.7478,43.9878,UP,1
2011-01-12,54.31,54.77,53.5,54.8316,44.0598,DOWN,0
2011-01-13,53.87,54.44,53.698,54.9138,44.1315,UP,1
2011-01-14,54.38,53.75,54.008,54.9914,44.2027,DOWN,0
2011-01-18,54.14,54.4,54.138,55.0262,44.2707,DOWN,0
2011-01-19,53.64,54.2,54.068,55.0406,44.3353,DOWN,0
2011-01-20,53.38,53.25,53.882,55.0478,44.3997,DOWN,0
2011-01-21,53.0,53.9,53.708,55.0628,44.4624,UP,1
2011-01-24,53.37,53.1,53.506,55.0758,44.5225,DOWN,0
2011-01-25,53.09,52.0,53.296,55.0836,44.5821,UP,1
2011-01-26,54.04,53.39,53.376,55.1332,44.6446,DOWN,0
2011-01-27,54.0,54.21,53.5,55.1668,44.7015,DOWN,0
2011-01-28,52.82,54.12,53.464,55.2064,44.7507,UP,1
2011-01-31,54.09,52.97,53.608,55.2378,44.8096,DOWN,0
2011-02-01,54.0,54.39,53.79,55.232,44.8702,DOWN,0
2011-02-02,53.86,53.86,53.754,55.2196,44.9293,UP,1
2011-02-03,54.2,54.1,53.794,55.1992,44.9851,UP,1
2011-02-04,54.59,54.2,54.148,55.1996,45.0421,UP,1
2011-02-07,55.89,55.02,54.508,55.1848,45.1035,UP,1
2011-02-08,57.21,56.03,55.15,55.211,45.1722,UP,1
2011-02-09,57.41,57.05,55.86,55.24,45.2494,UP,1
2011-02-10,57.61,57.12,56.542,55.2614,45.3257,UP,1
2011-02-11,57.86,57.44,57.196,55.286,45.3995,UP,1
2011-02-14,57.97,57.72,57.612,55.3084,45.4806,DOWN,0
2011-02-15,57.37,57.73,57.644,55.3236,45.5523,DOWN,0
2011-02-16,57.33,57.55,57.628,55.352,45.6298,DOWN,0
2011-02-17,56.65,56.96,57.436,55.3632,45.7091,UP,1
2011-02-18,58.28,56.55,57.52,55.4074,45.8049,DOWN,0
2011-02-22,56.36,56.52,57.198,55.3922,45.8953,DOWN,0
2011-02-23,54.18,56.35,56.56,55.3274,45.9609,DOWN,0
2011-02-24,54.12,54.22,55.918,55.263,46.0242,UP,1
2011-02-25,54.53,54.35,55.494,55.2014,46.0849,UP,1
2011-02-28,54.92,54.85,54.822,55.1462,46.1513,DOWN,0
2011-03-01,53.91,55.18,54.332,55.0666,46.2206,UP,1
2011-03-02,54.4,53.72,54.376,54.99,46.2916,UP,1
2011-03-03,55.45,54.92,54.642,54.9474,46.3725,DOWN,0
2011-03-04,54.93,55.44,54.722,54.8854,46.453,DOWN,0
2011-03-07,54.62,55.3,54.662,54.8536,46.5371,UP,1
2011-03-08,55.77,54.63,55.034,54.851,46.6238,UP,1
2011-03-09,56.05,55.52,55.364,54.8544,46.7103,UP,1
2011-03-10,56.13,55.15,55.5,54.8616,46.7955,DOWN,0
2011-03-11,56.08,54.96,55.73,54.874,46.8791,DOWN,0
2011-03-14,53.11,54.3,55.428,54.816,46.9349,DOWN,0
2011-03-15,52.02,50.71,54.678,54.7502,46.9895,DOWN,0
2011-03-16,50.67,51.86,53.602,54.6724,47.0415,UP,1
2011-03-17,50.84,51.59,52.544,54.6436,47.0877,DOWN,0
2011-03-18,49.83,51.42,51.294,54.5894,47.1271,UP,1
2011-03-21,51.45,51.21,50.962,54.5608,47.1864,DOWN,0
2011-03-22,51.09,51.5,50.776,54.526,47.2461,UP,1
2011-03-23,51.32,50.94,50.906,54.4826,47.3033,UP,1
2011-03-24,51.6,51.82,51.058,54.4348,47.3573,UP,1
2011-03-25,52.02,51.83,51.496,54.389,47.4066,DOWN,0
2011-03-28,51.22,51.98,51.45,54.336,47.4486,UP,1
2011-03-29,51.65,50.98,51.562,54.2814,47.4903,UP,1
2011-03-30,52.39,52.0,51.776,54.2464,47.5307,DOWN,0
2011-03-31,52.04,52.3,51.864,54.2144,47.5733,UP,1
2011-04-01,52.7,52.49,52.0,54.2008,47.6208,UP,1
2011-04-04,52.93,53.19,52.342,54.1994,47.6699,UP,1
2011-04-05,53.09,52.69,52.63,54.1938,47.7246,DOWN,0
2011-04-06,52.44,53.33,52.64,54.1808,47.7832,DOWN,0
2011-04-07,51.32,52.46,52.496,54.1264,47.8368,DOWN,0
2011-04-08,50.76,51.18,52.108,54.0616,47.8932,UP,1
2011-04-11,50.93,50.72,51.708,54.0238,47.9521,UP,1
2011-04-12,52.08,50.48,51.506,53.9836,48.0173,UP,1
2011-04-13,53.97,52.43,51.812,53.983,48.1021,UP,1
2011-04-14,54.42,53.93,52.432,53.9942,48.1915,UP,1
2011-04-15,54.46,54.53,53.172,53.9994,48.2815,UP,1
2011-04-18,54.58,53.76,53.902,53.9992,48.3755,UP,1
2011-04-19,55.08,54.82,54.502,53.983,48.4774,UP,1
2011-04-20,57.26,56.23,55.16,53.984,48.5833,UP,1
2011-04-21,57.65,57.16,55.806,53.9888,48.691,DOWN,0
2011-04-25,57.08,57.65,56.33,53.9782,48.7939,UP,1
2011-04-26,57.25,56.41,56.864,53.966,48.9,UP,1
2011-04-27,58.13,57.59,57.474,53.9692,49.0048,UP,1
2011-04-28,60.34,58.13,58.09,54.0286,49.1227,DOWN,0
2011-04-29,59.81,59.67,58.522,54.0782,49.238,DOWN,0
2011-05-02,59.14,60.16,58.934,54.128,49.3599,UP,1
2011-05-03,59.17,59.1,59.318,54.1458,49.4839,DOWN,0
2011-05-04,58.63,58.92,59.418,54.1912,49.6008,UP,1
2011-05-05,59.11,58.31,59.172,54.2898,49.7208,UP,1
2011-05-06,59.67,59.77,59.144,54.4008,49.8359,UP,1
2011-05-09,59.97,59.5,59.31,54.5096,49.9489,UP,1
2011-05-10,60.66,60.55,59.608,54.6244,50.0619,DOWN,0
2011-05-11,59.78,60.63,59.838,54.7418,50.1755,UP,1
2011-05-12,61.22,59.64,60.26,54.8782,50.2982,DOWN,0
2011-05-13,59.99,61.23,60.324,54.969,50.4159,DOWN,0
2011-05-16,59.07,59.78,60.144,55.0518,50.5264,DOWN,0
2011-05-17,58.8,58.92,59.772,55.1354,50.6283,UP,1
2011-05-18,59.81,58.98,59.778,55.2162,50.7418,UP,1
2011-05-19,60.65,60.1,59.664,55.3082,50.8486,DOWN,0
2011-05-20,59.48,60.4,59.562,55.3752,50.9523,DOWN,0
2011-05-23,59.06,58.58,59.56,55.4348,51.0528,UP,1
2011-05-24,59.96,59.19,59.792,55.5718,51.1564,UP,1
2011-05-25,60.64,58.87,59.958,55.7442,51.2641,UP,1
2011-05-26,63.68,60.96,60.564,56.0044,51.394,UP,1
2011-05-27,63.91,63.63,61.45,56.2658,51.5245,DOWN,0
2011-05-31,63.66,64.38,62.37,56.5424,51.6562,DOWN,0
2011-06-01,62.38,63.36,62.854,56.761,51.7819,DOWN,0
2011-06-02,61.79,62.19,63.084,56.975,51.9015,DOWN,0
2011-06-03,61.01,60.86,62.55,57.1688,52.0162,DOWN,0
2011-06-06,60.28,60.89,61.824,57.3424,52.1318,DOWN,0
2011-06-07,59.85,60.39,61.062,57.499,52.2445,DOWN,0
2011-06-08,58.58,59.54,60.302,57.6462,52.3484,UP,1
2011-06-09,59.99,59.43,59.942,57.813,52.462,DOWN,0
2011-06-10,59.12,59.64,59.564,57.9476,52.5683,DOWN,0
2011-06-13,58.76,59.19,59.26,58.082,52.6788,UP,1
2011-06-14,59.75,59.64,59.24,58.223,52.793,DOWN,0
2011-06-15,58.38,59.4,59.2,58.332,52.906,UP,1
2011-06-16,58.63,58.21,58.928,58.4428,53.02,UP,1
2011-06-17,59.31,59.26,58.966,58.5802,53.1286,UP,1
2011-06-20,60.38,59.24,59.29,58.7614,53.2397,UP,1
2011-06-21,61.45,60.71,59.63,58.9752,53.3513,DOWN,0
2011-06-22,60.59,61.14,60.072,59.1684,53.4604,UP,1
2011-06-23,60.89,59.67,60.524,59.3446,53.5684,DOWN,0
2011-06-24,58.66,59.66,60.394,59.4384,53.6663,UP,1
2011-06-27,59.2,58.65,60.158,59.534,53.7675,UP,1
2011-06-28,60.63,59.5,59.994,59.6574,53.8705,UP,1
2011-06-29,62.09,61.1,60.294,59.8076,53.9775,UP,1
2011-06-30,63.93,62.69,60.902,59.9846,54.0899,UP,1
2011-07-01,65.99,63.91,62.368,60.1592,54.2124,UP,1
2011-07-05,66.76,65.97,63.88,60.3414,54.3384,UP,1
2011-07-06,67.62,66.57,65.278,60.5522,54.4679,DOWN,0
2011-07-07,66.88,68.14,66.236,60.7448,54.5934,DOWN,0
2011-07-08,66.82,65.87,66.814,60.9186,54.7206,DOWN,0
2011-07-11,66.21,65.92,66.858,61.036,54.8466,DOWN,0
2011-07-12,65.95,66.22,66.696,61.1588,54.9641,DOWN,0
2011-07-13,65.92,66.67,66.356,61.2944,55.0809,DOWN,0
2011-07-14,65.33,65.95,66.046,61.4176,55.189,UP,1
2011-07-15,65.48,65.7,65.778,61.5546,55.3007,UP,1
2011-07-18,65.54,65.02,65.644,61.6832,55.4136,UP,1
2011-07-19,67.4,66.01,65.934,61.8378,55.535,DOWN,0
2011-07-20,66.3,67.52,66.01,61.9644,55.652,UP,1
2011-07-21,67.27,66.91,66.398,62.0966,55.7701,DOWN,0
2011-07-22,66.8,66.67,66.662,62.237,55.8867,DOWN,0
2011-07-25,66.32,65.89,66.818,62.339,55.9988,DOWN,0
2011-07-26,66.03,66.27,66.544,62.4598,56.1071,DOWN,0
2011-07-27,64.05,65.82,66.094,62.5594,56.2079,UP,1
2011-07-28,64.4,64.43,65.52,62.6714,56.3084,UP,1
2011-07-29,64.56,63.78,65.072,62.7664,56.4101,UP,1
2011-08-01,65.29,66.18,64.866,62.8592,56.5155,DOWN,0
2011-08-02,61.03,62.31,63.866,62.8902,56.597,UP,1
2011-08-03,61.92,61.55,63.44,62.9474,56.6828,DOWN,0
2011-08-04,58.09,60.75,62.178,62.91,56.7556,DOWN,0
2011-08-05,56.96,58.56,60.658,62.8364,56.8197,DOWN,0
2011-08-08,50.2,53.83,57.64,62.5668,56.8486,UP,1
2011-08-09,53.09,50.8,56.052,62.3504,56.8913,DOWN,0
2011-08-10,52.63,52.25,54.194,62.1298,56.932,UP,1
2011-08-11,52.87,53.27,53.15,61.9396,56.9475,UP,1
2011-08-12,54.38,53.71,52.634,61.7914,56.9709,UP,1
2011-08-15,54.78,54.81,53.55,61.6668,56.9965,DOWN,0
2011-08-16,52.31,54.02,53.394,61.5074,57.0081,DOWN,0
2011-08-17,51.0,52.68,53.068,61.3304,57.0125,DOWN,0
2011-08-18,46.63,49.18,51.82,61.0914,56.9968,DOWN,0
2011-08-19,45.96,46.14,50.136,60.8108,56.9741,UP,1
2011-08-22,47.2,47.04,48.62,60.5724,56.9481,UP,1
2011-08-23,51.27,48.18,48.412,60.4226,56.9399,UP,1
2011-08-24,52.6,50.95,48.732,60.2796,56.9378,DOWN,0
2011-08-25,51.44,52.74,49.694,60.1408,56.9337,UP,1
2011-08-26,54.76,51.49,51.454,60.0634,56.9439,UP,1
2011-08-29,55.87,55.12,53.188,59.9946,56.9598,DOWN,0
2011-08-30,55.71,55.55,54.076,59.9012,56.9805,UP,1
2011-08-31,56.22,55.99,54.8,59.7966,57.0,DOWN,0
2011-09-01,55.38,56.09,55.588,59.6924,57.0227,DOWN,0
2011-09-02,53.21,53.82,55.278,59.5388,57.0262,DOWN,0
2011-09-06,53.13,50.8,54.73,59.4282,57.0204,UP,1
2011-09-07,55.54,54.59,54.696,59.355,57.0257,DOWN,0
2011-09-08,54.74,54.99,54.4,59.2372,57.0233,DOWN,0
2011-09-09,53.64,54.24,54.052,59.0682,57.0186,UP,1
2011-09-12,54.89,52.89,54.388,58.8874,57.0099,UP,1
2011-09-13,56.81,55.0,55.124,58.7038,57.0145,UP,1
2011-09-14,57.1,56.9,55.436,58.5106,57.0202,UP,1
2011-09-15,59.47,57.75,56.382,58.3476,57.0348,UP,1
2011-09-16,59.49,59.64,57.552,58.1998,57.0491,UP,1
2011-09-19,60.05,58.37,58.584,58.0644,57.0651,DOWN,0
2011-09-20,59.35,60.15,59.092,57.9272,57.0788,DOWN,0
2011-09-21,56.76,59.46,59.024,57.7434,57.0831,DOWN,0
2011-09-22,54.51,54.47,58.032,57.5152,57.0752,UP,1
2011-09-23,56.77,54.46,57.488,57.344,57.0787,UP,1
2011-09-26,57.5,57.1,56.978,57.1844,57.0806,UP,1
2011-09-27,58.87,58.89,56.882,57.051,57.0878,DOWN,0
2011-09-28,57.5,58.84,57.03,56.853,57.0886,DOWN,0
2011-09-29,54.0,58.94,56.928,56.607,57.0706,DOWN,0
2011-09-30,51.83,52.35,55.94,56.2982,57.0413,DOWN,0
2011-10-03,50.58,51.33,54.556,55.9738,57.0048,UP,1
2011-10-04,52.73,49.71,53.328,55.702,56.9773,UP,1
2011-10-05,53.25,52.62,52.478,55.4464,56.9556,UP,1
2011-10-06,56.78,53.71,53.034,55.301,56.9494,DOWN,0
2011-10-07,56.47,56.87,53.962,55.1424,56.9507,UP,1
2011-10-10,59.99,57.6,55.844,55.051,56.9711,DOWN,0
2011-10-11,59.29,59.4,57.156,54.931,56.9882,UP,1
2011-10-12,61.08,59.88,58.722,54.932,57.0147,DOWN,0
2011-10-13,60.6,60.12,59.486,54.9056,57.0404,UP,1
2011-10-14,62.08,61.78,60.608,54.9854,57.0708,DOWN,0
2011-10-17,60.5,61.69,60.71,55.0562,57.0967,UP,1
2011-10-18,60.89,60.59,61.03,55.27,57.1284,DOWN,0
2011-10-19,59.2,61.04,60.654,55.3922,57.163,DOWN,0
2011-10-20,59.02,59.03,60.338,55.52,57.1954,UP,1
2011-10-21,60.54,60.15,60.03,55.6734,57.2337,UP,1
2011-10-24,62.66,60.99,60.462,55.839,57.2828,DOWN,0
2011-10-25,61.56,62.46,60.596,55.9746,57.3232,UP,1
2011-10-26,62.38,63.09,61.232,56.176,57.3651,UP,1
2011-10-27,64.79,64.25,62.386,56.4518,57.4175,UP,1
2011-10-28,66.36,63.86,63.55,56.8464,57.48,DOWN,0
2011-10-31,65.07,65.05,64.032,57.2286,57.5334,DOWN,0
2011-11-01,62.89,62.06,64.298,57.5424,57.5772,UP,1
2011-11-02,64.26,64.17,64.674,57.8022,57.6303,UP,1
2011-11-03,65.64,64.62,64.844,58.063,57.6916,DOWN,0
2011-11-04,65.07,64.3,64.586,58.3356,57.7519,DOWN,0
2011-11-07,64.27,64.73,64.426,58.5258,57.8064,UP,1
2011-11-08,65.46,64.87,64.94,58.7176,57.8683,DOWN,0
2011-11-09,62.56,63.79,64.6,58.8546,57.9109,UP,1
2011-11-10,62.59,63.63,63.99,58.982,57.9538,UP,1
2011-11-11,64.42,63.37,63.86,59.1628,58.0118,UP,1
2011-11-14,64.59,63.99,63.924,59.3904,58.0643,DOWN,0
2011-11-15,64.39,64.25,63.71,59.6156,58.1163,DOWN,0
2011-11-16,62.77,63.98,63.752,59.7602,58.1608,DOWN,0
2011-11-17,61.47,62.55,63.528,59.8948,58.1972,DOWN,0
2011-11-18,60.8,61.93,62.804,60.038,58.2282,DOWN,0
2011-11-21,59.79,59.69,61.844,60.136,58.2477,UP,1
2011-11-22,59.88,59.61,60.942,60.1974,58.2611,DOWN,0
2011-11-23,58.7,59.18,60.128,60.2294,58.2675,DOWN,0
2011-11-25,58.25,58.36,59.484,60.205,58.2707,UP,1
2011-11-28,62.13,61.23,59.75,60.2578,58.2921,DOWN,0
2011-11-29,60.2,59.86,59.832,60.2608,58.3032,UP,1
2011-11-30,62.59,62.5,60.374,60.3256,58.3293,UP,1
2011-12-01,62.69,61.57,61.172,60.4442,58.3561,DOWN,0
2011-12-02,62.2,63.11,61.962,60.598,58.3839,UP,1
2011-12-05,63.47,63.09,62.23,60.732,58.4098,DOWN,0
2011-12-06,63.09,63.7,62.808,60.8438,58.4435,DOWN,0
2011-12-07,62.65,62.84,62.82,60.9194,58.4858,DOWN,0
2011-12-08,61.05,62.25,62.492,60.9904,58.5205,UP,1
2011-12-09,62.45,61.31,62.542,61.1594,58.5601,DOWN,0
2011-12-12,61.53,61.82,62.154,61.3534,58.5931,DOWN,0
2011-12-13,60.06,61.81,61.548,61.543,58.6239,DOWN,0
2011-12-14,59.51,59.75,60.92,61.6786,58.6494,DOWN,0
2011-12-15,58.81,59.71,60.472,61.7898,58.6662,DOWN,0
2011-12-16,57.59,59.3,59.5,61.806,58.6795,DOWN,0
2011-12-19,56.92,58.08,58.578,61.815,58.691,UP,1
2011-12-20,58.64,57.81,58.294,61.788,58.7054,UP,1
2011-12-21,59.87,58.47,58.366,61.7996,58.7245,DOWN,0
2011-12-22,59.74,59.7,58.552,61.7728,58.7425,UP,1
2011-12-23,61.19,59.91,59.272,61.7846,58.7681,UP,1
2011-12-27,61.74,60.99,60.236,61.7778,58.8112,DOWN,0
2011-12-28,60.86,61.86,60.68,61.785,58.8554,UP,1
2011-12-29,61.54,61.13,61.014,61.798,58.9098,DOWN,0
2011-12-30,61.04,61.41,61.274,61.8348,58.9608,DOWN,0
2012-01-03,60.04,61.92,61.044,61.8552,59.0118,UP,1
2012-01-04,61.59,59.97,61.014,61.8762,59.0625,UP,1
2012-01-05,61.86,61.14,61.214,61.8602,59.1164,UP,1
2012-01-06,62.64,62.04,61.434,61.8818,59.173,UP,1
2012-01-09,62.86,62.99,61.798,61.8914,59.2293,DOWN,0
2012-01-10,62.32,62.06,62.254,61.842,59.2808,DOWN,0
2012-01-11,61.0,61.81,62.136,61.7348,59.3297,UP,1
2012-01-12,61.35,60.49,62.034,61.6604,59.3782,UP,1
2012-01-13,62.02,60.99,61.91,61.643,59.4263,UP,1
2012-01-17,62.67,62.42,61.872,61.6112,59.4795,UP,1
2012-01-18,64.55,62.49,62.318,61.5894,59.5387,UP,1
2012-01-19,65.0,64.64,63.118,61.588,59.5991,DOWN,0
2012-01-20,64.84,65.1,63.816,61.5994,59.6578,DOWN,0
2012-01-23,64.24,64.62,64.26,61.575,59.7168,UP,1
2012-01-24,67.97,66.2,65.32,61.6832,59.8001,UP,1
2012-01-25,69.3,67.24,66.27,61.8174,59.8928,DOWN,0
2012-01-26,68.89,68.96,67.048,61.9068,59.9826,DOWN,0
2012-01-27,68.47,68.7699,67.774,61.9844,60.0645,UP,1
2012-01-30,68.51,67.52,68.628,62.0668,60.1372,UP,1
2012-01-31,70.05,68.69,69.044,62.2124,60.2154,UP,1
2012-02-01,70.6,70.4,69.304,62.395,60.2961,UP,1
2012-02-02,70.76,70.61,69.678,62.5942,60.377,UP,1
2012-02-03,72.59,71.36,70.502,62.8502,60.4645,DOWN,0
2012-02-06,72.57,72.14,71.314,63.104,60.5411,DOWN,0
2012-02-07,72.38,72.16,71.78,63.3776,60.6147,UP,1
2012-02-08,73.21,72.95,72.302,63.6768,60.6954,UP,1
2012-02-09,74.04,73.22,72.958,63.915,60.7793,UP,1
2012-02-10,74.54,73.42,73.348,64.2018,60.8614,UP,1
2012-02-13,74.99,75.1,73.832,64.4498,60.9346,UP,1
2012-02-14,75.82,74.65,74.52,64.7124,61.0147,DOWN,0
2012-02-15,75.12,76.28,74.902,64.9708,61.0946,DOWN,0
2012-02-16,74.52,75.18,74.998,65.1918,61.1713,UP,1
2012-02-17,75.03,75.18,75.096,65.4306,61.2533,DOWN,0
2012-02-21,74.3,75.6,74.958,65.6636,61.3293,DOWN,0
2012-02-22,74.29,73.96,74.652,65.9284,61.4024,DOWN,0
2012-02-23,73.98,74.16,74.424,66.159,61.4724,UP,1
2012-02-24,75.28,74.0,74.576,66.434,61.5455,UP,1
2012-02-27,76.05,74.67,74.78,66.7538,61.6269,DOWN,0
2012-02-28,75.25,75.44,74.97,67.0686,61.697,DOWN,0
2012-02-29,74.84,75.61,75.08,67.3892,61.7713,UP,1
2012-03-01,76.74,75.25,75.632,67.7722,61.8596,DOWN,0
2012-03-02,76.49,76.86,75.874,68.1636,61.9481,DOWN,0
2012-03-05,76.17,76.32,75.898,68.5142,62.0299,DOWN,0
2012-03-06,73.12,75.38,75.472,68.7792,62.0922,UP,1
2012-03-07,73.39,73.68,75.182,69.0522,62.1618,UP,1
