ticker,LH US Equity,LH US Equity,LH US Equity,LH US Equity,LH US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2013-06-21,99.46,99.69,90.6185,99.936,96.9694,DOWN,0
2013-06-24,99.04,98.84,90.6724,99.656,97.063,UP,1
2013-06-25,99.26,99.87,90.7246,99.352,97.1782,UP,1
2013-06-26,99.45,99.74,90.7743,99.24,97.2794,UP,1
2013-06-27,100.79,100.04,90.8343,99.6,97.415,DOWN,0
2013-06-28,100.1,100.44,90.8902,99.728,97.5548,UP,1
2013-07-01,100.26,100.33,90.9465,99.972,97.6828,DOWN,0
2013-07-02,99.22,100.04,90.9979,99.964,97.792,DOWN,0
2013-07-03,98.46,98.19,91.0379,99.766,97.8904,UP,1
2013-07-05,99.9,99.07,91.0825,99.588,98.0116,UP,1
2013-07-08,100.15,100.32,91.1267,99.598,98.1386,DOWN,0
2013-07-09,95.86,98.19,91.1497,98.718,98.1824,UP,1
2013-07-10,96.85,95.71,91.178,98.244,98.249,DOWN,0
2013-07-11,96.7,97.88,91.208,97.892,98.3158,DOWN,0
2013-07-12,96.7,96.0,91.2336,97.252,98.3994,UP,1
2013-07-15,97.34,97.07,91.2632,96.69,98.4896,DOWN,0
2013-07-16,97.28,97.24,91.2937,96.974,98.579,UP,1
2013-07-17,98.53,97.57,91.3344,97.31,98.6786,DOWN,0
2013-07-18,97.42,98.48,91.3635,97.454,98.762,DOWN,0
2013-07-19,96.88,99.96,91.3855,97.49,98.817,UP,1
2013-07-22,97.43,96.66,91.4074,97.508,98.8982,UP,1
2013-07-23,98.21,97.5,91.4352,97.694,98.9752,DOWN,0
2013-07-24,97.78,98.22,91.4611,97.544,99.0306,UP,1
2013-07-25,98.03,97.72,91.4831,97.666,99.0858,UP,1
2013-07-26,98.35,97.44,91.5075,97.96,99.1248,DOWN,0
2013-07-29,98.03,97.92,91.5276,98.08,99.1318,DOWN,0
2013-07-30,97.42,98.32,91.5502,97.922,99.1008,DOWN,0
2013-07-31,96.74,97.55,91.5717,97.714,99.043,UP,1
2013-08-01,97.39,97.26,91.5922,97.586,98.9782,UP,1
2013-08-02,97.46,97.31,91.6158,97.408,98.9314,UP,1
2013-08-05,97.98,97.29,91.6378,97.398,98.8768,DOWN,0
2013-08-06,97.44,97.7,91.6601,97.402,98.8182,DOWN,0
2013-08-07,96.87,97.02,91.6934,97.428,98.7364,UP,1
2013-08-08,97.82,97.01,91.7385,97.514,98.6908,DOWN,0
2013-08-09,97.77,97.86,91.7942,97.576,98.6438,UP,1
2013-08-12,97.94,97.68,91.8513,97.568,98.6128,UP,1
2013-08-13,98.2,98.16,91.9164,97.72,98.5772,UP,1
2013-08-14,99.15,98.25,91.986,98.176,98.564,DOWN,0
2013-08-15,97.49,98.4,92.0454,98.11,98.5418,DOWN,0
2013-08-16,96.86,97.22,92.1049,97.928,98.5062,UP,1
2013-08-19,97.01,96.55,92.1663,97.742,98.449,DOWN,0
2013-08-20,96.61,97.0,92.2227,97.424,98.3654,DOWN,0
2013-08-21,96.52,96.61,92.2789,96.898,98.286,DOWN,0
2013-08-22,96.39,96.81,92.3293,96.678,98.2168,UP,1
2013-08-23,96.5,96.63,92.3792,96.606,98.1452,UP,1
2013-08-26,96.52,96.43,92.4373,96.508,98.0756,DOWN,0
2013-08-27,96.01,96.07,92.496,96.388,97.987,UP,1
2013-08-28,96.06,96.48,92.5541,96.296,97.8926,DOWN,0
2013-08-29,95.88,95.75,92.6117,96.194,97.81,DOWN,0
2013-08-30,95.72,95.86,92.6709,96.038,97.7446,UP,1
2013-09-03,96.04,96.14,92.7388,95.942,97.6762,UP,1
2013-09-04,97.0,95.98,92.8085,96.14,97.6354,UP,1
2013-09-05,97.75,97.06,92.8852,96.478,97.6052,UP,1
2013-09-06,98.17,97.75,92.9578,96.936,97.5796,UP,1
2013-09-09,98.5,98.1,93.0372,97.492,97.5338,UP,1
2013-09-10,100.06,99.05,93.1229,98.296,97.533,UP,1
2013-09-11,100.15,100.07,93.2049,98.926,97.5308,DOWN,0
2013-09-12,100.05,100.51,93.291,99.386,97.5474,UP,1
2013-09-13,100.7,100.5,93.38,99.892,97.5922,UP,1
2013-09-16,101.09,101.92,93.4684,100.41,97.616,UP,1
2013-09-17,101.39,100.99,93.5543,100.676,97.6408,DOWN,0
2013-09-18,100.51,101.25,93.6339,100.748,97.7338,DOWN,0
2013-09-19,99.76,100.42,93.7109,100.69,97.792,DOWN,0
2013-09-20,99.57,99.86,93.7873,100.464,97.8494,DOWN,0
2013-09-23,99.44,99.2,93.8624,100.134,97.9042,DOWN,0
2013-09-24,99.17,99.6,93.9347,99.69,97.9408,DOWN,0
2013-09-25,98.75,99.37,94.0034,99.338,97.9702,UP,1
2013-09-26,98.87,98.95,94.0741,99.16,97.977,DOWN,0
2013-09-27,98.63,98.75,94.1403,98.972,98.0012,UP,1
2013-09-30,99.14,98.29,94.2003,98.912,98.0464,DOWN,0
2013-10-01,98.95,99.23,94.2582,98.868,98.0768,UP,1
2013-10-02,99.83,98.85,94.3218,99.084,98.1092,DOWN,0
2013-10-03,99.8,99.53,94.385,99.27,98.1496,UP,1
2013-10-04,100.47,99.65,94.4468,99.638,98.1984,DOWN,0
2013-10-07,100.05,99.81,94.5077,99.82,98.2324,UP,1
2013-10-08,100.07,100.04,94.5713,100.044,98.2732,UP,1
2013-10-09,100.14,100.11,94.6384,100.106,98.3276,DOWN,0
2013-10-10,99.03,98.77,94.7009,99.952,98.3734,UP,1
2013-10-11,100.48,99.04,94.7701,99.954,98.4352,UP,1
2013-10-14,100.63,100.06,94.8396,100.07,98.4986,DOWN,0
2013-10-15,99.46,100.29,94.9075,99.948,98.5282,UP,1
2013-10-16,101.13,99.75,94.98,100.146,98.602,UP,1
2013-10-17,102.55,100.8,95.0549,100.85,98.7156,DOWN,0
2013-10-18,100.2,103.13,95.1174,100.794,98.7632,DOWN,0
2013-10-21,99.32,100.29,95.1746,100.532,98.7942,UP,1
2013-10-22,100.88,99.67,95.2407,100.816,98.853,UP,1
2013-10-23,101.44,100.66,95.314,100.878,98.9178,DOWN,0
2013-10-24,100.25,101.37,95.3796,100.418,98.9398,DOWN,0
2013-10-25,100.22,100.07,95.4437,100.422,98.9944,UP,1
2013-10-28,100.25,100.19,95.5129,100.608,99.0622,UP,1
2013-10-29,101.53,100.11,95.5866,100.738,99.1526,DOWN,0
2013-10-30,101.19,102.09,95.6575,100.688,99.2442,DOWN,0
2013-10-31,100.9,101.34,95.7245,100.818,99.3318,UP,1
2013-11-01,101.14,100.92,95.7888,101.002,99.4268,UP,1
2013-11-04,102.72,101.53,95.8598,101.496,99.5512,DOWN,0
2013-11-05,102.41,102.64,95.9203,101.672,99.669,UP,1
2013-11-06,103.16,102.36,95.9992,102.066,99.812,UP,1
2013-11-07,104.33,103.53,96.0809,102.752,99.9774,UP,1
2013-11-08,104.97,103.98,96.1624,103.518,100.1592,UP,1
2013-11-11,105.66,104.65,96.239,104.106,100.358,DOWN,0
2013-11-12,105.42,105.4,96.3153,104.708,100.5456,UP,1
2013-11-13,105.43,105.37,96.3938,105.162,100.7142,UP,1
2013-11-14,107.39,105.63,96.4833,105.774,100.907,DOWN,0
2013-11-15,106.33,107.23,96.5626,106.046,101.0702,DOWN,0
2013-11-18,104.72,106.32,96.637,105.858,101.1946,DOWN,0
2013-11-19,103.96,104.29,96.7069,105.566,101.2726,UP,1
2013-11-20,104.15,103.87,96.7726,105.31,101.3526,UP,1
2013-11-21,104.83,104.54,96.8386,104.798,101.4482,UP,1
2013-11-22,105.16,104.86,96.9132,104.564,101.5374,UP,1
2013-11-25,105.84,105.62,96.9921,104.788,101.6324,DOWN,0
2013-11-26,105.05,105.8,97.0703,105.006,101.7056,DOWN,0
2013-11-27,102.28,104.9,97.1332,104.632,101.741,DOWN,0
2013-11-29,101.85,102.11,97.1965,104.036,101.7828,DOWN,0
2013-12-02,100.1,101.58,97.2478,103.024,101.7934,DOWN,0
2013-12-03,100.0,100.08,97.2964,101.856,101.8046,DOWN,0
2013-12-04,99.18,99.36,97.3444,100.682,101.8048,UP,1
2013-12-05,99.24,99.16,97.395,100.074,101.8146,UP,1
2013-12-06,100.0,99.98,97.4501,99.704,101.8372,UP,1
2013-12-09,100.3,99.96,97.5096,99.744,101.8706,DOWN,0
2013-12-10,99.15,100.11,97.5629,99.574,101.8708,DOWN,0
2013-12-11,88.25,92.58,97.5591,97.388,101.6568,DOWN,0
2013-12-12,87.75,88.05,97.5549,95.09,101.4152,UP,1
2013-12-13,89.13,88.17,97.5553,92.916,101.2018,UP,1
2013-12-16,89.84,89.54,97.5571,90.824,100.9892,DOWN,0
2013-12-17,89.55,89.51,97.5538,88.904,100.7792,UP,1
2013-12-18,90.11,89.04,97.5582,89.276,100.58,DOWN,0
2013-12-19,89.61,90.0,97.5586,89.648,100.3694,UP,1
2013-12-20,90.0,89.9,97.5613,89.822,100.1888,UP,1
2013-12-23,90.84,90.05,97.5657,90.022,99.996,UP,1
2013-12-24,91.03,91.03,97.5721,90.318,99.804,DOWN,0
2013-12-26,90.7,91.2,97.5795,90.436,99.6288,UP,1
2013-12-27,90.97,91.37,97.5856,90.708,99.4256,UP,1
2013-12-30,91.12,90.86,97.5952,90.932,99.197,UP,1
2013-12-31,91.37,91.35,97.6102,91.038,99.0204,DOWN,0
2014-01-02,90.23,91.37,97.6198,90.878,98.8386,UP,1
2014-01-03,90.77,90.34,97.6328,90.892,98.6364,DOWN,0
2014-01-06,90.35,91.15,97.6454,90.768,98.4146,UP,1
2014-01-07,92.18,90.16,97.665,90.98,98.2532,DOWN,0
2014-01-08,91.71,92.29,97.6802,91.048,98.083,UP,1
2014-01-09,92.57,91.71,97.6973,91.516,97.9294,DOWN,0
2014-01-10,91.98,92.31,97.7114,91.758,97.7384,DOWN,0
2014-01-13,90.7,91.73,97.7139,91.828,97.5286,UP,1
2014-01-14,90.97,90.92,97.7156,91.586,97.33,UP,1
2014-01-15,91.08,91.35,97.7073,91.46,97.1288,UP,1
2014-01-16,91.5,91.08,97.7007,91.246,96.9044,UP,1
2014-01-17,91.8,91.58,97.6912,91.21,96.6922,DOWN,0
2014-01-21,91.27,91.8,97.6823,91.324,96.4544,UP,1
2014-01-22,91.86,91.69,97.6772,91.502,96.205,DOWN,0
2014-01-23,91.35,91.58,97.6679,91.556,95.9326,DOWN,0
2014-01-24,90.1,91.19,97.6514,91.276,95.6214,DOWN,0
2014-01-27,89.9,90.13,97.6255,90.896,95.311,UP,1
2014-01-28,90.3,89.81,97.6052,90.702,95.0084,DOWN,0
2014-01-29,89.24,89.86,97.5839,90.178,94.6454,DOWN,0
2014-01-30,89.06,90.01,97.5573,89.72,94.3,UP,1
2014-01-31,89.83,90.2,97.5364,89.666,94.0022,DOWN,0
2014-02-03,87.86,90.0,97.5101,89.258,93.6802,UP,1
2014-02-04,88.96,88.04,97.4856,88.99,93.3764,DOWN,0
2014-02-05,88.73,88.26,97.4605,88.888,93.0544,UP,1
2014-02-06,90.32,88.73,97.4444,89.14,92.7576,DOWN,0
2014-02-07,89.15,88.0,97.4209,89.004,92.4238,UP,1
2014-02-10,91.35,90.56,97.4087,89.702,92.1498,UP,1
2014-02-11,91.62,91.15,97.3984,90.234,91.9366,DOWN,0
2014-02-12,90.98,91.95,97.3857,90.684,91.7192,UP,1
2014-02-13,91.81,90.33,97.378,90.982,91.5534,UP,1
2014-02-14,91.94,91.73,97.3751,91.54,91.3922,UP,1
2014-02-18,92.35,91.81,97.3727,91.74,91.2556,DOWN,0
2014-02-19,92.09,92.2,97.3691,91.834,91.1126,UP,1
2014-02-20,92.69,92.2,97.3648,92.176,90.9664,UP,1
2014-02-21,93.56,92.73,97.3663,92.526,90.8316,UP,1
2014-02-24,93.76,93.76,97.3645,92.89,90.7238,DOWN,0
2014-02-25,93.13,93.65,97.3633,93.046,90.8214,DOWN,0
2014-02-26,93.05,93.07,97.3567,93.238,90.9274,UP,1
2014-02-27,93.09,92.32,97.3471,93.318,91.0066,UP,1
2014-02-28,93.54,93.43,97.3385,93.314,91.0806,DOWN,0
2014-03-03,92.68,93.08,97.3199,93.098,91.1432,UP,1
2014-03-04,93.06,93.8,97.2968,93.084,91.2022,UP,1
2014-03-05,93.56,93.1,97.2697,93.186,91.2812,UP,1
2014-03-06,94.05,93.86,97.2418,93.378,91.3622,UP,1
2014-03-07,95.32,94.49,97.2153,93.734,91.4518,DOWN,0
2014-03-10,93.61,94.66,97.1843,93.92,91.5034,UP,1
2014-03-11,95.27,93.94,97.1571,94.362,91.5948,UP,1
2014-03-12,95.97,95.01,97.1351,94.844,91.6948,DOWN,0
2014-03-13,95.87,96.15,97.1097,95.208,91.7898,DOWN,0
2014-03-14,95.63,95.59,97.0873,95.27,91.875,UP,1
2014-03-17,95.94,95.78,97.0664,95.736,91.9892,UP,1
2014-03-18,98.0,95.93,97.059,96.282,92.1338,UP,1
2014-03-19,98.25,98.01,97.0503,96.738,92.2918,DOWN,0
2014-03-20,96.91,97.94,97.0358,96.946,92.3864,UP,1
2014-03-21,97.03,97.78,97.028,97.226,92.4928,DOWN,0
2014-03-24,94.85,97.0,97.009,97.008,92.5384,DOWN,0
2014-03-25,94.71,94.97,96.9832,96.35,92.593,UP,1
2014-03-26,98.64,97.74,96.9725,96.428,92.7518,DOWN,0
2014-03-27,97.87,98.81,96.9594,96.62,92.8898,UP,1
2014-03-28,98.04,98.36,96.9503,96.822,93.029,UP,1
2014-03-31,98.21,98.44,96.941,97.494,93.1632,UP,1
2014-04-01,102.27,100.16,96.9523,99.006,93.3726,DOWN,0
2014-04-02,102.14,102.78,96.9608,99.706,93.59,UP,1
2014-04-03,102.49,102.58,96.9694,100.63,93.8026,DOWN,0
2014-04-04,101.48,102.82,96.9767,101.318,94.0052,DOWN,0
2014-04-07,99.34,101.51,96.9785,101.544,94.19,UP,1
2014-04-08,100.51,99.73,96.9837,101.192,94.4022,UP,1
2014-04-09,100.89,100.63,96.993,100.942,94.614,DOWN,0
2014-04-10,99.65,100.67,96.9949,100.374,94.8222,DOWN,0
2014-04-11,99.45,98.44,96.9949,99.968,95.03,UP,1
2014-04-14,100.75,100.15,96.9947,100.25,95.2484,UP,1
2014-04-15,101.56,101.03,97.002,100.46,95.5224,UP,1
2014-04-16,101.95,102.02,97.0105,100.672,95.7822,DOWN,0
2014-04-17,101.31,101.58,97.0209,101.004,96.0338,DOWN,0
2014-04-21,101.05,101.13,97.0339,101.324,96.2484,DOWN,0
2014-04-22,100.38,101.02,97.0363,101.25,96.473,DOWN,0
2014-04-23,99.85,99.89,97.0348,100.908,96.643,UP,1
2014-04-24,100.42,100.58,97.0576,100.602,96.819,DOWN,0
2014-04-25,99.49,100.0,97.0708,100.238,96.9892,DOWN,0
2014-04-28,99.19,97.56,97.0832,99.866,97.1368,DOWN,0
2014-04-29,98.78,99.26,97.0936,99.546,97.2736,DOWN,0
2014-04-30,98.7,98.39,97.1004,99.316,97.4006,UP,1
2014-05-01,99.12,98.64,97.1096,99.056,97.5412,DOWN,0
2014-05-02,98.23,99.0,97.1081,98.804,97.652,UP,1
2014-05-05,98.25,97.64,97.1123,98.616,97.7458,DOWN,0
2014-05-06,98.21,98.01,97.1189,98.502,97.8348,UP,1
2014-05-07,98.72,98.45,97.1254,98.506,97.9466,UP,1
2014-05-08,98.96,98.8,97.1291,98.474,98.0648,UP,1
2014-05-09,100.18,98.87,97.1411,98.864,98.2066,DOWN,0
2014-05-12,99.89,100.24,97.1504,99.192,98.3336,DOWN,0
2014-05-13,99.76,100.01,97.1575,99.502,98.4752,DOWN,0
2014-05-14,99.58,99.78,97.1652,99.674,98.6056,DOWN,0
2014-05-15,99.4,99.3,97.1751,99.762,98.7224,DOWN,0
2014-05-16,99.34,99.47,97.1881,99.594,98.8282,UP,1
2014-05-19,99.88,99.09,97.2006,99.592,98.9194,DOWN,0
2014-05-20,99.54,99.67,97.211,99.548,99.038,UP,1
2014-05-21,100.29,99.67,97.2225,99.69,99.1384,DOWN,0
2014-05-22,100.29,100.26,97.2368,99.868,99.2248,UP,1
2014-05-23,100.75,100.44,97.2562,100.15,99.3224,UP,1
2014-05-27,100.89,100.8,97.2715,100.352,99.4276,DOWN,0
2014-05-28,100.62,101.0,97.2858,100.568,99.5212,UP,1
2014-05-29,102.9,100.97,97.3106,101.09,99.6192,DOWN,0
2014-05-30,102.58,102.69,97.3325,101.548,99.7058,DOWN,0
2014-06-02,102.09,102.72,97.3472,101.816,99.8094,UP,1
2014-06-03,102.54,101.97,97.3724,102.146,99.9196,UP,1
2014-06-04,104.36,102.31,97.41,102.894,100.1098,UP,1
2014-06-05,104.67,104.21,97.4482,103.248,100.309,DOWN,0
2014-06-06,103.44,104.8,97.4824,103.42,100.405,DOWN,0
2014-06-09,103.02,103.49,97.5149,103.606,100.508,DOWN,0
2014-06-10,102.73,102.95,97.5466,103.644,100.6018,DOWN,0
2014-06-11,102.05,102.39,97.5743,103.182,100.6786,DOWN,0
2014-06-12,101.79,101.65,97.6007,102.606,100.669,DOWN,0
2014-06-13,101.77,101.67,97.6295,102.272,100.6616,DOWN,0
2014-06-16,100.8,101.57,97.6532,101.828,100.6278,DOWN,0
2014-06-17,99.99,101.02,97.6737,101.28,100.598,UP,1
2014-06-18,100.33,100.12,97.6968,100.936,100.6178,UP,1
2014-06-19,100.91,100.7,97.7211,100.76,100.6258,UP,1
2014-06-20,102.22,101.03,97.7472,100.85,100.6524,UP,1
2014-06-23,102.53,102.54,97.7711,101.196,100.71,DOWN,0
2014-06-24,102.2,102.45,97.7913,101.638,100.765,DOWN,0
2014-06-25,101.19,102.15,97.8047,101.81,100.7738,DOWN,0
2014-06-26,100.38,101.15,97.8063,101.704,100.7502,UP,1
2014-06-27,101.72,99.89,97.8142,101.604,100.7456,UP,1
2014-06-30,102.4,101.5,97.8259,101.578,100.7674,UP,1
2014-07-01,104.53,103.15,97.8451,102.044,100.837,UP,1
2014-07-02,105.31,104.53,97.8662,102.868,100.9356,UP,1
2014-07-03,105.92,105.29,97.8888,103.976,101.057,DOWN,0
2014-07-07,104.92,105.23,97.9109,104.616,101.147,DOWN,0
2014-07-08,103.89,104.81,97.9315,104.914,101.235,UP,1
2014-07-09,104.45,103.87,97.9559,104.898,101.3402,DOWN,0
2014-07-10,103.97,103.59,97.9786,104.63,101.444,UP,1
2014-07-11,104.59,103.87,98.0057,104.364,101.5618,UP,1
2014-07-14,105.1,105.29,98.0375,104.4,101.6814,UP,1
2014-07-15,105.14,105.36,98.0688,104.65,101.8196,UP,1
2014-07-16,106.42,105.91,98.1078,105.044,101.983,DOWN,0
2014-07-17,105.42,106.8,98.1391,105.334,102.1272,DOWN,0
2014-07-18,103.49,105.0,98.1619,105.114,102.2226,UP,1
2014-07-21,104.9,103.85,98.1872,105.074,102.3414,UP,1
2014-07-22,105.6,105.27,98.2162,105.166,102.4498,UP,1
2014-07-23,105.63,105.52,98.242,105.008,102.5646,UP,1
2014-07-24,106.1,105.85,98.2722,105.144,102.6914,DOWN,0
2014-07-25,106.06,106.07,98.3022,105.658,102.821,DOWN,0
2014-07-28,105.72,105.82,98.3301,105.822,102.9474,DOWN,0
2014-07-29,105.38,105.7,98.3619,105.778,103.0682,UP,1
2014-07-30,105.87,105.81,98.3888,105.826,103.188,DOWN,0
2014-07-31,103.69,105.52,98.4041,105.344,103.271,DOWN,0
2014-08-01,103.22,103.33,98.4229,104.776,103.3296,UP,1
2014-08-04,104.11,103.21,98.4378,104.454,103.406,DOWN,0
2014-08-05,102.93,104.06,98.4397,103.964,103.4496,UP,1
2014-08-06,102.95,102.55,98.4535,103.38,103.4908,DOWN,0
2014-08-07,102.01,103.06,98.4669,103.044,103.5186,UP,1
2014-08-08,103.14,101.97,98.4782,103.028,103.5234,DOWN,0
2014-08-11,102.85,103.22,98.4852,102.776,103.5288,DOWN,0
2014-08-12,102.83,102.88,98.4982,102.756,103.5436,UP,1
2014-08-13,103.66,103.2,98.5154,102.898,103.566,UP,1
2014-08-14,104.95,103.74,98.5389,103.486,103.5778,DOWN,0
2014-08-15,103.95,105.19,98.551,103.648,103.5634,UP,1
2014-08-18,105.35,104.42,98.5718,104.148,103.6016,UP,1
2014-08-19,105.8,105.26,98.5963,104.742,103.6572,UP,1
2014-08-20,106.15,105.4,98.6213,105.24,103.7256,UP,1
2014-08-21,106.82,106.2,98.6418,105.614,103.821,DOWN,0
2014-08-22,106.22,106.62,98.6609,106.068,103.9096,UP,1
2014-08-25,106.93,106.5,98.6797,106.384,104.0128,DOWN,0
2014-08-26,106.43,107.0,98.6902,106.51,104.1254,DOWN,0
2014-08-27,105.77,106.68,98.6942,106.434,104.241,DOWN,0
2014-08-28,105.39,105.69,98.6928,106.148,104.3422,UP,1
2014-08-29,107.23,105.3,98.7019,106.35,104.4686,DOWN,0
2014-09-02,106.55,107.25,98.7075,106.274,104.5552,UP,1
2014-09-03,108.12,106.83,98.7112,106.612,104.667,DOWN,0
2014-09-04,107.98,108.12,98.7194,107.054,104.7826,DOWN,0
2014-09-05,107.98,107.8,98.7357,107.572,104.9184,UP,1
2014-09-08,108.13,107.98,98.7565,107.752,105.0734,UP,1
2014-09-09,108.25,108.22,98.777,108.092,105.204,DOWN,0
2014-09-10,107.16,108.36,98.7887,107.9,105.2992,UP,1
2014-09-11,107.27,106.74,98.7992,107.758,105.354,DOWN,0
2014-09-12,106.35,107.02,98.8018,107.432,105.3748,DOWN,0
2014-09-15,105.86,106.63,98.8058,106.978,105.3736,UP,1
2014-09-16,107.01,106.06,98.8295,106.73,105.4154,DOWN,0
2014-09-17,106.12,106.87,98.8508,106.522,105.46,DOWN,0
2014-09-18,106.06,106.15,98.8806,106.28,105.4922,UP,1
2014-09-19,106.12,106.58,98.9112,106.234,105.5352,DOWN,0
2014-09-22,104.5,105.92,98.9378,105.962,105.5334,DOWN,0
2014-09-23,102.96,104.33,98.9564,105.152,105.4906,UP,1
2014-09-24,103.88,102.75,98.9758,104.704,105.4654,DOWN,0
2014-09-25,102.03,103.71,98.9845,103.898,105.3776,UP,1
2014-09-26,102.81,102.28,99.0028,103.236,105.3254,UP,1
2014-09-29,103.14,101.84,99.0772,102.964,105.3184,DOWN,0
2014-09-30,101.75,103.01,99.1472,102.722,105.2554,DOWN,0
2014-10-01,101.18,101.88,99.2075,102.182,105.167,UP,1
2014-10-02,102.16,101.18,99.2691,102.208,105.0976,UP,1
2014-10-03,102.52,102.77,99.3339,102.15,105.026,DOWN,0
2014-10-06,101.4,103.01,99.3904,101.802,104.9328,DOWN,0
2014-10-07,98.96,101.01,99.4371,101.244,104.7976,UP,1
2014-10-08,100.76,99.12,99.4909,101.16,104.7052,DOWN,0
2014-10-09,98.44,100.87,99.5289,100.416,104.5566,UP,1
2014-10-10,99.05,98.71,99.569,99.722,104.4638,DOWN,0
2014-10-13,98.78,98.78,99.6094,99.198,104.375,DOWN,0
2014-10-14,97.81,99.0,99.6436,98.968,104.249,UP,1
2014-10-15,98.27,97.92,99.6794,98.47,104.1558,DOWN,0
2014-10-16,98.01,96.51,99.7126,98.384,104.057,UP,1
2014-10-17,98.67,98.62,99.7548,98.308,103.9902,UP,1
2014-10-20,98.94,98.27,99.7956,98.34,103.9062,UP,1
2014-10-21,101.3,99.41,99.8504,99.038,103.8752,DOWN,0
2014-10-22,101.07,101.23,99.8948,99.598,103.84,UP,1
2014-10-23,102.68,101.64,99.9497,100.532,103.8204,UP,1
2014-10-24,103.73,103.12,100.0055,101.544,103.796,DOWN,0
2014-10-27,103.14,103.71,100.0613,102.384,103.7798,UP,1
2014-10-28,107.51,104.03,100.1453,103.626,103.823,DOWN,0
2014-10-29,106.7,107.87,100.224,104.752,103.841,UP,1
2014-10-30,107.39,106.7,100.3055,105.694,103.8658,UP,1
2014-10-31,109.29,109.31,100.3945,106.806,103.9152,DOWN,0
2014-11-03,101.23,104.79,100.4416,106.424,103.8154,UP,1
2014-11-04,102.38,101.06,100.4972,105.398,103.7244,DOWN,0
2014-11-05,102.21,102.55,100.5489,104.5,103.64,UP,1
2014-11-06,102.93,102.21,100.6068,103.608,103.5832,DOWN,0
2014-11-07,100.52,102.74,100.6589,101.854,103.4858,UP,1
2014-11-10,100.98,100.93,100.7143,101.804,103.3608,DOWN,0
2014-11-11,100.09,101.0,100.7633,101.346,103.2316,UP,1
2014-11-12,100.7,99.6,100.8206,101.044,103.0832,DOWN,0
2014-11-13,99.56,99.69,100.8731,100.37,102.9148,DOWN,0
2014-11-14,98.84,99.72,100.9181,100.034,102.732,UP,1
2014-11-17,100.08,98.82,100.9792,99.854,102.571,UP,1
2014-11-18,101.18,100.43,101.0403,100.072,102.4296,DOWN,0
2014-11-19,100.95,101.31,101.1014,100.122,102.3054,DOWN,0
2014-11-20,100.64,100.7,101.153,100.338,102.1728,DOWN,0
2014-11-21,100.46,101.85,101.2096,100.662,102.055,UP,1
2014-11-24,101.66,100.74,101.2611,100.978,101.971,DOWN,0
2014-11-25,100.53,101.43,101.3057,100.848,101.8414,UP,1
2014-11-26,102.15,100.43,101.3615,101.088,101.762,UP,1
2014-11-28,104.64,102.49,101.4257,101.888,101.7336,DOWN,0
2014-12-01,104.04,104.64,101.4862,102.604,101.692,UP,1
2014-12-02,104.85,104.6,101.5487,103.242,101.699,UP,1
2014-12-03,105.77,104.93,101.6171,104.29,101.7552,DOWN,0
2014-12-04,104.79,105.77,101.6776,104.818,101.7734,UP,1
2014-12-05,106.14,105.09,101.7405,105.118,101.8556,DOWN,0
2014-12-08,105.32,106.15,101.7983,105.374,101.9058,DOWN,0
2014-12-09,104.79,104.29,101.8566,105.362,101.9388,DOWN,0
2014-12-10,103.8,104.36,101.9103,104.968,101.9798,UP,1
2014-12-11,104.0,104.58,101.9649,104.81,102.0362,DOWN,0
2014-12-12,101.92,103.26,102.0068,103.966,102.0314,DOWN,0
2014-12-15,101.36,102.24,102.0502,103.174,102.0082,UP,1
2014-12-16,101.9,101.39,102.0944,102.596,102.0182,UP,1
2014-12-17,103.56,101.2,102.1444,102.548,102.1102,UP,1
2014-12-18,106.44,103.71,102.2063,103.036,102.2238,DOWN,0
2014-12-19,105.8,106.62,102.2587,103.812,102.371,UP,1
2014-12-22,107.14,105.8,102.3264,104.968,102.5328,DOWN,0
2014-12-23,107.13,107.56,102.3857,106.014,102.6998,UP,1
2014-12-24,107.69,107.24,102.4443,106.84,102.8974,UP,1
2014-12-26,108.25,108.0,102.5062,107.202,103.097,UP,1
2014-12-29,108.4,107.94,102.57,107.722,103.3048,UP,1
2014-12-30,109.58,108.14,102.6382,108.21,103.523,DOWN,0
2014-12-31,107.9,109.57,102.6877,108.364,103.7022,UP,1
2015-01-02,111.42,109.69,102.7536,109.11,103.9046,UP,1
2015-01-05,112.39,112.4,102.831,109.938,104.131,DOWN,0
2015-01-06,110.6,112.33,102.8988,110.378,104.2894,UP,1
2015-01-07,112.54,110.91,102.9873,110.97,104.4656,UP,1
2015-01-08,115.57,114.58,103.0916,112.504,104.7142,UP,1
2015-01-09,116.0,115.55,103.1784,113.42,104.884,DOWN,0
2015-01-12,115.84,117.13,103.2682,114.11,105.0668,UP,1
2015-01-13,115.86,116.87,103.3573,115.162,105.2362,DOWN,0
2015-01-14,114.75,114.53,103.44,115.604,105.3454,UP,1
2015-01-15,114.92,115.11,103.5033,115.474,105.6192,UP,1
2015-01-16,117.04,115.0,103.5778,115.682,105.9124,UP,1
2015-01-20,117.23,117.92,103.6515,115.96,106.2128,DOWN,0
2015-01-21,115.99,117.1,103.724,115.986,106.474,UP,1
2015-01-22,118.87,116.39,103.8217,116.81,106.841,DOWN,0
