ticker,LH US Equity,LH US Equity,LH US Equity,LH US Equity,LH US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-06-28,61.11,61.3,55.1462,61.372,59.4086,UP,1
2006-06-29,61.8,61.34,55.2124,61.372,59.5084,UP,1
2006-06-30,62.23,61.9,55.2803,61.56,59.5762,DOWN,0
2006-07-03,62.19,62.25,55.3492,61.712,59.65,DOWN,0
2006-07-05,62.0,62.04,55.4191,61.866,59.7188,UP,1
2006-07-06,62.48,61.95,55.493,62.14,59.7938,DOWN,0
2006-07-07,62.06,62.35,55.5653,62.192,59.871,UP,1
2006-07-10,62.3,62.2,55.6382,62.206,59.969,UP,1
2006-07-11,62.79,62.2,55.7132,62.326,60.0828,UP,1
2006-07-12,62.97,62.84,55.7877,62.52,60.2096,DOWN,0
2006-07-13,62.13,63.0,55.8574,62.45,60.3088,UP,1
2006-07-14,62.21,62.31,55.9281,62.48,60.4158,DOWN,0
2006-07-17,62.02,62.0,55.998,62.424,60.5096,DOWN,0
2006-07-18,61.94,62.15,56.0641,62.254,60.5936,UP,1
2006-07-19,62.54,62.16,56.1332,62.168,60.6866,DOWN,0
2006-07-20,62.52,62.51,56.2025,62.246,60.7678,DOWN,0
2006-07-21,62.15,62.55,56.2713,62.234,60.8418,UP,1
2006-07-24,63.1,62.25,56.3468,62.45,60.935,UP,1
2006-07-25,64.4,64.5,56.4277,62.942,61.0526,DOWN,0
2006-07-26,64.17,64.6,56.506,63.268,61.1578,DOWN,0
2006-07-27,63.33,64.4,56.5799,63.43,61.237,UP,1
2006-07-28,64.07,63.33,56.6588,63.814,61.323,UP,1
2006-07-31,64.42,64.07,56.7411,64.078,61.421,DOWN,0
2006-08-01,64.03,64.37,56.8225,64.004,61.5158,UP,1
2006-08-02,64.8,64.03,56.9054,64.13,61.6202,UP,1
2006-08-03,65.46,65.0,56.9904,64.556,61.756,UP,1
2006-08-04,65.69,65.44,57.0719,64.88,61.8986,UP,1
2006-08-07,66.08,65.85,57.1531,65.212,62.0374,DOWN,0
2006-08-08,65.85,65.88,57.2335,65.576,62.1738,DOWN,0
2006-08-09,65.36,65.86,57.3137,65.688,62.3038,UP,1
2006-08-10,66.58,65.36,57.4014,65.912,62.4482,DOWN,0
2006-08-11,66.37,66.5,57.4897,66.048,62.5778,UP,1
2006-08-14,66.85,66.12,57.5787,66.202,62.7162,UP,1
2006-08-15,67.5,67.25,57.6751,66.532,62.8808,UP,1
2006-08-16,67.56,67.7,57.7728,66.972,63.0368,UP,1
2006-08-17,67.78,67.31,57.8705,67.212,63.1882,UP,1
2006-08-18,68.06,67.7,57.9697,67.55,63.3234,UP,1
2006-08-21,68.79,68.93,58.0742,67.938,63.482,UP,1
2006-08-22,68.84,68.95,58.1772,68.206,63.6564,DOWN,0
2006-08-23,68.22,68.9,58.2778,68.338,63.813,DOWN,0
2006-08-24,68.1,68.3,58.3766,68.402,63.9452,UP,1
2006-08-25,68.43,68.05,58.4761,68.476,64.0842,UP,1
2006-08-28,68.5,68.25,58.5743,68.418,64.2284,DOWN,0
2006-08-29,68.5,68.5,58.6676,68.35,64.372,DOWN,0
2006-08-30,68.33,68.6,58.7644,68.372,64.5032,UP,1
2006-08-31,68.42,68.2,58.8588,68.436,64.6156,DOWN,0
2006-09-01,68.15,68.41,58.9468,68.38,64.7426,DOWN,0
2006-09-05,68.02,68.15,59.0359,68.284,64.8772,DOWN,0
2006-09-06,67.76,67.8,59.1227,68.136,65.0038,DOWN,0
2006-09-07,66.86,67.51,59.2035,67.842,65.1164,UP,1
2006-09-08,67.01,66.91,59.282,67.56,65.2344,UP,1
2006-09-11,67.21,68.6,59.3616,67.372,65.3426,UP,1
2006-09-12,67.77,67.35,59.4443,67.322,65.4534,UP,1
2006-09-13,67.99,67.9,59.5275,67.368,65.5694,DOWN,0
2006-09-14,67.33,67.91,59.6057,67.462,65.676,DOWN,0
2006-09-15,66.82,67.48,59.6797,67.424,65.7628,DOWN,0
2006-09-18,66.44,66.92,59.7525,67.27,65.8504,UP,1
2006-09-19,67.54,66.69,59.8284,67.224,65.9552,UP,1
2006-09-20,67.69,67.79,59.9098,67.164,66.0532,DOWN,0
2006-09-21,67.0,67.69,59.9876,67.098,66.1338,DOWN,0
2006-09-22,66.84,66.94,60.065,67.102,66.228,DOWN,0
2006-09-25,66.32,67.04,60.1364,67.078,66.3102,UP,1
2006-09-26,67.02,66.32,60.1998,66.974,66.4102,DOWN,0
2006-09-27,66.64,66.94,60.2601,66.764,66.5042,UP,1
2006-09-28,66.81,66.65,60.3224,66.726,66.5896,DOWN,0
2006-09-29,65.57,66.81,60.3782,66.472,66.6506,DOWN,0
2006-10-02,65.21,65.57,60.4318,66.25,66.7118,UP,1
2006-10-03,66.57,72.2,60.4925,66.16,66.7812,UP,1
2006-10-04,67.78,66.98,60.5587,66.388,66.8488,DOWN,0
2006-10-05,67.78,67.71,60.6274,66.582,66.921,DOWN,0
2006-10-06,66.69,67.78,60.6892,66.806,66.9882,DOWN,0
2006-10-09,65.76,66.79,60.7473,66.916,67.022,DOWN,0
2006-10-10,65.49,65.75,60.8053,66.7,67.0434,UP,1
2006-10-11,66.91,65.49,60.8678,66.526,67.101,DOWN,0
2006-10-12,66.67,67.1,60.9302,66.304,67.1384,DOWN,0
2006-10-13,66.15,66.39,60.9895,66.196,67.1522,UP,1
2006-10-16,66.71,66.25,61.0536,66.386,67.1726,DOWN,0
2006-10-17,66.43,66.71,61.1165,66.574,67.1796,UP,1
2006-10-18,66.73,66.68,61.1818,66.538,67.1972,UP,1
2006-10-19,66.85,66.55,61.2423,66.574,67.227,UP,1
2006-10-20,68.1,67.8,61.3084,66.964,67.2574,UP,1
2006-10-23,68.34,68.25,61.3751,67.29,67.2968,UP,1
2006-10-24,68.87,68.6,61.4445,67.778,67.3372,DOWN,0
2006-10-25,68.73,69.0,61.5112,68.178,67.3618,DOWN,0
2006-10-26,68.34,68.71,61.5676,68.476,67.3774,DOWN,0
2006-10-27,68.15,68.19,61.6224,68.486,67.3848,DOWN,0
2006-10-30,68.0,68.3,61.6777,68.418,67.3836,UP,1
2006-10-31,68.49,68.1,61.7359,68.342,67.3776,DOWN,0
2006-11-01,67.3,68.49,61.7876,68.056,67.3468,UP,1
2006-11-02,67.71,67.35,61.8392,67.93,67.3366,DOWN,0
2006-11-03,66.96,67.74,61.8904,67.692,67.3138,UP,1
2006-11-06,67.44,67.26,61.9456,67.58,67.294,UP,1
2006-11-07,68.46,68.0,62.0027,67.574,67.2932,DOWN,0
2006-11-08,68.14,68.32,62.0593,67.742,67.286,DOWN,0
2006-11-09,67.57,68.46,62.111,67.714,67.2708,UP,1
2006-11-10,67.87,67.74,62.1592,67.896,67.2598,UP,1
2006-11-13,68.01,68.05,62.2087,68.01,67.257,UP,1
2006-11-14,68.31,68.11,62.257,67.98,67.2628,UP,1
2006-11-15,69.15,68.38,62.3141,68.182,67.2906,UP,1
2006-11-16,69.89,69.17,62.3785,68.646,67.3512,DOWN,0
2006-11-17,69.6,69.75,62.4423,68.992,67.403,DOWN,0
2006-11-20,68.88,69.5,62.5097,69.166,67.4364,DOWN,0
2006-11-21,68.69,69.04,62.5734,69.242,67.4548,UP,1
2006-11-22,69.26,68.9,62.6384,69.264,67.4802,DOWN,0
2006-11-24,69.2,69.21,62.7018,69.126,67.5176,UP,1
2006-11-27,69.61,69.45,62.7681,69.128,67.5734,DOWN,0
2006-11-28,69.2,69.45,62.8314,69.192,67.6286,UP,1
2006-11-29,69.99,69.21,62.8946,69.452,67.6776,UP,1
2006-11-30,70.8,70.24,62.9597,69.76,67.7398,UP,1
2006-12-01,70.84,70.9,63.0226,70.088,67.8166,UP,1
2006-12-04,71.48,71.09,63.0862,70.462,67.9094,UP,1
2006-12-05,71.7,71.7,63.1557,70.962,68.017,UP,1
2006-12-06,72.19,71.63,63.2238,71.402,68.1204,UP,1
2006-12-07,72.45,72.15,63.2947,71.732,68.2366,DOWN,0
2006-12-08,72.05,72.46,63.3634,71.974,68.3414,UP,1
2006-12-11,72.38,72.05,63.4343,72.154,68.4776,DOWN,0
2006-12-12,72.0,72.0,63.5037,72.214,68.6134,DOWN,0
2006-12-13,71.92,72.4,63.5733,72.16,68.7204,UP,1
2006-12-14,72.02,71.98,63.6397,72.074,68.8052,DOWN,0
2006-12-15,71.89,72.03,63.7072,72.042,68.8874,UP,1
2006-12-18,72.49,72.1,63.7837,72.064,69.0034,UP,1
2006-12-19,73.04,72.6,63.8647,72.272,69.149,UP,1
2006-12-20,73.46,73.24,63.9449,72.58,69.3084,UP,1
2006-12-21,73.47,73.47,64.0271,72.87,69.4396,UP,1
2006-12-22,73.94,74.2,64.1102,73.28,69.585,DOWN,0
2006-12-26,73.43,73.89,64.1929,73.468,69.7306,UP,1
2006-12-27,73.89,73.63,64.276,73.638,69.8742,UP,1
2006-12-28,73.9,73.88,64.3565,73.726,70.0236,DOWN,0
2006-12-29,73.47,73.8,64.4361,73.726,70.1584,DOWN,0
2007-01-03,73.1,73.3,64.5108,73.558,70.2834,UP,1
2007-01-04,73.75,73.12,64.5875,73.622,70.3964,DOWN,0
2007-01-05,73.49,73.5,64.663,73.542,70.4994,UP,1
2007-01-08,74.7,73.55,64.742,73.702,70.616,DOWN,0
2007-01-09,73.47,74.7,64.8145,73.702,70.7108,DOWN,0
2007-01-10,73.34,73.28,64.8846,73.75,70.8108,DOWN,0
2007-01-11,73.26,73.29,64.9544,73.652,70.913,DOWN,0
2007-01-12,73.0,73.26,65.0224,73.554,71.013,DOWN,0
2007-01-16,72.7,73.25,65.0902,73.154,71.0972,UP,1
2007-01-17,72.83,72.7,65.1604,73.026,71.2078,UP,1
2007-01-18,73.06,73.08,65.2333,72.97,71.3148,UP,1
2007-01-19,73.08,73.21,65.3084,72.934,71.4372,UP,1
2007-01-22,73.24,73.2,65.3852,72.982,71.5532,DOWN,0
2007-01-23,72.89,73.07,65.4585,73.02,71.6418,UP,1
2007-01-24,73.13,72.82,65.5355,73.08,71.7416,DOWN,0
2007-01-25,72.07,73.12,65.6086,72.882,71.8316,DOWN,0
2007-01-26,71.46,72.28,65.6802,72.558,71.9034,UP,1
2007-01-29,72.19,71.46,65.7567,72.348,71.987,UP,1
2007-01-30,72.94,72.21,65.8371,72.358,72.0796,UP,1
2007-01-31,73.44,72.84,65.9202,72.42,72.1654,DOWN,0
2007-02-01,73.41,73.45,66.0053,72.688,72.2358,UP,1
2007-02-02,73.53,73.41,66.0901,73.102,72.3144,DOWN,0
2007-02-05,72.82,73.29,66.1701,73.228,72.3932,UP,1
2007-02-06,73.27,72.97,66.2423,73.294,72.4848,UP,1
2007-02-07,73.59,73.4,66.3177,73.324,72.5714,UP,1
2007-02-08,74.07,73.69,66.3953,73.456,72.6688,DOWN,0
2007-02-09,73.84,74.25,66.4708,73.518,72.7534,UP,1
2007-02-12,73.85,74.09,66.5491,73.724,72.8464,UP,1
2007-02-13,74.23,74.05,66.6332,73.916,72.9312,UP,1
2007-02-14,74.44,74.25,66.7199,74.086,73.004,UP,1
2007-02-15,80.0,78.0,66.8368,75.272,73.1872,UP,1
2007-02-16,80.37,80.0,66.9528,76.578,73.365,DOWN,0
2007-02-20,80.26,80.01,67.0698,77.86,73.5362,DOWN,0
2007-02-21,80.06,79.94,67.1834,79.026,73.6936,UP,1
2007-02-22,80.25,80.22,67.296,80.188,73.8496,UP,1
2007-02-23,80.38,80.0,67.4084,80.264,74.0162,DOWN,0
2007-02-26,80.04,80.37,67.5163,80.198,74.1694,DOWN,0
2007-02-27,79.0,80.0,67.6191,79.946,74.3094,UP,1
2007-02-28,79.68,79.01,67.7253,79.87,74.4646,DOWN,0
2007-03-01,70.17,74.1,67.7835,77.854,74.4276,DOWN,0
2007-03-02,68.36,69.7,67.8308,75.45,74.357,DOWN,0
2007-03-05,66.95,66.06,67.8687,72.832,74.2462,UP,1
2007-03-06,67.1,66.4,67.9053,70.452,74.1274,UP,1
2007-03-07,67.46,67.19,67.945,68.008,74.0074,UP,1
2007-03-08,68.48,67.86,67.991,67.67,73.9076,UP,1
2007-03-09,68.75,69.0,68.0368,67.748,73.8038,UP,1
2007-03-12,69.6,68.75,68.0915,68.278,73.7272,UP,1
2007-03-13,70.35,69.98,68.1504,68.928,73.6564,DOWN,0
2007-03-14,70.25,70.75,68.206,69.486,73.5834,UP,1
2007-03-15,71.42,70.25,68.2679,70.074,73.5424,DOWN,0
2007-03-16,70.86,71.48,68.3279,70.496,73.4976,UP,1
2007-03-19,71.3,70.5,68.3876,70.836,73.4486,DOWN,0
2007-03-20,71.19,71.42,68.4441,71.004,73.4026,UP,1
2007-03-21,71.75,71.25,68.5032,71.304,73.3436,DOWN,0
2007-03-22,71.73,71.9,68.5655,71.366,73.3088,UP,1
2007-03-23,71.83,71.73,68.6259,71.56,73.2786,UP,1
2007-03-26,72.55,71.99,68.6876,71.81,73.2644,DOWN,0
2007-03-27,72.13,72.35,68.7417,71.998,73.247,DOWN,0
2007-03-28,72.04,72.22,68.7976,72.056,73.2338,UP,1
2007-03-29,72.79,72.64,68.861,72.268,73.233,DOWN,0
2007-03-30,72.63,72.9,68.9222,72.428,73.2244,DOWN,0
2007-04-02,72.33,72.62,68.9764,72.384,73.2094,UP,1
2007-04-03,72.86,72.38,69.0333,72.53,73.2018,DOWN,0
2007-04-04,72.79,72.96,69.0908,72.68,73.1998,UP,1
2007-04-05,73.2,72.85,69.1502,72.762,73.2012,UP,1
2007-04-09,73.68,73.18,69.2097,72.972,73.2334,DOWN,0
2007-04-10,73.39,73.68,69.2627,73.184,73.272,DOWN,0
2007-04-11,72.4,73.55,69.3157,73.092,73.2762,DOWN,0
2007-04-12,72.34,72.46,69.3709,73.002,73.2642,UP,1
2007-04-13,73.11,72.51,69.4293,72.984,73.2576,DOWN,0
2007-04-16,73.05,73.11,69.4884,72.858,73.2504,UP,1
2007-04-17,73.16,73.0,69.5487,72.812,73.243,UP,1
2007-04-18,73.63,73.17,69.6078,73.058,73.2592,DOWN,0
2007-04-19,73.58,73.63,69.6646,73.306,73.2654,UP,1
2007-04-20,74.07,74.0,69.724,73.498,73.275,DOWN,0
2007-04-23,73.6,75.57,69.782,73.608,73.2656,DOWN,0
2007-04-24,72.53,73.51,69.8322,73.482,73.2394,DOWN,0
2007-04-25,72.48,72.78,69.8843,73.252,73.212,UP,1
2007-04-26,78.95,76.8,69.9676,74.326,73.3064,DOWN,0
2007-04-27,78.92,78.91,70.0483,75.296,73.396,UP,1
2007-04-30,78.94,78.96,70.1281,76.364,73.3748,DOWN,0
2007-05-01,78.59,78.8,70.2104,77.576,73.3392,UP,1
2007-05-02,78.9,78.4,70.2939,78.86,73.312,DOWN,0
2007-05-03,77.88,78.99,70.3732,78.646,73.2684,UP,1
2007-05-04,78.14,78.3,70.4541,78.49,73.2262,UP,1
2007-05-07,79.03,78.39,70.5366,78.508,73.1992,DOWN,0
2007-05-08,78.83,79.03,70.6181,78.556,73.175,UP,1
2007-05-09,79.0,78.83,70.7024,78.576,73.175,DOWN,0
2007-05-10,77.79,78.85,70.7758,78.558,73.1372,UP,1
2007-05-11,78.37,77.8,70.8457,78.604,73.3012,DOWN,0
2007-05-14,77.89,78.16,70.9143,78.376,73.4918,DOWN,0
2007-05-15,77.58,77.74,70.9855,78.126,73.7044,UP,1
2007-05-16,78.2,78.1,71.0562,77.966,73.9264,DOWN,0
2007-05-17,78.16,77.95,71.1249,78.04,74.1404,UP,1
2007-05-18,78.43,78.27,71.1969,78.052,74.3394,UP,1
2007-05-21,78.79,78.63,71.2669,78.232,74.5402,DOWN,0
2007-05-22,78.44,78.79,71.3318,78.404,74.717,UP,1
2007-05-23,78.89,78.88,71.3978,78.542,74.8878,DOWN,0
2007-05-24,78.59,78.83,71.4603,78.628,75.0546,UP,1
2007-05-25,78.63,78.46,71.5242,78.668,75.1988,DOWN,0
2007-05-29,78.52,78.42,71.59,78.614,75.352,UP,1
2007-05-30,78.71,78.42,71.6507,78.668,75.5002,UP,1
2007-05-31,78.74,78.67,71.7125,78.638,75.6512,UP,1
2007-06-01,79.74,79.11,71.7769,78.868,75.811,DOWN,0
2007-06-04,79.46,79.35,71.8367,79.034,75.9656,DOWN,0
2007-06-05,79.42,79.21,71.896,79.214,76.1174,DOWN,0
2007-06-06,79.06,79.25,71.9524,79.284,76.2476,DOWN,0
2007-06-07,78.1,79.06,72.0026,79.156,76.367,UP,1
2007-06-08,78.24,77.99,72.0499,78.856,76.491,UP,1
2007-06-11,78.77,78.24,72.0995,78.718,76.6106,DOWN,0
2007-06-12,77.88,78.15,72.1478,78.41,76.7156,UP,1
2007-06-13,78.98,78.08,72.2022,78.394,76.8486,UP,1
2007-06-14,79.19,78.85,72.256,78.612,76.9752,UP,1
2007-06-15,79.92,79.34,72.3131,78.948,77.1178,DOWN,0
2007-06-18,79.6,79.93,72.3686,79.114,77.2458,UP,1
2007-06-19,79.98,79.2,72.4269,79.534,77.3718,DOWN,0
2007-06-20,79.22,79.98,72.4809,79.582,77.4884,UP,1
2007-06-21,79.45,79.07,72.5374,79.634,77.6294,DOWN,0
2007-06-22,78.7,79.05,72.5908,79.39,77.7566,DOWN,0
2007-06-25,78.26,78.8,72.6433,79.122,77.8596,DOWN,0
2007-06-26,78.21,78.32,72.7,78.768,77.9628,UP,1
2007-06-27,78.23,78.01,72.7561,78.57,78.0642,UP,1
2007-06-28,78.32,78.09,72.8117,78.344,78.158,DOWN,0
2007-06-29,78.26,78.34,72.8641,78.256,78.2516,UP,1
2007-07-02,79.07,78.9,72.9195,78.418,78.3516,UP,1
2007-07-03,79.62,79.07,72.981,78.7,78.472,UP,1
2007-07-05,81.01,79.63,73.0519,79.256,78.6416,UP,1
2007-07-06,81.4,80.9,73.1267,79.872,78.82,DOWN,0
2007-07-09,80.43,81.28,73.1912,80.306,78.8496,DOWN,0
2007-07-10,79.18,80.18,73.2486,80.328,78.8548,UP,1
2007-07-11,80.26,79.55,73.3149,80.456,78.8812,UP,1
2007-07-12,80.93,80.7,73.3854,80.44,78.928,UP,1
2007-07-13,81.08,80.71,73.4592,80.376,78.9716,UP,1
2007-07-16,81.24,80.93,73.5303,80.538,79.0388,DOWN,0
2007-07-17,81.18,81.2,73.603,80.938,79.0996,DOWN,0
2007-07-18,81.05,80.8,73.6742,81.096,79.14,DOWN,0
2007-07-19,80.74,80.95,73.75,81.058,79.1782,DOWN,0
2007-07-20,79.81,80.73,73.823,80.804,79.1944,DOWN,0
2007-07-23,78.78,80.05,73.8841,80.312,79.2142,DOWN,0
2007-07-24,78.42,78.58,73.9373,79.76,79.2152,DOWN,0
2007-07-25,78.41,78.42,73.9904,79.232,79.2256,DOWN,0
2007-07-26,76.45,77.95,74.0392,78.374,79.203,DOWN,0
2007-07-27,74.15,76.35,74.0812,77.242,79.122,UP,1
2007-07-30,74.56,77.04,74.1265,76.398,79.05,DOWN,0
2007-07-31,73.85,75.05,74.1612,75.484,78.9584,DOWN,0
2007-08-01,73.27,73.8,74.1942,74.456,78.848,UP,1
2007-08-02,77.14,75.35,74.2492,74.594,78.822,DOWN,0
2007-08-03,76.75,77.04,74.2994,75.114,78.7792,UP,1
2007-08-06,78.86,77.15,74.3615,75.974,78.7846,DOWN,0
2007-08-07,78.07,78.3,74.4182,76.818,78.7734,DOWN,0
2007-08-08,76.55,78.19,74.4667,77.474,78.734,DOWN,0
2007-08-09,74.48,75.35,74.4986,76.942,78.6494,UP,1
2007-08-10,76.11,73.9,74.5375,76.814,78.5968,UP,1
2007-08-13,76.57,76.01,74.576,76.356,78.5334,DOWN,0
2007-08-14,75.2,76.3,74.6083,75.782,78.4482,DOWN,0
2007-08-15,75.11,74.7,74.6422,75.494,78.362,DOWN,0
2007-08-16,73.84,74.8,74.6706,75.366,78.2576,UP,1
2007-08-17,75.25,75.43,74.7069,75.194,78.2006,DOWN,0
2007-08-20,75.19,75.6,74.7404,74.918,78.1396,UP,1
2007-08-21,75.22,74.16,74.78,74.922,78.0686,UP,1
2007-08-22,75.84,75.79,74.8206,75.068,78.0278,DOWN,0
2007-08-23,75.26,75.77,74.8621,75.352,77.9534,UP,1
2007-08-24,75.85,75.1,74.9042,75.472,77.8866,DOWN,0
2007-08-27,75.71,75.65,74.9405,75.576,77.8024,DOWN,0
2007-08-28,73.83,75.52,74.9689,75.298,77.687,UP,1
2007-08-29,75.08,74.05,75.0065,75.146,77.589,UP,1
2007-08-30,77.7,76.25,75.0556,75.634,77.5586,DOWN,0
2007-08-31,77.66,77.88,75.1039,75.996,77.5228,UP,1
2007-09-04,78.05,77.37,75.1525,76.464,77.5098,UP,1
2007-09-05,78.82,78.05,75.2009,77.462,77.521,UP,1
2007-09-06,78.83,78.88,75.2456,78.212,77.5334,DOWN,0
2007-09-07,77.74,78.63,75.2863,78.22,77.5236,DOWN,0
2007-09-10,77.4,78.44,75.3289,78.168,77.5052,UP,1
2007-09-11,78.16,77.87,75.3762,78.19,77.5032,UP,1
2007-09-12,79.15,78.3,75.4257,78.256,77.5048,UP,1
2007-09-13,79.51,79.75,75.4772,78.392,77.5026,UP,1
2007-09-14,79.6,79.39,75.5272,78.764,77.4744,DOWN,0
2007-09-17,78.54,79.0,75.5739,78.992,77.4172,UP,1
2007-09-18,79.58,78.62,75.6218,79.276,77.4002,DOWN,0
2007-09-19,78.43,79.55,75.66,79.132,77.3852,DOWN,0
2007-09-20,77.92,78.1,75.6954,78.814,77.3384,DOWN,0
2007-09-21,77.61,78.6,75.7261,78.416,77.272,DOWN,0
2007-09-24,76.92,77.54,75.7521,78.092,77.1888,DOWN,0
2007-09-25,76.41,76.81,75.7732,77.458,77.0922,UP,1
2007-09-26,77.14,76.47,75.7967,77.2,77.0114,DOWN,0
2007-09-27,76.94,77.52,75.8211,77.004,76.9292,UP,1
2007-09-28,78.23,77.1,75.8504,77.128,76.879,DOWN,0
2007-10-01,78.2,78.7,75.8814,77.384,76.8468,DOWN,0
2007-10-02,77.76,78.15,75.9106,77.654,76.8264,DOWN,0
2007-10-03,77.48,77.65,75.9379,77.722,76.8076,DOWN,0
2007-10-04,76.95,77.58,75.9632,77.724,76.7784,UP,1
2007-10-05,77.57,77.35,75.9886,77.592,76.8008,UP,1
2007-10-08,77.86,77.6,76.0127,77.524,76.875,UP,1
2007-10-09,78.16,77.87,76.0362,77.604,76.947,UP,1
2007-10-10,78.88,78.21,76.0633,77.884,77.0476,DOWN,0
2007-10-11,77.25,78.72,76.0798,77.944,77.1272,UP,1
2007-10-12,77.93,77.24,76.1023,78.016,77.143,DOWN,0
2007-10-15,77.18,78.07,76.1188,77.88,77.1516,DOWN,0
2007-10-16,76.42,76.9,76.1314,77.532,77.1028,DOWN,0
2007-10-17,76.27,76.8,76.1454,77.01,77.0668,UP,1
2007-10-18,76.38,76.1,76.1618,76.836,77.0634,DOWN,0
2007-10-19,76.28,76.1,76.1744,76.506,77.0994,DOWN,0
2007-10-22,75.66,75.5,76.1853,76.202,77.0904,UP,1
2007-10-23,77.46,76.5,76.1991,76.41,77.1082,DOWN,0
2007-10-24,75.89,77.33,76.2112,76.334,77.122,DOWN,0
2007-10-25,69.5,70.5,76.1919,74.958,77.0098,UP,1
2007-10-26,69.54,70.0,76.1734,73.61,76.9238,DOWN,0
2007-10-29,68.02,69.47,76.1485,72.082,76.7792,UP,1
2007-10-30,68.78,67.58,76.1289,70.346,76.651,DOWN,0
2007-10-31,68.75,69.0,76.1085,68.918,76.5216,DOWN,0
2007-11-01,67.94,68.76,76.0829,68.606,76.3636,UP,1
2007-11-02,68.52,67.94,76.0601,68.402,76.2288,DOWN,0
2007-11-05,68.4,65.13,76.0359,68.478,76.0798,UP,1
2007-11-06,69.35,68.45,76.0182,68.592,75.9526,DOWN,0
2007-11-07,68.44,68.5,75.9947,68.53,75.8448,UP,1
2007-11-08,69.11,68.5,75.9799,68.764,75.7254,UP,1
2007-11-09,69.2,68.34,75.9686,68.9,75.5554,DOWN,0
2007-11-12,68.76,69.48,75.9515,68.972,75.3774,UP,1
2007-11-13,69.06,68.86,75.9321,68.914,75.1976,UP,1
2007-11-14,69.93,69.34,75.9145,69.212,75.0198,DOWN,0
2007-11-15,69.7,69.79,75.896,69.33,74.8372,UP,1
2007-11-16,69.72,69.96,75.8769,69.434,74.6768,UP,1
2007-11-19,71.09,68.82,75.8683,69.9,74.5506,DOWN,0
2007-11-20,70.1,70.59,75.8524,70.108,74.3894,DOWN,0
2007-11-21,68.53,68.75,75.8271,69.828,74.177,UP,1
2007-11-23,69.59,68.64,75.8047,69.806,73.9786,UP,1
2007-11-26,70.48,70.3,75.7879,69.958,73.7962,UP,1
2007-11-27,71.65,70.47,75.7769,70.07,73.6584,UP,1
2007-11-28,72.59,71.47,75.7687,70.568,73.5186,UP,1
2007-11-29,73.44,71.99,75.7637,71.55,73.4188,DOWN,0
2007-11-30,72.67,73.59,75.7271,72.166,73.3138,DOWN,0
2007-12-03,71.83,72.46,75.6844,72.436,73.1982,DOWN,0
2007-12-04,71.68,71.5,75.6415,72.442,73.0934,UP,1
2007-12-05,72.64,72.2,75.6044,72.452,73.018,UP,1
2007-12-06,73.19,72.61,75.5691,72.402,72.939,DOWN,0
2007-12-07,73.1,73.47,75.5327,72.488,72.8622,UP,1
2007-12-10,73.65,73.16,75.5007,72.852,72.7706,UP,1
2007-12-11,73.73,73.2,75.4744,73.262,72.6812,UP,1
2007-12-12,74.1,74.4,75.4465,73.554,72.608,UP,1
2007-12-13,74.77,73.88,75.4695,73.87,72.5538,DOWN,0
2007-12-14,74.6,74.8,75.5007,74.17,72.5068,UP,1
2007-12-17,74.64,74.13,75.5391,74.368,72.4482,UP,1
2007-12-18,75.02,74.96,75.5787,74.626,72.3914,DOWN,0
2007-12-19,74.69,75.18,75.6149,74.744,72.322,UP,1
2007-12-20,75.63,75.09,75.6506,74.916,72.257,UP,1
2007-12-21,76.68,75.99,75.6903,75.332,72.2456,UP,1
2007-12-24,76.7,76.3,75.7258,75.744,72.221,DOWN,0
2007-12-26,76.7,76.54,75.7575,76.08,72.2114,DOWN,0
2007-12-27,76.1,76.75,75.7868,76.362,72.205,DOWN,0
2007-12-28,75.55,75.94,75.8074,76.346,72.1906,DOWN,0
2007-12-31,75.53,75.65,75.8308,76.116,72.1736,DOWN,0
2008-01-02,75.01,75.53,75.8493,75.778,72.1482,UP,1
2008-01-03,75.04,75.11,75.8686,75.446,72.1358,DOWN,0
2008-01-04,73.35,74.54,75.8766,74.896,72.0536,UP,1
2008-01-07,74.97,73.64,75.8928,74.78,72.0352,UP,1
2008-01-08,75.98,75.5,75.9135,74.87,72.1648,UP,1
2008-01-09,77.96,75.95,75.9406,75.46,72.3332,UP,1
2008-01-10,77.97,76.95,75.9698,76.046,72.5322,UP,1
2008-01-11,78.55,77.9,76.0023,77.086,72.7276,DOWN,0
2008-01-14,77.85,78.66,76.0276,77.662,72.9096,DOWN,0
2008-01-15,76.05,77.04,76.0447,77.676,73.0718,UP,1
2008-01-16,76.31,75.55,76.0646,77.346,73.2276,DOWN,0
2008-01-17,74.65,76.38,76.0736,76.682,73.3526,UP,1
2008-01-18,74.94,75.02,76.0843,75.96,73.4644,DOWN,0
2008-01-22,74.09,71.47,76.0888,75.208,73.5774,DOWN,0
2008-01-23,73.36,72.36,76.0872,74.67,73.6624,DOWN,0
2008-01-24,73.08,73.55,76.0856,74.024,73.74,UP,1
2008-01-25,73.5,73.47,76.0911,73.794,73.8348,UP,1
2008-01-28,74.55,73.5,76.1022,73.716,73.9446,UP,1
2008-01-29,74.94,74.83,76.1113,73.886,74.0448,DOWN,0
2008-01-30,73.84,74.98,76.1153,73.982,74.1276,DOWN,0
