ticker,TDG US Equity,TDG US Equity,TDG US Equity,TDG US Equity,TDG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2010-01-20,50.75,50.86,50.552,46.1402,41.7262,DOWN,0
2010-01-21,50.07,50.83,50.476,46.332,41.8075,DOWN,0
2010-01-22,49.05,49.79,50.134,46.4968,41.8917,DOWN,0
2010-01-25,48.75,49.4,49.808,46.6602,41.9753,UP,1
2010-01-26,48.77,48.75,49.478,46.833,42.0514,UP,1
2010-01-27,48.99,48.85,49.126,47.01,42.1352,DOWN,0
2010-01-28,48.79,48.96,48.87,47.1722,42.2166,DOWN,0
2010-01-29,48.27,49.02,48.714,47.3018,42.2961,UP,1
2010-02-01,48.44,48.5,48.652,47.4326,42.3683,UP,1
2010-02-02,49.51,48.39,48.8,47.5826,42.4479,UP,1
2010-02-03,49.64,49.46,48.93,47.7398,42.5327,DOWN,0
2010-02-04,47.7,49.42,48.712,47.8408,42.6079,DOWN,0
2010-02-05,47.6,47.83,48.578,47.9278,42.6728,DOWN,0
2010-02-08,47.5,47.77,48.39,48.0106,42.733,UP,1
2010-02-09,48.35,47.98,48.158,48.1106,42.7945,DOWN,0
2010-02-10,47.92,47.5,47.814,48.2078,42.855,UP,1
2010-02-11,47.95,48.03,47.864,48.2998,42.9197,UP,1
2010-02-12,48.03,47.29,47.95,48.3802,42.9767,UP,1
2010-02-16,48.57,48.26,48.164,48.4572,43.0438,DOWN,0
2010-02-17,48.36,48.57,48.166,48.5214,43.1059,UP,1
2010-02-18,49.19,48.1,48.42,48.5854,43.1677,UP,1
2010-02-19,49.3,49.19,48.69,48.6452,43.2235,UP,1
2010-02-22,49.4,49.28,48.964,48.715,43.2796,DOWN,0
2010-02-23,49.0,49.43,49.05,48.7754,43.3413,UP,1
2010-02-24,49.4,49.02,49.258,48.826,43.399,UP,1
2010-02-25,49.59,48.81,49.338,48.8742,43.4622,UP,1
2010-02-26,50.22,49.7,49.522,48.9322,43.531,UP,1
2010-03-01,52.6,50.81,50.162,49.0352,43.6138,UP,1
2010-03-02,52.87,52.98,50.936,49.14,43.6968,DOWN,0
2010-03-03,52.71,52.8,51.598,49.2498,43.7821,DOWN,0
2010-03-04,52.66,52.77,52.212,49.3632,43.8626,UP,1
2010-03-05,52.85,52.77,52.738,49.4728,43.9463,DOWN,0
2010-03-08,51.92,53.06,52.602,49.5518,44.0256,UP,1
2010-03-09,52.51,51.99,52.53,49.6442,44.1078,UP,1
2010-03-10,52.61,52.36,52.51,49.7304,44.1922,UP,1
2010-03-11,52.84,52.38,52.546,49.8274,44.2734,DOWN,0
2010-03-12,52.6,52.86,52.496,49.9214,44.3494,DOWN,0
2010-03-15,52.44,52.36,52.6,50.0154,44.4193,DOWN,0
2010-03-16,52.25,52.53,52.548,50.1106,44.4844,UP,1
2010-03-17,52.36,52.25,52.498,50.1698,44.5467,DOWN,0
2010-03-18,52.22,52.49,52.374,50.2168,44.6053,UP,1
2010-03-19,52.41,52.36,52.336,50.2606,44.6724,DOWN,0
2010-03-22,52.27,52.03,52.302,50.2886,44.7365,DOWN,0
2010-03-23,52.14,52.17,52.28,50.3024,44.7966,DOWN,0
2010-03-24,52.12,52.17,52.232,50.3156,44.8585,UP,1
2010-03-25,52.21,52.25,52.23,50.3542,44.9244,UP,1
2010-03-26,52.56,52.2,52.26,50.3964,44.9893,UP,1
2010-03-29,53.45,52.57,52.496,50.4502,45.0664,UP,1
2010-03-30,53.77,53.61,52.822,50.518,45.1465,DOWN,0
2010-03-31,53.04,53.75,53.006,50.5704,45.2307,DOWN,0
2010-04-01,52.78,53.25,53.12,50.611,45.318,UP,1
2010-04-05,54.6,54.57,53.528,50.7016,45.4127,UP,1
2010-04-06,54.85,54.71,53.808,50.8176,45.5069,DOWN,0
2010-04-07,54.41,54.45,53.936,50.9308,45.5942,UP,1
2010-04-08,54.6,54.17,54.248,51.0474,45.6852,UP,1
2010-04-09,54.7,54.97,54.632,51.1616,45.7768,UP,1
2010-04-12,54.75,54.84,54.662,51.2808,45.8656,DOWN,0
2010-04-13,54.2,54.77,54.532,51.3994,45.9512,UP,1
2010-04-14,54.59,54.61,54.568,51.5224,46.0472,DOWN,0
2010-04-15,54.47,54.59,54.542,51.6216,46.1383,DOWN,0
2010-04-16,53.92,54.25,54.386,51.7072,46.2269,DOWN,0
2010-04-19,53.56,53.54,54.148,51.8244,46.3072,UP,1
2010-04-20,54.48,53.59,54.204,51.962,46.3923,UP,1
2010-04-21,54.84,54.29,54.254,52.1088,46.4817,UP,1
2010-04-22,56.86,54.38,54.732,52.279,46.585,DOWN,0
2010-04-23,56.71,56.74,55.29,52.4548,46.6844,DOWN,0
2010-04-26,56.37,56.78,55.852,52.6232,46.7822,DOWN,0
2010-04-27,55.05,55.97,55.966,52.7636,46.8734,UP,1
2010-04-28,55.16,55.42,56.03,52.8954,46.9632,UP,1
2010-04-29,55.57,55.24,55.772,53.0396,47.0555,DOWN,0
2010-04-30,55.27,55.76,55.484,53.1612,47.1448,UP,1
2010-05-03,56.59,55.39,55.528,53.307,47.2376,DOWN,0
2010-05-04,54.55,55.85,55.428,53.41,47.3225,DOWN,0
2010-05-05,53.24,53.77,55.044,53.4948,47.4001,DOWN,0
2010-05-06,52.54,52.87,54.438,53.5576,47.471,DOWN,0
2010-05-07,50.85,52.54,53.554,53.5828,47.5343,UP,1
2010-05-10,54.1,53.54,53.056,53.6604,47.6127,UP,1
2010-05-11,54.81,53.96,53.108,53.7046,47.696,UP,1
2010-05-12,56.08,55.14,53.676,53.7688,47.7869,UP,1
2010-05-13,56.54,55.87,54.476,53.8454,47.8834,DOWN,0
2010-05-14,55.51,56.41,55.408,53.9024,47.9724,DOWN,0
2010-05-17,55.25,55.94,55.638,53.9504,48.0594,DOWN,0
2010-05-18,54.02,55.51,55.48,53.9924,48.1381,DOWN,0
2010-05-19,53.55,53.96,54.974,54.0132,48.2059,DOWN,0
2010-05-20,51.82,52.25,54.03,53.9974,48.241,UP,1
2010-05-21,52.87,51.3,53.502,53.998,48.2809,DOWN,0
2010-05-24,51.87,52.54,52.826,53.9834,48.3172,DOWN,0
2010-05-25,51.73,50.55,52.368,53.9692,48.3575,DOWN,0
2010-05-26,51.35,51.91,51.928,53.9512,48.3971,UP,1
2010-05-27,53.11,52.29,52.186,53.9662,48.4476,DOWN,0
2010-05-28,52.76,53.12,52.164,53.977,48.4953,DOWN,0
2010-06-01,50.9,49.18,51.97,53.9468,48.5343,UP,1
2010-06-02,51.65,50.96,51.954,53.9344,48.576,UP,1
2010-06-03,51.86,52.12,52.056,53.9288,48.6214,DOWN,0
2010-06-04,49.88,51.01,51.41,53.884,48.6548,DOWN,0
2010-06-07,48.85,49.87,50.628,53.8168,48.6813,UP,1
2010-06-08,49.5,48.88,50.348,53.7556,48.7071,UP,1
2010-06-09,50.42,49.9,50.102,53.695,48.7404,UP,1
2010-06-10,51.6,51.26,50.05,53.6516,48.7769,UP,1
2010-06-11,51.72,51.05,50.418,53.6252,48.8124,UP,1
2010-06-14,52.27,52.6,51.102,53.615,48.8524,UP,1
2010-06-15,53.31,52.51,51.864,53.5892,48.898,UP,1
2010-06-16,53.54,53.1,52.488,53.563,48.9443,DOWN,0
2010-06-17,53.15,53.46,52.798,53.5378,48.9875,UP,1
2010-06-18,53.37,53.23,53.128,53.5132,49.0358,DOWN,0
2010-06-21,53.24,53.9,53.322,53.484,49.087,DOWN,0
2010-06-22,52.2,53.27,53.1,53.433,49.1339,UP,1
2010-06-23,53.07,52.17,53.006,53.4104,49.178,DOWN,0
2010-06-24,52.8,52.77,52.936,53.3746,49.2191,UP,1
2010-06-25,53.28,52.85,52.918,53.3508,49.2592,UP,1
2010-06-28,53.6,53.54,52.99,53.3444,49.2989,DOWN,0
2010-06-29,51.87,52.95,52.924,53.3106,49.3293,DOWN,0
2010-06-30,51.03,51.62,52.516,53.2416,49.3541,DOWN,0
2010-07-01,50.52,51.03,52.06,53.1552,49.3756,DOWN,0
2010-07-02,50.25,50.7,51.454,53.023,49.392,UP,1
2010-07-06,50.26,50.68,50.786,52.894,49.4033,UP,1
2010-07-07,51.25,50.47,50.662,52.7916,49.4183,UP,1
2010-07-08,51.87,51.84,50.83,52.728,49.4373,UP,1
2010-07-09,52.25,51.95,51.176,52.6698,49.456,DOWN,0
2010-07-12,51.05,50.96,51.336,52.5794,49.4679,UP,1
2010-07-13,51.64,51.4,51.612,52.5068,49.4841,UP,1
2010-07-14,52.15,51.56,51.792,52.418,49.5052,UP,1
2010-07-15,52.2,52.22,51.858,52.371,49.5242,DOWN,0
2010-07-16,50.11,51.83,51.43,52.3084,49.5342,DOWN,0
2010-07-19,50.07,50.32,51.234,52.259,49.5355,UP,1
2010-07-20,50.59,49.55,51.024,52.2538,49.5453,DOWN,0
2010-07-21,50.38,51.01,50.67,52.1794,49.559,UP,1
2010-07-22,51.78,50.8,50.586,52.1188,49.58,UP,1
2010-07-23,53.11,51.75,51.186,52.0594,49.6068,UP,1
2010-07-26,54.41,53.46,52.054,52.0168,49.6388,DOWN,0
2010-07-27,54.31,54.65,52.798,51.9928,49.6626,DOWN,0
2010-07-28,53.9,54.29,53.502,51.9658,49.6818,UP,1
2010-07-29,54.04,54.2,53.954,51.9662,49.7025,UP,1
2010-07-30,54.17,53.4,54.166,51.9786,49.725,UP,1
2010-08-02,54.78,55.0,54.24,52.0378,49.7766,UP,1
2010-08-03,55.26,54.55,54.43,52.0856,49.8326,UP,1
2010-08-04,56.2,55.47,54.89,52.1722,49.8965,DOWN,0
2010-08-05,55.46,55.9,55.174,52.2468,49.9572,UP,1
2010-08-06,55.64,55.13,55.468,52.3326,50.025,UP,1
2010-08-09,56.65,55.63,55.842,52.4034,50.1003,UP,1
2010-08-10,57.05,58.03,56.2,52.4892,50.174,DOWN,0
2010-08-11,56.25,56.12,56.21,52.5962,50.2489,UP,1
2010-08-12,56.3,55.74,56.378,52.6892,50.3287,DOWN,0
2010-08-13,56.03,56.13,56.456,52.7726,50.4085,DOWN,0
2010-08-16,56.0,55.76,56.326,52.895,50.4924,UP,1
2010-08-17,56.84,56.55,56.284,53.0548,50.5773,UP,1
2010-08-18,57.71,56.78,56.576,53.219,50.6699,DOWN,0
2010-08-19,57.67,57.52,56.85,53.364,50.7602,DOWN,0
2010-08-20,57.35,57.62,57.114,53.479,50.8484,DOWN,0
2010-08-23,56.33,57.66,57.18,53.5712,50.9295,DOWN,0
2010-08-24,55.83,55.75,56.978,53.6424,51.0022,DOWN,0
2010-08-25,55.4,55.43,56.516,53.6842,51.0768,UP,1
2010-08-26,57.02,55.53,56.386,53.7538,51.1578,UP,1
2010-08-27,58.42,57.2,56.6,53.8592,51.247,DOWN,0
2010-08-30,58.4,58.36,57.014,53.9598,51.3384,DOWN,0
2010-08-31,57.89,58.24,57.426,54.0528,51.4271,UP,1
2010-09-01,59.49,58.74,58.244,54.1986,51.5212,UP,1
2010-09-02,61.25,59.5,59.09,54.3622,51.6185,UP,1
2010-09-03,61.42,61.5,59.69,54.5346,51.7161,DOWN,0
2010-09-07,60.34,61.09,60.078,54.6758,51.8077,UP,1
2010-09-08,61.01,60.65,60.702,54.824,51.9039,DOWN,0
2010-09-09,60.94,61.82,60.992,55.0054,51.9953,UP,1
2010-09-10,60.95,61.04,60.932,55.2038,52.0838,UP,1
2010-09-13,62.1,61.5,61.068,55.4354,52.1775,DOWN,0
2010-09-14,61.5,61.89,61.3,55.6604,52.2683,UP,1
2010-09-15,61.9,61.41,61.478,55.8932,52.3625,UP,1
2010-09-16,62.0,61.83,61.69,56.1082,52.4557,UP,1
2010-09-17,63.15,62.0,62.13,56.3338,52.5514,UP,1
2010-09-20,63.56,63.25,62.422,56.56,52.6456,DOWN,0
2010-09-21,62.47,63.51,62.616,56.7884,52.7322,DOWN,0
2010-09-22,61.9,62.24,62.616,56.9936,52.8118,DOWN,0
2010-09-23,61.11,61.65,62.438,57.1728,52.8858,UP,1
2010-09-24,62.24,61.7,62.256,57.3736,52.9674,DOWN,0
2010-09-27,61.68,62.52,61.88,57.605,53.0459,UP,1
2010-09-28,61.81,61.45,61.748,57.8398,53.1206,UP,1
2010-09-29,63.06,61.57,61.98,58.0892,53.2,DOWN,0
2010-09-30,62.05,63.16,62.168,58.3226,53.2737,DOWN,0
2010-10-01,61.99,62.01,62.118,58.5268,53.3464,DOWN,0
2010-10-04,61.0,61.77,61.982,58.6846,53.4132,UP,1
2010-10-05,62.21,61.0,62.062,58.8406,53.4882,UP,1
2010-10-06,62.4,62.23,61.93,59.0024,53.5652,DOWN,0
2010-10-07,62.38,62.7,61.996,59.172,53.6403,UP,1
2010-10-08,63.54,62.55,62.306,59.362,53.7181,DOWN,0
2010-10-11,63.39,63.51,62.784,59.5464,53.7956,DOWN,0
2010-10-12,63.28,63.33,62.998,59.7164,53.8705,UP,1
2010-10-13,63.87,63.36,63.292,59.8886,53.9499,DOWN,0
2010-10-14,63.35,63.76,63.486,60.0316,54.0272,DOWN,0
2010-10-15,63.32,63.84,63.442,60.1888,54.1051,DOWN,0
2010-10-18,63.0,63.23,63.364,60.336,54.1826,DOWN,0
2010-10-19,62.4,62.45,63.188,60.451,54.2476,UP,1
2010-10-20,63.47,62.58,63.108,60.5794,54.3156,UP,1
2010-10-21,64.99,63.65,63.436,60.7542,54.3895,UP,1
2010-10-22,65.3,64.95,63.832,60.9342,54.4616,UP,1
2010-10-25,65.44,65.37,64.32,61.1224,54.5316,UP,1
2010-10-26,65.67,64.93,64.974,61.3158,54.6026,UP,1
2010-10-27,65.76,65.43,65.432,61.4942,54.68,UP,1
2010-10-28,65.82,65.97,65.598,61.6564,54.7569,UP,1
2010-10-29,66.27,65.62,65.792,61.8284,54.8344,UP,1
2010-11-01,66.72,66.71,66.048,62.0158,54.9161,UP,1
2010-11-02,67.76,67.01,66.466,62.2444,55.0028,DOWN,0
2010-11-03,67.05,67.75,66.724,62.4688,55.0843,UP,1
2010-11-04,67.4,67.63,67.04,62.7088,55.171,UP,1
2010-11-05,67.5,67.37,67.286,62.9184,55.2632,DOWN,0
2010-11-08,66.81,67.32,67.304,63.0862,55.3535,DOWN,0
2010-11-09,66.25,66.94,67.002,63.2432,55.4409,DOWN,0
2010-11-10,66.0,66.28,66.792,63.4054,55.526,DOWN,0
2010-11-11,65.6,65.46,66.432,63.5276,55.61,DOWN,0
2010-11-12,65.41,65.25,66.014,63.6108,55.6957,UP,1
2010-11-15,65.8,65.62,65.812,63.6984,55.7825,UP,1
2010-11-16,67.28,68.1,66.018,63.8372,55.8714,UP,1
2010-11-17,67.29,67.48,66.276,63.9628,55.9596,UP,1
2010-11-18,68.26,67.72,66.808,64.1092,56.0624,UP,1
2010-11-19,68.27,68.22,67.38,64.2556,56.1658,UP,1
2010-11-22,68.32,68.15,67.884,64.38,56.2699,DOWN,0
2010-11-23,67.79,67.66,67.986,64.5058,56.3671,UP,1
2010-11-24,69.05,68.0,68.338,64.6488,56.4727,UP,1
2010-11-26,69.07,68.63,68.5,64.7902,56.5783,DOWN,0
2010-11-29,68.88,68.56,68.622,64.9048,56.6826,DOWN,0
2010-11-30,68.5,68.65,68.658,65.0036,56.7822,UP,1
2010-12-01,69.18,68.67,68.936,65.1378,56.8863,UP,1
2010-12-02,69.66,67.13,69.058,65.293,56.9887,DOWN,0
2010-12-03,69.5,69.51,69.144,65.4608,57.0897,UP,1
2010-12-06,69.89,69.35,69.346,65.6138,57.1921,UP,1
2010-12-07,70.18,70.34,69.682,65.7838,57.298,DOWN,0
2010-12-08,70.14,70.27,69.874,65.9504,57.4017,UP,1
2010-12-09,70.46,70.51,70.034,66.0984,57.5061,DOWN,0
2010-12-10,70.45,70.56,70.224,66.2664,57.6072,UP,1
2010-12-13,70.66,71.09,70.378,66.4398,57.6975,UP,1
2010-12-14,70.99,70.64,70.54,66.6396,57.7881,UP,1
2010-12-15,71.23,70.83,70.758,66.82,57.8807,UP,1
2010-12-16,71.81,72.65,71.028,67.0082,57.9765,DOWN,0
2010-12-17,71.62,71.81,71.262,67.193,58.0703,DOWN,0
2010-12-20,71.56,71.72,71.442,67.3534,58.1685,UP,1
2010-12-21,72.28,71.71,71.7,67.5312,58.2674,UP,1
2010-12-22,72.39,72.23,71.932,67.7134,58.3663,DOWN,0
2010-12-23,72.07,72.44,71.984,67.8774,58.4624,DOWN,0
2010-12-27,71.86,71.79,72.032,68.0476,58.5587,DOWN,0
2010-12-28,71.64,71.93,72.048,68.214,58.6547,DOWN,0
2010-12-29,71.63,71.64,71.918,68.3866,58.7516,DOWN,0
2010-12-30,71.59,71.69,71.758,68.5704,58.8478,UP,1
2010-12-31,72.01,71.77,71.746,68.7412,58.9467,UP,1
2011-01-03,73.75,72.46,72.124,68.9164,59.0534,UP,1
2011-01-04,74.36,73.95,72.668,69.0976,59.1639,UP,1
2011-01-05,75.66,74.36,73.474,69.302,59.2815,UP,1
2011-01-06,76.23,75.83,74.402,69.5132,59.402,UP,1
2011-01-07,77.4,76.18,75.48,69.746,59.528,DOWN,0
2011-01-10,75.43,77.04,75.816,69.9382,59.6423,UP,1
2011-01-11,76.37,76.01,76.218,70.1402,59.7569,UP,1
2011-01-12,76.6,76.89,76.406,70.3378,59.8711,DOWN,0
2011-01-13,76.44,77.05,76.448,70.5114,59.9881,UP,1
2011-01-14,76.62,76.41,76.292,70.7028,60.1073,UP,1
2011-01-18,77.35,76.68,76.676,70.9018,60.221,DOWN,0
2011-01-19,77.17,77.42,76.836,71.0952,60.3326,DOWN,0
2011-01-20,76.52,76.8,76.82,71.2894,60.4432,UP,1
2011-01-21,77.14,76.81,76.96,71.5072,60.5559,DOWN,0
2011-01-24,76.8,76.96,76.996,71.7232,60.6664,UP,1
2011-01-25,77.09,76.7,76.944,71.953,60.7781,UP,1
2011-01-26,77.88,77.0,77.086,72.2024,60.8965,DOWN,0
2011-01-27,77.82,77.92,77.346,72.4428,61.0126,DOWN,0
2011-01-28,76.7,77.74,77.258,72.6312,61.1238,UP,1
2011-01-31,77.48,76.7,77.394,72.835,61.2416,UP,1
2011-02-01,78.13,77.88,77.602,73.0324,61.3644,DOWN,0
2011-02-02,77.92,77.92,77.61,73.2254,61.4816,UP,1
2011-02-03,78.59,77.99,77.764,73.4308,61.6004,UP,1
2011-02-04,79.25,78.82,78.274,73.66,61.7123,UP,1
2011-02-07,80.98,82.31,78.974,73.8986,61.8337,UP,1
2011-02-08,82.58,82.89,79.864,74.1688,61.9647,DOWN,0
2011-02-09,82.18,82.6,80.716,74.4348,62.1004,DOWN,0
2011-02-10,81.77,81.63,81.352,74.7002,62.2334,DOWN,0
2011-02-11,81.53,81.49,81.808,74.9472,62.3632,UP,1
2011-02-14,81.54,81.99,81.92,75.1848,62.4946,UP,1
2011-02-15,81.57,81.25,81.718,75.4262,62.6195,UP,1
2011-02-16,81.81,81.78,81.644,75.6646,62.7558,DOWN,0
2011-02-17,81.5,81.66,81.59,75.891,62.8971,DOWN,0
2011-02-18,81.5,81.65,81.584,76.1182,63.0419,DOWN,0
2011-02-22,80.7,80.55,81.416,76.323,63.1911,DOWN,0
2011-02-23,79.32,80.64,80.966,76.5004,63.3172,DOWN,0
2011-02-24,79.23,79.12,80.45,76.6718,63.4393,UP,1
2011-02-25,80.34,79.61,80.218,76.8588,63.5606,UP,1
2011-02-28,80.38,80.78,79.994,77.0418,63.6798,UP,1
2011-03-01,81.19,81.0,80.092,77.2294,63.8082,UP,1
2011-03-02,81.47,81.03,80.522,77.4264,63.9393,UP,1
2011-03-03,82.99,82.03,81.274,77.655,64.0842,DOWN,0
2011-03-04,82.67,83.07,81.74,77.8628,64.2298,DOWN,0
2011-03-07,80.93,83.29,81.85,78.0336,64.3753,UP,1
2011-03-08,81.59,81.2,81.93,78.224,64.5189,UP,1
2011-03-09,81.99,81.77,82.034,78.4266,64.6695,DOWN,0
2011-03-10,80.31,81.24,81.498,78.6,64.8124,UP,1
2011-03-11,81.02,79.98,81.168,78.7878,64.9608,UP,1
2011-03-14,82.04,80.27,81.39,78.9968,65.1054,DOWN,0
2011-03-15,79.72,80.06,81.016,79.151,65.2402,DOWN,0
2011-03-16,77.48,80.16,80.114,79.2256,65.3731,UP,1
2011-03-17,78.05,78.3,79.662,79.2994,65.5051,UP,1
2011-03-18,78.81,78.82,79.22,79.3624,65.6399,UP,1
2011-03-21,80.09,79.47,78.83,79.4396,65.7909,UP,1
2011-03-22,80.68,80.09,79.022,79.5052,65.9501,UP,1
2011-03-23,81.19,80.48,79.764,79.6204,66.1085,UP,1
2011-03-24,81.84,81.52,80.522,79.7298,66.2656,UP,1
2011-03-25,82.11,81.87,81.182,79.84,66.4182,UP,1
2011-03-28,82.17,82.1,81.598,79.9546,66.5704,UP,1
2011-03-29,82.31,82.07,81.924,80.0684,66.7206,UP,1
2011-03-30,82.49,82.58,82.184,80.1712,66.8665,UP,1
2011-03-31,83.83,82.54,82.582,80.3044,67.018,UP,1
2011-04-01,84.18,83.99,82.996,80.4576,67.1731,DOWN,0
2011-04-04,83.16,83.26,83.194,80.578,67.3221,DOWN,0
2011-04-05,83.04,82.78,83.34,80.7028,67.4711,DOWN,0
2011-04-06,82.71,83.23,83.384,80.8152,67.6236,DOWN,0
2011-04-07,81.94,82.7,83.006,80.8964,67.768,DOWN,0
2011-04-08,80.5,82.36,82.27,80.95,67.9065,DOWN,0
2011-04-11,80.23,80.5,81.684,81.0206,68.0412,DOWN,0
2011-04-12,79.43,79.66,80.962,81.0596,68.1704,DOWN,0
2011-04-13,79.18,79.87,80.256,81.0806,68.3069,DOWN,0
2011-04-14,78.56,78.77,79.58,81.0934,68.4445,UP,1
2011-04-15,78.82,78.67,79.244,81.098,68.5861,DOWN,0
2011-04-18,77.55,78.07,78.708,81.064,68.7226,UP,1
2011-04-19,77.6,77.48,78.342,80.9964,68.8592,UP,1
2011-04-20,79.45,78.38,78.396,80.9338,69.0002,UP,1
2011-04-21,80.0,79.91,78.684,80.8902,69.1409,DOWN,0
2011-04-25,79.37,80.21,78.794,80.8422,69.2765,UP,1
2011-04-26,80.04,79.4,79.292,80.8124,69.4215,UP,1
2011-04-27,80.8,80.07,79.932,80.7976,69.5673,UP,1
2011-04-28,81.5,80.74,80.342,80.7962,69.714,UP,1
2011-04-29,83.3,81.73,81.002,80.826,69.8695,DOWN,0
2011-05-02,82.88,83.88,81.704,80.8536,70.0333,DOWN,0
2011-05-03,82.31,82.7,82.158,80.8698,70.1945,DOWN,0
2011-05-04,81.53,82.28,82.304,80.8864,70.3493,UP,1
2011-05-05,81.82,81.03,82.368,80.9364,70.5065,UP,1
2011-05-06,82.91,82.75,82.29,81.01,70.6621,UP,1
2011-05-09,83.48,82.7,82.41,81.0728,70.8139,DOWN,0
2011-05-10,83.04,81.5,82.556,81.126,70.9571,DOWN,0
2011-05-11,82.96,82.94,82.842,81.1614,71.1003,UP,1
2011-05-12,83.63,82.62,83.204,81.2046,71.249,DOWN,0
2011-05-13,82.68,83.75,83.158,81.1984,71.3922,DOWN,0
2011-05-16,82.46,82.38,82.954,81.1942,71.5336,DOWN,0
2011-05-17,82.22,82.5,82.79,81.22,71.6708,UP,1
2011-05-18,83.89,82.43,82.976,81.266,71.814,DOWN,0
2011-05-19,83.45,84.18,82.94,81.2952,71.9502,DOWN,0
2011-05-20,82.36,83.39,82.876,81.3362,72.0847,DOWN,0
2011-05-23,80.49,81.36,82.482,81.3256,72.209,DOWN,0
2011-05-24,80.1,80.54,82.058,81.2868,72.3262,DOWN,0
2011-05-25,80.01,79.83,81.282,81.2926,72.441,DOWN,0
2011-05-26,79.6,79.83,80.512,81.335,72.5578,UP,1
2011-05-27,80.55,79.95,80.15,81.385,72.679,UP,1
2011-05-31,82.0,80.96,80.452,81.4488,72.8089,DOWN,0
2011-06-01,81.33,81.89,80.698,81.4736,72.9355,DOWN,0
2011-06-02,81.22,81.49,80.94,81.4844,73.0574,DOWN,0
2011-06-03,80.32,80.26,81.084,81.467,73.1705,UP,1
2011-06-06,80.51,80.58,81.076,81.4404,73.2847,UP,1
2011-06-07,80.53,81.05,80.782,81.4088,73.4006,DOWN,0
2011-06-08,80.07,80.36,80.53,81.3668,73.5193,UP,1
2011-06-09,80.61,80.11,80.408,81.3328,73.6432,DOWN,0
2011-06-10,80.05,80.16,80.354,81.284,73.7664,DOWN,0
2011-06-13,79.98,79.99,80.248,81.207,73.8812,UP,1
2011-06-14,82.48,81.31,80.638,81.173,74.0015,DOWN,0
2011-06-15,82.17,81.82,81.058,81.1532,74.1204,UP,1
2011-06-16,82.41,82.03,81.418,81.1406,74.243,UP,1
2011-06-17,83.83,83.01,82.174,81.163,74.3647,UP,1
2011-06-20,85.32,83.53,83.242,81.2306,74.485,UP,1
2011-06-21,86.94,85.91,84.134,81.3594,74.6126,DOWN,0
2011-06-22,86.89,86.99,85.078,81.4926,74.7454,DOWN,0
2011-06-23,86.38,85.77,85.872,81.6316,74.8722,DOWN,0
2011-06-24,85.8,86.24,86.266,81.764,74.9965,UP,1
2011-06-27,87.3,85.38,86.662,81.9388,75.1283,UP,1
2011-06-28,88.92,87.69,87.058,82.1408,75.2624,DOWN,0
2011-06-29,88.86,89.3,87.452,82.367,75.3992,UP,1
2011-06-30,91.19,89.31,88.414,82.6388,75.5456,UP,1
2011-07-01,93.3,91.2,89.914,82.9158,75.7021,UP,1
2011-07-05,93.37,93.39,91.128,83.1832,75.8532,UP,1
2011-07-06,93.94,93.45,92.132,83.4746,76.0051,DOWN,0
2011-07-07,93.75,95.03,93.11,83.7488,76.1615,DOWN,0
2011-07-08,93.74,92.99,93.62,84.0076,76.3207,DOWN,0
2011-07-11,92.54,92.8,93.468,84.2284,76.4779,DOWN,0
2011-07-12,90.64,92.08,92.922,84.3752,76.6199,UP,1
2011-07-13,91.95,91.33,92.524,84.5566,76.7712,DOWN,0
2011-07-14,91.21,91.94,92.016,84.7346,76.9182,DOWN,0
2011-07-15,90.58,91.5,91.384,84.9156,77.0558,DOWN,0
2011-07-18,89.7,90.39,90.816,85.0732,77.1941,UP,1
2011-07-19,91.39,90.06,90.966,85.2428,77.3411,UP,1
2011-07-20,91.73,92.1,90.922,85.4078,77.4947,UP,1
2011-07-21,93.5,92.4,91.38,85.617,77.6512,DOWN,0
2011-07-22,93.03,93.22,91.87,85.8184,77.8044,DOWN,0
2011-07-25,92.61,92.37,92.452,85.998,77.9555,DOWN,0
2011-07-26,91.3,92.21,92.434,86.1704,78.0943,DOWN,0
2011-07-27,89.89,90.99,92.066,86.319,78.2268,UP,1
2011-07-28,90.01,90.17,91.368,86.4748,78.3604,UP,1
2011-07-29,90.07,89.04,90.776,86.5984,78.4914,DOWN,0
2011-08-01,89.05,90.81,90.064,86.7104,78.6199,DOWN,0
2011-08-02,86.73,88.76,89.15,86.7978,78.737,UP,1
2011-08-03,88.62,86.72,88.896,86.9604,78.8651,DOWN,0
2011-08-04,81.05,87.36,87.104,86.9794,78.9583,UP,1
2011-08-05,81.85,81.99,85.46,87.0162,79.0502,DOWN,0
2011-08-08,73.83,79.57,82.416,86.9008,79.0945,UP,1
2011-08-09,84.87,76.03,82.044,86.9872,79.1923,DOWN,0
2011-08-10,78.97,83.9,80.114,86.9266,79.2599,UP,1
2011-08-11,86.84,79.24,81.272,87.0368,79.3658,UP,1
2011-08-12,87.72,87.69,82.446,87.1668,79.4756,UP,1
2011-08-15,89.04,88.88,85.488,87.3412,79.5917,UP,1
2011-08-16,89.79,88.28,86.472,87.5268,79.7093,UP,1
2011-08-17,91.23,90.43,88.924,87.7408,79.8318,DOWN,0
2011-08-18,85.63,90.5,88.682,87.852,79.9212,DOWN,0
