ticker,NUE US Equity,NUE US Equity,NUE US Equity,NUE US Equity,NUE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-11-13,13.63,13.5425,11.5533,13.4895,12.5402,UP,1
2003-11-14,13.785,13.63,11.5723,13.5325,12.5669,DOWN,0
2003-11-17,13.6175,13.75,11.5903,13.601,12.5878,DOWN,0
2003-11-18,13.5475,13.6175,11.6087,13.6245,12.6134,UP,1
2003-11-19,13.5575,13.6125,11.6315,13.6275,12.6448,DOWN,0
2003-11-20,13.24,13.5,11.6501,13.5495,12.6674,UP,1
2003-11-21,13.3975,13.2425,11.6674,13.472,12.6898,UP,1
2003-11-24,13.75,13.4175,11.6861,13.4985,12.725,UP,1
2003-11-25,13.9975,13.775,11.7065,13.5885,12.763,UP,1
2003-11-26,14.05,14.06,11.7269,13.687,12.8065,DOWN,0
2003-11-28,14.0275,14.0375,11.7477,13.8445,12.8471,UP,1
2003-12-01,14.1675,13.95,11.7694,13.9985,12.8889,DOWN,0
2003-12-02,13.165,13.925,11.7845,13.8815,12.9155,DOWN,0
2003-12-03,12.9625,13.25,11.7984,13.6745,12.9346,UP,1
2003-12-04,13.05,12.9575,11.8129,13.4745,12.96,DOWN,0
2003-12-05,12.84,12.985,11.8245,13.237,12.9884,UP,1
2003-12-08,13.0325,12.875,11.8373,13.01,13.0211,DOWN,0
2003-12-09,12.9225,13.0325,11.8501,12.9615,13.0497,UP,1
2003-12-10,13.2,12.945,11.8644,13.009,13.0843,UP,1
2003-12-11,13.275,13.2375,11.879,13.054,13.1172,DOWN,0
2003-12-12,13.21,13.3025,11.8931,13.128,13.1476,UP,1
2003-12-15,13.315,13.21,11.9078,13.1845,13.1718,DOWN,0
2003-12-16,13.1875,13.33,11.9225,13.2375,13.1936,UP,1
2003-12-17,13.8225,13.325,11.9404,13.362,13.2241,UP,1
2003-12-18,14.2625,13.8425,11.9636,13.5595,13.2682,DOWN,0
2003-12-19,14.24,14.325,11.9845,13.7655,13.311,UP,1
2003-12-22,14.475,14.1775,12.008,13.9975,13.3545,DOWN,0
2003-12-23,14.38,14.5,12.0319,14.236,13.3944,DOWN,0
2003-12-24,13.8375,14.0875,12.0544,14.239,13.4153,UP,1
2003-12-26,14.11,13.975,12.0767,14.2085,13.4441,UP,1
2003-12-29,14.4125,14.1875,12.1004,14.243,13.4739,DOWN,0
2003-12-30,13.9825,14.4,12.1207,14.1445,13.4986,UP,1
2003-12-31,14.0,14.05,12.14,14.0685,13.5242,UP,1
2004-01-02,14.0125,14.0,12.1601,14.1035,13.5511,UP,1
2004-01-05,14.3125,14.175,12.1817,14.144,13.5874,UP,1
2004-01-06,14.3575,14.3,12.2011,14.133,13.622,DOWN,0
2004-01-07,13.8625,14.0375,12.2199,14.109,13.6442,UP,1
2004-01-08,14.1225,13.905,12.2403,14.1335,13.6709,DOWN,0
2004-01-09,14.1,14.05,12.2621,14.151,13.6895,DOWN,0
2004-01-12,13.97,14.0875,12.2841,14.0825,13.6966,DOWN,0
2004-01-13,13.74,14.025,12.3041,13.959,13.6964,DOWN,0
2004-01-14,13.695,13.8,12.3249,13.9255,13.6961,DOWN,0
2004-01-15,13.4225,13.695,12.3442,13.7855,13.6959,UP,1
2004-01-16,13.8125,13.55,12.3643,13.728,13.7002,UP,1
2004-01-20,13.975,13.8125,12.3851,13.729,13.7075,DOWN,0
2004-01-21,13.9625,14.0125,12.4057,13.7735,13.7123,DOWN,0
2004-01-22,13.9375,13.975,12.4251,13.822,13.7196,DOWN,0
2004-01-23,13.465,13.935,12.4425,13.8305,13.7234,DOWN,0
2004-01-26,13.335,13.465,12.4605,13.735,13.7215,UP,1
2004-01-27,13.4925,13.345,12.4793,13.6385,13.7205,DOWN,0
2004-01-28,13.435,13.4875,12.4982,13.533,13.7166,UP,1
2004-01-29,13.5675,14.0,12.5167,13.459,13.7123,UP,1
2004-01-30,14.0775,13.5675,12.5363,13.5815,13.7215,DOWN,0
2004-02-02,14.02,14.0775,12.5556,13.7185,13.7309,DOWN,0
2004-02-03,13.775,13.975,12.5726,13.775,13.7353,UP,1
2004-02-04,14.1,14.125,12.5907,13.908,13.7525,UP,1
2004-02-05,14.255,14.275,12.6091,14.0455,13.7696,UP,1
2004-02-06,14.61,14.28,12.6305,14.152,13.7868,UP,1
2004-02-09,14.815,14.61,12.6542,14.311,13.8032,UP,1
2004-02-10,14.8375,14.815,12.6786,14.5235,13.8189,UP,1
2004-02-11,15.2025,14.8375,12.7036,14.744,13.8424,UP,1
2004-02-12,15.5875,15.1875,12.7308,15.0105,13.8708,DOWN,0
2004-02-13,15.27,15.4875,12.7561,15.1425,13.9129,UP,1
2004-02-17,15.525,15.2725,12.7823,15.2845,13.9642,UP,1
2004-02-18,15.7875,15.5,12.8087,15.4745,14.0189,DOWN,0
2004-02-19,15.6525,15.9375,12.8338,15.5645,14.0752,DOWN,0
2004-02-20,15.315,15.65,12.8562,15.51,14.1208,UP,1
2004-02-23,15.3175,15.315,12.8794,15.5195,14.1687,UP,1
2004-02-24,15.325,15.315,12.9042,15.4795,14.2112,UP,1
2004-02-25,15.45,15.175,12.9276,15.412,14.2547,UP,1
2004-02-26,15.5825,15.375,12.9513,15.398,14.3022,UP,1
2004-02-27,15.725,15.5825,12.9749,15.48,14.3504,UP,1
2004-03-01,16.37,15.9875,13.0023,15.6905,14.414,DOWN,0
2004-03-02,16.345,16.3725,13.0286,15.8945,14.4645,DOWN,0
2004-03-03,16.1625,16.325,13.0538,16.037,14.5025,UP,1
2004-03-04,16.2125,16.1375,13.0795,16.163,14.5419,DOWN,0
2004-03-05,15.475,15.75,13.1011,16.113,14.5619,DOWN,0
2004-03-08,14.9575,15.475,13.1204,15.8305,14.5735,DOWN,0
2004-03-09,14.7,15.05,13.1382,15.5015,14.5907,DOWN,0
2004-03-10,14.025,14.75,13.1518,15.074,14.589,UP,1
2004-03-11,14.0375,14.0,13.1641,14.639,14.5815,UP,1
2004-03-12,14.495,14.1875,13.1783,14.443,14.5918,DOWN,0
2004-03-15,14.0675,14.475,13.1911,14.265,14.5931,UP,1
2004-03-16,14.1075,14.225,13.2021,14.1465,14.595,UP,1
2004-03-17,14.535,14.1625,13.2135,14.2485,14.5995,DOWN,0
2004-03-18,14.52,14.475,13.2255,14.345,14.6027,UP,1
2004-03-19,15.565,15.375,13.2429,14.559,14.6368,DOWN,0
2004-03-22,15.1525,15.5675,13.2574,14.776,14.6574,UP,1
2004-03-23,15.5075,15.5,13.2734,15.056,14.6855,DOWN,0
2004-03-24,14.9375,15.51,13.2868,15.1365,14.7049,UP,1
2004-03-25,15.345,15.125,13.302,15.3015,14.737,UP,1
2004-03-26,15.5,15.345,13.3164,15.2885,14.7731,UP,1
2004-03-29,15.53,15.5,13.3311,15.364,14.8152,UP,1
2004-03-30,15.65,15.4875,13.3477,15.3925,14.852,DOWN,0
2004-03-31,15.37,15.775,13.3621,15.479,14.8799,DOWN,0
2004-04-01,15.1725,15.37,13.3741,15.4445,14.9041,UP,1
2004-04-02,15.5,15.3625,13.3872,15.4445,14.9353,UP,1
2004-04-05,15.615,15.4875,13.4011,15.4615,14.9783,UP,1
2004-04-06,16.165,15.625,13.4182,15.5645,15.0349,UP,1
2004-04-07,16.275,16.15,13.4372,15.7455,15.0906,UP,1
2004-04-08,16.2875,16.3125,13.4565,15.9685,15.1476,UP,1
2004-04-12,16.4425,16.29,13.4773,16.157,15.2051,DOWN,0
2004-04-13,15.9275,16.4175,13.4951,16.2195,15.2421,DOWN,0
2004-04-14,15.795,15.9275,13.5129,16.1455,15.2776,UP,1
2004-04-15,16.0725,15.745,13.5322,16.105,15.3236,UP,1
2004-04-16,16.2625,16.075,13.5523,16.1,15.3668,UP,1
2004-04-19,16.3075,16.235,13.572,16.073,15.4079,DOWN,0
2004-04-20,15.9125,16.3075,13.5897,16.07,15.4339,UP,1
2004-04-21,15.9225,15.9125,13.6069,16.0955,15.4561,UP,1
2004-04-22,16.6375,16.5,13.6282,16.2085,15.4921,DOWN,0
2004-04-23,16.5075,16.375,13.6496,16.2575,15.5182,DOWN,0
2004-04-26,16.3275,16.5075,13.6706,16.2615,15.533,DOWN,0
2004-04-27,16.1425,16.3275,13.6911,16.3075,15.5504,DOWN,0
2004-04-28,15.365,16.145,13.7069,16.196,15.5472,DOWN,0
2004-04-29,14.9675,15.375,13.7214,15.862,15.5308,DOWN,0
2004-04-30,14.85,15.0875,13.7347,15.5305,15.5148,DOWN,0
2004-05-03,14.8275,14.8625,13.7481,15.2305,15.505,UP,1
2004-05-04,15.2875,14.925,13.762,15.0595,15.5044,UP,1
2004-05-05,15.45,15.2875,13.7773,15.0765,15.5069,DOWN,0
2004-05-06,15.1425,15.4125,13.7902,15.1115,15.5008,DOWN,0
2004-05-07,14.435,15.05,13.7991,15.0285,15.4778,UP,1
2004-05-10,14.5875,14.4,13.8093,14.9805,15.4551,UP,1
2004-05-11,14.7875,14.65,13.8233,14.8805,15.4234,UP,1
2004-05-12,14.8275,14.675,13.8382,14.756,15.3931,DOWN,0
2004-05-13,14.7225,14.825,13.8516,14.672,15.3643,DOWN,0
2004-05-14,14.47,14.7225,13.8644,14.679,15.3294,DOWN,0
2004-05-17,14.3125,14.425,13.8743,14.624,15.3062,UP,1
2004-05-18,15.2375,14.3125,13.8893,14.714,15.3118,DOWN,0
2004-05-19,15.2375,15.3125,13.9041,14.796,15.3225,DOWN,0
2004-05-20,15.2175,15.2375,13.9199,14.895,15.3464,UP,1
2004-05-21,15.5875,15.5625,13.9387,15.1185,15.3774,UP,1
2004-05-24,15.895,16.0,13.9583,15.435,15.4054,UP,1
2004-05-25,16.28,15.895,13.9785,15.6435,15.4496,DOWN,0
2004-05-26,16.15,16.2,13.9968,15.826,15.4905,UP,1
2004-05-27,16.75,16.2875,14.018,16.1325,15.5348,DOWN,0
2004-05-28,16.4625,16.6875,14.0389,16.3075,15.5736,DOWN,0
2004-06-01,16.2875,16.4625,14.0566,16.386,15.5881,DOWN,0
2004-06-02,15.955,16.2875,14.073,16.321,15.6041,DOWN,0
2004-06-03,15.9475,15.9875,14.0885,16.2805,15.6129,UP,1
2004-06-04,16.02,16.0,14.1045,16.1345,15.6346,UP,1
2004-06-07,16.75,16.2125,14.1241,16.192,15.6627,DOWN,0
2004-06-08,16.675,16.65,14.1427,16.2695,15.6862,DOWN,0
2004-06-09,16.4075,16.625,14.1599,16.36,15.7037,UP,1
2004-06-10,16.975,16.875,14.1804,16.5655,15.7302,DOWN,0
2004-06-14,16.7125,17.0,14.2,16.704,15.7571,UP,1
2004-06-15,17.385,17.0375,14.2226,16.831,15.8013,UP,1
2004-06-16,17.68,17.3875,14.2466,17.032,15.8449,DOWN,0
2004-06-17,17.675,17.68,14.2707,17.2855,15.8861,UP,1
2004-06-18,18.1175,17.675,14.2968,17.514,15.9252,UP,1
2004-06-21,18.235,18.2,14.3241,17.8185,15.9644,UP,1
2004-06-22,18.6275,18.1725,14.3539,18.067,16.0112,UP,1
2004-06-23,19.1,18.6275,14.3871,18.351,16.0643,UP,1
2004-06-24,19.25,19.15,14.4205,18.666,16.1308,DOWN,0
2004-06-25,18.9625,19.2,14.454,18.835,16.1941,DOWN,0
2004-06-28,18.7525,19.2125,14.4878,18.9385,16.2477,UP,1
2004-06-29,19.155,18.7525,14.5231,19.044,16.3056,UP,1
2004-06-30,19.19,19.175,14.5576,19.062,16.3632,DOWN,0
2004-07-01,18.6825,18.875,14.5911,18.9485,16.4186,DOWN,0
2004-07-02,18.4625,18.6825,14.6229,18.8485,16.4694,DOWN,0
2004-07-06,18.4525,18.5125,14.6558,18.7885,16.5057,UP,1
2004-07-07,18.645,18.475,14.689,18.6865,16.5485,DOWN,0
2004-07-08,18.245,18.4925,14.7199,18.4975,16.5868,UP,1
2004-07-09,18.37,18.3075,14.7525,18.435,16.6314,UP,1
2004-07-12,18.5375,18.37,14.7852,18.45,16.6948,UP,1
2004-07-13,19.055,18.5,14.8216,18.5705,16.7766,UP,1
2004-07-14,19.5375,19.1375,14.8622,18.749,16.8703,UP,1
2004-07-15,19.7325,19.7,14.9038,19.0465,16.9684,UP,1
2004-07-16,19.875,19.825,14.9457,19.3475,17.0602,DOWN,0
2004-07-19,19.6125,19.8875,14.9865,19.5625,17.1434,UP,1
2004-07-20,19.75,19.64,15.027,19.7015,17.2355,DOWN,0
2004-07-21,19.155,19.9875,15.0644,19.625,17.3299,UP,1
2004-07-22,19.4975,19.155,15.1013,19.578,17.4281,DOWN,0
2004-07-23,19.4025,19.435,15.1379,19.4835,17.5204,DOWN,0
2004-07-26,19.1775,19.5875,15.1723,19.3965,17.6074,UP,1
2004-07-27,20.0775,19.2,15.2124,19.462,17.7145,UP,1
2004-07-28,20.725,20.195,15.2555,19.776,17.8396,UP,1
2004-07-29,21.1075,20.7275,15.2995,20.098,17.9755,DOWN,0
2004-07-30,20.9125,21.1075,15.3422,20.4,18.089,UP,1
2004-08-02,21.115,20.915,15.3838,20.7875,18.2066,DOWN,0
2004-08-03,20.94,21.115,15.4251,20.96,18.3211,DOWN,0
2004-08-04,20.8675,20.825,15.4648,20.9885,18.4267,DOWN,0
2004-08-05,20.185,20.8675,15.502,20.804,18.5124,DOWN,0
2004-08-06,19.435,19.705,15.5356,20.5085,18.5756,UP,1
2004-08-09,19.8275,19.5,15.5714,20.251,18.6491,UP,1
2004-08-10,20.45,19.84,15.6112,20.153,18.7231,UP,1
2004-08-11,20.52,20.45,15.6506,20.0835,18.8043,DOWN,0
2004-08-12,19.925,20.45,15.6865,20.0315,18.877,DOWN,0
2004-08-13,19.8625,19.9625,15.7219,20.117,18.9551,UP,1
2004-08-16,20.55,19.8875,15.7588,20.2615,19.0472,UP,1
2004-08-17,20.7,20.625,15.7942,20.3115,19.1408,UP,1
2004-08-18,20.755,20.5625,15.8292,20.3585,19.2209,UP,1
2004-08-19,20.8175,20.755,15.8648,20.537,19.3037,UP,1
2004-08-20,21.0525,20.8175,15.9029,20.775,19.3966,DOWN,0
2004-08-23,20.3425,21.0375,15.9366,20.7335,19.464,DOWN,0
2004-08-24,20.2075,20.3425,15.9696,20.635,19.5339,DOWN,0
2004-08-25,19.98,20.0,16.0009,20.48,19.5858,DOWN,0
2004-08-26,19.69,19.98,16.0315,20.2545,19.626,UP,1
2004-08-27,19.9,19.725,16.0646,20.024,19.6705,DOWN,0
2004-08-30,19.5125,19.8725,16.095,19.858,19.6984,UP,1
2004-08-31,19.5725,19.525,16.1251,19.731,19.7252,UP,1
2004-09-01,19.6,19.575,16.155,19.655,19.7446,UP,1
2004-09-02,20.1975,19.6,16.1871,19.7565,19.7666,UP,1
2004-09-03,20.3,20.2,16.2205,19.8365,19.7876,UP,1
2004-09-07,20.8,20.4625,16.2567,20.094,19.8243,DOWN,0
2004-09-08,20.575,20.7625,16.2918,20.2945,19.8608,UP,1
2004-09-09,22.1075,21.5,16.3362,20.796,19.9198,UP,1
2004-09-10,22.2875,22.27,16.3806,21.214,19.9817,DOWN,0
2004-09-13,22.1175,22.325,16.4224,21.5775,20.0504,DOWN,0
2004-09-14,22.105,22.115,16.463,21.8385,20.1233,DOWN,0
2004-09-15,21.925,21.97,16.5024,22.1085,20.1927,UP,1
2004-09-16,22.025,22.0375,16.5423,22.092,20.2603,UP,1
2004-09-17,22.4175,22.225,16.5836,22.118,20.3438,UP,1
2004-09-20,22.45,22.42,16.63,22.1845,20.4254,DOWN,0
2004-09-21,22.36,22.0375,16.677,22.2355,20.5018,DOWN,0
2004-09-22,22.3325,22.225,16.7234,22.317,20.5674,DOWN,0
2004-09-23,21.6575,22.3575,16.7675,22.2435,20.6098,DOWN,0
2004-09-24,21.57,21.72,16.8102,22.074,20.6465,UP,1
2004-09-27,21.6375,21.5125,16.8538,21.9115,20.6818,UP,1
2004-09-28,22.625,21.685,16.9009,21.9645,20.7421,DOWN,0
2004-09-29,22.3125,22.6,16.9461,21.9605,20.7933,UP,1
2004-09-30,22.8425,22.375,16.9942,22.1975,20.8671,UP,1
2004-10-01,23.255,23.0,17.0439,22.5345,20.9422,UP,1
2004-10-04,24.2,23.375,17.099,23.047,21.0382,DOWN,0
2004-10-05,23.95,24.25,17.1496,23.312,21.1336,UP,1
2004-10-06,24.54,24.0,17.201,23.7575,21.2229,DOWN,0
2004-10-07,24.28,24.5625,17.2512,24.045,21.294,DOWN,0
2004-10-08,23.6075,24.04,17.2969,24.1155,21.344,UP,1
2004-10-11,23.7,23.885,17.3435,24.0155,21.3997,DOWN,0
2004-10-12,23.275,23.5,17.3907,23.8805,21.4429,DOWN,0
2004-10-13,22.1525,22.985,17.4309,23.403,21.4672,DOWN,0
2004-10-14,22.065,21.9125,17.4692,22.96,21.4911,UP,1
2004-10-15,22.15,22.3875,17.51,22.6685,21.5304,DOWN,0
2004-10-18,21.9,21.985,17.5495,22.3085,21.5797,DOWN,0
2004-10-19,19.725,21.9,17.5781,21.5985,21.5777,UP,1
2004-10-20,20.125,20.0,17.6071,21.193,21.5712,UP,1
2004-10-21,20.47,20.0,17.6377,20.874,21.5702,DOWN,0
2004-10-22,20.085,20.8,17.6688,20.461,21.5734,UP,1
2004-10-25,20.855,21.105,17.7025,20.252,21.5932,UP,1
2004-10-26,21.695,20.995,17.7404,20.646,21.6161,DOWN,0
2004-10-27,21.32,21.445,17.7772,20.885,21.6285,DOWN,0
2004-10-28,20.5,20.625,17.811,20.891,21.6234,UP,1
2004-10-29,21.115,20.625,17.8481,21.097,21.6294,UP,1
2004-11-01,21.44,21.5,17.8882,21.214,21.6371,UP,1
2004-11-02,22.475,22.555,17.9315,21.37,21.6798,UP,1
2004-11-03,23.26,24.19,17.9779,21.758,21.7408,UP,1
2004-11-04,24.045,23.385,18.0283,22.467,21.8221,DOWN,0
2004-11-05,23.675,23.4,18.077,22.979,21.9018,UP,1
2004-11-08,23.98,24.35,18.1296,23.487,21.9834,UP,1
2004-11-09,24.4,24.125,18.1849,23.872,22.0812,UP,1
2004-11-10,24.96,24.4,18.2422,24.212,22.1889,DOWN,0
2004-11-11,24.72,24.95,18.2987,24.347,22.2913,UP,1
2004-11-12,25.685,24.72,18.3593,24.749,22.4011,UP,1
2004-11-15,25.805,25.69,18.4179,25.114,22.5112,DOWN,0
2004-11-16,25.33,25.805,18.4744,25.3,22.6018,UP,1
2004-11-17,25.685,25.6,18.534,25.445,22.704,DOWN,0
2004-11-18,24.685,25.15,18.5869,25.438,22.7555,UP,1
2004-11-19,24.735,24.9,18.6393,25.248,22.8045,UP,1
2004-11-22,25.705,24.74,18.6948,25.228,22.8762,DOWN,0
2004-11-23,25.28,25.705,18.7471,25.218,22.9397,UP,1
2004-11-24,25.575,25.68,18.8008,25.196,23.0127,UP,1
2004-11-26,27.025,26.425,18.8599,25.664,23.1127,DOWN,0
2004-11-29,26.735,27.35,18.9157,26.064,23.199,DOWN,0
2004-11-30,26.45,26.8,18.9716,26.213,23.279,DOWN,0
2004-12-01,26.145,26.575,19.0247,26.386,23.3548,DOWN,0
2004-12-02,25.165,26.075,19.0715,26.304,23.4114,UP,1
2004-12-03,25.92,25.21,19.1229,26.083,23.4967,DOWN,0
2004-12-06,25.405,25.74,19.1733,25.817,23.5734,DOWN,0
2004-12-07,24.675,25.405,19.2201,25.462,23.6341,DOWN,0
2004-12-08,24.31,24.25,19.265,25.095,23.6678,UP,1
2004-12-09,24.775,24.31,19.3117,25.017,23.7171,UP,1
2004-12-10,24.995,25.275,19.3587,24.832,23.7601,UP,1
2004-12-13,25.995,25.5,19.4101,24.95,23.8149,DOWN,0
2004-12-14,25.83,26.175,19.4574,25.181,23.8475,UP,1
2004-12-15,26.75,25.835,19.5094,25.669,23.9035,DOWN,0
2004-12-16,26.375,26.75,19.5605,25.989,23.9402,UP,1
2004-12-17,26.41,26.05,19.6115,26.272,23.9828,DOWN,0
2004-12-20,26.275,26.64,19.6655,26.328,24.0361,UP,1
2004-12-21,27.33,26.55,19.7273,26.628,24.1087,DOWN,0
2004-12-22,26.985,27.6,19.7887,26.675,24.1829,DOWN,0
2004-12-23,26.925,27.0,19.8532,26.785,24.2784,UP,1
2004-12-27,26.975,27.15,19.9179,26.898,24.3766,UP,1
2004-12-28,27.54,27.025,19.9832,27.151,24.4844,DOWN,0
2004-12-29,27.435,27.475,20.05,27.172,24.5951,DOWN,0
2004-12-30,25.69,26.95,20.1079,26.913,24.7144,UP,1
2004-12-31,26.17,25.695,20.1661,26.762,24.8353,DOWN,0
2005-01-03,25.225,26.25,20.2196,26.412,24.9304,DOWN,0
2005-01-04,25.06,25.23,20.2671,25.916,25.0299,DOWN,0
2005-01-05,24.84,25.425,20.3155,25.397,25.1096,DOWN,0
2005-01-06,24.6,24.84,20.361,25.179,25.1677,UP,1
2005-01-07,24.665,25.025,20.4096,24.878,25.2346,UP,1
2005-01-10,24.96,24.9,20.4577,24.825,25.3238,DOWN,0
2005-01-11,24.18,24.96,20.5011,24.649,25.3851,UP,1
2005-01-12,24.615,24.305,20.5465,24.604,25.4486,UP,1
2005-01-13,25.205,24.65,20.5943,24.725,25.5032,UP,1
2005-01-14,26.15,26.0,20.6482,25.022,25.561,DOWN,0
2005-01-18,25.965,25.7,20.7022,25.223,25.5994,DOWN,0
2005-01-19,25.785,25.925,20.7536,25.544,25.6416,DOWN,0
2005-01-20,25.395,25.775,20.8025,25.7,25.6699,UP,1
2005-01-21,25.805,25.525,20.8507,25.82,25.698,DOWN,0
2005-01-24,25.61,26.0,20.8974,25.712,25.711,UP,1
2005-01-25,26.575,26.2,20.9488,25.834,25.7481,DOWN,0
2005-01-26,26.475,26.71,20.999,25.972,25.7639,UP,1
2005-01-27,27.175,26.6,21.0552,26.328,25.7913,UP,1
2005-01-28,27.45,27.325,21.1135,26.657,25.8337,UP,1
2005-01-31,28.08,26.525,21.1735,27.151,25.8816,DOWN,0
2005-02-01,28.01,28.205,21.2322,27.438,25.9481,UP,1
2005-02-02,28.28,28.135,21.2921,27.799,26.019,UP,1
2005-02-03,28.495,27.875,21.355,28.063,26.0748,DOWN,0
2005-02-04,28.275,28.5,21.4168,28.228,26.1347,UP,1
2005-02-07,28.49,28.5,21.476,28.31,26.193,UP,1
2005-02-08,28.515,28.495,21.5361,28.411,26.2228,DOWN,0
2005-02-09,27.55,28.59,21.5922,28.265,26.2391,UP,1
2005-02-10,28.265,27.725,21.6528,28.219,26.2754,UP,1
2005-02-11,28.455,28.27,21.7183,28.255,26.3216,UP,1
2005-02-14,28.765,28.58,21.7872,28.31,26.3936,DOWN,0
2005-02-15,28.37,29.05,21.8548,28.281,26.4426,UP,1
2005-02-16,29.84,28.4,21.9299,28.739,26.5313,DOWN,0
2005-02-17,29.385,29.945,22.0004,28.963,26.6255,UP,1
2005-02-18,30.125,29.575,22.0738,29.297,26.7418,DOWN,0
2005-02-22,29.05,30.0,22.1433,29.354,26.8273,UP,1
2005-02-23,29.6,29.625,22.2191,29.6,26.9194,UP,1
2005-02-24,30.835,29.725,22.3004,29.799,27.0162,UP,1
2005-02-25,31.695,30.86,22.3849,30.261,27.1335,DOWN,0
2005-02-28,31.17,31.7,22.4666,30.47,27.2219,DOWN,0
2005-03-01,30.15,31.375,22.5438,30.69,27.2974,UP,1
2005-03-02,30.535,29.95,22.6241,30.877,27.3799,DOWN,0
2005-03-03,30.3,30.75,22.704,30.77,27.4604,UP,1
2005-03-04,31.915,30.75,22.7874,30.814,27.5521,DOWN,0
2005-03-07,30.935,31.64,22.8659,30.767,27.6311,DOWN,0
2005-03-08,29.925,30.825,22.9394,30.722,27.6911,DOWN,0
2005-03-09,29.43,30.485,23.0086,30.501,27.7402,DOWN,0
2005-03-10,28.825,29.43,23.0733,30.206,27.7659,UP,1
2005-03-11,31.275,30.24,23.1483,30.078,27.8427,DOWN,0
2005-03-14,30.905,31.25,23.222,30.072,27.947,UP,1
2005-03-15,31.485,30.995,23.2957,30.384,28.0533,DOWN,0
2005-03-16,30.51,31.325,23.366,30.6,28.159,UP,1
2005-03-17,31.0,30.635,23.4395,31.035,28.2778,DOWN,0
2005-03-18,30.825,31.0,23.5139,30.945,28.3975,UP,1
2005-03-21,31.665,31.49,23.5925,31.097,28.5388,DOWN,0
2005-03-22,31.315,31.79,23.6689,31.063,28.6718,DOWN,0
2005-03-23,30.585,31.32,23.7381,31.078,28.7843,UP,1
2005-03-24,30.865,30.95,23.8091,31.051,28.918,DOWN,0
2005-03-28,30.16,31.0,23.8778,30.918,29.0289,DOWN,0
2005-03-29,28.11,30.075,23.9335,30.207,29.087,UP,1
2005-03-30,28.65,28.35,23.9932,29.674,29.137,UP,1
2005-03-31,28.78,29.0,24.0502,29.313,29.1933,UP,1
2005-04-01,29.2,28.85,24.1077,28.98,29.2616,DOWN,0
2005-04-04,28.925,29.175,24.164,28.733,29.3322,DOWN,0
2005-04-05,28.91,29.325,24.218,28.893,29.3943,DOWN,0
2005-04-06,28.87,28.5,24.2711,28.937,29.4595,DOWN,0
2005-04-07,28.65,28.95,24.3212,28.911,29.501,DOWN,0
2005-04-08,27.635,28.15,24.3639,28.598,29.5242,UP,1
2005-04-11,27.685,27.635,24.4061,28.35,29.5344,UP,1
2005-04-12,28.025,27.5,24.4514,28.173,29.5459,DOWN,0
2005-04-13,26.17,27.96,24.4885,27.633,29.5077,DOWN,0
2005-04-14,24.95,25.5,24.5175,26.893,29.4465,DOWN,0
2005-04-15,24.395,24.995,24.5435,26.245,29.3688,UP,1
2005-04-18,25.835,24.625,24.5793,25.875,29.3156,UP,1
2005-04-19,26.635,25.975,24.6201,25.597,29.2828,DOWN,0
2005-04-20,25.885,26.635,24.6573,25.54,29.2307,UP,1
2005-04-21,26.8,26.475,24.6981,25.91,29.1964,DOWN,0
2005-04-22,26.575,26.6,24.7397,26.346,29.1769,UP,1
2005-04-25,26.675,26.85,24.7812,26.514,29.1451,DOWN,0
2005-04-26,25.8,26.7,24.8176,26.347,29.092,DOWN,0
2005-04-27,25.19,25.8,24.8482,26.208,29.0205,DOWN,0
2005-04-28,24.885,25.0,24.875,25.825,28.9508,UP,1
2005-04-29,25.55,25.25,24.9041,25.62,28.865,DOWN,0
2005-05-02,25.5,25.55,24.9322,25.385,28.7873,UP,1
2005-05-03,25.575,25.2,24.962,25.34,28.6963,UP,1
2005-05-04,26.35,25.65,24.995,25.572,28.6423,DOWN,0
2005-05-05,26.155,26.415,25.03,25.826,28.5734,UP,1
2005-05-06,26.76,26.6,25.0663,26.068,28.4919,UP,1
2005-05-09,26.825,26.7,25.1034,26.333,28.3945,DOWN,0
2005-05-10,25.51,26.215,25.1351,26.32,28.2813,UP,1
2005-05-11,25.94,25.625,25.1644,26.238,28.1971,DOWN,0
2005-05-12,24.455,25.94,25.183,25.898,28.0755,DOWN,0
2005-05-13,23.98,24.4,25.1974,25.342,27.9491,UP,1
2005-05-16,24.505,23.9,25.2154,24.878,27.8009,UP,1
2005-05-17,25.2,24.425,25.2358,24.816,27.6862,UP,1
2005-05-18,26.37,25.45,25.2629,24.902,27.6151,DOWN,0
2005-05-19,26.03,26.365,25.2887,25.217,27.5471,DOWN,0
2005-05-20,25.805,25.925,25.3168,25.582,27.4867,UP,1
2005-05-23,26.12,25.755,25.3503,25.905,27.3836,DOWN,0
2005-05-24,25.875,26.135,25.3805,26.04,27.283,DOWN,0
2005-05-25,25.55,25.75,25.406,25.876,27.1643,UP,1
2005-05-26,26.415,25.775,25.4355,25.953,27.0824,UP,1
2005-05-27,26.89,27.05,25.4703,26.17,27.0002,DOWN,0
2005-05-31,26.48,26.62,25.5034,26.242,26.9133,UP,1
2005-06-01,27.11,26.375,25.5362,26.489,26.8222,DOWN,0
2005-06-02,27.04,26.76,25.5679,26.787,26.7367,DOWN,0
