ticker,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-07-20,1.909,1.875,1.8474,1.8787,1.7626,DOWN,0
2005-07-21,1.898,1.948,1.8466,1.8863,1.7663,DOWN,0
2005-07-22,1.898,1.895,1.8458,1.8943,1.7705,DOWN,0
2005-07-25,1.898,1.9,1.845,1.9019,1.7746,DOWN,0
2005-07-26,1.887,1.911,1.8444,1.8976,1.7784,UP,1
2005-07-27,2.183,2.101,1.8453,1.9524,1.7875,UP,1
2005-07-28,2.284,2.177,1.8467,2.0297,1.7985,DOWN,0
2005-07-29,2.258,2.266,1.848,2.1017,1.8083,DOWN,0
2005-08-01,2.247,2.244,1.8494,2.1715,1.8176,UP,1
2005-08-02,2.326,2.245,1.8514,2.2592,1.8286,DOWN,0
2005-08-03,2.306,2.301,1.8531,2.2838,1.8391,DOWN,0
2005-08-04,2.273,2.278,1.8549,2.2816,1.849,DOWN,0
2005-08-05,2.264,2.263,1.8566,2.2828,1.859,UP,1
2005-08-08,2.283,2.266,1.8582,2.2901,1.8692,UP,1
2005-08-09,2.297,2.288,1.861,2.2843,1.8796,DOWN,0
2005-08-10,2.238,2.27,1.8637,2.2708,1.8889,UP,1
2005-08-11,2.261,2.231,1.8666,2.2683,1.8975,DOWN,0
2005-08-12,2.21,2.232,1.869,2.2576,1.9053,UP,1
2005-08-15,2.252,2.197,1.8717,2.2514,1.9147,DOWN,0
2005-08-16,2.214,2.245,1.8742,2.2348,1.9232,DOWN,0
2005-08-17,2.206,2.21,1.8765,2.2284,1.932,DOWN,0
2005-08-18,2.186,2.194,1.8784,2.2136,1.9409,DOWN,0
2005-08-19,2.186,2.18,1.8803,2.2088,1.9494,UP,1
2005-08-22,2.189,2.181,1.882,2.1961,1.9582,DOWN,0
2005-08-23,2.171,2.187,1.8837,2.1876,1.9668,DOWN,0
2005-08-24,2.119,2.166,1.885,2.1701,1.9741,DOWN,0
2005-08-25,2.116,2.127,1.8862,2.1559,1.9812,UP,1
2005-08-26,2.119,2.115,1.8873,2.1424,1.988,UP,1
2005-08-29,2.14,2.096,1.8883,2.1326,1.9954,DOWN,0
2005-08-30,2.125,2.12,1.8888,2.1233,2.0022,UP,1
2005-08-31,2.135,2.122,1.8892,2.1266,2.0096,DOWN,0
2005-09-01,2.092,2.126,1.8897,2.1219,2.0162,DOWN,0
2005-09-02,2.076,2.1,1.8901,2.1133,2.0223,UP,1
2005-09-06,2.181,2.077,1.8909,2.1216,2.0309,UP,1
2005-09-07,2.186,2.175,1.8922,2.134,2.0401,DOWN,0
2005-09-08,2.148,2.173,1.8934,2.1366,2.0493,DOWN,0
2005-09-09,2.148,2.15,1.8946,2.1477,2.0589,UP,1
2005-09-12,2.225,2.136,1.896,2.1776,2.0703,DOWN,0
2005-09-13,2.197,2.209,1.8972,2.1807,2.0814,DOWN,0
2005-09-14,2.155,2.194,1.8983,2.1744,2.0904,DOWN,0
2005-09-15,2.136,2.16,1.899,2.1719,2.099,UP,1
2005-09-16,2.14,2.14,1.8997,2.1704,2.1079,DOWN,0
2005-09-19,2.138,2.132,1.9004,2.1529,2.1159,DOWN,0
2005-09-20,2.093,2.133,1.9008,2.1323,2.1222,DOWN,0
2005-09-21,2.063,2.093,1.9013,2.1138,2.1271,UP,1
2005-09-22,2.104,2.06,1.9022,2.1075,2.1327,UP,1
2005-09-23,2.109,2.099,1.9031,2.1014,2.1377,UP,1
2005-09-26,2.167,2.123,1.904,2.1073,2.1439,DOWN,0
2005-09-27,2.158,2.163,1.905,2.1202,2.1498,UP,1
2005-09-28,2.169,2.163,1.9059,2.1414,2.155,UP,1
2005-09-29,2.24,2.169,1.907,2.1685,2.1617,UP,1
2005-09-30,2.265,2.233,1.9081,2.1996,2.169,UP,1
2005-10-03,2.301,2.266,1.9095,2.2263,2.1771,DOWN,0
2005-10-04,2.247,2.3,1.9108,2.244,2.184,DOWN,0
2005-10-05,2.225,2.246,1.9122,2.2552,2.1908,DOWN,0
2005-10-06,2.201,2.228,1.9133,2.2474,2.1912,DOWN,0
2005-10-07,2.186,2.214,1.9144,2.2316,2.1892,UP,1
2005-10-10,2.188,2.191,1.9156,2.2091,2.1878,DOWN,0
2005-10-11,2.17,2.196,1.9159,2.1938,2.1863,DOWN,0
2005-10-12,2.128,2.145,1.9153,2.1744,2.1823,UP,1
2005-10-13,2.131,2.122,1.9148,2.1605,2.1788,UP,1
2005-10-14,2.19,2.15,1.9145,2.1612,2.1772,UP,1
2005-10-17,2.251,2.182,1.9147,2.1738,2.1769,DOWN,0
2005-10-18,2.233,2.246,1.9147,2.1863,2.1759,UP,1
2005-10-19,2.293,2.227,1.9156,2.2194,2.1758,DOWN,0
2005-10-20,2.25,2.295,1.9165,2.2433,2.1761,UP,1
2005-10-21,2.298,2.284,1.9177,2.2649,2.1768,UP,1
2005-10-24,2.347,2.306,1.9188,2.284,2.1796,DOWN,0
2005-10-25,2.309,2.344,1.9199,2.2992,2.1807,DOWN,0
2005-10-26,1.988,2.05,1.9194,2.2381,2.1762,DOWN,0
2005-10-27,1.953,1.982,1.9186,2.1786,2.1711,DOWN,0
2005-10-28,1.948,1.977,1.9177,2.1086,2.1663,UP,1
2005-10-31,1.993,1.968,1.9165,2.0379,2.1625,UP,1
2005-11-01,2.019,1.999,1.9155,1.9799,2.1591,UP,1
2005-11-02,2.038,2.015,1.9147,1.9899,2.1564,UP,1
2005-11-03,2.078,2.045,1.9145,2.0149,2.1556,DOWN,0
2005-11-04,2.055,2.075,1.9145,2.0363,2.1544,UP,1
2005-11-07,2.07,2.054,1.9147,2.0516,2.1534,UP,1
2005-11-08,2.098,2.067,1.915,2.0674,2.1525,DOWN,0
2005-11-09,2.07,2.09,1.915,2.0739,2.1515,UP,1
2005-11-10,2.109,2.074,1.915,2.0801,2.1509,UP,1
2005-11-11,2.134,2.119,1.9151,2.096,2.1518,DOWN,0
2005-11-14,2.127,2.126,1.9149,2.1074,2.1528,UP,1
2005-11-15,2.223,2.273,1.9154,2.1324,2.1536,UP,1
2005-11-16,2.265,2.214,1.9163,2.1714,2.1552,UP,1
2005-11-17,2.337,2.272,1.919,2.217,2.159,UP,1
2005-11-18,2.399,2.345,1.9221,2.27,2.164,UP,1
2005-11-21,2.4,2.379,1.9251,2.3246,2.1675,UP,1
2005-11-22,2.443,2.375,1.9283,2.3686,2.1724,DOWN,0
2005-11-23,2.412,2.439,1.9314,2.398,2.1776,DOWN,0
2005-11-25,2.403,2.403,1.9344,2.4112,2.1829,UP,1
2005-11-28,2.418,2.407,1.9376,2.4149,2.1885,UP,1
2005-11-29,2.427,2.416,1.9407,2.4205,2.1943,DOWN,0
2005-11-30,2.423,2.424,1.9438,2.4166,2.2008,UP,1
2005-12-01,2.45,2.444,1.9471,2.4242,2.2086,UP,1
2005-12-02,2.453,2.446,1.9505,2.4342,2.2156,DOWN,0
2005-12-05,2.442,2.443,1.9538,2.439,2.2222,UP,1
2005-12-06,2.463,2.453,1.9575,2.4461,2.2281,DOWN,0
2005-12-07,2.442,2.466,1.9612,2.4498,2.2338,DOWN,0
2005-12-08,2.418,2.442,1.9646,2.4433,2.2388,UP,1
2005-12-09,2.437,2.433,1.968,2.4401,2.2427,UP,1
2005-12-12,2.454,2.458,1.9715,2.4425,2.2465,UP,1
2005-12-13,2.475,2.427,1.975,2.4449,2.25,DOWN,0
2005-12-14,2.471,2.46,1.9785,2.4507,2.2545,UP,1
2005-12-15,2.474,2.475,1.9819,2.462,2.2595,DOWN,0
2005-12-16,2.461,2.47,1.9853,2.4667,2.2647,DOWN,0
2005-12-19,2.419,2.45,1.9883,2.4597,2.2693,DOWN,0
2005-12-20,2.407,2.423,1.9914,2.4461,2.2737,UP,1
2005-12-21,2.449,2.415,1.9948,2.4417,2.2793,UP,1
2005-12-22,2.461,2.445,1.9983,2.4391,2.2859,DOWN,0
2005-12-23,2.461,2.454,2.002,2.4392,2.2925,DOWN,0
2005-12-27,2.428,2.445,2.0054,2.4411,2.2973,DOWN,0
2005-12-28,2.403,2.425,2.0089,2.4403,2.3003,DOWN,0
2005-12-29,2.4,2.407,2.0124,2.4305,2.3037,DOWN,0
2005-12-30,2.358,2.387,2.0157,2.4098,2.305,UP,1
2006-01-03,2.379,2.374,2.0191,2.3934,2.3075,DOWN,0
2006-01-04,2.363,2.374,2.0225,2.3803,2.3088,UP,1
2006-01-05,2.383,2.358,2.0261,2.3762,2.3096,UP,1
2006-01-06,2.394,2.399,2.0298,2.375,2.3113,DOWN,0
2006-01-09,2.354,2.327,2.0333,2.3743,2.3186,DOWN,0
2006-01-10,2.283,2.321,2.0364,2.355,2.3252,DOWN,0
2006-01-11,2.247,2.282,2.0393,2.3318,2.3312,DOWN,0
2006-01-12,2.218,2.24,2.0418,2.2989,2.3357,UP,1
2006-01-13,2.22,2.224,2.0443,2.2642,2.3397,DOWN,0
2006-01-17,2.2,2.198,2.0468,2.2334,2.3429,UP,1
2006-01-18,2.216,2.16,2.0492,2.2201,2.3457,UP,1
2006-01-19,2.223,2.225,2.0514,2.2153,2.3491,DOWN,0
2006-01-20,2.196,2.212,2.0537,2.2109,2.3516,DOWN,0
2006-01-23,2.186,2.209,2.0559,2.2042,2.3534,UP,1
2006-01-24,2.201,2.183,2.0583,2.2044,2.356,DOWN,0
2006-01-25,2.18,2.202,2.0605,2.1972,2.3574,UP,1
2006-01-26,2.234,2.198,2.063,2.1995,2.3594,UP,1
2006-01-27,2.261,2.228,2.0658,2.2125,2.3621,DOWN,0
2006-01-30,2.248,2.27,2.0685,2.2248,2.3626,DOWN,0
2006-01-31,2.241,2.238,2.0715,2.2328,2.3621,DOWN,0
2006-02-01,2.199,2.196,2.0742,2.2366,2.3594,DOWN,0
2006-02-02,2.137,2.192,2.0767,2.2172,2.3541,DOWN,0
2006-02-03,1.916,1.885,2.078,2.1483,2.3445,DOWN,0
2006-02-06,1.898,1.917,2.079,2.0782,2.3336,DOWN,0
2006-02-07,1.876,1.904,2.0802,2.0052,2.3229,UP,1
2006-02-08,1.909,1.885,2.0813,1.9471,2.313,DOWN,0
2006-02-09,1.9,1.93,2.0826,1.8996,2.3026,UP,1
2006-02-10,1.926,1.899,2.0843,1.9015,2.2926,DOWN,0
2006-02-13,1.893,1.913,2.0857,1.9006,2.282,UP,1
2006-02-14,1.913,1.902,2.0871,1.9079,2.2712,UP,1
2006-02-15,1.963,1.912,2.0887,1.9188,2.2614,DOWN,0
2006-02-16,1.958,1.969,2.0902,1.9304,2.2517,UP,1
2006-02-17,1.959,1.947,2.0915,1.9371,2.2417,DOWN,0
2006-02-21,1.914,1.951,2.0926,1.9414,2.2311,UP,1
2006-02-22,1.936,1.916,2.0936,1.9461,2.2215,DOWN,0
2006-02-23,1.895,1.931,2.0944,1.9325,2.2107,UP,1
2006-02-24,1.918,1.913,2.0954,1.9245,2.1999,DOWN,0
2006-02-27,1.9,1.92,2.0965,1.9127,2.1885,DOWN,0
2006-02-28,1.872,1.89,2.0974,1.9042,2.1765,DOWN,0
2006-03-01,1.856,1.873,2.0982,1.8882,2.1641,DOWN,0
2006-03-02,1.844,1.782,2.0988,1.878,2.1518,UP,1
2006-03-03,1.861,1.845,2.0994,1.8666,2.1406,DOWN,0
2006-03-06,1.843,1.866,2.0998,1.8551,2.1294,UP,1
2006-03-07,1.847,1.836,2.1001,1.85,2.1173,DOWN,0
2006-03-08,1.841,1.836,2.1004,1.8469,2.1049,DOWN,0
2006-03-09,1.806,1.84,2.1006,1.8393,2.0918,UP,1
2006-03-10,1.811,1.812,2.1007,1.8294,2.0795,DOWN,0
2006-03-13,1.81,1.816,2.101,1.8227,2.0676,UP,1
2006-03-14,1.846,1.802,2.1013,1.8225,2.0565,DOWN,0
2006-03-15,1.845,1.848,2.1017,1.8233,2.0463,DOWN,0
2006-03-16,1.839,1.854,2.102,1.8298,2.0354,DOWN,0
2006-03-17,1.8,1.844,2.1018,1.8275,2.0242,UP,1
2006-03-20,1.812,1.796,2.1018,1.8279,2.0128,DOWN,0
2006-03-21,1.796,1.817,2.1019,1.818,2.0008,UP,1
2006-03-22,1.8,1.8,2.1019,1.8091,1.9897,DOWN,0
2006-03-23,1.784,1.798,2.102,1.7982,1.9798,DOWN,0
2006-03-24,1.773,1.786,2.1022,1.793,1.9703,DOWN,0
2006-03-27,1.763,1.775,2.1022,1.7832,1.9612,UP,1
2006-03-28,1.785,1.761,2.1024,1.7809,1.9525,UP,1
2006-03-29,1.816,1.785,2.1027,1.7841,1.9448,UP,1
2006-03-30,1.834,1.823,2.1031,1.794,1.9371,DOWN,0
2006-03-31,1.827,1.834,2.1035,1.8046,1.9292,DOWN,0
2006-04-03,1.807,1.834,2.1036,1.8135,1.9214,UP,1
2006-04-04,1.839,1.807,2.104,1.8243,1.9145,UP,1
2006-04-05,1.867,1.833,2.1044,1.8345,1.9078,UP,1
2006-04-06,1.926,1.86,2.1052,1.8529,1.9027,DOWN,0
2006-04-07,1.855,1.927,2.1056,1.8585,1.8951,DOWN,0
2006-04-10,1.831,1.858,2.1059,1.8632,1.8865,DOWN,0
2006-04-11,1.803,1.831,2.1062,1.8561,1.8776,UP,1
2006-04-12,1.807,1.795,2.1066,1.844,1.8689,UP,1
2006-04-13,1.831,1.798,2.1073,1.8251,1.8616,DOWN,0
2006-04-17,1.764,1.824,2.1078,1.8069,1.8541,UP,1
2006-04-18,1.814,1.77,2.1086,1.8036,1.852,UP,1
2006-04-19,1.845,1.806,2.1096,1.8119,1.851,DOWN,0
2006-04-20,1.817,1.835,2.1102,1.814,1.8498,DOWN,0
2006-04-21,1.802,1.831,2.1106,1.8081,1.8477,DOWN,0
2006-04-24,1.789,1.806,2.1111,1.8133,1.8455,DOWN,0
2006-04-25,1.777,1.78,2.1113,1.806,1.8425,UP,1
2006-04-26,1.789,1.767,2.1114,1.795,1.8404,DOWN,0
2006-04-27,1.787,1.775,2.1112,1.789,1.8379,DOWN,0
2006-04-28,1.761,1.789,2.1109,1.7808,1.8339,DOWN,0
2006-05-01,1.73,1.759,2.1102,1.7688,1.8293,DOWN,0
2006-05-02,1.719,1.732,2.1095,1.7571,1.8245,DOWN,0
2006-05-03,1.698,1.715,2.1087,1.7388,1.8202,UP,1
2006-05-04,1.724,1.731,2.1078,1.7261,1.8159,UP,1
2006-05-05,1.752,1.732,2.107,1.7244,1.8131,DOWN,0
2006-05-08,1.735,1.75,2.1062,1.7254,1.8094,UP,1
2006-05-09,1.742,1.721,2.1054,1.73,1.8062,DOWN,0
2006-05-10,1.708,1.734,2.1045,1.732,1.8029,DOWN,0
2006-05-11,1.677,1.706,2.1034,1.7226,1.7994,DOWN,0
2006-05-12,1.636,1.678,2.1007,1.6995,1.7952,UP,1
2006-05-15,1.639,1.628,2.0975,1.6804,1.7908,DOWN,0
2006-05-16,1.638,1.642,2.0944,1.6596,1.7867,DOWN,0
2006-05-17,1.581,1.623,2.0911,1.6341,1.7814,UP,1
2006-05-18,1.631,1.586,2.0876,1.6249,1.7772,UP,1
2006-05-19,1.697,1.633,2.0845,1.637,1.775,UP,1
2006-05-22,1.741,1.698,2.0819,1.6575,1.7736,DOWN,0
2006-05-23,1.688,1.75,2.079,1.6675,1.7712,UP,1
2006-05-24,1.759,1.67,2.0764,1.7033,1.7694,UP,1
2006-05-25,1.782,1.768,2.0738,1.7335,1.7682,UP,1
2006-05-26,1.804,1.783,2.0716,1.7548,1.7675,DOWN,0
2006-05-30,1.732,1.786,2.069,1.7529,1.7661,DOWN,0
2006-05-31,1.731,1.737,2.0666,1.7614,1.7645,UP,1
2006-06-01,1.754,1.731,2.0641,1.7602,1.7637,DOWN,0
2006-06-02,1.738,1.759,2.0617,1.7515,1.7624,DOWN,0
2006-06-05,1.675,1.723,2.0591,1.7257,1.7602,DOWN,0
2006-06-06,1.67,1.679,2.0565,1.7134,1.7582,UP,1
2006-06-07,1.689,1.67,2.054,1.705,1.7567,DOWN,0
2006-06-08,1.677,1.677,2.0514,1.6898,1.7545,UP,1
2006-06-09,1.689,1.675,2.049,1.68,1.752,DOWN,0
2006-06-12,1.68,1.7,2.0468,1.6811,1.7489,DOWN,0
2006-06-13,1.674,1.675,2.0446,1.6817,1.7459,UP,1
2006-06-14,1.684,1.675,2.0425,1.6808,1.7434,UP,1
2006-06-15,1.748,1.692,2.0405,1.6949,1.7416,UP,1
2006-06-16,1.755,1.744,2.0387,1.708,1.7394,DOWN,0
2006-06-19,1.754,1.76,2.0367,1.7227,1.7359,UP,1
2006-06-20,1.774,1.751,2.0352,1.7428,1.7343,UP,1
2006-06-21,1.833,1.767,2.0339,1.7725,1.7344,DOWN,0
2006-06-22,1.818,1.828,2.0321,1.7866,1.7347,UP,1
2006-06-23,1.828,1.823,2.0303,1.8012,1.7351,UP,1
2006-06-26,1.839,1.828,2.0288,1.8182,1.7352,DOWN,0
2006-06-27,1.824,1.836,2.0272,1.8282,1.7364,UP,1
2006-06-28,1.835,1.835,2.0252,1.8287,1.7369,UP,1
2006-06-29,1.926,1.841,2.0239,1.8502,1.7385,UP,1
2006-06-30,1.934,1.929,2.0228,1.8715,1.7408,DOWN,0
2006-07-03,1.93,1.926,2.0217,1.8899,1.7434,DOWN,0
2006-07-05,1.856,1.914,2.0203,1.8962,1.7447,DOWN,0
2006-07-06,1.84,1.854,2.0188,1.8972,1.746,DOWN,0
2006-07-07,1.805,1.836,2.0174,1.8731,1.7463,DOWN,0
2006-07-10,1.789,1.815,2.016,1.8442,1.7463,DOWN,0
2006-07-11,1.783,1.787,2.0144,1.8147,1.7468,DOWN,0
2006-07-12,1.732,1.78,2.0125,1.7899,1.7468,DOWN,0
2006-07-13,1.687,1.717,2.0101,1.7592,1.7462,DOWN,0
2006-07-14,1.646,1.676,2.0076,1.7273,1.7451,UP,1
2006-07-17,1.684,1.64,2.0051,1.7061,1.7443,DOWN,0
2006-07-18,1.675,1.682,2.0023,1.6844,1.7428,UP,1
2006-07-19,1.724,1.675,1.9996,1.6829,1.7426,DOWN,0
2006-07-20,1.709,1.72,1.9967,1.6874,1.7419,DOWN,0
2006-07-21,1.66,1.693,1.9937,1.6901,1.741,UP,1
2006-07-24,1.716,1.668,1.9912,1.6965,1.7417,DOWN,0
2006-07-25,1.68,1.7,1.9886,1.6975,1.7426,DOWN,0
2006-07-26,1.313,1.438,1.9842,1.6153,1.7361,UP,1
2006-07-27,1.328,1.323,1.9799,1.5391,1.7299,UP,1
2006-07-28,1.359,1.34,1.9758,1.4789,1.7254,DOWN,0
2006-07-31,1.345,1.351,1.9719,1.4047,1.7197,DOWN,0
2006-08-01,1.316,1.328,1.9679,1.332,1.7121,DOWN,0
2006-08-02,1.305,1.307,1.9634,1.3303,1.7034,UP,1
2006-08-03,1.335,1.305,1.9588,1.3316,1.6963,UP,1
2006-08-04,1.365,1.347,1.9545,1.3328,1.6884,DOWN,0
2006-08-07,1.339,1.36,1.9497,1.3317,1.6795,DOWN,0
2006-08-08,1.318,1.34,1.9451,1.3321,1.6698,DOWN,0
2006-08-09,1.311,1.327,1.9401,1.3333,1.6614,UP,1
2006-08-10,1.325,1.31,1.935,1.3313,1.6533,DOWN,0
2006-08-11,1.304,1.322,1.93,1.3191,1.6443,UP,1
2006-08-14,1.327,1.311,1.9267,1.3166,1.6361,UP,1
2006-08-15,1.389,1.349,1.9239,1.3307,1.6303,UP,1
2006-08-16,1.398,1.398,1.9211,1.3481,1.6249,UP,1
2006-08-17,1.455,1.398,1.9184,1.3741,1.6202,UP,1
2006-08-18,1.456,1.455,1.9156,1.4046,1.6158,DOWN,0
2006-08-21,1.406,1.435,1.9125,1.4206,1.6101,UP,1
2006-08-22,1.419,1.407,1.9092,1.4266,1.6049,DOWN,0
2006-08-23,1.407,1.428,1.9059,1.4285,1.5995,DOWN,0
2006-08-24,1.398,1.412,1.9026,1.4173,1.5938,UP,1
2006-08-25,1.402,1.39,1.8991,1.4064,1.5869,UP,1
2006-08-28,1.446,1.42,1.896,1.4142,1.5807,UP,1
2006-08-29,1.476,1.449,1.8928,1.4257,1.5752,UP,1
2006-08-30,1.534,1.479,1.8898,1.451,1.5704,UP,1
2006-08-31,1.541,1.538,1.8869,1.4796,1.5645,UP,1
2006-09-01,1.588,1.543,1.8837,1.5169,1.5599,UP,1
2006-09-05,1.612,1.581,1.8804,1.5501,1.5556,DOWN,0
2006-09-06,1.54,1.588,1.8765,1.5629,1.5496,DOWN,0
2006-09-07,1.487,1.529,1.8719,1.5535,1.5429,UP,1
2006-09-08,1.526,1.51,1.8675,1.5503,1.5367,UP,1
2006-09-11,1.539,1.512,1.863,1.5406,1.529,UP,1
2006-09-12,1.586,1.544,1.8589,1.5355,1.522,DOWN,0
2006-09-13,1.584,1.587,1.8548,1.5442,1.5151,DOWN,0
2006-09-14,1.583,1.577,1.8506,1.5634,1.5096,UP,1
2006-09-15,1.626,1.595,1.8466,1.5835,1.5053,DOWN,0
2006-09-18,1.604,1.622,1.8425,1.5964,1.5013,DOWN,0
2006-09-19,1.579,1.612,1.8381,1.595,1.4971,UP,1
2006-09-20,1.606,1.591,1.8339,1.5995,1.4936,DOWN,0
2006-09-21,1.511,1.612,1.8293,1.5852,1.4891,UP,1
2006-09-22,1.542,1.511,1.8247,1.5684,1.4863,UP,1
2006-09-25,1.59,1.553,1.8204,1.5655,1.4851,UP,1
2006-09-26,1.625,1.595,1.8164,1.5747,1.484,DOWN,0
2006-09-27,1.616,1.614,1.8123,1.5768,1.4828,DOWN,0
2006-09-28,1.592,1.614,1.808,1.593,1.4802,UP,1
2006-09-29,1.606,1.6,1.8037,1.6058,1.4781,DOWN,0
2006-10-02,1.544,1.599,1.799,1.5966,1.4758,UP,1
2006-10-03,1.585,1.545,1.7946,1.5886,1.4732,UP,1
2006-10-04,1.638,1.588,1.7905,1.5929,1.4723,UP,1
2006-10-05,1.666,1.634,1.7867,1.6077,1.4794,DOWN,0
2006-10-06,1.63,1.658,1.7828,1.6124,1.4854,UP,1
2006-10-09,1.669,1.625,1.7789,1.6375,1.4916,DOWN,0
2006-10-10,1.631,1.664,1.7748,1.6467,1.4974,UP,1
2006-10-11,1.645,1.631,1.7707,1.6482,1.504,UP,1
2006-10-12,1.677,1.655,1.767,1.6505,1.5114,DOWN,0
2006-10-13,1.666,1.668,1.7633,1.6578,1.518,DOWN,0
2006-10-16,1.63,1.643,1.7594,1.65,1.5234,DOWN,0
2006-10-17,1.624,1.61,1.7558,1.6485,1.529,DOWN,0
2006-10-18,1.616,1.629,1.7519,1.6425,1.535,UP,1
2006-10-19,1.627,1.609,1.7483,1.6324,1.5413,UP,1
2006-10-20,1.629,1.634,1.7445,1.6249,1.5474,UP,1
2006-10-23,1.644,1.624,1.7407,1.6277,1.5542,UP,1
2006-10-24,1.682,1.644,1.7374,1.6393,1.5613,UP,1
2006-10-25,1.884,1.865,1.7354,1.693,1.5712,UP,1
2006-10-26,1.915,1.863,1.7337,1.7506,1.5816,DOWN,0
2006-10-27,1.912,1.908,1.7322,1.8073,1.5907,DOWN,0
2006-10-30,1.908,1.902,1.7306,1.86,1.5998,DOWN,0
2006-10-31,1.905,1.911,1.7292,1.9046,1.6097,DOWN,0
2006-11-01,1.878,1.906,1.7275,1.9034,1.6189,DOWN,0
2006-11-02,1.873,1.866,1.7257,1.8949,1.6282,DOWN,0
2006-11-03,1.873,1.881,1.7241,1.8871,1.6377,UP,1
2006-11-06,1.911,1.882,1.7227,1.8877,1.6479,UP,1
2006-11-07,1.939,1.91,1.7214,1.8945,1.6577,UP,1
2006-11-08,1.974,1.929,1.7204,1.9136,1.6677,DOWN,0
2006-11-09,1.942,1.975,1.7189,1.9275,1.6759,UP,1
2006-11-10,1.963,1.94,1.7174,1.9455,1.6843,UP,1
2006-11-13,2.0,1.961,1.7162,1.9633,1.6925,UP,1
2006-11-14,2.076,2.006,1.7154,1.9907,1.7018,UP,1
2006-11-15,2.13,2.075,1.715,2.022,1.7136,UP,1
2006-11-16,2.142,2.122,1.715,2.062,1.7267,DOWN,0
2006-11-17,2.128,2.128,1.7161,2.0949,1.7388,DOWN,0
2006-11-20,2.122,2.118,1.7172,2.1194,1.7504,UP,1
2006-11-21,2.127,2.128,1.7185,2.1297,1.7612,UP,1
2006-11-22,2.148,2.125,1.7197,2.1333,1.7725,DOWN,0
2006-11-24,2.121,2.128,1.7208,2.129,1.7833,DOWN,0
2006-11-27,2.043,2.109,1.7214,2.112,1.7916,UP,1
2006-11-28,2.046,2.038,1.7221,2.0968,1.8004,DOWN,0
2006-11-29,2.032,2.024,1.7227,2.0777,1.8095,DOWN,0
2006-11-30,2.017,2.021,1.723,2.0515,1.8177,DOWN,0
2006-12-01,1.971,2.013,1.7231,2.0215,1.8269,DOWN,0
2006-12-04,1.955,1.966,1.723,2.004,1.8352,DOWN,0
2006-12-05,1.949,1.957,1.7232,1.9846,1.8424,DOWN,0
2006-12-06,1.945,1.939,1.7232,1.9673,1.8488,DOWN,0
2006-12-07,1.906,1.947,1.7233,1.9451,1.8545,UP,1
2006-12-08,1.923,1.896,1.7233,1.9356,1.8612,UP,1
2006-12-11,1.935,1.911,1.7235,1.9315,1.8677,DOWN,0
2006-12-12,1.923,1.922,1.7238,1.9263,1.8753,UP,1
2006-12-13,1.925,1.93,1.7241,1.9223,1.8821,UP,1
2006-12-14,1.951,1.937,1.7246,1.9313,1.8884,UP,1
2006-12-15,2.0,1.969,1.7253,1.9468,1.8951,DOWN,0
2006-12-18,1.963,2.01,1.7259,1.9525,1.9017,UP,1
2006-12-19,1.971,1.939,1.7266,1.9621,1.9078,UP,1
2006-12-20,2.0,1.972,1.7274,1.9772,1.9152,DOWN,0
2006-12-21,1.995,1.993,1.7283,1.9859,1.9222,UP,1
2006-12-22,2.012,1.999,1.7293,1.9882,1.9288,DOWN,0
2006-12-26,1.99,2.007,1.7302,1.9936,1.9353,UP,1
2006-12-27,2.015,1.993,1.7311,2.0023,1.943,DOWN,0
2006-12-28,2.011,2.019,1.7319,2.0043,1.9508,DOWN,0
2006-12-29,1.973,2.003,1.7326,2.0,1.9579,DOWN,0
2007-01-03,1.935,1.934,1.7332,1.9846,1.9641,UP,1
2007-01-04,1.945,1.93,1.7339,1.9756,1.9704,DOWN,0
2007-01-05,1.918,1.936,1.7345,1.9564,1.9759,DOWN,0
2007-01-08,1.875,1.911,1.7349,1.9293,1.9798,UP,1
2007-01-09,1.889,1.88,1.7354,1.9125,1.9799,DOWN,0
2007-01-10,1.858,1.875,1.7358,1.897,1.9787,UP,1
2007-01-11,1.87,1.859,1.7364,1.882,1.9779,UP,1
2007-01-12,1.91,1.868,1.737,1.8803,1.9779,UP,1
2007-01-16,1.933,1.92,1.7376,1.8919,1.9785,DOWN,0
2007-01-17,1.894,1.935,1.7379,1.8929,1.9788,DOWN,0
2007-01-18,1.849,1.875,1.738,1.8912,1.9783,UP,1
2007-01-19,1.851,1.834,1.7382,1.8874,1.9779,DOWN,0
2007-01-22,1.848,1.882,1.7383,1.8749,1.9766,DOWN,0
2007-01-23,1.822,1.845,1.738,1.8526,1.9743,UP,1
2007-01-24,1.863,1.826,1.7377,1.8464,1.9721,DOWN,0
2007-01-25,1.854,1.904,1.7377,1.8474,1.9703,DOWN,0
2007-01-26,1.843,1.863,1.7378,1.8457,1.9679,UP,1
2007-01-29,1.872,1.835,1.7381,1.8505,1.9654,DOWN,0
2007-01-30,1.852,1.865,1.7384,1.8567,1.9609,UP,1
2007-01-31,1.884,1.848,1.7386,1.8608,1.956,UP,1
2007-02-01,1.935,1.898,1.7395,1.877,1.9518,DOWN,0
2007-02-02,1.87,1.862,1.7397,1.8824,1.9467,DOWN,0
