ticker,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,AMZN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2011-12-07,9.766,9.552,10.0289,9.7671,10.7238,DOWN,0
2011-12-08,9.524,9.679,10.032,9.7006,10.6846,UP,1
2011-12-09,9.652,9.561,10.036,9.6706,10.6552,DOWN,0
2011-12-12,9.476,9.502,10.04,9.6034,10.6284,DOWN,0
2011-12-13,9.026,9.428,10.0428,9.4886,10.597,DOWN,0
2011-12-14,9.011,8.95,10.0449,9.3375,10.5647,UP,1
2011-12-15,9.063,9.103,10.047,9.2453,10.5264,DOWN,0
2011-12-16,9.063,9.121,10.0494,9.1276,10.4862,DOWN,0
2011-12-19,8.967,9.1,10.0519,9.0257,10.4408,UP,1
2011-12-20,9.126,9.135,10.0558,9.0458,10.392,DOWN,0
2011-12-21,8.718,9.096,10.0572,8.9872,10.3309,UP,1
2011-12-22,8.952,8.755,10.0604,8.9649,10.2731,DOWN,0
2011-12-23,8.864,8.961,10.0627,8.9251,10.2142,DOWN,0
2011-12-27,8.814,8.887,10.0651,8.8945,10.1438,DOWN,0
2011-12-28,8.695,8.82,10.0673,8.8082,10.0753,DOWN,0
2011-12-29,8.693,8.481,10.0696,8.8033,10.0053,DOWN,0
2011-12-30,8.655,8.668,10.0726,8.744,9.9469,UP,1
2012-01-03,8.952,8.795,10.0769,8.7615,9.8923,DOWN,0
2012-01-04,8.875,8.961,10.0802,8.7739,9.835,UP,1
2012-01-05,8.881,8.797,10.0839,8.8111,9.775,UP,1
2012-01-06,9.131,8.904,10.0882,8.8986,9.7305,DOWN,0
2012-01-09,8.928,9.138,10.0901,8.9532,9.7106,UP,1
2012-01-10,8.967,9.055,10.0922,8.9563,9.6832,DOWN,0
2012-01-11,8.945,8.982,10.0946,8.9702,9.6448,DOWN,0
2012-01-12,8.797,8.971,10.0949,8.9534,9.6072,UP,1
2012-01-13,8.921,8.791,10.0947,8.9115,9.5735,UP,1
2012-01-17,9.083,9.008,10.095,8.9425,9.5396,UP,1
2012-01-18,9.472,9.097,10.0974,9.0435,9.5107,UP,1
2012-01-19,9.723,9.544,10.1002,9.199,9.4887,DOWN,0
2012-01-20,9.547,9.536,10.1016,9.349,9.4626,DOWN,0
2012-01-23,9.305,9.54,10.1025,9.4257,9.4307,UP,1
2012-01-24,9.35,9.25,10.103,9.4791,9.4065,UP,1
2012-01-25,9.39,9.35,10.1038,9.4627,9.3835,UP,1
2012-01-26,9.666,9.465,10.1061,9.4514,9.3594,UP,1
2012-01-27,9.769,9.655,10.1098,9.4958,9.3359,DOWN,0
2012-01-30,9.608,9.684,10.1123,9.5564,9.3102,UP,1
2012-01-31,9.722,9.7,10.1154,9.6308,9.2926,DOWN,0
2012-02-01,8.973,8.691,10.1153,9.5474,9.2676,UP,1
2012-02-02,9.086,8.983,10.1161,9.4314,9.2522,UP,1
2012-02-03,9.384,9.142,10.1184,9.3545,9.2506,DOWN,0
2012-02-06,9.157,9.314,10.1182,9.2644,9.2414,UP,1
2012-02-07,9.21,9.133,10.1178,9.1619,9.2366,UP,1
2012-02-08,9.274,9.247,10.1178,9.2221,9.2397,DOWN,0
2012-02-09,9.249,9.225,10.1184,9.2547,9.2305,UP,1
2012-02-10,9.277,9.171,10.1157,9.2333,9.2276,UP,1
2012-02-13,9.58,9.359,10.1148,9.3178,9.2269,DOWN,0
2012-02-14,9.565,9.554,10.1137,9.3889,9.2211,DOWN,0
2012-02-15,9.224,9.564,10.1095,9.3788,9.2096,DOWN,0
2012-02-16,8.997,8.89,10.1049,9.3283,9.1932,UP,1
2012-02-17,9.125,9.005,10.1005,9.2979,9.1838,DOWN,0
2012-02-21,9.113,9.133,10.0968,9.2046,9.1707,DOWN,0
2012-02-22,9.029,9.098,10.0925,9.0974,9.1608,DOWN,0
2012-02-23,8.945,8.982,10.087,9.0416,9.1467,UP,1
2012-02-24,8.957,8.985,10.0808,9.0336,9.1363,DOWN,0
2012-02-27,8.927,8.877,10.0744,8.9939,9.1343,UP,1
2012-02-28,9.19,8.945,10.0688,9.0093,9.1379,DOWN,0
2012-02-29,8.985,9.195,10.0631,9.0004,9.1363,UP,1
2012-03-01,9.002,8.994,10.06,9.0119,9.1351,DOWN,0
2012-03-02,8.965,8.974,10.0561,9.0136,9.1351,UP,1
2012-03-05,9.013,8.95,10.0519,9.0309,9.1328,UP,1
2012-03-06,9.055,8.934,10.0475,9.0038,9.1395,UP,1
2012-03-07,9.189,9.133,10.0437,9.0446,9.1443,UP,1
2012-03-08,9.382,9.208,10.0416,9.1206,9.1546,DOWN,0
2012-03-09,9.216,9.34,10.0394,9.1708,9.1627,DOWN,0
2012-03-12,9.17,9.207,10.0371,9.2021,9.1722,UP,1
2012-03-13,9.23,9.196,10.0345,9.2371,9.1829,DOWN,0
2012-03-14,9.113,9.183,10.0316,9.222,9.1921,UP,1
2012-03-15,9.222,9.101,10.0285,9.1899,9.1975,UP,1
2012-03-16,9.253,9.164,10.0267,9.1972,9.205,UP,1
2012-03-19,9.276,9.173,10.0246,9.2185,9.2129,UP,1
2012-03-20,9.617,9.244,10.0256,9.2959,9.2226,DOWN,0
2012-03-21,9.587,9.625,10.0272,9.3906,9.2358,UP,1
2012-03-22,9.62,9.527,10.0284,9.4703,9.2489,UP,1
2012-03-23,9.752,9.601,10.0301,9.5702,9.265,UP,1
2012-03-26,10.144,9.824,10.0334,9.7437,9.292,UP,1
2012-03-27,10.272,10.18,10.0381,9.8748,9.319,DOWN,0
2012-03-28,10.058,10.307,10.0419,9.9691,9.3385,UP,1
2012-03-29,10.231,10.064,10.0455,10.0912,9.3536,DOWN,0
2012-03-30,10.125,10.251,10.0497,10.1659,9.3617,DOWN,0
2012-04-02,9.903,9.901,10.0533,10.1177,9.3688,UP,1
2012-04-03,9.983,9.912,10.0566,10.0599,9.3824,DOWN,0
2012-04-04,9.7,9.848,10.0581,9.9882,9.3894,UP,1
2012-04-05,9.72,9.678,10.0582,9.886,9.396,DOWN,0
2012-04-09,9.594,9.601,10.0582,9.7796,9.3945,DOWN,0
2012-04-10,9.349,9.638,10.0564,9.6689,9.3861,UP,1
2012-04-11,9.399,9.482,10.0553,9.552,9.382,UP,1
2012-04-12,9.535,9.403,10.0527,9.519,9.3782,DOWN,0
2012-04-13,9.423,9.495,10.0492,9.4597,9.3872,DOWN,0
2012-04-16,9.275,9.451,10.0445,9.396,9.391,UP,1
2012-04-17,9.42,9.361,10.0405,9.4101,9.3917,UP,1
2012-04-18,9.554,9.441,10.0359,9.4411,9.3996,UP,1
2012-04-19,9.555,9.647,10.0304,9.4452,9.4065,DOWN,0
2012-04-20,9.499,9.617,10.0243,9.4604,9.411,DOWN,0
2012-04-23,9.412,9.45,10.0172,9.4878,9.4143,UP,1
2012-04-24,9.517,9.434,10.0102,9.5072,9.4191,UP,1
2012-04-25,9.721,9.583,10.0057,9.5407,9.4219,UP,1
2012-04-26,9.8,9.679,10.0019,9.5896,9.4266,UP,1
2012-04-27,11.343,11.242,10.0052,9.9583,9.469,UP,1
2012-04-30,11.595,11.198,10.0106,10.3949,9.521,DOWN,0
2012-05-01,11.502,11.47,10.0149,10.792,9.5685,UP,1
2012-05-02,11.513,11.391,10.0195,11.1503,9.6165,DOWN,0
2012-05-03,11.473,11.487,10.0224,11.4849,9.6654,DOWN,0
2012-05-04,11.2,11.39,10.0245,11.4563,9.7105,UP,1
2012-05-07,11.258,11.118,10.0275,11.3889,9.7565,DOWN,0
2012-05-08,11.195,11.158,10.0293,11.3275,9.8019,DOWN,0
2012-05-09,11.149,11.03,10.0317,11.2548,9.841,UP,1
2012-05-10,11.335,11.196,10.0348,11.2272,9.888,UP,1
2012-05-11,11.384,11.298,10.0361,11.2641,9.9357,DOWN,0
2012-05-14,11.147,11.28,10.0359,11.2418,9.9793,UP,1
2012-05-15,11.22,11.325,10.0364,11.2467,10.0234,DOWN,0
2012-05-16,11.203,11.25,10.037,11.2575,10.0664,DOWN,0
2012-05-17,10.918,11.253,10.0387,11.1742,10.101,DOWN,0
2012-05-18,10.692,10.971,10.0397,11.0359,10.1272,UP,1
2012-05-21,10.906,10.702,10.0438,10.9877,10.161,DOWN,0
2012-05-22,10.767,10.916,10.047,10.8971,10.1929,UP,1
2012-05-23,10.864,10.736,10.0529,10.8293,10.2256,DOWN,0
2012-05-24,10.762,10.849,10.0554,10.7981,10.2586,DOWN,0
2012-05-25,10.644,10.75,10.0601,10.7885,10.2871,UP,1
2012-05-29,10.738,10.715,10.0642,10.7549,10.3168,DOWN,0
2012-05-30,10.462,10.607,10.0659,10.6939,10.3405,UP,1
2012-05-31,10.646,10.474,10.0684,10.6502,10.3611,DOWN,0
2012-06-01,10.411,10.422,10.0711,10.58,10.3775,UP,1
2012-06-04,10.729,10.37,10.0757,10.5968,10.3997,DOWN,0
2012-06-05,10.661,10.692,10.0834,10.5814,10.4179,UP,1
2012-06-06,10.882,10.732,10.0931,10.6655,10.4327,UP,1
2012-06-07,10.94,10.983,10.1034,10.7244,10.446,DOWN,0
2012-06-08,10.924,10.931,10.1096,10.827,10.4633,DOWN,0
2012-06-11,10.825,10.875,10.1153,10.8463,10.4752,DOWN,0
2012-06-12,10.821,10.883,10.1214,10.8784,10.4891,DOWN,0
2012-06-13,10.737,10.776,10.1253,10.8493,10.5058,DOWN,0
2012-06-14,10.723,10.763,10.1273,10.8058,10.5206,UP,1
2012-06-15,10.918,10.765,10.1291,10.8045,10.545,UP,1
2012-06-18,11.133,10.864,10.131,10.8661,10.5732,UP,1
2012-06-19,11.202,11.163,10.1338,10.9422,10.6054,DOWN,0
2012-06-20,11.151,11.226,10.1371,11.0251,10.6414,DOWN,0
2012-06-21,11.029,11.192,10.1382,11.0864,10.674,UP,1
2012-06-22,11.108,11.092,10.1388,11.1245,10.7055,DOWN,0
2012-06-25,11.003,11.015,10.1395,11.0986,10.7371,UP,1
2012-06-26,11.281,11.073,10.143,11.1144,10.7772,DOWN,0
2012-06-27,11.281,11.25,10.1453,11.1404,10.8145,DOWN,0
2012-06-28,11.066,11.196,10.1457,11.1477,10.8447,UP,1
2012-06-29,11.418,11.235,10.1472,11.2096,10.882,UP,1
2012-07-02,11.466,11.465,10.1478,11.3021,10.9213,UP,1
2012-07-03,11.477,11.457,10.1454,11.3413,10.9626,DOWN,0
2012-07-05,11.353,11.431,10.1417,11.3557,10.9993,DOWN,0
2012-07-06,11.253,11.317,10.1397,11.3931,11.0299,DOWN,0
2012-07-09,11.253,11.25,10.138,11.3601,11.059,DOWN,0
2012-07-10,10.975,11.313,10.137,11.2619,11.0517,DOWN,0
2012-07-11,10.919,10.948,10.1357,11.1503,11.0381,DOWN,0
2012-07-12,10.768,10.831,10.1321,11.0333,11.0234,UP,1
2012-07-13,10.92,10.782,10.1306,10.9667,11.0116,DOWN,0
2012-07-16,10.801,10.83,10.1272,10.8763,10.9981,UP,1
2012-07-17,10.847,10.872,10.1258,10.8506,10.9911,UP,1
2012-07-18,10.874,10.808,10.1261,10.8416,10.9834,UP,1
2012-07-19,11.308,11.037,10.1297,10.9497,10.9857,UP,1
2012-07-20,11.415,11.268,10.1336,11.0487,10.991,DOWN,0
2012-07-23,11.301,11.236,10.1353,11.1487,10.9903,DOWN,0
2012-07-24,11.152,11.314,10.1357,11.2098,10.9857,DOWN,0
2012-07-25,10.853,11.1,10.1337,11.2056,10.9798,UP,1
2012-07-26,11.0,11.0,10.1309,11.144,10.9754,UP,1
2012-07-27,11.866,11.263,10.1314,11.2343,10.9887,DOWN,0
2012-07-30,11.805,11.85,10.1312,11.3351,11.0064,DOWN,0
2012-07-31,11.665,11.755,10.1305,11.4377,11.0258,DOWN,0
2012-08-01,11.605,11.707,10.1268,11.5881,11.0398,DOWN,0
2012-08-02,11.541,11.528,10.1239,11.6961,11.0553,UP,1
2012-08-03,11.749,11.702,10.1217,11.6726,11.073,DOWN,0
2012-08-06,11.7,11.778,10.1223,11.6516,11.0917,UP,1
2012-08-07,11.828,11.707,10.1231,11.6842,11.1154,DOWN,0
2012-08-08,11.719,11.765,10.123,11.7071,11.135,DOWN,0
2012-08-09,11.703,11.697,10.1221,11.7396,11.1599,DOWN,0
2012-08-10,11.638,11.654,10.1235,11.7174,11.1797,DOWN,0
2012-08-13,11.622,11.612,10.132,11.7019,11.2039,UP,1
2012-08-14,11.66,11.736,10.1386,11.6682,11.2225,UP,1
2012-08-15,11.871,11.613,10.1436,11.6986,11.2468,UP,1
2012-08-16,12.078,11.886,10.1506,11.7735,11.2707,DOWN,0
2012-08-17,12.058,12.03,10.1579,11.8577,11.293,DOWN,0
2012-08-20,12.018,12.069,10.1641,11.9368,11.3149,DOWN,0
2012-08-21,11.973,12.044,10.1694,11.9994,11.3379,UP,1
2012-08-22,12.155,11.97,10.176,12.0562,11.3645,DOWN,0
2012-08-23,12.06,12.107,10.1821,12.0527,11.391,UP,1
2012-08-24,12.287,12.084,10.189,12.0984,11.4223,DOWN,0
2012-08-27,12.196,12.29,10.1972,12.1341,11.4479,UP,1
2012-08-28,12.306,12.199,10.206,12.2007,11.4713,UP,1
2012-08-29,12.356,12.339,10.2134,12.2409,11.4944,DOWN,0
2012-08-30,12.311,12.35,10.2203,12.2911,11.5176,UP,1
2012-08-31,12.414,12.404,10.2279,12.3164,11.5453,DOWN,0
2012-09-04,12.394,12.414,10.2368,12.356,11.571,DOWN,0
2012-09-05,12.311,12.381,10.2473,12.3571,11.5972,UP,1
2012-09-06,12.569,12.412,10.2608,12.3997,11.6229,UP,1
2012-09-07,12.957,12.692,10.2783,12.5289,11.6565,DOWN,0
2012-09-10,12.854,12.95,10.2945,12.6171,11.6922,DOWN,0
2012-09-11,12.784,12.88,10.3112,12.695,11.7196,DOWN,0
2012-09-12,12.782,12.825,10.3295,12.7891,11.7459,UP,1
2012-09-13,13.012,12.747,10.346,12.8777,11.7766,UP,1
2012-09-14,13.064,13.07,10.3642,12.899,11.8108,DOWN,0
2012-09-17,12.9,13.063,10.3806,12.9081,11.8437,UP,1
2012-09-18,12.938,12.924,10.396,12.9389,11.8774,UP,1
2012-09-19,13.084,12.973,10.4125,12.9994,11.9196,DOWN,0
2012-09-20,13.041,13.001,10.4286,13.0051,11.9621,DOWN,0
2012-09-21,12.874,13.087,10.445,12.9671,12.0042,DOWN,0
2012-09-24,12.74,12.761,10.4598,12.9352,12.0406,DOWN,0
2012-09-25,12.623,12.817,10.4753,12.8723,12.077,DOWN,0
2012-09-26,12.484,12.62,10.4895,12.7522,12.1098,UP,1
2012-09-27,12.83,12.527,10.5063,12.71,12.1489,DOWN,0
2012-09-28,12.716,12.807,10.5247,12.6785,12.177,DOWN,0
2012-10-01,12.601,12.77,10.5427,12.6505,12.2008,DOWN,0
2012-10-02,12.53,12.64,10.56,12.6319,12.2254,UP,1
2012-10-03,12.796,12.561,10.5787,12.6944,12.2582,UP,1
2012-10-04,13.024,12.801,10.5989,12.7332,12.3017,DOWN,0
2012-10-05,12.926,13.06,10.6179,12.7751,12.3402,UP,1
2012-10-08,12.953,12.884,10.6391,12.8456,12.3619,DOWN,0
2012-10-09,12.548,12.934,10.6571,12.8492,12.3768,DOWN,0
2012-10-10,12.25,12.6,10.674,12.7399,12.3885,DOWN,0
2012-10-11,12.211,12.4,10.691,12.5774,12.4006,DOWN,0
2012-10-12,12.118,12.159,10.7081,12.4159,12.4121,UP,1
2012-10-15,12.209,12.143,10.7257,12.2671,12.4213,DOWN,0
2012-10-16,12.197,12.244,10.7434,12.1969,12.4313,UP,1
2012-10-17,12.375,12.169,10.7605,12.2219,12.4422,DOWN,0
2012-10-18,12.243,12.389,10.7774,12.2282,12.4527,DOWN,0
2012-10-19,12.0,12.258,10.793,12.2046,12.4586,DOWN,0
2012-10-22,11.689,11.941,10.8058,12.1006,12.4597,UP,1
2012-10-23,11.716,11.553,10.8197,12.0043,12.4615,DOWN,0
2012-10-24,11.425,11.794,10.832,11.8143,12.4568,DOWN,0
2012-10-25,11.146,11.546,10.843,11.595,12.4423,UP,1
2012-10-26,11.912,11.43,10.8586,11.5774,12.439,DOWN,0
2012-10-31,11.645,11.816,10.8722,11.5685,12.4307,DOWN,0
2012-11-01,11.607,11.712,10.8848,11.5468,12.4225,UP,1
2012-11-02,11.621,11.701,10.8956,11.5862,12.4155,UP,1
2012-11-05,11.717,11.602,10.9055,11.7003,12.4067,UP,1
2012-11-06,11.878,11.771,10.9172,11.6935,12.4031,DOWN,0
2012-11-07,11.603,11.783,10.9287,11.6851,12.3894,DOWN,0
2012-11-08,11.368,11.611,10.9388,11.6372,12.3729,DOWN,0
2012-11-09,11.316,11.313,10.9484,11.5761,12.3531,UP,1
2012-11-12,11.324,11.33,10.9567,11.4975,12.3324,UP,1
2012-11-13,11.33,11.256,10.9645,11.3879,12.3128,DOWN,0
2012-11-14,11.147,11.325,10.9722,11.2968,12.2875,DOWN,0
2012-11-15,11.03,11.115,10.9787,11.2293,12.2602,UP,1
2012-11-16,11.262,11.066,10.9902,11.2185,12.2392,UP,1
2012-11-19,11.486,11.416,11.0022,11.2509,12.2175,UP,1
2012-11-20,11.689,11.5,11.0137,11.3227,12.1922,UP,1
2012-11-21,11.902,11.692,11.0274,11.4735,12.1731,UP,1
2012-11-23,11.994,11.994,11.0413,11.6663,12.1573,UP,1
2012-11-26,12.181,12.019,11.0559,11.8502,12.1453,DOWN,0
2012-11-27,12.17,12.161,11.0705,11.9871,12.1285,UP,1
2012-11-28,12.356,12.122,11.0859,12.1204,12.1143,UP,1
2012-11-29,12.564,12.403,11.1008,12.2528,12.1076,UP,1
2012-11-30,12.603,12.519,11.116,12.3745,12.1009,DOWN,0
2012-12-03,12.516,12.627,11.1324,12.4416,12.0895,UP,1
2012-12-04,12.624,12.497,11.1506,12.5325,12.0812,UP,1
2012-12-05,12.698,12.622,11.1685,12.601,12.0777,DOWN,0
2012-12-06,12.669,12.65,11.1862,12.622,12.0763,DOWN,0
2012-12-07,12.663,12.707,11.2044,12.6342,12.0771,DOWN,0
2012-12-10,12.389,12.655,11.2216,12.6086,12.0752,UP,1
2012-12-11,12.535,12.425,11.2395,12.5906,12.0693,UP,1
2012-12-12,12.588,12.554,11.2578,12.5686,12.0667,DOWN,0
2012-12-13,12.563,12.556,11.2747,12.5474,12.0659,DOWN,0
2012-12-14,12.46,12.506,11.2921,12.5066,12.0645,UP,1
2012-12-17,12.693,12.491,11.3105,12.5675,12.0625,UP,1
2012-12-18,13.02,12.729,11.3308,12.6646,12.0624,DOWN,0
2012-12-19,12.9,13.065,11.3502,12.7269,12.0619,UP,1
2012-12-20,13.075,12.918,11.3703,12.8294,12.0643,DOWN,0
2012-12-21,12.846,12.891,11.3886,12.9067,12.0703,UP,1
2012-12-24,12.931,12.865,11.4064,12.9543,12.0839,DOWN,0
2012-12-26,12.432,12.857,11.4224,12.8366,12.0883,DOWN,0
2012-12-27,12.416,12.414,11.4387,12.7398,12.0943,DOWN,0
2012-12-28,12.259,12.293,11.4538,12.5766,12.0953,UP,1
2012-12-31,12.544,12.188,11.471,12.5161,12.1022,UP,1
2013-01-02,12.866,12.804,11.4892,12.503,12.112,UP,1
2013-01-03,12.924,12.863,11.5075,12.6015,12.1257,UP,1
2013-01-04,12.958,12.879,11.5259,12.7099,12.1448,UP,1
2013-01-07,13.423,13.149,11.545,12.9427,12.1795,DOWN,0
2013-01-08,13.319,13.354,11.5636,13.0978,12.2116,DOWN,0
2013-01-09,13.318,13.409,11.5821,13.1882,12.2494,DOWN,0
2013-01-10,13.267,13.427,11.5997,13.2568,12.2918,UP,1
2013-01-11,13.397,13.255,11.616,13.3447,12.3215,UP,1
2013-01-14,13.637,13.4,11.6328,13.3874,12.3614,DOWN,0
2013-01-15,13.595,13.534,11.6505,13.4426,12.4011,DOWN,0
2013-01-16,13.447,13.526,11.6666,13.4684,12.4376,UP,1
2013-01-17,13.524,13.575,11.6836,13.5198,12.4738,UP,1
2013-01-18,13.606,13.542,11.7021,13.5616,12.5083,DOWN,0
2013-01-22,13.51,13.581,11.7197,13.5362,12.5465,DOWN,0
2013-01-23,13.406,13.529,11.7382,13.4983,12.5872,UP,1
2013-01-24,13.681,13.469,11.758,13.5452,12.6345,UP,1
2013-01-25,14.2,13.75,11.7811,13.6803,12.6921,DOWN,0
2013-01-28,13.802,14.189,11.8033,13.7195,12.7415,DOWN,0
2013-01-29,13.018,13.768,11.8214,13.6211,12.7789,UP,1
2013-01-30,13.638,14.15,11.8419,13.6676,12.8311,DOWN,0
2013-01-31,13.275,13.552,11.8612,13.5864,12.8713,DOWN,0
2013-02-01,13.25,13.447,11.8811,13.3965,12.9066,DOWN,0
2013-02-04,12.999,13.139,11.899,13.2359,12.9328,UP,1
2013-02-05,13.345,13.1,11.9179,13.3013,12.9617,DOWN,0
2013-02-06,13.111,13.258,11.9357,13.1959,12.984,DOWN,0
2013-02-07,13.012,13.205,11.9533,13.1432,13.0006,UP,1
2013-02-08,13.098,13.07,11.9717,13.1127,13.0192,DOWN,0
2013-02-11,12.86,13.16,11.9884,13.085,13.0293,UP,1
2013-02-12,12.935,12.96,12.0045,13.0031,13.0367,UP,1
2013-02-13,13.474,13.077,12.0229,13.0756,13.0541,DOWN,0
2013-02-14,13.462,13.369,12.0335,13.1657,13.0731,DOWN,0
2013-02-15,13.254,13.381,12.0418,13.1971,13.0857,UP,1
2013-02-19,13.488,13.296,12.0517,13.3225,13.1014,DOWN,0
2013-02-20,13.321,13.51,12.0607,13.3996,13.1145,DOWN,0
2013-02-21,13.297,13.256,12.0698,13.3643,13.1272,DOWN,0
2013-02-22,13.271,13.331,12.0802,13.3261,13.1448,DOWN,0
2013-02-25,12.994,13.347,12.0889,13.2739,13.154,DOWN,0
2013-02-26,12.968,13.045,12.0977,13.17,13.1616,UP,1
2013-02-27,13.163,12.97,12.1078,13.1384,13.1736,UP,1
2013-02-28,13.214,13.091,12.1172,13.1217,13.1887,UP,1
2013-03-01,13.287,13.164,12.1267,13.1249,13.2005,UP,1
2013-03-04,13.656,13.268,12.1393,13.2573,13.2133,UP,1
2013-03-05,13.779,13.7,12.1521,13.4196,13.2309,DOWN,0
2013-03-06,13.69,13.788,12.1645,13.525,13.2431,UP,1
2013-03-07,13.694,13.705,12.1784,13.6211,13.2601,UP,1
2013-03-08,13.71,13.75,12.1935,13.7056,13.2757,DOWN,0
2013-03-11,13.562,13.672,12.2068,13.6869,13.2983,UP,1
2013-03-12,13.707,13.55,12.2215,13.6723,13.3241,UP,1
2013-03-13,13.755,13.762,12.2359,13.6854,13.354,DOWN,0
2013-03-14,13.287,13.484,12.2485,13.604,13.3689,DOWN,0
2013-03-15,13.091,13.249,12.2608,13.4803,13.3734,DOWN,0
2013-03-18,12.894,12.965,12.2715,13.3468,13.3728,DOWN,0
2013-03-19,12.821,12.92,12.2833,13.1696,13.3701,UP,1
2013-03-20,12.864,12.903,12.2944,12.9914,13.3589,DOWN,0
2013-03-21,12.67,12.806,12.3057,12.8679,13.3459,UP,1
2013-03-22,12.888,12.728,12.3165,12.8272,13.3373,DOWN,0
2013-03-25,12.801,12.929,12.3272,12.8085,13.328,UP,1
2013-03-26,13.016,12.853,12.3379,12.8475,13.3204,UP,1
2013-03-27,13.265,12.938,12.3495,12.9277,13.3129,UP,1
2013-03-28,13.325,13.291,12.3615,13.0587,13.3075,DOWN,0
2013-04-01,13.081,13.349,12.3728,13.0973,13.3002,UP,1
2013-04-02,13.166,13.12,12.3845,13.1703,13.293,DOWN,0
2013-04-03,12.952,13.106,12.3956,13.1575,13.2799,UP,1
2013-04-04,12.954,12.962,12.4068,13.0953,13.2688,DOWN,0
2013-04-05,12.774,12.786,12.416,12.9852,13.2562,UP,1
2013-04-08,12.948,12.796,12.4251,12.9586,13.2415,UP,1
2013-04-09,13.057,12.943,12.4344,12.9368,13.2187,UP,1
2013-04-10,13.238,13.089,12.4448,12.9942,13.2074,UP,1
2013-04-11,13.493,13.237,12.4571,13.1019,13.2169,UP,1
2013-04-12,13.644,13.506,12.4698,13.2758,13.217,DOWN,0
2013-04-15,13.386,13.554,12.4817,13.3635,13.2192,UP,1
2013-04-16,13.617,13.466,12.4934,13.4755,13.2266,DOWN,0
2013-04-17,13.37,13.54,12.5039,13.5018,13.234,DOWN,0
2013-04-18,12.971,13.341,12.5134,13.3975,13.2265,UP,1
2013-04-19,13.016,12.908,12.5214,13.272,13.2246,UP,1
2013-04-22,13.178,12.968,12.5299,13.2303,13.2279,UP,1
2013-04-23,13.445,13.225,12.5398,13.1959,13.2349,DOWN,0
2013-04-24,13.439,13.475,12.5502,13.2097,13.2465,UP,1
2013-04-25,13.735,13.577,12.5626,13.3625,13.2625,DOWN,0
2013-04-26,12.741,13.499,12.5701,13.3074,13.2478,DOWN,0
2013-04-29,12.487,12.745,12.5776,13.1693,13.2283,UP,1
2013-04-30,12.691,12.469,12.5865,13.0184,13.217,DOWN,0
2013-05-01,12.412,12.695,12.5947,12.8129,13.1955,UP,1
2013-05-02,12.628,12.447,12.6032,12.5914,13.1817,UP,1
2013-05-03,12.903,12.807,12.6138,12.6238,13.1738,DOWN,0
2013-05-06,12.786,12.904,12.6234,12.6836,13.1641,UP,1
2013-05-07,12.887,12.816,12.6335,12.7228,13.1619,UP,1
2013-05-08,12.934,12.844,12.6416,12.8273,13.1612,UP,1
2013-05-09,13.008,12.937,12.6496,12.9034,13.1582,UP,1
2013-05-10,13.182,13.044,12.659,12.9592,13.1575,UP,1
2013-05-13,13.226,13.138,12.6694,13.0471,13.1563,UP,1
2013-05-14,13.417,13.225,12.6822,13.1531,13.1515,DOWN,0
2013-05-15,13.328,13.354,12.6938,13.2319,13.1425,DOWN,0
2013-05-16,13.206,13.298,12.7005,13.2715,13.1328,UP,1
2013-05-17,13.495,13.292,12.709,13.3342,13.1288,DOWN,0
2013-05-20,13.381,13.45,12.7176,13.3654,13.1223,UP,1
2013-05-21,13.443,13.437,12.7268,13.3707,13.1199,DOWN,0
2013-05-22,13.148,13.369,12.7348,13.3347,13.1087,DOWN,0
2013-05-23,13.09,13.025,12.7415,13.3115,13.0954,DOWN,0
2013-05-24,13.087,12.993,12.7484,13.2299,13.0914,UP,1
2013-05-28,13.365,13.324,12.7561,13.2265,13.0969,DOWN,0
2013-05-29,13.276,13.273,12.7639,13.1932,13.1045,UP,1
2013-05-30,13.342,13.285,12.7721,13.2319,13.1149,UP,1
2013-05-31,13.46,13.3,12.7812,13.3059,13.1269,DOWN,0
2013-06-03,13.344,13.448,12.7898,13.3573,13.1404,DOWN,0
2013-06-04,13.285,13.35,12.798,13.3414,13.1483,UP,1
2013-06-05,13.359,13.291,12.8054,13.3578,13.1595,UP,1
2013-06-06,13.391,13.388,12.812,13.3678,13.167,UP,1
2013-06-07,13.844,13.487,12.8209,13.4445,13.1785,UP,1
2013-06-10,14.054,13.834,12.8311,13.5864,13.1931,DOWN,0
2013-06-11,13.739,13.8,12.8399,13.6772,13.2063,DOWN,0
2013-06-12,13.584,13.83,12.847,13.7222,13.2146,UP,1
2013-06-13,13.79,13.575,12.8557,13.8018,13.2314,DOWN,0
2013-06-14,13.7,13.75,12.8628,13.773,13.2463,UP,1
2013-06-17,13.903,13.818,12.8713,13.7429,13.2689,UP,1
2013-06-18,14.088,13.954,12.8802,13.8127,13.2917,DOWN,0
2013-06-19,13.908,14.063,12.888,13.8776,13.3087,DOWN,0
2013-06-20,13.672,13.757,12.8948,13.8541,13.3174,DOWN,0
2013-06-21,13.668,13.729,12.901,13.8478,13.3209,DOWN,0
2013-06-24,13.531,13.565,12.9067,13.7733,13.3186,UP,1
2013-06-25,13.604,13.615,12.9132,13.6766,13.323,UP,1
