ticker,JD US Equity,JD US Equity,JD US Equity,JD US Equity,JD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2016-01-27,25.38,27.04,26.674,29.9461,30.4867,DOWN,0
2016-01-28,25.37,26.0,26.41,29.9185,30.4474,UP,1
2016-01-29,26.03,25.85,26.162,29.8629,30.4098,DOWN,0
2016-02-01,25.59,25.62,25.874,29.7961,30.368,DOWN,0
2016-02-02,24.67,25.32,25.408,29.7183,30.3254,DOWN,0
2016-02-03,23.81,24.68,25.094,29.6135,30.2795,UP,1
2016-02-04,24.96,24.0,25.012,29.5129,30.2357,DOWN,0
2016-02-05,23.64,24.69,24.534,29.3721,30.1851,DOWN,0
2016-02-08,23.21,23.05,24.058,29.2293,30.1328,DOWN,0
2016-02-09,22.88,22.7,23.7,29.0871,30.0736,UP,1
2016-02-10,23.24,23.38,23.586,28.9529,30.0134,DOWN,0
2016-02-11,22.9,22.53,23.174,28.7973,29.9528,UP,1
2016-02-12,23.13,23.1,23.072,28.6299,29.8975,UP,1
2016-02-16,24.98,24.76,23.426,28.4909,29.8546,UP,1
2016-02-17,25.72,25.42,23.994,28.3741,29.8155,DOWN,0
2016-02-18,25.33,25.9,24.412,28.2357,29.7707,UP,1
2016-02-19,25.54,25.2,24.94,28.0959,29.7299,UP,1
2016-02-22,26.32,26.09,25.578,27.9845,29.6991,DOWN,0
2016-02-23,25.59,26.01,25.7,27.8647,29.6617,UP,1
2016-02-24,25.68,25.1,25.692,27.7463,29.6214,DOWN,0
2016-02-25,24.93,24.75,25.612,27.6339,29.5737,UP,1
2016-02-26,25.41,25.66,25.586,27.5253,29.5369,UP,1
2016-02-29,25.71,25.33,25.464,27.4079,29.5017,UP,1
2016-03-01,26.5,26.89,25.646,27.2934,29.4673,UP,1
2016-03-02,26.64,27.12,25.838,27.1786,29.4335,DOWN,0
2016-03-03,25.59,26.78,25.97,27.0374,29.3919,UP,1
2016-03-04,26.48,25.94,26.184,26.917,29.3535,DOWN,0
2016-03-07,26.14,26.28,26.27,26.7892,29.3156,DOWN,0
2016-03-08,26.07,25.85,26.184,26.6598,29.2766,UP,1
2016-03-09,26.34,26.16,26.124,26.535,29.2339,UP,1
2016-03-10,26.39,26.48,26.284,26.425,29.1948,UP,1
2016-03-11,27.83,26.75,26.554,26.3286,29.1627,DOWN,0
2016-03-14,27.74,28.0,26.874,26.2418,29.1313,DOWN,0
2016-03-15,27.16,27.45,27.092,26.1397,29.0987,UP,1
2016-03-16,27.84,27.03,27.392,26.1059,29.0641,DOWN,0
2016-03-17,27.03,27.5,27.52,26.0465,29.0252,UP,1
2016-03-18,27.08,27.17,27.37,25.9929,28.9868,DOWN,0
2016-03-21,26.96,27.26,27.214,25.9731,28.951,UP,1
2016-03-22,26.99,26.7,27.18,25.9605,28.9076,DOWN,0
2016-03-23,26.74,26.91,26.96,25.9547,28.8601,DOWN,0
2016-03-24,26.36,26.46,26.826,25.9178,28.8098,DOWN,0
2016-03-28,25.82,26.32,26.574,25.8922,28.7576,UP,1
2016-03-29,26.42,25.84,26.466,25.8582,28.7053,UP,1
2016-03-30,27.24,26.66,26.516,25.8632,28.6518,DOWN,0
2016-03-31,26.5,27.37,26.468,25.845,28.6011,UP,1
2016-04-01,26.76,26.26,26.548,25.8526,28.5524,DOWN,0
2016-04-04,26.64,26.76,26.712,25.8516,28.5084,DOWN,0
2016-04-05,26.52,26.35,26.732,25.8366,28.4631,UP,1
2016-04-06,26.74,26.74,26.632,25.8308,28.4238,DOWN,0
2016-04-07,26.51,26.8,26.634,25.821,28.3834,UP,1
2016-04-08,26.86,26.94,26.654,25.8506,28.3447,UP,1
2016-04-11,27.28,27.0,26.782,25.8888,28.3072,UP,1
2016-04-12,28.1,27.19,27.098,25.9302,28.2776,UP,1
2016-04-13,29.58,28.78,27.666,26.01,28.2582,UP,1
2016-04-14,29.63,29.49,28.29,26.1092,28.2439,UP,1
2016-04-15,29.88,29.89,28.894,26.2306,28.2228,DOWN,0
2016-04-18,29.34,29.73,29.306,26.3182,28.2032,DOWN,0
2016-04-19,28.85,29.66,29.456,26.4224,28.1818,DOWN,0
2016-04-20,28.68,28.6,29.276,26.5318,28.1658,UP,1
2016-04-21,28.79,28.75,29.108,26.65,28.1567,DOWN,0
2016-04-22,28.3,28.6,28.792,26.7512,28.1466,DOWN,0
2016-04-25,27.43,28.09,28.41,26.8418,28.1198,DOWN,0
2016-04-26,25.07,27.43,27.654,26.8806,28.0832,UP,1
2016-04-27,25.34,25.11,26.986,26.8878,28.0404,UP,1
2016-04-28,25.65,25.36,26.358,26.8864,27.999,DOWN,0
2016-04-29,25.56,25.58,25.81,26.891,27.9649,DOWN,0
2016-05-02,25.29,25.52,25.382,26.886,27.9221,DOWN,0
2016-05-03,24.4,25.13,25.248,26.8476,27.8675,DOWN,0
2016-05-04,24.22,24.31,25.024,26.8202,27.8133,UP,1
2016-05-05,24.85,25.07,24.864,26.8036,27.761,UP,1
2016-05-06,25.2,24.93,24.792,26.809,27.7101,DOWN,0
2016-05-09,23.43,23.99,24.42,26.7694,27.6538,UP,1
2016-05-10,23.77,23.23,24.294,26.7306,27.5994,DOWN,0
2016-05-11,23.13,24.01,24.076,26.6632,27.5543,DOWN,0
2016-05-12,22.11,23.53,23.528,26.5726,27.5025,UP,1
2016-05-13,22.64,22.48,23.016,26.5136,27.4492,UP,1
2016-05-16,23.37,22.82,23.004,26.4514,27.3992,UP,1
2016-05-17,23.88,23.28,23.026,26.4062,27.3535,DOWN,0
2016-05-18,23.6,23.74,23.12,26.3568,27.3069,DOWN,0
2016-05-19,23.11,23.35,23.32,26.2922,27.2525,UP,1
2016-05-20,23.45,23.18,23.482,26.2334,27.1981,DOWN,0
2016-05-23,22.89,23.41,23.386,26.1346,27.1485,UP,1
2016-05-24,23.79,23.19,23.368,26.0556,27.1071,DOWN,0
2016-05-25,22.98,23.8,23.244,25.972,27.0717,UP,1
2016-05-26,23.17,23.31,23.256,25.8786,27.0475,UP,1
2016-05-27,24.25,23.32,23.416,25.823,27.0349,UP,1
2016-05-31,24.61,24.57,23.76,25.7736,27.0227,DOWN,0
2016-06-01,23.79,24.35,23.76,25.7102,27.001,DOWN,0
2016-06-02,23.66,24.0,23.896,25.6436,26.9827,DOWN,0
2016-06-03,22.98,23.71,23.858,25.5684,26.9645,UP,1
2016-06-06,23.32,23.16,23.672,25.5076,26.9472,DOWN,0
2016-06-07,22.01,23.51,23.152,25.4314,26.9327,DOWN,0
2016-06-08,21.24,22.2,22.642,25.3278,26.9137,UP,1
2016-06-09,21.71,21.07,22.252,25.2172,26.9026,DOWN,0
2016-06-10,21.06,21.4,21.868,25.1084,26.8826,DOWN,0
2016-06-13,20.99,20.95,21.402,24.993,26.8596,DOWN,0
2016-06-14,20.9,21.06,21.18,24.8782,26.8286,DOWN,0
2016-06-15,20.17,21.0,20.966,24.7512,26.7956,UP,1
2016-06-16,20.43,19.95,20.71,24.625,26.7683,DOWN,0
2016-06-17,20.13,20.51,20.524,24.4974,26.7446,UP,1
2016-06-20,21.06,20.68,20.538,24.3814,26.7255,UP,1
2016-06-21,21.13,21.37,20.584,24.2584,26.7091,UP,1
2016-06-22,21.2,21.12,20.79,24.1204,26.7011,UP,1
2016-06-23,21.46,21.42,20.996,23.958,26.6886,DOWN,0
2016-06-24,20.64,20.39,21.098,23.7782,26.6685,DOWN,0
2016-06-27,20.24,20.54,20.934,23.5854,26.6487,UP,1
2016-06-28,20.32,20.53,20.772,23.405,26.629,UP,1
2016-06-29,20.39,20.48,20.61,23.2358,26.6099,UP,1
2016-06-30,21.23,20.39,20.564,23.0868,26.5912,UP,1
2016-07-01,21.31,21.23,20.698,22.9372,26.5628,DOWN,0
2016-07-05,20.86,21.18,20.822,22.7884,26.5289,DOWN,0
2016-07-06,20.38,20.55,20.834,22.6474,26.4986,UP,1
2016-07-07,20.57,20.46,20.87,22.5574,26.4716,UP,1
2016-07-08,20.72,20.61,20.768,22.465,26.4475,UP,1
2016-07-11,21.76,20.88,20.858,22.3872,26.4344,UP,1
2016-07-12,22.21,22.14,21.128,22.3202,26.4187,DOWN,0
2016-07-13,21.68,22.2,21.388,22.248,26.3974,DOWN,0
2016-07-14,21.68,21.95,21.61,22.1936,26.3824,DOWN,0
2016-07-15,21.41,21.73,21.748,22.1374,26.3673,UP,1
2016-07-18,22.14,21.4,21.824,22.0832,26.3477,UP,1
2016-07-19,22.42,21.85,21.866,22.0276,26.3273,UP,1
2016-07-20,22.66,22.52,22.062,22.0122,26.296,DOWN,0
2016-07-21,21.99,22.87,22.124,21.9766,26.2621,DOWN,0
2016-07-22,21.92,22.06,22.226,21.9524,26.2331,DOWN,0
2016-07-25,21.85,22.0,22.168,21.9472,26.2047,UP,1
2016-07-26,22.48,21.85,22.18,21.944,26.1805,DOWN,0
2016-07-27,22.36,22.5,22.12,21.9238,26.1502,DOWN,0
2016-07-28,22.14,22.2,22.15,21.889,26.1173,DOWN,0
2016-07-29,21.65,22.11,22.096,21.85,26.091,UP,1
2016-08-01,21.84,21.69,22.094,21.8246,26.0726,DOWN,0
2016-08-02,21.8,21.86,21.958,21.7916,26.0503,DOWN,0
2016-08-03,21.73,21.65,21.832,21.7684,26.0245,DOWN,0
2016-08-04,21.37,21.65,21.678,21.72,25.9959,UP,1
2016-08-05,21.85,21.5,21.718,21.6974,25.9725,UP,1
2016-08-08,22.35,21.82,21.82,21.681,25.9542,UP,1
2016-08-09,22.37,22.36,21.934,21.6434,25.9351,UP,1
2016-08-10,23.41,24.11,22.27,21.6194,25.9166,DOWN,0
2016-08-11,23.29,23.65,22.654,21.6094,25.8989,UP,1
2016-08-12,24.65,23.27,23.214,21.6292,25.8838,UP,1
2016-08-15,25.32,24.86,23.808,21.676,25.872,DOWN,0
2016-08-16,25.02,25.57,24.338,21.71,25.8587,UP,1
2016-08-17,25.39,24.9,24.734,21.7776,25.8475,UP,1
2016-08-18,25.4,25.34,25.156,21.8608,25.8313,UP,1
2016-08-19,25.91,26.15,25.408,21.9448,25.814,DOWN,0
2016-08-22,25.77,25.95,25.498,22.039,25.7965,UP,1
2016-08-23,25.94,25.81,25.682,22.138,25.7822,DOWN,0
2016-08-24,25.56,25.97,25.716,22.2312,25.7615,DOWN,0
2016-08-25,25.42,25.4,25.72,22.3362,25.7448,UP,1
2016-08-26,25.79,25.46,25.696,22.4434,25.7327,DOWN,0
2016-08-29,25.61,25.85,25.664,22.553,25.7214,DOWN,0
2016-08-30,25.59,25.71,25.594,22.6436,25.7054,DOWN,0
2016-08-31,25.41,25.5,25.564,22.7292,25.6987,UP,1
2016-09-01,25.71,25.41,25.622,22.8194,25.6832,DOWN,0
2016-09-02,25.55,25.9,25.574,22.9012,25.6663,UP,1
2016-09-06,26.54,25.72,25.76,23.0192,25.6562,UP,1
2016-09-07,26.55,26.57,25.952,23.1454,25.6437,UP,1
2016-09-08,26.86,26.6,26.242,23.2762,25.6281,DOWN,0
2016-09-09,26.37,26.86,26.374,23.3958,25.6065,UP,1
2016-09-12,26.5,25.6,26.564,23.5012,25.5873,UP,1
2016-09-13,26.53,26.22,26.562,23.6056,25.57,DOWN,0
2016-09-14,26.01,26.59,26.454,23.7086,25.5503,UP,1
2016-09-15,26.13,26.0,26.308,23.8236,25.5275,UP,1
2016-09-16,26.23,26.23,26.28,23.9368,25.5012,DOWN,0
2016-09-19,26.05,26.34,26.19,24.0434,25.4718,DOWN,0
2016-09-20,25.85,25.88,26.054,24.1252,25.4432,UP,1
2016-09-21,25.88,25.94,26.028,24.1986,25.4114,UP,1
2016-09-22,26.3,26.0,26.062,24.291,25.3802,UP,1
2016-09-23,26.84,26.32,26.184,24.3942,25.355,DOWN,0
2016-09-26,26.54,26.54,26.282,24.4968,25.3298,UP,1
2016-09-27,26.68,26.6,26.448,24.5876,25.3052,DOWN,0
2016-09-28,26.29,26.64,26.53,24.665,25.2839,DOWN,0
2016-09-29,25.98,26.22,26.466,24.7314,25.2596,UP,1
2016-09-30,26.09,26.01,26.316,24.8134,25.2321,UP,1
2016-10-03,26.11,26.03,26.23,24.8972,25.2015,UP,1
2016-10-04,27.49,26.15,26.392,25.01,25.1771,UP,1
2016-10-05,27.93,27.59,26.72,25.119,25.1535,DOWN,0
2016-10-06,27.4,28.45,27.004,25.2198,25.128,DOWN,0
2016-10-07,27.03,27.4,27.192,25.3176,25.1005,UP,1
2016-10-10,27.3,27.04,27.43,25.4306,25.0743,DOWN,0
2016-10-11,26.75,27.24,27.282,25.5288,25.0452,DOWN,0
2016-10-12,26.59,26.61,27.014,25.6246,25.0186,DOWN,0
2016-10-13,26.27,26.15,26.788,25.7154,24.9868,UP,1
2016-10-14,26.5,26.72,26.682,25.818,24.9589,DOWN,0
2016-10-17,26.31,26.3,26.484,25.9072,24.9291,DOWN,0
2016-10-18,26.26,26.78,26.386,25.9854,24.9127,UP,1
2016-10-19,26.3,26.36,26.328,26.064,24.8942,UP,1
2016-10-20,26.65,26.17,26.404,26.1288,24.8787,UP,1
2016-10-21,26.87,26.61,26.478,26.2004,24.8733,DOWN,0
2016-10-24,26.5,27.0,26.516,26.2374,24.8677,DOWN,0
2016-10-25,26.42,26.55,26.548,26.2594,24.8646,UP,1
2016-10-26,26.48,26.32,26.584,26.2886,24.856,DOWN,0
2016-10-27,25.88,26.59,26.43,26.2984,24.8499,UP,1
2016-10-28,25.9,25.7,26.236,26.3084,24.8388,UP,1
2016-10-31,25.95,26.03,26.126,26.3092,24.8336,DOWN,0
2016-11-01,25.31,25.9,25.904,26.3,24.8231,DOWN,0
2016-11-02,24.74,25.44,25.556,26.276,24.8149,DOWN,0
2016-11-03,24.67,24.54,25.314,26.2582,24.8048,DOWN,0
2016-11-04,24.65,24.57,25.064,26.2428,24.7917,UP,1
2016-11-07,25.46,25.18,24.966,26.2362,24.7839,DOWN,0
2016-11-08,25.44,25.51,24.992,26.2328,24.7761,DOWN,0
2016-11-09,25.13,24.6,25.07,26.2236,24.7748,DOWN,0
2016-11-10,24.39,25.5,25.014,26.2032,24.7699,DOWN,0
2016-11-11,24.04,24.25,24.892,26.1698,24.76,DOWN,0
2016-11-14,23.71,24.23,24.542,26.133,24.7506,UP,1
2016-11-15,26.41,25.69,24.736,26.1304,24.7593,UP,1
2016-11-16,26.51,25.62,25.012,26.1296,24.7728,UP,1
2016-11-17,26.75,26.5,25.484,26.1274,24.7817,DOWN,0
2016-11-18,26.45,26.75,25.966,26.129,24.7957,DOWN,0
2016-11-21,26.0,26.5,26.424,26.119,24.8097,DOWN,0
2016-11-22,25.81,26.0,26.304,26.1046,24.8244,DOWN,0
2016-11-23,25.74,25.76,26.15,26.0992,24.8368,DOWN,0
2016-11-25,25.54,25.89,25.908,26.0874,24.8501,UP,1
2016-11-28,25.83,25.56,25.784,26.0794,24.8636,UP,1
2016-11-29,26.85,25.84,25.954,26.0954,24.8729,UP,1
2016-11-30,26.87,26.85,26.166,26.1158,24.8787,DOWN,0
2016-12-01,26.3,26.79,26.278,26.1242,24.8835,DOWN,0
2016-12-02,25.88,26.32,26.346,26.1158,24.8852,UP,1
2016-12-05,25.95,25.86,26.37,26.098,24.8834,DOWN,0
2016-12-06,25.83,26.09,26.166,26.0838,24.8846,UP,1
2016-12-07,26.98,25.76,26.188,26.0898,24.8911,DOWN,0
2016-12-08,26.97,26.99,26.322,26.1034,24.9013,DOWN,0
2016-12-09,26.84,26.87,26.514,26.1206,24.9084,DOWN,0
2016-12-12,26.16,26.38,26.556,26.122,24.9107,UP,1
2016-12-13,26.66,26.31,26.722,26.133,24.9114,UP,1
2016-12-14,26.95,26.69,26.716,26.1222,24.913,DOWN,0
2016-12-15,25.77,26.74,26.476,26.079,24.9139,DOWN,0
2016-12-16,25.61,25.73,26.23,26.0432,24.9096,DOWN,0
2016-12-19,25.38,25.6,26.074,26.0102,24.9057,UP,1
2016-12-20,25.52,25.72,25.846,25.9746,24.903,UP,1
2016-12-21,25.88,25.42,25.632,25.9572,24.9007,DOWN,0
2016-12-22,25.62,25.86,25.602,25.9378,24.8969,DOWN,0
2016-12-23,25.49,25.51,25.578,25.9222,24.8852,UP,1
2016-12-27,25.93,25.52,25.688,25.9108,24.8761,DOWN,0
2016-12-28,25.74,26.09,25.732,25.8994,24.869,DOWN,0
2016-12-29,25.64,25.76,25.684,25.887,24.858,DOWN,0
2016-12-30,25.44,25.68,25.648,25.8698,24.8501,UP,1
2017-01-03,25.82,25.95,25.714,25.8532,24.8438,UP,1
2017-01-04,25.85,26.05,25.698,25.8328,24.8382,UP,1
2017-01-05,26.3,26.15,25.81,25.8288,24.8348,DOWN,0
2017-01-06,26.27,26.3,25.936,25.8258,24.8324,DOWN,0
2017-01-09,26.26,26.64,26.1,25.8214,24.8319,UP,1
2017-01-10,26.9,26.3,26.316,25.8418,24.8373,DOWN,0
2017-01-11,26.77,26.76,26.5,25.8592,24.8391,DOWN,0
2017-01-12,26.61,26.83,26.562,25.8724,24.8359,UP,1
2017-01-13,26.84,26.77,26.676,25.903,24.8376,UP,1
2017-01-17,27.21,26.82,26.866,25.9524,24.8399,DOWN,0
2017-01-18,27.16,27.34,26.918,26.0022,24.8425,UP,1
2017-01-19,27.75,27.3,27.114,26.0642,24.8486,DOWN,0
2017-01-20,27.6,27.96,27.312,26.107,24.8529,UP,1
2017-01-23,28.18,27.5,27.58,26.1618,24.8613,UP,1
2017-01-24,28.54,28.5,27.846,26.23,24.8697,UP,1
2017-01-25,28.59,28.77,28.132,26.314,24.8762,DOWN,0
2017-01-26,28.32,28.8,28.246,26.3996,24.8773,UP,1
2017-01-27,28.36,28.35,28.398,26.4926,24.8712,UP,1
2017-01-30,28.56,28.17,28.474,26.5356,24.8659,DOWN,0
2017-01-31,28.4,28.32,28.446,26.5734,24.8585,DOWN,0
2017-02-01,28.13,28.59,28.354,26.601,24.8524,UP,1
2017-02-02,28.17,28.0,28.324,26.6354,24.849,UP,1
2017-02-03,28.32,28.28,28.316,26.6818,24.8472,UP,1
2017-02-06,28.54,28.64,28.312,26.7364,24.846,UP,1
2017-02-07,28.81,28.66,28.394,26.7978,24.8485,UP,1
2017-02-08,28.98,28.81,28.564,26.8666,24.8563,UP,1
2017-02-09,29.01,28.96,28.732,26.9302,24.876,UP,1
2017-02-10,29.38,29.21,28.944,26.9808,24.8962,UP,1
2017-02-13,29.52,29.52,29.14,27.0338,24.9155,DOWN,0
2017-02-14,29.43,29.48,29.264,27.0964,24.9349,UP,1
2017-02-15,30.14,29.5,29.496,27.1816,24.9591,UP,1
2017-02-16,30.23,30.32,29.74,27.2672,24.9883,DOWN,0
2017-02-17,29.85,29.57,29.834,27.3476,25.0164,UP,1
2017-02-21,30.23,30.0,29.976,27.4126,25.0433,UP,1
2017-02-22,30.47,30.27,30.184,27.4826,25.0697,UP,1
2017-02-23,30.61,30.75,30.278,27.558,25.1056,DOWN,0
2017-02-24,30.27,30.5,30.286,27.6402,25.1381,UP,1
2017-02-27,30.8,30.3,30.476,27.723,25.1764,DOWN,0
2017-02-28,30.57,30.97,30.544,27.7954,25.2187,UP,1
2017-03-01,30.67,30.83,30.584,27.8934,25.2589,UP,1
2017-03-02,30.93,31.74,30.648,27.9998,25.2967,DOWN,0
2017-03-03,30.93,31.32,30.78,28.1108,25.3319,DOWN,0
2017-03-06,30.41,30.97,30.702,28.2086,25.366,UP,1
2017-03-07,30.75,30.2,30.738,28.306,25.4042,UP,1
2017-03-08,31.34,30.61,30.872,28.4204,25.4436,DOWN,0
2017-03-09,31.2,31.15,30.926,28.5346,25.4852,DOWN,0
2017-03-10,31.06,31.35,30.952,28.6372,25.5215,UP,1
2017-03-13,31.69,31.27,31.208,28.7562,25.5651,DOWN,0
2017-03-14,31.37,31.46,31.332,28.8708,25.6061,UP,1
2017-03-15,31.38,31.35,31.34,28.9896,25.6417,UP,1
2017-03-16,31.54,31.87,31.408,29.104,25.6764,UP,1
2017-03-17,31.56,31.77,31.508,29.2182,25.7152,UP,1
2017-03-20,31.72,31.57,31.514,29.3266,25.7555,DOWN,0
2017-03-21,30.32,31.88,31.304,29.4076,25.7922,UP,1
2017-03-22,30.58,30.18,31.144,29.494,25.8285,UP,1
2017-03-23,31.29,30.85,31.094,29.5818,25.8749,DOWN,0
2017-03-24,31.26,31.42,31.034,29.6716,25.925,UP,1
2017-03-27,31.38,31.0,30.966,29.767,25.9734,UP,1
2017-03-28,31.46,31.33,31.194,29.8594,26.0254,UP,1
2017-03-29,31.58,31.5,31.394,29.9468,26.0783,DOWN,0
2017-03-30,31.56,31.5,31.448,30.0348,26.1316,DOWN,0
2017-03-31,31.11,31.4,31.418,30.102,26.1863,UP,1
2017-04-03,31.92,31.43,31.526,30.1884,26.2438,DOWN,0
2017-04-04,31.44,31.8,31.522,30.2536,26.3003,UP,1
2017-04-05,31.53,31.58,31.512,30.3134,26.3527,UP,1
2017-04-06,32.23,31.69,31.646,30.3862,26.4082,DOWN,0
2017-04-07,32.01,32.2,31.826,30.46,26.4622,UP,1
2017-04-10,32.67,32.16,31.976,30.5462,26.5183,DOWN,0
2017-04-11,32.3,32.7,32.148,30.621,26.5766,UP,1
2017-04-12,32.71,32.31,32.384,30.7072,26.6389,DOWN,0
2017-04-13,32.47,32.74,32.432,30.794,26.6997,UP,1
2017-04-17,32.72,32.67,32.574,30.885,26.7613,UP,1
2017-04-18,32.84,32.67,32.608,30.9754,26.8194,UP,1
2017-04-19,33.36,33.16,32.82,31.0718,26.8796,UP,1
2017-04-20,33.97,34.04,33.072,31.175,26.9452,UP,1
2017-04-21,34.35,34.14,33.448,31.2824,27.015,UP,1
2017-04-24,34.57,34.78,33.818,31.3936,27.085,UP,1
2017-04-25,34.96,35.0,34.242,31.5052,27.1562,DOWN,0
2017-04-26,34.94,35.06,34.558,31.6136,27.2221,UP,1
2017-04-27,35.3,35.05,34.824,31.731,27.2876,DOWN,0
2017-04-28,35.07,35.5,34.968,31.8296,27.3545,UP,1
2017-05-01,35.34,35.14,35.122,31.9318,27.4228,UP,1
2017-05-02,35.45,35.35,35.22,32.0438,27.493,DOWN,0
2017-05-03,35.15,35.53,35.262,32.1422,27.5581,UP,1
2017-05-04,35.4,35.26,35.282,32.2408,27.623,UP,1
2017-05-05,35.78,35.5,35.424,32.3442,27.6886,UP,1
2017-05-08,38.55,37.88,36.066,32.5098,27.7714,DOWN,0
2017-05-09,38.53,38.84,36.682,32.6644,27.8544,UP,1
2017-05-10,39.32,38.55,37.516,32.8394,27.9418,UP,1
2017-05-11,39.76,39.15,38.388,33.0212,28.0282,UP,1
2017-05-12,40.56,39.82,39.344,33.2138,28.1192,DOWN,0
2017-05-15,40.23,40.99,39.68,33.3998,28.2096,UP,1
2017-05-16,40.77,40.28,40.128,33.607,28.3052,DOWN,0
2017-05-17,40.04,40.2,40.272,33.7928,28.3962,UP,1
2017-05-18,40.16,39.025,40.352,33.9692,28.488,UP,1
2017-05-19,41.06,40.47,40.452,34.1664,28.5847,UP,1
2017-05-22,41.66,41.61,40.738,34.3784,28.6861,DOWN,0
2017-05-23,40.72,41.96,40.728,34.559,28.7805,DOWN,0
2017-05-24,40.44,40.86,40.808,34.7404,28.8709,UP,1
2017-05-25,41.02,41.0,40.98,34.9332,28.9642,DOWN,0
2017-05-26,40.99,40.93,40.966,35.1222,29.0521,DOWN,0
2017-05-30,40.79,41.1,40.792,35.3068,29.1396,DOWN,0
2017-05-31,40.03,40.72,40.654,35.473,29.2165,UP,1
2017-06-01,40.29,40.2,40.624,35.6724,29.2913,DOWN,0
2017-06-02,40.23,40.32,40.466,35.8654,29.3674,UP,1
2017-06-05,40.32,40.32,40.332,36.046,29.442,DOWN,0
2017-06-06,40.18,40.2,40.21,36.2244,29.5159,UP,1
2017-06-07,41.18,40.3,40.44,36.4204,29.5923,UP,1
2017-06-08,41.92,43.41,40.766,36.6296,29.673,DOWN,0
2017-06-09,39.0,42.49,40.52,36.778,29.7383,UP,1
2017-06-12,39.22,39.0,40.3,36.9312,29.8066,UP,1
2017-06-13,39.27,39.83,40.118,37.0944,29.8759,DOWN,0
2017-06-14,38.4,39.57,39.562,37.224,29.9389,DOWN,0
2017-06-15,38.12,38.03,38.802,37.3576,30.0015,UP,1
2017-06-16,38.17,37.92,38.636,37.4904,30.0644,UP,1
2017-06-19,39.74,39.455,38.74,37.6406,30.136,DOWN,0
2017-06-20,38.9,39.6,38.666,37.7784,30.202,UP,1
2017-06-21,41.09,39.19,39.204,37.9468,30.2797,UP,1
2017-06-22,41.33,40.62,39.846,38.1274,30.3536,UP,1
2017-06-23,42.95,41.3,40.802,38.3322,30.4356,UP,1
2017-06-26,43.08,43.31,41.47,38.5444,30.5167,DOWN,0
2017-06-27,40.69,42.79,41.828,38.7038,30.5883,UP,1
2017-06-28,41.28,41.49,41.866,38.8726,30.6622,DOWN,0
2017-06-29,39.5,41.15,41.5,38.9954,30.7271,DOWN,0
2017-06-30,39.22,39.865,40.754,39.1004,30.7931,DOWN,0
2017-07-03,38.86,39.83,39.91,39.1906,30.8568,UP,1
2017-07-05,39.76,38.95,39.724,39.2944,30.9244,DOWN,0
2017-07-06,39.11,39.21,39.29,39.3774,30.9897,UP,1
2017-07-07,39.22,39.1,39.234,39.463,31.0566,UP,1
2017-07-10,40.42,39.25,39.474,39.5654,31.1293,UP,1
2017-07-11,40.81,40.59,39.864,39.6802,31.2018,UP,1
2017-07-12,41.44,41.27,40.2,39.8022,31.2748,DOWN,0
2017-07-13,41.43,41.5,40.664,39.9218,31.3493,UP,1
2017-07-14,42.01,41.38,41.222,40.059,31.4259,DOWN,0
2017-07-17,41.63,42.05,41.464,40.1836,31.5026,UP,1
2017-07-18,42.99,41.6,41.9,40.3278,31.5877,UP,1
2017-07-19,43.22,43.4,42.256,40.4212,31.6733,DOWN,0
2017-07-20,42.92,43.26,42.554,40.509,31.7574,UP,1
2017-07-21,43.08,43.0,42.768,40.5842,31.8353,UP,1
2017-07-24,43.54,43.15,43.15,40.6598,31.9134,UP,1
2017-07-25,44.46,43.75,43.444,40.7378,31.9987,UP,1
2017-07-26,45.87,44.76,43.974,40.8506,32.0929,DOWN,0
2017-07-27,45.16,46.5,44.422,40.9384,32.1822,UP,1
2017-07-28,45.22,44.7,44.85,41.042,32.2745,DOWN,0
2017-07-31,45.17,45.27,45.176,41.1422,32.3674,UP,1
2017-08-01,45.55,45.82,45.394,41.232,32.4638,DOWN,0
2017-08-02,45.25,45.55,45.27,41.3038,32.5576,UP,1
2017-08-03,45.3,45.49,45.298,41.3954,32.6525,UP,1
2017-08-04,46.4,45.6,45.534,41.5146,32.7532,UP,1
2017-08-07,47.56,46.64,46.012,41.6454,32.8595,UP,1
2017-08-08,48.15,47.92,46.532,41.7886,32.967,DOWN,0
2017-08-09,47.84,47.64,47.05,41.9296,33.0719,DOWN,0
2017-08-10,46.09,47.5,47.208,42.0508,33.1698,DOWN,0
2017-08-11,45.9,45.5,47.108,42.163,33.2672,DOWN,0
2017-08-14,44.25,45.0,46.446,42.2434,33.3561,DOWN,0
2017-08-15,44.05,44.94,45.626,42.318,33.4469,DOWN,0
2017-08-16,43.65,44.47,44.788,42.3874,33.5357,DOWN,0
2017-08-17,40.8,43.04,43.73,42.3798,33.6099,DOWN,0
2017-08-18,40.13,41.06,42.576,42.344,33.684,UP,1
2017-08-21,41.26,40.4,41.978,42.3892,33.7666,UP,1
2017-08-22,42.15,41.87,41.598,42.4478,33.854,UP,1
2017-08-23,42.44,42.13,41.356,42.5112,33.943,DOWN,0
2017-08-24,42.07,42.81,41.61,42.5846,34.026,DOWN,0
2017-08-25,40.87,42.04,41.758,42.6396,34.1032,DOWN,0
