ticker,VNO US Equity,VNO US Equity,VNO US Equity,VNO US Equity,VNO US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-03-18,41.6341,41.2819,35.6839,40.8677,39.8883,UP,1
2004-03-19,41.9159,41.6341,35.7434,41.1424,39.9706,UP,1
2004-03-22,41.9229,41.9159,35.8026,41.4594,40.0547,UP,1
2004-03-23,42.1202,41.8807,35.8593,41.775,40.1433,DOWN,0
2004-03-24,41.6693,41.7891,35.9152,41.8525,40.2201,UP,1
2004-03-25,42.2681,41.6975,35.9711,41.9793,40.3165,DOWN,0
2004-03-26,41.6271,42.2681,36.0206,41.9215,40.3951,UP,1
2004-03-29,42.092,41.9793,36.0763,41.9554,40.4792,UP,1
2004-03-30,42.5288,42.2329,36.1352,42.0371,40.5718,UP,1
2004-03-31,42.6063,42.5851,36.1932,42.2245,40.6649,UP,1
2004-04-01,42.881,42.6274,36.2549,42.347,40.764,DOWN,0
2004-04-02,41.8384,42.8669,36.3128,42.3893,40.8403,DOWN,0
2004-04-05,40.4929,41.8384,36.3635,42.0695,40.8802,DOWN,0
2004-04-06,39.4503,40.4929,36.4092,41.4538,40.895,UP,1
2004-04-07,39.9363,39.4503,36.4576,40.9198,40.9167,DOWN,0
2004-04-08,38.9994,39.8589,36.5011,40.1435,40.9053,DOWN,0
2004-04-12,36.9564,38.9994,36.5338,39.1671,40.8629,DOWN,0
2004-04-13,36.6676,36.6324,36.5641,38.402,40.8079,DOWN,0
2004-04-14,36.2379,36.3506,36.5907,37.7595,40.7296,UP,1
2004-04-15,37.3228,36.2801,36.6237,37.2368,40.6669,UP,1
2004-04-16,37.7454,37.4777,36.6587,36.986,40.6214,UP,1
2004-04-19,38.1118,37.8018,36.6933,37.2171,40.575,DOWN,0
2004-04-20,36.6465,38.1118,36.7198,37.2129,40.4816,DOWN,0
2004-04-21,36.3647,36.6324,36.7433,37.2382,40.3811,UP,1
2004-04-22,37.0973,36.4844,36.7705,37.1931,40.2904,DOWN,0
2004-04-23,36.6958,37.3721,36.7972,36.9832,40.1874,UP,1
2004-04-26,36.9142,36.7028,36.8269,36.7437,40.103,UP,1
2004-04-27,37.2735,37.0551,36.857,36.8691,40.0396,UP,1
2004-04-28,37.3087,37.682,36.886,37.0579,39.9742,DOWN,0
2004-04-29,36.0195,36.9846,36.9083,36.8423,39.8835,DOWN,0
2004-04-30,35.5405,35.9843,36.9284,36.6112,39.7842,UP,1
2004-05-03,35.8504,35.2234,36.9511,36.3985,39.6903,UP,1
2004-05-04,35.9209,35.8927,36.9726,36.128,39.5983,DOWN,0
2004-05-05,35.5898,35.9209,36.9941,35.7842,39.4929,UP,1
2004-05-06,35.8645,35.6461,37.0153,35.7532,39.3867,DOWN,0
2004-05-07,34.2372,35.7166,37.0283,35.4926,39.2701,DOWN,0
2004-05-10,33.8779,33.9202,37.0396,35.0981,39.1459,UP,1
2004-05-11,34.2795,33.9695,37.0507,34.7698,39.0249,UP,1
2004-05-12,34.5472,34.1315,37.0631,34.5612,38.9029,UP,1
2004-05-13,34.6317,34.6246,37.0749,34.3147,38.7819,UP,1
2004-05-14,35.3714,34.7444,37.088,34.5415,38.6799,UP,1
2004-05-17,35.6109,35.2587,37.1046,34.8881,38.5763,UP,1
2004-05-18,36.4915,35.6179,37.126,35.3305,38.4851,DOWN,0
2004-05-19,35.2516,36.5056,37.1413,35.4714,38.3661,UP,1
2004-05-20,35.8363,35.3432,37.1602,35.7123,38.2677,UP,1
2004-05-21,35.9772,35.8645,37.1803,35.8335,38.1786,UP,1
2004-05-24,36.5901,36.1533,37.2025,36.0294,38.0995,UP,1
2004-05-25,37.2875,36.5901,37.2273,36.1886,38.0385,UP,1
2004-05-26,37.9004,37.2875,37.2544,36.7183,37.9857,UP,1
2004-05-27,38.0343,38.0484,37.2812,37.1579,37.9207,UP,1
2004-05-28,38.4992,38.0413,37.3119,37.6623,37.858,DOWN,0
2004-06-01,38.0413,38.4922,37.3388,37.9526,37.7805,UP,1
2004-06-02,38.5274,38.1611,37.3672,38.2005,37.7126,UP,1
2004-06-03,38.6683,38.7035,37.3955,38.3541,37.6436,UP,1
2004-06-04,38.9783,38.7106,37.4259,38.5429,37.5898,UP,1
2004-06-07,39.098,38.9924,37.4577,38.6627,37.5264,UP,1
2004-06-08,39.1121,39.1051,37.4889,38.8768,37.4761,DOWN,0
2004-06-09,39.0417,39.1685,37.5221,38.9797,37.415,UP,1
2004-06-10,39.1121,39.0558,37.5568,39.0684,37.3467,DOWN,0
2004-06-14,38.4358,38.7458,37.5854,38.9599,37.2633,UP,1
2004-06-15,38.9078,38.6753,37.6148,38.9219,37.1838,UP,1
2004-06-16,38.9642,38.8867,37.6448,38.8923,37.1264,UP,1
2004-06-17,39.4714,39.1262,37.6761,38.9783,37.1059,UP,1
2004-06-18,39.7461,39.4503,37.7085,39.1051,37.1118,UP,1
2004-06-21,39.8729,39.7461,37.7401,39.3925,37.1106,DOWN,0
2004-06-22,39.8166,39.8166,37.7705,39.5742,37.1269,UP,1
2004-06-23,40.4013,39.8025,37.803,39.8617,37.1958,UP,1
2004-06-24,40.507,40.3942,37.8357,40.0688,37.2726,DOWN,0
2004-06-25,40.4013,40.4365,37.8693,40.1998,37.3559,UP,1
2004-06-28,40.5985,40.4013,37.9077,40.3449,37.4214,DOWN,0
2004-06-29,39.57,40.507,37.9397,40.2956,37.4579,UP,1
2004-06-30,40.2322,39.57,37.9733,40.2618,37.5003,DOWN,0
2004-07-01,40.197,40.1547,38.0064,40.1998,37.5713,UP,1
2004-07-02,41.3594,40.507,38.0454,40.3914,37.6712,DOWN,0
2004-07-06,41.1058,41.3453,38.0846,40.4929,37.7514,UP,1
2004-07-07,41.5566,41.1058,38.1268,40.8902,37.8486,DOWN,0
2004-07-08,41.3875,41.7257,38.1677,41.1213,37.938,DOWN,0
2004-07-09,41.1973,41.4932,38.2084,41.3213,38.0165,UP,1
2004-07-12,41.6552,41.2114,38.2511,41.3805,38.1035,DOWN,0
2004-07-13,41.4721,41.6552,38.2937,41.4538,38.2125,UP,1
2004-07-14,41.5989,41.3875,38.3357,41.4622,38.3337,UP,1
2004-07-15,41.775,41.775,38.3773,41.5397,38.4522,UP,1
2004-07-16,41.9863,41.9511,38.4183,41.6975,38.5735,UP,1
2004-07-19,42.1272,42.0638,38.4597,41.7919,38.7042,UP,1
2004-07-20,42.1695,42.1836,38.4998,41.9314,38.8303,DOWN,0
2004-07-21,41.937,42.1766,38.5371,41.999,38.9843,DOWN,0
2004-07-22,40.9296,41.8807,38.5667,41.83,39.1254,DOWN,0
2004-07-23,40.6267,41.0142,38.5924,41.558,39.2523,DOWN,0
2004-07-26,40.197,40.6338,38.6165,41.172,39.3653,UP,1
2004-07-27,40.5492,40.352,38.6414,40.8479,39.4837,UP,1
2004-07-28,40.9578,40.5492,38.6671,40.6521,39.5954,DOWN,0
2004-07-29,40.6831,40.5774,38.6925,40.6028,39.6968,UP,1
2004-07-30,40.9226,40.6831,38.7192,40.6619,39.7854,UP,1
2004-08-02,41.5637,40.8592,38.7489,40.9353,39.9117,UP,1
2004-08-03,41.775,41.5637,38.7796,41.1804,40.0305,UP,1
2004-08-04,42.2681,41.8314,38.8127,41.4425,40.1563,DOWN,0
2004-08-05,41.4157,42.1272,38.8421,41.589,40.2528,UP,1
2004-08-06,41.8314,41.4228,38.8737,41.7708,40.3437,DOWN,0
2004-08-09,41.7046,41.9723,38.9048,41.799,40.4197,UP,1
2004-08-10,42.1977,41.9159,38.9397,41.8835,40.503,UP,1
2004-08-11,42.2047,41.775,38.9746,41.8708,40.5771,DOWN,0
2004-08-12,41.8595,42.1977,39.0085,41.9596,40.6535,DOWN,0
2004-08-13,41.8525,41.8595,39.0406,41.9638,40.72,UP,1
2004-08-16,42.3668,41.7046,39.077,42.0962,40.794,UP,1
2004-08-17,42.8317,42.5147,39.1145,42.223,40.871,UP,1
2004-08-18,43.1346,42.6908,39.1524,42.409,40.9518,DOWN,0
2004-08-19,42.3597,42.8669,39.1862,42.5091,41.0167,UP,1
2004-08-20,43.7827,42.6204,39.2237,42.8951,41.1115,DOWN,0
2004-08-23,43.5855,43.7827,39.2584,43.1389,41.201,UP,1
2004-08-24,43.987,43.6066,39.2951,43.3699,41.312,DOWN,0
2004-08-25,43.5714,43.987,39.3315,43.4573,41.4053,UP,1
2004-08-26,43.9377,43.5714,39.3678,43.7729,41.5048,DOWN,0
2004-08-27,43.7193,43.9377,39.4019,43.7602,41.5897,UP,1
2004-08-30,43.818,43.825,39.4374,43.8067,41.6712,UP,1
2004-08-31,44.2125,43.8884,39.4721,43.8518,41.758,UP,1
2004-09-01,44.304,44.1702,39.5082,43.9983,41.8477,UP,1
2004-09-02,44.9451,44.0645,39.5454,44.1998,41.9386,UP,1
2004-09-03,45.5087,44.9451,39.5854,44.5577,42.0386,UP,1
2004-09-07,46.0018,45.5087,39.6272,44.9944,42.1506,DOWN,0
2004-09-08,45.6144,45.9314,39.6671,45.2748,42.2509,DOWN,0
2004-09-09,44.5154,45.2621,39.7022,45.3171,42.3499,UP,1
2004-09-10,44.924,44.5154,39.7399,45.3128,42.4437,DOWN,0
2004-09-13,44.0434,44.924,39.7738,45.0198,42.5206,DOWN,0
2004-09-14,43.6066,43.7757,39.8024,44.5408,42.5656,UP,1
2004-09-15,44.2759,43.2544,39.8333,44.2731,42.629,UP,1
2004-09-16,45.3748,44.452,39.8675,44.4449,42.7053,UP,1
2004-09-17,45.9666,45.3748,39.9045,44.6535,42.7969,DOWN,0
2004-09-20,44.9028,45.4523,39.9368,44.8254,42.871,DOWN,0
2004-09-21,44.7479,44.8254,39.9679,45.0536,42.9329,DOWN,0
2004-09-22,44.4872,44.7549,40.0003,45.0959,42.9932,DOWN,0
2004-09-23,44.0293,44.2054,40.0307,44.8268,43.0418,UP,1
2004-09-24,44.0998,43.9941,40.0603,44.4534,43.0883,DOWN,0
2004-09-27,44.0645,44.1068,40.0895,44.2857,43.1298,DOWN,0
2004-09-28,44.0645,44.0645,40.1204,44.1491,43.1686,DOWN,0
2004-09-29,44.0293,44.0645,40.1493,44.0575,43.2058,UP,1
2004-09-30,44.1561,43.8884,40.1762,44.0828,43.2502,UP,1
2004-10-01,45.2199,44.1561,40.2073,44.3069,43.336,UP,1
2004-10-04,45.4382,45.3326,40.2388,44.5816,43.4322,DOWN,0
2004-10-05,45.2199,45.0508,40.2689,44.8127,43.5327,UP,1
2004-10-06,45.6848,45.1635,40.3071,45.1438,43.6354,DOWN,0
2004-10-07,45.1212,45.5087,40.3429,45.3368,43.7186,UP,1
2004-10-08,45.6003,45.2199,40.3803,45.4129,43.817,DOWN,0
2004-10-11,45.3185,45.7482,40.4165,45.3889,43.9049,UP,1
2004-10-12,45.7905,44.8747,40.4546,45.5031,43.9894,DOWN,0
2004-10-13,45.4382,45.9666,40.4909,45.4537,44.0627,UP,1
2004-10-14,46.1357,45.5791,40.5296,45.6566,44.14,UP,1
2004-10-15,46.192,46.185,40.5668,45.775,44.2356,UP,1
2004-10-18,46.7274,46.3893,40.6076,46.0568,44.3335,DOWN,0
2004-10-19,46.7063,46.7767,40.6495,46.2399,44.4335,DOWN,0
2004-10-20,45.9596,46.7767,40.6899,46.3442,44.5088,UP,1
2004-10-21,46.7415,45.9314,40.7307,46.4654,44.5995,DOWN,0
2004-10-22,46.3681,46.5302,40.7736,46.5006,44.6897,DOWN,0
2004-10-25,46.2484,46.3681,40.8162,46.4048,44.7776,UP,1
2004-10-26,46.9529,46.2836,40.8625,46.4541,44.8693,UP,1
2004-10-27,47.1994,47.0233,40.9094,46.7021,44.9567,UP,1
2004-10-28,47.298,47.2346,40.9586,46.8134,45.0399,UP,1
2004-10-29,47.3403,47.298,41.0069,47.0078,45.1396,UP,1
2004-11-01,48.1857,47.763,41.0584,47.3953,45.2276,DOWN,0
2004-11-02,47.5376,48.0096,41.1065,47.5122,45.3067,UP,1
2004-11-03,48.0448,48.08,41.157,47.6813,45.3878,UP,1
2004-11-04,48.7845,48.0448,41.2113,47.9786,45.4921,DOWN,0
2004-11-05,47.9039,48.7845,41.2607,48.0913,45.5714,UP,1
2004-11-08,48.4675,47.925,41.3106,48.1476,45.6664,UP,1
2004-11-09,49.348,48.5027,41.3637,48.5097,45.777,DOWN,0
2004-11-10,49.2494,49.1367,41.4157,48.7507,45.8777,UP,1
2004-11-11,49.3128,49.2494,41.4644,48.8563,45.9779,UP,1
2004-11-12,50.3907,49.9468,41.521,49.3537,46.0868,UP,1
2004-11-15,51.3981,50.3907,41.5809,49.9398,46.2046,DOWN,0
2004-11-16,51.0106,51.3981,41.6352,50.2723,46.3047,DOWN,0
2004-11-17,49.6791,51.2008,41.6813,50.3583,46.386,UP,1
2004-11-18,50.1934,49.8482,41.7322,50.5344,46.4996,DOWN,0
2004-11-19,49.4889,50.3695,41.7775,50.354,46.5909,UP,1
2004-11-22,49.8482,49.1015,41.8201,50.0441,46.707,UP,1
2004-11-23,50.8133,49.9891,41.8673,50.0046,46.8511,UP,1
2004-11-24,51.7785,50.8133,41.918,50.4245,47.0012,DOWN,0
2004-11-26,51.391,51.8137,41.9657,50.664,47.1215,UP,1
2004-11-29,51.6023,51.391,42.018,51.0867,47.2342,UP,1
2004-11-30,51.7785,51.3558,42.0747,51.4727,47.3717,UP,1
2004-12-01,52.5534,51.7785,42.1346,51.8207,47.5278,DOWN,0
2004-12-02,51.4896,52.2011,42.1893,51.763,47.6679,UP,1
2004-12-03,52.1307,51.4967,42.2474,51.9109,47.8299,UP,1
2004-12-06,52.6238,51.4333,42.3078,52.1152,48.0004,DOWN,0
2004-12-07,51.0458,52.5463,42.3604,51.9687,48.14,UP,1
2004-12-08,51.4755,51.074,42.4135,51.7531,48.2882,UP,1
2004-12-09,51.7362,51.2853,42.4663,51.8024,48.4424,UP,1
2004-12-10,52.1377,51.3065,42.5266,51.8038,48.602,DOWN,0
2004-12-13,51.7714,52.1377,42.5851,51.6333,48.733,DOWN,0
2004-12-14,51.2853,51.2501,42.6398,51.6812,48.85,UP,1
2004-12-15,51.6023,51.4615,42.6946,51.7066,48.9776,DOWN,0
2004-12-16,51.1585,51.6094,42.747,51.5911,49.0871,UP,1
2004-12-17,51.9687,51.1656,42.8045,51.5573,49.2241,UP,1
2004-12-20,52.1307,51.9546,42.8612,51.6291,49.3547,UP,1
2004-12-21,52.652,51.9546,42.9192,51.9025,49.5013,UP,1
2004-12-22,52.9972,52.6872,42.9782,52.1814,49.6455,DOWN,0
2004-12-23,52.8352,52.9972,43.0386,52.5167,49.7934,UP,1
2004-12-27,52.8774,52.8352,43.1008,52.6985,49.9282,UP,1
2004-12-28,53.0113,52.969,43.1631,52.8746,50.0646,UP,1
2004-12-29,53.3283,53.1874,43.2281,53.0099,50.1967,UP,1
2004-12-30,53.8214,53.1874,43.2945,53.1747,50.339,DOWN,0
2004-12-31,53.6312,53.5396,43.3562,53.3339,50.4924,DOWN,0
2005-01-03,53.5396,53.8073,43.4157,53.4664,50.6283,DOWN,0
2005-01-04,52.7365,53.5396,43.4699,53.4114,50.7557,DOWN,0
2005-01-05,50.5527,52.7295,43.513,52.8563,50.8418,UP,1
2005-01-06,51.0599,50.5527,43.5577,52.304,50.9239,UP,1
2005-01-07,51.1797,51.3558,43.6053,51.8137,51.0035,DOWN,0
2005-01-10,50.8908,50.7288,43.6484,51.2839,51.0754,DOWN,0
2005-01-11,50.4822,50.8627,43.6926,50.8331,51.1382,DOWN,0
2005-01-12,50.0877,50.44,43.7326,50.7401,51.1763,UP,1
2005-01-13,50.1934,49.82,43.7709,50.5668,51.2294,UP,1
2005-01-14,50.9331,50.3695,43.8126,50.5175,51.2872,UP,1
2005-01-18,51.4615,50.7922,43.8555,50.6316,51.3407,UP,1
2005-01-19,51.6235,51.6023,43.9044,50.8598,51.4151,DOWN,0
2005-01-20,51.4192,51.553,43.959,51.1261,51.4741,DOWN,0
2005-01-21,51.3206,51.4192,44.0184,51.3516,51.5136,UP,1
2005-01-24,51.3628,51.3206,44.0755,51.4375,51.5559,DOWN,0
2005-01-25,50.2639,50.8979,44.1318,51.198,51.5749,DOWN,0
2005-01-26,49.4255,50.1934,44.1942,50.7584,51.5556,DOWN,0
2005-01-27,48.7704,49.4889,44.2547,50.2286,51.503,DOWN,0
2005-01-28,48.6436,48.9606,44.3167,49.6932,51.4557,UP,1
2005-01-31,48.707,48.6084,44.3737,49.1621,51.4362,UP,1
2005-02-01,49.4889,48.6788,44.4324,49.0071,51.4221,UP,1
2005-02-02,50.6161,49.3128,44.4949,49.2452,51.4447,DOWN,0
2005-02-03,49.6298,50.0455,44.5598,49.4171,51.4403,UP,1
2005-02-04,50.3202,50.0173,44.6296,49.7524,51.4305,DOWN,0
2005-02-07,50.1159,50.1934,44.6947,50.0342,51.3972,UP,1
2005-02-08,50.2216,50.0243,44.7623,50.1807,51.3738,UP,1
2005-02-09,50.2286,50.1582,44.8289,50.1032,51.3463,UP,1
2005-02-10,50.7006,50.2286,44.896,50.3174,51.3248,DOWN,0
2005-02-11,50.44,50.6513,44.9617,50.3413,51.2825,UP,1
2005-02-14,50.6443,50.4329,45.0348,50.447,51.2656,UP,1
2005-02-15,50.9331,50.6443,45.1118,50.5893,51.2417,UP,1
2005-02-16,51.1444,50.9331,45.1882,50.7725,51.2121,DOWN,0
2005-02-17,50.757,50.9683,45.2624,50.7838,51.2063,DOWN,0
2005-02-18,50.5175,50.3695,45.337,50.7993,51.1871,DOWN,0
2005-02-22,49.1226,49.9821,45.4033,50.4949,51.1349,DOWN,0
2005-02-23,48.4816,48.9958,45.4746,50.0046,51.0617,UP,1
2005-02-24,48.5872,48.4322,45.5481,49.4932,50.9981,UP,1
2005-02-25,49.4889,48.4675,45.6242,49.2396,50.9621,DOWN,0
2005-02-28,48.397,49.3833,45.6934,48.8155,50.898,UP,1
2005-03-01,49.1719,48.4322,45.7661,48.8253,50.8583,DOWN,0
2005-03-02,49.0733,49.0451,45.8346,48.9437,50.8004,UP,1
2005-03-03,49.7214,49.2072,45.9052,49.1705,50.7522,UP,1
2005-03-04,51.0035,50.1582,45.9777,49.4734,50.7192,UP,1
2005-03-07,51.708,50.7922,46.06,50.1356,50.6934,DOWN,0
2005-03-08,51.4262,51.5671,46.138,50.5865,50.6653,DOWN,0
2005-03-09,50.1723,51.391,46.2089,50.8063,50.6112,UP,1
2005-03-10,50.9401,50.2357,46.2807,51.05,50.5697,DOWN,0
2005-03-11,49.7355,50.4329,46.3429,50.7964,50.4979,UP,1
2005-03-14,50.5809,49.4889,46.4063,50.571,50.4331,DOWN,0
2005-03-15,50.5104,50.6865,46.4687,50.3878,50.3707,DOWN,0
2005-03-16,50.0173,50.5175,46.5263,50.3568,50.3002,UP,1
2005-03-17,51.2219,50.7218,46.5922,50.4132,50.2699,DOWN,0
2005-03-18,50.757,51.074,46.6533,50.6175,50.274,DOWN,0
2005-03-21,50.3695,50.7218,46.7119,50.5752,50.2602,DOWN,0
2005-03-22,49.4889,50.4048,46.7644,50.3709,50.2264,DOWN,0
2005-03-23,48.6084,49.4537,46.812,50.0891,50.1807,UP,1
2005-03-24,49.0381,48.8549,46.8616,49.6524,50.1518,DOWN,0
2005-03-28,48.6154,49.1367,46.9095,49.2241,50.1224,DOWN,0
2005-03-29,48.5309,48.4816,46.9566,48.8563,50.0891,UP,1
2005-03-30,48.869,48.4675,47.0087,48.7323,50.0479,DOWN,0
2005-03-31,48.7986,49.031,47.0582,48.7704,49.9946,UP,1
2005-04-01,48.9113,49.2424,47.1079,48.745,49.9404,DOWN,0
2005-04-04,48.9113,49.031,47.1551,48.8042,49.8902,UP,1
2005-04-05,49.1226,49.031,47.202,48.9225,49.8462,UP,1
2005-04-06,49.4889,49.2424,47.2501,49.0465,49.8088,UP,1
2005-04-07,49.9821,49.6298,47.3009,49.2832,49.8031,DOWN,0
2005-04-08,49.8764,49.9821,47.3483,49.4763,49.8122,UP,1
2005-04-11,50.1089,50.0877,47.3963,49.7158,49.8389,UP,1
2005-04-12,51.074,50.1723,47.4496,50.1061,49.8875,UP,1
2005-04-13,51.1092,51.0388,47.5022,50.4301,49.9356,UP,1
2005-04-14,51.3206,51.1092,47.561,50.6978,49.9722,UP,1
2005-04-15,51.3981,51.3558,47.6168,51.0021,49.9878,UP,1
2005-04-18,51.4051,51.553,47.6728,51.2614,50.0234,UP,1
2005-04-19,51.6517,51.3558,47.7243,51.3769,50.05,UP,1
2005-04-20,51.6798,51.5108,47.7772,51.491,50.0813,DOWN,0
2005-04-21,51.6587,51.7432,47.8277,51.5587,50.11,UP,1
2005-04-22,51.7996,51.7292,47.8797,51.639,50.1414,UP,1
2005-04-25,52.4125,51.7996,47.9358,51.8405,50.1757,UP,1
2005-04-26,52.9408,52.4125,47.9922,52.0983,50.2257,UP,1
2005-04-27,53.1874,52.8493,48.0508,52.3998,50.2765,UP,1
2005-04-28,53.9201,53.3283,48.1124,52.8521,50.3363,DOWN,0
2005-04-29,53.8566,54.0328,48.1728,53.2635,50.3905,UP,1
2005-05-02,54.223,53.9271,48.234,53.6256,50.4598,DOWN,0
2005-05-03,54.2018,53.8285,48.2944,53.8778,50.5335,UP,1
2005-05-04,54.4836,54.1737,48.3559,54.137,50.6407,UP,1
2005-05-05,54.9486,54.5048,48.421,54.3427,50.7701,DOWN,0
2005-05-06,54.068,54.9486,48.4867,54.385,50.8797,UP,1
2005-05-09,55.0542,54.068,48.5588,54.5513,50.991,DOWN,0
2005-05-10,54.9274,54.7372,48.6325,54.6964,51.1216,UP,1
2005-05-11,54.9697,54.9838,48.7046,54.7936,51.2376,DOWN,0
2005-05-12,54.9486,54.9697,48.7745,54.7936,51.3551,DOWN,0
2005-05-13,54.5682,54.9486,48.844,54.8936,51.452,UP,1
2005-05-16,54.702,54.5682,48.9129,54.8232,51.526,DOWN,0
2005-05-17,54.6879,54.702,48.9785,54.7753,51.5856,UP,1
2005-05-18,55.336,54.8429,49.0463,54.8485,51.6638,UP,1
2005-05-19,57.1958,55.336,49.1209,55.298,51.8042,DOWN,0
2005-05-20,56.9211,57.3438,49.1985,55.7686,51.9239,UP,1
2005-05-23,57.2381,56.9211,49.2755,56.2758,52.0739,DOWN,0
2005-05-24,56.4632,57.1324,49.3493,56.6308,52.1916,DOWN,0
2005-05-25,55.4206,56.3575,49.4154,56.6478,52.2898,DOWN,0
2005-05-26,55.0824,55.3008,49.4798,56.2251,52.3911,UP,1
2005-05-27,55.3501,55.2726,49.5472,55.9109,52.4736,UP,1
2005-05-31,55.4417,55.3219,49.6152,55.5516,52.5673,UP,1
2005-06-01,55.9982,55.5756,49.6833,55.4586,52.6799,DOWN,0
2005-06-02,55.4065,56.0757,49.7462,55.4558,52.7983,DOWN,0
2005-06-03,54.9486,55.5474,49.8053,55.429,52.9251,UP,1
2005-06-06,54.9838,55.1951,49.8684,55.3558,53.044,UP,1
2005-06-07,56.118,55.1458,49.9301,55.491,53.194,DOWN,0
2005-06-08,56.1109,56.118,49.9927,55.5136,53.3456,UP,1
2005-06-09,56.6111,56.1109,50.0558,55.7545,53.5005,DOWN,0
2005-06-10,56.4773,56.6111,50.1204,56.0602,53.654,DOWN,0
2005-06-13,56.3927,56.3575,50.1826,56.342,53.8037,DOWN,0
2005-06-14,56.2025,56.3927,50.245,56.3589,53.9495,DOWN,0
2005-06-15,55.5685,56.1462,50.3038,56.2504,54.0784,DOWN,0
2005-06-16,55.3713,55.336,50.3596,56.0025,54.1961,UP,1
2005-06-17,56.0194,55.5122,50.4182,55.9109,54.3168,UP,1
2005-06-20,56.2518,56.0264,50.4747,55.8827,54.4443,DOWN,0
2005-06-21,55.8292,56.3575,50.5263,55.808,54.5587,DOWN,0
2005-06-22,55.4065,56.0053,50.5733,55.7756,54.6454,UP,1
2005-06-23,55.8785,55.4769,50.6247,55.8771,54.7408,DOWN,0
2005-06-24,55.6319,56.0053,50.6802,55.7996,54.827,UP,1
2005-06-27,55.6883,55.4769,50.7341,55.6869,54.9128,UP,1
2005-06-28,56.2871,55.5826,50.7953,55.7784,55.0104,UP,1
2005-06-29,56.4068,56.2871,50.8593,55.9785,55.1055,UP,1
2005-06-30,56.6393,56.4139,50.9211,56.1307,55.2047,UP,1
2005-07-01,57.4001,56.6323,50.9812,56.4843,55.3195,UP,1
2005-07-05,57.5903,57.2592,51.0393,56.8647,55.4354,DOWN,0
2005-07-06,57.4706,57.6256,51.1022,57.1014,55.5365,UP,1
2005-07-07,58.1398,57.3438,51.1691,57.448,55.6405,UP,1
2005-07-08,58.8302,58.2596,51.2408,57.8862,55.7534,UP,1
2005-07-11,59.8305,58.8584,51.3199,58.3723,55.8716,DOWN,0
2005-07-12,59.7037,59.8305,51.3979,58.795,55.9885,DOWN,0
2005-07-13,59.3022,59.7037,51.4741,59.1613,56.0901,DOWN,0
2005-07-14,58.2314,59.2951,51.5449,59.1796,56.1707,UP,1
2005-07-15,58.9429,58.5061,51.6195,59.2022,56.2599,UP,1
2005-07-18,59.3515,59.0697,51.6954,59.1064,56.3479,UP,1
2005-07-19,59.7037,59.3867,51.7679,59.1064,56.4606,UP,1
2005-07-20,60.0067,59.7037,51.8407,59.2472,56.5597,DOWN,0
2005-07-21,59.3233,60.0067,51.9112,59.4656,56.6476,UP,1
2005-07-22,59.4924,59.3867,51.9803,59.5755,56.7381,UP,1
2005-07-25,60.2603,59.8517,52.056,59.7573,56.8443,UP,1
2005-07-26,60.5843,60.2603,52.1309,59.9334,56.9646,UP,1
2005-07-27,61.9933,62.0778,52.2142,60.3307,57.1104,UP,1
2005-07-28,62.4089,61.9933,52.2973,60.9478,57.2649,UP,1
2005-07-29,62.4441,62.4019,52.3824,61.5382,57.407,DOWN,0
2005-08-01,62.2821,62.4441,52.4631,61.9425,57.5088,DOWN,0
2005-08-02,62.0496,61.9933,52.5424,62.2356,57.6113,DOWN,0
2005-08-03,61.5706,61.9933,52.6166,62.1511,57.698,DOWN,0
2005-08-04,61.2888,61.4297,52.6895,61.927,57.7945,DOWN,0
2005-08-05,60.1546,60.5843,52.7605,61.4691,57.8892,DOWN,0
2005-08-08,58.3793,59.8799,52.8187,60.6886,57.9551,UP,1
2005-08-09,58.5414,58.3934,52.8796,59.9869,58.0189,UP,1
2005-08-10,59.274,59.8799,52.9447,59.5276,58.0956,UP,1
2005-08-11,59.8094,59.2811,53.009,59.2317,58.1718,DOWN,0
2005-08-12,59.8094,59.8094,53.072,59.1627,58.2599,UP,1
2005-08-15,60.1757,59.9292,53.1364,59.522,58.3644,UP,1
2005-08-16,60.6266,60.2955,53.2028,59.939,58.4773,DOWN,0
2005-08-17,60.056,60.2321,53.2622,60.0954,58.556,DOWN,0
2005-08-18,59.8235,60.2321,53.3236,60.0982,58.6303,UP,1
2005-08-19,59.8939,60.0067,53.3829,60.1152,58.6959,UP,1
2005-08-22,59.9503,59.8939,53.4387,60.0701,58.7654,DOWN,0
2005-08-23,59.7108,59.9503,53.4977,59.8869,58.8317,UP,1
2005-08-24,59.8376,59.7108,53.5546,59.8432,58.9044,UP,1
2005-08-25,60.1053,59.9292,53.6084,59.8996,58.9952,DOWN,0
2005-08-26,59.584,59.9855,53.66,59.8376,59.0794,DOWN,0
2005-08-29,59.584,59.1754,53.7114,59.7643,59.1507,UP,1
2005-08-30,59.7319,59.4924,53.7581,59.7686,59.2203,UP,1
2005-08-31,60.5984,59.6967,53.8041,59.9207,59.3157,UP,1
2005-09-01,60.69,60.6759,53.8525,60.0377,59.4214,DOWN,0
2005-09-02,60.5843,60.7604,53.907,60.2377,59.5155,UP,1
2005-09-06,61.6763,60.5843,53.9644,60.6562,59.6364,DOWN,0
