ticker,MGM US Equity,MGM US Equity,MGM US Equity,MGM US Equity,MGM US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-06-23,23.925,24.045,20.4255,23.953,22.7619,DOWN,0
2004-06-24,23.775,23.925,20.4519,23.888,22.7874,DOWN,0
2004-06-25,23.75,23.78,20.4797,23.883,22.8129,DOWN,0
2004-06-28,23.695,23.775,20.5106,23.834,22.8469,UP,1
2004-06-29,23.745,23.745,20.5412,23.778,22.8769,DOWN,0
2004-06-30,23.47,23.795,20.5691,23.687,22.8887,DOWN,0
2004-07-01,23.29,23.475,20.5958,23.59,22.893,DOWN,0
2004-07-02,23.25,23.4,20.62,23.49,22.8884,DOWN,0
2004-07-06,22.925,23.255,20.6429,23.336,22.8709,DOWN,0
2004-07-07,22.445,22.9,20.6601,23.076,22.8469,DOWN,0
2004-07-08,21.43,22.2,20.6718,22.668,22.8085,UP,1
2004-07-09,21.445,21.43,20.6847,22.299,22.7636,DOWN,0
2004-07-12,21.44,21.51,20.696,21.937,22.7243,UP,1
2004-07-13,21.7,21.675,20.7104,21.692,22.6935,DOWN,0
2004-07-14,21.59,21.65,20.7247,21.521,22.6672,DOWN,0
2004-07-15,21.22,21.675,20.7382,21.479,22.6168,DOWN,0
2004-07-16,21.1,21.375,20.7523,21.41,22.5939,DOWN,0
2004-07-19,21.07,21.2,20.7663,21.336,22.56,UP,1
2004-07-20,21.165,21.01,20.7796,21.229,22.5294,UP,1
2004-07-21,21.54,21.8,20.795,21.219,22.5326,UP,1
2004-07-22,22.625,21.975,20.816,21.5,22.5667,DOWN,0
2004-07-23,22.5,22.625,20.8373,21.78,22.5878,DOWN,0
2004-07-26,22.05,22.505,20.8576,21.976,22.6007,UP,1
2004-07-27,22.17,22.125,20.8786,22.177,22.6269,DOWN,0
2004-07-28,21.92,22.235,20.8974,22.253,22.6422,UP,1
2004-07-29,21.985,21.82,20.9164,22.125,22.661,UP,1
2004-07-30,22.075,21.95,20.9345,22.04,22.6685,DOWN,0
2004-08-02,22.02,21.8,20.9529,22.034,22.6746,DOWN,0
2004-08-03,21.75,22.0,20.9703,21.95,22.6743,DOWN,0
2004-08-04,21.415,21.75,20.986,21.849,22.6639,DOWN,0
2004-08-05,21.265,21.5,21.0018,21.705,22.648,DOWN,0
2004-08-06,20.93,21.075,21.0159,21.476,22.6188,DOWN,0
2004-08-09,20.8,20.87,21.0311,21.232,22.5891,UP,1
2004-08-10,21.22,20.75,21.0498,21.126,22.5695,DOWN,0
2004-08-11,20.93,21.12,21.0649,21.029,22.544,DOWN,0
2004-08-12,20.355,20.875,21.0784,20.847,22.4981,DOWN,0
2004-08-13,20.1,20.315,21.0902,20.681,22.4493,UP,1
2004-08-16,20.55,20.175,21.103,20.631,22.415,UP,1
2004-08-17,20.8,20.625,21.1173,20.547,22.3707,DOWN,0
2004-08-18,20.42,20.625,21.1294,20.445,22.3307,DOWN,0
2004-08-19,20.14,20.42,21.1413,20.402,22.2536,UP,1
2004-08-20,20.3,20.145,21.1536,20.442,22.1844,DOWN,0
2004-08-23,20.15,20.33,21.1654,20.362,22.1114,DOWN,0
2004-08-24,20.125,20.225,21.1775,20.227,22.0319,UP,1
2004-08-25,20.75,20.06,21.1925,20.293,21.9519,UP,1
2004-08-26,21.25,20.755,21.2095,20.515,21.8881,DOWN,0
2004-08-27,20.94,21.225,21.226,20.643,21.8249,DOWN,0
2004-08-30,20.63,20.94,21.2412,20.739,21.762,UP,1
2004-08-31,20.67,20.75,21.2544,20.848,21.6966,UP,1
2004-09-01,21.165,20.65,21.2702,20.931,21.6394,UP,1
2004-09-02,21.295,21.24,21.2871,20.94,21.5868,UP,1
2004-09-03,21.405,21.05,21.3063,21.033,21.5394,UP,1
2004-09-07,22.13,21.525,21.3296,21.333,21.507,DOWN,0
2004-09-08,22.0,22.19,21.3529,21.599,21.4731,DOWN,0
2004-09-09,21.935,22.065,21.376,21.753,21.4369,DOWN,0
2004-09-10,21.9,21.875,21.3984,21.874,21.4055,UP,1
2004-09-13,22.325,21.925,21.4211,22.058,21.3862,UP,1
2004-09-14,22.94,22.35,21.4439,22.22,21.38,DOWN,0
2004-09-15,22.9,22.945,21.4656,22.4,21.3795,DOWN,0
2004-09-16,22.89,22.9,21.4863,22.591,21.3884,UP,1
2004-09-17,23.095,22.99,21.5075,22.83,21.4217,UP,1
2004-09-20,23.55,23.49,21.5335,23.075,21.4638,UP,1
2004-09-21,23.835,23.55,21.5596,23.254,21.5117,DOWN,0
2004-09-22,23.52,23.835,21.584,23.378,21.5481,UP,1
2004-09-23,23.54,23.55,21.6097,23.508,21.5871,UP,1
2004-09-24,24.185,23.65,21.6377,23.726,21.6464,DOWN,0
2004-09-27,23.735,24.225,21.665,23.763,21.6991,UP,1
2004-09-28,24.315,23.74,21.6963,23.859,21.764,DOWN,0
2004-09-29,24.15,24.31,21.7257,23.985,21.8237,UP,1
2004-09-30,24.825,24.15,21.7587,24.242,21.8894,UP,1
2004-10-01,24.925,24.76,21.7922,24.39,21.9354,UP,1
2004-10-04,25.275,25.0,21.8254,24.698,21.9909,UP,1
2004-10-05,25.78,25.2,21.8617,24.991,22.0655,UP,1
2004-10-06,26.225,25.78,21.8986,25.406,22.1466,DOWN,0
2004-10-07,26.05,26.075,21.9345,25.651,22.2292,DOWN,0
2004-10-08,26.05,26.065,21.9699,25.876,22.3105,DOWN,0
2004-10-11,25.825,26.055,22.0046,25.986,22.3855,DOWN,0
2004-10-12,25.79,25.74,22.0398,25.988,22.4609,UP,1
2004-10-13,26.155,25.925,22.077,25.974,22.549,UP,1
2004-10-14,26.17,26.21,22.1127,25.998,22.6441,UP,1
2004-10-15,26.8,26.125,22.1521,26.148,22.7548,UP,1
2004-10-18,27.15,26.805,22.1938,26.413,22.8792,UP,1
2004-10-19,27.525,27.25,22.2384,26.76,23.0137,DOWN,0
2004-10-20,26.285,27.205,22.2762,26.786,23.115,DOWN,0
2004-10-21,25.975,26.285,22.3119,26.747,23.2159,UP,1
2004-10-22,26.035,25.75,22.3478,26.594,23.3295,UP,1
2004-10-25,26.365,25.975,22.3859,26.437,23.4548,UP,1
2004-10-26,26.38,26.315,22.4224,26.208,23.5714,UP,1
2004-10-27,26.75,26.3,22.4587,26.301,23.6904,DOWN,0
2004-10-28,26.625,26.775,22.495,26.431,23.8145,UP,1
2004-10-29,26.9,26.675,22.5317,26.604,23.9497,UP,1
2004-11-01,27.215,26.9,22.5705,26.774,24.088,UP,1
2004-11-02,27.385,27.22,22.6074,26.975,24.2327,UP,1
2004-11-03,28.215,28.175,22.6496,27.268,24.3945,UP,1
2004-11-04,28.69,28.125,22.6947,27.681,24.5533,UP,1
2004-11-05,29.81,28.875,22.7457,28.263,24.7245,DOWN,0
2004-11-08,29.725,29.81,22.7957,28.765,24.9002,UP,1
2004-11-09,29.85,29.8,22.8444,29.258,25.0846,DOWN,0
2004-11-10,29.46,29.9,22.8905,29.507,25.2604,DOWN,0
2004-11-11,28.95,29.4,22.9365,29.559,25.4161,DOWN,0
2004-11-12,28.74,28.945,22.9798,29.345,25.565,UP,1
2004-11-15,29.125,28.8,23.0244,29.225,25.7194,DOWN,0
2004-11-16,28.71,29.0,23.0676,28.997,25.851,UP,1
2004-11-17,28.75,28.76,23.1098,28.855,25.986,UP,1
2004-11-18,28.81,28.825,23.1532,28.827,26.1235,DOWN,0
2004-11-19,28.145,28.77,23.1922,28.708,26.2484,UP,1
2004-11-22,28.345,28.165,23.2302,28.552,26.3688,UP,1
2004-11-23,28.41,28.31,23.2657,28.492,26.4782,UP,1
2004-11-24,29.035,28.4,23.3051,28.549,26.6009,UP,1
2004-11-26,29.4,28.975,23.3453,28.667,26.7311,DOWN,0
2004-11-29,29.22,29.525,23.3851,28.882,26.8536,DOWN,0
2004-11-30,29.15,29.3,23.4248,29.043,26.9656,UP,1
2004-12-01,30.325,29.2,23.4694,29.426,27.0954,UP,1
2004-12-02,30.35,30.33,23.5138,29.689,27.232,UP,1
2004-12-03,31.77,31.35,23.5652,30.163,27.3966,DOWN,0
2004-12-06,31.585,31.7,23.6158,30.636,27.5446,DOWN,0
2004-12-07,31.19,31.585,23.6654,31.044,27.6937,UP,1
2004-12-08,31.35,31.45,23.7162,31.249,27.8344,UP,1
2004-12-09,31.45,31.275,23.7663,31.469,27.9804,UP,1
2004-12-10,32.85,31.455,23.8198,31.685,28.1409,UP,1
2004-12-13,33.5,32.855,23.8784,32.068,28.3124,UP,1
2004-12-14,33.915,33.525,23.9377,32.613,28.4852,UP,1
2004-12-15,33.955,33.75,23.9967,33.134,28.6487,UP,1
2004-12-16,34.625,34.0,24.0582,33.769,28.8167,UP,1
2004-12-17,34.925,34.625,24.1205,34.184,28.9942,DOWN,0
2004-12-20,34.16,35.05,24.1789,34.316,29.1564,UP,1
2004-12-21,35.0,34.21,24.2403,34.533,29.3399,UP,1
2004-12-22,35.18,34.975,24.3038,34.778,29.5277,UP,1
2004-12-23,35.255,35.25,24.3692,34.904,29.7097,DOWN,0
2004-12-27,34.68,35.15,24.4336,34.855,29.8799,UP,1
2004-12-28,35.8,34.8,24.5012,35.183,30.0599,UP,1
2004-12-29,36.02,35.7,24.5719,35.387,30.2373,UP,1
2004-12-30,36.54,36.5,24.643,35.659,30.4176,DOWN,0
2004-12-31,36.37,36.54,24.7116,35.882,30.6193,DOWN,0
2005-01-03,35.835,36.37,24.7791,36.113,30.8165,DOWN,0
2005-01-04,35.56,36.025,24.8461,36.065,31.007,UP,1
2005-01-05,36.2,35.45,24.9194,36.101,31.2037,UP,1
2005-01-06,38.345,36.25,25.0023,36.462,31.443,DOWN,0
2005-01-07,37.25,38.345,25.0765,36.638,31.653,DOWN,0
2005-01-10,37.15,37.15,25.148,36.901,31.8635,UP,1
2005-01-11,37.715,37.155,25.2225,37.332,32.0798,DOWN,0
2005-01-12,37.225,37.6,25.2936,37.537,32.28,DOWN,0
2005-01-13,36.95,37.35,25.3653,37.258,32.4713,DOWN,0
2005-01-14,36.885,37.25,25.4363,37.185,32.6447,UP,1
2005-01-18,38.15,36.885,25.5116,37.385,32.8339,DOWN,0
2005-01-19,38.025,38.4,25.5848,37.447,32.9982,DOWN,0
2005-01-20,36.405,38.025,25.6454,37.283,33.1318,DOWN,0
2005-01-21,35.8,36.325,25.7048,37.053,33.2508,DOWN,0
2005-01-24,34.9,36.175,25.7616,36.656,33.3596,DOWN,0
2005-01-25,34.85,35.1,25.8198,35.996,33.4776,UP,1
2005-01-26,35.42,35.05,25.8812,35.475,33.6112,UP,1
2005-01-27,35.65,35.42,25.947,35.324,33.7417,UP,1
2005-01-28,36.425,35.75,26.0167,35.449,33.896,DOWN,0
2005-01-31,35.905,36.25,26.0863,35.65,34.0391,UP,1
2005-02-01,36.895,36.75,26.1595,36.059,34.2008,UP,1
2005-02-02,37.975,37.395,26.235,36.57,34.3974,DOWN,0
2005-02-03,37.875,37.0,26.309,37.015,34.588,UP,1
2005-02-04,39.0,37.625,26.3866,37.53,34.7998,UP,1
2005-02-07,39.605,39.25,26.4656,38.27,35.0112,DOWN,0
2005-02-08,39.575,39.5,26.5453,38.806,35.2147,DOWN,0
2005-02-09,38.5,39.58,26.621,38.911,35.4003,DOWN,0
2005-02-10,38.435,38.8,26.6948,39.023,35.586,UP,1
2005-02-11,38.93,38.31,26.7724,39.009,35.7581,UP,1
2005-02-14,38.965,38.93,26.851,38.881,35.9304,UP,1
2005-02-15,39.07,38.84,26.9318,38.78,36.0764,DOWN,0
2005-02-16,38.9,39.0,27.0076,38.86,36.2227,UP,1
2005-02-17,39.25,38.9,27.0927,39.023,36.3839,DOWN,0
2005-02-18,39.25,39.3,27.1751,39.087,36.5419,DOWN,0
2005-02-22,37.525,39.25,27.2492,38.799,36.6634,DOWN,0
2005-02-23,37.41,37.875,27.3294,38.467,36.7546,DOWN,0
2005-02-24,37.325,37.25,27.4114,38.152,36.8311,DOWN,0
2005-02-25,37.05,37.55,27.4894,37.712,36.8938,UP,1
2005-02-28,37.085,36.94,27.5678,37.279,36.9564,UP,1
2005-03-01,37.64,37.085,27.6517,37.302,37.0167,UP,1
2005-03-02,37.875,37.625,27.7353,37.395,37.0757,DOWN,0
2005-03-03,37.835,37.875,27.8193,37.497,37.1492,DOWN,0
2005-03-04,37.575,37.45,27.8987,37.602,37.2007,UP,1
2005-03-07,38.175,37.25,27.981,37.82,37.2606,DOWN,0
2005-03-08,36.885,38.05,28.0566,37.669,37.2932,DOWN,0
2005-03-09,36.225,37.0,28.128,37.339,37.3241,DOWN,0
2005-03-10,35.845,36.325,28.1969,36.941,37.325,UP,1
2005-03-11,36.335,36.075,28.2667,36.693,37.3313,UP,1
2005-03-14,36.905,36.335,28.3398,36.439,37.3386,UP,1
2005-03-15,38.52,37.25,28.4214,36.766,37.3816,DOWN,0
2005-03-16,37.675,38.2,28.4987,37.056,37.4184,UP,1
2005-03-17,37.935,37.975,28.5751,37.474,37.4659,DOWN,0
2005-03-18,37.93,38.19,28.6521,37.793,37.5005,UP,1
2005-03-21,37.94,37.85,28.7305,38.0,37.4924,DOWN,0
2005-03-22,37.63,37.94,28.8035,37.822,37.5,DOWN,0
2005-03-23,36.17,37.125,28.8723,37.521,37.4804,UP,1
2005-03-24,36.645,36.2,28.9355,37.263,37.459,DOWN,0
2005-03-28,36.38,36.515,28.9986,36.953,37.4421,DOWN,0
2005-03-29,35.125,36.145,29.0553,36.39,37.4056,UP,1
2005-03-30,35.4,35.225,29.1118,35.944,37.3759,UP,1
2005-03-31,35.41,35.4,29.1651,35.792,37.3211,DOWN,0
2005-04-01,35.19,35.475,29.2188,35.501,37.2644,UP,1
2005-04-04,35.265,35.195,29.2746,35.278,37.2416,DOWN,0
2005-04-05,34.985,35.39,29.3307,35.25,37.2253,UP,1
2005-04-06,35.145,35.3,29.3867,35.199,37.2302,UP,1
2005-04-07,36.255,35.65,29.4479,35.368,37.2583,UP,1
2005-04-08,36.435,36.345,29.5104,35.617,37.2786,DOWN,0
2005-04-11,36.4,36.5,29.5735,35.844,37.2936,UP,1
2005-04-12,36.99,36.455,29.6397,36.245,37.3049,UP,1
2005-04-13,37.525,37.5,29.7089,36.721,37.3373,DOWN,0
2005-04-14,36.75,37.675,29.7739,36.82,37.3344,DOWN,0
2005-04-15,35.335,36.5,29.8332,36.6,37.2816,DOWN,0
2005-04-18,34.865,35.535,29.8911,36.293,37.2214,DOWN,0
2005-04-19,34.44,36.0,29.9471,35.783,37.1302,DOWN,0
2005-04-20,33.55,34.445,30.0002,34.988,37.0091,UP,1
2005-04-21,34.345,33.72,30.0597,34.507,36.9045,DOWN,0
2005-04-22,33.35,34.645,30.1193,34.11,36.8015,UP,1
2005-04-25,34.7,33.6,30.1856,34.077,36.7268,UP,1
2005-04-26,35.3,34.575,30.2549,34.249,36.6542,DOWN,0
2005-04-27,34.85,35.3,30.3206,34.509,36.5719,DOWN,0
2005-04-28,34.425,34.8,30.3848,34.525,36.479,UP,1
2005-04-29,34.905,34.95,30.4532,34.836,36.3991,UP,1
2005-05-02,35.0,35.0,30.5227,34.896,36.3141,DOWN,0
2005-05-03,34.05,34.075,30.5876,34.646,36.2101,UP,1
2005-05-04,35.48,33.885,30.6592,34.772,36.1692,DOWN,0
2005-05-05,35.375,35.725,30.7284,34.962,36.1285,UP,1
2005-05-06,35.64,36.0,30.7934,35.109,36.0948,DOWN,0
2005-05-09,35.025,35.0,30.8561,35.114,36.0543,DOWN,0
2005-05-10,34.36,35.0,30.9176,35.176,35.9998,DOWN,0
2005-05-11,34.25,34.445,30.978,34.93,35.932,DOWN,0
2005-05-12,33.415,34.205,31.0355,34.538,35.8428,DOWN,0
2005-05-13,33.4,33.505,31.0926,34.09,35.7541,UP,1
2005-05-16,34.7,33.275,31.1557,34.025,35.6966,UP,1
2005-05-17,35.31,34.575,31.2221,34.215,35.6393,UP,1
2005-05-18,35.7,35.2,31.2919,34.505,35.6156,UP,1
2005-05-19,36.6,35.95,31.3678,35.142,35.6231,DOWN,0
2005-05-20,36.43,36.77,31.4436,35.748,35.6348,DOWN,0
2005-05-23,36.24,36.3,31.5202,36.056,35.6329,DOWN,0
2005-05-24,36.07,35.82,31.5965,36.208,35.6162,DOWN,0
2005-05-25,35.7,36.25,31.6689,36.208,35.5598,UP,1
2005-05-26,36.39,35.72,31.7462,36.166,35.5341,UP,1
2005-05-27,36.5,36.6,31.827,36.18,35.5054,UP,1
2005-05-31,38.09,36.8,31.9169,36.55,35.5086,UP,1
2005-06-01,38.15,38.0,32.0049,36.966,35.5128,UP,1
2005-06-02,38.71,38.25,32.0945,37.568,35.5344,UP,1
2005-06-03,39.75,39.0,32.1911,38.24,35.606,DOWN,0
2005-06-06,39.07,39.6,32.2858,38.754,35.6545,DOWN,0
2005-06-07,38.66,39.6,32.3776,38.868,35.7001,UP,1
2005-06-08,39.57,39.2,32.4747,39.152,35.789,UP,1
2005-06-09,41.85,39.75,32.5833,39.78,35.918,DOWN,0
2005-06-10,41.18,40.95,32.6854,40.066,36.0334,UP,1
2005-06-13,41.46,41.0,32.7865,40.544,36.1588,UP,1
2005-06-14,42.54,41.6,32.8945,41.32,36.3043,DOWN,0
2005-06-15,42.3,42.54,33.0028,41.866,36.4506,DOWN,0
2005-06-16,41.82,42.6,33.1086,41.86,36.5841,DOWN,0
2005-06-17,41.81,41.3,33.2118,41.986,36.6952,DOWN,0
2005-06-20,41.26,41.6,33.3116,41.946,36.7917,UP,1
2005-06-21,41.45,41.26,33.4119,41.728,36.8927,UP,1
2005-06-22,41.5,41.26,33.5087,41.568,36.9829,DOWN,0
2005-06-23,40.16,41.56,33.5995,41.236,37.0356,DOWN,0
2005-06-24,39.25,40.0,33.6861,40.724,37.0856,DOWN,0
2005-06-27,38.83,38.7,33.7707,40.238,37.1555,UP,1
2005-06-28,39.83,39.23,33.8583,39.914,37.2548,DOWN,0
2005-06-29,39.81,40.4,33.9426,39.576,37.3622,DOWN,0
2005-06-30,39.58,40.25,34.026,39.46,37.4828,UP,1
2005-07-01,39.79,39.78,34.1105,39.568,37.5917,UP,1
2005-07-05,40.1,39.72,34.1955,39.822,37.7267,UP,1
2005-07-06,40.57,40.5,34.2806,39.97,37.8441,UP,1
2005-07-07,41.1,39.75,34.367,40.228,37.9601,UP,1
2005-07-08,41.95,40.65,34.4591,40.702,38.1021,UP,1
2005-07-11,42.67,42.1,34.5548,41.278,38.267,DOWN,0
2005-07-12,42.66,42.55,34.6471,41.79,38.4221,UP,1
2005-07-13,42.71,42.57,34.742,42.218,38.5763,UP,1
2005-07-14,42.99,42.64,34.8354,42.596,38.7551,UP,1
2005-07-15,43.8,43.13,34.9336,42.966,38.9215,DOWN,0
2005-07-18,43.59,43.88,35.0275,43.15,39.0858,UP,1
2005-07-19,43.61,43.5,35.1209,43.34,39.2452,UP,1
2005-07-20,44.98,43.7,35.2194,43.794,39.4443,UP,1
2005-07-21,45.13,44.78,35.3162,44.222,39.6597,UP,1
2005-07-22,45.23,45.05,35.4112,44.508,39.8793,DOWN,0
2005-07-25,43.77,45.1,35.4998,44.544,40.0864,UP,1
2005-07-26,44.08,44.28,35.5899,44.638,40.3,DOWN,0
2005-07-27,43.9,43.5,35.6803,44.422,40.484,UP,1
2005-07-28,46.0,43.0,35.7814,44.596,40.6978,DOWN,0
2005-07-29,45.45,45.25,35.8778,44.64,40.8928,DOWN,0
2005-08-01,45.18,44.95,35.9729,44.922,41.0644,UP,1
2005-08-02,45.55,45.0,36.0666,45.216,41.2468,DOWN,0
2005-08-03,44.08,44.8,36.1513,45.252,41.4036,DOWN,0
2005-08-04,42.93,43.33,36.2283,44.638,41.5408,DOWN,0
2005-08-05,42.82,43.0,36.311,44.112,41.6832,DOWN,0
2005-08-08,41.93,42.5,36.3908,43.462,41.794,UP,1
2005-08-09,43.15,42.05,36.4763,42.982,41.927,UP,1
2005-08-10,43.51,43.26,36.5621,42.868,42.0354,DOWN,0
2005-08-11,42.85,43.45,36.6444,42.852,42.1294,DOWN,0
2005-08-12,42.31,42.75,36.7222,42.75,42.2014,UP,1
2005-08-15,42.92,42.52,36.8037,42.948,42.2648,DOWN,0
2005-08-16,41.56,42.67,36.877,42.63,42.3146,UP,1
2005-08-17,43.12,41.65,36.9565,42.552,42.4038,DOWN,0
2005-08-18,42.45,42.87,37.0318,42.472,42.4614,DOWN,0
2005-08-19,41.8,42.46,37.0998,42.37,42.4604,UP,1
2005-08-22,42.69,41.8,37.1698,42.324,42.4906,DOWN,0
2005-08-23,42.06,43.02,37.231,42.424,42.5026,DOWN,0
2005-08-24,42.01,41.81,37.2924,42.202,42.492,UP,1
2005-08-25,43.42,42.3,37.3603,42.396,42.5144,DOWN,0
2005-08-26,42.78,43.07,37.4269,42.592,42.5336,UP,1
2005-08-29,43.3,42.25,37.4986,42.714,42.5634,DOWN,0
2005-08-30,42.6,43.1,37.5679,42.822,42.5902,DOWN,0
2005-08-31,42.26,42.6,37.6336,42.872,42.6064,DOWN,0
2005-09-01,42.0,41.76,37.7001,42.588,42.6164,UP,1
2005-09-02,42.16,41.7,37.7671,42.464,42.6564,UP,1
2005-09-06,42.72,41.75,37.8367,42.348,42.7258,UP,1
2005-09-07,45.55,42.88,37.9237,42.938,42.8602,UP,1
2005-09-08,45.59,45.52,38.0099,43.604,42.9754,UP,1
2005-09-09,45.73,46.24,38.0965,44.35,43.0938,DOWN,0
2005-09-12,45.64,45.65,38.1795,45.046,43.215,DOWN,0
2005-09-13,45.1,45.5,38.258,45.522,43.3212,DOWN,0
2005-09-14,44.73,45.32,38.3356,45.358,43.4138,UP,1
2005-09-15,44.85,44.99,38.4141,45.21,43.4994,DOWN,0
2005-09-16,44.78,44.99,38.4864,45.02,43.573,DOWN,0
2005-09-19,43.74,44.7,38.5533,44.64,43.6088,DOWN,0
2005-09-20,42.05,43.63,38.6047,44.03,43.5964,UP,1
2005-09-21,42.22,41.25,38.6579,43.528,43.5876,UP,1
2005-09-22,43.38,42.25,38.7188,43.234,43.601,UP,1
2005-09-23,43.83,42.75,38.7812,43.044,43.6178,DOWN,0
2005-09-26,43.15,43.9,38.8397,42.926,43.6048,UP,1
2005-09-27,43.6,42.92,38.8935,43.236,43.605,DOWN,0
2005-09-28,43.22,43.6,38.9421,43.436,43.5972,UP,1
2005-09-29,43.3,43.11,38.989,43.42,43.5636,UP,1
2005-09-30,43.77,43.2,39.0381,43.408,43.5364,DOWN,0
2005-10-03,42.85,43.52,39.0792,43.348,43.4888,UP,1
2005-10-04,43.67,43.67,39.1229,43.362,43.4868,DOWN,0
2005-10-05,42.32,43.79,39.1637,43.182,43.4516,DOWN,0
2005-10-06,42.11,42.27,39.1993,42.944,43.4158,DOWN,0
2005-10-07,41.77,41.9,39.2322,42.544,43.3312,DOWN,0
2005-10-10,40.0,41.37,39.256,41.974,43.2222,DOWN,0
2005-10-11,39.92,40.25,39.2822,41.224,43.117,DOWN,0
2005-10-12,39.0,39.45,39.2982,40.56,42.986,UP,1
2005-10-13,39.35,39.0,39.3148,40.008,42.8914,UP,1
2005-10-14,40.44,39.4,39.3343,39.742,42.8416,UP,1
2005-10-17,40.59,40.21,39.3554,39.86,42.797,DOWN,0
2005-10-18,39.41,40.9,39.3733,39.758,42.7466,UP,1
2005-10-19,42.12,39.27,39.4061,40.382,42.726,UP,1
2005-10-20,42.25,41.9,39.4363,40.962,42.7008,DOWN,0
2005-10-21,41.98,42.1,39.4545,41.27,42.6834,UP,1
2005-10-24,43.39,42.15,39.4852,41.83,42.705,UP,1
2005-10-25,43.71,43.56,39.518,42.69,42.7208,DOWN,0
2005-10-26,37.75,41.5,39.5182,41.816,42.6446,DOWN,0
2005-10-27,36.81,37.75,39.5161,40.728,42.5184,UP,1
2005-10-28,37.4,37.0,39.5184,39.812,42.4174,DOWN,0
2005-10-31,37.37,37.4,39.5208,38.608,42.3288,DOWN,0
2005-11-01,36.62,37.1,39.5131,37.19,42.2074,UP,1
2005-11-02,37.5,36.62,39.5105,37.14,42.1162,UP,1
2005-11-03,38.94,38.3,39.5232,37.566,42.0548,UP,1
2005-11-04,39.4,39.0,39.5412,37.966,41.9744,DOWN,0
2005-11-07,39.18,39.2,39.5626,38.328,41.9024,DOWN,0
2005-11-08,38.01,38.75,39.5784,38.606,41.7966,DOWN,0
2005-11-09,37.8,38.01,39.5903,38.666,41.7006,UP,1
2005-11-10,39.15,37.75,39.6078,38.708,41.6384,DOWN,0
2005-11-11,38.8,39.5,39.6197,38.588,41.5744,DOWN,0
2005-11-14,38.63,38.75,39.6333,38.478,41.5038,UP,1
2005-11-15,38.93,38.35,39.6435,38.662,41.428,DOWN,0
2005-11-16,37.8,38.65,39.6426,38.662,41.273,UP,1
2005-11-17,38.55,37.89,39.646,38.542,41.1322,DOWN,0
2005-11-18,38.55,38.89,39.6437,38.492,40.9886,UP,1
2005-11-21,40.29,38.85,39.6471,38.824,40.8816,DOWN,0
2005-11-22,40.22,39.95,39.6504,39.082,40.784,UP,1
2005-11-23,41.19,39.82,39.6638,39.76,40.7132,DOWN,0
2005-11-25,41.14,40.9,39.6773,40.278,40.639,DOWN,0
2005-11-28,39.62,40.75,39.6808,40.492,40.5358,DOWN,0
2005-11-29,39.2,40.05,39.682,40.274,40.445,DOWN,0
2005-11-30,38.11,38.92,39.6772,39.852,40.3662,UP,1
2005-12-01,38.98,38.45,39.6776,39.41,40.3014,DOWN,0
2005-12-02,38.64,38.0,39.6745,38.91,40.2066,DOWN,0
2005-12-05,37.45,38.25,39.6655,38.476,40.079,DOWN,0
2005-12-06,37.45,37.95,39.6651,38.126,39.965,DOWN,0
2005-12-07,37.25,37.25,39.6643,37.954,39.838,UP,1
2005-12-08,37.58,37.5,39.6656,37.674,39.7252,UP,1
2005-12-09,37.78,37.38,39.6693,37.502,39.6148,UP,1
2005-12-12,38.66,37.78,39.6771,37.744,39.5126,DOWN,0
2005-12-13,37.2,38.48,39.6749,37.694,39.3996,DOWN,0
2005-12-14,36.97,37.0,39.6704,37.638,39.2656,DOWN,0
2005-12-15,36.77,36.87,39.6651,37.476,39.1546,DOWN,0
2005-12-16,36.52,36.9,39.6598,37.224,39.0428,DOWN,0
2005-12-19,35.51,36.02,39.6465,36.594,38.9176,UP,1
2005-12-20,36.0,35.51,39.6421,36.354,38.8376,UP,1
2005-12-21,36.3,35.86,39.6424,36.22,38.7652,DOWN,0
2005-12-22,36.22,36.3,39.6443,36.11,38.7096,DOWN,0
2005-12-23,36.0,36.1,39.6426,36.006,38.6426,DOWN,0
2005-12-27,35.8,36.15,39.6371,36.064,38.5498,UP,1
2005-12-28,35.9,35.95,39.624,36.044,38.456,UP,1
2005-12-29,36.31,36.1,39.6172,36.046,38.394,UP,1
2005-12-30,36.67,36.2,39.6109,36.136,38.285,UP,1
2006-01-03,36.93,36.95,39.6059,36.322,38.1786,DOWN,0
2006-01-04,35.98,36.93,39.5961,36.358,38.0586,DOWN,0
2006-01-05,35.75,35.98,39.5867,36.328,37.9058,UP,1
2006-01-06,36.59,36.2,39.5888,36.384,37.7634,UP,1
2006-01-09,37.71,37.0,39.5941,36.592,37.7626,UP,1
2006-01-10,37.84,37.04,39.6014,36.774,37.7832,UP,1
2006-01-11,38.55,38.2,39.6185,37.288,37.8062,DOWN,0
2006-01-12,37.73,38.2,39.6302,37.684,37.8134,UP,1
2006-01-13,37.84,37.759,39.6423,37.934,37.8378,DOWN,0
2006-01-17,36.9,37.03,39.6509,37.772,37.8258,UP,1
2006-01-18,37.0,36.65,39.6595,37.604,37.787,DOWN,0
2006-01-19,36.6,37.46,39.6676,37.214,37.731,DOWN,0
2006-01-20,36.1,36.5,39.6724,36.888,37.6694,DOWN,0
