ticker,MGM US Equity,MGM US Equity,MGM US Equity,MGM US Equity,MGM US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,10.7031,10.7188,11.8755,10.7156,11.7088,DOWN,0
2000-02-09,10.5938,10.7656,11.8741,10.7094,11.6759,UP,1
2000-02-10,10.6563,10.6406,11.8711,10.7344,11.6422,DOWN,0
2000-02-11,10.5469,10.6719,11.8689,10.6281,11.6128,DOWN,0
2000-02-14,10.5313,10.5938,11.8666,10.6063,11.5819,UP,1
2000-02-15,10.5469,10.5313,11.8593,10.575,11.5481,DOWN,0
2000-02-16,10.5,10.5,11.852,10.5563,11.52,UP,1
2000-02-17,10.8125,10.4688,11.8472,10.5875,11.4875,DOWN,0
2000-02-18,10.5469,10.8125,11.842,10.5875,11.4488,DOWN,0
2000-02-22,10.0938,10.5313,11.8332,10.5,11.4044,UP,1
2000-02-23,10.4531,9.7813,11.8248,10.4813,11.3747,DOWN,0
2000-02-24,10.3594,10.5156,11.8166,10.4531,11.35,DOWN,0
2000-02-25,9.7969,10.2969,11.804,10.25,11.3091,UP,1
2000-02-28,10.0938,9.9063,11.7933,10.1594,11.2675,DOWN,0
2000-02-29,9.9375,10.0938,11.7833,10.1281,11.2213,DOWN,0
2000-03-01,9.5,9.875,11.7716,9.9375,11.1684,DOWN,0
2000-03-02,9.5,9.25,11.7604,9.7656,11.11,DOWN,0
2000-03-03,9.5,9.75,11.7512,9.7063,11.055,UP,1
2000-03-06,9.75,10.25,11.7437,9.6375,11.0053,UP,1
2000-03-07,9.8125,9.875,11.7365,9.6125,10.9528,DOWN,0
2000-03-08,9.625,9.875,11.7296,9.6375,10.9006,UP,1
2000-03-09,10.0625,9.625,11.7284,9.75,10.855,UP,1
2000-03-10,10.0938,10.0,11.7256,9.8688,10.8128,DOWN,0
2000-03-13,9.75,10.0313,11.7211,9.8688,10.7503,DOWN,0
2000-03-14,9.5,9.7188,11.7161,9.8063,10.6888,UP,1
2000-03-15,10.0938,9.625,11.7147,9.9,10.6544,UP,1
2000-03-16,11.25,10.1875,11.718,10.1375,10.6453,DOWN,0
2000-03-17,10.7813,11.125,11.7188,10.275,10.6306,UP,1
2000-03-20,11.25,10.8125,11.7234,10.575,10.6169,DOWN,0
2000-03-21,11.1563,11.3125,11.7273,10.9063,10.6038,DOWN,0
2000-03-22,11.1563,11.1875,11.7309,11.1188,10.5853,DOWN,0
2000-03-23,10.5,11.0,11.7316,10.9688,10.5659,DOWN,0
2000-03-24,10.5,10.5625,11.7302,10.9125,10.5422,DOWN,0
2000-03-27,10.25,10.5,11.7234,10.7125,10.5191,UP,1
2000-03-28,10.9688,10.125,11.7208,10.675,10.5078,UP,1
2000-03-29,11.5938,12.0,11.7213,10.7625,10.5091,DOWN,0
2000-03-30,11.4688,11.4375,11.7213,10.9563,10.5006,UP,1
2000-03-31,12.0,11.5,11.7239,11.2563,10.5034,DOWN,0
2000-04-03,12.0,12.25,11.7264,11.6063,10.5131,DOWN,0
2000-04-04,11.9688,11.9375,11.7273,11.8063,10.5334,UP,1
2000-04-05,12.375,11.8438,11.7296,11.9625,10.5634,UP,1
2000-04-06,12.6875,12.3125,11.7341,12.2063,10.6016,UP,1
2000-04-07,13.5313,12.9688,11.742,12.5125,10.6625,UP,1
2000-04-10,14.2188,13.5313,11.7527,12.9563,10.7391,UP,1
2000-04-11,14.334,14.3125,11.7641,13.4293,10.8189,UP,1
2000-04-12,14.8125,14.5,11.7775,13.9168,10.9007,DOWN,0
2000-04-13,14.625,14.75,11.7893,14.3043,10.9807,DOWN,0
2000-04-14,13.5,14.0,11.7956,14.2981,11.0401,DOWN,0
2000-04-17,13.0938,13.5,11.8014,14.0731,11.0804,UP,1
2000-04-18,13.4688,13.0313,11.8089,13.9,11.137,UP,1
2000-04-19,13.75,13.5,11.8182,13.6875,11.1979,UP,1
2000-04-20,14.125,13.75,11.8305,13.5875,11.2686,DOWN,0
2000-04-24,13.8125,14.125,11.8408,13.65,11.3317,UP,1
2000-04-25,14.4688,13.9688,11.8542,13.925,11.4101,DOWN,0
2000-04-26,14.3125,14.75,11.8671,14.0938,11.4857,DOWN,0
2000-04-27,14.0938,14.1875,11.8791,14.1625,11.5567,UP,1
2000-04-28,14.75,14.625,11.8929,14.2875,11.6417,DOWN,0
2000-05-01,14.75,14.875,11.9075,14.475,11.7204,DOWN,0
2000-05-02,14.5,14.7813,11.9209,14.4813,11.7995,DOWN,0
2000-05-03,14.2813,14.4375,11.9325,14.475,11.8832,UP,1
2000-05-04,14.5625,14.4063,11.945,14.5688,11.9654,UP,1
2000-05-05,14.9375,14.4688,11.959,14.6063,12.057,UP,1
2000-05-08,15.5,15.0,11.975,14.7563,12.1711,UP,1
2000-05-09,15.875,15.4688,11.9962,15.0313,12.2867,UP,1
2000-05-10,15.9688,15.9063,12.0179,15.3688,12.4073,UP,1
2000-05-11,16.5625,15.9688,12.0425,15.7688,12.5486,UP,1
2000-05-12,17.1875,16.625,12.071,16.2188,12.7023,UP,1
2000-05-15,17.2813,17.25,12.1009,16.575,12.8579,DOWN,0
2000-05-16,16.875,17.1875,12.1293,16.775,13.0004,DOWN,0
2000-05-17,16.7813,16.875,12.1578,16.9375,13.1398,DOWN,0
2000-05-18,16.625,16.5,12.1864,16.95,13.2798,UP,1
2000-05-19,16.8438,16.625,12.2176,16.8813,13.4154,DOWN,0
2000-05-22,16.5625,16.8438,12.247,16.7375,13.5448,DOWN,0
2000-05-23,16.5,16.5625,12.2739,16.6625,13.6798,UP,1
2000-05-24,16.5313,16.5313,12.2992,16.6125,13.8204,DOWN,0
2000-05-25,16.4375,16.4375,12.3229,16.575,13.9473,UP,1
2000-05-26,16.6563,16.4688,12.3484,16.5375,14.0554,UP,1
2000-05-30,16.9063,16.6563,12.3724,16.6063,14.1779,DOWN,0
2000-05-31,16.25,16.5,12.393,16.5563,14.2779,UP,1
2000-06-01,16.6563,16.4063,12.4146,16.5813,14.3879,UP,1
2000-06-02,16.75,16.9375,12.437,16.6438,14.4998,DOWN,0
2000-06-05,16.5,16.6875,12.4582,16.6125,14.6198,DOWN,0
2000-06-06,16.2188,16.3125,12.4774,16.475,14.7342,UP,1
2000-06-07,16.4063,16.25,12.4946,16.5063,14.8573,DOWN,0
2000-06-08,16.2188,16.375,12.5128,16.4188,14.9623,UP,1
2000-06-09,16.4063,16.4063,12.5321,16.35,15.0586,UP,1
2000-06-12,16.5625,16.5,12.5533,16.3625,15.1604,UP,1
2000-06-13,16.7188,16.5,12.5759,16.4625,15.2548,UP,1
2000-06-14,17.0,16.6563,12.6005,16.5813,15.3548,UP,1
2000-06-15,17.0938,17.0,12.6246,16.7563,15.4573,UP,1
2000-06-16,17.1563,17.2188,12.6488,16.9063,15.5529,DOWN,0
2000-06-19,16.75,17.0938,12.6725,16.9438,15.6342,DOWN,0
2000-06-20,16.3125,16.625,12.6935,16.8625,15.6898,DOWN,0
2000-06-21,15.9688,16.1875,12.7124,16.6563,15.7248,UP,1
2000-06-22,16.0625,16.0625,12.7303,16.45,15.7594,DOWN,0
2000-06-23,15.8438,16.125,12.7472,16.1875,15.78,UP,1
2000-06-26,16.0938,15.9375,12.7652,16.0563,15.8094,UP,1
2000-06-27,16.3438,16.0938,12.7839,16.0625,15.8663,UP,1
2000-06-28,16.5,16.4688,12.8031,16.1688,15.9344,UP,1
2000-06-29,16.6563,16.4375,12.8242,16.2875,15.9981,DOWN,0
2000-06-30,16.0703,16.6875,12.8455,16.3328,16.0445,UP,1
2000-07-03,16.5,16.0625,12.8675,16.4141,16.092,UP,1
2000-07-05,16.8125,16.625,12.8904,16.5078,16.152,UP,1
2000-07-06,17.0,16.875,12.9141,16.6078,16.2027,UP,1
2000-07-07,17.0313,17.125,12.9381,16.6828,16.257,UP,1
2000-07-10,17.1875,17.0625,12.9629,16.9063,16.3189,UP,1
2000-07-11,17.375,17.1875,12.9901,17.0813,16.3714,DOWN,0
2000-07-12,17.3125,17.375,13.0173,17.1813,16.4227,DOWN,0
2000-07-13,17.25,17.4063,13.0433,17.2313,16.4777,DOWN,0
2000-07-14,17.25,17.25,13.0673,17.275,16.537,UP,1
2000-07-17,17.4375,17.1563,13.0906,17.325,16.5945,DOWN,0
2000-07-18,17.375,17.4688,13.1144,17.325,16.6433,DOWN,0
2000-07-19,17.3125,17.5,13.1387,17.325,16.6795,UP,1
2000-07-20,17.875,17.4375,13.1666,17.45,16.7195,UP,1
2000-07-21,17.9688,18.0625,13.196,17.5938,16.7595,DOWN,0
2000-07-24,17.9375,18.0,13.2258,17.6938,16.787,UP,1
2000-07-25,17.9688,18.0,13.2587,17.8125,16.8027,DOWN,0
2000-07-26,17.9688,17.875,13.2869,17.9438,16.8164,DOWN,0
2000-07-27,17.9063,18.0,13.3161,17.95,16.837,DOWN,0
2000-07-28,17.4063,17.6563,13.3416,17.8375,16.8495,UP,1
2000-07-31,17.9688,17.5313,13.3697,17.8438,16.8764,DOWN,0
2000-08-01,17.7813,17.9688,13.3989,17.8063,16.8952,DOWN,0
2000-08-02,17.7188,17.6875,13.4281,17.7563,16.9183,DOWN,0
2000-08-03,17.6563,17.7188,13.4566,17.7063,16.9414,DOWN,0
2000-08-04,17.5625,17.4063,13.484,17.7375,16.962,DOWN,0
2000-08-07,17.375,17.5625,13.511,17.6188,16.9808,DOWN,0
2000-08-08,17.375,17.375,13.5382,17.5375,16.9952,UP,1
2000-08-09,17.4063,17.4063,13.5643,17.475,17.0052,DOWN,0
2000-08-10,17.375,17.4063,13.5907,17.4188,17.0277,UP,1
2000-08-11,17.6563,17.4688,13.6187,17.4375,17.0477,DOWN,0
2000-08-14,17.3438,17.5313,13.6451,17.4313,17.0595,DOWN,0
2000-08-15,17.0938,17.3438,13.6668,17.375,17.0714,DOWN,0
2000-08-16,16.5,17.0,13.6843,17.1938,17.077,UP,1
2000-08-17,17.5625,16.5938,13.7055,17.2313,17.1002,DOWN,0
2000-08-18,17.25,17.4688,13.7245,17.15,17.1208,DOWN,0
2000-08-21,16.875,17.2813,13.7414,17.0563,17.1302,UP,1
2000-08-22,16.9688,17.0,13.759,17.0313,17.1383,DOWN,0
2000-08-23,16.6875,16.9375,13.7748,17.0688,17.1377,UP,1
2000-08-24,16.8125,16.8125,13.7908,16.9188,17.1339,UP,1
2000-08-25,16.8438,16.9375,13.8088,16.8375,17.1289,DOWN,0
2000-08-28,16.7188,16.875,13.8254,16.8063,17.1202,UP,1
2000-08-29,16.8438,16.8438,13.8428,16.7813,17.122,DOWN,0
2000-08-30,16.7188,16.9688,13.8673,16.7875,17.1302,UP,1
2000-08-31,17.1875,16.8125,13.8899,16.8625,17.1545,DOWN,0
2000-09-01,17.125,17.1875,13.9157,16.9188,17.1758,UP,1
2000-09-05,17.8438,17.1875,13.9426,17.1438,17.2158,DOWN,0
2000-09-06,17.4688,17.9375,13.968,17.2688,17.2433,DOWN,0
2000-09-07,17.4063,17.625,13.9931,17.4063,17.2645,DOWN,0
2000-09-08,17.0,17.4063,14.0159,17.3688,17.2745,UP,1
2000-09-11,17.2188,17.25,14.04,17.3875,17.2858,DOWN,0
2000-09-12,17.1875,17.3438,14.0648,17.2563,17.3081,UP,1
2000-09-13,17.2813,17.1563,14.0901,17.2188,17.3238,DOWN,0
2000-09-14,17.1875,17.2813,14.1143,17.175,17.3313,DOWN,0
2000-09-15,17.125,17.3125,14.1398,17.2,17.3337,DOWN,0
2000-09-18,16.8125,17.25,14.1635,17.1188,17.3294,UP,1
2000-09-19,17.0625,16.75,14.1876,17.0938,17.3269,UP,1
2000-09-20,17.4688,17.125,14.2155,17.1313,17.3288,UP,1
2000-09-21,18.0625,17.4688,14.2436,17.3063,17.3438,UP,1
2000-09-22,18.4688,18.0625,14.2735,17.575,17.3681,UP,1
2000-09-25,19.0,18.5,14.3069,18.0125,17.4031,DOWN,0
2000-09-26,18.25,19.0,14.3385,18.25,17.4194,UP,1
2000-09-27,18.7813,18.25,14.3744,18.5125,17.4475,UP,1
2000-09-28,18.875,18.875,14.4096,18.675,17.4788,UP,1
2000-09-29,19.0938,18.9688,14.4442,18.8,17.5031,DOWN,0
2000-10-02,18.4063,19.1875,14.475,18.6813,17.5119,DOWN,0
2000-10-03,18.0938,18.4063,14.5048,18.65,17.515,DOWN,0
2000-10-04,17.5,17.9688,14.5301,18.3938,17.5056,UP,1
2000-10-05,17.5313,17.5,14.5566,18.125,17.4969,DOWN,0
2000-10-06,16.6563,17.4375,14.5787,17.6375,17.4719,DOWN,0
2000-10-09,16.0,16.5313,14.5965,17.1563,17.4438,UP,1
2000-10-10,16.9375,15.9688,14.62,16.925,17.4231,DOWN,0
2000-10-11,15.4375,16.4375,14.6355,16.5125,17.3763,DOWN,0
2000-10-12,15.25,15.5625,14.6507,16.0563,17.3269,UP,1
2000-10-13,16.3438,15.25,14.668,15.9938,17.3006,DOWN,0
2000-10-16,16.2813,16.125,14.6866,16.05,17.275,DOWN,0
2000-10-17,15.4688,16.1563,14.7048,15.7563,17.2369,UP,1
2000-10-18,15.9063,15.375,14.7258,15.85,17.2075,UP,1
2000-10-19,16.7188,16.625,14.7519,16.1438,17.1938,DOWN,0
2000-10-20,16.5313,16.875,14.7748,16.1813,17.1769,UP,1
2000-10-23,17.1875,16.5,14.8017,16.3625,17.1675,UP,1
2000-10-24,17.875,17.75,14.8307,16.8438,17.1781,DOWN,0
2000-10-25,17.6875,17.8125,14.8618,17.2,17.19,DOWN,0
2000-10-26,17.375,17.5,14.8902,17.3313,17.2075,DOWN,0
2000-10-27,16.9063,17.4063,14.9177,17.4063,17.1944,UP,1
2000-10-30,17.3438,17.0,14.9468,17.4375,17.1963,DOWN,0
2000-10-31,17.2813,17.2188,14.9755,17.3188,17.2044,DOWN,0
2000-11-01,16.4063,16.875,14.9981,17.0625,17.1931,UP,1
2000-11-02,16.9688,16.5,15.0237,16.9813,17.1988,DOWN,0
2000-11-03,16.75,16.9688,15.0498,16.95,17.1975,DOWN,0
2000-11-06,16.1875,16.75,15.076,16.7188,17.1844,UP,1
2000-11-07,16.375,16.2813,15.1035,16.5375,17.1775,UP,1
2000-11-08,16.625,16.4375,15.1327,16.5813,17.1731,DOWN,0
2000-11-09,15.9688,16.5,15.1601,16.3813,17.1581,DOWN,0
2000-11-10,15.1563,15.0,15.184,16.0625,17.1175,UP,1
2000-11-13,15.4688,15.1563,15.2096,15.9188,17.0844,UP,1
2000-11-14,15.7188,15.5625,15.2346,15.7875,17.0419,DOWN,0
2000-11-15,15.4063,15.8438,15.2585,15.5438,17.0006,DOWN,0
2000-11-16,15.0938,15.4063,15.2813,15.3688,16.9544,DOWN,0
2000-11-17,14.75,15.1563,15.2997,15.2875,16.9094,DOWN,0
2000-11-20,13.8125,14.7188,15.3155,14.9563,16.8413,DOWN,0
2000-11-21,13.4688,13.7813,15.3294,14.5063,16.7669,DOWN,0
2000-11-22,13.25,13.375,15.3426,14.075,16.6863,UP,1
2000-11-24,13.5625,13.3125,15.3572,13.7688,16.6138,UP,1
2000-11-27,14.5,14.5,15.3769,13.7188,16.5613,DOWN,0
2000-11-28,14.25,14.8438,15.3955,13.8063,16.51,UP,1
2000-11-29,14.3125,14.25,15.4144,13.975,16.455,DOWN,0
2000-11-30,14.3125,14.0,15.4334,14.1875,16.3919,UP,1
2000-12-01,15.0625,14.25,15.4547,14.4875,16.3319,DOWN,0
2000-12-04,14.9375,15.0,15.4766,14.575,16.2613,DOWN,0
2000-12-05,14.875,14.875,15.5005,14.7,16.1788,UP,1
2000-12-06,15.375,14.8438,15.5251,14.9125,16.1213,DOWN,0
2000-12-07,14.4375,15.375,15.5455,14.9375,16.0344,DOWN,0
2000-12-08,14.0,14.125,15.5666,14.725,15.9369,DOWN,0
2000-12-11,13.9375,14.0,15.5858,14.525,15.8338,DOWN,0
2000-12-12,13.3438,13.9375,15.6028,14.2188,15.7325,UP,1
2000-12-13,13.5625,13.4688,15.6231,13.8563,15.6419,DOWN,0
2000-12-14,13.5313,13.5313,15.6433,13.675,15.5625,DOWN,0
2000-12-15,13.25,13.5625,15.662,13.525,15.4769,DOWN,0
2000-12-18,13.0938,13.1875,15.6787,13.3563,15.4056,DOWN,0
2000-12-19,12.9688,12.75,15.6945,13.2813,15.345,DOWN,0
2000-12-20,12.625,12.8438,15.7095,13.0938,15.2588,DOWN,0
2000-12-21,12.625,12.625,15.7223,12.9125,15.2025,DOWN,0
2000-12-22,12.5313,12.75,15.7345,12.7688,15.1481,UP,1
2000-12-26,12.9688,12.5313,15.7506,12.7438,15.0806,UP,1
2000-12-27,13.875,12.8438,15.7725,12.925,15.0325,UP,1
2000-12-28,14.0938,13.875,15.7925,13.2188,15.005,DOWN,0
2000-12-29,14.0938,14.1563,15.8067,13.5125,14.9688,DOWN,0
2001-01-02,13.5625,14.5,15.8206,13.7188,14.9056,UP,1
2001-01-03,14.5313,13.5625,15.837,14.0313,14.8656,DOWN,0
2001-01-04,14.3438,14.4375,15.853,14.125,14.8088,DOWN,0
2001-01-05,14.25,14.375,15.8684,14.1563,14.7363,UP,1
2001-01-08,14.8125,14.5,15.89,14.3,14.6788,DOWN,0
2001-01-09,14.4688,15.25,15.9098,14.4813,14.6206,DOWN,0
2001-01-10,14.2813,14.4688,15.93,14.4313,14.5681,UP,1
2001-01-11,14.5,14.4063,15.9476,14.4625,14.5113,DOWN,0
2001-01-12,14.4063,14.5625,15.9617,14.4938,14.4538,UP,1
2001-01-16,14.6563,14.4375,15.9776,14.4625,14.4188,DOWN,0
2001-01-17,14.5625,13.875,15.9905,14.4813,14.3706,DOWN,0
2001-01-18,14.125,14.5938,16.0011,14.45,14.3181,DOWN,0
2001-01-19,13.25,14.125,16.0075,14.2,14.2594,UP,1
2001-01-22,13.3438,13.25,16.0123,13.9875,14.1988,UP,1
2001-01-23,13.4063,13.875,16.0159,13.7375,14.1344,DOWN,0
2001-01-24,13.375,13.4063,16.0151,13.5,14.0825,DOWN,0
2001-01-25,13.1563,13.375,16.0098,13.3063,14.0425,DOWN,0
2001-01-26,13.0313,13.0,16.0033,13.2625,13.9938,UP,1
2001-01-29,13.895,13.125,15.9987,13.3728,13.9573,UP,1
2001-01-30,14.275,14.375,15.997,13.5465,13.9347,UP,1
2001-01-31,14.575,14.275,16.0024,13.7865,13.9243,UP,1
2001-02-01,16.015,14.75,16.017,14.3583,13.9496,DOWN,0
2001-02-02,15.31,16.015,16.0262,14.814,13.9795,UP,1
2001-02-05,15.505,15.25,16.0349,15.136,14.0203,UP,1
2001-02-06,15.58,15.45,16.0422,15.397,14.0669,DOWN,0
2001-02-07,15.19,15.0,16.0491,15.52,14.0994,DOWN,0
2001-02-08,14.995,15.065,16.0517,15.316,14.1093,DOWN,0
2001-02-09,14.825,14.875,16.0543,15.219,14.1208,DOWN,0
2001-02-12,14.41,14.575,16.0559,15.0,14.1228,UP,1
2001-02-13,14.42,14.49,16.0542,14.768,14.1249,DOWN,0
2001-02-14,13.95,13.975,16.0502,14.52,14.1027,DOWN,0
2001-02-15,13.725,13.955,16.0464,14.266,14.0784,DOWN,0
2001-02-16,13.25,13.725,16.0412,13.951,14.0459,UP,1
2001-02-20,13.5,13.25,16.0359,13.769,14.0084,DOWN,0
2001-02-21,13.1,13.25,16.0267,13.505,13.9817,UP,1
2001-02-22,13.375,13.35,16.0161,13.39,13.9692,DOWN,0
2001-02-23,13.255,13.6,16.003,13.296,13.9555,UP,1
2001-02-26,13.365,13.255,15.99,13.319,13.9559,UP,1
2001-02-27,13.375,13.24,15.974,13.294,13.9522,UP,1
2001-02-28,13.44,13.375,15.9553,13.362,13.9504,DOWN,0
2001-03-01,13.36,13.565,15.9357,13.359,13.9526,DOWN,0
2001-03-02,13.125,13.35,15.9169,13.333,13.9532,UP,1
2001-03-05,13.285,13.25,15.8994,13.317,13.9595,DOWN,0
2001-03-06,13.26,13.4,15.8826,13.294,13.9722,UP,1
2001-03-07,13.33,13.325,15.8651,13.272,13.9863,UP,1
2001-03-08,13.61,13.35,15.8503,13.322,14.0079,UP,1
2001-03-09,13.65,13.575,15.836,13.427,14.0215,DOWN,0
2001-03-12,13.48,13.6,15.8208,13.466,14.0136,DOWN,0
2001-03-13,13.34,13.4,15.8053,13.482,13.9985,DOWN,0
2001-03-14,13.005,13.0,15.787,13.417,13.9768,UP,1
2001-03-15,13.25,13.175,15.7688,13.345,13.9705,DOWN,0
2001-03-16,13.175,13.625,15.7534,13.25,13.9434,DOWN,0
2001-03-19,12.83,13.3,15.7343,13.12,13.9131,UP,1
2001-03-20,13.125,12.83,15.7161,13.077,13.8906,DOWN,0
2001-03-21,12.58,12.875,15.6965,12.992,13.846,DOWN,0
2001-03-22,12.0,12.575,15.6754,12.742,13.7966,DOWN,0
2001-03-23,12.0,12.0,15.6534,12.507,13.751,UP,1
2001-03-26,12.135,12.125,15.633,12.368,13.7037,UP,1
2001-03-27,12.365,12.26,15.6128,12.216,13.6628,DOWN,0
2001-03-28,12.305,12.475,15.5915,12.161,13.6158,DOWN,0
2001-03-29,12.255,12.2,15.5692,12.212,13.5697,UP,1
2001-03-30,12.55,12.15,15.5469,12.322,13.5382,DOWN,0
2001-04-02,12.35,12.55,15.5232,12.365,13.5202,DOWN,0
2001-04-03,12.2,12.25,15.4984,12.332,13.4973,UP,1
2001-04-04,12.21,12.1,15.4757,12.313,13.4734,UP,1
2001-04-05,12.625,12.54,15.4573,12.387,13.4584,DOWN,0
2001-04-06,12.53,12.625,15.4401,12.383,13.4458,UP,1
2001-04-09,12.855,12.675,15.4241,12.484,13.4423,UP,1
2001-04-10,13.475,12.8,15.4122,12.739,13.4339,UP,1
2001-04-11,13.505,13.475,15.3993,12.998,13.4185,DOWN,0
2001-04-12,13.505,13.505,15.3851,13.174,13.3971,DOWN,0
2001-04-16,13.26,13.5,15.3689,13.32,13.342,UP,1
2001-04-17,13.555,13.35,15.3534,13.46,13.3069,UP,1
2001-04-18,14.7,13.8,15.3465,13.705,13.2908,UP,1
2001-04-19,14.725,14.75,15.3376,13.949,13.2737,DOWN,0
2001-04-20,14.375,14.775,15.3254,14.123,13.2574,UP,1
2001-04-23,14.5,14.4,15.313,14.371,13.2475,UP,1
2001-04-24,14.8,14.675,15.3018,14.62,13.247,UP,1
2001-04-25,15.23,14.925,15.292,14.726,13.2634,DOWN,0
2001-04-26,14.9,15.23,15.2796,14.761,13.273,DOWN,0
2001-04-27,14.765,14.775,15.2669,14.839,13.2893,UP,1
2001-04-30,15.035,15.05,15.2558,14.946,13.3155,UP,1
2001-05-01,15.275,15.1,15.2459,15.041,13.356,UP,1
2001-05-02,15.58,16.0,15.2367,15.111,13.3976,DOWN,0
2001-05-03,15.49,15.5,15.2272,15.229,13.4454,DOWN,0
2001-05-04,15.175,15.4,15.2165,15.311,13.4814,DOWN,0
2001-05-07,14.975,15.5,15.202,15.299,13.5158,UP,1
2001-05-08,15.005,15.0,15.1872,15.245,13.5486,UP,1
2001-05-09,15.05,15.1,15.1728,15.139,13.5821,UP,1
2001-05-10,15.265,15.12,15.1593,15.094,13.6186,DOWN,0
2001-05-11,15.23,15.225,15.1456,15.105,13.656,UP,1
2001-05-14,15.525,15.24,15.1337,15.215,13.704,UP,1
2001-05-15,15.83,15.62,15.1258,15.38,13.7549,UP,1
2001-05-16,15.995,15.83,15.1159,15.569,13.8096,UP,1
2001-05-17,16.365,16.235,15.1088,15.789,13.8703,DOWN,0
2001-05-18,15.935,16.325,15.0999,15.93,13.9168,DOWN,0
2001-05-21,15.615,15.9,15.0897,15.948,13.9561,DOWN,0
2001-05-22,15.6,15.515,15.0799,15.902,13.9985,UP,1
2001-05-23,15.83,15.7,15.0722,15.869,14.0483,DOWN,0
2001-05-24,15.475,15.705,15.0627,15.691,14.0977,UP,1
2001-05-25,15.7,15.57,15.0541,15.644,14.1467,UP,1
2001-05-29,15.75,15.575,15.046,15.671,14.1982,DOWN,0
2001-05-30,15.315,15.55,15.0343,15.614,14.2479,UP,1
2001-05-31,15.72,15.4,15.0262,15.592,14.2998,DOWN,0
2001-06-01,15.45,15.72,15.018,15.587,14.3572,UP,1
2001-06-04,15.49,15.45,15.0129,15.545,14.427,UP,1
2001-06-05,15.505,15.49,15.0026,15.496,14.4971,DOWN,0
2001-06-06,15.295,15.5,14.9929,15.492,14.5603,DOWN,0
2001-06-07,15.025,15.295,14.9836,15.353,14.6135,UP,1
2001-06-08,15.055,15.01,14.974,15.274,14.6685,DOWN,0
2001-06-11,15.025,15.075,14.9657,15.181,14.7239,DOWN,0
2001-06-12,14.76,14.925,14.9555,15.032,14.7681,UP,1
2001-06-13,14.79,14.885,14.9452,14.931,14.8169,DOWN,0
2001-06-14,14.75,14.8,14.9354,14.876,14.8679,DOWN,0
2001-06-15,14.67,14.625,14.9245,14.799,14.9171,UP,1
2001-06-18,14.755,14.75,14.9147,14.745,14.9597,UP,1
2001-06-19,14.97,14.95,14.9036,14.787,15.0085,DOWN,0
2001-06-20,14.75,14.75,14.8917,14.779,15.0464,DOWN,0
2001-06-21,14.6,14.75,14.8755,14.749,15.0689,UP,1
2001-06-22,14.675,14.55,14.8615,14.75,15.0923,DOWN,0
2001-06-25,14.41,14.5,14.8465,14.681,15.1104,DOWN,0
2001-06-26,14.03,14.0,14.8317,14.493,15.1258,UP,1
2001-06-27,14.1,14.05,14.8161,14.363,15.1367,UP,1
2001-06-28,14.2,14.1,14.8012,14.283,15.1267,UP,1
2001-06-29,14.98,14.275,14.7896,14.344,15.1318,UP,1
2001-07-02,15.25,15.105,14.78,14.512,15.1493,UP,1
