ticker,GPC US Equity,GPC US Equity,GPC US Equity,GPC US Equity,GPC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-09-26,42.82,43.18,43.5284,43.114,45.0726,UP,1
2005-09-27,42.95,43.03,43.5323,42.966,45.0796,DOWN,0
2005-09-28,42.68,43.2,43.5318,42.906,45.0522,UP,1
2005-09-29,42.72,42.6,43.5297,42.842,45.0026,UP,1
2005-09-30,42.9,42.59,43.5269,42.814,44.9554,UP,1
2005-10-03,43.0,43.35,43.5267,42.85,44.9002,DOWN,0
2005-10-04,42.82,43.25,43.5281,42.824,44.8436,DOWN,0
2005-10-05,42.1,43.03,43.5236,42.708,44.761,DOWN,0
2005-10-06,41.98,42.1,43.5168,42.56,44.6816,UP,1
2005-10-07,42.16,42.0,43.5094,42.412,44.6032,DOWN,0
2005-10-10,41.79,42.06,43.4992,42.17,44.5232,UP,1
2005-10-11,41.85,41.8,43.4913,41.976,44.4362,DOWN,0
2005-10-12,41.83,41.6,43.4806,41.922,44.3428,UP,1
2005-10-13,41.88,41.83,43.4706,41.902,44.2508,UP,1
2005-10-14,41.97,42.05,43.4601,41.864,44.1708,DOWN,0
2005-10-17,41.8,42.03,43.4488,41.866,44.0974,UP,1
2005-10-18,41.94,42.3,43.4404,41.884,44.0284,UP,1
2005-10-19,42.3,41.7,43.4358,41.978,43.9598,DOWN,0
2005-10-20,42.25,42.39,43.4334,42.052,43.893,UP,1
2005-10-21,42.6,42.31,43.4322,42.178,43.8312,UP,1
2005-10-24,43.52,42.8,43.437,42.522,43.7976,DOWN,0
2005-10-25,43.17,43.35,43.4381,42.768,43.7544,DOWN,0
2005-10-26,42.94,43.07,43.4391,42.896,43.722,DOWN,0
2005-10-27,42.39,42.93,43.4366,42.924,43.6774,UP,1
2005-10-28,43.48,42.78,43.4418,43.1,43.6566,UP,1
2005-10-31,44.37,43.49,43.4487,43.27,43.6528,UP,1
2005-11-01,44.52,44.0,43.4546,43.54,43.648,UP,1
2005-11-02,44.68,44.49,43.4643,43.888,43.6484,DOWN,0
2005-11-03,44.65,44.93,43.4747,44.34,43.6544,DOWN,0
2005-11-04,44.5,44.77,43.4855,44.544,43.6456,UP,1
2005-11-07,44.94,44.51,43.4997,44.658,43.6542,DOWN,0
2005-11-08,44.58,44.8,43.5116,44.67,43.6446,UP,1
2005-11-09,44.7,44.51,43.5231,44.674,43.6452,UP,1
2005-11-10,45.49,44.7,43.5402,44.842,43.6386,DOWN,0
2005-11-11,45.26,45.5,43.5561,44.994,43.6348,DOWN,0
2005-11-14,44.77,45.26,43.5683,44.96,43.6278,DOWN,0
2005-11-15,44.35,44.72,43.5765,44.914,43.5912,DOWN,0
2005-11-16,44.3,44.37,43.5809,44.834,43.5674,UP,1
2005-11-17,44.52,44.35,43.5843,44.64,43.5532,UP,1
2005-11-18,44.71,44.79,43.5847,44.53,43.535,DOWN,0
2005-11-21,44.69,44.74,43.5854,44.514,43.5112,UP,1
2005-11-22,45.01,44.83,43.5869,44.646,43.4958,DOWN,0
2005-11-23,44.64,44.9,43.5895,44.714,43.4826,DOWN,0
2005-11-25,44.52,44.84,43.5917,44.714,43.466,DOWN,0
2005-11-28,44.34,44.6,43.5951,44.64,43.4486,UP,1
2005-11-29,44.45,44.65,43.5977,44.592,43.4516,DOWN,0
2005-11-30,44.31,44.55,43.5997,44.452,43.464,UP,1
2005-12-01,44.51,44.42,43.6016,44.426,43.4946,DOWN,0
2005-12-02,44.47,44.35,43.6033,44.416,43.5232,DOWN,0
2005-12-05,44.13,44.52,43.6027,44.374,43.545,DOWN,0
2005-12-06,44.0,44.3,43.6077,44.284,43.5686,DOWN,0
2005-12-07,43.69,43.81,43.6059,44.16,43.5834,DOWN,0
2005-12-08,43.62,43.68,43.6015,43.982,43.6022,UP,1
2005-12-09,43.75,43.72,43.6057,43.838,43.6228,DOWN,0
2005-12-12,43.59,43.92,43.6073,43.73,43.6366,UP,1
2005-12-13,43.8,43.59,43.6089,43.69,43.6526,UP,1
2005-12-14,43.97,43.75,43.6103,43.746,43.6756,DOWN,0
2005-12-15,43.7,44.06,43.6097,43.762,43.7076,UP,1
2005-12-16,43.82,43.85,43.6093,43.776,43.7444,DOWN,0
2005-12-19,43.68,43.81,43.6089,43.794,43.7748,DOWN,0
2005-12-20,43.55,43.7,43.6076,43.744,43.81,UP,1
2005-12-21,43.7,43.6,43.6102,43.69,43.847,UP,1
2005-12-22,44.03,43.77,43.6118,43.756,43.891,DOWN,0
2005-12-23,44.02,44.1,43.6148,43.796,43.9338,DOWN,0
2005-12-27,43.78,44.15,43.6141,43.816,43.97,UP,1
2005-12-28,44.07,43.85,43.616,43.92,44.0154,UP,1
2005-12-29,44.13,44.15,43.6203,44.006,44.0592,DOWN,0
2005-12-30,43.92,44.0,43.6235,43.984,44.0916,UP,1
2006-01-03,44.21,44.06,43.6326,44.022,44.1308,UP,1
2006-01-04,44.26,44.3,43.6427,44.118,44.164,UP,1
2006-01-05,44.36,44.37,43.654,44.176,44.1808,DOWN,0
2006-01-06,44.35,44.43,43.6645,44.22,44.2044,DOWN,0
2006-01-09,44.35,44.19,43.6739,44.306,44.2326,DOWN,0
2006-01-10,44.11,44.2,43.6844,44.286,44.267,DOWN,0
2006-01-11,44.08,43.95,43.6931,44.25,44.279,DOWN,0
2006-01-12,43.82,43.96,43.6967,44.142,44.268,UP,1
2006-01-13,44.39,43.88,43.7012,44.15,44.2654,DOWN,0
2006-01-17,43.93,44.25,43.7035,44.066,44.2504,DOWN,0
2006-01-18,43.86,43.83,43.7057,44.016,44.2346,UP,1
2006-01-19,43.99,43.97,43.7068,43.998,44.2244,DOWN,0
2006-01-20,42.49,43.87,43.6998,43.732,44.1754,UP,1
2006-01-23,42.93,42.73,43.6942,43.44,44.1424,UP,1
2006-01-24,43.03,43.03,43.6891,43.26,44.109,DOWN,0
2006-01-25,42.99,43.05,43.684,43.086,44.059,UP,1
2006-01-26,43.35,43.33,43.6785,42.958,44.0208,DOWN,0
2006-01-27,43.22,43.18,43.6751,43.104,43.9898,DOWN,0
2006-01-30,42.76,43.3,43.6711,43.07,43.958,DOWN,0
2006-01-31,42.53,42.6,43.6699,42.97,43.9226,UP,1
2006-02-01,43.0,42.553,43.6685,42.972,43.8922,DOWN,0
2006-02-02,42.45,43.022,43.6647,42.792,43.847,DOWN,0
2006-02-03,42.29,42.3,43.6625,42.606,43.799,DOWN,0
2006-02-06,42.24,42.19,43.6557,42.502,43.7436,DOWN,0
2006-02-07,41.67,42.29,43.6482,42.33,43.6842,UP,1
2006-02-08,42.05,41.69,43.6426,42.14,43.6348,UP,1
2006-02-09,42.14,42.03,43.6391,42.078,43.5908,UP,1
2006-02-10,42.38,42.02,43.6363,42.096,43.5494,DOWN,0
2006-02-13,42.14,42.5,43.6347,42.076,43.506,UP,1
2006-02-14,42.81,42.1,43.6343,42.304,43.472,DOWN,0
2006-02-15,42.81,42.78,43.6343,42.456,43.4388,UP,1
2006-02-16,43.2,42.832,43.6364,42.668,43.4202,UP,1
2006-02-17,43.83,43.3,43.6396,42.958,43.4168,UP,1
2006-02-21,44.61,44.0,43.6481,43.452,43.4352,UP,1
2006-02-22,44.77,44.659,43.658,43.844,43.4582,DOWN,0
2006-02-23,44.76,44.72,43.6678,44.234,43.4784,UP,1
2006-02-24,44.81,44.72,43.6787,44.556,43.5028,DOWN,0
2006-02-27,44.63,44.96,43.6878,44.716,43.5194,DOWN,0
2006-02-28,44.52,44.41,43.6987,44.698,43.5304,UP,1
2006-03-01,44.65,44.52,43.7117,44.674,43.5494,DOWN,0
2006-03-02,44.31,44.53,43.7202,44.584,43.5592,DOWN,0
2006-03-03,44.02,43.99,43.7272,44.426,43.566,DOWN,0
2006-03-06,43.74,44.12,43.7298,44.248,43.5698,UP,1
2006-03-07,44.8,43.8,43.7384,44.304,43.5918,DOWN,0
2006-03-08,44.18,44.44,43.7439,44.21,43.5948,UP,1
2006-03-09,44.31,44.28,43.7475,44.21,43.6006,UP,1
2006-03-10,44.75,44.31,43.7534,44.356,43.62,DOWN,0
2006-03-13,44.21,44.85,43.7588,44.45,43.6228,UP,1
2006-03-14,44.58,44.188,43.7657,44.406,43.6318,UP,1
2006-03-15,44.6,44.54,43.7722,44.49,43.6454,UP,1
2006-03-16,45.17,44.87,43.7832,44.662,43.6646,DOWN,0
2006-03-17,45.17,45.39,43.7936,44.746,43.6828,UP,1
2006-03-20,45.18,45.42,43.8052,44.94,43.6992,DOWN,0
2006-03-21,44.83,45.1,43.8167,44.99,43.7088,UP,1
2006-03-22,44.96,44.92,43.8286,45.062,43.721,DOWN,0
2006-03-23,44.5,44.77,43.8372,44.928,43.7288,DOWN,0
2006-03-24,44.41,44.4,43.8479,44.776,43.7354,DOWN,0
2006-03-27,44.2,44.3,43.8571,44.58,43.743,DOWN,0
2006-03-28,43.81,44.1,43.8639,44.376,43.7314,UP,1
2006-03-29,44.05,43.96,43.8708,44.194,43.7338,DOWN,0
2006-03-30,43.8,43.92,43.8736,44.054,43.7326,UP,1
2006-03-31,43.83,43.86,43.8769,43.938,43.7294,DOWN,0
2006-04-03,43.7,43.7,43.8805,43.838,43.7536,UP,1
2006-04-04,43.89,43.9,43.8851,43.854,43.7728,UP,1
2006-04-05,46.04,45.6,43.9008,44.252,43.833,DOWN,0
2006-04-06,45.46,45.91,43.9141,44.584,43.8824,DOWN,0
2006-04-07,44.91,45.6,43.9249,44.8,43.9136,UP,1
2006-04-10,45.27,45.04,43.9417,45.114,43.9546,DOWN,0
2006-04-11,45.01,45.16,43.9605,45.338,43.9996,DOWN,0
2006-04-12,44.7,44.91,43.9791,45.07,44.043,UP,1
2006-04-13,44.77,44.89,43.9956,44.932,44.0784,UP,1
2006-04-17,44.89,44.92,44.0123,44.928,44.1272,DOWN,0
2006-04-18,44.87,44.88,44.0312,44.848,44.1788,DOWN,0
2006-04-19,44.8,45.08,44.0479,44.806,44.23,DOWN,0
2006-04-20,44.8,45.0,44.0644,44.826,44.2926,DOWN,0
2006-04-21,44.49,45.1,44.081,44.77,44.3414,DOWN,0
2006-04-24,44.24,44.45,44.0948,44.64,44.3834,DOWN,0
2006-04-25,43.92,44.36,44.104,44.45,44.4142,UP,1
2006-04-26,43.94,44.16,44.1124,44.278,44.4502,UP,1
2006-04-27,43.95,43.8,44.1217,44.108,44.473,DOWN,0
2006-04-28,43.65,43.9,44.1279,43.94,44.4898,DOWN,0
2006-05-01,43.5,44.05,44.1329,43.792,44.4958,DOWN,0
2006-05-02,43.4,43.68,44.1363,43.688,44.4872,UP,1
2006-05-03,43.61,43.45,44.1414,43.622,44.4672,UP,1
2006-05-04,43.87,43.84,44.1405,43.606,44.4492,DOWN,0
2006-05-05,43.83,43.86,44.1336,43.642,44.4306,DOWN,0
2006-05-08,43.82,43.92,44.1264,43.706,44.4108,DOWN,0
2006-05-09,43.8,43.83,44.1166,43.786,44.3942,DOWN,0
2006-05-10,43.77,43.68,44.1072,43.818,44.3792,DOWN,0
2006-05-11,43.53,43.71,44.0937,43.75,44.3568,DOWN,0
2006-05-12,43.36,43.48,44.0808,43.656,44.3378,UP,1
2006-05-15,43.51,43.19,44.0679,43.594,44.3276,DOWN,0
2006-05-16,43.26,43.53,44.0553,43.486,44.318,DOWN,0
2006-05-17,42.96,42.85,44.0391,43.324,44.2812,DOWN,0
2006-05-18,42.63,42.9,44.0197,43.144,44.2502,UP,1
2006-05-19,42.87,42.83,44.0017,43.046,44.2214,UP,1
2006-05-22,43.09,42.62,43.9873,42.962,44.1882,UP,1
2006-05-23,43.11,43.3,43.9755,42.932,44.1662,DOWN,0
2006-05-24,43.1,43.02,43.964,42.96,44.1366,UP,1
2006-05-25,43.75,43.32,43.9541,43.184,44.1196,UP,1
2006-05-26,43.96,43.8,43.946,43.402,44.0954,DOWN,0
2006-05-30,43.0,43.85,43.9325,43.384,44.052,UP,1
2006-05-31,43.06,43.06,43.9218,43.374,44.0096,UP,1
2006-06-01,43.64,43.11,43.9134,43.482,43.9858,DOWN,0
2006-06-02,43.24,43.52,43.9068,43.38,43.9514,DOWN,0
2006-06-05,42.52,43.0,43.8963,43.092,43.9118,DOWN,0
2006-06-06,42.13,42.55,43.8843,42.918,43.8662,DOWN,0
2006-06-07,41.5,41.9,43.869,42.606,43.8122,UP,1
2006-06-08,41.92,41.5,43.8548,42.262,43.7744,DOWN,0
2006-06-09,41.53,41.85,43.8392,41.92,43.724,DOWN,0
2006-06-12,41.09,41.53,43.8229,41.634,43.6698,DOWN,0
2006-06-13,40.72,41.09,43.8018,41.352,43.6076,UP,1
2006-06-14,40.8,40.55,43.7832,41.212,43.5496,DOWN,0
2006-06-15,40.8,40.71,43.7619,40.988,43.4878,DOWN,0
2006-06-16,40.72,40.66,43.7422,40.826,43.3814,DOWN,0
2006-06-19,40.51,40.77,43.7156,40.71,43.2824,DOWN,0
2006-06-20,40.36,40.52,43.6902,40.638,43.1914,UP,1
2006-06-21,41.15,40.45,43.6703,40.708,43.109,DOWN,0
2006-06-22,41.14,41.15,43.6451,40.776,43.0316,UP,1
2006-06-23,41.17,41.07,43.6235,40.866,42.961,UP,1
2006-06-26,41.42,41.2,43.6045,41.048,42.894,DOWN,0
2006-06-27,41.16,41.35,43.5822,41.208,42.8194,UP,1
2006-06-28,41.21,41.18,43.5588,41.22,42.7462,UP,1
2006-06-29,41.59,41.08,43.5379,41.31,42.682,UP,1
2006-06-30,41.66,41.75,43.5197,41.408,42.6192,DOWN,0
2006-07-03,41.45,41.67,43.5002,41.414,42.5584,UP,1
2006-07-05,41.66,41.47,43.4824,41.514,42.5068,UP,1
2006-07-06,42.13,41.76,43.4716,41.698,42.471,DOWN,0
2006-07-07,41.68,42.13,43.4615,41.716,42.4258,UP,1
2006-07-10,42.15,41.84,43.4574,41.814,42.3898,UP,1
2006-07-11,42.67,42.17,43.4555,42.058,42.3702,DOWN,0
2006-07-12,42.01,42.62,43.4504,42.128,42.3404,DOWN,0
2006-07-13,41.24,41.86,43.4425,41.95,42.2972,DOWN,0
2006-07-14,41.21,41.38,43.4338,41.856,42.2492,DOWN,0
2006-07-17,41.07,41.23,43.4257,41.64,42.1932,DOWN,0
2006-07-18,40.63,41.13,43.4153,41.232,42.1292,UP,1
2006-07-19,41.12,41.25,43.4064,41.054,42.0752,UP,1
2006-07-20,41.14,41.2,43.3971,41.034,42.022,UP,1
2006-07-21,41.16,41.32,43.3888,41.024,41.9698,UP,1
2006-07-24,42.07,41.3,43.3886,41.224,41.9406,UP,1
2006-07-25,42.48,42.11,43.3911,41.594,41.923,DOWN,0
2006-07-26,41.59,42.4,43.3883,41.688,41.8846,UP,1
2006-07-27,41.82,41.79,43.3884,41.824,41.8558,UP,1
2006-07-28,42.03,42.0,43.3893,41.998,41.8372,DOWN,0
2006-07-31,41.64,41.85,43.3884,41.912,41.8174,DOWN,0
2006-08-01,41.22,41.6,43.3851,41.66,41.7844,UP,1
2006-08-02,41.36,41.34,43.382,41.614,41.7498,UP,1
2006-08-03,42.1,41.24,43.3835,41.67,41.7296,DOWN,0
2006-08-04,41.81,42.25,43.3829,41.626,41.7038,DOWN,0
2006-08-07,41.76,41.79,43.3802,41.65,41.664,DOWN,0
2006-08-08,41.09,41.95,43.3744,41.624,41.6066,DOWN,0
2006-08-09,40.58,41.41,43.3643,41.468,41.5582,DOWN,0
2006-08-10,40.51,40.58,43.3492,41.15,41.5072,DOWN,0
2006-08-11,40.26,40.38,43.3347,40.84,41.4396,UP,1
2006-08-14,40.72,40.69,43.3236,40.632,41.3892,UP,1
2006-08-15,41.2,41.04,43.3176,40.654,41.3628,UP,1
2006-08-16,41.94,41.2,43.3099,40.926,41.359,UP,1
2006-08-17,42.04,42.14,43.2983,41.232,41.3698,DOWN,0
2006-08-18,41.54,42.04,43.2834,41.488,41.3622,DOWN,0
2006-08-21,41.33,41.5,43.2666,41.61,41.3582,UP,1
2006-08-22,41.41,41.56,43.2504,41.652,41.3646,DOWN,0
2006-08-23,41.37,41.5,43.2348,41.538,41.3776,DOWN,0
2006-08-24,41.15,41.45,43.2158,41.36,41.3846,DOWN,0
2006-08-25,40.94,41.15,43.1976,41.24,41.3874,UP,1
2006-08-28,41.32,41.04,43.1807,41.238,41.3994,UP,1
2006-08-29,41.46,41.29,43.1606,41.248,41.4184,UP,1
2006-08-30,41.5,41.62,43.1418,41.274,41.4412,DOWN,0
2006-08-31,41.33,41.62,43.1246,41.31,41.4448,UP,1
2006-09-01,41.69,41.61,43.1113,41.46,41.4558,DOWN,0
2006-09-05,41.51,41.76,43.0973,41.498,41.4626,DOWN,0
2006-09-06,40.95,41.17,43.0795,41.396,41.4532,DOWN,0
2006-09-07,40.8,40.87,43.0599,41.256,41.446,UP,1
2006-09-08,41.13,40.97,43.0421,41.216,41.4444,DOWN,0
2006-09-11,40.84,41.04,43.0213,41.046,41.4294,UP,1
2006-09-12,41.74,40.8,43.0068,41.092,41.431,UP,1
2006-09-13,42.83,41.73,42.9983,41.468,41.4586,DOWN,0
2006-09-14,42.79,42.63,42.9906,41.866,41.4812,UP,1
2006-09-15,43.23,43.0,42.9845,42.286,41.5032,DOWN,0
2006-09-18,42.81,43.11,42.977,42.68,41.5258,DOWN,0
2006-09-19,42.81,42.76,42.9685,42.894,41.539,UP,1
2006-09-20,43.16,42.97,42.9619,42.96,41.5488,DOWN,0
2006-09-21,43.04,43.25,42.9565,43.01,41.5694,DOWN,0
2006-09-22,42.88,42.87,42.9509,42.94,41.6022,UP,1
2006-09-25,43.31,43.05,42.949,43.04,41.6442,UP,1
2006-09-26,43.5,43.24,42.9484,43.178,41.6928,DOWN,0
2006-09-27,43.11,43.5,42.9452,43.168,41.7424,UP,1
2006-09-28,43.79,43.24,42.9462,43.318,41.7958,DOWN,0
2006-09-29,43.13,43.61,42.9428,43.368,41.8356,DOWN,0
2006-10-02,43.1,43.13,42.9385,43.326,41.8744,UP,1
2006-10-03,43.29,43.31,42.9364,43.284,41.8988,UP,1
2006-10-04,43.38,43.21,42.9342,43.338,41.9168,UP,1
2006-10-05,43.88,43.5,42.9352,43.356,41.9626,UP,1
2006-10-06,44.26,43.86,42.9388,43.582,42.0114,DOWN,0
2006-10-09,44.06,44.09,42.9406,43.774,42.052,UP,1
2006-10-10,44.55,44.01,42.9432,44.026,42.1102,UP,1
2006-10-11,44.63,44.47,42.9462,44.276,42.1784,UP,1
2006-10-12,44.75,44.81,42.9511,44.45,42.2462,UP,1
2006-10-13,45.08,44.58,42.9561,44.614,42.3058,DOWN,0
2006-10-16,45.01,45.04,42.9605,44.804,42.3698,DOWN,0
2006-10-17,44.8,45.04,42.9649,44.854,42.4306,UP,1
2006-10-18,45.18,44.97,42.9698,44.964,42.5124,DOWN,0
2006-10-19,44.62,44.1,42.9716,44.938,42.5932,UP,1
2006-10-20,45.09,44.8,42.9752,44.94,42.6848,UP,1
2006-10-23,45.5,45.07,42.981,45.038,42.7896,DOWN,0
2006-10-24,45.5,45.41,42.9867,45.178,42.8852,UP,1
2006-10-25,45.53,45.26,42.9938,45.248,42.9718,UP,1
2006-10-26,45.86,45.57,43.0027,45.496,43.0502,DOWN,0
2006-10-27,45.6,45.84,43.0116,45.598,43.1214,DOWN,0
2006-10-30,45.6,45.5,43.0177,45.618,43.2026,DOWN,0
2006-10-31,45.52,45.66,43.0256,45.622,43.2864,DOWN,0
2006-11-01,45.13,45.6,43.032,45.542,43.3608,UP,1
2006-11-02,45.19,45.05,43.038,45.408,43.4372,DOWN,0
2006-11-03,45.09,45.25,43.051,45.306,43.516,UP,1
2006-11-06,45.77,45.27,43.0652,45.34,43.6126,DOWN,0
2006-11-07,45.69,45.66,43.0785,45.374,43.7,UP,1
2006-11-08,45.99,45.82,43.0935,45.546,43.7906,DOWN,0
2006-11-09,45.93,46.0,43.1064,45.694,43.8792,UP,1
2006-11-10,46.33,45.97,43.1219,45.942,43.9792,DOWN,0
2006-11-13,45.88,46.2,43.1375,45.964,44.063,UP,1
2006-11-14,46.27,45.91,43.1562,46.08,44.1582,UP,1
2006-11-15,46.28,46.25,43.1726,46.138,44.2648,UP,1
2006-11-16,47.56,46.89,43.1982,46.464,44.4,DOWN,0
2006-11-17,47.47,47.48,43.2241,46.692,44.5268,DOWN,0
2006-11-20,47.3,47.35,43.2494,46.976,44.656,UP,1
2006-11-21,47.34,47.24,43.2777,47.19,44.768,UP,1
2006-11-22,47.45,47.28,43.3047,47.424,44.8604,DOWN,0
2006-11-24,47.2,47.31,43.33,47.352,44.9486,DOWN,0
2006-11-27,46.78,47.2,43.352,47.214,45.0196,DOWN,0
2006-11-28,46.53,46.62,43.374,47.06,45.094,UP,1
2006-11-29,46.94,46.57,43.3946,46.98,45.1766,DOWN,0
2006-11-30,46.89,46.78,43.415,46.868,45.2512,DOWN,0
2006-12-01,46.61,46.95,43.4321,46.75,45.3226,UP,1
2006-12-04,47.1,46.74,43.4484,46.814,45.407,UP,1
2006-12-05,47.74,47.1,43.4641,47.056,45.4956,UP,1
2006-12-06,47.75,47.56,43.479,47.218,45.5806,DOWN,0
2006-12-07,47.31,47.91,43.4917,47.302,45.6646,UP,1
2006-12-08,47.45,47.33,43.5049,47.47,45.7378,UP,1
2006-12-11,47.5,47.5,43.5193,47.55,45.8252,UP,1
2006-12-12,47.63,47.38,43.5348,47.528,45.9158,DOWN,0
2006-12-13,47.47,47.83,43.5489,47.472,45.9994,UP,1
2006-12-14,47.79,47.57,43.5663,47.568,46.0876,DOWN,0
2006-12-15,47.25,47.73,43.5825,47.528,46.155,DOWN,0
2006-12-18,47.08,47.36,43.5992,47.444,46.2114,UP,1
2006-12-19,47.32,46.99,43.6118,47.382,46.2766,UP,1
2006-12-20,47.54,47.24,43.6286,47.396,46.3364,DOWN,0
2006-12-21,47.53,47.71,43.6447,47.344,46.3944,DOWN,0
2006-12-22,47.16,47.46,43.6567,47.326,46.4426,UP,1
2006-12-26,47.39,47.02,43.6726,47.388,46.4888,UP,1
2006-12-27,48.02,47.64,43.6898,47.528,46.549,DOWN,0
2006-12-28,47.87,48.0,43.7062,47.594,46.6104,DOWN,0
2006-12-29,47.43,47.77,43.7175,47.574,46.6554,UP,1
2007-01-03,47.55,47.47,43.7294,47.652,46.714,DOWN,0
2007-01-04,47.37,47.69,43.7403,47.648,46.7596,DOWN,0
2007-01-05,46.86,47.35,43.7505,47.416,46.7868,DOWN,0
2007-01-08,46.75,46.82,43.7594,47.192,46.8118,UP,1
2007-01-09,47.15,46.95,43.7727,47.136,46.8442,UP,1
2007-01-10,47.29,47.05,43.7871,47.084,46.8728,UP,1
2007-01-11,47.57,47.39,43.8039,47.124,46.9122,UP,1
2007-01-12,47.95,47.74,43.8246,47.342,46.9592,UP,1
2007-01-16,48.38,48.05,43.8463,47.668,47.0164,DOWN,0
2007-01-17,48.25,48.4,43.8685,47.888,47.0788,DOWN,0
2007-01-18,47.9,48.41,43.8889,48.01,47.133,DOWN,0
2007-01-19,47.5,48.0,43.9079,47.996,47.1812,DOWN,0
2007-01-22,47.48,47.54,43.9258,47.902,47.2154,DOWN,0
2007-01-23,47.37,47.48,43.9325,47.7,47.249,UP,1
2007-01-24,47.49,47.3,43.9426,47.548,47.279,DOWN,0
2007-01-25,46.68,47.35,43.9515,47.304,47.294,DOWN,0
2007-01-26,46.37,46.68,43.957,47.078,47.2948,UP,1
2007-01-29,46.44,46.43,43.9641,46.87,47.306,UP,1
2007-01-30,46.7,46.59,43.9741,46.736,47.3146,UP,1
2007-01-31,47.52,46.71,43.9879,46.742,47.3394,UP,1
2007-02-01,48.09,47.53,44.0039,47.024,47.35,UP,1
2007-02-02,48.19,48.1,44.0205,47.388,47.3644,UP,1
2007-02-05,48.25,48.2,44.0377,47.75,47.3834,UP,1
2007-02-06,48.65,48.27,44.057,48.14,47.4096,UP,1
2007-02-07,49.14,48.66,44.0802,48.464,47.4434,DOWN,0
2007-02-08,48.87,49.15,44.1034,48.62,47.4768,UP,1
2007-02-09,48.96,49.0,44.1286,48.774,47.5204,DOWN,0
2007-02-12,48.82,49.01,44.153,48.888,47.5662,UP,1
2007-02-13,49.2,48.85,44.1792,48.998,47.6114,UP,1
2007-02-14,49.46,49.2,44.2083,49.062,47.6628,UP,1
2007-02-15,49.51,49.53,44.2383,49.19,47.7208,UP,1
2007-02-16,49.77,49.32,44.2702,49.352,47.7742,DOWN,0
2007-02-20,49.75,49.89,44.3009,49.538,47.8144,UP,1
2007-02-21,50.09,49.73,44.332,49.716,47.8612,UP,1
2007-02-22,50.44,50.28,44.365,49.912,47.9238,UP,1
2007-02-23,50.56,50.2,44.3987,50.122,47.986,DOWN,0
2007-02-26,50.17,50.61,44.4306,50.202,48.0394,DOWN,0
2007-02-27,48.33,49.94,44.4534,49.918,48.0534,UP,1
2007-02-28,48.73,48.45,44.4794,49.646,48.0786,DOWN,0
2007-03-01,48.51,48.0,44.5051,49.26,48.093,DOWN,0
2007-03-02,48.21,48.45,44.5286,48.79,48.1122,DOWN,0
2007-03-05,48.05,47.92,44.5526,48.366,48.1316,UP,1
2007-03-06,48.46,48.24,44.5801,48.392,48.1544,DOWN,0
2007-03-07,48.25,48.11,44.6082,48.296,48.1686,UP,1
2007-03-08,48.63,48.58,44.637,48.32,48.1906,UP,1
2007-03-09,48.67,48.8,44.6649,48.412,48.2208,UP,1
2007-03-12,48.81,48.64,44.6934,48.564,48.2492,DOWN,0
2007-03-13,48.23,48.61,44.719,48.518,48.2534,UP,1
2007-03-14,48.53,48.22,44.7429,48.574,48.2666,UP,1
2007-03-15,48.72,48.45,44.7667,48.592,48.2924,DOWN,0
2007-03-16,48.42,48.64,44.7938,48.542,48.3098,UP,1
2007-03-19,49.06,48.79,44.8238,48.592,48.3436,UP,1
2007-03-20,49.52,49.08,44.8532,48.85,48.3968,UP,1
2007-03-21,49.9,49.5,44.8865,49.124,48.4598,DOWN,0
2007-03-22,49.56,49.82,44.9217,49.292,48.508,UP,1
2007-03-23,49.68,49.56,44.9595,49.544,48.5558,DOWN,0
2007-03-26,49.68,49.68,45.0004,49.668,48.598,DOWN,0
2007-03-27,49.16,49.45,45.0366,49.596,48.6222,DOWN,0
2007-03-28,48.59,49.09,45.0719,49.334,48.6264,UP,1
2007-03-29,48.75,48.78,45.1102,49.172,48.6364,UP,1
2007-03-30,49.0,48.8,45.1516,49.036,48.6584,UP,1
2007-04-02,49.29,48.94,45.194,48.958,48.6942,UP,1
2007-04-03,49.89,49.47,45.2395,49.104,48.7424,DOWN,0
2007-04-04,49.68,49.99,45.2843,49.322,48.7886,DOWN,0
2007-04-05,49.62,49.68,45.3298,49.496,48.8312,UP,1
2007-04-09,49.81,49.78,45.3771,49.658,48.8938,UP,1
2007-04-10,49.82,49.65,45.4204,49.764,48.9628,DOWN,0
2007-04-11,49.07,49.75,45.4601,49.6,49.0154,UP,1
2007-04-12,49.25,49.07,45.5005,49.514,49.0664,DOWN,0
2007-04-13,49.15,49.21,45.5391,49.42,49.099,UP,1
2007-04-16,50.0,49.38,45.5833,49.458,49.1372,DOWN,0
2007-04-17,49.8,50.01,45.6263,49.454,49.1694,UP,1
2007-04-18,49.89,49.8,45.6678,49.618,49.2022,DOWN,0
2007-04-19,49.44,50.83,45.7067,49.656,49.218,UP,1
2007-04-20,49.86,49.95,45.7487,49.798,49.2324,UP,1
2007-04-23,49.92,49.9,45.79,49.782,49.2534,DOWN,0
2007-04-24,49.88,49.91,45.8288,49.798,49.2718,UP,1
2007-04-25,50.3,50.8,45.8719,49.88,49.3014,DOWN,0
2007-04-26,50.3,50.15,45.9126,50.052,49.3234,DOWN,0
2007-04-27,49.96,50.25,45.9491,50.072,49.3334,DOWN,0
