ticker,ABMD US Equity,ABMD US Equity,ABMD US Equity,ABMD US Equity,ABMD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,27.375,29.594,11.9508,27.925,22.5569,UP,1
2000-02-10,29.438,28.906,12.0611,28.4625,22.8369,UP,1
2000-02-11,29.5,29.063,12.1686,28.85,23.1194,DOWN,0
2000-02-14,29.25,29.5,12.2724,28.7875,23.3944,UP,1
2000-02-15,32.5,29.25,12.3918,29.6125,23.7388,UP,1
2000-02-16,35.375,32.5,12.5261,31.2125,24.1406,UP,1
2000-02-17,41.313,35.031,12.6918,33.5875,24.6594,DOWN,0
2000-02-18,40.75,40.281,12.8543,35.8375,25.1219,DOWN,0
2000-02-22,36.938,39.25,12.9982,37.375,25.4256,DOWN,0
2000-02-23,35.555,36.938,13.1366,37.9859,25.6917,UP,1
2000-02-24,35.625,35.5,13.2763,38.0359,25.9467,UP,1
2000-02-25,37.625,36.438,13.4241,37.2984,26.2442,DOWN,0
2000-02-28,37.0,37.5,13.5691,36.5484,26.5317,DOWN,0
2000-02-29,36.969,37.5,13.7139,36.5547,26.7823,DOWN,0
2000-03-01,33.625,34.063,13.842,36.1688,26.9198,DOWN,0
2000-03-02,32.313,34.063,13.9636,35.5063,27.0336,UP,1
2000-03-03,33.875,33.375,14.0945,34.7563,27.2355,UP,1
2000-03-06,34.063,33.938,14.2248,34.1688,27.4705,DOWN,0
2000-03-07,32.125,34.0,14.3445,33.2,27.6955,DOWN,0
2000-03-08,29.5,32.844,14.4508,32.375,27.898,UP,1
2000-03-09,30.625,29.75,14.5636,32.0375,28.1555,UP,1
2000-03-10,30.75,30.75,14.6798,31.4125,28.4105,DOWN,0
2000-03-13,28.313,31.0,14.7833,30.2625,28.6042,DOWN,0
2000-03-14,26.344,28.938,14.875,29.1063,28.7636,DOWN,0
2000-03-15,22.875,26.375,14.9495,27.7813,28.8561,UP,1
2000-03-16,23.0,24.813,15.0258,26.2563,28.9598,UP,1
2000-03-17,25.75,24.125,15.1148,25.2563,29.1148,DOWN,0
2000-03-20,23.0,25.781,15.1916,24.1938,29.2142,UP,1
2000-03-21,24.25,22.813,15.2744,23.775,29.3405,UP,1
2000-03-22,27.125,26.625,15.3716,24.625,29.473,DOWN,0
2000-03-23,25.313,27.188,15.4588,25.0875,29.583,DOWN,0
2000-03-24,24.063,25.5,15.5403,24.75,29.6723,DOWN,0
2000-03-27,22.563,24.531,15.6144,24.6625,29.7036,UP,1
2000-03-28,23.0,23.25,15.6931,24.4125,29.7361,DOWN,0
2000-03-29,21.969,23.313,15.7692,23.3813,29.6555,DOWN,0
2000-03-30,19.063,21.25,15.8305,22.1313,29.5492,UP,1
2000-03-31,20.25,20.125,15.8964,21.3688,29.4842,DOWN,0
2000-04-03,19.125,19.75,15.9558,20.6813,29.278,DOWN,0
2000-04-04,18.688,19.156,16.013,19.8188,29.0242,DOWN,0
2000-04-05,18.125,18.625,16.0695,19.05,28.8117,UP,1
2000-04-06,20.75,18.625,16.1405,19.3875,28.6492,DOWN,0
2000-04-07,20.0,20.813,16.2058,19.3375,28.4692,UP,1
2000-04-10,20.125,20.875,16.272,19.5375,28.283,DOWN,0
2000-04-11,19.438,20.188,16.3358,19.6875,28.0867,DOWN,0
2000-04-12,16.75,19.438,16.3855,19.4125,27.8467,DOWN,0
2000-04-13,16.563,17.0,16.4339,18.575,27.6155,DOWN,0
2000-04-14,15.0,16.313,16.4755,17.575,27.3805,DOWN,0
2000-04-17,13.875,14.625,16.5114,16.325,27.1067,UP,1
2000-04-18,16.031,15.266,16.5559,15.6438,26.8361,UP,1
2000-04-19,16.75,16.031,16.6028,15.6438,26.6036,UP,1
2000-04-20,17.719,17.25,16.6552,15.875,26.4105,DOWN,0
2000-04-24,16.938,17.063,16.7042,16.2625,26.1605,DOWN,0
2000-04-25,16.813,16.656,16.7533,16.85,25.9067,UP,1
2000-04-26,17.375,17.0,16.8052,17.1188,25.6692,DOWN,0
2000-04-27,17.0,16.688,16.8558,17.1688,25.3592,UP,1
2000-04-28,18.563,17.25,16.9127,17.3375,25.023,DOWN,0
2000-05-01,17.344,18.031,16.9613,17.4188,24.5436,UP,1
2000-05-02,17.375,17.938,17.0084,17.5313,24.0761,UP,1
2000-05-03,17.625,17.5,17.0569,17.5813,23.6898,UP,1
2000-05-04,19.625,17.625,17.1144,18.1063,23.3713,UP,1
2000-05-05,21.438,19.313,17.18,18.6813,23.0875,UP,1
2000-05-08,21.875,21.188,17.2484,19.5875,22.7725,DOWN,0
2000-05-09,20.5,21.438,17.3113,20.2125,22.4425,DOWN,0
2000-05-10,20.125,20.75,17.3719,20.7125,22.1056,UP,1
2000-05-11,20.156,20.0,17.4327,20.8188,21.8363,DOWN,0
2000-05-12,19.813,20.25,17.4933,20.4938,21.5863,UP,1
2000-05-15,19.938,20.063,17.5548,20.1063,21.3075,DOWN,0
2000-05-16,19.594,20.219,17.6172,19.925,21.0181,DOWN,0
2000-05-17,19.063,19.594,17.6756,19.7125,20.7569,UP,1
2000-05-18,20.125,19.625,17.74,19.7063,20.5694,DOWN,0
2000-05-19,19.875,19.875,17.8034,19.7188,20.3544,DOWN,0
2000-05-22,19.375,20.5,17.8639,19.6063,20.1269,DOWN,0
2000-05-23,19.219,19.375,17.9228,19.5313,19.945,UP,1
2000-05-24,19.742,19.25,17.985,19.6672,19.813,UP,1
2000-05-25,20.25,19.625,18.0506,19.6922,19.7605,DOWN,0
2000-05-26,19.438,18.75,18.1126,19.6047,19.6892,DOWN,0
2000-05-30,18.906,20.0,18.172,19.5109,19.5523,UP,1
2000-05-31,19.125,20.0,18.2329,19.4922,19.4748,UP,1
2000-06-01,19.469,19.594,18.2962,19.4375,19.3792,UP,1
2000-06-02,20.25,19.875,18.3634,19.4375,19.2417,UP,1
2000-06-05,20.5,20.25,18.4315,19.65,19.1455,DOWN,0
2000-06-06,20.438,20.75,18.4984,19.9563,19.073,DOWN,0
2000-06-07,19.938,20.438,18.5631,20.1188,19.0205,DOWN,0
2000-06-08,19.625,19.859,18.6243,20.15,18.953,UP,1
2000-06-09,20.219,19.5,18.6898,20.1438,18.918,DOWN,0
2000-06-12,19.906,19.625,18.7546,20.025,18.9348,DOWN,0
2000-06-13,18.563,19.75,18.8128,19.65,18.9011,DOWN,0
2000-06-14,18.5,18.563,18.8711,19.3625,18.8886,DOWN,0
2000-06-15,17.063,18.563,18.9207,18.85,18.8561,UP,1
2000-06-16,18.063,17.0,18.9754,18.4188,18.8548,DOWN,0
2000-06-19,17.688,18.063,19.0289,17.975,18.7936,DOWN,0
2000-06-20,16.813,17.938,19.0782,17.625,18.7298,UP,1
2000-06-21,18.0,16.875,19.1336,17.525,18.6873,DOWN,0
2000-06-22,17.875,17.688,19.1882,17.6875,18.6561,DOWN,0
2000-06-23,17.094,17.813,19.2387,17.4938,18.663,DOWN,0
2000-06-26,17.0,17.5,19.2881,17.3563,18.6717,DOWN,0
2000-06-27,14.719,17.0,19.3254,16.9375,18.6661,UP,1
2000-06-28,15.563,15.125,19.367,16.45,18.6998,UP,1
2000-06-29,16.125,15.5,19.4114,16.1,18.7017,DOWN,0
2000-06-30,15.375,17.0,19.4511,15.7563,18.6742,UP,1
2000-07-03,16.75,15.594,19.498,15.7063,18.6548,UP,1
2000-07-05,17.594,16.75,19.5457,16.2813,18.668,DOWN,0
2000-07-06,17.5,17.594,19.5945,16.6688,18.6817,UP,1
2000-07-07,18.063,17.875,19.6473,17.0563,18.6955,UP,1
2000-07-10,18.594,18.0,19.7027,17.7,18.7273,UP,1
2000-07-11,20.156,18.188,19.7674,18.3813,18.7592,UP,1
2000-07-12,21.5,20.031,19.8377,19.1625,18.8423,UP,1
2000-07-13,21.969,21.531,19.9098,20.0563,18.9342,UP,1
2000-07-14,22.813,22.469,19.9854,21.0063,19.038,UP,1
2000-07-17,23.938,22.875,20.0663,22.075,19.1242,DOWN,0
2000-07-18,21.969,23.938,20.1362,22.4375,19.1348,UP,1
2000-07-19,22.25,22.031,20.2074,22.5875,19.1423,UP,1
2000-07-20,22.281,22.313,20.2788,22.65,19.178,UP,1
2000-07-21,22.5,22.438,20.3516,22.5875,19.2255,DOWN,0
2000-07-24,21.063,22.5,20.417,22.0125,19.2436,UP,1
2000-07-25,22.531,21.281,20.491,22.125,19.298,UP,1
2000-07-26,23.719,22.438,20.571,22.4188,19.3736,DOWN,0
2000-07-27,22.0,23.75,20.6373,22.3625,19.4217,DOWN,0
2000-07-28,20.047,21.094,20.695,21.8719,19.4414,DOWN,0
2000-07-31,19.875,20.25,20.7513,21.6344,19.4364,UP,1
2000-08-01,20.0,19.625,20.8088,21.1281,19.4389,DOWN,0
2000-08-02,19.5,19.938,20.8644,20.2844,19.4414,UP,1
2000-08-03,19.625,18.813,20.9175,19.8094,19.4495,UP,1
2000-08-04,21.0,19.75,20.9775,20.0,19.4747,DOWN,0
2000-08-07,20.094,21.0,21.033,20.0438,19.4716,UP,1
2000-08-08,20.219,21.25,21.0844,20.0875,19.4872,DOWN,0
2000-08-09,19.688,20.391,21.1247,20.125,19.5028,UP,1
2000-08-10,20.156,19.625,21.1664,20.2313,19.5234,DOWN,0
2000-08-11,19.813,20.188,21.2148,19.9938,19.5303,UP,1
2000-08-14,21.188,20.719,21.2683,20.2125,19.5491,DOWN,0
2000-08-15,21.0,21.406,21.3189,20.3688,19.5591,UP,1
2000-08-16,21.156,21.25,21.3734,20.6625,19.5734,UP,1
2000-08-17,21.438,21.281,21.4291,20.9188,19.6034,UP,1
2000-08-18,22.5,21.594,21.4903,21.4563,19.6609,UP,1
2000-08-21,23.0,22.438,21.553,21.8188,19.7166,UP,1
2000-08-22,23.031,23.375,21.6116,22.225,19.7791,UP,1
2000-08-23,24.219,23.484,21.6758,22.8375,19.8922,UP,1
2000-08-24,27.563,24.563,21.7569,24.0625,20.0734,UP,1
2000-08-25,27.813,27.313,21.8384,25.125,20.2884,DOWN,0
2000-08-28,26.125,28.25,21.9047,25.75,20.4497,UP,1
2000-08-29,27.125,26.5,21.9625,26.5688,20.6384,UP,1
2000-08-30,29.938,27.625,22.0388,27.7125,20.9009,UP,1
2000-08-31,30.188,30.0,22.1194,28.2375,21.1447,UP,1
2000-09-01,31.313,30.219,22.2025,28.9375,21.4134,DOWN,0
2000-09-05,30.0,31.031,22.2825,29.7125,21.6716,DOWN,0
2000-09-06,28.0,30.0,22.35,29.8875,21.8916,DOWN,0
2000-09-07,27.375,28.25,22.4163,29.375,22.1447,UP,1
2000-09-08,28.063,27.406,22.4831,28.95,22.3947,UP,1
2000-09-11,28.563,28.375,22.5544,28.4,22.6434,DOWN,0
2000-09-12,28.063,28.625,22.6228,28.0125,22.8972,DOWN,0
2000-09-13,27.688,28.188,22.6845,27.95,23.1159,UP,1
2000-09-14,28.125,27.656,22.748,28.1,23.3266,DOWN,0
2000-09-15,27.125,28.516,22.8067,27.9125,23.5191,UP,1
2000-09-18,27.75,27.625,22.868,27.75,23.7128,UP,1
2000-09-19,28.594,28.0,22.9345,27.8563,23.9128,UP,1
2000-09-20,29.969,29.063,23.008,28.3125,24.1091,UP,1
2000-09-21,30.75,30.531,23.0848,28.8375,24.2941,DOWN,0
2000-09-22,30.719,29.0,23.1503,29.5563,24.4691,UP,1
2000-09-25,32.25,30.813,23.2028,30.4563,24.6578,DOWN,0
2000-09-26,30.719,32.438,23.2452,30.8813,24.7934,UP,1
2000-09-27,31.5,31.25,23.2883,31.1875,24.9841,UP,1
2000-09-28,32.969,31.875,23.3394,31.6313,25.1984,UP,1
2000-09-29,34.063,32.906,23.3966,32.3,25.4341,DOWN,0
2000-10-02,32.75,35.0,23.4381,32.4,25.6391,DOWN,0
2000-10-03,32.5,34.5,23.4669,32.7563,25.8678,DOWN,0
2000-10-04,31.5,31.938,23.4913,32.7563,26.0472,UP,1
2000-10-05,31.75,32.516,23.5311,32.5125,26.2078,UP,1
2000-10-06,35.0,32.0,23.5945,32.7,26.4678,UP,1
2000-10-09,35.688,34.938,23.6686,33.2875,26.7806,UP,1
2000-10-10,36.531,36.0,23.7544,34.0938,27.1138,DOWN,0
2000-10-11,34.25,36.25,23.8369,34.6438,27.3988,DOWN,0
2000-10-12,32.125,34.25,23.9075,34.7188,27.6513,DOWN,0
2000-10-13,31.875,32.375,23.9738,34.0938,27.8963,UP,1
2000-10-16,33.625,31.438,24.05,33.6813,28.1488,DOWN,0
2000-10-17,31.875,33.625,24.1181,32.75,28.3844,DOWN,0
2000-10-18,31.813,30.5,24.1881,32.2625,28.6163,UP,1
2000-10-19,32.75,33.375,24.2619,32.3875,28.8775,DOWN,0
2000-10-20,32.5,33.109,24.3342,32.5125,29.1244,UP,1
2000-10-23,33.563,32.0,24.4123,32.5,29.3994,UP,1
2000-10-24,35.75,34.375,24.4886,33.275,29.6906,DOWN,0
2000-10-25,35.75,35.5,24.5683,34.0625,29.9856,DOWN,0
2000-10-26,35.0,35.563,24.6453,34.5125,30.2625,UP,1
2000-10-27,35.125,35.969,24.7159,35.0375,30.5363,DOWN,0
2000-10-30,30.0,35.25,24.7591,34.325,30.6863,DOWN,0
2000-10-31,29.0,31.188,24.7741,32.975,30.8063,DOWN,0
2000-11-01,28.625,28.969,24.7953,31.55,30.9181,UP,1
2000-11-02,29.438,29.5,24.825,30.4375,31.0225,DOWN,0
2000-11-03,28.875,29.875,24.8222,29.1875,31.0488,UP,1
2000-11-06,29.0,28.75,24.8103,28.9875,31.0725,DOWN,0
2000-11-07,27.625,29.125,24.8047,28.7125,31.1025,DOWN,0
2000-11-08,27.125,27.0,24.7959,28.4125,31.1025,UP,1
2000-11-09,27.281,27.0,24.7873,27.9813,31.0494,DOWN,0
2000-11-10,26.313,27.5,24.7717,27.4688,30.9719,DOWN,0
2000-11-13,24.125,25.688,24.7461,26.4938,30.8281,UP,1
2000-11-14,28.266,25.0,24.7437,26.6219,30.7934,UP,1
2000-11-15,31.688,27.75,24.7615,27.5344,30.8672,DOWN,0
2000-11-16,29.25,32.063,24.774,27.9281,30.9047,UP,1
2000-11-17,29.625,29.531,24.7843,28.5906,30.9359,DOWN,0
2000-11-20,27.875,28.875,24.7759,29.3406,30.9222,UP,1
2000-11-21,28.984,28.0,24.7789,29.4844,30.9406,DOWN,0
2000-11-22,26.625,27.813,24.7752,28.4719,30.9194,UP,1
2000-11-24,27.5,26.75,24.7655,28.1219,30.9069,DOWN,0
2000-11-27,27.5,29.0,24.7555,27.6969,30.9144,DOWN,0
2000-11-28,25.625,28.0,24.7373,27.2469,30.8719,DOWN,0
2000-11-29,25.625,26.5,24.703,26.575,30.8125,DOWN,0
2000-11-30,23.313,24.625,24.6427,25.9125,30.6794,DOWN,0
2000-12-01,23.125,23.0,24.5517,25.0375,30.5269,DOWN,0
2000-12-04,21.625,22.938,24.4561,23.8625,30.345,UP,1
2000-12-05,23.688,22.75,24.3898,23.475,30.1738,UP,1
2000-12-06,24.25,24.688,24.3333,23.2,30.0444,DOWN,0
2000-12-07,23.813,24.625,24.2743,23.3,29.8906,UP,1
2000-12-08,23.875,24.125,24.2055,23.45,29.7088,DOWN,0
2000-12-11,23.25,23.25,24.1368,23.775,29.4925,DOWN,0
2000-12-12,21.625,24.0,24.06,23.3625,29.27,UP,1
2000-12-13,21.75,22.125,24.0007,22.8625,29.055,UP,1
2000-12-14,22.25,21.75,23.9504,22.55,28.87,DOWN,0
2000-12-15,22.063,22.0,23.8913,22.1875,28.6763,UP,1
2000-12-18,25.563,25.688,23.8488,22.65,28.4875,DOWN,0
2000-12-19,23.688,25.875,23.8066,23.0625,28.2475,DOWN,0
2000-12-20,22.875,21.75,23.7735,23.2875,27.9744,UP,1
2000-12-21,24.625,22.75,23.7435,23.7625,27.7819,UP,1
2000-12-22,27.813,24.438,23.7288,24.9125,27.6956,DOWN,0
2000-12-26,25.0,25.875,23.7122,24.8,27.5581,UP,1
2000-12-27,25.875,24.625,23.7099,25.2375,27.4031,DOWN,0
2000-12-28,25.25,25.375,23.7218,25.7125,27.2706,DOWN,0
2000-12-29,24.25,25.25,23.728,25.6375,27.1194,DOWN,0
2001-01-02,22.5,24.875,23.7118,24.575,26.9144,UP,1
2001-01-03,24.625,22.25,23.7199,24.5,26.7569,DOWN,0
2001-01-04,22.625,25.0,23.7118,23.85,26.5381,DOWN,0
2001-01-05,20.25,22.625,23.6774,22.85,26.2281,DOWN,0
2001-01-08,16.5,21.0,23.6333,21.3,25.8431,DOWN,0
2001-01-09,16.313,15.75,23.5946,20.0625,25.4694,UP,1
2001-01-10,19.25,16.906,23.578,18.9875,25.1519,UP,1
2001-01-11,19.563,20.438,23.5608,18.375,24.9431,UP,1
2001-01-12,19.75,19.406,23.5497,18.275,24.7581,UP,1
2001-01-16,21.5,23.125,23.5619,19.275,24.6156,UP,1
2001-01-17,22.0,21.375,23.5707,20.4125,24.4669,UP,1
2001-01-18,22.063,22.5,23.5854,20.975,24.3306,DOWN,0
2001-01-19,20.938,22.063,23.5966,21.25,24.1694,DOWN,0
2001-01-22,19.438,21.25,23.6032,21.1875,24.0056,DOWN,0
2001-01-23,19.125,19.438,23.595,20.7125,23.8456,DOWN,0
2001-01-24,18.5,19.125,23.5875,20.0125,23.67,UP,1
2001-01-25,18.875,19.125,23.5813,19.375,23.5212,UP,1
2001-01-26,19.125,19.188,23.5797,19.0125,23.4213,DOWN,0
2001-01-29,18.375,18.875,23.5879,18.8,23.2234,UP,1
2001-01-30,23.063,18.375,23.6204,19.5875,23.0509,DOWN,0
2001-01-31,22.563,24.063,23.6582,20.4,22.9172,UP,1
2001-02-01,24.5,23.969,23.7113,21.525,22.8147,UP,1
2001-02-02,25.453,25.031,23.7584,22.7906,22.7663,UP,1
2001-02-05,26.875,26.5,23.809,24.4906,22.7241,UP,1
2001-02-06,29.063,27.688,23.8657,25.6906,22.7728,DOWN,0
2001-02-07,29.0,29.063,23.9261,26.9781,22.8028,DOWN,0
2001-02-08,28.0,29.031,23.982,27.6781,22.8128,DOWN,0
2001-02-09,25.938,27.75,24.0248,27.775,22.8191,UP,1
2001-02-12,27.938,26.438,24.0795,27.9875,22.8653,DOWN,0
2001-02-13,27.063,27.469,24.122,27.5875,22.9403,UP,1
2001-02-14,27.75,28.469,24.174,27.3375,23.0328,DOWN,0
2001-02-15,27.125,28.75,24.2228,27.1625,23.1428,DOWN,0
2001-02-16,26.813,26.875,24.2687,27.3375,23.2053,UP,1
2001-02-20,28.313,26.625,24.3121,27.4125,23.2866,UP,1
2001-02-21,29.375,28.594,24.3518,27.875,23.3978,DOWN,0
2001-02-22,26.375,29.469,24.3743,27.6,23.4478,DOWN,0
2001-02-23,25.563,26.563,24.3996,27.2875,23.4941,DOWN,0
2001-02-26,25.25,25.563,24.4253,26.975,23.5666,DOWN,0
2001-02-27,21.875,25.25,24.4339,25.6875,23.5691,UP,1
2001-02-28,22.75,21.5,24.4486,24.3625,23.5791,DOWN,0
2001-03-01,22.0,21.078,24.4589,23.4875,23.5778,DOWN,0
2001-03-02,20.5,19.5,24.4634,22.475,23.4766,UP,1
2001-03-05,20.938,21.031,24.4728,21.6125,23.4216,DOWN,0
2001-03-06,20.625,21.0,24.4753,21.3625,23.3766,DOWN,0
2001-03-07,19.938,20.813,24.4756,20.8,23.2828,UP,1
2001-03-08,20.0,19.781,24.4787,20.4,23.1266,DOWN,0
2001-03-09,19.375,19.859,24.4795,20.175,23.0141,DOWN,0
2001-03-12,17.375,19.25,24.4677,19.4625,22.8441,UP,1
2001-03-13,18.688,16.656,24.4598,19.075,22.7128,DOWN,0
2001-03-14,17.125,17.031,24.4483,18.5125,22.5703,UP,1
2001-03-15,17.563,18.625,24.4416,18.025,22.4716,UP,1
2001-03-16,17.813,17.5,24.435,17.7125,22.3353,DOWN,0
2001-03-19,17.0,17.813,24.4227,17.6375,22.2228,DOWN,0
2001-03-20,16.313,17.063,24.403,17.1625,22.1441,DOWN,0
2001-03-21,15.875,16.75,24.3798,16.9125,22.1316,UP,1
2001-03-22,16.875,14.0,24.362,16.775,22.1428,DOWN,0
2001-03-23,16.375,17.5,24.3442,16.4875,22.0853,DOWN,0
2001-03-26,15.625,16.5,24.3242,16.2125,22.0066,UP,1
2001-03-27,16.875,17.75,24.3075,16.325,21.9491,DOWN,0
2001-03-28,15.75,16.625,24.2867,16.3,21.8341,DOWN,0
2001-03-29,15.313,15.828,24.2705,15.9875,21.7003,UP,1
2001-03-30,15.75,15.875,24.2567,15.8625,21.5741,DOWN,0
2001-04-02,15.5,15.719,24.2489,15.8375,21.4653,DOWN,0
2001-04-03,13.188,15.281,24.2245,15.1,21.3403,DOWN,0
2001-04-04,11.563,12.516,24.1939,14.2625,21.1891,DOWN,0
2001-04-05,11.5,12.563,24.1673,13.5,21.0491,UP,1
2001-04-06,12.063,11.75,24.1377,12.7625,20.9128,UP,1
2001-04-09,12.95,12.375,24.113,12.2525,20.7893,UP,1
2001-04-10,15.1,13.13,24.1031,12.635,20.7238,DOWN,0
2001-04-11,14.28,15.63,24.0895,13.1785,20.5482,UP,1
2001-04-12,16.79,14.745,24.0998,14.2365,20.4327,UP,1
2001-04-16,19.0,18.99,24.117,15.624,20.3227,DOWN,0
2001-04-17,19.0,18.9,24.1314,16.834,20.1936,UP,1
2001-04-18,19.1,19.55,24.15,17.634,20.0381,UP,1
2001-04-19,19.2,19.09,24.1623,18.618,19.8409,UP,1
2001-04-20,20.0,19.1,24.1743,19.26,19.6609,UP,1
2001-04-23,20.2,20.1,24.1878,19.5,19.5049,DOWN,0
2001-04-24,19.43,19.61,24.1946,19.586,19.3748,DOWN,0
2001-04-25,19.13,19.2,24.1973,19.592,19.1986,DOWN,0
2001-04-26,18.32,19.3,24.1881,19.416,19.0238,UP,1
2001-04-27,19.04,19.25,24.1758,19.224,18.8496,UP,1
2001-04-30,19.2,19.275,24.162,19.024,18.6911,UP,1
2001-05-01,19.75,19.05,24.1467,19.088,18.5498,UP,1
2001-05-02,19.8,19.74,24.126,19.222,18.3795,DOWN,0
2001-05-03,19.37,19.97,24.113,19.432,18.1795,UP,1
2001-05-04,19.71,19.0,24.1003,19.566,18.0462,DOWN,0
2001-05-07,19.25,19.89,24.0851,19.576,17.9199,UP,1
2001-05-08,19.34,20.05,24.0693,19.494,17.8017,UP,1
2001-05-09,20.41,19.15,24.0661,19.616,17.7724,DOWN,0
2001-05-10,20.0,20.6,24.0534,19.742,17.7174,DOWN,0
2001-05-11,19.81,20.6,24.0339,19.762,17.6736,DOWN,0
2001-05-14,19.64,21.215,24.0221,19.84,17.6564,UP,1
2001-05-15,19.8,19.9,24.0208,19.932,17.6337,UP,1
2001-05-16,20.0,20.045,24.0215,19.85,17.6211,UP,1
2001-05-17,20.65,20.25,24.0247,19.98,17.6354,UP,1
2001-05-18,22.9,20.835,24.0417,20.598,17.6934,UP,1
2001-05-21,25.15,24.45,24.0693,21.7,17.8089,UP,1
2001-05-22,25.25,26.19,24.0906,22.79,17.9664,DOWN,0
2001-05-23,23.5,24.36,24.1076,23.49,18.0626,UP,1
2001-05-24,26.9,23.48,24.141,24.74,18.2581,DOWN,0
2001-05-25,25.6,26.39,24.1706,25.28,18.4189,DOWN,0
2001-05-29,25.25,25.305,24.1961,25.3,18.5676,DOWN,0
2001-05-30,25.0,24.99,24.222,25.25,18.7276,DOWN,0
2001-05-31,24.78,25.25,24.24,25.506,18.897,UP,1
2001-06-01,25.4,24.84,24.262,25.206,19.0875,UP,1
2001-06-04,25.76,26.245,24.285,25.238,19.2652,DOWN,0
2001-06-05,25.3,25.865,24.3043,25.248,19.4437,DOWN,0
2001-06-06,23.17,24.87,24.3076,24.882,19.5946,UP,1
2001-06-07,24.56,23.65,24.3154,24.838,19.7483,DOWN,0
2001-06-08,23.75,24.9,24.319,24.508,19.9083,DOWN,0
2001-06-11,23.48,24.1,24.3153,24.052,20.0716,DOWN,0
2001-06-12,22.95,23.49,24.2923,23.582,20.2156,UP,1
2001-06-13,23.6,23.335,24.2712,23.668,20.3776,DOWN,0
2001-06-14,22.49,23.28,24.253,23.254,20.5637,UP,1
2001-06-15,22.6,21.84,24.2304,23.024,20.7844,UP,1
2001-06-18,23.19,22.7,24.1967,22.966,21.0182,DOWN,0
2001-06-19,23.0,23.6,24.1607,22.976,21.237,UP,1
2001-06-20,23.86,23.29,24.1235,23.028,21.4552,UP,1
2001-06-21,24.51,23.65,24.096,23.432,21.6434,DOWN,0
2001-06-22,24.12,24.5,24.0766,23.736,21.8402,DOWN,0
2001-06-25,23.65,24.0,24.058,23.828,21.9774,UP,1
2001-06-26,23.75,24.15,24.0364,23.978,22.0724,DOWN,0
2001-06-27,22.6,24.2,24.0066,23.726,22.1444,UP,1
2001-06-28,23.2,23.4,23.9823,23.464,22.2264,UP,1
2001-06-29,23.58,23.93,23.9618,23.356,22.314,DOWN,0
2001-07-02,23.48,23.58,23.9385,23.322,22.3836,UP,1
2001-07-03,26.66,25.57,23.9362,23.904,22.5128,DOWN,0
2001-07-05,26.24,28.11,23.9287,24.632,22.649,DOWN,0
2001-07-06,23.9,25.1,23.9052,24.772,22.7444,UP,1
2001-07-09,24.3,24.06,23.8769,24.916,22.864,DOWN,0
2001-07-10,22.99,24.42,23.8381,24.818,22.943,DOWN,0
2001-07-11,22.1,22.5,23.795,23.906,23.001,DOWN,0
2001-07-12,20.9,22.46,23.7382,22.838,23.024,DOWN,0
2001-07-13,19.77,21.0,23.6835,22.012,23.0234,DOWN,0
2001-07-16,18.95,19.61,23.6207,20.942,23.015,UP,1
2001-07-17,19.85,19.16,23.5551,20.314,23.0178,DOWN,0
