ticker,ABMD US Equity,ABMD US Equity,ABMD US Equity,ABMD US Equity,ABMD US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-10-27,8.96,9.1,5.2897,8.952,7.3533,UP,1
2003-10-28,9.17,9.19,5.3147,8.966,7.4283,DOWN,0
2003-10-29,8.98,9.041,5.3386,8.982,7.5003,UP,1
2003-10-30,9.03,9.14,5.3622,9.038,7.5759,DOWN,0
2003-10-31,8.9,9.01,5.3859,9.008,7.6477,UP,1
2003-11-03,8.99,9.0,5.4098,9.014,7.7253,DOWN,0
2003-11-04,8.91,9.0,5.4343,8.962,7.8027,DOWN,0
2003-11-05,8.77,8.805,5.4581,8.92,7.8769,DOWN,0
2003-11-06,8.59,8.71,5.4793,8.832,7.9467,DOWN,0
2003-11-07,8.3,8.64,5.4959,8.712,8.0081,DOWN,0
2003-11-10,7.62,7.88,5.5082,8.438,8.0547,DOWN,0
2003-11-11,7.44,7.51,5.5199,8.144,8.0791,UP,1
2003-11-12,7.5,7.48,5.5321,7.89,8.1092,UP,1
2003-11-13,7.64,7.25,5.5446,7.7,8.1418,DOWN,0
2003-11-14,7.499,7.64,5.5571,7.5398,8.1678,UP,1
2003-11-17,7.55,7.31,5.5698,7.5258,8.194,DOWN,0
2003-11-18,7.45,7.74,5.5828,7.5278,8.2062,UP,1
2003-11-19,7.47,7.15,5.5961,7.5218,8.2224,DOWN,0
2003-11-20,7.39,7.25,5.6105,7.4718,8.2405,UP,1
2003-11-21,7.6,7.4,5.6251,7.492,8.2575,DOWN,0
2003-11-24,7.24,7.1,5.6421,7.43,8.2629,UP,1
2003-11-25,7.47,7.2,5.659,7.434,8.2685,DOWN,0
2003-11-26,7.29,7.12,5.6762,7.398,8.2765,UP,1
2003-11-28,7.36,7.5,5.6941,7.392,8.2865,UP,1
2003-12-01,8.5,7.38,5.7177,7.572,8.3167,DOWN,0
2003-12-02,8.35,8.56,5.7392,7.794,8.3447,DOWN,0
2003-12-03,8.19,8.39,5.7597,7.938,8.3725,DOWN,0
2003-12-04,8.17,8.4,5.7805,8.114,8.3991,DOWN,0
2003-12-05,8.1,8.35,5.8018,8.262,8.3871,DOWN,0
2003-12-08,7.91,8.0,5.8226,8.144,8.3784,DOWN,0
2003-12-09,7.6,7.9,5.8421,7.994,8.3554,DOWN,0
2003-12-10,7.36,7.57,5.8608,7.828,8.3304,UP,1
2003-12-11,7.52,7.37,5.8794,7.698,8.3018,UP,1
2003-12-12,7.538,7.46,5.8986,7.5856,8.274,DOWN,0
2003-12-15,7.45,7.65,5.9171,7.4936,8.2512,DOWN,0
2003-12-16,7.25,7.26,5.9352,7.4236,8.2236,DOWN,0
2003-12-17,7.19,7.12,5.9533,7.3896,8.1904,DOWN,0
2003-12-18,7.09,7.14,5.9707,7.3036,8.155,UP,1
2003-12-19,7.11,7.01,5.9888,7.218,8.1272,DOWN,0
2003-12-22,7.03,6.9,6.0062,7.134,8.0954,DOWN,0
2003-12-23,6.9,7.03,6.0225,7.064,8.0566,UP,1
2003-12-24,6.98,6.9,6.0379,7.022,8.019,UP,1
2003-12-26,6.99,6.88,6.0537,7.002,7.9807,UP,1
2003-12-29,7.0,7.01,6.0698,6.98,7.9399,UP,1
2003-12-30,7.01,6.69,6.0852,6.976,7.9023,DOWN,0
2003-12-31,6.99,6.91,6.1,6.994,7.8629,UP,1
2004-01-02,7.0,7.0,6.116,6.998,7.8209,DOWN,0
2004-01-05,6.91,7.0,6.1306,6.982,7.7811,UP,1
2004-01-06,6.99,6.88,6.1452,6.98,7.7459,UP,1
2004-01-07,7.16,7.0,6.1617,7.01,7.7081,UP,1
2004-01-08,7.29,7.21,6.1771,7.07,7.6747,UP,1
2004-01-09,7.3,7.35,6.1931,7.13,7.6373,DOWN,0
2004-01-12,7.22,7.08,6.2087,7.192,7.6021,DOWN,0
2004-01-13,7.12,7.15,6.2238,7.218,7.5639,UP,1
2004-01-14,7.29,7.48,6.2408,7.244,7.5317,DOWN,0
2004-01-15,7.22,7.15,6.2574,7.23,7.4963,UP,1
2004-01-16,7.47,7.3,6.2757,7.264,7.4675,UP,1
2004-01-20,7.91,7.15,6.2957,7.402,7.4503,UP,1
2004-01-21,7.92,7.999,6.3163,7.562,7.4369,UP,1
2004-01-22,8.34,7.73,6.339,7.772,7.4377,DOWN,0
2004-01-23,8.14,8.41,6.361,7.956,7.4481,UP,1
2004-01-26,8.34,8.153,6.3846,8.13,7.4661,DOWN,0
2004-01-27,8.24,8.1,6.408,8.196,7.4809,DOWN,0
2004-01-28,7.56,8.35,6.4286,8.124,7.4793,UP,1
2004-01-29,7.95,7.6,6.4514,8.046,7.4884,DOWN,0
2004-01-30,7.75,7.95,6.4733,7.968,7.4924,DOWN,0
2004-02-02,7.6,7.73,6.4945,7.82,7.4954,DOWN,0
2004-02-03,7.27,7.56,6.5141,7.626,7.4914,DOWN,0
2004-02-04,7.02,7.287,6.5327,7.518,7.484,DOWN,0
2004-02-05,6.69,7.0,6.5491,7.266,7.4658,UP,1
2004-02-06,7.17,6.85,6.5677,7.15,7.4644,DOWN,0
2004-02-09,7.02,7.19,6.5859,7.034,7.4554,UP,1
2004-02-10,7.36,7.11,6.6061,7.052,7.4568,UP,1
2004-02-11,7.38,7.4,6.6271,7.124,7.4572,UP,1
2004-02-12,7.54,7.21,6.6455,7.294,7.438,DOWN,0
2004-02-13,7.34,7.52,6.662,7.328,7.4178,UP,1
2004-02-17,7.4,7.3,6.6777,7.404,7.402,DOWN,0
2004-02-18,7.0,7.3,6.692,7.332,7.3786,UP,1
2004-02-19,7.18,7.15,6.7069,7.292,7.3602,DOWN,0
2004-02-20,6.9,7.05,6.7217,7.164,7.34,UP,1
2004-02-23,7.17,7.01,6.7378,7.13,7.3314,DOWN,0
2004-02-24,7.17,7.31,6.7544,7.084,7.3276,DOWN,0
2004-02-25,7.052,7.15,6.7709,7.0944,7.3182,DOWN,0
2004-02-26,7.05,7.0,6.7871,7.0684,7.3084,DOWN,0
2004-02-27,6.91,7.0,6.803,7.0704,7.2976,UP,1
2004-03-01,7.29,6.92,6.8212,7.0944,7.2984,DOWN,0
2004-03-02,7.16,7.29,6.8371,7.0924,7.2978,UP,1
2004-03-03,7.65,7.3,6.852,7.212,7.309,UP,1
2004-03-04,7.72,7.87,6.8673,7.346,7.3212,UP,1
2004-03-05,7.75,7.74,6.883,7.514,7.3356,DOWN,0
2004-03-08,7.64,7.67,6.8976,7.584,7.3504,DOWN,0
2004-03-09,7.48,7.51,6.9121,7.648,7.3604,DOWN,0
2004-03-10,7.32,7.74,6.9263,7.582,7.367,DOWN,0
2004-03-11,7.29,7.25,6.9405,7.496,7.3728,DOWN,0
2004-03-12,7.28,7.25,6.9523,7.402,7.3782,UP,1
2004-03-15,7.39,7.2,6.9652,7.352,7.3862,UP,1
2004-03-16,7.46,7.44,6.9776,7.348,7.3954,UP,1
2004-03-17,7.47,7.5,6.9855,7.378,7.4066,UP,1
2004-03-18,7.55,7.57,6.9886,7.43,7.4178,UP,1
2004-03-19,7.81,7.4,6.9944,7.536,7.4308,DOWN,0
2004-03-22,7.79,7.75,6.9994,7.616,7.4408,UP,1
2004-03-23,8.1,7.65,7.0086,7.744,7.4568,DOWN,0
2004-03-24,8.09,8.39,7.0187,7.868,7.4742,DOWN,0
2004-03-25,7.96,8.0,7.0267,7.95,7.491,UP,1
2004-03-26,8.05,7.81,7.0352,7.998,7.5062,UP,1
2004-03-29,8.25,8.16,7.0451,8.09,7.5268,DOWN,0
2004-03-30,8.19,8.38,7.055,8.108,7.5412,DOWN,0
2004-03-31,8.19,8.23,7.0652,8.128,7.5468,UP,1
2004-04-01,8.3,8.21,7.0759,8.196,7.5544,DOWN,0
2004-04-02,8.14,8.05,7.087,8.214,7.5504,UP,1
2004-04-05,9.05,7.99,7.1043,8.374,7.5686,UP,1
2004-04-06,9.82,9.15,7.1264,8.7,7.5982,DOWN,0
2004-04-07,9.81,10.01,7.1499,9.024,7.6296,DOWN,0
2004-04-08,9.55,9.8,7.1717,9.274,7.6694,UP,1
2004-04-12,9.68,9.82,7.1946,9.582,7.704,DOWN,0
2004-04-13,9.67,9.8,7.2159,9.706,7.7424,UP,1
2004-04-14,10.25,9.56,7.2397,9.792,7.7954,UP,1
2004-04-15,10.36,10.05,7.2651,9.902,7.8572,UP,1
2004-04-16,11.29,10.24,7.295,10.25,7.9426,UP,1
2004-04-19,11.668,11.37,7.3269,10.6476,8.0422,UP,1
2004-04-20,12.19,11.52,7.3626,11.1516,8.1426,UP,1
2004-04-21,12.49,12.15,7.3986,11.5996,8.252,UP,1
2004-04-22,12.9,12.3,7.437,12.1076,8.3628,DOWN,0
2004-04-23,12.79,12.95,7.4752,12.4076,8.471,UP,1
2004-04-26,13.31,12.45,7.5153,12.736,8.5864,UP,1
2004-04-27,13.39,13.69,7.5552,12.976,8.7074,DOWN,0
2004-04-28,13.15,13.24,7.5928,13.108,8.8224,DOWN,0
2004-04-29,11.75,12.96,7.6208,12.878,8.9174,DOWN,0
2004-04-30,11.43,11.72,7.6502,12.606,9.0024,UP,1
2004-05-03,11.82,11.44,7.6816,12.308,9.1008,UP,1
2004-05-04,12.0,11.99,7.7141,12.03,9.1974,UP,1
2004-05-05,12.99,11.8,7.7503,11.998,9.3138,DOWN,0
2004-05-06,12.17,13.0,7.7828,12.082,9.4162,UP,1
2004-05-07,12.3,12.35,7.8161,12.256,9.5212,DOWN,0
2004-05-10,11.48,12.3,7.8447,12.188,9.6126,UP,1
2004-05-11,12.08,11.73,7.8772,12.204,9.7084,DOWN,0
2004-05-12,11.632,12.0,7.9091,11.9324,9.7978,UP,1
2004-05-13,11.66,11.46,7.9399,11.8304,9.878,DOWN,0
2004-05-14,11.2,11.8,7.9681,11.6104,9.9476,DOWN,0
2004-05-17,10.89,11.07,7.9944,11.4924,10.0104,UP,1
2004-05-18,11.03,10.98,8.0232,11.2824,10.0782,DOWN,0
2004-05-19,10.42,11.39,8.0491,11.04,10.137,UP,1
2004-05-20,10.75,10.57,8.0769,10.858,10.2056,DOWN,0
2004-05-21,10.73,10.99,8.1047,10.764,10.2744,UP,1
2004-05-24,11.95,11.9,8.1385,10.976,10.3678,DOWN,0
2004-05-25,11.9,12.03,8.1726,11.15,10.458,UP,1
2004-05-26,11.99,11.74,8.2062,11.464,10.5486,UP,1
2004-05-27,13.0,12.07,8.2447,11.914,10.6592,DOWN,0
2004-05-28,12.35,12.69,8.2807,12.238,10.7552,UP,1
2004-06-01,12.99,12.6,8.3191,12.446,10.8588,DOWN,0
2004-06-02,12.81,13.0,8.357,12.628,10.9592,DOWN,0
2004-06-03,12.59,12.9,8.3929,12.748,11.049,UP,1
2004-06-04,12.69,12.5,8.4294,12.686,11.141,DOWN,0
2004-06-07,12.69,12.64,8.4666,12.754,11.2356,DOWN,0
2004-06-08,12.51,12.75,8.5026,12.658,11.3248,UP,1
2004-06-09,12.62,12.55,8.5402,12.62,11.4122,UP,1
2004-06-10,12.98,12.53,8.5799,12.698,11.508,DOWN,0
2004-06-14,12.94,13.15,8.6193,12.748,11.603,DOWN,0
2004-06-15,12.6,12.76,8.6568,12.73,11.689,DOWN,0
2004-06-16,12.4,12.38,8.6926,12.708,11.7742,UP,1
2004-06-17,12.83,12.33,8.7303,12.75,11.8498,DOWN,0
2004-06-18,12.7,12.7,8.7627,12.694,11.9074,UP,1
2004-06-21,12.8,12.8,8.7967,12.666,11.9672,UP,1
2004-06-22,12.89,12.94,8.8311,12.724,12.034,UP,1
2004-06-23,13.03,13.0,8.8653,12.85,12.101,UP,1
2004-06-24,13.54,12.78,8.9018,12.992,12.1784,UP,1
2004-06-25,13.91,13.55,8.9371,13.234,12.2516,UP,1
2004-06-28,14.08,14.0,8.9742,13.49,12.326,DOWN,0
2004-06-29,13.55,14.09,9.0096,13.622,12.3712,DOWN,0
2004-06-30,12.58,13.55,9.0387,13.532,12.3894,DOWN,0
2004-07-01,12.3,12.42,9.0654,13.284,12.3916,DOWN,0
2004-07-02,12.06,11.25,9.0897,12.914,12.383,UP,1
2004-07-06,12.07,11.91,9.1156,12.512,12.3664,DOWN,0
2004-07-07,12.01,11.86,9.1414,12.204,12.3508,DOWN,0
2004-07-08,11.5,11.78,9.1639,11.988,12.3146,UP,1
2004-07-09,11.51,11.22,9.1867,11.83,12.277,DOWN,0
2004-07-12,10.78,11.55,9.2066,11.574,12.2296,DOWN,0
2004-07-13,10.5,10.57,9.2249,11.26,12.2046,UP,1
2004-07-14,10.82,10.39,9.2355,11.022,12.1924,DOWN,0
2004-07-15,10.53,10.63,9.2465,10.828,12.1666,DOWN,0
2004-07-16,10.34,10.65,9.2544,10.594,12.1334,UP,1
2004-07-19,10.86,10.16,9.2657,10.61,12.0908,UP,1
2004-07-20,10.88,10.92,9.2753,10.686,12.065,DOWN,0
2004-07-21,10.1,10.71,9.2812,10.542,12.021,DOWN,0
2004-07-22,10.02,10.21,9.2883,10.44,11.9918,DOWN,0
2004-07-23,9.04,10.14,9.2904,10.18,11.931,UP,1
2004-07-26,9.16,9.04,9.2919,9.84,11.8816,UP,1
2004-07-27,9.77,9.1,9.2965,9.618,11.8438,DOWN,0
2004-07-28,9.44,9.72,9.3012,9.486,11.8086,UP,1
2004-07-29,9.91,9.39,9.3076,9.464,11.789,UP,1
2004-07-30,10.8,10.02,9.3174,9.816,11.7844,DOWN,0
2004-08-02,10.5,10.13,9.3256,10.084,11.786,UP,1
2004-08-03,10.68,10.6,9.3345,10.266,11.7846,DOWN,0
2004-08-04,10.52,10.52,9.3419,10.482,11.7804,UP,1
2004-08-05,10.72,10.51,9.351,10.644,11.7558,DOWN,0
2004-08-06,10.51,10.43,9.3588,10.586,11.728,DOWN,0
2004-08-09,10.09,10.68,9.3637,10.504,11.69,UP,1
2004-08-10,10.77,10.0,9.3731,10.522,11.6454,DOWN,0
2004-08-11,10.41,10.43,9.3814,10.5,11.6066,DOWN,0
2004-08-12,10.05,10.22,9.3864,10.366,11.5478,DOWN,0
2004-08-13,9.85,10.27,9.3908,10.234,11.4886,DOWN,0
2004-08-16,9.81,9.85,9.394,10.178,11.433,UP,1
2004-08-17,9.83,10.32,9.3983,9.99,11.3758,UP,1
2004-08-18,9.95,9.51,9.4029,9.898,11.321,DOWN,0
2004-08-19,9.68,10.06,9.4068,9.824,11.2644,DOWN,0
2004-08-20,9.67,9.62,9.4102,9.788,11.2054,UP,1
2004-08-23,9.77,9.68,9.4145,9.78,11.1412,UP,1
2004-08-24,9.95,10.12,9.4204,9.804,11.0814,UP,1
2004-08-25,10.15,10.08,9.4282,9.844,11.0324,UP,1
2004-08-26,10.22,10.05,9.4378,9.952,10.9888,DOWN,0
2004-08-27,10.2,10.39,9.4507,10.058,10.9362,DOWN,0
2004-08-30,9.57,10.13,9.4613,10.018,10.8736,UP,1
2004-08-31,9.74,9.86,9.4725,9.976,10.8124,UP,1
2004-09-01,10.05,9.74,9.4846,9.956,10.7556,UP,1
2004-09-02,10.43,10.12,9.4993,9.998,10.7036,DOWN,0
2004-09-03,10.21,10.59,9.5126,10.0,10.637,DOWN,0
2004-09-07,9.8,10.37,9.5243,10.046,10.5548,UP,1
2004-09-08,9.91,9.9,9.5365,10.08,10.4714,UP,1
2004-09-09,10.05,10.0,9.5498,10.08,10.4014,UP,1
2004-09-10,10.75,10.25,9.5656,10.144,10.3648,UP,1
2004-09-13,11.03,10.73,9.5845,10.308,10.3394,UP,1
2004-09-14,11.05,11.1,9.6024,10.558,10.3192,DOWN,0
2004-09-15,10.88,11.17,9.6204,10.752,10.2954,DOWN,0
2004-09-16,10.78,10.97,9.6375,10.898,10.2708,DOWN,0
2004-09-17,10.69,10.95,9.6484,10.886,10.2546,DOWN,0
2004-09-20,10.51,10.55,9.6592,10.782,10.2346,DOWN,0
2004-09-21,10.29,10.45,9.6697,10.63,10.2248,DOWN,0
2004-09-22,10.07,10.4,9.6792,10.468,10.2162,DOWN,0
2004-09-23,9.94,9.87,9.6884,10.3,10.1986,DOWN,0
2004-09-24,9.94,10.085,9.6986,10.15,10.1868,DOWN,0
2004-09-27,8.72,9.87,9.7042,9.792,10.1544,UP,1
2004-09-28,9.01,8.9,9.7124,9.536,10.1174,UP,1
2004-09-29,9.24,9.19,9.721,9.37,10.0846,DOWN,0
2004-09-30,8.85,9.28,9.7276,9.152,10.0596,UP,1
2004-10-01,9.32,9.17,9.7369,9.028,10.0456,UP,1
2004-10-04,9.84,9.32,9.7499,9.252,10.0616,DOWN,0
2004-10-05,9.83,9.8,9.7631,9.416,10.075,UP,1
2004-10-06,9.86,9.83,9.7769,9.54,10.0768,DOWN,0
2004-10-07,9.6,9.87,9.7894,9.69,10.08,UP,1
2004-10-08,9.61,9.7,9.8023,9.748,10.074,DOWN,0
2004-10-11,9.48,9.74,9.8152,9.676,10.0476,UP,1
2004-10-12,9.55,9.34,9.828,9.62,10.0286,DOWN,0
2004-10-13,9.33,9.5,9.8397,9.514,10.0016,DOWN,0
2004-10-14,9.11,9.3,9.8503,9.416,9.9734,UP,1
2004-10-15,9.13,9.04,9.8609,9.32,9.9416,UP,1
2004-10-18,9.14,9.01,9.8716,9.252,9.9142,DOWN,0
2004-10-19,9.0,9.38,9.8816,9.142,9.8924,UP,1
2004-10-20,9.09,9.0,9.8925,9.094,9.8588,UP,1
2004-10-21,9.19,9.035,9.9035,9.11,9.8344,UP,1
2004-10-22,9.31,9.04,9.9143,9.146,9.8196,UP,1
2004-10-25,9.45,9.42,9.9251,9.208,9.8116,UP,1
2004-10-26,10.85,9.56,9.9428,9.578,9.8324,UP,1
2004-10-27,11.69,11.0,9.9652,10.098,9.8696,DOWN,0
2004-10-28,11.51,11.79,9.9871,10.562,9.9008,DOWN,0
2004-10-29,11.315,11.74,10.0072,10.963,9.9335,UP,1
2004-11-01,12.83,11.3,10.0353,11.639,9.9967,UP,1
2004-11-02,13.18,12.64,10.0638,12.105,10.0649,UP,1
2004-11-03,13.93,13.4,10.0939,12.553,10.1445,UP,1
2004-11-04,14.35,13.89,10.1261,13.121,10.2285,UP,1
2004-11-05,14.7,14.3,10.1579,13.798,10.3181,UP,1
2004-11-08,14.93,14.74,10.1918,14.218,10.4127,UP,1
2004-11-09,15.27,14.89,10.2265,14.636,10.5267,UP,1
2004-11-10,15.42,15.25,10.2624,14.934,10.6403,UP,1
2004-11-11,15.62,15.41,10.3027,15.188,10.7517,UP,1
2004-11-12,15.96,15.34,10.3427,15.44,10.8623,DOWN,0
2004-11-15,15.64,15.81,10.3822,15.582,10.9709,UP,1
2004-11-16,15.77,15.5,10.423,15.682,11.0903,UP,1
2004-11-17,17.48,15.77,10.4741,16.094,11.2417,DOWN,0
2004-11-18,16.64,17.1,10.5222,16.298,11.3735,DOWN,0
2004-11-19,15.85,16.3,10.568,16.276,11.4755,DOWN,0
2004-11-22,14.94,15.31,10.6068,16.136,11.5537,UP,1
2004-11-23,15.03,15.05,10.6469,15.988,11.6333,UP,1
2004-11-24,15.13,15.1,10.6857,15.518,11.7183,UP,1
2004-11-26,15.4,15.14,10.7258,15.27,11.8107,DOWN,0
2004-11-29,15.31,15.6,10.7647,15.162,11.9031,DOWN,0
2004-11-30,15.18,15.17,10.8039,15.21,11.9965,UP,1
2004-12-01,15.26,15.26,10.8432,15.256,12.0959,UP,1
2004-12-02,15.35,14.88,10.8849,15.3,12.2015,DOWN,0
2004-12-03,14.86,15.19,10.9233,15.192,12.2999,DOWN,0
2004-12-06,14.75,14.76,10.9626,15.08,12.3961,DOWN,0
2004-12-07,14.14,14.55,10.9974,14.872,12.5045,UP,1
2004-12-08,14.2,13.98,11.0326,14.66,12.6083,DOWN,0
2004-12-09,14.03,13.96,11.0675,14.396,12.7041,DOWN,0
2004-12-10,13.95,14.2,11.102,14.214,12.8061,DOWN,0
2004-12-13,13.65,13.99,11.1357,13.994,12.8927,UP,1
2004-12-14,13.89,13.66,11.1687,13.944,12.9737,UP,1
2004-12-15,14.18,14.0,11.2038,13.94,13.0607,DOWN,0
2004-12-16,14.02,14.12,11.2356,13.938,13.1439,UP,1
2004-12-17,14.44,14.16,11.2692,14.036,13.2407,DOWN,0
2004-12-20,13.75,14.3,11.2992,14.056,13.3235,DOWN,0
2004-12-21,13.73,13.56,11.3297,14.024,13.4085,DOWN,0
2004-12-22,13.66,13.65,11.3606,13.92,13.4907,UP,1
2004-12-23,13.68,13.55,11.3924,13.852,13.5777,UP,1
2004-12-27,13.82,13.88,11.425,13.728,13.6719,DOWN,0
2004-12-28,13.74,13.77,11.4573,13.726,13.7641,UP,1
2004-12-29,14.7,13.57,11.4939,13.92,13.8753,UP,1
2004-12-30,15.23,14.93,11.5327,14.234,13.9999,UP,1
2004-12-31,15.44,15.43,11.5726,14.586,14.1269,DOWN,0
2005-01-03,15.01,15.87,11.6099,14.824,14.2433,DOWN,0
2005-01-04,14.98,15.18,11.6457,15.072,14.3567,DOWN,0
2005-01-05,14.69,14.75,11.6802,15.07,14.4615,DOWN,0
2005-01-06,14.52,14.49,11.7123,14.928,14.5349,DOWN,0
2005-01-07,14.29,14.56,11.7433,14.698,14.5869,UP,1
2005-01-10,14.42,14.3,11.7756,14.58,14.6451,DOWN,0
2005-01-11,14.31,14.32,11.8069,14.446,14.705,DOWN,0
2005-01-12,14.17,14.37,11.8365,14.342,14.7318,DOWN,0
2005-01-13,12.45,11.7,11.8578,13.928,14.7172,DOWN,0
2005-01-14,12.05,12.27,11.8771,13.48,14.6796,DOWN,0
2005-01-18,11.87,11.97,11.895,12.97,14.63,UP,1
2005-01-19,11.97,12.02,11.9141,12.502,14.5754,DOWN,0
2005-01-20,11.41,11.75,11.9259,11.95,14.505,DOWN,0
2005-01-21,11.16,11.63,11.9326,11.692,14.4228,DOWN,0
2005-01-24,11.06,11.04,11.9389,11.494,14.3356,UP,1
2005-01-25,11.2,11.49,11.9471,11.36,14.2472,DOWN,0
2005-01-26,11.1,11.14,11.9542,11.186,14.15,UP,1
2005-01-27,11.57,11.15,11.9637,11.218,14.0686,DOWN,0
2005-01-28,11.43,11.83,11.9696,11.272,13.9818,UP,1
2005-01-31,11.88,11.84,11.9772,11.436,13.8698,DOWN,0
2005-02-01,11.58,11.94,11.9787,11.512,13.7686,DOWN,0
2005-02-02,11.12,11.269,11.9759,11.516,13.674,UP,1
2005-02-03,11.16,11.12,11.9708,11.434,13.5984,UP,1
2005-02-04,11.32,11.24,11.9649,11.412,13.5242,DOWN,0
2005-02-07,10.97,11.32,11.9553,11.23,13.441,DOWN,0
2005-02-08,10.88,10.87,11.9457,11.09,13.3506,DOWN,0
2005-02-09,10.72,10.85,11.9328,11.01,13.2588,DOWN,0
2005-02-10,10.3,10.9,11.9173,10.838,13.1612,UP,1
2005-02-11,10.75,10.21,11.9053,10.724,13.071,DOWN,0
2005-02-14,10.25,10.83,11.8978,10.58,12.969,UP,1
2005-02-15,10.29,10.63,11.8921,10.462,12.8776,UP,1
2005-02-16,10.41,10.02,11.8851,10.4,12.7908,DOWN,0
2005-02-17,10.02,10.42,11.8752,10.344,12.7084,UP,1
2005-02-18,10.05,10.13,11.8605,10.204,12.6254,UP,1
2005-02-22,10.08,10.0,11.85,10.17,12.5464,DOWN,0
2005-02-23,10.0,10.26,11.8385,10.112,12.4674,UP,1
2005-02-24,10.24,9.98,11.8323,10.078,12.3992,UP,1
2005-02-25,10.89,10.05,11.8264,10.252,12.3392,DOWN,0
2005-02-28,10.7,10.92,11.8217,10.382,12.2696,UP,1
2005-03-01,10.8,10.5,11.8174,10.526,12.2052,DOWN,0
2005-03-02,10.66,10.7,11.8147,10.658,12.1296,UP,1
2005-03-03,10.71,10.65,11.8138,10.752,12.0688,UP,1
2005-03-04,11.12,10.85,11.8143,10.798,12.0166,UP,1
2005-03-07,11.18,11.37,11.8181,10.894,11.967,UP,1
2005-03-08,11.2,11.15,11.8203,10.974,11.9174,DOWN,0
2005-03-09,10.95,11.01,11.8214,11.032,11.86,UP,1
2005-03-10,11.07,10.95,11.817,11.104,11.8066,UP,1
2005-03-11,11.12,11.1,11.8131,11.104,11.735,UP,1
2005-03-14,11.3,10.94,11.8097,11.128,11.6564,DOWN,0
2005-03-15,11.19,11.32,11.8006,11.126,11.5714,DOWN,0
2005-03-16,10.83,11.17,11.793,11.102,11.4878,DOWN,0
2005-03-17,10.56,10.76,11.7809,11.0,11.3994,DOWN,0
2005-03-18,10.37,10.6,11.7687,10.85,11.313,UP,1
2005-03-21,10.47,10.46,11.7581,10.684,11.232,DOWN,0
2005-03-22,10.33,10.55,11.7463,10.512,11.1528,DOWN,0
2005-03-23,10.17,10.43,11.7337,10.38,11.0678,UP,1
2005-03-24,10.51,10.17,11.7237,10.37,10.9918,DOWN,0
2005-03-28,10.4,10.51,11.7126,10.376,10.9164,UP,1
2005-03-29,10.56,10.48,11.7005,10.394,10.8786,UP,1
2005-03-30,10.74,10.4,11.6895,10.476,10.8524,DOWN,0
2005-03-31,10.58,10.73,11.6794,10.558,10.8266,UP,1
2005-04-01,10.6,10.79,11.6704,10.576,10.7992,DOWN,0
2005-04-04,10.57,10.73,11.6591,10.61,10.7824,UP,1
2005-04-05,10.71,10.55,11.6491,10.64,10.7734,UP,1
2005-04-06,11.23,10.83,11.6413,10.738,10.7768,UP,1
2005-04-07,11.28,11.17,11.6332,10.878,10.7784,UP,1
2005-04-08,11.51,11.56,11.6256,11.06,10.7866,DOWN,0
2005-04-11,11.15,11.5,11.6137,11.176,10.7782,DOWN,0
2005-04-12,10.98,10.97,11.599,11.23,10.7692,DOWN,0
2005-04-13,10.98,11.33,11.5835,11.18,10.7512,UP,1
2005-04-14,11.05,11.04,11.571,11.134,10.7406,DOWN,0
2005-04-15,10.76,11.13,11.5619,10.984,10.7334,UP,1
2005-04-18,10.96,10.87,11.5552,10.946,10.7294,UP,1
2005-04-19,11.1,11.07,11.5504,10.97,10.725,DOWN,0
2005-04-20,10.62,11.15,11.5432,10.898,10.718,UP,1
2005-04-21,11.1,10.86,11.5386,10.908,10.7224,DOWN,0
2005-04-22,10.53,11.21,11.5338,10.862,10.7186,UP,1
2005-04-25,10.69,10.7,11.5297,10.808,10.7264,DOWN,0
2005-04-26,10.65,10.44,11.529,10.718,10.7244,UP,1
2005-04-27,10.73,10.57,11.5302,10.74,10.734,DOWN,0
2005-04-28,10.15,10.7,11.5268,10.55,10.7312,DOWN,0
2005-04-29,10.15,10.34,11.5249,10.474,10.726,DOWN,0
2005-05-02,9.52,10.2,11.5208,10.24,10.716,UP,1
2005-05-03,9.6,9.5,11.5145,10.03,10.707,DOWN,0
2005-05-04,9.6,9.72,11.5081,9.804,10.6974,DOWN,0
2005-05-05,9.52,9.51,11.5052,9.678,10.6878,DOWN,0
2005-05-06,9.47,9.57,11.5025,9.542,10.6724,DOWN,0
2005-05-09,9.44,9.38,11.5045,9.526,10.6434,DOWN,0
2005-05-10,9.35,9.28,11.5054,9.476,10.6164,DOWN,0
2005-05-11,9.27,9.26,11.5029,9.41,10.5858,DOWN,0
2005-05-12,9.13,9.34,11.5014,9.332,10.5552,DOWN,0
2005-05-13,8.92,9.05,11.4964,9.222,10.5194,UP,1
2005-05-16,9.26,8.94,11.4887,9.186,10.4822,UP,1
2005-05-17,9.45,9.28,11.4835,9.206,10.4476,UP,1
2005-05-18,9.97,9.62,11.4799,9.346,10.423,UP,1
2005-05-19,10.25,10.0,11.4786,9.57,10.409,UP,1
2005-05-20,10.28,10.35,11.4764,9.842,10.3932,DOWN,0
2005-05-23,9.99,10.28,11.4738,9.988,10.3706,UP,1
2005-05-24,10.16,10.0,11.4741,10.13,10.3478,UP,1
2005-05-25,10.17,10.15,11.4711,10.17,10.3274,UP,1
