ticker,IRM US Equity,IRM US Equity,IRM US Equity,IRM US Equity,IRM US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-07-31,13.9317,14.6549,13.3124,14.7775,14.7101,DOWN,0
2003-08-01,13.6538,13.8936,13.3325,14.5072,14.6969,UP,1
2003-08-04,13.7985,13.7033,13.3543,14.2476,14.6762,UP,1
2003-08-05,13.8365,13.8365,13.3746,14.0246,14.6551,UP,1
2003-08-06,14.084,13.8365,13.3962,13.8609,14.6394,DOWN,0
2003-08-07,14.0725,14.0459,13.4166,13.8891,14.6228,DOWN,0
2003-08-08,13.9355,14.0269,13.4363,13.9454,14.6048,UP,1
2003-08-11,14.004,13.9393,13.4557,13.9865,14.5842,UP,1
2003-08-12,14.0801,14.004,13.4756,14.0352,14.5665,UP,1
2003-08-13,14.1106,14.0916,13.4946,14.0406,14.5505,UP,1
2003-08-14,14.221,14.0345,13.5153,14.0703,14.5317,UP,1
2003-08-15,14.4075,14.221,13.5376,14.1647,14.5177,DOWN,0
2003-08-18,14.2743,14.4075,13.5585,14.2187,14.5056,DOWN,0
2003-08-19,14.2743,14.2743,13.5762,14.2575,14.4958,DOWN,0
2003-08-20,14.2552,14.2743,13.5919,14.2865,14.4841,UP,1
2003-08-21,14.2857,14.3123,13.6075,14.2994,14.4729,DOWN,0
2003-08-22,14.2362,14.3123,13.6224,14.2651,14.4596,DOWN,0
2003-08-25,14.0801,14.2362,13.6351,14.2263,14.4443,DOWN,0
2003-08-26,14.0725,14.0725,13.6486,14.186,14.4288,UP,1
2003-08-27,14.084,14.0725,13.6625,14.1517,14.4128,DOWN,0
2003-08-28,14.0535,14.084,13.6782,14.1053,14.4,UP,1
2003-08-29,14.084,14.122,13.6927,14.0748,14.3898,DOWN,0
2003-09-02,14.0649,14.0459,13.7071,14.0718,14.3805,DOWN,0
2003-09-03,14.0192,14.0649,13.7142,14.0611,14.3731,DOWN,0
2003-09-04,14.0116,13.9698,13.7205,14.0467,14.3675,DOWN,0
2003-09-05,13.9127,14.0573,13.7276,14.0185,14.3633,DOWN,0
2003-09-08,13.8099,13.8365,13.7349,13.9637,14.3532,DOWN,0
2003-09-09,13.6081,13.7794,13.7394,13.8723,14.3403,DOWN,0
2003-09-10,13.2656,13.6081,13.7419,13.7216,14.3232,DOWN,0
2003-09-11,13.1628,13.2656,13.744,13.5518,14.3002,UP,1
2003-09-12,13.296,13.1323,13.7484,13.4285,14.2728,UP,1
2003-09-15,13.4749,13.3227,13.7541,13.3615,14.2494,DOWN,0
2003-09-16,13.4369,13.513,13.7585,13.3272,14.2239,DOWN,0
2003-09-17,13.2846,13.3798,13.7619,13.331,14.1926,DOWN,0
2003-09-18,13.2199,13.3417,13.7664,13.3425,14.161,UP,1
2003-09-19,13.612,13.2199,13.7746,13.4056,14.1416,DOWN,0
2003-09-22,13.513,13.7033,13.7828,13.4133,14.1232,UP,1
2003-09-23,13.8556,13.4559,13.7929,13.497,14.1073,DOWN,0
2003-09-24,13.7604,13.8556,13.8016,13.5922,14.0886,UP,1
2003-09-25,13.8023,13.8556,13.8107,13.7086,14.0677,DOWN,0
2003-09-26,13.6957,13.848,13.8187,13.7254,14.0462,UP,1
2003-09-29,13.7604,13.513,13.8275,13.7749,14.0272,DOWN,0
2003-09-30,13.6652,13.7985,13.8358,13.7368,14.0078,UP,1
2003-10-01,13.8175,13.7109,13.8452,13.7482,13.9908,UP,1
2003-10-02,13.8556,13.7414,13.854,13.7589,13.9707,DOWN,0
2003-10-03,13.8137,13.8518,13.8621,13.7825,13.9502,DOWN,0
2003-10-06,13.7909,13.8137,13.8709,13.7886,13.9259,UP,1
2003-10-07,13.8936,13.7947,13.8811,13.8343,13.9019,DOWN,0
2003-10-08,13.787,13.8746,13.8896,13.8282,13.8786,DOWN,0
2003-10-09,13.6729,13.787,13.8976,13.7916,13.854,DOWN,0
2003-10-10,13.6196,13.6729,13.9052,13.7528,13.8477,UP,1
2003-10-13,13.7642,13.6462,13.9132,13.7475,13.8499,DOWN,0
2003-10-14,13.6957,13.7642,13.9222,13.7079,13.8479,DOWN,0
2003-10-15,13.6272,13.7414,13.9293,13.6759,13.8437,UP,1
2003-10-16,13.6614,13.6272,13.9348,13.6736,13.8352,DOWN,0
2003-10-17,13.3227,13.6614,13.9381,13.6142,13.8202,UP,1
2003-10-20,13.494,13.3227,13.9423,13.5602,13.8114,UP,1
2003-10-21,13.513,13.4178,13.9468,13.5236,13.8016,UP,1
2003-10-22,13.8175,13.8936,13.9523,13.5617,13.7963,DOWN,0
2003-10-23,13.8099,13.8746,13.957,13.5914,13.7903,UP,1
2003-10-24,14.1372,13.8365,13.9626,13.7543,13.7886,DOWN,0
2003-10-27,14.0231,14.2134,13.968,13.8601,13.781,UP,1
2003-10-28,14.0535,14.0078,13.9741,13.9682,13.7765,UP,1
2003-10-29,14.5255,13.7985,13.9827,14.1098,13.7816,DOWN,0
2003-10-30,14.4265,14.5788,13.9908,14.2332,13.785,UP,1
2003-10-31,14.556,14.4646,14.0004,14.3169,13.7904,DOWN,0
2003-11-03,14.4722,14.556,14.0095,14.4067,13.7951,DOWN,0
2003-11-04,14.1449,14.4646,14.0184,14.425,13.7964,DOWN,0
2003-11-05,14.084,14.1487,14.0271,14.3367,13.7966,DOWN,0
2003-11-06,14.084,14.1411,14.0358,14.2682,13.7966,UP,1
2003-11-07,14.122,14.084,14.0448,14.1814,13.798,DOWN,0
2003-11-10,14.103,14.1601,14.0553,14.1076,13.7984,DOWN,0
2003-11-11,14.0459,14.1411,14.0652,14.0878,13.798,UP,1
2003-11-12,14.2362,14.1411,14.0762,14.1182,13.8024,DOWN,0
2003-11-13,14.1334,14.2362,14.0875,14.1281,13.8048,UP,1
2003-11-14,14.1449,14.0916,14.0979,14.1327,13.8094,DOWN,0
2003-11-17,13.9317,14.0763,14.1062,14.0984,13.8119,DOWN,0
2003-11-18,13.8936,13.8746,14.1149,14.068,13.8176,UP,1
2003-11-19,14.0421,13.9507,14.125,14.0291,13.8331,UP,1
2003-11-20,14.1182,14.0649,14.1365,14.0261,13.8522,UP,1
2003-11-21,14.1601,14.1943,14.1481,14.0291,13.8695,DOWN,0
2003-11-24,14.0192,14.1981,14.1586,14.0467,13.8804,DOWN,0
2003-11-25,14.0154,14.0192,14.1688,14.071,13.892,UP,1
2003-11-26,14.0611,13.9698,14.1797,14.0748,13.9075,DOWN,0
2003-11-28,14.0078,14.0649,14.1903,14.0527,13.9232,UP,1
2003-12-01,14.0992,13.9888,14.1997,14.0406,13.933,UP,1
2003-12-02,14.3771,14.2362,14.2102,14.1121,13.9503,UP,1
2003-12-03,14.438,14.3732,14.2209,14.1966,13.9619,UP,1
2003-12-04,14.8681,14.438,14.2347,14.358,13.9841,DOWN,0
2003-12-05,14.7653,14.8452,14.2448,14.5095,14.0033,DOWN,0
2003-12-08,14.712,14.693,14.2555,14.6321,14.0237,UP,1
2003-12-09,14.7463,14.712,14.2657,14.7059,14.0434,UP,1
2003-12-10,14.7691,14.7691,14.2761,14.7722,14.0655,UP,1
2003-12-11,15.0051,14.9023,14.2871,14.7996,14.0892,UP,1
2003-12-12,15.1269,14.9975,14.2957,14.8719,14.1146,DOWN,0
2003-12-15,15.0698,15.2259,14.3048,14.9435,14.1398,DOWN,0
2003-12-16,14.8414,15.0318,14.313,14.9625,14.1608,UP,1
2003-12-17,14.8491,14.8072,14.3209,14.9785,14.1799,DOWN,0
2003-12-18,14.8491,14.8529,14.329,14.9473,14.2011,DOWN,0
2003-12-19,14.7882,14.9023,14.3367,14.8795,14.2234,UP,1
2003-12-22,15.2107,14.8452,14.3466,14.9077,14.2552,DOWN,0
2003-12-23,15.0851,15.1498,14.3569,14.9564,14.2817,UP,1
2003-12-24,15.2069,15.2183,14.3675,15.028,14.3119,DOWN,0
2003-12-26,15.1536,15.1498,14.3757,15.0889,14.3424,DOWN,0
2003-12-29,15.1193,15.1498,14.3834,15.1551,14.3716,UP,1
2003-12-30,15.1269,15.1307,14.387,15.1383,14.4077,DOWN,0
2003-12-31,15.0508,15.1307,14.3893,15.1315,14.4388,DOWN,0
2004-01-02,14.9252,14.7501,14.392,15.0752,14.467,UP,1
2004-01-05,15.0584,14.8833,14.394,15.0561,14.4919,UP,1
2004-01-06,16.7371,15.0584,14.4028,15.3797,14.5504,DOWN,0
2004-01-07,15.9872,16.6419,14.4104,15.5517,14.5874,UP,1
2004-01-08,16.2689,15.9491,14.4175,15.7953,14.6323,DOWN,0
2004-01-09,15.9872,16.2689,14.4234,16.0077,14.671,DOWN,0
2004-01-12,15.8882,15.9111,14.4298,16.1737,14.6982,UP,1
2004-01-13,15.9225,15.9263,14.4361,16.0108,14.7282,DOWN,0
2004-01-14,15.8387,15.873,14.4425,15.9811,14.7538,DOWN,0
2004-01-15,15.7207,15.8349,14.4478,15.8715,14.7788,UP,1
2004-01-16,15.7588,15.7207,14.4523,15.8258,14.8111,DOWN,0
2004-01-20,15.7131,15.7588,14.4573,15.7908,14.8437,DOWN,0
2004-01-21,15.6827,15.7131,14.4621,15.7428,14.8756,UP,1
2004-01-22,15.7398,15.6636,14.4672,15.723,14.908,DOWN,0
2004-01-23,15.6827,15.6827,14.4723,15.7154,14.9396,UP,1
2004-01-26,15.755,15.6446,14.4791,15.7146,14.9738,UP,1
2004-01-27,15.7664,15.8502,14.4861,15.7253,15.0044,DOWN,0
2004-01-28,15.637,15.7778,14.4925,15.7162,15.0344,DOWN,0
2004-01-29,15.5875,15.7322,14.4973,15.6857,15.0633,UP,1
2004-01-30,15.8464,15.6256,14.5025,15.7185,15.1016,DOWN,0
2004-02-02,15.6104,15.9225,14.5067,15.6895,15.1359,DOWN,0
2004-02-03,15.6065,15.7626,14.5104,15.6576,15.1672,DOWN,0
2004-02-04,15.5951,15.6104,14.514,15.6492,15.1967,UP,1
2004-02-05,15.774,15.6256,14.5174,15.6865,15.229,UP,1
2004-02-06,15.892,15.7588,14.5202,15.6956,15.2665,UP,1
2004-02-09,16.0405,15.9301,14.5239,15.7816,15.307,UP,1
2004-02-10,16.1623,16.0405,14.5299,15.8928,15.349,UP,1
2004-02-11,16.6115,16.2575,14.5365,16.0961,15.4011,DOWN,0
2004-02-12,16.5239,16.5962,14.5426,16.246,15.4496,UP,1
2004-02-13,16.5848,16.5239,14.5497,16.3846,15.4937,UP,1
2004-02-17,16.6952,16.6609,14.5615,16.5155,15.5389,UP,1
2004-02-18,16.8436,16.7713,14.5738,16.6518,15.5784,DOWN,0
2004-02-19,16.6533,16.8817,14.5855,16.6602,15.6161,DOWN,0
2004-02-20,16.364,16.6038,14.596,16.6282,15.6492,DOWN,0
2004-02-23,15.8387,16.3069,14.6033,16.479,15.671,DOWN,0
2004-02-24,15.774,15.7436,14.6116,16.2948,15.6911,UP,1
2004-02-25,15.854,15.7588,14.6194,16.0968,15.7081,UP,1
2004-02-26,16.8246,16.0443,14.632,16.1311,15.7421,UP,1
2004-02-27,17.072,16.9198,14.6447,16.2727,15.7821,UP,1
2004-03-01,17.2167,17.3004,14.6571,16.5483,15.8296,DOWN,0
2004-03-02,17.2091,17.1025,14.6692,16.8353,15.8768,DOWN,0
2004-03-03,17.152,17.2129,14.6791,17.0949,15.9229,UP,1
2004-03-04,17.3461,17.2357,14.693,17.1992,15.974,UP,1
2004-03-05,17.3804,17.5478,14.7076,17.2608,16.0174,UP,1
2004-03-08,17.3842,17.4755,14.723,17.2943,16.0634,DOWN,0
2004-03-09,17.1063,17.3842,14.7343,17.2738,16.1014,DOWN,0
2004-03-10,17.0149,17.1063,14.7449,17.2464,16.1386,DOWN,0
2004-03-11,16.9769,17.0149,14.7555,17.1725,16.1758,UP,1
2004-03-12,17.034,17.053,14.7662,17.1033,16.2139,UP,1
2004-03-15,17.1063,17.1215,14.7775,17.0477,16.255,DOWN,0
2004-03-16,17.0035,17.1482,14.7874,17.0271,16.2966,UP,1
2004-03-17,17.1672,17.034,14.7984,17.0576,16.3388,DOWN,0
2004-03-18,17.1291,17.1862,14.8094,17.088,16.3466,DOWN,0
2004-03-19,17.034,17.1291,14.8188,17.088,16.3675,DOWN,0
2004-03-22,16.8931,17.1101,14.8277,17.0454,16.38,DOWN,0
2004-03-23,16.836,16.9388,14.8375,17.0119,16.397,DOWN,0
2004-03-24,16.6533,16.836,14.847,16.9091,16.4123,UP,1
2004-03-25,16.7485,16.6533,14.8565,16.833,16.4288,DOWN,0
2004-03-26,16.7409,16.7295,14.866,16.7744,16.4469,UP,1
2004-03-29,16.798,16.8056,14.8755,16.7553,16.4684,UP,1
2004-03-30,16.8322,16.798,14.8854,16.7546,16.4899,UP,1
2004-03-31,16.9883,16.9198,14.8961,16.8216,16.5154,DOWN,0
2004-04-01,16.9769,17.0149,14.9066,16.8672,16.5413,UP,1
2004-04-02,17.053,17.072,14.9184,16.9297,16.5675,DOWN,0
2004-04-05,16.9769,17.0454,14.9303,16.9655,16.5934,DOWN,0
2004-04-06,16.7485,16.9959,14.9414,16.9487,16.6133,DOWN,0
2004-04-07,16.5924,16.7485,14.9524,16.8695,16.6298,UP,1
2004-04-08,16.8246,16.6876,14.9651,16.8391,16.6536,DOWN,0
2004-04-12,16.7866,16.8246,14.9784,16.7858,16.6775,DOWN,0
2004-04-13,16.5848,16.8246,14.9897,16.7074,16.6923,DOWN,0
2004-04-14,16.4059,16.5848,15.0005,16.6389,16.7082,DOWN,0
2004-04-15,16.1775,16.3678,15.0108,16.5559,16.7196,UP,1
2004-04-16,16.6457,16.1737,15.0225,16.5201,16.7406,DOWN,0
2004-04-19,16.6343,16.6153,15.0323,16.4896,16.7579,DOWN,0
2004-04-20,16.5049,16.5962,15.0416,16.4737,16.7701,UP,1
2004-04-21,16.6914,16.5772,15.0515,16.5308,16.7831,UP,1
2004-04-22,16.7675,16.6914,15.0611,16.6488,16.7952,DOWN,0
2004-04-23,16.7675,16.8246,15.0709,16.6731,16.7984,DOWN,0
2004-04-26,16.6533,16.7295,15.0813,16.6769,16.8009,UP,1
2004-04-27,16.6647,16.6571,15.0924,16.7089,16.8025,DOWN,0
2004-04-28,16.6115,16.6609,15.1022,16.6929,16.8009,UP,1
2004-04-29,17.1672,16.8436,15.1146,16.7728,16.8073,UP,1
2004-04-30,17.3233,17.4146,15.127,16.884,16.8207,UP,1
2004-05-03,17.3689,17.3575,15.14,17.0271,16.8408,DOWN,0
2004-05-04,17.2205,17.3689,15.1525,17.1383,16.8685,DOWN,0
2004-05-05,17.1177,17.2433,15.1649,17.2395,16.8953,UP,1
2004-05-06,17.1672,17.0911,15.1774,17.2395,16.9216,DOWN,0
2004-05-07,17.0911,17.1672,15.1886,17.1931,16.9269,DOWN,0
2004-05-10,16.8208,17.8333,15.1985,17.0835,16.9219,UP,1
2004-05-11,16.8246,16.9731,15.2076,17.0043,16.9141,DOWN,0
2004-05-12,16.6686,16.8627,15.2154,16.9144,16.9033,DOWN,0
2004-05-13,16.562,16.6724,15.2235,16.7934,16.8915,DOWN,0
2004-05-14,16.2955,16.581,15.2305,16.6343,16.8704,DOWN,0
2004-05-17,16.2118,16.2194,15.2419,16.5125,16.8471,UP,1
2004-05-18,16.2689,16.1775,15.2549,16.4013,16.8248,UP,1
2004-05-19,16.3184,16.345,15.2675,16.3313,16.809,DOWN,0
2004-05-20,16.3107,16.2917,15.2799,16.2811,16.7949,UP,1
2004-05-21,16.4173,16.5391,15.2916,16.3054,16.7837,UP,1
2004-05-24,16.4249,16.444,15.3033,16.348,16.7716,UP,1
2004-05-25,16.6419,16.3678,15.3169,16.4227,16.7623,UP,1
2004-05-26,16.7485,16.6419,15.3306,16.5087,16.7572,DOWN,0
2004-05-27,16.7333,16.8056,15.3439,16.5932,16.7485,UP,1
2004-05-28,16.8513,16.8284,15.3576,16.68,16.7429,UP,1
2004-06-01,16.9198,16.9198,15.3711,16.7789,16.7406,UP,1
2004-06-02,17.1482,16.9769,15.3848,16.8802,16.7457,DOWN,0
2004-06-03,17.1025,17.2243,15.3989,16.951,16.7511,UP,1
2004-06-04,17.1291,17.1215,15.4132,17.0302,16.7606,UP,1
2004-06-07,17.3118,17.2433,15.4285,17.1223,16.7719,UP,1
2004-06-08,17.6316,17.2624,15.4452,17.2646,16.7897,UP,1
2004-06-09,17.7344,17.7268,15.4627,17.3819,16.8084,DOWN,0
2004-06-10,17.7229,17.7915,15.4809,17.506,16.8262,DOWN,0
2004-06-14,17.6049,17.7229,15.4986,17.6011,16.8385,UP,1
2004-06-15,17.7039,17.5669,15.5167,17.6796,16.8531,UP,1
2004-06-16,17.8219,17.7762,15.5355,17.7176,16.8685,UP,1
2004-06-17,18.0427,17.8904,15.5553,17.7793,16.8898,DOWN,0
2004-06-18,18.0122,18.0427,15.575,17.8371,16.9151,UP,1
2004-06-21,18.2901,18.1455,15.5964,17.9742,16.949,DOWN,0
2004-06-22,18.214,18.2901,15.6174,18.0762,16.9768,DOWN,0
2004-06-23,18.214,18.2711,15.6389,18.1546,17.0053,DOWN,0
2004-06-24,18.1188,18.2178,15.6604,18.1698,17.036,UP,1
2004-06-25,18.3662,18.1759,15.6842,18.2406,17.0752,DOWN,0
2004-06-28,18.3091,18.3091,15.7095,18.2444,17.1179,DOWN,0
2004-06-29,18.0731,18.252,15.734,18.2163,17.1464,UP,1
2004-06-30,18.37,18.0808,15.7594,18.2475,17.1811,DOWN,0
2004-07-01,18.0884,18.3681,15.7824,18.2414,17.2128,DOWN,0
2004-07-02,18.0712,18.2026,15.8056,18.1824,17.2404,UP,1
2004-07-06,18.3396,18.0712,15.8309,18.1885,17.2718,UP,1
2004-07-07,18.5965,18.6993,15.8578,18.2932,17.3084,DOWN,0
2004-07-08,18.2482,18.7279,15.881,18.2688,17.3403,DOWN,0
2004-07-09,18.1969,18.4709,15.9044,18.2905,17.371,DOWN,0
2004-07-12,17.9856,18.0541,15.925,18.2734,17.3984,DOWN,0
2004-07-13,17.8999,18.0712,15.9457,18.1854,17.4131,UP,1
2004-07-14,18.1398,17.82,15.9674,18.0941,17.4294,UP,1
2004-07-15,18.1854,18.0712,15.9899,18.0815,17.4458,UP,1
2004-07-16,18.2026,18.2711,16.0121,18.0827,17.4654,DOWN,0
2004-07-19,18.1911,18.3681,16.0347,18.1238,17.4869,UP,1
2004-07-20,18.3282,18.3339,16.0573,18.2094,17.5101,DOWN,0
2004-07-21,18.3053,18.4709,16.0795,18.2425,17.5344,DOWN,0
2004-07-22,18.2026,18.2711,16.1014,18.246,17.562,UP,1
2004-07-23,18.745,18.4309,16.1262,18.3544,17.6004,UP,1
2004-07-26,18.9677,18.842,16.1516,18.5097,17.6464,DOWN,0
2004-07-27,18.9677,18.9848,16.1775,18.6376,17.6945,DOWN,0
2004-07-28,18.5337,18.9677,16.2018,18.6833,17.7393,DOWN,0
2004-07-29,18.4595,18.5394,16.226,18.7347,17.7842,DOWN,0
2004-07-30,18.4252,18.4652,16.2493,18.6708,17.8274,UP,1
2004-08-02,18.6593,18.4252,16.2741,18.6091,17.8742,DOWN,0
2004-08-03,18.2768,18.5166,16.2974,18.4709,17.9135,DOWN,0
2004-08-04,18.1854,18.1283,16.32,18.4013,17.9489,DOWN,0
2004-08-05,17.7629,18.0998,16.3422,18.2619,17.9756,DOWN,0
2004-08-06,17.5631,17.7001,16.3625,18.0895,17.994,DOWN,0
2004-08-09,17.4317,17.5631,16.3821,17.844,18.0077,UP,1
2004-08-10,17.7458,17.3575,16.4018,17.7378,18.028,UP,1
2004-08-11,17.8371,17.8029,16.4219,17.6681,18.0477,DOWN,0
2004-08-12,17.7458,17.8371,16.4399,17.6647,18.0642,UP,1
2004-08-13,17.7515,17.7458,16.4586,17.7024,18.0763,UP,1
2004-08-16,17.8999,17.8143,16.4778,17.796,18.0922,DOWN,0
2004-08-17,17.5459,17.8942,16.4929,17.7561,18.1005,UP,1
2004-08-18,17.7001,17.5745,16.5093,17.7287,18.1083,DOWN,0
2004-08-19,17.6259,17.7001,16.5246,17.7047,18.1082,DOWN,0
2004-08-20,17.5859,17.5688,16.5402,17.6716,18.1052,UP,1
2004-08-23,17.643,17.7287,16.5577,17.6202,18.1036,DOWN,0
2004-08-24,17.6373,17.643,16.5755,17.6384,18.1043,DOWN,0
2004-08-25,17.6259,17.6944,16.5932,17.6236,18.1027,UP,1
2004-08-26,17.7001,17.6145,16.6111,17.6384,18.1003,DOWN,0
2004-08-27,17.7001,17.7001,16.629,17.6613,18.0934,DOWN,0
2004-08-30,17.6887,17.7572,16.6473,17.6704,18.087,DOWN,0
2004-08-31,17.603,17.6716,16.6641,17.6636,18.0732,UP,1
2004-09-01,17.6716,17.6088,16.6818,17.6727,18.0624,UP,1
2004-09-02,17.8942,17.6716,16.7005,17.7115,18.056,DOWN,0
2004-09-03,17.6773,17.78,16.7193,17.707,18.0471,UP,1
2004-09-07,17.8714,17.7001,16.7392,17.7435,18.0372,DOWN,0
2004-09-08,17.86,17.7572,16.7582,17.7949,18.0283,DOWN,0
2004-09-09,17.8486,17.8714,16.7769,17.8303,18.0238,UP,1
2004-09-10,18.1569,17.9057,16.7969,17.8828,18.0195,UP,1
2004-09-13,18.4481,18.214,16.819,18.037,18.0267,UP,1
2004-09-14,18.8649,18.3567,16.8433,18.2357,18.0426,UP,1
2004-09-15,19.1447,18.8649,16.8687,18.4926,18.0587,DOWN,0
2004-09-16,18.9962,19.1275,16.8936,18.7221,18.0667,DOWN,0
2004-09-17,18.9106,18.9962,16.9177,18.8729,18.0799,DOWN,0
2004-09-20,18.8877,18.9163,16.9402,18.9608,18.0937,UP,1
2004-09-21,19.1275,18.9562,16.9637,19.0133,18.1166,DOWN,0
2004-09-22,19.0761,19.1332,16.9847,18.9996,18.1401,UP,1
2004-09-23,19.1104,18.8135,17.0065,19.0225,18.1595,UP,1
2004-09-24,19.1218,19.1561,17.0285,19.0647,18.1782,DOWN,0
2004-09-27,19.0133,19.1275,17.0498,19.0898,18.1945,DOWN,0
2004-09-28,18.9962,18.9277,17.071,19.0636,18.2106,UP,1
2004-09-29,19.0876,18.9277,17.0914,19.0659,18.2257,UP,1
2004-09-30,19.3274,19.099,17.1124,19.1093,18.2462,DOWN,0
2004-10-01,19.2817,19.2988,17.1334,19.1412,18.2678,UP,1
2004-10-04,19.3445,19.2703,17.156,19.2075,18.2798,UP,1
2004-10-05,19.8812,19.3388,17.1811,19.3845,18.298,DOWN,0
2004-10-06,19.8241,19.8412,17.206,19.5318,18.3152,DOWN,0
2004-10-07,19.6928,19.8184,17.2305,19.6049,18.3383,DOWN,0
2004-10-08,19.4073,19.6414,17.2515,19.63,18.3573,UP,1
2004-10-11,19.413,19.2132,17.2731,19.6437,18.377,UP,1
2004-10-12,19.5272,19.3559,17.2947,19.5729,18.3944,DOWN,0
2004-10-13,19.3616,19.4987,17.3158,19.4804,18.4161,DOWN,0
2004-10-14,19.1846,19.3274,17.3361,19.3788,18.4361,UP,1
2004-10-15,19.276,19.139,17.3569,19.3525,18.4663,UP,1
2004-10-18,19.63,19.139,17.3798,19.3959,18.5077,DOWN,0
2004-10-19,19.6243,19.5729,17.4032,19.4153,18.5515,DOWN,0
2004-10-20,19.413,19.5843,17.425,19.4256,18.5849,DOWN,0
2004-10-21,19.3502,19.4073,17.4381,19.4587,18.6151,DOWN,0
2004-10-22,19.2474,19.4016,17.4544,19.453,18.6452,UP,1
2004-10-25,19.4587,19.139,17.4703,19.4187,18.6793,UP,1
2004-10-26,19.7442,19.4701,17.4891,19.4427,18.7162,UP,1
2004-10-27,20.0125,19.6985,17.5097,19.5626,18.7655,DOWN,0
2004-10-28,18.9277,17.8771,17.5248,19.4781,18.7901,DOWN,0
2004-10-29,18.8706,18.9334,17.5399,19.4027,18.815,DOWN,0
2004-11-01,18.6422,18.8706,17.5545,19.2394,18.8361,DOWN,0
2004-11-02,18.5851,18.6422,17.5687,19.0076,18.855,UP,1
2004-11-03,18.7507,18.6708,17.5839,18.7553,18.8772,UP,1
2004-11-04,18.9049,18.5223,17.6,18.7507,18.9028,UP,1
2004-11-05,18.9391,18.8934,17.616,18.7644,18.9276,UP,1
2004-11-08,19.0876,18.7964,17.633,18.8535,18.9553,UP,1
2004-11-09,19.1332,19.0419,17.6499,18.9631,18.9842,DOWN,0
2004-11-10,19.0248,19.6757,17.6662,19.0179,19.0127,UP,1
2004-11-11,19.2817,19.1675,17.6844,19.0933,19.0449,UP,1
2004-11-12,19.3445,19.3274,17.7032,19.1744,19.0739,UP,1
2004-11-15,19.4187,19.3445,17.721,19.2406,19.1087,UP,1
2004-11-16,19.4644,19.5329,17.7403,19.3068,19.1406,UP,1
2004-11-17,19.7956,19.4587,17.7613,19.461,19.1793,DOWN,0
2004-11-18,17.5973,19.1275,17.7713,19.1241,19.1742,UP,1
2004-11-19,17.6088,17.5859,17.7804,18.777,19.1633,DOWN,0
2004-11-22,17.5288,17.6088,17.7886,18.399,19.1449,DOWN,0
2004-11-23,17.1406,17.3861,17.7941,17.9342,19.1104,DOWN,0
2004-11-24,17.1291,17.1291,17.799,17.4009,19.0701,DOWN,0
2004-11-26,17.1291,17.1291,17.8015,17.3073,19.0328,UP,1
2004-11-29,17.1977,17.0835,17.8049,17.2251,18.9985,UP,1
2004-11-30,17.2034,17.1691,17.808,17.16,18.9648,UP,1
2004-12-01,17.2091,16.9578,17.8106,17.1737,18.9264,UP,1
2004-12-02,17.3233,17.0663,17.813,17.2125,18.8914,UP,1
2004-12-03,17.4831,17.4146,17.8171,17.2833,18.8588,UP,1
2004-12-06,17.5859,17.5288,17.8232,17.3609,18.8281,DOWN,0
2004-12-07,17.3518,17.5288,17.8308,17.3906,18.7949,DOWN,0
2004-12-08,17.3004,17.4146,17.8384,17.4089,18.761,UP,1
2004-12-09,17.3118,17.4717,17.8457,17.4066,18.7255,DOWN,0
2004-12-10,17.2148,17.3118,17.8477,17.353,18.6832,DOWN,0
2004-12-13,17.0835,17.2833,17.8477,17.2525,18.6392,UP,1
2004-12-14,17.3804,17.2833,17.8485,17.2582,18.6,DOWN,0
2004-12-15,17.3233,17.3861,17.8491,17.2627,18.5488,DOWN,0
2004-12-16,17.2262,17.1805,17.8495,17.2456,18.4968,DOWN,0
2004-12-17,17.0549,17.1406,17.848,17.2136,18.4441,UP,1
2004-12-20,17.112,17.112,17.8467,17.2193,18.3982,DOWN,0
2004-12-21,17.0606,17.072,17.8451,17.1554,18.3511,UP,1
2004-12-22,17.1177,17.0264,17.8451,17.1143,18.3029,UP,1
2004-12-23,17.4317,17.1177,17.8472,17.1554,18.2643,DOWN,0
2004-12-27,17.2319,17.3747,17.8485,17.1908,18.2253,UP,1
2004-12-28,17.3918,17.289,17.8503,17.2468,18.1876,UP,1
2004-12-29,17.4717,17.506,17.8521,17.329,18.1444,UP,1
2004-12-30,17.506,17.4717,17.8546,17.4066,18.1021,DOWN,0
2004-12-31,17.4089,17.4489,17.8558,17.4021,18.062,DOWN,0
2005-01-03,17.0206,17.4089,17.8553,17.3598,18.0154,DOWN,0
2005-01-04,16.5353,17.0206,17.8528,17.1885,17.9612,UP,1
2005-01-05,16.7409,16.5353,17.852,17.0423,17.9068,UP,1
2005-01-06,16.7866,16.7352,17.8518,16.8985,17.8476,UP,1
2005-01-07,16.935,16.7866,17.8532,16.8037,17.7861,DOWN,0
2005-01-10,16.8322,16.9407,17.8536,16.766,17.7442,DOWN,0
2005-01-11,16.4839,16.8037,17.8523,16.7557,17.6965,UP,1
2005-01-12,16.9693,16.5296,17.8532,16.8014,17.663,DOWN,0
2005-01-13,16.6895,16.975,17.8525,16.782,17.6251,UP,1
2005-01-14,16.7352,16.9007,17.8512,16.742,17.5848,UP,1
2005-01-18,16.8665,16.8494,17.8507,16.7489,17.544,DOWN,0
