ticker,IRM US Equity,IRM US Equity,IRM US Equity,IRM US Equity,IRM US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2010-07-07,19.7499,19.0819,21.3649,19.1726,20.7927,UP,1
2010-07-08,19.9811,19.8527,21.3465,19.3217,20.7242,UP,1
2010-07-09,20.1439,19.9126,21.3286,19.5409,20.6475,DOWN,0
2010-07-12,20.0497,19.9983,21.3128,19.7807,20.6065,UP,1
2010-07-13,20.5721,20.2466,21.301,20.0993,20.5872,UP,1
2010-07-14,20.7434,20.4693,21.29,20.298,20.5692,DOWN,0
2010-07-15,20.7348,20.7348,21.2771,20.4488,20.5544,DOWN,0
2010-07-16,20.1096,20.5892,21.2613,20.4419,20.5286,UP,1
2010-07-19,20.1267,20.1353,21.2477,20.4573,20.5219,UP,1
2010-07-20,20.6063,19.7585,21.2399,20.4642,20.5248,UP,1
2010-07-21,20.6492,20.6235,21.2345,20.4453,20.5077,UP,1
2010-07-22,21.1202,20.8033,21.2281,20.5224,20.5013,UP,1
2010-07-23,21.4971,21.1031,21.2221,20.7999,20.4945,UP,1
2010-07-26,21.9082,21.5142,21.218,21.1562,20.5046,DOWN,0
2010-07-27,21.8396,21.9938,21.2106,21.4029,20.5221,DOWN,0
2010-07-28,21.7968,21.8482,21.2018,21.6324,20.5236,DOWN,0
2010-07-29,20.6063,21.42,21.1884,21.5296,20.496,DOWN,0
2010-07-30,20.2723,20.3408,21.1751,21.2847,20.4705,UP,1
2010-08-02,20.8719,20.495,21.1643,21.0774,20.4777,DOWN,0
2010-08-03,20.2895,20.7177,21.1505,20.7674,20.4621,DOWN,0
2010-08-04,20.2209,20.2895,21.1371,20.4522,20.4515,DOWN,0
2010-08-05,20.1439,20.0839,21.1228,20.3597,20.4395,DOWN,0
2010-08-06,19.8955,19.9126,21.1084,20.2843,20.422,UP,1
2010-08-09,19.9983,19.964,21.0971,20.1096,20.396,DOWN,0
2010-08-10,19.7927,19.8784,21.0832,20.0103,20.3719,DOWN,0
2010-08-11,19.0819,19.5615,21.0673,19.7824,20.3446,DOWN,0
2010-08-12,18.9962,18.8849,21.0488,19.5529,20.3078,DOWN,0
2010-08-13,18.8164,18.9534,21.03,19.3371,20.2645,UP,1
2010-08-16,18.842,18.7821,21.0112,19.1058,20.2406,UP,1
2010-08-17,18.8506,19.0133,20.9968,18.9174,20.2242,DOWN,0
2010-08-18,18.765,18.8849,20.986,18.854,20.2021,DOWN,0
2010-08-19,18.3453,18.7478,20.9729,18.7239,20.1704,UP,1
2010-08-20,18.4823,18.174,20.9599,18.6571,20.132,DOWN,0
2010-08-23,18.2511,18.568,20.9457,18.5389,20.0851,DOWN,0
2010-08-24,17.977,18.0284,20.9284,18.3641,20.0274,DOWN,0
2010-08-25,17.9428,17.7715,20.9104,18.1997,19.958,DOWN,0
2010-08-26,17.4974,17.9856,20.8879,18.0301,19.8806,UP,1
2010-08-27,17.78,17.6259,20.8678,17.8897,19.817,DOWN,0
2010-08-30,17.4032,17.8314,20.8453,17.7201,19.7482,DOWN,0
2010-08-31,17.3689,17.339,20.8251,17.5985,19.6841,UP,1
2010-09-01,17.5745,17.5574,20.8058,17.5248,19.6291,UP,1
2010-09-02,18.0113,17.6516,20.787,17.6276,19.5875,DOWN,0
2010-09-03,17.9856,18.234,20.7689,17.6687,19.5447,DOWN,0
2010-09-07,17.5659,17.9342,20.7519,17.7012,19.4947,DOWN,0
2010-09-08,17.506,17.6088,20.7347,17.7287,19.4462,UP,1
2010-09-09,17.8657,17.78,20.7198,17.7869,19.4148,UP,1
2010-09-10,18.1055,17.9856,20.7045,17.8057,19.3922,DOWN,0
2010-09-13,18.0455,18.2597,20.6893,17.8177,19.3722,DOWN,0
2010-09-14,17.8229,18.0798,20.6721,17.8691,19.3516,DOWN,0
2010-09-15,17.446,17.6858,20.6544,17.8571,19.321,DOWN,0
2010-09-16,17.3432,17.446,20.6383,17.7526,19.2728,UP,1
2010-09-17,17.4803,17.3775,20.6229,17.6276,19.2228,UP,1
2010-09-20,17.7287,17.5745,20.6086,17.5642,19.1745,UP,1
2010-09-21,17.8914,17.7287,20.5962,17.5779,19.1314,DOWN,0
2010-09-22,17.8657,17.8999,20.5828,17.6619,19.0772,UP,1
2010-09-23,18.0027,17.977,20.5707,17.7937,19.0224,UP,1
2010-09-24,18.7136,18.2254,20.5643,18.0404,18.982,UP,1
2010-09-27,18.7221,18.7564,20.5577,18.2391,18.9542,UP,1
2010-09-28,19.1161,18.7821,20.5521,18.484,18.934,DOWN,0
2010-09-29,19.0133,19.0562,20.5452,18.7136,18.9022,UP,1
2010-09-30,19.1332,19.1504,20.5386,18.9397,18.8719,DOWN,0
2010-10-01,19.1161,19.2446,20.5328,19.0202,18.8318,UP,1
2010-10-04,19.1589,19.039,20.5279,19.1075,18.785,DOWN,0
2010-10-05,17.5145,18.2768,20.5162,18.7872,18.6971,DOWN,0
2010-10-06,17.4974,17.4032,20.5044,18.484,18.6103,DOWN,0
2010-10-07,17.4118,17.4375,20.4913,18.1398,18.5226,UP,1
2010-10-08,17.5402,17.4032,20.4782,17.8246,18.4613,UP,1
2010-10-11,17.8999,17.4974,20.4676,17.5728,18.4138,UP,1
2010-10-12,17.9513,17.8571,20.4571,17.6601,18.3554,UP,1
2010-10-13,18.1997,18.0969,20.4486,17.8006,18.3136,UP,1
2010-10-14,18.3025,18.2168,20.4406,17.9787,18.2752,UP,1
2010-10-15,18.4395,18.4823,20.4343,18.1586,18.2412,UP,1
2010-10-18,18.765,18.371,20.4307,18.3316,18.2185,DOWN,0
2010-10-19,18.7478,18.5851,20.4264,18.4909,18.1935,UP,1
2010-10-20,18.9363,18.7907,20.4228,18.6382,18.1764,UP,1
2010-10-21,19.2189,19.0733,20.4174,18.8215,18.1792,UP,1
2010-10-22,19.3645,19.2189,20.4111,19.0065,18.1865,UP,1
2010-10-25,19.6129,19.4844,20.4057,19.1761,18.2024,DOWN,0
2010-10-26,19.5529,19.5101,20.3993,19.3371,18.2167,DOWN,0
2010-10-27,19.3217,19.3645,20.393,19.4142,18.2261,DOWN,0
2010-10-28,18.1483,19.3217,20.3781,19.2,18.2138,UP,1
2010-10-29,18.6622,18.1997,20.3651,19.0596,18.2201,DOWN,0
2010-11-01,18.5509,18.6965,20.3534,18.8472,18.2215,UP,1
2010-11-02,19.0133,18.6279,20.3426,18.7393,18.2367,UP,1
2010-11-03,19.1846,19.1247,20.3345,18.7119,18.2609,UP,1
2010-11-04,19.5358,19.3302,20.3291,18.9894,18.2927,UP,1
2010-11-05,19.6129,19.6043,20.3255,19.1795,18.335,DOWN,0
2010-11-08,19.5443,19.5786,20.3223,19.3782,18.3703,UP,1
2010-11-09,19.6471,19.6043,20.3211,19.5049,18.4152,UP,1
2010-11-10,19.6642,19.6386,20.3201,19.6009,18.4611,UP,1
2010-11-11,19.8784,19.5015,20.3214,19.6694,18.5072,DOWN,0
2010-11-12,19.6386,19.7499,20.3217,19.6745,18.5397,DOWN,0
2010-11-15,19.5272,19.6471,20.3209,19.6711,18.5706,DOWN,0
2010-11-16,18.842,19.099,20.3157,19.5101,18.5961,DOWN,0
2010-11-17,18.7907,18.8164,20.3107,19.3354,18.6218,UP,1
2010-11-18,19.0305,18.8763,20.3091,19.1658,18.6451,UP,1
2010-11-19,19.1504,18.9876,20.3102,19.0682,18.666,DOWN,0
2010-11-22,19.0733,19.0305,20.3122,18.9774,18.6865,DOWN,0
2010-11-23,18.962,18.8934,20.3131,19.0013,18.7093,UP,1
2010-11-24,19.5186,19.0904,20.3181,19.1469,18.7507,DOWN,0
2010-11-26,19.3559,19.3902,20.3218,19.212,18.791,DOWN,0
2010-11-29,19.3474,19.2103,20.3256,19.2514,18.8283,DOWN,0
2010-11-30,19.0219,19.1247,20.3247,19.2412,18.8542,UP,1
2010-12-01,19.5615,19.2703,20.3217,19.3611,18.8876,UP,1
2010-12-02,20.0925,19.5358,20.3201,19.4758,18.9321,DOWN,0
2010-12-03,20.0154,20.0325,20.3167,19.6077,18.9724,DOWN,0
2010-12-06,19.8184,19.9041,20.3136,19.7019,18.9945,UP,1
2010-12-07,19.9469,20.0154,20.3111,19.8869,19.019,DOWN,0
2010-12-08,19.9383,19.9469,20.3068,19.9623,19.0354,UP,1
2010-12-09,19.964,20.0839,20.2952,19.9366,19.0544,UP,1
2010-12-10,20.0497,20.0497,20.2846,19.9435,19.0728,UP,1
2010-12-13,20.7862,20.3751,20.2772,20.137,19.1062,UP,1
2010-12-14,21.1887,20.9404,20.2725,20.3854,19.1468,DOWN,0
2010-12-15,21.0517,20.6235,20.2681,20.6081,19.2175,UP,1
2010-12-16,21.6255,21.0431,20.2664,20.9404,19.3001,UP,1
2010-12-17,21.6855,21.5913,20.2642,21.2675,19.3856,DOWN,0
2010-12-20,21.6512,21.694,20.2618,21.4405,19.4678,DOWN,0
2010-12-21,21.5142,21.7026,20.2596,21.5056,19.5401,DOWN,0
2010-12-22,21.4371,21.4885,20.257,21.5827,19.6098,DOWN,0
2010-12-23,21.3857,21.3772,20.2535,21.5347,19.6735,UP,1
2010-12-27,21.4029,21.3857,20.2496,21.4782,19.7355,UP,1
2010-12-28,21.4371,21.4114,20.2452,21.4354,19.7955,DOWN,0
2010-12-29,21.4371,21.4628,20.2406,21.42,19.8489,DOWN,0
2010-12-30,21.42,21.4114,20.2347,21.4166,19.9023,DOWN,0
2010-12-31,21.42,21.4114,20.229,21.4234,19.952,DOWN,0
2011-01-03,21.2915,21.5485,20.2241,21.4011,19.9935,DOWN,0
2011-01-04,21.0003,21.3001,20.2164,21.3138,20.0262,UP,1
2011-01-05,21.2316,20.9746,20.2057,21.2727,20.0586,DOWN,0
2011-01-06,21.1802,21.2059,20.1959,21.2247,20.0911,DOWN,0
2011-01-07,21.163,21.1716,20.1857,21.1733,20.1279,UP,1
2011-01-10,21.223,21.026,20.176,21.1596,20.1894,DOWN,0
2011-01-11,21.086,21.2573,20.1627,21.1767,20.2379,UP,1
2011-01-12,21.3429,21.2401,20.152,21.199,20.2937,DOWN,0
2011-01-13,21.1802,21.2744,20.1405,21.199,20.3371,UP,1
2011-01-14,21.2401,21.1802,20.1292,21.2144,20.3782,UP,1
2011-01-18,21.3001,21.223,20.1188,21.2298,20.4135,DOWN,0
2011-01-19,21.086,21.3086,20.1085,21.2298,20.4429,DOWN,0
2011-01-20,20.9832,21.0089,20.099,21.1579,20.4717,UP,1
2011-01-21,21.0688,21.1117,20.0908,21.1356,20.5001,UP,1
2011-01-24,21.2658,21.0945,20.0836,21.1408,20.5322,UP,1
2011-01-25,21.3172,21.163,20.0767,21.1442,20.561,UP,1
2011-01-26,21.6769,21.3258,20.0716,21.2624,20.6017,UP,1
2011-01-27,21.9082,21.6427,20.0661,21.4474,20.6493,DOWN,0
2011-01-28,21.1716,21.8739,20.0545,21.4679,20.6959,DOWN,0
2011-01-31,20.889,21.1117,20.0424,21.3926,20.7379,UP,1
2011-02-01,21.0774,21.0089,20.0306,21.3446,20.7788,UP,1
2011-02-02,21.3943,21.0089,20.0187,21.2881,20.8237,UP,1
2011-02-03,21.4971,21.3001,20.0068,21.2059,20.8722,UP,1
2011-02-04,21.9767,21.5399,19.9955,21.3669,20.9325,UP,1
2011-02-07,22.5162,22.0795,19.9865,21.6923,20.9924,UP,1
2011-02-08,22.7475,22.4734,19.9792,22.0264,21.0603,DOWN,0
2011-02-09,22.7218,22.6447,19.9758,22.2919,21.1278,UP,1
2011-02-10,22.8417,22.5419,19.9701,22.5608,21.2042,UP,1
2011-02-11,22.8503,22.6961,19.9739,22.7355,21.2699,DOWN,0
2011-02-14,22.8246,22.8588,19.9803,22.7972,21.3246,UP,1
2011-02-15,22.953,22.7732,19.9868,22.8383,21.3833,DOWN,0
2011-02-16,22.8417,23.0301,19.9937,22.8623,21.4438,UP,1
2011-02-17,23.0986,22.7304,20.0022,22.9136,21.5068,UP,1
2011-02-18,23.2357,23.0901,20.016,22.9907,21.5728,DOWN,0
2011-02-22,22.5933,22.9959,20.0267,22.9445,21.6254,DOWN,0
2011-02-23,22.2507,22.619,20.0304,22.804,21.6694,DOWN,0
2011-02-24,21.6427,22.285,20.0315,22.5642,21.6865,UP,1
2011-02-25,22.3193,21.7883,20.0339,22.4083,21.7091,DOWN,0
2011-02-28,22.2679,22.3963,20.0382,22.2148,21.7334,DOWN,0
2011-03-01,21.8568,22.345,20.0426,22.0675,21.7381,DOWN,0
2011-03-02,21.7968,21.8653,20.043,21.9767,21.7403,UP,1
2011-03-03,21.9167,22.0109,20.0427,22.0315,21.7456,DOWN,0
2011-03-04,21.5913,21.8825,20.0429,21.8859,21.7471,UP,1
2011-03-07,21.9767,21.7454,20.0502,21.8277,21.7579,UP,1
2011-03-08,22.5505,22.0195,20.0576,21.9664,21.7812,DOWN,0
2011-03-09,22.5248,22.4563,20.0665,22.112,21.8037,UP,1
2011-03-10,23.6896,25.0085,20.0812,22.4666,21.8487,UP,1
2011-03-11,24.3234,23.7153,20.099,23.013,21.9064,UP,1
2011-03-14,24.3405,24.1606,20.1142,23.4858,21.9649,DOWN,0
2011-03-15,24.3234,23.6553,20.1308,23.8403,22.0229,DOWN,0
2011-03-16,24.1863,24.2891,20.1495,24.1726,22.0808,UP,1
2011-03-17,24.409,24.469,20.1674,24.3165,22.149,UP,1
2011-03-18,24.5717,24.6403,20.1853,24.3662,22.2158,UP,1
2011-03-21,24.7088,24.7859,20.2087,24.4398,22.2864,UP,1
2011-03-22,25.2826,24.6317,20.2367,24.6317,22.3688,UP,1
2011-03-23,26.4645,25.0599,20.2697,25.0873,22.4736,UP,1
2011-03-24,26.6786,26.593,20.3035,25.5413,22.5854,DOWN,0
2011-03-25,26.5416,26.6015,20.3342,25.9352,22.6894,DOWN,0
2011-03-28,26.4303,26.5245,20.3633,26.2795,22.7944,UP,1
2011-03-29,26.9099,26.4303,20.3936,26.605,22.9078,DOWN,0
2011-03-30,26.7728,26.9441,20.4204,26.6666,23.0173,DOWN,0
2011-03-31,26.7471,26.6444,20.4473,26.6803,23.1305,UP,1
2011-04-01,27.0041,26.7471,20.4775,26.7728,23.2509,UP,1
2011-04-04,27.7835,26.927,20.5122,27.0435,23.3852,UP,1
2011-04-05,28.049,27.6807,20.5496,27.2713,23.5209,UP,1
2011-04-06,28.7084,28.0747,20.5915,27.6584,23.6687,DOWN,0
2011-04-07,28.4344,28.5286,20.6332,27.9959,23.8038,UP,1
2011-04-08,28.58,28.5371,20.6755,28.311,23.9373,DOWN,0
2011-04-11,28.2459,28.5371,20.7164,28.4035,24.0788,DOWN,0
2011-04-12,28.1175,28.0918,20.7573,28.4172,24.2233,UP,1
2011-04-13,28.2288,28.0918,20.8013,28.3213,24.3664,UP,1
2011-04-14,29.642,29.1195,20.8533,28.5628,24.5313,DOWN,0
2011-04-15,29.5735,29.6934,20.9059,28.7615,24.6928,DOWN,0
2011-04-18,29.0339,29.1024,20.9569,28.9191,24.834,UP,1
2011-04-19,29.8903,29.9931,21.0114,29.2737,24.9815,DOWN,0
2011-04-20,28.2631,30.3614,21.054,29.2805,25.0918,DOWN,0
2011-04-21,27.2268,28.2374,21.0902,28.7975,25.1819,DOWN,0
2011-04-25,27.1839,27.1925,21.1254,28.3196,25.2687,UP,1
2011-04-26,27.2439,27.1154,21.1614,27.9616,25.3566,DOWN,0
2011-04-27,27.124,27.2353,21.1941,27.4083,25.4426,DOWN,0
2011-04-28,27.124,26.9099,21.226,27.1805,25.526,UP,1
2011-04-29,27.2781,27.0983,21.2588,27.1908,25.6147,UP,1
2011-05-02,27.5779,27.3038,21.2961,27.2696,25.7043,DOWN,0
2011-05-03,27.5693,27.4237,21.3333,27.3347,25.791,DOWN,0
2011-05-04,27.4923,27.5265,21.3677,27.4083,25.889,DOWN,0
2011-05-05,27.1839,27.3981,21.4004,27.4203,25.9876,DOWN,0
2011-05-06,27.1154,27.3724,21.4304,27.3878,26.0971,UP,1
2011-05-09,27.5779,27.1668,21.4608,27.3878,26.2023,UP,1
2011-05-10,27.9205,27.6464,21.4909,27.458,26.3153,UP,1
2011-05-11,27.9547,27.9804,21.5214,27.5505,26.4373,UP,1
2011-05-12,28.2459,27.8434,21.5537,27.7629,26.5663,DOWN,0
2011-05-13,27.7749,28.1946,21.5895,27.8948,26.6834,UP,1
2011-05-16,27.9719,27.9976,21.628,27.9736,26.811,UP,1
2011-05-17,28.2117,28.1003,21.6647,28.0318,26.9357,UP,1
2011-05-18,28.4172,28.1432,21.7054,28.1243,27.0531,DOWN,0
2011-05-19,28.1603,28.4858,21.7451,28.1072,27.1658,UP,1
2011-05-20,28.2631,28.1089,21.7856,28.2048,27.2572,DOWN,0
2011-05-23,28.1689,27.9291,21.827,28.2442,27.3342,DOWN,0
2011-05-24,28.1346,28.1689,21.8677,28.2288,27.41,UP,1
2011-05-25,28.3316,28.0233,21.9104,28.2117,27.4902,UP,1
2011-05-26,28.8712,28.2631,21.9593,28.3539,27.5839,UP,1
2011-05-27,29.1024,28.8626,22.0099,28.5217,27.6778,UP,1
2011-05-31,29.1281,29.2052,22.0614,28.7136,27.7689,DOWN,0
2011-06-01,28.4087,28.9739,22.1093,28.7684,27.8429,UP,1
2011-06-02,28.4429,28.3487,22.1572,28.7906,27.9061,DOWN,0
2011-06-03,27.9633,28.0575,22.2032,28.6091,27.9361,DOWN,0
2011-06-06,27.4666,27.8605,22.2488,28.2819,27.9518,UP,1
2011-06-07,27.5779,27.595,22.2943,27.9719,27.9726,DOWN,0
2011-06-08,27.5094,27.5094,22.3406,27.792,27.9941,UP,1
2011-06-09,27.7749,27.5608,22.3896,27.6584,28.0114,DOWN,0
2011-06-10,27.3295,27.655,22.4365,27.5317,28.0226,UP,1
2011-06-13,27.6207,27.4409,22.4871,27.5625,28.0401,UP,1
2011-06-14,27.8777,27.8862,22.5376,27.6224,28.0575,DOWN,0
2011-06-15,27.6293,27.7235,22.5887,27.6464,28.0544,DOWN,0
2011-06-16,27.5265,27.6892,22.6395,27.5967,28.044,UP,1
2011-06-17,27.8777,27.7663,22.691,27.7064,28.0274,UP,1
2011-06-20,28.1346,27.8263,22.7417,27.8091,28.0214,UP,1
2011-06-21,28.5543,28.2374,22.7945,27.9445,28.0209,DOWN,0
2011-06-22,28.2716,28.3658,22.848,28.0729,28.0214,UP,1
2011-06-23,28.4001,28.0147,22.9025,28.2477,28.027,DOWN,0
2011-06-24,28.1175,28.3658,22.9538,28.2956,28.0248,UP,1
2011-06-27,28.2973,28.1175,23.0047,28.3282,27.9979,UP,1
2011-06-28,28.657,28.3487,23.0578,28.3487,27.9796,UP,1
2011-06-29,28.8198,28.7684,23.1128,28.4583,27.9753,UP,1
2011-06-30,29.1966,28.8369,23.1715,28.6176,27.9614,UP,1
2011-07-01,29.4535,29.1624,23.2321,28.8849,27.9852,UP,1
2011-07-05,29.6591,29.3765,23.293,29.1572,28.0339,UP,1
2011-07-06,29.976,29.6848,23.3542,29.421,28.0897,UP,1
2011-07-07,30.3186,29.976,23.4163,29.7208,28.1512,DOWN,0
2011-07-08,30.31,30.0102,23.4786,29.9434,28.2149,DOWN,0
2011-07-11,30.0531,30.0188,23.5388,30.0633,28.2735,UP,1
2011-07-12,30.1644,29.9503,23.5961,30.1644,28.3312,UP,1
2011-07-13,30.2672,30.2843,23.6538,30.2226,28.385,DOWN,0
2011-07-14,30.0702,30.2672,23.7086,30.173,28.435,DOWN,0
2011-07-15,29.5649,30.1815,23.7613,30.0239,28.4765,DOWN,0
2011-07-18,29.2223,29.6677,23.8118,29.8578,28.5173,UP,1
2011-07-19,29.6591,29.2908,23.8645,29.7567,28.5681,DOWN,0
2011-07-20,29.5392,29.7533,23.9164,29.6111,28.6074,UP,1
2011-07-21,29.7704,29.6762,23.9777,29.5512,28.6444,DOWN,0
2011-07-22,29.7019,29.7961,24.0387,29.5786,28.6793,DOWN,0
2011-07-25,29.6591,29.4621,24.0999,29.6659,28.7076,DOWN,0
2011-07-26,29.4279,29.5478,24.1594,29.6197,28.7406,DOWN,0
2011-07-27,28.657,29.2651,24.2131,29.4433,28.7543,DOWN,0
2011-07-28,27.1411,28.6057,24.2591,28.9174,28.7329,DOWN,0
2011-07-29,27.0897,26.9356,24.3035,28.395,28.7064,DOWN,0
2011-08-01,26.9099,27.3038,24.3466,27.8451,28.6814,DOWN,0
2011-08-02,26.4046,26.6872,24.3864,27.2405,28.6442,UP,1
2011-08-03,26.7728,26.4645,24.4264,26.8636,28.6163,DOWN,0
2011-08-04,26.0962,26.4816,24.4632,26.6546,28.5755,UP,1
2011-08-05,26.1391,26.396,24.4992,26.4645,28.5317,DOWN,0
2011-08-08,23.9123,25.6252,24.5227,25.865,28.4325,UP,1
2011-08-09,25.1113,24.1435,24.5514,25.6063,28.3527,DOWN,0
2011-08-10,24.5546,24.7045,24.5761,25.1627,28.2612,UP,1
2011-08-11,26.2333,24.6916,24.6095,25.1901,28.2177,UP,1
2011-08-12,26.6529,26.336,24.6462,25.2929,28.1819,UP,1
2011-08-15,27.4494,26.8328,24.6927,26.0003,28.1716,DOWN,0
2011-08-16,27.4066,27.1411,24.7364,26.4594,28.1704,DOWN,0
2011-08-17,27.3467,27.5265,24.7804,27.0178,28.1658,DOWN,0
2011-08-18,25.8821,26.6444,24.8147,26.9476,28.1332,DOWN,0
2011-08-19,25.7708,25.5738,24.8477,26.7711,28.0932,UP,1
2011-08-22,25.9849,26.0791,24.8799,26.4782,28.0663,UP,1
2011-08-23,27.1582,26.1048,24.9176,26.4285,28.057,UP,1
2011-08-24,27.4152,26.987,24.957,26.4422,28.0478,DOWN,0
2011-08-25,26.7129,27.3552,24.9923,26.6084,28.0294,UP,1
2011-08-26,27.0383,26.4731,25.0292,26.8619,28.0197,UP,1
2011-08-29,27.7492,27.4666,25.0685,27.2148,28.0171,UP,1
2011-08-30,27.8348,27.6122,25.1095,27.3501,28.0111,UP,1
2011-08-31,27.8691,28.126,25.1512,27.4409,27.9974,UP,1
2011-09-01,27.8777,27.8091,25.1964,27.6738,27.9895,DOWN,0
2011-09-02,26.9955,27.3895,25.2374,27.6653,27.9614,DOWN,0
2011-09-06,26.987,26.2247,25.2772,27.5128,27.9388,UP,1
2011-09-07,27.9804,27.4666,25.3214,27.5419,27.9325,DOWN,0
2011-09-08,27.7492,27.7492,25.3647,27.518,27.9143,DOWN,0
2011-09-09,26.9698,27.5865,25.4048,27.3364,27.8773,UP,1
2011-09-12,27.1754,26.7043,25.4431,27.3724,27.8369,UP,1
2011-09-13,27.7235,27.2439,25.4849,27.5197,27.8023,UP,1
2011-09-14,28.5714,27.8948,25.531,27.6379,27.7805,UP,1
2011-09-15,29.0253,28.7256,25.581,27.8931,27.7615,DOWN,0
2011-09-16,28.8455,29.0767,25.6275,28.2682,27.7321,UP,1
2011-09-19,28.9654,28.2716,25.6718,28.6262,27.7052,DOWN,0
2011-09-20,28.9397,29.1195,25.7164,28.8694,27.6829,DOWN,0
2011-09-21,27.5608,28.657,25.7552,28.6673,27.6308,DOWN,0
2011-09-22,26.5245,26.8414,25.788,28.1671,27.556,DOWN,0
2011-09-23,26.2504,26.533,25.8196,27.6481,27.4796,UP,1
2011-09-26,27.3124,26.396,25.8563,27.3175,27.4345,UP,1
2011-09-27,27.8691,27.9119,25.8954,27.1034,27.4075,DOWN,0
2011-09-28,27.518,27.9205,25.9291,27.0949,27.3646,UP,1
2011-09-29,27.6721,28.0147,25.9615,27.3244,27.3273,DOWN,0
2011-09-30,27.0812,27.3467,25.9917,27.4905,27.2735,DOWN,0
2011-10-03,25.9935,26.8499,26.0135,27.2268,27.1994,DOWN,0
2011-10-04,25.9592,25.3426,26.0349,26.8448,27.1254,DOWN,0
2011-10-05,25.5652,26.002,26.0544,26.4542,27.0481,DOWN,0
2011-10-06,25.2312,25.5652,26.073,25.9661,26.9796,UP,1
2011-10-07,25.3511,25.4111,26.0926,25.62,26.9438,UP,1
2011-10-10,26.062,25.865,26.116,25.6337,26.9232,DOWN,0
2011-10-11,25.865,25.805,26.1383,25.6149,26.9023,UP,1
2011-10-12,26.6444,26.002,26.1643,25.8307,26.9071,UP,1
2011-10-13,26.7985,26.4816,26.1911,26.1442,26.9076,UP,1
2011-10-14,27.3638,27.0298,26.2209,26.5467,26.933,DOWN,0
2011-10-17,27.1754,27.2781,26.2496,26.7694,26.9537,UP,1
2011-10-18,27.7492,27.0983,26.2819,27.1463,27.0305,DOWN,0
2011-10-19,27.2696,28.1005,26.3133,27.2713,27.0736,UP,1
2011-10-20,27.5522,27.321,26.3449,27.422,27.1336,UP,1
2011-10-21,28.0661,27.852,26.3793,27.5625,27.1702,UP,1
2011-10-24,28.4344,28.0918,26.4157,27.8143,27.2059,DOWN,0
2011-10-25,27.7578,28.2802,26.4483,27.816,27.212,UP,1
2011-10-26,27.9804,28.0318,26.4828,27.9582,27.2235,DOWN,0
2011-10-27,27.2096,28.8626,26.5121,27.8897,27.2208,DOWN,0
2011-10-28,26.7386,26.7814,26.5399,27.6242,27.2379,DOWN,0
2011-10-31,26.4902,26.4217,26.5662,27.2353,27.2523,DOWN,0
2011-11-01,25.668,25.6937,26.588,26.8174,27.2459,UP,1
2011-11-02,25.8821,26.2076,26.612,26.3977,27.2204,UP,1
2011-11-03,26.0962,26.0534,26.6376,26.175,27.194,DOWN,0
2011-11-04,25.8907,25.8821,26.6617,26.0055,27.1776,UP,1
2011-11-07,25.9678,25.8736,26.6852,25.901,27.1562,DOWN,0
2011-11-08,25.9335,26.1476,26.7083,25.9541,27.1199,DOWN,0
2011-11-09,25.1798,25.3939,26.7258,25.8136,27.0668,UP,1
2011-11-10,25.3682,25.4625,26.7431,25.668,27.0168,UP,1
2011-11-11,25.8821,25.7108,26.7666,25.6663,26.9768,DOWN,0
2011-11-14,25.6594,25.865,26.7905,25.6046,26.9501,UP,1
2011-11-15,25.8393,25.5395,26.8143,25.5858,26.9272,DOWN,0
2011-11-16,25.5909,25.5995,26.8353,25.668,26.8794,DOWN,0
2011-11-17,25.4111,25.5567,26.8548,25.6766,26.8326,DOWN,0
2011-11-18,25.3511,25.5481,26.8717,25.5704,26.8002,DOWN,0
2011-11-21,24.9657,25.0856,26.884,25.4316,26.7561,DOWN,0
2011-11-22,24.743,24.9486,26.8939,25.2124,26.6964,DOWN,0
2011-11-23,24.469,24.5204,26.9027,24.988,26.6144,DOWN,0
2011-11-25,24.469,24.3833,26.9108,24.7996,26.5233,UP,1
2011-11-28,25.1284,24.9743,26.9222,24.755,26.4489,UP,1
2011-11-29,25.3768,25.2483,26.935,24.8372,26.3772,UP,1
2011-11-30,26.0106,26.0448,26.9503,25.0908,26.3186,DOWN,0
2011-12-01,25.3511,26.0448,26.9628,25.2672,26.2744,UP,1
2011-12-02,25.6081,25.5909,26.9753,25.495,26.2561,UP,1
2011-12-05,25.8393,25.9506,26.9884,25.6372,26.2478,UP,1
2011-12-06,25.8479,25.9078,27.0046,25.7314,26.2185,DOWN,0
2011-12-07,25.4967,25.7537,27.0209,25.6286,26.1711,DOWN,0
2011-12-08,25.1199,25.334,27.0383,25.5824,26.1231,UP,1
2011-12-09,25.6252,25.1541,27.0548,25.5858,26.0822,DOWN,0
2011-12-12,25.2655,25.4025,27.0698,25.471,26.0459,DOWN,0
2011-12-13,25.2227,25.4625,27.0866,25.346,26.0305,DOWN,0
2011-12-14,25.0428,25.0856,27.1028,25.2552,26.0121,UP,1
2011-12-15,25.3854,25.2312,27.1202,25.3083,26.0085,UP,1
2011-12-16,25.8307,25.6081,27.1414,25.3494,26.0205,DOWN,0
2011-12-19,25.7194,25.9763,27.1601,25.4402,26.0279,UP,1
2011-12-20,26.5159,26.0705,27.1799,25.6988,26.037,DOWN,0
