ticker,ILMN US Equity,ILMN US Equity,ILMN US Equity,ILMN US Equity,ILMN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2006-11-15,20.22,19.865,20.649,19.0781,15.5216,DOWN,0
2006-11-16,20.17,20.38,20.341,19.1498,15.5672,DOWN,0
2006-11-17,20.165,20.17,19.969,19.2259,15.6114,DOWN,0
2006-11-20,20.0,20.165,20.078,19.2983,15.6561,DOWN,0
2006-11-21,19.565,20.0,20.024,19.3571,15.6992,UP,1
2006-11-22,19.575,19.615,19.895,19.4025,15.745,DOWN,0
2006-11-24,19.555,19.415,19.772,19.4441,15.7905,DOWN,0
2006-11-27,18.925,19.5,19.524,19.4643,15.8321,UP,1
2006-11-28,19.485,18.815,19.421,19.4972,15.8763,DOWN,0
2006-11-29,19.145,19.58,19.337,19.5271,15.9165,UP,1
2006-11-30,19.22,19.195,19.266,19.5671,15.9551,DOWN,0
2006-12-01,19.11,19.195,19.177,19.6031,15.9901,UP,1
2006-12-04,19.37,19.06,19.266,19.6546,16.0261,UP,1
2006-12-05,19.515,19.58,19.272,19.7073,16.0634,UP,1
2006-12-06,20.43,19.53,19.529,19.7684,16.1034,DOWN,0
2006-12-07,20.055,20.5,19.696,19.8028,16.1416,UP,1
2006-12-08,20.375,20.125,19.949,19.8742,16.1808,UP,1
2006-12-11,20.61,20.415,20.197,19.956,16.2209,DOWN,0
2006-12-12,20.225,20.62,20.339,20.031,16.2584,DOWN,0
2006-12-13,19.975,20.415,20.248,20.0964,16.2933,UP,1
2006-12-14,20.195,20.09,20.276,20.1553,16.3289,DOWN,0
2006-12-15,19.975,20.275,20.196,20.2051,16.3641,DOWN,0
2006-12-18,19.975,20.015,20.069,20.255,16.4,DOWN,0
2006-12-19,19.685,20.23,19.961,20.2958,16.4373,DOWN,0
2006-12-20,19.485,19.705,19.863,20.3411,16.4723,UP,1
2006-12-21,19.845,19.465,19.793,20.4,16.509,UP,1
2006-12-22,19.935,19.89,19.785,20.4516,16.5453,DOWN,0
2006-12-26,19.725,19.965,19.735,20.4911,16.58,UP,1
2006-12-27,19.975,19.655,19.793,20.5318,16.6143,DOWN,0
2006-12-28,19.85,19.895,19.866,20.5624,16.6481,DOWN,0
2006-12-29,19.655,19.85,19.828,20.5177,16.6826,DOWN,0
2007-01-03,19.205,19.63,19.682,20.4734,16.7152,UP,1
2007-01-04,19.545,19.17,19.646,20.4283,16.7503,DOWN,0
2007-01-05,19.305,19.355,19.512,20.3815,16.7842,DOWN,0
2007-01-08,19.275,19.25,19.397,20.3198,16.816,UP,1
2007-01-09,19.745,19.45,19.415,20.2661,16.8501,DOWN,0
2007-01-10,19.66,19.585,19.506,20.2024,16.8812,UP,1
2007-01-11,19.785,19.65,19.554,20.1549,16.9129,DOWN,0
2007-01-12,19.745,19.735,19.642,20.1056,16.944,DOWN,0
2007-01-16,19.39,19.71,19.665,20.0538,16.9719,UP,1
2007-01-17,19.445,19.35,19.605,20.0146,17.003,UP,1
2007-01-18,19.45,19.5,19.563,19.9813,17.0408,UP,1
2007-01-19,19.75,19.395,19.556,19.9518,17.0811,UP,1
2007-01-22,20.275,19.75,19.662,19.9191,17.1229,UP,1
2007-01-23,20.49,20.48,19.882,19.8842,17.1663,DOWN,0
2007-01-24,20.475,20.475,20.088,19.8511,17.2135,DOWN,0
2007-01-25,20.04,20.435,20.206,19.8177,17.2488,DOWN,0
2007-01-26,19.61,19.96,20.178,19.7694,17.2824,UP,1
2007-01-29,19.71,19.53,20.065,19.7745,17.3186,UP,1
2007-01-30,19.75,19.665,19.917,19.7728,17.3548,UP,1
2007-01-31,20.425,19.88,19.907,19.7769,17.3949,UP,1
2007-02-01,20.78,20.47,20.055,19.7891,17.4362,DOWN,0
2007-02-02,18.585,18.85,19.85,19.7575,17.4647,DOWN,0
2007-02-05,17.595,18.095,19.427,19.7094,17.4783,UP,1
2007-02-06,17.785,17.51,19.034,19.6738,17.494,UP,1
2007-02-07,18.18,18.31,18.585,19.6459,17.5077,DOWN,0
2007-02-08,17.595,18.05,17.948,19.6067,17.5193,DOWN,0
2007-02-09,17.04,17.53,17.639,19.569,17.5307,UP,1
2007-02-12,17.465,17.195,17.613,19.5286,17.5413,UP,1
2007-02-13,18.595,17.571,17.775,19.5176,17.5562,UP,1
2007-02-14,18.61,18.645,17.861,19.5054,17.5702,DOWN,0
2007-02-15,18.44,18.49,18.03,19.492,17.5864,DOWN,0
2007-02-16,18.405,18.435,18.303,19.4727,17.6021,UP,1
2007-02-20,18.535,18.285,18.517,19.4531,17.62,DOWN,0
2007-02-21,18.27,18.55,18.452,19.4099,17.6373,DOWN,0
2007-02-22,18.035,18.2,18.337,19.3695,17.6514,DOWN,0
2007-02-23,17.91,17.94,18.231,19.3202,17.667,DOWN,0
2007-02-26,17.625,17.91,18.075,19.2605,17.6829,DOWN,0
2007-02-27,16.82,17.085,17.732,19.1924,17.6932,DOWN,0
2007-02-28,16.795,16.75,17.437,19.1288,17.7062,DOWN,0
2007-03-01,16.3,16.475,17.09,19.0509,17.7205,DOWN,0
2007-03-02,15.9,16.055,16.688,18.9694,17.7303,DOWN,0
2007-03-05,14.892,15.71,16.1414,18.8677,17.7347,UP,1
2007-03-06,15.6,15.165,15.8974,18.786,17.7454,UP,1
2007-03-07,16.015,15.75,15.7414,18.7166,17.7607,DOWN,0
2007-03-08,15.785,16.08,15.6384,18.6354,17.7729,UP,1
2007-03-09,15.87,15.8,15.6324,18.5541,17.7866,DOWN,0
2007-03-12,15.65,15.725,15.784,18.4726,17.7995,DOWN,0
2007-03-13,14.43,15.605,15.55,18.3617,17.8064,UP,1
2007-03-14,14.77,14.3,15.301,18.2601,17.8121,DOWN,0
2007-03-15,14.61,14.795,15.066,18.1592,17.814,DOWN,0
2007-03-16,14.565,14.645,14.805,18.0664,17.8184,UP,1
2007-03-19,14.69,14.69,14.613,17.9693,17.8235,UP,1
2007-03-20,14.815,14.655,14.69,17.8795,17.8279,UP,1
2007-03-21,15.15,14.815,14.766,17.797,17.8341,DOWN,0
2007-03-22,15.14,15.23,14.872,17.7049,17.8442,DOWN,0
2007-03-23,14.99,15.06,14.957,17.6115,17.8526,DOWN,0
2007-03-26,14.775,14.965,14.974,17.5113,17.8595,DOWN,0
2007-03-27,14.64,14.76,14.939,17.4092,17.8662,UP,1
2007-03-28,14.73,14.57,14.855,17.316,17.8733,DOWN,0
2007-03-29,14.685,14.795,14.764,17.2208,17.8802,DOWN,0
2007-03-30,14.65,14.66,14.696,17.1248,17.8935,DOWN,0
2007-04-02,14.615,14.71,14.664,17.0221,17.9047,UP,1
2007-04-03,14.75,14.64,14.686,16.9116,17.913,UP,1
2007-04-04,14.89,14.83,14.718,16.7996,17.9237,UP,1
2007-04-05,15.345,14.94,14.85,16.697,17.9381,DOWN,0
2007-04-09,15.24,15.305,14.968,16.601,17.9515,UP,1
2007-04-10,15.78,15.215,15.201,16.5244,17.9638,DOWN,0
2007-04-11,15.555,15.82,15.362,16.4413,17.9682,UP,1
2007-04-12,15.64,15.465,15.512,16.3591,17.9714,UP,1
2007-04-13,15.685,15.675,15.58,16.2643,17.9758,UP,1
2007-04-16,16.19,15.705,15.77,16.1725,17.9843,DOWN,0
2007-04-17,16.11,16.17,15.836,16.123,17.9942,DOWN,0
2007-04-18,15.92,16.07,15.909,16.0895,18.0013,DOWN,0
2007-04-19,15.9,15.8,15.961,16.0518,18.0067,UP,1
2007-04-20,16.02,15.85,16.028,16.0086,18.0106,UP,1
2007-04-23,16.05,15.99,16.0,15.9777,18.0145,UP,1
2007-04-24,16.385,16.165,16.055,15.9646,18.0173,UP,1
2007-04-25,16.48,17.145,16.167,15.9449,18.0248,UP,1
2007-04-26,16.865,16.385,16.36,15.9103,18.0377,DOWN,0
2007-04-27,16.795,16.735,16.515,15.874,18.0495,DOWN,0
2007-04-30,16.315,16.76,16.568,15.8315,18.0587,UP,1
2007-05-01,16.345,16.315,16.56,15.7903,18.0672,UP,1
2007-05-02,16.585,16.37,16.581,15.7513,18.0782,UP,1
2007-05-03,16.72,16.5,16.552,15.7203,18.091,UP,1
2007-05-04,16.865,16.775,16.566,15.6969,18.1032,DOWN,0
2007-05-07,16.765,16.82,16.656,15.674,18.0942,DOWN,0
2007-05-08,16.66,16.67,16.719,15.6547,18.0863,UP,1
2007-05-09,16.845,16.62,16.771,15.6552,18.0797,DOWN,0
2007-05-10,16.3,16.7,16.687,15.6453,18.0667,UP,1
2007-05-11,16.315,16.133,16.577,15.6456,18.0523,UP,1
2007-05-14,16.505,16.26,16.525,15.6577,18.0354,DOWN,0
2007-05-15,16.15,16.5,16.423,15.6829,18.0205,UP,1
2007-05-16,16.325,16.18,16.319,15.6974,18.0048,DOWN,0
2007-05-17,16.135,16.25,16.286,15.6998,17.9899,UP,1
2007-05-18,16.265,16.205,16.276,15.7094,17.9784,UP,1
2007-05-21,16.3,16.245,16.235,15.718,17.9681,UP,1
2007-05-22,16.33,16.235,16.271,15.7316,17.956,UP,1
2007-05-23,16.665,16.4,16.339,15.7763,17.9468,DOWN,0
2007-05-24,16.345,16.64,16.381,15.8078,17.9363,DOWN,0
2007-05-25,16.29,16.29,16.386,15.8414,17.9266,UP,1
2007-05-29,16.315,16.345,16.389,15.8764,17.919,DOWN,0
2007-05-30,15.975,16.16,16.318,15.9021,17.9112,UP,1
2007-05-31,16.315,15.975,16.248,15.9321,17.9076,UP,1
2007-06-01,16.505,16.37,16.28,15.9592,17.9049,UP,1
2007-06-04,16.995,16.435,16.421,15.9963,17.9038,UP,1
2007-06-05,17.755,16.895,16.709,16.0516,17.9104,DOWN,0
2007-06-06,17.47,17.615,17.008,16.1055,17.9182,UP,1
2007-06-07,17.575,17.42,17.26,16.1642,17.9206,UP,1
2007-06-08,17.675,17.5,17.494,16.2231,17.9215,UP,1
2007-06-11,18.59,18.5,17.813,16.3012,17.9251,DOWN,0
2007-06-12,18.48,18.52,17.958,16.3778,17.939,UP,1
2007-06-13,19.165,19.29,18.297,16.4688,17.9519,UP,1
2007-06-14,19.725,19.69,18.727,16.5683,17.97,UP,1
2007-06-15,20.085,19.985,19.209,16.6722,17.9898,UP,1
2007-06-18,20.28,20.15,19.547,16.7709,18.0087,DOWN,0
2007-06-19,20.27,20.27,19.905,16.8715,18.025,DOWN,0
2007-06-20,20.27,20.365,20.126,16.9613,18.0422,DOWN,0
2007-06-21,19.79,20.21,20.139,17.046,18.0556,UP,1
2007-06-22,19.805,19.83,20.083,17.1293,18.0674,UP,1
2007-06-25,19.93,19.735,20.013,17.2142,18.0834,DOWN,0
2007-06-26,19.735,20.0,19.906,17.2851,18.0991,UP,1
2007-06-27,20.94,19.595,20.04,17.3817,18.122,DOWN,0
2007-06-28,20.725,20.97,20.227,17.4778,18.1438,DOWN,0
2007-06-29,20.295,20.84,20.325,17.5657,18.1621,UP,1
2007-07-02,20.7,20.3,20.479,17.6593,18.1791,UP,1
2007-07-03,20.78,20.76,20.688,17.7539,18.1956,UP,1
2007-07-05,20.93,20.84,20.686,17.8448,18.2107,DOWN,0
2007-07-06,20.895,20.995,20.72,17.9331,18.226,DOWN,0
2007-07-09,20.675,20.875,20.796,18.0093,18.2411,DOWN,0
2007-07-10,20.41,20.505,20.738,18.0816,18.257,DOWN,0
2007-07-11,20.225,20.4,20.627,18.1598,18.2716,UP,1
2007-07-12,21.045,20.205,20.65,18.2538,18.2929,DOWN,0
2007-07-13,20.82,20.95,20.635,18.3385,18.3126,DOWN,0
2007-07-16,20.53,20.8,20.606,18.4147,18.3283,UP,1
2007-07-17,20.935,20.545,20.711,18.4961,18.3413,DOWN,0
2007-07-18,20.815,20.735,20.829,18.5771,18.3614,DOWN,0
2007-07-19,20.675,20.8,20.755,18.6574,18.3822,DOWN,0
2007-07-20,20.21,20.63,20.633,18.7247,18.4008,UP,1
2007-07-23,21.0,20.33,20.727,18.8187,18.4223,DOWN,0
2007-07-24,20.915,21.195,20.723,18.9107,18.4406,UP,1
2007-07-25,22.96,22.75,21.152,19.0398,18.468,UP,1
2007-07-26,23.725,22.615,21.762,19.1913,18.4992,DOWN,0
2007-07-27,23.35,22.995,22.39,19.3318,18.5278,DOWN,0
2007-07-30,23.13,23.34,22.816,19.4717,18.5573,DOWN,0
2007-07-31,22.785,23.125,23.19,19.6021,18.5867,UP,1
2007-08-01,23.39,22.7,23.276,19.7439,18.6169,DOWN,0
2007-08-02,23.17,23.16,23.165,19.8807,18.644,DOWN,0
2007-08-03,22.265,23.205,22.948,19.9927,18.6656,UP,1
2007-08-06,23.63,22.365,23.048,20.1384,18.6922,UP,1
2007-08-07,24.72,23.49,23.435,20.307,18.7063,UP,1
2007-08-08,25.09,25.0,23.775,20.4825,18.7247,DOWN,0
2007-08-09,24.465,24.845,24.034,20.6523,18.738,DOWN,0
2007-08-10,23.42,24.13,24.265,20.7944,18.7469,UP,1
2007-08-13,23.5,23.445,24.239,20.9343,18.7526,DOWN,0
2007-08-14,22.745,23.435,23.844,21.0493,18.7542,DOWN,0
2007-08-15,22.395,22.725,23.305,21.1421,18.7519,UP,1
2007-08-16,22.44,22.265,22.9,21.2415,18.7533,UP,1
2007-08-17,23.325,24.045,22.881,21.3565,18.7589,UP,1
2007-08-20,23.835,23.38,22.948,21.4797,18.7682,UP,1
2007-08-21,24.25,23.675,23.249,21.5929,18.7824,DOWN,0
2007-08-22,23.845,24.47,23.539,21.7002,18.796,DOWN,0
2007-08-23,23.41,24.015,23.733,21.7851,18.807,UP,1
2007-08-24,23.895,23.395,23.847,21.8685,18.8169,DOWN,0
2007-08-27,23.52,23.77,23.784,21.9372,18.8233,DOWN,0
2007-08-28,23.19,23.34,23.572,21.9954,18.8286,UP,1
2007-08-29,23.615,23.275,23.526,22.0623,18.8381,UP,1
2007-08-30,23.69,23.425,23.582,22.1307,18.8465,UP,1
2007-08-31,24.145,24.0,23.632,22.2178,18.8699,UP,1
2007-09-04,24.39,24.06,23.806,22.3095,18.8927,DOWN,0
2007-09-05,23.995,24.19,23.967,22.3908,18.9116,DOWN,0
2007-09-06,23.745,24.0,23.993,22.471,18.9294,DOWN,0
2007-09-07,23.5,23.5,23.955,22.5222,18.9461,UP,1
2007-09-10,24.66,23.555,24.058,22.6009,18.9694,UP,1
2007-09-11,25.715,24.6,24.323,22.7093,19.0002,UP,1
2007-09-12,25.89,25.895,24.702,22.8131,19.0317,UP,1
2007-09-13,26.065,26.255,25.166,22.9188,19.0643,UP,1
2007-09-14,26.485,25.965,25.763,23.0299,19.1021,UP,1
2007-09-17,26.565,26.49,26.144,23.1433,19.1375,UP,1
2007-09-18,26.735,26.72,26.348,23.2645,19.1754,DOWN,0
2007-09-19,26.59,26.25,26.488,23.3881,19.2123,DOWN,0
2007-09-20,26.14,26.29,26.503,23.5064,19.2474,UP,1
2007-09-21,26.39,26.37,26.484,23.6133,19.2825,DOWN,0
2007-09-24,26.235,26.455,26.418,23.7216,19.3161,DOWN,0
2007-09-25,26.23,26.095,26.317,23.8356,19.3451,UP,1
2007-09-26,26.325,26.355,26.264,23.9434,19.3765,UP,1
2007-09-27,26.435,26.325,26.323,24.0558,19.4068,DOWN,0
2007-09-28,25.94,26.365,26.233,24.1611,19.4334,DOWN,0
2007-10-01,25.935,26.04,26.173,24.2756,19.462,UP,1
2007-10-02,26.47,25.965,26.221,24.385,19.4945,UP,1
2007-10-03,27.24,26.265,26.404,24.5115,19.5297,UP,1
2007-10-04,27.35,27.275,26.587,24.5993,19.5666,UP,1
2007-10-05,28.53,27.595,27.105,24.6954,19.6093,DOWN,0
2007-10-08,28.525,28.355,27.623,24.7989,19.6535,UP,1
2007-10-09,28.995,28.5,28.128,24.9162,19.7011,UP,1
2007-10-10,30.425,28.885,28.765,25.069,19.754,UP,1
2007-10-11,30.91,30.455,29.477,25.2194,19.8089,DOWN,0
2007-10-12,30.47,31.115,29.865,25.3654,19.8626,DOWN,0
2007-10-15,30.085,30.56,30.177,25.5218,19.9131,UP,1
2007-10-16,30.16,30.065,30.41,25.6524,19.9647,DOWN,0
2007-10-17,29.4,30.525,30.205,25.746,20.0134,UP,1
2007-10-18,29.49,29.28,29.921,25.834,20.0648,DOWN,0
2007-10-19,29.0,29.495,29.627,25.9247,20.1121,UP,1
2007-10-22,29.76,28.76,29.562,26.0515,20.1644,UP,1
2007-10-23,31.19,30.2,29.768,26.2053,20.224,DOWN,0
2007-10-24,28.905,29.15,29.669,26.3285,20.2698,DOWN,0
2007-10-25,27.385,28.0,29.248,26.4283,20.3084,DOWN,0
2007-10-26,27.005,27.47,28.849,26.5196,20.3445,UP,1
2007-10-29,28.41,26.895,28.579,26.6213,20.3878,DOWN,0
2007-10-30,27.965,28.25,27.934,26.7039,20.4307,UP,1
2007-10-31,28.075,28.18,27.768,26.7804,20.4738,UP,1
2007-11-01,28.125,28.035,27.916,26.866,20.5172,UP,1
2007-11-02,28.555,28.235,28.226,26.9689,20.5612,UP,1
2007-11-05,28.84,28.065,28.312,27.0678,20.6041,DOWN,0
2007-11-06,28.625,28.975,28.444,27.1699,20.6447,DOWN,0
2007-11-07,27.325,27.8,28.294,27.2526,20.679,DOWN,0
2007-11-08,27.255,27.33,28.12,27.3254,20.7151,UP,1
2007-11-09,27.425,27.02,27.894,27.4001,20.7541,DOWN,0
2007-11-12,26.445,27.265,27.415,27.4461,20.7878,UP,1
2007-11-13,26.53,26.525,26.996,27.4889,20.8217,DOWN,0
2007-11-14,26.17,26.565,26.765,27.5324,20.8504,DOWN,0
2007-11-15,25.745,26.095,26.463,27.5724,20.8753,UP,1
2007-11-16,26.505,25.81,26.279,27.6325,20.9149,DOWN,0
2007-11-19,26.02,26.66,26.194,27.6597,20.957,DOWN,0
2007-11-20,25.625,26.065,26.013,27.6579,20.9962,UP,1
2007-11-21,25.77,25.58,25.933,27.6555,21.0341,UP,1
2007-11-23,26.12,25.785,26.008,27.6566,21.0768,DOWN,0
2007-11-26,25.615,26.09,25.83,27.6392,21.1196,UP,1
2007-11-27,26.09,25.615,25.844,27.6297,21.1628,UP,1
2007-11-28,28.03,26.43,26.325,27.6556,21.2099,UP,1
2007-11-29,28.89,27.94,26.949,27.7016,21.2613,UP,1
2007-11-30,28.895,28.975,27.504,27.7567,21.3136,DOWN,0
2007-12-03,28.77,28.855,28.135,27.8043,21.3654,DOWN,0
2007-12-04,28.33,28.58,28.583,27.8462,21.4144,UP,1
2007-12-05,28.995,28.675,28.776,27.9015,21.468,UP,1
2007-12-06,29.325,28.995,28.863,27.9615,21.5245,DOWN,0
2007-12-07,29.03,29.4,28.89,28.0134,21.5801,UP,1
2007-12-10,29.195,29.155,28.975,28.0785,21.6379,DOWN,0
2007-12-11,28.225,29.36,28.954,28.1243,21.695,DOWN,0
2007-12-12,28.225,28.57,28.8,28.1594,21.7521,DOWN,0
2007-12-13,27.92,27.995,28.519,28.173,21.8102,UP,1
2007-12-14,28.005,27.785,28.314,28.1861,21.8707,DOWN,0
2007-12-17,27.195,27.88,27.914,28.1594,21.9322,UP,1
2007-12-18,27.47,27.25,27.763,28.1383,21.9916,UP,1
2007-12-19,28.165,27.475,27.751,28.1217,22.0523,UP,1
2007-12-20,28.98,28.5,27.963,28.0928,22.1183,UP,1
2007-12-21,30.825,29.44,28.527,28.0911,22.1931,DOWN,0
2007-12-24,30.12,30.87,29.112,28.0841,22.2654,UP,1
2007-12-26,30.575,30.01,29.733,28.0939,22.3462,DOWN,0
2007-12-27,29.795,30.325,30.059,28.0866,22.4213,UP,1
2007-12-28,30.045,29.965,30.272,28.0995,22.4985,DOWN,0
2007-12-31,29.63,29.825,30.033,28.1023,22.5738,UP,1
2008-01-02,29.78,29.905,29.965,28.1179,22.6492,DOWN,0
2008-01-03,29.555,29.875,29.761,28.1138,22.7229,DOWN,0
2008-01-04,28.555,28.95,29.513,28.0611,22.79,DOWN,0
2008-01-07,28.405,28.65,29.185,28.0511,22.8563,DOWN,0
2008-01-08,28.375,28.42,28.934,28.0709,22.9232,UP,1
2008-01-09,30.225,28.36,29.023,28.1353,23.0005,UP,1
2008-01-10,35.01,35.815,30.114,28.2673,23.1023,UP,1
2008-01-11,35.255,35.98,31.454,28.4131,23.205,DOWN,0
2008-01-14,35.085,35.25,32.79,28.5533,23.307,DOWN,0
2008-01-15,35.005,34.505,34.116,28.6909,23.4087,DOWN,0
2008-01-16,34.575,35.11,34.986,28.8113,23.5085,DOWN,0
2008-01-17,34.0,34.625,34.784,28.9145,23.6048,DOWN,0
2008-01-18,33.885,34.06,34.51,29.0197,23.6998,DOWN,0
2008-01-22,32.67,32.505,34.027,29.1266,23.7864,UP,1
2008-01-23,32.88,32.17,33.602,29.2391,23.8746,DOWN,0
2008-01-24,32.745,33.11,33.236,29.3455,23.9594,DOWN,0
2008-01-25,32.11,33.11,32.858,29.4588,24.0422,UP,1
2008-01-28,32.58,31.975,32.597,29.5798,24.1269,DOWN,0
2008-01-29,32.485,32.715,32.56,29.7061,24.2109,DOWN,0
2008-01-30,31.89,32.5,32.362,29.829,24.2894,DOWN,0
2008-01-31,31.85,31.75,32.183,29.9359,24.3681,UP,1
2008-02-01,33.795,31.96,32.52,30.0914,24.4575,DOWN,0
2008-02-04,32.445,34.02,32.493,30.2278,24.5402,UP,1
2008-02-05,35.75,34.74,33.146,30.4274,24.6388,DOWN,0
2008-02-06,34.375,35.51,33.643,30.5925,24.7305,DOWN,0
2008-02-07,33.3,34.0,33.933,30.7462,24.815,UP,1
2008-02-08,33.71,32.77,33.916,30.8986,24.9012,UP,1
2008-02-11,34.43,33.75,34.313,31.0266,24.989,UP,1
2008-02-12,34.985,34.47,34.16,31.1485,25.08,UP,1
2008-02-13,35.565,35.28,34.398,31.2819,25.1762,DOWN,0
2008-02-14,35.425,35.39,34.823,31.415,25.2716,UP,1
2008-02-15,35.975,35.24,35.276,31.5679,25.3686,UP,1
2008-02-19,36.66,36.38,35.722,31.7212,25.4683,DOWN,0
2008-02-20,36.42,36.33,36.009,31.8631,25.566,DOWN,0
2008-02-21,35.89,36.755,36.074,32.0003,25.6617,UP,1
2008-02-22,36.01,35.995,36.191,32.1366,25.7584,UP,1
2008-02-25,37.785,36.24,36.553,32.3278,25.8631,DOWN,0
2008-02-26,37.225,37.5,36.666,32.5078,25.9677,UP,1
2008-02-27,37.24,37.955,36.83,32.6942,26.0724,DOWN,0
2008-02-28,36.975,37.22,37.047,32.8736,26.1747,DOWN,0
2008-02-29,36.205,36.455,37.086,33.0538,26.275,UP,1
2008-03-03,36.44,36.0,36.817,33.2332,26.3756,DOWN,0
2008-03-04,36.07,36.015,36.586,33.3913,26.4752,DOWN,0
2008-03-05,35.7,36.25,36.278,33.5257,26.5724,DOWN,0
2008-03-06,33.825,35.43,35.648,33.5857,26.66,DOWN,0
2008-03-07,33.575,33.5,35.122,33.6548,26.7463,DOWN,0
2008-03-10,31.065,33.5,34.047,33.6646,26.8183,UP,1
2008-03-11,33.04,31.375,33.441,33.7295,26.9017,DOWN,0
2008-03-12,32.285,32.825,32.758,33.7743,26.9817,UP,1
2008-03-13,33.485,31.78,32.69,33.8514,27.0676,DOWN,0
2008-03-14,33.3,33.705,32.635,33.9218,27.1542,DOWN,0
2008-03-17,32.74,32.8,32.97,33.9855,27.2363,UP,1
2008-03-18,34.94,33.475,33.35,34.1132,27.3285,UP,1
2008-03-19,35.095,35.0,33.912,34.247,27.419,UP,1
2008-03-20,35.615,35.93,34.338,34.3918,27.5083,UP,1
2008-03-24,37.165,35.615,35.111,34.5306,27.6068,UP,1
2008-03-25,37.38,37.25,36.039,34.578,27.7058,DOWN,0
2008-03-26,37.23,37.18,36.497,34.6175,27.8036,DOWN,0
2008-03-27,37.175,37.2,36.913,34.6593,27.8965,DOWN,0
2008-03-28,37.15,37.25,37.22,34.7022,27.9898,UP,1
2008-03-31,37.95,37.0,37.377,34.7697,28.0838,UP,1
2008-04-01,38.965,38.49,37.694,34.869,28.18,DOWN,0
2008-04-02,38.51,38.905,37.95,34.9615,28.2721,UP,1
2008-04-03,39.035,38.47,38.322,35.0888,28.3659,UP,1
2008-04-04,39.42,39.49,38.776,35.2196,28.4616,UP,1
2008-04-07,39.445,39.47,39.075,35.3536,28.5575,DOWN,0
2008-04-08,39.115,39.21,39.105,35.4937,28.6541,DOWN,0
2008-04-09,39.06,39.09,39.215,35.6233,28.7504,UP,1
2008-04-10,39.44,39.13,39.296,35.7624,28.8479,DOWN,0
2008-04-11,38.13,38.955,39.038,35.8872,28.9399,DOWN,0
2008-04-14,38.08,38.21,38.765,36.0118,29.0256,DOWN,0
2008-04-15,35.675,37.155,38.077,36.0494,29.1004,UP,1
2008-04-16,36.575,35.885,37.58,36.132,29.1818,DOWN,0
2008-04-17,36.0,36.37,36.892,36.137,29.2583,UP,1
2008-04-18,36.645,36.595,36.595,36.1824,29.3376,UP,1
2008-04-21,36.99,36.49,36.377,36.2562,29.4179,DOWN,0
2008-04-22,36.235,37.03,36.489,36.3067,29.4946,UP,1
2008-04-23,39.925,38.3,37.159,36.4166,29.5908,DOWN,0
2008-04-24,39.91,39.845,37.941,36.5151,29.6883,DOWN,0
2008-04-25,39.505,39.525,38.513,36.5939,29.7847,DOWN,0
2008-04-28,38.595,38.12,38.834,36.6573,29.8725,UP,1
2008-04-29,39.0,38.75,39.387,36.7178,29.9634,DOWN,0
2008-04-30,38.945,39.2,39.191,36.7635,30.0555,UP,1
2008-05-01,39.09,38.995,39.027,36.8169,30.1462,UP,1
2008-05-02,39.375,39.56,39.001,36.8866,30.239,UP,1
2008-05-05,40.4,39.265,39.362,36.9744,30.3377,DOWN,0
2008-05-06,39.915,40.02,39.545,37.017,30.4362,DOWN,0
2008-05-07,38.985,39.95,39.553,37.0522,30.5261,UP,1
2008-05-08,39.245,39.005,39.584,37.0923,30.6178,UP,1
2008-05-09,39.285,38.815,39.566,37.1385,30.6994,UP,1
2008-05-12,39.81,39.415,39.448,37.2106,30.7798,DOWN,0
2008-05-13,39.185,39.92,39.302,37.2655,30.859,UP,1
2008-05-14,39.47,39.32,39.399,37.3335,30.9407,DOWN,0
2008-05-15,39.04,39.255,39.358,37.4003,31.022,UP,1
2008-05-16,39.14,39.235,39.329,37.5066,31.1007,UP,1
2008-05-19,39.52,39.0,39.271,37.6255,31.1825,DOWN,0
2008-05-20,39.375,39.25,39.309,37.7917,31.268,DOWN,0
2008-05-21,38.675,39.545,39.15,37.9044,31.3432,DOWN,0
2008-05-22,38.675,38.745,39.077,38.0322,31.413,DOWN,0
2008-05-23,38.11,38.335,38.871,38.1247,31.4781,UP,1
2008-05-27,38.25,38.11,38.617,38.2237,31.547,UP,1
2008-05-28,38.44,38.2,38.43,38.3377,31.6221,UP,1
2008-05-29,39.15,38.395,38.525,38.4219,31.7004,UP,1
2008-05-30,39.24,39.09,38.638,38.5048,31.7829,UP,1
2008-06-02,39.36,39.195,38.888,38.5797,31.8677,DOWN,0
2008-06-03,39.325,39.595,39.103,38.6229,31.9521,UP,1
2008-06-04,39.58,39.09,39.331,38.6669,32.0334,UP,1
2008-06-05,39.865,39.66,39.474,38.7196,32.1135,DOWN,0
2008-06-06,39.35,39.645,39.496,38.7631,32.189,UP,1
2008-06-09,39.46,39.57,39.516,38.8093,32.2671,DOWN,0
2008-06-10,39.02,39.09,39.455,38.8307,32.3452,DOWN,0
2008-06-11,37.54,39.03,39.047,38.8022,32.4134,UP,1
2008-06-12,37.985,37.39,38.671,38.7917,32.4857,UP,1
2008-06-13,39.275,38.43,38.656,38.7965,32.5661,UP,1
2008-06-16,40.375,39.155,38.839,38.8156,32.6499,UP,1
2008-06-17,40.665,40.42,39.168,38.84,32.7348,DOWN,0
