ticker,VMC US Equity,VMC US Equity,VMC US Equity,VMC US Equity,VMC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2006-04-17,90.88,91.01,72.3374,89.394,82.718,UP,1
2006-04-18,93.49,91.88,72.4799,90.156,83.0978,DOWN,0
2006-04-19,93.39,93.24,72.6228,91.334,83.3572,DOWN,0
2006-04-20,93.19,93.4,72.7617,92.38,83.6662,UP,1
2006-04-21,93.26,93.3,72.8992,92.842,83.996,DOWN,0
2006-04-24,91.95,93.48,73.0318,93.056,84.256,UP,1
2006-04-25,92.06,92.02,73.1582,92.77,84.5416,DOWN,0
2006-04-26,87.49,91.01,73.2581,91.59,84.759,DOWN,0
2006-04-27,85.76,86.65,73.3535,90.104,84.9124,DOWN,0
2006-04-28,84.96,85.8,73.4461,88.444,85.0368,UP,1
2006-05-01,85.7,85.21,73.5424,87.194,85.1738,UP,1
2006-05-02,86.54,85.56,73.6423,86.09,85.3476,DOWN,0
2006-05-03,85.86,86.15,73.7383,85.764,85.518,UP,1
2006-05-04,86.81,86.35,73.8385,85.974,85.6888,UP,1
2006-05-05,87.86,86.81,73.9292,86.554,85.8554,UP,1
2006-05-08,88.07,90.43,74.0238,87.028,86.0202,DOWN,0
2006-05-09,86.75,87.35,74.1108,87.07,86.1532,UP,1
2006-05-10,87.44,86.75,74.2016,87.386,86.322,DOWN,0
2006-05-11,86.69,87.44,74.2823,87.362,86.4548,DOWN,0
2006-05-12,83.93,86.45,74.3519,86.576,86.5348,DOWN,0
2006-05-15,82.43,83.05,74.4035,85.448,86.598,UP,1
2006-05-16,83.24,82.2,74.4685,84.746,86.6968,DOWN,0
2006-05-17,80.0,82.2,74.5077,83.258,86.7538,DOWN,0
2006-05-18,79.85,80.95,74.5469,81.89,86.8058,UP,1
2006-05-19,79.99,79.8,74.5903,81.102,86.8572,DOWN,0
2006-05-22,78.07,79.2,74.627,80.23,86.8692,UP,1
2006-05-23,78.25,78.85,74.6709,79.232,86.876,DOWN,0
2006-05-24,77.13,77.63,74.7089,78.658,86.8304,UP,1
2006-05-25,79.19,77.6,74.753,78.526,86.7142,UP,1
2006-05-26,79.94,79.19,74.803,78.516,86.607,DOWN,0
2006-05-30,77.74,79.74,74.8396,78.45,86.4294,UP,1
2006-05-31,78.05,78.11,74.8811,78.41,86.2732,UP,1
2006-06-01,81.01,78.03,74.9381,79.186,86.1854,UP,1
2006-06-02,81.89,81.35,75.0033,79.726,86.0996,DOWN,0
2006-06-05,78.74,81.7,75.0525,79.486,85.9384,DOWN,0
2006-06-06,77.42,78.7,75.1007,79.422,85.7582,DOWN,0
2006-06-07,76.07,77.46,75.1428,79.026,85.5542,DOWN,0
2006-06-08,74.91,75.49,75.18,77.806,85.3306,DOWN,0
2006-06-09,74.65,74.94,75.2183,76.358,85.09,DOWN,0
2006-06-12,73.14,74.72,75.2527,75.238,84.7976,DOWN,0
2006-06-13,71.05,73.15,75.277,73.964,84.4856,UP,1
2006-06-14,71.46,70.5,75.306,73.042,84.1374,UP,1
2006-06-15,73.51,71.71,75.3447,72.762,83.7998,DOWN,0
2006-06-16,72.45,73.4,75.3801,72.322,83.3836,UP,1
2006-06-19,72.83,74.79,75.385,72.26,83.0018,UP,1
2006-06-20,72.88,73.0,75.3984,72.626,82.6812,UP,1
2006-06-21,75.19,72.88,75.4244,73.372,82.3914,UP,1
2006-06-22,75.22,74.85,75.4461,73.714,82.1458,UP,1
2006-06-23,76.23,74.69,75.4722,74.47,81.9112,UP,1
2006-06-26,76.58,75.62,75.5055,75.22,81.6238,DOWN,0
2006-06-27,75.5,78.24,75.5293,75.744,81.3162,DOWN,0
2006-06-28,75.03,75.68,75.551,75.712,80.947,UP,1
2006-06-29,77.8,75.65,75.5906,76.228,80.6352,UP,1
2006-06-30,78.0,77.9,75.6308,76.582,80.3314,UP,1
2006-07-03,78.72,78.16,75.6723,77.01,80.0406,DOWN,0
2006-07-05,77.07,78.49,75.7016,77.324,79.743,UP,1
2006-07-06,77.52,77.28,75.7379,77.822,79.4522,DOWN,0
2006-07-07,75.94,77.25,75.7735,77.45,79.2212,DOWN,0
2006-07-10,74.88,75.66,75.8001,76.826,79.0036,DOWN,0
2006-07-11,74.32,74.63,75.8156,75.946,78.7908,DOWN,0
2006-07-12,72.67,74.32,75.8236,75.066,78.5302,DOWN,0
2006-07-13,70.18,72.5,75.817,73.598,78.203,DOWN,0
2006-07-14,68.92,70.0,75.7947,72.194,77.8642,DOWN,0
2006-07-17,68.78,68.4,75.7743,70.974,77.5036,DOWN,0
2006-07-18,68.0,68.92,75.7449,69.71,77.1064,UP,1
2006-07-19,70.65,68.75,75.7271,69.306,76.758,DOWN,0
2006-07-20,68.1,70.51,75.6887,68.89,76.385,DOWN,0
2006-07-21,67.0,68.85,75.6571,68.506,75.9762,UP,1
2006-07-24,70.2,68.5,75.6522,68.79,75.6464,UP,1
2006-07-25,70.57,70.0,75.6572,69.304,75.3792,DOWN,0
2006-07-26,69.52,70.57,75.6552,69.078,75.121,DOWN,0
2006-07-27,68.06,69.73,75.6522,69.07,74.8174,UP,1
2006-07-28,68.73,68.05,75.6523,69.416,74.592,DOWN,0
2006-07-31,66.97,68.7,75.6484,68.77,74.3344,UP,1
2006-08-01,70.46,66.0,75.6613,68.748,74.1438,UP,1
2006-08-02,71.4,71.3,75.6762,69.124,74.0104,UP,1
2006-08-03,72.52,70.7,75.6944,70.016,73.8958,UP,1
2006-08-04,74.0,74.0,75.7232,71.07,73.8332,UP,1
2006-08-07,75.51,74.05,75.7539,72.778,73.7596,DOWN,0
2006-08-08,73.39,75.51,75.7857,73.364,73.6286,DOWN,0
2006-08-09,71.04,73.7,75.8041,73.292,73.4946,UP,1
2006-08-10,71.64,70.8,75.8173,73.116,73.3664,DOWN,0
2006-08-11,71.49,71.5,75.8382,72.614,73.176,UP,1
2006-08-14,71.87,72.12,75.8588,71.886,72.9756,UP,1
2006-08-15,73.64,73.02,75.9002,71.936,72.8736,UP,1
2006-08-16,75.38,73.75,75.959,72.804,72.8328,DOWN,0
2006-08-17,75.27,74.98,76.0103,73.53,72.8168,UP,1
2006-08-18,76.39,75.33,76.0623,74.51,72.8464,DOWN,0
2006-08-21,75.42,75.85,76.0981,75.22,72.8618,UP,1
2006-08-22,76.64,75.85,76.1428,75.82,72.9318,DOWN,0
2006-08-23,75.92,76.25,76.1867,75.928,73.0292,UP,1
2006-08-24,76.15,76.3,76.232,76.104,73.123,UP,1
2006-08-25,76.31,75.9,76.2888,76.088,73.179,UP,1
2006-08-28,77.6,76.13,76.3584,76.524,73.282,DOWN,0
2006-08-29,77.38,77.5,76.4177,76.672,73.373,UP,1
2006-08-30,77.55,77.24,76.4798,76.998,73.4664,UP,1
2006-08-31,78.61,77.4,76.5467,77.49,73.5348,UP,1
2006-09-01,79.32,78.9,76.6186,78.092,73.6168,DOWN,0
2006-09-05,78.69,79.29,76.6848,78.31,73.666,DOWN,0
2006-09-06,77.39,77.65,76.7364,78.312,73.6822,DOWN,0
2006-09-07,76.86,76.77,76.7835,78.174,73.7094,UP,1
2006-09-08,77.74,76.88,76.8388,78.0,73.7636,DOWN,0
2006-09-11,77.0,77.5,76.8844,77.536,73.7476,UP,1
2006-09-12,78.03,77.0,76.9388,77.404,73.7482,UP,1
2006-09-13,78.62,77.95,76.9934,77.65,73.7462,DOWN,0
2006-09-14,78.42,78.1,77.0531,77.962,73.7732,DOWN,0
2006-09-15,77.73,78.91,77.1074,77.96,73.7774,DOWN,0
2006-09-18,77.2,77.94,77.1599,78.0,73.8026,DOWN,0
2006-09-19,75.73,77.12,77.1932,77.54,73.8196,UP,1
2006-09-20,76.08,76.5,77.226,77.032,73.8548,DOWN,0
2006-09-21,75.24,76.1,77.2621,76.396,73.9062,UP,1
2006-09-22,75.61,75.44,77.2964,75.972,74.0148,UP,1
2006-09-25,75.82,75.62,77.3334,75.696,74.1528,UP,1
2006-09-26,76.83,75.72,77.3748,75.916,74.3138,UP,1
2006-09-27,77.9,76.95,77.421,76.28,74.5118,UP,1
2006-09-28,79.5,78.54,77.4744,77.132,74.6888,DOWN,0
2006-09-29,78.25,79.7,77.5188,77.66,74.8918,UP,1
2006-10-02,78.3,78.98,77.5429,78.156,75.1178,DOWN,0
2006-10-03,77.55,78.31,77.5754,78.3,75.2648,UP,1
2006-10-04,79.22,77.37,77.6203,78.564,75.4378,UP,1
2006-10-05,79.92,79.21,77.6755,78.648,75.6458,UP,1
2006-10-06,80.18,79.85,77.7331,79.034,75.8882,DOWN,0
2006-10-09,80.05,79.93,77.7852,79.384,76.1146,UP,1
2006-10-10,81.45,80.05,77.8436,80.164,76.4042,DOWN,0
2006-10-11,81.34,81.29,77.9028,80.588,76.6218,UP,1
2006-10-12,83.32,81.74,77.9728,81.268,76.8602,DOWN,0
2006-10-13,82.68,83.32,78.0447,81.768,77.0634,UP,1
2006-10-16,83.02,82.68,78.118,82.362,77.2438,DOWN,0
2006-10-17,82.27,82.6,78.1906,82.526,77.379,UP,1
2006-10-18,82.74,82.68,78.2609,82.806,77.566,UP,1
2006-10-19,84.2,83.0,78.3425,82.982,77.8292,DOWN,0
2006-10-20,79.43,80.67,78.3966,82.332,77.985,DOWN,0
2006-10-23,79.28,79.15,78.443,81.584,78.1408,UP,1
2006-10-24,80.36,78.8,78.4958,81.202,78.3106,DOWN,0
2006-10-25,80.16,80.5,78.5435,80.686,78.441,UP,1
2006-10-26,80.24,80.16,78.5953,79.894,78.5382,UP,1
2006-10-27,80.46,81.55,78.6562,80.1,78.642,DOWN,0
2006-10-30,79.23,80.47,78.7116,80.09,78.6988,UP,1
2006-10-31,81.48,79.69,78.7788,80.314,78.82,DOWN,0
2006-11-01,81.25,82.15,78.8388,80.532,78.9122,UP,1
2006-11-02,81.49,80.21,78.8992,80.782,79.0236,DOWN,0
2006-11-03,81.01,81.74,78.9652,80.892,79.1208,UP,1
2006-11-06,82.5,81.75,79.0337,81.546,79.2446,DOWN,0
2006-11-07,82.15,82.42,79.0977,81.68,79.3356,UP,1
2006-11-08,85.04,81.53,79.1763,82.438,79.4888,UP,1
2006-11-09,87.2,85.05,79.2515,83.58,79.6818,UP,1
2006-11-10,87.56,86.7,79.3293,84.89,79.8608,UP,1
2006-11-13,88.65,87.57,79.4101,86.12,80.0474,UP,1
2006-11-14,89.6,88.76,79.4987,87.61,80.2656,UP,1
2006-11-15,90.28,89.6,79.5638,88.658,80.5234,UP,1
2006-11-16,90.52,90.28,79.635,89.322,80.7966,DOWN,0
2006-11-17,90.23,90.47,79.7137,89.856,81.0464,DOWN,0
2006-11-20,88.76,89.4,79.7554,89.878,81.2816,UP,1
2006-11-21,88.98,88.76,79.8116,89.754,81.5006,DOWN,0
2006-11-22,88.9,88.61,79.8722,89.478,81.7062,DOWN,0
2006-11-24,88.72,88.35,79.9211,89.118,81.9122,DOWN,0
2006-11-27,86.9,88.22,79.9667,88.452,82.0956,DOWN,0
2006-11-28,86.66,86.8,80.0169,88.032,82.2848,UP,1
2006-11-29,87.63,86.76,80.0646,87.762,82.5228,UP,1
2006-11-30,88.72,87.88,80.1145,87.726,82.7756,DOWN,0
2006-12-01,87.86,88.63,80.1595,87.554,83.028,UP,1
2006-12-04,89.05,87.43,80.2155,87.984,83.2968,UP,1
2006-12-05,89.5,88.9,80.2763,88.552,83.5704,UP,1
2006-12-06,90.31,89.51,80.3365,89.088,83.84,UP,1
2006-12-07,90.4,90.35,80.3909,89.424,84.09,UP,1
2006-12-08,90.76,90.52,80.4455,90.004,84.3152,UP,1
2006-12-11,91.23,90.86,80.5012,90.44,84.5748,DOWN,0
2006-12-12,90.16,91.24,80.557,90.572,84.812,UP,1
2006-12-13,91.21,90.95,80.6128,90.752,85.0852,DOWN,0
2006-12-14,91.16,91.4,80.6689,90.904,85.324,DOWN,0
2006-12-15,90.8,91.68,80.7266,90.912,85.5416,UP,1
2006-12-18,90.93,91.04,80.7897,90.852,85.7566,UP,1
2006-12-19,91.5,90.94,80.8615,91.12,85.9856,DOWN,0
2006-12-20,90.3,91.25,80.9267,90.938,86.1626,DOWN,0
2006-12-21,89.46,90.49,80.9869,90.598,86.325,DOWN,0
2006-12-22,88.46,89.33,81.0419,90.13,86.4278,UP,1
2006-12-26,89.6,88.5,81.1003,89.864,86.5662,UP,1
2006-12-27,90.96,89.63,81.1581,89.756,86.725,DOWN,0
2006-12-28,90.6,90.64,81.1861,89.816,86.8916,DOWN,0
2006-12-29,89.87,90.53,81.2089,89.898,87.0342,UP,1
2007-01-03,89.95,90.23,81.2256,90.196,87.1492,DOWN,0
2007-01-04,89.69,90.04,81.2447,90.214,87.3544,DOWN,0
2007-01-05,88.26,89.35,81.259,89.674,87.534,UP,1
2007-01-08,88.86,88.26,81.2724,89.326,87.704,UP,1
2007-01-09,89.75,88.89,81.2872,89.302,87.8958,UP,1
2007-01-10,90.07,89.5,81.3054,89.326,88.0924,UP,1
2007-01-11,91.65,90.32,81.3323,89.718,88.3162,UP,1
2007-01-12,93.12,91.35,81.3674,90.69,88.594,UP,1
2007-01-16,94.62,93.05,81.4071,91.842,88.8568,UP,1
2007-01-17,95.76,94.62,81.4471,93.044,89.147,DOWN,0
2007-01-18,95.56,95.8,81.4917,94.142,89.4284,UP,1
2007-01-19,96.79,96.0,81.5313,95.17,89.744,DOWN,0
2007-01-22,96.0,96.8,81.5593,95.746,90.014,UP,1
2007-01-23,100.1,96.15,81.5935,96.842,90.373,UP,1
2007-01-24,101.75,100.0,81.6427,98.04,90.7072,DOWN,0
2007-01-25,100.76,101.5,81.7019,99.08,90.9784,DOWN,0
2007-01-26,100.65,100.83,81.7568,99.852,91.2402,DOWN,0
2007-01-29,100.59,100.89,81.8222,100.77,91.479,UP,1
2007-01-30,101.11,100.62,81.888,100.972,91.7092,UP,1
2007-01-31,101.84,100.72,81.9424,100.99,91.9404,UP,1
2007-02-01,103.21,103.75,82.0041,101.48,92.1942,DOWN,0
2007-02-02,103.03,103.21,82.0518,101.956,92.4502,UP,1
2007-02-05,105.43,103.55,82.112,102.924,92.7836,UP,1
2007-02-06,106.92,105.6,82.1806,104.086,93.1424,UP,1
2007-02-07,107.1,107.3,82.2498,105.138,93.5064,UP,1
2007-02-08,109.2,107.1,82.3361,106.336,93.916,DOWN,0
2007-02-09,109.19,109.25,82.4217,107.568,94.3618,DOWN,0
2007-02-12,108.17,108.35,82.5251,108.116,94.792,UP,1
2007-02-13,111.41,108.85,82.6534,109.014,95.2676,UP,1
2007-02-14,111.8,111.66,82.7876,109.954,95.7292,UP,1
2007-02-15,112.31,111.95,82.9206,110.576,96.2182,DOWN,0
2007-02-16,111.81,112.26,83.047,111.1,96.6734,DOWN,0
2007-02-20,111.14,109.55,83.1734,111.694,97.1062,UP,1
2007-02-21,121.99,110.68,83.3493,113.81,97.7398,DOWN,0
2007-02-22,119.5,122.0,83.5075,115.35,98.3218,UP,1
2007-02-23,119.84,119.5,83.6663,116.856,98.9034,DOWN,0
2007-02-26,119.74,120.02,83.8313,118.442,99.4736,DOWN,0
2007-02-27,114.5,116.41,83.9666,119.114,99.9604,UP,1
2007-02-28,116.65,114.04,84.1164,118.046,100.4692,UP,1
2007-03-01,118.24,114.8,84.2879,117.794,101.0108,DOWN,0
2007-03-02,117.09,118.24,84.4612,117.244,101.5366,DOWN,0
2007-03-05,113.46,116.6,84.6123,115.988,101.9872,UP,1
2007-03-06,114.84,114.9,84.7865,116.056,102.454,UP,1
2007-03-07,117.16,114.42,84.9731,116.158,102.9912,UP,1
2007-03-08,119.93,119.38,85.1728,116.496,103.6006,DOWN,0
2007-03-09,118.63,120.21,85.3756,116.804,104.204,UP,1
2007-03-12,119.31,118.73,85.5809,117.974,104.7982,DOWN,0
2007-03-13,116.01,119.31,85.7753,118.208,105.2992,DOWN,0
2007-03-14,115.36,116.55,85.9561,117.848,105.7944,UP,1
2007-03-15,117.26,115.77,86.1427,117.314,106.3422,DOWN,0
2007-03-16,114.99,118.17,86.329,116.586,106.843,UP,1
2007-03-19,115.48,115.24,86.5161,115.82,107.3588,UP,1
2007-03-20,117.41,116.0,86.6981,116.1,107.9418,UP,1
2007-03-21,119.79,117.21,86.8876,116.986,108.5604,DOWN,0
2007-03-22,119.61,120.59,87.092,117.456,109.1576,DOWN,0
2007-03-23,119.1,119.61,87.3004,118.278,109.7382,DOWN,0
2007-03-26,118.47,119.22,87.5124,118.876,110.2746,DOWN,0
2007-03-27,116.99,117.78,87.7228,118.792,110.752,DOWN,0
2007-03-28,116.05,116.99,87.9298,118.044,111.1806,UP,1
2007-03-29,116.87,116.3,88.1484,117.496,111.6028,DOWN,0
2007-03-30,116.48,116.88,88.3756,116.972,112.0212,DOWN,0
2007-04-02,115.96,116.43,88.5981,116.47,112.4046,UP,1
2007-04-03,118.82,115.96,88.8246,116.836,112.861,DOWN,0
2007-04-04,118.02,118.97,89.0525,117.23,113.2194,UP,1
2007-04-05,118.46,118.07,89.2806,117.548,113.5536,DOWN,0
2007-04-09,118.12,118.5,89.5068,117.876,113.9008,UP,1
2007-04-10,118.93,118.23,89.7255,118.47,114.2664,DOWN,0
2007-04-11,116.14,118.84,89.9301,117.934,114.5774,DOWN,0
2007-04-12,116.0,116.2,90.129,117.53,114.8752,DOWN,0
2007-04-13,114.33,116.0,90.3177,116.704,115.125,UP,1
2007-04-16,116.89,112.63,90.5247,116.458,115.3986,DOWN,0
2007-04-17,115.06,116.9,90.7248,115.684,115.6392,DOWN,0
2007-04-18,113.55,115.06,90.9036,115.166,115.8016,UP,1
2007-04-19,113.75,115.25,91.0823,114.716,115.9382,UP,1
2007-04-20,116.99,115.51,91.2737,115.248,116.136,UP,1
2007-04-23,117.79,116.99,91.4773,115.428,116.3078,DOWN,0
2007-04-24,117.46,117.79,91.677,115.908,116.4732,UP,1
2007-04-25,119.77,118.22,91.8961,117.152,116.7052,UP,1
2007-04-26,121.54,119.5,92.1294,118.71,116.9078,UP,1
2007-04-27,122.16,121.5,92.3686,119.744,117.115,UP,1
2007-04-30,123.67,123.75,92.6236,120.92,117.3422,DOWN,0
2007-05-01,115.27,116.0,92.8491,120.482,117.4114,UP,1
2007-05-02,116.69,115.92,93.0879,119.866,117.5224,UP,1
2007-05-03,118.61,117.17,93.3371,119.28,117.4548,DOWN,0
2007-05-04,118.46,119.18,93.5894,118.54,117.434,UP,1
2007-05-07,118.74,118.4,93.8298,117.554,117.412,DOWN,0
2007-05-08,118.28,117.74,94.0807,118.156,117.3828,DOWN,0
2007-05-09,116.89,118.25,94.3302,118.196,117.4306,DOWN,0
2007-05-10,113.82,116.09,94.5483,117.238,117.374,UP,1
2007-05-11,114.86,114.64,94.7697,116.518,117.3064,DOWN,0
2007-05-14,111.76,114.86,94.9809,115.122,117.1998,UP,1
2007-05-15,112.34,112.0,95.2023,113.934,117.1774,UP,1
2007-05-16,114.76,113.17,95.4325,113.508,117.1758,DOWN,0
2007-05-17,114.63,114.77,95.6708,113.67,117.1252,DOWN,0
2007-05-18,114.42,115.01,95.8906,113.582,117.015,UP,1
2007-05-21,115.83,114.25,96.1127,114.396,116.959,UP,1
2007-05-22,117.47,115.4,96.3375,115.422,116.9222,DOWN,0
2007-05-23,117.37,116.81,96.5543,115.944,116.9494,DOWN,0
2007-05-24,116.71,117.57,96.7603,116.36,116.9764,UP,1
2007-05-25,117.33,117.5,96.98,116.942,116.9778,UP,1
2007-05-29,118.1,117.52,97.2153,117.396,117.04,UP,1
2007-05-30,120.22,117.62,97.4582,117.946,117.1348,DOWN,0
2007-05-31,119.69,120.22,97.6992,118.41,117.1804,UP,1
2007-06-01,121.53,120.21,97.9475,119.374,117.2152,DOWN,0
2007-06-04,121.36,121.28,98.1861,120.18,117.2502,DOWN,0
2007-06-05,120.23,120.82,98.4104,120.606,117.2728,DOWN,0
2007-06-06,117.62,120.25,98.6221,120.086,117.2558,DOWN,0
2007-06-07,113.76,117.09,98.809,118.9,117.1912,UP,1
2007-06-08,116.52,113.76,99.0145,117.898,117.2006,UP,1
2007-06-11,116.85,116.5,99.2155,116.996,117.2002,DOWN,0
2007-06-12,115.08,116.84,99.4113,115.966,117.1722,UP,1
2007-06-13,117.83,115.85,99.6197,116.008,117.2096,UP,1
2007-06-14,119.01,118.18,99.8332,117.058,117.2134,UP,1
2007-06-15,121.02,120.5,100.0503,117.958,117.2734,DOWN,0
2007-06-18,120.98,120.85,100.2683,118.784,117.3238,DOWN,0
2007-06-19,118.99,120.73,100.4755,119.566,117.3412,DOWN,0
2007-06-20,116.97,119.53,100.6673,119.394,117.302,UP,1
2007-06-21,119.5,116.85,100.8682,119.492,117.3692,DOWN,0
2007-06-22,118.08,119.35,101.0652,118.904,117.4108,DOWN,0
2007-06-25,116.24,118.09,101.2594,117.956,117.449,DOWN,0
2007-06-26,113.8,116.48,101.4441,116.918,117.3872,UP,1
2007-06-27,115.96,113.15,101.6352,116.716,117.4052,DOWN,0
2007-06-28,114.92,115.96,101.8248,115.8,117.4326,DOWN,0
2007-06-29,114.54,115.54,102.0074,115.092,117.4484,UP,1
2007-07-02,115.28,115.16,102.1907,114.9,117.4142,DOWN,0
2007-07-03,115.0,115.52,102.3736,115.14,117.3584,DOWN,0
2007-07-05,113.78,115.56,102.5538,114.704,117.2848,UP,1
2007-07-06,115.59,113.73,102.7458,114.838,117.2012,DOWN,0
2007-07-09,113.14,115.57,102.9328,114.558,117.0332,DOWN,0
2007-07-10,109.84,112.24,103.1016,113.47,116.7868,UP,1
2007-07-11,110.62,110.83,103.2785,112.594,116.5258,UP,1
2007-07-12,115.08,111.49,103.4759,112.854,116.522,DOWN,0
2007-07-13,114.42,115.15,103.6689,112.62,116.4766,DOWN,0
2007-07-16,111.08,113.6,103.8401,112.208,116.326,UP,1
2007-07-17,111.26,111.32,104.0069,112.492,116.182,UP,1
2007-07-18,112.42,110.94,104.1715,112.852,116.0556,DOWN,0
2007-07-19,106.23,106.07,104.3114,111.082,115.8146,DOWN,0
2007-07-20,103.17,105.77,104.4358,108.832,115.5402,DOWN,0
2007-07-23,103.1,103.31,104.5635,107.236,115.3258,DOWN,0
2007-07-24,101.08,102.4,104.6728,105.2,115.0502,DOWN,0
2007-07-25,100.26,101.53,104.7745,102.768,114.8202,DOWN,0
2007-07-26,96.59,98.43,104.8566,100.84,114.5052,DOWN,0
2007-07-27,95.53,96.94,104.934,99.312,114.1206,DOWN,0
2007-07-30,95.12,95.4,105.0023,97.716,113.7304,UP,1
2007-07-31,95.72,94.65,105.0742,96.644,113.3564,UP,1
2007-08-01,96.6,95.34,105.1406,95.912,112.9718,UP,1
2007-08-02,96.78,96.6,105.2111,95.95,112.558,DOWN,0
2007-08-03,93.76,96.44,105.2648,95.596,112.0858,UP,1
2007-08-06,95.74,94.5,105.3322,95.72,111.6664,DOWN,0
2007-08-07,95.49,95.1,105.3959,95.674,111.2296,UP,1
2007-08-08,98.82,96.42,105.469,96.118,110.844,DOWN,0
2007-08-09,97.65,96.88,105.5601,96.292,110.3926,DOWN,0
2007-08-10,96.15,95.69,105.6445,96.77,109.9218,DOWN,0
2007-08-13,94.98,96.96,105.7176,96.618,109.3908,DOWN,0
2007-08-14,90.62,95.32,105.7699,95.644,108.776,DOWN,0
2007-08-15,88.52,90.64,105.8113,93.584,108.1418,DOWN,0
2007-08-16,86.91,86.41,105.8435,91.436,107.5276,UP,1
2007-08-17,88.46,88.96,105.8897,89.898,107.0216,DOWN,0
2007-08-20,88.17,88.46,105.9231,88.536,106.4546,DOWN,0
2007-08-21,87.17,87.11,105.9527,87.846,105.861,UP,1
2007-08-22,90.81,87.5,105.9993,88.304,105.3756,DOWN,0
2007-08-23,88.87,91.36,106.0386,88.696,104.7964,UP,1
2007-08-24,91.59,89.2,106.0841,89.322,104.248,DOWN,0
2007-08-27,90.92,91.61,106.1279,89.872,103.646,DOWN,0
2007-08-28,87.35,90.5,106.1395,89.908,102.9734,UP,1
2007-08-29,89.94,88.1,106.1532,89.734,102.3924,DOWN,0
2007-08-30,88.69,89.7,106.1588,89.698,101.8268,UP,1
2007-08-31,90.01,89.9,106.1656,89.382,101.237,DOWN,0
2007-09-04,89.67,89.51,106.166,89.132,100.6688,DOWN,0
2007-09-05,87.4,89.05,106.1516,89.142,100.092,DOWN,0
2007-09-06,87.3,87.97,106.1355,88.614,99.562,DOWN,0
2007-09-07,84.65,86.41,106.1076,87.806,98.9358,DOWN,0
2007-09-10,82.79,84.57,106.0777,86.362,98.2932,UP,1
2007-09-11,85.62,83.05,106.0609,85.552,97.7148,UP,1
2007-09-12,85.77,85.41,106.0453,85.226,97.1246,UP,1
2007-09-13,86.5,86.73,106.0342,85.066,96.5546,DOWN,0
2007-09-14,85.15,86.14,106.0254,85.166,95.982,DOWN,0
2007-09-17,82.23,85.14,106.0033,85.054,95.3148,UP,1
2007-09-18,85.84,82.56,105.9943,85.098,94.7688,DOWN,0
2007-09-19,84.91,86.5,105.9753,84.926,94.2702,DOWN,0
2007-09-20,83.97,85.11,105.9558,84.42,93.7372,UP,1
2007-09-21,86.82,85.0,105.9447,84.754,93.172,DOWN,0
2007-09-24,86.02,87.12,105.9273,85.512,92.604,DOWN,0
2007-09-25,84.77,85.27,105.8996,85.298,92.0778,UP,1
2007-09-26,85.04,84.67,105.8728,85.324,91.5534,UP,1
2007-09-27,89.22,84.85,105.8651,86.374,91.0894,DOWN,0
2007-09-28,89.15,89.32,105.8547,86.84,90.7478,UP,1
2007-10-01,91.65,89.1,105.8621,87.966,90.5174,UP,1
2007-10-02,94.75,91.81,105.8798,89.962,90.3504,UP,1
2007-10-03,94.85,94.45,105.8983,91.924,90.2258,DOWN,0
2007-10-04,93.69,94.98,105.9127,92.818,90.0944,UP,1
2007-10-05,95.03,94.35,105.9332,93.994,90.0632,DOWN,0
2007-10-08,94.12,95.11,105.9463,94.488,90.035,DOWN,0
2007-10-09,93.0,94.45,105.9598,94.138,89.9926,DOWN,0
2007-10-10,92.0,93.1,105.9725,93.568,89.9182,DOWN,0
2007-10-11,90.58,92.73,105.9831,92.946,89.7978,UP,1
2007-10-12,92.32,91.02,105.9967,92.404,89.7086,UP,1
2007-10-15,92.57,92.96,106.0048,92.094,89.6848,DOWN,0
2007-10-16,90.08,91.75,106.0022,91.51,89.5716,DOWN,0
2007-10-17,89.88,90.77,106.0022,91.086,89.4594,DOWN,0
2007-10-18,87.24,89.78,105.9887,90.418,89.2278,DOWN,0
2007-10-19,85.4,87.18,105.9672,89.034,88.9828,UP,1
2007-10-22,85.59,84.88,105.9539,87.638,88.7716,DOWN,0
2007-10-23,85.29,85.91,105.936,86.68,88.5778,UP,1
2007-10-24,86.28,85.18,105.9187,85.96,88.491,UP,1
2007-10-25,86.54,85.89,105.901,85.82,88.4514,UP,1
2007-10-26,88.21,87.7,105.8838,86.382,88.4774,UP,1
2007-10-29,88.56,88.63,105.861,86.976,88.4794,DOWN,0
2007-10-30,86.22,83.5,105.819,87.162,88.4404,DOWN,0
2007-10-31,85.51,86.55,105.7678,87.008,88.4072,DOWN,0
2007-11-01,82.69,84.3,105.7034,86.238,88.2448,UP,1
2007-11-02,82.82,82.8,105.6336,85.16,88.1238,DOWN,0
2007-11-05,80.51,82.0,105.5561,83.55,87.9022,UP,1
2007-11-06,84.76,80.97,105.4794,83.258,87.779,DOWN,0
2007-11-07,79.96,84.76,105.3705,82.148,87.6312,DOWN,0
2007-11-08,79.54,81.01,105.2644,81.518,87.4232,UP,1
2007-11-09,80.7,79.4,105.1646,81.094,87.2634,UP,1
2007-11-12,80.98,80.4,105.0666,81.188,87.0828,UP,1
2007-11-13,83.82,81.82,104.9801,81.0,86.9658,DOWN,0
