ticker,SGEN US Equity,SGEN US Equity,SGEN US Equity,SGEN US Equity,SGEN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2012-08-06,24.67,24.74,25.132,24.5579,19.9949,DOWN,0
2012-08-07,24.335,24.78,24.767,24.6332,20.0142,DOWN,0
2012-08-08,23.87,24.28,24.449,24.7096,20.0289,UP,1
2012-08-09,24.54,23.26,24.413,24.8046,20.0466,DOWN,0
2012-08-10,23.92,24.19,24.267,24.8934,20.063,UP,1
2012-08-13,24.23,23.79,24.179,24.9958,20.0787,UP,1
2012-08-14,24.77,24.34,24.266,25.0948,20.0925,UP,1
2012-08-15,25.79,24.94,24.65,25.1933,20.1114,UP,1
2012-08-16,25.87,25.97,24.916,25.2709,20.1308,UP,1
2012-08-17,25.91,25.78,25.314,25.3409,20.1517,UP,1
2012-08-20,26.1,25.86,25.688,25.3925,20.1708,DOWN,0
2012-08-21,26.04,26.27,25.942,25.4553,20.1912,UP,1
2012-08-22,26.68,25.93,26.12,25.5041,20.2345,UP,1
2012-08-23,26.77,26.66,26.3,25.5489,20.2849,UP,1
2012-08-24,26.88,26.61,26.494,25.5819,20.3337,DOWN,0
2012-08-27,26.61,26.93,26.596,25.6019,20.3863,UP,1
2012-08-28,26.89,26.53,26.766,25.6317,20.4397,DOWN,0
2012-08-29,26.75,26.87,26.78,25.6619,20.4909,DOWN,0
2012-08-30,26.7,26.55,26.766,25.6929,20.5434,DOWN,0
2012-08-31,26.54,26.77,26.698,25.7285,20.5957,UP,1
2012-09-04,27.82,26.68,26.94,25.7801,20.6554,UP,1
2012-09-05,28.7,27.7,27.302,25.8579,20.721,UP,1
2012-09-06,29.675,28.97,27.887,25.9526,20.793,DOWN,0
2012-09-07,28.89,29.11,28.325,26.019,20.8605,DOWN,0
2012-09-10,28.25,28.79,28.667,26.0762,20.9233,DOWN,0
2012-09-11,27.8,28.35,28.663,26.1244,20.9872,DOWN,0
2012-09-12,27.52,27.95,28.427,26.1494,21.0497,DOWN,0
2012-09-13,27.29,27.5,27.95,26.1786,21.1054,UP,1
2012-09-14,27.31,27.42,27.634,26.209,21.1639,DOWN,0
2012-09-17,27.15,27.23,27.414,26.2384,21.2165,UP,1
2012-09-18,27.295,27.1,27.313,26.2615,21.2708,DOWN,0
2012-09-19,27.22,27.35,27.253,26.2939,21.3248,UP,1
2012-09-20,27.47,27.12,27.289,26.3435,21.3786,UP,1
2012-09-21,27.62,27.89,27.351,26.3889,21.4307,DOWN,0
2012-09-24,27.3,27.43,27.381,26.4351,21.4817,DOWN,0
2012-09-25,26.47,27.38,27.216,26.4583,21.5242,UP,1
2012-09-26,26.5,26.64,27.072,26.4585,21.5662,UP,1
2012-09-27,26.66,26.67,26.91,26.4609,21.6137,UP,1
2012-09-28,26.94,26.48,26.774,26.4639,21.6633,DOWN,0
2012-10-01,26.69,27.14,26.652,26.4677,21.7137,UP,1
2012-10-02,26.95,26.76,26.748,26.4915,21.7678,DOWN,0
2012-10-03,26.87,26.92,26.822,26.5195,21.8203,UP,1
2012-10-04,26.9,26.91,26.87,26.5467,21.873,DOWN,0
2012-10-05,26.78,26.94,26.838,26.5471,21.9229,DOWN,0
2012-10-08,26.48,26.73,26.796,26.5251,21.9712,DOWN,0
2012-10-09,25.3,26.48,26.466,26.4941,22.0142,DOWN,0
2012-10-10,25.15,25.27,26.122,26.4739,22.057,DOWN,0
2012-10-11,24.71,25.28,25.684,26.4589,22.0962,UP,1
2012-10-12,25.0,24.68,25.328,26.4645,22.1393,UP,1
2012-10-15,25.04,25.05,25.04,26.4723,22.1811,UP,1
2012-10-16,26.94,24.87,25.368,26.5177,22.2322,UP,1
2012-10-17,27.38,26.93,25.814,26.5786,22.2871,DOWN,0
2012-10-18,26.94,27.61,26.26,26.64,22.3394,DOWN,0
2012-10-19,26.04,26.74,26.468,26.67,22.3825,DOWN,0
2012-10-22,26.03,25.9,26.666,26.7122,22.4256,DOWN,0
2012-10-23,25.7,25.81,26.418,26.7416,22.4669,DOWN,0
2012-10-24,25.21,25.76,25.984,26.7504,22.5047,UP,1
2012-10-25,25.64,25.49,25.724,26.7474,22.541,DOWN,0
2012-10-26,25.39,25.64,25.594,26.7378,22.5757,DOWN,0
2012-10-31,25.16,25.34,25.42,26.7228,22.6133,UP,1
2012-11-01,25.35,25.2,25.35,26.7078,22.6525,DOWN,0
2012-11-02,24.33,25.44,25.174,26.6736,22.6844,UP,1
2012-11-05,24.87,24.35,25.02,26.6374,22.7198,UP,1
2012-11-06,25.0,24.97,24.942,26.602,22.7567,DOWN,0
2012-11-07,24.47,24.77,24.804,26.5538,22.7906,DOWN,0
2012-11-08,23.23,21.7,24.38,26.4862,22.8171,DOWN,0
2012-11-09,23.11,22.64,24.136,26.4106,22.841,UP,1
2012-11-12,23.45,23.18,23.852,26.3446,22.8657,UP,1
2012-11-13,23.67,23.65,23.586,26.284,22.886,DOWN,0
2012-11-14,23.53,23.8,23.398,26.2238,22.9086,UP,1
2012-11-15,23.87,23.54,23.526,26.1448,22.9333,UP,1
2012-11-16,24.28,23.73,23.76,26.0564,22.9587,UP,1
2012-11-19,24.88,24.5,24.046,25.9605,22.9865,UP,1
2012-11-20,25.4111,24.82,24.3942,25.8909,23.0159,DOWN,0
2012-11-21,25.27,25.25,24.7422,25.8313,23.043,UP,1
2012-11-23,25.52,25.26,25.0722,25.7857,23.0738,UP,1
2012-11-26,25.56,25.5,25.3282,25.7465,23.1066,DOWN,0
2012-11-27,25.2706,25.49,25.4064,25.7061,23.1385,DOWN,0
2012-11-28,25.16,25.08,25.3561,25.6631,23.1714,UP,1
2012-11-29,25.53,25.25,25.4081,25.6307,23.2042,DOWN,0
2012-11-30,25.31,25.5,25.3661,25.591,23.2411,UP,1
2012-12-03,25.52,25.39,25.3581,25.557,23.2796,UP,1
2012-12-04,25.92,25.45,25.488,25.526,23.3181,DOWN,0
2012-12-05,25.56,26.02,25.568,25.4848,23.3574,UP,1
2012-12-06,25.8725,25.6,25.6365,25.4563,23.3984,DOWN,0
2012-12-07,25.54,25.93,25.6825,25.4377,23.4379,DOWN,0
2012-12-10,24.3,25.62,25.4385,25.3937,23.4692,UP,1
2012-12-11,24.43,24.44,25.1405,25.3491,23.5035,UP,1
2012-12-12,24.45,24.58,24.9185,25.2993,23.5351,DOWN,0
2012-12-13,23.58,24.5,24.46,25.2371,23.5602,DOWN,0
2012-12-14,23.49,23.65,24.05,25.1679,23.5854,UP,1
2012-12-17,23.9,23.49,23.97,25.1085,23.6138,UP,1
2012-12-18,23.9205,23.89,23.8681,25.0489,23.643,DOWN,0
2012-12-19,23.89,23.9,23.7561,24.9911,23.6721,UP,1
2012-12-20,23.92,23.84,23.8241,24.9399,23.7042,DOWN,0
2012-12-21,23.47,23.75,23.8201,24.9033,23.7335,DOWN,0
2012-12-24,23.295,23.52,23.6991,24.8662,23.7599,DOWN,0
2012-12-26,23.04,23.37,23.523,24.8328,23.7855,UP,1
2012-12-27,23.26,22.97,23.397,24.798,23.8121,DOWN,0
2012-12-28,22.98,23.07,23.209,24.7568,23.8333,UP,1
2012-12-31,23.17,22.96,23.149,24.6814,23.8556,UP,1
2013-01-02,24.14,23.81,23.318,24.6166,23.8803,UP,1
2013-01-03,24.47,24.11,23.604,24.5672,23.9048,UP,1
2013-01-04,24.9709,24.62,23.9462,24.5458,23.9295,UP,1
2013-01-07,26.1793,24.91,24.586,24.5488,23.9615,UP,1
2013-01-08,26.51,26.17,25.254,24.565,23.9946,UP,1
2013-01-09,27.16,26.66,25.858,24.604,24.0326,UP,1
2013-01-10,27.18,27.19,26.4,24.6348,24.0714,DOWN,0
2013-01-11,26.87,27.23,26.7799,24.6644,24.1029,UP,1
2013-01-14,27.64,26.83,27.072,24.714,24.1372,UP,1
2013-01-15,29.36,27.36,27.642,24.7942,24.1839,DOWN,0
2013-01-16,29.21,29.28,28.052,24.8918,24.2295,DOWN,0
2013-01-17,28.94,29.24,28.404,24.9732,24.2723,UP,1
2013-01-18,29.35,28.83,28.9,25.0602,24.3149,UP,1
2013-01-22,29.85,29.35,29.342,25.1678,24.3608,DOWN,0
2013-01-23,29.54,29.66,29.378,25.294,24.409,UP,1
2013-01-24,29.6,29.68,29.456,25.4238,24.4594,UP,1
2013-01-25,30.3,29.67,29.728,25.5608,24.5152,DOWN,0
2013-01-28,30.13,30.26,29.884,25.69,24.5739,UP,1
2013-01-29,30.29,30.2,29.972,25.8252,24.6315,DOWN,0
2013-01-30,29.45,30.25,29.954,25.9368,24.6833,DOWN,0
2013-01-31,29.45,29.45,29.924,26.0402,24.7381,UP,1
2013-02-01,29.58,29.55,29.78,26.1342,24.7946,DOWN,0
2013-02-04,29.11,29.16,29.576,26.2082,24.846,UP,1
2013-02-05,29.89,29.19,29.496,26.3006,24.903,UP,1
2013-02-06,30.09,29.62,29.624,26.392,24.9568,DOWN,0
2013-02-07,29.81,30.16,29.696,26.477,25.0083,UP,1
2013-02-08,30.4,29.95,29.86,26.5796,25.0631,DOWN,0
2013-02-11,29.44,30.44,29.926,26.6652,25.1138,DOWN,0
2013-02-12,29.24,29.5,29.796,26.7394,25.1607,DOWN,0
2013-02-13,27.76,28.37,29.33,26.7884,25.2019,UP,1
2013-02-14,27.8,27.71,28.928,26.834,25.2416,DOWN,0
2013-02-15,27.38,28.15,28.324,26.8632,25.2796,UP,1
2013-02-19,27.7,27.49,27.976,26.906,25.3194,DOWN,0
2013-02-20,27.46,27.69,27.62,26.9377,25.3578,DOWN,0
2013-02-21,26.83,27.21,27.434,26.9635,25.3947,UP,1
2013-02-22,27.23,26.89,27.32,27.0221,25.4351,DOWN,0
2013-02-25,26.88,27.44,27.22,27.0711,25.4735,DOWN,0
2013-02-26,26.88,27.04,27.056,27.1197,25.5128,UP,1
2013-02-27,27.8,26.85,27.124,27.2041,25.5579,UP,1
2013-02-28,28.14,27.72,27.386,27.2971,25.6032,UP,1
2013-03-01,28.33,27.81,27.606,27.3857,25.6469,UP,1
2013-03-04,28.94,28.21,28.018,27.4861,25.6944,UP,1
2013-03-05,30.43,28.95,28.728,27.6169,25.7462,UP,1
2013-03-06,30.48,30.44,29.264,27.7481,25.7967,UP,1
2013-03-07,30.79,30.57,29.794,27.8945,25.8491,UP,1
2013-03-08,30.99,30.97,30.326,28.0484,25.9038,UP,1
2013-03-11,31.37,30.97,30.812,28.215,25.9535,UP,1
2013-03-12,32.0,31.3,31.126,28.3898,26.0114,UP,1
2013-03-13,32.72,32.01,31.574,28.5846,26.0728,UP,1
2013-03-14,32.96,32.88,32.008,28.7804,26.1343,UP,1
2013-03-15,33.55,33.03,32.52,28.9686,26.1992,DOWN,0
2013-03-18,33.41,33.43,32.928,29.1474,26.266,DOWN,0
2013-03-19,33.09,33.57,33.146,29.3098,26.3325,UP,1
2013-03-20,34.39,33.29,33.48,29.474,26.4071,UP,1
2013-03-21,34.78,34.25,33.844,29.6394,26.4854,UP,1
2013-03-22,36.22,34.92,34.378,29.8206,26.5674,DOWN,0
2013-03-25,36.11,36.3,34.918,29.9992,26.6437,UP,1
2013-03-26,36.32,36.29,35.564,30.1882,26.7153,DOWN,0
2013-03-27,36.0,36.14,35.886,30.3554,26.7833,DOWN,0
2013-03-28,35.505,36.09,36.031,30.4783,26.8432,DOWN,0
2013-04-01,34.84,35.56,35.755,30.5909,26.9029,DOWN,0
2013-04-02,34.74,35.21,35.481,30.7069,26.9554,DOWN,0
2013-04-03,34.03,34.93,35.023,30.8005,27.0029,UP,1
2013-04-04,34.41,34.19,34.705,30.8917,27.0488,UP,1
2013-04-05,34.8,33.89,34.564,30.9969,27.0947,UP,1
2013-04-08,34.92,34.9,34.58,31.1033,27.1423,DOWN,0
2013-04-09,34.81,35.1,34.594,31.1935,27.1902,UP,1
2013-04-10,36.49,35.0,35.086,31.3207,27.2469,UP,1
2013-04-11,37.22,36.56,35.648,31.4593,27.3092,DOWN,0
2013-04-12,37.08,36.93,36.104,31.6119,27.3684,DOWN,0
2013-04-15,35.22,36.71,36.164,31.7273,27.4204,UP,1
2013-04-16,36.57,35.58,36.516,31.8671,27.4786,DOWN,0
2013-04-17,35.84,36.31,36.386,32.0017,27.5299,DOWN,0
2013-04-18,35.08,35.99,35.958,32.1055,27.5784,UP,1
2013-04-19,36.96,35.23,35.934,32.2429,27.6362,UP,1
2013-04-22,38.3,37.26,36.55,32.4127,27.6964,UP,1
2013-04-23,38.46,38.75,36.928,32.5739,27.7595,DOWN,0
2013-04-24,36.53,38.37,37.066,32.7157,27.8132,UP,1
2013-04-25,37.31,37.14,37.512,32.8771,27.8714,UP,1
2013-04-26,37.38,37.3,37.596,33.0695,27.9276,UP,1
2013-04-29,37.8,37.7,37.496,33.2695,27.9886,DOWN,0
2013-04-30,36.95,37.63,37.194,33.4609,28.0484,DOWN,0
2013-05-01,35.52,36.78,36.992,33.6173,28.0992,UP,1
2013-05-02,36.2,35.79,36.77,33.7921,28.1553,UP,1
2013-05-03,36.35,36.85,36.564,33.9825,28.2105,DOWN,0
2013-05-06,36.33,36.46,36.27,34.1645,28.2597,DOWN,0
2013-05-07,35.41,36.38,35.962,34.3351,28.304,DOWN,0
2013-05-08,35.19,35.57,35.896,34.5013,28.346,DOWN,0
2013-05-09,35.19,35.32,35.694,34.6491,28.3895,UP,1
2013-05-10,36.99,35.35,35.822,34.8261,28.4456,UP,1
2013-05-13,37.33,37.0,36.022,35.0061,28.5049,UP,1
2013-05-14,38.56,37.42,36.652,35.1985,28.57,DOWN,0
2013-05-15,37.71,38.5,37.156,35.3441,28.6248,DOWN,0
2013-05-16,36.32,37.61,37.382,35.4609,28.6685,UP,1
2013-05-17,36.7,36.44,37.324,35.5791,28.7177,DOWN,0
2013-05-20,35.75,36.7,37.008,35.6743,28.7657,DOWN,0
2013-05-21,35.73,35.78,36.442,35.7615,28.817,DOWN,0
2013-05-22,35.15,35.76,35.93,35.8245,28.8692,UP,1
2013-05-23,35.35,34.89,35.736,35.8771,28.9227,DOWN,0
2013-05-24,34.95,35.2,35.386,35.9169,28.9741,UP,1
2013-05-28,35.9,35.56,35.416,35.9639,29.0319,DOWN,0
2013-05-29,34.95,35.57,35.26,35.9947,29.0873,UP,1
2013-05-30,35.68,35.05,35.366,36.0465,29.143,DOWN,0
2013-05-31,34.32,35.26,35.16,36.0451,29.195,UP,1
2013-06-03,35.08,34.54,35.186,36.0511,29.2493,DOWN,0
2013-06-04,33.63,35.17,34.732,35.9993,29.2936,DOWN,0
2013-06-05,32.55,33.49,34.252,35.9281,29.3274,UP,1
2013-06-06,33.75,32.35,33.866,35.8767,29.3668,UP,1
2013-06-07,34.49,34.09,33.9,35.8465,29.4097,DOWN,0
2013-06-10,33.75,34.59,33.634,35.8114,29.4479,DOWN,0
2013-06-11,33.57,33.25,33.622,35.786,29.4856,DOWN,0
2013-06-12,32.27,33.81,33.566,35.7366,29.5135,UP,1
2013-06-13,32.81,32.11,33.378,35.7122,29.5437,DOWN,0
2013-06-14,32.73,32.88,33.026,35.6786,29.573,DOWN,0
2013-06-17,31.98,33.1,32.672,35.6222,29.5998,UP,1
2013-06-18,32.2,31.94,32.398,35.5678,29.6264,DOWN,0
2013-06-19,31.49,32.26,32.242,35.5014,29.6501,DOWN,0
2013-06-20,31.01,31.1,31.882,35.3918,29.6716,DOWN,0
2013-06-21,30.3,31.18,31.396,35.2534,29.6904,DOWN,0
2013-06-24,29.9,29.67,30.98,35.1098,29.7008,DOWN,0
2013-06-25,29.7,30.38,30.48,34.9994,29.7058,UP,1
2013-06-26,30.86,30.09,30.354,34.8852,29.7117,UP,1
2013-06-27,31.51,31.13,30.454,34.7986,29.7248,DOWN,0
2013-06-28,31.46,31.08,30.686,34.7262,29.7409,UP,1
2013-07-01,32.71,32.39,31.248,34.6412,29.7654,UP,1
2013-07-02,33.61,32.77,32.03,34.5474,29.7959,DOWN,0
2013-07-03,33.52,33.48,32.562,34.4486,29.827,UP,1
2013-07-05,34.91,33.9,33.242,34.4162,29.865,UP,1
2013-07-08,35.12,35.11,33.974,34.3724,29.9049,UP,1
2013-07-09,35.755,35.36,34.583,34.3399,29.9472,UP,1
2013-07-10,36.32,35.66,35.125,34.3103,29.9927,UP,1
2013-07-11,36.93,36.94,35.807,34.3099,30.04,UP,1
2013-07-12,38.12,37.0,36.449,34.3619,30.0925,UP,1
2013-07-15,38.63,38.06,37.151,34.4105,30.1491,DOWN,0
2013-07-16,38.55,38.49,37.71,34.4545,30.2095,UP,1
2013-07-17,38.75,38.55,38.196,34.5029,30.2708,UP,1
2013-07-18,38.94,38.78,38.598,34.5735,30.3322,UP,1
2013-07-19,39.11,38.95,38.796,34.6519,30.393,UP,1
2013-07-22,39.5,39.08,38.97,34.7381,30.4571,DOWN,0
2013-07-23,38.97,39.58,39.054,34.7777,30.5172,UP,1
2013-07-24,39.33,39.36,39.17,34.8177,30.5795,UP,1
2013-07-25,39.73,39.32,39.328,34.8411,30.6436,UP,1
2013-07-26,39.74,39.25,39.454,34.8817,30.7084,DOWN,0
2013-07-29,39.56,39.74,39.466,34.9465,30.7738,UP,1
2013-07-30,40.31,39.54,39.734,35.0187,30.8489,UP,1
2013-07-31,40.52,40.44,39.972,35.1141,30.9257,UP,1
2013-08-01,42.585,40.25,40.543,35.2512,31.0151,UP,1
2013-08-02,43.28,42.51,41.251,35.4138,31.1065,UP,1
2013-08-05,43.46,43.06,42.031,35.576,31.1986,DOWN,0
2013-08-06,42.55,43.26,42.479,35.728,31.2767,DOWN,0
2013-08-07,42.03,42.34,42.781,35.8506,31.3499,DOWN,0
2013-08-08,41.46,42.28,42.556,35.9808,31.4225,UP,1
2013-08-09,41.55,41.33,42.21,36.0982,31.5001,UP,1
2013-08-12,42.33,41.41,41.984,36.2584,31.5816,DOWN,0
2013-08-13,41.75,42.21,41.824,36.3918,31.6618,UP,1
2013-08-14,42.08,41.69,41.834,36.5608,31.7462,DOWN,0
2013-08-15,41.08,41.64,41.758,36.7314,31.8234,DOWN,0
2013-08-16,40.97,40.85,41.642,36.8758,31.9013,UP,1
2013-08-19,41.04,41.0,41.384,37.0068,31.9807,UP,1
2013-08-20,41.24,40.91,41.282,37.1566,32.0601,UP,1
2013-08-21,41.33,41.0,41.132,37.3118,32.1451,UP,1
2013-08-22,42.12,41.36,41.34,37.5088,32.2314,DOWN,0
2013-08-23,41.71,42.27,41.488,37.6868,32.3149,UP,1
2013-08-26,42.53,41.95,41.786,37.8828,32.4052,DOWN,0
2013-08-27,40.94,41.84,41.726,38.062,32.4938,UP,1
2013-08-28,42.06,41.2,41.872,38.2592,32.5885,UP,1
2013-08-29,43.36,42.07,42.12,38.4966,32.6881,DOWN,0
2013-08-30,42.4,43.78,42.258,38.7244,32.7817,UP,1
2013-09-03,42.51,42.88,42.254,38.9686,32.8766,UP,1
2013-09-04,44.17,42.57,42.9,39.254,32.9781,DOWN,0
2013-09-05,44.16,44.0,43.32,39.5432,33.0775,UP,1
2013-09-06,44.19,44.5,43.486,39.8098,33.1741,UP,1
2013-09-09,45.95,43.69,44.196,40.0986,33.2768,UP,1
2013-09-10,47.19,46.7,45.132,40.4132,33.3864,UP,1
2013-09-11,47.545,47.31,45.807,40.7099,33.4965,UP,1
2013-09-12,48.2,47.75,46.615,41.0017,33.6097,UP,1
2013-09-13,48.48,48.38,47.473,41.3009,33.7257,DOWN,0
2013-09-16,47.82,49.19,47.847,41.5591,33.839,UP,1
2013-09-17,47.87,47.77,47.983,41.8141,33.9507,DOWN,0
2013-09-18,47.27,47.91,47.928,42.0444,34.0605,UP,1
2013-09-19,47.73,47.44,47.834,42.2726,34.1716,DOWN,0
2013-09-20,46.0,47.79,47.338,42.454,34.272,DOWN,0
2013-09-23,44.19,46.0,46.612,42.5754,34.3651,DOWN,0
2013-09-24,43.52,44.23,45.742,42.6732,34.4534,UP,1
2013-09-25,43.53,43.47,44.994,42.7728,34.5433,UP,1
2013-09-26,44.11,43.78,44.27,42.88,34.6424,DOWN,0
2013-09-27,43.94,44.01,43.858,42.98,34.7399,DOWN,0
2013-09-30,43.83,43.45,43.786,43.0744,34.8368,UP,1
2013-10-01,44.89,43.96,44.06,43.1822,34.9434,UP,1
2013-10-02,45.5,44.64,44.454,43.3128,35.0534,UP,1
2013-10-03,45.54,45.15,44.74,43.437,35.1616,DOWN,0
2013-10-04,45.35,45.78,45.022,43.5494,35.2688,DOWN,0
2013-10-07,44.18,44.82,45.092,43.6382,35.3702,DOWN,0
2013-10-08,41.13,44.47,44.34,43.6696,35.4563,DOWN,0
2013-10-09,39.598,41.07,43.1596,43.6554,35.5369,UP,1
2013-10-10,40.7,40.65,42.1916,43.659,35.6239,DOWN,0
2013-10-11,39.72,40.45,41.0656,43.6017,35.7073,UP,1
2013-10-14,39.75,39.09,40.1796,43.5311,35.7898,DOWN,0
2013-10-15,39.73,39.75,39.8996,43.4565,35.8735,UP,1
2013-10-16,41.01,39.92,40.182,43.4257,35.9627,UP,1
2013-10-17,41.88,40.93,40.418,43.4227,36.0514,DOWN,0
2013-10-18,40.04,41.99,40.482,43.3943,36.1293,DOWN,0
2013-10-21,40.04,40.04,40.54,43.3641,36.2046,UP,1
2013-10-22,40.37,40.28,40.668,43.3249,36.2756,UP,1
2013-10-23,41.67,40.1,40.8,43.3233,36.3514,UP,1
2013-10-24,42.05,41.73,40.834,43.3227,36.4258,DOWN,0
2013-10-25,40.71,42.09,40.968,43.3153,36.4935,DOWN,0
2013-10-28,40.22,40.69,41.004,43.3003,36.5602,UP,1
2013-10-29,40.57,40.26,41.044,43.2909,36.6249,DOWN,0
2013-10-30,39.91,40.78,40.692,43.2643,36.6776,DOWN,0
2013-10-31,38.65,39.93,40.012,43.2107,36.7248,UP,1
2013-11-01,38.95,38.69,39.66,43.1473,36.7749,UP,1
2013-11-04,39.03,39.05,39.422,43.0937,36.8233,DOWN,0
2013-11-05,38.44,39.1,38.996,43.0119,36.8662,DOWN,0
2013-11-06,37.86,39.52,38.586,42.9503,36.9078,DOWN,0
2013-11-07,37.01,37.86,38.258,42.8493,36.9449,UP,1
2013-11-08,38.92,37.04,38.252,42.7605,36.988,UP,1
2013-11-11,39.88,39.19,38.422,42.7101,37.0367,UP,1
2013-11-12,39.96,39.85,38.726,42.6591,37.0851,UP,1
2013-11-13,41.05,39.73,39.364,42.5967,37.1431,UP,1
2013-11-14,41.45,41.03,40.252,42.5425,37.2031,UP,1
2013-11-15,41.7,41.37,40.808,42.4927,37.2637,DOWN,0
2013-11-18,41.21,41.84,41.074,42.3979,37.3242,DOWN,0
2013-11-19,40.86,41.12,41.254,42.2713,37.379,DOWN,0
2013-11-20,40.38,40.89,41.12,42.128,37.4305,UP,1
2013-11-21,40.5,40.56,40.93,41.974,37.4839,UP,1
2013-11-22,40.53,40.76,40.696,41.815,37.5346,UP,1
2013-11-25,41.75,40.81,40.804,41.6936,37.5961,DOWN,0
2013-11-26,41.5,41.79,40.932,41.5662,37.6574,DOWN,0
2013-11-27,40.9,41.58,41.036,41.4388,37.7231,UP,1
2013-11-29,41.09,40.99,41.154,41.306,37.7896,UP,1
2013-12-02,42.186,41.25,41.4852,41.2297,37.8636,UP,1
2013-12-03,42.65,42.03,41.6652,41.1989,37.9384,UP,1
2013-12-04,43.71,42.35,42.1072,41.2027,38.0196,UP,1
2013-12-05,44.27,43.67,42.7812,41.2175,38.1068,UP,1
2013-12-06,44.35,45.0,43.4332,41.2223,38.1924,DOWN,0
2013-12-09,41.16,44.5,43.228,41.1667,38.2638,UP,1
2013-12-10,41.43,41.08,42.984,41.1187,38.3366,DOWN,0
2013-12-11,39.78,41.46,42.198,41.0165,38.3965,DOWN,0
2013-12-12,39.52,39.68,41.248,40.8969,38.4534,UP,1
2013-12-13,40.21,39.5,40.42,40.7903,38.5128,DOWN,0
2013-12-16,40.02,40.13,40.192,40.6837,38.5682,DOWN,0
2013-12-17,38.56,40.47,39.618,40.5713,38.6088,UP,1
2013-12-18,39.18,38.62,39.498,40.5323,38.6523,DOWN,0
2013-12-19,38.65,38.82,39.324,40.5133,38.6916,UP,1
2013-12-20,39.78,38.62,39.238,40.4949,38.7356,UP,1
2013-12-23,40.15,40.08,39.264,40.5035,38.7795,DOWN,0
2013-12-24,39.6,40.16,39.472,40.5005,38.8175,UP,1
2013-12-26,40.32,39.7,39.7,40.5123,38.8555,DOWN,0
2013-12-27,39.89,40.57,39.948,40.4899,38.8901,UP,1
2013-12-30,40.23,40.0,40.038,40.4569,38.9235,DOWN,0
2013-12-31,39.89,40.13,39.986,40.4539,38.9559,UP,1
2014-01-02,40.18,39.9,40.102,40.4567,38.9914,DOWN,0
2014-01-03,39.24,40.15,39.886,40.4341,39.0156,DOWN,0
2014-01-06,38.57,39.35,39.622,40.3721,39.0346,UP,1
2014-01-07,40.0,38.85,39.576,40.3311,39.0535,UP,1
2014-01-08,41.04,40.15,39.806,40.3377,39.0781,UP,1
2014-01-09,41.35,41.28,40.04,40.3603,39.1033,UP,1
2014-01-10,42.97,41.36,40.786,40.4083,39.1381,DOWN,0
2014-01-13,41.62,43.09,41.396,40.4425,39.1687,UP,1
2014-01-14,43.79,41.65,42.154,40.5453,39.2134,UP,1
2014-01-15,43.89,44.0,42.724,40.6441,39.2592,UP,1
2014-01-16,46.42,43.8,43.738,40.7919,39.3211,UP,1
2014-01-17,47.95,47.0,44.734,40.9821,39.3888,DOWN,0
2014-01-21,47.95,48.5,46.0,41.1839,39.4546,UP,1
2014-01-22,47.97,47.95,46.836,41.4031,39.5198,DOWN,0
2014-01-23,47.59,47.31,47.576,41.5765,39.5837,DOWN,0
2014-01-24,45.45,46.91,47.382,41.6879,39.6285,DOWN,0
2014-01-27,44.94,45.21,46.78,41.7875,39.6671,UP,1
2014-01-28,45.19,44.98,46.228,41.8703,39.7077,UP,1
2014-01-29,45.29,44.51,45.692,41.9471,39.758,UP,1
2014-01-30,46.21,45.89,45.416,42.0373,39.8062,DOWN,0
2014-01-31,44.86,45.5,45.298,42.1103,39.8513,DOWN,0
2014-02-03,43.3,44.76,44.97,42.1591,39.8924,UP,1
2014-02-04,43.9,43.71,44.712,42.2295,39.9271,DOWN,0
2014-02-05,42.7,43.83,44.194,42.2735,39.9491,DOWN,0
2014-02-06,41.65,42.75,43.282,42.2959,39.9651,UP,1
2014-02-07,43.93,41.83,43.096,42.3395,40.0021,UP,1
2014-02-10,44.83,44.02,43.402,42.4061,40.0397,UP,1
2014-02-11,45.6,44.97,43.742,42.5001,40.0808,UP,1
2014-02-12,50.49,47.74,45.3,42.6881,40.1442,UP,1
2014-02-13,51.05,49.35,47.18,42.8654,40.2147,DOWN,0
2014-02-14,50.12,50.56,48.418,43.0148,40.2877,UP,1
2014-02-18,52.12,50.43,49.876,43.183,40.3673,DOWN,0
2014-02-19,51.47,52.01,51.05,43.327,40.4429,UP,1
2014-02-20,53.22,51.63,51.596,43.5044,40.5274,UP,1
2014-02-21,54.92,53.46,52.37,43.7796,40.6249,DOWN,0
2014-02-24,54.33,52.16,53.212,44.0376,40.7206,DOWN,0
2014-02-25,54.24,54.4,53.636,44.3268,40.8159,DOWN,0
2014-02-26,53.86,54.28,54.114,44.6136,40.9002,UP,1
2014-02-27,55.14,53.97,54.498,44.9122,40.9893,DOWN,0
2014-02-28,52.59,54.55,54.032,45.1636,41.0594,DOWN,0
2014-03-03,52.27,51.78,53.62,45.4378,41.1322,UP,1
2014-03-04,52.99,52.8,53.37,45.714,41.2156,UP,1
2014-03-05,53.37,53.02,53.272,46.0084,41.2989,DOWN,0
2014-03-06,51.29,53.48,52.502,46.2386,41.3766,UP,1
2014-03-07,51.78,51.45,52.34,46.4712,41.4569,DOWN,0
