ticker,PRU US Equity,PRU US Equity,PRU US Equity,PRU US Equity,PRU US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-04-25,59.34,58.58,57.498,57.5024,55.0241,DOWN,0
2013-04-26,59.25,59.05,58.194,57.5408,55.0833,UP,1
2013-04-29,60.29,59.55,59.032,57.6054,55.1495,UP,1
2013-04-30,60.42,60.17,59.528,57.6682,55.2128,DOWN,0
2013-05-01,59.28,60.38,59.716,57.6908,55.2714,UP,1
2013-05-02,63.41,62.3999,60.53,57.838,55.3428,UP,1
2013-05-03,65.2,64.3,61.72,58.0398,55.427,UP,1
2013-05-06,65.8,64.89,62.822,58.2342,55.5128,DOWN,0
2013-05-07,65.68,66.24,63.874,58.4538,55.5979,UP,1
2013-05-08,65.97,65.64,65.212,58.6804,55.6849,DOWN,0
2013-05-09,65.51,65.9,65.632,58.8734,55.779,DOWN,0
2013-05-10,65.05,65.55,65.602,59.063,55.8751,UP,1
2013-05-13,65.1,64.53,65.462,59.2654,55.9733,UP,1
2013-05-14,66.6,65.15,65.646,59.4888,56.077,UP,1
2013-05-15,67.7,66.74,65.992,59.7076,56.1824,DOWN,0
2013-05-16,67.2,67.57,66.33,59.9126,56.278,UP,1
2013-05-17,68.38,67.52,66.996,60.1156,56.3771,UP,1
2013-05-20,68.43,68.11,67.662,60.2922,56.4778,DOWN,0
2013-05-21,68.05,68.46,67.952,60.445,56.5802,DOWN,0
2013-05-22,67.45,68.13,67.902,60.5966,56.6672,DOWN,0
2013-05-23,66.99,66.62,67.86,60.7426,56.742,DOWN,0
2013-05-24,66.46,66.01,67.476,60.8682,56.8137,UP,1
2013-05-28,67.87,67.31,67.364,61.0174,56.8863,UP,1
2013-05-29,69.22,67.05,67.598,61.2138,56.9643,UP,1
2013-05-30,70.01,69.3,68.11,61.4256,57.0456,DOWN,0
2013-05-31,68.97,69.63,68.506,61.613,57.121,UP,1
2013-06-03,69.57,69.33,69.128,61.8378,57.1998,DOWN,0
2013-06-04,69.07,69.7,69.368,62.0442,57.2774,DOWN,0
2013-06-05,67.45,69.09,69.014,62.2204,57.3447,UP,1
2013-06-06,69.06,67.52,68.824,62.4098,57.4184,UP,1
2013-06-07,71.72,69.7,69.374,62.662,57.5061,UP,1
2013-06-10,72.36,71.84,69.932,62.9294,57.595,DOWN,0
2013-06-11,70.93,71.43,70.304,63.1824,57.675,UP,1
2013-06-12,71.01,71.8,71.016,63.4218,57.7571,UP,1
2013-06-13,71.7,70.87,71.544,63.6962,57.8466,DOWN,0
2013-06-14,70.48,71.56,71.296,63.9666,57.9259,UP,1
2013-06-17,72.19,71.27,71.262,64.3008,58.0161,UP,1
2013-06-18,72.97,72.18,71.67,64.6444,58.1118,DOWN,0
2013-06-19,72.23,72.78,71.914,64.9602,58.2005,DOWN,0
2013-06-20,71.91,71.47,71.956,65.2412,58.2896,DOWN,0
2013-06-21,71.55,72.84,72.17,65.5194,58.3748,DOWN,0
2013-06-24,70.26,70.58,71.784,65.7866,58.4529,UP,1
2013-06-25,71.09,71.1,71.408,66.0968,58.535,DOWN,0
2013-06-26,71.05,71.82,71.172,66.3834,58.609,UP,1
2013-06-27,72.41,71.76,71.272,66.714,58.6851,UP,1
2013-06-28,73.03,72.11,71.568,67.0764,58.7696,UP,1
2013-07-01,73.3,73.1,72.176,67.427,58.8527,UP,1
2013-07-02,74.1,73.5,72.778,67.787,58.9387,DOWN,0
2013-07-03,73.84,73.2,73.336,68.105,59.0181,UP,1
2013-07-05,75.6,74.71,73.974,68.4502,59.1029,UP,1
2013-07-08,76.78,76.0,74.724,68.799,59.1965,UP,1
2013-07-09,78.1,77.57,75.684,69.176,59.2993,DOWN,0
2013-07-10,77.43,77.76,76.35,69.5188,59.3987,UP,1
2013-07-11,78.01,78.63,77.184,69.8706,59.5035,DOWN,0
2013-07-12,77.89,78.01,77.642,70.2428,59.6082,DOWN,0
2013-07-15,77.53,78.05,77.792,70.5252,59.7102,DOWN,0
2013-07-16,77.33,77.7,77.638,70.7678,59.8191,DOWN,0
2013-07-17,77.06,77.61,77.564,70.993,59.9357,UP,1
2013-07-18,78.52,77.5,77.666,71.2498,60.0542,DOWN,0
2013-07-19,78.19,78.07,77.726,71.4942,60.1726,UP,1
2013-07-22,79.15,78.47,78.05,71.767,60.2959,DOWN,0
2013-07-23,78.93,79.33,78.37,72.0446,60.4182,DOWN,0
2013-07-24,78.4,79.39,78.638,72.3106,60.5381,UP,1
2013-07-25,78.73,78.31,78.68,72.5532,60.6529,UP,1
2013-07-26,79.16,77.95,78.874,72.7824,60.7652,DOWN,0
2013-07-29,78.84,79.08,78.812,73.0152,60.876,DOWN,0
2013-07-30,78.68,79.12,78.762,73.2212,60.9863,UP,1
2013-07-31,78.97,78.78,78.876,73.432,61.1009,UP,1
2013-08-01,82.62,79.67,79.654,73.7234,61.2294,DOWN,0
2013-08-02,82.41,83.67,80.304,74.0226,61.3612,UP,1
2013-08-05,82.42,82.09,81.02,74.3312,61.49,DOWN,0
2013-08-06,80.73,82.14,81.43,74.6166,61.6035,DOWN,0
2013-08-07,79.37,80.5,81.51,74.8466,61.7057,UP,1
2013-08-08,80.41,81.27,81.068,75.0704,61.8083,UP,1
2013-08-09,80.58,80.33,80.702,75.2818,61.921,DOWN,0
2013-08-12,79.71,80.03,80.16,75.4966,62.029,UP,1
2013-08-13,80.42,79.72,80.098,75.7136,62.1463,DOWN,0
2013-08-14,80.13,80.12,80.25,75.9348,62.2641,DOWN,0
2013-08-15,78.74,79.68,79.916,76.1606,62.3712,UP,1
2013-08-16,79.61,78.44,79.722,76.3716,62.4828,DOWN,0
2013-08-19,77.9,79.41,79.36,76.4952,62.587,UP,1
2013-08-20,78.09,78.44,78.894,76.6098,62.689,DOWN,0
2013-08-21,77.69,77.82,78.406,76.745,62.7913,UP,1
2013-08-22,79.51,78.09,78.56,76.915,62.9039,DOWN,0
2013-08-23,78.7,79.08,78.378,77.055,63.0072,DOWN,0
2013-08-26,77.84,78.52,78.366,77.2022,63.1195,DOWN,0
2013-08-27,74.57,76.83,77.662,77.2498,63.2285,UP,1
2013-08-28,75.07,74.56,77.138,77.2918,63.3403,UP,1
2013-08-29,75.41,74.95,76.318,77.3554,63.4564,DOWN,0
2013-08-30,74.88,75.56,75.554,77.4148,63.5762,UP,1
2013-09-03,75.92,76.02,75.17,77.5022,63.706,UP,1
2013-09-04,78.19,76.51,75.894,77.6608,63.8449,DOWN,0
2013-09-05,78.05,78.24,76.49,77.8,63.9914,DOWN,0
2013-09-06,77.55,78.12,76.918,77.93,64.1301,UP,1
2013-09-09,78.72,77.71,77.686,78.0562,64.2698,UP,1
2013-09-10,80.6,79.57,78.622,78.2076,64.4172,DOWN,0
2013-09-11,80.23,80.22,79.03,78.3462,64.5582,DOWN,0
2013-09-12,79.95,80.07,79.41,78.4632,64.6991,DOWN,0
2013-09-13,79.69,80.3,79.838,78.5802,64.8434,UP,1
2013-09-16,80.91,80.73,80.276,78.6864,64.9899,UP,1
2013-09-17,81.63,80.97,80.482,78.7834,65.1389,DOWN,0
2013-09-18,80.24,81.37,80.484,78.8262,65.2795,DOWN,0
2013-09-19,78.69,80.7,80.232,78.8514,65.4132,DOWN,0
2013-09-20,78.24,78.75,79.942,78.856,65.5441,DOWN,0
2013-09-23,77.98,78.12,79.356,78.8578,65.6709,DOWN,0
2013-09-24,77.8,77.94,78.59,78.8632,65.7968,UP,1
2013-09-25,78.81,78.07,78.304,78.8928,65.9285,DOWN,0
2013-09-26,78.8,79.06,78.326,78.9276,66.06,DOWN,0
2013-09-27,78.41,78.27,78.36,78.9254,66.1899,DOWN,0
2013-09-30,77.98,77.32,78.36,78.9212,66.3165,UP,1
2013-10-01,78.09,77.95,78.418,78.9,66.4481,UP,1
2013-10-02,78.29,77.49,78.314,78.8872,66.585,DOWN,0
2013-10-03,77.25,78.03,78.004,78.8642,66.7112,UP,1
2013-10-04,78.4,77.25,78.002,78.8576,66.8376,DOWN,0
2013-10-07,77.41,77.56,77.888,78.8226,66.9584,DOWN,0
2013-10-08,75.99,77.6,77.468,78.7656,67.066,DOWN,0
2013-10-09,75.99,76.2,77.008,78.7118,67.1788,UP,1
2013-10-10,79.07,77.28,77.372,78.7138,67.308,UP,1
2013-10-11,79.87,79.0,77.666,78.6588,67.442,UP,1
2013-10-14,80.26,79.07,78.236,78.6158,67.578,DOWN,0
2013-10-15,79.74,79.91,78.986,78.5622,67.7144,UP,1
2013-10-16,81.53,80.43,80.094,78.5782,67.8554,UP,1
2013-10-17,82.26,80.75,80.732,78.636,67.9866,UP,1
2013-10-18,82.53,82.63,81.264,78.6784,68.121,DOWN,0
2013-10-21,81.42,82.38,81.496,78.6952,68.2455,UP,1
2013-10-22,81.72,81.53,81.892,78.7354,68.3751,DOWN,0
2013-10-23,80.52,81.23,81.69,78.7374,68.4994,UP,1
2013-10-24,81.37,80.66,81.512,78.7622,68.6247,UP,1
2013-10-25,81.41,81.5,81.288,78.8156,68.7423,DOWN,0
2013-10-28,81.05,81.24,81.214,78.8444,68.8595,UP,1
2013-10-29,82.66,81.31,81.402,78.9396,68.9868,DOWN,0
2013-10-30,82.2,82.53,81.738,79.0218,69.1121,DOWN,0
2013-10-31,81.39,81.97,81.742,79.0958,69.235,DOWN,0
2013-11-01,81.19,81.6,81.698,79.1294,69.3523,UP,1
2013-11-04,81.57,81.27,81.802,79.1868,69.4716,DOWN,0
2013-11-05,81.47,81.43,81.564,79.2594,69.586,UP,1
2013-11-06,81.79,81.66,81.482,79.4038,69.7037,UP,1
2013-11-07,83.76,82.23,81.956,79.5776,69.8311,UP,1
2013-11-08,86.9,84.03,83.098,79.8074,69.9701,DOWN,0
2013-11-11,86.49,86.88,84.082,80.0396,70.1082,UP,1
2013-11-12,86.64,86.13,85.116,80.254,70.2477,UP,1
2013-11-13,87.83,86.29,86.324,80.4468,70.3968,UP,1
2013-11-14,89.05,88.33,87.382,80.6668,70.5526,DOWN,0
2013-11-15,88.62,88.41,87.726,80.8882,70.7015,UP,1
2013-11-18,88.65,88.69,88.158,81.0868,70.8565,UP,1
2013-11-19,88.98,88.6,88.626,81.2544,71.0089,DOWN,0
2013-11-20,88.89,89.23,88.838,81.4276,71.1608,UP,1
2013-11-21,90.2,89.35,89.068,81.6326,71.3273,DOWN,0
2013-11-22,90.07,89.5,89.358,81.8402,71.4896,DOWN,0
2013-11-25,89.23,90.14,89.474,82.0066,71.6497,UP,1
2013-11-26,89.74,89.31,89.626,82.1688,71.8134,DOWN,0
2013-11-27,89.28,90.38,89.704,82.3496,71.9732,DOWN,0
2013-11-29,88.76,89.43,89.416,82.551,72.1317,UP,1
2013-12-02,89.46,88.93,89.294,82.7754,72.2926,DOWN,0
2013-12-03,87.76,89.22,89.0,82.971,72.4406,DOWN,0
2013-12-04,87.76,87.73,88.604,83.1702,72.5992,DOWN,0
2013-12-05,87.7,87.56,88.288,83.348,72.7621,UP,1
2013-12-06,88.91,88.98,88.318,83.5502,72.9263,UP,1
2013-12-09,88.98,88.94,88.222,83.7616,73.0977,UP,1
2013-12-10,89.03,88.75,88.476,83.9826,73.2696,DOWN,0
2013-12-11,88.06,88.94,88.536,84.182,73.4306,UP,1
2013-12-12,88.33,88.26,88.662,84.3828,73.5944,DOWN,0
2013-12-13,88.19,88.46,88.518,84.6016,73.7605,UP,1
2013-12-16,88.68,88.67,88.458,84.8072,73.9267,DOWN,0
2013-12-17,87.95,88.68,88.242,85.018,74.0827,UP,1
2013-12-18,90.59,88.45,88.748,85.31,74.2509,DOWN,0
2013-12-19,90.17,90.01,89.116,85.5936,74.4106,UP,1
2013-12-20,91.33,90.19,89.744,85.8388,74.5692,UP,1
2013-12-23,91.5,91.69,90.308,86.0714,74.7247,UP,1
2013-12-24,91.91,91.5,91.1,86.3044,74.8849,UP,1
2013-12-26,92.43,91.96,91.468,86.5582,75.0486,DOWN,0
2013-12-27,91.83,92.5,91.8,86.7642,75.2068,DOWN,0
2013-12-30,91.5,91.65,91.834,86.949,75.3623,UP,1
2013-12-31,92.22,91.62,91.978,87.1428,75.5264,DOWN,0
2014-01-02,90.76,91.5,91.748,87.3296,75.6831,DOWN,0
2014-01-03,90.21,90.06,91.304,87.4994,75.8361,UP,1
2014-01-06,90.5,90.42,91.038,87.699,75.997,UP,1
2014-01-07,90.84,91.14,90.906,87.8884,76.1574,UP,1
2014-01-08,90.93,90.91,90.648,88.0788,76.3189,UP,1
2014-01-09,91.23,91.19,90.742,88.2824,76.4771,DOWN,0
2014-01-10,90.73,90.97,90.846,88.4438,76.6352,DOWN,0
2014-01-13,88.53,90.43,90.452,88.5704,76.7829,UP,1
2014-01-14,89.67,89.21,90.218,88.736,76.9398,UP,1
2014-01-15,91.03,90.03,90.238,88.9328,77.0998,DOWN,0
2014-01-16,90.36,90.52,90.064,89.1086,77.2617,DOWN,0
2014-01-17,90.23,90.28,89.964,89.2838,77.428,DOWN,0
2014-01-21,90.13,90.58,90.284,89.4506,77.6013,DOWN,0
2014-01-22,89.51,90.05,90.252,89.5656,77.7699,DOWN,0
2014-01-23,87.51,88.63,89.548,89.5778,77.9252,DOWN,0
2014-01-24,84.36,86.82,88.348,89.5352,78.0577,DOWN,0
2014-01-27,83.39,84.425,86.98,89.4702,78.1865,UP,1
2014-01-28,84.46,83.83,85.846,89.4028,78.3243,DOWN,0
2014-01-29,83.82,83.63,84.708,89.2982,78.4655,UP,1
2014-01-30,85.21,84.78,84.248,89.23,78.6079,DOWN,0
2014-01-31,84.39,83.74,84.254,89.1448,78.7505,DOWN,0
2014-02-03,80.45,84.42,83.666,88.9742,78.8782,UP,1
2014-02-04,82.52,81.17,83.278,88.8468,79.0119,UP,1
2014-02-05,82.72,82.2,83.058,88.6972,79.145,DOWN,0
2014-02-06,82.25,81.72,82.466,88.5408,79.2666,UP,1
2014-02-07,83.41,82.54,82.27,88.4244,79.3919,DOWN,0
2014-02-10,82.79,83.34,82.738,88.2854,79.5092,UP,1
2014-02-11,84.53,82.95,83.14,88.1904,79.6356,DOWN,0
2014-02-12,84.34,84.53,83.464,88.102,79.7558,UP,1
2014-02-13,84.62,83.56,83.938,88.0052,79.8768,UP,1
2014-02-14,84.99,84.38,84.254,87.9498,80.0054,UP,1
2014-02-18,85.41,84.87,84.778,87.9028,80.1154,DOWN,0
2014-02-19,84.28,85.16,84.728,87.8344,80.2108,UP,1
2014-02-20,84.49,84.31,84.758,87.746,80.3042,DOWN,0
2014-02-21,83.93,83.96,84.62,87.645,80.3955,UP,1
2014-02-24,84.96,83.87,84.614,87.5636,80.4904,DOWN,0
2014-02-25,84.12,84.58,84.356,87.4848,80.5835,UP,1
2014-02-26,84.16,84.26,84.332,87.4014,80.679,DOWN,0
2014-02-27,84.16,83.98,84.266,87.3208,80.7743,UP,1
2014-02-28,84.58,84.39,84.396,87.2388,80.8642,DOWN,0
2014-03-03,82.99,83.52,84.002,87.1396,80.9407,UP,1
2014-03-04,85.33,84.19,84.244,87.0344,81.0313,UP,1
2014-03-05,86.0,85.34,84.612,86.951,81.1194,UP,1
2014-03-06,86.77,86.39,85.134,86.8598,81.2111,UP,1
2014-03-07,88.58,87.95,85.934,86.8014,81.3138,DOWN,0
2014-03-10,88.35,88.09,87.006,86.7302,81.4183,DOWN,0
2014-03-11,87.45,88.54,87.43,86.6306,81.5206,DOWN,0
2014-03-12,86.4,86.71,87.51,86.522,81.6203,DOWN,0
2014-03-13,84.37,86.85,87.03,86.3794,81.7028,DOWN,0
2014-03-14,83.73,84.17,86.06,86.2096,81.7753,UP,1
2014-03-17,83.92,84.22,85.174,86.0728,81.8449,UP,1
2014-03-18,84.88,83.96,84.66,85.9662,81.9244,UP,1
2014-03-19,85.61,84.96,84.502,85.8684,82.0046,UP,1
2014-03-20,87.69,85.47,85.166,85.8054,82.0977,DOWN,0
2014-03-21,86.84,88.49,85.788,85.7236,82.1947,UP,1
2014-03-24,86.91,87.34,86.386,85.6372,82.2839,UP,1
2014-03-25,87.2,87.39,86.85,85.5666,82.3613,DOWN,0
2014-03-26,85.18,87.63,86.764,85.4996,82.4254,DOWN,0
2014-03-27,83.31,84.92,85.888,85.3724,82.4873,UP,1
2014-03-28,83.59,83.83,85.238,85.2236,82.5502,UP,1
2014-03-31,84.65,84.34,84.786,85.1094,82.615,UP,1
2014-04-01,85.82,85.04,84.51,85.0212,82.6917,UP,1
2014-04-02,86.32,85.85,84.738,84.945,82.7623,UP,1
2014-04-03,86.5,86.48,85.376,84.8848,82.83,DOWN,0
2014-04-04,84.33,87.37,85.524,84.8212,82.8905,DOWN,0
2014-04-07,81.17,84.15,84.828,84.7574,82.9368,DOWN,0
2014-04-08,81.11,81.12,83.886,84.7118,82.9846,UP,1
2014-04-09,82.22,81.62,83.066,84.667,83.0444,DOWN,0
2014-04-10,79.43,82.25,81.652,84.5792,83.0861,DOWN,0
2014-04-11,77.61,78.51,80.308,84.4272,83.1189,UP,1
2014-04-14,78.4,78.1,79.754,84.3074,83.1488,UP,1
2014-04-15,78.61,78.72,79.254,84.2706,83.1767,UP,1
2014-04-16,80.09,79.47,78.828,84.222,83.2107,UP,1
2014-04-17,80.92,80.0,79.126,84.186,83.2448,UP,1
2014-04-21,81.0,80.79,79.804,84.161,83.2806,UP,1
2014-04-22,82.28,81.06,80.58,84.1384,83.314,DOWN,0
2014-04-23,82.13,82.15,81.284,84.1252,83.3407,DOWN,0
2014-04-24,81.91,82.75,81.648,84.0728,83.3598,DOWN,0
2014-04-25,80.68,81.33,81.6,83.9996,83.376,DOWN,0
2014-04-28,79.83,81.2,81.366,83.9038,83.3851,UP,1
2014-04-29,80.74,80.29,81.058,83.8188,83.3994,DOWN,0
2014-04-30,80.68,80.61,80.768,83.7242,83.4151,UP,1
2014-05-01,81.17,80.66,80.62,83.662,83.4343,UP,1
2014-05-02,82.05,80.5,80.894,83.6132,83.4593,UP,1
2014-05-05,82.36,81.31,81.4,83.5818,83.4785,DOWN,0
2014-05-06,80.11,82.05,81.274,83.4848,83.4881,UP,1
2014-05-07,80.9,80.6,81.318,83.4204,83.4968,UP,1
2014-05-08,83.25,81.41,81.734,83.4022,83.5184,UP,1
2014-05-09,83.75,83.14,82.074,83.394,83.5452,UP,1
2014-05-12,84.81,84.39,82.564,83.3986,83.5756,DOWN,0
2014-05-13,84.46,84.93,83.434,83.428,83.6021,DOWN,0
2014-05-14,82.44,84.31,83.742,83.3702,83.6201,DOWN,0
2014-05-15,79.98,81.97,83.088,83.2498,83.6266,DOWN,0
2014-05-16,79.6,80.0,82.258,83.1064,83.6297,UP,1
2014-05-19,80.97,80.11,81.49,82.9542,83.6215,DOWN,0
2014-05-20,80.31,80.93,80.66,82.7934,83.611,UP,1
2014-05-21,81.09,80.73,80.39,82.6662,83.6043,UP,1
2014-05-22,81.46,80.58,80.686,82.5674,83.608,UP,1
2014-05-23,81.72,81.4,81.11,82.5144,83.6197,UP,1
2014-05-27,83.11,81.9,81.538,82.502,83.6332,DOWN,0
2014-05-28,81.84,82.78,81.844,82.4604,83.6395,UP,1
2014-05-29,82.13,82.06,82.052,82.4054,83.6516,UP,1
2014-05-30,82.16,81.93,82.192,82.3364,83.6603,UP,1
2014-06-02,84.02,82.44,82.652,82.263,83.6798,UP,1
2014-06-03,86.03,83.73,83.236,82.2468,83.7162,UP,1
2014-06-04,88.09,87.38,84.486,82.2704,83.7586,UP,1
2014-06-05,88.31,87.67,85.722,82.2926,83.8107,UP,1
2014-06-06,89.35,88.43,87.16,82.376,83.867,UP,1
2014-06-09,89.43,88.95,88.242,82.4984,83.9257,UP,1
2014-06-10,89.57,88.54,88.95,82.618,83.976,DOWN,0
2014-06-11,88.86,88.97,89.104,82.7022,84.0268,DOWN,0
2014-06-12,88.43,89.82,89.128,82.7544,84.0797,DOWN,0
2014-06-13,88.14,88.66,88.886,82.7908,84.1476,DOWN,0
2014-06-16,88.06,87.92,88.612,82.822,84.2125,UP,1
2014-06-17,89.36,87.75,88.57,82.9226,84.2823,UP,1
2014-06-18,90.52,89.36,88.902,83.1096,84.3605,DOWN,0
2014-06-19,90.01,90.52,89.218,83.2876,84.4309,UP,1
2014-06-20,91.1,90.58,89.81,83.4652,84.4955,DOWN,0
2014-06-23,90.52,90.98,90.302,83.687,84.5578,DOWN,0
2014-06-24,89.47,90.09,90.324,83.9242,84.6174,DOWN,0
2014-06-25,89.23,88.92,90.066,84.1408,84.67,DOWN,0
2014-06-26,89.14,89.05,89.892,84.3514,84.7127,DOWN,0
2014-06-27,88.99,88.8,89.47,84.5294,84.7565,DOWN,0
2014-06-30,88.77,88.99,89.12,84.6864,84.8006,UP,1
2014-07-01,90.17,89.23,89.26,84.8698,84.853,DOWN,0
2014-07-02,90.09,90.0,89.432,85.026,84.8989,UP,1
2014-07-03,91.51,90.89,89.906,85.2136,84.9483,DOWN,0
2014-07-07,90.5,91.03,90.208,85.3854,84.9996,DOWN,0
2014-07-08,89.38,90.37,90.33,85.5594,85.053,UP,1
2014-07-09,89.6,89.405,90.216,85.7548,85.1098,DOWN,0
2014-07-10,88.79,88.31,89.956,85.9158,85.1639,UP,1
2014-07-11,89.72,88.59,89.598,86.0966,85.2235,UP,1
2014-07-14,90.61,90.59,89.62,86.2854,85.2825,UP,1
2014-07-15,90.64,90.6,89.872,86.4572,85.3417,UP,1
2014-07-16,90.85,90.81,90.122,86.627,85.4039,DOWN,0
2014-07-17,89.32,90.35,90.228,86.8112,85.4606,UP,1
2014-07-18,90.74,89.74,90.432,87.008,85.5238,DOWN,0
2014-07-21,90.33,90.08,90.376,87.1496,85.584,UP,1
2014-07-22,90.76,90.85,90.4,87.2898,85.6516,DOWN,0
2014-07-23,90.3,90.68,90.29,87.3996,85.7111,DOWN,0
2014-07-24,89.82,90.47,90.39,87.5068,85.7731,DOWN,0
2014-07-25,88.92,89.5,90.026,87.6364,85.8378,UP,1
2014-07-28,88.98,88.64,89.756,87.8164,85.9027,DOWN,0
2014-07-29,87.54,88.78,89.112,87.9752,85.9451,UP,1
2014-07-30,89.16,88.39,88.884,88.139,85.9915,DOWN,0
2014-07-31,86.97,88.48,88.314,88.2722,86.0251,DOWN,0
2014-08-01,85.85,86.56,87.7,88.3674,86.0556,UP,1
2014-08-04,86.09,86.01,87.122,88.46,86.0784,DOWN,0
2014-08-05,85.75,85.98,86.764,88.5406,86.0959,UP,1
2014-08-06,86.57,85.32,86.246,88.6098,86.1161,DOWN,0
2014-08-07,86.41,87.61,86.134,88.7012,86.141,UP,1
2014-08-08,87.52,86.27,86.468,88.809,86.17,DOWN,0
2014-08-11,87.19,88.07,86.688,88.9096,86.2034,UP,1
2014-08-12,87.45,87.02,87.028,88.9782,86.2338,UP,1
2014-08-13,87.82,87.8,87.278,89.014,86.2658,UP,1
2014-08-14,88.46,87.59,87.688,89.0214,86.3029,DOWN,0
2014-08-15,87.86,88.98,87.756,89.0124,86.3289,UP,1
2014-08-18,89.55,88.29,88.228,89.0164,86.3656,DOWN,0
2014-08-19,89.26,89.68,88.59,89.013,86.405,UP,1
2014-08-20,89.29,89.2,88.884,89.0074,86.4455,UP,1
2014-08-21,90.12,89.37,89.216,89.0326,86.4882,DOWN,0
2014-08-22,88.65,89.32,89.374,89.037,86.5241,UP,1
2014-08-25,89.75,89.14,89.414,89.0692,86.5639,UP,1
2014-08-26,90.07,89.63,89.576,89.1094,86.5955,UP,1
2014-08-27,90.47,90.23,89.812,89.1316,86.6133,DOWN,0
2014-08-28,89.06,89.8,89.6,89.1024,86.6262,UP,1
2014-08-29,89.7,89.55,89.81,89.0962,86.6415,UP,1
2014-09-02,89.78,90.02,89.816,89.0698,86.6512,DOWN,0
2014-09-03,89.66,90.41,89.734,89.0526,86.6543,DOWN,0
2014-09-04,89.29,89.92,89.498,89.049,86.6576,DOWN,0
2014-09-05,89.24,89.05,89.534,89.0492,86.6606,DOWN,0
2014-09-08,89.14,88.94,89.422,89.0492,86.6614,DOWN,0
2014-09-09,88.25,88.92,89.116,89.0344,86.6582,UP,1
2014-09-10,89.37,88.6,89.058,89.0464,86.654,UP,1
2014-09-11,89.44,88.64,89.088,89.0318,86.6509,UP,1
2014-09-12,90.94,89.58,89.428,89.0488,86.6594,DOWN,0
2014-09-15,90.36,90.62,89.672,89.0258,86.6625,UP,1
2014-09-16,90.93,89.97,90.208,89.0344,86.6708,DOWN,0
2014-09-17,90.82,91.18,90.498,89.0632,86.6811,UP,1
2014-09-18,92.95,91.08,91.2,89.1302,86.6985,UP,1
2014-09-19,93.16,93.43,91.644,89.2176,86.7255,DOWN,0
2014-09-22,91.88,92.53,91.948,89.2608,86.7461,DOWN,0
2014-09-23,90.95,91.78,91.952,89.2676,86.7624,UP,1
2014-09-24,91.48,91.15,92.084,89.2844,86.7752,DOWN,0
2014-09-25,89.64,91.31,91.422,89.2602,86.7785,UP,1
2014-09-26,90.05,90.0,90.8,89.2748,86.7836,DOWN,0
2014-09-29,89.1,88.88,90.244,89.242,86.7888,DOWN,0
2014-09-30,87.94,89.15,89.642,89.1942,86.7869,DOWN,0
2014-10-01,85.69,87.66,88.484,89.0928,86.7744,UP,1
2014-10-02,86.14,85.68,87.784,89.0096,86.7617,UP,1
2014-10-03,87.04,87.02,87.182,88.954,86.7571,DOWN,0
2014-10-06,86.76,87.44,86.714,88.9108,86.738,DOWN,0
2014-10-07,84.74,86.29,86.074,88.826,86.7108,UP,1
2014-10-08,85.75,85.0,86.086,88.7902,86.6829,DOWN,0
2014-10-09,83.38,85.61,85.534,88.6746,86.6423,DOWN,0
2014-10-10,82.15,83.28,84.556,88.5782,86.5935,DOWN,0
2014-10-13,80.21,82.54,83.246,88.4654,86.5324,UP,1
2014-10-14,80.25,80.45,82.348,88.3486,86.4745,DOWN,0
2014-10-15,77.86,78.89,80.77,88.1908,86.4063,UP,1
2014-10-16,78.82,76.16,79.858,88.0358,86.3393,UP,1
2014-10-17,81.06,79.74,79.64,87.9288,86.2908,DOWN,0
2014-10-20,81.0,80.71,79.798,87.7984,86.2448,UP,1
2014-10-21,83.62,81.75,80.472,87.727,86.2104,DOWN,0
2014-10-22,82.38,83.59,81.376,87.6256,86.1681,UP,1
2014-10-23,83.25,83.51,82.262,87.5342,86.1297,UP,1
2014-10-24,84.58,83.2,82.966,87.4566,86.0964,UP,1
2014-10-27,84.8,84.14,83.726,87.3954,86.0668,UP,1
2014-10-28,86.79,85.24,84.36,87.3402,86.0581,DOWN,0
2014-10-29,86.7,86.89,85.224,87.289,86.0432,UP,1
2014-10-30,87.49,86.55,86.072,87.253,86.0255,UP,1
2014-10-31,88.54,88.74,86.864,87.2214,86.0164,DOWN,0
2014-11-03,87.88,88.55,87.48,87.206,86.0047,UP,1
2014-11-04,88.04,87.88,87.73,87.1718,85.9942,UP,1
2014-11-05,88.91,89.07,88.172,87.1486,85.9912,DOWN,0
2014-11-06,85.03,85.97,87.68,87.0398,85.9788,UP,1
2014-11-07,85.33,84.89,87.038,86.9652,85.9837,UP,1
2014-11-10,86.54,85.52,86.77,86.902,85.9994,DOWN,0
2014-11-11,86.11,86.65,86.384,86.8286,86.0077,DOWN,0
2014-11-12,85.26,85.46,85.654,86.7406,86.0149,DOWN,0
2014-11-13,84.53,85.09,85.554,86.6454,86.0115,DOWN,0
2014-11-14,83.98,84.53,85.284,86.5402,86.0094,DOWN,0
2014-11-17,83.81,83.52,84.738,86.4336,86.0262,UP,1
2014-11-18,84.0,83.88,84.316,86.3486,86.0336,UP,1
2014-11-19,84.15,84.17,84.094,86.2442,86.0408,DOWN,0
2014-11-20,84.05,83.36,83.998,86.1364,86.0498,UP,1
2014-11-21,84.58,84.69,84.118,86.0092,86.0556,UP,1
