ticker,KLAC US Equity,KLAC US Equity,KLAC US Equity,KLAC US Equity,KLAC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-05-14,43.71,44.7,54.4964,43.802,48.8194,DOWN,0
2004-05-17,43.56,42.98,54.456,43.846,48.6256,UP,1
2004-05-18,44.59,44.24,54.4179,43.85,48.475,UP,1
2004-05-19,45.05,45.15,54.3803,44.14,48.3232,DOWN,0
2004-05-20,45.03,45.2,54.3525,44.388,48.1756,DOWN,0
2004-05-21,44.63,45.19,54.3242,44.572,48.0282,UP,1
2004-05-24,44.79,45.0,54.2994,44.818,47.8622,UP,1
2004-05-25,45.97,44.53,54.289,45.094,47.744,UP,1
2004-05-26,46.54,45.75,54.2761,45.392,47.6346,UP,1
2004-05-27,47.36,46.84,54.2649,45.858,47.5278,UP,1
2004-05-28,48.18,47.84,54.2447,46.568,47.4484,DOWN,0
2004-06-01,47.71,47.82,54.2232,47.152,47.4096,DOWN,0
2004-06-02,46.06,47.71,54.1935,47.17,47.3384,DOWN,0
2004-06-03,45.8,46.0,54.1492,47.022,47.265,UP,1
2004-06-04,46.31,46.64,54.1073,46.812,47.1804,UP,1
2004-06-07,47.89,46.85,54.075,46.754,47.1116,DOWN,0
2004-06-08,47.63,47.61,54.0329,46.738,47.0422,DOWN,0
2004-06-09,46.21,47.42,53.9787,46.768,46.9414,DOWN,0
2004-06-10,46.09,46.85,53.9243,46.826,46.8494,DOWN,0
2004-06-14,45.365,45.83,53.8642,46.637,46.7511,UP,1
2004-06-15,46.16,45.9,53.8024,46.291,46.6521,DOWN,0
2004-06-16,46.0,46.06,53.739,45.965,46.4987,DOWN,0
2004-06-17,44.68,45.8,53.6651,45.659,46.3147,UP,1
2004-06-18,44.84,44.34,53.5975,45.409,46.1517,DOWN,0
2004-06-21,44.35,45.0,53.5366,45.206,45.9885,UP,1
2004-06-22,45.94,44.601,53.4768,45.162,45.8567,UP,1
2004-06-23,47.5,46.05,53.4251,45.462,45.7405,DOWN,0
2004-06-24,47.08,47.36,53.3671,45.942,45.6329,UP,1
2004-06-25,47.97,47.08,53.3179,46.568,45.5495,DOWN,0
2004-06-28,47.24,48.39,53.2763,47.146,45.4797,UP,1
2004-06-29,49.13,47.4,53.2396,47.784,45.4835,UP,1
2004-06-30,49.38,49.09,53.2036,48.16,45.4691,DOWN,0
2004-07-01,47.16,49.16,53.1619,48.176,45.4581,DOWN,0
2004-07-02,46.3,47.12,53.1057,47.842,45.4177,DOWN,0
2004-07-06,44.65,45.89,53.0419,47.324,45.3879,UP,1
2004-07-07,44.97,44.7,52.9829,46.492,45.3555,UP,1
2004-07-08,45.28,44.93,52.9259,45.672,45.3579,UP,1
2004-07-09,46.04,45.78,52.8806,45.448,45.3899,DOWN,0
2004-07-12,44.61,44.85,52.8249,45.11,45.4157,DOWN,0
2004-07-13,43.33,44.8,52.7766,44.846,45.4443,DOWN,0
2004-07-14,40.0,41.61,52.7126,43.852,45.4103,DOWN,0
2004-07-15,39.9,40.35,52.6531,42.776,45.3697,DOWN,0
2004-07-16,39.36,40.54,52.5852,41.44,45.2937,UP,1
2004-07-19,40.27,39.78,52.5285,40.572,45.2399,UP,1
2004-07-20,41.83,40.38,52.4738,40.272,45.2153,DOWN,0
2004-07-21,39.91,41.99,52.4102,40.254,45.1531,UP,1
2004-07-22,40.38,40.19,52.3322,40.35,45.0939,DOWN,0
2004-07-23,38.76,40.12,52.2475,40.23,44.9777,DOWN,0
2004-07-26,38.48,38.86,52.1589,39.872,44.8753,UP,1
2004-07-27,38.49,38.44,52.067,39.204,44.7693,DOWN,0
2004-07-28,37.81,38.14,51.9657,38.784,44.6513,UP,1
2004-07-29,38.81,38.34,51.8667,38.47,44.5563,UP,1
2004-07-30,41.23,39.75,51.7823,38.964,44.4891,DOWN,0
2004-08-02,40.66,41.0,51.6916,39.4,44.4013,DOWN,0
2004-08-03,39.6,40.56,51.5894,39.622,44.2927,UP,1
2004-08-04,40.42,39.78,51.489,40.144,44.2085,DOWN,0
2004-08-05,39.88,40.58,51.3954,40.358,44.1103,DOWN,0
2004-08-06,38.38,39.33,51.2912,39.788,43.9585,DOWN,0
2004-08-09,38.2,38.52,51.1822,39.296,43.7917,UP,1
2004-08-10,38.39,38.57,51.0839,39.054,43.6123,DOWN,0
2004-08-11,36.52,37.32,50.999,38.274,43.3791,DOWN,0
2004-08-12,35.69,36.33,50.9106,37.436,43.1387,UP,1
2004-08-13,35.78,35.89,50.8202,36.916,42.9331,UP,1
2004-08-16,36.2,35.96,50.712,36.516,42.7411,UP,1
2004-08-17,36.55,36.76,50.606,36.148,42.5459,UP,1
2004-08-18,37.86,36.28,50.5117,36.416,42.3453,DOWN,0
2004-08-19,37.23,37.66,50.4115,36.724,42.1373,UP,1
2004-08-20,37.5,37.4,50.3031,37.068,41.9631,UP,1
2004-08-23,37.77,37.54,50.197,37.382,41.7967,DOWN,0
2004-08-24,37.01,37.84,50.0849,37.474,41.6296,UP,1
2004-08-25,37.71,36.94,49.969,37.444,41.4606,DOWN,0
2004-08-26,37.5,37.59,49.8589,37.498,41.2906,UP,1
2004-08-27,38.2,38.32,49.759,37.638,41.161,DOWN,0
2004-08-30,37.45,38.03,49.6512,37.574,41.0132,DOWN,0
2004-08-31,37.3649,37.41,49.5376,37.645,40.8735,UP,1
2004-09-01,38.17,37.14,49.433,37.737,40.7181,UP,1
2004-09-02,38.39,38.0,49.3396,37.915,40.5359,DOWN,0
2004-09-03,36.77,37.38,49.2412,37.629,40.3297,DOWN,0
2004-09-07,36.6,37.24,49.1475,37.459,40.1023,UP,1
2004-09-08,37.16,36.5,49.0554,37.418,39.9007,UP,1
2004-09-09,38.79,37.71,48.9763,37.542,39.6939,UP,1
2004-09-10,39.82,38.75,48.9002,37.828,39.5027,DOWN,0
2004-09-13,39.81,40.02,48.8134,38.436,39.3557,UP,1
2004-09-14,40.27,39.74,48.7242,39.17,39.2351,DOWN,0
2004-09-15,39.2,39.74,48.6332,39.578,39.1261,UP,1
2004-09-16,39.34,39.4,48.5373,39.688,39.0135,UP,1
2004-09-17,39.89,39.55,48.4418,39.702,38.9057,UP,1
2004-09-20,41.54,39.41,48.3553,40.048,38.8157,UP,1
2004-09-21,41.79,41.5,48.273,40.352,38.7593,DOWN,0
2004-09-22,40.7,41.27,48.1894,40.652,38.7067,UP,1
2004-09-23,40.99,40.74,48.1163,40.982,38.7265,DOWN,0
2004-09-24,40.08,41.11,48.0393,41.02,38.7301,DOWN,0
2004-09-27,39.6,39.59,47.9713,40.632,38.7349,DOWN,0
2004-09-28,39.49,39.83,47.9002,40.172,38.7193,UP,1
2004-09-29,40.42,39.68,47.8223,40.116,38.6911,UP,1
2004-09-30,41.48,40.55,47.7454,40.214,38.7225,UP,1
2004-10-01,43.37,42.42,47.6833,40.872,38.7823,UP,1
2004-10-04,43.39,43.9,47.6248,41.63,38.8749,UP,1
2004-10-05,43.67,43.29,47.5714,42.466,38.9787,DOWN,0
2004-10-06,43.31,43.54,47.5092,43.044,39.0751,DOWN,0
2004-10-07,42.99,43.14,47.4464,43.346,39.1787,DOWN,0
2004-10-08,41.2026,42.67,47.3716,42.9125,39.2265,UP,1
2004-10-11,41.46,41.2,47.2956,42.5265,39.2311,DOWN,0
2004-10-12,41.31,40.76,47.2193,42.0545,39.2441,UP,1
2004-10-13,42.5,42.25,47.1489,41.8925,39.3021,DOWN,0
2004-10-14,40.52,41.65,47.0634,41.3985,39.3041,DOWN,0
2004-10-15,40.23,40.65,46.9729,41.204,39.3111,UP,1
2004-10-18,40.68,40.0,46.8836,41.048,39.3571,UP,1
2004-10-19,41.05,40.96,46.8066,40.996,39.4141,UP,1
2004-10-20,41.4,40.79,46.7174,40.776,39.4743,UP,1
2004-10-21,43.01,41.97,46.6377,41.274,39.6041,UP,1
2004-10-22,43.51,44.97,46.5624,41.93,39.7605,UP,1
2004-10-25,44.3,43.63,46.4866,42.654,39.9309,DOWN,0
2004-10-26,44.05,44.35,46.4028,43.254,40.0879,UP,1
2004-10-27,45.45,44.091,46.3171,44.064,40.2659,DOWN,0
2004-10-28,45.31,45.33,46.2393,44.524,40.4149,UP,1
2004-10-29,45.53,45.62,46.1639,44.928,40.5809,DOWN,0
2004-11-01,45.37,45.35,46.0824,45.142,40.7383,UP,1
2004-11-02,45.66,44.78,46.0002,45.464,40.8961,DOWN,0
2004-11-03,45.02,46.71,45.9127,45.378,41.0563,DOWN,0
2004-11-04,44.84,44.0,45.8294,45.284,41.1989,UP,1
2004-11-05,45.49,45.31,45.7528,45.276,41.3587,DOWN,0
2004-11-08,45.46,45.35,45.6871,45.294,41.5039,DOWN,0
2004-11-09,45.13,45.34,45.6137,45.188,41.6575,DOWN,0
2004-11-10,43.45,44.82,45.5405,44.874,41.7793,UP,1
2004-11-11,44.13,43.54,45.4753,44.732,41.8985,UP,1
2004-11-12,44.42,44.0,45.4124,44.518,42.0191,UP,1
2004-11-15,45.7,44.33,45.3558,44.566,42.1977,DOWN,0
2004-11-16,45.44,45.48,45.3042,44.628,42.3745,UP,1
2004-11-17,47.02,45.99,45.2564,45.342,42.5717,UP,1
2004-11-18,47.11,45.965,45.2147,45.938,42.7381,DOWN,0
2004-11-19,45.88,46.4,45.1635,46.23,42.8593,DOWN,0
2004-11-22,45.74,45.81,45.1047,46.238,42.9779,DOWN,0
2004-11-23,45.47,45.55,45.0508,46.244,43.0819,UP,1
2004-11-24,45.98,45.57,45.0018,46.036,43.2175,DOWN,0
2004-11-26,45.6,45.84,44.9468,45.734,43.3427,DOWN,0
2004-11-29,45.52,45.96,44.8958,45.662,43.4553,DOWN,0
2004-11-30,45.06,45.56,44.8494,45.526,43.5257,UP,1
2004-12-01,47.64,45.46,44.8096,45.96,43.6427,DOWN,0
2004-12-02,47.31,47.38,44.769,46.226,43.7749,UP,1
2004-12-03,48.94,48.91,44.7358,46.894,43.9339,UP,1
2004-12-06,48.99,48.77,44.7048,47.588,44.1121,DOWN,0
2004-12-07,47.59,49.07,44.6739,48.094,44.2719,DOWN,0
2004-12-08,46.92,47.33,44.6403,47.95,44.4205,DOWN,0
2004-12-09,46.51,46.02,44.603,47.79,44.5423,DOWN,0
2004-12-10,46.17,46.01,44.5634,47.236,44.6361,UP,1
2004-12-13,46.36,46.54,44.5317,46.71,44.6959,UP,1
2004-12-14,47.35,46.6,44.5005,46.662,44.7751,DOWN,0
2004-12-15,46.88,47.5,44.4674,46.654,44.8393,DOWN,0
2004-12-16,46.03,46.75,44.4371,46.558,44.8937,UP,1
2004-12-17,46.13,45.75,44.4015,46.55,44.9565,DOWN,0
2004-12-20,45.44,46.26,44.3624,46.366,45.0412,UP,1
2004-12-21,46.06,45.67,44.3321,46.108,45.1332,DOWN,0
2004-12-22,45.83,45.6,44.2981,45.898,45.2236,DOWN,0
2004-12-23,45.72,45.64,44.2646,45.836,45.288,DOWN,0
2004-12-27,45.16,45.945,44.2304,45.642,45.3808,UP,1
2004-12-28,45.84,45.271,44.1942,45.722,45.493,UP,1
2004-12-29,46.25,45.891,44.166,45.76,45.6044,DOWN,0
2004-12-30,46.23,46.23,44.1371,45.84,45.708,UP,1
2004-12-31,46.58,46.22,44.1065,46.012,45.8116,DOWN,0
2005-01-03,45.3,46.76,44.0723,46.04,45.8574,DOWN,0
2005-01-04,43.83,45.59,44.0432,45.638,45.8638,DOWN,0
2005-01-05,43.12,43.55,44.0107,45.012,45.8402,DOWN,0
2005-01-06,42.31,43.42,43.9749,44.228,45.8054,UP,1
2005-01-07,42.97,42.55,43.937,43.506,45.7558,DOWN,0
2005-01-10,42.25,42.91,43.8916,42.896,45.6946,UP,1
2005-01-11,42.42,41.88,43.8482,42.614,45.6324,UP,1
2005-01-12,44.45,44.03,43.8142,42.88,45.614,DOWN,0
2005-01-13,43.45,44.46,43.778,43.108,45.5698,UP,1
2005-01-14,44.91,43.73,43.7512,43.496,45.5676,UP,1
2005-01-18,45.23,44.64,43.7218,44.092,45.5754,DOWN,0
2005-01-19,43.85,45.11,43.6727,44.378,45.5426,DOWN,0
2005-01-20,43.31,43.42,43.6198,44.15,45.4996,UP,1
2005-01-21,44.41,43.95,43.5769,44.342,45.4852,DOWN,0
2005-01-24,43.99,44.39,43.5343,44.158,45.496,UP,1
2005-01-25,44.76,44.5,43.4955,44.064,45.5086,UP,1
2005-01-26,45.96,45.0,43.4587,44.486,45.5394,UP,1
2005-01-27,46.69,45.9,43.4299,45.162,45.5592,DOWN,0
2005-01-28,45.87,46.55,43.3985,45.454,45.5678,UP,1
2005-01-31,46.25,46.23,43.3761,45.906,45.5524,UP,1
2005-02-01,47.05,46.21,43.3667,46.364,45.5512,DOWN,0
2005-02-02,46.84,47.06,43.3504,46.54,45.5704,DOWN,0
2005-02-03,46.38,46.45,43.3437,46.478,45.5832,UP,1
2005-02-04,48.75,46.36,43.3459,47.054,45.6488,DOWN,0
2005-02-07,48.49,48.54,43.3576,47.502,45.699,UP,1
2005-02-08,49.11,48.48,43.3702,47.914,45.7692,DOWN,0
2005-02-09,47.84,49.12,43.3836,48.114,45.8156,UP,1
2005-02-10,48.37,48.08,43.4033,48.512,45.8818,UP,1
2005-02-11,49.91,48.29,43.4362,48.744,45.9272,DOWN,0
2005-02-14,49.73,49.76,43.4754,48.992,45.9756,UP,1
2005-02-15,50.5,50.0,43.5194,49.27,46.0068,DOWN,0
2005-02-16,50.18,50.21,43.5606,49.738,46.0306,DOWN,0
2005-02-17,49.58,50.25,43.5927,49.98,46.0704,DOWN,0
2005-02-18,48.67,48.98,43.6213,49.732,46.1054,DOWN,0
2005-02-22,48.18,48.3,43.6469,49.422,46.1388,DOWN,0
2005-02-23,47.69,48.41,43.6702,48.86,46.1692,UP,1
2005-02-24,48.85,47.83,43.6978,48.594,46.219,UP,1
2005-02-25,50.81,48.75,43.729,48.84,46.2882,DOWN,0
2005-02-28,49.41,50.57,43.758,48.988,46.3388,UP,1
2005-03-01,50.03,49.66,43.7892,49.358,46.4188,DOWN,0
2005-03-02,48.87,49.24,43.815,49.594,46.4736,DOWN,0
2005-03-03,48.04,49.06,43.8374,49.432,46.5256,DOWN,0
2005-03-04,47.9,48.55,43.854,48.85,46.5624,UP,1
2005-03-07,48.77,47.96,43.8726,48.722,46.6212,DOWN,0
2005-03-08,48.32,48.6,43.889,48.38,46.6732,DOWN,0
2005-03-09,48.02,48.42,43.906,48.21,46.7304,UP,1
2005-03-10,48.96,48.09,43.9268,48.394,46.7928,DOWN,0
2005-03-11,46.75,49.04,43.9307,48.164,46.8028,UP,1
2005-03-14,46.97,46.81,43.9329,47.804,46.8176,DOWN,0
2005-03-15,46.17,47.04,43.9269,47.374,46.8094,DOWN,0
2005-03-16,45.29,45.91,43.9125,46.828,46.8092,DOWN,0
2005-03-17,45.21,45.36,43.9,46.078,46.8368,DOWN,0
2005-03-18,45.08,45.27,43.8951,45.744,46.876,UP,1
2005-03-21,45.14,45.14,43.8918,45.378,46.9326,DOWN,0
2005-03-22,44.67,45.14,43.8836,45.078,46.9666,UP,1
2005-03-23,45.35,44.65,43.8709,45.09,47.0286,UP,1
2005-03-24,45.89,45.71,43.8622,45.226,47.098,DOWN,0
2005-03-28,45.87,46.02,43.8605,45.384,47.1264,DOWN,0
2005-03-29,45.19,45.63,43.856,45.394,47.1612,UP,1
2005-03-30,46.59,45.39,43.8621,45.778,47.1948,DOWN,0
2005-03-31,46.01,46.56,43.8613,45.91,47.2104,DOWN,0
2005-04-01,45.25,46.34,43.8576,45.782,47.2384,DOWN,0
2005-04-04,44.61,45.33,43.8572,45.53,47.2644,DOWN,0
2005-04-05,44.39,44.8,43.855,45.37,47.264,DOWN,0
2005-04-06,44.36,44.74,43.855,44.924,47.2714,UP,1
2005-04-07,45.39,44.45,43.8523,44.8,47.284,DOWN,0
2005-04-08,44.93,45.3,43.8394,44.736,47.2634,UP,1
2005-04-11,45.03,45.02,43.8292,44.82,47.2302,UP,1
2005-04-12,45.38,45.09,43.8162,45.018,47.2204,DOWN,0
2005-04-13,42.59,45.12,43.793,44.664,47.1472,DOWN,0
2005-04-14,41.38,42.89,43.7542,43.862,47.0338,DOWN,0
2005-04-15,40.36,40.72,43.7091,42.948,46.9042,UP,1
2005-04-18,41.06,40.54,43.6786,42.154,46.7978,DOWN,0
2005-04-19,41.03,41.57,43.6523,41.284,46.6434,DOWN,0
2005-04-20,40.72,42.11,43.6326,40.91,46.488,UP,1
2005-04-21,41.93,41.43,43.6174,41.02,46.3444,DOWN,0
2005-04-22,41.03,41.7,43.5962,41.154,46.2082,UP,1
2005-04-25,41.24,41.33,43.5722,41.19,46.0656,DOWN,0
2005-04-26,40.91,41.09,43.5537,41.166,45.8856,DOWN,0
2005-04-27,40.5,40.64,43.5395,41.122,45.701,DOWN,0
2005-04-28,40.02,40.38,43.5396,40.74,45.4914,DOWN,0
2005-04-29,38.95,38.85,43.5349,40.324,45.2668,UP,1
2005-05-02,39.2,39.19,43.5341,39.916,45.0592,DOWN,0
2005-05-03,38.86,39.1,43.527,39.506,44.863,UP,1
2005-05-04,39.31,39.0,43.5144,39.268,44.6856,DOWN,0
2005-05-05,39.09,39.215,43.5103,39.082,44.5136,UP,1
2005-05-06,39.39,39.28,43.5054,39.17,44.3244,DOWN,0
2005-05-09,39.25,39.24,43.5078,39.18,44.0932,UP,1
2005-05-10,39.95,39.04,43.5152,39.398,43.904,UP,1
2005-05-11,40.24,40.07,43.5239,39.584,43.7082,DOWN,0
2005-05-12,40.24,40.225,43.5361,39.814,43.5356,UP,1
2005-05-13,41.49,40.36,43.5495,40.234,43.4046,UP,1
2005-05-16,41.95,41.44,43.5531,40.774,43.2856,UP,1
2005-05-17,42.37,41.76,43.5616,41.258,43.1576,UP,1
2005-05-18,42.59,42.18,43.5766,41.728,43.043,UP,1
2005-05-19,42.9,42.58,43.589,42.26,42.9406,UP,1
2005-05-20,43.64,43.33,43.6078,42.69,42.8342,DOWN,0
2005-05-23,43.45,43.6,43.6331,42.99,42.7682,UP,1
2005-05-24,45.02,43.3,43.6672,43.52,42.7292,DOWN,0
2005-05-25,44.62,44.8,43.6984,43.926,42.6982,UP,1
2005-05-26,45.93,44.89,43.7454,44.532,42.711,DOWN,0
2005-05-27,45.57,45.76,43.7948,44.918,42.7182,DOWN,0
2005-05-31,45.41,45.73,43.843,45.31,42.7248,UP,1
2005-06-01,45.48,45.35,43.8894,45.402,42.7316,UP,1
2005-06-02,46.87,45.1,43.941,45.852,42.7756,DOWN,0
2005-06-03,45.43,46.4,43.9788,45.752,42.7772,UP,1
2005-06-06,45.86,45.26,44.022,45.81,42.7766,DOWN,0
2005-06-07,45.3,45.9,44.061,45.788,42.7652,UP,1
2005-06-08,45.72,45.55,44.1007,45.836,42.7758,UP,1
2005-06-09,46.22,45.76,44.1468,45.706,42.7684,DOWN,0
2005-06-10,45.43,46.1,44.1854,45.706,42.7568,UP,1
2005-06-13,45.79,45.4,44.2268,45.692,42.7676,DOWN,0
2005-06-14,45.39,45.79,44.2628,45.71,42.7832,UP,1
2005-06-15,45.54,45.75,44.3032,45.674,42.8062,UP,1
2005-06-16,45.87,45.46,44.3458,45.604,42.8364,UP,1
2005-06-17,46.53,46.3,44.3876,45.824,42.8592,DOWN,0
2005-06-20,46.24,46.15,44.4268,45.914,42.8854,UP,1
2005-06-21,46.35,46.29,44.4747,46.106,42.9118,UP,1
2005-06-22,46.65,46.56,44.525,46.328,42.9372,DOWN,0
2005-06-23,46.15,46.67,44.5699,46.384,43.0084,DOWN,0
2005-06-24,45.14,46.14,44.6017,46.106,43.0836,DOWN,0
2005-06-27,44.77,45.0,44.6264,45.812,43.1718,UP,1
2005-06-28,45.27,45.02,44.6537,45.596,43.256,DOWN,0
2005-06-29,43.88,45.14,44.6718,45.042,43.313,DOWN,0
2005-06-30,43.68,44.04,44.6942,44.548,43.3722,DOWN,0
2005-07-01,43.6,43.69,44.7155,44.24,43.4056,UP,1
2005-07-05,44.37,43.44,44.7379,44.16,43.4724,UP,1
2005-07-06,44.91,44.22,44.7547,44.088,43.5458,UP,1
2005-07-07,45.36,44.55,44.7726,44.384,43.6348,UP,1
2005-07-08,46.3,45.4,44.8006,44.908,43.7508,UP,1
2005-07-11,47.32,46.4,44.8322,45.652,43.8968,UP,1
2005-07-12,47.84,47.25,44.871,46.346,44.0746,UP,1
2005-07-13,48.12,47.58,44.9136,46.988,44.253,UP,1
2005-07-14,48.81,48.51,44.9602,47.678,44.452,DOWN,0
2005-07-15,48.47,48.85,45.0005,48.112,44.6352,DOWN,0
2005-07-18,47.75,47.68,45.0318,48.198,44.8084,UP,1
2005-07-19,48.65,48.09,45.0582,48.36,44.9936,UP,1
2005-07-20,50.98,47.96,45.0962,48.932,45.2282,DOWN,0
2005-07-21,50.44,50.18,45.13,49.258,45.438,DOWN,0
2005-07-22,50.25,50.56,45.1647,49.614,45.6382,DOWN,0
2005-07-25,50.03,50.28,45.1999,50.07,45.834,UP,1
2005-07-26,50.21,49.7,45.245,50.382,46.0084,DOWN,0
2005-07-27,49.3,49.75,45.2842,50.046,46.1554,DOWN,0
2005-07-28,49.18,49.17,45.3235,49.794,46.2916,UP,1
2005-07-29,51.7,49.65,45.3695,50.084,46.4738,DOWN,0
2005-08-01,50.93,51.5,45.4216,50.264,46.6344,UP,1
2005-08-02,51.35,51.13,45.4772,50.492,46.7886,DOWN,0
2005-08-03,51.04,50.86,45.529,50.84,46.9404,DOWN,0
2005-08-04,50.24,50.62,45.5749,51.052,47.0448,UP,1
2005-08-05,50.36,50.16,45.6197,50.784,47.1596,DOWN,0
2005-08-08,49.05,50.02,45.6499,50.408,47.222,DOWN,0
2005-08-09,49.05,49.28,45.6776,49.948,47.2916,DOWN,0
2005-08-10,48.33,49.0,45.6978,49.406,47.35,UP,1
2005-08-11,48.94,48.16,45.7222,49.146,47.4192,DOWN,0
2005-08-12,48.3,48.66,45.7365,48.734,47.4478,UP,1
2005-08-15,48.95,48.16,45.7547,48.714,47.5182,DOWN,0
2005-08-16,47.69,48.76,45.7655,48.442,47.5548,UP,1
2005-08-17,49.19,48.4,45.7846,48.614,47.6326,DOWN,0
2005-08-18,49.11,48.94,45.8018,48.648,47.7004,UP,1
2005-08-19,49.31,49.25,45.8233,48.85,47.7622,UP,1
2005-08-22,49.59,49.44,45.847,48.978,47.8454,DOWN,0
2005-08-23,49.11,49.65,45.8651,49.262,47.9118,DOWN,0
2005-08-24,48.51,48.99,45.8804,49.126,47.9742,UP,1
2005-08-25,48.84,48.79,45.8989,49.072,48.0402,UP,1
2005-08-26,48.9,48.8,45.9262,48.99,48.1008,UP,1
2005-08-29,49.92,48.86,45.9551,49.056,48.1686,UP,1
2005-08-30,49.99,49.77,45.983,49.232,48.2436,UP,1
2005-08-31,50.71,49.5,46.008,49.672,48.3308,DOWN,0
2005-09-01,49.68,50.4,46.0292,49.84,48.3914,DOWN,0
2005-09-02,49.17,49.71,46.04,49.894,48.4518,UP,1
2005-09-06,49.77,49.35,46.0533,49.864,48.5444,DOWN,0
2005-09-07,49.47,49.67,46.0712,49.76,48.6384,UP,1
2005-09-08,50.1,49.33,46.093,49.638,48.735,UP,1
2005-09-09,50.68,50.18,46.1191,49.838,48.871,DOWN,0
2005-09-12,50.17,50.38,46.14,50.038,49.0008,UP,1
2005-09-13,50.36,50.38,46.1638,50.156,49.136,DOWN,0
2005-09-14,50.33,50.45,46.1879,50.328,49.2552,UP,1
2005-09-15,50.35,50.58,46.2143,50.378,49.364,DOWN,0
2005-09-16,50.32,50.59,46.2277,50.306,49.4632,DOWN,0
2005-09-19,49.09,50.33,46.2366,50.09,49.519,DOWN,0
2005-09-20,48.52,49.0,46.2345,49.722,49.543,DOWN,0
2005-09-21,47.7,48.6,46.2281,49.196,49.5402,UP,1
2005-09-22,47.74,47.64,46.2288,48.674,49.5326,DOWN,0
2005-09-23,47.36,47.91,46.231,48.082,49.5036,UP,1
2005-09-26,47.95,48.2,46.2382,47.854,49.4932,DOWN,0
2005-09-27,47.33,48.15,46.244,47.616,49.4848,UP,1
2005-09-28,47.5,47.37,46.2497,47.576,49.4618,UP,1
2005-09-29,48.4,47.5,46.255,47.708,49.4102,UP,1
2005-09-30,48.76,48.3,46.2644,47.988,49.3766,UP,1
2005-10-03,49.25,48.83,46.2805,48.248,49.3566,DOWN,0
2005-10-04,48.51,49.25,46.2924,48.484,49.3262,DOWN,0
2005-10-05,48.36,48.68,46.307,48.656,49.2892,DOWN,0
2005-10-06,46.75,48.34,46.3104,48.326,49.2382,UP,1
2005-10-07,47.34,46.93,46.318,48.042,49.2014,DOWN,0
2005-10-10,46.64,47.03,46.3226,47.52,49.1002,DOWN,0
2005-10-11,45.85,46.78,46.326,46.988,48.9986,UP,1
2005-10-12,46.53,45.7,46.3295,46.622,48.9022,UP,1
2005-10-13,48.36,47.02,46.34,46.944,48.8486,DOWN,0
2005-10-14,47.92,48.33,46.3485,47.06,48.8022,DOWN,0
2005-10-17,47.65,47.81,46.3538,47.262,48.748,UP,1
2005-10-18,47.86,47.19,46.3666,47.664,48.7242,DOWN,0
2005-10-19,47.7,47.37,46.386,47.898,48.6972,UP,1
2005-10-20,47.92,47.9,46.41,47.81,48.689,UP,1
2005-10-21,47.98,48.45,46.4383,47.822,48.6698,UP,1
2005-10-24,48.41,48.11,46.4655,47.974,48.672,UP,1
2005-10-25,48.61,48.2,46.4973,48.124,48.6652,DOWN,0
2005-10-26,48.44,48.56,46.5274,48.272,48.6802,DOWN,0
2005-10-27,47.24,48.38,46.5414,48.136,48.6412,DOWN,0
2005-10-28,45.52,44.77,46.5517,47.644,48.5694,UP,1
2005-10-31,46.3,45.51,46.5587,47.222,48.5092,DOWN,0
2005-11-01,45.8,46.26,46.5615,46.66,48.4334,UP,1
2005-11-02,48.27,45.92,46.5836,46.626,48.4166,UP,1
2005-11-03,50.13,48.75,46.6177,47.204,48.449,DOWN,0
2005-11-04,49.99,49.92,46.6456,48.098,48.472,DOWN,0
2005-11-07,49.68,49.91,46.6741,48.774,48.4876,DOWN,0
2005-11-08,49.43,49.57,46.6974,49.5,48.4778,UP,1
2005-11-09,49.79,49.5,46.7166,49.804,48.4738,UP,1
2005-11-10,50.44,49.93,46.7353,49.866,48.4684,DOWN,0
2005-11-11,50.0,50.38,46.756,49.868,48.4748,UP,1
2005-11-14,51.49,50.02,46.7822,50.23,48.5212,DOWN,0
2005-11-15,50.7,51.19,46.8004,50.484,48.5398,UP,1
2005-11-16,50.73,50.81,46.8199,50.672,48.565,UP,1
2005-11-17,50.9,50.12,46.8425,50.764,48.581,UP,1
2005-11-18,51.56,51.32,46.8565,51.076,48.5986,DOWN,0
2005-11-21,51.56,51.33,46.8719,51.09,48.6264,UP,1
2005-11-22,52.32,51.4,46.8879,51.414,48.6656,DOWN,0
2005-11-23,51.7,52.05,46.9072,51.608,48.693,UP,1
2005-11-25,52.4,51.86,46.9274,51.908,48.734,DOWN,0
2005-11-28,51.11,52.42,46.9334,51.818,48.7498,UP,1
2005-11-29,51.43,51.42,46.9419,51.792,48.7966,DOWN,0
2005-11-30,51.19,50.91,46.9453,51.566,48.85,UP,1
2005-12-01,53.86,51.73,46.9637,51.998,48.9732,UP,1
2005-12-02,54.09,53.6,46.9863,52.336,49.1002,DOWN,0
2005-12-05,52.91,53.68,47.0075,52.696,49.2112,UP,1
2005-12-06,53.69,53.5,47.035,53.148,49.326,DOWN,0
2005-12-07,52.57,53.7,47.0594,53.424,49.4308,DOWN,0
2005-12-08,51.7,52.8,47.0737,52.992,49.5148,UP,1
2005-12-09,52.26,51.75,47.0809,52.626,49.592,UP,1
2005-12-12,52.65,52.5,47.0971,52.574,49.6698,UP,1
