ticker,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity,AVGO US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2016-07-21,160.41,163.01,161.42,154.37,140.7364,DOWN,0
2016-07-22,159.67,159.59,161.122,154.6864,140.9492,UP,1
2016-07-25,159.78,159.64,160.612,155.0612,141.1549,UP,1
2016-07-26,163.44,161.41,161.194,155.529,141.3886,UP,1
2016-07-27,165.66,165.94,161.792,155.9892,141.6324,DOWN,0
2016-07-28,164.23,165.0,162.556,156.4504,141.8651,DOWN,0
2016-07-29,161.98,163.93,163.018,156.8124,142.1079,UP,1
2016-08-01,163.51,162.78,163.764,157.2278,142.3382,DOWN,0
2016-08-02,162.89,163.1,163.654,157.551,142.5433,UP,1
2016-08-03,164.11,161.88,163.344,157.8712,142.7585,UP,1
2016-08-04,166.99,164.27,163.896,158.1826,142.9986,UP,1
2016-08-05,170.12,167.95,165.524,158.5136,143.2498,DOWN,0
2016-08-08,168.35,170.0,166.492,158.8202,143.489,UP,1
2016-08-09,171.17,168.94,168.148,159.1776,143.7182,UP,1
2016-08-10,171.85,171.22,169.696,159.5274,143.9295,UP,1
2016-08-11,172.09,172.07,170.716,159.8738,144.1719,UP,1
2016-08-12,172.47,172.13,171.186,160.225,144.4268,UP,1
2016-08-15,175.54,173.37,172.624,160.4846,144.6691,DOWN,0
2016-08-16,172.4,174.81,172.87,160.6758,144.9306,UP,1
2016-08-17,173.03,172.25,173.106,160.8396,145.1801,UP,1
2016-08-18,173.93,172.82,173.474,161.0442,145.4308,UP,1
2016-08-19,174.93,174.18,173.966,161.26,145.6947,UP,1
2016-08-22,175.93,175.0,174.044,161.5622,145.9538,UP,1
2016-08-23,177.34,176.72,175.032,161.9088,146.2352,DOWN,0
2016-08-24,175.3,177.57,175.486,162.235,146.4634,UP,1
2016-08-25,176.04,175.52,175.908,162.5878,146.7111,UP,1
2016-08-26,177.16,176.83,176.354,162.9584,146.9976,UP,1
2016-08-29,177.4,177.3,176.648,163.3864,147.2848,DOWN,0
2016-08-30,177.0,178.16,176.58,163.7878,147.5706,DOWN,0
2016-08-31,176.42,177.1,176.804,164.2,147.865,UP,1
2016-09-01,177.09,176.88,177.014,164.639,148.1431,DOWN,0
2016-09-02,173.11,177.0,176.204,164.9288,148.3983,DOWN,0
2016-09-06,171.1,173.62,174.944,165.3764,148.6242,DOWN,0
2016-09-07,168.9,171.42,173.324,165.8818,148.8427,DOWN,0
2016-09-08,168.38,168.39,171.716,166.254,149.0526,DOWN,0
2016-09-09,160.78,166.33,168.454,166.3696,149.2344,UP,1
2016-09-12,164.48,159.13,166.728,166.5512,149.4151,UP,1
2016-09-13,165.24,164.48,165.556,166.7716,149.5994,UP,1
2016-09-14,169.61,165.23,165.698,167.1486,149.7972,UP,1
2016-09-15,172.72,169.33,166.566,167.5904,150.0086,DOWN,0
2016-09-16,171.24,172.42,168.658,167.9954,150.2003,DOWN,0
2016-09-19,170.73,171.55,169.908,168.3072,150.3929,DOWN,0
2016-09-20,168.23,172.21,170.506,168.5246,150.5102,UP,1
2016-09-21,169.83,168.39,170.55,168.7494,150.6215,DOWN,0
2016-09-22,168.84,170.97,169.774,168.978,150.7216,DOWN,0
2016-09-23,166.65,168.7,168.856,169.0952,150.8159,UP,1
2016-09-26,166.69,165.1,168.048,169.2058,150.9211,UP,1
2016-09-27,170.86,166.89,168.574,169.3764,151.0388,DOWN,0
2016-09-28,170.7,171.78,168.748,169.5798,151.1702,UP,1
2016-09-29,172.46,170.0,169.472,169.7756,151.3199,UP,1
2016-09-30,172.52,173.0,170.646,170.0178,151.4662,DOWN,0
2016-10-03,170.07,173.01,171.322,170.2258,151.5971,DOWN,0
2016-10-04,169.05,170.61,170.96,170.4112,151.74,UP,1
2016-10-05,173.48,171.5,171.516,170.612,151.9064,UP,1
2016-10-06,174.19,173.3,171.862,170.7826,152.0483,UP,1
2016-10-07,174.21,174.88,172.2,170.9822,152.1939,UP,1
2016-10-10,174.77,174.73,173.14,171.238,152.3352,DOWN,0
2016-10-11,171.17,175.29,173.564,171.3912,152.4594,DOWN,0
2016-10-12,170.47,170.75,172.962,171.5428,152.58,DOWN,0
2016-10-13,168.94,168.77,171.912,171.6394,152.685,UP,1
2016-10-14,170.09,169.98,171.088,171.7014,152.7986,DOWN,0
2016-10-17,168.88,169.7,169.91,171.6766,152.9173,UP,1
2016-10-18,172.17,170.65,170.11,171.753,153.0667,DOWN,0
2016-10-19,171.87,171.17,170.39,171.767,153.2385,UP,1
2016-10-20,173.41,171.66,171.284,171.7982,153.4391,DOWN,0
2016-10-21,172.92,172.29,171.85,171.8148,153.6584,UP,1
2016-10-24,176.55,174.16,173.384,171.8964,153.9002,DOWN,0
2016-10-25,173.65,176.03,173.68,171.8586,154.1282,DOWN,0
2016-10-26,173.0,172.15,173.906,171.8706,154.3436,DOWN,0
2016-10-27,172.24,174.31,173.672,171.8548,154.5883,DOWN,0
2016-10-28,169.35,172.49,172.958,171.7632,154.8091,UP,1
2016-10-31,170.28,170.0,171.704,171.6702,155.0606,DOWN,0
2016-11-01,168.8,170.72,170.734,171.5276,155.3043,UP,1
2016-11-02,172.56,172.91,170.646,171.432,155.5479,UP,1
2016-11-03,172.99,172.45,170.796,171.3858,155.7902,DOWN,0
2016-11-04,172.17,170.4,171.36,171.3084,156.0285,UP,1
2016-11-07,176.96,174.39,172.696,171.3044,156.2909,UP,1
2016-11-08,177.0,177.07,174.336,171.2964,156.5539,DOWN,0
2016-11-09,173.42,171.47,174.508,171.2248,156.8093,DOWN,0
2016-11-10,167.94,173.72,173.498,171.0552,157.0171,DOWN,0
2016-11-11,167.54,167.35,172.572,170.8642,157.1863,DOWN,0
2016-11-14,163.78,166.47,169.936,170.6776,157.3168,UP,1
2016-11-15,166.45,164.83,167.826,170.5846,157.4828,UP,1
2016-11-16,167.83,166.3,166.708,170.5632,157.6652,DOWN,0
2016-11-17,167.04,167.35,166.528,170.5364,157.8198,UP,1
2016-11-18,168.16,166.75,166.652,170.684,158.0188,UP,1
2016-11-21,172.58,169.13,168.412,170.846,158.2724,UP,1
2016-11-22,177.02,173.72,170.526,171.0816,158.5589,UP,1
2016-11-23,177.08,176.36,172.376,171.231,158.8483,DOWN,0
2016-11-25,176.75,176.78,174.318,171.3116,159.1505,DOWN,0
2016-11-28,174.65,176.06,175.616,171.3798,159.4155,UP,1
2016-11-29,175.45,173.86,176.19,171.4742,159.6615,DOWN,0
2016-11-30,170.49,175.12,174.884,171.5194,159.8606,DOWN,0
2016-12-01,162.79,170.01,172.026,171.3786,160.0392,UP,1
2016-12-02,164.22,163.57,169.52,171.2862,160.2169,UP,1
2016-12-05,166.13,166.01,167.816,171.2758,160.3944,DOWN,0
2016-12-06,164.76,166.81,165.678,171.2372,160.5774,UP,1
2016-12-07,168.55,164.76,165.29,171.191,160.7684,UP,1
2016-12-08,170.71,169.55,166.874,171.1912,160.9596,UP,1
2016-12-09,179.09,180.95,169.848,171.3238,161.1895,DOWN,0
2016-12-12,178.16,178.05,172.254,171.4366,161.4105,UP,1
2016-12-13,179.44,178.74,175.19,171.624,161.6155,DOWN,0
2016-12-14,177.62,178.75,177.004,171.7954,161.8188,UP,1
2016-12-15,180.01,178.31,178.864,171.926,162.0322,DOWN,0
2016-12-16,178.42,180.75,178.73,172.0106,162.194,UP,1
2016-12-19,180.46,179.07,179.19,172.1356,162.3787,UP,1
2016-12-20,182.07,181.0,179.716,172.2816,162.5909,UP,1
2016-12-21,182.29,183.73,180.65,172.504,162.7926,DOWN,0
2016-12-22,180.6,182.85,180.768,172.7066,162.9735,UP,1
2016-12-23,181.94,180.05,181.472,172.9666,163.1391,UP,1
2016-12-27,182.31,182.11,181.842,173.211,163.3099,DOWN,0
2016-12-28,180.19,182.64,181.466,173.4372,163.4685,DOWN,0
2016-12-29,179.87,179.7,180.982,173.5912,163.6247,DOWN,0
2016-12-30,176.77,180.37,180.216,173.6892,163.7508,UP,1
2017-01-03,178.34,178.29,179.496,173.7878,163.8801,DOWN,0
2017-01-04,177.07,178.26,178.448,173.8708,164.001,DOWN,0
2017-01-05,174.28,176.33,177.266,173.8254,164.0986,UP,1
2017-01-06,176.59,174.21,176.61,173.8842,164.2166,UP,1
2017-01-09,176.97,176.65,176.65,173.9636,164.3364,UP,1
2017-01-10,180.57,177.49,177.096,174.1302,164.4738,DOWN,0
2017-01-11,179.42,180.05,177.566,174.3316,164.6002,DOWN,0
2017-01-12,178.86,178.09,178.482,174.5032,164.7099,UP,1
2017-01-13,180.45,178.9,179.254,174.7362,164.8396,DOWN,0
2017-01-17,179.11,179.48,179.682,174.8672,164.9462,UP,1
2017-01-18,185.02,180.36,180.572,175.1078,165.0912,UP,1
2017-01-19,185.56,185.1,181.8,175.3756,165.2439,UP,1
2017-01-20,191.08,188.6,184.244,175.658,165.4116,DOWN,0
2017-01-23,191.0,191.01,186.354,175.938,165.5917,UP,1
2017-01-24,197.75,192.72,190.082,176.4246,165.7997,UP,1
2017-01-25,202.48,199.92,193.574,177.1154,166.0341,UP,1
2017-01-26,204.17,204.44,197.296,177.848,166.2778,UP,1
2017-01-27,205.71,205.38,200.222,178.6866,166.5089,DOWN,0
2017-01-30,203.22,204.45,202.666,179.422,166.7309,DOWN,0
2017-01-31,199.5,202.47,203.016,180.0554,166.951,UP,1
2017-02-01,203.69,202.25,203.258,180.7884,167.1899,UP,1
2017-02-02,204.05,201.97,203.234,181.5062,167.4548,UP,1
2017-02-03,206.16,204.95,203.324,182.1778,167.7195,UP,1
2017-02-06,206.56,206.15,203.992,182.7686,167.9955,DOWN,0
2017-02-07,205.91,207.21,205.274,183.3452,168.2734,UP,1
2017-02-08,206.89,205.97,205.914,183.948,168.5624,DOWN,0
2017-02-09,205.34,207.33,206.172,184.5618,168.8353,UP,1
2017-02-10,205.52,206.0,206.044,185.1632,169.1052,UP,1
2017-02-13,206.71,206.78,206.074,185.8876,169.3988,DOWN,0
2017-02-14,205.33,206.99,205.958,186.7384,169.6967,UP,1
2017-02-15,205.99,205.82,205.778,187.5738,169.9963,UP,1
2017-02-16,208.18,206.46,206.346,188.4148,170.3212,UP,1
2017-02-17,210.41,209.0,207.324,189.3278,170.6629,UP,1
2017-02-21,212.75,211.0,208.532,190.2118,171.0137,UP,1
2017-02-22,214.16,213.0,210.298,191.0808,171.3751,DOWN,0
2017-02-23,210.58,215.08,211.216,191.7106,171.716,DOWN,0
2017-02-24,210.37,208.38,211.654,192.3548,172.0448,UP,1
2017-02-27,213.28,210.67,212.228,193.0316,172.3919,DOWN,0
2017-02-28,210.93,214.14,211.864,193.6978,172.7414,UP,1
2017-03-01,215.14,213.07,212.06,194.4004,173.1168,UP,1
2017-03-02,217.29,224.11,213.402,195.1778,173.49,UP,1
2017-03-03,218.32,218.0,214.992,195.935,173.8758,DOWN,0
2017-03-06,217.94,216.37,215.924,196.6524,174.2461,UP,1
2017-03-07,219.25,217.34,217.588,197.3916,174.6286,UP,1
2017-03-08,219.63,219.22,218.486,198.1722,174.9931,UP,1
2017-03-09,222.01,218.78,219.43,198.9736,175.3627,UP,1
2017-03-10,226.35,222.73,221.036,199.8544,175.7373,UP,1
2017-03-13,226.45,225.86,222.738,200.7796,176.1017,DOWN,0
2017-03-14,224.35,224.76,223.758,201.6692,176.4584,UP,1
2017-03-15,225.93,224.33,225.018,202.6524,176.8215,DOWN,0
2017-03-16,222.36,225.48,225.088,203.5328,177.1615,DOWN,0
2017-03-17,221.18,223.52,224.054,204.415,177.4936,UP,1
2017-03-20,221.24,221.18,223.012,205.3542,177.8252,DOWN,0
2017-03-21,216.02,222.24,221.346,206.1428,178.0925,UP,1
2017-03-22,217.42,216.02,219.644,206.9518,178.3654,DOWN,0
2017-03-23,216.86,217.26,218.544,207.6776,178.6255,UP,1
2017-03-24,218.97,218.01,218.102,208.4686,178.9019,UP,1
2017-03-27,219.05,216.83,217.664,209.2724,179.1764,UP,1
2017-03-28,220.95,218.51,218.65,210.0824,179.4771,UP,1
2017-03-29,221.31,220.8,219.428,210.9264,179.7836,DOWN,0
2017-03-30,220.04,221.9,220.064,211.6268,180.0888,DOWN,0
2017-03-31,218.96,219.99,220.062,212.2948,180.3916,DOWN,0
2017-04-03,218.8,219.0,220.012,212.8492,180.6925,UP,1
2017-04-04,218.96,218.17,219.614,213.4084,181.0073,DOWN,0
2017-04-05,217.13,219.54,218.778,213.796,181.3083,UP,1
2017-04-06,217.5,216.7,218.27,214.0964,181.6167,UP,1
2017-04-07,218.25,217.5,218.128,214.378,181.9323,DOWN,0
2017-04-10,218.02,217.07,217.972,214.6242,182.2293,DOWN,0
2017-04-11,217.55,216.56,217.69,214.9108,182.5734,DOWN,0
2017-04-12,209.2,215.67,216.104,215.1048,182.9013,UP,1
2017-04-13,211.32,209.21,214.868,215.2574,183.209,UP,1
2017-04-17,213.87,212.38,213.992,215.4538,183.5034,DOWN,0
2017-04-18,213.1,213.06,213.008,215.5926,183.7919,UP,1
2017-04-19,213.63,213.78,212.224,215.734,184.0889,UP,1
2017-04-20,218.21,215.0,214.026,215.98,184.4262,DOWN,0
2017-04-21,217.66,217.42,215.294,216.1954,184.7613,UP,1
2017-04-24,221.24,220.69,216.768,216.5134,185.1126,UP,1
2017-04-25,223.2,222.02,218.788,216.867,185.4529,DOWN,0
2017-04-26,221.68,223.49,220.398,217.1664,185.7745,UP,1
2017-04-27,223.09,222.89,221.374,217.5216,186.097,DOWN,0
2017-04-28,220.81,222.83,222.004,217.818,186.414,UP,1
2017-05-01,221.32,222.09,222.02,218.0808,186.7166,UP,1
2017-05-02,225.45,223.46,222.47,218.3816,187.0381,DOWN,0
2017-05-03,224.9,224.51,223.114,218.6246,187.3509,DOWN,0
2017-05-04,223.4,225.26,223.176,218.8094,187.6653,UP,1
2017-05-05,226.45,224.96,224.304,219.1268,187.9842,DOWN,0
2017-05-08,225.08,226.52,225.056,219.421,188.3075,UP,1
2017-05-09,228.46,225.62,225.658,219.7246,188.6515,UP,1
2017-05-10,231.33,229.49,226.944,220.1326,189.0092,DOWN,0
2017-05-11,231.09,230.68,228.482,220.4516,189.3475,UP,1
2017-05-12,235.96,231.48,230.384,220.825,189.699,UP,1
2017-05-15,239.03,235.61,233.174,221.2392,190.073,UP,1
2017-05-16,240.68,239.94,235.618,221.694,190.4665,DOWN,0
2017-05-17,231.18,238.0,235.588,221.9326,190.8048,UP,1
2017-05-18,237.66,231.58,236.902,222.2932,191.1787,DOWN,0
2017-05-19,234.1,236.71,236.53,222.535,191.5286,UP,1
2017-05-22,238.38,235.53,236.4,222.7756,191.8856,DOWN,0
2017-05-23,236.54,238.35,235.572,222.9774,192.2177,UP,1
2017-05-24,239.6,238.46,237.256,223.2824,192.5739,UP,1
2017-05-25,240.86,241.11,237.896,223.581,192.9224,UP,1
2017-05-26,241.21,240.9,239.318,223.958,193.2692,DOWN,0
2017-05-30,239.82,240.5,239.606,224.3308,193.6078,DOWN,0
2017-05-31,239.48,242.52,240.194,224.6956,193.9429,DOWN,0
2017-06-01,234.59,241.6,239.192,225.067,194.2381,UP,1
2017-06-02,254.53,248.54,241.926,225.8092,194.6488,DOWN,0
2017-06-05,252.21,254.0,244.126,226.5162,195.0447,UP,1
2017-06-06,253.86,250.77,246.934,227.214,195.4443,UP,1
2017-06-07,254.28,253.68,249.894,227.9186,195.8411,UP,1
2017-06-08,254.95,255.0,253.966,228.5986,196.2362,DOWN,0
2017-06-09,243.34,255.51,251.728,229.0392,196.5662,DOWN,0
2017-06-12,242.67,240.3975,249.82,229.4918,196.903,UP,1
2017-06-13,242.94,244.96,247.636,229.9714,197.2375,DOWN,0
2017-06-14,240.54,243.57,244.888,230.4062,197.5544,DOWN,0
2017-06-15,237.99,235.34,241.496,230.7868,197.8574,DOWN,0
2017-06-16,236.25,238.93,240.078,231.1692,198.1536,UP,1
2017-06-19,241.15,244.81,239.774,231.6422,198.4773,DOWN,0
2017-06-20,239.99,242.0,239.184,232.077,198.7918,UP,1
2017-06-21,245.12,243.58,240.1,232.619,199.1518,DOWN,0
2017-06-22,244.04,245.51,241.31,233.1488,199.5165,UP,1
2017-06-23,245.26,243.54,243.112,233.87,199.8983,DOWN,0
2017-06-26,242.75,245.99,243.432,234.4986,200.2702,DOWN,0
2017-06-27,235.33,241.36,242.5,234.9278,200.6429,UP,1
2017-06-28,241.05,236.59,241.686,235.4868,201.0258,DOWN,0
2017-06-29,234.04,238.7,239.686,235.895,201.3698,DOWN,0
2017-06-30,233.05,236.27,237.244,236.1918,201.687,DOWN,0
2017-07-03,229.76,234.51,234.646,236.4338,201.9722,UP,1
2017-07-05,231.61,231.0,233.902,236.6412,202.274,UP,1
2017-07-06,235.04,227.56,232.7,236.878,202.5956,UP,1
2017-07-07,239.62,235.3,233.816,237.2368,202.9525,UP,1
2017-07-10,241.77,240.51,235.56,237.6104,203.3122,DOWN,0
2017-07-11,240.89,242.0,237.786,238.012,203.6725,UP,1
2017-07-12,246.42,243.0,240.748,238.514,204.0713,UP,1
2017-07-13,247.31,247.12,243.202,238.9512,204.4744,UP,1
2017-07-14,250.29,248.63,245.336,239.459,204.8716,DOWN,0
2017-07-17,249.02,250.79,246.786,239.9714,205.2632,UP,1
2017-07-18,250.88,247.26,248.784,240.46,205.6553,UP,1
2017-07-19,254.4,252.0,250.38,241.0464,206.0647,DOWN,0
2017-07-20,253.43,254.5,251.604,241.5458,206.4815,DOWN,0
2017-07-21,253.11,251.53,252.168,241.9814,206.9018,DOWN,0
2017-07-24,253.03,253.29,252.97,242.4202,207.2995,UP,1
2017-07-25,254.3,252.8,253.654,242.787,207.7001,UP,1
2017-07-26,257.01,254.69,254.176,243.1466,208.1141,DOWN,0
2017-07-27,250.95,258.21,253.68,243.352,208.495,DOWN,0
2017-07-28,250.37,248.92,253.132,243.7358,208.891,DOWN,0
2017-07-31,246.66,250.98,251.858,243.9158,209.2719,UP,1
2017-08-01,248.39,248.23,250.676,244.2016,209.6692,UP,1
2017-08-02,253.36,254.6,249.946,244.5012,210.0855,DOWN,0
2017-08-03,250.29,252.81,249.814,244.7762,210.4926,DOWN,0
2017-08-04,249.17,250.735,249.574,244.9676,210.8776,UP,1
2017-08-07,252.44,249.39,250.73,245.1992,211.2804,DOWN,0
2017-08-08,251.36,251.98,251.324,245.4022,211.6702,DOWN,0
2017-08-09,249.17,249.53,250.486,245.5892,212.0514,DOWN,0
2017-08-10,240.71,246.66,248.57,245.6138,212.3722,UP,1
2017-08-11,244.17,240.05,247.57,245.8054,212.7248,UP,1
2017-08-14,250.91,246.86,247.264,245.733,213.1144,UP,1
2017-08-15,253.69,252.2,247.73,245.7626,213.5216,DOWN,0
2017-08-16,253.42,254.32,248.58,245.7538,213.942,DOWN,0
2017-08-17,246.95,253.0,249.828,245.6072,214.3253,UP,1
2017-08-18,249.37,247.33,250.868,245.4956,214.7282,UP,1
2017-08-21,249.62,251.89,250.61,245.6212,215.1135,UP,1
2017-08-22,255.19,251.83,250.91,245.8716,215.5245,UP,1
2017-08-23,256.92,253.92,251.61,246.1512,215.9482,DOWN,0
2017-08-24,255.05,258.67,253.23,246.4414,216.3387,DOWN,0
2017-08-25,245.59,252.25,252.474,246.5934,216.6816,DOWN,0
2017-08-28,243.25,247.04,251.2,246.7334,217.0308,DOWN,0
2017-08-29,241.73,241.29,248.508,246.745,217.3997,UP,1
2017-08-30,246.02,241.56,246.328,246.8656,217.7921,UP,1
2017-08-31,252.07,246.62,245.732,247.0046,218.2336,UP,1
2017-09-01,252.73,252.33,247.16,247.1784,218.665,DOWN,0
2017-09-05,249.05,250.12,248.32,247.2542,219.0711,UP,1
2017-09-06,249.38,250.61,249.85,247.3868,219.4828,DOWN,0
2017-09-07,246.55,249.79,249.956,247.6112,219.8747,DOWN,0
2017-09-08,244.11,245.92,248.364,247.6724,220.2324,UP,1
2017-09-11,247.74,247.08,247.366,247.9464,220.586,DOWN,0
2017-09-12,247.14,249.66,246.984,248.2282,220.9363,DOWN,0
2017-09-13,246.24,245.82,246.356,248.5578,221.2837,UP,1
2017-09-14,246.95,244.62,246.436,248.8646,221.6452,UP,1
2017-09-15,250.55,247.63,247.724,249.1748,222.0207,DOWN,0
2017-09-18,249.82,251.05,248.14,249.3788,222.4174,DOWN,0
2017-09-19,249.76,251.17,248.664,249.5386,222.8522,DOWN,0
2017-09-20,242.91,249.74,247.998,249.579,223.2457,DOWN,0
2017-09-21,240.38,242.46,246.684,249.4582,223.6169,DOWN,0
2017-09-22,239.24,238.34,244.422,249.2968,223.9893,DOWN,0
2017-09-25,235.51,237.19,241.56,249.0012,224.3241,UP,1
2017-09-26,237.27,237.88,239.062,248.7662,224.6569,UP,1
2017-09-27,240.58,239.5,238.596,248.5602,224.9644,UP,1
2017-09-28,242.94,239.51,239.108,248.331,225.2883,DOWN,0
2017-09-29,242.54,242.94,239.768,248.1132,225.6038,DOWN,0
2017-10-02,240.47,245.31,240.76,247.8604,225.918,DOWN,0
2017-10-03,239.5,240.08,241.206,247.5898,226.2155,UP,1
2017-10-04,242.0,238.78,241.49,247.3438,226.5334,UP,1
2017-10-05,243.67,243.27,241.636,247.077,226.8494,UP,1
2017-10-06,245.74,240.3,242.276,246.9728,227.1678,UP,1
2017-10-09,246.42,246.0,243.466,246.8938,227.4884,DOWN,0
2017-10-10,245.99,247.53,244.764,246.8804,227.8154,UP,1
2017-10-11,250.4,245.21,246.444,246.9206,228.1577,DOWN,0
2017-10-12,248.74,250.42,247.458,246.8282,228.4898,DOWN,0
2017-10-13,247.96,250.15,247.902,246.7816,228.8287,DOWN,0
2017-10-16,246.67,248.58,247.952,246.7316,229.1627,DOWN,0
2017-10-17,242.62,245.84,247.278,246.5352,229.4919,UP,1
2017-10-18,244.0,243.33,245.998,246.388,229.8202,UP,1
2017-10-19,244.29,240.82,245.108,246.2904,230.1563,DOWN,0
2017-10-20,244.24,246.96,244.364,246.361,230.5061,UP,1
2017-10-23,244.27,245.18,243.884,246.363,230.8445,UP,1
2017-10-24,247.68,245.07,244.896,246.2984,231.1981,DOWN,0
2017-10-25,245.82,245.88,245.26,246.141,231.5243,DOWN,0
2017-10-26,243.76,247.27,245.154,245.9478,231.846,UP,1
2017-10-27,252.9,244.57,246.886,246.0668,232.2162,UP,1
2017-10-30,261.23,253.3,250.278,246.304,232.6201,UP,1
2017-10-31,263.91,262.5,253.524,246.5898,233.0441,DOWN,0
2017-11-01,259.29,264.24,256.218,246.6718,233.4155,UP,1
2017-11-02,259.5,262.17,259.366,246.7234,233.7852,UP,1
2017-11-03,273.63,264.03,263.512,247.095,234.1979,UP,1
2017-11-06,277.52,278.3,266.77,247.7336,234.6305,DOWN,0
2017-11-07,271.32,272.535,268.252,248.295,234.9984,UP,1
2017-11-08,272.4,269.33,270.874,248.9084,235.348,DOWN,0
2017-11-09,265.64,268.64,272.102,249.3008,235.6553,DOWN,0
2017-11-10,264.96,265.79,270.368,249.5586,235.9516,UP,1
2017-11-13,265.01,262.5,267.866,249.8042,236.2605,DOWN,0
2017-11-14,263.26,263.3,266.254,250.0884,236.5793,UP,1
2017-11-15,265.6,262.3,264.894,250.4128,236.8889,UP,1
2017-11-16,272.11,266.8,266.188,250.924,237.2292,DOWN,0
2017-11-17,271.86,271.77,267.568,251.479,237.5577,UP,1
2017-11-20,274.88,272.62,269.542,252.0218,237.8993,UP,1
2017-11-21,276.59,276.1,272.208,252.6108,238.2527,DOWN,0
2017-11-22,275.37,277.02,274.162,253.1934,238.5951,UP,1
2017-11-24,282.38,276.67,276.216,253.902,238.9803,UP,1
2017-11-27,284.62,280.26,278.768,254.5834,239.3758,DOWN,0
2017-11-28,277.4,284.86,279.272,255.135,239.7292,DOWN,0
2017-11-29,271.5,278.0,278.254,255.5698,240.0601,UP,1
2017-11-30,277.94,271.78,278.768,256.2704,240.4198,DOWN,0
2017-12-01,271.56,275.21,276.604,256.894,240.7367,DOWN,0
2017-12-04,263.61,273.91,272.402,257.3814,241.0027,DOWN,0
2017-12-05,261.65,262.66,269.252,257.9042,241.2472,UP,1
2017-12-06,263.89,258.83,267.73,258.4366,241.4959,DOWN,0
2017-12-07,263.89,274.89,264.92,258.9028,241.7624,DOWN,0
2017-12-08,259.91,265.77,262.59,259.2422,242.0101,UP,1
2017-12-11,259.95,259.34,261.858,259.5904,242.2435,DOWN,0
2017-12-12,258.7,259.36,261.268,259.955,242.4823,UP,1
2017-12-13,262.03,260.41,260.896,260.4056,242.7168,DOWN,0
2017-12-14,259.34,262.34,259.986,260.7524,242.927,UP,1
2017-12-15,265.73,261.65,261.15,261.1936,243.1641,DOWN,0
2017-12-18,264.39,264.08,262.038,261.5666,243.3963,DOWN,0
2017-12-19,263.7,263.3,263.038,261.9122,243.6186,UP,1
2017-12-20,265.64,266.14,263.76,262.3052,243.8486,DOWN,0
2017-12-21,261.53,265.95,264.198,262.5278,244.0462,UP,1
2017-12-22,262.35,261.82,263.522,262.8,244.2262,DOWN,0
2017-12-26,258.1,257.23,262.264,263.0028,244.3845,UP,1
2017-12-27,259.12,258.84,261.348,263.2518,244.5583,UP,1
2017-12-28,260.42,260.16,260.304,263.6078,244.7308,DOWN,0
2017-12-29,256.9,259.77,259.378,263.8658,244.9035,UP,1
2018-01-02,267.01,259.77,260.31,264.3202,245.1326,UP,1
2018-01-03,269.93,267.285,262.676,264.834,245.3761,UP,1
2018-01-04,270.02,271.59,264.856,265.349,245.6461,UP,1
2018-01-05,271.62,271.97,267.096,265.8278,245.9171,UP,1
2018-01-08,272.27,270.92,270.17,266.3568,246.1941,DOWN,0
2018-01-09,268.5,273.06,270.468,266.8516,246.4418,DOWN,0
2018-01-10,262.83,265.98,269.048,267.0502,246.6607,UP,1
2018-01-11,263.5,263.57,267.744,267.0956,246.8734,UP,1
2018-01-12,264.29,263.39,266.278,267.1032,247.0883,DOWN,0
2018-01-16,263.25,265.18,264.474,267.1824,247.3044,UP,1
2018-01-17,265.81,265.48,263.936,267.3086,247.5386,UP,1
2018-01-18,269.8,265.46,265.33,267.232,247.7936,DOWN,0
2018-01-19,266.39,269.15,265.908,267.0094,248.0308,DOWN,0
2018-01-22,262.11,265.65,265.472,266.8252,248.2557,UP,1
2018-01-23,262.9,261.74,265.402,266.6352,248.4827,DOWN,0
2018-01-24,256.86,260.97,263.612,266.4596,248.6757,DOWN,0
2018-01-25,247.29,257.74,259.11,266.1062,248.8221,UP,1
2018-01-26,250.79,249.42,255.99,265.8218,248.9883,DOWN,0
2018-01-29,245.47,248.28,252.662,265.466,249.1696,DOWN,0
2018-01-30,240.98,241.25,248.278,264.9736,249.3179,UP,1
2018-01-31,248.03,250.0,246.512,264.492,249.4887,DOWN,0
2018-02-01,238.79,241.72,244.812,263.8306,249.6172,DOWN,0
2018-02-02,235.48,236.77,241.75,263.0426,249.7264,DOWN,0
2018-02-05,228.1,234.68,238.276,262.0728,249.7759,UP,1
2018-02-06,240.38,225.62,238.156,261.373,249.8895,DOWN,0
2018-02-07,237.38,238.76,236.026,260.473,249.9702,DOWN,0
2018-02-08,229.57,237.39,234.182,259.372,250.002,UP,1
2018-02-09,235.5,232.79,234.186,258.534,250.0711,UP,1
2018-02-12,244.4,237.86,237.446,257.992,250.1777,UP,1
2018-02-13,245.86,241.01,238.542,257.3504,250.3029,UP,1
2018-02-14,247.66,245.0,240.598,256.8724,250.4346,UP,1
2018-02-15,251.83,249.28,245.05,256.6368,250.5665,DOWN,0
2018-02-16,248.89,251.27,247.728,256.3816,250.6865,UP,1
2018-02-20,249.62,248.75,248.772,256.0962,250.8176,DOWN,0
2018-02-21,248.62,252.49,249.324,255.7908,250.9284,UP,1
