ticker,ZBH US Equity,ZBH US Equity,ZBH US Equity,ZBH US Equity,ZBH US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2005-02-24,82.3246,81.665,82.5846,79.4634,77.3374,UP,1
2005-02-25,83.3724,82.3246,82.5497,79.4954,77.3618,DOWN,0
2005-02-28,83.3336,83.188,82.5769,79.5807,77.3917,DOWN,0
2005-03-01,83.1395,83.9156,82.767,79.6972,77.413,DOWN,0
2005-03-02,83.0619,83.0425,83.0464,79.8167,77.4307,UP,1
2005-03-03,83.4791,83.0619,83.2773,79.9232,77.4502,DOWN,0
2005-03-04,82.897,83.547,83.1822,80.0041,77.4623,DOWN,0
2005-03-07,81.9754,82.9067,82.9106,80.0547,77.4739,DOWN,0
2005-03-08,79.6471,81.6359,82.2121,80.0926,77.4737,UP,1
2005-03-09,80.171,79.618,81.6339,80.1537,77.4693,DOWN,0
2005-03-10,78.4344,79.7344,80.625,80.1558,77.4654,DOWN,0
2005-03-11,76.6009,78.4344,79.3658,80.1178,77.4422,DOWN,0
2005-03-14,76.4748,77.0763,78.2656,80.0778,77.4118,UP,1
2005-03-15,76.8822,76.7367,77.7127,80.061,77.3829,DOWN,0
2005-03-16,76.7949,76.6397,77.0375,80.0567,77.3529,UP,1
2005-03-17,77.833,76.7949,76.9172,80.0738,77.3269,UP,1
2005-03-18,79.0359,77.9009,77.4042,80.1269,77.2995,DOWN,0
2005-03-21,77.8427,78.8807,77.6777,80.1386,77.2697,DOWN,0
2005-03-22,77.3188,77.7748,77.7651,80.1424,77.2343,DOWN,0
2005-03-23,76.3584,77.2703,77.6777,80.1124,77.1904,UP,1
2005-03-24,77.0278,76.5912,77.5167,80.1023,77.1497,UP,1
2005-03-28,78.9001,77.5613,77.4895,80.1341,77.1239,UP,1
2005-03-29,79.3658,78.9001,77.7942,80.2243,77.098,UP,1
2005-03-30,80.1419,79.3658,78.3588,80.2988,77.0762,DOWN,0
2005-03-31,75.4853,72.7495,78.1842,80.2416,77.0285,DOWN,0
2005-04-01,72.4391,75.4756,77.2664,80.1329,76.9694,DOWN,0
2005-04-04,72.3615,72.2742,75.9587,80.0068,76.914,UP,1
2005-04-05,74.3696,72.2257,74.9595,79.9323,76.8674,UP,1
2005-04-06,74.5443,74.3696,73.8399,79.8714,76.823,UP,1
2005-04-07,75.1748,74.748,73.7779,79.8198,76.7852,DOWN,0
2005-04-08,74.3308,75.3883,74.1562,79.7348,76.7344,UP,1
2005-04-11,74.6607,74.5054,74.616,79.6766,76.682,DOWN,0
2005-04-12,74.5831,74.6025,74.6587,79.6182,76.6281,DOWN,0
2005-04-13,74.0495,74.5734,74.5598,79.5693,76.5812,DOWN,0
2005-04-14,73.9622,74.0592,74.3172,79.3528,76.5284,UP,1
2005-04-15,75.1845,73.7779,74.488,79.1756,76.4765,DOWN,0
2005-04-18,74.4763,75.1845,74.4511,78.9859,76.4242,UP,1
2005-04-19,74.6801,74.5054,74.4705,78.7878,76.3773,UP,1
2005-04-20,75.3495,75.6696,74.7305,78.6364,76.3286,UP,1
2005-04-21,76.6397,75.9606,75.266,78.5181,76.2794,DOWN,0
2005-04-22,76.4942,76.6397,75.528,78.4145,76.2306,UP,1
2005-04-25,77.7748,76.3972,76.1876,78.3159,76.2062,DOWN,0
2005-04-26,77.4449,80.0351,76.7406,78.2138,76.1919,UP,1
2005-04-27,79.2882,77.4546,77.5283,78.1774,76.1901,DOWN,0
2005-04-28,78.871,79.2882,77.9746,78.1411,76.1821,UP,1
2005-04-29,78.9874,79.1135,78.4732,78.0833,76.1764,DOWN,0
2005-05-02,78.5121,78.9486,78.6207,77.9826,76.1943,DOWN,0
2005-05-03,78.0076,78.58,78.7332,77.8788,76.214,UP,1
2005-05-04,78.968,77.9397,78.6692,77.8143,76.2305,DOWN,0
2005-05-05,78.58,78.9195,78.611,77.7526,76.2556,DOWN,0
2005-05-06,77.6486,78.677,78.3433,77.6591,76.2778,DOWN,0
2005-05-09,77.0763,77.7457,78.0561,77.5332,76.2945,DOWN,0
2005-05-10,75.7278,76.8337,77.6001,77.3811,76.3149,UP,1
2005-05-11,76.5136,75.9121,77.1093,77.2486,76.3261,DOWN,0
2005-05-12,75.6405,75.4271,76.5214,77.1001,76.3466,DOWN,0
2005-05-13,74.4472,74.6413,75.8811,76.9195,76.3632,UP,1
2005-05-16,75.689,74.6995,75.6036,76.7753,76.3715,UP,1
2005-05-17,75.6987,75.4465,75.5978,76.6498,76.3803,DOWN,0
2005-05-18,75.2427,75.6696,75.3436,76.5617,76.3858,UP,1
2005-05-19,75.9412,75.2427,75.4038,76.4771,76.3989,DOWN,0
2005-05-20,75.5047,76.3972,75.6153,76.4185,76.4289,UP,1
2005-05-23,76.1838,75.5435,75.7142,76.4102,76.4713,UP,1
2005-05-24,76.4166,76.2323,75.8578,76.409,76.5144,DOWN,0
2005-05-25,75.4756,76.1741,75.9044,76.3809,76.543,UP,1
2005-05-26,75.4853,75.8636,75.8132,76.3547,76.5667,DOWN,0
2005-05-27,75.3786,75.7472,75.7879,76.3056,76.5944,DOWN,0
2005-05-31,74.292,75.136,75.4096,76.2107,76.6195,DOWN,0
2005-06-01,73.9719,74.0495,74.9207,76.1333,76.6413,UP,1
2005-06-02,74.1853,73.8749,74.6626,76.0706,76.662,UP,1
2005-06-03,76.3972,74.0689,74.845,76.0714,76.6874,DOWN,0
2005-06-06,76.0091,76.3972,74.9711,76.051,76.7113,UP,1
2005-06-07,77.0472,76.2032,75.5221,76.014,76.7413,DOWN,0
2005-06-08,76.63,77.1442,76.0538,75.9593,76.7718,UP,1
2005-06-09,76.7464,76.6397,76.566,75.8914,76.8079,UP,1
2005-06-10,76.8531,76.3972,76.6572,75.9187,76.839,UP,1
2005-06-13,77.6098,76.8531,76.9773,76.0221,76.8789,UP,1
2005-06-14,78.7352,77.6583,77.3149,76.1496,76.9229,DOWN,0
2005-06-15,76.5427,78.3568,77.2975,76.1931,76.9614,UP,1
2005-06-16,77.8524,76.9308,77.5186,76.2592,77.0048,UP,1
2005-06-17,78.3665,78.5703,77.8213,76.3231,77.0414,DOWN,0
2005-06-20,77.9106,77.9979,77.8815,76.3947,77.0637,DOWN,0
2005-06-21,76.6688,77.1054,77.4682,76.4348,77.0845,DOWN,0
2005-06-22,74.0107,74.6995,76.9618,76.4234,77.0809,DOWN,0
2005-06-23,73.254,73.9719,76.0421,76.4075,77.0749,UP,1
2005-06-24,74.0398,73.2443,75.1768,76.409,77.0761,UP,1
2005-06-27,74.0592,73.7293,74.4065,76.3865,77.0791,UP,1
2005-06-28,75.3009,74.3502,74.1329,76.403,77.0814,DOWN,0
2005-06-29,74.9614,76.0964,74.3231,76.4086,77.0822,DOWN,0
2005-06-30,73.8943,74.9905,74.4511,76.3795,77.084,UP,1
2005-07-01,74.5443,74.6995,74.552,76.3376,77.0884,UP,1
2005-07-05,74.9711,74.2629,74.7344,76.3072,77.0905,DOWN,0
2005-07-06,73.7293,74.8935,74.4201,76.2263,77.0775,UP,1
2005-07-07,74.3405,73.0018,74.2959,76.1642,77.0638,UP,1
2005-07-08,75.4174,74.2726,74.6005,76.0867,77.064,UP,1
2005-07-11,76.0576,75.8636,74.9032,76.0305,77.0668,UP,1
2005-07-12,76.1547,75.8442,75.1399,75.9738,77.0614,UP,1
2005-07-13,76.3196,76.2517,75.658,75.93,77.0687,UP,1
2005-07-14,76.7852,76.3196,76.1469,75.9055,77.077,UP,1
2005-07-15,76.9696,76.6203,76.4573,75.8656,77.0808,DOWN,0
2005-07-18,75.9121,76.4942,76.4282,75.8122,77.077,UP,1
2005-07-19,76.0091,75.9994,76.3991,75.7794,77.0748,UP,1
2005-07-20,78.3762,76.0382,76.8105,75.8054,77.0813,UP,1
2005-07-21,78.3859,78.4344,77.1306,75.8586,77.0937,UP,1
2005-07-22,78.7934,78.3859,77.4954,75.9042,77.1088,UP,1
2005-07-25,78.9195,78.58,78.0968,75.9698,77.1362,UP,1
2005-07-26,78.9777,78.9098,78.6906,76.0604,77.1712,UP,1
2005-07-27,80.6172,79.4531,79.1388,76.1589,77.2124,DOWN,0
2005-07-28,79.3464,79.3076,79.3308,76.2319,77.2462,UP,1
2005-07-29,79.8993,79.5986,79.552,76.325,77.2845,DOWN,0
2005-08-01,77.7942,79.8993,79.327,76.3621,77.317,UP,1
2005-08-02,78.58,78.1822,79.2474,76.4236,77.364,UP,1
2005-08-03,78.6091,80.4717,78.8458,76.4721,77.4076,DOWN,0
2005-08-04,78.58,78.6479,78.6925,76.5153,77.4614,DOWN,0
2005-08-05,77.9591,78.774,78.3044,76.565,77.5068,DOWN,0
2005-08-08,77.5322,77.7554,78.2521,76.606,77.5541,UP,1
2005-08-09,78.4441,77.6583,78.2249,76.6673,77.6115,DOWN,0
2005-08-10,77.6098,78.7255,78.0251,76.7336,77.6702,UP,1
2005-08-11,78.1919,77.9009,77.9474,76.818,77.7116,DOWN,0
2005-08-12,77.8912,77.9979,77.9339,76.8921,77.7327,UP,1
2005-08-15,79.0747,77.9688,78.2424,76.9457,77.7591,UP,1
2005-08-16,79.259,78.7061,78.4053,77.0107,77.7791,UP,1
2005-08-17,79.5598,78.968,78.7953,77.0609,77.8067,UP,1
2005-08-18,80.171,79.5501,79.1911,77.1318,77.8384,DOWN,0
2005-08-19,79.7732,80.2292,79.5675,77.1923,77.8595,UP,1
2005-08-22,79.8799,79.8799,79.7286,77.2528,77.8717,DOWN,0
2005-08-23,79.1426,79.9381,79.7053,77.2835,77.8712,UP,1
2005-08-24,79.618,79.1717,79.7169,77.3011,77.8835,DOWN,0
2005-08-25,78.9486,79.618,79.4725,77.3493,77.8954,DOWN,0
2005-08-26,78.8904,78.871,79.2959,77.37,77.9076,UP,1
2005-08-29,79.4531,78.9001,79.2105,77.3918,77.913,DOWN,0
2005-08-30,78.6091,79.3076,79.1038,77.4057,77.9192,UP,1
2005-08-31,79.715,78.9971,79.1232,77.4666,77.9317,DOWN,0
2005-09-01,79.6471,79.4822,79.2629,77.5794,77.9457,UP,1
2005-09-02,80.268,79.7053,79.5384,77.7197,77.9607,UP,1
2005-09-06,81.1702,80.2292,79.8819,77.8623,77.9861,DOWN,0
2005-09-07,80.6172,81.1023,80.2835,77.9934,78.0157,DOWN,0
2005-09-08,77.28,80.0351,79.7965,78.033,78.0216,DOWN,0
2005-09-09,76.1353,77.8524,79.0941,78.0565,78.0221,DOWN,0
2005-09-12,75.9024,76.0382,78.221,78.0966,78.0151,DOWN,0
2005-09-13,71.7697,75.1651,76.3409,78.0412,77.988,DOWN,0
2005-09-14,70.0332,71.2943,74.2241,77.9424,77.9478,UP,1
2005-09-15,70.1399,70.1399,72.7961,77.8706,77.9027,UP,1
2005-09-16,70.1496,70.5182,71.599,77.7868,77.8486,DOWN,0
2005-09-19,68.5295,70.3436,70.1244,77.649,77.7869,DOWN,0
2005-09-20,67.5206,68.7138,69.2745,77.4783,77.7232,DOWN,0
2005-09-21,67.4235,67.7146,68.7526,77.3037,77.6605,DOWN,0
2005-09-22,67.4235,67.7146,68.2093,77.1257,77.6023,UP,1
2005-09-23,68.5586,67.6952,67.8911,76.9612,77.5444,DOWN,0
2005-09-26,67.5109,69.2183,67.6874,76.772,77.4728,DOWN,0
2005-09-27,67.1422,66.9482,67.6118,76.5966,77.402,DOWN,0
2005-09-28,66.4146,67.5206,67.41,76.4048,77.3267,DOWN,0
2005-09-29,65.9684,66.3079,67.1189,76.1566,77.2476,UP,1
2005-09-30,66.8318,66.5019,66.7736,75.9255,77.1865,DOWN,0
2005-10-03,66.0751,66.7251,66.4864,75.6711,77.1303,UP,1
2005-10-04,66.3661,66.2109,66.3312,75.4201,77.0767,DOWN,0
2005-10-05,64.8333,65.5318,66.0149,75.1372,77.0101,DOWN,0
2005-10-06,63.0483,64.6587,65.4309,74.7858,76.931,UP,1
2005-10-07,63.9699,63.252,64.8585,74.4783,76.8537,DOWN,0
2005-10-10,63.5722,64.0378,64.358,74.1517,76.7828,DOWN,0
2005-10-11,62.3692,65.2893,63.5586,73.8432,76.709,UP,1
2005-10-12,63.4751,62.2334,63.2869,73.5411,76.6348,UP,1
2005-10-13,64.1736,63.4751,63.512,73.2524,76.5631,UP,1
2005-10-14,65.2796,66.0169,63.7739,72.9864,76.4972,UP,1
2005-10-17,66.1139,65.0953,64.2823,72.7495,76.4391,DOWN,0
2005-10-18,65.8908,66.2109,64.9866,72.5167,76.3835,DOWN,0
2005-10-19,61.3603,61.3118,64.5636,72.175,76.3054,DOWN,0
2005-10-20,60.7491,61.5058,63.8787,71.8378,76.2273,DOWN,0
2005-10-21,60.2737,63.5625,62.8776,71.4794,76.1423,UP,1
2005-10-24,61.3021,60.7782,61.9152,71.1477,76.0632,DOWN,0
2005-10-25,61.2924,61.4573,60.9955,70.792,75.9804,UP,1
2005-10-26,61.8647,61.3215,61.0964,70.4441,75.902,DOWN,0
2005-10-27,59.8566,61.6998,60.9179,70.0501,75.8148,UP,1
2005-10-28,61.3118,59.6626,61.1255,69.6729,75.7471,UP,1
2005-10-31,61.8647,61.8453,61.238,69.3147,75.6743,UP,1
2005-11-01,62.3304,61.8841,61.4457,68.9637,75.5942,UP,1
2005-11-02,63.6595,62.3304,61.8046,68.6541,75.5232,DOWN,0
2005-11-03,63.5916,63.9796,62.5516,68.3335,75.4478,UP,1
2005-11-04,63.6886,63.446,63.027,68.0283,75.3757,UP,1
2005-11-07,64.9012,64.2221,63.6342,67.7485,75.3123,UP,1
2005-11-08,64.9594,64.8042,64.1601,67.4587,75.2483,DOWN,0
2005-11-09,64.6975,65.0953,64.3677,67.1804,75.1789,UP,1
2005-11-10,65.4833,64.8527,64.746,66.8958,75.1185,DOWN,0
2005-11-11,65.1244,65.6676,65.0332,66.6053,75.0566,DOWN,0
2005-11-14,64.0281,65.1438,64.8585,66.2805,74.9942,UP,1
2005-11-15,64.0669,63.8341,64.68,65.9385,74.8906,DOWN,0
2005-11-16,62.767,64.193,64.2939,65.5815,74.7843,DOWN,0
2005-11-17,61.0983,61.8453,63.4169,65.2578,74.6699,UP,1
2005-11-18,61.8647,61.6028,62.765,64.9724,74.5563,DOWN,0
2005-11-21,61.4282,62.0879,62.245,64.683,74.4489,DOWN,0
2005-11-22,60.5163,61.3312,61.5349,64.4579,74.3387,DOWN,0
2005-11-23,60.264,60.5551,61.0343,64.2625,74.2316,DOWN,0
2005-11-25,59.6626,60.4193,60.7472,64.053,74.1164,UP,1
2005-11-28,60.0409,59.5947,60.3824,63.8508,74.0039,UP,1
2005-11-29,60.6327,60.1767,60.2233,63.6928,73.9015,UP,1
2005-11-30,60.7976,60.8558,60.2796,63.5584,73.8021,UP,1
2005-12-01,62.3013,60.7976,60.687,63.4559,73.7042,UP,1
2005-12-02,67.5788,63.0483,62.2703,63.459,73.6243,UP,1
2005-12-05,67.7728,68.2093,63.8166,63.4433,73.5472,DOWN,0
2005-12-06,65.6288,67.8601,64.8159,63.4057,73.4644,UP,1
2005-12-07,65.7258,65.6773,65.8015,63.3774,73.3847,DOWN,0
2005-12-08,65.105,65.6385,66.3622,63.3512,73.2986,UP,1
2005-12-09,66.5698,65.4348,66.1604,63.3632,73.2146,UP,1
2005-12-12,67.181,66.5698,66.0421,63.3702,73.1338,DOWN,0
2005-12-13,66.7445,66.9482,66.2652,63.3836,73.0519,UP,1
2005-12-14,67.4332,66.6475,66.6067,63.4049,72.9737,UP,1
2005-12-15,67.8989,67.6661,67.1655,63.4662,72.8958,UP,1
2005-12-16,69.4123,68.5392,67.734,63.5935,72.8284,DOWN,0
2005-12-19,68.0638,69.2668,67.9106,63.6754,72.7588,DOWN,0
2005-12-20,66.2109,68.7332,67.8038,63.7282,72.6917,UP,1
2005-12-21,67.2295,65.5415,67.7631,63.8254,72.6269,UP,1
2005-12-22,67.4915,67.6176,67.6816,63.9057,72.5722,DOWN,0
2005-12-23,67.0452,67.7534,67.2082,63.9631,72.5245,DOWN,0
2005-12-27,66.2691,66.987,66.8492,63.9829,72.4734,UP,1
2005-12-28,66.4825,66.2691,66.9036,63.9903,72.4214,DOWN,0
2005-12-29,65.9684,66.5504,66.6513,63.9918,72.3673,DOWN,0
2005-12-30,65.4251,65.9005,66.2381,64.0731,72.3053,UP,1
2006-01-03,66.434,65.6191,66.1158,64.1868,72.2422,UP,1
2006-01-04,67.0646,66.434,66.2749,64.3226,72.1884,DOWN,0
2006-01-05,66.3564,67.0646,66.2497,64.4237,72.1335,DOWN,0
2006-01-06,66.0169,66.5989,66.2594,64.5182,72.0818,UP,1
2006-01-09,68.3549,66.24,66.8454,64.648,72.0385,DOWN,0
2006-01-10,68.0638,68.2967,67.1713,64.8122,71.9843,UP,1
2006-01-11,69.8392,68.4907,67.7262,64.9827,71.9367,UP,1
2006-01-12,70.2563,69.7615,68.5062,65.1506,71.8872,DOWN,0
2006-01-13,68.4907,68.4034,69.001,65.2738,71.8523,UP,1
2006-01-17,68.5877,68.4907,69.0475,65.3723,71.833,UP,1
2006-01-18,69.2765,68.3937,69.2901,65.486,71.8176,DOWN,0
2006-01-19,68.6071,69.9944,69.0437,65.5844,71.7888,DOWN,0
2006-01-20,67.0258,68.384,68.3976,65.6269,71.7512,DOWN,0
2006-01-23,66.9385,67.2295,68.0871,65.6665,71.71,DOWN,0
2006-01-24,64.7072,66.696,67.311,65.6667,71.6619,UP,1
2006-01-25,65.0953,65.5803,66.4748,65.6589,71.614,DOWN,0
2006-01-26,64.6199,66.5504,65.6773,65.6488,71.5642,UP,1
2006-01-27,67.7728,65.9684,65.8267,65.7237,71.5328,UP,1
2006-01-30,67.9086,68.4422,66.0208,65.8005,71.5026,DOWN,0
2006-01-31,66.89,69.3638,66.4573,65.883,71.4611,DOWN,0
2006-02-01,66.2497,67.0355,66.6882,65.986,71.42,DOWN,0
2006-02-02,65.9199,65.7743,66.9482,66.0671,71.3762,DOWN,0
2006-02-03,65.1147,65.8228,66.4166,66.1409,71.325,DOWN,0
2006-02-06,64.7072,65.1147,65.7763,66.2247,71.2653,UP,1
2006-02-07,65.2505,64.8042,65.4484,66.3244,71.2091,UP,1
2006-02-08,65.6094,65.2505,65.3203,66.4433,71.1483,UP,1
2006-02-09,66.4049,65.5318,65.4173,66.5706,71.0931,UP,1
2006-02-10,66.4728,66.5892,65.689,66.6874,71.029,UP,1
2006-02-13,66.5795,66.4922,66.0634,66.8031,70.9676,UP,1
2006-02-14,66.6475,66.7736,66.3428,66.89,70.9059,DOWN,0
2006-02-15,66.3758,66.6475,66.4961,66.8659,70.8452,UP,1
2006-02-16,66.8803,66.2594,66.5912,66.8481,70.7895,UP,1
2006-02-17,67.7146,66.7833,66.8395,66.8898,70.7333,DOWN,0
2006-02-21,67.181,67.6176,66.9598,66.9189,70.6763,UP,1
2006-02-22,67.5206,67.5206,67.1345,66.9672,70.6256,DOWN,0
2006-02-23,67.2877,67.6176,67.3168,66.9816,70.5767,UP,1
2006-02-24,67.3168,67.0355,67.4041,66.9843,70.5346,UP,1
2006-02-27,68.2288,67.5206,67.507,67.014,70.4932,DOWN,0
2006-02-28,67.1131,67.8601,67.4934,67.0076,70.4506,UP,1
2006-03-01,67.375,67.1131,67.4643,66.9971,70.4152,DOWN,0
2006-03-02,66.5698,66.9676,67.3207,66.9402,70.3696,DOWN,0
2006-03-03,66.4825,66.0654,67.1539,66.9086,70.3235,DOWN,0
2006-03-06,66.2885,66.2788,66.7658,66.9102,70.2788,DOWN,0
2006-03-07,65.7258,65.9781,66.4883,66.8801,70.2277,UP,1
2006-03-08,66.2303,65.7258,66.2594,66.8549,70.1813,DOWN,0
2006-03-09,65.3087,66.1624,66.0072,66.8201,70.1269,UP,1
2006-03-10,65.8228,65.2699,65.8752,66.8112,70.074,UP,1
2006-03-13,66.5116,65.8228,65.9199,66.8118,70.0292,UP,1
2006-03-14,66.5213,66.5989,66.079,66.8228,69.9843,UP,1
2006-03-15,66.6377,66.7057,66.1604,66.8471,69.9406,UP,1
2006-03-16,66.696,66.9385,66.4379,66.8523,69.9026,UP,1
2006-03-17,67.1131,67.0161,66.696,66.8533,69.8684,UP,1
2006-03-20,67.5788,67.3556,66.9094,66.8778,69.8353,DOWN,0
2006-03-21,66.6086,67.375,66.9268,66.8896,69.7864,UP,1
2006-03-22,67.3653,66.5019,67.0724,66.8698,69.7432,DOWN,0
2006-03-23,66.8318,67.2295,67.0995,66.8452,69.6921,DOWN,0
2006-03-24,66.5019,66.9385,66.9773,66.7784,69.6414,DOWN,0
2006-03-27,64.0281,65.3378,66.2672,66.6539,69.5779,DOWN,0
2006-03-28,63.1938,63.7856,65.5842,66.5479,69.5096,UP,1
2006-03-29,64.7169,63.446,65.0545,66.4705,69.4451,UP,1
2006-03-30,65.2408,65.4057,64.7363,66.3898,69.3776,UP,1
2006-03-31,65.5803,65.5318,64.552,66.3292,69.3228,DOWN,0
2006-04-03,65.5706,65.5803,64.8605,66.3001,69.2614,DOWN,0
2006-04-04,65.4445,65.5706,65.3106,66.2703,69.1968,DOWN,0
2006-04-05,65.1632,65.2893,65.3999,66.2794,69.1331,DOWN,0
2006-04-06,64.6781,65.1438,65.2873,66.271,69.0731,DOWN,0
2006-04-07,63.9796,64.4938,64.9672,66.2582,69.0229,UP,1
2006-04-10,64.193,63.9796,64.6917,66.1866,68.9776,DOWN,0
2006-04-11,63.9505,64.0281,64.3929,66.1075,68.9272,DOWN,0
2006-04-12,63.5334,63.6401,64.0669,66.0403,68.8746,UP,1
2006-04-13,64.1833,65.3766,63.968,65.999,68.819,DOWN,0
2006-04-17,63.8535,63.8826,63.9427,65.9577,68.7634,UP,1
2006-04-18,65.299,63.7856,64.1639,65.9614,68.7205,DOWN,0
2006-04-19,64.6684,65.1923,64.3075,65.9606,68.6711,DOWN,0
2006-04-20,64.3677,64.5229,64.4744,65.9429,68.6181,UP,1
2006-04-21,64.4841,65.7258,64.5345,65.9204,68.5718,UP,1
2006-04-24,65.0079,64.2415,64.7654,65.8925,68.5252,DOWN,0
2006-04-25,64.1639,64.94,64.5384,65.8463,68.4689,DOWN,0
2006-04-26,63.7759,63.058,64.3599,65.7902,68.4075,DOWN,0
2006-04-27,60.2446,61.3021,63.5353,65.6622,68.3279,UP,1
2006-04-28,61.0207,61.1663,62.8426,65.5551,68.2515,DOWN,0
2006-05-01,61.0207,61.6222,62.0452,65.4379,68.1726,DOWN,0
2006-05-02,60.1767,61.2439,61.2477,65.2871,68.0887,DOWN,0
2006-05-03,59.1775,60.1476,60.3281,65.1271,68.005,DOWN,0
2006-05-04,58.8962,59.3327,60.0584,64.9546,67.9194,UP,1
2006-05-05,59.1193,58.6439,59.6781,64.7912,67.8231,UP,1
2006-05-08,60.0506,59.517,59.4841,64.6459,67.7315,DOWN,0
2006-05-09,59.6529,60.7297,59.3793,64.4744,67.6358,UP,1
2006-05-10,60.3902,59.7596,59.6218,64.3399,67.5431,UP,1
2006-05-11,60.7588,60.4484,59.9943,64.2076,67.452,DOWN,0
2006-05-12,60.3708,60.9237,60.2446,64.0836,67.3508,DOWN,0
2006-05-15,60.3417,60.2737,60.3028,63.9608,67.2558,UP,1
2006-05-16,60.8655,60.3222,60.5454,63.8523,67.1606,DOWN,0
2006-05-17,60.0797,60.3902,60.4833,63.7394,67.072,UP,1
2006-05-18,60.1476,59.1969,60.3611,63.6178,66.9799,DOWN,0
2006-05-19,59.779,60.1476,60.2427,63.5072,66.8857,UP,1
2006-05-22,59.9827,59.5364,60.1709,63.3904,66.7927,DOWN,0
2006-05-23,58.7895,60.0991,59.7557,63.2359,66.6969,UP,1
2006-05-24,59.0611,58.838,59.552,63.0867,66.6045,UP,1
2006-05-25,59.3133,59.3715,59.3851,62.9402,66.5089,DOWN,0
2006-05-26,59.0029,59.4491,59.2299,62.7864,66.4158,DOWN,0
2006-05-30,58.6342,58.6633,58.9602,62.6168,66.318,UP,1
2006-05-31,58.7409,58.7021,58.9505,62.44,66.2223,UP,1
2006-06-01,59.2163,58.673,58.9815,62.2922,66.123,UP,1
2006-06-02,59.3812,59.1775,58.9951,62.1325,66.0236,DOWN,0
2006-06-05,59.2745,59.4685,59.0494,61.9814,65.9222,UP,1
2006-06-06,60.429,59.4491,59.4084,61.8599,65.8235,UP,1
2006-06-07,61.3506,60.429,59.9303,61.8063,65.7314,UP,1
2006-06-08,61.8647,62.3789,60.46,61.7798,65.6413,UP,1
2006-06-09,61.8938,61.8065,60.9625,61.7233,65.555,UP,1
2006-06-12,61.9521,62.0394,61.498,61.6575,65.4667,UP,1
2006-06-13,63.3005,62.2819,62.0724,61.6119,65.3885,UP,1
2006-06-14,63.4169,63.058,62.4856,61.5689,65.3111,UP,1
2006-06-15,64.0087,63.7759,62.9144,61.5401,65.2339,DOWN,0
2006-06-16,63.9699,64.3677,63.3296,61.5163,65.1607,DOWN,0
2006-06-19,63.155,64.2706,63.5702,61.4858,65.0779,DOWN,0
2006-06-20,62.0297,62.9901,63.316,61.4468,64.9898,DOWN,0
2006-06-21,61.7095,61.8453,62.9746,61.3971,64.897,DOWN,0
2006-06-22,61.2148,61.7968,62.4158,61.3424,64.7972,DOWN,0
2006-06-23,61.1469,60.9722,61.8512,61.2947,64.6999,DOWN,0
2006-06-26,56.9462,56.1022,60.6094,61.15,64.5982,DOWN,0
2006-06-27,54.1329,55.9082,59.03,60.9555,64.4882,UP,1
2006-06-28,55.0448,54.5888,57.6971,60.7505,64.3839,UP,1
2006-06-29,56.2477,55.0448,56.7037,60.582,64.3063,DOWN,0
2006-06-30,55.0254,56.2283,55.4794,60.3952,64.2313,UP,1
2006-07-03,55.3746,54.5403,55.1651,60.213,64.1574,DOWN,0
2006-07-05,54.9478,55.2,55.3281,60.0118,64.0814,UP,1
2006-07-06,55.6075,55.394,55.4406,59.8407,64.0168,DOWN,0
2006-07-07,55.3843,55.3455,55.2679,59.6728,63.9561,UP,1
2006-07-10,55.4231,55.6851,55.3475,59.5764,63.8961,DOWN,0
2006-07-11,55.297,55.2485,55.3319,59.4619,63.8355,DOWN,0
2006-07-12,54.8119,55.297,55.3048,59.3378,63.7668,DOWN,0
2006-07-13,53.8224,54.6179,54.9478,59.2107,63.6983,DOWN,0
2006-07-14,53.2112,52.3866,54.5132,59.0914,63.6287,UP,1
2006-07-17,53.4635,53.3568,54.1212,58.9827,63.5639,DOWN,0
2006-07-18,52.3672,53.6478,53.5353,58.8477,63.4959,UP,1
2006-07-19,52.8426,52.3672,53.1414,58.7035,63.426,DOWN,0
2006-07-20,51.465,52.7262,52.6699,58.5397,63.3529,UP,1
2006-07-21,52.8717,50.6404,52.602,58.3894,63.2854,UP,1
2006-07-24,53.8321,53.3568,52.6757,58.2508,63.2304,UP,1
2006-07-25,55.3164,53.8418,53.2656,58.1498,63.1918,UP,1
2006-07-26,58.0619,55.3164,54.3094,58.1042,63.1622,UP,1
2006-07-27,58.7895,58.1589,55.7743,58.0626,63.1383,UP,1
2006-07-28,60.9819,59.129,57.3964,58.0807,63.1314,UP,1
2006-07-31,61.3506,60.7297,58.9,58.1047,63.1208,UP,1
2006-08-01,62.2819,61.2633,60.2931,58.1548,63.1113,UP,1
2006-08-02,63.611,63.8234,61.403,58.2274,63.103,DOWN,0
2006-08-03,63.1356,61.855,62.2722,58.3143,63.0881,UP,1
2006-08-04,63.805,63.252,62.8368,58.4092,63.0776,UP,1
2006-08-07,63.8341,63.8147,63.3335,58.4996,63.09,UP,1
2006-08-08,64.2998,64.0281,63.7371,58.6055,63.1078,UP,1
2006-08-09,64.9594,64.4259,64.0068,58.732,63.1312,UP,1
2006-08-10,65.5124,64.7072,64.4821,58.8675,63.1522,UP,1
2006-08-11,66.1527,65.0953,64.9517,59.0062,63.1765,DOWN,0
