ticker,AZNCF US Equity,AZNCF US Equity,AZNCF US Equity,AZNCF US Equity,AZNCF US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2005-04-15,43.1902,43.1902,41.2783,38.9788,40.8499,UP,1
2005-04-19,43.3541,43.3541,42.0092,39.0299,40.9167,UP,1
2005-04-20,43.4821,43.4821,42.5557,39.1315,40.9841,DOWN,0
2005-04-27,43.458,43.458,43.0769,39.2222,41.0508,UP,1
2005-04-28,43.6603,43.6603,43.4289,39.3154,41.1158,UP,1
2005-04-29,43.75,43.75,43.5409,39.4044,41.1858,UP,1
2005-05-03,44.58,44.58,43.7861,39.495,41.2542,DOWN,0
2005-05-05,44.2,44.2,43.9297,39.584,41.3165,UP,1
2005-05-06,44.8659,44.8659,44.2112,39.6347,41.377,DOWN,0
2005-05-11,43.804,43.804,44.24,39.6648,41.4386,DOWN,0
2005-05-12,42.65,42.65,44.02,39.6618,41.4996,DOWN,0
2005-05-13,41.85,41.85,43.474,39.7238,41.5263,UP,1
2005-05-25,42.2467,42.2467,43.0833,39.7658,41.626,UP,1
2005-05-27,42.6,42.6,42.6301,39.8158,41.723,DOWN,0
2005-05-31,42.1,42.1,42.2893,39.8408,41.7495,UP,1
2005-06-01,42.65,42.65,42.2893,39.895,41.7827,DOWN,0
2005-06-03,42.2202,42.2202,42.3634,39.9514,41.8827,DOWN,0
2005-06-07,42.0887,42.0887,42.3318,40.0611,41.8949,DOWN,0
2005-06-10,41.75,41.75,42.1618,40.1561,41.9061,DOWN,0
2005-06-14,41.55,41.55,42.0518,40.2571,41.9164,DOWN,0
2005-06-16,40.5,40.5,41.6218,40.3621,41.9439,UP,1
2005-06-17,41.1,41.1,41.3977,40.4591,41.97,DOWN,0
2005-06-27,40.7,40.7,41.12,40.5531,42.003,UP,1
2005-06-28,41.17,41.17,41.004,40.6565,42.0434,DOWN,0
2005-06-29,40.7,40.7,40.834,40.7355,42.0791,UP,1
2005-06-30,41.2,41.2,40.974,40.8345,42.1163,DOWN,0
2005-07-01,40.75,40.75,40.904,40.9425,42.1671,UP,1
2005-07-05,41.0,41.0,40.964,41.0625,42.2177,UP,1
2005-07-06,41.1,41.1,40.95,41.1825,42.2539,UP,1
2005-07-11,41.8,41.8,41.17,41.3183,42.2924,UP,1
2005-07-12,42.25,42.25,41.38,41.4653,42.3365,DOWN,0
2005-07-14,41.75,41.75,41.58,41.5485,42.3745,UP,1
2005-07-15,41.8248,41.8248,41.745,41.639,42.4157,DOWN,0
2005-07-21,40.7,40.7,41.665,41.702,42.4443,DOWN,0
2005-07-27,40.4319,40.4319,41.3913,41.7347,42.4864,UP,1
2005-07-28,43.75,43.75,41.6913,41.8347,42.5482,UP,1
2005-07-29,45.1056,45.1056,42.3625,41.9588,42.6023,UP,1
2005-08-01,45.1889,45.1889,43.0353,42.0526,42.6568,UP,1
2005-08-10,46.25,46.25,44.1453,42.1646,42.7173,UP,1
2005-08-11,46.5,46.5,45.3589,42.2976,42.7692,UP,1
2005-08-12,47.0175,47.0175,46.0124,42.4152,42.8309,DOWN,0
2005-08-19,45.8,45.8,46.1513,42.5072,42.8824,DOWN,0
2005-08-26,45.6814,45.6814,46.2498,42.6028,42.9396,UP,1
2005-09-06,48.0,48.0,46.5998,42.7294,42.9936,UP,1
2005-09-07,49.1,49.1,47.1198,42.8794,43.0436,DOWN,0
2005-09-13,47.8,47.8,47.2763,43.0084,43.0726,DOWN,0
2005-09-20,47.75,47.75,47.6663,43.1694,43.1089,DOWN,0
2005-10-03,46.8,46.8,47.89,43.2904,43.1354,UP,1
2005-10-14,46.9,46.9,47.67,43.4114,43.1624,DOWN,0
2005-10-17,46.7,46.7,47.19,43.5074,43.1931,DOWN,0
2005-10-18,45.4,45.4,46.71,43.5516,43.2171,UP,1
2005-10-24,45.7987,45.7987,46.3197,43.6005,43.2446,DOWN,0
2005-10-31,44.5,44.5,45.8597,43.6209,43.2621,UP,1
2005-11-03,45.85,45.85,45.6497,43.6687,43.2837,DOWN,0
2005-11-07,45.1246,45.1246,45.3347,43.698,43.2928,DOWN,0
2005-11-10,44.15,44.15,45.0847,43.706,43.2931,UP,1
2005-11-15,44.5,44.5,44.8249,43.7044,43.296,DOWN,0
2005-11-16,44.451,44.451,44.8151,43.7094,43.2948,DOWN,0
2005-11-17,44.4,44.4,44.5251,43.7001,43.2978,UP,1
2005-11-18,44.6,44.6,44.4202,43.716,43.3063,UP,1
2005-11-21,45.3116,45.3116,44.6525,43.7692,43.3334,UP,1
2005-11-23,45.5,45.5,44.8525,43.8422,43.3564,UP,1
2005-12-01,46.1178,46.1178,45.1859,43.9197,43.378,UP,1
2005-12-13,48.28,48.28,45.9619,44.0333,43.4181,UP,1
2005-12-16,48.5,48.5,46.7419,44.1613,43.4696,UP,1
2005-12-19,49.6,49.6,47.5996,44.3003,43.5164,DOWN,0
2005-12-28,48.75,48.75,48.2496,44.4309,43.5539,UP,1
2006-01-04,50.75,50.75,49.176,44.6041,43.6014,DOWN,0
2006-01-11,50.2,50.2,49.56,44.7731,43.6614,DOWN,0
2006-01-20,47.4,47.4,49.34,44.8901,43.7044,UP,1
2006-01-26,47.55,47.55,48.93,45.0311,43.7302,DOWN,0
2006-01-30,47.4,47.4,48.66,45.1571,43.7537,DOWN,0
2006-02-06,46.0,46.0,47.71,45.2631,43.7737,DOWN,0
2006-02-14,45.35,45.35,46.74,45.3467,43.7867,DOWN,0
2006-02-16,44.7829,44.7829,46.2166,45.4283,43.7933,UP,1
2006-02-27,46.25,46.25,45.9566,45.5293,43.8083,DOWN,0
2006-02-28,46.0,46.0,45.6766,45.6343,43.8258,UP,1
2006-03-01,46.25,46.25,45.7266,45.7393,43.8471,DOWN,0
2006-03-07,45.5,45.5,45.7566,45.8273,43.8501,UP,1
2006-03-09,49.0,49.0,46.6,45.9713,43.8626,UP,1
2006-03-13,50.75,50.75,47.5,46.1413,43.8818,DOWN,0
2006-03-27,50.55,50.55,48.41,46.3173,43.8946,DOWN,0
2006-03-28,50.25,50.25,49.21,46.4858,43.9041,UP,1
2006-04-03,50.4,50.4,50.19,46.6798,43.9161,UP,1
2006-04-06,51.15,51.15,50.62,46.8942,43.9331,UP,1
2006-04-17,51.5,51.5,50.77,47.0492,43.9598,UP,1
2006-04-21,53.75,53.75,51.41,47.2221,44.0007,UP,1
2006-05-01,55.0,55.0,52.36,47.4183,44.0495,DOWN,0
2006-05-11,54.3,54.3,53.14,47.5793,44.0916,DOWN,0
2006-05-15,53.75,53.75,53.66,47.7243,44.1276,DOWN,0
2006-05-22,51.25,51.25,53.61,47.809,44.1451,UP,1
2006-05-24,52.1,52.1,53.28,47.935,44.1788,UP,1
2006-05-25,52.15,52.15,52.71,48.0643,44.2133,UP,1
2006-06-14,55.3,55.3,52.91,48.2103,44.2598,UP,1
2006-06-23,56.7,56.7,53.5,48.3623,44.3183,DOWN,0
2006-06-27,56.0,56.0,54.45,48.5263,44.3736,UP,1
2006-06-29,58.5,58.5,55.73,48.7413,44.4348,UP,1
2006-07-06,59.4,59.4,57.18,48.9933,44.4983,UP,1
2006-08-11,59.75,59.75,58.07,49.2503,44.5626,UP,1
2006-09-06,63.05,63.05,59.34,49.5773,44.6403,DOWN,0
2006-09-07,62.6,62.6,60.66,49.9213,44.7121,DOWN,0
2006-09-08,61.0,61.0,61.16,50.2254,44.7796,UP,1
2006-10-04,62.55,62.55,61.79,50.5864,44.8561,DOWN,0
2006-10-05,62.5,62.5,62.34,50.9194,44.9358,UP,1
2006-10-19,65.25,65.25,62.78,51.3219,45.0221,DOWN,0
2006-10-24,65.0,65.0,63.26,51.7389,45.1068,DOWN,0
2006-10-26,62.05,62.05,63.47,52.0899,45.1796,DOWN,0
2006-11-03,61.3,61.3,63.22,52.4268,45.2463,DOWN,0
2006-11-07,61.0,61.0,62.92,52.7588,45.3068,DOWN,0
2006-11-20,56.55,56.55,61.18,52.9978,45.3531,UP,1
2006-11-22,57.0,57.0,59.58,53.2316,45.3947,UP,1
2006-11-24,57.15,57.15,58.6,53.4646,45.4412,DOWN,0
2006-12-04,56.75,56.75,57.69,53.6773,45.4799,DOWN,0
2006-12-05,56.6,56.6,56.81,53.8437,45.5217,DOWN,0
2006-12-20,53.5,53.5,56.2,53.9437,45.5454,DOWN,0
2006-12-21,52.9,52.9,55.38,54.0097,45.5724,UP,1
2006-12-29,53.25,53.25,54.6,54.0997,45.5967,UP,1
2007-01-23,55.55,55.55,54.36,54.1957,45.6282,DOWN,0
2007-01-26,54.3,54.3,53.9,54.2777,45.6504,UP,1
2007-01-29,55.65,55.65,54.33,54.4427,45.6869,UP,1
2007-01-31,56.1,56.1,54.97,54.6137,45.7262,UP,1
2007-02-01,57.5,57.5,55.82,54.8157,45.7762,UP,1
2007-02-06,59.45,59.45,56.6,55.0847,45.8372,DOWN,0
2007-02-07,57.75,57.75,57.29,55.3327,45.8909,DOWN,0
2007-02-09,56.95,56.95,57.55,55.576,45.9407,UP,1
2007-02-14,57.3,57.3,57.79,55.797,45.9917,DOWN,0
2007-02-21,56.6,56.6,57.61,56.009,46.0492,DOWN,0
2007-02-22,56.5,56.5,57.02,56.214,46.0879,DOWN,0
2007-03-05,53.75,53.75,56.22,56.379,46.1222,UP,1
2007-03-26,54.0,54.0,55.63,56.479,46.1587,DOWN,0
2007-04-11,53.58,53.58,54.886,56.5356,46.1923,UP,1
2007-04-23,56.5,56.5,54.866,56.6546,46.2413,DOWN,0
2007-04-24,55.5,55.5,54.666,56.7596,46.2913,DOWN,0
2007-04-30,54.2,54.2,54.756,56.8356,46.3261,DOWN,0
2007-05-04,54.0,54.0,54.756,56.8926,46.3598,DOWN,0
2007-05-10,53.35,53.35,54.71,56.9296,46.4036,UP,1
2007-05-11,53.5,53.5,54.11,56.9246,46.4486,UP,1
2007-05-22,53.8,53.8,53.77,56.9006,46.5001,UP,1
2007-05-23,53.96,53.96,53.722,56.8938,46.5499,DOWN,0
2007-05-24,53.3,53.3,53.582,56.8848,46.5921,DOWN,0
2007-05-29,53.2,53.2,53.552,56.9238,46.6344,DOWN,0
2007-05-30,53.2,53.2,53.492,56.9458,46.6816,UP,1
2007-06-04,53.5,53.5,53.432,56.9728,46.7336,DOWN,0
2007-06-12,52.4,52.4,53.12,56.9148,46.7745,DOWN,0
2007-06-13,51.4,51.4,52.74,56.8088,46.8055,DOWN,0
2007-06-26,51.25,51.25,52.35,56.7138,46.8377,UP,1
2007-06-29,52.85,52.85,52.28,56.6008,46.8807,UP,1
2007-07-02,53.95,53.95,52.37,56.4918,46.9403,DOWN,0
2007-07-10,53.15,53.15,52.52,56.3598,46.9973,UP,1
2007-07-17,56.25,56.25,53.49,56.2238,47.0668,DOWN,0
2007-07-20,55.4,55.4,54.32,56.0798,47.1329,DOWN,0
2007-08-02,51.6,51.6,54.07,55.8918,47.1869,DOWN,0
2007-08-14,46.85,46.85,52.65,55.5778,47.2291,DOWN,0
2007-08-15,46.4,46.4,51.3,55.2558,47.2665,DOWN,0
2007-08-17,45.5,45.5,49.15,54.8608,47.299,UP,1
2007-08-22,48.4,48.4,47.75,54.5288,47.3445,DOWN,0
2007-09-07,48.0,48.0,47.03,54.2478,47.3843,UP,1
2007-09-12,48.9,48.9,47.44,53.9998,47.43,DOWN,0
2007-09-14,48.0,48.0,47.76,53.7398,47.4584,DOWN,0
2007-09-17,47.75,47.75,48.21,53.5638,47.4856,UP,1
2007-09-21,49.0,49.0,48.33,53.4038,47.5166,UP,1
2007-09-26,49.25,49.25,48.58,53.2458,47.5691,UP,1
2007-10-02,51.25,51.25,49.05,53.1358,47.6246,UP,1
2007-10-10,52.25,52.25,49.9,53.0488,47.6854,DOWN,0
2007-10-16,52.1,52.1,50.77,53.0208,47.7416,DOWN,0
2007-10-22,49.78,49.78,50.926,52.9584,47.7908,DOWN,0
2007-10-24,49.0,49.0,50.876,52.8734,47.8388,DOWN,0
2007-10-25,48.9339,48.9339,50.4128,52.7411,47.9005,DOWN,0
2007-10-26,48.5,48.5,49.6628,52.6251,47.958,DOWN,0
2007-11-01,48.0,48.0,48.8428,52.4721,48.0155,DOWN,0
2007-11-05,47.25,47.25,48.3368,52.2951,48.0755,DOWN,0
2007-11-08,45.4,45.4,47.6168,52.0531,48.1212,DOWN,0
2007-11-12,44.35,44.35,46.7,51.7511,48.163,UP,1
2007-11-13,45.25,45.25,46.05,51.5011,48.2092,UP,1
2007-11-14,46.2,46.2,45.69,51.2861,48.2565,DOWN,0
2007-11-19,45.0,45.0,45.24,51.0401,48.3002,UP,1
2007-11-28,46.7,46.7,45.5,50.8421,48.357,UP,1
2007-11-30,47.0,47.0,46.03,50.6521,48.417,DOWN,0
2007-12-07,46.5,46.5,46.28,50.5071,48.474,DOWN,0
2007-12-14,45.6,45.6,46.16,50.3391,48.5269,DOWN,0
2007-12-19,44.5,44.5,46.06,50.1575,48.5749,DOWN,0
2007-12-28,43.2,43.2,45.36,49.8915,48.603,DOWN,0
2008-01-03,42.6,42.6,44.48,49.6335,48.6295,UP,1
2008-01-08,44.0145,44.0145,43.9829,49.4298,48.6618,UP,1
2008-01-10,44.8,44.8,43.8229,49.2458,48.6918,UP,1
2008-01-11,45.25,45.25,43.9729,49.0838,48.7243,DOWN,0
2008-01-16,45.2429,45.2429,44.3815,48.9186,48.756,DOWN,0
2008-01-17,45.2,45.2,44.9015,48.7466,48.7795,DOWN,0
2008-01-28,42.35,42.35,44.5686,48.5144,48.788,DOWN,0
2008-01-31,41.25,41.25,43.8586,48.2734,48.795,DOWN,0
2008-02-01,40.85,40.85,42.9786,48.0264,48.7936,UP,1
2008-02-04,41.1928,41.1928,42.1686,47.7863,48.7936,DOWN,0
2008-02-06,39.5,39.5,41.0286,47.5063,48.7866,DOWN,0
2008-02-11,37.5,37.5,40.0586,47.2083,48.7657,UP,1
2008-02-12,38.4507,38.4507,39.4987,46.9493,48.75,DOWN,0
2008-02-14,38.1,38.1,38.9487,46.6863,48.7337,UP,1
2008-02-19,39.2,39.2,38.5501,46.4133,48.7312,DOWN,0
2008-02-20,38.8323,38.8323,38.4166,46.1109,48.7216,UP,1
2008-02-21,39.6859,39.6859,38.8538,45.8417,48.7158,DOWN,0
2008-03-03,37.3091,37.3091,38.6255,45.4628,48.6928,DOWN,0
2008-03-07,36.8,36.8,38.3655,45.0908,48.6609,UP,1
2008-03-12,38.5,38.5,38.2255,44.8288,48.6366,DOWN,0
2008-03-13,37.25,37.25,37.909,44.6368,48.6055,DOWN,0
2008-03-18,35.8,35.8,37.1318,44.4248,48.5672,UP,1
2008-03-19,36.8,36.8,37.03,44.2508,48.5329,UP,1
2008-03-24,36.95,36.95,37.06,44.0218,48.4989,DOWN,0
2008-03-28,36.5,36.5,36.66,43.7918,48.4585,UP,1
2008-03-31,37.1,37.1,36.63,43.5558,48.423,UP,1
2008-04-07,41.0,41.0,37.67,43.4158,48.4036,UP,1
2008-04-16,42.5,42.5,38.81,43.3108,48.3971,DOWN,0
2008-04-17,41.0,41.0,39.62,43.1508,48.3889,UP,1
2008-04-22,41.2,41.2,40.56,42.9898,48.3856,UP,1
2008-04-24,41.25,41.25,41.39,42.7898,48.3806,UP,1
2008-04-28,42.0,42.0,41.59,42.5848,48.3776,DOWN,0
2008-04-29,40.8,40.8,41.25,42.3588,48.3711,UP,1
2008-04-30,42.05,42.05,41.46,42.2042,48.3681,DOWN,0
2008-05-12,40.5,40.5,41.32,42.0342,48.3595,UP,1
2008-05-15,42.0,42.0,41.47,41.8956,48.3591,UP,1
2008-05-19,44.9126,44.9126,42.0525,41.8238,48.3749,DOWN,0
2008-05-22,43.6,43.6,42.6125,41.7358,48.3852,DOWN,0
2008-05-28,43.1,43.1,42.8225,41.6528,48.3982,DOWN,0
2008-06-04,43.0347,43.0347,43.3295,41.6055,48.4078,DOWN,0
2008-06-06,42.7322,42.7322,43.4759,41.5732,48.418,DOWN,0
2008-06-09,41.65,41.65,42.8234,41.5012,48.4204,DOWN,0
2008-06-10,40.9,40.9,42.2834,41.3952,48.4214,UP,1
2008-06-19,41.4,41.4,41.9434,41.3232,48.4224,UP,1
2008-06-20,41.7864,41.7864,41.6937,41.2249,48.4276,UP,1
2008-07-15,45.3862,45.3862,42.2245,41.1926,48.4495,UP,1
2008-07-16,45.4,45.4,42.9745,41.1706,48.471,UP,1
2008-07-23,46.0,46.0,43.9945,41.1786,48.492,DOWN,0
2008-07-28,45.25,45.25,44.7645,41.1936,48.507,UP,1
2008-07-30,46.9,46.9,45.7872,41.2676,48.5328,UP,1
2008-07-31,48.85,48.85,46.48,41.3926,48.5679,UP,1
2008-08-12,49.1,49.1,47.22,41.4943,48.6099,DOWN,0
2008-08-13,48.3,48.3,47.68,41.5643,48.6492,UP,1
2008-08-14,48.5,48.5,48.33,41.6293,48.673,UP,1
2008-08-18,48.8696,48.8696,48.7239,41.7019,48.6918,DOWN,0
2008-08-21,47.92,47.92,48.5379,41.7563,48.7054,UP,1
2008-08-25,48.4,48.4,48.3979,41.8773,48.7162,UP,1
2008-09-02,49.0,49.0,48.5379,42.0323,48.7287,DOWN,0
2008-09-10,46.3,46.3,48.0979,42.1413,48.7251,DOWN,0
2008-09-12,46.25,46.25,47.574,42.2424,48.7274,DOWN,0
2008-09-17,43.75,43.75,46.74,42.3274,48.7177,UP,1
2008-09-19,45.2599,45.2599,46.112,42.4826,48.704,UP,1
2008-09-23,46.25,46.25,45.562,42.6386,48.6898,DOWN,0
2008-09-26,46.25,46.25,45.552,42.8016,48.682,DOWN,0
2008-10-06,41.55,41.55,44.612,42.8486,48.651,UP,1
2008-10-07,43.55,43.55,44.572,42.9429,48.6348,DOWN,0
2008-10-08,40.3564,40.3564,43.5913,42.9563,48.602,DOWN,0
2008-10-14,39.9658,39.9658,42.3344,43.0095,48.5684,DOWN,0
2008-10-21,38.4,38.4,40.7644,43.0415,48.5334,UP,1
2008-11-03,42.05,42.05,40.8644,43.1125,48.5146,UP,1
2008-11-05,42.7,42.7,40.6944,43.2215,48.5056,DOWN,0
2008-11-06,40.5,40.25,40.7232,43.3155,48.4789,UP,1
2008-11-10,43.2809,44.05,41.3862,43.4451,48.4696,DOWN,0
2008-11-11,43.1,43.1,42.3262,43.5681,48.4644,DOWN,0
2008-11-13,41.6,41.6,42.2362,43.6701,48.4499,UP,1
2008-11-17,42.0,42.0626,42.0962,43.7681,48.4376,DOWN,0
2008-11-18,41.75,41.75,42.3462,43.7831,48.4244,DOWN,0
2008-11-19,37.05,37.05,41.1,43.6741,48.3866,DOWN,0
2008-11-20,35.6607,35.6607,39.6121,43.5673,48.3384,UP,1
2008-11-24,38.0,38.0,38.8921,43.5033,48.3009,DOWN,0
2008-12-01,36.25,36.25,37.7421,43.4033,48.2516,UP,1
2008-12-02,36.75,36.75,36.7421,43.2983,48.1939,UP,1
2008-12-08,39.75,39.75,37.2821,43.2773,48.1502,DOWN,0
2008-12-16,39.25,39.25,38.0,43.2213,48.0984,UP,1
2008-12-18,40.4762,40.4762,38.4952,43.2208,48.057,DOWN,0
2008-12-30,39.9276,39.9276,39.2308,43.1794,48.0029,UP,1
2009-01-12,40.5,40.5,39.9808,43.0911,47.9544,DOWN,0
2009-01-23,39.5,39.5,39.9308,43.0091,47.9149,DOWN,0
2009-01-30,38.35,38.35,39.7508,42.9141,47.8689,DOWN,0
2009-02-09,38.35,38.35,39.3255,42.8204,47.8237,DOWN,0
2009-02-13,37.1,37.1,38.76,42.7078,47.7792,DOWN,0
2009-02-20,35.25,35.25,37.71,42.5798,47.7287,DOWN,0
2009-02-24,35.25,35.25,36.86,42.4668,47.681,DOWN,0
2009-03-03,32.05,32.05,35.6,42.2798,47.61,DOWN,0
2009-03-05,30.2,30.2,33.97,42.0481,47.531,UP,1
2009-03-11,30.55,30.55,32.66,41.7513,47.4525,UP,1
2009-03-20,32.8,32.8,32.17,41.4993,47.389,UP,1
2009-03-24,33.15,33.15,31.75,41.2423,47.3098,UP,1
2009-03-30,33.6,33.6,32.06,41.0093,47.224,UP,1
2009-04-20,33.85,33.85,32.79,40.7483,47.1405,UP,1
2009-05-04,36.1,36.1,33.9,40.4933,47.0698,DOWN,0
2009-05-06,35.75,35.75,34.49,40.2263,46.9965,UP,1
2009-05-11,37.75,37.75,35.41,40.0153,46.9295,UP,1
2009-05-19,39.75,39.75,36.64,39.8403,46.8708,UP,1
2009-05-29,41.25,41.25,38.12,39.6879,46.8083,DOWN,0
2009-06-04,40.9,40.9,39.08,39.5475,46.7378,DOWN,0
2009-06-05,40.3,40.3,39.99,39.3855,46.6678,UP,1
2009-06-12,43.4732,43.4732,41.1346,39.275,46.6164,DOWN,0
2009-06-15,43.0,43.0,41.7846,39.209,46.5751,UP,1
2009-06-24,44.5,44.5,42.4346,39.174,46.5371,UP,1
2009-06-25,44.9,44.3,43.2346,39.197,46.5009,UP,1
2009-06-26,45.25,45.25,44.2246,39.1968,46.4506,DOWN,0
2009-07-02,43.4262,43.5,44.2152,39.1403,46.3843,DOWN,0
2009-07-08,43.0,43.0,44.2152,39.0753,46.3193,UP,1
2009-07-09,43.5,44.15,44.0152,39.1143,46.2443,DOWN,0
2009-07-10,42.75,42.75,43.5852,39.0983,46.161,UP,1
2009-07-15,44.88,44.88,43.5112,39.1888,46.0867,UP,1
2009-07-16,45.35,45.35,43.896,39.2965,45.9982,UP,1
2009-07-28,46.05,46.05,44.506,39.4495,45.9154,UP,1
2009-07-30,46.5,46.5,45.106,39.5385,45.8429,UP,1
2009-08-04,48.0,48.0,46.156,39.6445,45.7702,DOWN,0
2009-08-06,46.8626,46.8626,46.5525,39.7717,45.692,DOWN,0
2009-08-12,46.0,46.0,46.6825,39.8261,45.5957,UP,1
2009-08-21,46.27,46.27,46.7265,39.8895,45.5021,UP,1
2009-08-24,46.5,46.5,46.7265,39.9875,45.4243,UP,1
2009-08-31,47.0372,46.5,46.534,40.0883,45.353,DOWN,0
2009-09-21,45.3,45.55,46.2214,40.1593,45.2745,DOWN,0
2009-09-24,44.7,44.7,45.9614,40.3123,45.2153,DOWN,0
2009-09-25,43.85,43.85,45.4774,40.4761,45.1495,UP,1
2009-09-28,44.75,45.4,45.1274,40.6111,45.0875,UP,1
2009-09-29,45.1,45.1,44.74,40.7881,45.0293,DOWN,0
2009-09-30,44.9228,44.9228,44.6646,40.9515,44.9709,DOWN,0
2009-10-05,44.0,44.0,44.5246,41.0365,44.9234,DOWN,0
2009-10-13,43.21,43.21,44.3966,41.1157,44.8749,UP,1
2009-10-23,45.5598,45.75,44.5585,41.2174,44.8365,UP,1
2009-11-09,45.8,45.8,44.6985,41.3348,44.7877,DOWN,0
2009-11-12,45.35,45.35,44.784,41.4318,44.743,UP,1
2009-11-16,46.15,46.15,45.214,41.5648,44.6955,DOWN,0
2009-11-17,45.3,45.3,45.632,41.7038,44.6415,DOWN,0
2009-11-30,44.35,44.35,45.39,41.8238,44.5757,UP,1
2009-12-02,45.85,45.85,45.4,41.9988,44.5077,UP,1
2009-12-04,46.65,46.9655,45.66,42.2268,44.4522,DOWN,0
2009-12-08,46.0,45.45,45.63,42.4418,44.3975,DOWN,0
2009-12-15,45.55,46.1,45.68,42.7118,44.3387,UP,1
2009-12-22,45.85,45.85,45.98,43.0248,44.285,UP,1
2009-12-23,46.25,46.25,46.06,43.3388,44.2337,DOWN,0
2009-12-28,46.0,46.0,45.93,43.6028,44.195,UP,1
2010-01-05,46.7,46.72,46.07,43.8738,44.1585,UP,1
2010-01-19,50.45,49.6,47.05,44.2108,44.1428,DOWN,0
2010-01-22,49.0681,49.0681,47.6936,44.5152,44.1057,UP,1
2010-01-25,49.7,49.7,48.3836,44.7872,44.0767,UP,1
2010-01-27,50.3355,50.3355,49.2507,45.0789,44.0573,DOWN,0
2010-01-28,46.75,46.75,49.2607,45.2589,44.0211,DOWN,0
2010-02-01,46.55,46.55,48.4807,45.3949,43.9871,DOWN,0
2010-02-08,42.262,42.114,47.1195,45.4151,43.9309,UP,1
2010-02-09,44.05,44.05,45.9895,45.4781,43.8821,DOWN,0
2010-02-16,43.75,43.75,44.6724,45.5471,43.8311,DOWN,0
2010-02-26,43.5,43.5,44.0224,45.5477,43.7821,UP,1
2010-03-04,44.6,44.6,43.6324,45.5797,43.7391,DOWN,0
2010-03-12,44.2,44.6,44.02,45.5737,43.6941,UP,1
2010-03-15,44.25,43.9,44.06,45.5607,43.6478,UP,1
2010-03-19,44.6,44.6,44.23,45.5477,43.6088,DOWN,0
2010-03-25,44.3,44.3,44.39,45.5652,43.5733,UP,1
2010-03-30,44.8253,44.8253,44.4351,45.6017,43.5412,UP,1
2010-04-01,44.85,44.85,44.5651,45.6287,43.5012,UP,1
2010-04-16,44.8808,45.0,44.6912,45.6713,43.4559,UP,1
2010-04-21,45.0,45.931,44.7712,45.6737,43.4151,DOWN,0
2010-04-23,44.4,44.4,44.7912,45.6547,43.3559,UP,1
2010-04-26,44.5,44.5,44.7262,45.6237,43.3014,DOWN,0
2010-04-29,44.151,44.0,44.5864,45.5767,43.2641,DOWN,0
2010-04-30,44.15,44.15,44.4402,45.4997,43.2506,DOWN,0
2010-05-03,44.0,44.0,44.2402,45.4425,43.2386,DOWN,0
2010-05-05,43.0,43.0,43.9602,45.3825,43.2261,DOWN,0
2010-05-13,42.75,42.75,43.6102,45.3121,43.1979,DOWN,0
2010-05-19,41.7,41.7,43.12,45.2161,43.1664,UP,1
2010-05-28,41.8,41.8,42.65,45.1113,43.1309,UP,1
2010-06-01,42.6857,42.6857,42.3871,45.059,43.1043,UP,1
2010-06-23,45.2,45.2,42.8271,45.069,43.0916,DOWN,0
2010-06-25,44.75,44.75,43.2271,45.087,43.0703,UP,1
2010-06-30,47.8,47.8,44.4471,45.148,43.0631,DOWN,0
2010-07-01,46.6,46.35,45.4071,45.178,43.0398,UP,1
2010-07-02,47.2,47.4,46.31,45.2236,43.0146,UP,1
2010-07-07,47.47,47.47,46.764,45.293,42.9914,UP,1
2010-07-08,47.9,47.9,47.394,45.3868,42.982,UP,1
2010-07-30,50.95,50.3,48.024,45.4946,42.9918,UP,1
2010-08-02,51.8,51.4105,49.064,45.6146,43.0061,UP,1
2010-08-03,51.85,52.09,49.994,45.7446,43.0228,UP,1
2010-08-05,51.92,51.92,50.884,45.86,43.0424,DOWN,0
2010-08-06,51.75,51.75,51.654,45.989,43.0649,UP,1
2010-08-09,52.45,52.45,51.954,46.151,43.1002,DOWN,0
2010-08-16,51.55,51.55,51.904,46.265,43.1362,DOWN,0
2010-09-08,51.45,51.45,51.824,46.361,43.1672,DOWN,0
2010-09-09,51.25,51.25,51.69,46.466,43.1924,UP,1
2010-09-17,51.5,51.5,51.64,46.585,43.2249,UP,1
2010-09-21,52.613,52.613,51.6726,46.7202,43.2545,DOWN,0
2010-09-23,51.5,51.5,51.6626,46.8252,43.277,UP,1
2010-09-27,51.65,51.75,51.7026,46.9382,43.3028,DOWN,0
2010-10-01,50.55,50.55,51.5626,47.0152,43.3275,UP,1
2010-10-11,52.5,52.5,51.7626,47.0562,43.3675,UP,1
2010-10-14,52.9,54.0,51.82,47.1329,43.416,DOWN,0
2010-10-19,52.0,52.0,51.92,47.1789,43.463,DOWN,0
2010-10-29,49.7,49.7,51.53,47.1662,43.4914,UP,1
2010-11-01,50.2,50.4447,51.46,47.2352,43.5184,DOWN,0
2010-11-08,50.0,50.0,50.96,47.3042,43.5422,DOWN,0
2010-11-15,48.25,48.25,50.03,47.4239,43.5572,UP,1
2010-11-18,48.65,48.65,49.36,47.5159,43.5745,DOWN,0
2010-11-22,48.45,48.45,49.11,47.6099,43.605,DOWN,0
2010-11-24,47.8,47.8,48.63,47.6959,43.6377,DOWN,0
