ticker,CTVA US Equity,CTVA US Equity,CTVA US Equity,CTVA US Equity,CTVA US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2021-01-13,44.13,44.48,43.476,38.2206,30.439,UP,1
2021-01-14,44.21,44.31,43.958,38.4352,30.5425,DOWN,0
2021-01-15,43.75,43.88,44.058,38.6516,30.6487,DOWN,0
2021-01-19,43.53,43.7,44.04,38.8666,30.7552,UP,1
2021-01-20,43.66,43.88,43.856,39.061,30.8604,DOWN,0
2021-01-21,41.65,43.79,43.36,39.22,30.9473,UP,1
2021-01-22,42.06,41.28,42.93,39.3684,31.035,DOWN,0
2021-01-25,41.3,41.66,42.44,39.4698,31.1112,DOWN,0
2021-01-26,39.48,41.59,41.63,39.5268,31.169,DOWN,0
2021-01-27,38.69,38.83,40.636,39.5994,31.2296,UP,1
2021-01-28,40.29,39.25,40.364,39.685,31.2989,DOWN,0
2021-01-29,39.86,39.93,39.924,39.7336,31.3706,UP,1
2021-02-01,40.71,40.14,39.806,39.8074,31.4484,UP,1
2021-02-02,41.49,41.28,40.208,39.9034,31.5283,UP,1
2021-02-03,41.86,41.53,40.842,40.0014,31.6144,UP,1
2021-02-04,42.66,41.85,41.316,40.1114,31.7063,UP,1
2021-02-05,43.9,44.68,42.124,40.2336,31.8011,DOWN,0
2021-02-08,43.61,43.94,42.704,40.3278,31.8922,DOWN,0
2021-02-09,43.43,43.67,43.092,40.4248,31.978,DOWN,0
2021-02-10,43.04,43.46,43.328,40.5174,32.0654,UP,1
2021-02-11,43.54,42.96,43.504,40.6218,32.1521,UP,1
2021-02-12,44.37,43.55,43.598,40.743,32.2387,UP,1
2021-02-16,45.28,44.32,43.932,40.8832,32.3342,DOWN,0
2021-02-17,44.98,45.0,44.242,41.0186,32.4316,DOWN,0
2021-02-18,44.2,44.91,44.474,41.1296,32.5255,UP,1
2021-02-19,45.47,44.36,44.86,41.2802,32.622,UP,1
2021-02-22,46.68,45.58,45.322,41.4454,32.7303,DOWN,0
2021-02-23,46.43,46.51,45.552,41.5938,32.8302,DOWN,0
2021-02-24,46.41,46.49,45.838,41.7472,32.9324,DOWN,0
2021-02-25,45.36,46.66,46.07,41.8866,33.0373,DOWN,0
2021-02-26,45.15,45.22,46.006,42.0144,33.1468,UP,1
2021-03-01,46.27,45.82,45.924,42.1554,33.2618,DOWN,0
2021-03-02,45.78,46.33,45.794,42.2894,33.3741,DOWN,0
2021-03-03,45.34,45.56,45.58,42.4026,33.4869,DOWN,0
2021-03-04,43.85,45.09,45.278,42.4914,33.5861,UP,1
2021-03-05,44.84,44.35,45.216,42.5972,33.6904,UP,1
2021-03-08,44.9,45.34,44.942,42.7156,33.7894,DOWN,0
2021-03-09,44.71,45.03,44.728,42.8262,33.8902,UP,1
2021-03-10,47.0,45.02,45.06,42.9762,34.0025,DOWN,0
2021-03-11,46.86,47.25,45.662,43.1464,34.1086,UP,1
2021-03-12,46.9,47.0,46.074,43.3256,34.2141,DOWN,0
2021-03-15,46.83,46.86,46.46,43.4934,34.3133,DOWN,0
2021-03-16,46.17,46.83,46.752,43.6424,34.4076,UP,1
2021-03-17,47.26,46.2,46.804,43.8206,34.5098,DOWN,0
2021-03-18,46.96,47.25,46.824,43.9834,34.6046,UP,1
2021-03-19,47.07,46.73,46.858,44.1034,34.6974,UP,1
2021-03-22,47.3,47.6,46.952,44.2134,34.7831,DOWN,0
2021-03-23,45.85,46.69,46.888,44.2654,34.8591,UP,1
2021-03-24,46.19,46.17,46.674,44.3168,34.94,UP,1
2021-03-25,46.78,45.93,46.638,44.3608,35.0259,UP,1
2021-03-26,47.91,47.35,46.806,44.4364,35.1198,DOWN,0
2021-03-29,47.77,47.78,46.9,44.5076,35.2231,DOWN,0
2021-03-30,46.94,47.58,47.118,44.5714,35.3201,DOWN,0
2021-03-31,46.62,46.86,47.204,44.6332,35.4194,UP,1
2021-04-01,46.74,46.94,47.196,44.6948,35.514,UP,1
2021-04-05,47.04,46.88,47.022,44.8026,35.6124,UP,1
2021-04-06,47.74,47.1,47.016,44.9162,35.7137,DOWN,0
2021-04-07,46.75,47.8,46.978,45.0252,35.8118,UP,1
2021-04-08,46.93,46.51,47.04,45.1742,35.9086,UP,1
2021-04-09,47.13,47.27,47.118,45.343,36.0071,DOWN,0
2021-04-12,47.1,47.36,47.13,45.4792,36.1123,DOWN,0
2021-04-13,46.87,47.11,46.956,45.6194,36.2156,UP,1
2021-04-14,47.22,46.83,47.05,45.7496,36.3221,UP,1
2021-04-15,47.52,47.59,47.168,45.8702,36.429,DOWN,0
2021-04-16,47.5,47.97,47.242,45.983,36.5326,UP,1
2021-04-19,47.52,47.71,47.326,46.0802,36.635,DOWN,0
2021-04-20,46.96,47.36,47.344,46.1414,36.7319,UP,1
2021-04-21,48.28,46.88,47.556,46.2348,36.8357,DOWN,0
2021-04-22,48.08,48.34,47.668,46.3278,36.9404,UP,1
2021-04-23,48.63,48.09,47.894,46.4396,37.0542,UP,1
2021-04-26,48.87,48.72,48.164,46.5462,37.1698,UP,1
2021-04-27,49.16,48.79,48.604,46.642,37.2825,UP,1
2021-04-28,49.19,49.42,48.786,46.7202,37.3943,UP,1
2021-04-29,49.56,49.56,49.082,46.8118,37.5067,DOWN,0
2021-04-30,48.76,49.4,49.108,46.903,37.6108,UP,1
2021-05-03,49.73,49.23,49.28,46.9882,37.7198,UP,1
2021-05-04,49.79,49.0,49.406,47.0504,37.827,DOWN,0
2021-05-05,47.68,47.55,49.104,47.0754,37.9268,UP,1
2021-05-06,48.41,47.81,48.874,47.1154,38.0271,UP,1
2021-05-07,48.86,48.28,48.894,47.1854,38.1281,DOWN,0
2021-05-10,46.99,49.19,48.346,47.2222,38.2197,UP,1
2021-05-11,47.09,46.29,47.806,47.2386,38.3126,DOWN,0
2021-05-12,45.18,47.53,47.306,47.2266,38.3944,UP,1
2021-05-13,45.92,45.2,46.808,47.2382,38.4831,UP,1
2021-05-14,46.32,46.33,46.3,47.2876,38.5706,DOWN,0
2021-05-17,46.22,46.54,46.146,47.3152,38.6593,DOWN,0
2021-05-18,45.78,45.96,45.884,47.3328,38.7454,DOWN,0
2021-05-19,44.82,45.33,45.812,47.335,38.8269,DOWN,0
2021-05-20,44.13,44.79,45.454,47.2776,38.904,UP,1
2021-05-21,44.7,44.66,45.13,47.2344,38.9848,UP,1
2021-05-24,45.15,45.04,44.916,47.1994,39.0834,DOWN,0
2021-05-25,44.6,45.1,44.68,47.1548,39.1798,UP,1
2021-05-26,44.78,44.78,44.672,47.127,39.2766,UP,1
2021-05-27,45.18,45.3,44.882,47.0854,39.3686,UP,1
2021-05-28,45.5,45.42,45.042,47.0562,39.4643,UP,1
2021-06-01,45.97,46.0,45.206,47.0342,39.5596,DOWN,0
2021-06-02,45.66,46.11,45.418,47.0014,39.6485,UP,1
2021-06-03,45.98,45.32,45.658,47.004,39.7396,DOWN,0
2021-06-04,45.96,46.2,45.814,46.9994,39.8274,DOWN,0
2021-06-07,45.93,46.0,45.9,46.9824,39.9142,DOWN,0
2021-06-08,45.9,45.77,45.886,46.9422,39.9997,DOWN,0
2021-06-09,45.49,45.85,45.852,46.8966,40.085,DOWN,0
2021-06-10,44.56,45.94,45.568,46.849,40.1651,DOWN,0
2021-06-11,44.54,44.89,45.284,46.8074,40.2445,DOWN,0
2021-06-14,43.96,44.47,44.89,46.7518,40.3182,UP,1
2021-06-15,44.31,44.09,44.572,46.6972,40.3933,DOWN,0
2021-06-16,43.7,44.25,44.214,46.6164,40.4642,DOWN,0
2021-06-17,43.51,43.66,44.004,46.5516,40.539,DOWN,0
2021-06-18,42.71,42.74,43.638,46.4672,40.6053,UP,1
2021-06-21,43.41,43.15,43.528,46.3928,40.6717,UP,1
2021-06-22,43.49,43.47,43.364,46.3206,40.7421,UP,1
2021-06-23,43.57,43.48,43.338,46.2546,40.8134,UP,1
2021-06-24,44.35,43.84,43.506,46.1972,40.8936,DOWN,0
2021-06-25,44.16,44.65,43.796,46.13,40.9707,UP,1
2021-06-28,44.34,44.15,43.982,46.0668,41.0467,DOWN,0
2021-06-29,44.28,44.74,44.14,46.002,41.123,UP,1
2021-06-30,44.35,44.43,44.296,45.9498,41.1999,UP,1
2021-07-01,44.62,44.54,44.35,45.8766,41.2758,DOWN,0
2021-07-02,44.5,44.735,44.418,45.805,41.3521,DOWN,0
2021-07-06,44.09,44.45,44.368,45.7142,41.4247,DOWN,0
2021-07-07,43.38,43.76,44.188,45.6044,41.4966,DOWN,0
2021-07-08,42.9,42.94,43.898,45.4792,41.57,UP,1
2021-07-09,43.45,43.55,43.664,45.3644,41.6468,UP,1
2021-07-12,43.8,42.89,43.524,45.2492,41.7285,DOWN,0
2021-07-13,43.05,43.92,43.316,45.135,41.8056,DOWN,0
2021-07-14,42.67,43.1,43.174,44.9938,41.8771,DOWN,0
2021-07-15,42.42,42.4,43.078,44.8464,41.9443,DOWN,0
2021-07-16,41.81,42.49,42.75,44.729,42.0104,DOWN,0
2021-07-19,40.93,41.14,42.176,44.5794,42.071,UP,1
2021-07-20,41.73,40.91,41.912,44.4368,42.1363,UP,1
2021-07-21,42.21,42.25,41.82,44.3412,42.2005,UP,1
2021-07-22,42.27,42.34,41.79,44.2448,42.2613,DOWN,0
2021-07-23,42.13,42.46,41.854,44.1838,42.3215,UP,1
2021-07-26,42.35,42.26,42.138,44.1124,42.3806,UP,1
2021-07-27,42.53,42.0,42.298,44.0366,42.4316,UP,1
2021-07-28,42.82,42.67,42.42,43.9686,42.4785,UP,1
2021-07-29,43.22,43.27,42.61,43.9174,42.5267,DOWN,0
2021-07-30,42.78,42.81,42.74,43.8766,42.5721,DOWN,0
2021-08-02,42.48,43.0,42.766,43.8436,42.6154,UP,1
2021-08-03,43.07,42.6,42.874,43.811,42.6608,DOWN,0
2021-08-04,42.27,42.79,42.764,43.7534,42.7017,DOWN,0
2021-08-05,41.44,42.33,42.408,43.6902,42.7413,UP,1
2021-08-06,44.76,44.0,42.804,43.6898,42.7998,UP,1
2021-08-09,45.18,44.86,43.344,43.6898,42.8612,UP,1
2021-08-10,45.63,45.16,43.856,43.6924,42.9237,UP,1
2021-08-11,45.74,45.65,44.55,43.6878,42.9865,UP,1
2021-08-12,46.06,45.61,45.474,43.6958,43.0533,DOWN,0
2021-08-13,45.99,46.14,45.72,43.696,43.1215,DOWN,0
2021-08-16,45.17,45.5,45.718,43.6802,43.1881,DOWN,0
2021-08-17,45.07,45.0,45.606,43.663,43.2509,DOWN,0
2021-08-18,43.94,44.82,45.246,43.6238,43.3057,DOWN,0
2021-08-19,42.55,43.26,44.544,43.565,43.3511,DOWN,0
2021-08-20,41.94,42.49,43.734,43.5126,43.3961,UP,1
2021-08-23,41.95,42.17,43.09,43.4608,43.442,UP,1
2021-08-24,42.55,42.01,42.586,43.4326,43.485,UP,1
2021-08-25,43.78,42.47,42.554,43.422,43.5354,UP,1
2021-08-26,43.99,43.85,42.842,43.4278,43.5822,UP,1
2021-08-27,44.18,44.23,43.29,43.4412,43.6219,DOWN,0
2021-08-30,43.76,44.27,43.652,43.4622,43.6576,UP,1
2021-08-31,43.97,43.89,43.936,43.4734,43.7021,UP,1
2021-09-01,44.38,44.36,44.056,43.4912,43.744,UP,1
2021-09-02,44.92,44.44,44.242,43.5182,43.7814,DOWN,0
2021-09-03,44.92,44.81,44.39,43.5296,43.8209,DOWN,0
2021-09-07,44.33,44.62,44.504,43.533,43.8591,DOWN,0
2021-09-08,44.14,44.34,44.538,43.529,43.895,DOWN,0
2021-09-09,43.58,43.92,44.378,43.515,43.9271,DOWN,0
2021-09-10,43.42,44.12,44.078,43.4964,43.9553,DOWN,0
2021-09-13,43.14,43.6,43.722,43.4668,43.9765,DOWN,0
2021-09-14,42.26,43.36,43.308,43.422,43.9949,UP,1
2021-09-15,42.97,42.3,43.074,43.3996,44.0177,DOWN,0
2021-09-16,42.58,42.9,42.874,43.3836,44.039,DOWN,0
2021-09-17,41.87,42.45,42.564,43.363,44.0568,DOWN,0
2021-09-20,41.49,41.0,42.234,43.3238,44.0729,DOWN,0
2021-09-21,41.4,41.67,42.062,43.2758,44.0888,UP,1
2021-09-22,41.94,41.88,41.856,43.2536,44.1053,UP,1
2021-09-23,42.41,42.2,41.822,43.2484,44.1276,DOWN,0
2021-09-24,42.31,42.25,41.91,43.2462,44.1471,UP,1
2021-09-27,43.46,42.37,42.304,43.2792,44.1693,DOWN,0
2021-09-28,43.04,43.58,42.632,43.3214,44.1908,DOWN,0
2021-09-29,42.86,43.18,42.816,43.344,44.2132,DOWN,0
2021-09-30,42.08,42.9,42.75,43.3414,44.2298,UP,1
2021-10-01,43.5,42.35,42.988,43.366,44.2512,DOWN,0
2021-10-04,42.55,43.6,42.806,43.3744,44.2685,UP,1
2021-10-05,43.46,42.69,42.89,43.3966,44.2874,DOWN,0
2021-10-06,42.0,42.85,42.718,43.386,44.3004,UP,1
2021-10-07,42.49,42.47,42.8,43.3794,44.3151,UP,1
2021-10-08,42.78,42.76,42.656,43.3706,44.3341,DOWN,0
2021-10-11,42.46,42.93,42.638,43.3642,44.3505,DOWN,0
2021-10-12,41.95,42.21,42.336,43.3536,44.3627,UP,1
2021-10-13,42.24,42.32,42.384,43.337,44.3822,UP,1
2021-10-14,43.37,42.59,42.56,43.359,44.4093,UP,1
2021-10-15,43.51,43.68,42.706,43.4004,44.4347,DOWN,0
2021-10-18,43.28,42.425,42.87,43.3708,44.4575,UP,1
2021-10-19,43.63,43.51,43.206,43.3398,44.4839,UP,1
2021-10-20,44.13,43.55,43.584,43.3098,44.5104,DOWN,0
2021-10-21,42.71,43.83,43.452,43.2492,44.5186,UP,1
2021-10-22,42.75,42.75,43.3,43.183,44.5234,DOWN,0
2021-10-25,42.52,42.99,43.148,43.1136,44.5197,UP,1
2021-10-26,42.71,42.65,42.964,43.0644,44.5152,DOWN,0
2021-10-27,42.11,42.46,42.56,43.0052,44.5028,UP,1
2021-10-28,43.04,42.19,42.626,42.9872,44.4974,UP,1
2021-10-29,43.15,42.91,42.706,42.9992,44.4921,DOWN,0
2021-11-01,43.01,43.17,42.804,43.0206,44.4884,DOWN,0
2021-11-02,42.84,43.05,42.83,43.0384,44.4849,UP,1
2021-11-03,44.81,42.62,43.37,43.0836,44.4907,UP,1
2021-11-04,47.4,45.5,44.242,43.156,44.5194,UP,1
2021-11-05,47.6,47.68,45.132,43.2282,44.5471,DOWN,0
2021-11-08,46.54,47.91,45.838,43.2754,44.5733,UP,1
2021-11-09,47.85,46.62,46.84,43.3572,44.6152,DOWN,0
2021-11-10,47.68,47.45,47.414,43.4314,44.6601,UP,1
2021-11-11,47.69,47.61,47.472,43.4976,44.6971,UP,1
2021-11-12,48.7,47.9,47.692,43.5732,44.7413,DOWN,0
2021-11-15,48.37,49.065,48.058,43.6422,44.7797,UP,1
2021-11-16,48.43,48.87,48.174,43.7242,44.8144,DOWN,0
2021-11-17,48.35,48.23,48.308,43.8084,44.8468,UP,1
2021-11-18,48.67,48.58,48.504,43.9102,44.8769,DOWN,0
2021-11-19,47.81,48.33,48.326,43.998,44.8964,DOWN,0
2021-11-22,47.55,47.95,48.162,44.0862,44.9161,UP,1
2021-11-23,47.9,47.7,48.056,44.199,44.9384,DOWN,0
2021-11-24,47.57,47.54,47.9,44.291,44.9611,DOWN,0
2021-11-26,46.83,46.2,47.532,44.376,44.9775,DOWN,0
2021-11-29,46.59,47.295,47.288,44.4704,44.9886,DOWN,0
2021-11-30,45.0,46.3,46.778,44.5406,44.9872,DOWN,0
2021-12-01,44.66,45.78,46.13,44.6058,44.9856,UP,1
2021-12-02,46.19,44.98,45.854,44.6908,44.9956,DOWN,0
2021-12-03,46.04,46.25,45.696,44.7634,44.9984,UP,1
2021-12-06,47.1,46.64,45.798,44.8592,45.0005,UP,1
2021-12-07,47.75,47.68,46.348,44.945,45.0071,UP,1
2021-12-08,48.11,48.09,47.038,45.0464,45.0156,DOWN,0
2021-12-09,48.03,47.8,47.406,45.1498,45.029,DOWN,0
2021-12-10,47.96,48.4,47.79,45.2674,45.043,DOWN,0
2021-12-13,46.63,47.6,47.696,45.33,45.0448,DOWN,0
2021-12-14,46.31,46.54,47.408,45.4052,45.0475,DOWN,0
2021-12-15,46.09,46.26,47.004,45.4578,45.0512,UP,1
2021-12-16,46.98,46.44,46.794,45.5574,45.0669,DOWN,0
2021-12-17,46.08,47.14,46.418,45.6292,45.0731,DOWN,0
2021-12-20,44.76,45.68,46.044,45.6688,45.0724,UP,1
2021-12-21,45.82,45.27,45.946,45.736,45.0779,UP,1
2021-12-22,45.93,45.85,45.914,45.8156,45.0726,UP,1
2021-12-23,46.44,46.02,45.806,45.8996,45.0705,UP,1
2021-12-27,47.01,46.39,45.992,45.9724,45.071,UP,1
2021-12-28,47.38,46.94,46.516,46.0498,45.0738,DOWN,0
2021-12-29,47.35,47.21,46.822,46.1312,45.0797,DOWN,0
2021-12-30,47.12,47.5,47.06,46.201,45.079,UP,1
2021-12-31,47.28,46.94,47.228,46.264,45.0806,DOWN,0
2022-01-03,46.9,47.4,47.206,46.3478,45.0797,UP,1
2022-01-04,47.77,47.11,47.284,46.4482,45.0821,DOWN,0
2022-01-05,47.24,48.02,47.262,46.5426,45.089,UP,1
2022-01-06,47.9,47.54,47.418,46.6464,45.0976,UP,1
2022-01-07,48.42,47.9,47.646,46.7726,45.1058,DOWN,0
2022-01-10,47.39,48.3,47.744,46.8596,45.1032,UP,1
2022-01-11,48.41,47.51,47.872,46.9648,45.1064,UP,1
2022-01-12,48.86,48.97,48.196,47.0818,45.116,UP,1
2022-01-13,48.9,48.82,48.396,47.203,45.1274,DOWN,0
2022-01-14,48.6,48.32,48.432,47.2788,45.1367,DOWN,0
2022-01-18,48.14,48.14,48.582,47.2936,45.1422,DOWN,0
2022-01-19,47.22,48.43,48.344,47.286,45.1396,DOWN,0
2022-01-20,46.54,47.5,47.88,47.286,45.1385,DOWN,0
2022-01-21,45.44,46.17,47.188,47.2378,45.1311,UP,1
2022-01-24,46.07,44.7,46.682,47.2056,45.1258,DOWN,0
2022-01-25,46.05,45.04,46.264,47.1728,45.1205,DOWN,0
2022-01-26,46.01,46.44,46.022,47.119,45.1162,UP,1
2022-01-27,46.84,46.48,46.082,47.0884,45.1143,UP,1
2022-01-28,47.46,46.76,46.486,47.069,45.114,UP,1
2022-01-31,48.08,47.44,46.888,47.0636,45.1169,DOWN,0
2022-02-01,47.93,47.95,47.264,47.0488,45.119,UP,1
2022-02-02,48.13,47.87,47.688,47.0552,45.1248,UP,1
2022-02-03,48.53,48.04,48.026,47.0748,45.1261,UP,1
2022-02-04,50.25,48.25,48.584,47.1218,45.1369,DOWN,0
2022-02-07,49.55,50.35,48.878,47.1614,45.1415,UP,1
2022-02-08,50.37,49.65,49.366,47.2322,45.149,UP,1
2022-02-09,51.54,50.85,50.048,47.3312,45.1609,DOWN,0
2022-02-10,50.95,51.3,50.532,47.4502,45.1697,UP,1
2022-02-11,51.05,50.93,50.692,47.578,45.1772,DOWN,0
2022-02-14,50.9,51.2,50.962,47.6722,45.1879,DOWN,0
2022-02-15,50.89,50.44,51.066,47.7692,45.1937,UP,1
2022-02-16,51.46,51.28,51.05,47.8564,45.202,DOWN,0
2022-02-17,51.27,50.855,51.114,47.9268,45.22,DOWN,0
2022-02-18,50.7,51.49,51.044,47.9786,45.2314,DOWN,0
2022-02-22,50.67,50.72,50.998,48.0314,45.2405,DOWN,0
2022-02-23,50.42,50.99,50.904,48.0806,45.2576,DOWN,0
2022-02-24,50.05,49.6,50.622,48.149,45.2724,UP,1
2022-02-25,51.84,50.29,50.736,48.2596,45.3057,UP,1
2022-02-28,52.03,51.01,51.002,48.3784,45.3363,DOWN,0
2022-03-01,50.37,52.12,50.942,48.4462,45.3565,UP,1
2022-03-02,51.3,50.83,51.118,48.5506,45.3819,UP,1
2022-03-03,51.52,51.65,51.412,48.6858,45.4106,DOWN,0
2022-03-04,51.48,51.04,51.34,48.799,45.4439,DOWN,0
2022-03-07,51.22,51.89,51.178,48.9048,45.4794,DOWN,0
2022-03-08,50.08,51.06,51.12,48.9776,45.5063,UP,1
2022-03-09,51.53,50.41,51.166,49.068,45.5382,UP,1
2022-03-10,53.59,51.05,51.58,49.1922,45.5831,UP,1
2022-03-11,53.65,53.84,52.014,49.3182,45.6275,UP,1
2022-03-14,54.21,53.94,52.612,49.46,45.6726,UP,1
2022-03-15,54.99,54.12,53.594,49.6142,45.7201,DOWN,0
2022-03-16,54.76,55.49,54.24,49.7714,45.764,UP,1
2022-03-17,55.79,54.41,54.68,49.9318,45.8147,UP,1
2022-03-18,55.85,55.8,55.12,50.104,45.864,UP,1
2022-03-21,56.95,56.19,55.668,50.285,45.919,DOWN,0
2022-03-22,56.48,57.25,55.966,50.4462,45.9717,UP,1
2022-03-23,57.41,57.17,56.496,50.6466,46.0293,UP,1
2022-03-24,58.49,57.65,57.036,50.8482,46.0943,UP,1
2022-03-25,59.79,58.52,57.824,51.0668,46.1704,DOWN,0
2022-03-28,59.03,59.34,58.24,51.2694,46.2429,DOWN,0
2022-03-29,58.03,57.85,58.55,51.458,46.3132,UP,1
2022-03-30,58.37,58.53,58.742,51.6626,46.3835,DOWN,0
2022-03-31,57.48,58.04,58.54,51.8678,46.4524,UP,1
2022-04-01,58.29,57.91,58.24,52.1028,46.5263,UP,1
2022-04-04,58.67,58.33,58.168,52.3674,46.6061,DOWN,0
2022-04-05,58.28,58.8,58.218,52.6116,46.6805,DOWN,0
2022-04-06,58.05,58.2,58.154,52.8516,46.7533,UP,1
2022-04-07,58.49,58.22,58.356,53.1012,46.8279,UP,1
2022-04-08,59.64,59.2,58.626,53.3572,46.9043,UP,1
2022-04-11,59.75,59.75,58.842,53.603,46.9823,UP,1
2022-04-12,60.63,59.84,59.312,53.854,47.0637,UP,1
2022-04-13,60.95,60.84,59.892,54.1144,47.1471,UP,1
2022-04-14,61.01,61.33,60.396,54.372,47.2304,DOWN,0
2022-04-18,60.95,61.03,60.658,54.6204,47.312,UP,1
2022-04-19,61.14,61.35,60.936,54.8382,47.3952,UP,1
2022-04-20,61.32,61.56,61.074,55.0736,47.4814,DOWN,0
2022-04-21,60.21,61.88,60.926,55.2704,47.5655,DOWN,0
2022-04-22,57.68,59.84,60.26,55.3932,47.6394,DOWN,0
2022-04-25,57.3,56.89,59.53,55.5202,47.7087,DOWN,0
2022-04-26,56.63,57.24,58.628,55.6318,47.7728,UP,1
2022-04-27,57.22,56.93,57.808,55.7582,47.8437,UP,1
2022-04-28,57.82,57.71,57.33,55.8968,47.9194,DOWN,0
2022-04-29,57.69,58.07,57.332,56.0214,47.9958,DOWN,0
2022-05-02,57.34,57.77,57.34,56.1428,48.0734,DOWN,0
2022-05-03,57.26,57.41,57.466,56.274,48.1551,UP,1
2022-05-04,59.14,57.52,57.85,56.4434,48.2421,DOWN,0
2022-05-05,58.04,56.35,57.894,56.5958,48.3213,DOWN,0
2022-05-06,55.74,57.14,57.504,56.7096,48.3886,DOWN,0
2022-05-09,53.08,55.035,56.652,56.7344,48.4434,DOWN,0
2022-05-10,52.82,54.25,55.764,56.7502,48.4957,UP,1
2022-05-11,53.6,52.8,54.656,56.8148,48.5511,UP,1
2022-05-12,54.05,53.03,53.858,56.8698,48.6072,UP,1
2022-05-13,55.47,54.48,53.804,56.9488,48.6685,UP,1
2022-05-16,56.54,55.41,54.496,57.05,48.7373,UP,1
2022-05-17,57.61,57.28,55.454,57.1778,48.8129,DOWN,0
2022-05-18,57.09,57.036,56.152,57.318,48.883,UP,1
2022-05-19,59.0,56.48,57.142,57.4674,48.9667,UP,1
2022-05-20,59.23,59.47,57.894,57.5802,49.0556,UP,1
2022-05-23,60.91,59.85,58.768,57.7254,49.1364,UP,1
2022-05-24,62.09,60.66,59.664,57.883,49.2209,DOWN,0
2022-05-25,62.01,61.67,60.648,58.0234,49.3028,UP,1
2022-05-26,63.17,62.52,61.482,58.1916,49.39,DOWN,0
2022-05-27,62.91,62.94,62.218,58.334,49.4742,DOWN,0
2022-05-31,62.62,62.98,62.56,58.4694,49.5574,DOWN,0
2022-06-01,62.33,63.01,62.608,58.577,49.6432,UP,1
2022-06-02,62.54,62.72,62.714,58.6982,49.7305,DOWN,0
2022-06-03,62.0,62.5,62.48,58.79,49.8208,DOWN,0
2022-06-06,61.72,62.2,62.242,58.8546,49.9167,UP,1
2022-06-07,62.38,61.35,62.194,58.9064,50.0189,DOWN,0
2022-06-08,62.0,61.86,62.128,58.9658,50.1191,DOWN,0
2022-06-09,61.08,61.47,61.836,59.0268,50.2118,DOWN,0
2022-06-10,57.98,60.16,61.032,59.019,50.2828,DOWN,0
2022-06-13,56.24,56.62,59.936,58.9942,50.344,UP,1
2022-06-14,56.39,56.24,58.738,58.9562,50.4051,DOWN,0
2022-06-15,55.53,56.87,57.444,58.8934,50.4639,DOWN,0
2022-06-16,54.04,54.6,56.036,58.8086,50.5143,DOWN,0
2022-06-17,53.22,54.12,55.084,58.712,50.5585,UP,1
2022-06-21,55.37,54.46,54.91,58.6496,50.6107,DOWN,0
2022-06-22,53.43,53.71,54.318,58.5254,50.6533,DOWN,0
2022-06-23,50.93,53.25,53.398,58.349,50.6863,UP,1
2022-06-24,53.56,51.43,53.302,58.2076,50.7334,UP,1
2022-06-27,54.24,53.71,53.506,58.0734,50.7867,UP,1
2022-06-28,54.27,54.89,53.286,57.9386,50.8409,UP,1
2022-06-29,54.53,54.49,53.506,57.8102,50.8979,DOWN,0
2022-06-30,54.14,53.9,54.148,57.6702,50.9573,DOWN,0
2022-07-01,54.12,53.62,54.26,57.5262,51.0131,DOWN,0
2022-07-05,52.1,52.79,53.832,57.364,51.0607,DOWN,0
2022-07-06,52.04,52.13,53.386,57.2512,51.1115,UP,1
2022-07-07,52.85,53.49,53.05,57.1622,51.1683,DOWN,0
2022-07-08,52.73,53.08,52.768,57.0842,51.225,UP,1
2022-07-11,52.91,52.16,52.526,56.998,51.2798,DOWN,0
2022-07-12,52.56,52.63,52.618,56.8928,51.3306,DOWN,0
2022-07-13,51.97,51.87,52.604,56.7784,51.3789,DOWN,0
2022-07-14,51.49,51.32,52.332,56.6614,51.419,UP,1
2022-07-15,52.0,52.31,52.186,56.5562,51.4638,UP,1
2022-07-18,52.24,52.56,52.052,56.4182,51.5107,UP,1
2022-07-19,53.74,52.68,52.288,56.3322,51.569,UP,1
2022-07-20,54.02,53.41,52.698,56.2978,51.6216,DOWN,0
2022-07-21,53.88,53.62,53.176,56.3138,51.6783,UP,1
2022-07-22,54.01,54.05,53.578,56.3376,51.731,UP,1
2022-07-25,55.47,54.62,54.224,56.375,51.7984,DOWN,0
2022-07-26,55.46,55.65,54.568,56.4032,51.8632,UP,1
2022-07-27,56.61,55.91,55.086,56.426,51.9324,UP,1
2022-07-28,56.96,56.805,55.702,56.4344,52.0049,UP,1
2022-07-29,57.55,57.43,56.41,56.4332,52.0828,DOWN,0
2022-08-01,56.9,57.0,56.696,56.4294,52.1561,DOWN,0
2022-08-02,55.74,56.84,56.752,56.3642,52.218,DOWN,0
2022-08-03,55.7,56.1,56.57,56.2936,52.2789,DOWN,0
2022-08-04,55.22,55.59,56.222,56.1798,52.3386,UP,1
2022-08-05,57.9,56.97,56.292,56.096,52.41,UP,1
2022-08-08,59.09,59.31,56.73,56.0376,52.4848,UP,1
2022-08-09,59.72,59.13,57.526,55.9686,52.5698,UP,1
2022-08-10,60.09,60.71,58.404,55.9122,52.6565,UP,1
2022-08-11,60.27,60.49,59.414,55.8652,52.7453,UP,1
2022-08-12,61.76,60.47,60.186,55.8538,52.8405,DOWN,0
2022-08-15,61.61,60.86,60.69,55.8352,52.9381,UP,1
