ticker,DE US Equity,DE US Equity,DE US Equity,DE US Equity,DE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-01-08,31.87,32.475,26.1037,31.923,31.1457,DOWN,0
2004-01-09,31.715,31.8,26.1622,31.836,31.1971,UP,1
2004-01-12,32.375,31.825,26.2245,31.872,31.2508,UP,1
2004-01-13,32.585,32.415,26.2883,32.129,31.301,UP,1
2004-01-14,32.805,32.59,26.3542,32.27,31.3509,UP,1
2004-01-15,33.015,32.85,26.4207,32.499,31.4067,DOWN,0
2004-01-16,32.43,32.975,26.4791,32.642,31.4433,DOWN,0
2004-01-20,32.315,32.5,26.537,32.63,31.4762,UP,1
2004-01-21,32.935,32.315,26.5987,32.7,31.5157,UP,1
2004-01-22,33.2,33.0,26.6616,32.779,31.5715,DOWN,0
2004-01-23,33.165,33.3,26.7225,32.809,31.6308,UP,1
2004-01-26,33.5,33.165,26.7873,33.023,31.7014,DOWN,0
2004-01-27,32.95,33.5,26.8487,33.15,31.7438,DOWN,0
2004-01-28,31.93,32.9,26.906,32.949,31.7527,DOWN,0
2004-01-29,31.055,32.2,26.9584,32.52,31.7535,UP,1
2004-01-30,31.3,31.075,27.0127,32.147,31.7742,DOWN,0
2004-02-02,31.24,31.3,27.0684,31.695,31.7941,DOWN,0
2004-02-03,30.975,31.15,27.1191,31.3,31.8122,DOWN,0
2004-02-04,30.495,30.575,27.1685,31.013,31.8255,UP,1
2004-02-05,30.69,30.4,27.2152,30.94,31.843,UP,1
2004-02-06,31.005,30.8,27.2627,30.881,31.8611,DOWN,0
2004-02-09,30.52,31.3,27.3082,30.737,31.8571,UP,1
2004-02-10,30.55,30.8,27.3542,30.652,31.8571,UP,1
2004-02-11,32.25,30.55,27.4067,31.003,31.8898,UP,1
2004-02-12,32.38,32.225,27.4594,31.341,31.9206,DOWN,0
2004-02-13,32.005,32.475,27.5094,31.541,31.9542,UP,1
2004-02-17,33.5,33.55,27.5687,32.137,32.0162,DOWN,0
2004-02-18,33.325,33.5,27.6255,32.692,32.0732,DOWN,0
2004-02-19,33.115,33.495,27.6811,32.865,32.1154,DOWN,0
2004-02-20,32.66,33.275,27.7344,32.921,32.1451,UP,1
2004-02-23,32.695,32.875,27.7872,33.059,32.1786,DOWN,0
2004-02-24,32.295,32.575,27.8395,32.818,32.2096,UP,1
2004-02-25,32.465,32.34,27.8906,32.646,32.2337,UP,1
2004-02-26,32.85,32.485,27.9431,32.593,32.2673,DOWN,0
2004-02-27,32.115,32.195,27.9932,32.484,32.2844,UP,1
2004-03-01,32.655,32.525,28.0453,32.476,32.2974,DOWN,0
2004-03-02,32.475,32.68,28.096,32.512,32.2912,UP,1
2004-03-03,32.53,32.48,28.1477,32.525,32.2753,DOWN,0
2004-03-04,32.45,32.515,28.2009,32.445,32.2533,UP,1
2004-03-05,32.91,32.125,28.2569,32.604,32.2415,UP,1
2004-03-08,32.925,32.915,28.313,32.658,32.2296,UP,1
2004-03-09,33.355,33.225,28.3691,32.834,32.2517,DOWN,0
2004-03-10,31.895,33.36,28.4194,32.707,32.2464,DOWN,0
2004-03-11,30.965,31.575,28.4643,32.41,32.2207,UP,1
2004-03-12,32.305,31.375,28.5171,32.289,32.2202,DOWN,0
2004-03-15,31.875,32.18,28.5696,32.079,32.2072,UP,1
2004-03-16,32.395,32.25,28.6224,31.887,32.2121,UP,1
2004-03-17,33.235,32.515,28.6776,32.155,32.2329,DOWN,0
2004-03-18,33.075,33.155,28.7302,32.577,32.2684,UP,1
2004-03-19,33.095,33.15,28.7818,32.735,32.2883,DOWN,0
2004-03-22,32.48,32.675,28.8295,32.856,32.3005,UP,1
2004-03-23,33.01,32.625,28.8806,32.979,32.3264,DOWN,0
2004-03-24,32.985,32.97,28.9328,32.929,32.3386,UP,1
2004-03-25,33.46,33.125,28.9877,33.006,32.3561,UP,1
2004-03-26,34.115,33.46,29.0437,33.21,32.3823,UP,1
2004-03-29,34.93,34.425,29.1027,33.7,32.4206,UP,1
2004-03-30,34.97,35.525,29.1632,34.092,32.4714,DOWN,0
2004-03-31,34.655,34.95,29.2169,34.426,32.5182,DOWN,0
2004-04-01,34.575,34.7,29.2697,34.649,32.551,UP,1
2004-04-02,35.09,34.9,29.3269,34.844,32.5888,UP,1
2004-04-05,35.86,35.05,29.3898,35.03,32.6427,UP,1
2004-04-06,36.47,35.755,29.455,35.33,32.7021,DOWN,0
2004-04-07,36.41,36.4,29.5196,35.681,32.7713,UP,1
2004-04-08,36.67,36.525,29.5859,36.1,32.8661,UP,1
2004-04-12,36.875,36.67,29.655,36.457,32.9825,DOWN,0
2004-04-13,36.425,36.975,29.7222,36.57,33.085,DOWN,0
2004-04-14,36.285,36.125,29.7896,36.533,33.1859,DOWN,0
2004-04-15,36.185,36.33,29.8562,36.488,33.2901,UP,1
2004-04-16,36.655,36.45,29.9243,36.485,33.4133,UP,1
2004-04-19,36.71,36.3,29.9916,36.452,33.5337,DOWN,0
2004-04-20,35.925,36.75,30.0557,36.352,33.6321,DOWN,0
2004-04-21,35.76,35.75,30.1185,36.247,33.7369,UP,1
2004-04-22,37.425,36.125,30.1904,36.495,33.8744,DOWN,0
2004-04-23,35.6,37.0,30.2555,36.284,33.9414,DOWN,0
2004-04-26,35.13,35.725,30.3186,35.968,33.9964,UP,1
2004-04-27,35.565,35.5,30.3811,35.896,34.0676,DOWN,0
2004-04-28,34.51,35.45,30.4387,35.646,34.0878,DOWN,0
2004-04-29,33.845,34.7,30.4954,34.93,34.0982,UP,1
2004-04-30,34.02,34.0,30.5545,34.614,34.1163,UP,1
2004-05-03,34.46,34.25,30.6124,34.48,34.1523,UP,1
2004-05-04,34.655,34.46,30.6692,34.298,34.1915,DOWN,0
2004-05-05,34.475,34.66,30.7268,34.291,34.2351,DOWN,0
2004-05-06,34.0,34.35,30.7763,34.322,34.2658,DOWN,0
2004-05-07,33.435,33.89,30.8236,34.205,34.2775,DOWN,0
2004-05-10,32.35,32.355,30.8657,33.783,34.2822,UP,1
2004-05-11,32.45,32.685,30.9033,33.342,34.2781,DOWN,0
2004-05-12,32.32,32.52,30.9414,32.911,34.275,UP,1
2004-05-13,33.35,32.205,30.9829,32.781,34.2914,UP,1
2004-05-14,33.43,33.25,31.0247,32.78,34.311,DOWN,0
2004-05-17,33.0,32.925,31.0627,32.91,34.3128,DOWN,0
2004-05-18,32.38,33.25,31.0978,32.896,34.3019,DOWN,0
2004-05-19,32.1,32.54,31.1321,32.852,34.2768,DOWN,0
2004-05-20,31.56,32.105,31.1666,32.494,34.2701,DOWN,0
2004-05-21,31.45,31.625,31.2015,32.098,34.2798,UP,1
2004-05-24,31.93,31.725,31.2366,31.884,34.2723,UP,1
2004-05-25,32.215,31.71,31.2698,31.851,34.2791,UP,1
2004-05-26,32.525,32.25,31.3049,31.936,34.2817,UP,1
2004-05-27,32.825,32.55,31.3353,32.189,34.2735,UP,1
2004-05-28,32.85,32.825,31.362,32.469,34.269,UP,1
2004-06-01,33.365,32.8,31.3912,32.756,34.2744,UP,1
2004-06-02,33.675,33.49,31.4219,33.048,34.2983,DOWN,0
2004-06-03,33.28,33.575,31.4483,33.199,34.3037,UP,1
2004-06-04,33.58,33.525,31.4759,33.35,34.3156,UP,1
2004-06-07,34.45,33.7,31.5066,33.67,34.3354,DOWN,0
2004-06-08,33.845,34.425,31.5307,33.766,34.33,DOWN,0
2004-06-09,33.485,33.93,31.5554,33.728,34.3011,UP,1
2004-06-10,33.62,33.575,31.5829,33.796,34.2741,UP,1
2004-06-14,33.675,33.705,31.6115,33.815,34.2545,UP,1
2004-06-15,34.325,34.395,31.6434,33.79,34.2495,DOWN,0
2004-06-16,34.025,34.4,31.6732,33.826,34.2282,UP,1
2004-06-17,34.26,33.775,31.7033,33.981,34.1962,UP,1
2004-06-18,34.585,34.025,31.7363,34.174,34.1585,DOWN,0
2004-06-21,34.16,34.575,31.7684,34.271,34.1135,UP,1
2004-06-22,34.53,34.165,31.8008,34.312,34.0707,UP,1
2004-06-23,34.65,34.425,31.8351,34.437,34.0262,DOWN,0
2004-06-24,34.62,34.645,31.8674,34.509,33.9901,UP,1
2004-06-25,34.88,34.745,31.902,34.568,33.962,DOWN,0
2004-06-28,33.79,34.865,31.9344,34.494,33.9141,UP,1
2004-06-29,34.6,33.875,31.9728,34.508,33.873,UP,1
2004-06-30,35.07,34.7,32.0131,34.592,33.8402,DOWN,0
2004-07-01,33.93,34.995,32.0477,34.454,33.8003,DOWN,0
2004-07-02,33.35,33.93,32.077,34.148,33.7521,UP,1
2004-07-06,33.47,33.35,32.1067,34.084,33.673,DOWN,0
2004-07-07,32.775,33.35,32.1303,33.719,33.6165,DOWN,0
2004-07-08,32.42,32.775,32.1532,33.189,33.5623,UP,1
2004-07-09,32.55,32.525,32.179,32.913,33.502,DOWN,0
2004-07-12,32.45,32.55,32.2043,32.733,33.4608,UP,1
2004-07-13,32.695,32.625,32.2333,32.578,33.4378,DOWN,0
2004-07-14,32.64,32.58,32.2628,32.551,33.4102,UP,1
2004-07-15,32.97,32.725,32.297,32.661,33.3804,DOWN,0
2004-07-16,32.95,33.45,32.33,32.741,33.3463,DOWN,0
2004-07-19,32.57,32.875,32.3596,32.765,33.3082,DOWN,0
2004-07-20,32.49,32.68,32.3828,32.724,33.278,DOWN,0
2004-07-21,31.785,32.65,32.4019,32.553,33.245,DOWN,0
2004-07-22,31.1,31.025,32.417,32.179,33.22,DOWN,0
2004-07-23,30.935,31.135,32.4317,31.776,33.1897,DOWN,0
2004-07-26,30.69,31.025,32.4442,31.4,33.1571,DOWN,0
2004-07-27,30.65,30.695,32.4562,31.032,33.1031,UP,1
2004-07-28,31.41,30.75,32.4686,30.957,33.0627,UP,1
2004-07-29,31.52,31.485,32.4826,31.041,33.0331,DOWN,0
2004-07-30,31.405,31.545,32.4953,31.135,33.0136,DOWN,0
2004-08-02,31.395,31.28,32.5077,31.276,32.9995,DOWN,0
2004-08-03,31.245,31.295,32.5168,31.395,32.9932,DOWN,0
2004-08-04,31.03,31.155,32.5296,31.319,32.9848,DOWN,0
2004-08-05,29.925,31.0,32.5369,31.0,32.9447,DOWN,0
2004-08-06,28.8,29.05,32.5393,30.479,32.8764,UP,1
2004-08-09,29.19,29.35,32.5439,30.038,32.8097,UP,1
2004-08-10,30.325,29.5,32.5543,29.854,32.7597,UP,1
2004-08-11,30.535,30.325,32.565,29.755,32.7134,DOWN,0
2004-08-12,29.955,30.45,32.5721,29.761,32.6452,DOWN,0
2004-08-13,29.69,30.01,32.5775,29.939,32.5655,UP,1
2004-08-16,30.51,29.975,32.5843,30.203,32.5101,DOWN,0
2004-08-17,30.075,31.25,32.5863,30.153,32.44,UP,1
2004-08-18,30.325,30.085,32.5875,30.111,32.3575,UP,1
2004-08-19,30.335,30.35,32.5876,30.187,32.2873,UP,1
2004-08-20,30.77,30.405,32.5904,30.403,32.233,UP,1
2004-08-23,30.92,30.985,32.592,30.485,32.179,UP,1
2004-08-24,31.15,31.25,32.5944,30.7,32.1285,UP,1
2004-08-25,31.5,31.05,32.5971,30.935,32.072,DOWN,0
2004-08-26,31.35,31.515,32.6018,31.138,32.0185,DOWN,0
2004-08-27,31.335,31.4,32.6074,31.251,31.96,DOWN,0
2004-08-30,31.32,31.25,32.6142,31.331,31.8947,UP,1
2004-08-31,31.635,31.5,32.6182,31.428,31.8442,UP,1
2004-09-01,31.66,31.635,32.6191,31.46,31.7868,UP,1
2004-09-02,31.95,31.725,32.6238,31.58,31.7328,DOWN,0
2004-09-03,31.65,31.95,32.6307,31.643,31.6734,UP,1
2004-09-07,32.14,31.95,32.6402,31.807,31.6186,DOWN,0
2004-09-08,32.11,32.05,32.6504,31.902,31.585,DOWN,0
2004-09-09,32.055,32.345,32.6615,31.981,31.5341,DOWN,0
2004-09-10,31.725,31.94,32.671,31.936,31.4672,DOWN,0
2004-09-13,31.71,31.805,32.6791,31.948,31.4228,UP,1
2004-09-14,32.21,31.75,32.6865,31.962,31.4,DOWN,0
2004-09-15,32.205,32.21,32.6948,31.981,31.3747,UP,1
2004-09-16,32.495,32.205,32.7042,32.069,31.3691,UP,1
2004-09-17,32.505,32.825,32.7125,32.225,31.3708,DOWN,0
2004-09-20,32.05,32.5,32.7212,32.293,31.3608,DOWN,0
2004-09-21,32.035,32.145,32.7293,32.258,31.3525,DOWN,0
2004-09-22,31.51,31.925,32.7345,32.119,31.3288,DOWN,0
2004-09-23,31.165,31.575,32.7353,31.853,31.2993,UP,1
2004-09-24,31.35,31.25,32.7362,31.622,31.2669,DOWN,0
2004-09-27,30.85,31.325,32.7353,31.382,31.2249,UP,1
2004-09-28,31.62,31.0,32.7397,31.299,31.2059,UP,1
2004-09-29,32.075,31.52,32.7438,31.412,31.1976,UP,1
2004-09-30,32.275,32.1,32.7493,31.634,31.2074,UP,1
2004-10-01,32.445,32.275,32.7552,31.853,31.2343,UP,1
2004-10-04,32.755,32.625,32.759,32.234,31.2707,DOWN,0
2004-10-05,31.82,32.755,32.7542,32.274,31.2933,UP,1
2004-10-06,32.35,31.945,32.7493,32.329,31.3273,DOWN,0
2004-10-07,31.98,32.35,32.7414,32.27,31.3387,DOWN,0
2004-10-08,31.505,31.65,32.7315,32.082,31.3384,UP,1
2004-10-11,31.555,31.825,32.7216,31.842,31.3414,DOWN,0
2004-10-12,31.095,31.3,32.7159,31.697,31.3354,DOWN,0
2004-10-13,29.785,30.425,32.704,31.184,31.3062,DOWN,0
2004-10-14,29.755,29.725,32.6915,30.739,31.2807,UP,1
2004-10-15,30.04,29.825,32.6801,30.446,31.283,DOWN,0
2004-10-18,29.385,29.97,32.6644,30.012,31.2947,DOWN,0
2004-10-19,29.11,29.55,32.6492,29.615,31.2931,UP,1
2004-10-20,29.19,29.475,32.6341,29.496,31.2704,DOWN,0
2004-10-21,29.025,29.195,32.6228,29.35,31.2402,UP,1
2004-10-22,29.4,29.22,32.6093,29.222,31.2291,UP,1
2004-10-25,29.585,29.275,32.5978,29.262,31.227,DOWN,0
2004-10-26,29.35,29.55,32.586,29.31,31.2038,UP,1
2004-10-27,30.21,29.325,32.5752,29.514,31.2065,DOWN,0
2004-10-28,29.85,30.1,32.5615,29.679,31.197,UP,1
2004-10-29,29.89,30.0,32.5469,29.777,31.1881,UP,1
2004-11-01,30.985,30.775,32.5368,30.057,31.1924,UP,1
2004-11-02,31.075,31.125,32.53,30.402,31.1955,UP,1
2004-11-03,31.385,31.8,32.5254,30.637,31.2002,UP,1
2004-11-04,32.075,31.51,32.5211,31.082,31.2117,UP,1
2004-11-05,32.54,32.485,32.5178,31.612,31.2355,DOWN,0
2004-11-08,32.375,32.54,32.5138,31.89,31.2563,UP,1
2004-11-09,33.925,32.375,32.5159,32.46,31.3084,DOWN,0
2004-11-10,33.855,33.93,32.5205,32.954,31.3528,UP,1
2004-11-11,34.45,34.36,32.533,33.429,31.4086,UP,1
2004-11-12,34.46,34.455,32.5501,33.813,31.4588,DOWN,0
2004-11-15,34.215,34.46,32.5647,34.181,31.5101,DOWN,0
2004-11-16,34.005,34.175,32.5785,34.197,31.5474,UP,1
2004-11-17,34.375,34.13,32.5955,34.301,31.5927,UP,1
2004-11-18,35.445,34.5,32.6202,34.5,31.6605,DOWN,0
2004-11-19,34.63,35.445,32.6399,34.534,31.7186,DOWN,0
2004-11-22,34.355,34.425,32.6567,34.562,31.7715,UP,1
2004-11-23,35.105,35.61,32.6796,34.782,31.8294,UP,1
2004-11-24,36.35,35.47,32.7086,35.177,31.9123,UP,1
2004-11-26,36.57,36.47,32.7302,35.402,31.9938,DOWN,0
2004-11-29,36.055,36.575,32.7486,35.687,32.0648,DOWN,0
2004-11-30,35.865,35.95,32.7679,35.989,32.1411,UP,1
2004-12-01,35.895,35.885,32.7798,36.147,32.2183,DOWN,0
2004-12-02,35.5,35.895,32.7907,35.977,32.2981,DOWN,0
2004-12-03,35.49,35.5,32.8026,35.761,32.3846,DOWN,0
2004-12-06,35.13,35.175,32.8149,35.576,32.4602,DOWN,0
2004-12-07,34.875,35.25,32.8258,35.378,32.5407,DOWN,0
2004-12-08,34.565,34.875,32.8372,35.112,32.5996,UP,1
2004-12-09,35.375,34.44,32.8517,35.087,32.6656,DOWN,0
2004-12-10,35.28,36.01,32.8639,35.045,32.7257,UP,1
2004-12-13,35.775,35.375,32.8822,35.174,32.7923,UP,1
2004-12-14,35.825,35.78,32.898,35.364,32.8537,UP,1
2004-12-15,36.46,35.925,32.918,35.743,32.9465,DOWN,0
2004-12-16,36.215,36.3,32.9364,35.911,33.0238,UP,1
2004-12-17,36.51,36.05,32.9567,36.157,33.1144,UP,1
2004-12-20,36.975,36.875,32.977,36.397,33.2238,DOWN,0
2004-12-21,36.85,36.94,32.9966,36.602,33.3297,UP,1
2004-12-22,36.89,36.75,33.0143,36.688,33.4456,DOWN,0
2004-12-23,36.735,36.96,33.0385,36.792,33.5846,DOWN,0
2004-12-27,36.425,36.77,33.0658,36.775,33.718,UP,1
2004-12-28,37.21,36.7,33.0903,36.822,33.8614,DOWN,0
2004-12-29,37.0,36.95,33.116,36.852,34.0137,UP,1
2004-12-30,37.17,37.025,33.1398,36.908,34.1749,UP,1
2004-12-31,37.2,37.17,33.1597,37.001,34.3351,DOWN,0
2005-01-03,36.47,37.205,33.1766,37.01,34.484,DOWN,0
2005-01-04,35.6,36.725,33.1892,36.688,34.608,DOWN,0
2005-01-05,35.255,35.305,33.2031,36.339,34.7214,UP,1
2005-01-06,35.745,35.55,33.2167,36.054,34.8493,DOWN,0
2005-01-07,35.25,35.625,33.228,35.664,34.9501,DOWN,0
2005-01-10,35.09,35.2,33.2362,35.388,35.0549,DOWN,0
2005-01-11,34.625,35.05,33.2388,35.193,35.1496,UP,1
2005-01-12,35.0,34.875,33.2391,35.142,35.2299,UP,1
2005-01-13,35.275,35.0,33.2406,35.048,35.3139,UP,1
2005-01-14,35.42,35.175,33.2445,35.082,35.3946,DOWN,0
2005-01-18,35.325,35.42,33.2482,35.129,35.4596,DOWN,0
2005-01-19,35.025,35.05,33.2479,35.209,35.5093,DOWN,0
2005-01-20,34.64,34.8,33.2418,35.137,35.5546,DOWN,0
2005-01-21,34.0,34.375,33.2294,34.882,35.5561,DOWN,0
2005-01-24,33.83,33.99,33.2165,34.564,35.5556,UP,1
2005-01-25,34.06,33.875,33.2035,34.311,35.5478,DOWN,0
2005-01-26,33.85,34.225,33.1884,34.076,35.5356,DOWN,0
2005-01-27,33.535,33.25,33.1739,33.855,35.522,UP,1
2005-01-28,33.985,33.75,33.1624,33.852,35.5216,UP,1
2005-01-31,34.715,34.11,33.155,34.029,35.5284,UP,1
2005-02-01,35.145,34.76,33.1475,34.246,35.5224,DOWN,0
2005-02-02,35.07,35.08,33.1393,34.49,35.5312,UP,1
2005-02-03,35.15,34.95,33.1354,34.813,35.5471,DOWN,0
2005-02-04,34.675,35.225,33.13,34.951,35.5385,DOWN,0
2005-02-07,34.125,34.575,33.1135,34.833,35.494,UP,1
2005-02-08,34.15,34.21,33.1062,34.634,35.4456,DOWN,0
2005-02-09,33.8,34.25,33.0996,34.38,35.4005,UP,1
2005-02-10,34.05,33.925,33.092,34.16,35.3642,UP,1
2005-02-11,34.665,34.15,33.0928,34.158,35.3396,UP,1
2005-02-14,34.675,34.75,33.0969,34.268,35.3231,DOWN,0
2005-02-15,33.05,33.85,33.0921,34.048,35.2743,UP,1
2005-02-16,33.35,33.05,33.0865,33.958,35.2387,DOWN,0
2005-02-17,32.925,33.45,33.0779,33.733,35.1997,UP,1
2005-02-18,33.285,32.92,33.0719,33.457,35.1741,DOWN,0
2005-02-22,33.12,33.2,33.0675,33.146,35.129,UP,1
2005-02-23,33.4,33.425,33.0674,33.216,35.0914,UP,1
2005-02-24,34.385,33.45,33.0775,33.423,35.0636,UP,1
2005-02-25,35.295,34.335,33.0918,33.897,35.053,UP,1
2005-02-28,35.555,35.15,33.1079,34.351,35.0349,DOWN,0
2005-03-01,35.49,35.49,33.1186,34.825,35.0204,UP,1
2005-03-02,35.73,35.125,33.1301,35.291,35.0048,DOWN,0
2005-03-03,35.27,35.73,33.1415,35.468,34.9707,UP,1
2005-03-04,36.175,35.7,33.1605,35.644,34.9572,DOWN,0
2005-03-07,35.75,36.0,33.1787,35.683,34.9344,DOWN,0
2005-03-08,35.655,35.685,33.1992,35.716,34.9128,DOWN,0
2005-03-09,34.88,35.655,33.2163,35.546,34.8819,DOWN,0
2005-03-10,34.5,34.93,33.2292,35.392,34.8277,UP,1
2005-03-11,34.695,34.6,33.2416,35.096,34.7816,DOWN,0
2005-03-14,34.25,34.605,33.2502,34.796,34.7232,DOWN,0
2005-03-15,33.965,34.225,33.2559,34.458,34.6585,DOWN,0
2005-03-16,33.6,33.85,33.2597,34.202,34.6011,UP,1
2005-03-17,33.875,33.7,33.2622,34.077,34.5666,UP,1
2005-03-18,34.185,34.0,33.2648,33.975,34.5452,UP,1
2005-03-21,34.32,34.21,33.27,33.989,34.5167,DOWN,0
2005-03-22,33.635,34.32,33.2702,33.923,34.4844,DOWN,0
2005-03-23,33.535,33.66,33.2657,33.91,34.4533,UP,1
2005-03-24,34.145,33.69,33.2672,33.964,34.4437,DOWN,0
2005-03-28,34.045,34.15,33.27,33.936,34.4246,DOWN,0
2005-03-29,33.08,33.765,33.2673,33.688,34.3807,UP,1
2005-03-30,33.15,33.15,33.2646,33.591,34.3353,UP,1
2005-03-31,33.565,33.34,33.2608,33.597,34.3001,DOWN,0
2005-04-01,33.12,33.805,33.2563,33.392,34.262,DOWN,0
2005-04-04,33.04,33.12,33.2502,33.191,34.23,UP,1
2005-04-05,33.205,33.12,33.2433,33.216,34.2141,UP,1
2005-04-06,33.375,33.265,33.2394,33.261,34.205,UP,1
2005-04-07,33.665,33.375,33.2351,33.281,34.1971,DOWN,0
2005-04-08,33.505,33.67,33.2293,33.358,34.1902,DOWN,0
2005-04-11,33.205,33.575,33.2223,33.391,34.1836,DOWN,0
2005-04-12,33.05,33.0,33.2131,33.36,34.1649,DOWN,0
2005-04-13,32.31,33.0,33.2057,33.147,34.1168,DOWN,0
2005-04-14,31.755,32.35,33.1915,32.765,34.049,DOWN,0
2005-04-15,31.235,31.525,33.1723,32.311,33.9723,UP,1
2005-04-18,31.455,31.15,33.1599,31.961,33.8984,UP,1
2005-04-19,31.89,31.425,33.1526,31.729,33.8427,DOWN,0
2005-04-20,31.605,32.25,33.1433,31.588,33.7923,UP,1
2005-04-21,32.5,32.0,33.1419,31.737,33.7593,DOWN,0
2005-04-22,32.285,32.35,33.1413,31.947,33.729,DOWN,0
2005-04-25,32.2,32.375,33.1395,32.096,33.692,DOWN,0
2005-04-26,31.54,32.075,33.135,32.026,33.6295,DOWN,0
2005-04-27,31.07,31.275,33.1268,31.919,33.5574,DOWN,0
2005-04-28,30.67,31.14,33.117,31.553,33.5098,UP,1
2005-04-29,31.27,30.9,33.1085,31.35,33.4682,DOWN,0
2005-05-02,31.08,31.27,33.0991,31.126,33.4313,DOWN,0
2005-05-03,31.005,31.085,33.0913,31.019,33.3857,UP,1
2005-05-04,31.295,31.025,33.0853,31.064,33.3492,UP,1
2005-05-05,31.445,31.375,33.0836,31.219,33.3101,DOWN,0
2005-05-06,31.345,31.575,33.0849,31.234,33.2493,DOWN,0
2005-05-09,31.275,31.345,33.0866,31.273,33.1689,DOWN,0
2005-05-10,30.77,31.075,33.087,31.226,33.0732,UP,1
2005-05-11,31.095,30.78,33.0892,31.186,32.9853,DOWN,0
2005-05-12,30.255,31.07,33.0834,30.948,32.8758,DOWN,0
2005-05-13,29.845,30.265,33.075,30.648,32.7673,UP,1
2005-05-16,29.895,29.845,33.0675,30.372,32.6417,UP,1
2005-05-17,31.145,30.775,33.0662,30.447,32.5496,UP,1
2005-05-18,31.985,31.415,33.0699,30.625,32.4762,UP,1
2005-05-19,32.295,32.245,33.0763,31.033,32.4245,DOWN,0
2005-05-20,32.22,32.17,33.0878,31.508,32.3789,UP,1
2005-05-23,32.525,32.375,33.1064,32.034,32.3355,DOWN,0
2005-05-24,32.51,32.525,33.123,32.307,32.3007,DOWN,0
2005-05-25,32.5,32.515,33.1338,32.41,32.2714,UP,1
2005-05-26,33.0,32.625,33.1462,32.551,32.2594,UP,1
2005-05-27,33.16,33.15,33.1622,32.739,32.2451,DOWN,0
2005-05-31,33.075,33.09,33.1791,32.849,32.2229,DOWN,0
2005-06-01,32.775,32.85,33.1905,32.902,32.192,DOWN,0
2005-06-02,32.495,32.79,33.2025,32.901,32.1692,DOWN,0
2005-06-03,32.285,32.495,33.2123,32.758,32.1442,UP,1
2005-06-06,32.635,32.335,33.2239,32.653,32.114,DOWN,0
2005-06-07,32.58,32.8,33.2329,32.554,32.0847,UP,1
2005-06-08,32.835,33.0,33.2425,32.566,32.0798,UP,1
2005-06-09,33.31,32.825,33.2533,32.729,32.083,UP,1
2005-06-10,33.405,33.43,33.2628,32.953,32.0798,UP,1
2005-06-13,33.515,33.325,33.2736,33.129,32.0877,UP,1
2005-06-14,33.53,33.515,33.2846,33.319,32.0975,DOWN,0
2005-06-15,33.07,33.325,33.2933,33.366,32.0948,UP,1
2005-06-16,33.475,33.02,33.3025,33.399,32.0968,UP,1
2005-06-17,33.965,33.725,33.3141,33.511,32.1028,UP,1
2005-06-20,34.06,33.97,33.3246,33.62,32.1139,DOWN,0
2005-06-21,34.06,34.06,33.3367,33.726,32.131,DOWN,0
2005-06-22,33.5,34.15,33.3435,33.812,32.14,DOWN,0
2005-06-23,33.165,33.525,33.3488,33.75,32.1571,DOWN,0
2005-06-24,32.97,33.115,33.3533,33.551,32.1814,DOWN,0
2005-06-27,32.68,32.815,33.3581,33.275,32.2103,UP,1
2005-06-28,33.15,32.75,33.3653,33.093,32.2442,UP,1
2005-06-29,33.225,33.23,33.3704,33.038,32.2709,DOWN,0
2005-06-30,32.745,33.205,33.3731,32.954,32.2937,UP,1
2005-07-01,33.05,32.78,33.3759,32.97,32.3047,UP,1
2005-07-05,33.625,33.5,33.3815,33.159,32.3315,UP,1
2005-07-06,33.8,33.7,33.3902,33.289,32.3635,DOWN,0
2005-07-07,33.78,33.325,33.3989,33.4,32.4083,UP,1
2005-07-08,34.38,33.725,33.4133,33.727,32.4745,UP,1
2005-07-11,34.76,34.505,33.4313,34.069,32.5563,UP,1
2005-07-12,34.84,34.625,33.4487,34.312,32.6277,DOWN,0
2005-07-13,34.515,34.695,33.467,34.455,32.6964,UP,1
2005-07-14,34.705,34.595,33.4825,34.64,32.7704,UP,1
2005-07-15,34.875,34.71,33.4965,34.739,32.842,UP,1
2005-07-18,34.96,34.875,33.5099,34.779,32.9123,UP,1
2005-07-19,35.745,35.0,33.5264,34.96,33.0003,UP,1
2005-07-20,35.82,35.53,33.5417,35.221,33.0912,DOWN,0
2005-07-21,35.65,35.905,33.5609,35.41,33.1888,UP,1
2005-07-22,35.675,35.6,33.5775,35.57,33.2804,DOWN,0
2005-07-25,35.36,35.7,33.5944,35.65,33.3825,DOWN,0
2005-07-26,35.255,35.35,33.6131,35.552,33.4907,UP,1
2005-07-27,36.295,35.41,33.6368,35.647,33.6187,UP,1
2005-07-28,36.71,36.49,33.6649,35.859,33.73,UP,1
2005-07-29,36.765,36.71,33.6998,36.077,33.8256,DOWN,0
2005-08-01,36.6,36.77,33.734,36.325,33.9117,DOWN,0
2005-08-02,36.445,36.59,33.7661,36.563,33.9962,DOWN,0
2005-08-03,36.22,36.45,33.8002,36.548,34.0701,DOWN,0
2005-08-04,35.71,36.225,33.8332,36.348,34.1341,UP,1
2005-08-05,35.795,35.7,33.8663,36.154,34.2,DOWN,0
2005-08-08,35.71,36.0,33.8997,35.976,34.2542,UP,1
