ticker,DE US Equity,DE US Equity,DE US Equity,DE US Equity,DE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,20.0313,20.875,20.2141,20.6125,21.6446,DOWN,0
2000-02-09,20.0,20.0938,20.2094,20.35,21.6346,DOWN,0
2000-02-10,18.75,20.0,20.1941,19.975,21.5803,DOWN,0
2000-02-11,18.0938,18.9375,20.1718,19.5063,21.5196,UP,1
2000-02-14,19.5,18.1563,20.1624,19.275,21.4796,UP,1
2000-02-15,20.2188,20.0,20.1573,19.3125,21.454,DOWN,0
2000-02-16,19.6563,20.3438,20.148,19.2438,21.4284,UP,1
2000-02-17,19.9063,20.0,20.1379,19.475,21.4153,DOWN,0
2000-02-18,19.25,19.7813,20.1235,19.7063,21.3821,UP,1
2000-02-22,20.0,19.125,20.1152,19.8063,21.3609,DOWN,0
2000-02-23,19.25,19.75,20.0991,19.6125,21.3259,DOWN,0
2000-02-24,18.5,19.125,20.0804,19.3813,21.2687,DOWN,0
2000-02-25,18.4688,18.375,20.0633,19.0938,21.2125,DOWN,0
2000-02-28,18.4688,18.3438,20.0515,18.9375,21.1531,DOWN,0
2000-02-29,17.875,18.5,20.0398,18.5125,21.0831,UP,1
2000-03-01,18.5,17.9375,20.0302,18.3625,21.0387,DOWN,0
2000-03-02,17.2813,17.5,20.0204,18.1188,20.9756,UP,1
2000-03-03,17.4375,17.2188,20.0079,17.9125,20.9212,DOWN,0
2000-03-06,17.0938,17.4063,19.9929,17.6375,20.8619,DOWN,0
2000-03-07,15.1875,17.0938,19.9688,17.1,20.7644,UP,1
2000-03-08,17.625,15.5,19.9587,16.925,20.7069,UP,1
2000-03-09,17.8438,17.75,19.9513,17.0375,20.645,DOWN,0
2000-03-10,17.75,17.9688,19.9419,17.1,20.5712,DOWN,0
2000-03-13,17.6563,17.7813,19.9333,17.2125,20.4925,DOWN,0
2000-03-14,17.2813,17.9688,19.9243,17.6313,20.4044,UP,1
2000-03-15,18.75,17.2813,19.9215,17.8563,20.3506,UP,1
2000-03-16,19.75,19.0,19.9243,18.2375,20.3175,DOWN,0
2000-03-17,19.0938,19.75,19.9235,18.5063,20.2612,UP,1
2000-03-20,19.1563,19.0938,19.921,18.8063,20.1837,UP,1
2000-03-21,19.2813,18.625,19.9221,19.2063,20.1094,DOWN,0
2000-03-22,19.0938,19.25,19.9204,19.275,20.0219,UP,1
2000-03-23,19.4063,19.0313,19.9188,19.2063,19.9406,DOWN,0
2000-03-24,19.1875,19.4063,19.916,19.225,19.8637,DOWN,0
2000-03-27,18.8125,18.8125,19.9143,19.1563,19.7775,DOWN,0
2000-03-28,18.4375,18.5625,19.9088,18.9875,19.665,UP,1
2000-03-29,18.625,18.1875,19.9062,18.8938,19.5662,UP,1
2000-03-30,19.5313,18.6563,19.9087,18.9188,19.4931,DOWN,0
2000-03-31,19.0,19.5,19.9073,18.8813,19.4175,UP,1
2000-04-03,19.4375,19.0,19.9015,19.0063,19.3644,UP,1
2000-04-04,20.0938,19.5625,19.8982,19.3375,19.3175,UP,1
2000-04-05,20.1563,19.75,19.8966,19.6438,19.2756,DOWN,0
2000-04-06,20.0,20.1563,19.8958,19.7375,19.2194,DOWN,0
2000-04-07,19.5,20.0625,19.8929,19.8375,19.1512,UP,1
2000-04-10,19.625,19.625,19.8913,19.875,19.0962,UP,1
2000-04-11,20.1563,20.3125,19.8929,19.8875,19.0625,UP,1
2000-04-12,21.2188,20.4688,19.8999,20.1,19.0594,DOWN,0
2000-04-13,20.75,21.5,19.9057,20.25,19.0481,DOWN,0
2000-04-14,20.125,20.375,19.9082,20.375,19.0381,DOWN,0
2000-04-17,19.625,19.875,19.909,20.375,19.0219,UP,1
2000-04-18,19.9375,19.875,19.9124,20.3313,19.0075,DOWN,0
2000-04-19,19.2813,19.8125,19.9132,19.9438,18.9925,UP,1
2000-04-20,19.4375,19.0,19.9143,19.6813,18.9812,DOWN,0
2000-04-24,19.4063,18.9375,19.9158,19.5375,18.9944,UP,1
2000-04-25,20.4688,19.4688,19.9248,19.7063,19.0419,DOWN,0
2000-04-26,20.0625,20.4375,19.9338,19.7313,19.0531,UP,1
2000-04-27,20.4375,20.0,19.9449,19.9625,19.0575,DOWN,0
2000-04-28,20.1875,20.1875,19.9573,20.1125,19.0681,UP,1
2000-05-01,20.2188,19.75,19.9691,20.275,19.0744,UP,1
2000-05-02,20.3438,20.4375,19.981,20.25,19.0962,DOWN,0
2000-05-03,20.2813,20.375,19.9929,20.2938,19.1019,DOWN,0
2000-05-04,19.9688,20.125,20.0032,20.2,19.1162,DOWN,0
2000-05-05,19.6875,19.875,20.0071,20.1,19.14,UP,1
2000-05-08,20.125,19.75,20.0115,20.0813,19.1731,DOWN,0
2000-05-09,20.0313,20.1875,20.0144,20.0188,19.2044,UP,1
2000-05-10,20.875,20.0,20.0207,20.1375,19.2644,DOWN,0
2000-05-11,20.75,21.375,20.0274,20.2938,19.3094,UP,1
2000-05-12,22.0313,21.2813,20.0416,20.7625,19.4044,UP,1
2000-05-15,22.4688,22.1563,20.0587,21.2313,19.505,UP,1
2000-05-16,23.2813,23.8125,20.078,21.8813,19.6287,DOWN,0
2000-05-17,23.2813,23.0625,20.0977,22.3625,19.7906,DOWN,0
2000-05-18,23.1563,23.5,20.1129,22.8438,19.9012,UP,1
2000-05-19,23.4063,22.5625,20.1291,23.1188,20.0125,UP,1
2000-05-22,24.7813,23.4375,20.1533,23.5813,20.1531,DOWN,0
2000-05-23,23.6563,24.5,20.1741,23.6563,20.2731,DOWN,0
2000-05-24,23.5625,23.6563,20.1924,23.7125,20.3987,UP,1
2000-05-25,23.9688,23.625,20.2098,23.875,20.5031,DOWN,0
2000-05-26,22.3438,22.75,20.2198,23.6625,20.555,UP,1
2000-05-30,22.625,22.375,20.2276,23.2313,20.6256,DOWN,0
2000-05-31,20.7813,21.8125,20.2233,22.6563,20.6581,UP,1
2000-06-01,21.4375,21.1875,20.223,22.2313,20.7012,DOWN,0
2000-06-02,21.0,21.1875,20.223,21.6375,20.7394,DOWN,0
2000-06-05,20.9688,21.1875,20.2252,21.3625,20.7706,UP,1
2000-06-06,21.9063,21.3125,20.2323,21.2188,20.825,DOWN,0
2000-06-07,21.5313,21.9063,20.233,21.3688,20.8794,DOWN,0
2000-06-08,21.125,21.6875,20.2337,21.3063,20.9331,DOWN,0
2000-06-09,20.75,21.1875,20.2343,21.2563,20.9756,UP,1
2000-06-12,20.8555,20.8125,20.2359,21.2336,21.0021,DOWN,0
2000-06-13,20.1563,20.5938,20.2367,20.8836,21.0252,UP,1
2000-06-14,21.4688,20.1875,20.2467,20.8711,21.0659,DOWN,0
2000-06-15,21.0625,21.9375,20.2548,20.8586,21.0852,DOWN,0
2000-06-16,20.6875,21.0625,20.2592,20.8461,21.0959,DOWN,0
2000-06-19,20.0938,20.5625,20.2615,20.6938,21.0977,DOWN,0
2000-06-20,19.5938,20.0625,20.2595,20.5813,21.0996,UP,1
2000-06-21,19.625,19.3125,20.2561,20.2125,21.0996,DOWN,0
2000-06-22,18.5313,19.5625,20.2443,19.7063,21.0671,UP,1
2000-06-23,18.8438,18.8125,20.2368,19.3375,21.0196,DOWN,0
2000-06-26,18.75,19.0625,20.2342,19.0688,20.9796,UP,1
2000-06-27,19.5625,18.875,20.2333,19.0625,20.9684,DOWN,0
2000-06-28,19.3906,19.4375,20.2304,19.0156,20.9637,DOWN,0
2000-06-29,18.4375,19.1875,20.2219,18.9969,20.9337,UP,1
2000-06-30,18.5,18.6563,20.2152,18.9281,20.918,UP,1
2000-07-03,19.25,18.5313,20.2121,19.0281,20.9143,UP,1
2000-07-05,19.5625,19.0,20.2125,19.0281,20.9174,DOWN,0
2000-07-06,19.3438,19.5,20.2129,19.0188,20.8949,UP,1
2000-07-07,19.5313,19.5,20.211,19.2375,20.8843,DOWN,0
2000-07-10,19.3125,19.4688,20.2096,19.4,20.8618,DOWN,0
2000-07-11,19.2813,18.875,20.2072,19.4063,20.8437,UP,1
2000-07-12,19.3125,19.25,20.2063,19.3563,20.8255,UP,1
2000-07-13,19.9375,19.5,20.2094,19.475,20.8174,DOWN,0
2000-07-14,19.8125,19.8125,20.2096,19.5313,20.808,UP,1
2000-07-17,20.4688,19.75,20.2152,19.7625,20.818,DOWN,0
2000-07-18,20.1875,20.5625,20.221,19.9438,20.828,DOWN,0
2000-07-19,19.4688,20.125,20.2199,19.975,20.8149,UP,1
2000-07-20,19.8125,19.4688,20.2221,19.95,20.8105,UP,1
2000-07-21,19.9375,19.9375,20.2218,19.975,20.7918,DOWN,0
2000-07-24,19.625,19.9375,20.2224,19.8063,20.7693,DOWN,0
2000-07-25,19.375,19.6563,20.2199,19.6438,20.7162,DOWN,0
2000-07-26,18.7813,18.9375,20.2158,19.5063,20.6424,UP,1
2000-07-27,19.2188,18.8125,20.2169,19.3875,20.5612,DOWN,0
2000-07-28,18.9375,19.0938,20.2207,19.1875,20.4743,UP,1
2000-07-31,19.2813,18.9063,20.2221,19.1188,20.3968,DOWN,0
2000-08-01,19.2813,19.3438,20.2257,19.1,20.3143,DOWN,0
2000-08-02,18.8438,19.2813,20.225,19.1125,20.1955,DOWN,0
2000-08-03,18.5625,18.875,20.2261,18.9813,20.0937,DOWN,0
2000-08-04,18.0313,18.5625,20.2266,18.8,19.983,UP,1
2000-08-07,18.75,17.75,20.2311,18.6938,19.8787,DOWN,0
2000-08-08,18.6875,18.7188,20.2327,18.575,19.8055,DOWN,0
2000-08-09,18.2813,18.5625,20.2329,18.4625,19.7187,DOWN,0
2000-08-10,18.1563,18.1563,20.2335,18.3813,19.6662,UP,1
2000-08-11,18.5,18.4375,20.2333,18.475,19.6074,DOWN,0
2000-08-14,18.5,19.0,20.2335,18.425,19.5574,DOWN,0
2000-08-15,16.625,18.4375,20.226,18.0125,19.4705,UP,1
2000-08-16,16.9375,16.75,20.2205,17.7438,19.3712,DOWN,0
2000-08-17,16.5,16.9375,20.2113,17.4125,19.2705,DOWN,0
2000-08-18,16.4688,16.5,20.1972,17.0063,19.1774,UP,1
2000-08-21,16.5625,16.5,20.1836,16.6188,19.0937,UP,1
2000-08-22,16.75,16.5625,20.1697,16.6438,19.0116,DOWN,0
2000-08-23,16.3125,16.75,20.1535,16.5188,18.9347,UP,1
2000-08-24,16.5313,16.375,20.1383,16.525,18.8359,UP,1
2000-08-25,16.9375,16.5313,20.1249,16.6188,18.7534,UP,1
2000-08-28,17.0,16.9375,20.1116,16.7063,18.6797,UP,1
2000-08-29,17.2188,16.9063,20.0991,16.8,18.6222,DOWN,0
2000-08-30,16.1875,17.2188,20.0775,16.775,18.5541,UP,1
2000-08-31,16.4688,16.1875,20.0594,16.7625,18.4909,UP,1
2000-09-01,16.75,16.5625,20.0438,16.725,18.4553,UP,1
2000-09-05,17.0313,16.5,20.029,16.7313,18.4191,DOWN,0
2000-09-06,17.0,17.0938,20.0186,16.6875,18.3841,DOWN,0
2000-09-07,16.9375,17.0625,20.0058,16.8375,18.3316,DOWN,0
2000-09-08,16.5,16.6875,19.9852,16.8438,18.2737,UP,1
2000-09-11,17.0625,16.5,19.9627,16.9063,18.2462,DOWN,0
2000-09-12,16.625,16.9688,19.941,16.825,18.2087,UP,1
2000-09-13,17.1875,16.7188,19.9244,16.8625,18.1675,DOWN,0
2000-09-14,17.0938,17.1875,19.9025,16.8938,18.1181,DOWN,0
2000-09-15,16.5313,16.75,19.8796,16.9,18.0619,DOWN,0
2000-09-18,16.375,16.5,19.854,16.7625,17.9987,DOWN,0
2000-09-19,16.125,16.125,19.8271,16.6625,17.935,DOWN,0
2000-09-20,15.7188,16.0,19.801,16.3688,17.8637,DOWN,0
2000-09-21,15.5313,15.7188,19.7758,16.0563,17.7881,UP,1
2000-09-22,15.7188,15.5625,19.7499,15.8938,17.7037,UP,1
2000-09-25,16.0,15.6875,19.7246,15.8188,17.6275,DOWN,0
2000-09-26,15.9375,15.9688,19.6993,15.7813,17.5369,DOWN,0
2000-09-27,15.8125,16.0,19.6715,15.8,17.4494,UP,1
2000-09-28,16.8125,15.9375,19.6492,16.0563,17.3962,DOWN,0
2000-09-29,16.625,16.6875,19.6251,16.2375,17.3325,DOWN,0
2000-10-02,16.1563,16.2188,19.599,16.2688,17.2569,UP,1
2000-10-03,17.125,16.25,19.5811,16.5063,17.2069,UP,1
2000-10-04,17.5,17.0313,19.5664,16.8438,17.1694,DOWN,0
2000-10-05,17.25,17.875,19.5519,16.9313,17.1387,UP,1
2000-10-06,17.375,17.375,19.5384,17.0813,17.1019,UP,1
2000-10-09,17.6875,17.3438,19.5265,17.3875,17.0769,DOWN,0
2000-10-10,17.0313,17.5,19.5092,17.3688,17.0319,DOWN,0
2000-10-11,17.0,16.625,19.4895,17.2688,16.9862,DOWN,0
2000-10-12,16.4063,17.0,19.4644,17.1,16.9375,DOWN,0
2000-10-13,16.2188,16.2813,19.4375,16.8688,16.8906,UP,1
2000-10-16,16.5938,16.2188,19.412,16.65,16.8619,DOWN,0
2000-10-17,16.0313,16.5625,19.385,16.45,16.8075,UP,1
2000-10-18,16.1563,16.0313,19.3587,16.2813,16.7569,UP,1
2000-10-19,16.3125,16.0313,19.3308,16.2625,16.7175,DOWN,0
2000-10-20,16.2188,16.1875,19.2967,16.2625,16.6787,UP,1
2000-10-23,16.5313,16.2813,19.2644,16.25,16.6394,UP,1
2000-10-24,17.125,16.5,19.2326,16.4688,16.6119,DOWN,0
2000-10-25,16.7188,17.25,19.1989,16.5813,16.6137,UP,1
2000-10-26,16.8125,16.7188,19.1678,16.6813,16.6112,UP,1
2000-10-27,17.25,16.9375,19.1384,16.8875,16.6262,UP,1
2000-10-30,18.3125,17.3125,19.1097,17.2438,16.6631,UP,1
2000-10-31,18.4063,18.375,19.0839,17.5,16.7,UP,1
2000-11-01,18.5,18.4375,19.0604,17.8563,16.735,UP,1
2000-11-02,18.625,18.5938,19.0397,18.2188,16.7812,UP,1
2000-11-03,18.6563,18.5,19.0225,18.5,16.8237,UP,1
2000-11-06,18.9063,18.4688,19.0048,18.6188,16.8631,DOWN,0
2000-11-07,18.4688,18.6875,18.9859,18.6313,16.8925,UP,1
2000-11-08,18.6563,18.3438,18.9651,18.6625,16.9212,DOWN,0
2000-11-09,18.5938,18.375,18.9436,18.6563,16.9694,DOWN,0
2000-11-10,18.1875,18.375,18.9226,18.5625,17.0037,UP,1
2000-11-13,18.2188,18.2188,18.9045,18.425,17.0331,UP,1
2000-11-14,18.3438,18.6875,18.8894,18.4,17.0594,DOWN,0
2000-11-15,18.3438,18.3438,18.8745,18.3375,17.0862,DOWN,0
2000-11-16,17.8438,18.2188,18.8606,18.1875,17.1044,UP,1
2000-11-17,18.0,17.9375,18.8484,18.15,17.1344,DOWN,0
2000-11-20,17.9688,17.6875,18.835,18.1,17.1525,UP,1
2000-11-21,19.5,18.1875,18.8323,18.3313,17.21,UP,1
2000-11-22,19.6563,19.375,18.8306,18.5938,17.2594,UP,1
2000-11-24,19.8125,19.625,18.8359,18.9875,17.3137,DOWN,0
2000-11-27,19.5938,19.75,18.8434,19.3063,17.375,DOWN,0
2000-11-28,19.1875,19.5938,18.8419,19.55,17.4312,UP,1
2000-11-29,19.4375,19.0,18.8379,19.5375,17.4975,UP,1
2000-11-30,20.3438,20.125,18.8414,19.675,17.59,UP,1
2000-12-01,20.9688,20.2813,18.8467,19.9063,17.6987,UP,1
2000-12-04,22.2188,20.625,18.8615,20.4313,17.8287,DOWN,0
2000-12-05,21.4688,22.0,18.8689,20.8875,17.9381,DOWN,0
2000-12-06,21.4375,21.5,18.8798,21.2875,18.0481,DOWN,0
2000-12-07,20.9688,21.375,18.8922,21.4125,18.1512,DOWN,0
2000-12-08,20.7813,20.9063,18.9037,21.375,18.2306,UP,1
2000-12-11,20.8438,20.8125,18.9156,21.1,18.315,UP,1
2000-12-12,21.25,21.125,18.9325,21.0563,18.4169,DOWN,0
2000-12-13,20.5625,21.2813,18.9428,20.8813,18.4856,DOWN,0
2000-12-14,20.375,20.25,18.9583,20.7625,18.5431,UP,1
2000-12-15,20.5625,20.0,18.9739,20.7188,18.6094,UP,1
2000-12-18,21.4375,20.8125,18.9956,20.8375,18.6906,UP,1
2000-12-19,21.5,21.3125,19.0272,20.8875,18.7669,DOWN,0
2000-12-20,21.4063,21.25,19.0461,21.0563,18.8544,UP,1
2000-12-21,21.625,21.1875,19.065,21.3063,18.9469,UP,1
2000-12-22,22.5625,21.625,19.089,21.7063,19.07,UP,1
2000-12-26,23.0625,22.625,19.1161,22.0313,19.2069,UP,1
2000-12-27,23.2813,22.9688,19.1461,22.3875,19.3406,UP,1
2000-12-28,23.3125,23.375,19.1689,22.7688,19.4862,DOWN,0
2000-12-29,22.9063,23.1875,19.1847,23.025,19.6212,DOWN,0
2001-01-02,22.4063,22.75,19.2012,22.9938,19.7431,DOWN,0
2001-01-03,22.1563,22.0938,19.2162,22.8125,19.8619,UP,1
2001-01-04,22.8125,22.375,19.2339,22.7188,19.9875,DOWN,0
2001-01-05,22.0938,22.9375,19.2489,22.475,20.0869,DOWN,0
2001-01-08,21.9688,21.9375,19.2617,22.2875,20.1919,UP,1
2001-01-09,22.0625,22.1875,19.2761,22.2188,20.2969,DOWN,0
2001-01-10,21.8438,21.625,19.2912,22.1563,20.3887,DOWN,0
2001-01-11,21.5313,22.125,19.3067,21.9,20.4531,DOWN,0
2001-01-12,20.4375,21.5313,19.3158,21.5688,20.4937,UP,1
2001-01-16,21.0,20.375,19.3231,21.375,20.5437,DOWN,0
2001-01-17,20.625,20.875,19.3312,21.0875,20.5837,DOWN,0
2001-01-18,20.2188,19.9375,19.3351,20.7625,20.615,DOWN,0
2001-01-19,20.0625,20.25,19.335,20.4688,20.6381,DOWN,0
2001-01-22,20.0,19.8125,19.3342,20.3813,20.6687,UP,1
2001-01-23,20.8125,20.0313,19.3383,20.3438,20.7119,UP,1
2001-01-24,20.9063,20.8125,19.3453,20.4,20.7581,UP,1
2001-01-25,21.3438,21.0,19.3539,20.625,20.8212,DOWN,0
2001-01-26,20.8438,21.0625,19.3573,20.7813,20.8737,UP,1
2001-01-29,21.035,20.95,19.3564,20.9883,20.9276,UP,1
2001-01-30,21.455,20.925,19.3599,21.1168,20.9898,UP,1
2001-01-31,21.46,21.4,19.3666,21.2275,21.0621,DOWN,0
2001-02-01,21.185,21.455,19.3744,21.1957,21.1258,UP,1
2001-02-02,21.25,21.28,19.381,21.277,21.1914,DOWN,0
2001-02-05,21.18,21.3,19.3905,21.306,21.225,DOWN,0
2001-02-06,20.945,21.0,19.398,21.204,21.2508,UP,1
2001-02-07,21.205,20.95,19.407,21.153,21.2787,DOWN,0
2001-02-08,21.12,21.255,19.4102,21.14,21.3092,UP,1
2001-02-09,21.415,21.12,19.417,21.173,21.3537,DOWN,0
2001-02-12,20.855,21.3,19.4191,21.108,21.3821,UP,1
2001-02-13,21.075,20.625,19.4235,21.134,21.3967,DOWN,0
2001-02-14,20.98,21.5,19.4273,21.089,21.3969,UP,1
2001-02-15,21.025,20.98,19.4307,21.07,21.3731,DOWN,0
2001-02-16,20.925,21.025,19.434,20.972,21.3622,DOWN,0
2001-02-20,20.205,20.475,19.4351,20.842,21.3375,DOWN,0
2001-02-21,19.875,20.205,19.4361,20.602,21.3157,DOWN,0
2001-02-22,19.815,19.875,19.4345,20.369,21.2963,DOWN,0
2001-02-23,19.655,19.865,19.4327,20.095,21.2726,UP,1
2001-02-26,20.435,19.7,19.4305,19.997,21.2563,DOWN,0
2001-02-27,20.435,20.175,19.4289,20.043,21.2537,DOWN,0
2001-02-28,20.35,20.44,19.4205,20.138,21.2532,DOWN,0
2001-03-01,20.31,20.0,19.4097,20.237,21.2482,UP,1
2001-03-02,20.65,20.4,19.3965,20.436,21.2324,UP,1
2001-03-05,21.205,20.6,19.3861,20.59,21.2265,UP,1
2001-03-06,21.365,21.95,19.3772,20.776,21.2257,UP,1
2001-03-07,22.66,22.0,19.3735,21.238,21.2464,UP,1
2001-03-08,22.955,22.6,19.3643,21.767,21.2542,DOWN,0
2001-03-09,22.235,22.75,19.3572,22.084,21.2377,DOWN,0
2001-03-12,21.3,21.75,19.3459,22.103,21.1981,UP,1
2001-03-13,21.775,21.3,19.3349,22.185,21.1673,DOWN,0
2001-03-14,21.12,21.425,19.3288,21.877,21.1316,DOWN,0
2001-03-15,21.03,21.12,19.3208,21.492,21.1041,DOWN,0
2001-03-16,20.64,20.575,19.3201,21.173,21.0737,UP,1
2001-03-19,20.685,20.54,19.3164,21.05,21.0312,DOWN,0
2001-03-20,20.165,20.6,19.3122,20.728,20.9926,DOWN,0
2001-03-21,19.085,19.5,19.3028,20.321,20.9349,DOWN,0
2001-03-22,18.83,18.825,19.2874,19.881,20.8703,DOWN,0
2001-03-23,18.07,18.375,19.2701,19.367,20.7948,UP,1
2001-03-26,18.25,18.175,19.2557,18.88,20.7292,UP,1
2001-03-27,18.56,18.375,19.2448,18.559,20.6916,UP,1
2001-03-28,18.685,18.45,19.2339,18.479,20.6453,DOWN,0
2001-03-29,18.425,18.375,19.2253,18.398,20.6013,DOWN,0
2001-03-30,18.17,18.43,19.2088,18.418,20.5604,DOWN,0
2001-04-02,18.0,18.2,19.1935,18.368,20.5191,DOWN,0
2001-04-03,17.3,17.9,19.1765,18.116,20.4651,UP,1
2001-04-04,17.72,17.3,19.1646,17.923,20.4033,UP,1
2001-04-05,18.4,17.72,19.1587,17.918,20.3531,DOWN,0
2001-04-06,18.4,18.275,19.1526,17.964,20.2943,UP,1
2001-04-09,18.55,18.3,19.1526,18.074,20.2484,UP,1
2001-04-10,19.01,18.525,19.1535,18.416,20.2079,DOWN,0
2001-04-11,18.41,19.0,19.1518,18.554,20.147,UP,1
2001-04-12,19.0,18.415,19.149,18.674,20.0978,UP,1
2001-04-16,19.265,18.925,19.1483,18.847,20.0594,UP,1
2001-04-17,19.275,19.2,19.1525,18.992,20.0199,UP,1
2001-04-18,20.215,19.275,19.1611,19.233,20.0006,DOWN,0
2001-04-19,19.585,20.2,19.1628,19.468,19.9734,UP,1
2001-04-20,19.765,19.585,19.1638,19.621,19.9446,DOWN,0
2001-04-23,19.5,19.8,19.1646,19.668,19.9122,DOWN,0
2001-04-24,19.275,19.495,19.1633,19.668,19.8694,UP,1
2001-04-25,19.555,19.225,19.1645,19.536,19.8434,UP,1
2001-04-26,20.25,20.025,19.1693,19.669,19.8269,UP,1
2001-04-27,20.525,20.575,19.1754,19.821,19.8178,UP,1
2001-04-30,20.535,20.875,19.1784,20.028,19.808,UP,1
2001-05-01,20.75,20.5,19.1831,20.323,19.8045,DOWN,0
2001-05-02,20.52,20.825,19.1833,20.516,19.8108,DOWN,0
2001-05-03,19.96,20.395,19.1822,20.458,19.8125,UP,1
2001-05-04,20.0,19.75,19.1849,20.353,19.8162,UP,1
2001-05-07,20.15,19.975,19.1865,20.276,19.8261,DOWN,0
2001-05-08,20.135,20.025,19.1875,20.153,19.8201,UP,1
2001-05-09,20.45,20.2,19.1917,20.139,19.8204,UP,1
2001-05-10,20.575,20.5,19.1977,20.262,19.8249,DOWN,0
2001-05-11,20.5,20.475,19.2063,20.362,19.8287,UP,1
2001-05-14,20.505,20.375,19.2127,20.433,19.8258,DOWN,0
2001-05-15,19.26,19.5,19.2143,20.258,19.7869,UP,1
2001-05-16,19.805,19.19,19.2169,20.129,19.7557,DOWN,0
2001-05-17,19.455,19.78,19.2178,19.905,19.6916,UP,1
2001-05-18,19.475,19.5,19.2209,19.7,19.622,DOWN,0
2001-05-21,19.28,19.55,19.2245,19.455,19.5629,UP,1
2001-05-22,19.48,19.25,19.2318,19.499,19.5265,DOWN,0
2001-05-23,19.08,19.48,19.2334,19.354,19.4726,DOWN,0
2001-05-24,18.645,19.08,19.2332,19.192,19.4231,DOWN,0
2001-05-25,18.465,18.65,19.2341,18.99,19.3718,UP,1
2001-05-29,18.495,18.45,19.2358,18.833,19.3289,DOWN,0
2001-05-30,18.165,18.45,19.2341,18.57,19.2785,UP,1
2001-05-31,18.68,18.13,19.235,18.49,19.2488,UP,1
2001-06-01,18.75,18.575,19.2457,18.511,19.2421,DOWN,0
2001-06-04,18.67,18.825,19.2543,18.552,19.2389,UP,1
2001-06-05,19.0,18.6,19.2668,18.653,19.2575,DOWN,0
2001-06-06,18.95,18.9,19.2792,18.81,19.2715,UP,1
2001-06-07,19.04,18.925,19.2916,18.882,19.2811,UP,1
2001-06-08,19.09,19.0,19.3033,18.95,19.2892,DOWN,0
2001-06-11,18.66,19.095,19.3151,18.948,19.2939,UP,1
2001-06-12,18.85,18.665,19.3267,18.918,19.3075,UP,1
2001-06-13,19.015,18.9,19.337,18.931,19.3278,UP,1
2001-06-14,19.4,19.015,19.349,19.003,19.3698,DOWN,0
2001-06-15,19.37,19.4,19.3598,19.059,19.4028,UP,1
2001-06-18,19.49,19.35,19.3763,19.225,19.4246,UP,1
2001-06-19,19.52,19.5,19.3916,19.359,19.447,DOWN,0
2001-06-20,19.46,19.52,19.4051,19.448,19.4652,UP,1
2001-06-21,19.715,19.5,19.4185,19.511,19.4793,DOWN,0
2001-06-22,19.475,19.715,19.4309,19.532,19.5006,DOWN,0
2001-06-25,19.095,19.5,19.4417,19.453,19.5025,DOWN,0
2001-06-26,19.005,19.0,19.4542,19.35,19.4973,DOWN,0
2001-06-27,19.0,18.95,19.4639,19.258,19.4918,DOWN,0
2001-06-28,18.52,19.05,19.4734,19.019,19.4579,UP,1
2001-06-29,18.925,18.375,19.4821,18.909,19.4447,UP,1
2001-07-02,18.935,18.75,19.4913,18.877,19.4281,UP,1
