ticker,FMC US Equity,FMC US Equity,FMC US Equity,FMC US Equity,FMC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-10-15,47.0906,46.5273,44.8127,46.9086,48.0439,UP,1
2012-10-16,48.0959,47.3766,44.8667,47.0091,48.0674,UP,1
2012-10-17,48.6938,48.0959,44.9206,47.4268,48.0842,DOWN,0
2012-10-18,48.4858,48.5205,44.9737,47.7683,48.1063,DOWN,0
2012-10-19,47.7752,48.2952,45.0242,48.0283,48.1219,DOWN,0
2012-10-22,47.6279,47.5759,45.0718,48.1357,48.1279,DOWN,0
2012-10-23,46.9346,46.5707,45.1158,47.9035,48.1246,DOWN,0
2012-10-24,46.3627,47.2553,45.1547,47.4372,48.1198,UP,1
2012-10-25,46.432,46.692,45.1931,47.0265,48.1028,UP,1
2012-10-26,47.0386,46.5187,45.2323,46.8792,48.0803,DOWN,0
2012-10-31,46.38,46.9,45.2689,46.6296,48.0558,UP,1
2012-11-01,47.3766,46.3367,45.3103,46.718,48.0513,DOWN,0
2012-11-02,46.9,47.6106,45.3475,46.8254,48.0446,UP,1
2012-11-05,47.5066,46.7353,45.3862,47.0403,48.0309,DOWN,0
2012-11-06,47.3419,47.4892,45.4246,47.101,48.0333,DOWN,0
2012-11-07,46.3627,46.8046,45.4585,47.0975,48.021,DOWN,0
2012-11-08,45.7907,46.3627,45.4886,46.7804,48.0064,UP,1
2012-11-09,46.12,45.6087,45.5183,46.6244,47.9997,DOWN,0
2012-11-12,45.7647,46.2067,45.5489,46.276,47.9782,DOWN,0
2012-11-13,45.2881,45.5394,45.5739,45.8652,47.9508,DOWN,0
2012-11-14,44.5428,45.2968,45.5955,45.5013,47.9002,UP,1
2012-11-15,44.5775,44.5168,45.6176,45.2586,47.861,UP,1
2012-11-16,44.7508,44.4908,45.6394,44.9848,47.8154,UP,1
2012-11-19,46.5707,45.3574,45.6702,45.146,47.7849,UP,1
2012-11-20,46.9173,46.406,45.6989,45.4718,47.7536,DOWN,0
2012-11-21,46.692,47.004,45.7292,45.9016,47.705,UP,1
2012-11-23,47.4892,46.9866,45.7651,46.484,47.6627,UP,1
2012-11-26,48.0959,47.4026,45.7995,47.153,47.631,DOWN,0
2012-11-27,48.0612,47.9312,45.8388,47.4511,47.5771,UP,1
2012-11-28,48.0872,47.7146,45.8817,47.6851,47.5241,UP,1
2012-11-29,48.0959,48.3385,45.9191,47.9659,47.4764,DOWN,0
2012-11-30,48.0612,48.1132,45.959,48.0803,47.4331,DOWN,0
2012-12-03,46.7006,48.3558,45.9887,47.8012,47.3617,DOWN,0
2012-12-04,46.6746,46.7526,46.0159,47.5239,47.2901,UP,1
2012-12-05,46.7786,46.7006,46.0405,47.2622,47.226,DOWN,0
2012-12-06,45.9814,46.5533,46.0569,46.8393,47.1584,UP,1
2012-12-07,45.9987,46.1807,46.0733,46.4268,47.1031,UP,1
2012-12-10,46.5707,46.0247,46.0926,46.4008,47.0714,UP,1
2012-12-11,46.978,46.718,46.1139,46.4615,47.0449,UP,1
2012-12-12,49.2224,47.2206,46.1451,46.9502,47.0695,DOWN,0
2012-12-13,49.2224,49.1531,46.1746,47.5984,47.0776,DOWN,0
2012-12-14,49.2138,48.9711,46.2062,48.2414,47.1034,UP,1
2012-12-17,49.6817,49.3957,46.2375,48.8637,47.1421,UP,1
2012-12-18,50.4097,49.6817,46.2729,49.55,47.1845,DOWN,0
2012-12-19,50.2797,50.4876,46.3082,49.7614,47.2159,UP,1
2012-12-20,50.7736,50.2103,46.3524,50.0717,47.265,DOWN,0
2012-12-21,50.271,50.245,46.3939,50.2831,47.3185,UP,1
2012-12-24,50.765,50.2537,46.433,50.4998,47.4017,DOWN,0
2012-12-26,50.0024,50.9469,46.4682,50.4183,47.4662,UP,1
2012-12-27,50.2103,50.089,46.5063,50.4045,47.5409,DOWN,0
2012-12-28,49.6297,49.7857,46.5378,50.1757,47.5917,UP,1
2012-12-31,50.713,49.5431,46.5761,50.2641,47.644,UP,1
2013-01-02,51.4929,51.7009,46.6169,50.4097,47.7,DOWN,0
2013-01-03,51.0509,51.5449,46.6558,50.6194,47.7513,UP,1
2013-01-04,51.2416,51.0596,46.6948,50.8256,47.8206,UP,1
2013-01-07,51.9522,51.1636,46.7397,51.2901,47.9071,UP,1
2013-01-08,52.3508,52.0648,46.786,51.6177,48.0154,UP,1
2013-01-09,53.3821,52.5501,46.8418,51.9955,48.1558,UP,1
2013-01-10,53.6074,53.6334,46.8944,52.5068,48.2993,DOWN,0
2013-01-11,53.2087,53.668,46.9413,52.9002,48.4227,DOWN,0
2013-01-14,53.1308,53.1394,46.978,53.136,48.5577,DOWN,0
2013-01-15,53.0008,52.9661,47.0176,53.2659,48.6702,DOWN,0
2013-01-16,52.7148,52.7235,47.0528,53.1325,48.7865,DOWN,0
2013-01-17,52.7148,52.8708,47.087,52.954,48.8907,DOWN,0
2013-01-18,52.5241,52.4721,47.1162,52.817,48.9943,UP,1
2013-01-22,53.1828,52.8448,47.1488,52.8274,49.1307,DOWN,0
2013-01-23,52.7581,52.9488,47.1819,52.7789,49.2701,UP,1
2013-01-24,53.1048,52.9314,47.2171,52.8569,49.4098,UP,1
2013-01-25,53.616,53.4081,47.2585,53.0372,49.5668,DOWN,0
2013-01-28,53.1914,53.7807,47.3027,53.1706,49.7249,UP,1
2013-01-29,53.5467,53.0354,47.3484,53.2434,49.905,DOWN,0
2013-01-30,53.3301,53.4254,47.3875,53.3578,50.08,DOWN,0
2013-01-31,53.2694,53.1048,47.4268,53.3907,50.2504,UP,1
2013-02-01,54.0927,53.7114,47.4691,53.4861,50.4008,DOWN,0
2013-02-04,53.8327,53.9194,47.5045,53.6143,50.5391,UP,1
2013-02-05,54.2487,54.0667,47.5434,53.7547,50.6903,DOWN,0
2013-02-06,53.5987,53.98,47.5803,53.8084,50.8124,DOWN,0
2013-02-07,51.7962,53.4687,47.6071,53.5138,50.8865,UP,1
2013-02-08,51.8395,51.7442,47.638,53.0632,50.962,DOWN,0
2013-02-11,51.3022,51.9349,47.6676,52.5571,51.0263,DOWN,0
2013-02-12,50.375,51.6489,47.6838,51.7823,51.0719,UP,1
2013-02-13,50.9643,50.479,47.6999,51.2555,51.13,UP,1
2013-02-14,51.1376,50.7736,47.7128,51.1237,51.2187,UP,1
2013-02-15,51.5362,51.1463,47.7312,51.0631,51.3159,DOWN,0
2013-02-19,51.4062,51.7615,47.751,51.0839,51.4085,DOWN,0
2013-02-20,50.4617,51.3889,47.7679,51.1012,51.4981,DOWN,0
2013-02-21,49.7944,50.193,47.7834,50.8672,51.574,UP,1
2013-02-22,50.8776,49.8897,47.808,50.8152,51.6601,DOWN,0
2013-02-25,49.8377,51.0769,47.8276,50.4755,51.7173,UP,1
2013-02-26,50.713,50.0804,47.8523,50.3369,51.7472,UP,1
2013-02-27,51.6922,50.7563,47.8826,50.583,51.7966,UP,1
2013-02-28,52.2208,51.7182,47.9148,51.0683,51.8567,DOWN,0
2013-03-01,51.9089,51.9695,47.9448,51.2745,51.9012,UP,1
2013-03-04,52.2035,51.5969,47.9805,51.7477,51.9371,UP,1
2013-03-05,52.6368,52.3855,48.0198,52.1324,51.9843,UP,1
2013-03-06,52.9228,52.7581,48.0664,52.3786,52.0272,DOWN,0
2013-03-07,52.7668,52.9141,48.1195,52.4877,52.0772,UP,1
2013-03-08,52.9661,53.0614,48.1758,52.6992,52.1212,UP,1
2013-03-11,53.2001,53.0094,48.2247,52.8985,52.1851,DOWN,0
2013-03-12,53.0961,53.1481,48.2716,52.9904,52.2428,DOWN,0
2013-03-13,52.9921,53.1394,48.3147,53.0042,52.3101,UP,1
2013-03-14,53.0008,53.1914,48.3544,53.051,52.3558,DOWN,0
2013-03-15,51.9955,52.7408,48.3918,52.8569,52.3659,DOWN,0
2013-03-18,51.5709,51.5882,48.422,52.5311,52.3763,DOWN,0
2013-03-19,51.3629,51.6662,48.4545,52.1844,52.3787,DOWN,0
2013-03-20,51.2676,51.5796,48.49,51.8395,52.365,DOWN,0
2013-03-21,49.5604,50.9209,48.5254,51.1515,52.3092,UP,1
2013-03-22,49.7857,49.829,48.5622,50.7095,52.2373,DOWN,0
2013-03-25,49.0924,49.829,48.5942,50.2138,52.147,UP,1
2013-03-26,49.3611,49.1531,48.6226,49.8134,52.07,DOWN,0
2013-03-27,49.0144,48.9624,48.6472,49.3628,51.9877,UP,1
2013-03-28,49.4217,49.0491,48.6693,49.3351,51.9161,DOWN,0
2013-04-01,48.6505,49.5951,48.6927,49.108,51.8349,UP,1
2013-04-02,48.8758,48.8845,48.7136,49.0647,51.7581,DOWN,0
2013-04-03,48.5638,48.9624,48.7377,48.9053,51.6789,UP,1
2013-04-04,48.7545,48.7545,48.7647,48.8533,51.5903,DOWN,0
2013-04-05,48.0525,48.0785,48.787,48.5794,51.4962,UP,1
2013-04-08,49.4391,48.6071,48.8143,48.7371,51.4229,UP,1
2013-04-09,49.5257,49.5604,48.8341,48.8671,51.3411,UP,1
2013-04-10,50.1237,49.6731,48.858,49.1791,51.2797,UP,1
2013-04-11,50.8603,50.1063,48.8947,49.6003,51.226,DOWN,0
2013-04-12,50.635,50.6436,48.9296,50.1167,51.1721,DOWN,0
2013-04-15,48.8671,50.219,48.9589,50.0024,51.084,UP,1
2013-04-16,50.4443,49.2224,48.9931,50.1861,51.0111,DOWN,0
2013-04-17,50.0977,50.0197,49.0212,50.1809,50.9364,DOWN,0
2013-04-18,49.985,50.1497,49.0469,50.0058,50.8511,UP,1
2013-04-19,50.1583,50.1843,49.0659,49.9105,50.7823,UP,1
2013-04-22,50.3663,50.2277,49.0855,50.2103,50.7537,UP,1
2013-04-23,51.2936,50.5483,49.1079,50.3802,50.7428,UP,1
2013-04-24,51.6142,51.5709,49.1333,50.6835,50.749,UP,1
2013-04-25,52.5761,51.9435,49.1684,51.2017,50.793,DOWN,0
2013-04-26,51.9002,52.4288,49.1975,51.5501,50.8118,UP,1
2013-04-29,52.5761,52.2902,49.2335,51.9921,50.8405,UP,1
2013-04-30,52.6021,52.3768,49.2752,52.2538,50.8618,DOWN,0
2013-05-01,50.583,49.0144,49.3041,52.0475,50.8454,UP,1
2013-05-02,50.9556,50.6263,49.3263,51.7234,50.8553,UP,1
2013-05-03,51.6229,51.6316,49.3519,51.6679,50.8918,UP,1
2013-05-06,52.1602,51.5709,49.3757,51.5848,50.9175,UP,1
2013-05-07,52.5588,52.1428,49.4006,51.5761,50.9719,UP,1
2013-05-08,53.5727,52.5935,49.4297,52.174,51.0291,DOWN,0
2013-05-09,53.3127,53.5727,49.46,52.6455,51.0615,UP,1
2013-05-10,53.6854,53.3301,49.4953,53.058,51.0908,DOWN,0
2013-05-13,52.6021,53.4427,49.5262,53.1464,51.1047,UP,1
2013-05-14,54.5086,52.6021,49.5645,53.5363,51.1508,UP,1
2013-05-15,54.5866,54.344,49.5982,53.7391,51.1898,DOWN,0
2013-05-16,53.7287,54.396,49.6274,53.8223,51.2059,UP,1
2013-05-17,54.8986,53.7807,49.6643,54.0649,51.2485,DOWN,0
2013-05-20,54.7686,54.7599,49.7011,54.4982,51.2846,DOWN,0
2013-05-21,54.4913,54.6126,49.7445,54.4948,51.3104,UP,1
2013-05-22,54.5086,54.4913,49.79,54.4792,51.3386,UP,1
2013-05-23,55.0286,53.9887,49.8312,54.7392,51.3794,UP,1
2013-05-24,55.0373,54.6906,49.8718,54.7669,51.4201,UP,1
2013-05-28,55.8779,55.7652,49.912,54.9887,51.4977,DOWN,0
2013-05-29,55.2886,55.4099,49.9515,55.1482,51.5721,UP,1
2013-05-30,55.3839,55.4359,49.9934,55.3232,51.6525,DOWN,0
2013-05-31,54.344,55.0633,50.0285,55.1863,51.7141,DOWN,0
2013-06-03,53.7547,54.448,50.0618,54.9298,51.7979,UP,1
2013-06-04,53.8847,53.8067,50.0982,54.5312,51.8799,DOWN,0
2013-06-05,53.0441,53.616,50.127,54.0823,51.9589,UP,1
2013-06-06,53.0874,53.0614,50.1516,53.623,52.0335,UP,1
2013-06-07,54.4826,53.4167,50.186,53.6507,52.1428,DOWN,0
2013-06-10,54.4393,54.7426,50.2202,53.7876,52.2432,DOWN,0
2013-06-11,54.3527,53.824,50.2558,53.8812,52.3572,DOWN,0
2013-06-12,53.876,54.8466,50.2842,54.0476,52.4572,UP,1
2013-06-13,54.656,53.668,50.3214,54.3613,52.5791,DOWN,0
2013-06-14,54.2227,54.656,50.3576,54.3093,52.6884,UP,1
2013-06-17,55.3319,54.656,50.4017,54.4878,52.834,UP,1
2013-06-18,56.0685,55.3406,50.4497,54.831,52.9666,DOWN,0
2013-06-19,55.5659,56.1378,50.4934,55.169,53.0874,DOWN,0
2013-06-20,54.266,53.694,50.5314,55.091,53.1703,DOWN,0
2013-06-21,54.2313,54.8119,50.5672,55.0927,53.2377,DOWN,0
2013-06-24,53.4861,53.746,50.602,54.7236,53.2947,DOWN,0
2013-06-25,53.4861,54.0233,50.6342,54.2071,53.3871,UP,1
2013-06-26,53.8847,53.8934,50.6632,53.8708,53.4559,UP,1
2013-06-27,54.0667,54.318,50.6911,53.831,53.5353,DOWN,0
2013-06-28,52.9141,53.928,50.7101,53.5675,53.5939,UP,1
2013-07-01,53.3907,53.3474,50.729,53.5485,53.6585,DOWN,0
2013-07-02,53.3301,53.3647,50.7472,53.5173,53.7178,UP,1
2013-07-03,53.4687,53.3474,50.7608,53.4341,53.7613,UP,1
2013-07-05,54.006,54.0407,50.7771,53.4219,53.8091,DOWN,0
2013-07-08,53.0614,53.2001,50.79,53.4514,53.8188,UP,1
2013-07-09,53.668,53.4254,50.8072,53.5069,53.8542,UP,1
2013-07-10,53.9973,53.3994,50.8259,53.6403,53.8826,DOWN,0
2013-07-11,53.9627,54.708,50.8444,53.7391,53.9098,DOWN,0
2013-07-12,53.8327,54.006,50.8637,53.7044,53.9748,UP,1
2013-07-15,54.1793,53.9627,50.8878,53.928,54.0393,DOWN,0
2013-07-16,53.3647,54.3267,50.9108,53.8674,54.0741,UP,1
2013-07-17,53.9887,53.6767,50.9399,53.8656,54.1107,UP,1
2013-07-18,54.682,53.9973,50.9718,54.0095,54.1532,UP,1
2013-07-19,55.0113,54.8033,51.0069,54.2452,54.1819,DOWN,0
2013-07-22,54.8119,55.0026,51.0369,54.3717,54.2119,DOWN,0
2013-07-23,54.5693,55.1759,51.0701,54.6126,54.2296,UP,1
2013-07-24,55.0719,54.5693,51.1067,54.8293,54.279,UP,1
2013-07-25,55.1586,55.0199,51.1411,54.9246,54.292,DOWN,0
2013-07-26,54.9766,54.9419,51.1724,54.9177,54.2998,UP,1
2013-07-29,55.0979,54.7253,51.2063,54.9749,54.3272,UP,1
2013-07-30,56.7618,55.0286,51.2522,55.4134,54.3644,UP,1
2013-07-31,57.3337,56.7618,51.3058,55.8657,54.4157,UP,1
2013-08-01,57.9403,57.6977,51.3616,56.4221,54.4847,UP,1
2013-08-02,58.287,57.689,51.4207,57.0841,54.5603,DOWN,0
2013-08-05,57.4984,58.079,51.4727,57.5642,54.6097,DOWN,0
2013-08-06,57.0651,57.481,51.5176,57.6249,54.6502,DOWN,0
2013-08-07,56.5278,56.6318,51.5567,57.4637,54.6632,UP,1
2013-08-08,57.1604,56.6058,51.6001,57.3077,54.7007,DOWN,0
2013-08-09,56.9178,55.9818,51.6458,57.0339,54.7314,DOWN,0
2013-08-12,56.3198,56.6231,51.6893,56.7982,54.7709,UP,1
2013-08-13,57.2991,56.6578,51.7411,56.845,54.8418,DOWN,0
2013-08-14,56.7618,57.2557,51.7931,56.8918,54.8993,DOWN,0
2013-08-15,56.3285,56.3545,51.8426,56.7254,54.965,UP,1
2013-08-16,56.7098,55.8432,51.8909,56.6838,55.0374,DOWN,0
2013-08-19,56.3198,56.4498,51.9406,56.6838,55.0742,UP,1
2013-08-20,56.6924,56.2765,51.9872,56.5625,55.1192,UP,1
2013-08-21,56.7704,56.6231,52.0366,56.5642,55.1676,UP,1
2013-08-22,57.845,56.8658,52.0882,56.8675,55.247,DOWN,0
2013-08-23,57.689,57.845,52.14,57.0634,55.3076,DOWN,0
2013-08-26,57.689,57.845,52.1966,57.3372,55.377,UP,1
2013-08-27,58.027,57.585,52.2578,57.6041,55.4309,DOWN,0
2013-08-28,57.4377,57.8364,52.3144,57.7376,55.4582,UP,1
2013-08-29,57.845,57.3597,52.3748,57.7376,55.5038,DOWN,0
2013-08-30,57.7237,57.7584,52.437,57.7445,55.573,UP,1
2013-09-03,57.8537,58.4516,52.5035,57.7774,55.6454,UP,1
2013-09-04,58.365,57.7237,52.5725,57.845,55.743,DOWN,0
2013-09-05,58.3563,58.2263,52.6405,58.0287,55.8404,UP,1
2013-09-06,58.7549,58.4603,52.7014,58.2107,55.9378,UP,1
2013-09-09,59.4742,58.9109,52.7642,58.5608,56.046,UP,1
2013-09-10,60.0375,59.8295,52.8309,58.9976,56.1884,UP,1
2013-09-11,60.9561,60.1588,52.8982,59.5158,56.3397,DOWN,0
2013-09-12,60.8608,60.8001,52.9621,60.0167,56.4904,DOWN,0
2013-09-13,60.8088,61.0254,53.0258,60.4275,56.6372,UP,1
2013-09-16,60.9734,61.502,53.0902,60.7273,56.7765,UP,1
2013-09-17,61.1727,60.9734,53.1556,60.9543,56.9387,UP,1
2013-09-18,61.7447,61.0947,53.224,61.1121,57.1003,UP,1
2013-09-19,62.2473,61.8747,53.3018,61.3894,57.2653,DOWN,0
2013-09-20,61.84,62.23,53.3776,61.5956,57.4228,DOWN,0
2013-09-23,61.632,61.8227,53.4519,61.7273,57.5788,UP,1
2013-09-24,61.892,61.5454,53.5314,61.8712,57.7331,UP,1
2013-09-25,61.944,61.9613,53.6112,61.9111,57.9046,UP,1
2013-09-26,62.0827,61.9873,53.6887,61.8781,58.0665,DOWN,0
2013-09-27,61.9787,61.7014,53.7637,61.9059,58.2125,UP,1
2013-09-30,62.152,61.3807,53.8284,62.0099,58.3553,DOWN,0
2013-10-01,61.8313,62.074,53.8914,61.9977,58.4957,UP,1
2013-10-02,62.0393,61.4674,53.9555,62.0168,58.6451,DOWN,0
2013-10-03,61.398,61.7967,54.0141,61.8799,58.7716,UP,1
2013-10-04,62.4986,61.398,54.0746,61.9839,58.9184,DOWN,0
2013-10-07,61.7187,61.9527,54.1318,61.8972,59.0532,DOWN,0
2013-10-08,61.1901,61.6407,54.1838,61.7689,59.1751,DOWN,0
2013-10-09,61.0167,61.2767,54.2376,61.5644,59.2602,UP,1
2013-10-10,62.126,61.7707,54.2944,61.71,59.356,UP,1
2013-10-11,62.6026,62.022,54.3574,61.7308,59.4493,DOWN,0
2013-10-14,62.5506,62.1866,54.4191,61.8972,59.5345,DOWN,0
2013-10-15,62.178,62.3946,54.4818,62.0948,59.6281,UP,1
2013-10-16,62.9059,62.7153,54.5428,62.4726,59.7449,UP,1
2013-10-17,63.6079,62.7586,54.6034,62.769,59.8865,UP,1
2013-10-18,63.6165,63.7465,54.6662,62.9718,60.0157,DOWN,0
2013-10-21,63.4259,63.5472,54.7271,63.1468,60.1458,UP,1
2013-10-22,64.5698,63.5819,54.7902,63.6252,60.3108,DOWN,0
2013-10-23,64.2491,64.4051,54.8497,63.8938,60.4498,UP,1
2013-10-24,64.4658,64.2231,54.9051,64.0654,60.6039,DOWN,0
2013-10-25,64.4224,64.4658,54.9592,64.2266,60.7658,DOWN,0
2013-10-28,63.7118,64.2838,55.0117,64.2838,60.9058,DOWN,0
2013-10-29,63.4779,63.5992,55.0634,64.0654,61.049,DOWN,0
2013-10-30,63.2872,63.0966,55.1149,63.873,61.1809,DOWN,0
2013-10-31,63.0532,63.3132,55.1666,63.5905,61.3065,UP,1
2013-11-01,63.1052,63.0792,55.2185,63.3271,61.4117,UP,1
2013-11-04,63.1312,63.0792,55.2715,63.211,61.5206,DOWN,0
2013-11-05,63.1226,62.9666,55.3212,63.1399,61.6292,UP,1
2013-11-06,63.2959,63.2439,55.3739,63.1416,61.7346,DOWN,0
2013-11-07,62.5333,63.3219,55.4211,63.0376,61.8365,UP,1
2013-11-08,63.6252,62.5246,55.4711,63.1416,61.9521,DOWN,0
2013-11-11,63.2612,63.5732,55.5215,63.1676,62.0629,DOWN,0
2013-11-12,62.8886,62.9406,55.5682,63.1208,62.1636,UP,1
2013-11-13,63.7292,62.7153,55.6202,63.2075,62.2709,UP,1
2013-11-14,63.9892,63.9112,55.6738,63.4987,62.3835,UP,1
2013-11-15,65.0811,64.0498,55.7287,63.7898,62.5101,DOWN,0
2013-11-18,63.9978,65.0724,55.7795,63.9372,62.6005,DOWN,0
2013-11-19,63.7032,63.9805,55.8268,64.1001,62.6738,DOWN,0
2013-11-20,62.9579,63.7378,55.8736,63.9458,62.7139,UP,1
2013-11-21,63.0706,63.1919,55.93,63.7621,62.7581,UP,1
2013-11-22,63.1919,63.1746,55.9867,63.3843,62.8057,DOWN,0
2013-11-25,62.7326,63.2872,56.0439,63.1312,62.8409,UP,1
2013-11-26,62.9406,62.8193,56.1067,62.9787,62.8763,UP,1
2013-11-27,63.2526,62.9146,56.1682,63.0376,62.9064,DOWN,0
2013-11-29,63.1399,63.2699,56.2282,63.0515,62.9243,DOWN,0
2013-12-02,63.0966,63.1659,56.286,63.0324,62.9494,DOWN,0
2013-12-03,62.7413,62.6459,56.3426,63.0342,62.9716,UP,1
2013-12-04,63.2092,62.6286,56.4064,63.0879,62.9979,UP,1
2013-12-05,63.3739,62.9839,56.4743,63.1122,63.0265,UP,1
2013-12-06,64.4744,64.0152,56.5423,63.3791,63.0744,UP,1
2013-12-09,64.8644,64.4571,56.6174,63.7326,63.1321,UP,1
2013-12-10,65.0464,64.8384,56.6891,64.1937,63.19,DOWN,0
2013-12-11,64.2925,65.0637,56.7521,64.4103,63.2392,DOWN,0
2013-12-12,63.6425,64.0758,56.8092,64.464,63.2713,DOWN,0
2013-12-13,63.5299,63.6252,56.8673,64.2751,63.3139,DOWN,0
2013-12-16,63.1052,63.6598,56.9218,63.9233,63.326,UP,1
2013-12-17,63.3045,62.9579,56.9751,63.5749,63.3578,DOWN,0
2013-12-18,63.0186,63.0966,57.0256,63.3201,63.3943,UP,1
2013-12-19,63.2785,63.0099,57.0782,63.2474,63.4396,UP,1
2013-12-20,63.2959,63.2266,57.1298,63.2006,63.463,UP,1
2013-12-23,63.6512,63.4865,57.1821,63.3097,63.4839,UP,1
2013-12-24,64.5264,63.9545,57.2392,63.5541,63.5234,UP,1
2013-12-26,65.341,64.8037,57.301,64.0186,63.5867,UP,1
2013-12-27,65.393,65.0551,57.3629,64.4415,63.6365,DOWN,0
2013-12-30,65.211,65.3844,57.429,64.8245,63.6685,UP,1
2013-12-31,65.393,65.3584,57.4981,65.1729,63.704,DOWN,0
2014-01-02,64.5871,65.2284,57.5642,65.1851,63.7273,DOWN,0
2014-01-03,64.3618,64.4138,57.6297,64.9892,63.7231,DOWN,0
2014-01-06,63.9458,64.6998,57.7016,64.6998,63.717,UP,1
2014-01-07,64.3878,64.1105,57.7746,64.5351,63.7155,UP,1
2014-01-08,64.4918,64.3705,57.8516,64.3549,63.7169,DOWN,0
2014-01-09,64.4398,64.7171,57.927,64.3254,63.7314,DOWN,0
2014-01-10,64.3185,64.6044,58.0036,64.3167,63.7482,DOWN,0
2014-01-13,63.1312,63.9892,58.0721,64.1538,63.7451,UP,1
2014-01-14,64.1971,63.1572,58.1498,64.1157,63.768,UP,1
2014-01-15,65.627,64.8471,58.2336,64.3427,63.8184,DOWN,0
2014-01-16,65.627,65.5057,58.3189,64.5802,63.8684,DOWN,0
2014-01-17,65.445,65.6963,58.4024,64.8055,63.9148,UP,1
2014-01-21,65.679,65.861,58.4905,65.315,63.9625,UP,1
2014-01-22,65.8003,65.7223,58.5723,65.6357,64.0278,DOWN,0
2014-01-23,64.2491,65.2284,58.6459,65.3601,64.0403,DOWN,0
2014-01-24,62.0653,63.6425,58.7056,64.6478,64.0164,UP,1
2014-01-27,62.126,61.9353,58.762,63.984,64.0011,DOWN,0
2014-01-28,62.1086,62.1606,58.8193,63.2699,63.9687,DOWN,0
2014-01-29,62.1,61.71,58.8855,62.5298,63.9309,UP,1
2014-01-30,62.2733,62.5073,58.9446,62.1346,63.8748,DOWN,0
2014-01-31,61.2074,61.476,59.0002,61.9631,63.819,DOWN,0
2014-02-03,59.6822,61.1641,59.0487,61.4743,63.7385,UP,1
2014-02-04,60.2455,60.0375,59.0991,61.1017,63.6843,DOWN,0
2014-02-05,60.2195,59.9248,59.1484,60.7256,63.6273,UP,1
2014-02-06,62.0133,60.0375,59.202,60.6736,63.6037,DOWN,0
2014-02-07,61.9787,62.1606,59.2538,60.8278,63.5886,DOWN,0
2014-02-10,61.9613,61.7273,59.3007,61.2837,63.569,UP,1
2014-02-11,62.5679,62.1433,59.3541,61.7481,63.5553,DOWN,0
2014-02-12,62.2386,62.7153,59.4024,62.152,63.5373,UP,1
2014-02-13,62.5333,61.9353,59.452,62.256,63.526,UP,1
2014-02-14,63.2006,62.4466,59.5151,62.5003,63.5352,DOWN,0
2014-02-18,63.0706,63.0446,59.5757,62.7222,63.5325,DOWN,0
2014-02-19,62.9666,63.0706,59.6324,62.8019,63.5243,UP,1
2014-02-20,63.3305,63.0532,59.6883,63.0203,63.5014,DOWN,0
2014-02-21,63.0012,63.5212,59.7405,63.1139,63.4642,DOWN,0
2014-02-24,62.6719,62.8886,59.786,63.0082,63.4167,UP,1
2014-02-25,62.9752,62.7153,59.8343,62.9891,63.3903,UP,1
2014-02-26,65.1764,63.1486,59.8917,63.4311,63.421,UP,1
2014-02-27,66.0776,65.1851,59.9591,63.9805,63.472,UP,1
2014-02-28,66.8836,66.3463,60.021,64.757,63.5475,DOWN,0
2014-03-03,66.6063,66.173,60.0811,65.5438,63.6136,UP,1
2014-03-04,67.6635,67.2735,60.1508,66.4815,63.7065,DOWN,0
2014-03-05,67.3862,67.5508,60.2132,66.9234,63.7886,UP,1
2014-03-06,67.6635,67.4122,60.2777,67.2406,63.876,DOWN,0
2014-03-07,67.4815,67.8715,60.3426,67.3602,63.9526,UP,1
2014-03-10,72.0138,72.7417,60.4301,68.4417,64.1023,DOWN,0
2014-03-11,70.3153,71.2079,60.5066,68.9721,64.2018,DOWN,0
2014-03-12,69.544,69.908,60.5791,69.4036,64.2848,DOWN,0
2014-03-13,69.4487,69.9166,60.647,69.7607,64.3696,DOWN,0
2014-03-14,68.4521,69.4573,60.7128,69.9548,64.4308,UP,1
2014-03-17,69.1367,68.6341,60.7815,69.3794,64.5218,DOWN,0
2014-03-18,68.5561,68.9634,60.8526,69.0275,64.6056,DOWN,0
2014-03-19,67.5335,68.6081,60.9215,68.6254,64.6774,UP,1
2014-03-20,68.5821,67.4729,60.995,68.4521,64.7613,DOWN,0
2014-03-21,68.3741,69.1714,61.0716,68.4365,64.8389,DOWN,0
2014-03-24,68.0101,68.8854,61.1463,68.2112,64.9103,DOWN,0
2014-03-25,67.8108,68.4694,61.2129,68.0621,64.9802,DOWN,0
2014-03-26,66.329,68.0361,61.2723,67.8212,65.0441,UP,1
2014-03-27,66.8576,67.3862,61.3349,67.4763,65.0974,DOWN,0
2014-03-28,66.251,66.9356,61.3967,67.0517,65.1098,UP,1
2014-03-31,66.3463,66.5109,61.4552,66.7189,65.1242,UP,1
2014-04-01,67.0049,66.8922,61.5191,66.5577,65.1554,UP,1
2014-04-02,67.8888,66.8489,61.5819,66.8697,65.1996,DOWN,0
2014-04-03,67.8022,68.0101,61.6406,67.0586,65.2396,DOWN,0
2014-04-04,66.4936,68.3134,61.6952,67.1072,65.2845,DOWN,0
2014-04-07,65.6443,66.3723,61.7521,66.9668,65.3561,UP,1
2014-04-08,66.2943,65.835,61.8124,66.8246,65.4395,UP,1
