ticker,LHX US Equity,LHX US Equity,LHX US Equity,LHX US Equity,LHX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-07-30,15.3479,15.2581,13.5581,15.0616,14.5265,DOWN,0
2003-07-31,15.2912,15.3999,13.5558,15.1344,14.5597,DOWN,0
2003-08-01,15.1826,15.2912,13.552,15.2232,14.5888,DOWN,0
2003-08-04,15.1826,15.2581,13.5618,15.2459,14.6174,DOWN,0
2003-08-05,14.7196,15.2298,13.5692,15.1448,14.6347,DOWN,0
2003-08-06,14.5968,14.6629,13.5797,14.9946,14.6422,DOWN,0
2003-08-07,14.3559,14.5023,13.5879,14.8075,14.6456,DOWN,0
2003-08-08,14.2992,14.4078,13.5952,14.6308,14.6462,DOWN,0
2003-08-11,14.2661,14.252,13.6016,14.4475,14.6454,UP,1
2003-08-12,14.4173,14.3795,13.611,14.3871,14.6476,DOWN,0
2003-08-13,14.3417,14.4551,13.6196,14.336,14.6468,UP,1
2003-08-14,14.7763,14.4078,13.6303,14.4201,14.6505,UP,1
2003-08-15,14.8236,14.7858,13.6422,14.525,14.6517,UP,1
2003-08-18,14.9275,14.6818,13.6536,14.6573,14.6541,UP,1
2003-08-19,15.2912,14.9275,13.6677,14.8321,14.6675,DOWN,0
2003-08-20,15.2015,15.3007,13.6808,15.004,14.6744,UP,1
2003-08-21,15.4471,15.2109,13.6931,15.1382,14.6883,DOWN,0
2003-08-22,15.3762,15.4235,13.7069,15.2487,14.6995,UP,1
2003-08-25,15.5558,15.3762,13.72,15.3744,14.7175,DOWN,0
2003-08-26,15.4188,15.518,13.7335,15.3999,14.7278,DOWN,0
2003-08-27,15.4093,15.4235,13.747,15.4414,14.7339,UP,1
2003-08-28,15.5652,15.4093,13.7643,15.4651,14.7397,UP,1
2003-08-29,15.6833,15.5416,13.7807,15.5265,14.7486,UP,1
2003-09-02,16.0754,15.7069,13.7998,15.6304,14.7621,UP,1
2003-09-03,16.1368,16.0612,13.8185,15.774,14.7848,UP,1
2003-09-04,16.6611,16.1368,13.8409,16.0244,14.8239,DOWN,0
2003-09-05,16.4344,16.543,13.8626,16.1982,14.8572,UP,1
2003-09-08,16.5714,16.4816,13.8864,16.3758,14.8985,DOWN,0
2003-09-09,16.4155,16.5714,13.9086,16.4438,14.938,DOWN,0
2003-09-10,16.1084,16.5336,13.9273,16.4382,14.9762,DOWN,0
2003-09-11,16.1084,16.1084,13.9453,16.3276,15.0086,DOWN,0
2003-09-12,16.0565,16.0848,13.9621,16.2521,15.0405,UP,1
2003-09-15,16.0612,16.0565,13.9805,16.15,15.0764,UP,1
2003-09-16,16.3919,16.0612,13.9994,16.1453,15.1142,UP,1
2003-09-17,16.6281,16.4627,14.0189,16.2492,15.1596,UP,1
2003-09-18,16.9682,16.8879,14.0413,16.4212,15.2065,UP,1
2003-09-19,17.1619,17.1146,14.0651,16.6422,15.2667,DOWN,0
2003-09-22,16.8501,17.006,14.0883,16.8,15.3163,DOWN,0
2003-09-23,16.6706,16.7698,14.111,16.8558,15.3588,DOWN,0
2003-09-24,16.2076,16.7178,14.1311,16.7717,15.3937,DOWN,0
2003-09-25,15.9478,16.2076,14.1523,16.5676,15.4321,UP,1
2003-09-26,16.0659,15.9478,14.1744,16.3484,15.4774,UP,1
2003-09-29,16.2549,16.1132,14.1971,16.2294,15.5258,UP,1
2003-09-30,16.9068,17.0013,14.2221,16.2766,15.5847,UP,1
2003-10-01,17.0154,17.1949,14.2487,16.4382,15.6347,DOWN,0
2003-10-02,16.9587,17.0438,14.2745,16.6404,15.6819,UP,1
2003-10-03,16.9729,17.0768,14.3012,16.8218,15.7228,UP,1
2003-10-06,17.0627,17.0296,14.3291,16.9833,15.7693,DOWN,0
2003-10-07,16.9918,16.9446,14.3562,17.0003,15.8077,UP,1
2003-10-08,17.0768,17.0296,14.3832,17.0126,15.8448,UP,1
2003-10-09,17.1146,17.1713,14.4098,17.0438,15.8801,UP,1
2003-10-10,17.2327,17.0532,14.4367,17.0957,15.9189,DOWN,0
2003-10-13,16.9068,17.1902,14.4611,17.0646,15.9534,UP,1
2003-10-14,17.1099,16.9068,14.4862,17.0882,15.992,DOWN,0
2003-10-15,17.091,17.2894,14.5101,17.091,16.0394,DOWN,0
2003-10-16,17.0579,17.0957,14.5332,17.0797,16.0886,DOWN,0
2003-10-17,16.8312,17.0816,14.5546,16.9994,16.1381,UP,1
2003-10-20,16.8832,16.8879,14.5754,16.9946,16.1898,DOWN,0
2003-10-21,16.8832,16.9304,14.5934,16.9493,16.2421,DOWN,0
2003-10-22,16.7273,16.8832,14.6105,16.8766,16.2883,UP,1
2003-10-23,16.784,16.6753,14.6293,16.8218,16.3372,UP,1
2003-10-24,16.8312,16.7226,14.648,16.8218,16.3783,UP,1
2003-10-27,16.921,16.8548,14.6649,16.8293,16.4202,UP,1
2003-10-28,17.1902,17.006,14.6826,16.8907,16.4655,UP,1
2003-10-29,17.3792,17.1949,14.7011,17.0211,16.5072,UP,1
2003-10-30,17.6815,17.4311,14.716,17.2006,16.5568,DOWN,0
2003-10-31,17.5823,17.6343,14.7298,17.3508,16.5995,UP,1
2003-11-03,17.9319,17.4784,14.7454,17.553,16.6507,UP,1
2003-11-04,18.0452,17.9035,14.7633,17.724,16.7004,DOWN,0
2003-11-05,17.9035,18.0452,14.7815,17.8289,16.7501,UP,1
2003-11-06,18.0925,17.9366,14.8018,17.9111,16.8038,DOWN,0
2003-11-07,18.0074,18.1397,14.8224,17.9961,16.8526,DOWN,0
2003-11-10,17.6437,17.9602,14.8419,17.9385,16.8919,DOWN,0
2003-11-11,17.5398,17.6437,14.8574,17.8374,16.9211,UP,1
2003-11-12,17.8988,17.5398,14.8757,17.8364,16.9564,DOWN,0
2003-11-13,17.8327,17.8516,14.8916,17.7845,16.9798,DOWN,0
2003-11-14,17.4217,17.7854,14.9051,17.6673,16.9996,DOWN,0
2003-11-17,17.365,17.4217,14.9176,17.6116,17.0154,UP,1
2003-11-18,17.3697,17.4122,14.9318,17.5776,17.0345,DOWN,0
2003-11-19,17.3697,17.3225,14.947,17.4718,17.0597,UP,1
2003-11-20,17.4784,17.3461,14.9632,17.4009,17.0871,UP,1
2003-11-21,17.4925,17.4784,14.9795,17.4151,17.1159,UP,1
2003-11-24,18.0027,17.5398,14.9967,17.5426,17.1547,UP,1
2003-11-25,18.2106,17.998,15.0153,17.7108,17.1911,DOWN,0
2003-11-26,18.1633,18.2011,15.0352,17.8695,17.2218,UP,1
2003-11-28,18.3145,18.1397,15.0574,18.0367,17.2487,UP,1
2003-12-01,18.5176,18.3806,15.0792,18.2418,17.2758,UP,1
2003-12-02,18.5507,18.4232,15.1001,18.3513,17.3098,DOWN,0
2003-12-03,18.135,18.6121,15.1197,18.3362,17.3391,DOWN,0
2003-12-04,17.861,18.1964,15.1371,18.2758,17.3722,DOWN,0
2003-12-05,17.6673,17.6201,15.1521,18.1463,17.4066,UP,1
2003-12-08,17.7996,17.6437,15.169,18.0027,17.4412,DOWN,0
2003-12-09,17.5162,17.7996,15.1852,17.7958,17.4665,UP,1
2003-12-10,17.6154,17.502,15.2026,17.6919,17.4806,UP,1
2003-12-11,18.1586,17.6154,15.2226,17.7514,17.5035,DOWN,0
2003-12-12,18.1067,18.1114,15.2424,17.8393,17.5265,DOWN,0
2003-12-15,18.0594,18.2342,15.2625,17.8912,17.5482,DOWN,0
2003-12-16,17.8563,18.0547,15.2787,17.9593,17.5641,UP,1
2003-12-17,17.9508,17.8563,15.2954,18.0263,17.5832,UP,1
2003-12-18,18.0074,17.9744,15.3127,17.9961,17.6019,DOWN,0
2003-12-19,17.8421,17.9602,15.3306,17.9432,17.6164,DOWN,0
2003-12-22,17.8232,17.724,15.3555,17.896,17.6282,DOWN,0
2003-12-23,17.7571,17.7524,15.3815,17.8761,17.6452,UP,1
2003-12-24,17.7713,17.7146,15.409,17.8402,17.6584,UP,1
2003-12-26,17.8468,17.809,15.4348,17.8081,17.6736,UP,1
2003-12-29,18.2578,17.9413,15.4611,17.8912,17.6976,DOWN,0
2003-12-30,18.1019,18.2814,15.4843,17.947,17.723,DOWN,0
2003-12-31,17.9271,18.1964,15.5067,17.981,17.7439,UP,1
2004-01-02,18.0972,17.8799,15.5301,18.0462,17.7681,UP,1
2004-01-05,18.6121,18.2153,15.555,18.1992,17.8058,UP,1
2004-01-06,18.716,18.5649,15.5785,18.2909,17.8445,DOWN,0
2004-01-07,18.2814,18.4468,15.6023,18.3268,17.8735,DOWN,0
2004-01-08,18.2814,17.9035,15.6274,18.3976,17.9007,UP,1
2004-01-09,18.494,18.3287,15.6542,18.477,17.9268,UP,1
2004-01-12,18.7491,18.5412,15.6815,18.5044,17.9542,UP,1
2004-01-13,18.9286,18.7774,15.71,18.5469,17.9791,UP,1
2004-01-14,19.1506,18.9286,15.7402,18.7208,18.0105,DOWN,0
2004-01-15,18.9664,19.1317,15.7692,18.8577,18.0312,UP,1
2004-01-16,19.1317,18.8483,15.7991,18.9853,18.0529,UP,1
2004-01-20,22.4621,20.5489,15.847,19.7279,18.1441,UP,1
2004-01-21,23.336,22.6746,15.8997,20.6094,18.2489,DOWN,0
2004-01-22,22.9817,23.3454,15.9484,21.3756,18.3484,DOWN,0
2004-01-23,22.5188,22.7691,15.9969,22.0861,18.4459,UP,1
2004-01-26,23.2132,22.4715,16.0496,22.9023,18.5594,DOWN,0
2004-01-27,22.8447,23.0526,16.0994,22.9789,18.6583,DOWN,0
2004-01-28,22.5566,22.8447,16.1478,22.823,18.7528,UP,1
2004-01-29,22.7502,22.5093,16.1969,22.7767,18.8594,UP,1
2004-01-30,22.9959,22.9581,16.2448,22.8721,18.972,DOWN,0
2004-02-02,22.9108,22.8778,16.2937,22.8116,19.0828,UP,1
2004-02-03,23.0998,22.9581,16.3429,22.8627,19.1974,DOWN,0
2004-02-04,22.8305,22.9108,16.3896,22.9175,19.3044,DOWN,0
2004-02-05,22.8116,22.8305,16.4357,22.9297,19.4108,UP,1
2004-02-06,23.0053,22.8305,16.4826,22.9316,19.5109,UP,1
2004-02-09,23.1612,23.0148,16.5304,22.9817,19.6099,UP,1
2004-02-10,23.5533,23.0431,16.5823,23.0724,19.7177,UP,1
2004-02-11,23.7328,23.5344,16.6347,23.2529,19.8261,DOWN,0
2004-02-12,23.7186,23.7328,16.6868,23.4342,19.9301,DOWN,0
2004-02-13,23.0526,23.6194,16.7346,23.4437,20.0201,UP,1
2004-02-17,23.2415,23.147,16.7854,23.4598,20.1222,DOWN,0
2004-02-18,23.1943,23.2368,16.8347,23.388,20.2289,UP,1
2004-02-19,23.3265,23.5013,16.8832,23.3067,20.3421,DOWN,0
2004-02-20,22.5329,23.3832,16.9282,23.0696,20.4368,DOWN,0
2004-02-23,22.1361,22.651,16.9709,22.8863,20.5292,DOWN,0
2004-02-24,21.9566,22.1078,17.013,22.6293,20.616,UP,1
2004-02-25,22.1503,21.8952,17.0542,22.4205,20.6958,UP,1
2004-02-26,22.6132,22.1078,17.098,22.2778,20.7859,DOWN,0
2004-02-27,22.3204,22.6132,17.1404,22.2353,20.8712,UP,1
2004-03-01,22.6132,22.3204,17.1857,22.3307,20.9663,DOWN,0
2004-03-02,22.5424,22.5329,17.2282,22.4479,21.0581,DOWN,0
2004-03-03,22.3156,22.5093,17.2704,22.481,21.1443,DOWN,0
2004-03-04,22.1314,21.9661,17.3133,22.3846,21.2301,UP,1
2004-03-05,22.3204,22.1314,17.3567,22.3846,21.32,DOWN,0
2004-03-08,21.7866,22.3204,17.397,22.2193,21.4006,DOWN,0
2004-03-09,21.5456,21.881,17.436,22.0199,21.4761,DOWN,0
2004-03-10,21.1394,21.5456,17.4724,21.7847,21.542,DOWN,0
2004-03-11,20.9788,21.1394,17.5062,21.5541,21.5964,UP,1
2004-03-12,21.659,21.1394,17.5435,21.4219,21.6675,DOWN,0
2004-03-15,21.1016,21.6543,17.5777,21.2849,21.731,UP,1
2004-03-16,21.111,21.1583,17.6117,21.198,21.7913,UP,1
2004-03-17,21.2055,21.2291,17.6462,21.2112,21.8431,UP,1
2004-03-18,21.3283,21.2008,17.681,21.2811,21.8954,UP,1
2004-03-19,21.7299,21.352,17.7166,21.2953,21.9644,DOWN,0
2004-03-22,21.4937,21.659,17.7503,21.3737,22.0286,DOWN,0
2004-03-23,21.4559,21.6118,17.7835,21.4427,22.0878,DOWN,0
2004-03-24,21.1347,21.3756,17.8161,21.4285,22.1356,UP,1
2004-03-25,21.9188,21.1583,17.8514,21.5466,22.1954,UP,1
2004-03-26,22.2967,21.8952,17.8891,21.66,22.2583,UP,1
2004-03-29,22.9817,22.5802,17.93,21.9576,22.3386,UP,1
2004-03-30,23.0998,22.9108,17.9722,22.2863,22.418,DOWN,0
2004-03-31,22.8683,23.0762,18.012,22.6331,22.4261,UP,1
2004-04-01,23.3738,22.9345,18.0534,22.9241,22.4268,UP,1
2004-04-02,23.7375,23.61,18.0957,23.2122,22.4419,UP,1
2004-04-05,23.9501,23.7611,18.1392,23.4059,22.4706,DOWN,0
2004-04-06,23.6194,23.9548,18.1803,23.5098,22.4787,UP,1
2004-04-07,23.8698,23.6525,18.2247,23.7101,22.4992,DOWN,0
2004-04-08,23.7139,24.0682,18.2697,23.7781,22.5223,DOWN,0
2004-04-12,23.6194,23.7848,18.314,23.7545,22.5397,DOWN,0
2004-04-13,23.114,23.6194,18.357,23.5873,22.5421,DOWN,0
2004-04-14,22.703,22.8636,18.3983,23.404,22.5379,DOWN,0
2004-04-15,22.6699,22.7077,18.4407,23.164,22.5293,UP,1
2004-04-16,22.6746,22.6699,18.4816,22.9562,22.5262,UP,1
2004-04-19,22.9203,22.7219,18.5239,22.8164,22.5284,DOWN,0
2004-04-20,22.3912,22.9156,18.5645,22.6718,22.5161,UP,1
2004-04-21,22.925,22.4432,18.6066,22.7162,22.5114,DOWN,0
2004-04-22,22.9108,22.9486,18.6494,22.7644,22.4985,DOWN,0
2004-04-23,22.5991,22.9108,18.6893,22.7493,22.4759,DOWN,0
2004-04-26,22.5707,22.8636,18.7314,22.6794,22.4529,DOWN,0
2004-04-27,21.9188,22.4857,18.7691,22.5849,22.4302,DOWN,0
2004-04-28,21.6307,21.9188,18.8045,22.326,22.398,DOWN,0
2004-04-29,21.3236,21.659,18.8389,22.0086,22.3606,DOWN,0
2004-04-30,21.2811,21.3236,18.8751,21.745,22.3197,DOWN,0
2004-05-03,20.9929,21.2433,18.9111,21.4294,22.2889,UP,1
2004-05-04,21.1347,20.9977,18.9476,21.2726,22.2689,UP,1
2004-05-05,21.1866,21.1913,18.9837,21.1838,22.2535,DOWN,0
2004-05-06,20.7426,21.163,19.0148,21.0676,22.2253,DOWN,0
2004-05-07,20.6387,20.6198,19.045,20.9391,22.1858,DOWN,0
2004-05-10,20.2796,20.5489,19.0718,20.7964,22.145,UP,1
2004-05-11,20.4969,20.2796,19.1006,20.6689,22.1027,DOWN,0
2004-05-12,20.2607,20.4497,19.1265,20.4837,22.057,UP,1
2004-05-13,20.5017,20.2135,19.1529,20.4355,22.0208,DOWN,0
2004-05-14,20.4308,20.4922,19.1783,20.394,21.9868,DOWN,0
2004-05-17,20.1238,20.4072,19.2025,20.3628,21.9428,UP,1
2004-05-18,20.171,20.171,19.2274,20.2976,21.9105,UP,1
2004-05-19,20.2796,20.2655,19.2529,20.3014,21.8852,UP,1
2004-05-20,20.6528,20.3836,19.2826,20.3316,21.8755,UP,1
2004-05-21,20.6906,20.6623,19.3131,20.3836,21.8697,UP,1
2004-05-24,20.9174,20.8087,19.3459,20.5423,21.8549,UP,1
2004-05-25,21.2055,20.8796,19.3804,20.7492,21.8569,UP,1
2004-05-26,21.5598,21.1583,19.4169,21.0052,21.8659,UP,1
2004-05-27,21.5882,21.5173,19.4527,21.1923,21.8736,UP,1
2004-05-28,21.8243,21.5882,19.4901,21.419,21.8835,DOWN,0
2004-06-01,21.659,21.7299,19.5245,21.5674,21.8821,DOWN,0
2004-06-02,21.6401,21.6685,19.5586,21.6543,21.885,DOWN,0
2004-06-03,21.4323,21.7251,19.5912,21.6288,21.8845,UP,1
2004-06-04,21.6637,21.5409,19.623,21.6439,21.8951,UP,1
2004-06-07,21.848,21.8102,19.6563,21.6486,21.8937,DOWN,0
2004-06-08,21.796,22.0369,19.688,21.676,21.8837,DOWN,0
2004-06-09,21.7724,21.8243,19.72,21.7025,21.8595,UP,1
2004-06-10,21.881,21.848,19.7516,21.7922,21.8351,DOWN,0
2004-06-14,21.3709,21.848,19.7814,21.7337,21.8052,UP,1
2004-06-15,22.0416,21.4086,19.8145,21.7724,21.7785,UP,1
2004-06-16,22.2684,22.1361,19.848,21.8669,21.7491,UP,1
2004-06-17,22.481,22.2684,19.882,22.0086,21.7198,UP,1
2004-06-18,22.5849,22.4904,19.9146,22.1494,21.6991,DOWN,0
2004-06-21,22.344,22.5802,19.9456,22.344,21.6686,UP,1
2004-06-22,22.4385,22.344,19.9745,22.4233,21.643,UP,1
2004-06-23,22.8305,22.4385,20.0065,22.5358,21.6273,UP,1
2004-06-24,22.8589,22.6605,20.0379,22.6113,21.6222,UP,1
2004-06-25,23.0667,22.8589,20.0712,22.7077,21.6294,UP,1
2004-06-28,23.2179,23.1848,20.1067,22.8825,21.6404,UP,1
2004-06-29,23.5722,23.2179,20.144,23.1092,21.6584,UP,1
2004-06-30,23.9737,23.5486,20.1836,23.3379,21.6794,DOWN,0
2004-07-01,23.4069,23.8556,20.2204,23.4475,21.6997,UP,1
2004-07-02,23.5061,23.3832,20.2559,23.5353,21.7114,DOWN,0
2004-07-06,22.7455,23.388,20.2865,23.4409,21.708,UP,1
2004-07-07,22.9108,22.7691,20.3162,23.3086,21.7143,DOWN,0
2004-07-08,22.8494,22.8825,20.3447,23.0837,21.7199,UP,1
2004-07-09,23.0242,22.9061,20.3755,23.0072,21.742,DOWN,0
2004-07-12,22.8494,23.0289,20.4064,22.8759,21.7663,UP,1
2004-07-13,22.9628,22.6746,20.4402,22.9193,21.7991,DOWN,0
2004-07-14,22.7927,22.8447,20.4744,22.8957,21.8294,DOWN,0
2004-07-15,22.5046,22.7927,20.5066,22.8268,21.8596,DOWN,0
2004-07-16,22.3393,22.5566,20.537,22.6898,21.8837,UP,1
2004-07-19,22.3629,22.3912,20.5643,22.5925,21.9072,UP,1
2004-07-20,22.4857,22.3629,20.5917,22.497,21.9421,DOWN,0
2004-07-21,21.8055,22.5471,20.6159,22.2996,21.9654,UP,1
2004-07-22,22.0133,21.796,20.6411,22.2013,22.0001,DOWN,0
2004-07-23,21.4795,22.018,20.6632,22.0294,22.0197,DOWN,0
2004-07-26,21.2197,21.4795,20.6843,21.8007,22.0389,UP,1
2004-07-27,21.4228,21.2905,20.7061,21.5882,22.0573,DOWN,0
2004-07-28,21.3567,21.4275,20.7273,21.4984,22.0758,UP,1
2004-07-29,22.5991,21.3567,20.7541,21.6156,22.1254,DOWN,0
2004-07-30,22.429,22.5991,20.7817,21.8055,22.1705,UP,1
2004-08-02,22.6746,22.4337,20.8095,22.0964,22.2184,DOWN,0
2004-08-03,22.6605,22.7219,20.8374,22.344,22.2586,UP,1
2004-08-04,22.7361,22.5896,20.8658,22.6199,22.2995,DOWN,0
2004-08-05,22.0983,22.7361,20.8921,22.5197,22.3231,DOWN,0
2004-08-06,21.574,21.9566,20.9156,22.3487,22.3305,UP,1
2004-08-09,21.6212,21.659,20.9393,22.138,22.3317,UP,1
2004-08-10,21.9566,21.7063,20.9654,21.9972,22.3391,DOWN,0
2004-08-11,21.2575,21.8952,20.9878,21.7015,22.3277,DOWN,0
2004-08-12,20.7001,21.248,21.0071,21.4219,22.3085,DOWN,0
2004-08-13,20.5772,20.7142,21.0254,21.2225,22.2873,UP,1
2004-08-16,21.1913,20.615,21.0454,21.1366,22.2825,UP,1
2004-08-17,21.2764,21.2528,21.0649,21.0005,22.2747,UP,1
2004-08-18,21.5834,21.2008,21.0844,21.0657,22.2694,UP,1
2004-08-19,21.7063,21.5834,21.105,21.2669,22.2676,UP,1
2004-08-20,22.0653,21.659,21.1257,21.5645,22.2735,UP,1
2004-08-23,22.2164,22.0511,21.1465,21.7696,22.2802,DOWN,0
2004-08-24,21.9944,22.2164,21.167,21.9132,22.2927,UP,1
2004-08-25,22.3818,21.9944,21.1884,22.0728,22.2995,DOWN,0
2004-08-26,22.3676,22.3818,21.2102,22.2051,22.3015,UP,1
2004-08-27,22.6746,22.3912,21.2354,22.327,22.3053,DOWN,0
2004-08-30,22.5329,22.6746,21.2604,22.3903,22.3043,UP,1
2004-08-31,22.7502,22.5235,21.2846,22.5414,22.3124,UP,1
2004-09-01,23.1234,22.7502,21.3111,22.6898,22.3261,UP,1
2004-09-02,23.2321,23.1234,21.3401,22.8627,22.3342,DOWN,0
2004-09-03,22.8778,23.1659,21.3677,22.9033,22.3345,UP,1
2004-09-07,23.0903,22.9581,21.3963,23.0148,22.335,DOWN,0
2004-09-08,22.5802,23.0951,21.4223,22.9808,22.3222,UP,1
2004-09-09,23.1376,22.651,21.4506,22.9836,22.3136,UP,1
2004-09-10,23.3076,23.1092,21.4797,22.9987,22.3002,UP,1
2004-09-13,23.6808,23.336,21.5081,23.1593,22.3057,DOWN,0
2004-09-14,23.6005,23.6808,21.5351,23.2614,22.3076,UP,1
2004-09-15,23.6903,23.5911,21.5627,23.4834,22.3265,UP,1
2004-09-16,23.9548,23.6667,21.5909,23.6468,22.3474,UP,1
2004-09-17,24.4225,23.9643,21.6204,23.8698,22.3788,UP,1
2004-09-20,25.3247,24.4225,21.6543,24.1986,22.4248,UP,1
2004-09-21,26.0617,25.3247,21.6939,24.6908,22.4891,DOWN,0
2004-09-22,25.372,25.509,21.7315,25.0271,22.5373,DOWN,0
2004-09-23,25.1358,25.372,21.7688,25.2633,22.5841,UP,1
2004-09-24,25.287,25.1547,21.8063,25.4362,22.6398,DOWN,0
2004-09-27,25.2633,25.1783,21.845,25.4239,22.6983,DOWN,0
2004-09-28,25.2303,25.2681,21.8831,25.2577,22.7556,UP,1
2004-09-29,25.235,25.2397,21.9184,25.2303,22.8106,UP,1
2004-09-30,25.953,25.2822,21.9577,25.3937,22.8936,UP,1
2004-10-01,26.5104,26.0144,21.9999,25.6384,22.9835,UP,1
2004-10-04,26.6096,26.5482,22.0437,25.9077,23.0861,UP,1
2004-10-05,26.8411,26.6144,22.0882,26.2298,23.1985,UP,1
2004-10-06,27.1576,26.7844,22.1339,26.6144,23.3132,UP,1
2004-10-07,27.2804,27.4222,22.1811,26.8799,23.4317,DOWN,0
2004-10-08,27.2001,27.2426,22.228,27.0178,23.5237,UP,1
2004-10-11,27.3182,27.2474,22.2758,27.1595,23.6215,UP,1
2004-10-12,27.441,27.323,22.3241,27.2795,23.7168,DOWN,0
2004-10-13,27.2426,27.3985,22.3711,27.2965,23.8085,DOWN,0
2004-10-14,27.1671,27.2899,22.4157,27.2738,23.8971,UP,1
2004-10-15,27.408,27.186,22.4622,27.3154,24.0033,UP,1
2004-10-18,27.6253,27.3749,22.5107,27.3768,24.1243,UP,1
2004-10-19,27.6914,27.7434,22.5587,27.4269,24.2457,DOWN,0
2004-10-20,27.1576,27.6583,22.6014,27.4099,24.3497,UP,1
2004-10-21,27.8237,27.3985,22.6469,27.5412,24.4811,DOWN,0
2004-10-22,27.2568,27.7528,22.6918,27.511,24.6122,UP,1
2004-10-25,27.2993,27.0915,22.7369,27.4458,24.7466,UP,1
2004-10-26,27.4174,27.2096,22.7815,27.391,24.8712,UP,1
2004-10-27,28.6267,27.4222,22.8309,27.6848,25.0182,UP,1
2004-10-28,28.7637,28.6267,22.8801,27.8728,25.1618,UP,1
2004-10-29,29.0661,28.6693,22.9296,28.2347,25.309,DOWN,0
2004-11-01,29.0235,29.0566,22.9799,28.5795,25.4481,UP,1
2004-11-02,29.0566,29.0235,23.0296,28.9073,25.5849,DOWN,0
2004-11-03,28.9999,29.3259,23.0622,28.982,25.725,UP,1
2004-11-04,29.6188,28.9432,23.0937,29.153,25.8698,UP,1
2004-11-05,29.9683,29.7132,23.1286,29.3334,26.0218,DOWN,0
2004-11-08,29.8738,30.1384,23.1654,29.5035,26.1658,DOWN,0
2004-11-09,29.6613,29.855,23.1976,29.6244,26.3084,DOWN,0
2004-11-10,29.4204,29.6188,23.2305,29.7085,26.4418,UP,1
2004-11-11,30.1667,29.4204,23.2685,29.8181,26.5826,UP,1
2004-11-12,30.984,30.1667,23.3097,30.0212,26.7377,UP,1
2004-11-15,31.1162,30.984,23.3503,30.2697,26.9024,UP,1
2004-11-16,31.7067,31.0312,23.3943,30.6788,27.0748,UP,1
2004-11-17,32.1791,31.7114,23.4397,31.2305,27.2667,UP,1
2004-11-18,32.2311,31.8862,23.4867,31.6434,27.4486,DOWN,0
2004-11-19,31.8248,32.2641,23.5317,31.8116,27.6189,UP,1
2004-11-22,31.9335,31.9429,23.5764,31.975,27.784,DOWN,0
2004-11-23,31.9004,32.0516,23.6201,32.0138,27.95,UP,1
2004-11-24,31.9571,31.9524,23.6621,31.9694,28.1153,DOWN,0
2004-11-26,31.8295,31.9571,23.7026,31.8891,28.2728,DOWN,0
2004-11-29,31.7209,31.9571,23.7426,31.8683,28.4188,DOWN,0
2004-11-30,31.2674,31.6736,23.7837,31.7351,28.5377,UP,1
2004-12-01,31.7209,31.343,23.8261,31.6992,28.6508,DOWN,0
2004-12-02,31.6028,31.7209,23.8681,31.6283,28.7755,DOWN,0
2004-12-03,31.513,31.6453,23.909,31.565,28.903,DOWN,0
2004-12-06,31.3477,31.5556,23.9531,31.4904,29.0242,DOWN,0
2004-12-07,30.8989,31.2863,23.9969,31.4167,29.1369,DOWN,0
2004-12-08,30.7525,30.9037,24.0409,31.223,29.2474,DOWN,0
2004-12-09,30.3132,30.7241,24.0817,30.9651,29.3489,DOWN,0
2004-12-10,30.1667,30.1148,24.1195,30.6958,29.4332,DOWN,0
2004-12-13,29.9872,30.2092,24.1578,30.4237,29.5027,UP,1
2004-12-14,30.299,29.9872,24.1963,30.3037,29.5765,DOWN,0
2004-12-15,29.718,30.3179,24.2321,30.0968,29.6341,UP,1
2004-12-16,29.9258,29.718,24.2702,30.0193,29.6894,DOWN,0
2004-12-17,29.1936,29.7132,24.3055,29.8247,29.7277,DOWN,0
2004-12-20,29.1039,29.0991,24.3394,29.648,29.7658,UP,1
2004-12-21,29.2172,29.222,24.3766,29.4317,29.8037,DOWN,0
2004-12-22,29.118,29.1464,24.4144,29.3117,29.8373,UP,1
2004-12-23,29.1369,29.0708,24.4544,29.1539,29.8752,DOWN,0
2004-12-27,28.896,29.1653,24.494,29.0944,29.9098,UP,1
2004-12-28,29.2503,28.9432,24.532,29.1237,29.9466,DOWN,0
2004-12-29,29.1322,29.1322,24.5721,29.1067,29.9767,UP,1
2004-12-30,29.2361,29.1558,24.6127,29.1303,30.0076,DOWN,0
2004-12-31,29.1889,29.2361,24.6527,29.1407,30.0483,DOWN,0
2005-01-03,28.4047,29.2361,24.688,29.0424,30.0599,DOWN,0
2005-01-04,27.1482,28.3669,24.7151,28.622,30.0577,DOWN,0
2005-01-05,26.8553,27.1623,24.7419,28.1666,30.0488,UP,1
2005-01-06,27.2426,26.9498,24.7709,27.7679,30.0453,DOWN,0
2005-01-07,26.9072,27.3135,24.7997,27.3116,30.0109,UP,1
2005-01-10,27.3135,26.8317,24.8267,27.0934,29.9819,DOWN,0
2005-01-11,26.9403,27.2568,24.8499,27.0518,29.9394,UP,1
2005-01-12,27.2521,27.4127,24.8713,27.1312,29.904,DOWN,0
2005-01-13,27.134,27.3041,24.8914,27.1094,29.8655,UP,1
2005-01-14,27.5402,27.134,24.9148,27.236,29.8363,DOWN,0
