ticker,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity,WRB US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2012-04-24,16.6178,16.7467,14.7697,16.6898,16.095,UP,1
2012-04-25,16.6844,16.6133,14.7816,16.7307,16.1038,UP,1
2012-04-26,16.7733,16.6667,14.7938,16.7236,16.1179,DOWN,0
2012-04-27,16.7511,16.8711,14.8062,16.7049,16.1312,DOWN,0
2012-04-30,16.7378,16.7556,14.8196,16.7129,16.1414,UP,1
2012-05-01,16.96,16.7956,14.8344,16.7813,16.1566,UP,1
2012-05-02,17.0222,16.8711,14.8501,16.8489,16.1727,UP,1
2012-05-03,17.1333,17.0711,14.8658,16.9209,16.1956,DOWN,0
2012-05-04,17.0933,17.0533,14.8809,16.9893,16.2147,UP,1
2012-05-07,17.1689,17.0889,14.8946,17.0756,16.2358,UP,1
2012-05-08,17.32,17.1022,14.909,17.1476,16.2623,DOWN,0
2012-05-09,17.1556,17.2178,14.9238,17.1742,16.2867,UP,1
2012-05-10,17.3333,17.3022,14.9378,17.2142,16.3156,DOWN,0
2012-05-11,17.3333,17.2222,14.9538,17.2622,16.3437,DOWN,0
2012-05-14,17.2222,17.1778,14.9707,17.2729,16.3737,UP,1
2012-05-15,17.3422,17.2444,14.989,17.2773,16.4039,DOWN,0
2012-05-16,17.2844,17.4133,15.007,17.3031,16.4404,DOWN,0
2012-05-17,17.0489,17.2578,15.025,17.2462,16.4709,DOWN,0
2012-05-18,16.8133,17.0978,15.0414,17.1422,16.4945,UP,1
2012-05-21,16.9867,16.8133,15.06,17.0951,16.5188,UP,1
2012-05-22,17.0933,17.0356,15.0799,17.0453,16.5448,UP,1
2012-05-23,17.2133,16.9956,15.1046,17.0311,16.5666,UP,1
2012-05-24,17.3333,17.2622,15.1267,17.088,16.5945,DOWN,0
2012-05-25,17.2,17.3689,15.1508,17.1653,16.6198,UP,1
2012-05-29,17.2756,17.3511,15.1721,17.2231,16.6504,DOWN,0
2012-05-30,16.9556,17.1733,15.1924,17.1956,16.6708,UP,1
2012-05-31,17.0311,16.9778,15.2113,17.1591,16.69,DOWN,0
2012-06-01,16.8844,16.84,15.2301,17.0693,16.7102,DOWN,0
2012-06-04,16.64,16.8756,15.2474,16.9573,16.7296,DOWN,0
2012-06-05,16.5778,16.6222,15.2653,16.8178,16.7452,UP,1
2012-06-06,16.8222,16.6756,15.2854,16.7911,16.7612,UP,1
2012-06-07,16.9511,16.9733,15.306,16.7751,16.7788,UP,1
2012-06-08,17.0222,16.8667,15.3258,16.8027,16.7957,DOWN,0
2012-06-11,16.8756,17.1333,15.3438,16.8498,16.8103,UP,1
2012-06-12,16.9556,16.9244,15.3632,16.9253,16.8284,DOWN,0
2012-06-13,16.8489,16.9333,15.3813,16.9307,16.8423,UP,1
2012-06-14,17.0133,16.84,15.3981,16.9431,16.8558,DOWN,0
2012-06-15,16.7067,17.0133,15.4132,16.88,16.8634,DOWN,0
2012-06-18,16.5956,16.6356,15.4275,16.824,16.8717,UP,1
2012-06-19,16.7511,16.6089,15.4435,16.7831,16.8848,DOWN,0
2012-06-20,16.7111,16.7156,15.4604,16.7556,16.8992,DOWN,0
2012-06-21,16.4533,16.7644,15.477,16.6436,16.9044,UP,1
2012-06-22,16.5244,16.4578,15.4918,16.6071,16.9062,DOWN,0
2012-06-25,16.4533,16.4044,15.5073,16.5787,16.9104,UP,1
2012-06-26,16.5822,16.4533,15.525,16.5449,16.914,UP,1
2012-06-27,16.7067,16.5867,15.5426,16.544,16.9158,UP,1
2012-06-28,16.92,16.6178,15.5609,16.6373,16.9246,UP,1
2012-06-29,17.2978,17.1156,15.5811,16.792,16.9344,UP,1
2012-07-02,17.4622,17.3511,15.6017,16.9938,16.9468,UP,1
2012-07-03,17.5467,17.4844,15.6231,17.1867,16.9637,DOWN,0
2012-07-05,17.4933,17.5467,15.6454,17.344,16.9812,DOWN,0
2012-07-06,17.3778,17.3156,15.6677,17.4356,16.9951,DOWN,0
2012-07-09,17.2489,17.36,15.6913,17.4258,17.0046,UP,1
2012-07-10,17.28,17.3022,15.7153,17.3893,17.0152,DOWN,0
2012-07-11,17.1289,17.2622,15.7378,17.3058,17.023,UP,1
2012-07-12,17.3244,17.0978,15.7588,17.272,17.0303,UP,1
2012-07-13,17.4933,17.3111,15.7808,17.2951,17.0397,DOWN,0
2012-07-16,17.4311,17.4933,15.8041,17.3316,17.0457,UP,1
2012-07-17,17.4489,17.52,15.8256,17.3653,17.0528,DOWN,0
2012-07-18,17.3244,17.4533,15.8462,17.4044,17.0559,DOWN,0
2012-07-19,16.9911,17.3378,15.8675,17.3378,17.0493,DOWN,0
2012-07-20,16.6444,16.9956,15.8852,17.168,17.0391,UP,1
2012-07-23,16.7778,16.5067,15.9028,17.0373,17.028,DOWN,0
2012-07-24,16.5467,16.7156,15.9185,16.8569,17.0123,DOWN,0
2012-07-25,16.4444,16.5822,15.9363,16.6809,16.9967,DOWN,0
2012-07-26,16.2578,16.5689,15.9516,16.5342,16.975,UP,1
2012-07-27,16.4533,16.3778,15.9701,16.496,16.9584,DOWN,0
2012-07-30,16.4533,16.4356,15.9875,16.4311,16.9465,DOWN,0
2012-07-31,16.28,16.4044,16.0028,16.3778,16.9358,DOWN,0
2012-08-01,16.2711,16.3644,16.0169,16.3431,16.9215,UP,1
2012-08-02,16.36,16.16,16.0331,16.3636,16.9068,UP,1
2012-08-03,16.4756,16.4978,16.048,16.368,16.8921,DOWN,0
2012-08-06,16.4,16.5333,16.0609,16.3573,16.8734,UP,1
2012-08-07,16.4756,16.4578,16.0728,16.3964,16.8589,UP,1
2012-08-08,16.5467,16.4711,16.0824,16.4516,16.8444,DOWN,0
2012-08-09,16.5378,16.5333,16.0904,16.4871,16.836,UP,1
2012-08-10,16.5511,16.5333,16.0996,16.5022,16.8264,DOWN,0
2012-08-13,16.5022,16.5644,16.107,16.5227,16.8188,UP,1
2012-08-14,16.5911,16.5511,16.1119,16.5458,16.8178,UP,1
2012-08-15,16.7244,16.6089,16.1174,16.5813,16.8207,DOWN,0
2012-08-16,16.7022,16.7511,16.1236,16.6142,16.8183,UP,1
2012-08-17,16.8311,16.6711,16.1328,16.6702,16.8159,DOWN,0
2012-08-20,16.7511,16.8356,16.1399,16.72,16.8105,DOWN,0
2012-08-21,16.6889,16.7778,16.1454,16.7396,16.8068,DOWN,0
2012-08-22,16.5467,16.6356,16.1505,16.704,16.7986,DOWN,0
2012-08-23,16.4489,16.4933,16.155,16.6533,16.7906,UP,1
2012-08-24,16.5822,16.4489,16.1586,16.6036,16.782,DOWN,0
2012-08-27,16.5689,16.5778,16.1645,16.5671,16.7792,DOWN,0
2012-08-28,16.5333,16.5822,16.1699,16.536,16.778,UP,1
2012-08-29,16.5467,16.5289,16.1738,16.536,16.7739,DOWN,0
2012-08-30,16.5333,16.4933,16.1788,16.5529,16.7703,UP,1
2012-08-31,16.6133,16.6089,16.184,16.5591,16.7735,UP,1
2012-09-04,16.8578,16.5822,16.1922,16.6169,16.7802,DOWN,0
2012-09-05,16.8133,16.8444,16.2014,16.6729,16.7874,UP,1
2012-09-06,16.9867,16.9022,16.2112,16.7609,16.7955,DOWN,0
2012-09-07,16.7511,17.0089,16.2213,16.8044,16.7964,DOWN,0
2012-09-10,16.7156,16.56,16.2309,16.8249,16.7923,DOWN,0
2012-09-11,16.6756,16.6889,16.2424,16.7884,16.7798,UP,1
2012-09-12,16.7911,16.7867,16.2529,16.784,16.7664,UP,1
2012-09-13,16.8711,16.7822,16.2638,16.7609,16.7529,UP,1
2012-09-14,17.1111,16.8667,16.2764,16.8329,16.7452,DOWN,0
2012-09-17,16.8978,17.08,16.2851,16.8693,16.7356,DOWN,0
2012-09-18,16.8578,16.8978,16.2956,16.9058,16.7278,DOWN,0
2012-09-19,16.7911,16.8444,16.3058,16.9058,16.718,DOWN,0
2012-09-20,16.6978,16.7244,16.3155,16.8711,16.7094,UP,1
2012-09-21,16.7244,16.8089,16.3251,16.7938,16.6974,DOWN,0
2012-09-24,16.6844,16.6844,16.3342,16.7511,16.6812,DOWN,0
2012-09-25,16.4711,16.7289,16.3431,16.6738,16.662,DOWN,0
2012-09-26,16.4444,16.4044,16.351,16.6044,16.642,UP,1
2012-09-27,16.6222,16.5022,16.3608,16.5893,16.6279,UP,1
2012-09-28,16.6622,16.5956,16.3714,16.5769,16.6213,DOWN,0
2012-10-01,16.6222,16.6089,16.3812,16.5644,16.6209,DOWN,0
2012-10-02,16.4578,16.4267,16.39,16.5618,16.6145,UP,1
2012-10-03,16.4756,16.4622,16.3987,16.568,16.6131,UP,1
2012-10-04,16.5822,16.52,16.4083,16.56,16.6158,UP,1
2012-10-05,16.7467,16.6222,16.4174,16.5769,16.6256,UP,1
2012-10-08,16.7689,16.68,16.426,16.6062,16.6319,DOWN,0
2012-10-09,16.6089,16.8178,16.4335,16.6364,16.635,UP,1
2012-10-10,16.6978,16.6178,16.4412,16.6809,16.6434,DOWN,0
2012-10-11,16.6844,16.7733,16.4477,16.7013,16.6516,DOWN,0
2012-10-12,16.4178,16.6844,16.4538,16.6356,16.6528,UP,1
2012-10-15,16.5867,16.4356,16.46,16.5991,16.655,UP,1
2012-10-16,16.9556,16.6444,16.4683,16.6684,16.6661,UP,1
2012-10-17,17.1067,17.0089,16.4778,16.7502,16.6788,UP,1
2012-10-18,17.56,17.1689,16.4904,16.9253,16.699,DOWN,0
2012-10-19,17.3244,17.5378,16.5008,17.1067,16.7148,DOWN,0
2012-10-22,17.2533,17.2978,16.5104,17.24,16.7288,UP,1
2012-10-23,17.6578,17.2889,16.5215,17.3804,16.7519,DOWN,0
2012-10-24,17.6578,17.7333,16.5321,17.4907,16.7732,DOWN,0
2012-10-25,17.56,17.76,16.5422,17.4907,16.79,DOWN,0
2012-10-26,17.4222,17.6,16.5518,17.5102,16.8044,DOWN,0
2012-10-31,17.2844,16.9244,16.5621,17.5164,16.8134,UP,1
2012-11-01,17.3422,17.2889,16.5726,17.4533,16.8252,DOWN,0
2012-11-02,17.0222,17.3689,16.5806,17.3262,16.8319,UP,1
2012-11-05,17.1289,16.9778,16.5889,17.24,16.8436,UP,1
2012-11-06,17.2133,17.2,16.5974,17.1982,16.8588,DOWN,0
2012-11-07,17.0978,17.0489,16.6048,17.1609,16.8692,UP,1
2012-11-08,17.2844,17.0622,16.6147,17.1493,16.8835,UP,1
2012-11-09,17.3022,17.1511,16.6237,17.2053,16.8988,DOWN,0
2012-11-12,17.2089,17.2933,16.6318,17.2213,16.9121,DOWN,0
2012-11-13,17.1378,17.1067,16.6412,17.2062,16.9242,DOWN,0
2012-11-14,17.08,17.1556,16.6498,17.2027,16.9335,UP,1
2012-11-15,17.16,17.1244,16.6594,17.1778,16.9396,UP,1
2012-11-16,17.24,17.1333,16.6652,17.1653,16.9481,UP,1
2012-11-19,17.4222,17.3333,16.6722,17.208,16.9568,UP,1
2012-11-20,17.5422,17.4222,16.6792,17.2889,16.9726,UP,1
2012-11-21,17.6933,17.5556,16.6875,17.4116,16.9922,UP,1
2012-11-23,17.8044,17.76,16.6961,17.5404,17.0148,DOWN,0
2012-11-26,17.6756,17.6844,16.7045,17.6276,17.0324,DOWN,0
2012-11-27,17.5733,17.6444,16.7119,17.6578,17.0465,UP,1
2012-11-28,17.6,17.5467,16.7194,17.6693,17.0563,UP,1
2012-11-29,17.6178,17.6711,16.7263,17.6542,17.0707,UP,1
2012-11-30,17.6667,17.6,16.7343,17.6267,17.0868,DOWN,0
2012-12-03,17.6622,17.6889,16.7422,17.624,17.1043,DOWN,0
2012-12-04,17.6222,17.64,16.7492,17.6338,17.1228,UP,1
2012-12-05,17.8711,17.6444,16.7575,17.688,17.1457,DOWN,0
2012-12-06,17.6756,17.8222,16.7648,17.6996,17.1655,DOWN,0
2012-12-07,17.6756,17.72,16.7732,17.7013,17.1896,DOWN,0
2012-12-10,17.6578,17.6622,16.7808,17.7004,17.2139,DOWN,0
2012-12-11,17.5822,17.7689,16.7882,17.6924,17.2331,DOWN,0
2012-12-12,17.5378,17.6444,16.7959,17.6258,17.2506,DOWN,0
2012-12-13,17.4267,17.5778,16.8033,17.576,17.2667,DOWN,0
2012-12-14,17.28,17.4178,16.8103,17.4969,17.2831,UP,1
2012-12-17,17.5556,17.0489,16.8184,17.4764,17.3047,DOWN,0
2012-12-18,17.3556,17.5689,16.8266,17.4311,17.3202,UP,1
2012-12-19,17.36,17.4356,16.8342,17.3956,17.3324,UP,1
2012-12-20,17.4,16.9511,16.8439,17.3902,17.3451,DOWN,0
2012-12-21,17.1822,17.2667,16.8522,17.3707,17.3565,DOWN,0
2012-12-24,17.1556,17.1511,16.8598,17.2907,17.3657,DOWN,0
2012-12-26,16.8978,17.1511,16.8655,17.1991,17.37,DOWN,0
2012-12-27,16.76,16.9333,16.8703,17.0791,17.3768,DOWN,0
2012-12-28,16.7156,16.7289,16.8733,16.9422,17.3794,UP,1
2012-12-31,16.7733,16.7244,16.8774,16.8604,17.3757,UP,1
2013-01-02,17.1644,16.9956,16.8836,16.8622,17.3769,UP,1
2013-01-03,17.2622,17.1778,16.8912,16.9351,17.3709,UP,1
2013-01-04,17.3511,17.2622,16.8983,17.0533,17.3715,DOWN,0
2013-01-07,17.3378,17.2711,16.9046,17.1778,17.3732,UP,1
2013-01-08,17.3867,17.3289,16.9122,17.3004,17.3677,UP,1
2013-01-09,17.4267,17.4444,16.9209,17.3529,17.3631,UP,1
2013-01-10,17.4667,17.5289,16.9293,17.3938,17.3612,UP,1
2013-01-11,17.48,17.4667,16.9366,17.4196,17.3624,UP,1
2013-01-14,17.5467,17.4578,16.9439,17.4613,17.3676,UP,1
2013-01-15,17.64,17.4444,16.9513,17.512,17.3736,DOWN,0
2013-01-16,17.6089,17.5911,16.9586,17.5484,17.3853,UP,1
2013-01-17,17.6978,17.6178,16.9668,17.5947,17.3967,UP,1
2013-01-18,17.8533,17.7244,16.9753,17.6693,17.4095,UP,1
2013-01-22,18.3467,17.9156,16.9854,17.8293,17.4345,UP,1
2013-01-23,18.3689,18.2711,16.9956,17.9751,17.4562,UP,1
2013-01-24,18.4622,18.4089,17.007,18.1458,17.4794,UP,1
2013-01-25,18.4667,18.5244,17.0188,18.2996,17.5045,DOWN,0
2013-01-28,18.2489,18.5067,17.0301,18.3787,17.5268,UP,1
2013-01-29,18.28,18.28,17.0405,18.3653,17.5508,DOWN,0
2013-01-30,18.1022,18.3067,17.0489,18.312,17.5696,UP,1
2013-01-31,18.2978,18.1156,17.0592,18.2791,17.5908,UP,1
2013-02-01,18.4533,18.4267,17.0694,18.2764,17.6114,DOWN,0
2013-02-04,18.3022,18.4533,17.0778,18.2871,17.6266,UP,1
2013-02-05,18.3333,18.3333,17.0871,18.2978,17.6394,UP,1
2013-02-06,18.4222,18.32,17.0952,18.3618,17.6517,UP,1
2013-02-07,18.4978,18.4933,17.1034,18.4018,17.6682,DOWN,0
2013-02-08,18.4178,18.4978,17.112,18.3947,17.6851,DOWN,0
2013-02-11,18.3867,18.4089,17.1209,18.4116,17.7008,UP,1
2013-02-12,18.4756,18.3911,17.1298,18.44,17.718,UP,1
2013-02-13,18.5289,18.5022,17.1386,18.4613,17.7352,DOWN,0
2013-02-14,18.5067,18.4622,17.1474,18.4631,17.7521,DOWN,0
2013-02-15,18.4756,18.5022,17.1561,18.4747,17.7692,UP,1
2013-02-19,18.5156,18.5022,17.1639,18.5004,17.782,DOWN,0
2013-02-20,18.3244,18.4978,17.1704,18.4702,17.795,UP,1
2013-02-21,18.5644,18.3156,17.1775,18.4773,17.8128,UP,1
2013-02-22,18.7067,18.6044,17.1856,18.5173,17.8338,DOWN,0
2013-02-25,18.3022,18.7156,17.1913,18.4827,17.8482,UP,1
2013-02-26,18.4889,18.3689,17.1971,18.4773,17.8672,UP,1
2013-02-27,18.5556,18.4711,17.2041,18.5236,17.8898,DOWN,0
2013-02-28,18.4444,18.5378,17.2097,18.4996,17.9131,UP,1
2013-03-01,18.4844,18.3822,17.2154,18.4551,17.9316,DOWN,0
2013-03-04,18.4356,18.4844,17.2215,18.4818,17.9532,UP,1
2013-03-05,18.6222,18.48,17.2279,18.5084,17.9785,UP,1
2013-03-06,18.6489,18.64,17.2347,18.5271,18.0035,UP,1
2013-03-07,18.6844,18.6756,17.2429,18.5751,18.0335,UP,1
2013-03-08,18.7289,18.7333,17.2525,18.624,18.065,DOWN,0
2013-03-11,18.7289,18.7867,17.2612,18.6827,18.1016,UP,1
2013-03-12,18.7511,18.76,17.2695,18.7084,18.1414,UP,1
2013-03-13,18.7956,18.8178,17.2774,18.7378,18.183,UP,1
2013-03-14,19.0222,18.8533,17.2858,18.8053,18.228,UP,1
2013-03-15,19.1244,19.0133,17.2954,18.8844,18.2672,DOWN,0
2013-03-18,19.08,19.0311,17.3045,18.9547,18.3036,UP,1
2013-03-19,19.1733,19.1378,17.3156,19.0391,18.34,UP,1
2013-03-20,19.2711,19.2578,17.3268,19.1342,18.3787,DOWN,0
2013-03-21,19.2,19.2444,17.3383,19.1698,18.4149,UP,1
2013-03-22,19.3244,19.2667,17.3518,19.2098,18.4529,UP,1
2013-03-25,19.4444,19.6133,17.3661,19.2827,18.4924,UP,1
2013-03-26,19.4489,19.52,17.3792,19.3378,18.5318,UP,1
2013-03-27,19.5244,19.3689,17.3921,19.3884,18.5714,UP,1
2013-03-28,19.72,19.5511,17.4056,19.4924,18.613,DOWN,0
2013-04-01,19.6222,19.7422,17.4193,19.552,18.6532,UP,1
2013-04-02,19.7733,19.7289,17.4334,19.6178,18.6948,DOWN,0
2013-04-03,19.6578,19.8356,17.4474,19.6596,18.7308,UP,1
2013-04-04,19.7378,19.7067,17.4611,19.7022,18.7587,UP,1
2013-04-05,19.7733,19.5778,17.4764,19.7129,18.7868,UP,1
2013-04-08,19.9333,19.7689,17.4931,19.7751,18.8162,UP,1
2013-04-09,20.0044,19.9867,17.5094,19.8213,18.8469,UP,1
2013-04-10,20.04,20.0578,17.526,19.8978,18.8828,UP,1
2013-04-11,20.1733,20.08,17.5446,19.9849,18.9206,DOWN,0
2013-04-12,20.1022,20.1556,17.5625,20.0507,18.9606,DOWN,0
2013-04-15,19.6933,20.08,17.5787,20.0027,18.9885,UP,1
2013-04-16,19.9911,19.7911,17.5957,20.0,19.0193,DOWN,0
2013-04-17,19.6667,19.9022,17.6105,19.9253,19.0466,DOWN,0
2013-04-18,19.4489,19.7511,17.6232,19.7804,19.0689,UP,1
2013-04-19,19.6667,19.5022,17.635,19.6933,19.0938,DOWN,0
2013-04-22,19.64,19.6489,17.6459,19.6827,19.1166,UP,1
2013-04-23,19.7067,19.7111,17.6567,19.6258,19.1424,DOWN,0
2013-04-24,19.5022,19.6489,17.6668,19.5929,19.1647,UP,1
2013-04-25,19.5244,19.5556,17.6775,19.608,19.1857,DOWN,0
2013-04-26,19.2578,19.4889,17.6875,19.5262,19.2003,DOWN,0
2013-04-29,19.1644,19.32,17.697,19.4311,19.2134,UP,1
2013-04-30,19.2978,19.1556,17.7078,19.3493,19.2299,DOWN,0
2013-05-01,19.0489,19.2978,17.7164,19.2587,19.2405,DOWN,0
2013-05-02,19.0267,19.1244,17.7241,19.1591,19.2546,UP,1
2013-05-03,19.0756,19.1822,17.7323,19.1227,19.2648,DOWN,0
2013-05-06,19.0133,19.0933,17.7401,19.0924,19.2709,UP,1
2013-05-07,19.1156,19.0222,17.7491,19.056,19.2872,DOWN,0
2013-05-08,19.1067,19.1111,17.7597,19.0676,19.2996,DOWN,0
2013-05-09,18.8756,19.1022,17.7708,19.0373,19.306,UP,1
2013-05-10,18.92,18.8889,17.7815,19.0062,19.3155,DOWN,0
2013-05-13,18.8356,18.8844,17.793,18.9707,19.3225,UP,1
2013-05-14,18.8667,18.8844,17.8051,18.9209,19.3311,UP,1
2013-05-15,18.9289,18.8489,17.8184,18.8853,19.3372,DOWN,0
2013-05-16,18.8267,18.9156,17.8303,18.8756,19.3408,UP,1
2013-05-17,18.9244,18.92,17.8427,18.8764,19.3456,DOWN,0
2013-05-20,18.7689,18.8889,17.8551,18.8631,19.3464,DOWN,0
2013-05-21,18.6089,18.7689,17.8668,18.8116,19.344,DOWN,0
2013-05-22,18.3422,18.5689,17.8767,18.6942,19.3358,UP,1
2013-05-23,18.3511,18.2844,17.8861,18.5991,19.3269,DOWN,0
2013-05-24,18.2444,18.3156,17.8953,18.4631,19.3114,DOWN,0
2013-05-28,18.1778,18.3733,17.9038,18.3449,19.2924,DOWN,0
2013-05-29,18.1422,18.0756,17.9118,18.2516,19.2737,UP,1
2013-05-30,18.3067,18.1867,17.9206,18.2444,19.2564,DOWN,0
2013-05-31,18.2089,18.3067,17.9289,18.216,19.2351,DOWN,0
2013-06-03,18.1867,18.2089,17.9374,18.2044,19.2148,DOWN,0
2013-06-04,17.9956,18.2044,17.9444,18.168,19.1883,DOWN,0
2013-06-05,17.8667,17.9689,17.9501,18.1129,19.1567,UP,1
2013-06-06,18.2222,17.9733,17.9577,18.096,19.1322,UP,1
2013-06-07,18.4533,18.3733,17.9658,18.1449,19.1108,UP,1
2013-06-10,18.64,18.4756,17.9752,18.2356,19.0892,DOWN,0
2013-06-11,18.3556,18.5022,17.9836,18.3076,19.0638,DOWN,0
2013-06-12,18.2578,18.4133,17.9921,18.3858,19.0335,UP,1
2013-06-13,18.4756,18.2489,18.0023,18.4364,19.0099,DOWN,0
2013-06-14,18.3644,18.4844,18.0112,18.4187,18.9824,UP,1
2013-06-17,18.4978,18.4089,18.0208,18.3902,18.9569,UP,1
2013-06-18,18.5644,18.5156,18.031,18.432,18.9295,DOWN,0
2013-06-19,18.3067,18.5378,18.0398,18.4418,18.8956,DOWN,0
2013-06-20,17.8756,18.1689,18.0465,18.3218,18.8523,DOWN,0
2013-06-21,17.8578,17.9733,18.0527,18.2204,18.806,DOWN,0
2013-06-24,17.7333,17.6889,18.0571,18.0676,18.7586,UP,1
2013-06-25,17.7689,17.8311,18.0619,17.9084,18.7201,UP,1
2013-06-26,17.8844,17.8889,18.0664,17.824,18.678,UP,1
2013-06-27,18.0622,17.9867,18.0729,17.8613,18.6459,UP,1
2013-06-28,18.16,18.0533,18.0801,17.9218,18.6201,UP,1
2013-07-01,18.52,18.2356,18.0894,18.0791,18.5972,DOWN,0
2013-07-02,18.5022,18.5111,18.0979,18.2258,18.5744,DOWN,0
2013-07-03,18.4622,18.4222,18.1059,18.3413,18.5495,UP,1
2013-07-05,18.6356,18.5244,18.1135,18.456,18.5322,UP,1
2013-07-08,18.8222,18.68,18.1231,18.5884,18.5181,UP,1
2013-07-09,19.0444,18.8933,18.134,18.6933,18.5139,UP,1
2013-07-10,19.1022,18.9822,18.1456,18.8133,18.5126,UP,1
2013-07-11,19.2622,19.2089,18.1584,18.9733,18.5119,UP,1
2013-07-12,19.4756,19.3022,18.1722,19.1413,18.5204,UP,1
2013-07-15,19.5911,19.4711,18.1867,19.2951,18.5317,DOWN,0
2013-07-16,19.3333,19.6,18.201,19.3529,18.5369,UP,1
2013-07-17,19.4622,19.3556,18.2161,19.4249,18.5459,UP,1
2013-07-18,19.6444,19.4933,18.2312,19.5013,18.5564,UP,1
2013-07-19,19.6711,19.6178,18.2463,19.5404,18.5677,UP,1
2013-07-22,19.8311,19.6311,18.2623,19.5884,18.5868,DOWN,0
2013-07-23,18.9778,19.8,18.2749,19.5173,18.588,DOWN,0
2013-07-24,18.9378,19.0044,18.2872,19.4124,18.59,UP,1
2013-07-25,18.9867,18.9333,18.2992,19.2809,18.5924,UP,1
2013-07-26,19.0,18.9556,18.3105,19.1467,18.5939,DOWN,0
2013-07-29,18.9156,18.9778,18.3212,18.9636,18.5956,DOWN,0
2013-07-30,18.8533,18.9733,18.3325,18.9387,18.5942,DOWN,0
2013-07-31,18.8311,18.9156,18.3431,18.9173,18.5955,UP,1
2013-08-01,19.1778,18.9467,18.3556,18.9556,18.6068,UP,1
2013-08-02,19.1822,19.52,18.3694,18.992,18.6236,DOWN,0
2013-08-05,19.0356,19.12,18.3817,19.016,18.6373,DOWN,0
2013-08-06,18.7956,19.0178,18.3909,19.0044,18.6484,DOWN,0
2013-08-07,18.5778,18.7244,18.3982,18.9538,18.6564,DOWN,0
2013-08-08,18.5422,18.64,18.4031,18.8267,18.6644,DOWN,0
2013-08-09,18.5244,18.5333,18.4091,18.6951,18.6687,UP,1
2013-08-12,18.6444,18.4489,18.4161,18.6169,18.6774,UP,1
2013-08-13,18.7289,18.6489,18.4214,18.6036,18.6883,UP,1
2013-08-14,18.7822,18.7156,18.4271,18.6444,18.704,DOWN,0
2013-08-15,18.5956,18.68,18.4322,18.6551,18.7186,DOWN,0
2013-08-16,18.5778,18.5467,18.438,18.6658,18.7257,DOWN,0
2013-08-19,18.44,18.5467,18.4438,18.6249,18.7254,UP,1
2013-08-20,18.5644,18.4711,18.4499,18.592,18.7239,DOWN,0
2013-08-21,18.4444,18.5556,18.457,18.5244,18.7257,UP,1
2013-08-22,18.6756,18.4444,18.4648,18.5404,18.734,UP,1
2013-08-23,18.6889,18.6889,18.4721,18.5627,18.7383,DOWN,0
2013-08-26,18.6356,18.6711,18.4798,18.6018,18.7437,DOWN,0
2013-08-27,18.4444,18.44,18.4856,18.5778,18.7427,DOWN,0
2013-08-28,18.3867,18.4044,18.491,18.5662,18.7391,DOWN,0
2013-08-29,18.3733,18.3333,18.4969,18.5058,18.7404,DOWN,0
2013-08-30,18.2756,18.3644,18.5026,18.4231,18.7484,DOWN,0
2013-09-03,18.2578,18.4444,18.5084,18.3476,18.7564,DOWN,0
2013-09-04,18.2578,18.24,18.5139,18.3102,18.7669,DOWN,0
2013-09-05,18.2133,18.2622,18.5188,18.2756,18.7758,DOWN,0
2013-09-06,18.0889,18.1689,18.5221,18.2187,18.7799,UP,1
2013-09-09,18.3111,18.1067,18.526,18.2258,18.7849,UP,1
2013-09-10,18.4444,18.4044,18.5297,18.2631,18.7906,UP,1
2013-09-11,18.5422,18.4533,18.5334,18.32,18.791,DOWN,0
2013-09-12,18.5067,18.5422,18.5376,18.3787,18.7911,DOWN,0
2013-09-13,18.4578,18.5378,18.542,18.4524,18.791,UP,1
2013-09-16,18.4622,18.5689,18.5463,18.4827,18.7876,UP,1
2013-09-17,18.6356,18.4889,18.5514,18.5209,18.7838,UP,1
2013-09-18,18.8756,18.6444,18.5574,18.5876,18.7804,UP,1
2013-09-19,19.0711,18.92,18.5645,18.7004,18.7798,UP,1
2013-09-20,19.2044,19.1067,18.5724,18.8498,18.7787,DOWN,0
2013-09-23,19.1156,19.1422,18.5786,18.9804,18.7715,DOWN,0
2013-09-24,19.0756,19.08,18.5856,19.0684,18.7612,UP,1
2013-09-25,19.1956,19.0711,18.5932,19.1324,18.7584,UP,1
2013-09-26,19.2267,19.1911,18.6011,19.1636,18.7537,DOWN,0
2013-09-27,19.2089,19.1733,18.6092,19.1644,18.745,DOWN,0
2013-09-30,19.0489,19.0,18.6168,19.1511,18.7325,DOWN,0
2013-10-01,18.9867,19.1111,18.6246,19.1333,18.7156,DOWN,0
2013-10-02,18.9867,18.92,18.6331,19.0916,18.7158,DOWN,0
2013-10-03,18.8311,18.92,18.6395,19.0124,18.7137,UP,1
2013-10-04,18.9067,18.8089,18.6472,18.952,18.7121,DOWN,0
2013-10-07,18.7867,18.7733,18.6544,18.8996,18.7078,DOWN,0
2013-10-08,18.6933,18.7867,18.6608,18.8409,18.7034,UP,1
2013-10-09,18.7422,18.6978,18.6686,18.792,18.7012,UP,1
2013-10-10,19.1067,18.9422,18.6784,18.8471,18.7067,UP,1
2013-10-11,19.2622,19.0533,18.6902,18.9182,18.7084,UP,1
