ticker,NOC US Equity,NOC US Equity,NOC US Equity,NOC US Equity,NOC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,21.942,22.424,28.0355,22.6228,23.4978,DOWN,0
2000-02-10,21.46,21.914,27.9961,22.3846,23.4284,DOWN,0
2000-02-11,21.262,21.46,27.957,21.9424,23.3513,DOWN,0
2000-02-14,21.12,21.29,27.9176,21.6419,23.268,DOWN,0
2000-02-15,20.497,21.035,27.8718,21.2563,23.15,UP,1
2000-02-16,20.978,20.412,27.8267,21.0635,23.0497,UP,1
2000-02-17,21.007,20.865,27.7821,20.9728,22.9845,DOWN,0
2000-02-18,20.412,20.865,27.7342,20.8027,22.9244,UP,1
2000-02-22,20.837,20.412,27.6872,20.746,22.883,DOWN,0
2000-02-23,20.723,20.752,27.6383,20.7914,22.8291,UP,1
2000-02-24,20.837,20.808,27.5916,20.763,22.7866,DOWN,0
2000-02-25,20.582,20.837,27.5415,20.678,22.7367,DOWN,0
2000-02-28,20.355,20.582,27.4875,20.6666,22.684,UP,1
2000-02-29,20.553,20.412,27.4366,20.61,22.6313,DOWN,0
2000-03-01,19.873,20.497,27.3842,20.4399,22.5729,DOWN,0
2000-03-02,19.759,19.533,27.3289,20.2244,22.5235,UP,1
2000-03-03,20.128,19.873,27.2738,20.1337,22.4759,UP,1
2000-03-06,21.772,20.412,27.2247,20.4172,22.4589,DOWN,0
2000-03-07,21.177,21.772,27.1643,20.5419,22.4164,UP,1
2000-03-08,21.432,21.319,27.1105,20.8538,22.3721,UP,1
2000-03-09,21.545,21.375,27.0589,21.211,22.333,DOWN,0
2000-03-10,21.347,21.545,27.006,21.4548,22.2831,DOWN,0
2000-03-13,21.319,21.319,26.9575,21.364,22.2208,UP,1
2000-03-14,22.141,21.432,26.915,21.5568,22.1731,UP,1
2000-03-15,23.813,22.027,26.881,22.0331,22.1697,UP,1
2000-03-16,24.777,23.842,26.8509,22.6795,22.1794,UP,1
2000-03-17,25.032,24.494,26.8254,23.4165,22.1947,DOWN,0
2000-03-20,23.87,24.947,26.7923,23.9268,22.1958,UP,1
2000-03-21,24.494,23.984,26.7618,24.3974,22.1981,DOWN,0
2000-03-22,24.295,24.664,26.73,24.4938,22.202,DOWN,0
2000-03-23,23.615,24.012,26.6997,24.2613,22.1839,UP,1
2000-03-24,24.267,23.587,26.6747,24.1083,22.1839,DOWN,0
2000-03-27,24.154,24.437,26.6495,24.165,22.1816,DOWN,0
2000-03-28,23.87,24.267,26.6217,24.0402,22.176,DOWN,0
2000-03-29,23.728,24.097,26.592,23.9268,22.1777,UP,1
2000-03-30,24.04,23.813,26.5594,24.0119,22.2003,DOWN,0
2000-03-31,24.012,24.154,26.5258,23.9608,22.2202,DOWN,0
2000-04-03,23.785,24.012,26.4944,23.8871,22.2225,UP,1
2000-04-04,25.061,23.813,26.4719,24.1253,22.2814,DOWN,0
2000-04-05,25.061,24.947,26.4509,24.3917,22.3495,UP,1
2000-04-06,25.543,25.458,26.4312,24.6923,22.426,DOWN,0
2000-04-07,24.862,25.656,26.4121,24.8623,22.4697,UP,1
2000-04-10,25.288,24.862,26.39,25.1628,22.5213,UP,1
2000-04-11,25.656,25.401,26.37,25.2819,22.5785,UP,1
2000-04-12,25.911,25.741,26.3475,25.452,22.6409,UP,1
2000-04-13,27.244,26.195,26.3333,25.7922,22.7322,DOWN,0
2000-04-14,26.96,27.187,26.3157,26.2118,22.8184,UP,1
2000-04-17,28.945,27.3,26.3068,26.9432,22.9278,UP,1
2000-04-18,29.398,28.945,26.2977,27.6916,23.0633,DOWN,0
2000-04-19,28.973,29.342,26.274,28.304,23.1943,UP,1
2000-04-20,30.39,28.973,26.2597,28.9333,23.3632,UP,1
2000-04-24,31.95,31.071,26.2565,29.9312,23.573,UP,1
2000-04-25,32.914,31.865,26.2546,30.725,23.8061,DOWN,0
2000-04-26,31.666,32.914,26.2487,31.1786,24.017,UP,1
2000-04-27,33.14,31.298,26.2489,32.012,24.2698,DOWN,0
2000-04-28,32.148,33.225,26.2414,32.3636,24.4932,UP,1
2000-05-01,33.339,32.262,26.2365,32.6414,24.7399,DOWN,0
2000-05-02,33.084,33.339,26.2341,32.6754,24.9933,DOWN,0
2000-05-03,32.233,33.084,26.2298,32.7888,25.2212,UP,1
2000-05-04,33.282,32.517,26.2267,32.8172,25.4724,DOWN,0
2000-05-05,32.999,33.169,26.222,32.9873,25.7157,UP,1
2000-05-08,33.282,32.914,26.2189,32.9759,25.9697,UP,1
2000-05-09,33.764,33.169,26.2219,33.112,26.2379,DOWN,0
2000-05-10,33.764,33.651,26.2243,33.4182,26.5021,UP,1
2000-05-11,34.189,33.764,26.2311,33.5996,26.7884,UP,1
2000-05-12,34.331,34.189,26.2387,33.8661,27.0798,DOWN,0
2000-05-15,34.218,34.444,26.2462,34.0532,27.3616,UP,1
2000-05-16,34.586,34.331,26.2586,34.2176,27.6179,UP,1
2000-05-17,35.947,34.615,26.2767,34.6542,27.9133,DOWN,0
2000-05-18,35.663,36.06,26.2963,34.949,28.1979,UP,1
2000-05-19,35.919,35.663,26.3184,35.2665,28.4854,DOWN,0
2000-05-22,35.267,35.919,26.3381,35.4763,28.7638,DOWN,0
2000-05-23,34.898,35.834,26.356,35.5387,29.0354,DOWN,0
2000-05-24,34.898,34.728,26.3735,35.3289,29.2905,DOWN,0
2000-05-25,33.764,34.586,26.384,34.949,29.4895,DOWN,0
2000-05-26,33.367,33.877,26.3935,34.4387,29.6613,UP,1
2000-05-30,33.962,33.481,26.4057,34.1779,29.8399,UP,1
2000-05-31,34.756,33.962,26.4231,34.1496,30.0576,UP,1
2000-06-01,35.635,34.756,26.4421,34.297,30.2805,UP,1
2000-06-02,35.89,35.748,26.4637,34.7222,30.5124,DOWN,0
2000-06-05,35.635,35.834,26.4855,35.1758,30.7528,UP,1
2000-06-06,36.401,35.635,26.5107,35.6634,30.9954,DOWN,0
2000-06-07,36.315,36.741,26.5292,35.9753,31.2387,DOWN,0
2000-06-08,35.21,36.202,26.5361,35.8902,31.4655,UP,1
2000-06-09,36.117,35.55,26.5489,35.9356,31.7132,DOWN,0
2000-06-12,34.189,35.89,26.5538,35.6464,31.9162,DOWN,0
2000-06-13,33.424,34.274,26.5565,35.0511,32.1045,UP,1
2000-06-14,33.821,33.395,26.5613,34.5521,32.3052,DOWN,0
2000-06-15,33.764,33.849,26.5657,34.263,32.4792,UP,1
2000-06-16,33.805,33.877,26.5699,33.8005,32.6541,DOWN,0
2000-06-19,32.999,33.792,26.5736,33.5624,32.8032,DOWN,0
2000-06-20,31.95,32.432,26.5712,33.2676,32.945,DOWN,0
2000-06-21,30.617,32.091,26.5647,32.6269,33.0516,UP,1
2000-06-22,30.646,30.277,26.5591,32.0032,33.1514,UP,1
2000-06-23,31.808,30.646,26.5607,31.6038,33.2693,DOWN,0
2000-06-26,31.383,31.581,26.5587,31.2806,33.3521,DOWN,0
2000-06-27,30.731,30.986,26.5538,31.0368,33.4275,DOWN,0
2000-06-28,30.188,30.731,26.5491,30.9511,33.4524,DOWN,0
2000-06-29,30.164,30.079,26.5461,30.8547,33.4677,DOWN,0
2000-06-30,30.05,30.079,26.5474,30.5032,33.4892,DOWN,0
2000-07-03,29.767,29.937,26.5472,30.18,33.4767,UP,1
2000-07-05,29.852,29.653,26.5509,30.0042,33.4348,UP,1
2000-07-06,30.135,29.937,26.5576,29.9936,33.3792,UP,1
2000-07-07,30.164,30.135,26.5665,29.9936,33.3492,DOWN,0
2000-07-10,29.965,30.164,26.5787,29.9766,33.2857,UP,1
2000-07-11,30.079,29.852,26.5931,30.0389,33.2443,UP,1
2000-07-12,30.334,30.192,26.6063,30.1353,33.1842,UP,1
2000-07-13,31.723,30.334,26.6266,30.4528,33.157,UP,1
2000-07-14,32.29,32.12,26.652,30.8781,33.1581,DOWN,0
2000-07-17,31.978,32.176,26.6677,31.2806,33.132,DOWN,0
2000-07-18,31.581,32.006,26.689,31.5811,33.1037,DOWN,0
2000-07-19,31.326,31.751,26.706,31.7796,33.0645,UP,1
2000-07-20,32.97,31.751,26.7379,32.0291,33.0487,DOWN,0
2000-07-21,32.176,32.857,26.7649,32.0064,33.0169,UP,1
2000-07-24,32.829,32.176,26.7927,32.1765,32.9897,UP,1
2000-07-25,33.084,32.829,26.8191,32.477,32.9648,DOWN,0
2000-07-26,32.46,33.197,26.8401,32.7038,32.9296,DOWN,0
2000-07-27,32.148,32.403,26.867,32.5393,32.8808,DOWN,0
2000-07-28,31.865,32.091,26.8992,32.477,32.7992,UP,1
2000-07-31,32.233,31.865,26.9323,32.3579,32.7306,UP,1
2000-08-01,33.509,32.403,26.9736,32.443,32.6824,UP,1
2000-08-02,33.679,33.509,27.0146,32.6868,32.6506,DOWN,0
2000-08-03,33.254,32.999,27.0574,32.9079,32.6178,DOWN,0
2000-08-04,33.027,33.14,27.098,33.1403,32.5803,UP,1
2000-08-07,34.501,33.424,27.1458,33.5939,32.5951,UP,1
2000-08-08,34.983,34.388,27.1967,33.8888,32.6274,UP,1
2000-08-09,35.72,36.06,27.253,34.297,32.6626,DOWN,0
2000-08-10,34.133,35.607,27.2995,34.4728,32.6501,UP,1
2000-08-11,34.898,34.133,27.3496,34.847,32.6353,DOWN,0
2000-08-14,34.303,35.011,27.3954,34.8073,32.6036,DOWN,0
2000-08-15,34.019,34.331,27.4411,34.6145,32.5713,DOWN,0
2000-08-16,33.594,33.566,27.4847,34.1893,32.5151,DOWN,0
2000-08-17,33.594,33.594,27.5285,34.0815,32.4607,DOWN,0
2000-08-18,33.594,33.566,27.5718,33.8207,32.4284,UP,1
2000-08-21,34.019,33.481,27.6171,33.764,32.3864,DOWN,0
2000-08-22,33.962,34.104,27.6629,33.7527,32.3819,DOWN,0
2000-08-23,33.594,33.962,27.7094,33.7527,32.3853,UP,1
2000-08-24,34.529,33.339,27.7601,33.9398,32.3995,UP,1
2000-08-25,35.38,35.607,27.8126,34.297,32.4318,DOWN,0
2000-08-28,35.267,35.267,27.8697,34.5465,32.461,DOWN,0
2000-08-29,34.529,35.295,27.9215,34.6599,32.4916,UP,1
2000-08-30,35.437,34.643,27.9764,35.0284,32.5614,DOWN,0
2000-08-31,35.304,35.437,28.0316,35.1833,32.6551,UP,1
2000-09-01,35.55,35.38,28.0838,35.2173,32.7532,UP,1
2000-09-05,36.315,35.437,28.1358,35.4271,32.8434,DOWN,0
2000-09-06,36.259,36.117,28.186,35.7729,32.9409,UP,1
2000-09-07,36.287,36.089,28.2393,35.943,33.052,DOWN,0
2000-09-08,36.202,36.174,28.294,36.1227,33.1723,UP,1
2000-09-11,36.401,36.089,28.353,36.2928,33.297,UP,1
2000-09-12,36.741,36.344,28.4141,36.3778,33.4308,DOWN,0
2000-09-13,36.514,36.457,28.4759,36.4289,33.5658,UP,1
2000-09-14,37.081,36.514,28.5366,36.5876,33.7103,DOWN,0
2000-09-15,36.882,36.627,28.5955,36.7237,33.8453,DOWN,0
2000-09-18,36.599,36.797,28.652,36.7634,33.974,DOWN,0
2000-09-19,36.23,36.486,28.7012,36.6613,34.0993,UP,1
2000-09-20,36.939,36.117,28.7559,36.7464,34.2365,UP,1
2000-09-21,39.009,36.826,28.8296,37.1319,34.41,UP,1
2000-09-22,39.717,39.009,28.9111,37.6989,34.5699,UP,1
2000-09-25,40.114,39.717,28.9972,38.402,34.7264,UP,1
2000-09-26,40.256,40.228,29.0814,39.2071,34.8919,UP,1
2000-09-27,40.71,40.199,29.1701,39.9612,35.0745,UP,1
2000-09-28,41.645,40.88,29.263,40.4885,35.2809,DOWN,0
2000-09-29,41.22,41.532,29.3541,40.789,35.4459,DOWN,0
2000-10-02,41.107,41.39,29.4437,40.9874,35.6245,UP,1
2000-10-03,41.503,41.22,29.5372,41.2369,35.798,DOWN,0
2000-10-04,41.475,41.673,29.6335,41.39,35.9658,DOWN,0
2000-10-05,41.248,41.418,29.7272,41.3106,36.1416,DOWN,0
2000-10-06,39.944,41.163,29.8138,41.0555,36.2975,UP,1
2000-10-09,40.369,40.001,29.8991,40.9081,36.4676,UP,1
2000-10-10,40.766,40.369,29.9847,40.7606,36.6383,UP,1
2000-10-11,41.333,40.426,30.0739,40.7323,36.7948,UP,1
2000-10-12,41.617,41.305,30.1628,40.806,36.9535,UP,1
2000-10-13,41.957,41.787,30.2504,41.2086,37.1276,DOWN,0
2000-10-16,40.823,41.503,30.3319,41.2993,37.2835,DOWN,0
2000-10-17,39.462,40.369,30.4093,41.0385,37.3827,DOWN,0
2000-10-18,37.648,39.292,30.476,40.3014,37.436,UP,1
2000-10-19,37.761,37.761,30.5435,39.5303,37.4768,UP,1
2000-10-20,39.349,37.648,30.6212,39.0087,37.5812,UP,1
2000-10-23,39.887,39.462,30.6987,38.8215,37.6809,DOWN,0
2000-10-24,38.64,39.774,30.7714,38.6571,37.7677,DOWN,0
2000-10-25,38.64,38.583,30.842,38.8556,37.8601,DOWN,0
2000-10-26,37.223,38.64,30.9068,38.7478,37.9327,DOWN,0
2000-10-27,36.315,37.336,30.967,38.1412,37.9871,UP,1
2000-10-30,36.911,36.344,31.0308,37.5458,38.0535,UP,1
2000-10-31,38.101,37.421,31.1031,37.4381,38.1351,DOWN,0
2000-11-01,37.336,38.045,31.1753,37.1773,38.2026,DOWN,0
2000-11-02,37.308,37.336,31.2467,37.1943,38.2769,DOWN,0
2000-11-03,36.401,37.251,31.3103,37.2113,38.3143,UP,1
2000-11-06,36.514,36.004,31.3824,37.1319,38.337,UP,1
2000-11-07,36.627,36.854,31.4572,36.8371,38.3642,DOWN,0
2000-11-08,35.862,36.401,31.5279,36.5423,38.3908,DOWN,0
2000-11-09,35.748,35.862,31.5933,36.2304,38.3971,DOWN,0
2000-11-10,35.578,35.748,31.6576,36.066,38.4025,DOWN,0
2000-11-13,34.87,35.692,31.718,35.7371,38.3889,UP,1
2000-11-14,36.401,34.785,31.786,35.6918,38.3906,DOWN,0
2000-11-15,35.862,36.23,31.852,35.6918,38.3827,DOWN,0
2000-11-16,35.068,35.777,31.914,35.5557,38.3583,UP,1
2000-11-17,35.352,35.153,31.9734,35.5103,38.3413,UP,1
2000-11-20,36.145,35.352,32.041,35.7655,38.3362,UP,1
2000-11-21,38.782,36.089,32.1228,36.2418,38.377,DOWN,0
2000-11-22,36.797,38.385,32.1971,36.4289,38.3827,UP,1
2000-11-24,37.194,36.797,32.2758,36.8541,38.385,UP,1
2000-11-27,37.279,37.648,32.3559,37.2397,38.3929,DOWN,0
2000-11-28,36.656,37.279,32.4335,37.3417,38.394,UP,1
2000-11-29,38.215,36.457,32.5221,37.2283,38.4337,UP,1
2000-11-30,38.243,38.101,32.6085,37.5175,38.4598,DOWN,0
2000-12-01,36.514,38.47,32.686,37.3814,38.4099,UP,1
2000-12-04,37.393,36.627,32.7709,37.4041,38.3634,UP,1
2000-12-05,38.555,37.534,32.8595,37.784,38.3322,DOWN,0
2000-12-06,37.648,38.158,32.9441,37.6706,38.2801,UP,1
2000-12-07,37.761,37.563,33.0287,37.5742,38.2211,UP,1
2000-12-08,38.215,37.875,33.1169,37.9144,38.1525,DOWN,0
2000-12-11,38.158,38.215,33.2059,38.0675,38.0913,DOWN,0
2000-12-12,37.875,38.158,33.2925,37.9314,38.0266,DOWN,0
2000-12-13,36.344,37.96,33.3749,37.6706,37.9234,DOWN,0
2000-12-14,36.117,36.287,33.4567,37.3417,37.8163,DOWN,0
2000-12-15,35.919,35.55,33.5356,36.8825,37.7097,UP,1
2000-12-18,36.996,35.748,33.6117,36.65,37.6507,UP,1
2000-12-19,37.109,37.648,33.6914,36.4969,37.5855,UP,1
2000-12-20,37.251,37.109,33.7705,36.6783,37.5152,DOWN,0
2000-12-21,37.166,37.194,33.8486,36.8881,37.4319,DOWN,0
2000-12-22,33.622,34.076,33.91,36.4289,37.272,UP,1
2000-12-26,34.331,33.622,33.975,35.8959,37.1195,UP,1
2000-12-27,35.352,34.274,34.0411,35.5444,37.01,UP,1
2000-12-28,35.635,35.238,34.1002,35.2212,36.9335,UP,1
2000-12-29,37.648,35.635,34.1646,35.3176,36.9335,UP,1
2001-01-02,37.761,37.761,34.2282,36.1454,36.9335,DOWN,0
2001-01-03,36.571,37.875,34.2917,36.5933,36.8779,DOWN,0
2001-01-04,36.202,36.486,34.3502,36.7634,36.8042,UP,1
2001-01-05,36.514,36.882,34.4113,36.9392,36.7617,UP,1
2001-01-08,37.251,37.081,34.4795,36.8598,36.7339,UP,1
2001-01-09,37.534,37.251,34.5459,36.8144,36.7401,UP,1
2001-01-10,39.037,37.364,34.6203,37.3077,36.7946,UP,1
2001-01-11,39.973,38.924,34.7008,38.0618,36.8558,DOWN,0
2001-01-12,39.406,39.887,34.7792,38.6401,36.8819,UP,1
2001-01-16,39.604,39.406,34.857,39.1107,36.9272,DOWN,0
2001-01-17,39.462,39.717,34.9342,39.4963,36.9703,DOWN,0
2001-01-18,38.64,39.235,35.0085,39.4169,37.0151,DOWN,0
2001-01-19,37.733,38.498,35.0719,38.969,37.0395,UP,1
2001-01-22,39.547,37.648,35.1443,38.9973,37.0979,UP,1
2001-01-23,40.596,39.434,35.2196,39.1958,37.1926,DOWN,0
2001-01-24,39.009,40.256,35.2903,39.105,37.2578,UP,1
2001-01-25,40.228,38.895,35.365,39.4226,37.3508,UP,1
2001-01-26,40.483,40.369,35.4391,39.9725,37.463,DOWN,0
2001-01-29,40.41,40.279,35.5116,40.1451,37.5432,DOWN,0
2001-01-30,39.603,40.279,35.5734,39.9464,37.6181,DOWN,0
2001-01-31,39.317,39.512,35.6352,40.0081,37.703,DOWN,0
2001-02-01,39.276,39.204,35.6869,39.8179,37.7815,UP,1
2001-02-02,39.417,39.163,35.737,39.6047,37.847,UP,1
2001-02-05,39.453,39.145,35.7894,39.4133,37.8604,DOWN,0
2001-02-06,39.254,39.34,35.8337,39.3434,37.9095,UP,1
2001-02-07,39.322,39.099,35.8705,39.3443,37.9521,UP,1
2001-02-08,39.544,39.326,35.9037,39.3978,37.9974,DOWN,0
2001-02-09,39.213,39.281,35.9414,39.357,38.0485,DOWN,0
2001-02-12,39.009,39.213,35.9708,39.2681,38.0644,UP,1
2001-02-13,40.211,39.009,36.0111,39.4595,38.1037,DOWN,0
2001-02-14,39.598,39.984,36.0424,39.5149,38.1654,UP,1
2001-02-15,40.651,40.369,36.0802,39.7362,38.2306,UP,1
2001-02-16,40.823,40.528,36.1232,40.0583,38.2759,UP,1
2001-02-20,41.594,40.823,36.1647,40.5754,38.3549,UP,1
2001-02-21,42.978,41.503,36.2146,41.1287,38.4592,DOWN,0
2001-02-22,42.637,43.091,36.2614,41.7365,38.5476,UP,1
2001-02-23,42.751,42.524,36.3063,42.1566,38.6395,UP,1
2001-02-26,43.749,42.751,36.3563,42.7417,38.757,DOWN,0
2001-02-27,43.227,43.839,36.4014,43.0683,38.8946,DOWN,0
2001-02-28,42.615,43.114,36.4429,42.9957,39.0246,UP,1
2001-03-01,42.724,42.433,36.4854,43.0129,39.1607,UP,1
2001-03-02,43.998,42.728,36.5324,43.2624,39.3007,DOWN,0
2001-03-05,43.907,43.885,36.5722,43.2942,39.4367,UP,1
2001-03-06,43.953,44.043,36.6137,43.4393,39.5707,DOWN,0
2001-03-07,43.69,43.953,36.6526,43.6543,39.7012,UP,1
2001-03-08,44.243,43.771,36.6974,43.9582,39.9136,DOWN,0
2001-03-09,44.216,44.13,36.744,44.0018,40.1113,DOWN,0
2001-03-12,43.681,44.112,36.7879,43.9564,40.2779,DOWN,0
2001-03-13,42.252,43.998,36.8304,43.6162,40.4102,DOWN,0
2001-03-14,41.186,41.912,36.8695,43.1154,40.481,DOWN,0
2001-03-15,40.256,41.186,36.9009,42.318,40.5309,DOWN,0
2001-03-16,39.467,40.143,36.9245,41.3682,40.5888,UP,1
2001-03-19,40.719,39.58,36.9499,40.7758,40.6791,DOWN,0
2001-03-20,40.165,41.163,36.9713,40.3585,40.7522,DOWN,0
2001-03-21,38.941,39.939,36.9878,39.9095,40.786,UP,1
2001-03-22,39.136,39.054,37.0015,39.6854,40.818,DOWN,0
2001-03-23,38.818,39.87,37.014,39.5557,40.8136,UP,1
2001-03-26,39.235,39.553,37.0341,39.259,40.7989,UP,1
2001-03-27,39.376,39.349,37.0504,39.1012,40.7983,DOWN,0
2001-03-28,39.099,39.263,37.075,39.1329,40.7882,UP,1
2001-03-29,39.462,39.213,37.1052,39.1983,40.7882,DOWN,0
2001-03-30,39.462,39.235,37.1334,39.3271,40.8046,DOWN,0
2001-04-02,39.145,39.462,37.1603,39.3089,40.8329,UP,1
2001-04-03,39.204,39.231,37.1873,39.2745,40.826,UP,1
2001-04-04,40.596,39.294,37.2253,39.5738,40.826,UP,1
2001-04-05,42.229,41.39,37.2767,40.1272,40.8904,DOWN,0
2001-04-06,41.708,42.229,37.3321,40.5763,40.92,DOWN,0
2001-04-09,40.8,40.959,37.3829,40.9074,40.9263,UP,1
2001-04-10,41.866,40.846,37.4332,41.4399,40.9555,UP,1
2001-04-11,42.401,42.184,37.4883,41.8009,41.0114,UP,1
2001-04-12,42.837,42.411,37.5488,41.9225,41.0818,DOWN,0
2001-04-16,42.569,42.61,37.6107,42.0949,41.1477,UP,1
2001-04-17,42.637,42.683,37.6731,42.4623,41.2121,UP,1
2001-04-18,43.259,43.037,37.7391,42.7408,41.2882,DOWN,0
2001-04-19,43.091,43.145,37.8057,42.8787,41.365,DOWN,0
2001-04-20,42.274,42.978,37.8678,42.7662,41.424,DOWN,0
2001-04-23,40.315,41.776,37.9187,42.3153,41.4394,UP,1
2001-04-24,40.583,40.32,37.9708,41.9044,41.4668,UP,1
2001-04-25,40.95,40.551,38.0258,41.4426,41.5057,UP,1
2001-04-26,41.694,40.891,38.0838,41.1632,41.5353,DOWN,0
2001-04-27,41.395,41.694,38.1391,40.9872,41.5713,DOWN,0
2001-04-30,40.936,41.277,38.1852,41.1115,41.577,UP,1
2001-05-01,42.243,41.277,38.235,41.4435,41.6054,UP,1
2001-05-02,42.565,42.206,38.2879,41.7665,41.6248,DOWN,0
2001-05-03,41.549,42.474,38.3377,41.7374,41.5962,UP,1
2001-05-04,41.839,41.277,38.3903,41.8263,41.5802,DOWN,0
2001-05-07,41.753,41.794,38.4342,41.9896,41.5603,DOWN,0
2001-05-08,41.503,41.685,38.4809,41.8418,41.5154,DOWN,0
2001-05-09,39.916,40.369,38.5163,41.312,41.4491,UP,1
2001-05-10,40.805,39.916,38.5549,41.1632,41.4129,UP,1
2001-05-11,40.868,40.76,38.5969,40.9691,41.3758,DOWN,0
2001-05-14,40.211,40.029,38.6373,40.6606,41.3001,UP,1
2001-05-15,40.279,40.097,38.6793,40.4157,41.2275,UP,1
2001-05-16,40.614,40.143,38.7212,40.5554,41.1608,UP,1
2001-05-17,41.045,40.505,38.7589,40.6035,41.1079,DOWN,0
2001-05-18,40.8,41.254,38.7945,40.5899,41.039,DOWN,0
2001-05-21,40.596,40.914,38.8312,40.667,40.9666,UP,1
2001-05-22,40.914,40.823,38.8707,40.794,40.9113,DOWN,0
2001-05-23,40.583,41.004,38.9011,40.7876,40.8779,DOWN,0
2001-05-24,39.281,40.288,38.9226,40.4347,40.8398,UP,1
2001-05-25,39.471,39.281,38.9413,40.1689,40.8241,UP,1
2001-05-29,39.73,39.812,38.9693,39.9957,40.8294,UP,1
2001-05-30,39.92,39.644,38.9944,39.797,40.8134,UP,1
2001-05-31,40.261,40.007,39.0242,39.7326,40.8153,DOWN,0
2001-06-01,40.215,40.261,39.0552,39.9195,40.8408,UP,1
2001-06-04,40.95,40.279,39.092,40.2152,40.8771,DOWN,0
2001-06-05,40.932,41.063,39.1287,40.4556,40.9194,DOWN,0
2001-06-06,40.71,40.936,39.1642,40.6135,40.9488,DOWN,0
2001-06-07,40.619,40.664,39.1972,40.6851,40.9737,DOWN,0
2001-06-08,40.229,40.619,39.2286,40.6878,40.9963,DOWN,0
2001-06-11,39.893,40.46,39.2601,40.4765,41.0049,UP,1
2001-06-12,39.925,39.984,39.287,40.2751,41.0142,DOWN,0
2001-06-13,39.453,39.97,39.3074,40.0238,41.0203,DOWN,0
2001-06-14,37.875,39.453,39.3205,39.4749,40.9937,UP,1
2001-06-15,38.718,38.215,39.3414,39.1729,40.9562,DOWN,0
2001-06-18,38.011,38.782,39.3543,38.7964,40.8718,UP,1
2001-06-19,38.228,38.101,39.3689,38.4571,40.8022,DOWN,0
2001-06-20,37.748,38.238,39.3799,38.116,40.7412,DOWN,0
2001-06-21,36.854,37.793,39.3826,37.9119,40.6409,DOWN,0
2001-06-22,35.534,36.968,39.3789,37.275,40.5036,DOWN,0
2001-06-25,35.199,36.242,39.3735,36.7126,40.3508,UP,1
2001-06-26,35.439,35.153,39.3697,36.1547,40.2082,UP,1
2001-06-27,36.464,35.335,39.37,35.8979,40.0847,UP,1
2001-06-28,37.067,36.559,39.3716,35.9406,39.9609,DOWN,0
2001-06-29,36.332,37.181,39.3707,36.1002,39.8257,DOWN,0
2001-07-02,36.196,36.196,39.3663,36.2998,39.7042,UP,1
2001-07-03,36.364,36.287,39.3637,36.4849,39.6252,DOWN,0
2001-07-05,36.332,36.251,39.3624,36.4586,39.5402,UP,1
2001-07-06,36.614,36.242,39.3643,36.3679,39.4534,UP,1
2001-07-09,36.786,36.65,39.3635,36.4586,39.3553,DOWN,0
2001-07-10,36.659,36.741,39.3518,36.5511,39.2606,DOWN,0
2001-07-11,35.747,36.659,39.3319,36.4277,39.1568,UP,1
2001-07-12,35.788,35.634,39.3103,36.3189,39.0277,UP,1
