ticker,NOC US Equity,NOC US Equity,NOC US Equity,NOC US Equity,NOC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-05-26,50.212,50.122,48.6261,50.2903,49.467,UP,1
2005-05-27,50.303,50.158,48.6472,50.3212,49.5234,UP,1
2005-05-31,50.548,50.394,48.6684,50.3683,49.584,DOWN,0
2005-06-01,50.221,50.557,48.686,50.2776,49.6359,UP,1
2005-06-02,50.466,50.258,48.705,50.3502,49.6943,DOWN,0
2005-06-03,50.43,50.466,48.7246,50.3937,49.7453,UP,1
2005-06-06,50.566,50.43,48.7452,50.4464,49.7894,DOWN,0
2005-06-07,50.403,50.611,48.764,50.4173,49.8235,DOWN,0
2005-06-08,50.24,50.367,48.7823,50.421,49.8647,UP,1
2005-06-09,51.147,50.24,48.8044,50.557,49.905,UP,1
2005-06-10,51.355,51.083,48.8255,50.7421,49.9527,UP,1
2005-06-13,51.5,51.364,48.8487,50.929,49.9993,DOWN,0
2005-06-14,51.11,51.446,48.8701,51.0705,50.0332,UP,1
2005-06-15,51.192,51.119,48.8932,51.261,50.0535,DOWN,0
2005-06-16,51.129,51.156,48.9145,51.2574,50.0655,UP,1
2005-06-17,51.165,51.392,48.9368,51.2193,50.0672,DOWN,0
2005-06-20,50.92,51.165,48.9576,51.1032,50.0717,DOWN,0
2005-06-21,50.566,50.865,48.9775,50.9943,50.0624,UP,1
2005-06-22,50.775,50.684,48.9982,50.9108,50.0563,DOWN,0
2005-06-23,50.194,50.802,49.0195,50.724,50.0441,DOWN,0
2005-06-24,49.686,50.076,49.039,50.4282,50.0343,DOWN,0
2005-06-27,49.532,49.523,49.0589,50.1506,50.0349,UP,1
2005-06-28,50.503,49.895,49.0818,50.1379,50.0606,UP,1
2005-06-29,50.557,50.575,49.1001,50.0944,50.098,DOWN,0
2005-06-30,50.122,50.022,49.1158,50.0799,50.1288,UP,1
2005-07-01,50.185,50.158,49.1295,50.1796,50.1484,DOWN,0
2005-07-05,49.922,50.094,49.1379,50.2577,50.1677,DOWN,0
2005-07-06,49.487,49.877,49.1455,50.0545,50.1718,UP,1
2005-07-07,49.713,49.36,49.1519,49.8857,50.1884,UP,1
2005-07-08,49.859,49.668,49.1623,49.8331,50.2148,UP,1
2005-07-11,50.167,50.575,49.175,49.8295,50.2343,DOWN,0
2005-07-12,49.967,50.167,49.1832,49.8385,50.2386,UP,1
2005-07-13,50.167,50.076,49.1924,49.9746,50.2386,UP,1
2005-07-14,50.212,50.122,49.2009,50.0744,50.2442,UP,1
2005-07-15,50.521,50.212,49.2117,50.2069,50.2477,DOWN,0
2005-07-18,49.822,50.312,49.2189,50.1379,50.2439,DOWN,0
2005-07-19,49.713,49.986,49.2239,50.0871,50.2285,UP,1
2005-07-20,50.294,49.577,49.2353,50.1125,50.2205,UP,1
2005-07-21,51.083,50.294,49.25,50.2867,50.243,DOWN,0
2005-07-22,51.047,51.156,49.2653,50.3919,50.2678,UP,1
2005-07-25,51.319,50.893,49.2836,50.6913,50.3056,UP,1
2005-07-26,51.537,51.319,49.3047,51.056,50.3611,DOWN,0
2005-07-27,51.437,51.528,49.3262,51.2846,50.4126,DOWN,0
2005-07-28,50.965,52.163,49.3451,51.261,50.4462,DOWN,0
2005-07-29,50.303,50.875,49.3623,51.1122,50.4654,UP,1
2005-08-01,50.33,50.439,49.3822,50.9145,50.4826,DOWN,0
2005-08-02,50.158,50.23,49.4,50.6387,50.4828,UP,1
2005-08-03,50.394,50.131,49.4223,50.43,50.4845,UP,1
2005-08-04,50.584,50.412,49.4476,50.3538,50.4826,DOWN,0
2005-08-05,50.276,50.484,49.4721,50.3484,50.4861,DOWN,0
2005-08-08,50.14,50.267,49.494,50.3103,50.4846,DOWN,0
2005-08-09,50.076,50.53,49.5167,50.2939,50.4801,DOWN,0
2005-08-10,49.822,50.212,49.5393,50.1796,50.4656,UP,1
2005-08-11,49.877,49.859,49.5586,50.0381,50.4587,UP,1
2005-08-12,50.067,49.886,49.5742,49.9964,50.4507,UP,1
2005-08-15,50.575,49.949,49.5902,50.0835,50.4536,UP,1
2005-08-16,50.72,50.584,49.609,50.2123,50.4567,DOWN,0
2005-08-17,50.43,50.548,49.6234,50.3339,50.4572,UP,1
2005-08-18,50.557,50.439,49.6419,50.4699,50.4636,DOWN,0
2005-08-19,50.53,50.766,49.6507,50.5625,50.4513,UP,1
2005-08-22,51.092,50.702,49.6623,50.6659,50.446,DOWN,0
2005-08-23,50.965,51.138,49.6731,50.7149,50.4353,DOWN,0
2005-08-24,50.548,51.056,49.6786,50.7385,50.424,DOWN,0
2005-08-25,50.53,50.403,49.6845,50.733,50.4108,DOWN,0
2005-08-26,50.394,50.439,49.6884,50.7058,50.3961,UP,1
2005-08-29,50.775,50.113,49.6927,50.6423,50.3883,DOWN,0
2005-08-30,50.702,50.466,49.6961,50.5897,50.3839,UP,1
2005-08-31,50.884,50.838,49.7002,50.6568,50.3903,DOWN,0
2005-09-01,50.838,50.757,49.7023,50.7185,50.3916,UP,1
2005-09-02,51.618,50.983,49.7044,50.9634,50.42,UP,1
2005-09-06,51.745,51.582,49.7075,51.1576,50.4612,UP,1
2005-09-07,52.009,51.836,49.713,51.4188,50.5108,UP,1
2005-09-08,52.308,51.891,49.719,51.7037,50.5469,UP,1
2005-09-09,52.498,52.235,49.7239,52.0357,50.5857,DOWN,0
2005-09-12,51.891,52.081,49.7269,52.0902,50.6211,DOWN,0
2005-09-13,50.947,51.9,49.7264,51.9305,50.6363,DOWN,0
2005-09-14,50.802,50.929,49.7243,51.6892,50.6539,DOWN,0
2005-09-15,50.757,50.811,49.7226,51.3789,50.6793,UP,1
2005-09-16,51.092,50.893,49.7202,51.0977,50.7069,DOWN,0
2005-09-19,50.675,51.092,49.7145,50.8546,50.7232,DOWN,0
2005-09-20,50.602,50.53,49.7068,50.7856,50.7319,DOWN,0
2005-09-21,49.341,50.421,49.6916,50.4935,50.7194,DOWN,0
2005-09-22,48.852,49.196,49.6769,50.1125,50.6931,DOWN,0
2005-09-23,48.752,48.842,49.6708,49.6444,50.6639,DOWN,0
2005-09-26,48.725,48.797,49.664,49.2543,50.628,DOWN,0
2005-09-27,48.688,48.534,49.6537,48.8715,50.6053,UP,1
2005-09-28,48.969,49.115,49.6409,48.7971,50.5904,DOWN,0
2005-09-29,48.852,49.042,49.6269,48.7971,50.5616,UP,1
2005-09-30,49.305,48.806,49.6147,48.9078,50.526,DOWN,0
2005-10-03,48.879,49.078,49.5972,48.9386,50.4826,DOWN,0
2005-10-04,48.861,48.96,49.5834,48.9731,50.4335,UP,1
2005-10-05,48.96,48.979,49.5717,48.9713,50.3819,UP,1
2005-10-06,49.115,49.033,49.5636,49.0239,50.3355,DOWN,0
2005-10-07,49.033,49.305,49.5524,48.9695,50.2969,DOWN,0
2005-10-10,48.516,48.625,49.5384,48.8969,50.2611,DOWN,0
2005-10-11,47.645,48.416,49.5228,48.6538,50.2074,UP,1
2005-10-12,47.718,47.491,49.5071,48.4052,50.1586,UP,1
2005-10-13,48.09,47.718,49.4998,48.2002,50.1125,UP,1
2005-10-14,48.398,48.062,49.4934,48.0732,50.0688,UP,1
2005-10-17,49.006,48.434,49.4918,48.1712,50.0434,DOWN,0
2005-10-18,48.634,49.006,49.4916,48.3689,50.0133,UP,1
2005-10-19,50.176,48.67,49.5044,48.8606,50.0153,DOWN,0
2005-10-20,48.824,49.94,49.5067,49.0076,49.9953,DOWN,0
2005-10-21,47.835,48.761,49.5048,48.8951,49.9545,UP,1
2005-10-24,48.897,47.808,49.5086,48.8733,49.9311,DOWN,0
2005-10-25,48.008,49.214,49.5086,48.7481,49.8797,DOWN,0
2005-10-26,47.854,48.08,49.5086,48.2836,49.8224,DOWN,0
2005-10-27,47.473,47.872,49.5049,48.0133,49.7632,UP,1
2005-10-28,49.078,47.627,49.5124,48.2619,49.7337,DOWN,0
2005-10-31,48.67,49.078,49.517,48.2165,49.6965,UP,1
2005-11-01,49.096,48.715,49.5234,48.4342,49.6566,UP,1
2005-11-02,49.169,49.115,49.5336,48.6973,49.6206,UP,1
2005-11-03,49.459,49.233,49.5478,49.0947,49.5989,UP,1
2005-11-04,50.031,49.668,49.5644,49.2852,49.5889,UP,1
2005-11-07,50.149,50.131,49.5824,49.5809,49.584,DOWN,0
2005-11-08,49.804,50.122,49.599,49.7224,49.5646,UP,1
2005-11-09,50.575,49.94,49.6177,50.0037,49.562,UP,1
2005-11-10,50.621,50.521,49.6345,50.2359,49.5568,DOWN,0
2005-11-11,50.367,50.439,49.6515,50.303,49.5473,UP,1
2005-11-14,50.947,50.167,49.6709,50.4627,49.5339,DOWN,0
2005-11-15,50.92,50.947,49.6896,50.6858,49.5174,UP,1
2005-11-16,51.455,51.147,49.7095,50.8618,49.5063,DOWN,0
2005-11-17,51.364,51.228,49.7296,51.0106,49.4875,DOWN,0
2005-11-18,50.893,51.364,49.7471,51.1159,49.4554,UP,1
2005-11-21,51.383,50.992,49.7631,51.2029,49.4452,UP,1
2005-11-22,51.627,51.328,49.7813,51.3445,49.4588,DOWN,0
2005-11-23,51.246,51.237,49.8008,51.3027,49.4677,UP,1
2005-11-25,51.609,51.346,49.8198,51.3517,49.4847,DOWN,0
2005-11-28,51.482,51.546,49.8336,51.4697,49.4925,UP,1
2005-11-29,51.936,51.709,49.8472,51.5803,49.5178,UP,1
2005-11-30,52.045,52.154,49.8626,51.6638,49.5466,UP,1
2005-12-01,52.408,52.163,49.8797,51.896,49.6079,DOWN,0
2005-12-02,52.172,52.353,49.8988,52.0085,49.6743,DOWN,0
2005-12-05,52.172,52.181,49.919,52.1464,49.7427,UP,1
2005-12-06,52.553,52.208,49.9455,52.2698,49.8193,DOWN,0
2005-12-07,52.444,52.616,49.9711,52.3496,49.8944,UP,1
2005-12-08,52.707,51.709,49.9972,52.4095,49.9692,UP,1
2005-12-09,53.206,52.716,50.0232,52.6163,50.0563,DOWN,0
2005-12-12,53.079,53.025,50.0487,52.7978,50.1317,UP,1
2005-12-13,53.569,53.079,50.0727,53.001,50.2255,UP,1
2005-12-14,53.823,53.569,50.0987,53.2767,50.3248,UP,1
2005-12-15,53.977,53.832,50.1262,53.5308,50.4251,DOWN,0
2005-12-16,53.651,54.204,50.15,53.6197,50.5158,DOWN,0
2005-12-19,52.961,53.524,50.1696,53.5961,50.5944,UP,1
2005-12-20,53.342,53.206,50.187,53.5507,50.6909,UP,1
2005-12-21,53.741,53.524,50.2097,53.5344,50.8129,UP,1
2005-12-22,53.877,53.859,50.233,53.5144,50.936,UP,1
2005-12-23,53.932,53.959,50.2564,53.5707,51.0529,UP,1
2005-12-27,53.977,53.977,50.2796,53.7739,51.1645,UP,1
2005-12-28,54.131,54.14,50.3052,53.9317,51.267,UP,1
2005-12-29,54.313,54.231,50.3364,54.046,51.3806,UP,1
2005-12-30,54.53,54.159,50.3716,54.1767,51.4677,DOWN,0
2006-01-03,54.095,53.75,50.4045,54.2093,51.5731,UP,1
2006-01-04,54.485,54.159,50.4388,54.3109,51.7061,UP,1
2006-01-05,54.576,54.431,50.4739,54.3998,51.8196,UP,1
2006-01-06,55.02,54.431,50.5096,54.5414,51.9599,UP,1
2006-01-09,55.292,54.893,50.5443,54.6938,52.1087,UP,1
2006-01-10,55.519,55.292,50.5784,54.9786,52.2696,UP,1
2006-01-11,55.728,55.483,50.6161,55.2272,52.4026,DOWN,0
2006-01-12,55.655,56.989,50.6487,55.4431,52.5423,DOWN,0
2006-01-13,55.283,55.111,50.6803,55.4957,52.666,DOWN,0
2006-01-17,55.057,55.002,50.7098,55.4485,52.7838,DOWN,0
2006-01-18,54.766,55.057,50.7365,55.2979,52.8899,UP,1
2006-01-19,54.993,54.884,50.7606,55.151,52.9892,DOWN,0
2006-01-20,54.739,54.857,50.7816,54.9677,53.081,UP,1
2006-01-23,55.12,54.839,50.8018,54.9351,53.1873,UP,1
2006-01-24,56.318,55.465,50.83,55.1873,53.3022,DOWN,0
2006-01-25,56.1,56.299,50.8553,55.454,53.4117,UP,1
2006-01-26,56.98,56.245,50.8848,55.8513,53.544,DOWN,0
2006-01-27,56.853,56.699,50.915,56.2741,53.6621,DOWN,0
2006-01-30,56.272,55.837,50.9455,56.5045,53.7692,UP,1
2006-01-31,56.363,56.154,50.9798,56.5136,53.8673,UP,1
2006-02-01,57.152,56.34,51.0195,56.724,53.9831,DOWN,0
2006-02-02,56.699,56.925,51.0596,56.6678,54.0992,UP,1
2006-02-03,56.871,56.699,51.101,56.6714,54.209,UP,1
2006-02-06,57.37,56.744,51.1418,56.8909,54.3238,UP,1
2006-02-07,57.642,57.34,51.1853,57.1468,54.4517,DOWN,0
2006-02-08,57.134,57.107,51.2245,57.1431,54.5622,UP,1
2006-02-09,58.005,57.343,51.2701,57.4044,54.6927,UP,1
2006-02-10,58.322,58.005,51.3191,57.6947,54.8204,DOWN,0
2006-02-13,58.277,58.014,51.3645,57.8761,54.945,UP,1
2006-02-14,59.13,58.25,51.4114,58.1737,55.0795,DOWN,0
2006-02-15,59.057,58.976,51.4558,58.5583,55.2172,UP,1
2006-02-16,59.438,59.057,51.5034,58.845,55.3625,UP,1
2006-02-17,59.611,59.483,51.5497,59.1026,55.5037,DOWN,0
2006-02-21,59.239,59.393,51.5958,59.295,55.6396,UP,1
2006-02-22,59.756,59.456,51.6422,59.4202,55.7806,DOWN,0
2006-02-23,59.23,59.429,51.6848,59.4546,55.901,UP,1
2006-02-24,59.81,59.375,51.7341,59.529,56.0357,DOWN,0
2006-02-27,59.438,59.647,51.7823,59.4945,56.153,DOWN,0
2006-02-28,58.15,59.085,51.8259,59.2768,56.2396,UP,1
2006-03-01,58.549,57.47,51.8748,59.0355,56.331,UP,1
2006-03-02,59.239,58.422,51.9267,59.0373,56.4428,UP,1
2006-03-03,59.683,59.193,51.9787,59.0119,56.5772,DOWN,0
2006-03-06,58.767,59.865,52.0258,58.8777,56.6857,UP,1
2006-03-07,58.985,58.894,52.0734,59.0446,56.7906,UP,1
2006-03-08,59.248,58.785,52.1189,59.1843,56.898,UP,1
2006-03-09,59.511,59.267,52.1649,59.2387,57.0096,UP,1
2006-03-10,60.736,59.52,52.2152,59.4492,57.1448,UP,1
2006-03-13,61.044,60.926,52.2699,59.9046,57.283,UP,1
2006-03-14,61.606,61.098,52.3268,60.4289,57.4289,UP,1
2006-03-15,62.296,61.606,52.3868,61.0386,57.5842,UP,1
2006-03-16,62.731,62.296,52.4477,61.6827,57.7569,UP,1
2006-03-17,63.348,62.958,52.5134,62.2052,57.9342,DOWN,0
2006-03-20,62.994,63.348,52.576,62.5953,58.1026,DOWN,0
2006-03-21,62.976,62.994,52.6387,62.8692,58.2617,UP,1
2006-03-22,63.339,62.867,52.7026,63.0779,58.4226,DOWN,0
2006-03-23,62.695,63.14,52.7641,63.0706,58.5661,DOWN,0
2006-03-24,62.296,62.777,52.8243,62.8602,58.6975,DOWN,0
2006-03-27,62.16,62.368,52.8794,62.6933,58.8276,DOWN,0
2006-03-28,61.634,62.015,52.9308,62.4247,58.9546,UP,1
2006-03-29,62.296,61.625,52.9848,62.2161,59.0994,DOWN,0
2006-03-30,61.851,62.124,53.0385,62.0473,59.2411,UP,1
2006-03-31,61.951,62.006,53.0923,61.9784,59.3802,DOWN,0
2006-04-03,61.697,62.178,53.1451,61.8859,59.5194,UP,1
2006-04-04,62.768,61.733,53.2031,62.1127,59.6724,UP,1
2006-04-05,62.985,62.641,53.2635,62.2506,59.8057,DOWN,0
2006-04-06,62.831,62.886,53.3248,62.4465,59.9403,UP,1
2006-04-07,62.84,63.194,53.3851,62.6243,60.0575,UP,1
2006-04-10,63.058,62.849,53.4494,62.8965,60.1816,DOWN,0
2006-04-11,62.505,63.058,53.5135,62.8438,60.3063,DOWN,0
2006-04-12,61.688,62.505,53.5743,62.5844,60.4128,UP,1
2006-04-13,61.987,61.752,53.6317,62.4157,60.5095,UP,1
2006-04-17,62.459,61.271,53.6912,62.3395,60.6247,UP,1
2006-04-18,63.294,62.595,53.7571,62.3866,60.7532,UP,1
2006-04-19,63.738,63.366,53.8249,62.6334,60.8805,UP,1
2006-04-20,63.992,62.94,53.8952,63.0942,61.0075,DOWN,0
2006-04-21,63.911,64.274,53.9673,63.4789,61.1431,UP,1
2006-04-24,64.618,63.729,54.0419,63.9107,61.2753,DOWN,0
2006-04-25,62.65,64.455,54.1058,63.7819,61.3619,DOWN,0
2006-04-26,61.733,61.416,54.1637,63.3809,61.431,DOWN,0
2006-04-27,61.398,61.28,54.2208,62.862,61.4764,DOWN,0
2006-04-28,60.69,61.398,54.2734,62.2179,61.509,UP,1
2006-05-01,61.017,60.69,54.3274,61.4976,61.5406,UP,1
2006-05-02,61.053,61.017,54.3801,61.1783,61.5694,UP,1
2006-05-03,61.398,61.235,54.438,61.1111,61.6126,DOWN,0
2006-05-04,61.389,61.289,54.4964,61.1093,61.6453,UP,1
2006-05-05,61.842,61.47,54.5541,61.3397,61.6975,UP,1
2006-05-08,62.214,61.851,54.6098,61.5792,61.7456,DOWN,0
2006-05-09,61.879,62.223,54.6639,61.7443,61.7944,DOWN,0
2006-05-10,61.697,62.142,54.7158,61.8042,61.8654,DOWN,0
2006-05-11,61.407,61.706,54.7652,61.8079,61.9225,DOWN,0
2006-05-12,60.482,61.389,54.8104,61.5357,61.9474,UP,1
2006-05-15,60.708,60.327,54.8591,61.2345,61.9679,DOWN,0
2006-05-16,60.454,60.745,54.9099,60.9497,62.0016,DOWN,0
2006-05-17,59.674,60.237,54.9566,60.5451,62.0154,UP,1
2006-05-18,59.783,58.967,55.0047,60.2203,62.0261,UP,1
2006-05-19,60.3,59.874,55.0542,60.184,62.0419,UP,1
2006-05-22,61.198,60.309,55.1073,60.282,62.0512,DOWN,0
2006-05-23,59.756,61.189,55.1547,60.1423,62.0254,DOWN,0
2006-05-24,59.62,59.756,55.2021,60.1314,61.9857,DOWN,0
2006-05-25,59.284,59.42,55.2481,60.0316,61.9254,DOWN,0
2006-05-26,59.175,59.42,55.2949,59.8066,61.8543,DOWN,0
2006-05-30,58.83,58.83,55.3397,59.3331,61.7639,DOWN,0
2006-05-31,58.676,58.785,55.3827,59.1172,61.6776,UP,1
2006-06-01,58.776,58.685,55.4237,58.9484,61.5936,UP,1
2006-06-02,59.012,58.694,55.4652,58.894,61.507,DOWN,0
2006-06-05,58.794,59.193,55.507,58.8178,61.429,DOWN,0
2006-06-06,58.195,59.021,55.5452,58.6908,61.347,DOWN,0
2006-06-07,57.687,58.223,55.581,58.493,61.2576,UP,1
2006-06-08,57.923,57.461,55.6151,58.3225,61.1834,UP,1
2006-06-09,57.941,57.96,55.65,58.1084,61.0963,DOWN,0
2006-06-12,57.061,58.059,55.6826,57.7618,61.0005,UP,1
2006-06-13,57.161,57.107,55.7157,57.555,60.9047,DOWN,0
2006-06-14,56.454,56.544,55.746,57.3082,60.7998,UP,1
2006-06-15,57.17,56.245,55.778,57.1577,60.6878,DOWN,0
2006-06-16,57.161,56.245,55.8103,57.0016,60.5714,DOWN,0
2006-06-19,56.68,57.143,55.8393,56.9254,60.4484,DOWN,0
2006-06-20,56.472,56.826,55.8675,56.7875,60.321,UP,1
2006-06-21,56.835,56.436,55.8935,56.8637,60.1965,DOWN,0
2006-06-22,56.789,56.789,55.9188,56.7875,60.0822,DOWN,0
2006-06-23,56.49,56.517,55.9412,56.6533,59.9783,DOWN,0
2006-06-26,56.399,56.517,55.9616,56.597,59.8665,UP,1
2006-06-27,56.49,56.481,55.9816,56.6006,59.7471,UP,1
2006-06-28,56.581,56.635,56.005,56.5498,59.6128,UP,1
2006-06-29,58.114,56.971,56.0409,56.8147,59.5004,DOWN,0
2006-06-30,58.114,58.114,56.0774,57.1395,59.3828,UP,1
2006-07-03,58.359,58.341,56.1154,57.5314,59.2717,DOWN,0
2006-07-05,57.687,58.132,56.1484,57.7709,59.1331,UP,1
2006-07-06,57.969,57.615,56.1849,58.0485,59.0395,DOWN,0
2006-07-07,57.198,57.742,56.2179,57.8653,58.9488,UP,1
2006-07-10,57.969,57.424,56.261,57.8362,58.8802,UP,1
2006-07-11,58.74,57.787,56.3104,57.9124,58.8412,DOWN,0
2006-07-12,58.495,58.967,56.3592,58.0739,58.7908,DOWN,0
2006-07-13,58.268,58.241,56.4069,58.1338,58.7351,DOWN,0
2006-07-14,58.032,58.014,56.4536,58.3007,58.6677,DOWN,0
2006-07-17,57.551,58.032,56.4965,58.2172,58.591,DOWN,0
2006-07-18,57.524,57.642,56.5399,57.9741,58.5046,UP,1
2006-07-19,59.747,57.905,56.5921,58.2245,58.4553,DOWN,0
2006-07-20,59.23,59.674,56.6438,58.4168,58.4023,UP,1
2006-07-21,59.411,59.456,56.6966,58.6926,58.3566,UP,1
2006-07-24,59.765,59.411,56.7506,59.1353,58.3237,UP,1
2006-07-25,60.69,59.937,56.8085,59.7685,58.3279,UP,1
2006-07-26,60.717,60.463,56.8669,59.9627,58.3281,DOWN,0
2006-07-27,59.837,60.772,56.9235,60.0842,58.3158,DOWN,0
2006-07-28,59.72,60.146,56.9839,60.1459,58.3167,UP,1
2006-07-31,60.046,59.348,57.0455,60.2021,58.3219,DOWN,0
2006-08-01,59.892,60.019,57.1045,60.0425,58.3138,DOWN,0
2006-08-02,59.656,60.119,57.1608,59.8302,58.2829,DOWN,0
2006-08-03,58.939,59.42,57.2105,59.6506,58.2666,DOWN,0
2006-08-04,58.83,58.967,57.2615,59.4728,58.2508,DOWN,0
2006-08-07,58.195,58.83,57.3016,59.1026,58.229,UP,1
2006-08-08,58.586,58.286,57.3504,58.8414,58.2172,DOWN,0
2006-08-09,58.332,58.967,57.4029,58.5765,58.2073,UP,1
2006-08-10,58.876,58.332,57.4528,58.5638,58.2113,DOWN,0
2006-08-11,58.74,58.83,57.5064,58.5456,58.2105,UP,1
2006-08-14,59.085,58.84,57.5626,58.7234,58.212,UP,1
2006-08-15,59.647,59.411,57.6234,58.9357,58.229,UP,1
2006-08-16,59.937,59.964,57.6777,59.2569,58.2639,UP,1
2006-08-17,60.191,60.055,57.7353,59.5199,58.3139,DOWN,0
2006-08-18,59.874,60.101,57.7892,59.7467,58.353,DOWN,0
2006-08-21,59.756,59.874,57.8422,59.881,58.3892,DOWN,0
2006-08-22,59.738,59.919,57.8936,59.8991,58.4428,UP,1
2006-08-23,59.847,59.828,57.9426,59.881,58.4965,DOWN,0
2006-08-24,59.747,59.801,57.9906,59.7921,58.5623,DOWN,0
2006-08-25,59.329,59.556,58.0383,59.6832,58.6055,UP,1
2006-08-28,59.783,59.447,58.0843,59.6887,58.6579,UP,1
2006-08-29,59.865,59.665,58.1305,59.7141,58.7216,UP,1
2006-08-30,60.409,60.282,58.1807,59.8266,58.8004,UP,1
2006-08-31,60.609,60.636,58.229,59.9989,58.8759,UP,1
2006-09-01,60.981,60.609,58.2793,60.3292,58.9597,UP,1
2006-09-05,61.915,61.207,58.3316,60.7555,59.0682,UP,1
2006-09-06,62.042,61.915,58.385,61.191,59.181,DOWN,0
2006-09-07,61.688,62.241,58.439,61.4468,59.285,UP,1
2006-09-08,61.733,61.824,58.4908,61.6718,59.388,UP,1
2006-09-11,62.486,61.924,58.545,61.973,59.4755,DOWN,0
2006-09-12,61.715,62.505,58.5974,61.933,59.5475,DOWN,0
2006-09-13,61.57,61.688,58.6472,61.8387,59.6118,UP,1
2006-09-14,62.042,61.416,58.7,61.9095,59.6988,DOWN,0
2006-09-15,61.906,62.405,58.7498,61.9439,59.7776,DOWN,0
2006-09-18,61.833,61.87,58.7988,61.8133,59.8703,DOWN,0
2006-09-19,61.652,61.597,58.845,61.8006,59.944,UP,1
2006-09-20,61.824,61.87,58.8933,61.8514,60.0057,DOWN,0
2006-09-21,61.57,61.833,58.9403,61.757,60.0672,DOWN,0
2006-09-22,61.38,61.643,58.9844,61.6518,60.1294,UP,1
2006-09-25,61.706,61.198,59.0307,61.6264,60.2029,DOWN,0
2006-09-26,61.661,61.552,59.0755,61.6282,60.2851,UP,1
2006-09-27,61.924,61.752,59.1191,61.6482,60.3731,DOWN,0
2006-09-28,61.879,61.824,59.1631,61.7099,60.4157,DOWN,0
2006-09-29,61.752,61.733,59.204,61.7843,60.4661,UP,1
2006-10-02,62.913,62.051,59.2494,62.0256,60.5362,DOWN,0
2006-10-03,62.695,62.867,59.293,62.2324,60.5948,UP,1
2006-10-04,62.985,62.287,59.3397,62.4447,60.6407,DOWN,0
2006-10-05,62.659,62.704,59.3882,62.6007,60.6795,DOWN,0
2006-10-06,62.051,62.459,59.4317,62.6606,60.7238,DOWN,0
2006-10-09,62.006,62.251,59.473,62.4792,60.7695,UP,1
2006-10-10,62.251,61.96,59.5149,62.3903,60.8136,DOWN,0
2006-10-11,62.205,62.251,59.5563,62.2342,60.8599,UP,1
2006-10-12,62.759,62.314,59.6002,62.2542,60.9219,UP,1
2006-10-13,63.013,62.867,59.6446,62.4465,61.0034,UP,1
2006-10-16,63.239,63.049,59.6892,62.6933,61.0915,DOWN,0
2006-10-17,63.04,63.121,59.7318,62.8511,61.1884,UP,1
2006-10-18,63.121,63.049,59.7769,63.0344,61.2791,DOWN,0
2006-10-19,62.604,62.922,59.8175,63.0035,61.3646,DOWN,0
2006-10-20,62.414,62.722,59.8567,62.8838,61.4354,UP,1
2006-10-23,62.75,62.477,59.8953,62.7858,61.5156,DOWN,0
2006-10-24,61.724,62.142,59.9275,62.5227,61.5684,DOWN,0
2006-10-25,59.937,61.715,59.9496,61.8859,61.5742,DOWN,0
2006-10-26,59.792,59.937,59.9699,61.3234,61.5713,UP,1
2006-10-27,59.883,59.91,59.991,60.8172,61.5651,UP,1
2006-10-30,60.3,59.883,60.0161,60.3273,61.5736,DOWN,0
2006-10-31,60.228,60.11,60.042,60.028,61.5831,UP,1
2006-11-01,60.726,60.191,60.0718,60.1858,61.6028,DOWN,0
2006-11-02,59.783,60.336,60.0957,60.184,61.6016,UP,1
2006-11-03,59.828,59.992,60.1212,60.1731,61.6032,UP,1
2006-11-06,59.946,59.738,60.1453,60.1024,61.6155,UP,1
2006-11-07,60.237,60.146,60.1649,60.1042,61.6246,DOWN,0
2006-11-08,58.948,60.101,60.1791,59.7486,61.6063,DOWN,0
2006-11-09,58.595,59.103,60.1872,59.5109,61.57,UP,1
2006-11-10,58.694,58.422,60.1964,59.2841,61.5317,UP,1
2006-11-13,59.484,58.994,60.2125,59.1916,61.5018,UP,1
2006-11-14,60.364,59.547,60.2325,59.217,61.4707,UP,1
2006-11-15,61.752,60.454,60.2555,59.7776,61.4649,DOWN,0
2006-11-16,61.371,61.752,60.2788,60.3328,61.4586,DOWN,0
2006-11-17,60.881,61.144,60.2989,60.77,61.4415,DOWN,0
2006-11-20,60.418,60.618,60.3141,60.9569,61.4002,UP,1
2006-11-21,60.5,60.418,60.3284,60.9841,61.3759,DOWN,0
2006-11-22,59.937,60.282,60.3424,60.6213,61.3432,DOWN,0
2006-11-24,59.919,59.874,60.352,60.331,61.3007,DOWN,0
2006-11-27,59.157,59.964,60.3562,59.9862,61.2458,UP,1
2006-11-28,59.411,58.83,60.3619,59.7848,61.1973,UP,1
2006-11-29,60.708,59.484,60.3697,59.8266,61.1785,UP,1
2006-11-30,60.717,60.745,60.378,59.9826,61.1563,UP,1
2006-12-01,60.981,60.5,60.3858,60.1949,61.1445,UP,1
2006-12-04,61.715,61.198,60.3963,60.7065,61.1512,UP,1
2006-12-05,61.86,61.715,60.4094,61.1964,61.1543,DOWN,0
2006-12-06,61.298,61.86,60.4171,61.3143,61.1471,DOWN,0
2006-12-07,61.28,61.325,60.4274,61.4268,61.1342,DOWN,0
2006-12-08,60.663,61.235,60.4316,61.3633,61.1099,UP,1
