ticker,MRK US Equity,MRK US Equity,MRK US Equity,MRK US Equity,MRK US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-12-29,43.5666,43.3854,48.896,42.8534,42.274,DOWN,0
2003-12-30,43.3854,43.5666,48.8774,43.0994,42.2143,UP,1
2003-12-31,44.0529,43.7668,48.8584,43.3721,42.1731,UP,1
2004-01-02,44.8634,44.5583,48.837,43.7745,42.1376,UP,1
2004-01-05,45.7692,45.8646,48.8177,44.3275,42.1811,DOWN,0
2004-01-06,45.5499,45.7788,48.7905,44.7242,42.2244,UP,1
2004-01-07,45.6071,45.7311,48.772,45.1685,42.2824,UP,1
2004-01-08,45.8455,45.7216,48.7507,45.5271,42.3434,DOWN,0
2004-01-09,44.9397,45.3878,48.7297,45.5423,42.3856,DOWN,0
2004-01-12,43.7668,44.1483,48.7,45.1418,42.4043,DOWN,0
2004-01-13,43.5475,43.5666,48.668,44.7413,42.4372,UP,1
2004-01-14,44.1387,43.6143,48.6415,44.4477,42.4762,DOWN,0
2004-01-15,43.7954,44.1006,48.6096,44.0376,42.4998,UP,1
2004-01-16,44.0434,44.0052,48.5736,43.8584,42.5456,DOWN,0
2004-01-20,43.8431,43.8622,48.5397,43.8736,42.5948,UP,1
2004-01-21,44.1006,43.9575,48.502,43.9842,42.6453,DOWN,0
2004-01-22,43.9671,44.1959,48.4654,43.9499,42.6869,DOWN,0
2004-01-23,43.6524,43.9671,48.4278,43.9213,42.7323,UP,1
2004-01-26,45.0064,44.2913,48.4017,44.1139,42.7958,UP,1
2004-01-27,45.159,45.5309,48.3761,44.3771,42.8551,UP,1
2004-01-28,45.6739,45.5785,48.3544,44.6918,42.8951,UP,1
2004-01-29,46.0362,45.6739,48.3289,45.1056,42.9275,DOWN,0
2004-01-30,45.3878,45.8455,48.299,45.4527,42.9565,UP,1
2004-02-02,45.836,45.6548,48.2749,45.6186,42.9932,UP,1
2004-02-03,46.246,45.7883,48.254,45.836,43.038,UP,1
2004-02-04,46.6656,46.3414,48.2303,46.0343,43.1101,DOWN,0
2004-02-05,46.4749,46.7132,48.1969,46.1221,43.2346,UP,1
2004-02-06,46.4939,46.4749,48.167,46.3433,43.3618,DOWN,0
2004-02-09,45.9313,46.4367,48.1336,46.3623,43.4905,UP,1
2004-02-10,46.1507,46.0076,48.1083,46.3433,43.6313,UP,1
2004-02-11,46.3604,46.1221,48.082,46.2822,43.7842,DOWN,0
2004-02-12,46.0648,46.3604,48.0535,46.2002,43.903,UP,1
2004-02-13,46.6084,46.0744,48.024,46.2231,44.0247,DOWN,0
2004-02-17,46.5893,46.5511,47.993,46.3547,44.1244,UP,1
2004-02-18,46.7991,46.6751,47.9594,46.4844,44.2348,DOWN,0
2004-02-19,46.5893,46.7991,47.9263,46.5302,44.3453,DOWN,0
2004-02-20,46.0648,46.6751,47.8909,46.5302,44.4355,UP,1
2004-02-23,46.2842,46.2174,47.8581,46.4653,44.5304,DOWN,0
2004-02-24,46.246,46.2842,47.8267,46.3967,44.6325,DOWN,0
2004-02-25,45.6644,46.246,47.7923,46.1697,44.7143,DOWN,0
2004-02-26,45.426,45.2448,47.7532,45.9371,44.7904,UP,1
2004-02-27,45.8455,45.7883,47.7147,45.8932,44.8739,UP,1
2004-03-01,46.1983,46.1697,47.6767,45.876,44.9563,DOWN,0
2004-03-02,45.5309,46.1697,47.6357,45.733,45.0259,DOWN,0
2004-03-03,44.9206,45.1018,47.592,45.5843,45.0737,UP,1
2004-03-04,45.5595,45.5023,47.5642,45.611,45.139,UP,1
2004-03-05,45.8646,45.2448,47.5454,45.6148,45.2132,DOWN,0
2004-03-08,45.4546,46.0076,47.5228,45.466,45.2685,DOWN,0
2004-03-09,45.0827,45.2448,47.4975,45.3764,45.3131,DOWN,0
2004-03-10,44.0052,44.8348,47.4674,45.1933,45.3331,DOWN,0
2004-03-11,42.8991,43.6238,47.4276,44.6613,45.3198,UP,1
2004-03-12,43.0517,42.9754,47.3914,44.0987,45.3131,DOWN,0
2004-03-15,42.7656,43.2424,47.3581,43.5609,45.2873,UP,1
2004-03-16,43.0136,43.1184,47.3224,43.1471,45.2503,DOWN,0
2004-03-17,42.327,43.1947,47.2825,42.8114,45.1815,UP,1
2004-03-18,42.4987,42.2889,47.241,42.7313,45.1205,DOWN,0
2004-03-19,41.7358,42.5082,47.1931,42.4681,45.043,DOWN,0
2004-03-22,41.5547,41.6882,47.1358,42.2259,44.9572,UP,1
2004-03-23,41.9075,41.6691,47.0788,42.0047,44.8966,DOWN,0
2004-03-24,41.0112,41.8598,47.0208,41.7416,44.8415,UP,1
2004-03-25,41.6596,41.3354,46.9654,41.5737,44.8037,UP,1
2004-03-26,41.9551,41.7168,46.9074,41.6176,44.76,UP,1
2004-03-29,42.4987,42.2412,46.8523,41.8064,44.7341,DOWN,0
2004-03-30,42.0505,42.4128,46.7953,41.835,44.6942,UP,1
2004-03-31,42.1363,42.1458,46.7317,42.06,44.6601,UP,1
2004-04-01,42.7084,42.4796,46.6638,42.2698,44.6323,UP,1
2004-04-02,42.9659,43.4808,46.5932,42.472,44.6122,UP,1
2004-04-05,43.1852,43.2901,46.528,42.6093,44.6029,DOWN,0
2004-04-06,43.0517,42.9087,46.4595,42.8095,44.5638,DOWN,0
2004-04-07,42.7561,43.0517,46.393,42.9335,44.5157,DOWN,0
2004-04-08,42.5559,42.9945,46.3254,42.9029,44.4534,UP,1
2004-04-12,42.8038,42.5559,46.2633,42.8705,44.3887,DOWN,0
2004-04-13,42.5082,42.8419,46.1961,42.7351,44.3311,UP,1
2004-04-14,43.3282,42.3366,46.1374,42.7904,44.281,UP,1
2004-04-15,44.7967,43.5285,46.0881,43.1985,44.252,UP,1
2004-04-16,44.892,45.0541,46.0352,43.6658,44.2165,DOWN,0
2004-04-19,44.7585,44.7204,45.9805,44.0567,44.1822,DOWN,0
2004-04-20,44.0624,44.7585,45.925,44.3676,44.1336,UP,1
2004-04-21,44.339,43.9575,45.8674,44.5697,44.1017,UP,1
2004-04-22,44.5678,44.1006,45.812,44.5239,44.0701,UP,1
2004-04-23,44.5869,44.9588,45.7579,44.4629,44.0346,DOWN,0
2004-04-26,44.4725,44.625,45.7049,44.4057,44.0027,UP,1
2004-04-27,45.0541,44.7204,45.6529,44.604,43.9717,UP,1
2004-04-28,45.2353,45.0541,45.6004,44.7833,43.9446,DOWN,0
2004-04-29,44.7967,45.1495,45.5453,44.8291,43.9045,UP,1
2004-04-30,44.8157,44.8157,45.4908,44.8748,43.8691,UP,1
2004-05-03,45.4832,44.8253,45.4429,45.077,43.8574,UP,1
2004-05-04,45.6262,45.6262,45.3923,45.1914,43.8443,DOWN,0
2004-05-05,45.5881,45.5785,45.3503,45.262,43.8311,UP,1
2004-05-06,45.8741,45.5785,45.3188,45.4775,43.8353,DOWN,0
2004-05-07,45.4927,45.8837,45.2851,45.6129,43.8366,DOWN,0
2004-05-10,44.5392,44.8634,45.2506,45.4241,43.8105,DOWN,0
2004-05-11,44.2436,44.5297,45.2123,45.1475,43.7714,UP,1
2004-05-12,44.6727,43.9099,45.18,44.9645,43.7543,DOWN,0
2004-05-13,43.9575,44.2436,45.1498,44.5812,43.735,UP,1
2004-05-14,44.2913,43.8622,45.121,44.3409,43.7096,UP,1
2004-05-17,44.4725,43.8622,45.0939,44.3275,43.6818,UP,1
2004-05-18,44.6727,44.5773,45.0726,44.4133,43.6662,DOWN,0
2004-05-19,44.2817,44.768,45.0498,44.3351,43.6501,UP,1
2004-05-20,44.339,44.2245,45.03,44.4114,43.6568,UP,1
2004-05-21,44.4248,44.5297,45.0075,44.4381,43.6873,DOWN,0
2004-05-24,44.1006,44.4438,44.9758,44.3638,43.7083,UP,1
2004-05-25,44.6536,43.8908,44.9482,44.3599,43.7461,UP,1
2004-05-26,44.7394,44.5773,44.9235,44.4515,43.7806,UP,1
2004-05-27,45.2257,44.8157,44.9036,44.6288,43.8385,DOWN,0
2004-05-28,45.1018,45.1495,44.888,44.7642,43.8906,UP,1
2004-06-01,46.1125,45.1971,44.8779,45.1666,43.9781,DOWN,0
2004-06-02,45.6071,45.7597,44.8646,45.3573,44.0592,UP,1
2004-06-03,45.7502,45.3878,44.852,45.5595,44.136,UP,1
2004-06-04,45.96,45.8646,44.8394,45.7063,44.235,DOWN,0
2004-06-07,45.8169,46.0076,44.82,45.8493,44.3182,UP,1
2004-06-08,46.1221,45.5785,44.8059,45.8513,44.4015,DOWN,0
2004-06-09,45.6262,45.8646,44.7944,45.8551,44.4641,DOWN,0
2004-06-10,45.5595,45.3974,44.7824,45.8169,44.5342,DOWN,0
2004-06-14,44.7204,45.3211,44.7662,45.569,44.5859,UP,1
2004-06-15,45.7216,45.1495,44.755,45.5499,44.6462,UP,1
2004-06-16,45.8455,45.96,44.747,45.4946,44.7038,UP,1
2004-06-17,46.0744,45.8837,44.7375,45.5843,44.7616,UP,1
2004-06-18,46.1125,46.0839,44.7246,45.6949,44.8228,DOWN,0
2004-06-21,45.7216,45.8646,44.7115,45.8951,44.8821,DOWN,0
2004-06-22,45.3783,45.4832,44.6972,45.8265,44.9385,UP,1
2004-06-23,45.5881,45.2543,44.682,45.775,44.9942,UP,1
2004-06-24,45.6834,45.6167,44.6596,45.6968,45.0577,DOWN,0
2004-06-25,44.8157,45.693,44.632,45.4374,45.0875,UP,1
2004-06-28,44.9397,45.1018,44.6007,45.281,45.0903,UP,1
2004-06-29,45.1495,44.9397,44.5723,45.2353,45.0955,UP,1
2004-06-30,45.2925,45.2925,44.5437,45.1762,45.1062,DOWN,0
2004-07-01,44.8634,45.4355,44.5149,45.0121,45.1222,DOWN,0
2004-07-02,44.6822,45.1018,44.4819,44.9854,45.1291,DOWN,0
2004-07-06,44.4343,44.6822,44.4504,44.8844,45.1264,DOWN,0
2004-07-07,44.1578,44.3485,44.4181,44.686,45.1178,DOWN,0
2004-07-08,43.7859,43.7192,44.3877,44.3847,45.1041,DOWN,0
2004-07-09,43.7287,43.9099,44.3614,44.1578,45.0776,DOWN,0
2004-07-12,43.5475,43.7287,44.335,43.9308,45.0438,DOWN,0
2004-07-13,43.4331,43.5666,44.3106,43.7306,45.0165,UP,1
2004-07-14,43.5571,43.4331,44.2883,43.6105,44.9914,DOWN,0
2004-07-15,42.6321,43.4999,44.2591,43.3797,44.9343,UP,1
2004-07-16,42.718,42.861,44.2295,43.1776,44.8762,DOWN,0
2004-07-19,42.3842,42.718,44.2001,42.9449,44.8121,UP,1
2004-07-20,42.7466,42.4319,44.1699,42.8076,44.7495,DOWN,0
2004-07-21,42.5177,43.1471,44.1394,42.5997,44.69,UP,1
2004-07-22,43.2519,42.7084,44.1167,42.7237,44.6643,DOWN,0
2004-07-23,43.0612,43.1947,44.0926,42.7923,44.6407,DOWN,0
2004-07-26,42.9087,43.0612,44.0683,42.8972,44.6054,UP,1
2004-07-27,42.9468,42.9468,44.0447,42.9373,44.5852,DOWN,0
2004-07-28,42.9277,43.004,44.0258,43.0193,44.5579,UP,1
2004-07-29,43.2901,42.9373,44.0063,43.0269,44.5342,DOWN,0
2004-07-30,43.2424,43.0517,43.9855,43.0631,44.5056,UP,1
2004-08-02,43.3568,43.1947,43.9654,43.1528,44.4871,DOWN,0
2004-08-03,42.7847,43.1184,43.9462,43.1204,44.4561,UP,1
2004-08-04,42.8133,42.8324,43.9262,43.0975,44.4238,DOWN,0
2004-08-05,42.3652,42.7084,43.9062,42.9125,44.3891,DOWN,0
2004-08-06,41.5737,41.9551,43.8835,42.5788,44.3275,UP,1
2004-08-09,42.0219,41.7168,43.8604,42.3118,44.2732,UP,1
2004-08-10,42.5749,42.2412,43.8553,42.2698,44.2201,UP,1
2004-08-11,42.9087,42.5749,43.8529,42.2889,44.1763,DOWN,0
2004-08-12,42.7084,42.718,43.8529,42.3575,44.1082,DOWN,0
2004-08-13,42.5177,42.6703,43.8516,42.5463,44.0464,UP,1
2004-08-16,42.9754,42.3366,43.8523,42.737,43.9909,DOWN,0
2004-08-17,42.8801,42.9087,43.8525,42.7981,43.9293,UP,1
2004-08-18,43.681,42.5749,43.8614,42.9525,43.8866,DOWN,0
2004-08-19,43.3092,43.4426,43.867,43.0727,43.8303,UP,1
2004-08-20,43.9385,43.1757,43.8736,43.3568,43.7966,UP,1
2004-08-23,44.072,44.768,43.8852,43.5761,43.7668,UP,1
2004-08-24,44.1959,44.2627,43.8993,43.8393,43.7564,DOWN,0
2004-08-25,43.8813,44.1959,43.9108,43.8794,43.7195,DOWN,0
2004-08-26,42.9563,43.3378,43.9162,43.8088,43.6618,UP,1
2004-08-27,43.0517,42.9563,43.9245,43.6314,43.6013,DOWN,0
2004-08-30,42.8419,42.7656,43.9296,43.3854,43.5359,UP,1
2004-08-31,42.8801,42.8133,43.933,43.1223,43.4791,DOWN,0
2004-09-01,42.47,42.5177,43.927,42.84,43.4209,UP,1
2004-09-02,43.0231,42.5749,43.92,42.8534,43.3696,UP,1
2004-09-03,43.3664,43.1757,43.9172,42.9163,43.3233,UP,1
2004-09-07,43.6524,43.5285,43.9154,43.0784,43.3,DOWN,0
2004-09-08,43.5189,43.5285,43.913,43.2062,43.2716,DOWN,0
2004-09-09,43.1566,43.5189,43.9134,43.3435,43.2317,UP,1
2004-09-10,43.6429,42.9182,43.9304,43.4674,43.1987,DOWN,0
2004-09-13,43.3378,43.3759,43.9464,43.4617,43.1682,UP,1
2004-09-14,43.4331,43.3378,43.9661,43.4179,43.1432,DOWN,0
2004-09-15,43.2901,43.6047,43.987,43.3721,43.1204,DOWN,0
2004-09-16,43.0803,43.2901,44.0088,43.3568,43.0988,DOWN,0
2004-09-17,42.8801,43.2901,44.0226,43.2043,43.0807,DOWN,0
2004-09-20,42.594,42.7656,44.033,43.0555,43.058,UP,1
2004-09-21,42.7561,42.6035,44.0387,42.9201,43.0422,DOWN,0
2004-09-22,42.6703,42.5273,44.0457,42.7962,43.0269,DOWN,0
2004-09-23,42.2126,42.6703,44.0514,42.6226,43.0,DOWN,0
2004-09-24,42.0505,42.1935,44.0539,42.4567,42.9884,UP,1
2004-09-27,42.3938,41.0398,44.0582,42.4167,42.9819,UP,1
2004-09-28,42.8324,42.6035,44.0666,42.4319,42.9909,UP,1
2004-09-29,42.9754,42.6989,44.0736,42.4929,42.9954,DOWN,0
2004-09-30,31.4664,31.8478,44.0229,40.3437,42.7744,UP,1
2004-10-01,31.762,32.1243,43.9733,38.286,42.5446,UP,1
2004-10-04,32.6392,32.6773,43.9261,36.3351,42.3362,DOWN,0
2004-10-05,31.8764,32.6487,43.8753,34.1439,42.1155,DOWN,0
2004-10-06,30.1982,31.5808,43.8136,31.5884,41.8606,DOWN,0
2004-10-07,29.5402,29.7023,43.7498,31.2032,41.5928,DOWN,0
2004-10-08,28.93,29.3686,43.6837,30.6368,41.3056,UP,1
2004-10-11,29.3114,28.93,43.6168,29.9712,41.027,UP,1
2004-10-12,29.4163,29.1111,43.5496,29.4792,40.7482,DOWN,0
2004-10-13,28.6725,29.7309,43.478,29.1741,40.4659,UP,1
2004-10-14,28.7869,28.8918,43.4041,29.0234,40.1854,UP,1
2004-10-15,29.0825,28.7011,43.3326,29.0539,39.9197,UP,1
2004-10-18,29.464,28.8918,43.2596,29.0845,39.6776,UP,1
2004-10-19,29.7119,29.6547,43.1839,29.1436,39.4314,UP,1
2004-10-20,29.9407,29.7119,43.1047,29.3972,39.1787,DOWN,0
2004-10-21,29.8072,29.8168,43.026,29.6013,38.9166,DOWN,0
2004-10-22,29.1398,29.6547,42.9437,29.6127,38.6453,DOWN,0
2004-10-25,29.073,29.1398,42.8598,29.5345,38.3764,UP,1
2004-10-26,29.2351,29.0635,42.7813,29.4392,38.1016,UP,1
2004-10-27,29.7691,29.1302,42.7113,29.4048,37.8393,UP,1
2004-10-28,30.1028,29.7023,42.6441,29.464,37.5678,DOWN,0
2004-10-29,29.8549,30.0456,42.5726,29.607,37.2987,DOWN,0
2004-11-01,26.9657,27.9765,42.4885,29.1855,36.9592,DOWN,0
2004-11-02,25.5545,26.9276,42.3961,28.4494,36.5889,UP,1
2004-11-03,26.5748,26.3173,42.3097,27.8105,36.2365,DOWN,0
2004-11-04,25.7643,26.6415,42.218,26.9428,35.8741,DOWN,0
2004-11-05,24.9919,25.4401,42.1232,25.9702,35.5148,UP,1
2004-11-08,25.3352,24.868,42.0316,25.6441,35.1605,DOWN,0
2004-11-09,24.7917,24.6296,41.9305,25.4916,34.7995,UP,1
2004-11-10,25.1826,24.4103,41.8306,25.2131,34.4456,DOWN,0
2004-11-11,24.9347,25.3161,41.7269,25.0472,34.0948,UP,1
2004-11-12,25.2208,24.9824,41.6228,25.093,33.7388,UP,1
2004-11-15,25.831,25.2208,41.5251,25.1922,33.3881,UP,1
2004-11-16,26.2029,25.9836,41.4269,25.4744,33.0391,DOWN,0
2004-11-17,26.0694,26.365,41.326,25.6518,32.6901,UP,1
2004-11-18,26.0885,26.0027,41.2231,25.8825,32.3488,DOWN,0
2004-11-19,25.8596,25.9359,41.12,26.0103,31.9931,UP,1
2004-11-22,25.8692,25.8596,41.0169,26.0179,31.6437,UP,1
2004-11-23,25.8787,25.8692,40.9167,25.9531,31.2926,UP,1
2004-11-24,25.955,25.9836,40.8157,25.9302,30.9459,UP,1
2004-11-26,26.4127,26.0885,40.7159,25.995,30.6126,DOWN,0
2004-11-29,26.3841,26.6224,40.6175,26.0999,30.2827,UP,1
2004-11-30,26.7178,26.3745,40.5181,26.2696,29.9651,DOWN,0
2004-12-01,26.4317,26.5557,40.4173,26.3803,29.6386,UP,1
2004-12-02,27.2708,26.4413,40.3197,26.6434,29.3307,UP,1
2004-12-03,27.3471,27.2708,40.2234,26.8303,29.0333,DOWN,0
2004-12-06,26.8132,27.2518,40.1272,26.9161,28.7286,DOWN,0
2004-12-07,26.5938,26.8418,40.0287,26.8913,28.4126,UP,1
2004-12-08,27.3567,26.9371,39.9343,27.0763,28.1031,UP,1
2004-12-09,27.3948,27.3567,39.8429,27.1011,27.7915,UP,1
2004-12-10,27.4043,27.6618,39.7528,27.1126,27.7102,UP,1
2004-12-13,27.6999,27.4139,39.6621,27.2899,27.629,UP,1
2004-12-14,28.2434,27.6999,39.5723,27.6198,27.5411,UP,1
2004-12-15,29.0635,28.5581,39.49,27.9612,27.4848,UP,1
2004-12-16,30.3126,29.1302,39.417,28.5448,27.4871,DOWN,0
2004-12-17,30.1219,29.4067,39.3398,29.0883,27.4987,DOWN,0
2004-12-20,30.0456,29.8168,39.2607,29.5574,27.521,UP,1
2004-12-21,30.4938,29.893,39.1859,30.0075,27.5447,UP,1
2004-12-22,30.7226,30.5128,39.1141,30.3393,27.5708,UP,1
2004-12-23,30.7989,30.8752,39.048,30.4365,27.6134,DOWN,0
2004-12-27,30.4652,30.7989,38.9859,30.5052,27.6469,UP,1
2004-12-28,30.7035,30.5033,38.9241,30.6368,27.6793,UP,1
2004-12-29,30.7417,30.7512,38.864,30.6864,27.7049,DOWN,0
2004-12-30,30.7226,30.7798,38.8025,30.6864,27.7251,DOWN,0
2004-12-31,30.6463,30.7321,38.7441,30.6559,27.7392,DOWN,0
2005-01-03,29.8072,30.6654,38.6807,30.5243,27.7392,DOWN,0
2005-01-04,29.6833,30.0075,38.6204,30.3202,27.7501,UP,1
2005-01-05,29.8835,29.6833,38.5621,30.1486,27.7663,UP,1
2005-01-06,30.0647,30.0361,38.5029,30.017,27.7829,DOWN,0
2005-01-07,29.6833,30.0551,38.4462,29.8244,27.7812,UP,1
2005-01-10,30.0361,29.6833,38.3881,29.8702,27.7798,DOWN,0
2005-01-11,29.7214,30.017,38.3269,29.8778,27.7772,DOWN,0
2005-01-12,29.6356,29.7977,38.2626,29.8282,27.8306,DOWN,0
2005-01-13,29.2256,29.5593,38.1985,29.6604,27.904,UP,1
2005-01-14,29.4353,28.9872,38.135,29.6108,27.9612,UP,1
2005-01-18,29.8454,29.4353,38.0707,29.5727,28.0428,DOWN,0
2005-01-19,29.5784,29.8358,38.0037,29.544,28.1345,DOWN,0
2005-01-20,29.3019,29.75,37.9343,29.4773,28.2139,DOWN,0
2005-01-21,28.949,29.3305,37.8638,29.422,28.297,DOWN,0
2005-01-24,28.4628,29.0825,37.7923,29.2275,28.3626,UP,1
2005-01-25,29.5116,28.8442,37.7271,29.1607,28.4542,UP,1
2005-01-26,29.7214,29.5593,37.6617,29.1893,28.5442,UP,1
2005-01-27,29.7309,29.6737,37.5978,29.2752,28.6222,DOWN,0
2005-01-28,26.7178,29.874,37.5148,28.8289,28.6325,UP,1
2005-01-31,26.7464,26.7178,37.4245,28.4856,28.646,DOWN,0
2005-02-01,26.5366,26.7559,37.3327,27.8906,28.655,UP,1
2005-02-02,27.1373,26.632,37.2446,27.3738,28.6805,DOWN,0
2005-02-03,27.0897,27.1278,37.1598,26.8456,28.7049,DOWN,0
2005-02-04,27.0325,27.0897,37.0732,26.9085,28.728,UP,1
2005-02-07,27.1087,26.8894,36.9859,26.981,28.7511,UP,1
2005-02-08,27.4615,26.9943,36.9003,27.166,28.7721,DOWN,0
2005-02-09,27.3662,27.4615,36.8148,27.2117,28.7917,UP,1
2005-02-10,27.4234,27.4615,36.7266,27.2785,28.8058,UP,1
2005-02-11,27.8525,27.4139,36.6397,27.4425,28.8342,UP,1
2005-02-14,28.0432,27.7571,36.5559,27.6294,28.8497,DOWN,0
2005-02-15,27.986,27.9192,36.4718,27.7343,28.8625,DOWN,0
2005-02-16,27.6713,27.7476,36.3827,27.7953,28.8796,DOWN,0
2005-02-17,27.5092,27.6713,36.2922,27.8124,28.8979,UP,1
2005-02-18,31.0945,28.3197,36.2197,28.4608,28.9727,DOWN,0
2005-02-22,29.7595,31.0849,36.1391,28.8041,29.02,UP,1
2005-02-23,30.284,30.0742,36.0631,29.2637,29.0776,UP,1
2005-02-24,30.5033,30.3221,35.9929,29.8301,29.1337,DOWN,0
2005-02-25,30.4175,30.3221,35.9238,30.4118,29.1771,DOWN,0
2005-02-28,30.2268,30.4175,35.8515,30.2382,29.2004,UP,1
2005-03-01,30.6368,30.57,35.7849,30.4137,29.2069,DOWN,0
2005-03-02,30.1314,30.3698,35.7141,30.3832,29.2071,DOWN,0
2005-03-03,30.1124,30.1886,35.6423,30.305,29.2084,UP,1
2005-03-04,30.2077,30.2172,35.57,30.263,29.2027,UP,1
2005-03-07,30.2268,30.2745,35.4997,30.263,29.1928,UP,1
2005-03-08,30.2554,30.2745,35.4293,30.1867,29.1819,UP,1
2005-03-09,30.3507,30.4652,35.3589,30.2306,29.1796,UP,1
2005-03-10,30.6654,30.5033,35.2918,30.3412,29.1788,DOWN,0
2005-03-11,30.6654,30.7798,35.2218,30.4327,29.1773,UP,1
2005-03-14,30.7894,30.694,35.1521,30.5453,29.1787,DOWN,0
2005-03-15,30.5128,30.9896,35.0785,30.5967,29.176,DOWN,0
2005-03-16,30.2268,30.5128,35.0041,30.572,29.1844,UP,1
2005-03-17,30.2458,30.16,34.9248,30.488,29.1956,UP,1
2005-03-18,30.551,30.3698,34.8495,30.4652,29.209,DOWN,0
2005-03-21,30.3603,30.5605,34.7726,30.3793,29.2149,UP,1
2005-03-22,30.4938,30.5128,34.6952,30.3755,29.2311,UP,1
2005-03-23,30.57,30.4652,34.619,30.4442,29.2418,DOWN,0
2005-03-24,30.3889,30.5986,34.5403,30.4728,29.2551,DOWN,0
2005-03-28,30.284,30.5891,34.4636,30.4194,29.2681,UP,1
2005-03-29,30.5224,30.2935,34.3884,30.4518,29.294,UP,1
2005-03-30,30.9324,30.6559,34.3195,30.5395,29.324,DOWN,0
2005-03-31,30.8656,30.9038,34.2452,30.5986,29.3444,DOWN,0
2005-04-01,30.8084,31.1517,34.17,30.6826,29.369,UP,1
2005-04-04,30.9896,30.8752,34.0946,30.8237,29.4027,UP,1
2005-04-05,31.5045,31.3424,34.0216,31.0201,29.4538,DOWN,0
2005-04-06,31.3615,31.6952,33.9498,31.1059,29.5118,UP,1
2005-04-07,31.9336,31.7524,33.8825,31.3195,29.5603,DOWN,0
2005-04-08,31.781,32.1338,33.8135,31.514,29.6015,DOWN,0
2005-04-11,31.5999,31.8954,33.7431,31.6361,29.6388,UP,1
2005-04-12,32.2387,31.514,33.6802,31.7829,29.7492,UP,1
2005-04-13,32.9157,32.2387,33.6201,32.0938,29.8726,UP,1
2005-04-14,33.1636,32.992,33.5602,32.3398,30.0052,UP,1
2005-04-15,33.1827,33.6023,33.4996,32.6201,30.1261,DOWN,0
2005-04-18,32.8299,33.135,33.4394,32.8661,30.2409,UP,1
2005-04-19,33.0683,33.0397,33.3814,33.032,30.3616,DOWN,0
2005-04-20,32.4866,32.8013,33.3216,32.9462,30.4692,UP,1
2005-04-21,32.6869,33.3448,33.2643,32.8509,30.5737,DOWN,0
2005-04-22,32.6106,32.6869,33.2084,32.7365,30.6786,DOWN,0
2005-04-25,32.3436,32.4962,33.1515,32.6392,30.777,DOWN,0
2005-04-26,32.0385,32.315,33.0939,32.4332,30.8607,DOWN,0
2005-04-27,31.9336,31.8478,33.0364,32.3226,30.9385,UP,1
2005-04-28,32.2196,31.8954,32.9797,32.2292,31.0232,UP,1
2005-04-29,32.3245,32.1338,32.9282,32.172,31.1162,UP,1
2005-05-02,32.4199,32.4866,32.8767,32.1872,31.2144,UP,1
2005-05-03,32.8204,32.5629,32.8289,32.3436,31.249,UP,1
2005-05-04,33.3067,32.7345,32.7817,32.6182,31.3199,DOWN,0
2005-05-05,33.135,33.3067,32.7348,32.8013,31.3769,DOWN,0
2005-05-06,32.5724,33.2304,32.6814,32.8509,31.4183,UP,1
2005-05-09,32.6106,32.439,32.6291,32.889,31.4622,DOWN,0
2005-05-10,32.3055,32.5152,32.5761,32.786,31.5037,DOWN,0
2005-05-11,31.9431,32.3055,32.5211,32.5133,31.5299,UP,1
2005-05-12,32.0766,31.9908,32.4668,32.3016,31.5688,DOWN,0
2005-05-13,31.905,32.1815,32.4099,32.1682,31.6046,DOWN,0
2005-05-16,31.8954,32.0099,32.3532,32.0251,31.6384,DOWN,0
2005-05-17,31.4759,31.228,32.2938,31.8592,31.6634,DOWN,0
2005-05-18,31.4187,31.6857,32.237,31.7543,31.6866,DOWN,0
2005-05-19,31.2661,31.228,32.1792,31.5922,31.7049,DOWN,0
2005-05-20,31.104,31.3615,32.1229,31.432,31.7137,UP,1
2005-05-23,31.1136,30.9896,32.0706,31.2757,31.7227,UP,1
2005-05-24,31.2184,31.3329,32.0166,31.2242,31.7312,DOWN,0
2005-05-25,31.0277,31.228,31.9589,31.146,31.7415,DOWN,0
2005-05-26,30.8466,31.1708,31.8985,31.0621,31.7539,UP,1
2005-05-27,30.9419,30.8942,31.8397,31.0296,31.7679,DOWN,0
2005-05-31,30.9324,30.9419,31.7818,30.9934,31.7755,DOWN,0
2005-06-01,30.694,30.7035,31.7204,30.8885,31.7822,UP,1
2005-06-02,30.7321,30.6749,31.6596,30.8294,31.7869,DOWN,0
2005-06-03,30.5986,30.7321,31.5942,30.7798,31.7875,DOWN,0
2005-06-06,30.5414,30.57,31.5304,30.6997,31.7906,UP,1
2005-06-07,30.5891,30.551,31.4636,30.6311,31.7967,DOWN,0
2005-06-08,30.16,30.6749,31.3941,30.5243,31.7894,DOWN,0
2005-06-09,29.893,30.0361,31.3226,30.3565,31.7686,UP,1
2005-06-10,29.9312,29.8454,31.2528,30.223,31.7499,UP,1
2005-06-13,30.0837,29.5784,31.1885,30.1314,31.7354,UP,1
2005-06-14,30.3031,30.0837,31.1247,30.0742,31.7217,UP,1
2005-06-15,30.4175,30.2649,31.0626,30.1257,31.7,UP,1
2005-06-16,30.5128,30.5128,31.0008,30.2497,31.683,UP,1
