ticker,LYB US Equity,LYB US Equity,LYB US Equity,LYB US Equity,LYB US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2011-12-16,32.05,31.17,31.544,31.8722,35.9168,DOWN,0
2011-12-19,31.2,31.73,31.328,31.9658,35.8736,UP,1
2011-12-20,32.92,32.15,31.534,32.0792,35.8346,UP,1
2011-12-21,32.96,32.97,31.986,32.1774,35.7949,DOWN,0
2011-12-22,32.89,32.9,32.404,32.2612,35.7609,UP,1
2011-12-23,32.99,32.95,32.592,32.3598,35.7301,DOWN,0
2011-12-27,32.97,32.95,32.946,32.4352,35.699,DOWN,0
2011-12-28,32.25,32.97,32.812,32.5154,35.6688,UP,1
2011-12-29,32.81,32.38,32.782,32.6058,35.6424,DOWN,0
2011-12-30,32.49,32.84,32.702,32.717,35.6099,UP,1
2012-01-03,33.47,33.3,32.798,32.8386,35.5853,UP,1
2012-01-04,34.74,33.43,33.152,32.913,35.5606,DOWN,0
2012-01-05,34.24,34.58,33.55,32.9512,35.5366,UP,1
2012-01-06,34.45,34.39,33.878,33.0256,35.5095,DOWN,0
2012-01-09,34.32,34.5,34.244,33.0772,35.4791,UP,1
2012-01-10,36.95,34.52,34.94,33.1444,35.4621,UP,1
2012-01-11,37.4,37.48,35.472,33.2024,35.448,UP,1
2012-01-12,38.89,37.9,36.402,33.323,35.4418,UP,1
2012-01-13,38.91,38.19,37.294,33.459,35.4379,UP,1
2012-01-17,39.19,39.82,38.268,33.5786,35.4361,UP,1
2012-01-18,40.63,39.41,39.004,33.702,35.4379,DOWN,0
2012-01-19,40.0,40.87,39.524,33.8018,35.4347,DOWN,0
2012-01-20,39.9,39.87,39.726,33.904,35.4274,DOWN,0
2012-01-23,39.34,40.0,39.812,33.992,35.4161,UP,1
2012-01-24,39.97,39.22,39.968,34.1102,35.4084,UP,1
2012-01-25,40.22,39.74,39.886,34.2132,35.3967,UP,1
2012-01-26,40.29,40.54,39.944,34.2974,35.3857,UP,1
2012-01-27,41.23,40.15,40.21,34.4114,35.3892,UP,1
2012-01-30,42.42,40.86,40.826,34.5614,35.3981,UP,1
2012-01-31,43.1,42.67,41.452,34.723,35.4115,UP,1
2012-02-01,43.6,43.48,42.128,34.8912,35.4245,DOWN,0
2012-02-02,43.3,43.91,42.73,35.0666,35.4407,UP,1
2012-02-03,44.8,43.78,43.444,35.2724,35.4608,DOWN,0
2012-02-06,44.75,44.82,43.91,35.572,35.4745,UP,1
2012-02-07,44.87,44.64,44.264,35.9028,35.4852,DOWN,0
2012-02-08,44.7,45.0,44.484,36.2238,35.4924,DOWN,0
2012-02-09,44.58,44.94,44.74,36.5172,35.4964,UP,1
2012-02-10,44.75,44.0,44.73,36.805,35.5016,UP,1
2012-02-13,46.01,45.35,44.982,37.0718,35.5095,DOWN,0
2012-02-14,44.61,45.5,44.93,37.3158,35.51,DOWN,0
2012-02-15,43.56,44.3,44.702,37.531,35.4997,UP,1
2012-02-16,43.99,43.56,44.584,37.7364,35.4968,DOWN,0
2012-02-17,43.98,44.21,44.43,37.942,35.5026,DOWN,0
2012-02-21,42.89,44.07,43.806,38.141,35.5088,UP,1
2012-02-22,43.3,42.5,43.544,38.3546,35.5199,DOWN,0
2012-02-23,43.19,43.48,43.47,38.5548,35.5283,UP,1
2012-02-24,44.15,43.12,43.502,38.7922,35.5379,UP,1
2012-02-27,44.24,43.7,43.554,39.0392,35.548,DOWN,0
2012-02-28,44.0,44.36,43.776,39.3052,35.5613,DOWN,0
2012-02-29,43.18,43.89,43.752,39.5528,35.5788,UP,1
2012-03-01,43.57,43.44,43.828,39.7832,35.6062,UP,1
2012-03-02,43.71,43.68,43.74,40.0334,35.63,DOWN,0
2012-03-05,41.8,43.43,43.252,40.211,35.634,DOWN,0
2012-03-06,39.28,40.8,42.308,40.3374,35.6254,UP,1
2012-03-07,40.6,40.1,41.792,40.4916,35.6284,UP,1
2012-03-08,42.72,40.72,41.622,40.6862,35.6475,DOWN,0
2012-03-09,42.14,43.0,41.308,40.8696,35.6594,DOWN,0
2012-03-12,40.6,42.0,41.068,41.0366,35.6545,UP,1
2012-03-13,42.26,41.12,41.664,41.2256,35.657,DOWN,0
2012-03-14,41.96,42.05,41.936,41.415,35.6531,UP,1
2012-03-15,42.71,42.01,41.934,41.5998,35.6476,UP,1
2012-03-16,42.9,42.72,42.086,41.763,35.6507,DOWN,0
2012-03-19,42.54,42.63,42.474,41.929,35.6549,UP,1
2012-03-20,42.88,42.08,42.598,42.0976,35.6698,UP,1
2012-03-21,43.65,42.98,42.936,42.2842,35.6969,DOWN,0
2012-03-22,41.61,42.9,42.716,42.3774,35.7105,UP,1
2012-03-23,42.52,41.63,42.64,42.4798,35.727,UP,1
2012-03-26,43.87,43.0,42.906,42.5794,35.7464,DOWN,0
2012-03-27,43.29,43.86,42.988,42.667,35.7663,DOWN,0
2012-03-28,42.64,43.38,42.786,42.736,35.788,UP,1
2012-03-29,43.13,42.0,43.09,42.786,35.8043,UP,1
2012-03-30,43.65,43.67,43.316,42.859,35.8307,UP,1
2012-04-02,44.57,43.62,43.456,42.9524,35.8685,DOWN,0
2012-04-03,43.83,44.24,43.564,43.0422,35.9033,UP,1
2012-04-04,44.09,43.2,43.854,43.1246,35.9409,DOWN,0
2012-04-05,43.41,43.85,43.91,43.1884,35.9649,DOWN,0
2012-04-09,42.47,42.82,43.674,43.232,35.9838,DOWN,0
2012-04-10,40.95,42.49,42.95,43.2264,35.9982,UP,1
2012-04-11,41.22,41.81,42.428,43.2024,36.0164,UP,1
2012-04-12,42.83,41.52,42.176,43.197,36.0443,UP,1
2012-04-13,44.07,42.66,42.308,43.2064,36.0772,UP,1
2012-04-16,44.28,44.42,42.67,43.226,36.1072,DOWN,0
2012-04-17,44.13,44.89,43.306,43.2126,36.1352,DOWN,0
2012-04-18,43.87,43.98,43.836,43.195,36.16,UP,1
2012-04-19,44.09,43.92,44.088,43.1794,36.1809,UP,1
2012-04-20,44.16,44.23,44.106,43.1686,36.2045,DOWN,0
2012-04-23,43.75,43.21,44.0,43.152,36.2171,UP,1
2012-04-24,44.09,43.59,43.992,43.1388,36.2332,UP,1
2012-04-25,45.18,44.6,44.254,43.1222,36.2667,UP,1
2012-04-26,45.53,44.63,44.542,43.1406,36.3023,UP,1
2012-04-27,45.73,45.69,44.856,43.184,36.3386,DOWN,0
2012-04-30,41.78,43.95,44.462,43.1398,36.3579,UP,1
2012-05-01,42.86,42.38,44.216,43.1174,36.3817,UP,1
2012-05-02,43.14,42.78,43.808,43.1224,36.4133,DOWN,0
2012-05-03,41.25,43.25,42.952,43.0814,36.4341,DOWN,0
2012-05-04,39.48,41.0,41.702,43.0072,36.4435,DOWN,0
2012-05-07,39.23,39.26,41.192,42.9088,36.4442,DOWN,0
2012-05-08,38.85,38.91,40.39,42.801,36.4407,UP,1
2012-05-09,40.1,38.72,39.782,42.723,36.4497,UP,1
2012-05-10,40.46,40.87,39.624,42.6686,36.4573,DOWN,0
2012-05-11,40.08,39.99,39.744,42.5988,36.4677,DOWN,0
2012-05-14,39.32,39.6,39.762,42.511,36.4765,UP,1
2012-05-15,39.74,39.46,39.94,42.4698,36.4779,DOWN,0
2012-05-16,39.22,40.28,39.764,42.4686,36.4724,DOWN,0
2012-05-17,36.96,38.9,39.064,42.3958,36.4702,UP,1
2012-05-18,37.04,37.05,38.456,42.2822,36.469,UP,1
2012-05-21,39.0,37.1,38.392,42.2194,36.4964,UP,1
2012-05-22,39.26,39.43,38.296,42.1926,36.5272,DOWN,0
2012-05-23,38.96,38.91,38.244,42.1266,36.5796,UP,1
2012-05-24,38.97,39.3,38.646,42.0668,36.6153,UP,1
2012-05-25,39.6,39.13,39.158,42.0046,36.6576,UP,1
2012-05-29,40.89,40.09,39.536,41.9644,36.692,DOWN,0
2012-05-30,39.35,39.83,39.554,41.9006,36.7192,UP,1
2012-05-31,39.46,39.53,39.654,41.8322,36.7469,DOWN,0
2012-06-01,37.26,37.23,39.312,41.7044,36.7701,DOWN,0
2012-06-04,36.76,37.29,38.744,41.6074,36.7943,UP,1
2012-06-05,37.52,36.41,38.07,41.5074,36.8367,UP,1
2012-06-06,38.44,38.11,37.888,41.3988,36.889,DOWN,0
2012-06-07,38.0,39.36,37.596,41.293,36.9352,UP,1
2012-06-08,38.23,37.75,37.79,41.2048,36.9771,DOWN,0
2012-06-11,37.06,38.73,37.85,41.0834,37.0085,UP,1
2012-06-12,37.83,37.51,37.912,40.967,37.0455,DOWN,0
2012-06-13,37.77,37.45,37.778,40.831,37.0751,DOWN,0
2012-06-14,37.6,37.68,37.698,40.7064,37.0897,UP,1
2012-06-15,38.94,37.95,37.84,40.6034,37.1141,UP,1
2012-06-18,40.53,38.77,38.534,40.5458,37.1435,UP,1
2012-06-19,41.48,40.75,39.264,40.526,37.1813,DOWN,0
2012-06-20,41.42,41.48,39.994,40.5354,37.2278,DOWN,0
2012-06-21,39.26,41.44,40.326,40.4962,37.2636,UP,1
2012-06-22,39.62,39.87,40.462,40.432,37.292,DOWN,0
2012-06-25,39.12,38.96,40.18,40.333,37.3209,UP,1
2012-06-26,39.53,39.15,39.79,40.238,37.3626,DOWN,0
2012-06-27,38.9,39.77,39.286,40.1334,37.3999,DOWN,0
2012-06-28,38.62,38.29,39.158,40.0284,37.4305,UP,1
2012-06-29,40.27,40.04,39.288,39.952,37.4654,UP,1
2012-07-02,40.85,40.59,39.634,39.8858,37.5012,UP,1
2012-07-03,41.94,40.94,40.116,39.8496,37.5409,UP,1
2012-07-05,42.31,41.82,40.798,39.814,37.5879,DOWN,0
2012-07-06,41.15,41.79,41.304,39.7334,37.6348,DOWN,0
2012-07-09,40.81,41.71,41.412,39.639,37.6944,DOWN,0
2012-07-10,40.47,41.21,41.336,39.5338,37.7577,DOWN,0
2012-07-11,39.68,40.44,40.884,39.4918,37.8138,DOWN,0
2012-07-12,39.62,39.16,40.346,39.427,37.8669,UP,1
2012-07-13,40.78,40.02,40.272,39.3798,37.9228,UP,1
2012-07-16,41.21,40.55,40.352,39.379,37.99,UP,1
2012-07-17,41.97,41.45,40.652,39.4288,38.0666,UP,1
2012-07-18,42.24,41.6,41.164,39.489,38.1556,DOWN,0
2012-07-19,41.96,42.39,41.632,39.5512,38.2449,DOWN,0
2012-07-20,41.6,41.05,41.796,39.5812,38.3236,DOWN,0
2012-07-23,41.03,40.41,41.76,39.5926,38.3982,DOWN,0
2012-07-24,40.43,40.96,41.452,39.5996,38.4634,DOWN,0
2012-07-25,40.42,40.59,41.088,39.6216,38.5329,UP,1
2012-07-26,40.9,41.385,40.876,39.6448,38.6012,UP,1
2012-07-27,44.51,43.45,41.458,39.7506,38.6835,UP,1
2012-07-30,44.58,44.69,42.168,39.903,38.7629,DOWN,0
2012-07-31,44.53,44.67,42.988,40.0528,38.8452,DOWN,0
2012-08-01,44.23,44.81,43.75,40.1574,38.9204,UP,1
2012-08-02,44.41,43.73,44.452,40.2604,39.0012,UP,1
2012-08-03,45.37,45.46,44.624,40.3886,39.0866,UP,1
2012-08-06,45.96,45.58,44.9,40.5284,39.1818,UP,1
2012-08-07,46.71,46.26,45.336,40.6706,39.2784,UP,1
2012-08-08,47.21,46.1,45.932,40.797,39.3593,UP,1
2012-08-09,47.35,46.97,46.52,40.957,39.4344,DOWN,0
2012-08-10,47.28,46.97,46.902,41.1134,39.5172,UP,1
2012-08-13,47.36,47.0,47.182,41.3154,39.5953,UP,1
2012-08-14,47.55,47.48,47.35,41.5312,39.6651,UP,1
2012-08-15,47.77,47.56,47.462,41.7362,39.7314,UP,1
2012-08-16,48.52,47.97,47.696,41.9378,39.8097,UP,1
2012-08-17,49.24,48.68,48.088,42.1626,39.8954,UP,1
2012-08-20,49.86,49.16,48.588,42.3952,39.9786,DOWN,0
2012-08-21,49.06,49.96,48.89,42.6352,40.0516,DOWN,0
2012-08-22,48.58,48.7,49.052,42.8502,40.1195,DOWN,0
2012-08-23,47.73,48.05,48.894,43.0494,40.1842,UP,1
2012-08-24,47.9,47.83,48.626,43.2554,40.249,DOWN,0
2012-08-27,47.13,46.52,48.08,43.4192,40.3143,UP,1
2012-08-28,47.48,46.74,47.764,43.5582,40.3764,DOWN,0
2012-08-29,47.29,47.47,47.506,43.6744,40.4324,UP,1
2012-08-30,48.67,48.93,47.694,43.8194,40.4981,UP,1
2012-08-31,48.84,48.99,47.882,44.011,40.5677,DOWN,0
2012-09-04,47.01,47.8,47.858,44.1588,40.6277,DOWN,0
2012-09-05,46.97,47.11,47.756,44.3158,40.6866,UP,1
2012-09-06,48.46,47.44,47.99,44.4944,40.7562,UP,1
2012-09-07,49.46,48.64,48.148,44.7056,40.831,DOWN,0
2012-09-10,49.33,49.26,48.246,44.9198,40.9288,UP,1
2012-09-11,49.4,49.59,48.724,45.1024,41.0341,UP,1
2012-09-12,49.61,49.49,49.252,45.2776,41.1389,UP,1
2012-09-13,51.92,49.59,49.944,45.4772,41.249,UP,1
2012-09-14,53.42,52.65,50.736,45.6994,41.3643,DOWN,0
2012-09-17,51.98,53.15,51.266,45.916,41.4608,DOWN,0
2012-09-18,51.94,51.87,51.774,46.1386,41.5585,UP,1
2012-09-19,52.5,52.41,52.352,46.3792,41.657,UP,1
2012-09-20,52.52,51.88,52.472,46.636,41.751,DOWN,0
2012-09-21,52.37,52.95,52.262,46.891,41.8444,DOWN,0
2012-09-24,52.04,52.43,52.274,47.1162,41.9399,DOWN,0
2012-09-25,50.8,52.52,52.046,47.308,42.0308,UP,1
2012-09-26,50.96,50.98,51.738,47.4878,42.1196,UP,1
2012-09-27,51.88,51.23,51.61,47.6806,42.2176,DOWN,0
2012-09-28,51.66,51.46,51.468,47.8746,42.3165,UP,1
2012-10-01,52.2,52.06,51.5,48.0866,42.424,UP,1
2012-10-02,52.91,52.39,51.922,48.3242,42.5345,DOWN,0
2012-10-03,52.34,52.99,52.198,48.5624,42.636,DOWN,0
2012-10-04,52.0,52.94,52.222,48.794,42.74,UP,1
2012-10-05,52.68,52.69,52.426,49.0296,42.8388,DOWN,0
2012-10-08,52.38,52.45,52.462,49.187,42.9359,DOWN,0
2012-10-09,51.22,52.41,52.124,49.3198,43.0275,DOWN,0
2012-10-10,50.7,51.33,51.796,49.4432,43.1161,UP,1
2012-10-11,51.35,51.37,51.666,49.5856,43.208,DOWN,0
2012-10-12,50.86,51.25,51.302,49.7146,43.3011,UP,1
2012-10-15,51.42,50.92,51.11,49.8356,43.3941,UP,1
2012-10-16,54.36,51.96,51.738,50.0036,43.5035,UP,1
2012-10-17,55.74,54.79,52.746,50.1842,43.6148,DOWN,0
2012-10-18,55.23,55.35,53.522,50.3446,43.7173,DOWN,0
2012-10-19,54.33,55.0,54.216,50.4842,43.8177,UP,1
2012-10-22,55.47,54.31,55.026,50.648,43.9228,DOWN,0
2012-10-23,53.03,54.15,54.76,50.7614,44.0164,UP,1
2012-10-24,53.83,53.89,54.378,50.887,44.1008,DOWN,0
2012-10-25,53.4,54.33,54.012,50.9996,44.1808,UP,1
2012-10-26,53.75,51.86,53.896,51.1042,44.2551,DOWN,0
2012-10-31,53.39,53.81,53.48,51.1872,44.3275,UP,1
2012-11-01,55.05,53.54,53.884,51.291,44.4068,DOWN,0
2012-11-02,53.06,53.6,53.73,51.371,44.4689,UP,1
2012-11-05,53.41,53.18,53.732,51.4676,44.536,UP,1
2012-11-06,53.82,53.69,53.746,51.5894,44.6056,DOWN,0
2012-11-07,52.78,53.36,53.624,51.687,44.6728,DOWN,0
2012-11-08,51.92,52.81,52.998,51.7828,44.7325,DOWN,0
2012-11-09,50.85,52.19,52.556,51.8502,44.7857,DOWN,0
2012-11-12,50.65,51.02,52.004,51.9174,44.8375,DOWN,0
2012-11-13,50.06,49.72,51.252,51.9452,44.8816,DOWN,0
2012-11-14,49.21,50.68,50.538,51.9526,44.9156,DOWN,0
2012-11-15,45.41,46.18,49.236,51.9206,44.9271,UP,1
2012-11-16,46.8701,45.5,48.44,51.9186,44.9435,UP,1
2012-11-19,48.0,47.76,47.91,51.9094,44.967,DOWN,0
2012-11-20,47.55,48.0,47.408,51.8712,44.9807,UP,1
2012-11-21,47.99,47.69,47.164,51.8444,44.9969,UP,1
2012-11-23,48.62,48.4,47.806,51.8288,45.0157,DOWN,0
2012-11-26,48.0,48.35,48.032,51.7966,45.0322,DOWN,0
2012-11-27,47.55,47.97,47.942,51.7092,45.047,UP,1
2012-11-28,48.07,47.07,48.046,51.6022,45.0636,UP,1
2012-11-29,48.74,48.2,48.196,51.5374,45.0773,UP,1
2012-11-30,49.73,49.0,48.418,51.4932,45.1029,DOWN,0
2012-12-03,48.88,49.89,48.594,51.4208,45.1295,UP,1
2012-12-04,49.76,48.8,49.036,51.3656,45.1583,UP,1
2012-12-05,51.85,49.0,49.792,51.3552,45.1977,UP,1
2012-12-06,51.9,51.85,50.424,51.3524,45.2427,UP,1
2012-12-07,53.81,52.48,51.24,51.4126,45.2953,UP,1
2012-12-10,54.37,53.61,52.338,51.4808,45.3512,DOWN,0
2012-12-11,54.05,54.56,53.196,51.5242,45.4007,DOWN,0
2012-12-12,54.02,54.4,53.63,51.5714,45.4496,DOWN,0
2012-12-13,52.98,54.02,53.846,51.587,45.4945,UP,1
2012-12-14,53.79,53.01,53.842,51.6046,45.5475,UP,1
2012-12-17,54.75,54.1,53.918,51.6528,45.6034,UP,1
2012-12-18,54.9,54.81,54.088,51.7108,45.6594,DOWN,0
2012-12-19,54.85,55.12,54.254,51.7542,45.7246,UP,1
2012-12-20,55.56,54.83,54.77,51.8178,45.806,DOWN,0
2012-12-21,55.14,54.85,55.04,51.8962,45.8787,UP,1
2012-12-24,55.86,55.5,55.262,51.9994,45.9444,UP,1
2012-12-26,56.49,56.13,55.58,52.1022,46.0162,DOWN,0
2012-12-27,56.39,56.57,55.888,52.2128,46.0951,DOWN,0
2012-12-28,55.51,55.91,55.878,52.2946,46.1614,UP,1
2012-12-31,57.09,55.45,56.268,52.3492,46.237,UP,1
2013-01-02,59.17,58.41,56.93,52.4178,46.3193,DOWN,0
2013-01-03,57.64,58.42,57.16,52.466,46.393,UP,1
2013-01-04,58.41,58.01,57.564,52.5476,46.4724,UP,1
2013-01-07,59.14,58.01,58.29,52.621,46.5537,UP,1
2013-01-08,59.74,58.93,58.82,52.7552,46.6341,DOWN,0
2013-01-09,59.6,60.1,58.906,52.8706,46.7241,UP,1
2013-01-10,60.61,60.19,59.5,53.0148,46.8145,UP,1
2013-01-11,60.91,60.72,60.0,53.158,46.8997,UP,1
2013-01-14,61.2,60.78,60.412,53.3142,46.9893,UP,1
2013-01-15,61.34,60.93,60.732,53.44,47.0828,DOWN,0
2013-01-16,60.52,61.02,60.916,53.5892,47.1697,UP,1
2013-01-17,62.13,61.16,61.22,53.7636,47.2621,UP,1
2013-01-18,62.59,62.05,61.556,53.939,47.3522,DOWN,0
2013-01-22,61.47,62.6,61.61,54.1128,47.4404,UP,1
2013-01-23,62.11,61.25,61.764,54.3166,47.5305,UP,1
2013-01-24,62.52,62.26,62.164,54.55,47.6261,UP,1
2013-01-25,62.75,62.91,62.288,54.792,47.7275,DOWN,0
2013-01-28,61.24,62.67,62.018,55.0156,47.8289,UP,1
2013-01-29,63.26,61.5,62.376,55.2966,47.9391,DOWN,0
2013-01-30,63.02,63.22,62.558,55.6488,48.0401,UP,1
2013-01-31,63.42,62.56,62.738,55.9798,48.1368,DOWN,0
2013-02-01,61.37,61.9,62.462,56.2472,48.2223,DOWN,0
2013-02-04,61.09,61.14,62.432,56.518,48.3071,UP,1
2013-02-05,61.25,61.71,62.03,56.7832,48.394,DOWN,0
2013-02-06,61.06,61.29,61.638,57.032,48.4788,UP,1
2013-02-07,61.42,61.2,61.238,57.3004,48.5651,UP,1
2013-02-08,62.11,61.56,61.386,57.5916,48.6569,DOWN,0
2013-02-11,60.54,61.82,61.276,57.841,48.7392,DOWN,0
2013-02-12,60.51,60.62,61.128,58.0764,48.8158,UP,1
2013-02-13,62.3,61.71,61.376,58.3278,48.8997,DOWN,0
2013-02-14,61.17,61.57,61.326,58.5736,48.9769,DOWN,0
2013-02-15,60.4,61.19,60.984,58.7864,49.07,UP,1
2013-02-19,61.18,60.84,61.112,58.973,49.1616,DOWN,0
2013-02-20,60.26,61.15,61.062,59.1402,49.2472,DOWN,0
2013-02-21,57.68,58.63,60.138,59.2176,49.3293,UP,1
2013-02-22,59.32,58.3,59.768,59.3166,49.4285,DOWN,0
2013-02-25,56.98,59.38,59.084,59.3752,49.5173,DOWN,0
2013-02-26,56.84,57.46,58.216,59.4316,49.6072,UP,1
2013-02-27,58.2,57.01,57.804,59.536,49.6977,UP,1
2013-02-28,58.62,58.38,57.992,59.6326,49.7885,UP,1
2013-03-01,59.69,58.19,58.066,59.7314,49.8866,UP,1
2013-03-04,60.44,59.47,58.758,59.8422,49.9922,UP,1
2013-03-05,60.77,60.54,59.544,59.9606,50.0973,UP,1
2013-03-06,62.52,61.9,60.408,60.0998,50.2138,DOWN,0
2013-03-07,62.13,62.72,61.11,60.2396,50.3397,UP,1
2013-03-08,63.6,62.79,61.892,60.3944,50.4725,UP,1
2013-03-11,63.73,63.32,62.55,60.5392,50.5961,UP,1
2013-03-12,64.08,63.77,63.212,60.693,50.7202,DOWN,0
2013-03-13,63.3,64.09,63.368,60.8488,50.8419,UP,1
2013-03-14,64.77,63.94,63.896,61.0024,50.9709,DOWN,0
2013-03-15,64.01,64.44,63.978,61.0992,51.093,DOWN,0
2013-03-18,63.75,63.39,63.982,61.2214,51.2073,UP,1
2013-03-19,64.01,63.73,63.968,61.3334,51.3306,UP,1
2013-03-20,65.42,64.52,64.392,61.459,51.4604,DOWN,0
2013-03-21,64.41,65.01,64.32,61.5524,51.5961,UP,1
2013-03-22,64.5,64.66,64.418,61.6504,51.7348,DOWN,0
2013-03-25,63.35,64.91,64.338,61.7052,51.864,UP,1
2013-03-26,63.45,63.74,64.226,61.756,51.989,DOWN,0
2013-03-27,63.37,63.01,63.816,61.7994,52.1159,DOWN,0
2013-03-28,63.29,63.56,63.592,61.8384,52.2412,DOWN,0
2013-04-01,61.75,63.09,63.042,61.863,52.3646,DOWN,0
2013-04-02,59.84,62.43,62.34,61.8172,52.4747,DOWN,0
2013-04-03,58.65,59.77,61.38,61.7384,52.5791,UP,1
2013-04-04,58.78,58.8,60.462,61.6846,52.685,UP,1
2013-04-05,58.98,57.67,59.6,61.622,52.7852,DOWN,0
2013-04-08,58.8,59.025,59.01,61.5476,52.8765,UP,1
2013-04-09,60.22,58.84,59.086,61.497,52.9702,UP,1
2013-04-10,60.77,60.42,59.51,61.4876,53.067,UP,1
2013-04-11,61.38,60.75,60.03,61.45,53.1776,DOWN,0
2013-04-12,59.46,61.07,60.126,61.3788,53.2768,DOWN,0
2013-04-15,55.51,58.64,59.468,61.2206,53.3587,UP,1
2013-04-16,57.33,56.15,58.89,61.1398,53.4477,DOWN,0
2013-04-17,56.1,56.66,57.956,61.04,53.5337,DOWN,0
2013-04-18,55.81,56.24,56.842,60.9312,53.6197,UP,1
2013-04-19,57.86,56.25,56.522,60.8672,53.7076,UP,1
2013-04-22,58.64,58.15,57.148,60.8116,53.7966,UP,1
2013-04-23,59.34,58.89,57.55,60.7562,53.8836,UP,1
2013-04-24,60.33,59.56,58.396,60.752,53.9737,UP,1
2013-04-25,60.92,61.9,59.418,60.7602,54.0725,DOWN,0
2013-04-26,60.14,61.99,59.874,60.717,54.1692,UP,1
2013-04-29,61.46,60.39,60.438,60.7228,54.2741,DOWN,0
2013-04-30,60.7,61.44,60.71,60.7288,54.3792,DOWN,0
2013-05-01,57.54,60.55,60.152,60.656,54.4688,UP,1
2013-05-02,58.9,57.96,59.748,60.6288,54.5594,UP,1
2013-05-03,60.95,60.17,59.91,60.6942,54.6581,UP,1
2013-05-06,62.65,62.59,60.148,60.7608,54.7615,UP,1
2013-05-07,63.28,62.94,60.664,60.8868,54.8667,DOWN,0
2013-05-08,62.84,63.3,61.724,61.0068,54.9711,DOWN,0
2013-05-09,61.47,62.66,62.238,61.0722,55.0705,UP,1
2013-05-10,61.55,61.11,62.358,61.1308,55.1731,UP,1
2013-05-13,62.3,62.5,62.288,61.183,55.2824,UP,1
2013-05-14,64.64,62.07,62.56,61.267,55.4035,UP,1
2013-05-15,64.68,64.42,62.928,61.3452,55.5224,UP,1
2013-05-16,66.11,64.35,63.856,61.417,55.6304,UP,1
2013-05-17,67.32,66.34,65.01,61.5208,55.7441,DOWN,0
2013-05-20,66.95,67.27,65.94,61.5878,55.8562,DOWN,0
2013-05-21,65.85,66.92,66.182,61.6302,55.9643,DOWN,0
2013-05-22,65.07,65.59,66.26,61.65,56.0676,UP,1
2013-05-23,65.83,64.8,66.204,61.7006,56.1699,DOWN,0
2013-05-24,65.72,65.26,65.884,61.7196,56.2687,UP,1
2013-05-28,67.18,66.74,65.93,61.783,56.3711,DOWN,0
2013-05-29,66.28,66.54,66.016,61.8336,56.4664,UP,1
2013-05-30,66.79,66.25,66.36,61.8892,56.5636,DOWN,0
2013-05-31,66.65,66.61,66.524,61.9138,56.6605,UP,1
2013-06-03,67.31,66.82,66.842,61.9718,56.7602,UP,1
2013-06-04,67.68,67.09,66.942,62.0354,56.8609,DOWN,0
2013-06-05,65.68,67.41,66.822,62.082,56.9504,UP,1
2013-06-06,66.4,65.56,66.744,62.141,57.0398,DOWN,0
2013-06-07,64.87,65.49,66.388,62.171,57.118,UP,1
2013-06-10,65.0,65.06,65.926,62.2052,57.1937,DOWN,0
2013-06-11,64.19,64.23,65.228,62.254,57.2693,DOWN,0
2013-06-12,64.12,65.04,64.916,62.3396,57.347,UP,1
2013-06-13,66.59,64.05,64.954,62.4984,57.4413,UP,1
2013-06-14,67.42,66.48,65.464,62.6712,57.5389,UP,1
2013-06-17,68.14,68.1,66.092,62.8544,57.644,UP,1
2013-06-18,68.81,68.48,67.016,63.0546,57.7506,DOWN,0
2013-06-19,68.61,68.97,67.914,63.2224,57.8572,DOWN,0
2013-06-20,67.0,67.45,67.996,63.347,57.9489,DOWN,0
2013-06-21,66.75,67.54,67.862,63.4544,58.0384,DOWN,0
2013-06-24,65.03,65.06,67.24,63.5658,58.1285,UP,1
2013-06-25,66.46,65.69,66.77,63.7848,58.226,UP,1
2013-06-26,66.98,66.95,66.444,63.9778,58.3186,UP,1
2013-06-27,67.5,67.7,66.544,64.2058,58.4088,DOWN,0
2013-06-28,66.26,67.45,66.446,64.4148,58.4934,UP,1
2013-07-01,66.28,67.0,66.696,64.5832,58.5778,DOWN,0
2013-07-02,65.41,66.31,66.486,64.7186,58.6568,UP,1
2013-07-03,66.5,64.96,66.39,64.8618,58.7297,UP,1
2013-07-05,67.68,67.33,66.426,65.0088,58.801,UP,1
2013-07-08,68.3,68.33,66.834,65.1564,58.8826,UP,1
2013-07-09,68.97,69.0,67.372,65.333,58.9678,UP,1
2013-07-10,69.81,68.63,68.252,65.5,59.0543,DOWN,0
2013-07-11,69.39,70.61,68.83,65.6738,59.1387,UP,1
2013-07-12,70.0,69.39,69.294,65.923,59.2268,UP,1
2013-07-15,70.89,70.44,69.812,66.1628,59.3211,DOWN,0
2013-07-16,69.26,71.26,69.87,66.329,59.4134,DOWN,0
2013-07-17,67.94,69.73,69.496,66.4348,59.4983,DOWN,0
2013-07-18,67.54,68.3,69.126,66.52,59.5766,UP,1
2013-07-19,68.41,67.52,68.808,66.6314,59.6603,UP,1
2013-07-22,68.46,68.61,68.322,66.7712,59.7416,DOWN,0
2013-07-23,67.9,69.05,68.05,66.8982,59.8166,DOWN,0
2013-07-24,67.42,68.0,67.946,67.0006,59.892,UP,1
2013-07-25,68.05,67.41,68.048,67.0688,59.9722,DOWN,0
