ticker,WDC US Equity,WDC US Equity,WDC US Equity,WDC US Equity,WDC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-10-30,13.78,14.3,10.3885,13.4,12.5612,DOWN,0
2003-10-31,13.45,13.74,10.4175,13.522,12.6362,UP,1
2003-11-03,13.93,13.44,10.4521,13.736,12.7298,UP,1
2003-11-04,14.03,14.14,10.4866,13.884,12.832,DOWN,0
2003-11-05,14.01,13.93,10.521,13.84,12.9292,DOWN,0
2003-11-06,13.92,13.99,10.5536,13.868,13.0176,DOWN,0
2003-11-07,13.12,13.8,10.5784,13.802,13.0504,DOWN,0
2003-11-10,12.72,13.2,10.6021,13.56,13.075,DOWN,0
2003-11-11,12.45,12.75,10.6227,13.244,13.093,UP,1
2003-11-12,13.55,12.35,10.6485,13.152,13.1408,DOWN,0
2003-11-13,13.15,13.68,10.6738,12.998,13.1748,DOWN,0
2003-11-14,12.61,13.1,10.6971,12.896,13.197,DOWN,0
2003-11-17,12.3,11.7,10.719,12.812,13.2058,DOWN,0
2003-11-18,11.84,12.47,10.7388,12.69,13.2044,DOWN,0
2003-11-19,11.66,11.87,10.758,12.312,13.216,DOWN,0
2003-11-20,11.61,11.58,10.7773,12.004,13.223,UP,1
2003-11-21,11.8,11.85,10.7992,11.842,13.2352,UP,1
2003-11-24,12.4,12.08,10.8242,11.862,13.2636,DOWN,0
2003-11-25,12.21,12.35,10.8475,11.936,13.2782,UP,1
2003-11-26,12.35,12.4,10.873,12.074,13.2752,UP,1
2003-11-28,12.44,12.37,10.9001,12.24,13.2716,UP,1
2003-12-01,12.73,12.76,10.9283,12.426,13.2626,DOWN,0
2003-12-02,12.18,12.57,10.9519,12.382,13.2428,DOWN,0
2003-12-03,11.39,12.22,10.9724,12.218,13.1992,UP,1
2003-12-04,11.4,12.0,10.9928,12.028,13.1658,UP,1
2003-12-05,11.51,11.34,11.0128,11.842,13.144,DOWN,0
2003-12-08,11.36,11.5,11.0312,11.568,13.117,DOWN,0
2003-12-09,10.9,11.43,11.0464,11.312,13.0766,DOWN,0
2003-12-10,10.49,10.9,11.0591,11.132,13.0286,UP,1
2003-12-11,11.26,10.51,11.0754,11.104,12.9858,UP,1
2003-12-12,11.44,11.48,11.0919,11.09,12.9454,DOWN,0
2003-12-15,10.4,12.0,11.1047,10.898,12.8744,UP,1
2003-12-16,10.7,10.6,11.1199,10.858,12.7994,DOWN,0
2003-12-17,10.63,10.7,11.1344,10.886,12.7154,UP,1
2003-12-18,10.7,10.63,11.1482,10.774,12.6394,DOWN,0
2003-12-19,10.42,10.72,11.1613,10.57,12.552,UP,1
2003-12-22,10.67,10.62,11.1758,10.624,12.4786,UP,1
2003-12-23,10.91,10.7,11.1916,10.666,12.412,UP,1
2003-12-24,10.92,10.93,11.2104,10.724,12.3408,UP,1
2003-12-26,11.03,10.9,11.2284,10.79,12.2814,UP,1
2003-12-29,11.26,11.19,11.249,10.958,12.2214,UP,1
2003-12-30,11.55,11.34,11.2687,11.134,12.1764,UP,1
2003-12-31,11.79,11.71,11.2879,11.31,12.1432,UP,1
2004-01-02,12.26,11.99,11.3104,11.578,12.103,UP,1
2004-01-05,12.39,12.53,11.3336,11.85,12.1048,UP,1
2004-01-06,12.67,12.55,11.3562,12.132,12.1102,UP,1
2004-01-07,12.77,12.75,11.3802,12.376,12.1088,UP,1
2004-01-08,13.25,12.91,11.4049,12.668,12.1166,DOWN,0
2004-01-09,13.0,13.01,11.4271,12.816,12.1108,UP,1
2004-01-12,13.09,13.13,11.4463,12.956,12.088,DOWN,0
2004-01-13,12.92,13.3,11.465,13.006,12.0708,DOWN,0
2004-01-14,12.83,13.0,11.4839,13.018,12.0584,DOWN,0
2004-01-15,12.61,12.75,11.4998,12.89,12.032,UP,1
2004-01-16,12.92,12.64,11.5147,12.874,12.0098,UP,1
2004-01-20,12.97,13.0,11.5298,12.85,11.989,DOWN,0
2004-01-21,11.17,11.6,11.5389,12.5,11.934,DOWN,0
2004-01-22,10.75,10.98,11.5476,12.084,11.8866,UP,1
2004-01-23,11.06,11.14,11.56,11.774,11.8534,UP,1
2004-01-26,11.18,11.07,11.5729,11.426,11.828,DOWN,0
2004-01-27,11.01,11.25,11.5843,11.034,11.7772,DOWN,0
2004-01-28,10.8,11.12,11.5938,10.96,11.7302,DOWN,0
2004-01-29,10.3,10.82,11.5996,10.87,11.684,DOWN,0
2004-01-30,10.23,10.65,11.6044,10.704,11.6426,DOWN,0
2004-02-02,10.23,10.4,11.6088,10.514,11.6104,DOWN,0
2004-02-03,10.08,10.31,11.6117,10.328,11.5788,DOWN,0
2004-02-04,9.68,9.85,11.6118,10.104,11.5402,UP,1
2004-02-05,10.05,9.9,11.6133,10.054,11.5052,UP,1
2004-02-06,10.92,10.1,11.6207,10.192,11.4756,DOWN,0
2004-02-09,10.56,10.98,11.6273,10.258,11.4426,DOWN,0
2004-02-10,10.55,10.5,11.6338,10.352,11.4066,UP,1
2004-02-11,10.75,10.58,11.6413,10.566,11.3728,UP,1
2004-02-12,10.86,10.67,11.6491,10.728,11.3354,UP,1
2004-02-13,11.19,11.1,11.6584,10.782,11.3156,DOWN,0
2004-02-17,11.14,11.26,11.6673,10.898,11.3106,UP,1
2004-02-18,11.29,11.12,11.6759,11.046,11.3084,UP,1
2004-02-19,11.38,11.36,11.6835,11.172,11.3058,DOWN,0
2004-02-20,10.99,11.34,11.6893,11.198,11.2984,DOWN,0
2004-02-23,10.71,11.0,11.6944,11.102,11.2946,DOWN,0
2004-02-24,10.49,10.61,11.6999,10.972,11.2946,UP,1
2004-02-25,11.1,10.57,11.708,10.934,11.2914,UP,1
2004-02-26,11.55,11.1,11.7134,10.968,11.2936,DOWN,0
2004-02-27,11.39,11.55,11.7145,11.048,11.3134,UP,1
2004-03-01,11.6,11.39,11.7174,11.226,11.3314,DOWN,0
2004-03-02,11.25,11.58,11.7172,11.378,11.3438,DOWN,0
2004-03-03,11.25,11.35,11.7167,11.408,11.3548,UP,1
2004-03-04,11.38,11.24,11.72,11.374,11.374,DOWN,0
2004-03-05,11.22,11.2,11.7235,11.34,11.385,DOWN,0
2004-03-08,10.79,11.21,11.725,11.178,11.3826,DOWN,0
2004-03-09,10.59,10.8,11.7237,11.046,11.376,DOWN,0
2004-03-10,10.35,10.66,11.7219,10.866,11.3624,DOWN,0
2004-03-11,10.04,10.18,11.7136,10.598,11.338,UP,1
2004-03-12,10.54,10.12,11.707,10.462,11.3178,DOWN,0
2004-03-15,10.34,10.54,11.6966,10.372,11.2888,UP,1
2004-03-16,10.71,10.38,11.6875,10.396,11.2578,UP,1
2004-03-17,10.87,10.85,11.6788,10.5,11.2274,DOWN,0
2004-03-18,10.75,10.87,11.6693,10.642,11.189,DOWN,0
2004-03-19,10.52,10.75,11.6598,10.638,11.144,DOWN,0
2004-03-22,10.17,10.38,11.6466,10.604,11.0824,DOWN,0
2004-03-23,10.17,10.26,11.6381,10.496,11.0258,UP,1
2004-03-24,10.19,10.2,11.6308,10.36,10.9678,UP,1
2004-03-25,10.63,10.3,11.6273,10.336,10.922,DOWN,0
2004-03-26,10.54,10.6,11.6228,10.34,10.8762,UP,1
2004-03-29,11.11,10.94,11.6201,10.528,10.8462,UP,1
2004-03-30,11.19,11.1,11.6194,10.732,10.8116,UP,1
2004-03-31,11.23,11.35,11.6161,10.94,10.7768,UP,1
2004-04-01,11.45,11.27,11.6128,11.104,10.7824,UP,1
2004-04-02,11.63,11.62,11.6086,11.322,10.8,DOWN,0
2004-04-05,11.55,11.6,11.6074,11.41,10.8098,DOWN,0
2004-04-06,11.42,11.35,11.6079,11.456,10.8146,DOWN,0
2004-04-07,11.37,10.7,11.6085,11.484,10.8218,UP,1
2004-04-08,11.42,11.44,11.6118,11.478,10.8342,UP,1
2004-04-12,11.54,11.41,11.6161,11.46,10.859,DOWN,0
2004-04-13,11.37,11.61,11.6181,11.424,10.8818,DOWN,0
2004-04-14,11.16,11.1,11.6205,11.372,10.9004,DOWN,0
2004-04-15,10.95,11.15,11.6238,11.288,10.9178,DOWN,0
2004-04-16,10.53,10.88,11.617,11.11,10.9348,UP,1
2004-04-19,10.69,10.54,11.6063,10.94,10.9476,DOWN,0
2004-04-20,10.51,10.79,11.5953,10.768,10.9394,DOWN,0
2004-04-21,10.25,10.45,11.5808,10.586,10.9332,DOWN,0
2004-04-22,8.98,10.05,11.5618,10.192,10.9018,DOWN,0
2004-04-23,8.88,9.28,11.5428,9.862,10.8644,DOWN,0
2004-04-26,8.6,8.95,11.5241,9.444,10.8192,DOWN,0
2004-04-27,8.38,8.8,11.5042,9.018,10.763,UP,1
2004-04-28,8.5,8.41,11.4818,8.668,10.7102,DOWN,0
2004-04-29,8.24,8.51,11.4597,8.52,10.6492,DOWN,0
2004-04-30,8.08,8.31,11.4379,8.36,10.5832,DOWN,0
2004-05-03,7.89,8.08,11.4154,8.218,10.5212,UP,1
2004-05-04,8.14,7.9,11.3976,8.17,10.4698,UP,1
2004-05-05,8.51,8.7,11.3848,8.172,10.4302,DOWN,0
2004-05-06,8.35,8.55,11.3675,8.194,10.3752,UP,1
2004-05-07,8.43,8.31,11.3483,8.264,10.3128,DOWN,0
2004-05-10,8.15,8.4,11.3305,8.316,10.248,UP,1
2004-05-11,8.32,8.24,11.3224,8.352,10.1824,DOWN,0
2004-05-12,8.28,8.35,11.3152,8.306,10.123,DOWN,0
2004-05-13,8.21,8.2,11.3086,8.278,10.0622,DOWN,0
2004-05-14,8.02,8.22,11.3002,8.196,9.995,DOWN,0
2004-05-17,7.99,7.88,11.2904,8.164,9.9304,UP,1
2004-05-18,8.05,8.0,11.2818,8.11,9.8756,UP,1
2004-05-19,8.12,8.22,11.2752,8.078,9.8262,UP,1
2004-05-20,8.15,8.15,11.2699,8.066,9.7822,UP,1
2004-05-21,8.25,8.13,11.2658,8.112,9.7464,UP,1
2004-05-24,8.66,8.25,11.2659,8.246,9.7088,UP,1
2004-05-25,8.96,8.51,11.2672,8.428,9.6812,UP,1
2004-05-26,9.15,8.95,11.2679,8.634,9.65,DOWN,0
2004-05-27,9.0,9.25,11.267,8.804,9.6126,UP,1
2004-05-28,9.14,9.0,11.2657,8.982,9.5804,UP,1
2004-06-01,9.17,9.04,11.2643,9.084,9.5534,DOWN,0
2004-06-02,8.95,9.17,11.2628,9.082,9.529,DOWN,0
2004-06-03,8.91,8.95,11.2588,9.034,9.5038,UP,1
2004-06-04,9.11,9.03,11.2552,9.056,9.4822,UP,1
2004-06-07,9.17,9.16,11.2518,9.062,9.453,UP,1
2004-06-08,9.3,9.12,11.2498,9.088,9.4282,DOWN,0
2004-06-09,9.08,9.26,11.2489,9.114,9.3876,UP,1
2004-06-10,9.11,9.1,11.2499,9.154,9.346,DOWN,0
2004-06-14,8.99,9.11,11.2491,9.13,9.3012,UP,1
2004-06-15,9.21,9.06,11.2476,9.138,9.2564,DOWN,0
2004-06-16,9.03,9.21,11.2354,9.084,9.2044,DOWN,0
2004-06-17,9.01,8.98,11.223,9.07,9.1536,UP,1
2004-06-18,9.2,9.03,11.2112,9.088,9.1092,DOWN,0
2004-06-21,8.89,9.13,11.1999,9.068,9.0596,DOWN,0
2004-06-22,8.83,8.89,11.1868,8.992,9.0078,UP,1
2004-06-23,9.08,8.93,11.1747,9.002,8.9586,DOWN,0
2004-06-24,8.9,8.97,11.1599,8.98,8.9092,DOWN,0
2004-06-25,8.66,8.85,11.1436,8.872,8.8592,DOWN,0
2004-06-28,8.61,8.78,11.1313,8.816,8.8124,UP,1
2004-06-29,8.67,8.61,11.1183,8.784,8.7752,DOWN,0
2004-06-30,8.66,8.7,11.1057,8.7,8.7346,DOWN,0
2004-07-01,8.58,8.61,11.0937,8.636,8.696,DOWN,0
2004-07-02,8.4,8.59,11.0783,8.584,8.659,DOWN,0
2004-07-06,8.07,8.25,11.0561,8.476,8.6408,UP,1
2004-07-07,8.18,8.07,11.0339,8.378,8.6268,DOWN,0
2004-07-08,8.1,8.1,11.0085,8.266,8.6168,UP,1
2004-07-09,8.14,8.12,10.9834,8.178,8.612,DOWN,0
2004-07-12,7.98,8.1,10.9554,8.094,8.6016,UP,1
2004-07-13,8.14,8.0,10.9308,8.108,8.5996,DOWN,0
2004-07-14,7.97,8.04,10.9076,8.066,8.5974,UP,1
2004-07-15,8.04,8.02,10.8843,8.054,8.6004,DOWN,0
2004-07-16,7.94,8.13,10.8594,8.014,8.5964,UP,1
2004-07-19,8.14,7.93,10.8356,8.046,8.589,UP,1
2004-07-20,8.47,8.12,10.811,8.112,8.5914,DOWN,0
2004-07-21,7.92,8.43,10.7833,8.102,8.5812,UP,1
2004-07-22,8.08,7.88,10.7539,8.11,8.5798,DOWN,0
2004-07-23,7.88,8.01,10.7211,8.098,8.571,DOWN,0
2004-07-26,7.79,7.85,10.6859,8.028,8.5612,UP,1
2004-07-27,8.09,7.71,10.6538,7.952,8.5588,DOWN,0
2004-07-28,7.91,8.0,10.6194,7.95,8.5566,UP,1
2004-07-29,8.23,7.9,10.5889,7.98,8.5614,DOWN,0
2004-07-30,7.01,7.6,10.5527,7.806,8.5406,UP,1
2004-08-02,7.17,7.0,10.5162,7.682,8.5216,DOWN,0
2004-08-03,6.94,7.12,10.4809,7.452,8.4974,UP,1
2004-08-04,7.03,6.93,10.4447,7.276,8.473,DOWN,0
2004-08-05,7.02,7.03,10.4108,7.034,8.4402,DOWN,0
2004-08-06,6.8,6.89,10.3776,6.992,8.397,DOWN,0
2004-08-09,6.58,6.8,10.3391,6.874,8.3456,UP,1
2004-08-10,6.88,6.58,10.312,6.862,8.3032,DOWN,0
2004-08-11,6.82,6.85,10.2841,6.82,8.2568,DOWN,0
2004-08-12,6.54,6.75,10.2526,6.724,8.2042,DOWN,0
2004-08-13,6.52,6.61,10.2209,6.668,8.1556,UP,1
2004-08-16,6.55,6.52,10.1872,6.662,8.1084,UP,1
2004-08-17,6.57,6.53,10.1489,6.6,8.0576,UP,1
2004-08-18,7.02,6.5,10.1151,6.64,8.0146,UP,1
2004-08-19,7.17,7.06,10.0837,6.766,7.972,UP,1
2004-08-20,7.48,7.17,10.0515,6.958,7.94,UP,1
2004-08-23,7.55,7.53,10.0191,7.158,7.9088,DOWN,0
2004-08-24,7.34,7.5,9.9857,7.312,7.8758,UP,1
2004-08-25,7.54,7.26,9.9538,7.416,7.8424,DOWN,0
2004-08-26,7.45,7.42,9.9255,7.472,7.8108,UP,1
2004-08-27,7.49,7.44,9.8993,7.474,7.7804,DOWN,0
2004-08-30,7.47,7.49,9.8744,7.458,7.7458,DOWN,0
2004-08-31,7.46,7.5,9.844,7.482,7.7172,UP,1
2004-09-01,7.84,7.65,9.8174,7.542,7.6974,UP,1
2004-09-02,8.02,7.85,9.7945,7.656,7.6762,DOWN,0
2004-09-03,8.01,7.82,9.773,7.76,7.6584,UP,1
2004-09-07,8.14,8.25,9.7545,7.894,7.648,UP,1
2004-09-08,8.24,8.18,9.7374,8.05,7.6406,UP,1
2004-09-09,8.32,8.24,9.721,8.146,7.6336,UP,1
2004-09-10,8.55,8.35,9.7047,8.252,7.6314,DOWN,0
2004-09-13,8.44,8.58,9.6849,8.338,7.6286,UP,1
2004-09-14,8.65,8.44,9.6671,8.44,7.6336,DOWN,0
2004-09-15,8.35,8.55,9.6471,8.462,7.6392,UP,1
2004-09-16,8.65,8.59,9.6282,8.528,7.6486,UP,1
2004-09-17,8.88,8.65,9.6089,8.594,7.6642,UP,1
2004-09-20,8.89,8.84,9.5925,8.684,7.6792,UP,1
2004-09-21,8.95,8.94,9.5803,8.744,7.6986,DOWN,0
2004-09-22,8.78,8.83,9.5672,8.83,7.7114,DOWN,0
2004-09-23,8.71,8.75,9.5532,8.842,7.7262,DOWN,0
2004-09-24,8.51,8.63,9.5389,8.768,7.7356,DOWN,0
2004-09-27,8.32,8.45,9.526,8.654,7.7432,UP,1
2004-09-28,8.5,8.32,9.5161,8.564,7.7504,UP,1
2004-09-29,8.77,8.47,9.5036,8.562,7.7564,UP,1
2004-09-30,8.79,8.71,9.4904,8.578,7.7738,UP,1
2004-10-01,9.12,8.88,9.484,8.7,7.7946,UP,1
2004-10-04,9.37,9.2,9.4773,8.91,7.8244,DOWN,0
2004-10-05,9.29,9.3,9.4706,9.068,7.8544,UP,1
2004-10-06,9.52,9.45,9.4647,9.218,7.883,DOWN,0
2004-10-07,9.5,9.6,9.4601,9.36,7.9148,DOWN,0
2004-10-08,9.44,9.5,9.454,9.424,7.939,UP,1
2004-10-11,9.48,9.47,9.4468,9.446,7.9884,DOWN,0
2004-10-12,9.3,9.42,9.4387,9.448,8.031,DOWN,0
2004-10-13,9.1,9.33,9.4291,9.364,8.0742,DOWN,0
2004-10-14,9.05,9.01,9.418,9.274,8.1146,DOWN,0
2004-10-15,9.0,9.05,9.4053,9.186,8.1542,UP,1
2004-10-18,9.2,8.9,9.3923,9.13,8.2022,DOWN,0
2004-10-19,9.08,9.34,9.3764,9.086,8.2522,DOWN,0
2004-10-20,8.95,9.24,9.3592,9.056,8.2936,DOWN,0
2004-10-21,8.02,8.82,9.336,8.85,8.3176,UP,1
2004-10-22,8.17,8.08,9.313,8.684,8.3502,UP,1
2004-10-25,8.28,8.15,9.2881,8.5,8.3854,DOWN,0
2004-10-26,8.03,8.79,9.2633,8.29,8.415,UP,1
2004-10-27,8.22,8.5,9.2389,8.144,8.448,UP,1
2004-10-28,8.23,8.26,9.2155,8.186,8.4722,UP,1
2004-10-29,8.33,8.23,9.193,8.218,8.4954,UP,1
2004-11-01,8.47,8.34,9.1723,8.256,8.5152,UP,1
2004-11-02,8.57,8.47,9.1505,8.364,8.5356,UP,1
2004-11-03,8.6,8.74,9.1287,8.44,8.5608,UP,1
2004-11-04,8.69,8.56,9.1163,8.532,8.5838,UP,1
2004-11-05,8.75,8.73,9.1063,8.616,8.6098,UP,1
2004-11-08,8.79,8.85,9.0949,8.68,8.6358,UP,1
2004-11-09,8.89,8.75,9.0835,8.744,8.6642,DOWN,0
2004-11-10,8.85,8.89,9.0727,8.794,8.692,UP,1
2004-11-11,8.97,8.85,9.0635,8.85,8.7146,UP,1
2004-11-12,8.99,8.97,9.057,8.898,8.734,UP,1
2004-11-15,9.25,8.99,9.0521,8.99,8.7588,DOWN,0
2004-11-16,9.21,9.23,9.047,9.054,8.7802,UP,1
2004-11-17,9.39,9.34,9.0435,9.162,8.8032,DOWN,0
2004-11-18,9.21,9.35,9.0412,9.21,8.821,DOWN,0
2004-11-19,9.02,9.09,9.036,9.216,8.8304,UP,1
2004-11-22,9.28,8.94,9.0278,9.222,8.8472,DOWN,0
2004-11-23,9.22,9.25,9.0211,9.224,8.8586,UP,1
2004-11-24,9.5,9.29,9.0159,9.246,8.8816,UP,1
2004-11-26,9.57,9.47,9.01,9.318,8.9,DOWN,0
2004-11-29,9.39,9.57,9.0026,9.392,8.9102,UP,1
2004-11-30,9.77,9.4,8.9955,9.49,8.9278,UP,1
2004-12-01,10.38,10.3,8.9917,9.722,8.9564,UP,1
2004-12-02,10.61,10.39,8.9883,9.944,8.993,UP,1
2004-12-03,10.67,10.7,8.9848,10.164,9.0322,UP,1
2004-12-06,10.84,10.68,8.984,10.454,9.0788,DOWN,0
2004-12-07,10.38,10.87,8.9824,10.576,9.12,UP,1
2004-12-08,10.4,10.6,8.9819,10.58,9.158,DOWN,0
2004-12-09,10.26,10.32,8.9777,10.51,9.1878,UP,1
2004-12-10,10.27,10.07,8.9713,10.43,9.2174,DOWN,0
2004-12-13,10.2,10.28,8.9654,10.302,9.239,UP,1
2004-12-14,10.31,10.2,8.9589,10.288,9.2578,UP,1
2004-12-15,10.55,10.36,8.9554,10.318,9.283,DOWN,0
2004-12-16,10.54,10.53,8.9519,10.374,9.3034,DOWN,0
2004-12-17,10.5,10.51,8.9475,10.42,9.3234,DOWN,0
2004-12-20,10.25,10.45,8.9426,10.43,9.3396,UP,1
2004-12-21,10.34,10.2,8.9404,10.436,9.3568,UP,1
2004-12-22,10.59,10.3,8.9404,10.444,9.3826,DOWN,0
2004-12-23,10.49,10.6,8.9411,10.434,9.4104,UP,1
2004-12-27,10.56,10.51,8.9437,10.446,9.4406,UP,1
2004-12-28,10.6,10.52,8.944,10.516,9.4726,UP,1
2004-12-29,10.67,10.57,8.9456,10.582,9.502,UP,1
2004-12-30,10.72,10.6,8.9457,10.608,9.5348,UP,1
2004-12-31,10.84,10.69,8.9455,10.678,9.5726,DOWN,0
2005-01-03,10.74,10.91,8.9455,10.714,9.627,DOWN,0
2005-01-04,10.47,10.78,8.9452,10.688,9.673,DOWN,0
2005-01-05,10.23,10.19,8.9455,10.6,9.712,DOWN,0
2005-01-06,10.14,10.24,8.9454,10.484,9.7542,DOWN,0
2005-01-07,10.1,10.14,8.9449,10.336,9.7918,UP,1
2005-01-10,10.12,10.05,8.9424,10.212,9.8296,DOWN,0
2005-01-11,9.95,10.11,8.9394,10.108,9.862,DOWN,0
2005-01-12,9.94,9.95,8.9336,10.05,9.8914,UP,1
2005-01-13,10.11,9.99,8.9282,10.044,9.9222,UP,1
2005-01-14,10.45,10.24,8.9243,10.114,9.9592,UP,1
2005-01-18,10.95,10.5,8.9218,10.28,10.0044,DOWN,0
2005-01-19,10.49,10.94,8.9161,10.388,10.0392,DOWN,0
2005-01-20,10.21,10.42,8.9094,10.442,10.0676,UP,1
2005-01-21,10.31,10.29,8.9038,10.482,10.096,DOWN,0
2005-01-24,10.1,10.33,8.8975,10.412,10.121,UP,1
2005-01-25,10.32,10.15,8.892,10.286,10.148,DOWN,0
2005-01-26,10.14,10.35,8.885,10.216,10.171,UP,1
2005-01-27,10.52,10.08,8.8807,10.278,10.1964,DOWN,0
2005-01-28,10.48,10.9,8.8773,10.312,10.2218,UP,1
2005-01-31,10.77,10.51,8.8764,10.446,10.2494,UP,1
2005-02-01,11.32,10.8,8.8804,10.646,10.2916,UP,1
2005-02-02,11.59,11.24,8.8849,10.936,10.343,DOWN,0
2005-02-03,11.52,11.54,8.8899,11.136,10.3878,UP,1
2005-02-04,11.58,11.48,8.8966,11.356,10.435,DOWN,0
2005-02-07,11.35,11.52,8.9084,11.472,10.472,DOWN,0
2005-02-08,11.3,11.35,8.9205,11.468,10.5066,DOWN,0
2005-02-09,11.23,11.28,8.9337,11.396,10.5434,DOWN,0
2005-02-10,11.16,11.25,8.9476,11.324,10.5712,UP,1
2005-02-11,11.2,11.0,8.9611,11.248,10.5876,UP,1
2005-02-14,11.21,11.14,8.9759,11.22,10.5996,UP,1
2005-02-15,11.24,11.21,8.9917,11.208,10.611,UP,1
2005-02-16,11.31,11.1,9.0088,11.224,10.6204,DOWN,0
2005-02-17,11.27,11.23,9.0245,11.246,10.6382,DOWN,0
2005-02-18,11.27,11.27,9.0383,11.26,10.6556,DOWN,0
2005-02-22,11.04,11.14,9.0517,11.226,10.6712,DOWN,0
2005-02-23,10.86,11.03,9.0639,11.15,10.683,UP,1
2005-02-24,10.98,10.78,9.078,11.084,10.6986,UP,1
2005-02-25,11.4,10.91,9.0934,11.11,10.7204,DOWN,0
2005-02-28,11.26,11.27,9.1083,11.108,10.7346,UP,1
2005-03-01,11.47,11.36,9.1246,11.194,10.7532,UP,1
2005-03-02,11.83,11.4,9.1437,11.388,10.7798,UP,1
2005-03-03,11.92,11.89,9.1633,11.576,10.8132,UP,1
2005-03-04,11.99,11.93,9.183,11.694,10.8462,DOWN,0
2005-03-07,11.98,11.86,9.2023,11.838,10.874,DOWN,0
2005-03-08,11.89,12.12,9.221,11.922,10.902,UP,1
2005-03-09,11.93,11.83,9.2394,11.942,10.9294,DOWN,0
2005-03-10,11.93,11.94,9.2558,11.944,10.956,DOWN,0
2005-03-11,11.82,11.94,9.2701,11.91,10.979,DOWN,0
2005-03-14,11.81,11.76,9.2834,11.876,11.0008,DOWN,0
2005-03-15,11.73,11.8,9.297,11.844,11.0186,DOWN,0
2005-03-16,11.58,11.63,9.3092,11.774,11.0354,DOWN,0
2005-03-17,11.56,11.58,9.3212,11.7,11.0572,UP,1
2005-03-18,11.59,11.62,9.3344,11.654,11.0844,UP,1
2005-03-21,12.05,11.57,9.3501,11.702,11.1226,DOWN,0
2005-03-22,11.91,12.02,9.3641,11.738,11.1588,UP,1
2005-03-23,12.11,11.92,9.3788,11.844,11.1986,DOWN,0
2005-03-24,12.04,12.11,9.3925,11.94,11.2404,DOWN,0
2005-03-28,11.43,12.03,9.4042,11.908,11.2702,DOWN,0
2005-03-29,10.94,11.41,9.4134,11.686,11.2868,UP,1
2005-03-30,11.17,11.01,9.4243,11.538,11.3012,UP,1
2005-03-31,12.75,12.61,9.442,11.666,11.3372,UP,1
2005-04-01,12.9,12.79,9.4613,11.838,11.3854,UP,1
2005-04-04,13.0,12.93,9.4813,12.152,11.4412,DOWN,0
2005-04-05,12.89,13.0,9.4997,12.542,11.4928,UP,1
2005-04-06,13.02,12.99,9.5204,12.912,11.5512,UP,1
2005-04-07,13.45,13.07,9.5435,13.052,11.6138,UP,1
2005-04-08,13.78,13.47,9.567,13.228,11.6866,UP,1
2005-04-11,13.9,13.78,9.592,13.408,11.7542,DOWN,0
2005-04-12,13.57,13.39,9.6165,13.544,11.816,DOWN,0
2005-04-13,13.26,13.57,9.6398,13.592,11.8658,DOWN,0
2005-04-14,12.67,13.24,9.6598,13.436,11.8928,DOWN,0
2005-04-15,11.99,12.53,9.6764,13.078,11.9008,UP,1
2005-04-18,12.25,12.02,9.6948,12.748,11.9154,UP,1
2005-04-19,12.68,12.35,9.7162,12.57,11.9374,DOWN,0
2005-04-20,12.43,12.86,9.738,12.404,11.959,UP,1
2005-04-21,12.9,12.67,9.7616,12.45,11.991,DOWN,0
2005-04-22,12.2,12.66,9.7821,12.492,12.0104,UP,1
2005-04-25,12.66,12.29,9.8047,12.574,12.0404,DOWN,0
2005-04-26,12.52,12.52,9.8274,12.542,12.0668,UP,1
2005-04-27,12.74,12.39,9.8504,12.604,12.0974,DOWN,0
2005-04-28,12.69,12.7,9.874,12.562,12.1264,DOWN,0
2005-04-29,12.69,12.77,9.8972,12.66,12.154,UP,1
2005-05-02,12.82,12.88,9.9216,12.692,12.185,UP,1
2005-05-03,12.97,12.82,9.9458,12.782,12.219,UP,1
2005-05-04,13.12,12.95,9.969,12.858,12.2606,DOWN,0
2005-05-05,12.82,13.14,9.9935,12.884,12.2998,UP,1
2005-05-06,13.22,12.99,10.0192,12.99,12.3446,UP,1
2005-05-09,13.44,13.15,10.047,13.114,12.3854,DOWN,0
2005-05-10,13.22,13.44,10.0742,13.164,12.4246,UP,1
2005-05-11,13.27,13.23,10.1001,13.194,12.4606,UP,1
2005-05-12,13.3,13.27,10.127,13.29,12.49,UP,1
2005-05-13,13.66,13.4,10.1542,13.378,12.5248,UP,1
2005-05-16,13.99,13.5,10.1891,13.488,12.5648,UP,1
2005-05-17,14.25,13.95,10.2245,13.694,12.6102,UP,1
2005-05-18,14.58,14.25,10.2627,13.956,12.664,DOWN,0
2005-05-19,14.35,14.51,10.2993,14.166,12.7124,DOWN,0
2005-05-20,14.24,14.22,10.3354,14.282,12.7586,UP,1
2005-05-23,14.44,14.24,10.3736,14.372,12.811,UP,1
2005-05-24,14.57,14.47,10.4135,14.436,12.8662,UP,1
2005-05-25,14.59,14.49,10.4521,14.438,12.9234,UP,1
2005-05-26,14.8,14.56,10.492,14.528,12.9878,UP,1
2005-05-27,14.94,14.85,10.534,14.668,13.0554,UP,1
2005-05-31,15.01,14.85,10.5764,14.782,13.1238,UP,1
2005-06-01,15.04,14.92,10.6189,14.876,13.1836,UP,1
2005-06-02,15.05,15.01,10.6613,14.968,13.2464,DOWN,0
