ticker,WDC US Equity,WDC US Equity,WDC US Equity,WDC US Equity,WDC US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2011-05-23,35.85,35.75,32.6888,36.294,37.4814,UP,1
2011-05-24,35.96,35.93,32.7386,36.224,37.525,DOWN,0
2011-05-25,35.8,35.75,32.7955,36.02,37.5672,DOWN,0
2011-05-26,35.66,35.85,32.8483,35.882,37.6232,UP,1
2011-05-27,35.72,35.87,32.9057,35.798,37.6648,UP,1
2011-05-31,36.65,35.78,32.9667,35.958,37.72,DOWN,0
2011-06-01,35.26,36.45,33.0191,35.818,37.7376,DOWN,0
2011-06-02,35.03,35.37,33.0734,35.664,37.754,DOWN,0
2011-06-03,34.96,34.44,33.1266,35.524,37.7652,DOWN,0
2011-06-06,34.32,34.72,33.178,35.244,37.7298,DOWN,0
2011-06-07,34.19,34.57,33.2257,34.752,37.6658,DOWN,0
2011-06-08,33.7,33.98,33.2727,34.44,37.5986,DOWN,0
2011-06-09,33.69,33.71,33.3224,34.172,37.5314,UP,1
2011-06-10,33.96,33.5,33.3718,33.972,37.4564,DOWN,0
2011-06-13,33.59,34.0,33.4217,33.826,37.3824,UP,1
2011-06-14,35.36,34.2,33.4723,34.06,37.326,DOWN,0
2011-06-15,34.16,34.84,33.5194,34.152,37.2632,UP,1
2011-06-16,34.25,34.24,33.5699,34.264,37.2076,DOWN,0
2011-06-17,33.47,34.57,33.609,34.166,37.1236,UP,1
2011-06-20,33.5,33.47,33.6461,34.148,37.0376,UP,1
2011-06-21,34.81,34.05,33.6872,34.038,36.9578,DOWN,0
2011-06-22,34.57,34.57,33.73,34.12,36.8744,UP,1
2011-06-23,37.01,34.16,33.7842,34.672,36.852,DOWN,0
2011-06-24,35.18,37.01,33.8303,35.014,36.8026,DOWN,0
2011-06-27,34.9,35.2,33.8766,35.294,36.733,UP,1
2011-06-28,35.59,35.14,33.9193,35.45,36.67,UP,1
2011-06-29,35.93,35.71,33.9655,35.722,36.6152,UP,1
2011-06-30,36.38,36.05,34.011,35.596,36.5526,UP,1
2011-07-01,36.64,36.23,34.0596,35.888,36.4724,UP,1
2011-07-05,36.78,36.5,34.1109,36.264,36.3832,UP,1
2011-07-06,37.39,36.8,34.1609,36.624,36.3218,UP,1
2011-07-07,38.51,38.5,34.2161,37.14,36.2756,UP,1
2011-07-08,38.52,38.33,34.2753,37.568,36.2488,DOWN,0
2011-07-11,37.21,37.93,34.3255,37.682,36.1882,DOWN,0
2011-07-12,37.02,37.35,34.3696,37.73,36.1326,UP,1
2011-07-13,37.28,37.32,34.4175,37.708,36.089,DOWN,0
2011-07-14,37.06,37.44,34.4641,37.418,36.059,UP,1
2011-07-15,37.27,37.32,34.5068,37.168,36.0444,DOWN,0
2011-07-18,36.74,37.24,34.5485,37.074,36.0258,UP,1
2011-07-19,37.73,37.05,34.5959,37.216,36.0188,UP,1
2011-07-20,38.08,37.98,34.6465,37.376,36.0192,DOWN,0
2011-07-21,35.13,36.0,34.6782,36.99,35.9438,UP,1
2011-07-22,38.04,35.51,34.7289,37.144,35.9358,DOWN,0
2011-07-25,36.9,37.9,34.7717,37.176,35.9048,DOWN,0
2011-07-26,36.45,37.01,34.8094,36.92,35.884,DOWN,0
2011-07-27,35.51,36.24,34.8411,36.406,35.8666,DOWN,0
2011-07-28,35.34,35.65,34.8707,36.448,35.8472,DOWN,0
2011-07-29,34.46,35.01,34.8946,35.732,35.8,UP,1
2011-08-01,34.55,35.0,34.9199,35.262,35.764,DOWN,0
2011-08-02,32.78,34.14,34.9244,34.528,35.6968,UP,1
2011-08-03,33.15,32.8,34.9328,34.056,35.6428,DOWN,0
2011-08-04,31.0,32.65,34.9368,33.188,35.5436,DOWN,0
2011-08-05,30.54,31.6,34.937,32.404,35.4384,DOWN,0
2011-08-08,29.11,29.19,34.9298,31.316,35.3074,UP,1
2011-08-09,30.32,29.32,34.9292,30.824,35.1994,DOWN,0
2011-08-10,29.11,29.54,34.9226,30.016,35.0486,UP,1
2011-08-11,30.46,29.36,34.9201,29.908,34.9526,UP,1
2011-08-12,30.7,30.75,34.9157,29.94,34.866,UP,1
2011-08-15,31.47,30.92,34.9155,30.412,34.7962,DOWN,0
2011-08-16,31.06,31.21,34.9108,30.56,34.731,DOWN,0
2011-08-17,30.0,31.35,34.8977,30.738,34.6472,DOWN,0
2011-08-18,27.83,28.48,34.8718,30.212,34.5298,DOWN,0
2011-08-19,26.41,27.4,34.8374,29.354,34.3842,UP,1
2011-08-22,26.51,27.07,34.8021,28.362,34.2352,UP,1
2011-08-23,27.57,26.64,34.7661,27.664,34.1148,UP,1
2011-08-24,27.91,27.5,34.7317,27.246,33.9658,DOWN,0
2011-08-25,27.61,27.95,34.6969,27.202,33.8348,UP,1
2011-08-26,28.29,27.44,34.6708,27.578,33.7156,UP,1
2011-08-29,29.11,28.69,34.6514,28.098,33.6284,UP,1
2011-08-30,29.63,28.91,34.6366,28.51,33.551,DOWN,0
2011-08-31,29.49,29.75,34.6241,28.826,33.4446,DOWN,0
2011-09-01,28.7,29.44,34.6095,29.044,33.3272,DOWN,0
2011-09-02,27.44,28.08,34.5898,28.874,33.1358,DOWN,0
2011-09-06,27.44,26.5,34.5655,28.54,32.981,UP,1
2011-09-07,28.49,27.79,34.538,28.312,32.8528,DOWN,0
2011-09-08,28.31,28.42,34.511,28.076,32.7072,UP,1
2011-09-09,28.46,28.02,34.4885,28.028,32.5578,UP,1
2011-09-12,28.86,28.02,34.4635,28.312,32.4074,UP,1
2011-09-13,29.13,28.89,34.4403,28.65,32.2572,UP,1
2011-09-14,29.6,29.35,34.4197,28.872,32.1136,UP,1
2011-09-15,30.06,29.96,34.4025,29.222,31.967,UP,1
2011-09-16,30.07,30.2,34.3821,29.544,31.7982,DOWN,0
2011-09-19,29.27,29.61,34.3552,29.626,31.6132,DOWN,0
2011-09-20,28.32,29.43,34.3235,29.464,31.4354,DOWN,0
2011-09-21,27.65,28.56,34.2895,29.074,31.248,DOWN,0
2011-09-22,25.96,26.68,34.2439,28.254,31.0216,UP,1
2011-09-23,26.44,25.73,34.201,27.528,30.8092,UP,1
2011-09-26,27.79,26.58,34.1645,27.232,30.6196,UP,1
2011-09-27,28.09,28.32,34.1266,27.186,30.4466,DOWN,0
2011-09-28,27.01,28.25,34.0841,27.058,30.2322,DOWN,0
2011-09-29,26.74,27.585,34.0447,27.214,30.0054,DOWN,0
2011-09-30,25.72,26.19,34.0072,27.07,29.8172,DOWN,0
2011-10-03,24.6,25.56,33.965,26.432,29.5484,UP,1
2011-10-04,25.38,24.18,33.9271,25.89,29.318,UP,1
2011-10-05,26.95,25.46,33.8964,25.878,29.128,UP,1
2011-10-06,27.48,26.9,33.8663,26.026,28.9674,DOWN,0
2011-10-07,26.94,27.66,33.832,26.27,28.7994,UP,1
2011-10-10,27.93,27.5,33.8025,26.936,28.6688,UP,1
2011-10-11,28.88,27.75,33.7778,27.636,28.5554,DOWN,0
2011-10-12,27.55,29.14,33.7464,27.756,28.4508,UP,1
2011-10-13,28.66,27.08,33.7214,27.992,28.361,DOWN,0
2011-10-14,28.34,29.24,33.6949,28.272,28.3078,DOWN,0
2011-10-17,26.25,26.75,33.6566,27.936,28.222,UP,1
2011-10-18,26.94,26.15,33.6206,27.548,28.1786,DOWN,0
2011-10-19,24.44,26.62,33.5779,26.926,28.061,UP,1
2011-10-20,25.96,22.64,33.5437,26.386,27.998,UP,1
2011-10-21,25.97,25.31,33.5085,25.912,27.9082,UP,1
2011-10-24,27.25,26.01,33.4796,26.112,27.8392,DOWN,0
2011-10-25,26.36,26.9,33.4472,25.996,27.737,UP,1
2011-10-26,27.91,26.94,33.424,26.69,27.674,DOWN,0
2011-10-27,27.42,28.76,33.3963,26.982,27.6224,DOWN,0
2011-10-28,27.3,27.42,33.3691,27.248,27.6118,DOWN,0
2011-10-31,26.64,26.94,33.3351,27.126,27.6164,DOWN,0
2011-11-01,26.5,25.69,33.2979,27.154,27.6162,UP,1
2011-11-02,27.31,27.0,33.2696,27.034,27.611,UP,1
2011-11-03,28.44,27.54,33.2529,27.238,27.6216,DOWN,0
2011-11-04,27.95,28.04,33.2351,27.368,27.6284,DOWN,0
2011-11-07,27.68,27.86,33.2113,27.576,27.6162,UP,1
2011-11-08,27.79,27.89,33.1887,27.834,27.5898,DOWN,0
2011-11-09,26.01,27.11,33.1501,27.574,27.5174,DOWN,0
2011-11-10,25.79,26.37,33.1053,27.044,27.4434,UP,1
2011-11-11,26.62,26.09,33.0687,26.778,27.4018,DOWN,0
2011-11-14,26.34,26.45,33.0303,26.51,27.3798,DOWN,0
2011-11-15,25.05,25.53,32.9832,25.962,27.332,UP,1
2011-11-16,26.82,25.76,32.9353,26.124,27.2986,DOWN,0
2011-11-17,25.26,26.77,32.8817,26.018,27.2376,UP,1
2011-11-18,26.04,25.56,32.8309,25.902,27.1892,UP,1
2011-11-21,26.11,25.98,32.7797,25.856,27.1342,DOWN,0
2011-11-22,25.78,25.94,32.7268,26.002,27.0672,DOWN,0
2011-11-23,25.59,25.8,32.6761,25.756,26.987,DOWN,0
2011-11-25,25.0,25.44,32.6253,25.704,26.8858,UP,1
2011-11-28,26.56,25.77,32.586,25.808,26.8156,UP,1
2011-11-29,27.51,27.17,32.5502,26.088,26.7804,UP,1
2011-11-30,29.07,28.45,32.5248,26.746,26.7954,UP,1
2011-12-01,29.25,28.88,32.5023,27.478,26.8274,UP,1
2011-12-02,31.44,32.5,32.4913,28.766,26.937,UP,1
2011-12-05,32.01,32.08,32.4851,29.856,27.0484,DOWN,0
2011-12-06,31.68,32.09,32.483,30.69,27.1262,UP,1
2011-12-07,31.82,31.49,32.4884,31.24,27.2008,DOWN,0
2011-12-08,31.53,31.49,32.4926,31.696,27.2912,UP,1
2011-12-09,32.38,31.57,32.4985,31.884,27.404,DOWN,0
2011-12-12,31.94,32.18,32.5053,31.87,27.5284,DOWN,0
2011-12-13,31.06,32.08,32.5134,31.746,27.6576,DOWN,0
2011-12-14,30.51,31.08,32.5172,31.484,27.7602,UP,1
2011-12-15,30.67,30.95,32.5188,31.312,27.8346,UP,1
2011-12-16,30.95,30.94,32.5235,31.026,27.904,DOWN,0
2011-12-19,30.64,31.14,32.5033,30.766,27.978,UP,1
2011-12-20,31.89,31.08,32.4813,30.932,28.0572,DOWN,0
2011-12-21,31.4,31.7,32.4608,31.11,28.1076,UP,1
2011-12-22,31.71,31.47,32.4477,31.318,28.1908,UP,1
2011-12-23,32.14,31.89,32.4364,31.556,28.2604,DOWN,0
2011-12-27,31.23,31.94,32.4237,31.674,28.3182,DOWN,0
2011-12-28,30.76,31.34,32.409,31.448,28.4084,UP,1
2011-12-29,31.1,30.83,32.4002,31.388,28.4916,DOWN,0
2011-12-30,30.95,31.09,32.3868,31.236,28.6218,UP,1
2012-01-03,30.98,31.38,32.3722,31.004,28.7222,UP,1
2012-01-04,31.3,30.86,32.3568,31.018,28.8288,UP,1
2012-01-05,32.76,32.44,32.3496,31.418,28.939,UP,1
2012-01-06,33.49,32.86,32.345,31.896,29.0816,UP,1
2012-01-09,33.75,33.37,32.3333,32.456,29.1984,DOWN,0
2012-01-10,33.53,34.18,32.314,32.966,29.3206,DOWN,0
2012-01-11,33.36,33.39,32.2955,33.378,29.4418,UP,1
2012-01-12,33.86,33.37,32.2796,33.598,29.5862,DOWN,0
2012-01-13,33.35,33.49,32.2578,33.57,29.7232,DOWN,0
2012-01-17,33.09,33.68,32.2368,33.438,29.8388,UP,1
2012-01-18,33.66,33.12,32.2142,33.464,29.9432,UP,1
2012-01-19,33.95,33.72,32.1974,33.582,30.0632,UP,1
2012-01-20,34.65,33.93,32.1855,33.74,30.2026,UP,1
2012-01-23,34.71,34.7,32.1707,34.012,30.341,UP,1
2012-01-24,36.88,36.03,32.1661,34.77,30.5584,UP,1
2012-01-25,37.4,36.79,32.1591,35.518,30.7906,DOWN,0
2012-01-26,37.01,37.49,32.1505,36.13,30.9984,UP,1
2012-01-27,37.05,37.06,32.1451,36.61,31.2126,DOWN,0
2012-01-30,36.87,36.735,32.1412,37.042,31.449,DOWN,0
2012-01-31,36.35,37.14,32.131,36.936,31.6396,UP,1
2012-02-01,38.03,37.83,32.1275,37.062,31.895,DOWN,0
2012-02-02,37.57,38.08,32.122,37.174,32.1256,UP,1
2012-02-03,38.58,37.92,32.1173,37.48,32.375,UP,1
2012-02-06,38.72,38.46,32.1077,37.85,32.6338,UP,1
2012-02-07,38.88,38.4,32.0959,38.356,32.8996,UP,1
2012-02-08,39.77,39.39,32.0924,38.704,33.195,DOWN,0
2012-02-09,39.19,39.77,32.0843,39.028,33.4476,DOWN,0
2012-02-10,38.57,38.55,32.0778,39.026,33.6688,DOWN,0
2012-02-13,38.17,38.87,32.0675,38.916,33.8508,UP,1
2012-02-14,39.14,38.01,32.0642,38.968,34.0486,DOWN,0
2012-02-15,38.3,39.26,32.0584,38.674,34.1858,UP,1
2012-02-16,40.59,38.41,32.0685,38.954,34.3574,DOWN,0
2012-02-17,40.45,40.65,32.0808,39.33,34.5328,DOWN,0
2012-02-21,40.24,40.45,32.0936,39.744,34.7012,DOWN,0
2012-02-22,39.56,40.04,32.101,39.828,34.8618,UP,1
2012-02-23,39.7,39.45,32.1092,40.108,35.0082,UP,1
2012-02-24,39.78,39.75,32.1136,39.946,35.165,DOWN,0
2012-02-27,38.79,39.4,32.1154,39.614,35.3196,UP,1
2012-02-28,39.38,38.99,32.12,39.442,35.497,DOWN,0
2012-02-29,39.25,40.06,32.1288,39.38,35.6686,UP,1
2012-03-01,39.86,39.39,32.1462,39.412,35.8468,DOWN,0
2012-03-02,38.93,40.0,32.1593,39.242,36.0126,DOWN,0
2012-03-05,38.47,38.76,32.1676,39.178,36.1442,DOWN,0
2012-03-06,37.22,37.74,32.1719,38.746,36.2606,UP,1
2012-03-07,37.87,37.39,32.1806,38.47,36.3838,UP,1
2012-03-08,38.98,38.2,32.1962,38.294,36.5206,UP,1
2012-03-09,40.32,39.07,32.218,38.572,36.7024,DOWN,0
2012-03-12,39.63,40.15,32.2372,38.804,36.8798,UP,1
2012-03-13,40.15,40.05,32.2596,39.39,37.0608,DOWN,0
2012-03-14,39.63,40.23,32.2792,39.742,37.2344,DOWN,0
2012-03-15,38.87,39.68,32.2903,39.72,37.3922,DOWN,0
2012-03-16,38.26,38.84,32.3053,39.308,37.5314,DOWN,0
2012-03-19,38.19,38.41,32.3211,39.02,37.64,UP,1
2012-03-20,39.08,37.83,32.3417,38.806,37.7518,UP,1
2012-03-21,39.45,39.05,32.3673,38.77,37.8658,UP,1
2012-03-22,42.06,40.36,32.4067,39.408,38.0364,UP,1
2012-03-23,42.44,42.04,32.4504,40.244,38.218,UP,1
2012-03-26,42.6,42.76,32.4949,41.126,38.3928,DOWN,0
2012-03-27,42.46,42.75,32.5374,41.802,38.575,DOWN,0
2012-03-28,42.17,42.41,32.5803,42.346,38.7566,DOWN,0
2012-03-29,42.01,42.41,32.6136,42.336,38.9236,DOWN,0
2012-03-30,41.39,42.09,32.6497,42.126,39.0724,UP,1
2012-04-02,41.91,41.36,32.688,41.988,39.2176,DOWN,0
2012-04-03,41.63,41.9,32.7288,41.822,39.356,DOWN,0
2012-04-04,41.28,41.15,32.7677,41.644,39.444,DOWN,0
2012-04-05,39.74,40.77,32.7924,41.19,39.4908,DOWN,0
2012-04-09,39.69,39.35,32.818,40.85,39.5444,DOWN,0
2012-04-10,38.27,39.54,32.8243,40.122,39.5688,DOWN,0
2012-04-11,38.22,38.65,32.8395,39.44,39.5958,UP,1
2012-04-12,39.19,38.25,32.8609,39.022,39.6526,DOWN,0
2012-04-13,39.02,39.17,32.8781,38.878,39.6724,UP,1
2012-04-16,39.57,39.43,32.8963,38.854,39.7124,DOWN,0
2012-04-17,39.51,39.92,32.9119,39.102,39.731,UP,1
2012-04-18,41.56,40.28,32.9365,39.77,39.7878,UP,1
2012-04-19,42.05,41.42,32.9629,40.342,39.8512,DOWN,0
2012-04-20,41.44,42.06,32.9831,40.826,39.8846,DOWN,0
2012-04-23,41.42,40.95,32.9977,41.196,39.9292,UP,1
2012-04-24,41.44,41.28,33.0123,41.582,39.9866,UP,1
2012-04-25,43.14,41.72,33.0419,41.898,40.086,UP,1
2012-04-26,44.1,43.67,33.0773,42.308,40.1852,DOWN,0
2012-04-27,37.93,38.8,33.0806,41.606,40.1778,UP,1
2012-04-30,38.81,38.27,33.0893,41.084,40.1422,UP,1
2012-05-01,40.04,38.68,33.1032,40.804,40.134,UP,1
2012-05-02,40.53,39.8,33.1221,40.282,40.1398,DOWN,0
2012-05-03,39.24,40.56,33.1297,39.31,40.1334,DOWN,0
2012-05-04,38.88,38.9,33.1337,39.5,40.117,UP,1
2012-05-07,39.15,38.07,33.1538,39.568,40.1044,DOWN,0
2012-05-08,39.14,38.9,33.1593,39.388,40.1114,UP,1
2012-05-09,39.95,38.65,33.1745,39.272,40.1228,UP,1
2012-05-10,40.74,40.2,33.196,39.572,40.1526,DOWN,0
2012-05-11,40.3,40.36,33.2199,39.856,40.1614,DOWN,0
2012-05-14,39.93,39.96,33.2429,40.012,40.1814,UP,1
2012-05-15,39.96,39.8,33.2704,40.176,40.2112,DOWN,0
2012-05-16,38.63,40.21,33.2908,39.912,40.2394,DOWN,0
2012-05-17,37.07,38.71,33.3122,39.178,40.2234,DOWN,0
2012-05-18,34.66,37.16,33.3198,38.05,40.137,UP,1
2012-05-21,35.96,35.07,33.3446,37.256,40.0498,DOWN,0
2012-05-22,34.51,35.08,33.3644,36.166,39.9474,DOWN,0
2012-05-23,34.1,33.95,33.3894,35.26,39.8264,DOWN,0
2012-05-24,33.83,34.19,33.4069,34.612,39.7104,UP,1
2012-05-25,34.21,33.7,33.4324,34.522,39.6172,DOWN,0
2012-05-29,33.17,33.2,33.446,33.964,39.5154,DOWN,0
2012-05-30,32.23,33.09,33.4536,33.508,39.3962,DOWN,0
2012-05-31,31.39,31.45,33.4532,32.966,39.2424,DOWN,0
2012-06-01,30.11,30.49,33.4485,32.222,39.0556,DOWN,0
2012-06-04,29.9,30.17,33.448,31.36,38.8124,UP,1
2012-06-05,29.925,29.75,33.4584,30.711,38.5621,UP,1
2012-06-06,30.94,30.24,33.4811,30.453,38.3289,DOWN,0
2012-06-07,30.82,31.12,33.5026,30.339,38.0961,UP,1
2012-06-08,31.23,30.67,33.5209,30.563,37.8773,DOWN,0
2012-06-11,30.66,31.72,33.5347,30.715,37.6503,DOWN,0
2012-06-12,30.54,30.5,33.5493,30.838,37.4333,DOWN,0
2012-06-13,30.34,30.47,33.5596,30.718,37.2019,DOWN,0
2012-06-14,30.2,30.24,33.565,30.594,36.9733,UP,1
2012-06-15,30.69,30.31,33.5703,30.486,36.7615,DOWN,0
2012-06-18,30.55,30.52,33.5756,30.464,36.5777,UP,1
2012-06-19,30.86,30.79,33.5864,30.528,36.4011,UP,1
2012-06-20,30.89,30.85,33.6037,30.638,36.2535,DOWN,0
2012-06-21,29.37,30.5,33.6133,30.472,36.0765,UP,1
2012-06-22,29.7,29.38,33.6194,30.274,35.8867,DOWN,0
2012-06-25,28.93,29.26,33.6225,29.95,35.6849,UP,1
2012-06-26,29.13,29.1,33.6258,29.604,35.4761,UP,1
2012-06-27,29.8,29.26,33.6305,29.386,35.2819,DOWN,0
2012-06-28,28.8,28.64,33.6289,29.272,35.0267,UP,1
2012-06-29,30.48,29.49,33.6333,29.428,34.7953,DOWN,0
2012-07-02,29.84,30.59,33.6322,29.61,34.5633,UP,1
2012-07-03,30.98,29.9,33.6367,29.98,34.3545,DOWN,0
2012-07-05,30.68,30.9,33.6438,30.156,34.1393,UP,1
2012-07-06,31.02,30.14,33.6573,30.6,33.8969,UP,1
2012-07-09,31.53,30.86,33.6767,30.81,33.6455,UP,1
2012-07-10,32.01,31.76,33.7069,31.244,33.5271,DOWN,0
2012-07-11,31.5,31.96,33.7322,31.348,33.3809,DOWN,0
2012-07-12,31.35,31.29,33.75,31.482,33.2071,UP,1
2012-07-13,31.58,31.5,33.7675,31.594,33.0281,UP,1
2012-07-16,31.62,31.38,33.7905,31.612,32.8757,UP,1
2012-07-17,31.97,31.89,33.8167,31.604,32.7375,UP,1
2012-07-18,33.4,32.03,33.8551,31.984,32.6225,DOWN,0
2012-07-19,32.71,33.7,33.8956,32.256,32.4939,DOWN,0
2012-07-20,32.07,32.54,33.9291,32.354,32.3363,UP,1
2012-07-23,32.28,31.48,33.9557,32.486,32.1671,DOWN,0
2012-07-24,31.77,32.24,33.9772,32.446,31.9965,UP,1
2012-07-25,32.47,31.73,34.0048,32.26,31.8473,UP,1
2012-07-26,39.27,38.09,34.0615,33.572,31.8335,UP,1
2012-07-27,39.92,39.23,34.1167,35.142,31.8593,UP,1
2012-07-30,40.17,40.11,34.1798,36.72,31.9213,DOWN,0
2012-07-31,39.77,39.36,34.2354,38.32,32.0235,DOWN,0
2012-08-01,39.42,40.23,34.2908,39.71,32.0927,UP,1
2012-08-02,39.9,39.19,34.359,39.836,32.2005,UP,1
2012-08-03,41.0,40.69,34.4293,40.052,32.3385,UP,1
2012-08-06,41.25,41.09,34.5134,40.268,32.4869,UP,1
2012-08-07,41.75,41.67,34.5923,40.664,32.6377,UP,1
2012-08-08,41.86,41.63,34.6718,41.152,32.8115,UP,1
2012-08-09,43.03,42.18,34.7507,41.778,33.0275,UP,1
2012-08-10,43.99,42.9,34.8388,42.376,33.2795,UP,1
2012-08-13,44.32,43.99,34.9209,42.99,33.5637,DOWN,0
2012-08-14,44.0,44.4,35.0038,43.44,33.8457,UP,1
2012-08-15,44.17,44.04,35.0881,43.902,34.1306,UP,1
2012-08-16,45.41,44.26,35.182,44.378,34.42,UP,1
2012-08-17,45.48,45.09,35.2769,44.676,34.7132,DOWN,0
2012-08-20,45.32,45.44,35.3669,44.876,34.995,DOWN,0
2012-08-21,44.66,45.39,35.448,45.008,35.275,DOWN,0
2012-08-22,44.5,44.28,35.5308,45.074,35.5542,DOWN,0
2012-08-23,43.48,44.25,35.6098,44.688,35.817,UP,1
2012-08-24,43.63,43.45,35.689,44.318,36.0856,UP,1
2012-08-27,43.79,43.91,35.7779,44.012,36.3476,DOWN,0
2012-08-28,43.5,43.44,35.8664,43.78,36.6066,DOWN,0
2012-08-29,43.5,43.49,35.9508,43.58,36.8594,DOWN,0
2012-08-30,42.1,43.23,36.0296,43.304,37.0836,DOWN,0
2012-08-31,41.82,42.33,36.1135,42.942,37.3326,UP,1
2012-09-04,42.32,42.08,36.191,42.648,37.585,DOWN,0
2012-09-05,41.84,42.18,36.2739,42.316,37.8432,UP,1
2012-09-06,43.11,41.25,36.3592,42.238,38.1228,DOWN,0
2012-09-07,41.86,42.7,36.438,42.19,38.364,DOWN,0
2012-09-10,41.18,41.64,36.515,42.062,38.6116,UP,1
2012-09-11,42.25,41.29,36.5983,42.048,38.847,DOWN,0
2012-09-12,41.48,42.05,36.6807,41.976,39.0798,UP,1
2012-09-13,42.5783,41.27,36.7608,41.8697,39.3118,DOWN,0
2012-09-14,41.06,43.45,36.8285,41.7097,39.5194,DOWN,0
2012-09-17,39.48,41.2,36.8806,41.3697,39.6886,DOWN,0
2012-09-18,39.36,39.46,36.9311,40.7917,39.8452,DOWN,0
2012-09-19,39.07,39.6,36.9693,40.3097,39.9864,UP,1
2012-09-20,39.0703,38.9,37.0046,39.6081,40.1378,UP,1
2012-09-21,40.16,39.43,37.047,39.4281,40.314,DOWN,0
2012-09-24,40.02,39.7,37.088,39.5361,40.4828,DOWN,0
2012-09-25,39.655,40.43,37.1286,39.5951,40.6435,DOWN,0
2012-09-26,38.605,39.3,37.1597,39.5021,40.7762,UP,1
2012-09-27,39.58,38.74,37.1979,39.604,40.8998,DOWN,0
2012-09-28,38.73,39.37,37.2363,39.318,41.0202,DOWN,0
2012-10-01,38.12,38.72,37.2743,38.938,41.1412,UP,1
2012-10-02,38.17,38.5,37.3118,38.641,41.259,DOWN,0
2012-10-03,37.6,38.33,37.3451,38.44,41.3756,UP,1
2012-10-04,37.995,37.72,37.3818,38.123,41.4861,DOWN,0
2012-10-05,37.99,38.14,37.4123,37.975,41.4605,UP,1
2012-10-08,38.34,37.91,37.447,38.019,41.4289,DOWN,0
2012-10-09,37.19,38.18,37.4744,37.823,41.3693,DOWN,0
2012-10-10,36.37,37.13,37.4956,37.577,41.3013,UP,1
2012-10-11,36.59,36.59,37.5224,37.296,41.2447,DOWN,0
2012-10-12,36.02,35.59,37.5487,36.902,41.1671,DOWN,0
2012-10-15,35.75,36.0,37.5719,36.384,41.0621,UP,1
2012-10-16,36.35,35.94,37.5989,36.216,40.9641,DOWN,0
2012-10-17,36.24,36.25,37.6252,36.19,40.8539,DOWN,0
2012-10-18,35.55,36.12,37.6465,35.982,40.7277,DOWN,0
2012-10-19,34.88,35.4,37.6571,35.754,40.5647,UP,1
2012-10-22,35.28,35.15,37.666,35.66,40.3905,DOWN,0
2012-10-23,34.43,32.5,37.6694,35.276,40.1927,DOWN,0
2012-10-24,33.76,34.29,37.6706,34.78,39.9879,UP,1
2012-10-25,34.4,34.05,37.6758,34.55,39.7925,DOWN,0
2012-10-26,34.12,34.33,37.6771,34.398,39.5667,UP,1
2012-10-31,34.23,34.07,37.6815,34.188,39.3417,UP,1
2012-11-01,35.41,34.3,37.6931,34.384,39.1435,DOWN,0
2012-11-02,35.2,35.55,37.7008,34.672,38.9543,UP,1
2012-11-05,35.56,34.95,37.7088,34.904,38.7755,UP,1
2012-11-06,37.0397,35.75,37.7208,35.4879,38.6467,DOWN,0
2012-11-07,35.3,36.77,37.7237,35.7019,38.4801,DOWN,0
2012-11-08,34.84,35.31,37.7135,35.5879,38.3011,UP,1
2012-11-09,35.11,34.81,37.7021,35.5699,38.1333,DOWN,0
2012-11-12,34.735,35.17,37.6907,35.4049,37.958,DOWN,0
2012-11-13,34.6791,34.44,37.6789,34.9328,37.8095,DOWN,0
2012-11-14,33.85,34.81,37.6638,34.6428,37.6501,DOWN,0
2012-11-15,33.85,33.97,37.6513,34.4448,37.4807,UP,1
2012-11-16,34.58,33.9,37.634,34.3388,37.3355,UP,1
2012-11-19,35.0,34.91,37.6212,34.3918,37.1733,DOWN,0
2012-11-20,34.09,34.89,37.5987,34.274,37.0179,UP,1
2012-11-21,34.38,34.23,37.577,34.38,36.8819,UP,1
2012-11-23,35.09,34.65,37.5581,34.628,36.7387,UP,1
2012-11-26,35.81,35.05,37.5383,34.874,36.6253,DOWN,0
2012-11-27,34.69,35.7,37.5158,34.812,36.4676,DOWN,0
2012-11-28,33.9,34.45,37.4924,34.774,36.3244,UP,1
2012-11-29,33.92,34.0,37.4712,34.682,36.2132,DOWN,0
2012-11-30,33.43,33.9,37.4426,34.35,36.0946,DOWN,0
2012-12-03,33.41,33.59,37.4182,33.87,35.9814,UP,1
2012-12-04,33.59,33.4,37.3832,33.65,35.8718,UP,1
2012-12-05,36.03,34.67,37.3611,34.076,35.7892,UP,1
2012-12-06,37.1,36.1,37.3454,34.712,35.7308,UP,1
2012-12-07,37.6,37.25,37.3356,35.546,35.6897,UP,1
2012-12-10,38.45,37.68,37.3293,36.554,35.6866,DOWN,0
2012-12-11,38.16,38.8,37.3212,37.468,35.6582,DOWN,0
2012-12-12,37.86,37.55,37.3166,37.834,35.6408,DOWN,0
2012-12-13,37.83,37.73,37.3088,37.98,35.635,DOWN,0
2012-12-14,37.78,37.76,37.3015,38.016,35.6272,UP,1
2012-12-17,38.04,38.01,37.2924,37.934,35.636,UP,1
2012-12-18,39.6,38.43,37.2957,38.222,35.6681,UP,1
2012-12-19,41.2,40.0,37.3094,38.89,35.7323,UP,1
