ticker,CDW US Equity,CDW US Equity,CDW US Equity,CDW US Equity,CDW US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2015-03-04,38.03,37.99,38.002,36.0204,32.6081,DOWN,0
2015-03-05,37.75,38.04,37.918,36.0782,32.6497,DOWN,0
2015-03-06,37.39,37.65,37.87,36.1244,32.6905,DOWN,0
2015-03-09,37.31,37.34,37.732,36.1584,32.7288,DOWN,0
2015-03-10,36.38,37.05,37.372,36.171,32.7702,DOWN,0
2015-03-11,36.1,36.29,36.986,36.1746,32.8084,DOWN,0
2015-03-12,35.57,35.95,36.55,36.1714,32.8422,UP,1
2015-03-13,35.95,35.57,36.262,36.1836,32.877,UP,1
2015-03-16,36.34,35.96,36.068,36.207,32.9131,DOWN,0
2015-03-17,36.26,36.23,36.044,36.235,32.9473,UP,1
2015-03-18,36.74,36.3,36.172,36.28,32.9836,UP,1
2015-03-19,37.32,36.74,36.522,36.3466,33.0223,UP,1
2015-03-20,37.77,37.43,36.886,36.408,33.0623,UP,1
2015-03-23,37.98,37.76,37.214,36.4562,33.1023,DOWN,0
2015-03-24,37.83,37.82,37.528,36.4986,33.1411,DOWN,0
2015-03-25,37.37,37.96,37.654,36.5318,33.1766,DOWN,0
2015-03-26,36.97,37.33,37.584,36.5456,33.2091,UP,1
2015-03-27,37.82,36.93,37.594,36.5918,33.2459,DOWN,0
2015-03-30,37.75,38.05,37.548,36.6392,33.2832,DOWN,0
2015-03-31,37.24,37.5,37.43,36.6686,33.3169,DOWN,0
2015-04-01,36.74,37.2,37.304,36.6932,33.347,DOWN,0
2015-04-02,36.67,36.65,37.244,36.7176,33.3737,UP,1
2015-04-06,36.92,36.56,37.064,36.7412,33.4017,UP,1
2015-04-07,37.18,36.95,36.95,36.77,33.4288,UP,1
2015-04-08,37.95,37.25,37.092,36.8152,33.4581,UP,1
2015-04-09,38.37,37.98,37.418,36.8904,33.49,UP,1
2015-04-10,38.42,38.48,37.768,36.9674,33.5233,UP,1
2015-04-13,38.47,38.51,38.078,37.0416,33.5546,DOWN,0
2015-04-14,38.03,38.42,38.248,37.117,33.5845,UP,1
2015-04-15,38.46,38.14,38.35,37.2008,33.6184,DOWN,0
2015-04-16,38.19,38.43,38.314,37.2592,33.6499,DOWN,0
2015-04-17,37.83,37.99,38.196,37.3132,33.6788,UP,1
2015-04-20,38.31,38.04,38.164,37.3702,33.7086,UP,1
2015-04-21,38.72,38.52,38.302,37.425,33.7397,UP,1
2015-04-22,38.93,38.77,38.396,37.4826,33.7766,UP,1
2015-04-23,39.02,38.94,38.562,37.535,33.8132,DOWN,0
2015-04-24,38.87,39.15,38.77,37.5926,33.8475,DOWN,0
2015-04-27,38.73,38.87,38.854,37.6392,33.8817,DOWN,0
2015-04-28,38.73,38.64,38.856,37.6732,33.918,DOWN,0
2015-04-29,38.59,38.42,38.788,37.6912,33.9534,DOWN,0
2015-04-30,38.32,38.54,38.648,37.6988,33.9892,UP,1
2015-05-01,38.67,38.45,38.608,37.7164,34.0258,UP,1
2015-05-04,38.82,38.68,38.626,37.7378,34.0638,UP,1
2015-05-05,38.87,38.77,38.654,37.7556,34.1018,DOWN,0
2015-05-06,38.64,38.8,38.664,37.7666,34.1394,DOWN,0
2015-05-07,36.97,38.0,38.394,37.7454,34.1684,DOWN,0
2015-05-08,36.7,37.03,38.0,37.716,34.196,UP,1
2015-05-11,36.71,36.63,37.578,37.6976,34.2229,UP,1
2015-05-12,36.93,36.59,37.19,37.6762,34.2525,UP,1
2015-05-13,36.99,37.0,36.86,37.6524,34.2824,UP,1
2015-05-14,37.37,37.23,36.94,37.6392,34.3137,UP,1
2015-05-15,37.58,37.47,37.116,37.6358,34.3452,DOWN,0
2015-05-18,37.54,37.6,37.282,37.6388,34.3784,DOWN,0
2015-05-19,36.77,36.7,37.25,37.628,34.4074,DOWN,0
2015-05-20,36.72,36.77,37.196,37.6348,34.4373,UP,1
2015-05-21,37.1,36.79,37.142,37.6548,34.4677,DOWN,0
2015-05-22,37.03,37.0,37.032,37.684,34.4973,DOWN,0
2015-05-26,36.42,36.94,36.808,37.6934,34.5262,UP,1
2015-05-27,36.87,36.58,36.828,37.704,34.5563,UP,1
2015-05-28,36.95,36.76,36.874,37.7178,34.5858,UP,1
2015-05-29,37.1,36.99,36.874,37.725,34.615,DOWN,0
2015-06-01,37.0,37.18,36.868,37.7186,34.6418,DOWN,0
2015-06-02,36.88,36.87,36.96,37.7008,34.6665,UP,1
2015-06-03,36.97,36.98,36.98,37.6806,34.691,DOWN,0
2015-06-04,36.48,36.88,36.886,37.6536,34.7099,UP,1
2015-06-05,36.58,36.42,36.782,37.6378,34.7278,DOWN,0
2015-06-08,36.4,36.6,36.662,37.6264,34.7453,UP,1
2015-06-09,36.58,36.36,36.602,37.6016,34.7624,UP,1
2015-06-10,37.1,36.62,36.628,37.5886,34.7823,DOWN,0
2015-06-11,36.87,37.25,36.706,37.5812,34.8005,DOWN,0
2015-06-12,36.72,36.76,36.734,37.5808,34.8167,DOWN,0
2015-06-15,36.59,36.71,36.772,37.5792,34.8328,DOWN,0
2015-06-16,36.43,36.45,36.742,37.5694,34.8502,UP,1
2015-06-17,36.695,36.43,36.661,37.5597,34.8685,UP,1
2015-06-18,37.44,36.76,36.775,37.5495,34.89,DOWN,0
2015-06-19,36.8,37.24,36.791,37.5181,34.9155,UP,1
2015-06-22,36.97,36.98,36.867,37.4891,34.9435,UP,1
2015-06-23,37.1,37.02,37.001,37.4617,34.9707,DOWN,0
2015-06-24,36.51,37.09,36.964,37.4313,34.9951,DOWN,0
2015-06-25,36.47,36.52,36.77,37.3915,35.0203,DOWN,0
2015-06-26,35.3,36.35,36.47,37.3337,35.04,DOWN,0
2015-06-29,34.58,35.22,35.992,37.2687,35.0568,DOWN,0
2015-06-30,34.28,34.85,35.428,37.1881,35.0713,UP,1
2015-07-01,34.65,34.62,35.056,37.1067,35.0905,DOWN,0
2015-07-02,34.45,34.61,34.652,37.0171,35.1077,DOWN,0
2015-07-06,34.12,34.17,34.416,36.9191,35.1217,UP,1
2015-07-07,34.39,34.2,34.378,36.8295,35.1347,DOWN,0
2015-07-08,33.84,34.09,34.29,36.7317,35.1449,DOWN,0
2015-07-09,33.74,34.13,34.108,36.6319,35.1571,UP,1
2015-07-10,33.94,34.2,34.006,36.5389,35.1743,UP,1
2015-07-13,34.38,34.25,34.058,36.4601,35.1914,UP,1
2015-07-14,34.82,34.28,34.144,36.3831,35.2138,DOWN,0
2015-07-15,34.31,34.74,34.238,36.2929,35.2325,UP,1
2015-07-16,34.4,34.66,34.37,36.2035,35.2512,DOWN,0
2015-07-17,34.15,34.52,34.412,36.1137,35.2667,DOWN,0
2015-07-20,33.99,34.17,34.334,36.0541,35.2849,DOWN,0
2015-07-21,33.73,33.77,34.116,35.9947,35.303,UP,1
2015-07-22,34.2,33.51,34.094,35.9445,35.3204,UP,1
2015-07-23,34.23,34.25,34.06,35.8905,35.3387,DOWN,0
2015-07-24,33.61,34.1,33.952,35.8229,35.356,DOWN,0
2015-07-27,33.31,33.32,33.816,35.7417,35.3718,UP,1
2015-07-28,34.5,33.38,33.97,35.6801,35.3953,UP,1
2015-07-29,35.05,34.69,34.14,35.6303,35.4255,UP,1
2015-07-30,35.44,35.38,34.382,35.6037,35.4609,UP,1
2015-07-31,35.93,35.62,34.846,35.5879,35.4985,UP,1
2015-08-03,38.63,37.66,35.91,35.6185,35.5495,UP,1
2015-08-04,39.1,39.0,36.83,35.6599,35.6037,UP,1
2015-08-05,39.72,39.35,37.764,35.7259,35.6571,DOWN,0
2015-08-06,39.33,39.71,38.542,35.7751,35.709,DOWN,0
2015-08-07,38.91,39.3,39.138,35.8143,35.7546,UP,1
2015-08-10,39.29,39.27,39.27,35.8581,35.8034,UP,1
2015-08-11,39.39,38.98,39.328,35.9059,35.851,DOWN,0
2015-08-12,38.9,39.16,39.164,35.9463,35.8957,DOWN,0
2015-08-13,38.82,38.31,39.062,35.9833,35.9404,UP,1
2015-08-14,39.18,39.27,39.116,36.0373,35.9846,UP,1
2015-08-17,39.73,38.99,39.204,36.1003,36.0333,DOWN,0
2015-08-18,39.45,39.77,39.216,36.1613,36.0799,DOWN,0
2015-08-19,39.45,39.25,39.326,36.2187,36.1229,DOWN,0
2015-08-20,38.66,39.06,39.294,36.2499,36.1609,DOWN,0
2015-08-21,38.25,38.45,39.108,36.2775,36.197,DOWN,0
2015-08-24,37.41,36.47,38.644,36.2913,36.2274,UP,1
2015-08-25,37.55,38.76,38.264,36.3105,36.2527,UP,1
2015-08-26,39.48,38.18,38.27,36.3715,36.2872,UP,1
2015-08-27,40.1,39.75,38.558,36.4396,36.3239,DOWN,0
2015-08-28,39.97,40.19,38.902,36.4902,36.3608,DOWN,0
2015-08-31,39.75,39.87,39.37,36.5492,36.3972,DOWN,0
2015-09-01,38.41,38.99,39.542,36.578,36.4264,UP,1
2015-09-02,38.79,38.6,39.404,36.6118,36.4556,UP,1
2015-09-03,39.25,38.8,39.234,36.6666,36.4875,DOWN,0
2015-09-04,38.7,38.57,38.98,36.7112,36.5148,UP,1
2015-09-08,40.3,38.7,39.09,36.8112,36.5518,UP,1
2015-09-09,40.4,40.88,39.488,36.9276,36.5893,UP,1
2015-09-10,40.75,40.48,39.88,37.057,36.6255,UP,1
2015-09-11,41.1,40.7,40.25,37.186,36.6564,DOWN,0
2015-09-14,41.06,41.1,40.722,37.3182,36.6871,UP,1
2015-09-15,41.56,41.3,40.974,37.467,36.7195,UP,1
2015-09-16,41.82,41.72,41.258,37.6156,36.7532,DOWN,0
2015-09-17,41.28,41.9,41.364,37.7644,36.7875,DOWN,0
2015-09-18,40.83,40.85,41.31,37.9062,36.8197,DOWN,0
2015-09-21,40.56,41.14,41.21,38.0386,36.8546,DOWN,0
2015-09-22,40.33,40.21,40.964,38.1576,36.8855,UP,1
2015-09-23,40.47,40.4,40.694,38.2706,36.9161,UP,1
2015-09-24,40.59,40.09,40.556,38.3962,36.9493,UP,1
2015-09-25,40.78,41.01,40.546,38.5238,36.9824,DOWN,0
2015-09-28,39.33,40.7,40.3,38.6274,37.0091,UP,1
2015-09-29,39.82,39.44,40.198,38.744,37.0376,UP,1
2015-09-30,40.86,40.39,40.276,38.8866,37.0703,UP,1
2015-10-01,41.01,40.69,40.36,39.0228,37.1093,DOWN,0
2015-10-02,40.59,40.19,40.322,39.15,37.1459,UP,1
2015-10-05,41.77,40.97,40.81,39.3132,37.1854,UP,1
2015-10-06,41.83,41.82,41.212,39.4836,37.2212,UP,1
2015-10-07,42.6,42.0,41.56,39.6456,37.2599,DOWN,0
2015-10-08,42.56,42.61,41.87,39.7958,37.2973,UP,1
2015-10-09,42.73,42.78,42.298,39.9416,37.3329,UP,1
2015-10-12,43.04,42.98,42.552,40.0838,37.3694,UP,1
2015-10-13,43.45,43.94,42.876,40.1802,37.407,DOWN,0
2015-10-14,43.35,43.34,43.026,40.2652,37.4451,UP,1
2015-10-15,43.57,43.87,43.228,40.3422,37.4863,UP,1
2015-10-16,43.95,43.72,43.472,40.4346,37.5302,UP,1
2015-10-19,44.16,43.95,43.696,40.5396,37.5767,DOWN,0
2015-10-20,44.0,44.21,43.806,40.6338,37.6242,DOWN,0
2015-10-21,43.705,44.31,43.877,40.7201,37.6728,UP,1
2015-10-22,44.88,43.95,44.139,40.8397,37.7237,DOWN,0
2015-10-23,44.83,45.57,44.315,40.9599,37.77,DOWN,0
2015-10-26,44.33,44.8,44.349,41.0629,37.8131,DOWN,0
2015-10-27,44.25,44.26,44.399,41.1533,37.8558,UP,1
2015-10-28,44.86,44.25,44.63,41.2615,37.8987,DOWN,0
2015-10-29,44.74,44.93,44.602,41.3673,37.9448,DOWN,0
2015-10-30,44.69,44.9,44.574,41.4879,37.9914,DOWN,0
2015-11-02,44.64,44.85,44.636,41.6157,38.0357,DOWN,0
2015-11-03,44.46,44.61,44.678,41.7567,38.0805,UP,1
2015-11-04,45.93,44.05,44.892,41.9243,38.1329,UP,1
2015-11-05,46.26,46.15,45.196,42.0599,38.1855,DOWN,0
2015-11-06,43.62,46.41,44.982,42.1303,38.2249,DOWN,0
2015-11-09,42.76,43.62,44.606,42.1861,38.2603,UP,1
2015-11-10,42.94,42.83,44.302,42.2499,38.3019,UP,1
2015-11-11,43.0,43.43,43.716,42.3417,38.3441,DOWN,0
2015-11-12,42.61,42.95,42.986,42.4181,38.3833,DOWN,0
2015-11-13,41.95,42.46,42.652,42.4721,38.4217,UP,1
2015-11-16,42.68,41.9,42.636,42.5517,38.4638,UP,1
2015-11-17,44.09,43.06,42.866,42.6275,38.5079,UP,1
2015-11-18,44.15,44.51,43.096,42.7025,38.553,UP,1
2015-11-19,45.2,44.21,43.614,42.7915,38.6017,DOWN,0
2015-11-20,45.1,45.43,44.244,42.8715,38.6473,DOWN,0
2015-11-23,44.86,45.16,44.68,42.9475,38.6913,DOWN,0
2015-11-24,44.15,43.55,44.692,42.9993,38.7301,UP,1
2015-11-25,44.22,44.15,44.706,43.0473,38.7712,DOWN,0
2015-11-27,44.15,44.39,44.496,43.1047,38.81,DOWN,0
2015-11-30,43.17,44.28,44.11,43.1515,38.8407,UP,1
2015-12-01,44.17,43.94,43.972,43.2237,38.8731,DOWN,0
2015-12-02,43.62,44.03,43.866,43.2895,38.9015,DOWN,0
2015-12-03,43.47,43.8,43.716,43.3495,38.9299,UP,1
2015-12-04,44.62,43.43,43.81,43.4301,38.9643,DOWN,0
2015-12-07,44.1,44.33,43.996,43.4965,38.9949,UP,1
2015-12-08,44.3,43.54,44.022,43.5959,39.0259,DOWN,0
2015-12-09,43.51,44.05,44.0,43.6697,39.0533,UP,1
2015-12-10,43.855,43.46,44.077,43.7296,39.0817,DOWN,0
2015-12-11,42.82,43.46,43.717,43.7658,39.1077,DOWN,0
2015-12-14,42.68,42.68,43.433,43.8076,39.1311,UP,1
2015-12-15,43.13,42.82,43.199,43.8348,39.1558,UP,1
2015-12-16,43.79,43.53,43.255,43.874,39.1846,DOWN,0
2015-12-17,42.69,44.0,43.022,43.8758,39.2093,DOWN,0
2015-12-18,42.41,42.81,42.94,43.8728,39.2344,DOWN,0
2015-12-21,42.34,42.84,42.872,43.865,39.2596,UP,1
2015-12-22,42.8,42.34,42.806,43.8602,39.2917,DOWN,0
2015-12-23,42.77,42.85,42.602,43.8466,39.325,UP,1
2015-12-24,42.96,42.63,42.656,43.8388,39.362,DOWN,0
2015-12-28,42.47,42.67,42.668,43.8168,39.3946,UP,1
2015-12-29,43.34,42.68,42.868,43.8046,39.4296,DOWN,0
2015-12-30,43.24,43.13,42.956,43.7862,39.4645,DOWN,0
2015-12-31,42.04,43.06,42.81,43.747,39.491,DOWN,0
2016-01-04,40.95,41.41,42.408,43.6919,39.5091,DOWN,0
2016-01-05,40.93,41.08,42.1,43.6129,39.5249,UP,1
2016-01-06,41.25,40.35,41.682,43.5413,39.5413,DOWN,0
2016-01-07,39.69,40.46,40.972,43.4485,39.5506,DOWN,0
2016-01-08,39.65,40.09,40.494,43.3565,39.562,UP,1
2016-01-11,39.84,39.75,40.272,43.2561,39.5763,UP,1
2016-01-12,40.14,40.32,40.114,43.1641,39.5879,DOWN,0
2016-01-13,37.95,40.22,39.454,43.0293,39.5889,DOWN,0
2016-01-14,37.82,37.84,39.08,42.8929,39.5918,DOWN,0
2016-01-15,37.09,36.81,38.568,42.7455,39.5936,UP,1
2016-01-19,37.24,37.47,38.048,42.5717,39.5964,DOWN,0
2016-01-20,37.05,36.64,37.43,42.3875,39.5971,UP,1
2016-01-21,37.63,37.32,37.366,42.2677,39.5993,UP,1
2016-01-22,38.35,38.16,37.472,42.1795,39.6013,DOWN,0
2016-01-25,37.95,38.37,37.644,42.0797,39.5992,UP,1
2016-01-26,38.42,38.22,37.88,41.9881,39.5992,DOWN,0
2016-01-27,37.66,38.29,38.002,41.8891,39.5952,DOWN,0
2016-01-28,37.31,37.82,37.938,41.7963,39.5916,UP,1
2016-01-29,38.45,37.52,37.958,41.7117,39.5915,DOWN,0
2016-02-01,38.19,38.16,38.006,41.5937,39.5915,DOWN,0
2016-02-02,37.35,38.04,37.792,41.4577,39.5891,UP,1
2016-02-03,37.52,37.53,37.764,41.3041,39.5852,UP,1
2016-02-04,37.61,37.53,37.824,41.1543,39.5796,DOWN,0
2016-02-05,36.22,37.48,37.378,40.9815,39.5661,DOWN,0
2016-02-08,35.31,35.82,36.802,40.8047,39.5475,UP,1
2016-02-09,35.41,31.48,36.414,40.6285,39.5302,DOWN,0
2016-02-10,34.76,35.36,35.862,40.4407,39.5104,DOWN,0
2016-02-11,33.69,34.07,35.078,40.2511,39.4852,UP,1
2016-02-12,34.31,34.25,34.696,40.0539,39.4638,UP,1
2016-02-16,36.26,34.81,34.886,39.9067,39.4535,UP,1
2016-02-17,37.13,36.48,35.23,39.7799,39.4458,UP,1
2016-02-18,37.52,37.35,35.782,39.6379,39.4393,UP,1
2016-02-19,38.2,37.57,36.684,39.5199,39.4359,UP,1
2016-02-22,38.96,38.52,37.614,39.4131,39.4375,DOWN,0
2016-02-23,38.74,38.83,38.11,39.3177,39.4464,UP,1
2016-02-24,38.9,38.43,38.464,39.2186,39.4574,UP,1
2016-02-25,39.22,38.88,38.804,39.1466,39.4699,DOWN,0
2016-02-26,38.81,39.37,38.926,39.0692,39.4793,UP,1
2016-02-29,39.58,38.87,39.05,38.9982,39.4923,UP,1
2016-03-01,40.35,39.78,39.372,38.9294,39.5072,DOWN,0
2016-03-02,39.79,40.16,39.55,38.8714,39.5182,UP,1
2016-03-03,40.85,39.95,39.876,38.8402,39.5348,DOWN,0
2016-03-04,40.83,40.79,40.28,38.81,39.5551,DOWN,0
2016-03-07,40.79,40.53,40.522,38.7698,39.5754,DOWN,0
2016-03-08,40.44,40.4,40.54,38.7232,39.5921,UP,1
2016-03-09,40.54,40.56,40.69,38.6748,39.6097,DOWN,0
2016-03-10,40.15,40.54,40.55,38.6284,39.6283,UP,1
2016-03-11,40.64,40.63,40.512,38.5744,39.6472,UP,1
2016-03-14,40.82,40.6,40.518,38.526,39.6665,UP,1
2016-03-15,41.22,40.78,40.674,38.5096,39.6871,DOWN,0
2016-03-16,41.15,41.0,40.796,38.5136,39.7079,DOWN,0
2016-03-17,40.9,41.04,40.946,38.513,39.728,UP,1
2016-03-18,41.3,40.83,41.078,38.514,39.7496,DOWN,0
2016-03-21,41.13,41.24,41.14,38.5428,39.7729,UP,1
2016-03-22,41.4,41.08,41.176,38.5778,39.797,DOWN,0
2016-03-23,40.67,41.31,41.08,38.5944,39.8183,DOWN,0
2016-03-24,40.61,40.39,41.022,38.6038,39.8385,UP,1
2016-03-28,40.7,40.72,40.902,38.6588,39.8565,UP,1
2016-03-29,41.5,40.75,40.976,38.7324,39.8796,UP,1
2016-03-30,41.51,41.89,40.998,38.8208,39.9036,DOWN,0
2016-03-31,41.5,41.53,41.164,38.906,39.9281,UP,1
2016-04-01,41.76,41.09,41.394,39.0002,39.9548,DOWN,0
2016-04-04,41.44,41.67,41.542,39.0764,39.9785,DOWN,0
2016-04-05,41.26,40.88,41.494,39.1346,39.9976,UP,1
2016-04-06,42.16,41.42,41.624,39.2188,40.0244,DOWN,0
2016-04-07,41.66,42.0,41.656,39.2836,40.0479,DOWN,0
2016-04-08,41.56,41.86,41.616,39.3616,40.0702,UP,1
2016-04-11,41.62,41.62,41.652,39.4478,40.0957,UP,1
2016-04-12,41.63,41.53,41.726,39.5114,40.1215,UP,1
2016-04-13,42.24,41.85,41.742,39.5924,40.1562,DOWN,0
2016-04-14,42.05,42.07,41.82,39.6864,40.1936,UP,1
2016-04-15,42.07,41.98,41.922,39.7774,40.2325,UP,1
2016-04-18,42.54,42.1,42.106,39.876,40.272,UP,1
2016-04-19,42.86,42.52,42.352,40.0088,40.314,DOWN,0
2016-04-20,42.38,42.72,42.38,40.1502,40.3553,DOWN,0
2016-04-21,42.18,42.42,42.406,40.2856,40.3943,DOWN,0
2016-04-22,42.09,42.1,42.41,40.4322,40.4355,DOWN,0
2016-04-25,40.17,40.79,41.936,40.5618,40.4677,UP,1
2016-04-26,40.82,40.11,41.528,40.692,40.5021,UP,1
2016-04-27,40.86,40.69,41.224,40.784,40.5345,DOWN,0
2016-04-28,40.12,40.6,40.812,40.8438,40.561,DOWN,0
2016-04-29,38.5,40.19,40.094,40.8634,40.5819,DOWN,0
2016-05-02,38.43,38.38,39.746,40.868,40.6021,DOWN,0
2016-05-03,38.34,38.26,39.25,40.8556,40.623,UP,1
2016-05-04,40.66,41.46,39.21,40.894,40.6564,DOWN,0
2016-05-05,40.48,40.97,39.282,40.9256,40.6901,UP,1
2016-05-06,40.52,40.48,39.686,40.9516,40.7217,UP,1
2016-05-09,40.81,40.61,40.162,40.9916,40.7546,UP,1
2016-05-10,41.58,41.11,40.81,41.0316,40.7945,DOWN,0
2016-05-11,41.5,41.49,40.978,41.0546,40.8354,UP,1
2016-05-12,41.62,41.57,41.206,41.0912,40.871,DOWN,0
2016-05-13,41.35,41.44,41.372,41.1012,40.9025,UP,1
2016-05-16,42.09,41.52,41.628,41.1264,40.9358,DOWN,0
2016-05-17,41.54,41.86,41.62,41.1414,40.9638,UP,1
2016-05-18,42.08,41.48,41.736,41.1742,40.9811,UP,1
2016-05-19,42.21,41.93,41.854,41.2076,40.9966,UP,1
2016-05-20,42.69,42.31,42.122,41.2584,41.0115,DOWN,0
2016-05-23,41.86,41.4,42.076,41.2828,41.0241,DOWN,0
2016-05-24,41.86,41.82,42.14,41.3036,41.0389,UP,1
2016-05-25,41.97,41.92,42.118,41.3186,41.0523,DOWN,0
2016-05-26,41.87,41.89,42.05,41.333,41.0647,UP,1
2016-05-27,41.96,41.73,41.904,41.3542,41.08,UP,1
2016-05-31,42.56,42.09,42.044,41.3794,41.0987,UP,1
2016-06-01,42.61,42.3,42.194,41.409,41.1158,UP,1
2016-06-02,42.65,42.51,42.33,41.434,41.1304,UP,1
2016-06-03,42.72,42.58,42.5,41.475,41.1468,DOWN,0
2016-06-06,42.46,42.62,42.6,41.512,41.1618,UP,1
2016-06-07,42.6,42.54,42.608,41.55,41.1815,UP,1
2016-06-08,43.0,42.6,42.686,41.58,41.2053,DOWN,0
2016-06-09,42.89,42.86,42.734,41.6076,41.2327,DOWN,0
2016-06-10,42.81,42.66,42.752,41.6338,41.259,DOWN,0
2016-06-13,42.43,42.55,42.746,41.6472,41.2737,DOWN,0
2016-06-14,42.43,42.24,42.712,41.667,41.2854,DOWN,0
2016-06-15,42.4,42.45,42.592,41.6898,41.2975,DOWN,0
2016-06-16,40.8,41.8,42.174,41.6626,41.3028,DOWN,0
2016-06-17,40.52,40.57,41.716,41.6398,41.3133,UP,1
2016-06-20,41.13,40.92,41.456,41.6312,41.325,UP,1
2016-06-21,41.44,41.22,41.258,41.6276,41.336,DOWN,0
2016-06-22,41.37,41.49,41.052,41.6224,41.3493,UP,1
2016-06-23,41.73,41.61,41.238,41.6122,41.3565,DOWN,0
2016-06-24,39.69,40.25,41.072,41.565,41.3529,DOWN,0
2016-06-27,39.29,39.35,40.704,41.5094,41.3456,UP,1
2016-06-28,39.64,39.61,40.344,41.4514,41.3383,UP,1
2016-06-29,39.72,39.75,40.014,41.3886,41.3316,UP,1
2016-06-30,40.08,39.51,39.684,41.3426,41.3242,UP,1
2016-07-01,40.3,40.2,39.806,41.305,41.3166,DOWN,0
2016-07-05,39.85,39.85,39.918,41.2602,41.3095,UP,1
2016-07-06,39.99,39.59,39.988,41.2566,41.3053,DOWN,0
2016-07-07,39.96,39.98,40.036,41.2394,41.3023,UP,1
2016-07-08,40.43,40.2,40.106,41.2308,41.3028,UP,1
2016-07-11,40.91,40.69,40.228,41.2466,41.305,UP,1
2016-07-12,41.0,41.03,40.458,41.2966,41.307,DOWN,0
2016-07-13,40.97,41.02,40.654,41.3474,41.308,UP,1
2016-07-14,41.21,41.02,40.904,41.4048,41.3174,UP,1
2016-07-15,41.25,41.2,41.068,41.4166,41.3245,UP,1
2016-07-18,41.36,41.38,41.158,41.4342,41.327,UP,1
2016-07-19,41.63,41.15,41.284,41.4564,41.3301,UP,1
2016-07-20,42.42,41.77,41.574,41.4886,41.3393,DOWN,0
2016-07-21,42.37,42.31,41.806,41.5044,41.3423,DOWN,0
2016-07-22,42.26,42.33,42.008,41.5196,41.3444,UP,1
2016-07-25,42.62,42.35,42.26,41.5396,41.3445,UP,1
2016-07-26,42.66,42.59,42.466,41.5658,41.345,DOWN,0
2016-07-27,42.61,42.65,42.504,41.5762,41.3444,UP,1
2016-07-28,42.69,42.57,42.568,41.5992,41.3427,UP,1
2016-07-29,42.93,42.7,42.702,41.6162,41.3401,UP,1
2016-08-01,43.02,42.83,42.782,41.6324,41.3384,DOWN,0
2016-08-02,42.63,42.84,42.776,41.6312,41.3337,UP,1
2016-08-03,44.22,43.25,43.098,41.6784,41.3351,UP,1
2016-08-04,44.3,44.46,43.42,41.7272,41.3358,UP,1
2016-08-05,44.73,44.4,43.78,41.7824,41.3394,UP,1
2016-08-08,44.99,44.7,44.174,41.8448,41.3458,UP,1
2016-08-09,45.85,44.92,44.818,41.9226,41.3507,DOWN,0
2016-08-10,45.7,45.9,45.114,41.9854,41.355,DOWN,0
2016-08-11,45.52,45.7,45.358,42.0436,41.361,DOWN,0
2016-08-12,45.29,45.54,45.47,42.0964,41.3662,UP,1
2016-08-15,45.32,45.53,45.536,42.1484,41.3685,DOWN,0
2016-08-16,44.59,45.26,45.284,42.191,41.3677,DOWN,0
2016-08-17,44.51,44.44,45.046,42.2292,41.3668,UP,1
2016-08-18,44.9,44.38,44.922,42.2672,41.3681,DOWN,0
2016-08-19,44.87,44.83,44.838,42.3068,41.3702,UP,1
2016-08-22,45.07,44.84,44.788,42.352,41.3659,DOWN,0
2016-08-23,44.95,44.88,44.86,42.4024,41.3593,DOWN,0
2016-08-24,44.95,45.05,44.948,42.4528,41.366,DOWN,0
2016-08-25,44.83,44.68,44.934,42.5014,41.3763,DOWN,0
2016-08-26,44.24,44.77,44.808,42.5702,41.3828,UP,1
2016-08-29,44.58,44.26,44.71,42.6514,41.3907,UP,1
2016-08-30,44.83,44.6,44.686,42.7254,41.4018,DOWN,0
2016-08-31,44.65,44.68,44.626,42.7896,41.4153,DOWN,0
2016-09-01,44.36,44.76,44.532,42.8494,41.4237,UP,1
2016-09-02,44.77,44.66,44.638,42.9102,41.4271,UP,1
2016-09-06,45.01,44.99,44.724,43.0166,41.4314,UP,1
2016-09-07,45.05,44.86,44.768,43.1318,41.4307,DOWN,0
2016-09-08,44.74,45.12,44.786,43.2338,41.4289,DOWN,0
2016-09-09,43.69,44.52,44.652,43.3132,41.423,UP,1
2016-09-12,44.28,43.52,44.554,43.3972,41.4237,DOWN,0
2016-09-13,43.88,44.13,44.328,43.4688,41.422,UP,1
2016-09-14,44.03,44.06,44.124,43.5524,41.4214,UP,1
2016-09-15,44.63,44.15,44.102,43.6452,41.4287,UP,1
2016-09-16,44.9,44.46,44.344,43.744,41.4323,UP,1
2016-09-19,45.64,45.0,44.616,43.8482,41.4424,UP,1
2016-09-20,45.9,45.54,45.02,43.948,41.4546,UP,1
2016-09-21,46.55,46.22,45.524,44.059,41.4642,UP,1
2016-09-22,47.34,46.88,46.066,44.1864,41.4804,DOWN,0
2016-09-23,46.28,47.32,46.342,44.2878,41.4903,DOWN,0
2016-09-26,45.61,46.0,46.336,44.375,41.5008,UP,1
2016-09-27,45.67,45.78,46.29,44.4612,41.5099,DOWN,0
2016-09-28,45.67,45.52,46.114,44.542,41.5242,DOWN,0
2016-09-29,45.29,45.54,45.704,44.5994,41.5372,UP,1
