ticker,REG US Equity,REG US Equity,REG US Equity,REG US Equity,REG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-04-27,39.51,38.98,39.0009,38.828,42.5634,DOWN,0
2004-04-28,39.01,39.95,39.0167,38.974,42.514,DOWN,0
2004-04-29,38.3,38.95,39.0294,38.862,42.4532,DOWN,0
2004-04-30,37.91,38.25,39.0422,38.73,42.3784,DOWN,0
2004-05-03,37.9,37.86,39.0569,38.526,42.3084,DOWN,0
2004-05-04,37.85,37.95,39.0714,38.194,42.237,DOWN,0
2004-05-05,36.9,37.9,39.0817,37.772,42.1454,UP,1
2004-05-06,37.15,36.8,39.0923,37.542,42.0526,DOWN,0
2004-05-07,35.85,36.9,39.0969,37.13,41.9366,DOWN,0
2004-05-10,35.11,35.35,39.0962,36.572,41.7998,UP,1
2004-05-11,35.6,35.16,39.0959,36.122,41.6558,UP,1
2004-05-12,35.85,35.6,39.0977,35.912,41.5058,DOWN,0
2004-05-13,35.85,35.8,39.0975,35.652,41.3538,UP,1
2004-05-14,36.35,35.92,39.0967,35.752,41.2084,UP,1
2004-05-17,36.53,36.2,39.0975,36.036,41.055,UP,1
2004-05-18,37.53,36.45,39.1044,36.422,40.919,DOWN,0
2004-05-19,36.6,37.3,39.1074,36.572,40.763,UP,1
2004-05-20,37.31,36.78,39.1146,36.864,40.6402,UP,1
2004-05-21,37.55,37.53,39.1228,37.104,40.5266,UP,1
2004-05-24,38.2,37.65,39.1339,37.438,40.4206,UP,1
2004-05-25,38.97,38.2,39.1488,37.726,40.3292,UP,1
2004-05-26,39.35,39.1,39.1653,38.276,40.2366,UP,1
2004-05-27,39.68,39.9,39.1839,38.75,40.1432,UP,1
2004-05-28,40.3,39.68,39.2064,39.3,40.0504,DOWN,0
2004-06-01,39.85,40.31,39.2272,39.63,39.9438,UP,1
2004-06-02,40.13,40.05,39.2506,39.862,39.8474,UP,1
2004-06-03,40.26,40.13,39.2751,40.044,39.7436,UP,1
2004-06-04,40.3,40.33,39.2982,40.168,39.6456,UP,1
2004-06-07,40.77,40.3,39.3238,40.262,39.5508,DOWN,0
2004-06-08,40.77,40.72,39.3504,40.446,39.4702,DOWN,0
2004-06-09,40.65,40.72,39.3797,40.55,39.3822,DOWN,0
2004-06-10,40.56,40.66,39.4096,40.61,39.2778,DOWN,0
2004-06-14,39.8,40.57,39.4341,40.51,39.1392,UP,1
2004-06-15,40.69,39.9,39.462,40.494,39.009,UP,1
2004-06-16,40.9,40.65,39.4904,40.52,38.8972,UP,1
2004-06-17,41.35,40.85,39.5207,40.66,38.8262,UP,1
2004-06-18,41.52,41.2,39.5506,40.852,38.805,UP,1
2004-06-21,42.21,41.77,39.5821,41.334,38.7942,UP,1
2004-06-22,42.33,42.21,39.6142,41.662,38.8126,UP,1
2004-06-23,42.97,42.37,39.6495,42.076,38.8916,UP,1
2004-06-24,43.01,42.96,39.6848,42.408,38.9768,UP,1
2004-06-25,44.4,42.95,39.7272,42.984,39.0964,DOWN,0
2004-06-28,43.59,44.4,39.7669,43.26,39.184,DOWN,0
2004-06-29,42.36,43.48,39.7995,43.266,39.2426,UP,1
2004-06-30,42.9,42.37,39.8342,43.252,39.303,UP,1
2004-07-01,43.3,42.9,39.8717,43.31,39.4082,UP,1
2004-07-02,44.24,43.45,39.9151,43.278,39.5274,DOWN,0
2004-07-06,44.13,44.24,39.9581,43.386,39.6328,UP,1
2004-07-07,44.22,44.23,39.9997,43.758,39.7458,DOWN,0
2004-07-08,43.17,44.22,40.0345,43.812,39.8308,DOWN,0
2004-07-09,43.08,43.27,40.0694,43.768,39.9022,UP,1
2004-07-12,43.25,43.08,40.1049,43.57,39.987,DOWN,0
2004-07-13,42.87,43.25,40.1398,43.318,40.0784,UP,1
2004-07-14,43.08,42.7,40.1743,43.09,40.1818,UP,1
2004-07-15,43.86,43.2,40.213,43.228,40.301,DOWN,0
2004-07-16,43.65,44.06,40.2501,43.342,40.417,UP,1
2004-07-19,44.35,43.9,40.2876,43.562,40.566,DOWN,0
2004-07-20,44.2,44.55,40.3261,43.828,40.707,UP,1
2004-07-21,44.24,44.28,40.3638,44.06,40.8748,DOWN,0
2004-07-22,43.03,44.02,40.395,43.894,41.0332,DOWN,0
2004-07-23,42.8,42.93,40.4215,43.724,41.1772,DOWN,0
2004-07-26,42.25,42.5,40.4462,43.304,41.3052,UP,1
2004-07-27,42.45,42.15,40.4694,42.954,41.4372,DOWN,0
2004-07-28,42.34,42.46,40.4906,42.574,41.557,DOWN,0
2004-07-29,42.25,42.46,40.5114,42.418,41.6714,UP,1
2004-07-30,42.5,42.3,40.5333,42.358,41.7708,UP,1
2004-08-02,43.19,42.46,40.5586,42.546,41.9026,UP,1
2004-08-03,43.55,43.68,40.5882,42.766,42.0274,UP,1
2004-08-04,44.11,43.55,40.6211,43.12,42.1586,DOWN,0
2004-08-05,43.25,44.15,40.6524,43.32,42.2596,DOWN,0
2004-08-06,42.93,43.15,40.6826,43.406,42.3388,DOWN,0
2004-08-09,42.77,42.5,40.7124,43.322,42.4072,DOWN,0
2004-08-10,42.6,42.85,40.7429,43.132,42.4656,UP,1
2004-08-11,42.86,42.5,40.7755,42.882,42.5168,DOWN,0
2004-08-12,42.1,42.61,40.8049,42.652,42.5618,UP,1
2004-08-13,42.15,42.16,40.8335,42.496,42.6022,UP,1
2004-08-16,42.6,42.2,40.8672,42.462,42.649,UP,1
2004-08-17,43.5,42.7,40.9022,42.642,42.713,UP,1
2004-08-18,44.45,43.4,40.9412,42.96,42.7866,DOWN,0
2004-08-19,43.8,44.45,40.9748,43.3,42.8472,UP,1
2004-08-20,45.35,43.9,41.0153,43.94,42.9412,DOWN,0
2004-08-23,45.15,45.2,41.056,44.45,43.033,UP,1
2004-08-24,45.87,45.19,41.1019,44.924,43.1544,DOWN,0
2004-08-25,45.75,45.2,41.1447,45.184,43.2556,DOWN,0
2004-08-26,45.7,45.75,41.1848,45.564,43.3516,UP,1
2004-08-27,45.83,45.68,41.225,45.66,43.4412,UP,1
2004-08-30,46.0,45.83,41.2681,45.83,43.5308,DOWN,0
2004-08-31,46.0,45.9,41.3088,45.856,43.6066,DOWN,0
2004-09-01,45.95,46.0,41.3485,45.896,43.679,UP,1
2004-09-02,46.0,45.95,41.3859,45.956,43.7396,UP,1
2004-09-03,46.5,46.0,41.4284,46.09,43.8094,UP,1
2004-09-07,47.1,46.5,41.4734,46.31,43.8634,UP,1
2004-09-08,47.59,46.9,41.5203,46.628,43.9434,DOWN,0
2004-09-09,46.37,47.35,41.5612,46.712,44.0236,DOWN,0
2004-09-10,46.08,46.2,41.6003,46.728,44.0872,DOWN,0
2004-09-13,45.77,46.02,41.6377,46.582,44.1366,DOWN,0
2004-09-14,44.85,45.7,41.6702,46.132,44.1488,UP,1
2004-09-15,44.93,44.85,41.7008,45.6,44.1648,UP,1
2004-09-16,45.88,45.0,41.7327,45.502,44.198,UP,1
2004-09-17,45.95,45.88,41.7635,45.476,44.2536,DOWN,0
2004-09-20,45.65,45.45,41.7926,45.452,44.305,DOWN,0
2004-09-21,45.58,45.55,41.8212,45.598,44.3516,DOWN,0
2004-09-22,45.13,45.65,41.8498,45.638,44.3968,DOWN,0
2004-09-23,45.0,45.1,41.8796,45.462,44.4352,UP,1
2004-09-24,45.1,45.05,41.9053,45.292,44.46,UP,1
2004-09-27,45.25,45.17,41.9316,45.212,44.492,UP,1
2004-09-28,45.73,45.25,41.9617,45.242,44.5196,UP,1
2004-09-29,45.97,45.76,41.9929,45.41,44.555,UP,1
2004-09-30,46.49,46.02,42.0263,45.708,44.6,UP,1
2004-10-01,46.8,46.5,42.063,46.048,44.6754,DOWN,0
2004-10-04,46.75,47.0,42.1,46.348,44.7544,UP,1
2004-10-05,47.01,46.67,42.139,46.604,44.8496,UP,1
2004-10-06,47.03,46.93,42.1774,46.816,44.9412,DOWN,0
2004-10-07,46.2,47.0,42.2107,46.758,45.0184,UP,1
2004-10-08,46.4,46.43,42.2443,46.678,45.1014,DOWN,0
2004-10-11,46.2,46.5,42.2794,46.568,45.1754,UP,1
2004-10-12,46.45,46.1,42.3124,46.456,45.2406,UP,1
2004-10-13,46.51,46.41,42.3454,46.352,45.2998,UP,1
2004-10-14,47.8,46.5,42.3834,46.672,45.3736,UP,1
2004-10-15,48.05,47.77,42.4235,47.002,45.4696,UP,1
2004-10-18,48.1,48.05,42.4647,47.382,45.573,DOWN,0
2004-10-19,47.53,48.11,42.5035,47.598,45.6682,DOWN,0
2004-10-20,47.37,47.56,42.5409,47.77,45.7636,UP,1
2004-10-21,47.75,47.3,42.5811,47.76,45.8614,DOWN,0
2004-10-22,47.4,47.8,42.6191,47.63,45.9674,DOWN,0
2004-10-25,47.11,47.2,42.6541,47.432,46.0666,UP,1
2004-10-26,48.5,47.1,42.6969,47.626,46.1846,UP,1
2004-10-27,48.85,48.54,42.7437,47.922,46.2916,DOWN,0
2004-10-28,48.64,48.82,42.7858,48.1,46.3754,UP,1
2004-10-29,48.86,48.65,42.8294,48.392,46.4766,UP,1
2004-11-01,49.67,48.86,42.874,48.904,46.563,DOWN,0
2004-11-02,49.48,49.74,42.9206,49.1,46.6496,UP,1
2004-11-03,50.3,49.6,42.9722,49.39,46.7382,UP,1
2004-11-04,51.45,50.3,43.03,49.952,46.8522,DOWN,0
2004-11-05,49.1,51.45,43.075,50.0,46.9202,DOWN,0
2004-11-08,49.1,48.75,43.1202,49.886,46.9856,UP,1
2004-11-09,49.35,49.1,43.1624,49.86,47.0526,DOWN,0
2004-11-10,49.35,49.3,43.2044,49.67,47.1196,UP,1
2004-11-11,50.45,49.5,43.2514,49.47,47.2096,UP,1
2004-11-12,51.56,50.48,43.3007,49.962,47.3208,UP,1
2004-11-15,52.28,51.56,43.3536,50.598,47.4364,DOWN,0
2004-11-16,52.22,52.28,43.4027,51.172,47.5388,DOWN,0
2004-11-17,50.62,52.17,43.4453,51.426,47.5994,DOWN,0
2004-11-18,50.4,50.55,43.4898,51.416,47.68,DOWN,0
2004-11-19,50.13,50.49,43.5332,51.13,47.761,DOWN,0
2004-11-22,49.68,49.93,43.5678,50.61,47.8392,UP,1
2004-11-23,49.81,49.5,43.6057,50.128,47.9384,UP,1
2004-11-24,51.2,49.71,43.6504,50.244,48.0638,DOWN,0
2004-11-26,51.03,51.35,43.6943,50.37,48.1668,UP,1
2004-11-29,51.41,51.93,43.7417,50.626,48.276,UP,1
2004-11-30,52.0,51.56,43.7934,51.09,48.403,UP,1
2004-12-01,52.62,52.03,43.8491,51.652,48.5438,DOWN,0
2004-12-02,52.33,52.62,43.9041,51.878,48.6878,UP,1
2004-12-03,53.25,52.58,43.9621,52.322,48.8528,DOWN,0
2004-12-06,53.25,53.1,44.0213,52.69,49.0158,DOWN,0
2004-12-07,52.44,53.19,44.0764,52.778,49.1596,UP,1
2004-12-08,52.8,52.36,44.133,52.814,49.301,UP,1
2004-12-09,53.35,52.72,44.1908,53.018,49.4486,UP,1
2004-12-10,53.7,53.35,44.2511,53.108,49.5928,UP,1
2004-12-13,54.05,53.88,44.3116,53.268,49.7378,DOWN,0
2004-12-14,53.56,54.0,44.3654,53.492,49.874,UP,1
2004-12-15,53.7,53.75,44.4171,53.672,50.0078,DOWN,0
2004-12-16,53.2,53.85,44.4659,53.642,50.1312,UP,1
2004-12-17,54.05,53.21,44.518,53.712,50.2882,DOWN,0
2004-12-20,54.0,54.03,44.567,53.702,50.4402,UP,1
2004-12-21,54.13,54.0,44.616,53.816,50.5988,UP,1
2004-12-22,54.2,54.13,44.665,53.916,50.7538,DOWN,0
2004-12-23,53.71,54.21,44.7163,54.018,50.8978,DOWN,0
2004-12-27,53.46,53.61,44.7675,53.9,51.011,UP,1
2004-12-28,53.58,53.32,44.8179,53.816,51.1216,UP,1
2004-12-29,53.99,53.6,44.8701,53.788,51.2394,UP,1
2004-12-30,54.52,53.99,44.9228,53.852,51.3792,UP,1
2004-12-31,55.4,54.36,44.9781,54.19,51.5398,DOWN,0
2005-01-03,54.54,55.39,45.0261,54.406,51.6756,DOWN,0
2005-01-04,53.65,54.5,45.0684,54.42,51.8006,DOWN,0
2005-01-05,51.33,53.76,45.1003,53.888,51.885,UP,1
2005-01-06,51.73,51.38,45.1317,53.33,51.9496,DOWN,0
2005-01-07,51.51,51.98,45.1632,52.552,52.0028,DOWN,0
2005-01-10,51.27,51.5,45.192,51.898,52.0554,DOWN,0
2005-01-11,50.5,51.27,45.2205,51.268,52.0882,UP,1
2005-01-12,50.52,50.5,45.2479,51.106,52.1052,UP,1
2005-01-13,50.7,50.45,45.2725,50.9,52.1296,UP,1
2005-01-14,51.36,50.76,45.2957,50.87,52.1508,UP,1
2005-01-18,51.97,51.3,45.3195,51.01,52.1612,UP,1
2005-01-19,52.45,51.98,45.3493,51.4,52.2282,DOWN,0
2005-01-20,52.33,52.35,45.3865,51.762,52.2928,DOWN,0
2005-01-21,52.1,52.27,45.4341,52.042,52.3478,DOWN,0
2005-01-24,51.37,52.0,45.4772,52.044,52.3882,DOWN,0
2005-01-25,50.35,50.47,45.5219,51.72,52.3862,DOWN,0
2005-01-26,50.13,50.33,45.5774,51.256,52.3576,DOWN,0
2005-01-27,49.47,50.07,45.631,50.684,52.3014,UP,1
2005-01-28,49.8,49.9,45.6879,50.224,52.253,DOWN,0
2005-01-31,49.4,49.83,45.7389,49.83,52.2286,UP,1
2005-02-01,49.58,49.45,45.7896,49.676,52.2122,DOWN,0
2005-02-02,49.28,49.58,45.8366,49.506,52.1952,DOWN,0
2005-02-03,49.11,49.65,45.892,49.434,52.1838,UP,1
2005-02-04,50.1,49.35,45.9511,49.494,52.1896,DOWN,0
2005-02-07,50.05,50.3,46.007,49.624,52.1666,UP,1
2005-02-08,50.41,49.95,46.0662,49.79,52.1542,UP,1
2005-02-09,50.81,50.34,46.1256,50.096,52.1422,DOWN,0
2005-02-10,50.47,50.8,46.1804,50.368,52.1116,DOWN,0
2005-02-11,50.15,49.95,46.2361,50.378,52.0622,UP,1
2005-02-14,50.62,50.21,46.2977,50.492,52.028,UP,1
2005-02-15,50.75,50.7,46.362,50.56,51.978,UP,1
2005-02-16,51.45,50.69,46.4297,50.688,51.942,UP,1
2005-02-17,52.05,51.36,46.5007,51.004,51.9342,DOWN,0
2005-02-18,51.55,52.0,46.5739,51.284,51.9092,DOWN,0
2005-02-22,50.26,51.55,46.6395,51.212,51.8474,DOWN,0
2005-02-23,50.15,50.6,46.711,51.092,51.7764,DOWN,0
2005-02-24,50.1,50.12,46.7859,50.822,51.6974,UP,1
2005-02-25,50.9,50.03,46.8624,50.592,51.6442,UP,1
2005-02-28,51.0,50.9,46.9382,50.482,51.5902,DOWN,0
2005-03-01,51.0,51.1,47.0139,50.63,51.5462,DOWN,0
2005-03-02,50.26,51.0,47.0835,50.652,51.4704,UP,1
2005-03-03,50.89,50.34,47.1553,50.81,51.4082,UP,1
2005-03-04,51.38,50.97,47.2245,50.906,51.3532,UP,1
2005-03-07,51.42,51.28,47.2986,50.99,51.2976,DOWN,0
2005-03-08,51.31,51.42,47.3686,51.052,51.2496,DOWN,0
2005-03-09,49.76,51.25,47.4297,50.952,51.1756,UP,1
2005-03-10,50.15,49.76,47.4894,50.804,51.107,DOWN,0
2005-03-11,49.5,50.05,47.5421,50.428,51.0172,UP,1
2005-03-14,50.35,49.45,47.5971,50.214,50.9338,UP,1
2005-03-15,50.45,50.5,47.6509,50.042,50.8348,DOWN,0
2005-03-16,49.75,50.25,47.6982,50.04,50.739,UP,1
2005-03-17,49.84,49.75,47.7481,49.978,50.6628,DOWN,0
2005-03-18,49.52,49.85,47.7951,49.982,50.6266,DOWN,0
2005-03-21,49.22,49.52,47.8399,49.756,50.5764,DOWN,0
2005-03-22,48.53,49.24,47.881,49.372,50.5168,DOWN,0
2005-03-23,47.58,48.4,47.9151,48.938,50.443,UP,1
2005-03-24,47.89,47.8,47.9507,48.548,50.3908,DOWN,0
2005-03-28,47.35,47.45,47.9842,48.114,50.3274,DOWN,0
2005-03-29,47.3,47.35,48.0179,47.73,50.2594,UP,1
2005-03-30,47.5,47.28,48.0564,47.524,50.1822,UP,1
2005-03-31,47.63,47.0,48.0911,47.534,50.0954,UP,1
2005-04-01,47.88,48.0,48.126,47.532,50.004,DOWN,0
2005-04-04,47.8,47.9,48.1582,47.622,49.9134,UP,1
2005-04-05,48.06,47.9,48.1909,47.774,49.8326,UP,1
2005-04-06,48.15,48.2,48.2206,47.904,49.7682,UP,1
2005-04-07,48.22,48.14,48.2501,48.022,49.7256,DOWN,0
2005-04-08,48.21,48.35,48.2763,48.088,49.6872,UP,1
2005-04-11,48.43,48.38,48.3034,48.214,49.6664,UP,1
2005-04-12,49.5,48.46,48.3289,48.502,49.6604,UP,1
2005-04-13,49.68,49.65,48.3593,48.808,49.666,DOWN,0
2005-04-14,49.17,49.69,48.3934,48.998,49.6578,DOWN,0
2005-04-15,49.17,49.17,48.4247,49.19,49.6556,UP,1
2005-04-18,49.49,49.4,48.4557,49.402,49.6632,UP,1
2005-04-19,49.8,49.5,48.4835,49.462,49.6572,UP,1
2005-04-20,51.0,51.37,48.5178,49.726,49.6762,UP,1
2005-04-21,51.05,51.0,48.552,50.102,49.689,UP,1
2005-04-22,51.4,51.0,48.5931,50.548,49.7008,UP,1
2005-04-25,52.0,51.9,48.6377,51.05,49.7314,DOWN,0
2005-04-26,51.56,51.75,48.6793,51.402,49.7596,UP,1
2005-04-27,52.06,51.36,48.7252,51.614,49.7884,UP,1
2005-04-28,52.5,52.1,48.7723,51.904,49.8234,UP,1
2005-04-29,52.65,52.5,48.8163,52.154,49.8474,UP,1
2005-05-02,52.9,52.65,48.8625,52.334,49.8644,DOWN,0
2005-05-03,52.7,53.05,48.9043,52.562,49.8874,UP,1
2005-05-04,52.8,52.6,48.9473,52.71,49.9382,UP,1
2005-05-05,53.7,53.1,48.9946,52.95,50.0092,DOWN,0
2005-05-06,53.15,53.35,49.0452,53.05,50.0702,UP,1
2005-05-09,54.4,53.25,49.1032,53.35,50.1402,DOWN,0
2005-05-10,54.21,54.0,49.163,53.652,50.2044,UP,1
2005-05-11,54.47,54.12,49.2231,53.986,50.2738,DOWN,0
2005-05-12,54.45,54.46,49.2836,54.136,50.3576,DOWN,0
2005-05-13,54.39,54.4,49.3443,54.384,50.4276,DOWN,0
2005-05-16,54.38,53.8,49.4037,54.38,50.4876,UP,1
2005-05-17,54.93,54.52,49.4624,54.524,50.5578,UP,1
2005-05-18,55.45,55.25,49.5219,54.72,50.6406,UP,1
2005-05-19,56.3,55.55,49.5829,55.09,50.7714,DOWN,0
2005-05-20,56.3,56.15,49.6481,55.472,50.8944,UP,1
2005-05-23,56.46,56.15,49.7158,55.888,51.0336,DOWN,0
2005-05-24,55.04,56.0,49.7771,55.91,51.1274,DOWN,0
2005-05-25,54.49,54.85,49.8366,55.718,51.2082,DOWN,0
2005-05-26,54.24,54.59,49.8935,55.306,51.298,UP,1
2005-05-27,54.52,54.34,49.9556,54.95,51.3916,UP,1
2005-05-31,55.85,54.6,50.0241,54.828,51.5182,UP,1
2005-06-01,56.9,56.0,50.0956,55.2,51.6718,DOWN,0
2005-06-02,56.83,56.9,50.1622,55.668,51.8378,DOWN,0
2005-06-03,56.65,57.0,50.2232,56.15,52.0192,UP,1
2005-06-06,57.3,56.55,50.2907,56.706,52.2074,UP,1
2005-06-07,57.77,57.55,50.3528,57.09,52.4158,DOWN,0
2005-06-08,57.7,57.7,50.4156,57.25,52.6238,UP,1
2005-06-09,58.21,57.64,50.4773,57.526,52.838,UP,1
2005-06-10,58.57,58.4,50.5414,57.91,53.0568,UP,1
2005-06-13,59.12,58.55,50.6085,58.274,53.2816,UP,1
2005-06-14,59.63,58.92,50.6775,58.646,53.5182,DOWN,0
2005-06-15,59.56,59.62,50.7453,59.018,53.7482,DOWN,0
2005-06-16,59.21,59.49,50.8113,59.218,53.9694,UP,1
2005-06-17,59.22,59.15,50.8777,59.348,54.1894,DOWN,0
2005-06-20,59.05,59.01,50.9429,59.334,54.4062,DOWN,0
2005-06-21,58.41,58.3,51.0025,59.09,54.6058,DOWN,0
2005-06-22,58.12,58.37,51.0576,58.802,54.7782,DOWN,0
2005-06-23,57.9,58.05,51.1091,58.54,54.9426,DOWN,0
2005-06-24,57.76,57.79,51.1661,58.248,55.1144,DOWN,0
2005-06-27,57.47,57.6,51.223,57.932,55.2804,DOWN,0
2005-06-28,57.13,57.6,51.2798,57.676,55.4332,DOWN,0
2005-06-29,56.94,57.28,51.3403,57.44,55.576,UP,1
2005-06-30,57.2,56.85,51.4016,57.3,55.7,UP,1
2005-07-01,57.63,57.33,51.4604,57.274,55.8316,UP,1
2005-07-05,58.37,57.75,51.5225,57.454,55.971,DOWN,0
2005-07-06,58.17,58.22,51.5851,57.662,56.0944,UP,1
2005-07-07,58.24,58.0,51.6484,57.922,56.228,UP,1
2005-07-08,59.25,58.25,51.719,58.332,56.3718,UP,1
2005-07-11,59.82,59.2,51.7931,58.77,56.5182,DOWN,0
2005-07-12,59.73,59.9,51.8662,59.042,56.6598,DOWN,0
2005-07-13,59.5,59.8,51.9375,59.308,56.7918,DOWN,0
2005-07-14,58.54,59.6,52.0015,59.368,56.9086,UP,1
2005-07-15,59.09,58.37,52.0671,59.336,57.0344,DOWN,0
2005-07-18,58.95,59.11,52.1294,59.162,57.1394,UP,1
2005-07-19,59.24,58.99,52.1916,59.064,57.2612,DOWN,0
2005-07-20,59.2,59.21,52.2539,59.004,57.3572,DOWN,0
2005-07-21,58.95,59.21,52.3136,59.086,57.452,UP,1
2005-07-22,59.5,59.1,52.3759,59.168,57.5526,UP,1
2005-07-25,59.55,59.5,52.4427,59.288,57.6546,UP,1
2005-07-26,60.05,59.7,52.5109,59.45,57.7678,UP,1
2005-07-27,60.53,59.95,52.5826,59.716,57.8908,UP,1
2005-07-28,61.35,60.63,52.6571,60.196,58.0192,UP,1
2005-07-29,61.7,61.36,52.733,60.636,58.1442,UP,1
2005-08-01,62.04,61.66,52.8042,61.134,58.259,UP,1
2005-08-02,63.11,62.24,52.8795,61.746,58.3952,DOWN,0
2005-08-03,62.95,63.0,52.9538,62.23,58.525,DOWN,0
2005-08-04,61.82,61.45,53.0252,62.324,58.6606,DOWN,0
2005-08-05,60.33,61.75,53.09,62.05,58.7774,DOWN,0
2005-08-08,57.44,59.85,53.1385,61.13,58.8414,UP,1
2005-08-09,57.63,57.49,53.1896,60.034,58.9036,UP,1
2005-08-10,57.77,57.88,53.2429,58.998,58.942,DOWN,0
2005-08-11,57.3,57.72,53.2869,58.094,58.95,DOWN,0
2005-08-12,56.92,57.0,53.3273,57.412,58.9518,UP,1
2005-08-15,57.84,56.8,53.3733,57.492,58.9756,UP,1
2005-08-16,58.28,57.9,53.4204,57.622,58.9952,DOWN,0
2005-08-17,57.77,58.28,53.4609,57.622,58.9952,DOWN,0
2005-08-18,57.64,57.52,53.5017,57.69,58.994,DOWN,0
2005-08-19,57.42,57.69,53.5373,57.79,58.9782,UP,1
2005-08-22,58.17,57.42,53.5709,57.856,58.9702,DOWN,0
2005-08-23,57.91,58.31,53.6149,57.782,58.946,UP,1
2005-08-24,58.13,58.07,53.6601,57.854,58.916,UP,1
2005-08-25,58.61,58.31,53.7064,58.048,58.897,DOWN,0
2005-08-26,57.38,58.74,53.7465,58.04,58.8604,UP,1
2005-08-29,57.48,57.19,53.7817,57.902,58.8256,DOWN,0
2005-08-30,56.96,57.48,53.8087,57.712,58.7838,UP,1
2005-08-31,58.33,56.79,53.8389,57.752,58.7822,UP,1
2005-09-01,58.5,58.58,53.8703,57.73,58.7898,UP,1
2005-09-02,58.64,58.47,53.9104,57.982,58.8046,UP,1
2005-09-06,60.15,58.67,53.9592,58.516,58.8524,DOWN,0
2005-09-07,59.36,60.15,54.0053,58.996,58.8902,DOWN,0
2005-09-08,59.2,59.04,54.0529,59.17,58.9316,UP,1
2005-09-09,59.78,59.2,54.1028,59.426,58.9884,DOWN,0
2005-09-12,59.4,59.78,54.1438,59.578,59.0324,DOWN,0
2005-09-13,59.07,59.3,54.184,59.362,59.0612,DOWN,0
2005-09-14,58.98,59.05,54.2218,59.286,59.0734,UP,1
2005-09-15,59.35,58.97,54.2586,59.316,59.097,UP,1
2005-09-16,59.55,59.35,54.2932,59.27,59.1232,DOWN,0
2005-09-19,59.02,59.45,54.3267,59.194,59.1186,DOWN,0
2005-09-20,58.63,59.13,54.3536,59.106,59.0948,DOWN,0
2005-09-21,57.25,58.72,54.3736,58.76,59.0452,DOWN,0
2005-09-22,57.11,57.09,54.3969,58.312,58.9974,DOWN,0
2005-09-23,56.98,56.91,54.4178,57.798,58.9662,DOWN,0
2005-09-26,56.75,57.0,54.4348,57.344,58.9194,DOWN,0
2005-09-27,56.49,57.04,54.4488,56.916,58.8702,DOWN,0
2005-09-28,56.07,56.6,54.4589,56.68,58.8068,UP,1
2005-09-29,56.55,56.0,54.4738,56.568,58.7538,UP,1
2005-09-30,57.45,56.63,54.4926,56.662,58.7238,DOWN,0
2005-10-03,57.33,57.47,54.5132,56.778,58.6804,DOWN,0
2005-10-04,56.43,57.44,54.5251,56.766,58.618,DOWN,0
2005-10-05,55.59,56.31,54.5331,56.67,58.5288,DOWN,0
2005-10-06,54.75,55.6,54.5362,56.31,58.4132,DOWN,0
2005-10-07,54.2,54.75,54.5362,55.66,58.2702,DOWN,0
2005-10-10,53.57,54.07,54.5355,54.908,58.1076,DOWN,0
2005-10-11,53.33,53.62,54.5348,54.288,57.9334,DOWN,0
2005-10-12,52.53,53.21,54.5296,53.676,57.7218,DOWN,0
2005-10-13,52.35,52.36,54.5214,53.196,57.5098,UP,1
2005-10-14,53.71,52.61,54.5173,53.098,57.3476,UP,1
2005-10-17,54.28,53.74,54.5117,53.24,57.2266,DOWN,0
2005-10-18,53.21,54.18,54.5051,53.216,57.142,UP,1
2005-10-19,54.19,53.17,54.5078,53.548,57.0732,DOWN,0
2005-10-20,53.8,54.22,54.5201,53.838,56.9938,UP,1
2005-10-21,54.52,53.94,54.5341,54.0,56.9382,UP,1
2005-10-24,55.62,55.07,54.5546,54.268,56.9122,DOWN,0
2005-10-25,55.29,55.45,54.5747,54.684,56.8612,DOWN,0
2005-10-26,54.38,54.85,54.5941,54.722,56.7832,DOWN,0
2005-10-27,53.48,54.21,54.6089,54.658,56.6974,UP,1
2005-10-28,55.05,53.71,54.6307,54.764,56.6456,UP,1
2005-10-31,55.67,55.3,54.6522,54.774,56.6106,DOWN,0
2005-11-01,53.9,55.5,54.6619,54.496,56.5252,UP,1
2005-11-02,54.86,53.9,54.6739,54.592,56.4642,DOWN,0
2005-11-03,54.51,55.08,54.6848,54.798,56.3918,DOWN,0
2005-11-04,53.88,54.45,54.6937,54.564,56.2972,UP,1
2005-11-07,54.49,54.0,54.7093,54.328,56.2394,DOWN,0
2005-11-08,54.0,54.1,54.7276,54.348,56.1698,UP,1
2005-11-09,54.89,53.94,54.7514,54.354,56.1284,UP,1
2005-11-10,55.62,54.58,54.7821,54.576,56.0742,UP,1
2005-11-11,56.36,55.48,54.8149,55.072,56.0314,UP,1
2005-11-14,56.48,56.61,54.8503,55.47,55.9882,DOWN,0
2005-11-15,56.38,56.49,54.8843,55.946,55.9128,DOWN,0
2005-11-16,56.01,56.4,54.918,56.17,55.8458,UP,1
2005-11-17,57.1,56.2,54.9579,56.466,55.8038,UP,1
2005-11-18,57.41,57.3,54.9945,56.676,55.7564,UP,1
2005-11-21,57.85,57.5,55.0335,56.95,55.7254,UP,1
2005-11-22,58.64,57.75,55.0746,57.402,55.7168,UP,1
2005-11-23,58.78,58.43,55.1145,57.956,55.7128,DOWN,0
