ticker,CRM US Equity,CRM US Equity,CRM US Equity,CRM US Equity,CRM US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2014-03-27,55.97,55.0,56.244,60.6178,51.7693,DOWN,0
2014-03-28,55.75,56.07,55.988,60.5384,51.8602,UP,1
2014-03-31,57.09,56.17,56.134,60.496,51.9566,UP,1
2014-04-01,58.8,57.61,56.564,60.4748,52.0628,DOWN,0
2014-04-02,58.15,59.05,57.152,60.4188,52.1625,DOWN,0
2014-04-03,55.74,58.07,57.106,60.3108,52.2499,DOWN,0
2014-04-04,54.41,56.25,56.838,60.1974,52.3337,DOWN,0
2014-04-07,53.97,54.14,56.214,60.1088,52.4198,UP,1
2014-04-08,55.21,54.18,55.496,60.0714,52.5044,UP,1
2014-04-09,56.95,55.76,55.256,60.023,52.6044,DOWN,0
2014-04-10,54.55,56.95,55.018,59.9548,52.6899,DOWN,0
2014-04-11,52.87,53.82,54.71,59.7928,52.7643,UP,1
2014-04-14,53.78,53.49,54.672,59.6578,52.839,UP,1
2014-04-15,55.23,53.95,54.676,59.593,52.9242,UP,1
2014-04-16,55.98,55.96,54.482,59.4934,53.0151,UP,1
2014-04-17,56.1,55.71,54.792,59.3828,53.1048,UP,1
2014-04-21,56.11,56.08,55.44,59.271,53.1926,UP,1
2014-04-22,57.08,56.02,56.1,59.1816,53.2833,DOWN,0
2014-04-23,55.64,56.52,56.182,59.0736,53.3693,DOWN,0
2014-04-24,54.73,56.28,55.932,58.9436,53.4494,DOWN,0
2014-04-25,52.8,54.33,55.272,58.77,53.5147,DOWN,0
2014-04-28,49.13,53.04,53.876,58.49,53.5527,UP,1
2014-04-29,50.76,49.23,52.612,58.2492,53.5944,UP,1
2014-04-30,51.65,50.6,51.814,58.0076,53.6427,UP,1
2014-05-01,52.08,51.9,51.284,57.7888,53.6939,UP,1
2014-05-02,52.44,52.08,51.212,57.5774,53.7426,UP,1
2014-05-05,53.65,52.97,52.116,57.3786,53.8013,DOWN,0
2014-05-06,51.78,53.18,52.32,57.136,53.8477,DOWN,0
2014-05-07,50.43,51.71,52.076,56.8714,53.8897,DOWN,0
2014-05-08,50.15,50.22,51.69,56.5996,53.9277,UP,1
2014-05-09,50.28,49.99,51.258,56.2808,53.9691,UP,1
2014-05-12,53.43,50.9,51.214,56.102,54.0201,DOWN,0
2014-05-13,52.28,53.86,51.314,55.9178,54.0654,DOWN,0
2014-05-14,51.88,52.03,51.604,55.694,54.1083,DOWN,0
2014-05-15,51.42,52.25,51.858,55.4488,54.1454,UP,1
2014-05-16,51.8,51.6,52.162,55.222,54.1857,UP,1
2014-05-19,53.23,51.95,52.122,55.0718,54.2261,DOWN,0
2014-05-20,52.89,53.82,52.244,54.934,54.263,DOWN,0
2014-05-21,50.19,52.6,51.906,54.7174,54.2855,UP,1
2014-05-22,53.27,50.29,52.276,54.5524,54.3247,UP,1
2014-05-23,53.41,52.65,52.598,54.4394,54.3672,UP,1
2014-05-27,54.36,52.89,52.824,54.3634,54.4128,DOWN,0
2014-05-28,53.34,54.15,52.914,54.2638,54.4534,UP,1
2014-05-29,54.4,53.12,53.756,54.1592,54.4985,DOWN,0
2014-05-30,52.63,55.5,53.628,54.0432,54.5363,DOWN,0
2014-06-02,52.38,52.63,53.422,53.9084,54.5749,DOWN,0
2014-06-03,50.95,51.93,52.74,53.7868,54.6116,UP,1
2014-06-04,51.07,50.63,52.286,53.681,54.6478,UP,1
2014-06-05,51.37,51.47,51.68,53.5754,54.6875,UP,1
2014-06-06,51.8,51.74,51.514,53.5072,54.7295,DOWN,0
2014-06-09,51.71,51.81,51.38,53.422,54.7706,UP,1
2014-06-10,53.06,51.6,51.802,53.3682,54.8171,UP,1
2014-06-11,53.31,52.69,52.25,53.2926,54.8657,DOWN,0
2014-06-12,53.04,53.17,52.584,53.1774,54.9139,UP,1
2014-06-13,54.31,53.13,53.086,53.1006,54.9732,UP,1
2014-06-16,54.61,53.16,53.666,53.078,55.0323,UP,1
2014-06-17,57.82,54.3,54.618,53.1462,55.1032,DOWN,0
2014-06-18,57.76,57.59,55.508,53.222,55.1463,UP,1
2014-06-19,57.88,57.97,56.476,53.2754,55.1878,DOWN,0
2014-06-20,57.51,57.97,57.116,53.2866,55.2315,UP,1
2014-06-23,58.0,57.45,57.794,53.3556,55.2785,DOWN,0
2014-06-24,57.46,58.09,57.722,53.4474,55.3235,DOWN,0
2014-06-25,57.41,57.11,57.652,53.52,55.3645,DOWN,0
2014-06-26,57.17,57.6,57.51,53.5588,55.4003,UP,1
2014-06-27,57.38,56.93,57.484,53.5868,55.4378,UP,1
2014-06-30,58.08,57.35,57.5,53.6264,55.4784,UP,1
2014-07-01,59.2,58.24,57.848,53.6882,55.5262,DOWN,0
2014-07-02,58.91,59.17,58.148,53.7248,55.5725,DOWN,0
2014-07-03,58.76,59.0,58.466,53.7872,55.6168,DOWN,0
2014-07-07,57.34,58.72,58.458,53.8394,55.641,DOWN,0
2014-07-08,54.89,57.34,57.82,53.8812,55.6486,DOWN,0
2014-07-09,54.6,55.1,56.9,53.9906,55.6578,DOWN,0
2014-07-10,54.3,53.41,55.978,54.0614,55.6675,DOWN,0
2014-07-11,54.21,54.5,55.068,54.1126,55.6779,UP,1
2014-07-14,54.73,54.69,54.546,54.1656,55.6892,DOWN,0
2014-07-15,53.74,54.77,54.316,54.1916,55.6913,UP,1
2014-07-16,53.95,53.99,54.186,54.1976,55.6989,DOWN,0
2014-07-17,52.64,53.62,53.854,54.2148,55.7025,UP,1
2014-07-18,53.5,52.98,53.712,54.2762,55.7069,DOWN,0
2014-07-21,53.32,53.25,53.43,54.3396,55.7077,UP,1
2014-07-22,53.6,53.53,53.402,54.406,55.7157,DOWN,0
2014-07-23,53.6,53.96,53.332,54.4094,55.7196,UP,1
2014-07-24,54.06,53.7,53.616,54.445,55.7291,UP,1
2014-07-25,54.89,53.89,53.894,54.5052,55.7528,DOWN,0
2014-07-28,54.0,54.74,54.03,54.5568,55.7733,UP,1
2014-07-29,54.83,54.26,54.276,54.6174,55.7897,UP,1
2014-07-30,56.25,55.09,54.806,54.6778,55.8156,DOWN,0
2014-07-31,54.25,55.68,54.844,54.705,55.831,DOWN,0
2014-08-01,53.48,54.33,54.562,54.7708,55.8448,UP,1
2014-08-04,54.9,53.89,54.742,54.8034,55.8564,DOWN,0
2014-08-05,54.3,54.62,54.636,54.8212,55.8629,DOWN,0
2014-08-06,53.89,54.1,54.164,54.8118,55.8618,DOWN,0
2014-08-07,53.75,54.17,54.064,54.82,55.8551,UP,1
2014-08-08,54.44,53.91,54.256,54.8208,55.8559,UP,1
2014-08-11,54.87,54.68,54.25,54.8656,55.8635,DOWN,0
2014-08-12,52.75,54.39,53.94,54.873,55.8554,UP,1
2014-08-13,52.82,53.03,53.726,54.9104,55.8467,UP,1
2014-08-14,53.51,53.15,53.678,54.9592,55.8468,UP,1
2014-08-15,53.63,53.84,53.516,55.0044,55.8464,UP,1
2014-08-18,54.38,54.11,53.418,55.056,55.8544,UP,1
2014-08-19,54.96,54.53,53.86,55.121,55.8624,UP,1
2014-08-20,55.39,55.38,54.374,55.1676,55.8695,UP,1
2014-08-21,55.71,55.65,54.814,55.2156,55.8702,UP,1
2014-08-22,59.8,57.89,56.048,55.3508,55.8907,DOWN,0
2014-08-25,59.23,59.34,57.018,55.4492,55.9107,UP,1
2014-08-26,59.64,58.81,57.954,55.5498,55.9372,DOWN,0
2014-08-27,59.58,59.42,58.792,55.585,55.9576,DOWN,0
2014-08-28,58.29,58.15,59.308,55.5956,55.9685,UP,1
2014-08-29,59.09,58.06,59.166,55.6198,55.9804,UP,1
2014-09-02,59.85,59.2,59.29,55.6666,55.9936,DOWN,0
2014-09-03,59.03,60.01,59.168,55.6872,56.0038,UP,1
2014-09-04,59.08,59.18,59.068,55.7196,56.0126,UP,1
2014-09-05,59.81,58.97,59.372,55.7676,56.0341,UP,1
2014-09-08,60.36,59.82,59.626,55.8314,56.0722,DOWN,0
2014-09-09,59.66,60.5,59.588,55.877,56.1025,UP,1
2014-09-10,60.7,59.81,59.922,55.9294,56.1338,UP,1
2014-09-11,61.21,60.39,60.348,55.9696,56.1664,DOWN,0
2014-09-12,59.25,60.91,60.236,55.9764,56.1989,DOWN,0
2014-09-15,57.57,59.15,59.678,55.9526,56.2252,UP,1
2014-09-16,57.61,57.46,59.268,55.958,56.2497,DOWN,0
2014-09-17,57.45,57.46,58.618,56.0092,56.2765,UP,1
2014-09-18,57.66,57.9,57.908,56.0704,56.307,UP,1
2014-09-19,58.24,58.32,57.706,56.1492,56.3401,DOWN,0
2014-09-22,57.32,58.05,57.656,56.2114,56.3653,DOWN,0
2014-09-23,56.81,57.18,57.496,56.253,56.3841,UP,1
2014-09-24,57.66,56.95,57.538,56.3314,56.403,DOWN,0
2014-09-25,55.92,57.56,57.19,56.3708,56.4142,UP,1
2014-09-26,56.56,56.01,56.854,56.4492,56.4284,UP,1
2014-09-29,57.23,55.56,56.836,56.5238,56.4574,UP,1
2014-09-30,57.53,57.17,56.98,56.608,56.4902,DOWN,0
2014-10-01,56.73,57.29,56.794,56.6706,56.5182,DOWN,0
2014-10-02,56.64,56.41,56.938,56.7314,56.5456,UP,1
2014-10-03,58.46,57.63,57.318,56.8194,56.5768,DOWN,0
2014-10-06,58.3,58.96,57.532,56.8876,56.6015,DOWN,0
2014-10-07,56.91,57.91,57.408,56.9458,56.6207,UP,1
2014-10-08,57.9,57.0,57.642,57.0072,56.6416,DOWN,0
2014-10-09,57.13,57.75,57.74,57.0248,56.6543,DOWN,0
2014-10-10,54.77,57.07,57.002,57.0352,56.6542,DOWN,0
2014-10-13,53.23,54.75,55.988,57.0302,56.6461,DOWN,0
2014-10-14,52.72,53.92,55.15,56.9866,56.6374,UP,1
2014-10-15,53.09,51.95,54.188,56.9624,56.627,UP,1
2014-10-16,53.87,51.97,53.536,56.962,56.6204,UP,1
2014-10-17,55.63,54.74,53.708,56.9996,56.6243,UP,1
2014-10-20,56.03,54.75,54.268,57.0314,56.6288,UP,1
2014-10-21,57.24,56.4,55.172,57.0788,56.6439,DOWN,0
2014-10-22,56.25,56.77,55.804,57.1488,56.6504,UP,1
2014-10-23,57.88,56.83,56.606,57.25,56.6551,UP,1
2014-10-24,59.57,57.95,57.394,57.3712,56.6715,DOWN,0
2014-10-27,59.11,59.37,58.01,57.4808,56.6823,UP,1
2014-10-28,61.53,59.97,58.868,57.6238,56.7089,DOWN,0
2014-10-29,60.97,61.18,59.812,57.744,56.7262,UP,1
2014-10-30,61.72,60.6,60.58,57.8706,56.7362,UP,1
2014-10-31,63.99,62.99,61.464,58.0362,56.7601,DOWN,0
2014-11-03,63.59,63.92,62.36,58.112,56.7787,DOWN,0
2014-11-04,63.57,63.44,62.768,58.1988,56.7918,DOWN,0
2014-11-05,61.91,63.97,62.956,58.2442,56.7957,UP,1
2014-11-06,63.09,62.08,63.23,58.3144,56.8107,UP,1
2014-11-07,63.97,63.61,63.226,58.428,56.8386,UP,1
2014-11-10,64.45,64.05,63.398,58.5352,56.8754,DOWN,0
2014-11-11,64.06,64.45,63.496,58.6194,56.8989,DOWN,0
2014-11-12,63.77,63.79,63.868,58.7142,56.9279,DOWN,0
2014-11-13,63.16,64.0,63.882,58.7958,56.9389,UP,1
2014-11-14,63.91,63.19,63.87,58.8778,56.9558,DOWN,0
2014-11-17,62.51,63.73,63.482,58.9208,56.976,DOWN,0
2014-11-18,62.47,62.51,63.164,58.977,56.9835,DOWN,0
2014-11-19,61.02,62.18,62.614,58.9834,56.9805,DOWN,0
2014-11-20,58.3,59.43,61.642,58.9252,56.9635,DOWN,0
2014-11-21,58.19,58.89,60.498,58.904,56.9467,DOWN,0
2014-11-24,58.09,57.29,59.614,58.9144,56.9319,UP,1
2014-11-25,59.34,57.97,58.988,58.949,56.9225,DOWN,0
2014-11-26,59.23,59.28,58.63,58.9846,56.9112,UP,1
2014-11-28,59.87,57.93,58.944,59.0288,56.8949,DOWN,0
2014-12-01,59.08,59.09,59.122,59.0456,56.8763,UP,1
2014-12-02,59.25,59.48,59.354,59.0842,56.8539,DOWN,0
2014-12-03,58.88,59.42,59.262,59.1256,56.8332,UP,1
2014-12-04,58.95,58.66,59.206,59.1514,56.8129,DOWN,0
2014-12-05,58.85,58.98,59.002,59.21,56.7892,DOWN,0
2014-12-08,56.41,58.54,58.468,59.207,56.7517,DOWN,0
2014-12-09,56.14,55.04,57.846,59.1852,56.7141,DOWN,0
2014-12-10,55.32,56.11,57.134,59.141,56.672,UP,1
2014-12-11,55.48,55.5,56.44,59.116,56.6183,DOWN,0
2014-12-12,55.07,55.31,55.684,59.0846,56.5818,UP,1
2014-12-15,55.41,55.42,55.484,59.0236,56.5514,DOWN,0
2014-12-16,53.79,54.36,55.014,58.9334,56.505,UP,1
2014-12-17,57.0,54.19,55.35,58.9352,56.4716,UP,1
2014-12-18,59.33,58.49,56.12,58.9638,56.4526,UP,1
2014-12-19,59.86,59.61,57.078,59.0184,56.4482,DOWN,0
2014-12-22,59.86,59.93,57.968,59.1202,56.4486,UP,1
2014-12-23,60.5,60.0,59.31,59.2656,56.446,DOWN,0
2014-12-24,60.33,60.53,59.976,59.4178,56.44,UP,1
2014-12-26,60.8,60.46,60.27,59.572,56.4487,DOWN,0
2014-12-29,60.35,60.41,60.368,59.7016,56.4597,DOWN,0
2014-12-30,59.43,60.26,60.282,59.7776,56.4652,DOWN,0
2014-12-31,59.31,59.39,60.044,59.8432,56.4636,DOWN,0
2015-01-02,59.24,59.9,59.826,59.8832,56.4677,DOWN,0
2015-01-05,58.17,58.6,59.3,59.9216,56.4629,DOWN,0
2015-01-06,57.2,58.18,58.67,59.908,56.4638,DOWN,0
2015-01-07,56.93,57.79,58.17,59.8552,56.4666,UP,1
2015-01-08,58.59,57.33,58.026,59.8448,56.4763,DOWN,0
2015-01-09,58.16,59.16,57.81,59.7774,56.4911,DOWN,0
2015-01-12,57.73,58.45,57.722,59.7126,56.4999,UP,1
2015-01-13,57.97,58.39,57.876,59.6376,56.511,DOWN,0
2015-01-14,57.25,57.41,57.94,59.5028,56.5118,DOWN,0
2015-01-15,55.11,57.15,57.244,59.3332,56.4933,UP,1
2015-01-16,56.64,54.96,56.94,59.1946,56.4858,UP,1
2015-01-20,57.29,56.7,56.852,59.1022,56.4935,UP,1
2015-01-21,57.71,56.99,56.8,58.9946,56.51,UP,1
2015-01-22,58.0,57.91,56.95,58.8752,56.5302,UP,1
2015-01-23,58.62,58.0,57.652,58.7586,56.5472,UP,1
2015-01-26,59.78,58.53,58.28,58.673,56.5614,DOWN,0
2015-01-27,57.79,58.9,58.38,58.5534,56.5776,DOWN,0
2015-01-28,56.35,58.43,58.108,58.4172,56.595,UP,1
2015-01-29,58.1,56.8,58.128,58.301,56.6166,DOWN,0
2015-01-30,56.45,57.5,57.694,58.1798,56.6227,UP,1
2015-02-02,57.28,56.88,57.194,58.076,56.6292,UP,1
2015-02-03,58.61,57.66,57.358,58.0278,56.6417,UP,1
2015-02-04,58.99,58.44,57.886,58.0416,56.6561,UP,1
2015-02-05,59.26,58.95,58.118,58.063,56.667,DOWN,0
2015-02-06,59.17,59.26,58.662,58.0846,56.6847,DOWN,0
2015-02-09,57.98,58.85,58.802,58.0574,56.7009,UP,1
2015-02-10,58.79,58.5,58.838,58.0486,56.7309,UP,1
2015-02-11,58.8,58.82,58.8,58.0272,56.7792,UP,1
2015-02-12,61.26,59.29,59.2,58.0708,56.8317,UP,1
2015-02-13,62.85,61.25,59.936,58.1428,56.8877,DOWN,0
2015-02-17,62.07,62.58,60.754,58.2066,56.9377,UP,1
2015-02-18,63.0,62.4,61.596,58.2876,56.9905,DOWN,0
2015-02-19,62.81,62.59,62.398,58.3668,57.0363,UP,1
2015-02-20,63.74,62.78,62.894,58.5134,57.0961,DOWN,0
2015-02-23,62.58,63.14,62.84,58.6422,57.1568,DOWN,0
2015-02-24,61.93,62.58,62.812,58.7744,57.2157,UP,1
2015-02-25,62.87,61.93,62.786,58.9222,57.2787,UP,1
2015-02-26,70.24,70.02,64.272,59.2256,57.3627,DOWN,0
2015-02-27,69.38,69.85,65.4,59.505,57.4482,DOWN,0
2015-03-02,68.46,67.38,66.576,59.7984,57.5311,DOWN,0
2015-03-03,66.95,68.06,67.58,59.9974,57.6088,DOWN,0
2015-03-04,64.88,66.38,67.982,60.1084,57.6742,UP,1
2015-03-05,65.59,65.12,67.052,60.223,57.736,DOWN,0
2015-03-06,64.56,65.18,66.088,60.317,57.7943,UP,1
2015-03-09,65.48,64.75,65.492,60.4166,57.8708,DOWN,0
2015-03-10,63.76,64.78,64.854,60.4852,57.9232,DOWN,0
2015-03-11,63.68,64.0,64.614,60.5428,57.9746,UP,1
2015-03-12,64.95,63.66,64.486,60.6348,58.0275,DOWN,0
2015-03-13,64.6,64.81,64.494,60.7382,58.0838,UP,1
2015-03-16,66.43,64.95,64.684,60.8806,58.144,UP,1
2015-03-17,67.55,65.96,65.442,61.0468,58.2186,UP,1
2015-03-18,68.55,67.04,66.416,61.2544,58.2994,UP,1
2015-03-19,68.88,68.3,67.202,61.488,58.3891,DOWN,0
2015-03-20,67.69,69.19,67.82,61.7032,58.4722,DOWN,0
2015-03-23,67.66,67.7,68.066,61.8846,58.5536,DOWN,0
2015-03-24,67.37,67.68,68.03,62.0688,58.6315,DOWN,0
2015-03-25,65.78,67.3,67.476,62.2298,58.7018,UP,1
2015-03-26,65.99,65.72,66.898,62.3902,58.7665,UP,1
2015-03-27,66.55,65.78,66.67,62.5762,58.8327,UP,1
2015-03-30,66.85,67.4,66.508,62.811,58.9017,DOWN,0
2015-03-31,66.81,66.51,66.396,63.0144,58.9642,DOWN,0
2015-04-01,66.08,66.51,66.456,63.1902,59.0216,UP,1
2015-04-02,66.68,66.25,66.594,63.3696,59.0659,UP,1
2015-04-06,67.94,66.24,66.872,63.5684,59.1168,UP,1
2015-04-07,68.2,68.24,67.142,63.76,59.1684,UP,1
2015-04-08,68.21,68.26,67.422,63.9286,59.2219,DOWN,0
2015-04-09,67.74,68.32,67.754,64.1276,59.2706,DOWN,0
2015-04-10,67.64,67.6,67.946,64.3534,59.3215,DOWN,0
2015-04-13,67.08,67.76,67.774,64.533,59.3698,DOWN,0
2015-04-14,66.91,67.12,67.516,64.7422,59.4185,UP,1
2015-04-15,67.21,67.27,67.316,64.9408,59.4677,UP,1
2015-04-16,67.91,66.67,67.35,65.1268,59.5168,DOWN,0
2015-04-17,65.81,67.16,66.984,65.2632,59.5499,UP,1
2015-04-20,66.9,66.19,66.948,65.416,59.5898,UP,1
2015-04-21,67.38,67.39,67.042,65.5802,59.6329,UP,1
2015-04-22,67.71,67.38,67.142,65.7748,59.6848,UP,1
2015-04-23,68.47,67.36,67.254,65.9684,59.7527,DOWN,0
2015-04-24,67.83,68.6,67.658,66.149,59.8188,UP,1
2015-04-27,67.84,68.46,67.846,66.2806,59.8865,DOWN,0
2015-04-28,66.89,67.97,67.748,66.3614,59.9499,UP,1
2015-04-29,74.65,66.31,69.136,66.613,60.0495,DOWN,0
2015-04-30,72.82,72.19,70.006,66.8094,60.1449,UP,1
2015-05-01,73.36,73.37,71.112,67.0204,60.242,DOWN,0
2015-05-04,71.6,72.27,71.864,67.1776,60.3368,UP,1
2015-05-05,72.75,71.5,73.036,67.381,60.433,UP,1
2015-05-06,73.79,73.65,72.864,67.6182,60.5354,UP,1
2015-05-07,74.52,74.08,73.204,67.8512,60.64,DOWN,0
2015-05-08,72.4,72.0,73.012,67.8944,60.734,DOWN,0
2015-05-11,71.2,71.48,72.932,67.9308,60.8197,UP,1
2015-05-12,71.77,70.7,72.736,67.997,60.9041,UP,1
2015-05-13,71.79,72.39,72.336,68.0938,60.993,UP,1
2015-05-14,72.88,72.5,72.008,68.2538,61.0833,DOWN,0
2015-05-15,72.4,73.22,72.008,68.39,61.164,UP,1
2015-05-18,72.8,72.55,72.328,68.5548,61.2568,DOWN,0
2015-05-19,71.48,72.99,72.27,68.6748,61.3468,DOWN,0
2015-05-20,70.16,71.23,71.944,68.8028,61.4231,UP,1
2015-05-21,72.91,73.51,71.95,68.9874,61.5161,UP,1
2015-05-22,75.01,73.0,72.472,69.1886,61.6217,DOWN,0
2015-05-26,73.57,73.66,72.626,69.368,61.7208,UP,1
2015-05-27,73.95,73.0,73.12,69.5184,61.8184,DOWN,0
2015-05-28,72.68,72.92,73.624,69.621,61.9074,UP,1
2015-05-29,72.75,72.56,73.592,69.705,62.0074,UP,1
2015-06-01,73.1,72.79,73.21,69.7894,62.1088,DOWN,0
2015-06-02,72.9,72.83,73.076,69.8936,62.2058,UP,1
2015-06-03,73.47,73.21,72.98,70.0098,62.305,DOWN,0
2015-06-04,72.21,72.91,72.886,70.1066,62.3941,UP,1
2015-06-05,73.55,72.0,73.046,70.262,62.4871,DOWN,0
2015-06-08,71.84,73.28,72.794,70.379,62.5693,DOWN,0
2015-06-09,71.76,72.46,72.566,70.4832,62.6496,UP,1
2015-06-10,73.03,72.03,72.478,70.6068,62.7157,DOWN,0
2015-06-11,72.4,73.17,72.516,70.7186,62.7816,DOWN,0
2015-06-12,71.77,72.2,72.16,70.8324,62.8422,UP,1
2015-06-15,72.56,71.31,72.304,70.95,62.9071,UP,1
2015-06-16,73.4,72.0,72.632,71.0592,62.9827,UP,1
2015-06-17,74.42,73.5,72.91,71.1836,63.0593,UP,1
2015-06-18,75.71,74.63,73.572,71.3336,63.1386,DOWN,0
2015-06-19,75.0,75.5,74.218,71.4788,63.2185,DOWN,0
2015-06-22,74.78,75.5,74.662,71.6216,63.297,DOWN,0
2015-06-23,74.2,74.86,74.822,71.764,63.3689,DOWN,0
2015-06-24,73.5,74.1,74.638,71.8958,63.4346,UP,1
2015-06-25,73.61,74.32,74.218,72.0238,63.5044,DOWN,0
2015-06-26,72.34,73.75,73.686,72.1124,63.5626,DOWN,0
2015-06-29,70.0,71.67,72.73,72.1962,63.6065,DOWN,0
2015-06-30,69.63,70.68,71.816,72.2508,63.6584,UP,1
2015-07-01,70.54,70.58,71.224,72.314,63.7233,DOWN,0
2015-07-02,70.42,70.92,70.586,72.3682,63.7873,DOWN,0
2015-07-06,69.16,69.77,69.95,72.382,63.8459,UP,1
2015-07-07,70.26,70.18,70.002,72.4306,63.9089,DOWN,0
2015-07-08,69.39,70.03,69.954,72.4616,63.9646,UP,1
2015-07-09,69.96,70.5,69.838,72.523,64.0278,UP,1
2015-07-10,71.14,70.974,69.982,72.4528,64.0995,DOWN,0
2015-07-13,71.05,71.59,70.36,72.4174,64.1664,UP,1
2015-07-14,71.79,71.21,70.666,72.386,64.2458,DOWN,0
2015-07-15,71.36,71.75,71.06,72.3812,64.3198,UP,1
2015-07-16,72.42,71.91,71.552,72.3746,64.3957,UP,1
2015-07-17,72.81,72.54,71.886,72.355,64.4721,DOWN,0
2015-07-20,72.77,72.89,72.23,72.32,64.5523,UP,1
2015-07-21,73.83,72.62,72.638,72.3486,64.6383,UP,1
2015-07-22,73.87,73.37,73.14,72.402,64.7153,DOWN,0
2015-07-23,72.21,74.25,73.098,72.4108,64.7849,UP,1
2015-07-24,73.92,72.71,73.32,72.4534,64.8699,DOWN,0
2015-07-27,72.46,73.37,73.258,72.445,64.9427,UP,1
2015-07-28,73.79,72.79,73.25,72.4728,65.026,UP,1
2015-07-29,73.88,73.03,73.252,72.4944,65.1216,DOWN,0
2015-07-30,73.36,73.69,73.482,72.532,65.2222,DOWN,0
2015-07-31,73.3,73.41,73.358,72.5948,65.3251,DOWN,0
2015-08-03,72.44,73.57,73.354,72.5854,65.4219,DOWN,0
2015-08-04,71.89,72.45,72.974,72.523,65.512,UP,1
2015-08-05,72.53,72.57,72.704,72.5022,65.5965,DOWN,0
2015-08-06,70.43,72.78,72.118,72.4318,65.6685,DOWN,0
2015-08-07,70.41,70.45,71.54,72.3864,65.7343,UP,1
2015-08-10,71.27,71.13,71.306,72.3568,65.8094,UP,1
2015-08-11,71.63,70.68,71.254,72.3274,65.8782,DOWN,0
2015-08-12,71.04,71.1,70.956,72.2902,65.9355,UP,1
2015-08-13,71.4,71.44,71.15,72.2488,65.997,UP,1
2015-08-14,72.99,71.19,71.666,72.2644,66.0543,UP,1
2015-08-17,74.04,72.59,72.22,72.2742,66.1196,DOWN,0
2015-08-18,72.58,73.91,72.41,72.289,66.1739,DOWN,0
2015-08-19,72.04,72.54,72.61,72.2946,66.2142,DOWN,0
2015-08-20,67.82,71.62,71.894,72.1904,66.2353,UP,1
2015-08-21,69.15,69.0,71.126,72.1254,66.2632,DOWN,0
2015-08-24,65.17,65.76,69.352,71.9934,66.2795,UP,1
2015-08-25,65.18,67.59,67.872,71.8458,66.29,UP,1
2015-08-26,68.52,66.7,67.168,71.7482,66.3127,UP,1
2015-08-27,69.94,69.31,67.592,71.6586,66.3402,UP,1
2015-08-28,70.25,69.75,67.812,71.5494,66.3711,DOWN,0
2015-08-31,69.36,69.79,68.65,71.4366,66.3991,DOWN,0
2015-09-01,66.63,67.86,68.94,71.2736,66.4164,UP,1
2015-09-02,67.98,67.59,68.832,71.1492,66.4368,UP,1
2015-09-03,68.25,68.3,68.494,71.0442,66.4655,DOWN,0
2015-09-04,67.13,67.28,67.87,70.9146,66.4888,UP,1
2015-09-08,70.76,68.34,68.15,70.883,66.5375,DOWN,0
2015-09-09,69.03,71.02,68.63,70.8636,66.5911,UP,1
2015-09-10,69.74,69.0,68.982,70.8658,66.6489,UP,1
2015-09-11,70.05,69.54,69.342,70.856,66.7087,DOWN,0
2015-09-14,69.89,70.2,69.894,70.8454,66.7614,UP,1
2015-09-15,71.27,70.63,69.996,70.8876,66.8216,UP,1
2015-09-16,71.88,71.5,70.566,70.92,66.8817,UP,1
2015-09-17,72.32,71.5,71.082,70.9786,66.9479,DOWN,0
2015-09-18,71.4,71.3,71.352,71.0074,67.0086,UP,1
2015-09-21,72.14,71.76,71.802,71.0274,67.0749,DOWN,0
2015-09-22,71.65,71.39,71.878,71.0394,67.1384,UP,1
2015-09-23,71.99,71.5,71.9,71.0434,67.2041,DOWN,0
2015-09-24,71.71,71.55,71.778,71.0504,67.2806,UP,1
2015-09-25,72.44,72.6,71.986,71.0508,67.3621,DOWN,0
2015-09-28,69.04,71.95,71.366,70.9754,67.4307,DOWN,0
2015-09-29,68.38,69.09,70.712,70.8876,67.4952,UP,1
2015-09-30,69.43,69.08,70.2,70.7996,67.567,UP,1
2015-10-01,72.91,69.16,70.44,70.7804,67.6545,UP,1
2015-10-02,73.93,71.68,70.738,70.8148,67.7552,UP,1
2015-10-05,75.27,74.09,71.984,70.8418,67.8466,DOWN,0
2015-10-06,74.42,75.09,73.192,70.881,67.922,UP,1
2015-10-07,75.0,74.62,74.306,70.9052,67.9977,UP,1
2015-10-08,75.09,74.98,74.742,70.9294,68.0739,UP,1
2015-10-09,75.25,75.23,75.006,70.9672,68.1476,UP,1
2015-10-12,75.88,75.31,75.128,71.0188,68.2254,UP,1
2015-10-13,76.63,76.52,75.57,71.1026,68.3045,DOWN,0
2015-10-14,75.58,76.29,75.686,71.1764,68.3807,UP,1
2015-10-15,77.7,76.19,76.208,71.2798,68.472,UP,1
2015-10-16,78.77,78.18,76.912,71.4466,68.5693,DOWN,0
2015-10-19,77.93,78.44,77.322,71.597,68.6628,DOWN,0
2015-10-20,77.53,78.0,77.502,71.7222,68.7596,DOWN,0
2015-10-21,75.83,77.42,77.552,71.8062,68.8527,UP,1
2015-10-22,77.37,76.45,77.486,71.9328,68.9549,UP,1
2015-10-23,78.56,78.2,77.444,72.076,69.0548,DOWN,0
2015-10-26,78.22,78.58,77.502,72.1806,69.1551,DOWN,0
