ticker,FBHS US Equity,FBHS US Equity,FBHS US Equity,FBHS US Equity,FBHS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-04-29,36.45,36.81,36.564,35.5476,29.6961,DOWN,0
2013-04-30,36.39,36.46,36.5,35.5948,29.769,DOWN,0
2013-05-01,36.26,36.42,36.504,35.642,29.8412,UP,1
2013-05-02,37.43,36.26,36.658,35.7394,29.9179,UP,1
2013-05-03,39.72,39.72,37.25,35.8654,30.0089,UP,1
2013-05-06,40.13,39.88,37.986,35.9854,30.1025,UP,1
2013-05-07,40.67,40.15,38.842,36.1368,30.1938,DOWN,0
2013-05-08,40.46,40.66,39.682,36.268,30.2816,UP,1
2013-05-09,40.53,40.5,40.302,36.3876,30.3721,UP,1
2013-05-10,40.73,40.56,40.504,36.5112,30.466,UP,1
2013-05-13,41.32,40.69,40.742,36.6502,30.565,UP,1
2013-05-14,42.56,41.41,41.12,36.803,30.6741,UP,1
2013-05-15,43.52,42.47,41.732,36.964,30.7851,DOWN,0
2013-05-16,42.79,43.21,42.184,37.099,30.8884,UP,1
2013-05-17,43.54,43.12,42.746,37.2528,30.9941,DOWN,0
2013-05-20,43.34,43.1,43.15,37.3992,31.1002,UP,1
2013-05-21,43.42,43.31,43.322,37.5506,31.2079,DOWN,0
2013-05-22,42.94,43.34,43.206,37.6976,31.3156,DOWN,0
2013-05-23,42.69,42.16,43.186,37.8322,31.4165,UP,1
2013-05-24,42.76,42.43,43.03,37.9608,31.5167,UP,1
2013-05-28,43.26,43.58,43.014,38.099,31.6185,DOWN,0
2013-05-29,42.19,42.73,42.768,38.2176,31.7157,UP,1
2013-05-30,42.62,42.5,42.704,38.3426,31.8159,DOWN,0
2013-05-31,42.28,42.34,42.622,38.4348,31.9153,DOWN,0
2013-06-03,41.73,42.25,42.416,38.5436,32.0107,DOWN,0
2013-06-04,40.37,41.74,41.838,38.6174,32.0955,DOWN,0
2013-06-05,38.92,40.38,41.184,38.6536,32.1717,UP,1
2013-06-06,38.98,38.81,40.456,38.6986,32.2453,UP,1
2013-06-07,40.06,39.4,40.012,38.765,32.3224,DOWN,0
2013-06-10,39.03,40.3,39.472,38.797,32.3962,DOWN,0
2013-06-11,38.62,38.27,39.122,38.8448,32.4683,DOWN,0
2013-06-12,38.4,39.1,39.018,38.8992,32.5393,UP,1
2013-06-13,39.5,38.4,39.122,38.9976,32.6143,UP,1
2013-06-14,40.1,39.44,39.13,39.1146,32.6916,UP,1
2013-06-17,41.27,40.57,39.578,39.2514,32.7734,UP,1
2013-06-18,41.91,41.22,40.236,39.3866,32.8575,DOWN,0
2013-06-19,41.4,41.74,40.836,39.5128,32.9369,DOWN,0
2013-06-20,38.67,40.76,40.67,39.575,33.0035,DOWN,0
2013-06-21,37.82,38.87,40.214,39.6078,33.0651,DOWN,0
2013-06-24,36.9,37.06,39.34,39.6118,33.1217,UP,1
2013-06-25,38.02,37.78,38.562,39.6832,33.1853,UP,1
2013-06-26,38.07,38.1,37.896,39.735,33.2412,UP,1
2013-06-27,38.97,38.45,37.956,39.8186,33.3028,DOWN,0
2013-06-28,38.74,38.95,38.14,39.8922,33.3665,UP,1
2013-07-01,39.27,38.83,38.614,39.9484,33.4329,DOWN,0
2013-07-02,38.78,39.26,38.766,39.998,33.4942,UP,1
2013-07-03,39.25,38.47,39.002,40.0488,33.5529,UP,1
2013-07-05,39.56,39.57,39.12,40.1152,33.6098,DOWN,0
2013-07-08,39.27,39.65,39.226,40.1674,33.6673,UP,1
2013-07-09,39.73,39.53,39.318,40.2268,33.7295,UP,1
2013-07-10,39.82,39.89,39.526,40.2942,33.7915,UP,1
2013-07-11,41.91,40.6,40.058,40.4046,33.8633,UP,1
2013-07-12,42.29,42.02,40.604,40.5252,33.9315,DOWN,0
2013-07-15,41.58,42.39,41.066,40.6082,33.9978,DOWN,0
2013-07-16,41.12,41.59,41.344,40.6362,34.0655,DOWN,0
2013-07-17,41.05,41.34,41.59,40.6546,34.1356,UP,1
2013-07-18,41.06,41.05,41.42,40.6624,34.2034,UP,1
2013-07-19,41.44,41.06,41.25,40.682,34.2756,UP,1
2013-07-22,42.41,41.84,41.416,40.7196,34.3537,DOWN,0
2013-07-23,42.39,42.46,41.67,40.7528,34.4302,DOWN,0
2013-07-24,41.65,42.53,41.79,40.7594,34.4996,DOWN,0
2013-07-25,41.41,37.92,41.86,40.7364,34.5668,UP,1
2013-07-26,41.65,41.12,41.902,40.699,34.6347,DOWN,0
2013-07-29,40.96,41.49,41.612,40.6624,34.7006,UP,1
2013-07-30,41.1,41.38,41.354,40.6136,34.7716,UP,1
2013-07-31,41.31,41.27,41.286,40.573,34.8437,UP,1
2013-08-01,41.88,41.74,41.38,40.5422,34.9181,UP,1
2013-08-02,42.5,42.6,41.55,40.5334,34.9955,DOWN,0
2013-08-05,41.75,42.25,41.708,40.5146,35.068,DOWN,0
2013-08-06,40.0,41.75,41.488,40.4594,35.1286,DOWN,0
2013-08-07,38.8,39.93,40.986,40.3702,35.179,DOWN,0
2013-08-08,38.6,38.97,40.33,40.2984,35.2257,DOWN,0
2013-08-09,38.25,38.52,39.48,40.211,35.2704,DOWN,0
2013-08-12,37.9,38.09,38.71,40.1234,35.3192,DOWN,0
2013-08-13,37.3,37.93,38.17,40.0348,35.3708,DOWN,0
2013-08-14,37.01,37.31,37.812,39.9676,35.4099,UP,1
2013-08-15,37.85,36.3,37.662,39.9462,35.4569,UP,1
2013-08-16,37.98,37.93,37.608,39.9262,35.5083,DOWN,0
2013-08-19,37.47,37.83,37.522,39.8744,35.5534,UP,1
2013-08-20,38.42,37.85,37.746,39.8622,35.5956,UP,1
2013-08-21,38.82,38.3,38.108,39.8662,35.6426,DOWN,0
2013-08-22,38.75,39.0,38.288,39.8732,35.6883,DOWN,0
2013-08-23,37.89,38.74,38.27,39.841,35.7311,UP,1
2013-08-26,38.23,38.03,38.422,39.8036,35.7771,DOWN,0
2013-08-27,36.95,37.63,38.128,39.7172,35.822,UP,1
2013-08-28,36.97,36.93,37.758,39.6184,35.8669,UP,1
2013-08-29,37.46,36.8,37.5,39.5396,35.9145,DOWN,0
2013-08-30,36.84,37.46,37.29,39.503,35.9577,DOWN,0
2013-09-03,36.79,37.31,37.002,39.4824,36.0047,DOWN,0
2013-09-04,36.72,36.79,36.956,39.4788,36.0539,UP,1
2013-09-05,37.09,36.69,36.98,39.4602,36.1048,UP,1
2013-09-06,37.84,37.46,37.056,39.4556,36.1541,UP,1
2013-09-09,39.81,38.11,37.65,39.4724,36.2079,UP,1
2013-09-10,40.89,40.0,38.47,39.5154,36.2674,DOWN,0
2013-09-11,40.74,40.79,39.274,39.5448,36.3239,UP,1
2013-09-12,40.89,40.66,40.034,39.587,36.3846,DOWN,0
2013-09-13,40.83,40.86,40.632,39.6186,36.4463,UP,1
2013-09-16,41.4,41.69,40.95,39.6554,36.5093,UP,1
2013-09-17,41.62,41.31,41.096,39.7024,36.5691,UP,1
2013-09-18,43.23,41.49,41.594,39.7724,36.6353,DOWN,0
2013-09-19,42.15,43.16,41.846,39.819,36.6973,DOWN,0
2013-09-20,41.2,42.71,41.92,39.8048,36.7533,DOWN,0
2013-09-23,40.77,41.12,41.794,39.7744,36.8115,UP,1
2013-09-24,40.9,40.67,41.65,39.7608,36.8707,DOWN,0
2013-09-25,40.89,41.02,41.182,39.7562,36.9304,UP,1
2013-09-26,40.9,41.04,40.932,39.7532,36.9911,UP,1
2013-09-27,41.6,40.54,41.012,39.764,37.0553,UP,1
2013-09-30,41.63,40.95,41.184,39.7678,37.1151,UP,1
2013-10-01,42.65,41.6,41.534,39.7726,37.1807,UP,1
2013-10-02,42.74,42.15,41.904,39.7796,37.2478,DOWN,0
2013-10-03,42.46,42.51,42.216,39.7958,37.3117,UP,1
2013-10-04,42.53,42.33,42.402,39.8182,37.3736,DOWN,0
2013-10-07,41.28,41.86,42.332,39.8108,37.43,DOWN,0
2013-10-08,39.62,41.13,41.726,39.784,37.4764,DOWN,0
2013-10-09,39.25,39.91,41.028,39.747,37.5231,UP,1
2013-10-10,40.0,39.74,40.536,39.7208,37.5741,UP,1
2013-10-11,40.74,40.01,40.178,39.698,37.6329,DOWN,0
2013-10-14,40.04,40.34,39.93,39.6488,37.6874,DOWN,0
2013-10-15,38.51,39.92,39.708,39.584,37.7357,DOWN,0
2013-10-16,38.25,38.65,39.508,39.549,37.7809,UP,1
2013-10-17,38.44,38.02,39.196,39.5418,37.8194,UP,1
2013-10-18,39.03,38.78,38.854,39.5504,37.8616,DOWN,0
2013-10-21,38.86,38.86,38.618,39.5626,37.9015,UP,1
2013-10-22,40.73,39.19,39.062,39.6192,37.9507,DOWN,0
2013-10-23,40.35,40.36,39.482,39.6802,37.9963,UP,1
2013-10-24,42.7,44.01,40.334,39.794,38.0521,UP,1
2013-10-25,43.41,42.7,41.21,39.9052,38.1129,DOWN,0
2013-10-28,43.06,43.25,42.05,40.0068,38.1706,UP,1
2013-10-29,43.48,43.09,42.6,40.127,38.2329,UP,1
2013-10-30,43.5,43.49,43.23,40.2286,38.2954,DOWN,0
2013-10-31,43.08,43.59,43.306,40.3138,38.3565,DOWN,0
2013-11-01,42.49,43.07,43.122,40.3886,38.4131,UP,1
2013-11-04,42.82,42.69,43.074,40.4872,38.4687,DOWN,0
2013-11-05,42.09,42.55,42.796,40.5644,38.5203,DOWN,0
2013-11-06,41.85,42.19,42.466,40.6624,38.5698,DOWN,0
2013-11-07,41.08,42.02,42.066,40.7446,38.6148,DOWN,0
2013-11-08,40.83,40.88,41.734,40.812,38.6571,DOWN,0
2013-11-11,40.6,40.84,41.29,40.8872,38.6987,DOWN,0
2013-11-12,40.58,40.54,40.988,40.963,38.738,UP,1
2013-11-13,41.37,40.4,40.892,41.056,38.7832,UP,1
2013-11-14,42.28,41.38,41.132,41.1598,38.8309,DOWN,0
2013-11-15,42.24,42.26,41.414,41.2478,38.8765,DOWN,0
2013-11-18,41.72,42.26,41.638,41.286,38.923,UP,1
2013-11-19,41.89,41.86,41.9,41.306,38.9707,DOWN,0
2013-11-20,41.88,41.8,42.002,41.3288,39.0161,UP,1
2013-11-21,43.25,41.99,42.196,41.376,39.066,DOWN,0
2013-11-22,42.7,43.4,42.288,41.4134,39.1115,DOWN,0
2013-11-25,42.69,42.76,42.482,41.4392,39.1572,UP,1
2013-11-26,43.75,42.55,42.854,41.4818,39.2029,UP,1
2013-11-27,44.07,43.95,43.292,41.4986,39.2502,DOWN,0
2013-11-29,43.6,44.04,43.362,41.5276,39.2971,DOWN,0
2013-12-02,42.42,43.49,43.306,41.552,39.3391,DOWN,0
2013-12-03,42.15,42.41,43.198,41.5796,39.3803,DOWN,0
2013-12-04,41.75,41.65,42.798,41.5966,39.4262,UP,1
2013-12-05,41.79,41.74,42.342,41.6146,39.4681,UP,1
2013-12-06,42.34,42.52,42.09,41.6434,39.5092,UP,1
2013-12-09,42.65,42.33,42.136,41.6644,39.5569,UP,1
2013-12-10,42.94,42.43,42.294,41.6906,39.6021,DOWN,0
2013-12-11,42.37,43.02,42.418,41.685,39.6412,UP,1
2013-12-12,42.46,42.3,42.552,41.6794,39.6807,UP,1
2013-12-13,42.51,42.54,42.586,41.6804,39.7214,UP,1
2013-12-16,42.7,42.72,42.596,41.6838,39.7603,DOWN,0
2013-12-17,42.1,42.51,42.428,41.7002,39.7935,UP,1
2013-12-18,43.51,42.28,42.656,41.778,39.8308,DOWN,0
2013-12-19,43.27,43.51,42.818,41.8584,39.8679,UP,1
2013-12-20,44.06,43.39,43.128,41.9396,39.9081,UP,1
2013-12-23,44.99,44.25,43.586,42.0246,39.9538,UP,1
2013-12-24,45.26,44.9,44.218,42.129,40.0022,DOWN,0
2013-12-26,45.23,45.3,44.562,42.2634,40.0485,DOWN,0
2013-12-27,44.91,45.35,44.89,42.3966,40.0914,UP,1
2013-12-30,45.53,44.9,45.184,42.5384,40.1373,UP,1
2013-12-31,45.7,45.78,45.326,42.6718,40.1845,DOWN,0
2014-01-02,45.43,45.5,45.36,42.8032,40.2298,UP,1
2014-01-03,45.58,45.59,45.43,42.9002,40.2694,DOWN,0
2014-01-06,44.95,45.46,45.438,42.9922,40.3127,UP,1
2014-01-07,45.34,45.09,45.4,43.045,40.356,UP,1
2014-01-08,45.55,45.17,45.37,43.0878,40.3982,UP,1
2014-01-09,45.85,45.6,45.454,43.1436,40.4438,UP,1
2014-01-10,46.79,45.89,45.696,43.2098,40.494,DOWN,0
2014-01-13,46.34,46.52,45.974,43.2666,40.5386,UP,1
2014-01-14,47.65,46.36,46.436,43.358,40.5957,UP,1
2014-01-15,47.83,47.67,46.892,43.4648,40.6564,DOWN,0
2014-01-16,47.14,47.55,47.15,43.5512,40.7192,DOWN,0
2014-01-17,46.56,47.22,47.104,43.6406,40.7808,UP,1
2014-01-21,47.15,46.88,47.266,43.7466,40.8444,UP,1
2014-01-22,47.75,47.2,47.286,43.88,40.9074,DOWN,0
2014-01-23,47.59,47.51,47.238,44.0152,40.9699,DOWN,0
2014-01-24,45.64,47.21,46.938,44.116,41.0203,DOWN,0
2014-01-27,45.33,45.69,46.692,44.211,41.066,UP,1
2014-01-28,46.39,45.39,46.54,44.3114,41.1145,DOWN,0
2014-01-29,45.65,45.93,46.12,44.3788,41.1705,DOWN,0
2014-01-30,43.21,43.28,45.244,44.3982,41.2091,UP,1
2014-01-31,45.06,43.62,45.128,44.465,41.2605,DOWN,0
2014-02-03,42.45,44.7,44.552,44.4762,41.2974,UP,1
2014-02-04,43.13,42.62,43.9,44.5012,41.3308,UP,1
2014-02-05,43.36,42.95,43.442,44.5034,41.3661,UP,1
2014-02-06,44.43,43.44,43.686,44.538,41.4047,UP,1
2014-02-07,44.98,44.81,43.67,44.5838,41.4484,DOWN,0
2014-02-10,44.06,44.97,43.992,44.59,41.4854,UP,1
2014-02-11,44.82,44.26,44.33,44.605,41.5257,UP,1
2014-02-12,45.52,44.98,44.762,44.6434,41.571,DOWN,0
2014-02-13,45.16,45.08,44.908,44.6982,41.6149,UP,1
2014-02-14,45.88,45.01,45.088,44.7728,41.663,DOWN,0
2014-02-18,45.85,45.92,45.446,44.8548,41.7051,DOWN,0
2014-02-19,45.61,45.55,45.604,44.9312,41.7346,DOWN,0
2014-02-20,45.53,45.57,45.606,44.995,41.7616,DOWN,0
2014-02-21,44.98,45.54,45.57,45.0416,41.7831,DOWN,0
2014-02-24,44.73,44.97,45.34,45.0774,41.8045,UP,1
2014-02-25,44.81,44.73,45.132,45.1262,41.8259,UP,1
2014-02-26,46.53,45.51,45.316,45.2076,41.8549,UP,1
2014-02-27,47.08,45.8,45.626,45.299,41.8837,DOWN,0
2014-02-28,46.74,47.15,45.978,45.3798,41.9046,DOWN,0
2014-03-03,45.97,46.02,46.226,45.4572,41.9168,UP,1
2014-03-04,46.84,46.51,46.632,45.5238,41.9371,DOWN,0
2014-03-05,46.83,46.93,46.692,45.595,41.9535,UP,1
2014-03-06,47.01,46.88,46.678,45.654,41.9718,DOWN,0
2014-03-07,46.58,47.25,46.646,45.6858,41.9876,DOWN,0
2014-03-10,45.67,46.31,46.586,45.694,42.0013,DOWN,0
2014-03-11,45.17,45.76,46.252,45.6928,42.0137,DOWN,0
2014-03-12,44.69,44.82,45.824,45.6884,42.0233,DOWN,0
2014-03-13,42.75,44.86,44.972,45.6328,42.0208,UP,1
2014-03-14,43.28,42.83,44.312,45.5844,42.0262,UP,1
2014-03-17,43.73,43.54,43.924,45.5504,42.0318,UP,1
2014-03-18,44.27,43.82,43.744,45.5242,42.0417,DOWN,0
2014-03-19,44.16,44.43,43.638,45.5084,42.0539,DOWN,0
2014-03-20,43.16,44.07,43.72,45.4648,42.0678,DOWN,0
2014-03-21,42.33,43.32,43.53,45.4004,42.0849,DOWN,0
2014-03-24,41.0,42.49,42.984,45.3034,42.095,UP,1
2014-03-25,42.06,41.11,42.542,45.2088,42.105,DOWN,0
2014-03-26,40.77,42.28,41.864,45.0974,42.1137,DOWN,0
2014-03-27,40.2,40.74,41.272,44.9484,42.1216,UP,1
2014-03-28,41.79,40.3,41.164,44.8276,42.1385,UP,1
2014-03-31,42.08,41.97,41.38,44.7264,42.1514,UP,1
2014-04-01,42.53,42.19,41.474,44.6458,42.1636,DOWN,0
2014-04-02,42.48,42.49,41.816,44.5524,42.1696,DOWN,0
2014-04-03,42.08,42.48,42.192,44.439,42.1705,UP,1
2014-04-04,42.09,42.47,42.252,44.329,42.1739,DOWN,0
2014-04-07,40.62,41.94,41.96,44.2286,42.1837,UP,1
2014-04-08,41.07,40.57,41.668,44.1434,42.1999,UP,1
2014-04-09,42.0,41.89,41.572,44.0556,42.2254,DOWN,0
2014-04-10,40.94,41.87,41.344,43.9614,42.24,DOWN,0
2014-04-11,40.45,40.5,41.016,43.9062,42.2519,DOWN,0
2014-04-14,40.29,40.77,40.95,43.8108,42.2586,DOWN,0
2014-04-15,40.25,40.42,40.786,43.7668,42.2661,UP,1
2014-04-16,40.86,40.57,40.558,43.7214,42.2741,DOWN,0
2014-04-17,40.44,40.85,40.458,43.663,42.2824,UP,1
2014-04-21,40.77,40.53,40.522,43.5898,42.29,UP,1
2014-04-22,41.4,40.85,40.744,43.5182,42.2992,DOWN,0
2014-04-23,41.29,41.36,40.952,43.4628,42.3093,UP,1
2014-04-24,42.0,41.47,41.18,43.4064,42.3206,DOWN,0
2014-04-25,40.34,41.52,41.16,43.3028,42.3232,DOWN,0
2014-04-28,39.46,40.46,40.898,43.1888,42.311,UP,1
2014-04-29,40.11,39.61,40.64,43.0734,42.3001,DOWN,0
2014-04-30,39.85,40.0,40.352,42.9534,42.2914,DOWN,0
2014-05-01,39.56,42.14,39.864,42.8324,42.2836,UP,1
2014-05-02,40.82,39.5,39.96,42.7382,42.2825,DOWN,0
2014-05-05,40.3,40.41,40.128,42.6446,42.2787,DOWN,0
2014-05-06,39.26,40.25,39.958,42.5352,42.2678,DOWN,0
2014-05-07,38.96,39.23,39.78,42.4182,42.2505,UP,1
2014-05-08,38.99,38.79,39.666,42.2674,42.2335,UP,1
2014-05-09,39.54,39.08,39.41,42.1166,42.223,UP,1
2014-05-12,40.47,39.92,39.444,41.9912,42.2183,DOWN,0
2014-05-13,39.89,40.47,39.57,41.8696,42.2095,DOWN,0
2014-05-14,38.74,39.81,39.526,41.7076,42.1984,DOWN,0
2014-05-15,37.85,38.67,39.298,41.528,42.1821,UP,1
2014-05-16,38.34,38.02,39.058,41.3546,42.1673,UP,1
2014-05-19,38.96,38.43,38.756,41.2022,42.1527,DOWN,0
2014-05-20,38.74,38.78,38.526,41.0636,42.1339,UP,1
2014-05-21,39.01,38.84,38.58,40.9404,42.1202,UP,1
2014-05-22,39.89,39.17,38.988,40.8444,42.1196,UP,1
2014-05-23,40.38,39.78,39.396,40.797,42.1275,UP,1
2014-05-27,40.69,40.53,39.742,40.7452,42.138,DOWN,0
2014-05-28,39.91,40.45,39.976,40.6688,42.1463,UP,1
2014-05-29,40.11,39.97,40.196,40.5856,42.1573,DOWN,0
2014-05-30,39.98,39.99,40.214,40.502,42.1707,UP,1
2014-06-02,40.0,39.97,40.138,40.4388,42.1857,DOWN,0
2014-06-03,39.97,40.1,39.994,40.3916,42.1963,DOWN,0
2014-06-04,39.67,39.9,39.946,40.365,42.2047,UP,1
2014-06-05,39.94,39.88,39.912,40.3226,42.2171,UP,1
2014-06-06,40.32,40.02,39.98,40.3136,42.2266,UP,1
2014-06-09,40.75,40.25,40.13,40.3246,42.2362,DOWN,0
2014-06-10,40.64,40.69,40.264,40.3016,42.2457,DOWN,0
2014-06-11,40.53,40.48,40.436,40.2706,42.2589,DOWN,0
2014-06-12,40.21,40.52,40.49,40.2242,42.2688,DOWN,0
2014-06-13,39.8,40.32,40.386,40.1706,42.283,DOWN,0
2014-06-16,39.64,39.65,40.164,40.1218,42.2964,DOWN,0
2014-06-17,39.24,39.46,39.884,40.0648,42.3053,UP,1
2014-06-18,39.55,39.22,39.688,40.0434,42.3188,UP,1
2014-06-19,40.53,39.6,39.752,40.0326,42.3375,DOWN,0
2014-06-20,39.51,40.26,39.694,39.9828,42.3515,DOWN,0
2014-06-23,39.3,39.56,39.626,39.95,42.3625,UP,1
2014-06-24,39.39,39.28,39.656,39.9288,42.3703,UP,1
2014-06-25,39.68,39.25,39.682,39.9166,42.3696,DOWN,0
2014-06-26,39.09,39.43,39.394,39.8934,42.3606,UP,1
2014-06-27,39.55,38.99,39.402,39.8672,42.3547,UP,1
2014-06-30,39.93,39.42,39.528,39.857,42.3499,UP,1
2014-07-01,40.4,40.01,39.73,39.8496,42.3477,DOWN,0
2014-07-02,40.0,40.23,39.794,39.8216,42.3407,UP,1
2014-07-03,40.85,40.11,40.146,39.8128,42.3369,DOWN,0
2014-07-07,39.87,40.63,40.21,39.7702,42.3201,DOWN,0
2014-07-08,39.24,39.73,40.072,39.7482,42.3055,DOWN,0
2014-07-09,39.16,39.33,39.824,39.7422,42.2953,DOWN,0
2014-07-10,38.02,38.19,39.428,39.7004,42.2816,DOWN,0
2014-07-11,37.51,37.88,38.76,39.6536,42.2646,UP,1
2014-07-14,37.95,37.58,38.376,39.6214,42.2499,DOWN,0
2014-07-15,37.44,37.64,38.016,39.5538,42.2326,UP,1
2014-07-16,37.56,37.72,37.696,39.499,42.2124,UP,1
2014-07-17,37.57,37.19,37.606,39.4652,42.1921,UP,1
2014-07-18,38.01,37.61,37.706,39.4462,42.1689,UP,1
2014-07-21,38.17,37.73,37.75,39.4298,42.1461,UP,1
2014-07-22,39.09,38.31,38.08,39.4208,42.1292,DOWN,0
2014-07-23,39.0,38.95,38.368,39.3914,42.1116,DOWN,0
2014-07-24,38.64,38.94,38.582,39.3664,42.0984,DOWN,0
2014-07-25,38.19,38.29,38.618,39.3554,42.0912,DOWN,0
2014-07-28,36.77,37.66,38.338,39.3338,42.0788,UP,1
2014-07-29,37.2,37.24,37.96,39.311,42.0648,UP,1
2014-07-30,37.24,37.33,37.608,39.2766,42.0473,UP,1
2014-07-31,37.79,37.21,37.438,39.2576,42.0361,UP,1
2014-08-01,37.82,37.72,37.364,39.2338,42.0326,UP,1
2014-08-04,38.45,37.86,37.7,39.205,42.0336,UP,1
2014-08-05,39.26,38.19,38.112,39.1826,42.0377,UP,1
2014-08-06,39.66,38.89,38.596,39.162,42.0409,UP,1
2014-08-07,39.84,39.89,39.006,39.1606,42.0458,UP,1
2014-08-08,41.1,39.94,39.662,39.1804,42.0476,UP,1
2014-08-11,41.34,41.37,40.24,39.2076,42.0526,DOWN,0
2014-08-12,40.97,41.15,40.582,39.227,42.0439,UP,1
2014-08-13,41.08,41.0,40.866,39.2492,42.0323,UP,1
2014-08-14,41.75,41.17,41.248,39.2908,42.0257,DOWN,0
2014-08-15,41.74,41.86,41.376,39.3268,42.017,UP,1
2014-08-18,42.71,42.0,41.65,39.3746,42.0131,UP,1
2014-08-19,42.82,43.01,42.02,39.416,42.0118,UP,1
2014-08-20,43.24,42.98,42.452,39.468,42.0155,DOWN,0
2014-08-21,43.21,43.18,42.744,39.5216,42.0175,UP,1
2014-08-22,43.27,43.07,43.05,39.5828,42.0234,UP,1
2014-08-25,43.29,43.43,43.166,39.6526,42.0306,UP,1
2014-08-26,43.52,43.41,43.306,39.7302,42.0428,DOWN,0
2014-08-27,43.2,43.52,43.298,39.8094,42.0546,DOWN,0
2014-08-28,43.04,42.89,43.264,39.8792,42.0668,UP,1
2014-08-29,43.21,43.04,43.252,39.9328,42.08,UP,1
2014-09-02,43.63,43.31,43.32,40.0152,42.0913,DOWN,0
2014-09-03,43.45,43.71,43.306,40.0982,42.0971,UP,1
2014-09-04,43.83,43.39,43.432,40.187,42.1051,UP,1
2014-09-05,43.96,43.74,43.616,40.2726,42.1163,UP,1
2014-09-08,44.02,43.71,43.778,40.3712,42.1269,DOWN,0
2014-09-09,43.6,43.92,43.772,40.4522,42.1355,UP,1
2014-09-10,43.63,43.6,43.808,40.5262,42.1374,UP,1
2014-09-11,43.84,43.46,43.81,40.595,42.1431,DOWN,0
2014-09-12,43.13,43.74,43.644,40.6576,42.1453,DOWN,0
2014-09-15,42.83,43.12,43.406,40.6972,42.1407,UP,1
2014-09-16,42.85,42.69,43.256,40.7568,42.1346,UP,1
2014-09-17,43.51,43.04,43.232,40.8422,42.1342,DOWN,0
2014-09-18,42.9,43.53,43.044,40.917,42.1366,DOWN,0
2014-09-19,42.62,43.03,42.942,41.009,42.1389,DOWN,0
2014-09-22,41.84,42.61,42.744,41.0956,42.1394,DOWN,0
2014-09-23,41.78,41.59,42.53,41.1722,42.1393,UP,1
2014-09-24,41.86,41.77,42.2,41.2606,42.1369,DOWN,0
2014-09-25,40.99,41.71,41.818,41.3292,42.1286,UP,1
2014-09-26,41.64,40.98,41.622,41.4106,42.1221,DOWN,0
2014-09-29,41.03,41.11,41.46,41.471,42.1154,UP,1
2014-09-30,41.11,41.27,41.326,41.5298,42.1087,DOWN,0
2014-10-01,40.26,41.34,41.006,41.5532,42.0974,UP,1
2014-10-02,40.55,40.19,40.918,41.5842,42.0867,UP,1
2014-10-03,40.74,40.84,40.738,41.6262,42.0799,DOWN,0
2014-10-06,40.66,41.01,40.664,41.6756,42.0656,DOWN,0
2014-10-07,39.87,40.33,40.416,41.7376,42.0486,UP,1
2014-10-08,40.3,39.95,40.424,41.7996,42.0298,DOWN,0
2014-10-09,39.41,40.14,40.196,41.843,42.0019,DOWN,0
2014-10-10,38.5,39.16,39.748,41.8572,41.9681,DOWN,0
2014-10-13,37.74,38.6,39.164,41.8556,41.9307,UP,1
2014-10-14,37.76,37.87,38.742,41.8418,41.8949,UP,1
2014-10-15,38.22,37.03,38.326,41.821,41.8584,UP,1
2014-10-16,38.94,37.47,38.232,41.8066,41.8246,UP,1
2014-10-17,40.17,39.37,38.566,41.8132,41.7983,DOWN,0
2014-10-20,40.13,40.01,39.044,41.7938,41.771,UP,1
2014-10-21,41.01,40.34,39.694,41.7872,41.7513,DOWN,0
2014-10-22,40.79,40.95,40.208,41.7836,41.7286,UP,1
2014-10-23,41.56,41.27,40.732,41.7932,41.7086,UP,1
2014-10-24,41.85,41.66,41.068,41.7952,41.6886,UP,1
2014-10-27,41.99,41.75,41.44,41.8002,41.6646,UP,1
2014-10-28,42.56,42.11,41.75,41.7972,41.6457,DOWN,0
2014-10-29,42.34,42.46,42.06,41.7876,41.6192,DOWN,0
2014-10-30,41.89,40.33,42.126,41.7606,41.5895,UP,1
2014-10-31,43.25,42.64,42.406,41.7614,41.57,UP,1
2014-11-03,43.27,43.27,42.662,41.7614,41.5536,DOWN,0
2014-11-04,42.44,42.96,42.638,41.7444,41.53,DOWN,0
2014-11-05,41.94,42.9,42.558,41.7128,41.501,UP,1
2014-11-06,42.63,42.06,42.706,41.7014,41.4762,UP,1
2014-11-07,42.8,42.71,42.616,41.6966,41.462,DOWN,0
2014-11-10,42.63,42.97,42.488,41.685,41.4485,UP,1
2014-11-11,42.91,42.57,42.582,41.6706,41.4311,DOWN,0
2014-11-12,42.81,42.63,42.756,41.6578,41.4169,DOWN,0
2014-11-13,42.53,42.94,42.736,41.6318,41.4135,UP,1
2014-11-14,42.77,42.53,42.73,41.608,41.402,DOWN,0
2014-11-17,42.09,42.57,42.622,41.5694,41.4002,UP,1
2014-11-18,42.96,42.2,42.632,41.5566,41.3994,DOWN,0
2014-11-19,42.84,42.85,42.638,41.5408,41.3968,UP,1
2014-11-20,43.84,42.53,42.9,41.5408,41.3938,UP,1
2014-11-21,44.62,44.09,43.27,41.5706,41.392,UP,1
2014-11-24,45.77,44.83,44.006,41.6294,41.4006,DOWN,0
2014-11-25,45.13,45.64,44.44,41.675,41.4021,DOWN,0
