ticker,FBHS US Equity,FBHS US Equity,FBHS US Equity,FBHS US Equity,FBHS US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2014-11-26,45.03,45.11,44.878,41.7054,41.3997,DOWN,0
2014-11-28,44.92,44.92,45.094,41.7458,41.3985,DOWN,0
2014-12-01,44.4,44.79,45.05,41.7814,41.3911,UP,1
2014-12-02,45.09,44.5,44.914,41.8464,41.3873,UP,1
2014-12-03,45.61,45.26,45.01,41.923,41.3873,UP,1
2014-12-04,45.64,45.48,45.132,41.9986,41.3878,DOWN,0
2014-12-05,45.59,45.66,45.266,42.0906,41.3909,DOWN,0
2014-12-08,45.07,45.4,45.4,42.1592,41.3926,UP,1
2014-12-09,45.85,44.65,45.552,42.2556,41.3978,DOWN,0
2014-12-10,44.3,45.8,45.29,42.3194,41.3866,UP,1
2014-12-11,44.59,44.59,45.08,42.406,41.3742,DOWN,0
2014-12-12,44.0,44.29,44.762,42.475,41.3605,DOWN,0
2014-12-15,43.57,44.46,44.462,42.5316,41.3485,UP,1
2014-12-16,43.86,43.4,44.064,42.5956,41.3336,UP,1
2014-12-17,45.02,44.0,44.208,42.6986,41.3245,UP,1
2014-12-18,45.54,45.62,44.398,42.8034,41.3172,DOWN,0
2014-12-19,45.08,45.62,44.614,42.9168,41.3097,DOWN,0
2014-12-22,45.08,45.22,44.916,43.0484,41.3067,DOWN,0
2014-12-23,44.72,45.08,45.088,43.188,41.3045,DOWN,0
2014-12-24,44.64,44.71,45.012,43.3256,41.3042,UP,1
2014-12-26,44.78,44.83,44.86,43.4568,41.3144,UP,1
2014-12-29,45.24,44.65,44.892,43.5828,41.3242,DOWN,0
2014-12-30,45.05,45.13,44.886,43.6804,41.3308,UP,1
2014-12-31,45.27,45.26,44.996,43.7832,41.3358,DOWN,0
2015-01-02,44.79,45.62,45.026,43.8588,41.3389,DOWN,0
2015-01-05,44.19,44.46,44.908,43.9268,41.3441,DOWN,0
2015-01-06,43.19,44.39,44.498,43.9594,41.3484,UP,1
2015-01-07,43.81,43.49,44.25,43.9986,41.3624,UP,1
2015-01-08,45.23,44.26,44.242,44.0634,41.3783,UP,1
2015-01-09,45.78,45.35,44.44,44.1278,41.4033,UP,1
2015-01-12,45.84,45.76,44.77,44.1978,41.4315,DOWN,0
2015-01-13,45.54,46.41,45.24,44.2708,41.4503,UP,1
2015-01-14,45.66,45.14,45.61,44.319,41.4682,DOWN,0
2015-01-15,43.69,45.99,45.302,44.3274,41.474,UP,1
2015-01-16,44.91,43.55,45.128,44.3768,41.4861,DOWN,0
2015-01-20,44.23,45.04,44.806,44.4226,41.4969,UP,1
2015-01-21,44.34,44.18,44.566,44.4568,41.5081,UP,1
2015-01-22,44.84,44.6,44.402,44.4976,41.5292,UP,1
2015-01-23,44.85,44.77,44.634,44.542,41.5481,UP,1
2015-01-26,45.45,44.85,44.742,44.5928,41.5654,DOWN,0
2015-01-27,45.34,44.85,44.964,44.6434,41.5874,DOWN,0
2015-01-28,45.2,45.76,45.136,44.6968,41.6111,UP,1
2015-01-29,45.38,45.03,45.244,44.749,41.6366,DOWN,0
2015-01-30,44.79,45.21,45.232,44.803,41.6593,UP,1
2015-02-02,45.88,45.05,45.318,44.8614,41.6844,UP,1
2015-02-03,47.14,46.23,45.678,44.9474,41.7179,UP,1
2015-02-04,47.23,46.72,46.084,45.0152,41.7502,DOWN,0
2015-02-05,43.93,45.0,45.794,45.0014,41.7628,DOWN,0
2015-02-06,43.3,43.63,45.496,44.952,41.7729,DOWN,0
2015-02-09,43.04,43.27,44.928,44.9102,41.7781,UP,1
2015-02-10,44.3,43.28,44.36,44.8956,41.7978,UP,1
2015-02-11,44.47,44.29,43.808,44.8866,41.8229,UP,1
2015-02-12,45.56,44.45,44.134,44.9098,41.8501,UP,1
2015-02-13,46.58,45.68,44.79,44.9396,41.8838,UP,1
2015-02-17,46.99,46.39,45.58,44.9672,41.9209,UP,1
2015-02-18,47.1,46.83,46.14,44.9964,41.9523,UP,1
2015-02-19,47.78,46.93,46.802,45.0402,41.9898,UP,1
2015-02-20,48.0,47.85,47.29,45.0988,42.0335,DOWN,0
2015-02-23,47.87,47.78,47.548,45.1392,42.078,UP,1
2015-02-24,47.95,48.02,47.74,45.2122,42.1228,DOWN,0
2015-02-25,47.58,47.87,47.836,45.272,42.163,DOWN,0
2015-02-26,46.9,47.34,47.66,45.33,42.1952,DOWN,0
2015-02-27,46.32,46.97,47.324,45.385,42.2273,UP,1
2015-03-02,47.26,46.61,47.202,45.453,42.2699,DOWN,0
2015-03-03,46.53,47.07,46.918,45.4832,42.3133,DOWN,0
2015-03-04,46.37,46.39,46.676,45.4998,42.3535,DOWN,0
2015-03-05,46.3,46.37,46.556,45.5242,42.3902,DOWN,0
2015-03-06,44.96,45.8,46.284,45.5218,42.4213,UP,1
2015-03-09,45.33,45.1,45.898,45.534,42.4529,DOWN,0
2015-03-10,45.01,44.98,45.594,45.5414,42.4785,UP,1
2015-03-11,45.38,44.98,45.396,45.5534,42.5035,UP,1
2015-03-12,45.41,45.72,45.218,45.5568,42.5271,DOWN,0
2015-03-13,44.89,45.18,45.204,45.5536,42.552,UP,1
2015-03-16,45.09,45.0,45.156,45.55,42.5769,DOWN,0
2015-03-17,44.22,44.77,44.998,45.5386,42.5981,UP,1
2015-03-18,44.97,44.12,44.916,45.5542,42.6229,UP,1
2015-03-19,45.08,44.89,44.85,45.592,42.6485,UP,1
2015-03-20,46.16,45.32,45.104,45.639,42.6809,DOWN,0
2015-03-23,45.88,46.67,45.262,45.652,42.7106,UP,1
2015-03-24,46.16,45.93,45.65,45.6596,42.7398,DOWN,0
2015-03-25,44.95,46.22,45.646,45.6418,42.7608,DOWN,0
2015-03-26,44.35,44.79,45.5,45.618,42.7794,DOWN,0
2015-03-27,44.29,44.27,45.126,45.5906,42.7982,UP,1
2015-03-30,47.01,45.18,45.352,45.657,42.8322,UP,1
2015-03-31,47.48,46.92,45.616,45.7084,42.8706,DOWN,0
2015-04-01,46.7,47.56,45.966,45.7578,42.9059,UP,1
2015-04-02,46.88,46.37,46.472,45.8086,42.9441,DOWN,0
2015-04-06,46.79,46.23,46.972,45.8476,42.9803,DOWN,0
2015-04-07,46.28,46.56,46.826,45.8762,43.009,UP,1
2015-04-08,46.38,46.27,46.606,45.8948,43.0434,DOWN,0
2015-04-09,45.99,46.22,46.464,45.9078,43.0768,UP,1
2015-04-10,46.14,45.99,46.316,45.9266,43.1106,DOWN,0
2015-04-13,45.92,45.99,46.142,45.9374,43.1418,UP,1
2015-04-14,46.11,45.99,46.108,45.9638,43.1769,DOWN,0
2015-04-15,45.89,46.23,46.01,45.964,43.2086,DOWN,0
2015-04-16,45.13,45.68,45.838,45.9238,43.2346,DOWN,0
2015-04-17,44.86,44.74,45.582,45.8764,43.2569,UP,1
2015-04-20,45.7,45.17,45.538,45.9118,43.2854,UP,1
2015-04-21,46.25,45.87,45.566,45.9708,43.3124,UP,1
2015-04-22,46.63,46.34,45.714,46.0426,43.3462,DOWN,0
2015-04-23,46.41,46.26,45.97,46.0848,43.382,UP,1
2015-04-24,46.76,46.5,46.35,46.1306,43.42,DOWN,0
2015-04-27,45.62,46.87,46.334,46.1318,43.458,UP,1
2015-04-28,45.76,45.45,46.236,46.1154,43.4993,UP,1
2015-04-29,45.85,45.52,46.08,46.0926,43.5388,DOWN,0
2015-04-30,44.6,45.57,45.718,46.0426,43.5746,DOWN,0
2015-05-01,44.46,44.38,45.258,45.9762,43.6091,UP,1
2015-05-04,44.75,44.61,45.084,45.9112,43.645,DOWN,0
2015-05-05,44.63,44.58,44.858,45.8464,43.6781,DOWN,0
2015-05-06,44.07,44.7,44.502,45.7688,43.7076,UP,1
2015-05-07,44.5,43.84,44.482,45.7072,43.7346,UP,1
2015-05-08,44.59,45.3,44.508,45.661,43.7626,DOWN,0
2015-05-11,44.51,44.6,44.46,45.6248,43.7919,DOWN,0
2015-05-12,44.08,44.32,44.35,45.5612,43.8214,UP,1
2015-05-13,44.93,44.32,44.522,45.5292,43.8622,UP,1
2015-05-14,45.23,45.35,44.668,45.5064,43.9023,DOWN,0
2015-05-15,45.22,45.2,44.794,45.4848,43.9422,UP,1
2015-05-18,45.32,45.16,44.956,45.492,43.9799,UP,1
2015-05-19,46.09,45.72,45.358,45.5072,44.0212,DOWN,0
2015-05-20,45.94,46.24,45.56,45.5258,44.0587,UP,1
2015-05-21,46.11,45.89,45.736,45.5404,44.0929,UP,1
2015-05-22,46.16,46.15,45.924,45.5554,44.1254,UP,1
2015-05-26,46.41,45.97,46.142,45.5858,44.1583,UP,1
2015-05-27,46.45,46.43,46.214,45.613,44.185,UP,1
2015-05-28,46.56,46.4,46.338,45.6598,44.2111,DOWN,0
2015-05-29,45.86,46.57,46.288,45.6776,44.2356,UP,1
2015-06-01,46.15,45.94,46.286,45.699,44.2609,UP,1
2015-06-02,46.73,45.99,46.35,45.7104,44.2858,DOWN,0
2015-06-03,46.38,46.59,46.336,45.7204,44.309,DOWN,0
2015-06-04,45.8,46.09,46.184,45.7132,44.3245,UP,1
2015-06-05,46.2,45.45,46.252,45.7382,44.3414,DOWN,0
2015-06-08,45.9,46.06,46.202,45.7692,44.3547,DOWN,0
2015-06-09,45.62,45.29,45.98,45.7958,44.3667,UP,1
2015-06-10,46.1,45.84,45.924,45.7776,44.3809,UP,1
2015-06-11,46.24,46.16,46.012,45.7528,44.3956,UP,1
2015-06-12,46.25,46.18,46.022,45.7438,44.4093,DOWN,0
2015-06-15,45.68,45.98,45.978,45.7198,44.4217,UP,1
2015-06-16,45.78,45.51,46.01,45.6996,44.4354,DOWN,0
2015-06-17,45.68,45.73,45.926,45.6876,44.4477,UP,1
2015-06-18,46.03,45.74,45.884,45.6806,44.4597,UP,1
2015-06-19,46.05,46.12,45.844,45.6818,44.4727,UP,1
2015-06-22,46.75,46.32,46.058,45.694,44.4873,DOWN,0
2015-06-23,46.55,46.79,46.212,45.7066,44.5003,DOWN,0
2015-06-24,45.69,46.4,46.214,45.6982,44.5086,UP,1
2015-06-25,45.95,45.94,46.198,45.6994,44.5204,UP,1
2015-06-26,46.64,45.99,46.316,45.7296,44.5354,DOWN,0
2015-06-29,45.27,46.25,46.02,45.7378,44.5426,UP,1
2015-06-30,45.82,45.5,45.874,45.7402,44.556,UP,1
2015-07-01,45.97,46.27,45.93,45.7346,44.5717,UP,1
2015-07-02,46.02,46.0,45.944,45.7224,44.5876,DOWN,0
2015-07-06,45.17,45.72,45.65,45.6976,44.5959,UP,1
2015-07-07,45.49,45.26,45.694,45.6722,44.6088,DOWN,0
2015-07-08,44.82,45.14,45.494,45.6562,44.6198,DOWN,0
2015-07-09,44.73,45.36,45.246,45.6356,44.6343,UP,1
2015-07-10,45.04,45.17,45.05,45.6194,44.6506,UP,1
2015-07-13,45.88,45.49,45.192,45.645,44.6707,UP,1
2015-07-14,46.17,45.74,45.328,45.6792,44.6966,DOWN,0
2015-07-15,45.25,46.2,45.414,45.6892,44.7146,DOWN,0
2015-07-16,44.83,45.62,45.434,45.6932,44.7336,DOWN,0
2015-07-17,44.29,44.81,45.284,45.6976,44.7495,UP,1
2015-07-20,44.56,44.28,45.02,45.6988,44.771,DOWN,0
2015-07-21,44.12,44.49,44.61,45.6894,44.7889,UP,1
2015-07-22,44.18,43.87,44.396,45.6828,44.8061,UP,1
2015-07-23,47.07,45.35,44.844,45.7426,44.8381,DOWN,0
2015-07-24,46.59,47.0,45.304,45.7758,44.8717,DOWN,0
2015-07-27,45.65,46.25,45.522,45.7842,44.8985,UP,1
2015-07-28,46.65,46.03,46.028,45.8128,44.9347,UP,1
2015-07-29,47.67,46.75,46.726,45.8598,44.9805,UP,1
2015-07-30,47.99,47.45,46.91,45.8978,45.0318,DOWN,0
2015-07-31,47.75,48.41,47.142,45.934,45.0817,DOWN,0
2015-08-03,47.45,47.95,47.502,45.9608,45.1279,UP,1
2015-08-04,47.74,47.17,47.72,45.9924,45.1719,DOWN,0
2015-08-05,47.57,47.88,47.7,46.0156,45.2089,DOWN,0
2015-08-06,47.37,47.58,47.576,46.034,45.2451,UP,1
2015-08-07,48.21,47.19,47.668,46.067,45.2811,UP,1
2015-08-10,48.98,48.5,47.974,46.1294,45.322,UP,1
2015-08-11,49.69,48.45,48.364,46.2002,45.3627,UP,1
2015-08-12,49.86,49.07,48.822,46.2628,45.4027,UP,1
2015-08-13,50.38,49.79,49.424,46.3428,45.4447,UP,1
2015-08-14,50.9,50.22,49.962,46.4448,45.4864,UP,1
2015-08-17,51.42,50.99,50.45,46.5492,45.5318,UP,1
2015-08-18,52.05,51.51,50.922,46.6722,45.5826,UP,1
2015-08-19,52.5,51.66,51.45,46.8098,45.6288,DOWN,0
2015-08-20,50.65,52.15,51.504,46.9008,45.6657,DOWN,0
2015-08-21,49.68,50.04,51.26,46.9696,45.7019,DOWN,0
2015-08-24,47.06,44.37,50.388,46.9858,45.7275,DOWN,0
2015-08-25,46.32,48.46,49.242,46.9986,45.746,UP,1
2015-08-26,47.35,47.0,48.212,47.03,45.7687,UP,1
2015-08-27,48.42,47.89,47.766,47.0848,45.7977,DOWN,0
2015-08-28,48.34,48.2,47.498,47.131,45.8248,DOWN,0
2015-08-31,47.85,48.15,47.656,47.167,45.85,DOWN,0
2015-09-01,46.41,47.01,47.674,47.1602,45.8694,UP,1
2015-09-02,48.38,46.94,47.88,47.1968,45.8975,UP,1
2015-09-03,48.94,48.37,47.984,47.2618,45.9317,DOWN,0
2015-09-04,48.79,48.15,48.074,47.3186,45.9609,UP,1
2015-09-08,50.75,49.59,48.654,47.4008,46.0004,DOWN,0
2015-09-09,50.68,50.91,49.508,47.509,46.0346,UP,1
2015-09-10,50.89,50.89,50.01,47.6104,46.066,UP,1
2015-09-11,51.78,50.52,50.578,47.7266,46.096,UP,1
2015-09-14,51.96,52.0,51.212,47.8454,46.1302,UP,1
2015-09-15,52.03,52.09,51.468,47.9826,46.1652,DOWN,0
2015-09-16,51.89,51.84,51.71,48.1106,46.2,UP,1
2015-09-17,52.0,51.95,51.932,48.2542,46.238,DOWN,0
2015-09-18,51.36,51.26,51.848,48.3868,46.2694,DOWN,0
2015-09-21,51.06,51.48,51.668,48.5072,46.2966,DOWN,0
2015-09-22,50.37,50.14,51.336,48.597,46.3203,DOWN,0
2015-09-23,50.09,50.26,50.976,48.6754,46.3428,DOWN,0
2015-09-24,49.35,49.89,50.446,48.7574,46.3642,DOWN,0
2015-09-25,49.31,49.78,50.036,48.847,46.3815,DOWN,0
2015-09-28,48.08,49.0,49.44,48.9228,46.4004,DOWN,0
2015-09-29,46.75,47.98,48.716,48.9666,46.4112,UP,1
2015-09-30,47.47,47.11,48.192,49.0336,46.4285,UP,1
2015-10-01,48.02,47.51,47.926,49.1104,46.4508,UP,1
2015-10-02,48.23,47.57,47.71,49.1336,46.4726,UP,1
2015-10-05,48.9,48.7,47.874,49.1798,46.492,DOWN,0
2015-10-06,48.64,49.37,48.252,49.2396,46.5075,UP,1
2015-10-07,49.62,48.96,48.682,49.299,46.5302,UP,1
2015-10-08,50.29,49.52,49.136,49.3514,46.5563,UP,1
2015-10-09,50.62,50.38,49.614,49.404,46.5858,UP,1
2015-10-12,50.84,50.72,50.002,49.4658,46.6168,DOWN,0
2015-10-13,48.84,49.75,50.042,49.4936,46.6371,DOWN,0
2015-10-14,47.64,48.67,49.646,49.4916,46.6491,UP,1
2015-10-15,48.67,47.88,49.322,49.5136,46.6672,UP,1
2015-10-16,48.84,48.9,48.966,49.543,46.685,DOWN,0
2015-10-19,48.59,48.69,48.516,49.5506,46.704,UP,1
2015-10-20,49.14,48.61,48.576,49.5538,46.7288,UP,1
2015-10-21,49.27,49.43,48.902,49.5454,46.7592,UP,1
2015-10-22,52.03,49.26,49.574,49.5888,46.8003,DOWN,0
2015-10-23,51.78,52.25,50.162,49.6168,46.833,UP,1
2015-10-26,52.04,51.81,50.852,49.6396,46.8643,DOWN,0
2015-10-27,51.24,51.76,51.272,49.636,46.8913,UP,1
2015-10-28,51.85,51.48,51.788,49.632,46.9229,UP,1
2015-10-29,52.02,51.94,51.786,49.6224,46.9547,UP,1
2015-10-30,52.33,51.93,51.896,49.656,46.9979,UP,1
2015-11-02,53.3,52.74,52.148,49.7284,47.0398,DOWN,0
2015-11-03,52.51,53.02,52.402,49.8374,47.0812,DOWN,0
2015-11-04,52.27,52.51,52.486,49.9564,47.1209,UP,1
2015-11-05,52.86,52.43,52.654,50.0666,47.161,DOWN,0
2015-11-06,51.97,52.79,52.582,50.1376,47.1966,UP,1
2015-11-09,52.0,51.99,52.322,50.2108,47.2293,UP,1
2015-11-10,52.31,51.78,52.282,50.3,47.2642,UP,1
2015-11-11,52.81,52.47,52.39,50.428,47.3022,DOWN,0
2015-11-12,52.21,52.28,52.26,50.5046,47.3364,DOWN,0
2015-11-13,51.51,52.01,52.168,50.556,47.3699,UP,1
2015-11-16,52.24,51.56,52.216,50.625,47.4018,UP,1
2015-11-17,52.64,52.42,52.282,50.6628,47.4293,UP,1
2015-11-18,54.13,52.67,52.546,50.7318,47.4638,UP,1
2015-11-19,54.54,54.11,53.012,50.8048,47.5168,UP,1
2015-11-20,54.61,54.55,53.632,50.8614,47.5734,UP,1
2015-11-23,55.31,54.55,54.246,50.9284,47.6347,DOWN,0
2015-11-24,55.29,54.57,54.776,50.9936,47.6897,UP,1
2015-11-25,55.6,55.24,55.07,51.0678,47.7453,UP,1
2015-11-27,55.61,55.67,55.284,51.14,47.7956,DOWN,0
2015-11-30,54.97,55.86,55.356,51.2122,47.8375,UP,1
2015-12-01,55.86,55.49,55.466,51.3082,47.8819,UP,1
2015-12-02,56.4,55.7,55.688,51.4288,47.9284,DOWN,0
2015-12-03,55.02,56.4,55.572,51.5274,47.9646,UP,1
2015-12-04,55.93,55.1,55.636,51.659,48.0042,DOWN,0
2015-12-07,55.65,55.69,55.772,51.7858,48.0431,UP,1
2015-12-08,55.69,54.7,55.738,51.938,48.0818,DOWN,0
2015-12-09,54.2,55.24,55.298,52.087,48.1149,UP,1
2015-12-10,55.14,54.45,55.322,52.2404,48.1561,UP,1
2015-12-11,55.3,54.63,55.196,52.386,48.201,UP,1
2015-12-14,55.64,55.52,55.194,52.5342,48.2429,DOWN,0
2015-12-15,55.47,55.89,55.15,52.6656,48.2876,UP,1
2015-12-16,56.07,55.98,55.524,52.8142,48.3361,DOWN,0
2015-12-17,55.3,56.35,55.556,52.9278,48.3811,DOWN,0
2015-12-18,53.76,55.26,55.248,52.9972,48.4251,UP,1
2015-12-21,54.61,54.22,55.042,53.077,48.4715,UP,1
2015-12-22,55.28,55.03,55.004,53.1658,48.5229,UP,1
2015-12-23,56.31,55.52,55.052,53.3152,48.5775,DOWN,0
2015-12-24,56.29,55.96,55.25,53.4882,48.6319,UP,1
2015-12-28,56.47,56.0,55.792,53.6442,48.6898,DOWN,0
2015-12-29,56.36,56.7,56.142,53.7946,48.7462,DOWN,0
2015-12-30,56.25,56.34,56.336,53.9478,48.8063,DOWN,0
2015-12-31,55.5,56.16,56.174,54.075,48.859,DOWN,0
2016-01-04,54.88,54.86,55.892,54.1872,48.908,DOWN,0
2016-01-05,54.21,55.09,55.44,54.2308,48.9482,DOWN,0
2016-01-06,52.38,52.8,54.644,54.2428,48.9807,DOWN,0
2016-01-07,49.68,51.68,53.33,54.1956,48.9983,UP,1
2016-01-08,50.44,50.2,52.318,54.1796,49.0258,DOWN,0
2016-01-11,49.84,50.65,51.31,54.1394,49.0532,UP,1
2016-01-12,49.89,50.46,50.446,54.0968,49.0812,DOWN,0
2016-01-13,47.17,49.99,49.404,53.9936,49.082,UP,1
2016-01-14,48.21,47.56,49.11,53.8918,49.0857,DOWN,0
2016-01-15,47.19,46.39,48.46,53.7854,49.0881,UP,1
2016-01-19,47.51,47.78,47.994,53.6902,49.0913,UP,1
2016-01-20,47.67,46.76,47.55,53.5864,49.0957,UP,1
2016-01-21,47.68,47.61,47.652,53.5006,49.1027,UP,1
2016-01-22,48.54,48.41,47.718,53.4314,49.1135,DOWN,0
2016-01-25,47.54,48.09,47.788,53.336,49.1212,UP,1
2016-01-26,47.83,47.16,47.852,53.2364,49.1297,DOWN,0
2016-01-27,47.12,47.49,47.742,53.1346,49.1357,DOWN,0
2016-01-28,46.78,47.39,47.562,53.04,49.139,UP,1
2016-01-29,48.59,47.1,47.572,52.967,49.1525,DOWN,0
2016-02-01,48.13,48.32,47.69,52.8768,49.1675,DOWN,0
2016-02-02,46.55,47.64,47.434,52.7252,49.176,DOWN,0
2016-02-03,46.38,46.86,47.286,52.562,49.1794,UP,1
2016-02-04,46.64,44.46,47.258,52.4026,49.1813,DOWN,0
2016-02-05,45.48,46.6,46.636,52.206,49.1756,DOWN,0
2016-02-08,45.29,44.77,46.068,52.006,49.17,UP,1
2016-02-09,45.61,44.63,45.88,51.8062,49.1642,UP,1
2016-02-10,46.0,45.9,45.804,51.614,49.1661,DOWN,0
2016-02-11,45.27,45.41,45.53,51.42,49.1637,UP,1
2016-02-12,46.86,45.82,45.806,51.24,49.1687,UP,1
2016-02-16,47.75,47.62,46.298,51.067,49.1845,UP,1
2016-02-17,49.53,47.98,47.082,50.9572,49.2098,UP,1
2016-02-18,49.61,49.22,47.804,50.8308,49.2341,DOWN,0
2016-02-19,49.58,49.26,48.666,50.7094,49.2589,UP,1
2016-02-22,50.26,49.99,49.346,50.6008,49.2898,UP,1
2016-02-23,51.13,50.21,50.022,50.5394,49.323,DOWN,0
2016-02-24,51.07,50.4,50.33,50.458,49.3554,DOWN,0
2016-02-25,50.93,51.31,50.594,50.3706,49.3875,UP,1
2016-02-26,51.17,51.15,50.912,50.2812,49.4229,DOWN,0
2016-02-29,50.22,51.21,50.904,50.1762,49.4494,UP,1
2016-03-01,51.38,50.72,50.954,50.0824,49.4801,UP,1
2016-03-02,51.41,51.19,51.022,50.0046,49.5111,DOWN,0
2016-03-03,51.4,51.46,51.116,49.9574,49.5415,UP,1
2016-03-04,52.11,51.41,51.304,49.9074,49.5716,DOWN,0
2016-03-07,51.34,51.75,51.528,49.8286,49.5986,DOWN,0
2016-03-08,50.8,51.16,51.412,49.7184,49.622,UP,1
2016-03-09,50.91,51.06,51.312,49.6108,49.6458,DOWN,0
2016-03-10,50.87,51.2,51.206,49.4988,49.6681,UP,1
2016-03-11,51.37,51.2,51.058,49.399,49.6927,UP,1
2016-03-14,51.82,51.1,51.154,49.3104,49.719,UP,1
2016-03-15,52.89,51.4,51.572,49.2582,49.7541,UP,1
2016-03-16,54.11,52.87,52.212,49.2428,49.7939,UP,1
2016-03-17,54.16,54.0,52.87,49.2418,49.8311,UP,1
2016-03-18,55.0,54.04,53.596,49.2942,49.8742,DOWN,0
2016-03-21,54.61,54.8,54.154,49.3928,49.9182,DOWN,0
2016-03-22,54.59,54.26,54.494,49.4758,49.9602,UP,1
2016-03-23,54.65,54.61,54.602,49.572,50.0039,DOWN,0
2016-03-24,54.56,54.46,54.682,49.6654,50.0486,UP,1
2016-03-28,55.0,54.62,54.682,49.822,50.0931,UP,1
2016-03-29,55.97,54.86,54.954,49.9772,50.1418,DOWN,0
2016-03-30,55.8,56.06,55.196,50.1494,50.1895,UP,1
2016-03-31,56.04,55.9,55.474,50.32,50.2413,UP,1
2016-04-01,56.47,55.71,55.856,50.496,50.2948,DOWN,0
2016-04-04,55.66,56.3,55.988,50.6556,50.3447,DOWN,0
2016-04-05,55.43,55.16,55.88,50.7934,50.3917,UP,1
2016-04-06,56.64,55.53,56.048,50.9754,50.4446,DOWN,0
2016-04-07,56.18,56.4,56.076,51.1424,50.4918,UP,1
2016-04-08,56.87,56.78,56.156,51.3374,50.5434,UP,1
2016-04-11,57.01,57.05,56.426,51.542,50.6,UP,1
2016-04-12,57.52,56.97,56.844,51.7206,50.6578,UP,1
2016-04-13,58.84,57.83,57.284,51.9348,50.7188,DOWN,0
2016-04-14,58.32,58.73,57.712,52.1702,50.7841,UP,1
2016-04-15,58.58,58.41,58.054,52.4142,50.8479,UP,1
2016-04-18,59.19,58.49,58.49,52.6652,50.914,DOWN,0
2016-04-19,58.37,59.23,58.66,52.923,50.9757,UP,1
2016-04-20,59.06,58.27,58.704,53.1984,51.0452,DOWN,0
2016-04-21,57.95,59.63,58.63,53.4452,51.1075,DOWN,0
2016-04-22,57.11,57.81,58.336,53.6674,51.1689,UP,1
2016-04-25,57.37,57.18,57.972,53.9094,51.2321,UP,1
2016-04-26,57.38,57.4,57.774,54.1198,51.2938,DOWN,0
2016-04-27,56.93,57.07,57.348,54.3034,51.3491,DOWN,0
2016-04-28,56.23,56.58,57.004,54.4374,51.3994,DOWN,0
2016-04-29,55.41,56.28,56.664,54.5534,51.4502,UP,1
2016-05-02,56.39,55.79,56.468,54.6896,51.508,DOWN,0
2016-05-03,55.39,55.93,56.07,54.7922,51.5635,DOWN,0
2016-05-04,55.09,55.1,55.702,54.8714,51.6161,UP,1
2016-05-05,55.6,55.28,55.576,54.962,51.6735,UP,1
2016-05-06,56.14,55.27,55.722,55.0662,51.7333,UP,1
2016-05-09,56.74,56.09,55.792,55.1776,51.7817,UP,1
2016-05-10,57.18,57.0,56.15,55.3168,51.8346,DOWN,0
2016-05-11,55.82,56.9,56.296,55.4056,51.8855,UP,1
2016-05-12,55.98,55.92,56.372,55.497,51.9321,DOWN,0
2016-05-13,55.41,55.78,56.226,55.5772,51.9708,UP,1
2016-05-16,56.43,55.54,56.164,55.6636,52.013,DOWN,0
2016-05-17,55.85,56.47,55.898,55.7538,52.0535,UP,1
2016-05-18,56.57,55.57,56.048,55.8692,52.0991,UP,1
2016-05-19,56.68,56.16,56.188,55.9846,52.1438,UP,1
2016-05-20,57.68,56.94,56.642,56.1208,52.1944,DOWN,0
2016-05-23,57.31,57.68,56.818,56.2396,52.2441,UP,1
2016-05-24,58.8,57.77,57.408,56.3792,52.297,DOWN,0
2016-05-25,58.72,58.91,57.838,56.4958,52.3457,DOWN,0
2016-05-26,58.46,58.83,58.194,56.5828,52.3896,UP,1
2016-05-27,58.93,58.47,58.444,56.6782,52.4349,DOWN,0
2016-05-31,58.67,59.0,58.716,56.7516,52.4764,UP,1
2016-06-01,58.73,58.33,58.702,56.834,52.5155,DOWN,0
2016-06-02,58.67,58.55,58.692,56.9156,52.5518,DOWN,0
2016-06-03,58.37,58.48,58.674,56.99,52.5834,DOWN,0
2016-06-06,57.65,58.43,58.418,57.0518,52.6091,UP,1
2016-06-07,58.42,57.59,58.368,57.1202,52.648,UP,1
2016-06-08,58.77,58.38,58.376,57.1762,52.6934,DOWN,0
2016-06-09,58.56,58.4,58.354,57.2314,52.7509,DOWN,0
2016-06-10,57.01,57.97,58.082,57.2508,52.8044,DOWN,0
2016-06-13,56.34,56.54,57.82,57.2482,52.8493,DOWN,0
2016-06-14,55.97,56.28,57.33,57.2544,52.8871,DOWN,0
2016-06-15,55.93,56.14,56.762,57.2644,52.925,UP,1
2016-06-16,56.41,55.53,56.332,57.2598,52.9678,UP,1
2016-06-17,56.49,56.35,56.228,57.266,53.0182,UP,1
2016-06-20,57.64,57.17,56.488,57.2814,53.0645,DOWN,0
2016-06-21,57.57,57.64,56.808,57.2926,53.1077,DOWN,0
2016-06-22,57.16,57.55,57.054,57.2854,53.1495,DOWN,0
2016-06-23,56.84,57.7,57.14,57.2454,53.18,DOWN,0
2016-06-24,55.74,54.86,56.99,57.1938,53.2053,DOWN,0
2016-06-27,55.11,55.13,56.484,57.1244,53.2264,UP,1
2016-06-28,56.15,55.73,56.2,57.0636,53.2482,UP,1
2016-06-29,56.71,56.72,56.11,57.0304,53.272,UP,1
2016-06-30,57.97,56.9,56.336,57.0086,53.3017,UP,1
