ticker,TGT US Equity,TGT US Equity,TGT US Equity,TGT US Equity,TGT US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-08-18,56.15,56.0,52.0537,56.318,56.4588,DOWN,0
2005-08-19,55.34,56.3,52.0786,56.07,56.487,UP,1
2005-08-22,56.14,55.41,52.1026,55.868,56.5388,DOWN,0
2005-08-23,56.1,56.8,52.124,55.946,56.5942,DOWN,0
2005-08-24,55.75,55.6,52.1449,55.896,56.6182,UP,1
2005-08-25,56.01,56.45,52.1695,55.868,56.6384,DOWN,0
2005-08-26,55.68,55.8,52.1935,55.936,56.6608,UP,1
2005-08-29,55.72,55.1,52.2183,55.852,56.6868,DOWN,0
2005-08-30,54.14,55.66,52.2289,55.46,56.6716,DOWN,0
2005-08-31,53.75,54.19,52.2355,55.06,56.6516,DOWN,0
2005-09-01,52.78,53.9,52.2421,54.414,56.5886,UP,1
2005-09-02,53.16,53.75,52.2528,53.91,56.5512,UP,1
2005-09-06,53.96,53.41,52.2646,53.558,56.549,UP,1
2005-09-07,54.14,53.98,52.2788,53.558,56.5374,DOWN,0
2005-09-08,54.05,53.27,52.2931,53.618,56.505,UP,1
2005-09-09,54.4,54.07,52.3066,53.942,56.495,UP,1
2005-09-12,55.42,54.2,52.3238,54.394,56.5152,DOWN,0
2005-09-13,54.19,55.42,52.3337,54.44,56.5078,DOWN,0
2005-09-14,52.75,55.0,52.338,54.162,56.442,UP,1
2005-09-15,52.77,52.97,52.3457,53.906,56.3862,UP,1
2005-09-16,53.3,53.32,52.3526,53.686,56.3238,DOWN,0
2005-09-19,52.23,53.05,52.3517,53.048,56.2298,DOWN,0
2005-09-20,50.84,52.4,52.3474,52.378,56.1024,UP,1
2005-09-21,50.85,50.84,52.3461,51.998,55.9542,UP,1
2005-09-22,52.6,50.99,52.3547,51.964,55.8488,DOWN,0
2005-09-23,52.59,52.72,52.3594,51.822,55.7328,UP,1
2005-09-26,52.68,53.4,52.3632,51.912,55.6124,UP,1
2005-09-27,52.73,52.9,52.3683,52.29,55.487,DOWN,0
2005-09-28,51.36,52.9,52.3676,52.392,55.323,UP,1
2005-09-29,51.5,51.16,52.3654,52.172,55.1534,UP,1
2005-09-30,51.93,51.75,52.3661,52.04,55.0274,DOWN,0
2005-10-03,51.82,52.29,52.3692,51.868,54.8818,UP,1
2005-10-04,52.1,51.68,52.3771,51.742,54.7494,DOWN,0
2005-10-05,51.24,52.1,52.3806,51.718,54.5936,UP,1
2005-10-06,52.02,52.3,52.3877,51.822,54.447,UP,1
2005-10-07,52.77,52.9,52.3982,51.99,54.3096,DOWN,0
2005-10-10,52.22,53.1,52.4068,52.07,54.179,DOWN,0
2005-10-11,51.99,52.5,52.4102,52.048,54.0628,DOWN,0
2005-10-12,51.45,51.69,52.4082,52.09,53.939,UP,1
2005-10-13,52.35,51.45,52.4114,52.156,53.8326,UP,1
2005-10-14,53.49,52.55,52.4184,52.3,53.7806,DOWN,0
2005-10-17,53.26,53.31,52.425,52.508,53.7364,DOWN,0
2005-10-18,53.22,53.26,52.4321,52.754,53.6998,UP,1
2005-10-19,56.0,53.37,52.4559,53.664,53.7114,DOWN,0
2005-10-20,55.76,56.0,52.4783,54.346,53.7158,DOWN,0
2005-10-21,54.64,55.76,52.509,54.576,53.6956,UP,1
2005-10-24,55.22,54.91,52.54,54.968,53.6684,DOWN,0
2005-10-25,54.05,55.12,52.5619,55.134,53.6064,DOWN,0
2005-10-26,53.86,54.0,52.5851,54.706,53.5694,DOWN,0
2005-10-27,52.5,53.86,52.5989,54.054,53.4994,UP,1
2005-10-28,54.51,52.9,52.6252,54.028,53.4666,UP,1
2005-10-31,55.69,55.11,52.6549,54.122,53.4736,DOWN,0
2005-11-01,55.3,55.65,52.6804,54.372,53.4568,UP,1
2005-11-02,56.97,55.35,52.7156,54.994,53.4742,DOWN,0
2005-11-03,56.8,57.9,52.7498,55.854,53.4952,UP,1
2005-11-04,57.41,56.8,52.7914,56.434,53.5232,UP,1
2005-11-07,57.79,57.5,52.837,56.854,53.5654,DOWN,0
2005-11-08,56.89,57.03,52.876,57.172,53.5888,DOWN,0
2005-11-09,56.56,57.0,52.9063,57.09,53.6372,UP,1
2005-11-10,58.85,56.2,52.9498,57.5,53.7392,DOWN,0
2005-11-11,58.45,58.52,52.9946,57.708,53.8526,DOWN,0
2005-11-14,58.43,58.38,53.0329,57.836,53.958,DOWN,0
2005-11-15,54.3,55.0,53.0509,57.318,53.9648,UP,1
2005-11-16,54.51,54.2,53.0669,56.908,53.9722,UP,1
2005-11-17,55.4,54.7,53.0852,56.218,53.9992,DOWN,0
2005-11-18,55.22,55.88,53.1037,55.572,54.0156,DOWN,0
2005-11-21,54.92,54.89,53.1214,54.87,54.0056,UP,1
2005-11-22,55.07,54.85,53.1436,55.024,54.0232,UP,1
2005-11-23,55.1,55.08,53.1705,55.142,54.0702,UP,1
2005-11-25,55.23,55.5,53.2014,55.108,54.1194,DOWN,0
2005-11-28,54.72,55.06,53.2289,55.008,54.1478,DOWN,0
2005-11-29,54.0,54.8,53.2503,54.824,54.1832,DOWN,0
2005-11-30,53.51,54.0,53.2688,54.512,54.2366,UP,1
2005-12-01,53.8,53.99,53.2924,54.252,54.2956,UP,1
2005-12-02,53.86,53.68,53.3109,53.978,54.3208,DOWN,0
2005-12-05,52.61,53.3,53.3209,53.556,54.3212,UP,1
2005-12-06,53.2,53.4,53.337,53.396,54.3316,DOWN,0
2005-12-07,53.09,53.15,53.3474,53.312,54.3388,DOWN,0
2005-12-08,52.7,53.09,53.3552,53.092,54.3656,UP,1
2005-12-09,53.8,52.95,53.3674,53.08,54.4116,UP,1
2005-12-12,54.12,54.0,53.3839,53.382,54.4554,UP,1
2005-12-13,54.56,53.89,53.4001,53.654,54.5102,DOWN,0
2005-12-14,54.5,54.31,53.4132,53.936,54.5582,UP,1
2005-12-15,54.55,54.5,53.4235,54.306,54.6244,DOWN,0
2005-12-16,53.67,54.73,53.4299,54.28,54.6574,DOWN,0
2005-12-19,52.8,53.67,53.432,54.016,54.658,UP,1
2005-12-20,54.03,53.25,53.4409,53.91,54.6942,UP,1
2005-12-21,54.5,54.2,53.4533,53.91,54.7444,UP,1
2005-12-22,54.95,54.75,53.4666,53.99,54.8144,UP,1
2005-12-23,55.51,54.99,53.4854,54.358,54.8776,UP,1
2005-12-27,55.58,55.95,53.5025,54.914,54.9194,DOWN,0
2005-12-28,55.55,55.75,53.5205,55.218,54.9652,DOWN,0
2005-12-29,55.24,55.78,53.5396,55.366,55.0056,DOWN,0
2005-12-30,54.97,55.0,53.5573,55.37,54.985,DOWN,0
2006-01-03,54.72,55.52,53.5771,55.212,54.9642,DOWN,0
2006-01-04,54.65,54.53,53.5989,55.026,54.9644,DOWN,0
2006-01-05,54.49,55.03,53.6192,54.814,54.9498,DOWN,0
2006-01-06,54.33,54.88,53.6404,54.632,54.9554,UP,1
2006-01-09,54.4,54.2,53.6619,54.518,54.9662,DOWN,0
2006-01-10,54.34,54.32,53.6813,54.442,55.003,DOWN,0
2006-01-11,54.34,53.91,53.7017,54.38,54.9996,DOWN,0
2006-01-12,53.93,54.28,53.7174,54.268,54.9644,UP,1
2006-01-13,54.38,54.16,53.7392,54.278,54.946,DOWN,0
2006-01-17,54.1,54.26,53.7627,54.218,54.8886,DOWN,0
2006-01-18,53.94,53.65,53.7836,54.138,54.8314,UP,1
2006-01-19,54.42,54.63,53.8036,54.154,54.7716,DOWN,0
2006-01-20,53.58,54.59,53.8217,54.084,54.6874,DOWN,0
2006-01-23,52.75,53.53,53.8317,53.758,54.6046,UP,1
2006-01-24,54.25,53.98,53.8527,53.788,54.5584,UP,1
2006-01-25,54.8,54.65,53.878,53.96,54.4774,DOWN,0
2006-01-26,53.9,55.0,53.8955,53.856,54.3864,UP,1
2006-01-27,54.17,54.75,53.9177,53.974,54.3012,UP,1
2006-01-30,54.37,54.38,53.9446,54.298,54.3026,UP,1
2006-01-31,54.75,54.55,53.9783,54.398,54.3074,DOWN,0
2006-02-01,54.74,54.773,54.0089,54.386,54.2942,UP,1
2006-02-02,55.23,54.762,54.0456,54.652,54.2944,DOWN,0
2006-02-03,54.96,54.71,54.0862,54.81,54.2952,UP,1
2006-02-06,55.0,55.2,54.1219,54.936,54.2938,DOWN,0
2006-02-07,54.31,55.033,54.1603,54.848,54.278,DOWN,0
2006-02-08,54.05,54.63,54.1955,54.71,54.2544,DOWN,0
2006-02-09,53.98,54.086,54.2325,54.46,54.2396,UP,1
2006-02-10,54.61,54.02,54.2711,54.39,54.2518,DOWN,0
2006-02-13,54.54,54.36,54.3095,54.298,54.2724,UP,1
2006-02-14,55.43,54.26,54.3546,54.522,54.305,UP,1
2006-02-15,55.8,55.1,54.3976,54.872,54.3438,DOWN,0
2006-02-16,54.59,54.9,54.4358,54.994,54.3834,DOWN,0
2006-02-17,54.31,54.45,54.476,54.934,54.4056,DOWN,0
2006-02-21,53.66,54.26,54.5079,54.758,54.417,UP,1
2006-02-22,54.6,53.92,54.5465,54.592,54.455,DOWN,0
2006-02-23,54.51,54.73,54.581,54.334,54.4692,DOWN,0
2006-02-24,54.05,54.45,54.6137,54.226,54.4678,UP,1
2006-02-27,55.48,54.32,54.6501,54.46,54.4862,DOWN,0
2006-02-28,54.4,55.1,54.6781,54.608,54.4842,UP,1
2006-03-01,54.57,54.59,54.7085,54.602,54.4846,DOWN,0
2006-03-02,53.71,54.45,54.7296,54.442,54.4854,DOWN,0
2006-03-03,53.39,53.45,54.7448,54.31,54.4972,DOWN,0
2006-03-06,52.94,53.39,54.7494,53.802,54.4754,DOWN,0
2006-03-07,52.86,52.95,54.7504,53.494,54.4426,UP,1
2006-03-08,53.37,52.85,54.7578,53.254,54.411,DOWN,0
2006-03-09,52.75,53.5,54.7608,53.062,54.3558,UP,1
2006-03-10,53.31,52.75,54.7631,53.046,54.3104,UP,1
2006-03-13,53.36,53.45,54.7654,53.13,54.2666,UP,1
2006-03-14,54.54,53.16,54.7714,53.466,54.2526,DOWN,0
2006-03-15,53.72,54.65,54.7725,53.536,54.2276,DOWN,0
2006-03-16,53.72,53.742,54.7726,53.73,54.2076,UP,1
2006-03-17,53.77,53.94,54.7723,53.822,54.19,DOWN,0
2006-03-20,53.53,53.65,54.7667,53.856,54.1708,DOWN,0
2006-03-21,53.36,53.55,54.7639,53.62,54.1514,UP,1
2006-03-22,53.56,53.36,54.762,53.588,54.1346,DOWN,0
2006-03-23,53.33,53.32,54.7576,53.51,54.1144,UP,1
2006-03-24,53.71,53.6,54.7567,53.498,54.1018,DOWN,0
2006-03-27,53.17,53.51,54.7529,53.426,54.0866,UP,1
2006-03-28,53.25,53.07,54.7514,53.404,54.064,UP,1
2006-03-29,53.3,53.35,54.7512,53.352,54.048,DOWN,0
2006-03-30,52.75,53.12,54.7422,53.236,54.0242,DOWN,0
2006-03-31,52.01,52.55,54.7273,52.896,53.976,DOWN,0
2006-04-03,51.18,52.0,54.7104,52.498,53.928,UP,1
2006-04-04,51.56,51.37,54.6961,52.16,53.9042,UP,1
2006-04-05,52.18,51.89,54.6825,51.936,53.8628,UP,1
2006-04-06,52.62,53.15,54.6718,51.91,53.8192,DOWN,0
2006-04-07,51.96,52.7,54.652,51.9,53.7804,DOWN,0
2006-04-10,51.62,52.29,54.6349,51.988,53.7294,DOWN,0
2006-04-11,51.19,51.55,54.6205,51.914,53.6658,UP,1
2006-04-12,51.39,51.1,54.6039,51.756,53.5986,UP,1
2006-04-13,51.48,50.89,54.5829,51.528,53.5334,DOWN,0
2006-04-17,51.23,51.48,54.5646,51.382,53.4534,UP,1
2006-04-18,51.68,51.55,54.5509,51.394,53.3878,DOWN,0
2006-04-19,51.46,51.8,54.5354,51.448,53.317,UP,1
2006-04-20,51.6,51.05,54.5132,51.49,53.2628,DOWN,0
2006-04-21,50.85,51.8,54.4897,51.364,53.1988,UP,1
2006-04-24,51.8,51.62,54.4666,51.478,53.1552,UP,1
2006-04-25,52.08,51.91,54.4423,51.558,53.1046,UP,1
2006-04-26,53.35,52.25,54.423,51.936,53.0808,UP,1
2006-04-27,53.46,54.22,54.399,52.308,53.0414,DOWN,0
2006-04-28,53.1,53.46,54.3752,52.758,52.9874,UP,1
2006-05-01,53.12,53.5,54.3488,53.022,52.958,UP,1
2006-05-02,53.59,53.25,54.3233,53.324,52.9436,DOWN,0
2006-05-03,53.52,53.39,54.2959,53.358,52.9408,DOWN,0
2006-05-04,53.15,53.6,54.2638,53.296,52.9118,UP,1
2006-05-05,54.54,53.49,54.2366,53.584,52.9124,UP,1
2006-05-08,54.71,55.0,54.219,53.902,52.9256,DOWN,0
2006-05-09,54.3,54.69,54.195,54.044,52.902,DOWN,0
2006-05-10,53.99,54.06,54.1714,54.138,52.8938,DOWN,0
2006-05-11,53.42,53.99,54.1433,54.192,52.8708,DOWN,0
2006-05-12,52.21,53.17,54.1076,53.726,52.8408,DOWN,0
2006-05-15,50.02,49.14,54.0595,52.788,52.7734,DOWN,0
2006-05-16,49.33,50.0,54.0124,51.794,52.7012,DOWN,0
2006-05-17,48.7,49.05,53.9669,50.736,52.618,DOWN,0
2006-05-18,48.42,48.85,53.9208,49.736,52.519,UP,1
2006-05-19,49.16,48.5,53.8783,49.126,52.4472,DOWN,0
2006-05-22,49.13,49.06,53.8435,48.948,52.3636,UP,1
2006-05-23,49.14,49.51,53.8118,48.91,52.2792,DOWN,0
2006-05-24,48.98,49.0,53.7815,48.966,52.168,UP,1
2006-05-25,49.02,49.27,53.7495,49.086,52.074,DOWN,0
2006-05-26,48.85,49.25,53.716,49.024,51.9766,DOWN,0
2006-05-30,48.68,48.5,53.6812,48.934,51.8748,UP,1
2006-05-31,48.92,48.75,53.6429,48.89,51.7826,UP,1
2006-06-01,49.27,49.25,53.6035,48.948,51.7008,DOWN,0
2006-06-02,49.19,49.2,53.5709,48.982,51.6134,DOWN,0
2006-06-05,48.45,49.0,53.5331,48.902,51.5158,DOWN,0
2006-06-06,47.6,48.5,53.4904,48.686,51.3936,UP,1
2006-06-07,48.9,48.25,53.4582,48.682,51.3082,UP,1
2006-06-08,49.34,48.9,53.4242,48.696,51.23,DOWN,0
2006-06-09,48.41,49.5,53.3857,48.54,51.1322,DOWN,0
2006-06-12,48.21,48.8,53.348,48.492,51.0414,DOWN,0
2006-06-13,48.06,48.28,53.3083,48.584,50.9624,UP,1
2006-06-14,48.27,48.01,53.2712,48.458,50.9042,UP,1
2006-06-15,49.51,48.52,53.2402,48.492,50.8632,DOWN,0
2006-06-16,49.22,49.06,53.2156,48.654,50.804,DOWN,0
2006-06-19,49.1,49.7,53.1923,48.832,50.7336,DOWN,0
2006-06-20,49.04,49.61,53.1736,49.028,50.6752,UP,1
2006-06-21,49.62,49.0,53.1559,49.298,50.6352,DOWN,0
2006-06-22,49.4,49.37,53.1331,49.276,50.5994,DOWN,0
2006-06-23,49.25,49.08,53.1087,49.282,50.5566,UP,1
2006-06-26,49.51,49.23,53.086,49.364,50.5172,DOWN,0
2006-06-27,48.5,49.35,53.0565,49.256,50.4626,DOWN,0
2006-06-28,48.46,48.6,53.0217,49.024,50.3982,UP,1
2006-06-29,49.32,48.56,52.9973,49.008,50.3554,DOWN,0
2006-06-30,48.87,49.28,52.9779,48.932,50.3008,DOWN,0
2006-07-03,48.63,48.77,52.9572,48.756,50.2564,DOWN,0
2006-07-05,48.27,48.5,52.9321,48.71,50.1858,UP,1
2006-07-06,49.17,49.18,52.9168,48.852,50.1276,UP,1
2006-07-07,49.22,49.02,52.9087,48.832,50.045,UP,1
2006-07-10,49.61,49.42,52.9025,48.98,49.968,UP,1
2006-07-11,50.14,49.65,52.8902,49.282,49.9088,DOWN,0
2006-07-12,49.03,50.14,52.8724,49.434,49.827,DOWN,0
2006-07-13,48.5,48.61,52.8515,49.3,49.7252,DOWN,0
2006-07-14,47.74,48.23,52.8265,49.004,49.6096,DOWN,0
2006-07-17,47.55,47.93,52.8075,48.592,49.4976,DOWN,0
2006-07-18,45.53,45.9,52.7776,47.67,49.3174,UP,1
2006-07-19,45.72,45.78,52.7466,47.008,49.1376,UP,1
2006-07-20,46.45,46.0,52.7197,46.598,48.9806,DOWN,0
2006-07-21,46.08,46.44,52.6896,46.266,48.8224,UP,1
2006-07-24,46.18,46.05,52.6643,45.992,48.6776,UP,1
2006-07-25,46.53,46.18,52.6369,46.192,48.564,DOWN,0
2006-07-26,45.87,46.34,52.6024,46.222,48.481,UP,1
2006-07-27,46.09,46.15,52.5718,46.15,48.4162,UP,1
2006-07-28,46.46,46.23,52.5441,46.226,48.3714,DOWN,0
2006-07-31,45.92,46.65,52.5164,46.174,48.3214,DOWN,0
2006-08-01,45.65,45.6,52.4829,45.998,48.2512,UP,1
2006-08-02,45.78,45.96,52.4444,45.98,48.1842,UP,1
2006-08-03,46.39,45.3,52.41,46.04,48.1292,UP,1
2006-08-04,47.22,46.65,52.38,46.192,48.094,DOWN,0
2006-08-07,46.74,46.95,52.3337,46.356,48.0484,DOWN,0
2006-08-08,45.94,46.85,52.2846,46.414,47.9902,DOWN,0
2006-08-09,45.28,46.37,52.2378,46.314,47.9222,UP,1
2006-08-10,47.72,45.7,52.2003,46.58,47.8982,UP,1
2006-08-11,48.4,47.95,52.1721,46.816,47.8808,DOWN,0
2006-08-14,48.17,48.4,52.1436,47.102,47.8604,UP,1
2006-08-15,48.68,49.0,52.1245,47.65,47.865,UP,1
2006-08-16,49.36,48.98,52.0988,48.466,47.9002,UP,1
2006-08-17,49.83,49.36,52.0695,48.888,47.9188,DOWN,0
2006-08-18,49.8,50.17,52.042,49.168,47.928,DOWN,0
2006-08-21,48.9,49.64,52.0016,49.314,47.9378,DOWN,0
2006-08-22,48.82,48.95,51.9617,49.342,47.95,DOWN,0
2006-08-23,47.67,48.82,51.913,49.004,47.9422,DOWN,0
2006-08-24,46.99,47.49,51.859,48.436,47.9166,DOWN,0
2006-08-25,46.9,46.7,51.8091,47.856,47.8644,UP,1
2006-08-28,47.72,47.2,51.7649,47.62,47.8344,UP,1
2006-08-29,48.72,47.95,51.7142,47.6,47.8268,DOWN,0
2006-08-30,48.58,48.47,51.6649,47.782,47.8176,DOWN,0
2006-08-31,48.39,48.33,51.6147,48.062,47.793,UP,1
2006-09-01,48.95,48.95,51.5879,48.472,47.784,UP,1
2006-09-05,48.97,49.2,51.5602,48.722,47.7784,DOWN,0
2006-09-06,48.32,48.81,51.5248,48.642,47.7546,UP,1
2006-09-07,48.68,48.01,51.4921,48.662,47.7582,UP,1
2006-09-08,50.56,47.98,51.4703,49.096,47.8002,UP,1
2006-09-11,51.25,50.4,51.4512,49.556,47.8388,UP,1
2006-09-12,52.5,51.3,51.4382,50.262,47.9114,UP,1
2006-09-13,52.81,52.25,51.4261,51.16,47.995,UP,1
2006-09-14,53.26,52.69,51.4188,52.076,48.0948,UP,1
2006-09-15,53.64,53.55,51.417,52.692,48.1842,DOWN,0
2006-09-18,53.58,53.45,51.4174,53.158,48.2714,UP,1
2006-09-19,54.39,54.01,51.4203,53.536,48.367,UP,1
2006-09-20,55.02,54.58,51.4261,53.978,48.4646,DOWN,0
2006-09-21,54.39,55.3,51.435,54.204,48.5718,UP,1
2006-09-22,54.83,54.05,51.4432,54.442,48.6984,UP,1
2006-09-25,55.88,54.9,51.4571,54.902,48.8612,UP,1
2006-09-26,56.02,55.75,51.4737,55.228,49.0306,DOWN,0
2006-09-27,55.92,55.89,51.4843,55.408,49.2384,UP,1
2006-09-28,56.24,56.17,51.4949,55.778,49.4488,DOWN,0
2006-09-29,55.25,56.29,51.4984,55.862,49.6248,UP,1
2006-10-02,55.82,54.71,51.505,55.85,49.8196,UP,1
2006-10-03,56.81,56.11,51.5163,56.008,50.0322,UP,1
2006-10-04,57.63,56.49,51.5361,56.35,50.2542,UP,1
2006-10-05,58.68,57.8,51.5655,56.838,50.5104,DOWN,0
2006-10-06,58.55,58.49,51.5881,57.498,50.7596,UP,1
2006-10-09,58.59,58.4,51.6085,58.052,51.0022,UP,1
2006-10-10,58.65,58.65,51.627,58.42,51.2568,DOWN,0
2006-10-11,58.56,58.4,51.6423,58.606,51.515,UP,1
2006-10-12,59.64,58.87,51.6626,58.798,51.7922,UP,1
2006-10-13,59.68,59.1,51.6832,59.024,52.058,DOWN,0
2006-10-16,59.25,59.45,51.7033,59.156,52.2986,DOWN,0
2006-10-17,58.28,58.76,51.7198,59.082,52.5294,DOWN,0
2006-10-18,58.19,58.53,51.7372,59.008,52.7744,DOWN,0
2006-10-19,57.42,58.0,51.751,58.564,53.0172,UP,1
2006-10-20,58.0,57.69,51.7686,58.228,53.2228,UP,1
2006-10-23,59.72,57.8,51.7955,58.322,53.4492,DOWN,0
2006-10-24,59.09,59.35,51.819,58.484,53.6676,DOWN,0
2006-10-25,58.07,59.0,51.8376,58.46,53.8554,UP,1
2006-10-26,59.27,58.07,51.8623,58.83,54.0536,DOWN,0
2006-10-27,58.56,58.9,51.8854,58.942,54.2282,UP,1
2006-10-30,58.86,58.1,51.9078,58.77,54.4094,UP,1
2006-10-31,59.18,59.4,51.9332,58.788,54.615,DOWN,0
2006-11-01,57.7,59.35,51.952,58.714,54.7926,DOWN,0
2006-11-02,56.96,56.1,51.9647,58.252,54.9784,DOWN,0
2006-11-03,56.03,57.25,51.977,57.746,55.1592,UP,1
2006-11-06,57.2,56.26,51.9992,57.414,55.3652,UP,1
2006-11-07,57.32,57.05,52.0146,57.042,55.5572,UP,1
2006-11-08,57.64,57.15,52.0288,57.03,55.7356,DOWN,0
2006-11-09,56.57,57.56,52.0421,56.952,55.8954,UP,1
2006-11-10,57.94,56.7,52.061,57.334,56.0864,DOWN,0
2006-11-13,57.76,58.0,52.0779,57.446,56.2626,UP,1
2006-11-14,59.16,58.74,52.1,57.814,56.4664,DOWN,0
2006-11-15,58.27,58.91,52.1176,57.94,56.6654,UP,1
2006-11-16,58.55,58.5,52.1342,58.336,56.8628,DOWN,0
2006-11-17,58.22,58.29,52.1505,58.392,57.016,DOWN,0
2006-11-20,57.9,58.01,52.165,58.42,57.149,DOWN,0
2006-11-21,57.71,58.0,52.182,58.13,57.2532,UP,1
2006-11-22,58.42,57.97,52.2039,58.16,57.3654,DOWN,0
2006-11-24,57.71,58.04,52.2225,57.992,57.4544,DOWN,0
2006-11-27,57.07,57.85,52.2348,57.762,57.523,DOWN,0
2006-11-28,56.86,56.75,52.2464,57.554,57.5886,UP,1
2006-11-29,57.85,57.1,52.2585,57.582,57.6578,UP,1
2006-11-30,58.09,58.0,52.27,57.516,57.7192,DOWN,0
2006-12-01,57.31,58.25,52.2836,57.436,57.7776,UP,1
2006-12-04,58.03,57.56,52.3022,57.628,57.8416,UP,1
2006-12-05,58.43,58.15,52.326,57.942,57.8926,DOWN,0
2006-12-06,58.13,58.5,52.3437,57.998,57.9348,DOWN,0
2006-12-07,58.07,58.42,52.3615,57.994,57.9778,UP,1
2006-12-08,58.13,58.1,52.3819,58.158,58.0156,UP,1
2006-12-11,58.34,58.13,52.3962,58.22,58.0774,DOWN,0
2006-12-12,57.72,58.16,52.4128,58.078,58.1154,UP,1
2006-12-13,58.5,58.25,52.4324,58.152,58.1492,UP,1
2006-12-14,59.75,58.5,52.4626,58.488,58.1916,DOWN,0
2006-12-15,58.76,59.99,52.4895,58.614,58.1932,DOWN,0
2006-12-18,58.55,59.05,52.5175,58.656,58.1932,DOWN,0
2006-12-19,58.49,58.35,52.5457,58.81,58.1912,DOWN,0
2006-12-20,57.84,58.6,52.568,58.678,58.175,DOWN,0
2006-12-21,57.72,57.84,52.5929,58.272,58.1582,DOWN,0
2006-12-22,57.32,57.73,52.6129,57.984,58.1118,DOWN,0
2006-12-26,57.09,57.32,52.6316,57.692,58.06,UP,1
2006-12-27,57.47,57.1,52.6462,57.488,58.0244,DOWN,0
2006-12-28,57.1,57.49,52.6631,57.34,58.0008,DOWN,0
2006-12-29,57.05,57.21,52.6798,57.206,57.978,UP,1
2007-01-03,57.18,57.85,52.6968,57.178,57.9732,UP,1
2007-01-04,57.59,57.08,52.7171,57.278,57.965,DOWN,0
2007-01-05,57.27,57.5,52.7367,57.238,57.916,UP,1
2007-01-08,57.35,57.19,52.7556,57.288,57.8812,UP,1
2007-01-09,58.26,57.45,52.7803,57.53,57.885,UP,1
2007-01-10,58.31,57.94,52.8033,57.756,57.8658,UP,1
2007-01-11,59.81,58.35,52.8365,58.2,57.8908,UP,1
2007-01-12,60.31,59.8,52.8718,58.808,57.9198,UP,1
2007-01-16,60.84,60.22,52.9095,59.506,57.953,DOWN,0
2007-01-17,60.36,60.93,52.9475,59.926,58.0062,UP,1
2007-01-18,61.51,59.57,52.995,60.566,58.0972,UP,1
2007-01-19,62.35,61.87,53.0509,61.074,58.2236,DOWN,0
2007-01-22,61.5,62.35,53.1006,61.312,58.3096,DOWN,0
2007-01-23,61.43,61.37,53.1468,61.43,58.3918,UP,1
2007-01-24,61.48,61.37,53.1911,61.654,58.4686,DOWN,0
2007-01-25,60.68,61.45,53.2347,61.488,58.5508,DOWN,0
2007-01-26,60.19,60.68,53.2776,61.056,58.5958,DOWN,0
2007-01-29,60.07,60.19,53.322,60.77,58.642,UP,1
2007-01-30,60.44,60.49,53.3672,60.572,58.6676,UP,1
2007-01-31,61.36,60.49,53.4166,60.548,58.7294,UP,1
2007-02-01,61.8,61.29,53.4695,60.772,58.7944,UP,1
2007-02-02,62.03,61.9,53.5212,61.14,58.8706,UP,1
2007-02-05,62.12,62.03,53.5745,61.55,58.955,UP,1
2007-02-06,62.71,62.12,53.6301,62.004,59.055,UP,1
2007-02-07,62.8,62.94,53.6898,62.292,59.1426,DOWN,0
2007-02-08,62.26,63.1,53.7421,62.384,59.2336,DOWN,0
2007-02-09,61.67,62.24,53.7901,62.312,59.3256,UP,1
2007-02-12,61.8,61.64,53.8323,62.248,59.4244,UP,1
2007-02-13,62.13,62.02,53.8757,62.132,59.51,UP,1
2007-02-14,62.44,62.1,53.9224,62.06,59.597,UP,1
2007-02-15,62.67,62.22,53.9701,62.142,59.7042,UP,1
2007-02-16,62.91,62.4,54.0167,62.39,59.8018,UP,1
2007-02-20,64.32,63.15,54.0707,62.894,59.9196,DOWN,0
2007-02-21,63.61,64.0,54.123,63.19,60.0292,DOWN,0
2007-02-22,63.12,63.36,54.1659,63.326,60.1302,DOWN,0
2007-02-23,63.1,63.15,54.2079,63.412,60.2296,DOWN,0
2007-02-26,62.55,63.12,54.2491,63.34,60.3138,DOWN,0
2007-02-27,59.4,61.7,54.2762,62.356,60.3474,UP,1
2007-02-28,61.53,60.43,54.3167,61.94,60.408,DOWN,0
2007-03-01,60.9,60.8,54.3602,61.496,60.431,UP,1
2007-03-02,61.03,60.5,54.4152,61.082,60.4764,DOWN,0
2007-03-05,59.79,60.5,54.4675,60.53,60.5012,UP,1
2007-03-06,60.73,60.2,54.5277,60.796,60.546,DOWN,0
2007-03-07,60.6,60.42,54.5886,60.61,60.6012,UP,1
2007-03-08,61.69,62.7,54.6512,60.768,60.6806,UP,1
2007-03-09,61.88,62.35,54.715,60.938,60.7718,UP,1
2007-03-12,62.23,61.35,54.7804,61.426,60.8746,DOWN,0
2007-03-13,60.47,61.27,54.8379,61.374,60.9346,DOWN,0
2007-03-14,59.3,60.82,54.8893,61.114,60.9786,UP,1
2007-03-15,59.58,59.16,54.9429,60.692,61.0292,UP,1
2007-03-16,59.77,59.84,54.9984,60.27,61.081,UP,1
2007-03-19,60.44,60.3,55.056,59.912,61.138,UP,1
2007-03-20,61.14,60.43,55.1153,60.046,61.2154,UP,1
2007-03-21,61.59,61.02,55.1773,60.504,61.3002,DOWN,0
