ticker,TGT US Equity,TGT US Equity,TGT US Equity,TGT US Equity,TGT US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,34.3438,32.8438,32.3133,33.3063,34.4847,DOWN,0
2000-02-09,33.5938,34.3438,32.3066,33.225,34.4466,DOWN,0
2000-02-10,33.2188,33.6563,32.3005,33.2625,34.4053,DOWN,0
2000-02-11,33.0313,33.2813,32.2993,33.4063,34.3728,DOWN,0
2000-02-14,32.625,33.0625,32.2941,33.3625,34.3422,DOWN,0
2000-02-15,31.9688,32.5,32.2886,32.8875,34.3022,DOWN,0
2000-02-16,30.9063,31.875,32.2797,32.35,34.2503,DOWN,0
2000-02-17,29.9375,30.9063,32.2666,31.6938,34.1828,DOWN,0
2000-02-18,29.5,29.9375,32.2549,30.9875,34.1041,DOWN,0
2000-02-22,28.875,29.4063,32.2419,30.2375,34.0216,DOWN,0
2000-02-23,28.4063,29.125,32.2258,29.525,33.9122,DOWN,0
2000-02-24,27.9375,28.4063,32.2029,28.9313,33.7859,DOWN,0
2000-02-25,27.9375,28.0313,32.1769,28.5313,33.6322,UP,1
2000-02-28,29.4375,28.625,32.1571,28.5188,33.4803,UP,1
2000-02-29,29.5,29.4375,32.1407,28.6438,33.3241,UP,1
2000-03-01,29.625,29.4688,32.1257,28.8875,33.1803,UP,1
2000-03-02,30.125,29.6875,32.1124,29.325,33.0575,UP,1
2000-03-03,30.875,30.5,32.1044,29.9125,32.9675,DOWN,0
2000-03-06,30.375,30.9688,32.0961,30.1,32.8394,DOWN,0
2000-03-07,29.0,30.0,32.0802,30.0,32.6694,UP,1
2000-03-08,29.0938,28.4375,32.0718,29.8938,32.5063,UP,1
2000-03-09,30.0313,29.125,32.0716,29.875,32.3644,UP,1
2000-03-10,30.4063,30.25,32.0707,29.7813,32.2444,UP,1
2000-03-13,30.7188,29.75,32.0754,29.85,32.1206,DOWN,0
2000-03-14,30.4688,30.7188,32.0702,30.1438,31.9956,UP,1
2000-03-15,32.0,30.5,32.0702,30.725,31.915,UP,1
2000-03-16,35.5625,32.5,32.093,31.8313,31.9369,DOWN,0
2000-03-17,34.75,35.0,32.1143,32.7,31.9581,DOWN,0
2000-03-20,33.1875,34.5625,32.1266,33.1938,31.98,UP,1
2000-03-21,33.4688,33.125,32.1399,33.7938,31.9744,DOWN,0
2000-03-22,33.3438,33.1875,32.1552,34.0625,31.9794,UP,1
2000-03-23,34.0,33.125,32.1766,33.75,31.9775,UP,1
2000-03-24,34.5625,34.125,32.1988,33.7125,31.9944,DOWN,0
2000-03-27,34.2188,34.4375,32.2204,33.9188,31.9888,UP,1
2000-03-28,34.4375,33.625,32.2448,34.1125,31.985,UP,1
2000-03-29,36.3125,34.5,32.2815,34.7063,32.0313,UP,1
2000-03-30,38.5938,36.3438,32.3237,35.625,32.1038,DOWN,0
2000-03-31,37.375,38.625,32.3563,36.1875,32.1744,UP,1
2000-04-03,38.5,37.2813,32.3885,37.0438,32.2963,DOWN,0
2000-04-04,37.6563,38.5,32.4109,37.6875,32.4144,DOWN,0
2000-04-05,37.0938,37.5,32.4329,37.8438,32.505,DOWN,0
2000-04-06,37.0,36.0,32.4565,37.525,32.5638,UP,1
2000-04-07,37.125,36.875,32.4812,37.475,32.6331,UP,1
2000-04-10,37.5938,37.125,32.5085,37.2938,32.7513,DOWN,0
2000-04-11,36.4375,37.0,32.5235,37.05,32.8213,DOWN,0
2000-04-12,36.1563,36.4375,32.5326,36.8625,32.87,DOWN,0
2000-04-13,35.3125,36.0313,32.5467,36.525,32.8963,DOWN,0
2000-04-14,34.1563,35.0,32.5437,35.9313,32.9188,DOWN,0
2000-04-17,32.6563,33.4063,32.5324,34.9438,32.9256,UP,1
2000-04-18,34.6875,32.1875,32.5309,34.5938,32.9625,DOWN,0
2000-04-19,34.25,34.6875,32.526,34.2125,32.9606,UP,1
2000-04-20,34.625,34.2188,32.5207,34.075,32.9813,UP,1
2000-04-24,35.125,34.625,32.5152,34.2688,33.0194,UP,1
2000-04-25,35.75,35.0313,32.5151,34.8875,33.0737,DOWN,0
2000-04-26,35.4063,35.6875,32.5151,35.0313,33.1294,DOWN,0
2000-04-27,34.0,34.8125,32.5126,34.9813,33.17,DOWN,0
2000-04-28,33.2813,34.125,32.5057,34.7125,33.2175,UP,1
2000-05-01,34.125,33.5,32.5018,34.5125,33.3013,UP,1
2000-05-02,34.4375,34.0,32.5001,34.25,33.4,DOWN,0
2000-05-03,31.875,32.75,32.4923,33.5438,33.46,UP,1
2000-05-04,33.0625,32.0625,32.4915,33.3563,33.5531,UP,1
2000-05-05,34.0391,32.9375,32.499,33.5078,33.6752,UP,1
2000-05-08,34.125,33.875,32.5045,33.5078,33.7989,UP,1
2000-05-09,34.7188,34.2188,32.5128,33.5641,33.9045,UP,1
2000-05-10,35.1875,34.75,32.5203,34.2266,34.0183,DOWN,0
2000-05-11,34.9375,35.5,32.5281,34.6016,34.1245,UP,1
2000-05-12,35.1367,34.625,32.5366,34.8211,34.2248,UP,1
2000-05-15,35.5,34.9375,32.5524,35.0961,34.3173,UP,1
2000-05-16,35.7188,35.75,32.571,35.2961,34.4241,DOWN,0
2000-05-17,34.8125,35.4375,32.5882,35.2211,34.5404,UP,1
2000-05-18,35.4512,34.75,32.6126,35.3238,34.6675,DOWN,0
2000-05-19,35.0938,35.3125,32.6413,35.3152,34.7688,DOWN,0
2000-05-22,35.0625,35.1875,32.6707,35.2277,34.8619,DOWN,0
2000-05-23,33.5,34.6875,32.694,34.784,34.9175,DOWN,0
2000-05-24,32.25,32.4375,32.7107,34.2715,34.9532,UP,1
2000-05-25,32.4688,32.75,32.7263,33.675,34.9625,DOWN,0
2000-05-26,32.2188,32.3438,32.7429,33.1,34.8957,DOWN,0
2000-05-30,30.9063,31.875,32.7481,32.2688,34.8188,UP,1
2000-05-31,31.3438,31.25,32.7517,31.8375,34.7819,UP,1
2000-06-01,31.5,31.0,32.7545,31.6875,34.7425,UP,1
2000-06-02,33.0,32.0,32.7662,31.7938,34.7357,DOWN,0
2000-06-05,32.1563,32.9375,32.7723,31.7813,34.6988,DOWN,0
2000-06-06,28.7813,31.5625,32.7612,31.3563,34.5832,UP,1
2000-06-07,29.8438,29.375,32.7513,31.0563,34.4957,UP,1
2000-06-08,29.875,29.75,32.7374,30.7313,34.4044,DOWN,0
2000-06-09,28.125,29.875,32.7193,29.7563,34.2407,DOWN,0
2000-06-12,27.25,27.9688,32.7007,28.775,34.0138,UP,1
2000-06-13,28.3125,27.8125,32.6898,28.6813,33.8325,UP,1
2000-06-14,29.0,28.5625,32.6854,28.5125,33.6425,UP,1
2000-06-15,30.0313,29.5625,32.691,28.5438,33.49,DOWN,0
2000-06-16,29.25,30.0,32.6917,28.7688,33.3332,DOWN,0
2000-06-19,28.5938,29.5938,32.6931,29.0375,33.165,DOWN,0
2000-06-20,27.5,28.25,32.6881,28.875,32.9725,DOWN,0
2000-06-21,26.2188,27.5,32.679,28.3188,32.745,UP,1
2000-06-22,26.8125,26.3438,32.6706,27.675,32.5525,UP,1
2000-06-23,27.0313,27.0625,32.6628,27.2313,32.37,UP,1
2000-06-26,27.7188,27.5,32.6579,27.0563,32.2182,UP,1
2000-06-27,27.9063,27.1875,32.6499,27.1375,32.0932,DOWN,0
2000-06-28,27.3359,27.9063,32.6437,27.3609,31.9868,UP,1
2000-06-29,27.75,27.6875,32.6413,27.5484,31.848,UP,1
2000-06-30,29.0,27.7188,32.6479,27.9422,31.743,DOWN,0
2000-07-03,28.9063,28.6875,32.6527,28.1797,31.6286,DOWN,0
2000-07-05,28.8438,29.3125,32.6566,28.3672,31.503,DOWN,0
2000-07-06,28.2188,28.8438,32.6596,28.5438,31.3524,UP,1
2000-07-07,29.4375,28.5,32.668,28.8813,31.233,UP,1
2000-07-10,30.5938,30.125,32.6827,29.2,31.1649,UP,1
2000-07-11,31.5,30.9375,32.7004,29.7188,31.1293,DOWN,0
2000-07-12,31.4063,31.75,32.7157,30.2313,31.0749,DOWN,0
2000-07-13,31.0625,31.625,32.7227,30.8,31.0074,DOWN,0
2000-07-14,31.0625,31.0,32.7321,31.125,30.9911,DOWN,0
2000-07-17,30.4531,31.1875,32.7342,31.0969,30.9389,DOWN,0
2000-07-18,29.6563,29.875,32.7264,30.7281,30.8513,DOWN,0
2000-07-19,29.5313,29.5625,32.7148,30.3531,30.7594,UP,1
2000-07-20,30.5,29.5,32.7069,30.2406,30.675,DOWN,0
2000-07-21,29.9375,30.375,32.694,30.0156,30.57,DOWN,0
2000-07-24,29.3125,29.75,32.6781,29.7875,30.4575,UP,1
2000-07-25,30.125,30.0,32.657,29.8813,30.3573,UP,1
2000-07-26,31.25,30.875,32.6395,30.225,30.2723,DOWN,0
2000-07-27,31.1875,31.3125,32.6273,30.3625,30.1817,DOWN,0
2000-07-28,30.4375,31.25,32.6169,30.4625,30.0942,DOWN,0
2000-07-31,29.0,30.5,32.5984,30.4,29.9652,DOWN,0
2000-08-01,29.0,28.8125,32.5826,30.175,29.8433,UP,1
2000-08-02,30.5,29.375,32.5725,30.025,29.752,DOWN,0
2000-08-03,30.0625,30.75,32.5603,29.8,29.6833,DOWN,0
2000-08-04,29.6875,30.125,32.5439,29.65,29.632,UP,1
2000-08-07,31.125,29.5,32.5359,30.075,29.6052,UP,1
2000-08-08,31.875,31.25,32.529,30.65,29.5983,DOWN,0
2000-08-09,31.0,30.5,32.5195,30.75,29.6002,DOWN,0
2000-08-10,29.75,30.5,32.5156,30.6875,29.5683,DOWN,0
2000-08-11,29.625,29.5,32.5083,30.675,29.5308,UP,1
2000-08-14,29.9375,29.875,32.4986,30.4375,29.4695,DOWN,0
2000-08-15,27.0,29.0,32.472,29.4625,29.3664,DOWN,0
2000-08-16,26.375,26.875,32.445,28.5375,29.3183,DOWN,0
2000-08-17,26.0625,26.25,32.4161,27.8,29.2427,UP,1
2000-08-18,26.5,26.0625,32.3904,27.175,29.1752,DOWN,0
2000-08-21,26.25,26.3125,32.3619,26.4375,29.1377,UP,1
2000-08-22,27.5,26.75,32.3359,26.5375,29.1427,DOWN,0
2000-08-23,26.9375,27.25,32.3134,26.65,29.1152,UP,1
2000-08-24,27.1875,26.9375,32.2945,26.875,29.0789,DOWN,0
2000-08-25,27.1875,27.25,32.2779,27.0125,29.022,DOWN,0
2000-08-28,26.6875,27.3125,32.2581,27.1,28.9708,DOWN,0
2000-08-29,26.4375,26.4375,32.2369,26.8875,28.9277,DOWN,0
2000-08-30,26.0625,26.125,32.2122,26.7125,28.8989,DOWN,0
2000-08-31,23.1875,23.25,32.1762,25.9125,28.8383,UP,1
2000-09-01,24.625,23.25,32.1436,25.4,28.7945,UP,1
2000-09-05,25.0,24.5,32.1095,25.0625,28.7539,UP,1
2000-09-06,25.0625,25.0,32.0734,24.7875,28.7008,DOWN,0
2000-09-07,24.8125,25.0625,32.0364,24.5375,28.6389,UP,1
2000-09-08,24.875,24.9375,31.994,24.875,28.5897,UP,1
2000-09-11,26.375,25.0,31.9595,25.225,28.5622,UP,1
2000-09-12,26.8125,26.4375,31.9267,25.5875,28.5184,DOWN,0
2000-09-13,26.5,27.25,31.8817,25.875,28.4703,UP,1
2000-09-14,28.0,27.25,31.8453,26.5125,28.4534,DOWN,0
2000-09-15,27.0625,27.6875,31.8073,26.95,28.4303,DOWN,0
2000-09-18,26.25,26.75,31.7678,26.925,28.3666,DOWN,0
2000-09-19,25.6875,26.3125,31.7264,26.7,28.2684,UP,1
2000-09-20,25.75,26.125,31.6876,26.55,28.1534,DOWN,0
2000-09-21,25.5,25.75,31.6486,26.05,28.0353,UP,1
2000-09-22,26.4375,25.875,31.6136,25.925,27.9428,DOWN,0
2000-09-25,25.875,26.0,31.5779,25.85,27.8391,DOWN,0
2000-09-26,24.9493,25.75,31.5333,25.7024,27.729,DOWN,0
2000-09-27,24.8125,24.5,31.4861,25.5149,27.6321,UP,1
2000-09-28,25.25,24.0,31.4342,25.4649,27.5465,UP,1
2000-09-29,25.625,25.3125,31.3772,25.3024,27.449,DOWN,0
2000-10-02,25.0,26.25,31.3157,25.1274,27.3502,UP,1
2000-10-03,25.125,25.25,31.2572,25.1625,27.2665,UP,1
2000-10-04,25.5,24.625,31.2034,25.3,27.174,UP,1
2000-10-05,25.9375,26.125,31.1562,25.4375,27.0677,DOWN,0
2000-10-06,24.375,25.25,31.0942,25.1875,26.9315,UP,1
2000-10-09,24.5,24.4375,31.0292,25.0875,26.8127,DOWN,0
2000-10-10,24.0625,24.5625,30.9632,24.875,26.714,DOWN,0
2000-10-11,23.375,24.0,30.8945,24.45,26.6015,DOWN,0
2000-10-12,22.75,22.875,30.8262,23.8125,26.4465,UP,1
2000-10-13,24.0625,22.75,30.762,23.75,26.3265,UP,1
2000-10-16,24.375,24.0,30.7003,23.725,26.2202,DOWN,0
2000-10-17,23.6875,25.125,30.6385,23.65,26.0715,UP,1
2000-10-18,24.0,23.5,30.5862,23.775,25.914,UP,1
2000-10-19,25.9375,24.75,30.5475,24.4125,25.8127,DOWN,0
2000-10-20,25.125,26.375,30.5126,24.625,25.7202,DOWN,0
2000-10-23,24.75,25.5,30.4676,24.7,25.6227,UP,1
2000-10-24,24.8125,24.5625,30.4262,24.925,25.5202,DOWN,0
2000-10-25,24.25,24.8125,30.377,24.975,25.4652,DOWN,0
2000-10-26,24.25,23.875,30.3296,24.6375,25.4227,UP,1
2000-10-27,24.4375,24.0,30.2793,24.5,25.3902,UP,1
2000-10-30,25.5,24.4375,30.2337,24.65,25.3702,UP,1
2000-10-31,27.625,25.5,30.2018,25.2125,25.3977,DOWN,0
2000-11-01,27.5625,27.125,30.1648,25.875,25.399,UP,1
2000-11-02,28.375,27.5625,30.1375,26.7,25.4277,DOWN,0
2000-11-03,27.5,28.0,30.1129,27.3125,25.434,UP,1
2000-11-06,27.5625,26.75,30.092,27.725,25.4415,UP,1
2000-11-07,28.375,27.9375,30.071,27.875,25.4752,UP,1
2000-11-08,30.125,30.0,30.0514,28.3875,25.549,DOWN,0
2000-11-09,27.375,28.25,30.02,28.1875,25.5752,DOWN,0
2000-11-10,25.9375,26.0625,29.9912,27.875,25.6302,UP,1
2000-11-13,26.1875,25.25,29.9575,27.6,25.6615,UP,1
2000-11-14,28.1875,27.25,29.9298,27.5625,25.7252,UP,1
2000-11-15,28.875,28.125,29.9042,27.3125,25.8015,UP,1
2000-11-16,28.9375,28.8125,29.8837,27.625,25.884,UP,1
2000-11-17,29.375,28.9375,29.869,28.3125,25.974,DOWN,0
2000-11-20,28.6875,29.25,29.8482,28.8125,26.0202,UP,1
2000-11-21,28.875,29.125,29.8209,28.95,26.0615,UP,1
2000-11-22,29.125,28.375,29.7985,29.0,26.114,DOWN,0
2000-11-24,28.4375,29.375,29.7746,28.9,26.1227,UP,1
2000-11-27,29.0,29.0,29.7545,28.825,26.1615,DOWN,0
2000-11-28,29.0,29.0625,29.7364,28.8875,26.2165,UP,1
2000-11-29,30.125,28.75,29.7271,29.1375,26.3052,DOWN,0
2000-11-30,30.0625,30.5,29.7229,29.325,26.3915,UP,1
2000-12-01,31.4375,30.75,29.7304,29.925,26.5102,UP,1
2000-12-04,32.875,32.0,29.7473,30.7,26.639,DOWN,0
2000-12-05,31.5,31.5,29.7604,31.2,26.7515,UP,1
2000-12-06,32.75,32.125,29.7821,31.725,26.9075,UP,1
2000-12-07,33.5625,32.0,29.8103,32.425,27.0825,UP,1
2000-12-08,33.6875,33.375,29.839,32.875,27.2513,DOWN,0
2000-12-11,33.3125,33.4375,29.8584,32.9625,27.405,DOWN,0
2000-12-12,32.5625,32.5,29.8737,33.175,27.5563,DOWN,0
2000-12-13,32.25,32.875,29.8868,33.075,27.6988,DOWN,0
2000-12-14,31.25,31.875,29.8925,32.6125,27.8138,DOWN,0
2000-12-15,31.25,31.75,29.8943,32.125,27.92,UP,1
2000-12-18,31.6875,31.75,29.9009,31.8,28.0663,DOWN,0
2000-12-19,28.75,31.0,29.8996,31.0375,28.1513,DOWN,0
2000-12-20,28.1875,27.625,29.8951,30.225,28.2338,UP,1
2000-12-21,30.0,28.875,29.895,29.975,28.3663,UP,1
2000-12-22,30.6875,30.5,29.8964,29.8625,28.525,DOWN,0
2000-12-26,30.625,30.625,29.8959,29.65,28.6563,UP,1
2000-12-27,32.25,30.0,29.9048,30.35,28.8138,DOWN,0
2000-12-28,32.0,32.25,29.9048,31.1125,28.98,UP,1
2000-12-29,32.25,32.375,29.8882,31.5625,29.145,UP,1
2001-01-02,33.25,32.625,29.8807,32.075,29.2913,UP,1
2001-01-03,36.25,33.25,29.896,33.2,29.5138,UP,1
2001-01-04,36.9375,36.0,29.9134,34.1375,29.7575,DOWN,0
2001-01-05,34.6875,36.0,29.9201,34.675,29.955,DOWN,0
2001-01-08,34.375,34.5,29.922,35.1,30.1575,UP,1
2001-01-09,34.5,34.375,29.9217,35.35,30.3625,DOWN,0
2001-01-10,34.4375,33.875,29.9228,34.9875,30.5625,DOWN,0
2001-01-11,33.4375,34.0,29.9178,34.2875,30.7213,UP,1
2001-01-12,34.8125,33.4375,29.9103,34.3125,30.865,UP,1
2001-01-16,35.875,34.875,29.8967,34.6125,31.0313,DOWN,0
2001-01-17,35.8125,36.0,29.8889,34.875,31.18,DOWN,0
2001-01-18,34.5625,36.0625,29.8692,34.9,31.3213,DOWN,0
2001-01-19,32.75,34.0,29.8446,34.7625,31.425,UP,1
2001-01-22,34.5625,34.5,29.832,34.7125,31.5488,UP,1
2001-01-23,36.0,35.25,29.827,34.7375,31.6663,UP,1
2001-01-24,36.3125,36.0,29.8229,34.8375,31.845,UP,1
2001-01-25,36.6875,35.75,29.8184,35.2625,32.06,DOWN,0
2001-01-26,36.375,37.25,29.8181,35.9875,32.2638,UP,1
2001-01-29,36.85,36.37,29.8215,36.445,32.437,DOWN,0
2001-01-30,36.5,37.0,29.8275,36.545,32.5895,UP,1
2001-01-31,37.98,36.6,29.8466,36.8785,32.7704,DOWN,0
2001-02-01,37.9,37.98,29.8728,37.121,32.9409,DOWN,0
2001-02-02,36.97,37.9,29.8842,37.24,33.1065,DOWN,0
2001-02-05,36.35,36.97,29.8947,37.14,33.256,DOWN,0
2001-02-06,36.29,36.35,29.9031,37.098,33.3993,UP,1
2001-02-07,36.69,36.29,29.9109,36.84,33.5644,DOWN,0
2001-02-08,35.36,35.75,29.9089,36.332,33.6916,DOWN,0
2001-02-09,33.95,35.36,29.9017,35.728,33.7905,UP,1
2001-02-12,36.15,33.4,29.9124,35.688,33.9111,UP,1
2001-02-13,36.83,36.15,29.9301,35.796,34.0464,DOWN,0
2001-02-14,36.61,36.9,29.9426,35.78,34.1498,DOWN,0
2001-02-15,36.5,36.95,29.9529,36.008,34.2224,DOWN,0
2001-02-16,35.72,36.15,29.9721,36.362,34.3067,UP,1
2001-02-20,37.25,36.2,29.993,36.582,34.3968,DOWN,0
2001-02-21,34.8,37.0,29.9968,36.176,34.4215,UP,1
2001-02-22,35.8,36.25,30.0052,36.014,34.4638,DOWN,0
2001-02-23,35.74,35.5,30.0103,35.862,34.5123,UP,1
2001-02-26,37.8,36.75,30.0234,36.278,34.617,UP,1
2001-02-27,38.37,38.25,30.0406,36.502,34.7394,UP,1
2001-02-28,39.0,38.7,30.0599,37.342,34.8944,DOWN,0
2001-03-01,37.29,37.9,30.0688,37.64,35.0152,DOWN,0
2001-03-02,36.95,36.62,30.075,37.882,35.1205,DOWN,0
2001-03-05,36.4,37.2,30.0829,37.602,35.2735,UP,1
2001-03-06,38.0,38.5,30.0957,37.528,35.4698,UP,1
2001-03-07,38.3,38.9,30.1117,37.388,35.6357,DOWN,0
2001-03-08,38.0,38.85,30.1264,37.53,35.782,DOWN,0
2001-03-09,37.6,38.0,30.1469,37.66,35.9215,DOWN,0
2001-03-12,36.51,37.25,30.1682,37.682,36.0067,DOWN,0
2001-03-13,35.65,36.51,30.1841,37.212,36.0797,DOWN,0
2001-03-14,35.5,34.75,30.2005,36.652,36.1447,UP,1
2001-03-15,35.57,35.8,30.2238,36.166,36.1911,DOWN,0
2001-03-16,34.93,35.2,30.2417,35.632,36.1647,UP,1
2001-03-19,35.6,35.4,30.2622,35.45,36.1379,UP,1
2001-03-20,35.75,37.0,30.276,35.47,36.1592,UP,1
2001-03-21,36.87,35.75,30.2996,35.744,36.2091,DOWN,0
2001-03-22,34.5,36.05,30.3282,35.53,36.2091,UP,1
2001-03-23,34.9,34.35,30.3534,35.524,36.2183,UP,1
2001-03-26,35.79,35.85,30.383,35.562,36.2654,UP,1
2001-03-27,36.88,36.1,30.4268,35.788,36.3067,DOWN,0
2001-03-28,36.15,35.9,30.4713,35.644,36.3122,DOWN,0
2001-03-29,35.46,35.8,30.507,35.836,36.3052,UP,1
2001-03-30,36.08,35.9,30.5424,36.072,36.3355,UP,1
2001-04-02,36.3,37.0,30.5738,36.174,36.4065,DOWN,0
2001-04-03,35.08,36.5,30.6029,35.814,36.4169,DOWN,0
2001-04-04,34.31,35.0,30.6315,35.446,36.3831,UP,1
2001-04-05,35.85,35.1,30.6732,35.524,36.3738,DOWN,0
2001-04-06,35.6,36.5,30.7202,35.428,36.3521,DOWN,0
2001-04-09,35.05,36.3,30.7613,35.178,36.3256,UP,1
2001-04-10,35.85,35.65,30.8054,35.332,36.3056,DOWN,0
2001-04-11,35.7,36.25,30.8453,35.61,36.2896,UP,1
2001-04-12,35.85,34.9,30.8851,35.61,36.247,DOWN,0
2001-04-16,35.75,35.85,30.9271,35.64,36.204,DOWN,0
2001-04-17,35.35,35.7,30.9651,35.7,36.1716,UP,1
2001-04-18,38.25,36.0,31.0114,36.18,36.2096,DOWN,0
2001-04-19,37.48,38.0,31.0542,36.536,36.2334,UP,1
2001-04-20,37.5,37.25,31.0975,36.866,36.2496,DOWN,0
2001-04-23,36.74,37.7,31.1401,37.064,36.2772,DOWN,0
2001-04-24,35.98,36.0,31.1728,37.19,36.3178,UP,1
2001-04-25,36.27,36.45,31.2012,36.794,36.3202,UP,1
2001-04-26,37.55,36.75,31.2315,36.808,36.3346,UP,1
2001-04-27,39.16,37.85,31.2702,37.14,36.3856,DOWN,0
2001-04-30,38.45,39.45,31.3072,37.482,36.4246,UP,1
2001-05-01,39.09,38.46,31.3473,38.104,36.492,DOWN,0
2001-05-02,38.89,39.0,31.3895,38.628,36.5248,UP,1
2001-05-03,39.01,38.89,31.4363,38.92,36.609,UP,1
2001-05-04,39.25,38.1,31.4849,38.938,36.678,DOWN,0
2001-05-07,38.94,39.15,31.5271,39.036,36.742,DOWN,0
2001-05-08,38.51,38.94,31.5699,38.92,36.7562,DOWN,0
2001-05-09,38.3,38.55,31.6149,38.802,36.7548,UP,1
2001-05-10,39.5,39.4,31.6617,38.9,36.7648,UP,1
2001-05-11,39.93,39.65,31.7051,39.036,36.8176,DOWN,0
2001-05-14,39.7,39.7,31.7477,39.188,36.8726,DOWN,0
2001-05-15,38.3,40.38,31.787,39.146,36.9106,DOWN,0
2001-05-16,38.0,37.3,31.832,39.086,36.9106,UP,1
2001-05-17,38.37,38.15,31.8789,38.86,36.912,DOWN,0
2001-05-18,37.8,38.4,31.9154,38.434,36.908,DOWN,0
2001-05-21,37.75,37.9,31.9538,38.044,36.911,UP,1
2001-05-22,38.89,38.3,31.9998,38.162,36.9586,DOWN,0
2001-05-23,37.69,39.2,32.0326,38.1,36.9994,DOWN,0
2001-05-24,37.53,37.89,32.0609,37.932,37.04,DOWN,0
2001-05-25,37.36,37.3,32.0927,37.844,37.0758,DOWN,0
2001-05-29,37.2,37.05,32.13,37.734,37.1212,UP,1
2001-05-30,37.78,37.0,32.1707,37.512,37.1648,UP,1
2001-05-31,37.8,38.22,32.2101,37.534,37.2058,DOWN,0
2001-06-01,37.8,38.0,32.2641,37.588,37.2244,DOWN,0
2001-06-04,37.02,37.81,32.3173,37.52,37.2748,UP,1
2001-06-05,37.61,37.02,32.375,37.602,37.329,DOWN,0
2001-06-06,37.34,37.61,32.4292,37.514,37.36,UP,1
2001-06-07,37.96,36.4,32.4878,37.546,37.3816,UP,1
2001-06-08,38.26,38.0,32.5416,37.638,37.4238,DOWN,0
2001-06-11,37.25,38.01,32.5931,37.684,37.4596,DOWN,0
2001-06-12,37.12,36.65,32.6428,37.586,37.4804,DOWN,0
2001-06-13,36.85,37.0,32.6911,37.488,37.4914,DOWN,0
2001-06-14,36.7,36.85,32.7412,37.236,37.5238,DOWN,0
2001-06-15,35.62,36.0,32.7871,36.708,37.55,UP,1
2001-06-18,36.33,35.95,32.8384,36.524,37.5596,DOWN,0
2001-06-19,36.27,36.5,32.9038,36.354,37.573,DOWN,0
2001-06-20,35.99,36.01,32.9607,36.182,37.5918,UP,1
2001-06-21,36.31,36.05,33.0172,36.104,37.601,UP,1
2001-06-22,36.34,36.75,33.0736,36.248,37.6138,UP,1
2001-06-25,36.81,36.5,33.1336,36.344,37.633,DOWN,0
2001-06-26,36.73,35.7,33.1929,36.436,37.6526,DOWN,0
2001-06-27,35.26,36.74,33.2373,36.29,37.6508,UP,1
2001-06-28,35.52,35.26,33.2808,36.132,37.5962,DOWN,0
2001-06-29,34.6,35.27,33.3213,35.784,37.5386,UP,1
2001-07-02,35.59,34.9,33.3593,35.54,37.5004,UP,1
2001-07-03,35.99,35.59,33.4039,35.392,37.4854,DOWN,0
2001-07-05,35.38,35.81,33.4496,35.416,37.4734,DOWN,0
2001-07-06,33.51,35.1,33.4887,35.014,37.4182,DOWN,0
2001-07-09,33.2,33.8,33.5259,34.734,37.3312,DOWN,0
2001-07-10,32.74,33.2,33.5621,34.164,37.2028,UP,1
2001-07-11,33.38,32.74,33.5968,33.642,37.1014,UP,1
