ticker,DVN US Equity,DVN US Equity,DVN US Equity,DVN US Equity,DVN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-08,18.0,18.0,18.5423,17.9563,17.3694,DOWN,0
2000-02-09,17.6563,18.0,18.5534,17.925,17.3625,UP,1
2000-02-10,18.5625,17.75,18.5667,18.0438,17.3813,DOWN,0
2000-02-11,18.0,18.75,18.5733,18.0438,17.3788,UP,1
2000-02-14,18.5938,18.1875,18.5831,18.1625,17.3875,UP,1
2000-02-15,19.0313,18.5938,18.5922,18.3688,17.4181,UP,1
2000-02-16,19.1875,18.8438,18.6028,18.675,17.4725,UP,1
2000-02-17,19.3125,19.5,18.6156,18.825,17.5463,DOWN,0
2000-02-18,19.0625,19.1875,18.6259,19.0375,17.6112,UP,1
2000-02-22,19.1563,19.2188,18.6367,19.15,17.685,DOWN,0
2000-02-23,18.4375,19.0313,18.6439,19.0313,17.7481,DOWN,0
2000-02-24,18.2188,18.3125,18.6497,18.8375,17.7869,DOWN,0
2000-02-25,17.9688,18.4375,18.6561,18.5688,17.83,UP,1
2000-02-28,18.3438,17.625,18.6652,18.425,17.8644,UP,1
2000-02-29,18.625,18.3125,18.6767,18.3188,17.8956,UP,1
2000-03-01,19.4375,18.75,18.6923,18.5188,17.9494,UP,1
2000-03-02,20.5,19.875,18.7139,18.975,18.0244,DOWN,0
2000-03-03,19.9688,20.4375,18.735,19.375,18.0738,UP,1
2000-03-06,20.3125,20.0625,18.7522,19.7688,18.1431,UP,1
2000-03-07,22.625,20.1875,18.7766,20.5688,18.2644,DOWN,0
2000-03-08,22.125,22.3125,18.8006,21.1063,18.3819,UP,1
2000-03-09,22.1563,22.0,18.8248,21.4375,18.495,DOWN,0
2000-03-10,22.0313,22.0938,18.8467,21.85,18.5944,UP,1
2000-03-13,22.125,21.375,18.8716,22.2125,18.6994,UP,1
2000-03-14,22.1875,22.0,18.8956,22.125,18.8144,DOWN,0
2000-03-15,21.4688,22.0625,18.9155,21.9938,18.92,UP,1
2000-03-16,22.0313,21.25,18.938,21.9688,19.0438,DOWN,0
2000-03-17,21.6875,21.5,18.9589,21.9,19.155,DOWN,0
2000-03-20,21.125,21.5,18.9769,21.7,19.2388,UP,1
2000-03-21,21.5938,21.0,18.9938,21.5813,19.33,DOWN,0
2000-03-22,21.4688,21.5,19.0094,21.5813,19.4231,DOWN,0
2000-03-23,21.3125,21.5313,19.0259,21.4375,19.5081,DOWN,0
2000-03-24,21.25,21.25,19.0423,21.35,19.5969,DOWN,0
2000-03-27,20.9063,21.1563,19.0569,21.3063,19.6713,UP,1
2000-03-28,21.25,20.7813,19.0713,21.2375,19.7506,UP,1
2000-03-29,22.3125,21.375,19.0894,21.4063,19.8231,UP,1
2000-03-30,23.625,22.4063,19.115,21.8688,19.9119,UP,1
2000-03-31,24.2813,23.875,19.1442,22.475,20.0081,UP,1
2000-04-03,24.5313,24.1875,19.1745,23.2,20.0856,DOWN,0
2000-04-04,23.75,24.5,19.2027,23.7,20.1581,DOWN,0
2000-04-05,23.625,23.625,19.2309,23.9625,20.2381,UP,1
2000-04-06,24.125,23.5,19.2614,24.0625,20.3381,DOWN,0
2000-04-07,23.6875,24.3125,19.29,23.9438,20.4363,DOWN,0
2000-04-10,22.8125,23.5625,19.3158,23.6,20.5169,UP,1
2000-04-11,22.8438,23.125,19.342,23.4188,20.6225,UP,1
2000-04-12,23.125,22.8438,19.3684,23.3188,20.7244,UP,1
2000-04-13,23.875,23.3125,19.3983,23.2688,20.8456,DOWN,0
2000-04-14,23.4375,23.6875,19.4228,23.2188,20.955,DOWN,0
2000-04-17,22.1563,23.0625,19.4409,23.0875,21.0381,UP,1
2000-04-18,22.2188,22.0938,19.4597,22.9625,21.1225,UP,1
2000-04-19,22.9688,22.25,19.4834,22.9313,21.2219,DOWN,0
2000-04-20,22.75,22.875,19.5052,22.7063,21.3238,DOWN,0
2000-04-24,22.5313,22.7188,19.5247,22.525,21.4031,UP,1
2000-04-25,23.125,22.6563,19.5461,22.7188,21.5056,UP,1
2000-04-26,23.4375,23.125,19.5677,22.9625,21.6025,UP,1
2000-04-27,23.9063,23.4375,19.5917,23.15,21.7,UP,1
2000-04-28,24.0625,23.8125,19.6155,23.4125,21.7975,DOWN,0
2000-05-01,23.9375,23.875,19.6395,23.6938,21.89,DOWN,0
2000-05-02,23.5625,23.8125,19.6636,23.7813,21.98,DOWN,0
2000-05-03,23.3125,23.8125,19.6895,23.7563,22.0631,UP,1
2000-05-04,24.5,23.125,19.7217,23.875,22.1844,UP,1
2000-05-05,24.8438,24.4375,19.7569,24.0313,22.3169,UP,1
2000-05-08,25.4688,24.9688,19.7939,24.3375,22.4669,DOWN,0
2000-05-09,25.0625,25.4688,19.8334,24.6375,22.6013,DOWN,0
2000-05-10,24.5313,24.75,19.873,24.8813,22.7194,UP,1
2000-05-11,25.75,25.0,19.9158,25.1313,22.8456,UP,1
2000-05-12,26.3438,25.75,19.955,25.4313,22.9625,UP,1
2000-05-15,28.125,26.375,20.0036,25.9625,23.1256,DOWN,0
2000-05-16,27.9375,28.125,20.0519,26.5375,23.2781,UP,1
2000-05-17,28.5,27.75,20.103,27.3313,23.3956,UP,1
2000-05-18,29.25,28.5,20.1552,28.0313,23.5381,DOWN,0
2000-05-19,28.9375,29.25,20.2041,28.55,23.6737,DOWN,0
2000-05-22,28.9375,28.875,20.2523,28.7125,23.8119,DOWN,0
2000-05-23,28.9063,28.9375,20.2973,28.9063,23.9475,UP,1
2000-05-24,29.75,29.0,20.3477,29.1563,24.0988,DOWN,0
2000-05-25,29.3438,29.25,20.3941,29.175,24.2563,DOWN,0
2000-05-26,27.8125,28.75,20.4311,28.95,24.3719,UP,1
2000-05-30,28.3125,28.25,20.4692,28.825,24.5044,UP,1
2000-05-31,29.9063,28.4375,20.5177,29.025,24.68,UP,1
2000-06-01,30.0,29.9375,20.5655,29.075,24.8481,DOWN,0
2000-06-02,29.3125,29.8125,20.6114,29.0688,25.005,DOWN,0
2000-06-05,28.7813,29.3125,20.6531,29.2625,25.1544,UP,1
2000-06-06,29.0625,28.75,20.6977,29.4125,25.3106,UP,1
2000-06-07,29.25,29.125,20.7439,29.2813,25.4775,UP,1
2000-06-08,29.5,29.125,20.7923,29.1813,25.6425,DOWN,0
2000-06-09,29.3125,29.6875,20.8409,29.1813,25.7825,UP,1
2000-06-12,29.5938,29.25,20.8936,29.3438,25.9019,UP,1
2000-06-13,29.875,29.625,20.9467,29.5063,26.0138,UP,1
2000-06-14,30.0625,29.9688,21.0,29.6688,26.1244,DOWN,0
2000-06-15,29.75,30.1563,21.0522,29.7188,26.2444,UP,1
2000-06-16,30.0,29.8438,21.105,29.8563,26.3719,DOWN,0
2000-06-19,29.625,29.9375,21.1573,29.8625,26.4819,DOWN,0
2000-06-20,29.1563,29.5,21.2069,29.7188,26.5913,DOWN,0
2000-06-21,28.7813,29.2813,21.2528,29.4625,26.7106,UP,1
2000-06-22,29.125,29.0,21.2994,29.3375,26.8363,UP,1
2000-06-23,29.3438,29.3125,21.338,29.2063,26.9606,DOWN,0
2000-06-26,28.5625,29.4688,21.3725,28.9938,27.0544,DOWN,0
2000-06-27,28.1563,28.5313,21.403,28.7938,27.1488,DOWN,0
2000-06-28,27.5625,28.1875,21.4331,28.55,27.2569,UP,1
2000-06-29,27.7188,27.5313,21.4672,28.2688,27.3669,UP,1
2000-06-30,28.0,27.75,21.503,28.0,27.4675,DOWN,0
2000-07-03,27.8125,27.875,21.537,27.85,27.5688,DOWN,0
2000-07-05,24.0938,27.5,21.553,27.0375,27.6,UP,1
2000-07-06,24.875,24.5,21.5761,26.5,27.635,DOWN,0
2000-07-07,24.8125,24.5625,21.5989,25.9188,27.6625,DOWN,0
2000-07-10,24.0625,24.6875,21.6173,25.1313,27.6656,UP,1
2000-07-11,26.1563,24.0625,21.645,24.8,27.7075,DOWN,0
2000-07-12,25.875,26.1563,21.6723,25.1563,27.7463,DOWN,0
2000-07-13,24.5625,25.9375,21.6947,25.0938,27.7663,UP,1
2000-07-14,24.6563,24.7188,21.7152,25.0625,27.7931,DOWN,0
2000-07-17,24.2188,24.9375,21.7327,25.0938,27.7875,DOWN,0
2000-07-18,23.8125,24.125,21.7477,24.625,27.7669,DOWN,0
2000-07-19,23.125,24.125,21.7584,24.075,27.72,UP,1
2000-07-20,23.5313,23.25,21.7761,23.8688,27.6894,DOWN,0
2000-07-21,22.9375,23.3125,21.79,23.525,27.6575,DOWN,0
2000-07-24,22.0,22.5,21.8,23.0813,27.5825,DOWN,0
2000-07-25,21.5,22.25,21.8103,22.6188,27.4856,UP,1
2000-07-26,22.0938,21.625,21.8194,22.4125,27.365,UP,1
2000-07-27,22.5313,22.5,21.8319,22.2125,27.2569,UP,1
2000-07-28,22.6875,22.75,21.8458,22.1625,27.1406,UP,1
2000-07-31,22.875,22.875,21.8602,22.3375,27.0131,UP,1
2000-08-01,23.0,23.0313,21.8753,22.6375,26.8944,UP,1
2000-08-02,24.5938,23.2188,21.9014,23.1375,26.8075,DOWN,0
2000-08-03,24.0742,25.0625,21.9252,23.4461,26.7109,UP,1
2000-08-04,24.625,24.0625,21.9505,23.8336,26.6084,UP,1
2000-08-07,25.6953,24.875,21.9807,24.3977,26.5354,DOWN,0
2000-08-08,25.5938,25.9688,22.0071,24.9164,26.491,UP,1
2000-08-09,26.0938,25.875,22.0337,25.2164,26.4466,DOWN,0
2000-08-10,25.9688,26.0625,22.0623,25.5953,26.3679,UP,1
2000-08-11,26.375,26.0938,22.0945,25.9453,26.2954,UP,1
2000-08-14,27.5,26.375,22.134,26.3063,26.2591,DOWN,0
2000-08-15,27.0938,27.5,22.1723,26.6063,26.2254,UP,1
2000-08-16,27.625,27.0938,22.2132,26.9125,26.1966,UP,1
2000-08-17,28.4688,27.75,22.2584,27.4125,26.181,DOWN,0
2000-08-18,28.3438,29.25,22.3034,27.8063,26.1579,DOWN,0
2000-08-21,28.125,28.2188,22.3467,27.9313,26.1341,UP,1
2000-08-22,28.1563,27.875,22.392,28.1438,26.1054,UP,1
2000-08-23,30.9922,28.5,22.4508,28.8172,26.1277,DOWN,0
2000-08-24,29.6875,30.5,22.5016,29.0609,26.1202,UP,1
2000-08-25,29.8438,29.75,22.5513,29.3609,26.1221,UP,1
2000-08-28,30.1563,30.0938,22.6022,29.7672,26.1252,UP,1
2000-08-29,30.375,30.4688,22.6551,30.2109,26.1402,UP,1
2000-08-30,30.4688,30.1875,22.7074,30.1063,26.1665,DOWN,0
2000-08-31,29.291,30.0625,22.7537,30.027,26.1767,UP,1
2000-09-01,29.9375,29.75,22.8001,30.0457,26.1929,DOWN,0
2000-09-05,29.8125,29.9375,22.8456,29.977,26.2023,UP,1
2000-09-06,30.3438,29.875,22.8951,29.9707,26.2379,DOWN,0
2000-09-07,30.0313,30.375,22.9471,29.8832,26.2754,DOWN,0
2000-09-08,29.2813,30.0,22.9995,29.8813,26.3098,UP,1
2000-09-11,30.0313,29.1563,23.0565,29.9,26.3561,DOWN,0
2000-09-12,29.625,29.625,23.1118,29.8625,26.3886,DOWN,0
2000-09-13,29.0938,29.5938,23.1673,29.6125,26.4142,DOWN,0
2000-09-14,29.0625,28.9688,23.2245,29.4188,26.5136,UP,1
2000-09-15,31.0,29.3438,23.2889,29.7625,26.6361,DOWN,0
2000-09-18,30.5098,31.1875,23.3506,29.8582,26.75,DOWN,0
2000-09-19,29.4688,30.7188,23.4105,29.827,26.8581,UP,1
2000-09-20,29.75,29.6875,23.4769,29.9582,26.93,DOWN,0
2000-09-21,28.75,29.75,23.5425,29.8957,26.9875,DOWN,0
2000-09-22,28.2188,28.6875,23.6045,29.3395,27.0606,UP,1
2000-09-25,28.875,27.75,23.6716,29.0125,27.145,UP,1
2000-09-26,29.5,29.75,23.7427,29.0188,27.2506,UP,1
2000-09-27,30.05,29.5,23.8115,29.0788,27.3754,DOWN,0
2000-09-28,29.95,30.1,23.8822,29.3188,27.5119,UP,1
2000-09-29,30.075,30.25,23.9494,29.69,27.6428,UP,1
2000-10-02,30.35,30.08,24.0159,29.985,27.791,UP,1
2000-10-03,30.435,30.325,24.0843,30.172,27.9597,DOWN,0
2000-10-04,29.5,30.05,24.1481,30.062,28.1197,DOWN,0
2000-10-05,28.25,29.325,24.2018,29.722,28.2428,DOWN,0
2000-10-06,28.245,28.25,24.2588,29.356,28.3571,UP,1
2000-10-09,28.875,28.5,24.3204,29.061,28.4809,UP,1
2000-10-10,30.225,29.295,24.3902,29.019,28.6279,UP,1
2000-10-11,31.45,30.75,24.465,29.409,28.7969,UP,1
2000-10-12,32.0,31.62,24.5397,30.159,28.945,DOWN,0
2000-10-13,31.035,32.0,24.6105,30.717,29.0842,DOWN,0
2000-10-16,30.25,30.625,24.6795,30.992,29.1967,UP,1
2000-10-17,30.545,30.25,24.7513,31.056,29.2937,DOWN,0
2000-10-18,30.5,30.75,24.8246,30.866,29.3918,DOWN,0
2000-10-19,29.725,30.25,24.8926,30.411,29.4644,UP,1
2000-10-20,30.05,29.5,24.9582,30.214,29.5461,DOWN,0
2000-10-23,29.435,30.0,25.0202,30.051,29.6073,DOWN,0
2000-10-24,28.5,29.445,25.0786,29.642,29.6273,DOWN,0
2000-10-25,26.275,28.75,25.1247,28.797,29.6109,UP,1
2000-10-26,26.625,25.5,25.1738,28.177,29.5909,DOWN,0
2000-10-27,25.2,26.75,25.2138,27.207,29.5255,DOWN,0
2000-10-30,24.8,24.5,25.2514,26.28,29.4546,UP,1
2000-10-31,25.2,24.875,25.284,25.62,29.3961,UP,1
2000-11-01,26.55,25.75,25.3208,25.675,29.364,DOWN,0
2000-11-02,25.5,26.25,25.3509,25.45,29.2542,UP,1
2000-11-03,25.55,25.25,25.3754,25.52,29.1714,DOWN,0
2000-11-06,25.25,25.25,25.401,25.61,29.0795,UP,1
2000-11-07,25.875,25.2,25.4323,25.745,28.9939,UP,1
2000-11-08,26.25,26.75,25.4679,25.685,28.9114,DOWN,0
2000-11-09,26.125,26.25,25.5046,25.81,28.8245,DOWN,0
2000-11-10,25.85,26.125,25.54,25.87,28.7557,DOWN,0
2000-11-13,25.7,25.85,25.5807,25.96,28.671,UP,1
2000-11-14,26.125,25.375,25.6211,26.01,28.5972,UP,1
2000-11-15,27.2,26.56,25.6681,26.2,28.5343,DOWN,0
2000-11-16,27.025,26.905,25.7134,26.38,28.4742,DOWN,0
2000-11-17,26.245,27.15,25.7546,26.459,28.4135,DOWN,0
2000-11-20,26.07,26.495,25.7949,26.533,28.3343,UP,1
2000-11-21,26.805,26.175,25.839,26.669,28.2779,UP,1
2000-11-22,27.375,27.0,25.8875,26.704,28.2435,DOWN,0
2000-11-24,27.125,27.185,25.9304,26.724,28.2047,DOWN,0
2000-11-27,27.0,27.0,25.9754,26.875,28.1247,DOWN,0
2000-11-28,26.96,27.295,26.0172,27.053,28.0537,DOWN,0
2000-11-29,25.85,26.75,26.0513,26.862,27.9814,DOWN,0
2000-11-30,24.625,25.75,26.0785,26.312,27.8789,UP,1
2000-12-01,25.125,24.625,26.1075,25.912,27.8064,UP,1
2000-12-04,26.165,26.0,26.143,25.745,27.7653,DOWN,0
2000-12-05,25.725,26.745,26.1759,25.498,27.7023,UP,1
2000-12-06,25.96,26.375,26.2135,25.52,27.6315,DOWN,0
2000-12-07,25.885,25.7,26.2518,25.772,27.5482,DOWN,0
2000-12-08,25.25,25.88,26.2882,25.797,27.4542,UP,1
2000-12-11,26.625,25.925,26.3296,25.889,27.3852,UP,1
2000-12-12,27.34,26.75,26.3732,26.212,27.325,DOWN,0
2000-12-13,27.1,27.495,26.4115,26.44,27.2583,DOWN,0
2000-12-14,26.3,27.5,26.4405,26.523,27.1943,UP,1
2000-12-15,26.965,26.275,26.4755,26.866,27.1686,UP,1
2000-12-18,27.9,27.25,26.5135,27.121,27.1617,UP,1
2000-12-19,28.395,28.25,26.5423,27.332,27.1521,DOWN,0
2000-12-20,27.995,28.375,26.5717,27.511,27.1075,UP,1
2000-12-21,28.03,28.15,26.601,27.857,27.0391,UP,1
2000-12-22,28.405,27.995,26.6329,28.145,26.9672,UP,1
2000-12-26,30.44,28.625,26.6745,28.653,26.9553,UP,1
2000-12-27,30.68,31.0,26.7169,29.11,26.9639,UP,1
2000-12-28,30.71,30.6,26.7631,29.653,26.9672,DOWN,0
2000-12-29,30.485,30.8,26.8054,30.144,26.9669,DOWN,0
2001-01-02,29.5,30.0,26.8445,30.363,26.9624,DOWN,0
2001-01-03,28.13,29.875,26.8795,29.901,26.924,DOWN,0
2001-01-04,26.905,28.025,26.906,29.146,26.8734,UP,1
2001-01-05,28.95,27.0,26.9435,28.794,26.8824,UP,1
2001-01-08,29.34,29.05,26.9836,28.565,26.9437,DOWN,0
2001-01-09,28.45,29.5,27.0196,28.355,26.9802,UP,1
2001-01-10,29.09,28.75,27.0605,28.547,27.058,UP,1
2001-01-11,29.525,29.09,27.1019,29.071,27.1525,DOWN,0
2001-01-12,28.57,29.725,27.1332,28.995,27.2199,UP,1
2001-01-16,29.72,29.625,27.1636,29.071,27.2833,DOWN,0
2001-01-17,28.945,29.45,27.187,29.17,27.3522,DOWN,0
2001-01-18,27.51,28.945,27.2019,28.854,27.3914,DOWN,0
2001-01-19,27.425,27.405,27.2202,28.434,27.4349,UP,1
2001-01-22,27.89,27.5,27.2416,28.298,27.4752,UP,1
2001-01-23,28.405,27.875,27.263,28.035,27.5183,UP,1
2001-01-24,28.865,28.41,27.2888,28.019,27.5731,UP,1
2001-01-25,29.605,29.05,27.3228,28.438,27.6482,DOWN,0
2001-01-26,29.22,29.75,27.3547,28.797,27.7186,DOWN,0
2001-01-29,28.245,29.125,27.3803,28.868,27.761,DOWN,0
2001-01-30,27.915,28.245,27.4005,28.77,27.7753,DOWN,0
2001-01-31,27.4,27.915,27.4203,28.477,27.7828,DOWN,0
2001-02-01,26.89,27.575,27.444,27.934,27.7957,UP,1
2001-02-02,27.855,26.75,27.4722,27.661,27.8314,UP,1
2001-02-05,28.995,27.725,27.5023,27.811,27.8752,UP,1
2001-02-06,29.05,28.995,27.5338,28.038,27.9087,UP,1
2001-02-07,29.495,29.245,27.5686,28.457,27.9561,DOWN,0
2001-02-08,29.33,29.8,27.5996,28.945,28.0027,UP,1
2001-02-09,29.855,29.33,27.6317,29.345,28.0606,DOWN,0
2001-02-12,29.525,29.875,27.6598,29.451,28.1341,DOWN,0
2001-02-13,29.5,29.125,27.687,29.541,28.2316,DOWN,0
2001-02-14,29.005,29.795,27.7123,29.443,28.3092,DOWN,0
2001-02-15,28.86,29.25,27.7388,29.349,28.3631,DOWN,0
2001-02-16,28.795,29.25,27.7662,29.137,28.4245,UP,1
2001-02-20,29.295,29.0,27.7902,29.091,28.4912,DOWN,0
2001-02-21,28.6,29.75,27.809,28.911,28.5455,UP,1
2001-02-22,28.91,29.375,27.8262,28.892,28.6187,DOWN,0
2001-02-23,28.155,28.91,27.8417,28.751,28.6493,UP,1
2001-02-26,28.85,27.875,27.8633,28.762,28.6795,UP,1
2001-02-27,29.29,28.85,27.881,28.761,28.7233,DOWN,0
2001-02-28,28.5,29.625,27.8917,28.741,28.7673,UP,1
2001-03-01,29.37,29.0,27.898,28.833,28.8154,UP,1
2001-03-02,29.5,29.625,27.9058,29.102,28.8474,UP,1
2001-03-05,30.24,29.75,27.9145,29.38,28.8843,UP,1
2001-03-06,30.58,30.245,27.9211,29.638,28.936,UP,1
2001-03-07,31.79,31.25,27.9354,30.296,29.0112,UP,1
2001-03-08,32.65,32.0,27.9539,30.952,29.0961,UP,1
2001-03-09,33.15,32.625,27.9752,31.682,29.1503,DOWN,0
2001-03-12,31.975,32.75,27.9863,32.029,29.1762,DOWN,0
2001-03-13,31.5,32.0,27.9971,32.213,29.192,DOWN,0
2001-03-14,30.975,31.0,28.0129,32.05,29.2018,DOWN,0
2001-03-15,30.845,31.2,28.0255,31.689,29.2287,DOWN,0
2001-03-16,30.84,30.845,28.0302,31.227,29.2829,UP,1
2001-03-19,31.69,31.25,28.0387,31.17,29.3786,UP,1
2001-03-20,32.02,31.55,28.0522,31.274,29.44,DOWN,0
2001-03-21,31.445,32.0,28.0655,31.368,29.4821,DOWN,0
2001-03-22,29.8,31.3,28.0692,31.159,29.5091,UP,1
2001-03-23,30.0,29.805,28.073,30.991,29.5273,DOWN,0
2001-03-26,29.985,30.25,28.0754,30.65,29.5365,DOWN,0
2001-03-27,29.0,29.995,28.0738,30.046,29.5451,UP,1
2001-03-28,29.27,29.0,28.0722,29.611,29.5361,DOWN,0
2001-03-29,28.225,28.925,28.064,29.296,29.5217,UP,1
2001-03-30,29.1,28.0,28.0591,29.116,29.5535,DOWN,0
2001-04-02,27.875,29.1,28.0498,28.694,29.5625,DOWN,0
2001-04-03,26.25,28.375,28.031,28.144,29.5297,UP,1
2001-04-04,27.545,26.45,28.0206,27.799,29.5125,UP,1
2001-04-05,28.175,27.55,28.0157,27.789,29.4987,UP,1
2001-04-06,28.6,28.175,28.0148,27.689,29.4786,UP,1
2001-04-09,29.755,28.725,28.018,28.065,29.4893,UP,1
2001-04-10,30.27,30.25,28.0226,28.869,29.5298,DOWN,0
2001-04-11,29.5,30.45,28.0273,29.26,29.5615,DOWN,0
2001-04-12,29.5,29.75,28.034,29.525,29.6035,UP,1
2001-04-16,30.155,29.85,28.047,29.836,29.6688,DOWN,0
2001-04-17,30.025,29.875,28.0585,29.89,29.7122,DOWN,0
2001-04-18,29.195,30.0,28.0645,29.675,29.7162,DOWN,0
2001-04-19,27.75,29.275,28.0641,29.325,29.6902,DOWN,0
2001-04-20,27.62,28.125,28.0818,28.949,29.6527,UP,1
2001-04-23,28.965,27.95,28.1022,28.711,29.6454,DOWN,0
2001-04-24,28.96,29.25,28.123,28.498,29.6275,UP,1
2001-04-25,29.4,29.195,28.1497,28.539,29.625,UP,1
2001-04-26,29.65,29.7,28.1671,28.919,29.628,DOWN,0
2001-04-27,29.515,29.645,28.1853,29.298,29.6382,DOWN,0
2001-04-30,29.505,29.515,28.21,29.406,29.6511,DOWN,0
2001-05-01,28.84,29.6,28.231,29.382,29.652,DOWN,0
2001-05-02,27.425,28.25,28.247,28.987,29.6146,DOWN,0
2001-05-03,26.535,27.425,28.2606,28.364,29.5733,UP,1
2001-05-04,28.0,26.75,28.285,28.061,29.5551,UP,1
2001-05-07,28.12,28.25,28.3079,27.784,29.5544,UP,1
2001-05-08,28.55,28.25,28.336,27.726,29.5484,UP,1
2001-05-09,28.745,28.595,28.3697,27.99,29.5375,DOWN,0
2001-05-10,28.515,28.925,28.4048,28.386,29.5378,DOWN,0
2001-05-11,28.345,28.515,28.436,28.455,29.5173,UP,1
2001-05-14,29.195,28.45,28.4694,28.67,29.5112,UP,1
2001-05-15,30.095,29.125,28.5064,28.979,29.5083,UP,1
2001-05-16,30.5,30.15,28.5445,29.33,29.5067,DOWN,0
2001-05-17,30.255,30.5,28.5808,29.678,29.476,UP,1
2001-05-18,31.005,30.275,28.6128,30.21,29.4431,UP,1
2001-05-21,31.21,31.1,28.6485,30.613,29.4043,DOWN,0
2001-05-22,30.89,31.3,28.6798,30.772,29.3826,DOWN,0
2001-05-23,30.48,30.745,28.7038,30.768,29.3622,DOWN,0
2001-05-24,29.865,30.475,28.7251,30.69,29.34,DOWN,0
2001-05-25,29.355,29.865,28.7414,30.36,29.3102,DOWN,0
2001-05-29,28.93,29.45,28.7562,29.904,29.272,DOWN,0
2001-05-30,28.705,29.0,28.7679,29.467,29.2123,UP,1
2001-05-31,29.105,28.7,28.7759,29.192,29.154,UP,1
2001-06-01,29.42,29.5,28.7875,29.103,29.1135,UP,1
2001-06-04,29.795,29.75,28.7984,29.191,29.1134,DOWN,0
2001-06-05,29.325,29.67,28.8027,29.27,29.0999,DOWN,0
2001-06-06,28.495,29.25,28.8034,29.228,29.0701,DOWN,0
2001-06-07,27.945,28.2,28.8025,28.996,29.049,UP,1
2001-06-08,27.95,28.5,28.8015,28.702,29.0226,DOWN,0
2001-06-11,27.65,27.955,28.7848,28.273,29.0111,UP,1
2001-06-12,28.875,28.0,28.7807,28.183,29.0066,DOWN,0
2001-06-13,28.0,28.85,28.7715,28.084,29.0091,DOWN,0
2001-06-14,27.175,28.175,28.7566,27.93,29.0276,UP,1
2001-06-15,27.64,27.075,28.7429,27.868,29.0295,DOWN,0
2001-06-18,27.1,27.675,28.7261,27.758,29.008,DOWN,0
2001-06-19,26.625,26.9,28.7128,27.308,28.9685,DOWN,0
2001-06-20,25.85,26.6,28.6923,26.878,28.8904,DOWN,0
2001-06-21,24.575,25.85,28.6661,26.358,28.7765,UP,1
2001-06-22,25.755,24.575,28.6432,25.981,28.7016,DOWN,0
2001-06-25,25.465,25.375,28.6204,25.654,28.6209,UP,1
2001-06-26,25.93,25.7,28.6036,25.515,28.5364,DOWN,0
2001-06-27,25.635,25.75,28.5816,25.472,28.4486,DOWN,0
2001-06-28,25.315,25.1,28.5601,25.62,28.371,UP,1
2001-06-29,26.25,25.425,28.5458,25.719,28.341,DOWN,0
2001-07-02,25.455,26.37,28.5278,25.717,28.2977,UP,1
2001-07-03,25.495,25.55,28.5003,25.63,28.2283,UP,1
2001-07-05,25.82,25.5,28.4768,25.667,28.1655,UP,1
2001-07-06,26.065,25.85,28.4598,25.817,28.0988,DOWN,0
2001-07-09,25.3,26.0,28.4376,25.627,28.0118,UP,1
2001-07-10,25.4,25.5,28.4208,25.616,27.9295,DOWN,0
2001-07-11,25.155,25.495,28.4055,25.548,27.8425,UP,1
2001-07-12,25.425,25.325,28.3883,25.469,27.7742,UP,1
