ticker,DVN US Equity,DVN US Equity,DVN US Equity,DVN US Equity,DVN US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2003-11-11,24.505,24.485,24.6424,24.403,24.2789,UP,1
2003-11-12,24.865,24.5,24.6555,24.55,24.2612,UP,1
2003-11-13,25.07,24.95,24.6696,24.656,24.2483,UP,1
2003-11-14,25.125,25.0,24.6819,24.81,24.2333,DOWN,0
2003-11-17,24.81,25.125,24.6909,24.875,24.1995,DOWN,0
2003-11-18,24.295,24.58,24.6948,24.833,24.1589,DOWN,0
2003-11-19,24.29,24.295,24.6996,24.718,24.1345,DOWN,0
2003-11-20,24.275,24.25,24.7038,24.559,24.1172,DOWN,0
2003-11-21,24.08,24.225,24.7079,24.35,24.1018,UP,1
2003-11-24,24.145,24.215,24.7122,24.217,24.0969,UP,1
2003-11-25,24.55,24.075,24.7201,24.268,24.1001,UP,1
2003-11-26,24.665,24.6,24.7302,24.343,24.1139,UP,1
2003-11-28,24.68,24.7,24.74,24.424,24.1249,UP,1
2003-12-01,25.285,24.825,24.7513,24.665,24.1421,UP,1
2003-12-02,25.525,25.375,24.7626,24.941,24.1652,DOWN,0
2003-12-03,25.235,25.525,24.772,25.078,24.1826,UP,1
2003-12-04,26.425,25.2,24.7879,25.43,24.2197,UP,1
2003-12-05,26.54,26.47,24.8,25.802,24.2663,UP,1
2003-12-08,26.995,26.5,24.8143,26.144,24.33,DOWN,0
2003-12-09,26.975,26.995,24.8261,26.434,24.3954,DOWN,0
2003-12-10,26.765,27.05,24.8343,26.74,24.4488,DOWN,0
2003-12-11,26.75,26.825,24.8481,26.805,24.5013,UP,1
2003-12-12,27.05,26.9,24.8628,26.907,24.5608,UP,1
2003-12-15,27.255,26.63,24.8766,26.959,24.6274,UP,1
2003-12-16,27.475,27.3,24.8917,27.059,24.6977,UP,1
2003-12-17,27.695,27.475,24.9064,27.245,24.7646,UP,1
2003-12-18,28.515,27.695,24.9245,27.598,24.8474,UP,1
2003-12-19,28.745,28.55,24.9435,27.937,24.9395,DOWN,0
2003-12-22,28.125,28.5,24.9603,28.111,25.0193,DOWN,0
2003-12-23,27.95,28.3,24.9771,28.206,25.0934,UP,1
2003-12-24,28.45,27.9,24.9974,28.357,25.1844,UP,1
2003-12-26,28.58,28.48,25.0209,28.37,25.2915,UP,1
2003-12-29,28.85,28.7,25.0463,28.391,25.402,UP,1
2003-12-30,28.95,28.945,25.0734,28.556,25.5167,DOWN,0
2003-12-31,28.63,28.95,25.0954,28.692,25.6193,UP,1
2004-01-02,28.64,28.575,25.119,28.73,25.717,UP,1
2004-01-05,29.2,28.64,25.1428,28.854,25.8243,DOWN,0
2004-01-06,29.095,29.2,25.1695,28.903,25.9327,UP,1
2004-01-07,29.125,28.975,25.1972,28.938,26.0451,UP,1
2004-01-08,29.18,29.025,25.2246,29.048,26.1597,UP,1
2004-01-09,29.65,29.15,25.2536,29.25,26.2828,DOWN,0
2004-01-12,29.555,29.45,25.2804,29.321,26.3949,DOWN,0
2004-01-13,29.495,29.555,25.3064,29.401,26.5114,DOWN,0
2004-01-14,29.475,29.495,25.3332,29.471,26.6159,DOWN,0
2004-01-15,28.445,29.495,25.3545,29.324,26.7053,UP,1
2004-01-16,29.25,28.55,25.3812,29.244,26.8148,UP,1
2004-01-20,30.05,29.5,25.4136,29.343,26.9332,UP,1
2004-01-21,30.095,30.055,25.4471,29.463,27.0443,DOWN,0
2004-01-22,29.455,30.0,25.4782,29.459,27.1463,UP,1
2004-01-23,29.745,29.55,25.5136,29.719,27.2515,DOWN,0
2004-01-26,29.68,29.745,25.548,29.805,27.355,DOWN,0
2004-01-27,29.555,29.68,25.5786,29.706,27.4488,DOWN,0
2004-01-28,29.305,29.775,25.6073,29.548,27.5335,DOWN,0
2004-01-29,28.49,29.275,25.6312,29.355,27.6008,DOWN,0
2004-01-30,28.23,28.55,25.6523,29.052,27.6692,DOWN,0
2004-02-02,28.15,28.28,25.6744,28.746,27.7463,UP,1
2004-02-03,28.385,28.0,25.6964,28.512,27.8282,DOWN,0
2004-02-04,28.19,28.325,25.7152,28.289,27.9065,DOWN,0
2004-02-05,26.75,28.5,25.7249,27.941,27.9599,DOWN,0
2004-02-06,26.64,26.65,25.7343,27.623,28.0098,UP,1
2004-02-09,26.85,27.5,25.7461,27.363,28.0558,UP,1
2004-02-10,27.055,26.9,25.7597,27.097,28.1036,DOWN,0
2004-02-11,27.05,26.95,25.7739,26.869,28.151,UP,1
2004-02-12,27.355,27.05,25.793,26.99,28.1924,DOWN,0
2004-02-13,26.89,27.375,25.8093,27.04,28.2197,UP,1
2004-02-17,27.505,27.625,25.8305,27.171,28.2651,DOWN,0
2004-02-18,27.295,27.51,25.8492,27.219,28.2825,DOWN,0
2004-02-19,27.035,27.495,25.8675,27.216,28.2924,UP,1
2004-02-20,27.45,27.1,25.8906,27.235,28.3015,DOWN,0
2004-02-23,27.44,27.45,25.9116,27.345,28.3108,UP,1
2004-02-24,27.555,27.44,25.9337,27.355,28.3266,UP,1
2004-02-25,27.6,27.595,25.9534,27.416,28.3436,UP,1
2004-02-26,28.0,27.6,25.9738,27.609,28.3626,UP,1
2004-02-27,28.39,28.0,25.9952,27.797,28.3853,UP,1
2004-03-01,28.915,28.49,26.0171,28.092,28.4141,DOWN,0
2004-03-02,28.645,29.005,26.0377,28.31,28.4331,DOWN,0
2004-03-03,28.55,28.675,26.0582,28.5,28.4338,DOWN,0
2004-03-04,28.47,28.55,26.0798,28.594,28.4283,UP,1
2004-03-05,28.85,28.545,26.103,28.686,28.4428,UP,1
2004-03-08,28.95,28.85,26.12,28.693,28.4628,DOWN,0
2004-03-09,28.58,28.95,26.1329,28.68,28.4654,DOWN,0
2004-03-10,28.02,28.58,26.1431,28.574,28.4542,DOWN,0
2004-03-11,27.7,27.95,26.1502,28.42,28.4312,UP,1
2004-03-12,28.085,27.65,26.1621,28.267,28.4139,UP,1
2004-03-15,28.325,28.485,26.1775,28.142,28.4078,UP,1
2004-03-16,28.46,28.425,26.1898,28.118,28.4042,UP,1
2004-03-17,29.13,28.025,26.2032,28.34,28.4028,UP,1
2004-03-18,29.15,29.35,26.2139,28.63,28.4039,DOWN,0
2004-03-19,28.59,29.15,26.2224,28.731,28.3932,DOWN,0
2004-03-22,28.555,28.585,26.2314,28.777,28.3807,DOWN,0
2004-03-23,28.555,28.625,26.2417,28.796,28.3588,DOWN,0
2004-03-24,27.78,28.555,26.2495,28.526,28.3233,DOWN,0
2004-03-25,27.65,27.655,26.255,28.226,28.2864,UP,1
2004-03-26,27.655,27.7,26.2534,28.039,28.25,UP,1
2004-03-29,27.93,27.675,26.2566,27.914,28.2397,UP,1
2004-03-30,28.6,27.95,26.2647,27.923,28.2267,UP,1
2004-03-31,29.075,28.775,26.2766,28.182,28.2072,DOWN,0
2004-04-01,28.88,29.12,26.2896,28.428,28.1829,UP,1
2004-04-02,29.45,29.25,26.3034,28.787,28.1828,UP,1
2004-04-05,29.945,29.5,26.3169,29.19,28.1868,UP,1
2004-04-06,30.005,29.85,26.3314,29.471,28.1933,DOWN,0
2004-04-07,30.0,30.0,26.3443,29.656,28.2022,UP,1
2004-04-08,30.535,30.4,26.3614,29.987,28.2268,UP,1
2004-04-12,30.875,30.55,26.3798,30.272,28.2745,UP,1
2004-04-13,30.9,31.12,26.3993,30.463,28.3279,DOWN,0
2004-04-14,30.875,30.9,26.4193,30.637,28.3824,UP,1
2004-04-15,31.025,31.06,26.4409,30.842,28.4352,UP,1
2004-04-16,31.475,31.15,26.4651,31.03,28.5009,DOWN,0
2004-04-19,31.425,31.475,26.491,31.14,28.5944,DOWN,0
2004-04-20,30.58,31.3,26.5124,31.076,28.6732,DOWN,0
2004-04-21,30.26,30.525,26.5351,30.953,28.7414,UP,1
2004-04-22,30.87,30.26,26.5615,30.922,28.8177,DOWN,0
2004-04-23,30.79,30.99,26.5871,30.785,28.8925,UP,1
2004-04-26,31.12,30.975,26.616,30.724,28.9678,UP,1
2004-04-27,31.635,31.35,26.6453,30.935,29.0627,DOWN,0
2004-04-28,31.47,31.55,26.6764,31.177,29.142,DOWN,0
2004-04-29,30.36,31.47,26.7032,31.075,29.2033,UP,1
2004-04-30,30.6,30.7,26.7335,31.037,29.2746,UP,1
2004-05-03,31.78,30.8,26.7681,31.169,29.3612,DOWN,0
2004-05-04,31.62,31.9,26.7997,31.166,29.4448,DOWN,0
2004-05-05,31.0,31.62,26.8303,31.072,29.5137,UP,1
2004-05-06,31.925,30.95,26.8675,31.385,29.6002,DOWN,0
2004-05-07,31.215,31.8,26.9017,31.508,29.6645,DOWN,0
2004-05-10,29.385,31.455,26.9298,31.029,29.6844,UP,1
2004-05-11,29.885,29.4,26.9593,30.682,29.7038,UP,1
2004-05-12,30.315,30.0,26.9908,30.545,29.7372,DOWN,0
2004-05-13,29.925,30.315,27.0223,30.145,29.7647,UP,1
2004-05-14,30.415,30.05,27.0565,29.985,29.8036,UP,1
2004-05-17,30.54,30.5,27.0908,30.216,29.8374,DOWN,0
2004-05-18,29.85,30.51,27.1207,30.209,29.8554,DOWN,0
2004-05-19,29.665,29.8,27.1517,30.079,29.8771,UP,1
2004-05-20,30.05,29.725,27.1849,30.104,29.9177,DOWN,0
2004-05-21,29.75,30.1,27.2096,29.971,29.9587,UP,1
2004-05-24,30.825,29.95,27.2361,30.028,30.0135,UP,1
2004-05-25,31.1,30.75,27.2632,30.278,30.069,DOWN,0
2004-05-26,30.435,30.95,27.2839,30.432,30.1085,DOWN,0
2004-05-27,29.6,30.075,27.2998,30.342,30.1179,UP,1
2004-05-28,29.68,29.575,27.3154,30.328,30.1285,UP,1
2004-06-01,30.425,29.9,27.337,30.248,30.1652,DOWN,0
2004-06-02,30.42,30.495,27.3596,30.112,30.2025,DOWN,0
2004-06-03,30.07,30.6,27.3781,30.039,30.2328,DOWN,0
2004-06-04,30.05,30.0,27.3977,30.129,30.2782,UP,1
2004-06-07,30.38,30.245,27.4185,30.269,30.3328,DOWN,0
2004-06-08,30.245,30.495,27.4383,30.233,30.3846,DOWN,0
2004-06-09,29.7,30.0,27.4553,30.089,30.42,UP,1
2004-06-10,30.285,29.825,27.4779,30.132,30.4537,DOWN,0
2004-06-14,30.115,30.11,27.5003,30.145,30.4745,UP,1
2004-06-15,30.97,30.675,27.5268,30.263,30.5163,UP,1
2004-06-16,31.66,31.175,27.5558,30.546,30.5605,UP,1
2004-06-17,32.225,31.825,27.5875,31.051,30.6061,DOWN,0
2004-06-18,31.765,32.35,27.6171,31.347,30.6413,UP,1
2004-06-21,32.255,31.95,27.6497,31.775,30.6864,UP,1
2004-06-22,32.485,32.125,27.6835,32.078,30.7254,UP,1
2004-06-23,33.625,32.5,27.7223,32.471,30.7804,DOWN,0
2004-06-24,33.065,33.55,27.7551,32.639,30.8237,UP,1
2004-06-25,33.3,32.95,27.79,32.946,30.8722,DOWN,0
2004-06-28,32.3,33.15,27.8239,32.955,30.8977,UP,1
2004-06-29,32.675,32.075,27.8616,32.993,30.9217,UP,1
2004-06-30,33.0,32.675,27.9023,32.868,30.9532,UP,1
2004-07-01,33.15,33.175,27.9461,32.885,31.0046,UP,1
2004-07-02,34.09,33.325,27.9946,33.043,31.0812,UP,1
2004-07-06,34.405,34.1,28.0468,33.464,31.1519,UP,1
2004-07-07,34.415,34.05,28.0982,33.812,31.2244,DOWN,0
2004-07-08,34.4,34.415,28.1481,34.092,31.29,UP,1
2004-07-09,34.7,34.3,28.1997,34.402,31.3513,DOWN,0
2004-07-12,34.51,34.575,28.2505,34.486,31.4121,DOWN,0
2004-07-13,34.36,34.45,28.2994,34.477,31.4921,UP,1
2004-07-14,34.97,34.235,28.3532,34.588,31.5795,DOWN,0
2004-07-15,34.92,34.825,28.4088,34.692,31.6423,UP,1
2004-07-16,35.2,35.29,28.4662,34.792,31.7139,DOWN,0
2004-07-19,34.83,35.225,28.5199,34.856,31.7905,DOWN,0
2004-07-20,34.82,34.76,28.5734,34.948,31.8484,DOWN,0
2004-07-21,34.05,34.9,28.6233,34.764,31.9051,UP,1
2004-07-22,34.32,33.76,28.6752,34.644,32.0038,UP,1
2004-07-23,34.45,34.2,28.7277,34.494,32.0951,DOWN,0
2004-07-26,33.7,34.45,28.7744,34.268,32.1628,UP,1
2004-07-27,34.43,33.705,28.8247,34.19,32.2529,UP,1
2004-07-28,34.875,34.43,28.8784,34.355,32.3421,DOWN,0
2004-07-29,34.485,34.7,28.9301,34.388,32.421,UP,1
2004-07-30,34.745,34.4,28.9826,34.447,32.5189,UP,1
2004-08-02,34.85,34.605,29.0374,34.677,32.6226,UP,1
2004-08-03,35.255,34.975,29.0975,34.842,32.7267,DOWN,0
2004-08-04,34.305,35.15,29.1524,34.728,32.8178,DOWN,0
2004-08-05,33.3,34.305,29.2029,34.491,32.8673,DOWN,0
2004-08-06,32.675,33.305,29.2487,34.077,32.8988,UP,1
2004-08-09,33.55,32.675,29.2977,33.817,32.9611,UP,1
2004-08-10,33.575,33.775,29.3464,33.481,33.0406,DOWN,0
2004-08-11,33.245,33.525,29.3943,33.269,33.1119,DOWN,0
2004-08-12,32.63,33.245,29.4399,33.135,33.156,UP,1
2004-08-13,33.05,32.755,29.4879,33.21,33.2086,UP,1
2004-08-16,33.435,33.25,29.5376,33.187,33.2759,DOWN,0
2004-08-17,32.4,33.45,29.5798,32.952,33.3229,UP,1
2004-08-18,32.59,32.925,29.6244,32.821,33.3671,UP,1
2004-08-19,32.775,32.355,29.6671,32.85,33.4177,UP,1
2004-08-20,33.06,33.0,29.7125,32.852,33.4849,DOWN,0
2004-08-23,32.625,32.75,29.7567,32.69,33.5317,DOWN,0
2004-08-24,32.27,32.25,29.7974,32.664,33.5748,DOWN,0
2004-08-25,32.225,32.325,29.8359,32.591,33.5999,DOWN,0
2004-08-26,32.135,32.025,29.8748,32.463,33.6094,UP,1
2004-08-27,32.49,32.0,29.9148,32.349,33.6147,DOWN,0
2004-08-30,32.14,32.525,29.953,32.252,33.6222,UP,1
2004-08-31,32.405,32.0,29.9907,32.279,33.6252,UP,1
2004-09-01,33.245,32.53,30.0315,32.483,33.6404,UP,1
2004-09-02,33.695,33.745,30.0744,32.795,33.6418,UP,1
2004-09-03,33.73,33.695,30.119,33.043,33.6551,UP,1
2004-09-07,33.985,33.73,30.1674,33.412,33.6688,DOWN,0
2004-09-08,33.9,33.985,30.2155,33.711,33.7008,UP,1
2004-09-09,34.52,33.975,30.2667,33.966,33.7377,DOWN,0
2004-09-10,34.4,34.52,30.3183,34.107,33.7657,UP,1
2004-09-13,34.65,34.575,30.3708,34.291,33.7957,UP,1
2004-09-14,34.67,34.85,30.4214,34.428,33.8073,DOWN,0
2004-09-15,34.27,34.425,30.4695,34.502,33.8046,UP,1
2004-09-16,34.43,34.1,30.5182,34.484,33.8049,UP,1
2004-09-17,35.0,34.43,30.5668,34.604,33.8169,UP,1
2004-09-20,35.545,35.345,30.6169,34.783,33.8338,UP,1
2004-09-21,36.27,35.425,30.6721,35.103,33.869,DOWN,0
2004-09-22,36.135,36.25,30.7206,35.476,33.9045,UP,1
2004-09-23,36.38,35.8,30.7698,35.866,33.9327,UP,1
2004-09-24,36.87,36.38,30.8192,36.24,33.9717,UP,1
2004-09-27,36.935,37.0,30.869,36.518,34.0064,DOWN,0
2004-09-28,36.08,36.95,30.9156,36.48,34.0314,DOWN,0
2004-09-29,35.35,36.08,30.9586,36.323,34.042,UP,1
2004-09-30,35.505,35.475,31.0008,36.148,34.0711,UP,1
2004-10-01,35.725,35.45,31.0432,35.919,34.0992,UP,1
2004-10-04,35.98,35.85,31.0857,35.728,34.1298,UP,1
2004-10-05,36.715,36.425,31.1308,35.855,34.1901,UP,1
2004-10-06,37.525,36.9,31.1759,36.29,34.252,DOWN,0
2004-10-07,37.525,37.95,31.2198,36.694,34.305,UP,1
2004-10-08,37.555,37.53,31.2669,37.06,34.3664,DOWN,0
2004-10-11,37.225,37.75,31.3133,37.309,34.416,DOWN,0
2004-10-12,36.99,37.5,31.356,37.364,34.4588,DOWN,0
2004-10-13,36.115,36.99,31.3937,37.082,34.476,UP,1
2004-10-14,36.49,36.415,31.4319,36.875,34.5197,UP,1
2004-10-15,36.51,36.725,31.4697,36.666,34.5839,DOWN,0
2004-10-18,36.07,36.69,31.5069,36.435,34.6518,UP,1
2004-10-19,36.26,36.065,31.545,36.289,34.706,UP,1
2004-10-20,37.12,36.51,31.5846,36.49,34.7769,UP,1
2004-10-21,37.625,37.35,31.6272,36.717,34.8645,UP,1
2004-10-22,38.18,37.975,31.6725,37.051,34.9755,UP,1
2004-10-25,38.195,38.23,31.7176,37.476,35.0784,UP,1
2004-10-26,38.76,37.975,31.7631,37.976,35.1849,DOWN,0
2004-10-27,37.76,38.76,31.8041,38.104,35.2921,DOWN,0
2004-10-28,36.565,37.635,31.8395,37.892,35.3716,UP,1
2004-10-29,36.985,36.94,31.877,37.653,35.4558,UP,1
2004-11-01,37.005,37.3,31.9198,37.415,35.5347,DOWN,0
2004-11-02,36.425,37.005,31.9557,36.948,35.6107,UP,1
2004-11-03,37.315,36.925,31.992,36.859,35.7116,UP,1
2004-11-04,38.0,37.44,32.0316,37.146,35.8271,UP,1
2004-11-05,38.45,38.075,32.0765,37.439,35.9534,DOWN,0
2004-11-08,37.76,38.35,32.1166,37.59,36.0588,DOWN,0
2004-11-09,37.3,37.625,32.1547,37.765,36.162,DOWN,0
2004-11-10,37.275,37.25,32.1933,37.757,36.2594,UP,1
2004-11-11,37.285,37.125,32.2332,37.614,36.3402,UP,1
2004-11-12,37.95,37.4,32.2805,37.514,36.4253,DOWN,0
2004-11-15,37.475,37.95,32.3267,37.457,36.5002,UP,1
2004-11-16,37.71,37.95,32.3745,37.539,36.5747,UP,1
2004-11-17,38.06,37.96,32.4229,37.696,36.6579,UP,1
2004-11-18,38.08,38.15,32.4724,37.855,36.7291,UP,1
2004-11-19,38.68,38.36,32.532,38.001,36.8147,UP,1
2004-11-22,39.5,39.1,32.5963,38.406,36.9117,UP,1
2004-11-23,40.29,39.95,32.6635,38.922,37.0241,UP,1
2004-11-24,40.96,40.54,32.733,39.502,37.1579,UP,1
2004-11-26,41.27,41.38,32.8041,40.14,37.2947,DOWN,0
2004-11-29,40.94,41.48,32.8721,40.592,37.4135,UP,1
2004-11-30,41.42,40.94,32.9447,40.976,37.531,DOWN,0
2004-12-01,40.38,41.51,33.0091,40.994,37.6132,DOWN,0
2004-12-02,39.03,39.9,33.0678,40.608,37.6711,UP,1
2004-12-03,39.55,39.0,33.1303,40.264,37.7345,DOWN,0
2004-12-06,39.55,40.0,33.1908,39.986,37.7881,DOWN,0
2004-12-07,38.12,39.89,33.2442,39.326,37.8118,UP,1
2004-12-08,38.38,38.04,33.2984,38.926,37.8578,UP,1
2004-12-09,38.45,38.5,33.3526,38.81,37.9198,DOWN,0
2004-12-10,38.1,39.4,33.4031,38.52,37.9717,UP,1
2004-12-13,39.21,38.45,33.4572,38.452,38.0414,UP,1
2004-12-14,39.48,39.5,33.51,38.724,38.1114,UP,1
2004-12-15,40.17,39.6,33.5677,39.082,38.1805,DOWN,0
2004-12-16,39.93,40.15,33.6246,39.378,38.2286,UP,1
2004-12-17,40.15,39.93,33.683,39.788,38.2811,UP,1
2004-12-20,40.48,39.75,33.7411,40.042,38.3396,DOWN,0
2004-12-21,40.41,40.11,33.7984,40.228,38.4033,DOWN,0
2004-12-22,39.29,40.55,33.852,40.052,38.4493,UP,1
2004-12-23,39.4,39.3,33.9089,39.946,38.515,DOWN,0
2004-12-27,38.5,39.41,33.9629,39.616,38.5552,UP,1
2004-12-28,38.69,38.3,34.0159,39.258,38.5988,UP,1
2004-12-29,38.94,38.63,34.069,38.964,38.6562,DOWN,0
2004-12-30,38.93,38.95,34.1213,38.892,38.7096,DOWN,0
2004-12-31,38.92,38.9,34.1703,38.796,38.7456,DOWN,0
2005-01-03,37.2,38.93,34.2105,38.536,38.7371,DOWN,0
2005-01-04,37.11,37.2,34.2531,38.22,38.7157,DOWN,0
2005-01-05,36.6,37.12,34.2933,37.752,38.6838,UP,1
2005-01-06,37.11,36.49,34.3361,37.388,38.6508,DOWN,0
2005-01-07,37.01,37.09,34.3823,37.006,38.6358,UP,1
2005-01-10,37.61,37.6,34.4321,37.088,38.6567,UP,1
2005-01-11,37.89,38.15,34.4832,37.244,38.6748,UP,1
2005-01-12,38.2,38.02,34.5346,37.564,38.6987,DOWN,0
2005-01-13,38.07,38.35,34.5819,37.756,38.7316,UP,1
2005-01-14,38.55,38.94,34.6293,38.064,38.7563,UP,1
2005-01-18,39.4,39.0,34.6819,38.422,38.7843,UP,1
2005-01-19,39.47,39.55,34.732,38.738,38.8047,DOWN,0
2005-01-20,39.26,39.18,34.7786,38.95,38.8347,UP,1
2005-01-21,39.44,39.51,34.8258,39.224,38.8775,UP,1
2005-01-24,39.63,39.84,34.8739,39.44,38.9246,UP,1
2005-01-25,39.89,39.92,34.9207,39.538,38.9767,UP,1
2005-01-26,40.53,39.97,34.969,39.75,39.0283,UP,1
2005-01-27,41.06,40.53,35.0198,40.11,39.1,DOWN,0
2005-01-28,40.14,41.07,35.0661,40.25,39.1486,UP,1
2005-01-31,40.67,40.15,35.1143,40.458,39.2008,UP,1
2005-02-01,41.52,40.9,35.1645,40.784,39.2696,UP,1
2005-02-02,42.56,42.0,35.2202,41.19,39.3472,DOWN,0
2005-02-03,41.44,42.16,35.2745,41.266,39.386,DOWN,0
2005-02-04,40.72,40.8,35.3268,41.382,39.3946,DOWN,0
2005-02-07,40.21,40.47,35.3735,41.29,39.3796,UP,1
2005-02-08,40.35,39.75,35.4213,41.056,39.3612,UP,1
2005-02-09,40.45,40.26,35.468,40.634,39.3514,UP,1
2005-02-10,42.03,40.9,35.5199,40.752,39.3636,UP,1
2005-02-11,42.46,42.03,35.5749,41.1,39.4052,DOWN,0
2005-02-14,42.12,42.6,35.6337,41.482,39.467,DOWN,0
2005-02-15,42.12,42.13,35.6913,41.836,39.5184,UP,1
2005-02-16,43.61,42.45,35.7504,42.468,39.5996,DOWN,0
2005-02-17,42.59,43.89,35.8053,42.58,39.689,UP,1
2005-02-18,43.62,42.72,35.8684,42.812,39.7938,UP,1
2005-02-22,44.05,44.2,35.929,43.198,39.9058,UP,1
2005-02-23,44.68,44.5,35.9963,43.71,40.0374,UP,1
2005-02-24,45.95,44.95,36.0792,44.178,40.1722,UP,1
2005-02-25,47.47,46.0,36.1671,45.154,40.332,DOWN,0
2005-02-28,46.79,47.98,36.2495,45.788,40.4644,DOWN,0
2005-03-01,45.25,46.4,36.3261,46.028,40.5708,UP,1
2005-03-02,46.56,44.55,36.4068,46.404,40.699,UP,1
2005-03-03,47.85,47.45,36.4934,46.784,40.8464,UP,1
2005-03-04,48.46,47.95,36.5864,46.982,41.0074,UP,1
2005-03-07,48.5,48.35,36.6806,47.324,41.1916,DOWN,0
2005-03-08,48.49,48.35,36.7728,47.972,41.3734,DOWN,0
2005-03-09,47.76,48.74,36.8628,48.212,41.5586,DOWN,0
2005-03-10,46.1,46.35,36.9392,47.862,41.7068,UP,1
2005-03-11,46.65,45.65,37.017,47.5,41.861,UP,1
2005-03-14,47.54,46.91,37.1025,47.308,42.0332,DOWN,0
2005-03-15,46.65,47.54,37.1877,46.94,42.1878,DOWN,0
2005-03-16,46.57,46.65,37.2722,46.702,42.3752,UP,1
2005-03-17,48.21,47.08,37.3611,47.124,42.5972,UP,1
2005-03-18,48.22,48.21,37.4501,47.438,42.8296,DOWN,0
2005-03-21,47.49,48.17,37.5372,47.428,43.0372,DOWN,0
2005-03-22,46.81,48.42,37.621,47.46,43.2332,DOWN,0
2005-03-23,45.54,46.11,37.6968,47.254,43.3918,UP,1
2005-03-24,45.9,45.61,37.7751,46.792,43.552,DOWN,0
2005-03-28,45.89,45.91,37.856,46.326,43.7058,DOWN,0
2005-03-29,45.15,45.7,37.9304,45.858,43.8474,UP,1
2005-03-30,46.02,45.65,38.0099,45.7,43.9968,UP,1
2005-03-31,47.75,46.7,38.0938,46.142,44.1638,UP,1
2005-04-01,49.55,48.15,38.1832,46.872,44.3654,DOWN,0
2005-04-04,49.53,50.0,38.2698,47.6,44.5708,DOWN,0
2005-04-05,48.47,48.65,38.3533,48.264,44.7514,UP,1
2005-04-06,48.99,48.71,38.437,48.858,44.9386,DOWN,0
2005-04-07,48.74,49.5,38.5182,49.056,45.1156,DOWN,0
2005-04-08,46.9,48.05,38.5846,48.526,45.243,UP,1
2005-04-11,47.21,46.91,38.6553,48.062,45.366,DOWN,0
2005-04-12,46.24,47.02,38.72,47.616,45.488,DOWN,0
2005-04-13,45.46,46.25,38.7858,46.91,45.5838,UP,1
2005-04-14,45.53,46.0,38.8501,46.268,45.664,DOWN,0
2005-04-15,43.91,45.4,38.9046,45.67,45.691,UP,1
2005-04-18,44.5,43.0,38.9614,45.128,45.7522,UP,1
2005-04-19,45.43,44.99,39.0181,44.966,45.8464,DOWN,0
2005-04-20,44.16,45.05,39.0669,44.706,45.9254,UP,1
2005-04-21,45.73,44.2,39.1235,44.746,46.033,UP,1
2005-04-22,46.08,45.57,39.1819,45.18,46.1456,UP,1
2005-04-25,47.15,46.37,39.2441,45.71,46.248,DOWN,0
2005-04-26,46.77,47.15,39.3054,45.978,46.3342,DOWN,0
2005-04-27,45.74,46.35,39.3623,46.294,46.4066,DOWN,0
2005-04-28,45.0,45.35,39.4125,46.148,46.4642,UP,1
2005-04-29,45.17,45.58,39.4637,45.966,46.4954,UP,1
2005-05-02,46.46,45.17,39.52,45.828,46.5728,DOWN,0
2005-05-03,44.97,45.25,39.5707,45.468,46.5998,DOWN,0
2005-05-04,44.81,43.5,39.6207,45.282,46.615,UP,1
2005-05-05,45.32,45.25,39.677,45.346,46.6278,DOWN,0
2005-05-06,44.53,45.6,39.7281,45.218,46.5994,UP,1
2005-05-09,45.28,44.72,39.7822,44.982,46.5556,DOWN,0
2005-05-10,44.3,45.0,39.8352,44.848,46.5058,UP,1
2005-05-11,45.03,44.31,39.8882,44.892,46.5014,DOWN,0
2005-05-12,42.8,45.03,39.9278,44.388,46.4262,DOWN,0
2005-05-13,41.84,43.04,39.9646,43.85,46.306,UP,1
2005-05-16,42.49,41.77,40.0033,43.292,46.1866,UP,1
2005-05-17,43.52,41.9,40.0467,43.136,46.087,DOWN,0
2005-05-18,43.33,43.78,40.0871,42.796,45.9838,UP,1
2005-05-19,44.34,43.13,40.1372,43.104,45.9154,DOWN,0
2005-05-20,43.33,44.35,40.1874,43.402,45.86,UP,1
2005-05-23,44.2,43.24,40.245,43.744,45.811,UP,1
2005-05-24,44.71,44.28,40.3008,43.982,45.7544,UP,1
2005-05-25,45.36,44.71,40.3597,44.388,45.7286,DOWN,0
2005-05-26,45.23,45.21,40.4197,44.566,45.7018,UP,1
2005-05-27,46.55,45.23,40.4893,45.21,45.6686,DOWN,0
2005-05-31,45.9,46.29,40.5535,45.55,45.6222,UP,1
2005-06-01,46.95,45.71,40.6211,45.998,45.6114,DOWN,0
2005-06-02,46.87,46.96,40.6934,46.3,45.6126,UP,1
2005-06-03,46.98,46.98,40.7654,46.65,45.6414,UP,1
2005-06-06,47.72,47.24,40.8401,46.884,45.6778,DOWN,0
2005-06-07,46.87,47.81,40.9091,47.078,45.6974,UP,1
2005-06-08,47.55,46.87,40.9838,47.198,45.7454,UP,1
2005-06-09,48.17,47.76,41.0633,47.458,45.7884,DOWN,0
2005-06-10,47.57,48.12,41.14,47.576,45.7848,UP,1
2005-06-13,48.1,47.5,41.2198,47.652,45.7558,UP,1
2005-06-14,48.33,48.0,41.299,47.944,45.7318,UP,1
