ticker,EPAM US Equity,EPAM US Equity,EPAM US Equity,EPAM US Equity,EPAM US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-10-07,34.07,34.75,34.642,32.168,25.3599,DOWN,0
2013-10-08,33.28,34.15,34.276,32.252,25.4265,UP,1
2013-10-09,35.01,33.29,34.358,32.3698,25.5025,UP,1
2013-10-10,36.71,35.43,34.804,32.525,25.5868,UP,1
2013-10-11,38.15,36.56,35.444,32.7076,25.681,UP,1
2013-10-14,39.0,38.1,36.43,32.9146,25.7814,DOWN,0
2013-10-15,37.59,38.95,37.292,33.0724,25.8746,UP,1
2013-10-16,37.71,37.81,37.832,33.2388,25.9727,UP,1
2013-10-17,38.35,37.55,38.16,33.417,26.0695,UP,1
2013-10-18,38.7,39.05,38.27,33.5966,26.1681,UP,1
2013-10-21,39.0,38.87,38.27,33.7462,26.2671,DOWN,0
2013-10-22,38.66,39.27,38.484,33.8958,26.3653,DOWN,0
2013-10-23,38.2,38.4,38.582,34.027,26.4605,UP,1
2013-10-24,38.23,38.2,38.558,34.1542,26.5537,UP,1
2013-10-25,38.38,38.38,38.494,34.3126,26.6466,DOWN,0
2013-10-28,38.38,38.53,38.37,34.4668,26.7376,DOWN,0
2013-10-29,37.99,38.5,38.236,34.6212,26.8269,DOWN,0
2013-10-30,37.38,37.95,38.072,34.7616,26.9127,UP,1
2013-10-31,37.47,37.51,37.92,34.8964,26.999,DOWN,0
2013-11-01,36.59,37.33,37.562,35.0002,27.081,UP,1
2013-11-04,36.61,36.6,37.208,35.1096,27.1628,DOWN,0
2013-11-05,36.34,36.51,36.878,35.2192,27.2426,DOWN,0
2013-11-06,36.27,36.44,36.656,35.3396,27.3219,DOWN,0
2013-11-07,35.0,36.45,36.162,35.4336,27.3924,UP,1
2013-11-08,35.72,34.16,35.988,35.504,27.4664,DOWN,0
2013-11-11,35.6,35.83,35.786,35.5764,27.5395,DOWN,0
2013-11-12,35.4,35.41,35.598,35.6462,27.6118,DOWN,0
2013-11-13,35.14,35.05,35.372,35.7026,27.6826,UP,1
2013-11-14,35.59,35.2,35.49,35.7716,27.757,UP,1
2013-11-15,35.78,35.53,35.502,35.8438,27.8267,DOWN,0
2013-11-18,35.23,35.98,35.428,35.8802,27.8949,DOWN,0
2013-11-19,35.15,35.29,35.378,35.894,27.9617,DOWN,0
2013-11-20,35.15,35.31,35.38,35.9092,28.0301,UP,1
2013-11-21,35.85,35.22,35.432,35.9426,28.1017,DOWN,0
2013-11-22,35.1,35.79,35.296,35.9798,28.1698,DOWN,0
2013-11-25,34.94,35.13,35.238,36.016,28.2448,UP,1
2013-11-26,35.2,34.93,35.248,36.0498,28.3193,UP,1
2013-11-27,35.24,35.18,35.266,36.065,28.394,UP,1
2013-11-29,35.47,35.4,35.19,36.078,28.4688,DOWN,0
2013-12-02,35.45,35.46,35.26,36.1072,28.5408,DOWN,0
2013-12-03,34.9,35.34,35.252,36.1262,28.6106,DOWN,0
2013-12-04,34.59,34.75,35.13,36.1396,28.6795,UP,1
2013-12-05,34.91,34.64,35.064,36.1412,28.7498,UP,1
2013-12-06,35.77,35.1,35.124,36.154,28.8234,DOWN,0
2013-12-09,35.24,35.92,35.082,36.1626,28.8965,DOWN,0
2013-12-10,34.46,35.09,34.994,36.1618,28.9656,DOWN,0
2013-12-11,33.39,34.45,34.754,36.1274,29.025,DOWN,0
2013-12-12,33.34,33.32,34.44,36.1022,29.0868,DOWN,0
2013-12-13,32.55,33.38,33.796,36.0636,29.1373,UP,1
2013-12-16,33.43,32.64,33.434,36.0332,29.194,UP,1
2013-12-17,33.97,33.29,33.336,36.0312,29.2489,UP,1
2013-12-18,34.8,34.1,33.618,36.0616,29.3053,DOWN,0
2013-12-19,34.75,34.64,33.9,36.0564,29.362,UP,1
2013-12-20,35.02,34.88,34.394,36.0226,29.4187,DOWN,0
2013-12-23,34.75,35.22,34.658,35.9546,29.4755,UP,1
2013-12-24,34.86,34.74,34.836,35.8718,29.5341,DOWN,0
2013-12-26,34.77,34.94,34.83,35.8154,29.5905,UP,1
2013-12-27,34.93,34.93,34.866,35.7598,29.65,DOWN,0
2013-12-30,34.83,34.9,34.828,35.6894,29.7097,UP,1
2013-12-31,34.94,34.8,34.866,35.6142,29.7708,DOWN,0
2014-01-02,34.78,34.78,34.85,35.5298,29.8306,UP,1
2014-01-03,35.0,34.8,34.896,35.4566,29.8914,DOWN,0
2014-01-06,34.9,35.09,34.89,35.3906,29.9526,UP,1
2014-01-07,35.79,34.96,35.082,35.3418,30.0179,UP,1
2014-01-08,36.66,35.83,35.426,35.3074,30.0887,DOWN,0
2014-01-09,36.56,36.69,35.782,35.271,30.157,DOWN,0
2014-01-10,36.5,36.71,36.082,35.2412,30.2228,DOWN,0
2014-01-13,36.01,36.52,36.304,35.2138,30.2867,UP,1
2014-01-14,36.9,36.11,36.526,35.2024,30.355,UP,1
2014-01-15,37.84,36.91,36.762,35.2274,30.4262,UP,1
2014-01-16,38.21,37.77,37.092,35.2594,30.5008,UP,1
2014-01-17,38.34,38.08,37.46,35.2994,30.5754,UP,1
2014-01-21,39.74,38.67,38.206,35.3688,30.6571,UP,1
2014-01-22,40.46,39.8,38.918,35.478,30.7441,DOWN,0
2014-01-23,39.91,40.13,39.332,35.5618,30.8293,DOWN,0
2014-01-24,39.87,39.63,39.664,35.6472,30.9125,DOWN,0
2014-01-27,39.36,39.83,39.868,35.7264,30.9944,UP,1
2014-01-28,41.84,39.36,40.288,35.8604,31.0886,DOWN,0
2014-01-29,41.1,41.52,40.416,35.9706,31.1836,UP,1
2014-01-30,41.58,41.59,40.75,36.0866,31.278,DOWN,0
2014-01-31,40.9,40.67,40.956,36.2,31.3757,DOWN,0
2014-02-03,39.71,40.87,41.026,36.2912,31.4682,UP,1
2014-02-04,40.44,39.7,40.746,36.397,31.5655,DOWN,0
2014-02-05,40.42,40.2,40.61,36.4884,31.6619,UP,1
2014-02-06,40.85,40.6,40.464,36.6034,31.7572,UP,1
2014-02-07,43.41,41.11,40.966,36.7728,31.8639,DOWN,0
2014-02-10,43.03,43.37,41.63,36.9294,31.9717,UP,1
2014-02-11,43.35,43.16,42.212,37.0916,32.0818,DOWN,0
2014-02-12,43.24,43.29,42.776,37.247,32.1908,UP,1
2014-02-13,44.26,42.74,43.458,37.4232,32.3046,UP,1
2014-02-14,44.35,44.04,43.646,37.6122,32.4196,UP,1
2014-02-18,44.62,44.5,43.964,37.8128,32.5347,DOWN,0
2014-02-19,42.77,44.4,43.848,37.97,32.6366,DOWN,0
2014-02-20,41.23,43.2,43.446,38.0792,32.7277,UP,1
2014-02-21,41.88,41.95,42.97,38.212,32.8221,UP,1
2014-02-24,42.88,41.99,42.676,38.3804,32.9211,DOWN,0
2014-02-25,41.9,42.85,42.132,38.5506,33.0157,UP,1
2014-02-26,42.11,42.0,42.0,38.726,33.1108,UP,1
2014-02-27,42.24,41.93,42.202,38.9198,33.2085,DOWN,0
2014-02-28,41.93,42.35,42.212,39.0898,33.3041,DOWN,0
2014-03-03,32.02,40.22,40.04,39.0508,33.3504,UP,1
2014-03-04,37.21,35.28,39.102,39.099,33.4232,DOWN,0
2014-03-05,36.57,37.24,37.994,39.1354,33.491,DOWN,0
2014-03-06,34.92,36.27,36.53,39.1334,33.5505,UP,1
2014-03-07,36.42,36.2,35.428,39.1668,33.613,DOWN,0
2014-03-10,35.55,36.34,36.134,39.1806,33.673,UP,1
2014-03-11,35.73,35.47,35.838,39.1998,33.7365,DOWN,0
2014-03-12,35.19,35.51,35.562,39.205,33.796,DOWN,0
2014-03-13,32.98,35.38,35.174,39.168,33.8441,DOWN,0
2014-03-14,32.06,32.83,34.302,39.1104,33.8884,UP,1
2014-03-17,33.34,32.38,33.86,39.0816,33.9386,UP,1
2014-03-18,34.19,33.5,33.552,39.0654,33.9937,DOWN,0
2014-03-19,33.77,34.41,33.268,39.0428,34.0464,DOWN,0
2014-03-20,33.41,33.75,33.354,38.9952,34.0919,DOWN,0
2014-03-21,32.44,33.55,33.43,38.9108,34.1323,DOWN,0
2014-03-24,32.12,32.58,33.186,38.822,34.1674,UP,1
2014-03-25,32.64,32.24,32.876,38.7448,34.2028,UP,1
2014-03-26,33.15,32.97,32.752,38.6876,34.2408,DOWN,0
2014-03-27,33.01,33.09,32.672,38.6098,34.2772,DOWN,0
2014-03-28,32.08,33.1,32.6,38.4946,34.3095,UP,1
2014-03-31,32.9,32.36,32.756,38.3884,34.3464,UP,1
2014-04-01,36.37,33.06,33.502,38.349,34.4034,DOWN,0
2014-04-02,35.14,36.47,33.9,38.257,34.4484,DOWN,0
2014-04-03,33.99,35.24,34.096,38.1276,34.4858,DOWN,0
2014-04-04,33.01,34.28,34.282,37.9896,34.5176,DOWN,0
2014-04-07,30.21,32.86,33.744,37.7964,34.5364,UP,1
2014-04-08,31.42,30.21,32.754,37.6376,34.5588,UP,1
2014-04-09,32.03,31.58,32.132,37.4414,34.589,DOWN,0
2014-04-10,30.84,32.08,31.502,37.2362,34.6091,UP,1
2014-04-11,33.44,31.55,31.588,37.0734,34.6418,DOWN,0
2014-04-14,32.31,33.63,32.008,36.9016,34.6658,UP,1
2014-04-15,32.4,32.43,32.204,36.7554,34.6919,UP,1
2014-04-16,32.63,32.7,32.324,36.5992,34.7262,UP,1
2014-04-17,33.13,32.57,32.782,36.4534,34.7651,DOWN,0
2014-04-21,32.72,33.13,32.638,36.2908,34.7998,UP,1
2014-04-22,32.88,32.7,32.752,36.0802,34.8335,DOWN,0
2014-04-23,32.66,32.8,32.804,35.8728,34.858,DOWN,0
2014-04-24,32.02,32.86,32.682,35.6462,34.8784,DOWN,0
2014-04-25,31.42,31.84,32.34,35.4098,34.8934,DOWN,0
2014-04-28,30.97,31.7,31.99,35.144,34.9053,DOWN,0
2014-04-29,30.85,31.22,31.584,34.874,34.916,UP,1
2014-04-30,31.13,30.64,31.278,34.6042,34.9261,UP,1
2014-05-01,32.8,32.22,31.434,34.4048,34.946,DOWN,0
2014-05-02,32.7,32.83,31.69,34.2342,34.9648,UP,1
2014-05-05,33.12,32.46,32.12,34.059,34.9842,DOWN,0
2014-05-06,32.32,33.12,32.414,33.8478,35.0006,UP,1
2014-05-07,34.58,32.51,33.104,33.7014,35.0278,DOWN,0
2014-05-08,34.52,34.5,33.448,33.5496,35.0554,UP,1
2014-05-09,34.8,34.47,33.868,33.4008,35.085,UP,1
2014-05-12,35.87,34.97,34.418,33.2796,35.1183,DOWN,0
2014-05-13,35.8,35.93,35.114,33.3552,35.1513,UP,1
2014-05-14,35.85,35.72,35.368,33.328,35.1851,UP,1
2014-05-15,36.02,35.61,35.668,33.317,35.2196,UP,1
2014-05-16,36.61,35.86,36.03,33.3508,35.2579,UP,1
2014-05-19,38.32,36.78,36.52,33.3888,35.3044,UP,1
2014-05-20,38.57,38.13,37.074,33.4492,35.354,UP,1
2014-05-21,39.26,38.71,37.756,33.5198,35.4018,UP,1
2014-05-22,39.85,39.13,38.522,33.613,35.4541,UP,1
2014-05-23,41.2,39.85,39.44,33.7774,35.5129,UP,1
2014-05-27,41.42,41.76,40.06,33.9646,35.5714,UP,1
2014-05-28,41.8,41.76,40.706,34.1338,35.6228,UP,1
2014-05-29,42.5,41.94,41.354,34.3,35.6794,DOWN,0
2014-05-30,42.07,42.36,41.798,34.466,35.7316,UP,1
2014-06-02,42.15,42.1,41.988,34.6408,35.783,DOWN,0
2014-06-03,41.86,41.72,42.076,34.8292,35.84,UP,1
2014-06-04,42.59,41.67,42.234,35.0386,35.8996,UP,1
2014-06-05,43.99,42.55,42.532,35.2656,35.9682,UP,1
2014-06-06,44.68,44.47,43.054,35.4962,36.0398,UP,1
2014-06-09,45.51,44.9,43.726,35.7462,36.1137,DOWN,0
2014-06-10,43.97,45.19,44.148,35.984,36.1765,UP,1
2014-06-11,43.98,43.8,44.426,36.2056,36.2407,DOWN,0
2014-06-12,43.81,44.08,44.39,36.3544,36.3055,UP,1
2014-06-13,43.87,44.0,44.228,36.529,36.3736,UP,1
2014-06-16,43.89,44.0,43.904,36.727,36.4415,UP,1
2014-06-17,44.07,43.75,43.924,36.9482,36.5009,UP,1
2014-06-18,44.23,44.19,43.974,37.2286,36.5621,UP,1
2014-06-19,44.29,44.37,44.07,37.486,36.624,UP,1
2014-06-20,44.37,44.25,44.17,37.7328,36.6843,DOWN,0
2014-06-23,44.25,44.49,44.242,38.001,36.7448,DOWN,0
2014-06-24,43.82,44.07,44.192,38.2086,36.8031,UP,1
2014-06-25,43.99,43.51,44.144,38.4422,36.856,DOWN,0
2014-06-26,43.97,44.18,44.08,38.6736,36.9035,DOWN,0
2014-06-27,43.55,43.74,43.916,38.892,36.9493,UP,1
2014-06-30,43.75,43.46,43.816,39.1044,36.9972,DOWN,0
2014-07-01,42.74,43.87,43.6,39.3048,37.0447,DOWN,0
2014-07-02,42.03,42.7,43.208,39.4878,37.0892,UP,1
2014-07-03,43.02,41.84,43.018,39.695,37.1367,DOWN,0
2014-07-07,41.8,42.9,42.668,39.8906,37.1733,DOWN,0
2014-07-08,40.0,41.7,41.918,40.0622,37.1992,DOWN,0
2014-07-09,39.9,39.99,41.35,40.2408,37.2288,DOWN,0
2014-07-10,39.17,39.05,40.778,40.4072,37.2549,UP,1
2014-07-11,39.2,39.11,40.014,40.5686,37.2813,DOWN,0
2014-07-14,38.91,39.55,39.436,40.6908,37.3017,DOWN,0
2014-07-15,38.36,39.0,39.108,40.804,37.3178,UP,1
2014-07-16,39.01,38.78,38.93,40.9218,37.3388,DOWN,0
2014-07-17,38.02,38.76,38.7,41.0358,37.3564,UP,1
2014-07-18,38.68,38.0,38.596,41.1178,37.3743,DOWN,0
2014-07-21,37.79,38.34,38.372,41.1832,37.3902,UP,1
2014-07-22,38.31,38.08,38.362,41.2534,37.4094,UP,1
2014-07-23,38.55,38.41,38.27,41.307,37.4274,UP,1
2014-07-24,38.72,38.54,38.41,41.3654,37.4506,DOWN,0
2014-07-25,38.42,38.35,38.358,41.4168,37.4763,UP,1
2014-07-28,38.71,38.27,38.542,41.4706,37.4948,UP,1
2014-07-29,39.57,38.87,38.794,41.5298,37.5091,UP,1
2014-07-30,39.89,39.95,39.062,41.5612,37.5178,DOWN,0
2014-07-31,38.66,39.47,39.05,41.563,37.5161,DOWN,0
2014-08-01,38.02,38.57,38.97,41.5382,37.5183,UP,1
2014-08-04,39.24,38.25,39.076,41.526,37.5259,UP,1
2014-08-05,39.97,40.13,39.156,41.5014,37.534,UP,1
2014-08-06,40.9,39.7,39.358,41.491,37.545,UP,1
2014-08-07,41.08,40.94,39.842,41.4766,37.5554,DOWN,0
2014-08-08,40.72,41.05,40.382,41.441,37.5657,DOWN,0
2014-08-11,40.14,41.0,40.562,41.4024,37.5754,DOWN,0
2014-08-12,39.7,40.07,40.508,41.3534,37.5828,UP,1
2014-08-13,40.84,39.76,40.496,41.333,37.5951,DOWN,0
2014-08-14,40.8,40.86,40.44,41.2972,37.6072,UP,1
2014-08-15,41.0,41.04,40.496,41.2374,37.6222,DOWN,0
2014-08-18,40.4,41.02,40.548,41.1518,37.6373,DOWN,0
2014-08-19,40.01,40.53,40.61,41.0418,37.65,DOWN,0
2014-08-20,39.97,39.92,40.436,40.9618,37.6669,DOWN,0
2014-08-21,39.95,39.97,40.266,40.8812,37.6836,DOWN,0
2014-08-22,39.32,39.92,39.93,40.7914,37.6985,UP,1
2014-08-25,39.99,39.79,39.848,40.7138,37.7171,UP,1
2014-08-26,40.96,39.98,40.038,40.6552,37.7469,DOWN,0
2014-08-27,40.25,40.97,40.094,40.5788,37.7696,DOWN,0
2014-08-28,37.88,39.95,39.68,40.4518,37.781,DOWN,0
2014-08-29,37.65,37.89,39.346,40.319,37.7922,DOWN,0
2014-09-02,37.54,37.77,38.856,40.1824,37.8042,UP,1
2014-09-03,38.17,37.96,38.298,40.0608,37.8171,DOWN,0
2014-09-04,37.84,38.2,37.816,39.9412,37.8274,UP,1
2014-09-05,37.9,37.83,37.82,39.8194,37.8408,UP,1
2014-09-08,38.05,37.74,37.9,39.701,37.8553,DOWN,0
2014-09-09,37.16,37.91,37.824,39.5732,37.8653,UP,1
2014-09-10,37.18,37.22,37.626,39.4418,37.872,UP,1
2014-09-11,37.92,36.81,37.642,39.3454,37.8861,UP,1
2014-09-12,38.43,37.93,37.748,39.2734,37.9035,DOWN,0
2014-09-15,38.43,38.27,37.824,39.1816,37.9197,UP,1
2014-09-16,38.93,38.44,38.178,39.1242,37.9381,UP,1
2014-09-17,39.5,38.81,38.642,39.1142,37.9583,UP,1
2014-09-18,40.85,39.64,39.228,39.1332,37.9853,DOWN,0
2014-09-19,40.61,41.03,39.664,39.162,38.0139,DOWN,0
2014-09-22,40.07,40.42,39.992,39.1794,38.0413,DOWN,0
2014-09-23,39.99,39.89,40.204,39.201,38.0666,UP,1
2014-09-24,40.48,40.08,40.4,39.2434,38.0902,UP,1
2014-09-25,40.81,40.48,40.392,39.2794,38.118,UP,1
2014-09-26,42.32,40.88,40.734,39.3654,38.1573,UP,1
2014-09-29,42.46,41.75,41.212,39.441,38.2027,UP,1
2014-09-30,43.79,42.52,41.972,39.561,38.2549,DOWN,0
2014-10-01,43.11,43.82,42.498,39.657,38.3077,UP,1
2014-10-02,43.33,43.15,43.002,39.7526,38.3572,UP,1
2014-10-03,43.78,43.73,43.294,39.8538,38.4063,DOWN,0
2014-10-06,43.23,43.67,43.448,39.95,38.4484,DOWN,0
2014-10-07,42.79,43.08,43.248,40.0316,38.4886,UP,1
2014-10-08,43.9,42.79,43.406,40.1182,38.533,DOWN,0
2014-10-09,42.1,43.95,43.16,40.1624,38.5698,DOWN,0
2014-10-10,41.79,41.93,42.762,40.225,38.6044,UP,1
2014-10-13,42.54,41.83,42.624,40.3154,38.6433,UP,1
2014-10-14,43.02,42.84,42.67,40.391,38.6837,UP,1
2014-10-15,43.22,42.38,42.534,40.456,38.7257,DOWN,0
2014-10-16,42.82,42.55,42.678,40.4944,38.7651,DOWN,0
2014-10-17,42.21,43.24,42.762,40.517,38.8022,UP,1
2014-10-20,42.46,41.9,42.746,40.5518,38.8395,UP,1
2014-10-21,42.92,42.59,42.726,40.6074,38.8796,UP,1
2014-10-22,43.08,42.92,42.698,40.675,38.9161,UP,1
2014-10-23,45.1,43.52,43.154,40.7602,38.9583,DOWN,0
2014-10-24,44.36,45.24,43.584,40.8314,38.9973,UP,1
2014-10-27,46.91,44.41,44.474,40.9496,39.0493,UP,1
2014-10-28,47.11,47.13,45.312,41.0838,39.1048,UP,1
2014-10-29,47.22,47.31,46.14,41.228,39.1564,DOWN,0
2014-10-30,47.14,47.23,46.548,41.3714,39.2029,UP,1
2014-10-31,47.74,46.92,47.224,41.5272,39.2506,DOWN,0
2014-11-03,47.71,47.96,47.384,41.695,39.2974,DOWN,0
2014-11-04,46.61,49.2,47.284,41.8274,39.3318,UP,1
2014-11-05,48.25,47.52,47.49,41.9732,39.3707,DOWN,0
2014-11-06,47.92,48.25,47.646,42.1266,39.4108,DOWN,0
2014-11-07,46.95,48.04,47.488,42.308,39.4462,UP,1
2014-11-10,46.98,46.99,47.342,42.4946,39.4843,UP,1
2014-11-11,47.62,47.0,47.544,42.6962,39.5132,UP,1
2014-11-12,47.79,47.46,47.452,42.8886,39.5466,UP,1
2014-11-13,49.17,47.84,47.702,43.1152,39.5846,UP,1
2014-11-14,49.64,49.14,48.24,43.35,39.6283,UP,1
2014-11-17,49.69,49.99,48.782,43.5828,39.6782,DOWN,0
2014-11-18,49.11,50.0,49.08,43.8218,39.7215,DOWN,0
2014-11-19,48.42,49.1,49.206,44.0466,39.7615,UP,1
2014-11-20,48.5,48.36,49.072,44.2582,39.7998,UP,1
2014-11-21,48.84,49.11,48.912,44.4664,39.8269,UP,1
2014-11-24,49.63,49.07,48.9,44.6904,39.8599,DOWN,0
2014-11-25,49.51,49.6,48.98,44.902,39.8907,UP,1
2014-11-26,50.49,49.54,49.394,45.1218,39.927,UP,1
2014-11-28,51.03,50.22,49.9,45.3254,39.9608,DOWN,0
2014-12-01,49.41,51.03,50.014,45.5014,39.9861,UP,1
2014-12-02,50.05,49.4,50.098,45.701,40.0133,DOWN,0
2014-12-03,49.72,50.37,50.14,45.8956,40.048,UP,1
2014-12-04,49.99,49.84,50.04,46.0858,40.0918,UP,1
2014-12-05,50.53,50.2,49.94,46.2802,40.1351,DOWN,0
2014-12-08,50.21,50.61,50.1,46.438,40.1717,UP,1
2014-12-09,51.95,49.52,50.48,46.6278,40.222,DOWN,0
2014-12-10,49.01,51.65,50.338,46.7322,40.2565,UP,1
2014-12-11,51.23,49.77,50.586,46.8946,40.3014,DOWN,0
2014-12-12,50.9,51.04,50.66,47.046,40.3463,DOWN,0
2014-12-15,49.51,51.0,50.52,47.1606,40.4337,DOWN,0
2014-12-16,46.24,48.86,49.378,47.2208,40.4789,UP,1
2014-12-17,48.37,46.72,49.25,47.3324,40.5379,DOWN,0
2014-12-18,48.29,48.91,48.662,47.4202,40.6047,DOWN,0
2014-12-19,48.24,48.0,48.13,47.543,40.6638,DOWN,0
2014-12-22,48.11,48.17,47.85,47.6694,40.7266,UP,1
2014-12-23,48.51,48.39,48.304,47.7888,40.7905,UP,1
2014-12-24,48.84,48.56,48.398,47.9052,40.8588,DOWN,0
2014-12-26,48.84,49.0,48.508,48.0176,40.9381,DOWN,0
2014-12-29,48.28,48.55,48.516,48.1268,41.0192,DOWN,0
2014-12-30,47.8,48.29,48.454,48.2386,41.0915,DOWN,0
2014-12-31,47.75,47.81,48.302,48.3444,41.1593,DOWN,0
2015-01-02,46.47,47.77,47.828,48.4154,41.2228,DOWN,0
2015-01-05,46.27,46.0,47.314,48.4792,41.2871,UP,1
2015-01-06,46.29,46.29,46.916,48.503,41.3563,UP,1
2015-01-07,47.29,46.5,46.814,48.5616,41.4322,UP,1
2015-01-08,48.67,47.92,46.998,48.5968,41.5123,DOWN,0
2015-01-09,48.34,48.68,47.372,48.6214,41.5883,DOWN,0
2015-01-12,47.75,48.33,47.668,48.632,41.662,UP,1
2015-01-13,47.87,48.31,47.984,48.6466,41.7409,DOWN,0
2015-01-14,46.42,47.49,47.81,48.6202,41.8085,DOWN,0
2015-01-15,45.41,46.46,47.158,48.5742,41.8537,UP,1
2015-01-16,47.45,45.31,46.98,48.591,41.9153,DOWN,0
2015-01-20,46.53,47.44,46.736,48.5566,41.978,DOWN,0
2015-01-21,46.41,46.57,46.444,48.5264,42.045,UP,1
2015-01-22,46.82,46.69,46.524,48.5238,42.128,DOWN,0
2015-01-23,46.39,46.83,46.72,48.512,42.2029,UP,1
2015-01-26,47.3,46.22,46.69,48.5056,42.2792,DOWN,0
2015-01-27,46.61,47.06,46.706,48.482,42.3581,UP,1
2015-01-28,47.5,46.85,46.924,48.4486,42.4284,UP,1
2015-01-29,47.81,47.71,47.122,48.412,42.5059,UP,1
2015-01-30,48.93,47.29,47.63,48.3968,42.5885,DOWN,0
2015-02-02,46.74,49.07,47.518,48.3494,42.6591,UP,1
2015-02-03,47.46,46.86,47.688,48.3302,42.7307,UP,1
2015-02-04,50.51,47.24,48.29,48.3704,42.8197,UP,1
2015-02-05,51.39,50.92,49.006,48.4214,42.9122,DOWN,0
2015-02-06,51.01,51.3,49.422,48.449,43.004,DOWN,0
2015-02-09,51.0,50.87,50.274,48.4788,43.0989,UP,1
2015-02-10,51.4,51.15,51.062,48.497,43.1988,UP,1
2015-02-11,51.41,51.4,51.242,48.5046,43.301,UP,1
2015-02-12,56.01,51.4,52.166,48.6366,43.4268,DOWN,0
2015-02-13,54.08,56.33,52.78,48.7172,43.5415,DOWN,0
2015-02-17,52.85,53.99,53.15,48.7798,43.6418,UP,1
2015-02-18,53.26,52.63,53.522,48.8452,43.7446,UP,1
2015-02-19,55.9,53.01,54.42,48.9526,43.8585,UP,1
2015-02-20,57.32,56.0,54.682,49.0948,43.9835,DOWN,0
2015-02-23,56.88,57.0,55.242,49.1934,44.095,UP,1
2015-02-24,57.41,57.4,56.154,49.3614,44.2094,UP,1
2015-02-25,57.99,57.31,57.1,49.4966,44.3254,UP,1
2015-02-26,61.36,57.6,58.192,49.7058,44.4528,UP,1
2015-02-27,61.68,61.91,59.064,49.9492,44.5822,UP,1
2015-03-02,61.7,61.28,60.028,50.2584,44.7115,DOWN,0
2015-03-03,60.47,61.6,60.64,50.5004,44.8337,DOWN,0
2015-03-04,59.54,60.2,60.95,50.7254,44.9484,UP,1
2015-03-05,59.82,59.51,60.642,50.957,45.0559,DOWN,0
2015-03-06,59.45,59.36,60.196,51.1838,45.1603,UP,1
2015-03-09,60.92,59.74,60.04,51.432,45.2686,DOWN,0
2015-03-10,59.55,59.97,59.856,51.6462,45.3671,UP,1
2015-03-11,60.33,59.57,60.014,51.876,45.4627,UP,1
2015-03-12,61.66,60.62,60.382,52.1436,45.5639,DOWN,0
2015-03-13,61.47,61.67,60.786,52.417,45.6623,UP,1
2015-03-16,61.69,61.69,60.94,52.6958,45.7582,UP,1
2015-03-17,61.73,61.53,61.376,53.001,45.8565,DOWN,0
2015-03-18,61.53,61.48,61.616,53.3062,45.9534,UP,1
2015-03-19,61.58,61.41,61.6,53.612,46.052,DOWN,0
2015-03-20,61.38,61.88,61.582,53.8938,46.146,UP,1
2015-03-23,62.69,61.5,61.782,54.1742,46.2395,DOWN,0
2015-03-24,61.95,62.5,61.826,54.4464,46.3258,DOWN,0
2015-03-25,60.13,61.83,61.546,54.694,46.3989,UP,1
2015-03-26,61.01,59.7,61.432,54.9568,46.4841,UP,1
2015-03-27,61.97,60.91,61.55,55.2678,46.5741,UP,1
2015-03-30,62.23,61.96,61.458,55.6042,46.6662,DOWN,0
2015-03-31,61.29,61.91,61.326,55.881,46.7533,UP,1
2015-04-01,61.4,61.23,61.58,56.1784,46.8408,UP,1
2015-04-02,61.72,61.31,61.722,56.4846,46.9291,UP,1
2015-04-06,66.07,61.65,62.542,56.8696,47.0383,UP,1
2015-04-07,66.49,66.33,63.394,57.2716,47.1493,UP,1
2015-04-08,66.88,66.75,64.512,57.6632,47.2618,UP,1
2015-04-09,67.83,66.76,65.798,58.0876,47.3797,UP,1
2015-04-10,68.77,68.12,67.208,58.513,47.5045,UP,1
2015-04-13,69.4,69.07,67.874,58.9448,47.6315,DOWN,0
2015-04-14,67.29,69.4,68.034,59.312,47.7481,UP,1
2015-04-15,67.57,67.51,68.172,59.7286,47.8682,UP,1
2015-04-16,67.81,67.46,68.168,60.1356,47.9885,DOWN,0
2015-04-17,66.61,67.45,67.736,60.4576,48.1079,UP,1
2015-04-20,67.76,66.78,67.408,60.785,48.2365,UP,1
2015-04-21,68.15,68.08,67.58,61.1278,48.3622,DOWN,0
2015-04-22,67.99,68.32,67.664,61.4676,48.4931,DOWN,0
2015-04-23,67.56,67.75,67.614,61.7908,48.6309,DOWN,0
2015-04-24,66.61,67.92,67.614,62.0948,48.7645,DOWN,0
2015-04-27,64.89,66.6,67.04,62.2724,48.8931,UP,1
2015-04-28,66.91,65.11,66.792,62.529,49.0316,DOWN,0
2015-04-29,65.86,66.58,66.366,62.7892,49.1664,DOWN,0
2015-04-30,64.71,65.57,65.796,63.0182,49.2981,UP,1
2015-05-01,66.79,64.99,65.832,63.236,49.437,UP,1
2015-05-04,67.18,66.8,66.29,63.4332,49.5828,DOWN,0
2015-05-05,65.8,66.99,66.068,63.6116,49.7184,UP,1
2015-05-06,66.41,66.35,66.178,63.7916,49.8615,DOWN,0
2015-05-07,65.25,66.13,66.286,63.9368,49.9962,UP,1
2015-05-08,65.6,66.44,66.048,64.0216,50.1315,DOWN,0
2015-05-11,64.1,65.43,65.432,64.07,50.2584,UP,1
