ticker,RE US Equity,RE US Equity,RE US Equity,RE US Equity,RE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2005-05-09,87.09,86.0,81.8638,85.39,85.8022,DOWN,0
2005-05-10,86.75,86.8,81.9275,86.096,85.7998,UP,1
2005-05-11,87.71,86.76,81.9966,86.652,85.814,DOWN,0
2005-05-12,86.64,87.6,82.064,86.868,85.8004,DOWN,0
2005-05-13,85.48,86.8,82.1223,86.734,85.7808,UP,1
2005-05-16,85.7,85.5,82.1834,86.456,85.7382,UP,1
2005-05-17,86.0,85.6,82.2484,86.306,85.6966,UP,1
2005-05-18,86.79,86.04,82.3199,86.122,85.6734,UP,1
2005-05-19,87.39,86.7,82.3963,86.272,85.6604,UP,1
2005-05-20,87.55,87.47,82.4748,86.686,85.6416,UP,1
2005-05-23,88.07,87.45,82.5559,87.16,85.6278,UP,1
2005-05-24,89.33,88.32,82.6449,87.826,85.6142,DOWN,0
2005-05-25,88.53,88.9,82.7268,88.174,85.5906,UP,1
2005-05-26,88.7,88.54,82.8106,88.436,85.585,UP,1
2005-05-27,88.97,88.7,82.8988,88.72,85.6028,UP,1
2005-05-31,89.49,89.0,82.9929,89.004,85.6476,UP,1
2005-06-01,90.49,89.49,83.0875,89.236,85.708,UP,1
2005-06-02,90.81,90.29,83.1826,89.692,85.7944,UP,1
2005-06-03,90.82,90.8,83.2755,90.116,85.8912,UP,1
2005-06-06,91.44,90.62,83.3714,90.61,86.0118,UP,1
2005-06-07,92.33,91.44,83.4732,91.178,86.12,DOWN,0
2005-06-08,90.97,91.33,83.5722,91.274,86.2126,DOWN,0
2005-06-09,89.95,90.77,83.6685,91.102,86.2924,DOWN,0
2005-06-10,89.01,89.95,83.7577,90.74,86.3704,UP,1
2005-06-13,89.54,89.02,83.8539,90.36,86.488,UP,1
2005-06-14,89.8,89.32,83.9513,89.854,86.588,UP,1
2005-06-15,89.85,90.01,84.0506,89.63,86.69,UP,1
2005-06-16,91.57,89.8,84.1577,89.954,86.8258,UP,1
2005-06-17,91.95,91.97,84.2655,90.542,86.946,DOWN,0
2005-06-20,91.7,91.75,84.36,90.974,87.0722,UP,1
2005-06-21,92.52,91.85,84.4611,91.518,87.2172,DOWN,0
2005-06-22,92.32,92.5,84.5557,92.012,87.328,DOWN,0
2005-06-23,90.98,92.4,84.6489,91.894,87.4526,UP,1
2005-06-24,91.17,90.92,84.7464,91.738,87.5822,DOWN,0
2005-06-27,91.08,91.07,84.8464,91.614,87.7146,UP,1
2005-06-28,92.54,91.0,84.9493,91.618,87.845,UP,1
2005-06-29,92.94,92.79,85.0566,91.742,88.0216,UP,1
2005-06-30,93.0,93.5,85.1585,92.146,88.2234,UP,1
2005-07-01,93.27,93.5,85.2528,92.566,88.4378,UP,1
2005-07-05,93.75,93.27,85.3496,93.1,88.6294,DOWN,0
2005-07-06,93.49,93.76,85.4477,93.29,88.812,UP,1
2005-07-07,93.96,93.5,85.5435,93.494,89.0428,DOWN,0
2005-07-08,93.7,93.96,85.6391,93.634,89.2642,UP,1
2005-07-11,94.51,93.45,85.7414,93.882,89.509,UP,1
2005-07-12,95.06,94.61,85.8464,94.144,89.7662,UP,1
2005-07-13,95.19,95.0,85.952,94.484,89.9952,UP,1
2005-07-14,95.76,95.69,86.06,94.844,90.246,UP,1
2005-07-15,95.82,95.66,86.1694,95.268,90.4638,UP,1
2005-07-18,95.92,95.67,86.2774,95.55,90.671,UP,1
2005-07-19,96.71,96.01,86.3834,95.88,90.8822,UP,1
2005-07-20,97.05,96.46,86.4863,96.252,91.0814,DOWN,0
2005-07-21,96.15,97.15,86.5884,96.33,91.2694,DOWN,0
2005-07-22,95.65,96.03,86.6868,96.296,91.4282,DOWN,0
2005-07-25,94.68,95.75,86.7819,96.048,91.589,UP,1
2005-07-26,98.49,95.5,86.8975,96.404,91.8492,DOWN,0
2005-07-27,97.46,98.49,87.0086,96.486,92.0844,UP,1
2005-07-28,97.47,97.21,87.1199,96.75,92.3138,DOWN,0
2005-07-29,97.4,97.37,87.2244,97.1,92.526,DOWN,0
2005-08-01,96.93,97.15,87.3385,97.55,92.7168,UP,1
2005-08-02,97.67,97.02,87.4481,97.386,92.9192,UP,1
2005-08-03,97.88,97.87,87.5595,97.47,93.1154,DOWN,0
2005-08-04,97.01,97.0,87.6667,97.378,93.269,DOWN,0
2005-08-05,95.9,96.85,87.7667,97.078,93.4164,DOWN,0
2005-08-08,95.22,95.9,87.8634,96.736,93.5468,DOWN,0
2005-08-09,94.65,95.25,87.9579,96.132,93.6604,DOWN,0
2005-08-10,94.3,94.9,88.0487,95.416,93.7566,UP,1
2005-08-11,94.66,94.1,88.1294,94.946,93.84,DOWN,0
2005-08-12,94.6,94.6,88.2067,94.686,93.9158,UP,1
2005-08-15,94.97,94.5,88.2837,94.636,93.9988,DOWN,0
2005-08-16,94.53,94.82,88.3595,94.612,94.0606,UP,1
2005-08-17,94.63,94.53,88.4354,94.678,94.1066,UP,1
2005-08-18,94.67,94.54,88.5075,94.68,94.1806,DOWN,0
2005-08-19,94.5,94.77,88.5782,94.66,94.2716,UP,1
2005-08-22,95.6,94.5,88.6466,94.786,94.4034,DOWN,0
2005-08-23,95.05,95.56,88.7101,94.89,94.5136,DOWN,0
2005-08-24,94.68,95.07,88.7738,94.9,94.6112,UP,1
2005-08-25,94.88,94.67,88.8392,94.942,94.7118,DOWN,0
2005-08-26,93.87,94.89,88.8963,94.816,94.7578,UP,1
2005-08-29,93.92,93.62,88.9544,94.48,94.7972,DOWN,0
2005-08-30,93.6,93.8,89.0104,94.19,94.8352,DOWN,0
2005-08-31,92.59,93.27,89.0613,93.772,94.8366,DOWN,0
2005-09-01,91.95,92.11,89.1115,93.186,94.8292,DOWN,0
2005-09-02,91.94,91.92,89.1557,92.8,94.8484,UP,1
2005-09-06,93.33,92.15,89.2054,92.682,94.8916,UP,1
2005-09-07,94.55,93.2,89.2644,92.872,94.961,DOWN,0
2005-09-08,92.0,94.3,89.3046,92.754,94.9502,UP,1
2005-09-09,93.94,92.0,89.3583,93.152,94.9702,UP,1
2005-09-12,94.5,93.7,89.4155,93.664,95.0002,UP,1
2005-09-13,96.12,90.49,89.4811,94.222,95.0572,DOWN,0
2005-09-14,94.8,95.87,89.5433,94.272,95.0782,UP,1
2005-09-15,95.52,94.95,89.5996,94.976,95.1188,UP,1
2005-09-16,100.02,95.35,89.6678,96.192,95.24,DOWN,0
2005-09-19,98.25,99.5,89.729,96.942,95.331,DOWN,0
2005-09-20,97.44,98.5,89.7832,97.206,95.3896,DOWN,0
2005-09-21,94.89,97.0,89.8255,97.224,95.3862,DOWN,0
2005-09-22,93.88,93.95,89.8627,96.896,95.36,UP,1
2005-09-23,96.8,94.0,89.9122,96.252,95.3808,DOWN,0
2005-09-26,96.78,99.0,89.9577,95.958,95.4,DOWN,0
2005-09-27,96.51,97.35,90.0017,95.772,95.4118,DOWN,0
2005-09-28,96.23,96.6,90.0432,96.04,95.4022,UP,1
2005-09-29,97.22,96.36,90.0871,96.708,95.4056,UP,1
2005-09-30,97.9,97.47,90.1366,96.928,95.4406,DOWN,0
2005-10-03,96.2,98.5,90.1756,96.812,95.4516,DOWN,0
2005-10-04,95.35,96.15,90.2066,96.58,95.465,DOWN,0
2005-10-05,94.48,95.35,90.2347,96.23,95.3848,DOWN,0
2005-10-06,94.02,94.73,90.2591,95.59,95.316,DOWN,0
2005-10-07,93.8,93.25,90.2802,94.77,95.2426,DOWN,0
2005-10-10,93.0,93.81,90.297,94.13,95.1546,DOWN,0
2005-10-11,91.23,93.0,90.3082,93.306,95.0406,DOWN,0
2005-10-12,91.12,90.65,90.3134,92.634,94.9096,UP,1
2005-10-13,91.72,91.11,90.3217,92.174,94.7864,UP,1
2005-10-14,92.1,92.15,90.3315,91.834,94.6882,DOWN,0
2005-10-17,91.37,92.75,90.3406,91.508,94.5976,DOWN,0
2005-10-18,90.03,91.2,90.3481,91.268,94.4938,UP,1
2005-10-19,91.4,89.9,90.3666,91.324,94.4288,DOWN,0
2005-10-20,90.03,91.0,90.3838,90.986,94.3434,UP,1
2005-10-21,92.55,91.5,90.4123,91.076,94.3012,UP,1
2005-10-24,96.23,92.8,90.46,92.048,94.3338,DOWN,0
2005-10-25,93.9,95.0,90.4912,92.822,94.3124,UP,1
2005-10-26,95.0,93.0,90.5291,93.542,94.3218,UP,1
2005-10-27,95.95,95.0,90.5687,94.726,94.3482,UP,1
2005-10-28,97.3,96.5,90.6183,95.676,94.4008,UP,1
2005-10-31,99.45,97.4,90.6703,96.32,94.4998,DOWN,0
2005-11-01,99.3,99.3,90.7128,97.4,94.5738,UP,1
2005-11-02,100.96,99.05,90.7726,98.592,94.692,DOWN,0
2005-11-03,100.16,100.96,90.8329,99.434,94.8016,UP,1
2005-11-04,100.89,100.16,90.9073,100.152,94.9218,DOWN,0
2005-11-07,100.26,101.14,90.9825,100.314,95.0496,DOWN,0
2005-11-08,98.8,100.06,91.0405,100.214,95.1472,DOWN,0
2005-11-09,98.25,99.02,91.0907,99.672,95.2402,UP,1
2005-11-10,100.63,98.25,91.1626,99.766,95.401,UP,1
2005-11-11,102.86,100.79,91.2482,100.16,95.6192,UP,1
2005-11-14,107.34,103.51,91.3504,101.576,95.9272,DOWN,0
2005-11-15,106.43,107.05,91.452,103.102,96.1892,DOWN,0
2005-11-16,106.38,106.52,91.5589,104.728,96.4258,UP,1
2005-11-17,106.5,106.63,91.6617,105.902,96.7158,DOWN,0
2005-11-18,105.85,106.7,91.7557,106.5,96.954,DOWN,0
2005-11-21,105.67,106.1,91.8467,106.166,97.1774,DOWN,0
2005-11-22,105.17,105.54,91.9321,105.914,97.3584,UP,1
2005-11-23,107.08,104.85,92.0262,106.054,97.604,DOWN,0
2005-11-25,106.78,107.28,92.1159,106.11,97.8292,DOWN,0
2005-11-28,106.44,106.98,92.2002,106.228,97.9576,DOWN,0
2005-11-29,105.87,106.44,92.2818,106.268,98.11,DOWN,0
2005-11-30,105.12,105.5,92.3622,106.258,98.2636,DOWN,0
2005-12-01,104.92,105.62,92.4399,105.826,98.4642,DOWN,0
2005-12-02,103.4,103.5,92.5094,105.15,98.6546,DOWN,0
2005-12-05,102.4,103.34,92.5751,104.342,98.7666,DOWN,0
2005-12-06,101.47,102.8,92.6488,103.462,98.8604,DOWN,0
2005-12-07,100.65,101.36,92.7156,102.568,98.9432,DOWN,0
2005-12-08,100.43,100.8,92.7817,101.67,99.0272,UP,1
2005-12-09,102.22,100.53,92.8541,101.434,99.1272,UP,1
2005-12-12,102.54,102.41,92.9324,101.462,99.22,DOWN,0
2005-12-13,102.06,102.42,93.0077,101.58,99.3372,DOWN,0
2005-12-14,101.95,102.05,93.0809,101.84,99.4692,DOWN,0
2005-12-15,101.2,102.05,93.1546,101.994,99.6036,DOWN,0
2005-12-16,99.49,101.32,93.2129,101.448,99.713,DOWN,0
2005-12-19,97.05,99.51,93.2577,100.35,99.778,UP,1
2005-12-20,99.21,97.33,93.314,99.78,99.9022,UP,1
2005-12-21,99.85,99.44,93.3731,99.36,100.0746,UP,1
2005-12-22,100.96,99.65,93.4354,99.312,100.2714,DOWN,0
2005-12-23,100.89,101.12,93.4961,99.592,100.4548,DOWN,0
2005-12-27,100.34,100.83,93.5477,100.25,100.6196,UP,1
2005-12-28,101.44,100.8,93.6064,100.696,100.821,UP,1
2005-12-29,101.5,101.44,93.669,101.026,101.0504,DOWN,0
2005-12-30,100.35,101.26,93.7303,100.904,101.2294,UP,1
2006-01-03,100.81,100.6,93.7981,100.888,101.445,UP,1
2006-01-04,101.05,100.9,93.866,101.03,101.615,DOWN,0
2006-01-05,100.64,101.3,93.9368,100.87,101.7032,UP,1
2006-01-06,102.29,100.89,94.0183,101.028,101.871,DOWN,0
2006-01-09,102.04,102.2,94.1015,101.366,102.0118,UP,1
2006-01-10,102.24,101.79,94.1781,101.652,102.1376,UP,1
2006-01-11,103.03,102.43,94.2615,102.048,102.2522,DOWN,0
2006-01-12,101.66,103.04,94.34,102.252,102.2964,DOWN,0
2006-01-13,99.45,98.6,94.4117,101.684,102.2994,DOWN,0
2006-01-17,99.26,99.42,94.4897,101.128,102.2654,DOWN,0
2006-01-18,98.42,99.06,94.5578,100.364,102.2306,DOWN,0
2006-01-19,97.44,97.9,94.6213,99.246,102.1616,DOWN,0
2006-01-20,95.42,97.4,94.6745,97.998,102.0648,DOWN,0
2006-01-23,95.03,95.58,94.7199,97.114,101.9894,UP,1
2006-01-24,95.8,95.19,94.772,96.422,101.9404,UP,1
2006-01-25,95.87,96.8,94.825,95.912,101.8452,UP,1
2006-01-26,97.25,95.86,94.8773,95.874,101.733,UP,1
2006-01-27,98.74,98.25,94.9473,96.538,101.561,UP,1
2006-01-30,100.02,100.0,95.0239,97.536,101.4328,DOWN,0
2006-01-31,96.65,98.0,95.0849,97.706,101.2382,UP,1
2006-02-01,98.4,97.65,95.1468,98.212,101.0762,DOWN,0
2006-02-02,98.26,98.0,95.2175,98.414,100.9244,DOWN,0
2006-02-03,97.64,98.26,95.2912,98.194,100.7638,DOWN,0
2006-02-06,97.45,97.8,95.3657,97.68,100.6094,UP,1
2006-02-07,97.6,97.85,95.4328,97.87,100.4198,DOWN,0
2006-02-08,97.53,97.59,95.4987,97.696,100.2348,DOWN,0
2006-02-09,97.46,97.1,95.5739,97.536,100.0552,DOWN,0
2006-02-10,97.42,97.3,95.6478,97.492,99.8862,DOWN,0
2006-02-13,97.33,97.45,95.7231,97.468,99.7304,UP,1
2006-02-14,99.5,97.63,95.8096,97.848,99.622,UP,1
2006-02-15,100.29,100.15,95.8924,98.4,99.5598,UP,1
2006-02-16,100.54,100.39,95.979,99.016,99.5226,DOWN,0
2006-02-17,99.37,100.65,96.0512,99.406,99.4806,DOWN,0
2006-02-21,99.18,98.77,96.1193,99.776,99.4512,UP,1
2006-02-22,100.75,99.18,96.1923,100.026,99.4576,DOWN,0
2006-02-23,99.44,100.5,96.254,99.856,99.402,UP,1
2006-02-24,100.18,98.92,96.3212,99.784,99.3548,DOWN,0
2006-02-27,100.0,100.18,96.3826,99.91,99.3136,DOWN,0
2006-02-28,99.04,99.75,96.4446,99.882,99.2554,DOWN,0
2006-03-01,98.28,99.25,96.5086,99.388,99.197,UP,1
2006-03-02,99.47,98.16,96.5775,99.394,99.1966,DOWN,0
2006-03-03,97.72,99.22,96.6361,98.902,99.21,DOWN,0
2006-03-06,96.8,97.8,96.6861,98.262,99.1618,UP,1
2006-03-07,96.87,96.85,96.7335,97.828,99.1022,DOWN,0
2006-03-08,96.55,96.62,96.7785,97.482,99.014,UP,1
2006-03-09,96.66,96.79,96.8215,96.92,98.9294,DOWN,0
2006-03-10,96.45,96.52,96.8571,96.666,98.8516,DOWN,0
2006-03-13,96.36,96.55,96.8962,96.578,98.75,UP,1
2006-03-14,96.61,96.5,96.9358,96.526,98.6522,DOWN,0
2006-03-15,96.28,96.85,96.9723,96.472,98.5708,UP,1
2006-03-16,96.33,96.55,97.0065,96.406,98.4812,DOWN,0
2006-03-17,96.04,96.1,97.0343,96.324,98.381,DOWN,0
2006-03-20,95.87,95.1,97.0596,96.226,98.2856,DOWN,0
2006-03-21,95.21,95.8,97.0815,95.946,98.144,DOWN,0
2006-03-22,95.0,95.33,97.0993,95.69,98.0032,DOWN,0
2006-03-23,92.84,94.75,97.1019,94.992,97.8152,DOWN,0
2006-03-24,92.21,92.84,97.1081,94.226,97.5988,DOWN,0
2006-03-27,91.51,92.22,97.1159,93.354,97.3958,UP,1
2006-03-28,91.55,91.35,97.1286,92.622,97.2378,UP,1
2006-03-29,92.64,90.63,97.1441,92.15,97.1054,DOWN,0
2006-03-30,92.44,92.5,97.1573,92.07,96.9858,UP,1
2006-03-31,93.37,92.15,97.1749,92.302,96.9044,UP,1
2006-04-03,93.8,93.62,97.186,92.76,96.872,DOWN,0
2006-04-04,93.77,93.9,97.1951,93.204,96.8468,UP,1
2006-04-05,94.06,93.72,97.2069,93.488,96.812,DOWN,0
2006-04-06,93.7,94.06,97.2128,93.74,96.7686,DOWN,0
2006-04-07,93.14,93.95,97.2169,93.694,96.6864,DOWN,0
2006-04-10,92.76,93.14,97.2258,93.486,96.5668,DOWN,0
2006-04-11,91.73,92.96,97.2286,93.078,96.401,DOWN,0
2006-04-12,91.22,91.6,97.2293,92.51,96.2924,DOWN,0
2006-04-13,91.2,91.0,97.2226,92.01,96.1484,DOWN,0
2006-04-17,91.02,91.2,97.213,91.586,96.0036,UP,1
2006-04-18,91.76,91.27,97.2068,91.386,95.886,UP,1
2006-04-19,93.26,91.66,97.2068,91.692,95.8022,UP,1
2006-04-20,93.27,93.2,97.2044,92.102,95.7156,DOWN,0
2006-04-21,92.89,93.51,97.2014,92.44,95.6228,UP,1
2006-04-24,93.89,93.5,97.201,93.014,95.5514,DOWN,0
2006-04-25,90.0,89.0,97.1825,92.662,95.403,UP,1
2006-04-26,90.02,90.01,97.1601,92.014,95.2568,DOWN,0
2006-04-27,89.08,89.5,97.1302,91.176,95.0484,UP,1
2006-04-28,91.0,91.5,97.1092,90.798,94.8626,DOWN,0
2006-05-01,90.3,91.1,97.0819,90.08,94.6578,UP,1
2006-05-02,90.75,90.52,97.0566,90.23,94.4854,DOWN,0
2006-05-03,89.25,90.75,97.0232,90.076,94.2868,UP,1
2006-05-04,90.79,89.7,96.9936,90.418,94.0876,UP,1
2006-05-05,92.01,91.04,96.9684,90.62,93.939,UP,1
2006-05-08,92.68,91.7,96.9511,91.096,93.789,UP,1
2006-05-09,92.8,92.5,96.9368,91.506,93.645,UP,1
2006-05-10,93.3,92.55,96.9299,92.316,93.5302,DOWN,0
2006-05-11,92.15,93.31,96.8982,92.588,93.4076,DOWN,0
2006-05-12,91.85,92.08,96.8702,92.556,93.2552,UP,1
2006-05-15,92.15,91.15,96.8436,92.45,93.1438,DOWN,0
2006-05-16,91.96,92.1,96.8164,92.282,93.047,DOWN,0
2006-05-17,91.41,91.97,96.7888,91.904,92.9378,DOWN,0
2006-05-18,91.1,91.61,96.7559,91.694,92.8288,DOWN,0
2006-05-19,91.04,91.46,96.7217,91.532,92.7164,DOWN,0
2006-05-22,91.0,90.79,96.6917,91.302,92.6074,DOWN,0
2006-05-23,90.81,91.25,96.6662,91.072,92.4964,DOWN,0
2006-05-24,89.21,90.7,96.6362,90.632,92.3484,UP,1
2006-05-25,89.27,89.73,96.6093,90.266,92.2082,UP,1
2006-05-26,89.33,89.37,96.5844,89.924,92.0682,DOWN,0
2006-05-30,87.95,88.89,96.5509,89.314,91.9064,UP,1
2006-05-31,89.35,88.3,96.5246,89.022,91.776,UP,1
2006-06-01,90.83,89.36,96.5039,89.346,91.6884,DOWN,0
2006-06-02,90.64,90.99,96.4845,89.62,91.6012,DOWN,0
2006-06-05,88.68,90.39,96.4547,89.49,91.518,UP,1
2006-06-06,89.51,89.03,96.4289,89.802,91.464,UP,1
2006-06-07,89.57,89.76,96.4043,89.846,91.4252,UP,1
2006-06-08,90.6,89.47,96.3793,89.8,91.4062,DOWN,0
2006-06-09,89.81,90.59,96.3531,89.634,91.3496,DOWN,0
2006-06-12,88.86,90.0,96.324,89.67,91.278,DOWN,0
2006-06-13,87.76,88.86,96.2884,89.32,91.1658,DOWN,0
2006-06-14,86.33,87.91,96.2507,88.672,91.0164,UP,1
2006-06-15,87.35,86.58,96.2178,88.022,90.888,UP,1
2006-06-16,87.43,87.0,96.187,87.546,90.7554,DOWN,0
2006-06-19,87.01,87.73,96.1591,87.176,90.6216,DOWN,0
2006-06-20,86.77,86.92,96.1332,86.978,90.4942,UP,1
2006-06-21,87.56,87.3,96.1113,87.224,90.3902,DOWN,0
2006-06-22,86.35,87.1,96.0764,87.024,90.2826,DOWN,0
2006-06-23,85.87,86.15,96.033,86.712,90.1756,UP,1
2006-06-26,87.22,85.8,96.0091,86.754,90.096,DOWN,0
2006-06-27,86.75,87.22,95.9731,86.75,90.0106,DOWN,0
2006-06-28,86.16,86.85,95.9314,86.47,89.8986,UP,1
2006-06-29,87.1,86.66,95.8863,86.62,89.7754,DOWN,0
2006-06-30,86.57,87.3,95.8452,86.76,89.6414,UP,1
2006-07-03,87.75,88.47,95.8063,86.866,89.5386,DOWN,0
2006-07-05,86.87,87.75,95.7406,86.89,89.3982,UP,1
2006-07-06,88.34,87.04,95.691,87.326,89.365,UP,1
2006-07-07,88.39,87.94,95.6458,87.584,89.3324,UP,1
2006-07-10,89.93,91.97,95.621,88.256,89.3494,DOWN,0
2006-07-11,89.9,89.76,95.6011,88.686,89.3274,UP,1
2006-07-12,90.23,89.72,95.5682,89.358,89.326,DOWN,0
2006-07-13,89.51,90.23,95.5319,89.592,89.3012,DOWN,0
2006-07-14,89.16,89.26,95.4951,89.746,89.2994,DOWN,0
2006-07-17,88.15,89.36,95.4547,89.39,89.2466,DOWN,0
2006-07-18,87.23,88.7,95.4048,88.856,89.151,UP,1
2006-07-19,88.05,87.22,95.3555,88.42,89.0584,UP,1
2006-07-20,89.36,88.4,95.3213,88.39,88.9896,DOWN,0
2006-07-21,89.25,88.96,95.2908,88.408,88.9086,UP,1
2006-07-24,91.13,89.87,95.2741,89.004,88.8882,UP,1
2006-07-25,92.91,91.0,95.2685,90.14,88.9094,UP,1
2006-07-26,95.14,93.59,95.2752,91.558,88.9692,DOWN,0
2006-07-27,93.88,95.54,95.2796,92.462,89.0076,UP,1
2006-07-28,95.25,94.38,95.2997,93.662,89.0844,DOWN,0
2006-07-31,94.61,95.0,95.3172,94.358,89.1546,DOWN,0
2006-08-01,93.14,94.55,95.3243,94.404,89.1966,DOWN,0
2006-08-02,92.02,93.14,95.3239,93.78,89.217,DOWN,0
2006-08-03,91.93,92.15,95.3267,93.39,89.2394,UP,1
2006-08-04,92.56,92.6,95.3393,92.852,89.3064,DOWN,0
2006-08-07,91.85,92.31,95.3416,92.3,89.358,DOWN,0
2006-08-08,91.84,92.3,95.3506,92.04,89.4082,DOWN,0
2006-08-09,91.75,92.0,95.3466,91.986,89.4842,DOWN,0
2006-08-10,91.64,91.6,95.3237,91.928,89.53,UP,1
2006-08-11,91.75,91.39,95.3129,91.766,89.5484,UP,1
2006-08-14,93.11,92.4,95.3035,92.018,89.5978,UP,1
2006-08-15,93.63,93.8,95.2919,92.376,89.6968,UP,1
2006-08-16,94.29,93.88,95.2768,92.884,89.7924,UP,1
2006-08-17,95.76,94.29,95.2584,93.708,89.9162,DOWN,0
2006-08-18,95.01,95.6,95.2369,94.36,90.0044,DOWN,0
2006-08-21,94.85,95.0,95.2064,94.708,90.1052,DOWN,0
2006-08-22,93.77,94.85,95.1744,94.736,90.2034,DOWN,0
2006-08-23,92.88,94.1,95.1344,94.454,90.3058,DOWN,0
2006-08-24,91.75,92.9,95.0918,93.652,90.4142,DOWN,0
2006-08-25,90.07,91.35,95.0482,92.664,90.4686,UP,1
2006-08-28,91.37,90.07,95.0138,91.968,90.5474,UP,1
2006-08-29,92.45,91.7,94.9729,91.704,90.6562,UP,1
2006-08-30,92.71,92.7,94.9221,91.67,90.775,UP,1
2006-08-31,93.98,93.21,94.8553,92.116,90.9034,UP,1
2006-09-01,94.53,95.0,94.7958,93.008,91.067,DOWN,0
2006-09-05,94.0,94.78,94.7339,93.534,91.2296,DOWN,0
2006-09-06,93.11,93.1,94.667,93.666,91.3474,UP,1
2006-09-07,93.31,93.11,94.6043,93.786,91.4786,UP,1
2006-09-08,94.77,93.45,94.5498,93.944,91.6508,UP,1
2006-09-11,97.03,94.67,94.5091,94.444,91.8494,UP,1
2006-09-12,98.72,97.89,94.4673,95.388,92.0924,UP,1
2006-09-13,99.63,98.8,94.4315,96.692,92.33,DOWN,0
2006-09-14,98.88,99.38,94.3937,97.806,92.5702,DOWN,0
2006-09-15,98.8,99.87,94.3584,98.612,92.7794,DOWN,0
2006-09-18,98.3,98.8,94.3243,98.866,92.9776,DOWN,0
2006-09-19,97.27,98.1,94.286,98.576,93.1244,UP,1
2006-09-20,98.1,97.97,94.2595,98.27,93.2884,DOWN,0
2006-09-21,97.43,98.3,94.2347,97.98,93.4324,DOWN,0
2006-09-22,96.97,97.44,94.2122,97.614,93.5816,UP,1
2006-09-25,97.78,97.35,94.1978,97.51,93.754,UP,1
2006-09-26,98.94,97.87,94.1904,97.844,93.9698,DOWN,0
2006-09-27,97.94,98.7,94.169,97.812,94.184,UP,1
2006-09-28,98.63,97.95,94.1494,98.052,94.3956,DOWN,0
2006-09-29,97.53,99.0,94.1268,98.164,94.559,DOWN,0
2006-10-02,96.92,97.54,94.1016,97.992,94.7124,UP,1
2006-10-03,99.77,96.92,94.0945,98.158,94.8852,DOWN,0
2006-10-04,99.63,99.52,94.0952,98.496,95.0196,DOWN,0
2006-10-05,99.26,99.4,94.1062,98.622,95.102,DOWN,0
2006-10-06,98.87,99.2,94.1045,98.89,95.2018,UP,1
2006-10-09,99.49,99.12,94.1027,99.404,95.2866,DOWN,0
2006-10-10,99.31,99.3,94.0945,99.312,95.3806,DOWN,0
2006-10-11,98.75,98.3,94.0838,99.136,95.4928,UP,1
2006-10-12,98.85,98.73,94.0763,99.054,95.6294,UP,1
2006-10-13,100.46,99.1,94.0714,99.372,95.8,DOWN,0
2006-10-16,100.35,100.64,94.0657,99.544,95.9558,DOWN,0
2006-10-17,100.33,99.59,94.0656,99.748,96.1254,UP,1
2006-10-18,100.67,101.0,94.0649,100.132,96.302,DOWN,0
2006-10-19,99.58,100.87,94.0575,100.278,96.4586,UP,1
2006-10-20,100.03,99.57,94.0545,100.192,96.6264,UP,1
2006-10-23,100.51,99.93,94.0456,100.224,96.8016,UP,1
2006-10-24,101.2,100.62,94.0414,100.398,96.9634,DOWN,0
2006-10-25,100.33,101.58,94.0318,100.33,97.0974,UP,1
2006-10-26,101.42,100.41,94.0238,100.698,97.24,DOWN,0
2006-10-27,99.31,101.02,94.012,100.554,97.311,UP,1
2006-10-30,99.4,99.06,94.0118,100.332,97.3988,DOWN,0
2006-10-31,99.18,99.85,94.0114,99.928,97.4854,DOWN,0
2006-11-01,98.56,99.4,94.0121,99.574,97.5812,UP,1
2006-11-02,99.22,98.49,94.021,99.134,97.708,UP,1
2006-11-03,99.3,99.38,94.0404,99.132,97.859,UP,1
2006-11-06,100.4,99.65,94.0672,99.332,98.0656,UP,1
2006-11-07,100.98,100.64,94.0931,99.692,98.2578,DOWN,0
2006-11-08,100.93,100.41,94.1184,100.166,98.4274,UP,1
2006-11-09,101.0,101.43,94.1372,100.522,98.5932,UP,1
2006-11-10,101.45,101.32,94.1507,100.952,98.7426,UP,1
2006-11-13,102.06,102.0,94.1609,101.284,98.8932,UP,1
2006-11-14,102.36,102.12,94.1895,101.56,99.0604,DOWN,0
2006-11-15,101.41,102.06,94.2045,101.656,99.2264,UP,1
2006-11-16,102.51,102.12,94.2258,101.958,99.4104,DOWN,0
2006-11-17,101.55,102.51,94.2453,101.978,99.546,DOWN,0
2006-11-20,101.11,101.95,94.2636,101.788,99.6276,DOWN,0
2006-11-21,100.21,100.89,94.2767,101.358,99.6574,DOWN,0
2006-11-22,100.1,100.1,94.2895,101.096,99.6668,UP,1
2006-11-24,100.16,99.74,94.303,100.626,99.6924,DOWN,0
2006-11-27,98.08,99.91,94.3063,99.932,99.678,DOWN,0
2006-11-28,97.91,98.02,94.3092,99.292,99.6702,UP,1
2006-11-29,99.01,98.39,94.3068,99.052,99.705,DOWN,0
2006-11-30,98.41,98.88,94.2974,98.714,99.7112,UP,1
2006-12-01,98.45,98.5,94.2869,98.372,99.7316,UP,1
2006-12-04,99.28,98.45,94.2865,98.612,99.7778,UP,1
2006-12-05,99.76,99.64,94.2894,98.982,99.8174,DOWN,0
