ticker,RE US Equity,RE US Equity,RE US Equity,RE US Equity,RE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2000-02-09,25.0625,25.0,27.6972,24.975,24.1625,DOWN,0
2000-02-10,23.375,24.875,27.6578,24.6875,24.155,DOWN,0
2000-02-11,22.375,23.375,27.6175,24.175,24.12,DOWN,0
2000-02-14,22.0,22.3125,27.5759,23.575,24.0775,UP,1
2000-02-15,22.4375,21.25,27.5322,23.05,24.0513,UP,1
2000-02-16,24.0,22.4375,27.4984,22.8375,24.055,UP,1
2000-02-17,27.0,24.5,27.4763,23.5625,24.115,DOWN,0
2000-02-18,26.125,27.0,27.4509,24.3125,24.1688,DOWN,0
2000-02-22,25.0,25.0,27.42,24.9125,24.2163,UP,1
2000-02-23,25.875,25.0,27.3922,25.6,24.2688,DOWN,0
2000-02-24,24.0,25.9375,27.3491,25.6,24.28,DOWN,0
2000-02-25,23.3125,24.25,27.2947,24.8625,24.2875,UP,1
2000-02-28,24.4375,23.5,27.2463,24.525,24.3113,UP,1
2000-02-29,24.5625,24.6875,27.2041,24.4375,24.3475,UP,1
2000-03-01,25.375,24.8125,27.1691,24.3375,24.4,DOWN,0
2000-03-02,25.0,25.3125,27.1347,24.5375,24.4488,UP,1
2000-03-03,26.5625,25.1875,27.1025,25.1875,24.52,DOWN,0
2000-03-06,25.875,26.4375,27.0656,25.475,24.5813,DOWN,0
2000-03-07,25.6875,26.0,27.0259,25.7,24.6438,DOWN,0
2000-03-08,24.375,25.75,26.9853,25.5,24.6825,UP,1
2000-03-09,24.6875,24.625,26.9444,25.4375,24.7188,DOWN,0
2000-03-10,23.875,24.1875,26.8988,24.9,24.7463,UP,1
2000-03-13,24.9375,24.0,26.8622,24.7125,24.8038,UP,1
2000-03-14,25.125,24.75,26.8234,24.6,24.86,UP,1
2000-03-15,26.5,25.125,26.7969,25.025,24.9525,UP,1
2000-03-16,29.125,26.75,26.7844,25.9125,25.0988,DOWN,0
2000-03-17,27.625,29.0,26.7588,26.6625,25.1863,UP,1
2000-03-20,28.0,27.625,26.7363,27.275,25.26,UP,1
2000-03-21,28.25,27.75,26.7159,27.9,25.3125,DOWN,0
2000-03-22,27.9375,28.0,26.6994,28.1875,25.3612,UP,1
2000-03-23,29.125,28.1875,26.6859,28.1875,25.4325,UP,1
2000-03-24,29.25,29.125,26.6728,28.5125,25.505,DOWN,0
2000-03-27,28.125,29.25,26.6547,28.5375,25.5525,UP,1
2000-03-28,28.8125,28.375,26.6378,28.65,25.6,UP,1
2000-03-29,29.375,28.875,26.6225,28.9375,25.6588,UP,1
2000-03-30,30.25,29.4375,26.6084,29.1625,25.7425,UP,1
2000-03-31,32.625,29.625,26.6063,29.8375,25.8738,DOWN,0
2000-04-03,31.25,32.4375,26.5984,30.4625,25.9675,DOWN,0
2000-04-04,30.75,31.625,26.5909,30.85,26.0738,DOWN,0
2000-04-05,30.6875,30.5,26.5822,31.1125,26.1838,DOWN,0
2000-04-06,30.25,30.6875,26.5763,31.1125,26.2938,DOWN,0
2000-04-07,30.125,30.625,26.5719,30.6125,26.3913,DOWN,0
2000-04-10,29.8125,30.25,26.5644,30.325,26.485,DOWN,0
2000-04-11,29.5,30.375,26.5581,30.075,26.5713,DOWN,0
2000-04-12,29.4375,29.375,26.5409,29.825,26.6538,UP,1
2000-04-13,29.625,29.625,26.5259,29.7,26.7463,DOWN,0
2000-04-14,27.75,29.625,26.4984,29.225,26.805,UP,1
2000-04-17,28.4375,27.75,26.4747,28.95,26.875,UP,1
2000-04-18,29.0,28.3125,26.4566,28.85,26.955,UP,1
2000-04-19,29.375,29.25,26.4403,28.8375,27.0413,DOWN,0
2000-04-20,29.0625,29.375,26.4181,28.725,27.1213,UP,1
2000-04-24,30.6875,28.875,26.4116,29.3125,27.2675,DOWN,0
2000-04-25,30.125,30.6875,26.4,29.65,27.4225,DOWN,0
2000-04-26,29.4375,30.125,26.3834,29.7375,27.5713,DOWN,0
2000-04-27,29.0,29.375,26.3659,29.6625,27.7025,UP,1
2000-04-28,29.25,29.125,26.3506,29.7,27.8075,UP,1
2000-05-01,30.875,29.6875,26.3328,29.7375,27.885,DOWN,0
2000-05-02,29.75,30.0,26.3066,29.6625,27.9575,DOWN,0
2000-05-03,29.375,29.75,26.28,29.65,28.045,UP,1
2000-05-04,31.1875,29.5625,26.2616,30.0875,28.1513,UP,1
2000-05-05,32.0625,31.1875,26.2522,30.65,28.3125,DOWN,0
2000-05-08,31.875,31.9375,26.2478,30.85,28.4838,DOWN,0
2000-05-09,31.25,31.9375,26.2388,31.15,28.62,DOWN,0
2000-05-10,31.0,31.125,26.2241,31.475,28.7488,DOWN,0
2000-05-11,30.8125,31.1875,26.2131,31.4,28.8575,UP,1
2000-05-12,31.1875,31.0625,26.2078,31.225,28.9813,UP,1
2000-05-15,33.0,31.25,26.2166,31.45,29.11,UP,1
2000-05-16,35.0,33.5,26.2306,32.2,29.2925,DOWN,0
2000-05-17,34.25,34.875,26.2422,32.85,29.4638,DOWN,0
2000-05-18,33.5,34.25,26.2528,33.3875,29.6463,UP,1
2000-05-19,34.0625,33.75,26.2703,33.9625,29.8338,UP,1
2000-05-22,34.4375,34.1875,26.29,34.25,30.045,DOWN,0
2000-05-23,34.125,34.1875,26.3094,34.075,30.2288,UP,1
2000-05-24,34.9375,34.375,26.3338,34.2125,30.425,DOWN,0
2000-05-25,33.75,34.875,26.3503,34.2625,30.57,UP,1
2000-05-26,33.8125,33.625,26.3684,34.2125,30.6638,UP,1
2000-05-30,35.0,33.8125,26.3934,34.325,30.8113,DOWN,0
2000-05-31,34.0,35.0,26.4144,34.3,30.9313,DOWN,0
2000-06-01,33.6875,34.0,26.4328,34.05,31.04,UP,1
2000-06-02,35.3125,33.875,26.4597,34.3625,31.1875,DOWN,0
2000-06-05,34.75,35.0625,26.485,34.55,31.3,DOWN,0
2000-06-06,32.9375,34.5625,26.5031,34.1375,31.3738,UP,1
2000-06-07,33.375,33.375,26.5222,34.0125,31.4788,UP,1
2000-06-08,33.5,33.875,26.5447,33.975,31.5725,UP,1
2000-06-09,33.5625,33.4375,26.5678,33.625,31.6563,UP,1
2000-06-12,33.875,33.5,26.5916,33.45,31.7288,UP,1
2000-06-13,34.0,33.875,26.6191,33.6625,31.7563,DOWN,0
2000-06-14,33.25,34.125,26.6456,33.6375,31.7963,DOWN,0
2000-06-15,33.0,33.5,26.6719,33.5375,31.8413,DOWN,0
2000-06-16,32.875,32.9375,26.6972,33.4,31.885,UP,1
2000-06-19,35.625,33.0,26.7353,33.75,31.9925,DOWN,0
2000-06-20,34.9375,35.5,26.7675,33.9375,32.0888,DOWN,0
2000-06-21,33.3125,35.0,26.7913,33.95,32.1588,DOWN,0
2000-06-22,32.1875,33.5625,26.81,33.7875,32.2125,DOWN,0
2000-06-23,31.9375,32.3125,26.8284,33.6,32.2625,UP,1
2000-06-26,32.25,32.1875,26.8494,32.925,32.315,UP,1
2000-06-27,33.1875,32.1875,26.8794,32.575,32.4238,UP,1
2000-06-28,33.4375,33.375,26.9116,32.6,32.5238,UP,1
2000-06-29,33.6875,33.25,26.9453,32.9,32.6175,DOWN,0
2000-06-30,32.875,33.5625,26.9741,33.0875,32.6875,DOWN,0
2000-07-03,32.625,32.75,27.0025,33.1625,32.7588,UP,1
2000-07-05,33.375,32.75,27.0381,33.2,32.8125,DOWN,0
2000-07-06,33.0625,33.5625,27.0763,33.125,32.8713,UP,1
2000-07-07,34.5,33.125,27.1256,33.2875,32.9725,UP,1
2000-07-10,35.375,34.3125,27.1856,33.7875,33.1,DOWN,0
2000-07-11,34.875,35.25,27.2422,34.2375,33.2125,UP,1
2000-07-12,37.25,35.0625,27.3097,35.0125,33.34,DOWN,0
2000-07-13,37.1875,37.4375,27.3778,35.8375,33.4888,UP,1
2000-07-14,37.25,37.125,27.4528,36.3875,33.6463,DOWN,0
2000-07-17,37.25,37.5,27.52,36.7625,33.7675,DOWN,0
2000-07-18,35.9375,37.0,27.5834,36.975,33.845,DOWN,0
2000-07-19,35.4375,35.9375,27.6431,36.6125,33.9163,UP,1
2000-07-20,36.4375,35.1875,27.7094,36.4625,34.02,DOWN,0
2000-07-21,35.8125,36.1875,27.7756,36.175,34.1163,DOWN,0
2000-07-24,35.625,35.875,27.8409,35.85,34.2125,UP,1
2000-07-25,36.5625,34.875,27.9088,35.975,34.32,UP,1
2000-07-26,39.1875,37.25,27.9888,36.725,34.4438,DOWN,0
2000-07-27,39.0,39.0,28.0691,37.2375,34.5238,UP,1
2000-07-28,39.375,38.9375,28.1547,37.95,34.6263,UP,1
2000-07-31,39.6875,39.5625,28.2447,38.7625,34.75,UP,1
2000-08-01,40.125,39.5625,28.3378,39.475,34.8713,UP,1
2000-08-02,40.3125,40.0625,28.4353,39.7,34.9888,DOWN,0
2000-08-03,40.0,40.0625,28.5266,39.9,35.1063,UP,1
2000-08-04,42.25,40.1875,28.6297,40.475,35.2525,UP,1
2000-08-07,43.1875,42.875,28.7338,41.175,35.4412,UP,1
2000-08-08,43.9375,43.4375,28.8359,41.9375,35.6438,DOWN,0
2000-08-09,43.125,43.9375,28.9291,42.5,35.8063,DOWN,0
2000-08-10,41.875,42.9375,29.0166,42.875,35.9638,UP,1
2000-08-11,42.6875,41.875,29.1078,42.9625,36.1438,UP,1
2000-08-14,43.5,42.9375,29.1969,43.025,36.3075,DOWN,0
2000-08-15,42.0,43.25,29.2781,42.6375,36.4525,DOWN,0
2000-08-16,40.375,42.0,29.3534,42.0875,36.6013,UP,1
2000-08-17,40.9375,40.5625,29.4331,41.9,36.7525,DOWN,0
2000-08-18,40.75,41.25,29.5122,41.5125,36.8975,DOWN,0
2000-08-21,40.375,40.1875,29.5875,40.8875,37.0338,DOWN,0
2000-08-22,40.0625,40.5625,29.6525,40.5,37.1575,DOWN,0
2000-08-23,40.0,40.25,29.7222,40.425,37.2775,UP,1
2000-08-24,40.375,40.0,29.7963,40.3125,37.42,DOWN,0
2000-08-25,39.875,40.1875,29.8688,40.1375,37.5575,UP,1
2000-08-28,40.125,39.8125,29.9463,40.0875,37.7025,UP,1
2000-08-29,41.0,40.0,30.0263,40.275,37.81,UP,1
2000-08-30,41.5625,41.0,30.1094,40.5875,37.9425,DOWN,0
2000-08-31,40.25,41.75,30.1816,40.5625,38.0813,DOWN,0
2000-09-01,39.75,40.5625,30.255,40.5375,38.2325,UP,1
2000-09-05,40.9375,39.75,30.3378,40.7,38.4125,UP,1
2000-09-06,41.6875,40.4375,30.4234,40.8375,38.6013,DOWN,0
2000-09-07,41.5625,41.5625,30.5106,40.8375,38.7688,UP,1
2000-09-08,43.125,41.6875,30.6063,41.4125,38.9625,UP,1
2000-09-11,45.25,43.125,30.7159,42.5125,39.1938,UP,1
2000-09-12,45.375,45.5,30.8269,43.4,39.4438,DOWN,0
2000-09-13,44.5,45.375,30.9309,43.9625,39.6813,UP,1
2000-09-14,45.8125,44.6875,31.0413,44.8125,39.93,DOWN,0
2000-09-15,45.0625,45.75,31.1459,45.2,40.17,DOWN,0
2000-09-18,44.0625,45.0,31.2456,44.9625,40.3613,UP,1
2000-09-19,44.25,44.0625,31.3481,44.7375,40.5388,UP,1
2000-09-20,45.5,44.3125,31.4566,44.9375,40.7513,UP,1
2000-09-21,47.25,45.3125,31.5728,45.225,40.9513,UP,1
2000-09-22,47.3125,46.5,31.6922,45.675,41.1538,DOWN,0
2000-09-25,46.625,47.1875,31.8122,46.1875,41.3413,UP,1
2000-09-26,46.75,46.625,31.9297,46.6875,41.5313,DOWN,0
2000-09-27,46.625,46.9375,32.0456,46.9125,41.745,UP,1
2000-09-28,47.875,46.75,32.1703,47.0375,41.9938,UP,1
2000-09-29,49.5,48.125,32.3016,47.475,42.255,DOWN,0
2000-10-02,49.3125,49.5,32.4344,48.0125,42.525,DOWN,0
2000-10-03,48.0,49.0625,32.5606,48.2625,42.7725,DOWN,0
2000-10-04,48.0,48.0,32.6878,48.5375,43.0013,UP,1
2000-10-05,48.4375,48.0,32.815,48.65,43.1863,DOWN,0
2000-10-06,47.5625,48.4375,32.9388,48.2625,43.3575,DOWN,0
2000-10-09,47.5,47.375,33.0634,47.9,43.52,DOWN,0
2000-10-10,46.25,47.5,33.1825,47.55,43.6513,UP,1
2000-10-11,46.875,45.75,33.3025,47.325,43.7863,DOWN,0
2000-10-12,45.6875,47.0,33.4184,46.775,43.8938,UP,1
2000-10-13,45.875,45.5,33.5375,46.4375,44.0112,UP,1
2000-10-16,46.5,45.9375,33.6584,46.2375,44.0963,DOWN,0
2000-10-17,46.0,46.5625,33.7791,46.1875,44.1525,UP,1
2000-10-18,47.8125,45.9375,33.9091,46.375,44.23,UP,1
2000-10-19,47.9375,47.9375,34.0325,46.825,44.3263,UP,1
2000-10-20,48.25,48.0,34.1522,47.3,44.4538,UP,1
2000-10-23,50.75,48.1875,34.2778,48.15,44.615,UP,1
2000-10-24,54.0625,53.0,34.4206,49.7625,44.8263,DOWN,0
2000-10-25,54.0,53.8125,34.5628,51.0,45.0662,DOWN,0
2000-10-26,53.6875,53.875,34.7031,52.15,45.3325,UP,1
2000-10-27,54.375,53.75,34.8463,53.375,45.6013,UP,1
2000-10-30,57.0,54.25,34.9991,54.625,45.9263,UP,1
2000-10-31,58.625,56.875,35.16,55.5375,46.2913,DOWN,0
2000-11-01,56.3125,58.25,35.3113,56.0,46.6163,DOWN,0
2000-11-02,55.4375,56.5625,35.4581,56.35,46.925,DOWN,0
2000-11-03,54.1875,55.6875,35.5963,56.3125,47.2013,UP,1
2000-11-06,57.4375,54.375,35.7563,56.4,47.5525,UP,1
2000-11-07,59.0,58.0625,35.9253,56.475,47.93,UP,1
2000-11-08,59.625,59.5,36.0997,57.1375,48.3025,UP,1
2000-11-09,60.0,60.0,36.2734,58.05,48.6713,UP,1
2000-11-10,61.25,60.0,36.4541,59.4625,49.0913,DOWN,0
2000-11-13,60.5,60.5,36.6306,60.075,49.5063,UP,1
2000-11-14,61.1875,60.75,36.81,60.5125,49.9113,UP,1
2000-11-15,61.25,61.1875,36.9913,60.8375,50.3025,DOWN,0
2000-11-16,59.3125,60.625,37.1638,60.7,50.6575,DOWN,0
2000-11-17,58.8125,59.75,37.3331,60.2125,50.9713,DOWN,0
2000-11-20,58.75,59.0625,37.5019,59.8625,51.2413,DOWN,0
2000-11-21,58.5625,58.5,37.6694,59.3375,51.505,DOWN,0
2000-11-22,57.9375,59.0,37.8338,58.675,51.7738,UP,1
2000-11-24,58.75,57.9375,38.0106,58.5625,52.0325,DOWN,0
2000-11-27,58.375,59.0,38.1906,58.475,52.2988,UP,1
2000-11-28,58.9375,58.4375,38.3753,58.5125,52.5963,UP,1
2000-11-29,60.0,59.0,38.5631,58.8,52.9113,UP,1
2000-11-30,60.1875,60.6875,38.7441,59.25,53.205,UP,1
2000-12-01,61.3125,60.1875,38.9156,59.7625,53.4863,DOWN,0
2000-12-04,61.0625,61.5625,39.0903,60.3,53.7613,UP,1
2000-12-05,62.4375,61.3125,39.2775,61.0,54.0775,UP,1
2000-12-06,63.5625,62.5,39.4659,61.7125,54.4138,UP,1
2000-12-07,65.0625,62.5625,39.6713,62.6875,54.7825,UP,1
2000-12-08,66.6875,65.0625,39.8881,63.7625,55.1588,DOWN,0
2000-12-11,65.5,66.4375,40.0934,64.65,55.4788,DOWN,0
2000-12-12,64.375,65.5,40.2925,65.0375,55.78,UP,1
2000-12-13,65.125,64.5,40.4913,65.35,56.1225,UP,1
2000-12-14,65.4375,65.375,40.6934,65.425,56.4713,DOWN,0
2000-12-15,65.25,65.1875,40.8869,65.1375,56.8075,UP,1
2000-12-18,67.5,65.6875,41.095,65.5375,57.2063,DOWN,0
2000-12-19,65.625,67.6875,41.2947,65.7875,57.5688,DOWN,0
2000-12-20,65.0,65.375,41.4978,65.7625,57.9438,UP,1
2000-12-21,66.8125,64.875,41.7084,66.0375,58.3425,UP,1
2000-12-22,72.0,67.0625,41.9491,67.3875,58.8688,UP,1
2000-12-26,73.0,72.0625,42.1894,68.4875,59.4113,UP,1
2000-12-27,73.9375,73.0,42.4334,70.15,59.96,DOWN,0
2000-12-28,73.625,74.0,42.6691,71.875,60.5125,DOWN,0
2000-12-29,71.625,73.5,42.8816,72.8375,60.9888,DOWN,0
2001-01-02,68.875,70.0625,43.0878,72.2125,61.4075,DOWN,0
2001-01-03,68.5625,68.625,43.2906,71.325,61.8138,DOWN,0
2001-01-04,62.25,68.625,43.4606,68.9875,62.0438,DOWN,0
2001-01-05,60.125,62.1875,43.6216,66.2875,62.165,UP,1
2001-01-08,62.3125,60.375,43.7875,64.425,62.3313,DOWN,0
2001-01-09,60.5625,62.3125,43.9441,62.7625,62.4688,DOWN,0
2001-01-10,60.25,60.5,44.1047,61.1,62.5863,DOWN,0
2001-01-11,58.1875,60.25,44.2516,60.2875,62.61,DOWN,0
2001-01-12,55.375,58.125,44.3816,59.3375,62.545,UP,1
2001-01-16,58.0625,54.5,44.5206,58.4875,62.58,DOWN,0
2001-01-17,57.1875,58.0625,44.6434,57.8125,62.615,UP,1
2001-01-18,57.25,57.0625,44.7734,57.2125,62.6763,UP,1
2001-01-19,58.75,57.3125,44.9134,57.325,62.7025,UP,1
2001-01-22,61.3125,57.875,45.0666,58.5125,62.7488,DOWN,0
2001-01-23,60.5,59.75,45.2178,59.0,62.7663,UP,1
2001-01-24,61.0625,60.75,45.3725,59.775,62.7875,UP,1
2001-01-25,62.875,61.5,45.5378,60.9,62.82,DOWN,0
2001-01-26,62.0,63.5,45.7003,61.55,62.85,DOWN,0
2001-01-29,60.77,62.01,45.857,61.4415,62.8417,DOWN,0
2001-01-30,58.25,60.8,46.0001,60.9915,62.7817,DOWN,0
2001-01-31,57.4,58.25,46.1484,60.259,62.7434,UP,1
2001-02-01,58.35,58.0,46.2979,59.354,62.7342,UP,1
2001-02-02,59.5,57.85,46.4504,58.854,62.7492,UP,1
2001-02-05,62.08,59.5,46.6139,59.116,62.8195,DOWN,0
2001-02-06,62.0,62.6,46.7786,59.866,62.9008,UP,1
2001-02-07,64.03,62.05,46.9453,61.192,63.0064,DOWN,0
2001-02-08,63.11,64.03,47.1103,62.144,63.1011,DOWN,0
2001-02-09,62.73,63.1,47.2767,62.79,63.1769,UP,1
2001-02-12,63.65,62.9,47.45,63.104,63.2499,DOWN,0
2001-02-13,61.0,63.75,47.6087,62.904,63.2662,UP,1
2001-02-14,62.48,61.0,47.7668,62.594,63.2895,DOWN,0
2001-02-15,60.83,62.3,47.9222,62.138,63.2849,UP,1
2001-02-16,61.39,59.83,48.0822,61.87,63.2639,DOWN,0
2001-02-20,60.0,61.38,48.2263,61.14,63.1927,DOWN,0
2001-02-21,58.21,59.8,48.357,60.582,63.0556,UP,1
2001-02-22,60.15,59.5,48.4984,60.116,62.9249,DOWN,0
2001-02-23,59.78,60.15,48.641,59.906,62.8105,UP,1
2001-02-26,61.5,60.5,48.7935,59.928,62.753,UP,1
2001-02-27,61.86,61.35,48.9488,60.3,62.6877,UP,1
2001-02-28,63.25,63.5,49.1091,61.308,62.6439,UP,1
2001-03-01,65.23,63.5,49.2703,62.324,62.6435,UP,1
2001-03-02,66.5,65.17,49.4277,63.668,62.6235,DOWN,0
2001-03-05,65.44,66.6,49.5837,64.456,62.6198,DOWN,0
2001-03-06,65.44,65.45,49.7434,65.172,62.6286,DOWN,0
2001-03-07,64.7,65.44,49.8966,65.462,62.5864,DOWN,0
2001-03-08,64.6,64.45,50.0474,65.336,62.4384,DOWN,0
2001-03-09,64.6,64.85,50.1998,64.956,62.2704,DOWN,0
2001-03-12,64.29,64.85,50.3465,64.726,62.0774,DOWN,0
2001-03-13,63.97,64.29,50.4976,64.432,61.8843,DOWN,0
2001-03-14,63.49,62.1,50.646,64.19,61.7216,UP,1
2001-03-15,63.95,63.74,50.7908,64.06,61.6231,DOWN,0
2001-03-16,63.68,64.0,50.9392,63.876,61.5254,UP,1
2001-03-19,63.69,64.1,51.0892,63.756,61.5543,DOWN,0
2001-03-20,63.5,63.9,51.2301,63.662,61.6217,DOWN,0
2001-03-21,61.61,63.1,51.3644,63.286,61.6077,DOWN,0
2001-03-22,60.02,61.4,51.4998,62.5,61.5969,UP,1
2001-03-23,61.32,60.12,51.6396,62.028,61.6183,UP,1
2001-03-26,62.9,62.35,51.7866,61.87,61.7125,DOWN,0
2001-03-27,62.0,62.9,51.9288,61.57,61.845,UP,1
2001-03-28,63.09,62.0,52.0748,61.866,61.9456,UP,1
2001-03-29,64.46,63.65,52.2271,62.754,62.091,UP,1
2001-03-30,66.52,64.56,52.3935,63.794,62.2764,UP,1
2001-04-02,67.82,66.65,52.5676,64.778,62.4578,DOWN,0
2001-04-03,66.37,67.82,52.7351,65.652,62.559,DOWN,0
2001-04-04,64.5,66.38,52.8794,65.934,62.639,UP,1
2001-04-05,65.75,65.75,53.0335,66.192,62.7327,DOWN,0
2001-04-06,64.6,65.5,53.1899,65.808,62.7672,DOWN,0
2001-04-09,64.37,64.55,53.3508,65.118,62.8146,UP,1
2001-04-10,65.1,64.37,53.5167,64.864,62.9012,UP,1
2001-04-11,66.35,65.3,53.6872,65.234,63.0632,DOWN,0
2001-04-12,65.52,66.35,53.8488,65.188,63.2256,UP,1
2001-04-16,66.67,65.77,54.015,65.602,63.392,UP,1
2001-04-17,68.4,66.68,54.1885,66.408,63.57,DOWN,0
2001-04-18,67.2,68.65,54.3602,66.828,63.6724,DOWN,0
2001-04-19,66.65,67.2,54.5303,66.888,63.7654,DOWN,0
2001-04-20,65.92,66.82,54.693,66.968,63.8032,DOWN,0
2001-04-23,65.92,65.92,54.8573,66.818,63.8594,DOWN,0
2001-04-24,62.6,65.92,54.9978,65.658,63.8568,DOWN,0
2001-04-25,62.23,61.25,55.1321,64.664,63.8284,UP,1
2001-04-26,63.7,62.3,55.2762,64.074,63.8824,UP,1
2001-04-27,63.99,63.95,55.4099,63.688,63.9126,DOWN,0
2001-04-30,63.85,64.24,55.5432,63.274,63.973,DOWN,0
2001-05-01,63.09,64.5,55.6724,63.372,64.007,DOWN,0
2001-05-02,62.0,61.35,55.7962,63.326,64.047,UP,1
2001-05-03,63.3,61.9,55.933,63.246,64.1488,UP,1
2001-05-04,64.25,62.9,56.077,63.298,64.2308,DOWN,0
2001-05-07,62.85,64.0,56.2091,63.098,64.2922,UP,1
2001-05-08,63.1,63.1,56.3455,63.1,64.3242,UP,1
2001-05-09,65.7,63.35,56.4959,63.84,64.401,DOWN,0
2001-05-10,64.71,65.7,56.6367,64.122,64.4302,UP,1
2001-05-11,64.93,64.6,56.7654,64.258,64.4242,UP,1
2001-05-14,65.46,65.17,56.8977,64.78,64.4034,UP,1
2001-05-15,65.8,65.58,57.0298,65.32,64.4106,UP,1
2001-05-16,67.12,65.95,57.167,65.604,64.4442,UP,1
2001-05-17,67.56,67.2,57.3041,66.174,64.5014,UP,1
2001-05-18,67.75,67.6,57.4413,66.738,64.5644,UP,1
2001-05-21,68.0,67.25,57.5813,67.246,64.6324,DOWN,0
2001-05-22,67.32,68.25,57.7067,67.55,64.693,DOWN,0
2001-05-23,66.2,67.32,57.8217,67.366,64.7376,UP,1
2001-05-24,66.49,66.1,57.9345,67.152,64.7976,DOWN,0
2001-05-25,66.1,66.0,58.0494,66.822,64.8406,UP,1
2001-05-29,66.65,66.1,58.1732,66.552,64.9,UP,1
2001-05-30,68.0,66.65,58.2998,66.688,64.9862,DOWN,0
2001-05-31,67.9,68.0,58.4218,67.028,65.0742,DOWN,0
2001-06-01,67.5,68.5,58.5493,67.23,65.192,UP,1
2001-06-04,68.15,68.0,58.6882,67.64,65.3546,UP,1
2001-06-05,68.76,68.3,58.8273,68.062,65.5034,DOWN,0
2001-06-06,68.69,68.81,58.967,68.2,65.6192,UP,1
2001-06-07,68.99,68.65,59.1101,68.418,65.759,UP,1
2001-06-08,69.69,69.3,59.2582,68.856,65.891,UP,1
2001-06-11,70.25,69.79,59.4095,69.276,66.0068,UP,1
2001-06-12,70.86,70.0,59.5619,69.696,66.0936,UP,1
2001-06-13,71.0,71.1,59.7175,70.158,66.1572,DOWN,0
2001-06-14,70.0,71.0,59.8669,70.36,66.2298,UP,1
2001-06-15,71.0,70.0,60.0169,70.622,66.3598,DOWN,0
2001-06-18,70.52,71.0,60.1617,70.676,66.4552,DOWN,0
2001-06-19,70.45,70.8,60.3127,70.594,66.5722,DOWN,0
2001-06-20,70.32,70.55,60.4655,70.458,66.6912,UP,1
2001-06-21,71.41,70.2,60.6179,70.74,66.8174,DOWN,0
2001-06-22,70.74,71.7,60.7631,70.688,66.9052,DOWN,0
2001-06-25,70.2,70.64,60.9063,70.624,66.9988,UP,1
2001-06-26,71.45,70.2,61.048,70.824,67.0944,UP,1
2001-06-27,71.6,71.55,61.1797,71.08,67.1584,UP,1
2001-06-28,73.54,72.5,61.3205,71.506,67.2852,UP,1
2001-06-29,74.8,73.0,61.472,72.318,67.4482,DOWN,0
2001-07-02,72.97,74.6,61.6078,72.872,67.5892,DOWN,0
2001-07-03,72.48,73.22,61.7449,73.078,67.7204,UP,1
2001-07-05,72.58,72.73,61.8875,73.274,67.92,DOWN,0
2001-07-06,72.4,72.6,62.0282,73.046,68.1234,DOWN,0
2001-07-09,72.07,72.3,62.1611,72.5,68.2908,UP,1
2001-07-10,72.25,72.08,62.2861,72.356,68.456,DOWN,0
2001-07-11,72.03,71.8,62.4097,72.266,68.6196,UP,1
2001-07-12,72.69,72.14,62.54,72.288,68.8116,DOWN,0
2001-07-13,72.68,72.69,62.6697,72.344,69.0252,DOWN,0
