ticker,CMG US Equity,CMG US Equity,CMG US Equity,CMG US Equity,CMG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2014-05-01,500.15,498.51,493.762,555.3104,497.4713,UP,1
2014-05-02,501.77,496.3,493.654,554.3402,498.1013,UP,1
2014-05-05,512.68,504.39,500.934,553.604,498.781,DOWN,0
2014-05-06,501.91,512.91,503.002,552.5546,499.2457,DOWN,0
2014-05-07,500.83,506.58,503.468,551.4788,499.7408,DOWN,0
2014-05-08,500.35,495.01,503.508,550.3834,500.2555,UP,1
2014-05-09,507.68,499.76,504.69,549.3142,500.7933,UP,1
2014-05-12,510.21,507.25,504.196,548.2142,501.3231,DOWN,0
2014-05-13,504.16,509.95,504.646,547.2054,501.8146,UP,1
2014-05-14,504.32,506.67,505.344,545.5952,502.314,DOWN,0
2014-05-15,495.92,504.72,504.458,543.8886,502.7567,UP,1
2014-05-16,500.52,499.31,503.026,542.0336,503.1979,UP,1
2014-05-19,501.29,498.89,501.242,540.1912,503.6353,DOWN,0
2014-05-20,495.65,500.0,499.54,538.345,504.0531,UP,1
2014-05-21,504.18,496.12,499.512,536.7432,504.5125,UP,1
2014-05-22,520.48,506.5,504.424,535.3788,505.0855,UP,1
2014-05-23,522.32,522.0,508.784,534.2352,505.6746,UP,1
2014-05-27,536.04,522.0,515.734,533.4368,506.3153,UP,1
2014-05-28,538.26,533.09,524.256,532.6768,506.9779,UP,1
2014-05-29,545.42,538.85,532.504,531.7344,507.6902,UP,1
2014-05-30,547.09,546.97,537.826,530.7462,508.3939,UP,1
2014-06-02,551.56,548.0,543.674,529.5458,509.1285,DOWN,0
2014-06-03,550.59,548.13,546.584,528.3352,509.8741,UP,1
2014-06-04,558.84,549.46,550.7,527.7412,510.6586,UP,1
2014-06-05,561.03,557.55,553.822,527.5482,511.4457,UP,1
2014-06-06,569.17,560.75,558.238,527.654,512.2538,DOWN,0
2014-06-09,568.5,568.25,561.626,527.8404,513.0813,DOWN,0
2014-06-10,564.76,566.0,564.46,527.7922,513.8699,UP,1
2014-06-11,570.34,560.92,566.76,527.838,514.7076,UP,1
2014-06-12,581.85,571.75,570.924,527.8956,515.6064,UP,1
2014-06-13,588.26,576.84,574.742,528.1366,516.5473,UP,1
2014-06-16,594.01,587.03,579.844,528.599,517.5021,DOWN,0
2014-06-17,593.52,593.14,585.596,529.3662,518.4358,UP,1
2014-06-18,594.91,591.88,590.51,530.5526,519.3695,DOWN,0
2014-06-19,594.54,594.45,593.048,531.4288,520.3177,DOWN,0
2014-06-20,592.43,595.0,593.882,532.1494,521.2313,UP,1
2014-06-23,599.59,592.99,594.998,533.461,522.1857,DOWN,0
2014-06-24,595.62,599.0,595.418,534.676,523.1212,UP,1
2014-06-25,599.5,595.7,596.336,535.8464,524.0602,UP,1
2014-06-26,600.32,596.22,597.492,537.042,524.9686,DOWN,0
2014-06-27,596.14,599.81,598.234,537.9168,525.8319,DOWN,0
2014-06-30,592.51,596.41,596.818,539.3748,526.6862,UP,1
2014-07-01,603.26,596.35,598.346,541.3092,527.5758,DOWN,0
2014-07-02,599.32,603.49,598.31,543.0422,528.4551,UP,1
2014-07-03,603.6,600.25,598.966,545.0332,529.3461,DOWN,0
2014-07-07,593.83,601.65,598.504,546.7578,530.1841,DOWN,0
2014-07-08,586.59,591.26,597.32,548.4434,531.0085,UP,1
2014-07-09,604.17,588.55,597.502,551.0012,531.954,DOWN,0
2014-07-10,600.61,596.0,597.76,553.182,532.8808,DOWN,0
2014-07-11,598.49,600.44,596.738,555.1818,533.7795,UP,1
2014-07-14,604.92,601.7,598.956,557.2772,534.7261,DOWN,0
2014-07-15,597.45,605.0,601.128,559.1908,535.6117,DOWN,0
2014-07-16,590.47,601.0,598.388,560.7466,536.469,DOWN,0
2014-07-17,581.65,591.02,594.596,562.3414,537.2332,UP,1
2014-07-18,592.42,583.71,593.382,564.1732,538.067,DOWN,0
2014-07-21,589.93,593.29,590.384,565.9648,538.8809,UP,1
2014-07-22,659.77,649.9,602.848,569.0066,540.0473,UP,1
2014-07-23,661.27,658.71,617.008,572.0278,541.183,DOWN,0
2014-07-24,660.2,663.13,632.718,575.1486,542.317,UP,1
2014-07-25,673.58,657.8,648.95,578.5338,543.5463,UP,1
2014-07-28,678.01,675.11,666.566,582.1756,544.793,DOWN,0
2014-07-29,674.36,677.42,669.484,585.6524,545.9855,UP,1
2014-07-30,681.83,678.0,673.596,589.2632,547.1766,DOWN,0
2014-07-31,672.5,678.01,676.056,592.8002,548.329,UP,1
2014-08-01,675.14,674.81,676.368,596.2194,549.5366,UP,1
2014-08-04,682.98,678.03,677.362,599.4694,550.7612,DOWN,0
2014-08-05,674.71,682.93,677.432,602.5172,551.9394,DOWN,0
2014-08-06,673.0,671.0,675.666,605.2564,552.7557,DOWN,0
2014-08-07,671.84,677.5,675.534,607.928,553.5686,DOWN,0
2014-08-08,669.7,668.0,674.446,610.4136,554.3171,UP,1
2014-08-11,680.54,673.46,673.958,613.0826,555.1159,DOWN,0
2014-08-12,676.23,678.16,674.262,615.576,555.8822,UP,1
2014-08-13,683.68,675.0,676.398,618.2378,556.6631,DOWN,0
2014-08-14,679.29,683.78,677.888,620.6468,557.4203,DOWN,0
2014-08-15,678.18,682.48,679.584,622.9898,558.1715,UP,1
2014-08-18,684.83,681.0,680.442,625.303,558.9739,DOWN,0
2014-08-19,681.08,686.35,681.412,627.5546,559.7445,DOWN,0
2014-08-20,678.41,680.76,680.358,629.8276,560.4985,UP,1
2014-08-21,681.07,697.0,680.714,632.0422,561.228,DOWN,0
2014-08-22,676.95,678.17,680.468,633.9442,561.8975,DOWN,0
2014-08-25,676.24,679.0,678.75,635.7038,562.5805,UP,1
2014-08-26,683.89,676.72,679.312,637.5014,563.3749,DOWN,0
2014-08-27,677.03,681.38,679.036,639.1716,564.084,UP,1
2014-08-28,677.84,676.15,678.39,640.8302,564.791,UP,1
2014-08-29,678.65,678.97,678.73,642.5124,565.5072,UP,1
2014-09-02,682.9,678.85,680.062,644.3218,566.2338,DOWN,0
2014-09-03,680.1,684.5,679.304,645.932,566.9147,UP,1
2014-09-04,680.54,681.0,680.006,647.6304,567.5825,DOWN,0
2014-09-05,677.95,679.81,680.028,649.1994,568.2847,UP,1
2014-09-08,678.37,677.9,679.972,650.7604,568.9858,DOWN,0
2014-09-09,669.95,679.1,677.382,652.2366,569.6772,UP,1
2014-09-10,671.36,673.0,675.634,653.8136,570.3379,UP,1
2014-09-11,672.73,670.29,674.072,655.203,571.0142,DOWN,0
2014-09-12,664.81,671.84,671.444,656.5128,571.6767,DOWN,0
2014-09-15,655.85,664.42,666.94,657.5578,572.3309,DOWN,0
2014-09-16,654.2,655.85,663.79,658.7652,572.9769,DOWN,0
2014-09-17,653.24,650.5,660.166,660.0982,573.6238,UP,1
2014-09-18,664.32,655.5,658.484,661.3012,574.3229,DOWN,0
2014-09-19,664.09,666.25,658.34,662.5708,575.0302,DOWN,0
2014-09-22,656.1,660.77,658.39,663.723,575.7201,DOWN,0
2014-09-23,654.58,654.64,658.466,664.7162,576.388,UP,1
2014-09-24,664.71,658.13,660.76,666.0614,577.0825,DOWN,0
2014-09-25,653.39,659.51,658.574,667.3198,577.7128,UP,1
2014-09-26,660.77,653.3,657.91,668.9022,578.409,UP,1
2014-09-29,662.94,655.99,659.278,670.3126,579.1359,UP,1
2014-09-30,666.59,663.8,661.68,671.8458,579.8937,DOWN,0
2014-10-01,662.23,666.5,661.184,671.895,580.6406,UP,1
2014-10-02,662.57,661.13,663.02,671.921,581.3766,UP,1
2014-10-03,674.5,666.39,665.766,672.207,582.1859,DOWN,0
2014-10-06,671.13,677.0,667.404,672.158,582.9571,DOWN,0
2014-10-07,662.82,667.05,666.65,671.8542,583.6983,UP,1
2014-10-08,672.1,663.81,668.624,671.809,584.3931,DOWN,0
2014-10-09,660.61,670.34,668.232,671.3846,585.041,DOWN,0
2014-10-10,655.58,659.1,664.448,671.0462,585.6533,DOWN,0
2014-10-13,639.53,657.75,658.128,670.334,586.1738,UP,1
2014-10-14,651.17,645.5,655.798,669.6978,586.7759,DOWN,0
2014-10-15,647.38,641.37,650.854,669.1512,587.3526,DOWN,0
2014-10-16,645.98,644.19,647.928,668.6108,587.9186,DOWN,0
2014-10-17,641.72,647.96,645.156,668.0084,588.5101,UP,1
2014-10-20,653.03,643.0,647.856,667.675,589.1187,DOWN,0
2014-10-21,607.55,624.95,639.132,666.2152,589.5198,UP,1
2014-10-22,608.99,611.27,631.454,664.8704,589.8995,UP,1
2014-10-23,610.0,612.74,624.258,663.3968,590.2702,UP,1
2014-10-24,615.78,613.03,619.07,662.1266,590.644,UP,1
2014-10-27,630.11,614.75,614.486,661.1652,591.1017,UP,1
2014-10-28,645.85,631.49,622.146,660.3856,591.6819,DOWN,0
2014-10-29,639.86,645.6,628.32,659.5612,592.2298,DOWN,0
2014-10-30,639.68,640.52,634.256,658.7866,592.767,DOWN,0
2014-10-31,638.0,643.51,638.7,657.9252,593.3094,UP,1
2014-11-03,638.53,638.28,640.384,657.1568,593.864,UP,1
2014-11-04,647.68,640.37,640.75,656.5856,594.4746,DOWN,0
2014-11-05,642.59,651.0,641.296,655.7596,595.1078,UP,1
2014-11-06,647.12,643.11,642.784,655.1614,595.8261,UP,1
2014-11-07,649.03,647.38,644.99,654.5852,596.6089,DOWN,0
2014-11-10,648.86,647.92,647.056,653.9894,597.4066,UP,1
2014-11-11,656.65,649.4,648.85,653.4644,598.2305,UP,1
2014-11-12,664.25,654.97,653.182,653.1474,599.1293,UP,1
2014-11-13,670.75,666.0,657.908,652.9516,600.0132,DOWN,0
2014-11-14,669.8,671.1,662.062,652.7886,600.6024,DOWN,0
2014-11-17,658.32,668.0,663.954,652.3876,601.178,DOWN,0
2014-11-18,658.09,656.0,664.242,652.1504,601.7655,UP,1
2014-11-19,658.56,659.99,663.104,651.8944,602.3462,UP,1
2014-11-20,662.83,657.44,661.52,651.6964,602.938,DOWN,0
2014-11-21,657.88,667.49,659.136,651.5578,603.4809,UP,1
2014-11-24,659.54,659.75,659.38,651.6316,604.0382,DOWN,0
2014-11-25,654.9,662.0,658.742,651.6456,604.5884,UP,1
2014-11-26,660.21,656.83,659.072,651.785,605.1607,UP,1
2014-11-28,663.62,661.49,659.23,651.771,605.6906,DOWN,0
2014-12-01,660.88,664.66,659.83,651.7068,606.2244,DOWN,0
2014-12-02,660.04,659.88,659.93,651.7856,606.7603,DOWN,0
2014-12-03,651.27,656.84,659.204,651.7194,607.2558,UP,1
2014-12-04,663.97,652.53,659.956,651.7046,607.8242,DOWN,0
2014-12-05,660.57,665.84,659.346,651.8482,608.3796,DOWN,0
2014-12-08,657.03,662.1,658.576,651.7734,608.8929,UP,1
2014-12-09,657.09,654.5,657.986,651.6564,609.4052,DOWN,0
2014-12-10,650.04,657.0,657.74,651.3254,609.8798,UP,1
2014-12-11,654.39,652.5,655.824,651.1686,610.3461,UP,1
2014-12-12,657.67,653.65,655.244,651.0706,610.8084,DOWN,0
2014-12-15,648.83,658.5,653.604,650.5572,611.2795,DOWN,0
2014-12-16,633.52,648.83,648.89,649.805,611.523,UP,1
2014-12-17,649.15,635.0,648.712,649.5316,611.8625,UP,1
2014-12-18,655.6,655.49,648.954,649.2016,612.1741,DOWN,0
2014-12-19,651.42,658.74,647.704,649.0178,612.4642,UP,1
2014-12-22,667.66,652.31,651.47,649.2594,612.8627,UP,1
2014-12-23,669.21,670.0,658.608,649.853,613.2874,UP,1
2014-12-24,672.79,668.53,663.336,650.2854,613.7078,UP,1
2014-12-26,678.06,672.76,667.828,650.899,614.2006,UP,1
2014-12-29,692.69,675.75,676.082,651.8332,614.7843,DOWN,0
2014-12-30,684.91,691.35,679.532,652.697,615.3275,DOWN,0
2014-12-31,684.51,685.55,682.592,653.3266,615.7874,DOWN,0
2015-01-02,678.4,686.0,683.714,654.7436,616.1969,DOWN,0
2015-01-05,667.69,678.4,681.64,655.9176,616.4774,DOWN,0
2015-01-06,664.38,666.79,675.978,657.0052,616.7437,UP,1
2015-01-07,694.26,668.4,677.848,658.5748,617.2723,UP,1
2015-01-08,719.99,702.5,684.944,660.3724,618.0189,DOWN,0
2015-01-09,714.27,721.85,692.118,661.7408,618.7708,DOWN,0
2015-01-12,711.7,718.89,700.92,663.1776,619.5334,UP,1
2015-01-13,714.06,715.74,710.856,664.6652,620.2679,DOWN,0
2015-01-14,709.74,703.21,713.952,666.1,620.9763,DOWN,0
2015-01-15,700.78,709.0,710.11,667.345,621.5854,UP,1
2015-01-16,711.11,696.57,709.478,668.6136,622.2599,DOWN,0
2015-01-20,705.78,714.89,708.294,669.8774,622.9343,DOWN,0
2015-01-21,703.89,704.4,706.26,671.0128,623.678,UP,1
2015-01-22,713.44,706.81,707.0,672.301,624.5672,UP,1
2015-01-23,713.69,715.48,709.582,673.5976,625.382,UP,1
2015-01-26,723.43,715.34,712.046,674.9332,626.2172,DOWN,0
2015-01-27,721.33,718.38,715.156,676.0748,627.1538,DOWN,0
2015-01-28,711.99,722.97,716.776,676.8996,628.0394,UP,1
2015-01-29,714.53,715.55,716.994,677.7942,628.9071,DOWN,0
2015-01-30,709.84,714.64,716.224,678.8246,629.7536,UP,1
2015-02-02,712.55,713.55,714.048,679.9138,630.5544,UP,1
2015-02-03,726.63,716.5,715.108,681.2752,631.5895,DOWN,0
2015-02-04,676.0,680.28,707.91,681.5386,632.4368,DOWN,0
2015-02-05,670.91,679.8,699.186,681.7992,633.228,DOWN,0
2015-02-06,659.92,677.0,689.202,681.8068,634.0073,DOWN,0
2015-02-09,648.01,655.78,676.294,681.669,634.7094,UP,1
2015-02-10,665.03,652.0,663.974,681.7654,635.523,UP,1
2015-02-11,669.64,666.36,662.702,681.8858,636.4898,UP,1
2015-02-12,670.29,671.08,662.578,682.074,637.3834,UP,1
2015-02-13,674.89,671.67,665.572,682.371,638.2653,DOWN,0
2015-02-17,670.93,674.46,670.156,682.7642,639.1192,UP,1
2015-02-18,674.57,669.96,672.064,682.9762,639.9832,DOWN,0
2015-02-19,673.28,674.6,672.792,683.2304,640.7862,UP,1
2015-02-20,674.0,670.59,673.534,683.5698,641.6467,DOWN,0
2015-02-23,671.17,673.47,672.79,683.8514,642.4984,DOWN,0
2015-02-24,667.91,670.15,672.186,684.2088,643.3362,UP,1
2015-02-25,675.52,670.3,672.376,684.6314,644.1754,DOWN,0
2015-02-26,670.29,675.0,671.778,684.8838,644.9758,DOWN,0
2015-02-27,664.97,670.5,669.972,685.2066,645.7798,UP,1
2015-03-02,670.86,664.97,669.91,685.9534,646.6125,DOWN,0
2015-03-03,668.43,670.38,670.014,686.339,647.4751,DOWN,0
2015-03-04,664.16,664.6,667.742,686.5102,648.2933,UP,1
2015-03-05,670.49,667.16,667.782,686.8916,649.1393,DOWN,0
2015-03-06,658.68,666.92,666.524,686.712,649.9544,UP,1
2015-03-09,660.34,658.01,664.42,686.5346,650.7352,DOWN,0
2015-03-10,654.74,657.14,661.682,686.1736,651.4065,UP,1
2015-03-11,660.77,658.68,661.004,685.8278,652.0988,UP,1
2015-03-12,670.39,662.53,660.984,685.3818,652.7705,UP,1
2015-03-13,674.51,668.0,664.15,685.1738,653.4518,UP,1
2015-03-16,678.88,676.09,667.858,685.0612,654.1191,DOWN,0
2015-03-17,672.0,677.0,671.31,684.9332,654.7436,UP,1
2015-03-18,673.28,669.26,673.812,685.045,655.3522,UP,1
2015-03-19,680.67,673.97,675.868,685.3708,656.0026,UP,1
2015-03-20,686.65,684.96,678.296,685.2186,656.6417,UP,1
2015-03-23,687.34,685.65,679.988,684.5656,657.2732,DOWN,0
2015-03-24,680.81,686.5,681.75,683.8964,657.8314,DOWN,0
2015-03-25,665.97,680.0,680.288,682.9818,658.3188,DOWN,0
2015-03-26,658.82,662.27,675.918,681.877,658.7891,UP,1
2015-03-27,662.72,660.51,671.132,680.9366,659.251,DOWN,0
2015-03-30,655.36,668.07,664.736,680.0282,659.6185,DOWN,0
2015-03-31,650.54,653.82,658.682,678.8168,659.9299,UP,1
2015-04-01,652.53,650.0,655.994,677.7518,660.2225,DOWN,0
2015-04-02,652.39,653.0,654.708,676.7218,660.5169,UP,1
2015-04-06,660.02,648.48,654.168,675.6534,660.8424,DOWN,0
2015-04-07,658.46,659.42,654.788,674.5488,661.162,DOWN,0
2015-04-08,654.55,658.46,655.59,673.1712,661.4726,DOWN,0
2015-04-09,651.72,653.79,655.428,671.779,661.7333,UP,1
2015-04-10,683.02,666.1,661.554,671.1996,662.1703,UP,1
2015-04-13,683.73,680.7,666.296,670.5836,662.5914,DOWN,0
2015-04-14,677.85,681.16,670.174,669.9438,662.9791,DOWN,0
2015-04-15,677.6,683.26,674.784,669.2448,663.3864,UP,1
2015-04-16,681.55,678.0,680.75,668.3432,663.8316,UP,1
2015-04-17,683.95,678.79,680.936,668.5022,664.235,UP,1
2015-04-20,686.93,686.77,681.576,668.8226,664.6731,UP,1
2015-04-21,692.52,691.4,684.51,669.4746,665.1177,DOWN,0
2015-04-22,641.23,655.13,677.236,669.339,665.3547,DOWN,0
2015-04-23,635.6,641.98,668.046,668.7504,665.5997,UP,1
2015-04-24,637.5,638.58,658.756,668.1076,665.7664,UP,1
2015-04-27,643.75,640.13,650.12,667.5768,665.9821,DOWN,0
2015-04-28,639.58,643.75,639.532,666.8706,666.1875,DOWN,0
2015-04-29,630.07,637.7,637.3,666.0534,666.3133,DOWN,0
2015-04-30,621.34,631.99,634.448,664.9888,666.4327,UP,1
2015-05-01,634.0,628.96,633.748,664.2032,666.6504,DOWN,0
2015-05-04,633.57,636.69,631.712,663.3946,666.91,DOWN,0
2015-05-05,625.67,631.84,628.93,662.4846,667.0762,UP,1
2015-05-06,627.23,625.33,628.362,661.671,667.2627,UP,1
2015-05-07,628.82,627.0,629.858,660.737,667.108,UP,1
2015-05-08,633.82,636.0,629.822,660.0076,666.9707,UP,1
2015-05-11,635.67,630.33,630.242,659.4216,666.8481,DOWN,0
2015-05-12,635.55,630.5,632.218,658.7154,666.6579,DOWN,0
2015-05-13,635.32,636.0,633.836,658.0532,666.4445,DOWN,0
2015-05-14,634.53,636.03,634.978,657.4606,666.2453,DOWN,0
2015-05-15,632.37,634.75,634.688,656.6982,665.998,UP,1
2015-05-18,636.1,632.56,634.774,656.2466,665.816,UP,1
2015-05-19,636.75,637.44,635.014,655.7748,665.6241,DOWN,0
2015-05-20,628.24,632.93,633.598,655.2448,665.3504,UP,1
2015-05-21,633.36,628.33,633.364,654.6966,665.1436,DOWN,0
2015-05-22,626.44,635.0,632.178,653.8176,664.9108,DOWN,0
2015-05-26,622.16,624.67,629.39,652.7706,664.6624,DOWN,0
2015-05-27,612.5,623.16,624.54,651.443,664.3764,UP,1
2015-05-28,629.42,617.5,624.776,650.5914,664.1208,DOWN,0
2015-05-29,615.52,628.0,621.208,649.4362,663.8173,DOWN,0
2015-06-01,614.9,615.01,618.9,648.1208,663.4734,DOWN,0
2015-06-02,610.57,613.1,616.582,646.5992,663.1298,UP,1
2015-06-03,610.89,609.0,616.26,645.0702,662.7933,UP,1
2015-06-04,611.57,606.1,612.69,643.6854,662.427,UP,1
2015-06-05,613.8,608.16,612.346,642.642,662.0906,DOWN,0
2015-06-08,608.12,611.93,610.99,641.628,661.7392,DOWN,0
2015-06-09,605.79,606.97,610.034,640.4894,661.3628,UP,1
2015-06-10,608.67,605.64,609.59,639.5556,661.0214,DOWN,0
2015-06-11,605.86,609.0,608.448,638.662,660.6695,UP,1
2015-06-12,609.76,605.0,607.64,637.8066,660.2988,DOWN,0
2015-06-15,604.17,607.5,606.85,636.8422,659.9345,DOWN,0
2015-06-16,600.62,602.41,605.816,635.6542,659.5484,UP,1
2015-06-17,606.84,600.5,605.45,634.6218,659.1894,DOWN,0
2015-06-18,606.2,607.87,605.518,633.6548,658.8059,UP,1
2015-06-19,615.31,605.24,606.628,632.9266,658.4819,UP,1
2015-06-22,619.25,617.5,609.644,631.6512,658.1755,DOWN,0
2015-06-23,615.4,620.87,612.6,630.2846,657.8627,DOWN,0
2015-06-24,610.53,615.0,613.338,628.9382,657.5235,DOWN,0
2015-06-25,607.38,613.89,613.574,627.5338,657.2107,UP,1
2015-06-26,609.46,608.0,612.404,626.092,656.9012,DOWN,0
2015-06-29,600.05,604.22,608.564,624.414,656.5378,UP,1
2015-06-30,604.99,603.0,606.482,622.7752,656.2387,UP,1
2015-07-01,606.57,606.31,605.69,621.0562,655.9923,UP,1
2015-07-02,609.56,609.1,606.126,620.4228,655.7691,DOWN,0
2015-07-06,607.17,599.85,605.668,619.8542,655.5387,UP,1
2015-07-07,620.56,606.09,609.77,619.5154,655.3199,DOWN,0
2015-07-08,612.85,619.4,611.342,618.8974,655.0637,UP,1
2015-07-09,627.16,622.49,615.46,618.649,654.919,UP,1
2015-07-10,639.42,630.11,621.432,618.836,654.8432,UP,1
2015-07-13,658.0,646.12,631.598,619.5692,654.8097,DOWN,0
2015-07-14,655.46,658.0,638.578,619.9984,654.82,UP,1
2015-07-15,661.19,657.4,648.246,620.5508,654.8221,DOWN,0
2015-07-16,658.46,661.5,654.506,621.2066,654.7997,UP,1
2015-07-17,661.95,658.32,659.012,621.901,654.7765,UP,1
2015-07-20,678.0,665.7,663.012,622.8846,654.8554,DOWN,0
2015-07-21,673.07,678.0,666.534,623.6696,654.9079,UP,1
2015-07-22,725.82,695.0,679.46,625.4726,655.1645,UP,1
2015-07-23,725.94,723.5,692.956,627.2804,655.4385,UP,1
2015-07-24,728.79,725.0,706.324,629.1498,655.7684,UP,1
2015-07-27,731.44,726.0,717.012,631.088,656.0651,DOWN,0
2015-07-28,730.78,735.15,728.554,633.0562,656.4159,UP,1
2015-07-29,738.42,732.0,731.074,635.1026,656.8301,UP,1
2015-07-30,744.16,737.0,734.718,637.2508,657.3533,DOWN,0
2015-07-31,742.23,745.73,737.406,639.5306,657.8086,UP,1
2015-08-03,743.04,743.47,739.726,641.7242,658.2869,UP,1
2015-08-04,748.09,741.99,743.188,644.1572,658.7974,UP,1
2015-08-05,757.77,749.39,747.058,646.8694,659.3777,DOWN,0
2015-08-06,749.6,758.49,748.146,649.6114,659.8605,DOWN,0
2015-08-07,749.12,751.97,749.524,652.0054,660.5684,DOWN,0
2015-08-10,744.24,755.67,749.764,654.5798,661.2446,UP,1
2015-08-11,745.66,742.62,749.278,657.195,661.9229,UP,1
2015-08-12,745.98,741.15,746.92,659.9032,662.5739,DOWN,0
2015-08-13,743.6,748.1,745.72,662.5574,663.1414,UP,1
2015-08-14,748.34,745.94,745.564,665.2928,663.6538,UP,1
2015-08-17,754.03,744.19,747.522,668.0974,664.2247,DOWN,0
2015-08-18,745.92,754.05,747.574,670.8534,664.7559,DOWN,0
2015-08-19,745.28,742.2,747.434,673.6432,665.2923,DOWN,0
2015-08-20,735.15,741.31,745.744,676.1728,665.7754,DOWN,0
2015-08-21,720.01,729.48,740.078,678.4558,666.137,DOWN,0
2015-08-24,704.25,695.0,730.122,680.3456,666.4453,DOWN,0
2015-08-25,695.39,722.26,720.016,682.17,666.6867,UP,1
2015-08-26,707.64,703.15,712.488,684.3104,666.9798,UP,1
2015-08-27,727.17,713.12,710.892,686.717,667.3713,DOWN,0
2015-08-28,721.2,725.0,711.13,689.017,667.6941,DOWN,0
2015-08-31,710.01,719.79,712.282,690.911,667.9229,DOWN,0
2015-09-01,706.71,697.95,714.546,692.6602,668.1027,UP,1
2015-09-02,723.87,713.69,717.792,694.8296,668.373,UP,1
2015-09-03,724.99,722.5,717.356,697.1188,668.7064,DOWN,0
2015-09-04,719.23,718.36,716.962,699.3558,669.0121,UP,1
2015-09-08,732.14,731.46,721.388,701.8094,669.38,DOWN,0
2015-09-09,718.83,734.0,723.812,704.185,669.66,UP,1
2015-09-10,723.19,718.25,723.676,706.549,669.9865,UP,1
2015-09-11,729.06,721.22,724.49,708.9988,670.3341,DOWN,0
2015-09-14,726.8,728.48,726.004,711.3436,670.6936,UP,1
2015-09-15,732.08,725.81,725.992,713.8418,671.053,DOWN,0
2015-09-16,730.01,734.75,728.228,716.0308,671.3849,UP,1
2015-09-17,730.2,728.47,729.63,718.3778,671.7315,DOWN,0
2015-09-18,729.48,728.98,729.714,720.4242,672.0787,UP,1
2015-09-21,731.19,729.3,730.592,722.2596,672.4783,DOWN,0
2015-09-22,726.97,724.99,729.57,723.639,672.7933,UP,1
2015-09-23,731.57,727.5,729.882,725.1612,673.1483,DOWN,0
2015-09-24,731.17,729.77,730.076,726.5608,673.519,DOWN,0
2015-09-25,730.28,733.83,730.236,727.9972,673.885,DOWN,0
2015-09-28,708.03,730.52,725.604,728.9188,674.1749,UP,1
2015-09-29,708.54,707.59,721.918,729.5296,674.4457,UP,1
2015-09-30,720.25,714.89,719.654,730.4732,674.7586,UP,1
2015-10-01,724.43,717.6,718.306,730.4454,675.1366,UP,1
2015-10-02,724.45,717.48,717.14,730.4156,675.5912,UP,1
2015-10-05,728.08,726.86,721.15,730.4014,675.9859,DOWN,0
2015-10-06,713.25,727.16,722.092,730.0376,676.2741,UP,1
2015-10-07,720.16,713.5,722.074,729.8252,676.6178,UP,1
2015-10-08,734.77,722.0,724.142,729.7522,676.9534,DOWN,0
2015-10-09,732.93,734.77,725.838,729.5276,677.272,UP,1
2015-10-12,747.82,734.57,729.786,729.6394,677.6471,UP,1
2015-10-13,750.42,747.0,737.22,729.787,678.0089,DOWN,0
2015-10-14,718.56,739.0,736.9,729.1964,678.1383,UP,1
2015-10-15,723.81,718.56,734.708,728.5172,678.3328,DOWN,0
2015-10-16,722.7,728.0,732.662,727.9792,678.5237,DOWN,0
2015-10-19,718.64,723.43,726.826,727.3696,678.7249,DOWN,0
2015-10-20,705.63,717.25,717.868,726.5974,678.9146,DOWN,0
2015-10-21,665.67,650.605,707.29,724.9976,678.9211,DOWN,0
2015-10-22,650.62,666.46,692.652,723.0904,678.7029,DOWN,0
2015-10-23,649.72,657.99,678.056,721.2128,678.3515,UP,1
2015-10-26,659.69,646.64,666.266,719.4398,678.0786,DOWN,0
2015-10-27,656.55,659.68,656.45,717.4902,677.8029,DOWN,0
2015-10-28,654.89,656.89,654.294,715.6696,677.507,DOWN,0
2015-10-29,648.2,649.42,653.81,713.728,677.1993,DOWN,0
2015-10-30,640.23,648.0,651.912,711.8296,676.8966,DOWN,0
2015-11-02,624.0,610.0,644.774,709.9094,676.461,DOWN,0
2015-11-03,623.16,627.67,638.096,708.2876,676.0479,DOWN,0
2015-11-04,614.98,625.85,630.114,706.6794,675.6034,UP,1
2015-11-05,617.23,616.73,623.92,704.8712,675.1223,DOWN,0
2015-11-06,612.4,609.0,618.354,702.5758,674.6159,DOWN,0
2015-11-09,609.29,613.01,615.412,700.3376,674.0452,UP,1
2015-11-10,628.88,623.48,616.556,698.715,673.5829,DOWN,0
2015-11-11,621.84,631.53,617.928,697.0176,673.1322,DOWN,0
2015-11-12,614.68,621.84,617.418,694.8338,672.6329,DOWN,0
2015-11-13,592.89,613.6,613.516,692.1918,672.0482,DOWN,0
2015-11-16,588.74,591.23,609.406,689.582,671.4291,DOWN,0
2015-11-17,583.58,589.99,600.346,686.6108,670.7139,UP,1
2015-11-18,594.0,583.89,594.778,684.1142,670.3039,UP,1
2015-11-19,611.51,595.41,594.144,681.8806,670.0069,DOWN,0
2015-11-20,536.19,612.0,582.804,678.0232,669.3882,UP,1
2015-11-23,559.29,534.08,576.914,674.673,668.9446,UP,1
2015-11-24,577.79,557.02,575.756,671.5872,668.5084,UP,1
2015-11-25,580.83,584.71,573.122,668.6036,668.0644,DOWN,0
2015-11-27,576.62,584.48,566.144,665.532,667.596,UP,1
