ticker,RL US Equity,RL US Equity,RL US Equity,RL US Equity,RL US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-09-07,38.05,38.1,32.6162,37.564,34.5434,DOWN,0
2004-09-08,37.7,38.0,32.666,37.798,34.6058,DOWN,0
2004-09-09,37.45,37.6,32.714,37.93,34.671,UP,1
2004-09-10,37.91,37.55,32.7591,37.912,34.7402,DOWN,0
2004-09-13,37.78,37.91,32.803,37.778,34.8098,DOWN,0
2004-09-14,37.7,37.6,32.8446,37.708,34.8822,DOWN,0
2004-09-15,37.45,37.5,32.8838,37.658,34.9658,DOWN,0
2004-09-16,36.7,37.3,32.9189,37.508,35.0094,DOWN,0
2004-09-17,36.7,36.85,32.9517,37.266,35.0676,UP,1
2004-09-20,36.85,36.7,32.9855,37.08,35.1244,UP,1
2004-09-21,36.96,36.8,33.0254,36.932,35.188,UP,1
2004-09-22,37.0,36.9,33.0697,36.842,35.2522,DOWN,0
2004-09-23,36.94,36.75,33.1118,36.89,35.315,UP,1
2004-09-24,37.1,36.9,33.1578,36.97,35.3862,DOWN,0
2004-09-27,36.13,37.01,33.1999,36.826,35.4454,UP,1
2004-09-28,36.75,36.05,33.2448,36.784,35.5254,UP,1
2004-09-29,36.92,36.55,33.2859,36.768,35.5918,DOWN,0
2004-09-30,36.37,36.7,33.3238,36.654,35.6632,UP,1
2004-10-01,36.98,36.85,33.3679,36.63,35.7602,UP,1
2004-10-04,37.2,37.1,33.4141,36.844,35.8658,DOWN,0
2004-10-05,36.75,37.2,33.4591,36.844,35.98,DOWN,0
2004-10-06,36.25,36.91,33.5003,36.71,36.0648,DOWN,0
2004-10-07,36.09,36.25,33.5412,36.654,36.1508,DOWN,0
2004-10-08,35.25,36.1,33.5775,36.308,36.2058,UP,1
2004-10-11,35.44,35.3,33.6137,35.956,36.2554,DOWN,0
2004-10-12,34.57,35.35,33.6462,35.52,36.2788,UP,1
2004-10-13,34.67,34.25,33.6775,35.204,36.3098,UP,1
2004-10-14,35.02,34.65,33.7083,34.99,36.319,UP,1
2004-10-15,35.05,35.1,33.7411,34.95,36.3428,DOWN,0
2004-10-18,34.75,34.65,33.7708,34.812,36.358,DOWN,0
2004-10-19,34.74,34.7,33.8011,34.846,36.3706,DOWN,0
2004-10-20,34.63,34.6,33.8294,34.838,36.3602,UP,1
2004-10-21,36.02,34.83,33.8643,35.038,36.3854,DOWN,0
2004-10-22,35.35,35.92,33.8977,35.098,36.4142,UP,1
2004-10-25,36.11,35.36,33.9352,35.37,36.4652,UP,1
2004-10-26,36.8,36.2,33.9793,35.782,36.5106,UP,1
2004-10-27,37.1,36.81,34.0257,36.276,36.5286,DOWN,0
2004-10-28,36.93,37.11,34.0729,36.458,36.5338,DOWN,0
2004-10-29,36.93,36.95,34.1188,36.774,36.5276,UP,1
2004-11-01,37.3,36.95,34.1628,37.012,36.5346,UP,1
2004-11-02,37.51,37.8,34.1999,37.154,36.5588,UP,1
2004-11-03,38.91,38.25,34.2443,37.516,36.6066,UP,1
2004-11-04,39.22,38.5,34.2877,37.974,36.662,DOWN,0
2004-11-05,38.83,39.18,34.3288,38.354,36.713,DOWN,0
2004-11-08,38.68,38.9,34.3674,38.63,36.7556,UP,1
2004-11-09,38.74,38.68,34.4055,38.876,36.801,UP,1
2004-11-10,39.36,38.55,34.4467,38.966,36.8576,UP,1
2004-11-11,39.53,39.36,34.4914,39.028,36.9124,DOWN,0
2004-11-12,39.45,39.45,34.5368,39.152,36.9414,UP,1
2004-11-15,39.91,39.48,34.5853,39.398,36.9706,DOWN,0
2004-11-16,39.8,39.85,34.6322,39.61,37.0056,UP,1
2004-11-17,39.87,39.8,34.6802,39.712,37.049,UP,1
2004-11-18,40.67,39.92,34.7333,39.94,37.1134,DOWN,0
2004-11-19,40.27,40.35,34.7817,40.104,37.1606,DOWN,0
2004-11-22,39.88,40.05,34.8272,40.098,37.2026,UP,1
2004-11-23,39.93,39.88,34.8743,40.124,37.2472,UP,1
2004-11-24,40.28,39.87,34.9232,40.206,37.3038,UP,1
2004-11-26,40.45,40.28,34.972,40.162,37.3788,DOWN,0
2004-11-29,40.32,40.3,35.0201,40.172,37.4512,DOWN,0
2004-11-30,39.39,39.99,35.0636,40.074,37.502,UP,1
2004-12-01,40.22,39.4,35.1032,40.132,37.5672,UP,1
2004-12-02,40.64,40.22,35.1479,40.204,37.64,DOWN,0
2004-12-03,40.62,40.55,35.1935,40.238,37.7136,DOWN,0
2004-12-06,39.48,40.4,35.2357,40.07,37.7612,DOWN,0
2004-12-07,38.95,39.4,35.2755,39.982,37.8176,DOWN,0
2004-12-08,38.88,38.95,35.3132,39.714,37.8602,DOWN,0
2004-12-09,38.69,38.83,35.3491,39.324,37.8956,UP,1
2004-12-10,39.36,38.71,35.3782,39.072,37.9554,DOWN,0
2004-12-13,39.35,39.55,35.4071,39.046,38.0028,UP,1
2004-12-14,39.85,39.15,35.4366,39.226,38.0558,DOWN,0
2004-12-15,39.62,39.85,35.4673,39.374,38.1132,UP,1
2004-12-16,40.0,39.61,35.501,39.636,38.1882,DOWN,0
2004-12-17,39.29,39.9,35.5262,39.622,38.2522,DOWN,0
2004-12-20,39.18,39.1,35.5506,39.588,38.3308,UP,1
2004-12-21,39.22,39.18,35.5747,39.462,38.4064,UP,1
2004-12-22,39.66,39.05,35.6039,39.47,38.5082,UP,1
2004-12-23,40.55,39.71,35.6393,39.58,38.6258,UP,1
2004-12-27,40.8,40.75,35.6796,39.882,38.7414,UP,1
2004-12-28,41.6,41.34,35.721,40.366,38.8724,UP,1
2004-12-29,41.9,41.55,35.7678,40.902,39.0154,DOWN,0
2004-12-30,41.77,41.9,35.811,41.324,39.156,UP,1
2004-12-31,42.6,41.77,35.8545,41.734,39.3154,DOWN,0
2005-01-03,41.8,42.0,35.8953,41.934,39.431,DOWN,0
2005-01-04,41.34,41.97,35.9345,41.882,39.5508,DOWN,0
2005-01-05,40.89,41.34,35.9748,41.68,39.6464,UP,1
2005-01-06,41.03,41.14,36.0127,41.532,39.731,UP,1
2005-01-07,41.07,41.11,36.05,41.226,39.8104,DOWN,0
2005-01-10,41.0,41.05,36.083,41.066,39.8918,DOWN,0
2005-01-11,40.88,40.6,36.1144,40.974,39.9708,UP,1
2005-01-12,40.98,40.78,36.1467,40.992,40.0444,UP,1
2005-01-13,41.93,41.75,36.1836,41.172,40.1328,UP,1
2005-01-14,42.13,42.1,36.2229,41.384,40.1972,DOWN,0
2005-01-18,42.13,42.14,36.2582,41.61,40.2554,DOWN,0
2005-01-19,41.51,42.0,36.2901,41.736,40.309,DOWN,0
2005-01-20,40.5,41.58,36.3176,41.64,40.3454,DOWN,0
2005-01-21,40.11,40.4,36.3365,41.276,40.3728,DOWN,0
2005-01-24,39.03,39.35,36.3504,40.656,40.3662,DOWN,0
2005-01-25,38.01,39.03,36.3648,39.832,40.3358,UP,1
2005-01-26,38.79,38.35,36.3823,39.288,40.3226,UP,1
2005-01-27,39.0,38.6,36.4016,38.988,40.3044,DOWN,0
2005-01-28,39.0,39.0,36.4228,38.766,40.2884,DOWN,0
2005-01-31,38.95,39.01,36.443,38.75,40.27,DOWN,0
2005-02-01,38.59,39.19,36.4599,38.866,40.2284,UP,1
2005-02-02,39.2,37.4,36.4783,38.948,40.207,DOWN,0
2005-02-03,38.7,38.5,36.4923,38.888,40.1834,DOWN,0
2005-02-04,38.69,38.45,36.5054,38.826,40.1586,UP,1
2005-02-07,39.14,38.9,36.5217,38.864,40.1358,DOWN,0
2005-02-08,38.9,39.14,36.5356,38.926,40.1048,DOWN,0
2005-02-09,38.4,38.8,36.5475,38.766,40.0664,DOWN,0
2005-02-10,38.19,38.44,36.5537,38.664,40.0424,UP,1
2005-02-11,38.67,38.15,36.5653,38.66,40.0114,DOWN,0
2005-02-14,38.55,38.6,36.5829,38.542,39.9696,UP,1
2005-02-15,39.46,38.6,36.6072,38.654,39.9464,UP,1
2005-02-16,39.96,39.5,36.6368,38.966,39.956,DOWN,0
2005-02-17,39.76,39.95,36.666,39.28,39.9722,DOWN,0
2005-02-18,39.76,39.75,36.6963,39.498,39.9898,DOWN,0
2005-02-22,39.33,39.77,36.7279,39.654,40.0026,DOWN,0
2005-02-23,39.26,39.25,36.7637,39.614,40.0006,UP,1
2005-02-24,39.65,39.1,36.8033,39.552,40.0066,DOWN,0
2005-02-25,39.52,39.65,36.8412,39.504,40.0,DOWN,0
2005-02-28,39.4,39.4,36.8775,39.432,39.9956,UP,1
2005-03-01,40.23,39.6,36.9188,39.612,40.0002,UP,1
2005-03-02,40.36,40.25,36.9606,39.832,40.0216,DOWN,0
2005-03-03,40.36,40.38,37.0057,39.974,40.0452,DOWN,0
2005-03-04,40.31,40.41,37.0487,40.132,40.067,UP,1
2005-03-07,40.44,40.3,37.0903,40.34,40.0826,DOWN,0
2005-03-08,40.26,40.45,37.1314,40.346,40.0768,UP,1
2005-03-09,40.5,40.26,37.1684,40.374,40.0708,UP,1
2005-03-10,40.75,40.55,37.2031,40.452,40.0538,UP,1
2005-03-11,40.85,40.75,37.2394,40.56,40.0328,UP,1
2005-03-14,41.0,40.96,37.2794,40.672,40.0174,UP,1
2005-03-15,41.11,41.0,37.3204,40.842,39.9876,DOWN,0
2005-03-16,41.02,41.11,37.3595,40.946,39.972,DOWN,0
2005-03-17,40.75,41.02,37.401,40.946,39.9602,UP,1
2005-03-18,40.85,40.75,37.4415,40.946,39.9594,DOWN,0
2005-03-21,40.58,40.85,37.4811,40.862,39.9504,DOWN,0
2005-03-22,40.51,40.65,37.5199,40.742,39.9392,DOWN,0
2005-03-23,40.3,40.51,37.5566,40.598,39.9252,DOWN,0
2005-03-24,40.03,40.3,37.5911,40.454,39.9082,DOWN,0
2005-03-28,38.77,38.75,37.6207,40.038,39.864,DOWN,0
2005-03-29,37.93,38.77,37.6429,39.508,39.784,UP,1
2005-03-30,38.09,37.75,37.6662,39.024,39.7032,UP,1
2005-03-31,38.8,38.15,37.6916,38.724,39.6366,DOWN,0
2005-04-01,38.41,38.8,37.7086,38.4,39.5746,UP,1
2005-04-04,38.49,38.16,37.7277,38.344,39.5344,UP,1
2005-04-05,38.81,38.5,37.7471,38.52,39.5084,DOWN,0
2005-04-06,38.75,39.1,37.7669,38.652,39.5028,UP,1
2005-04-07,38.9,38.9,37.7866,38.672,39.5206,DOWN,0
2005-04-08,38.56,38.91,37.7997,38.702,39.516,DOWN,0
2005-04-11,38.32,38.5,37.8143,38.668,39.5024,UP,1
2005-04-12,38.62,38.32,37.8331,38.63,39.4948,DOWN,0
2005-04-13,38.46,38.7,37.8525,38.572,39.485,DOWN,0
2005-04-14,37.18,38.45,37.8674,38.228,39.4568,DOWN,0
2005-04-15,35.78,37.15,37.8741,37.672,39.3884,UP,1
2005-04-18,35.95,36.7,37.8823,37.198,39.3334,UP,1
2005-04-19,36.73,36.2,37.8956,36.82,39.2942,DOWN,0
2005-04-20,36.45,36.76,37.9115,36.418,39.2404,UP,1
2005-04-21,36.86,36.7,37.9232,36.354,39.1996,DOWN,0
2005-04-22,35.76,36.95,37.933,36.35,39.1468,UP,1
2005-04-25,36.11,35.99,37.9435,36.382,39.1052,UP,1
2005-04-26,37.0,36.24,37.9596,36.436,39.0718,UP,1
2005-04-27,37.01,37.02,37.9757,36.548,39.041,DOWN,0
2005-04-28,35.6,37.01,37.9847,36.296,38.9638,DOWN,0
2005-04-29,35.1,35.62,37.9925,36.164,38.8666,UP,1
2005-05-02,35.8,35.22,38.0057,36.102,38.7874,UP,1
2005-05-03,36.02,35.8,38.022,35.906,38.7126,UP,1
2005-05-04,36.41,36.25,38.0361,35.786,38.6542,UP,1
2005-05-05,36.75,36.43,38.0558,36.016,38.604,DOWN,0
2005-05-06,36.6,36.76,38.0782,36.316,38.543,UP,1
2005-05-09,37.04,36.7,38.1038,36.564,38.4934,DOWN,0
2005-05-10,36.34,36.99,38.1303,36.628,38.4322,DOWN,0
2005-05-11,36.3,36.55,38.1517,36.606,38.3536,DOWN,0
2005-05-12,35.45,36.25,38.17,36.346,38.2554,DOWN,0
2005-05-13,35.4,35.46,38.1845,36.106,38.1562,UP,1
2005-05-16,37.09,35.4,38.2052,36.116,38.0918,DOWN,0
2005-05-17,37.0,37.17,38.2232,36.248,38.023,UP,1
2005-05-18,37.38,37.07,38.2445,36.464,37.9654,UP,1
2005-05-19,37.48,37.35,38.2591,36.87,37.905,UP,1
2005-05-20,37.52,37.4,38.2774,37.294,37.8404,UP,1
2005-05-23,38.06,37.62,38.2977,37.488,37.7846,UP,1
2005-05-24,38.81,38.15,38.3212,37.85,37.7408,DOWN,0
2005-05-25,38.37,38.8,38.3373,38.048,37.686,DOWN,0
2005-05-26,38.18,38.41,38.3544,38.188,37.6292,UP,1
2005-05-27,38.5,38.2,38.3774,38.384,37.5842,UP,1
2005-05-31,38.75,38.43,38.4033,38.522,37.5422,UP,1
2005-06-01,39.57,38.75,38.4285,38.674,37.522,UP,1
2005-06-02,40.26,39.65,38.4488,39.052,37.517,DOWN,0
2005-06-03,39.68,40.2,38.4639,39.352,37.5046,UP,1
2005-06-06,39.97,39.63,38.4775,39.646,37.5034,UP,1
2005-06-07,40.0,40.05,38.4928,39.896,37.528,DOWN,0
2005-06-08,39.89,39.93,38.5107,39.96,37.5672,UP,1
2005-06-09,40.56,39.89,38.5309,40.02,37.6166,UP,1
2005-06-10,44.11,42.25,38.5692,40.906,37.7228,DOWN,0
2005-06-13,43.45,44.05,38.6051,41.602,37.8236,DOWN,0
2005-06-14,42.86,42.6,38.6366,42.174,37.911,UP,1
2005-06-15,43.14,42.8,38.67,42.824,37.9976,UP,1
2005-06-16,43.2,43.25,38.7033,43.352,38.0866,UP,1
2005-06-17,43.7,43.6,38.7379,43.27,38.1826,DOWN,0
2005-06-20,43.57,43.5,38.7657,43.294,38.2828,UP,1
2005-06-21,43.64,43.5,38.7917,43.45,38.3892,UP,1
2005-06-22,43.66,43.63,38.8197,43.554,38.49,DOWN,0
2005-06-23,42.75,43.54,38.845,43.464,38.5758,DOWN,0
2005-06-24,42.08,42.75,38.8681,43.14,38.6738,UP,1
2005-06-27,42.14,42.2,38.8893,42.854,38.801,UP,1
2005-06-28,43.5,42.35,38.9179,42.826,38.952,DOWN,0
2005-06-29,43.19,43.49,38.9453,42.732,39.0812,DOWN,0
2005-06-30,43.11,43.44,38.9736,42.804,39.2144,UP,1
2005-07-01,43.8,43.25,39.0091,43.148,39.3532,UP,1
2005-07-05,44.41,43.9,39.0477,43.602,39.5262,DOWN,0
2005-07-06,43.9,44.16,39.0829,43.682,39.682,DOWN,0
2005-07-07,43.47,43.5,39.1155,43.738,39.8114,UP,1
2005-07-08,47.34,46.47,39.1672,44.584,40.018,UP,1
2005-07-11,47.39,47.2,39.2194,45.302,40.2538,UP,1
2005-07-12,48.34,47.29,39.2756,46.088,40.5186,DOWN,0
2005-07-13,47.95,48.1,39.3347,46.898,40.7616,UP,1
2005-07-14,48.19,47.75,39.3919,47.842,41.005,DOWN,0
2005-07-15,48.13,47.9,39.448,48.0,41.2394,DOWN,0
2005-07-18,47.47,48.13,39.5035,48.016,41.4538,UP,1
2005-07-19,47.93,47.47,39.5582,47.934,41.6804,UP,1
2005-07-20,48.5,47.75,39.6147,48.044,41.9096,UP,1
2005-07-21,48.86,48.52,39.6753,48.178,42.16,UP,1
2005-07-22,49.51,49.05,39.7416,48.454,42.4242,DOWN,0
2005-07-25,49.29,49.8,39.8076,48.818,42.701,DOWN,0
2005-07-26,49.2,49.4,39.8773,49.072,42.977,UP,1
2005-07-27,49.3,49.45,39.9466,49.232,43.2212,UP,1
2005-07-28,49.5,49.4,40.0213,49.36,43.4712,DOWN,0
2005-07-29,49.24,49.45,40.0941,49.306,43.7084,UP,1
2005-08-01,49.3,49.35,40.1655,49.308,43.9448,UP,1
2005-08-02,49.74,49.25,40.239,49.416,44.1892,UP,1
2005-08-03,50.36,49.64,40.317,49.628,44.4352,DOWN,0
2005-08-04,48.39,50.36,40.3853,49.406,44.6268,UP,1
2005-08-05,49.72,48.75,40.4607,49.502,44.8538,UP,1
2005-08-08,50.14,50.05,40.5313,49.67,45.093,UP,1
2005-08-09,51.98,51.01,40.6145,50.118,45.3626,UP,1
2005-08-10,52.5,51.6,40.6964,50.546,45.6376,UP,1
2005-08-11,52.6,52.31,40.7754,51.388,45.8982,DOWN,0
2005-08-12,52.18,52.45,40.8508,51.88,46.1366,DOWN,0
2005-08-15,51.5,51.93,40.9237,52.152,46.373,DOWN,0
2005-08-16,50.54,51.0,40.9917,51.864,46.5844,DOWN,0
2005-08-17,50.49,50.35,41.0577,51.462,46.7942,UP,1
2005-08-18,50.55,50.43,41.1229,51.052,47.0074,DOWN,0
2005-08-19,49.75,50.44,41.1771,50.566,47.1912,DOWN,0
2005-08-22,48.91,50.7,41.2255,50.048,47.2872,UP,1
2005-08-23,50.11,48.91,41.2819,49.962,47.4204,DOWN,0
2005-08-24,49.82,49.8,41.3376,49.828,47.5596,UP,1
2005-08-25,50.23,50.25,41.3951,49.764,47.7014,DOWN,0
2005-08-26,49.5,50.21,41.4458,49.714,47.8274,DOWN,0
2005-08-29,49.14,49.37,41.4938,49.76,47.9362,UP,1
2005-08-30,49.25,49.04,41.5428,49.588,48.0498,UP,1
2005-08-31,49.55,49.15,41.591,49.534,48.168,DOWN,0
2005-09-01,48.1,49.65,41.6325,49.108,48.2568,DOWN,0
2005-09-02,47.35,48.25,41.6699,48.678,48.3488,UP,1
2005-09-06,48.2,47.6,41.7076,48.49,48.4712,UP,1
2005-09-07,49.34,47.75,41.7529,48.508,48.6152,UP,1
2005-09-08,49.89,49.24,41.803,48.576,48.743,DOWN,0
2005-09-09,49.89,49.87,41.8528,48.934,48.877,UP,1
2005-09-12,51.76,50.1,41.9102,49.816,49.05,DOWN,0
2005-09-13,51.18,51.34,41.9638,50.412,49.1976,DOWN,0
2005-09-14,50.8,51.0,42.0162,50.704,49.3254,DOWN,0
2005-09-15,50.75,50.8,42.073,50.876,49.4624,DOWN,0
2005-09-16,50.5,50.75,42.1244,50.998,49.603,DOWN,0
2005-09-19,49.85,50.4,42.1705,50.616,49.6532,DOWN,0
2005-09-20,47.9,49.8,42.2069,49.96,49.6634,DOWN,0
2005-09-21,46.42,47.75,42.2416,49.084,49.625,UP,1
2005-09-22,47.49,46.39,42.2843,48.432,49.6158,UP,1
2005-09-23,48.64,47.59,42.3331,48.06,49.6248,UP,1
2005-09-26,49.6,49.25,42.3876,48.01,49.6542,UP,1
2005-09-27,50.69,50.49,42.4443,48.568,49.7186,DOWN,0
2005-09-28,49.46,50.95,42.4948,49.176,49.7492,UP,1
2005-09-29,50.17,49.48,42.5464,49.712,49.7826,UP,1
2005-09-30,50.3,50.18,42.5998,50.044,49.8114,DOWN,0
2005-10-03,50.17,50.3,42.6507,50.158,49.8246,UP,1
2005-10-04,50.46,50.25,42.7065,50.112,49.848,DOWN,0
2005-10-05,50.35,50.54,42.7623,50.29,49.871,UP,1
2005-10-06,51.15,50.35,42.822,50.486,49.908,UP,1
2005-10-07,52.5,51.285,42.8862,50.926,49.968,DOWN,0
2005-10-10,51.63,52.5,42.9416,51.218,50.0158,UP,1
2005-10-11,51.75,52.0,42.9963,51.476,50.0648,DOWN,0
2005-10-12,50.2,51.7,43.0393,51.446,50.074,DOWN,0
2005-10-13,49.26,50.1,43.0762,51.068,50.052,UP,1
2005-10-14,50.74,49.7,43.121,50.716,50.099,UP,1
2005-10-17,51.08,50.72,43.1634,50.606,50.1262,DOWN,0
2005-10-18,50.87,51.03,43.2088,50.43,50.1408,UP,1
2005-10-19,51.66,50.73,43.2603,50.722,50.1344,UP,1
2005-10-20,52.15,51.4,43.3167,51.3,50.1274,UP,1
2005-10-21,52.37,52.4,43.3734,51.626,50.1228,UP,1
2005-10-24,53.22,52.44,43.4341,52.054,50.1436,DOWN,0
2005-10-25,51.92,52.97,43.4887,52.264,50.152,DOWN,0
2005-10-26,51.38,51.75,43.5412,52.208,50.1688,DOWN,0
2005-10-27,48.52,51.2,43.5789,51.482,50.1294,UP,1
2005-10-28,48.61,48.65,43.6123,50.73,50.0906,UP,1
2005-10-31,49.2,48.92,43.6477,49.926,50.0796,UP,1
2005-11-01,49.33,49.25,43.6837,49.408,50.088,UP,1
2005-11-02,50.1,49.36,43.7266,49.152,50.0878,UP,1
2005-11-03,52.15,52.5,43.7849,49.878,50.1344,UP,1
2005-11-04,54.8,53.0,43.8583,51.116,50.2258,UP,1
2005-11-07,54.97,54.75,43.938,52.27,50.3352,DOWN,0
2005-11-08,54.43,54.97,44.0201,53.29,50.441,DOWN,0
2005-11-09,53.74,54.29,44.0948,54.018,50.5308,UP,1
2005-11-10,54.2,53.64,44.1709,54.428,50.6238,UP,1
2005-11-11,54.54,54.13,44.2486,54.376,50.7526,UP,1
2005-11-14,54.55,54.45,44.3266,54.292,50.8966,DOWN,0
2005-11-15,52.8,54.55,44.3976,53.966,50.9886,UP,1
2005-11-16,53.0,52.97,44.4666,53.818,51.0618,UP,1
2005-11-17,54.4,53.25,44.5451,53.858,51.152,UP,1
2005-11-18,54.57,54.6,44.6245,53.864,51.2456,DOWN,0
2005-11-21,54.23,54.65,44.6999,53.8,51.295,DOWN,0
2005-11-22,54.08,54.25,44.7758,54.056,51.353,UP,1
2005-11-23,54.17,54.07,44.8547,54.29,51.4204,UP,1
2005-11-25,54.8,54.55,44.9377,54.37,51.5014,DOWN,0
2005-11-28,53.29,54.76,45.0108,54.114,51.5572,UP,1
2005-11-29,53.87,53.43,45.0874,54.042,51.6376,DOWN,0
2005-11-30,53.6,53.57,45.1582,53.946,51.7516,UP,1
2005-12-01,53.67,54.2,45.2267,53.846,51.8966,DOWN,0
2005-12-02,53.47,53.47,45.2952,53.58,52.0162,DOWN,0
2005-12-05,51.7,53.17,45.355,53.262,52.0774,UP,1
2005-12-06,52.49,51.8,45.4208,52.986,52.1352,DOWN,0
2005-12-07,51.8,52.4,45.4834,52.626,52.1574,UP,1
2005-12-08,52.53,51.96,45.5478,52.398,52.2188,DOWN,0
2005-12-09,52.42,52.56,45.6124,52.188,52.2638,DOWN,0
2005-12-12,51.72,52.5,45.674,52.192,52.2922,UP,1
2005-12-13,52.31,51.57,45.7343,52.156,52.335,UP,1
2005-12-14,52.9,52.1,45.797,52.376,52.3838,DOWN,0
2005-12-15,52.33,53.0,45.8569,52.336,52.4234,DOWN,0
2005-12-16,52.15,52.53,45.9161,52.282,52.4434,UP,1
2005-12-19,52.22,52.29,45.975,52.382,52.4378,UP,1
2005-12-20,52.73,52.02,46.0373,52.466,52.4598,UP,1
2005-12-21,54.88,54.1,46.1092,52.862,52.5224,UP,1
2005-12-22,55.73,55.25,46.1841,53.542,52.633,UP,1
2005-12-23,56.41,55.73,46.2619,54.394,52.776,DOWN,0
2005-12-27,55.66,56.81,46.3352,55.082,52.8744,UP,1
2005-12-28,56.37,55.59,46.4115,55.81,52.9802,DOWN,0
2005-12-29,56.14,56.395,46.4871,56.062,53.0856,DOWN,0
2005-12-30,56.14,55.97,46.5641,56.144,53.1752,DOWN,0
2006-01-03,55.76,56.42,46.6386,56.014,53.2474,UP,1
2006-01-04,55.8,55.91,46.7147,56.042,53.316,UP,1
2006-01-05,56.23,55.79,46.7933,56.014,53.3762,UP,1
2006-01-06,56.47,56.49,46.8742,56.08,53.4672,UP,1
2006-01-09,56.54,56.15,46.9567,56.16,53.5704,UP,1
2006-01-10,56.72,56.7,47.0465,56.352,53.7344,DOWN,0
2006-01-11,56.66,56.63,47.1401,56.524,53.8954,DOWN,0
2006-01-12,56.51,56.52,47.2322,56.58,54.0416,DOWN,0
2006-01-13,56.02,56.51,47.3183,56.49,54.1754,DOWN,0
2006-01-17,55.3,55.72,47.4028,56.242,54.2794,DOWN,0
2006-01-18,55.16,54.8,47.4861,55.93,54.3396,DOWN,0
2006-01-19,54.15,55.25,47.5628,55.428,54.3266,DOWN,0
2006-01-20,52.99,54.2,47.634,54.724,54.287,UP,1
2006-01-23,53.73,54.05,47.7082,54.266,54.273,UP,1
2006-01-24,54.47,53.9,47.7877,54.1,54.2876,UP,1
2006-01-25,54.87,54.7,47.8705,54.042,54.301,UP,1
2006-01-26,56.12,55.1,47.958,54.436,54.3326,UP,1
2006-01-27,56.88,56.03,48.0501,55.214,54.3792,UP,1
2006-01-30,57.05,56.85,48.1494,55.878,54.4642,DOWN,0
2006-01-31,56.64,56.85,48.2537,56.312,54.537,DOWN,0
2006-02-01,56.35,56.665,48.3557,56.608,54.576,DOWN,0
2006-02-02,56.33,56.372,48.4537,56.65,54.6112,UP,1
2006-02-03,57.57,56.35,48.5593,56.788,54.678,DOWN,0
2006-02-06,57.47,57.52,48.6624,56.872,54.7458,DOWN,0
2006-02-07,54.17,55.75,48.7544,56.378,54.7458,UP,1
2006-02-08,55.55,54.6,48.8516,56.218,54.7608,UP,1
2006-02-09,55.56,55.586,48.9444,56.064,54.8062,DOWN,0
2006-02-10,55.35,55.6,49.0361,55.62,54.8358,DOWN,0
2006-02-13,55.0,55.05,49.1331,55.126,54.8638,UP,1
2006-02-14,56.94,55.35,49.2423,55.68,54.9292,UP,1
2006-02-15,57.57,57.1,49.3512,56.084,55.0112,DOWN,0
2006-02-16,57.29,57.53,49.4575,56.43,55.123,DOWN,0
2006-02-17,56.43,57.21,49.5576,56.646,55.2018,DOWN,0
2006-02-21,55.97,56.28,49.6537,56.84,55.2852,UP,1
2006-02-22,56.9,56.02,49.7552,56.832,55.3726,UP,1
2006-02-23,57.14,56.73,49.8557,56.746,55.467,UP,1
2006-02-24,58.0,57.24,49.964,56.888,55.5926,UP,1
2006-02-27,58.75,57.85,50.0763,57.352,55.7214,DOWN,0
2006-02-28,57.96,58.7,50.1888,57.75,55.8226,UP,1
2006-03-01,59.24,57.96,50.308,58.218,55.9608,DOWN,0
2006-03-02,58.87,58.95,50.4169,58.564,56.0952,DOWN,0
2006-03-03,58.74,58.62,50.5256,58.712,56.2256,DOWN,0
2006-03-06,57.57,58.7,50.6266,58.476,56.3224,UP,1
2006-03-07,57.58,57.0,50.7271,58.4,56.3764,UP,1
2006-03-08,58.11,57.05,50.83,58.174,56.424,DOWN,0
2006-03-09,58.09,57.97,50.9302,58.018,56.4576,UP,1
2006-03-10,58.3,58.13,51.0276,57.93,56.5104,DOWN,0
2006-03-13,58.06,58.29,51.1261,58.028,56.5442,UP,1
2006-03-14,58.62,58.03,51.2283,58.236,56.5938,UP,1
2006-03-15,58.75,58.7,51.3295,58.364,56.646,DOWN,0
2006-03-16,58.62,58.95,51.4289,58.47,56.7032,UP,1
2006-03-17,59.84,58.57,51.5302,58.778,56.784,UP,1
2006-03-20,60.93,60.25,51.6336,59.352,56.878,DOWN,0
2006-03-21,60.69,61.12,51.7386,59.766,56.9624,UP,1
2006-03-22,61.1,60.44,51.8443,60.236,57.0536,UP,1
2006-03-23,61.47,61.2,51.9516,60.806,57.1486,DOWN,0
2006-03-24,60.73,61.55,52.0558,60.984,57.23,DOWN,0
2006-03-27,60.41,60.7,52.1551,60.88,57.308,DOWN,0
2006-03-28,60.25,60.15,52.2358,60.792,57.3926,UP,1
2006-03-29,60.4,60.1,52.3205,60.652,57.4946,DOWN,0
2006-03-30,60.13,60.3,52.4069,60.384,57.594,UP,1
2006-03-31,60.61,60.25,52.4942,60.36,57.7232,DOWN,0
2006-04-03,60.04,60.8,52.5784,60.286,57.8642,DOWN,0
2006-04-04,59.82,59.95,52.659,60.2,57.986,UP,1
2006-04-05,61.04,59.45,52.7464,60.328,58.1174,UP,1
2006-04-06,61.6,60.95,52.8362,60.622,58.252,DOWN,0
