ticker,CZR US Equity,CZR US Equity,CZR US Equity,CZR US Equity,CZR US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2016-10-18,12.8,13.05,13.23,14.0618,12.9162,DOWN,0
2016-10-19,12.8,12.9,13.02,14.0298,12.9248,DOWN,0
2016-10-20,12.7,12.75,12.88,13.9974,12.9328,DOWN,0
2016-10-21,12.55,12.55,12.76,13.969,12.9423,DOWN,0
2016-10-24,12.55,12.5,12.68,13.9442,12.9517,DOWN,0
2016-10-25,12.1,12.65,12.54,13.9068,12.9589,DOWN,0
2016-10-26,12.0,12.05,12.38,13.869,12.9662,UP,1
2016-10-27,12.1,12.05,12.26,13.8392,12.974,DOWN,0
2016-10-28,12.1,12.0,12.17,13.8012,12.9826,DOWN,0
2016-10-31,12.1,12.1,12.08,13.7574,12.9914,DOWN,0
2016-11-01,11.8,12.05,12.02,13.7064,12.9976,DOWN,0
2016-11-02,11.45,11.8,11.91,13.6478,13.0021,DOWN,0
2016-11-03,11.05,11.5,11.7,13.583,13.0041,DOWN,0
2016-11-04,10.8,10.8,11.44,13.5164,13.0043,DOWN,0
2016-11-07,10.8,10.95,11.18,13.4504,13.0051,UP,1
2016-11-08,11.3,10.85,11.08,13.397,13.0086,UP,1
2016-11-09,11.65,11.15,11.12,13.35,13.0145,UP,1
2016-11-10,11.95,11.8,11.3,13.3098,13.0226,UP,1
2016-11-11,12.6,11.95,11.66,13.2796,13.034,UP,1
2016-11-14,12.85,12.7,12.07,13.2532,13.0466,UP,1
2016-11-15,13.0,12.8,12.41,13.2292,13.0599,UP,1
2016-11-16,13.15,13.0,12.71,13.202,13.0754,UP,1
2016-11-17,13.85,13.25,13.09,13.1914,13.0949,DOWN,0
2016-11-18,13.55,13.95,13.28,13.1822,13.1151,DOWN,0
2016-11-21,13.35,13.55,13.38,13.1674,13.1345,UP,1
2016-11-22,13.4,13.4,13.46,13.1564,13.1557,UP,1
2016-11-23,13.6,13.5,13.55,13.1486,13.1774,DOWN,0
2016-11-25,13.45,13.55,13.47,13.1308,13.1988,DOWN,0
2016-11-28,13.2,13.4,13.4,13.1098,13.2186,UP,1
2016-11-29,13.35,13.1,13.4,13.1,13.2384,UP,1
2016-11-30,13.75,13.45,13.47,13.1028,13.2589,UP,1
2016-12-01,15.25,13.75,13.8,13.127,13.2871,DOWN,0
2016-12-02,15.2,15.15,14.15,13.1386,13.3153,UP,1
2016-12-05,15.75,15.25,14.66,13.1604,13.3453,UP,1
2016-12-06,15.95,15.85,15.18,13.1816,13.3774,UP,1
2016-12-07,16.6,15.95,15.75,13.2232,13.4119,DOWN,0
2016-12-08,16.55,16.55,16.01,13.2674,13.4453,UP,1
2016-12-09,16.6,16.55,16.29,13.3152,13.4787,DOWN,0
2016-12-12,16.0,16.65,16.34,13.354,13.5087,UP,1
2016-12-13,16.35,16.2,16.42,13.3984,13.5394,UP,1
2016-12-14,16.45,16.3,16.39,13.444,13.5691,DOWN,0
2016-12-15,16.4,16.4,16.36,13.4924,13.5986,UP,1
2016-12-16,16.45,16.5,16.33,13.5378,13.6283,UP,1
2016-12-19,16.5,16.35,16.43,13.586,13.6578,UP,1
2016-12-20,16.55,16.35,16.47,13.631,13.6881,UP,1
2016-12-21,16.7,16.45,16.52,13.687,13.7177,DOWN,0
2016-12-22,16.5,16.75,16.54,13.74,13.7451,UP,1
2016-12-23,16.55,16.45,16.56,13.803,13.7735,DOWN,0
2016-12-27,16.45,16.5,16.55,13.869,13.8018,UP,1
2016-12-28,16.55,16.5,16.55,13.941,13.8305,UP,1
2016-12-29,16.8,16.6,16.57,14.021,13.8595,UP,1
2016-12-30,16.95,16.75,16.66,14.104,13.8892,UP,1
2017-01-03,17.05,17.1,16.76,14.191,13.9196,DOWN,0
2017-01-04,16.9,17.2,16.85,14.278,13.9493,DOWN,0
2017-01-05,16.65,16.85,16.87,14.36,13.9784,DOWN,0
2017-01-06,16.6,16.75,16.83,14.45,14.007,DOWN,0
2017-01-09,16.1,16.2,16.66,14.532,14.0331,UP,1
2017-01-10,16.5,16.25,16.55,14.62,14.0606,UP,1
2017-01-11,16.7,16.6,16.51,14.712,14.0864,DOWN,0
2017-01-12,16.15,16.55,16.41,14.793,14.1091,DOWN,0
2017-01-13,16.0,16.25,16.29,14.877,14.1319,DOWN,0
2017-01-17,15.45,15.85,16.16,14.957,14.1534,UP,1
2017-01-18,15.8,15.5,16.02,15.052,14.175,DOWN,0
2017-01-19,15.55,15.8,15.79,15.147,14.1942,DOWN,0
2017-01-20,15.5,15.55,15.66,15.241,14.2125,DOWN,0
2017-01-23,15.4,15.45,15.54,15.323,14.2303,UP,1
2017-01-24,15.95,15.4,15.64,15.409,14.2489,UP,1
2017-01-25,16.0,16.1,15.68,15.49,14.2664,DOWN,0
2017-01-26,15.5,15.95,15.67,15.548,14.2808,DOWN,0
2017-01-27,15.5,15.5,15.67,15.601,14.2949,DOWN,0
2017-01-30,15.1,15.35,15.61,15.643,14.3079,UP,1
2017-01-31,15.5,15.05,15.52,15.69,14.3218,UP,1
2017-02-01,15.6,15.55,15.44,15.725,14.3357,UP,1
2017-02-02,15.65,15.55,15.47,15.767,14.3492,UP,1
2017-02-03,16.0,15.7,15.57,15.82,14.3659,DOWN,0
2017-02-06,15.5,15.95,15.65,15.862,14.3807,DOWN,0
2017-02-07,15.4,15.6,15.63,15.898,14.3946,UP,1
2017-02-08,15.5,15.3,15.61,15.939,14.409,UP,1
2017-02-09,15.6,15.55,15.6,15.987,14.4227,UP,1
2017-02-10,16.15,15.75,15.63,16.043,14.4396,UP,1
2017-02-13,16.25,16.15,15.78,16.093,14.4546,DOWN,0
2017-02-14,16.0,16.15,15.9,16.108,14.469,UP,1
2017-02-15,16.6,15.9,16.12,16.136,14.4852,DOWN,0
2017-02-16,16.4,16.65,16.28,16.149,14.5012,UP,1
2017-02-17,16.55,16.4,16.36,16.161,14.5194,DOWN,0
2017-02-21,16.4,16.65,16.39,16.157,14.5357,DOWN,0
2017-02-22,16.4,16.35,16.47,16.154,14.5505,DOWN,0
2017-02-23,16.05,16.5,16.36,16.143,14.5628,UP,1
2017-02-24,16.1,15.9,16.3,16.145,14.5735,UP,1
2017-02-27,16.15,16.1,16.22,16.141,14.5851,UP,1
2017-02-28,16.3,16.15,16.2,16.138,14.5977,UP,1
2017-03-01,17.15,16.45,16.35,16.153,14.6154,UP,1
2017-03-02,17.7,17.2,16.68,16.178,14.6346,UP,1
2017-03-03,18.2,17.7,17.1,16.212,14.6587,DOWN,0
2017-03-06,18.05,18.25,17.48,16.242,14.6795,DOWN,0
2017-03-07,18.0,18.0,17.82,16.268,14.7008,UP,1
2017-03-08,18.1,18.15,18.01,16.3,14.723,DOWN,0
2017-03-09,17.75,18.15,18.02,16.324,14.7452,UP,1
2017-03-10,18.05,17.8,17.99,16.356,14.7662,UP,1
2017-03-13,18.7,18.05,18.12,16.399,14.79,UP,1
2017-03-14,19.15,18.7,18.35,16.446,14.8153,UP,1
2017-03-15,19.7,19.2,18.67,16.501,14.8418,DOWN,0
2017-03-16,18.6,19.8,18.84,16.532,14.8603,UP,1
2017-03-17,18.85,18.6,19.0,16.571,14.8805,DOWN,0
2017-03-20,18.65,18.8,18.99,16.611,14.8997,DOWN,0
2017-03-21,17.6,18.65,18.68,16.631,14.9134,DOWN,0
2017-03-22,17.55,17.6,18.25,16.66,14.9268,UP,1
2017-03-23,17.65,17.5,18.06,16.683,14.9389,UP,1
2017-03-24,17.7,17.65,17.83,16.703,14.9513,UP,1
2017-03-27,17.9,17.5,17.68,16.738,14.9644,UP,1
2017-03-28,18.9,17.9,17.94,16.796,14.9833,DOWN,0
2017-03-29,18.75,18.8,18.18,16.862,15.0022,UP,1
2017-03-30,18.95,18.75,18.44,16.925,15.0229,DOWN,0
2017-03-31,18.925,18.95,18.685,16.9925,15.0438,DOWN,0
2017-04-03,18.875,18.8,18.88,17.06,15.0651,UP,1
2017-04-04,19.1,18.85,18.92,17.134,15.0888,DOWN,0
2017-04-05,18.8,19.2,18.93,17.191,15.1081,UP,1
2017-04-06,19.25,18.9,18.99,17.256,15.1304,DOWN,0
2017-04-07,19.2,19.2,19.045,17.33,15.1529,DOWN,0
2017-04-10,19.2,19.25,19.11,17.404,15.1753,UP,1
2017-04-11,19.6,19.25,19.21,17.494,15.2006,DOWN,0
2017-04-12,19.05,19.55,19.26,17.565,15.2254,DOWN,0
2017-04-13,18.5,19.05,19.11,17.623,15.2464,UP,1
2017-04-17,18.7,18.55,19.01,17.684,15.2662,DOWN,0
2017-04-18,18.6,18.7,18.89,17.736,15.2832,UP,1
2017-04-19,18.8,18.75,18.73,17.802,15.3006,UP,1
2017-04-20,19.1,18.95,18.74,17.876,15.3212,DOWN,0
2017-04-21,18.4,19.1,18.72,17.934,15.3384,DOWN,0
2017-04-24,17.8,18.5,18.54,17.978,15.3531,UP,1
2017-04-25,18.4,17.9,18.5,18.023,15.3696,UP,1
2017-04-26,19.5,18.4,18.64,18.088,15.391,DOWN,0
2017-04-27,19.25,19.6,18.67,18.153,15.4115,DOWN,0
2017-04-28,19.125,18.9,18.815,18.2035,15.4317,UP,1
2017-05-01,19.15,19.2,19.085,18.2585,15.4531,UP,1
2017-05-02,19.3,19.1,19.265,18.3135,15.4756,UP,1
2017-05-03,19.55,19.15,19.275,18.3765,15.5,DOWN,0
2017-05-04,19.55,19.6,19.335,18.4395,15.5239,UP,1
2017-05-05,20.0,18.45,19.51,18.5185,15.5512,DOWN,0
2017-05-08,19.9,20.0,19.66,18.5945,15.5786,UP,1
2017-05-09,20.45,20.0,19.89,18.6805,15.6082,UP,1
2017-05-10,20.9,20.6,20.16,18.7725,15.6402,DOWN,0
2017-05-11,20.55,20.8,20.36,18.8405,15.6703,UP,1
2017-05-12,20.7,20.45,20.5,18.9005,15.7011,DOWN,0
2017-05-15,20.7,20.75,20.66,18.9505,15.7323,DOWN,0
2017-05-16,20.65,20.8,20.7,19.0025,15.7633,DOWN,0
2017-05-17,20.225,20.3,20.565,19.047,15.7924,DOWN,0
2017-05-18,19.95,20.1,20.445,19.084,15.8198,DOWN,0
2017-05-19,19.7,20.1,20.245,19.123,15.8465,UP,1
2017-05-22,20.45,19.75,20.195,19.171,15.8763,UP,1
2017-05-23,20.55,20.55,20.175,19.208,15.91,UP,1
2017-05-24,20.8,20.55,20.29,19.241,15.9424,DOWN,0
2017-05-25,20.5,20.8,20.4,19.257,15.9729,UP,1
2017-05-26,20.55,20.5,20.57,19.296,16.0041,UP,1
2017-05-30,20.7,20.55,20.62,19.333,16.0377,UP,1
2017-05-31,20.75,20.8,20.66,19.375,16.0725,UP,1
2017-06-01,20.85,20.8,20.67,19.44,16.1069,DOWN,0
2017-06-02,20.85,20.8,20.74,19.506,16.1417,DOWN,0
2017-06-05,20.85,20.8,20.8,19.57,16.178,UP,1
2017-06-06,20.95,20.7,20.85,19.635,16.2128,UP,1
2017-06-07,21.6,20.95,21.02,19.709,16.2493,DOWN,0
2017-06-08,21.5,21.5,21.15,19.761,16.2851,DOWN,0
2017-06-09,21.25,21.5,21.23,19.811,16.3194,UP,1
2017-06-12,21.4,21.25,21.34,19.86,16.355,UP,1
2017-06-13,21.55,21.55,21.46,19.9125,16.3921,DOWN,0
2017-06-14,20.8,21.5,21.3,19.951,16.4256,DOWN,0
2017-06-15,20.45,20.6,21.09,19.978,16.458,DOWN,0
2017-06-16,20.25,20.1,20.89,20.007,16.4892,UP,1
2017-06-19,20.75,20.4,20.76,20.037,16.5232,DOWN,0
2017-06-20,20.45,20.75,20.54,20.062,16.5549,UP,1
2017-06-21,20.5,20.45,20.48,20.088,16.5865,DOWN,0
2017-06-22,20.15,20.45,20.42,20.099,16.6163,UP,1
2017-06-23,20.25,20.2,20.42,20.123,16.645,UP,1
2017-06-26,20.4,20.3,20.35,20.161,16.6751,DOWN,0
2017-06-27,20.0,20.35,20.26,20.187,16.705,UP,1
2017-06-28,20.45,20.05,20.25,20.224,16.7368,DOWN,0
2017-06-29,19.65,20.55,20.15,20.241,16.7653,UP,1
2017-06-30,20.0,19.65,20.1,20.259,16.7954,DOWN,0
2017-07-03,19.8,20.1,19.98,20.287,16.8227,DOWN,0
2017-07-05,19.35,19.75,19.85,20.318,16.8482,DOWN,0
2017-07-06,19.2,19.15,19.6,20.334,16.875,UP,1
2017-07-07,19.4,19.3,19.55,20.332,16.9039,DOWN,0
2017-07-10,19.3,19.45,19.41,20.333,16.9302,UP,1
2017-07-11,19.45,19.35,19.34,20.3395,16.9544,UP,1
2017-07-12,19.55,19.6,19.38,20.3475,16.9788,DOWN,0
2017-07-13,19.2,19.6,19.38,20.3455,17.0004,UP,1
2017-07-14,19.3,19.15,19.36,20.3405,17.0243,DOWN,0
2017-07-17,19.1,19.35,19.32,20.3315,17.0481,UP,1
2017-07-18,19.5,19.1,19.33,20.3215,17.0745,UP,1
2017-07-19,19.8,19.6,19.38,20.3195,17.1032,UP,1
2017-07-20,20.6,20.0,19.66,20.3225,17.1356,DOWN,0
2017-07-21,20.6,20.7,19.92,20.3165,17.1677,UP,1
2017-07-24,20.9,20.6,20.28,20.3235,17.2023,UP,1
2017-07-25,20.95,21.0,20.57,20.3285,17.2362,DOWN,0
2017-07-26,20.8,21.0,20.77,20.3305,17.2697,DOWN,0
2017-07-27,20.25,20.85,20.7,20.3225,17.2995,DOWN,0
2017-07-28,20.0,20.15,20.58,20.318,17.33,UP,1
2017-07-31,20.4,20.15,20.48,20.327,17.3627,DOWN,0
2017-08-01,20.3,20.6,20.35,20.339,17.3972,UP,1
2017-08-02,20.6,20.25,20.31,20.342,17.4345,DOWN,0
2017-08-03,20.35,20.7,20.33,20.338,17.4715,DOWN,0
2017-08-04,20.3,20.4,20.39,20.328,17.509,DOWN,0
2017-08-07,20.2,20.3,20.35,20.322,17.546,DOWN,0
2017-08-08,19.95,20.25,20.28,20.31,17.5822,UP,1
2017-08-09,21.95,20.5,20.55,20.335,17.6292,UP,1
2017-08-10,22.55,22.1,20.99,20.371,17.6792,UP,1
2017-08-11,23.4,22.75,21.61,20.422,17.7357,DOWN,0
2017-08-14,23.3,23.35,22.23,20.471,17.7922,DOWN,0
2017-08-15,22.75,23.25,22.79,20.509,17.8455,DOWN,0
2017-08-16,22.5,22.8,22.9,20.54,17.8975,DOWN,0
2017-08-17,22.1,22.45,22.81,20.55,17.9475,UP,1
2017-08-18,22.3,21.9,22.59,20.566,18.0,UP,1
2017-08-21,22.5,22.2,22.43,20.591,18.0552,UP,1
2017-08-22,23.2,22.65,22.52,20.627,18.116,DOWN,0
2017-08-23,23.05,23.05,22.63,20.657,18.1772,UP,1
2017-08-24,23.1,23.15,22.83,20.703,18.2387,UP,1
2017-08-25,23.25,23.3,23.02,20.759,18.2985,DOWN,0
2017-08-28,22.9,23.35,23.1,20.812,18.3547,DOWN,0
2017-08-29,22.7,22.7,23.0,20.851,18.4085,DOWN,0
2017-08-30,22.55,22.55,22.9,20.893,18.4582,UP,1
2017-08-31,23.0,22.75,22.88,20.943,18.509,UP,1
2017-09-01,23.15,23.15,22.86,21.003,18.5597,UP,1
2017-09-05,23.85,23.15,23.05,21.075,18.6132,DOWN,0
2017-09-06,23.7,23.95,23.25,21.141,18.6625,UP,1
2017-09-07,23.8,23.7,23.5,21.217,18.7137,UP,1
2017-09-08,24.05,23.9,23.71,21.289,18.7672,UP,1
2017-09-11,24.7,24.1,24.02,21.39,18.8237,UP,1
2017-09-12,25.25,24.65,24.3,21.495,18.882,DOWN,0
2017-09-13,24.85,25.15,24.53,21.596,18.939,DOWN,0
2017-09-14,24.6,24.9,24.69,21.701,18.996,UP,1
2017-09-15,24.8,24.7,24.84,21.813,19.0532,UP,1
2017-09-18,25.3,24.85,24.96,21.931,19.111,DOWN,0
2017-09-19,25.3,25.25,24.97,22.051,19.1612,UP,1
2017-09-20,25.45,25.5,25.09,22.171,19.2125,DOWN,0
2017-09-21,25.1,25.35,25.19,22.282,19.2592,DOWN,0
2017-09-22,24.725,25.15,25.175,22.3925,19.3031,DOWN,0
2017-09-25,24.4,24.9,24.995,22.4945,19.3421,UP,1
2017-09-26,24.55,24.4,24.845,22.6035,19.3821,UP,1
2017-09-27,25.2,24.65,24.795,22.7175,19.4251,UP,1
2017-09-28,25.45,25.05,24.865,22.8305,19.4724,UP,1
2017-09-29,25.65,25.5,25.05,22.9315,19.5189,UP,1
2017-10-02,25.9,25.55,25.35,23.0375,19.5661,UP,1
2017-10-03,26.65,25.9,25.77,23.1525,19.6174,UP,1
2017-10-04,26.75,26.5,26.08,23.2685,19.6689,UP,1
2017-10-05,26.95,26.75,26.38,23.3915,19.7211,DOWN,0
2017-10-06,26.4,26.95,26.53,23.5145,19.7704,DOWN,0
2017-10-09,26.1,26.4,26.57,23.6365,19.8174,DOWN,0
2017-10-10,26.1,26.3,26.46,23.7505,19.8654,UP,1
2017-10-11,26.35,26.2,26.38,23.8715,19.9144,DOWN,0
2017-10-12,26.15,26.35,26.22,23.9825,19.9629,UP,1
2017-10-13,26.2,26.3,26.18,24.0995,20.0111,UP,1
2017-10-16,26.65,26.3,26.29,24.2265,20.0604,DOWN,0
2017-10-17,26.5,26.65,26.37,24.3525,20.1081,DOWN,0
2017-10-18,26.3,26.6,26.36,24.4795,20.1544,DOWN,0
2017-10-19,25.8,26.05,26.29,24.5565,20.1989,DOWN,0
2017-10-20,25.5,26.05,26.15,24.6155,20.2431,DOWN,0
2017-10-23,25.25,25.45,25.87,24.6525,20.2864,DOWN,0
2017-10-24,24.9,25.25,25.55,24.6845,20.3304,DOWN,0
2017-10-25,24.8,24.75,25.25,24.7255,20.3719,DOWN,0
2017-10-26,24.05,24.8,24.9,24.7565,20.4086,UP,1
2017-10-27,25.25,24.15,24.85,24.8195,20.4541,UP,1
2017-10-30,25.6,25.1,24.92,24.8855,20.5021,UP,1
2017-10-31,25.7,25.65,25.08,24.9495,20.5534,UP,1
2017-11-01,25.8,25.7,25.28,25.0015,20.6034,DOWN,0
2017-11-02,25.65,25.8,25.6,25.0535,20.6539,UP,1
2017-11-03,28.0,27.2,26.15,25.1515,20.7164,UP,1
2017-11-06,28.6,28.2,26.75,25.2585,20.7824,UP,1
2017-11-07,29.0,28.5,27.41,25.3805,20.8476,UP,1
2017-11-08,29.3,29.0,28.11,25.5125,20.9141,DOWN,0
2017-11-09,28.55,29.2,28.69,25.6325,20.9794,UP,1
2017-11-10,28.65,28.8,28.82,25.7455,21.0451,UP,1
2017-11-13,28.8,28.65,28.86,25.8585,21.1136,UP,1
2017-11-14,29.05,28.7,28.87,25.9625,21.1814,DOWN,0
2017-11-15,29.0,28.85,28.81,26.0685,21.2484,UP,1
2017-11-16,29.25,29.1,28.95,26.1775,21.3164,DOWN,0
2017-11-17,29.2,29.15,29.06,26.2805,21.3824,UP,1
2017-11-20,29.65,29.2,29.23,26.3795,21.4531,DOWN,0
2017-11-21,29.4,29.75,29.3,26.4625,21.5231,DOWN,0
2017-11-22,29.25,29.5,29.35,26.5505,21.5919,UP,1
2017-11-24,29.7,29.25,29.44,26.6525,21.6624,UP,1
2017-11-27,29.75,29.55,29.55,26.7515,21.7304,UP,1
2017-11-28,30.05,29.95,29.63,26.8465,21.7994,DOWN,0
2017-11-29,29.425,30.15,29.635,26.929,21.8665,UP,1
2017-11-30,30.6,29.6,29.905,27.032,21.9365,DOWN,0
2017-12-01,30.6,30.5,30.085,27.142,22.0075,UP,1
2017-12-04,30.85,31.0,30.305,27.2645,22.079,UP,1
2017-12-05,31.35,30.7,30.565,27.4035,22.1538,DOWN,0
2017-12-06,31.25,31.15,30.93,27.5375,22.228,UP,1
2017-12-07,31.85,31.15,31.18,27.6705,22.307,UP,1
2017-12-08,32.7,32.2,31.6,27.8155,22.39,UP,1
2017-12-11,33.3,33.1,32.09,27.9685,22.4758,UP,1
2017-12-12,33.65,33.4,32.55,28.1235,22.5625,UP,1
2017-12-13,33.95,33.65,33.09,28.2695,22.6465,DOWN,0
2017-12-14,32.05,33.9,33.13,28.3755,22.7183,UP,1
2017-12-15,32.15,32.05,33.02,28.4795,22.788,UP,1
2017-12-18,33.6,32.55,33.08,28.6235,22.8658,DOWN,0
2017-12-19,33.4,33.65,33.03,28.7695,22.9428,DOWN,0
2017-12-20,33.0,33.55,32.84,28.9075,23.0173,UP,1
2017-12-21,33.3,33.25,33.09,29.0465,23.095,DOWN,0
2017-12-22,33.2,33.25,33.3,29.1875,23.1708,DOWN,0
2017-12-26,33.2,33.1,33.22,29.3275,23.2433,UP,1
2017-12-27,33.9,33.3,33.32,29.4725,23.317,DOWN,0
2017-12-28,33.0,33.95,33.32,29.6025,23.3835,UP,1
2017-12-29,33.15,33.05,33.29,29.7395,23.4563,DOWN,0
2018-01-02,31.65,33.3,32.98,29.8565,23.5202,DOWN,0
2018-01-03,31.3,31.65,32.6,29.9725,23.5835,UP,1
2018-01-04,32.0,31.6,32.22,30.1075,23.6555,DOWN,0
2018-01-05,31.8,32.2,31.98,30.2455,23.7267,DOWN,0
2018-01-08,31.7,31.8,31.69,30.3835,23.797,UP,1
2018-01-09,32.05,31.7,31.77,30.5435,23.8688,UP,1
2018-01-10,32.25,32.05,31.96,30.6835,23.9405,UP,1
2018-01-11,32.55,32.35,32.07,30.8225,24.0088,DOWN,0
2018-01-12,32.35,32.7,32.18,30.9555,24.0768,DOWN,0
2018-01-16,32.1,32.6,32.26,31.0815,24.1425,DOWN,0
2018-01-17,32.0,32.3,32.25,31.2085,24.2079,DOWN,0
2018-01-18,31.6,31.95,32.12,31.2805,24.2715,UP,1
2018-01-19,32.95,32.0,32.2,31.3675,24.3408,UP,1
2018-01-22,33.6,32.9,32.45,31.4595,24.4148,UP,1
2018-01-23,34.0,33.55,32.83,31.5535,24.4885,DOWN,0
2018-01-24,33.45,33.95,33.12,31.6515,24.5598,DOWN,0
2018-01-25,32.95,33.7,33.39,31.7375,24.6285,UP,1
2018-01-26,33.05,33.15,33.41,31.8225,24.6958,DOWN,0
2018-01-29,32.0,32.8,33.09,31.8815,24.7605,UP,1
2018-01-30,32.25,31.95,32.74,31.9465,24.8293,UP,1
2018-01-31,34.55,32.6,32.96,32.0525,24.9085,UP,1
2018-02-01,34.65,34.45,33.3,32.1615,24.9888,UP,1
2018-02-02,35.0,34.4,33.69,32.2685,25.0698,DOWN,0
2018-02-05,33.7,34.75,34.03,32.3545,25.1428,UP,1
2018-02-06,34.5,32.95,34.48,32.4595,25.2233,DOWN,0
2018-02-07,33.9,34.5,34.35,32.5435,25.3038,DOWN,0
2018-02-08,31.95,33.85,33.81,32.5875,25.3715,DOWN,0
2018-02-09,30.65,32.35,32.94,32.5995,25.4273,DOWN,0
2018-02-12,30.15,30.8,32.23,32.614,25.4817,UP,1
2018-02-13,31.15,30.1,31.56,32.625,25.5419,UP,1
2018-02-14,32.3,30.8,31.24,32.659,25.6076,UP,1
2018-02-15,32.45,32.35,31.34,32.691,25.6734,UP,1
2018-02-16,33.55,32.35,31.92,32.735,25.7434,UP,1
2018-02-20,34.15,33.7,32.72,32.793,25.8164,DOWN,0
2018-02-21,32.55,33.65,33.0,32.807,25.8791,DOWN,0
2018-02-22,32.15,32.6,32.97,32.796,25.9404,UP,1
2018-02-23,33.55,32.0,33.19,32.801,26.0059,UP,1
2018-02-26,33.6,34.15,33.2,32.8,26.0694,UP,1
2018-02-27,33.9,33.9,33.15,32.799,26.1361,UP,1
2018-02-28,34.1,33.95,33.46,32.84,26.2031,UP,1
2018-03-01,34.35,34.15,33.9,32.884,26.2714,DOWN,0
2018-03-02,34.25,33.95,34.04,32.897,26.3394,DOWN,0
2018-03-05,33.85,33.85,34.09,32.906,26.4075,UP,1
2018-03-06,34.35,33.85,34.18,32.933,26.4795,UP,1
2018-03-07,35.25,34.25,34.41,32.972,26.5573,UP,1
2018-03-08,35.85,35.6,34.71,33.025,26.6343,UP,1
2018-03-09,37.65,35.95,35.39,33.114,26.7198,DOWN,0
2018-03-12,37.15,37.65,36.05,33.179,26.8015,DOWN,0
2018-03-13,36.95,37.2,36.57,33.258,26.8838,UP,1
2018-03-14,37.7,37.3,37.06,33.349,26.9695,DOWN,0
2018-03-15,37.25,37.95,37.34,33.461,27.0523,DOWN,0
2018-03-16,36.5,38.1,37.11,33.565,27.131,DOWN,0
2018-03-19,35.55,36.1,36.79,33.636,27.2045,DOWN,0
2018-03-20,34.75,35.7,36.35,33.695,27.274,DOWN,0
2018-03-21,33.9,34.6,35.59,33.739,27.3392,DOWN,0
2018-03-22,33.2,33.75,34.78,33.762,27.4005,DOWN,0
2018-03-23,32.3,33.3,33.94,33.763,27.454,UP,1
2018-03-26,33.6,32.8,33.55,33.784,27.5145,DOWN,0
2018-03-27,33.0,33.75,33.2,33.797,27.5733,DOWN,0
2018-03-28,32.45,32.95,32.91,33.804,27.6285,UP,1
2018-03-29,33.0,32.5,32.87,33.824,27.6858,DOWN,0
2018-04-02,32.1,32.95,32.83,33.834,27.7423,UP,1
2018-04-03,33.8,32.7,32.87,33.851,27.809,UP,1
2018-04-04,34.65,33.25,33.2,33.872,27.881,UP,1
2018-04-05,35.5,34.9,33.81,33.902,27.9548,DOWN,0
2018-04-06,34.4,35.3,34.09,33.921,28.0245,DOWN,0
2018-04-09,34.1,34.55,34.49,33.944,28.0925,UP,1
2018-04-10,34.6,34.7,34.65,33.975,28.1648,DOWN,0
2018-04-11,34.6,34.25,34.64,34.027,28.2365,UP,1
2018-04-12,35.5,34.85,34.64,34.092,28.312,UP,1
2018-04-13,35.7,35.85,34.9,34.115,28.3905,UP,1
2018-04-16,41.5,39.85,36.38,34.252,28.4958,DOWN,0
2018-04-17,41.0,42.2,37.66,34.372,28.6025,UP,1
2018-04-18,41.3,41.15,39.0,34.524,28.709,DOWN,0
2018-04-19,40.8,41.2,40.06,34.65,28.814,DOWN,0
2018-04-20,40.4,40.65,41.0,34.78,28.9193,UP,1
2018-04-23,41.15,40.5,40.93,34.964,29.029,DOWN,0
2018-04-24,40.1,41.15,40.75,35.153,29.1325,DOWN,0
2018-04-25,39.45,40.2,40.38,35.339,29.2333,UP,1
2018-04-26,40.25,40.7,40.27,35.521,29.3373,UP,1
2018-04-27,40.55,40.0,40.3,35.686,29.4423,DOWN,0
2018-04-30,40.5,40.9,40.17,35.847,29.5488,DOWN,0
2018-05-01,40.3,40.7,40.21,35.982,29.6538,UP,1
2018-05-02,40.4,40.1,40.4,36.107,29.7603,DOWN,0
2018-05-03,40.0,40.55,40.35,36.256,29.8628,UP,1
2018-05-04,42.5,40.8,40.74,36.463,29.9763,DOWN,0
2018-05-07,42.15,42.85,41.07,36.635,30.084,UP,1
2018-05-08,42.35,41.95,41.48,36.81,30.1928,DOWN,0
2018-05-09,42.25,42.25,41.85,36.977,30.2995,UP,1
2018-05-10,43.3,42.35,42.51,37.161,30.4113,DOWN,0
2018-05-11,42.2,43.1,42.45,37.318,30.5183,UP,1
2018-05-14,43.2,42.2,42.66,37.497,30.633,DOWN,0
2018-05-15,43.1,43.1,42.81,37.682,30.7485,UP,1
2018-05-16,43.4,42.9,43.04,37.863,30.8635,UP,1
2018-05-17,44.25,43.4,43.23,38.043,30.9833,UP,1
2018-05-18,44.4,44.35,43.67,38.214,31.1023,DOWN,0
2018-05-21,43.7,44.55,43.77,38.335,31.219,DOWN,0
2018-05-22,43.35,44.0,43.82,38.459,31.3343,DOWN,0
2018-05-23,43.0,43.1,43.74,38.58,31.4483,UP,1
2018-05-24,44.0,42.95,43.69,38.706,31.5685,UP,1
2018-05-25,44.5,43.8,43.71,38.851,31.6813,UP,1
2018-05-29,44.95,44.1,43.96,39.02,31.7932,UP,1
