ticker,EQIX US Equity,EQIX US Equity,EQIX US Equity,EQIX US Equity,EQIX US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-04-02,212.99,215.24,213.932,215.7162,195.1448,DOWN,0
2013-04-03,208.34,212.82,213.216,215.4838,195.3542,UP,1
2013-04-04,210.73,208.3,212.66,215.2522,195.5592,UP,1
2013-04-05,214.03,207.22,212.204,215.1002,195.7518,UP,1
2013-04-08,214.8,213.51,212.178,214.9564,195.9502,DOWN,0
2013-04-09,211.2,214.92,211.82,214.6754,196.1568,UP,1
2013-04-10,219.02,212.33,213.956,214.602,196.3923,UP,1
2013-04-11,221.69,217.15,216.148,214.7068,196.662,DOWN,0
2013-04-12,217.49,221.53,216.84,214.769,196.9162,DOWN,0
2013-04-15,209.63,216.58,215.806,214.653,197.1341,UP,1
2013-04-16,214.85,210.66,216.536,214.5924,197.3546,DOWN,0
2013-04-17,212.78,212.22,215.288,214.5532,197.5641,DOWN,0
2013-04-18,209.16,213.48,212.782,214.3658,197.7686,UP,1
2013-04-19,210.15,209.08,211.314,214.2098,197.9411,UP,1
2013-04-22,213.64,214.15,212.116,214.201,198.1266,UP,1
2013-04-23,219.41,214.11,213.028,214.195,198.3368,DOWN,0
2013-04-24,216.38,218.73,213.748,214.162,198.5336,DOWN,0
2013-04-25,213.51,209.71,214.618,214.1416,198.7296,DOWN,0
2013-04-26,211.49,213.43,214.886,214.111,198.9355,DOWN,0
2013-04-29,210.97,213.24,214.352,213.8104,199.1521,UP,1
2013-04-30,214.1,211.88,213.29,213.6018,199.3864,UP,1
2013-05-01,216.05,214.75,213.224,213.5011,199.6269,DOWN,0
2013-05-02,214.89,216.05,213.5,213.4865,199.8533,DOWN,0
2013-05-03,214.5,217.1,214.102,213.4963,200.0747,UP,1
2013-05-06,215.06,214.3,214.92,213.5133,200.2944,UP,1
2013-05-07,217.6,214.0,215.62,213.6619,200.5517,UP,1
2013-05-08,224.92,217.8,217.394,213.8985,200.8462,DOWN,0
2013-05-09,221.87,221.37,218.79,214.0825,201.1159,UP,1
2013-05-10,223.73,222.0,220.636,214.3261,201.4222,UP,1
2013-05-13,225.95,223.4,222.814,214.5863,201.7433,UP,1
2013-05-14,229.02,225.9,225.098,214.9057,202.0815,UP,1
2013-05-15,229.67,228.77,226.048,215.1511,202.3204,DOWN,0
2013-05-16,227.93,229.54,227.26,215.3583,202.5262,DOWN,0
2013-05-17,227.3,229.5,227.974,215.5829,202.7548,DOWN,0
2013-05-20,223.88,226.29,227.56,215.7189,202.9833,UP,1
2013-05-21,224.2,224.41,226.596,215.8543,203.2287,DOWN,0
2013-05-22,218.21,224.38,224.304,215.9013,203.4378,DOWN,0
2013-05-23,215.31,216.32,221.78,215.9013,203.6182,DOWN,0
2013-05-24,214.08,214.62,219.136,215.8819,203.7964,DOWN,0
2013-05-28,210.1,216.86,216.38,215.8805,203.9503,DOWN,0
2013-05-29,204.85,209.71,212.51,215.8513,204.072,DOWN,0
2013-05-30,203.35,203.59,209.538,215.7789,204.1781,DOWN,0
2013-05-31,202.64,202.15,207.004,215.6144,204.2788,DOWN,0
2013-06-03,201.41,202.35,204.47,215.4266,204.3781,DOWN,0
2013-06-04,198.03,199.08,202.056,215.1524,204.466,UP,1
2013-06-05,199.95,197.35,201.076,214.9506,204.5443,UP,1
2013-06-06,203.87,199.8,201.18,214.7896,204.6376,DOWN,0
2013-06-07,192.57,188.66,199.166,214.3708,204.6573,UP,1
2013-06-10,199.01,193.87,198.686,214.0248,204.6974,DOWN,0
2013-06-11,196.47,197.5,198.374,213.6556,204.7244,DOWN,0
2013-06-12,188.73,197.12,196.13,213.1704,204.7046,UP,1
2013-06-13,191.47,188.28,193.65,212.833,204.6974,DOWN,0
2013-06-14,191.11,191.67,193.358,212.4406,204.6854,UP,1
2013-06-17,193.11,191.4,192.178,212.0222,204.6703,DOWN,0
2013-06-18,191.33,193.2,191.15,211.5528,204.6366,DOWN,0
2013-06-19,185.25,191.08,190.454,211.0338,204.564,DOWN,0
2013-06-20,177.55,183.3,187.67,210.2044,204.4695,UP,1
2013-06-21,178.07,178.04,185.062,209.332,204.3716,DOWN,0
2013-06-24,176.13,177.32,181.666,208.5048,204.2604,UP,1
2013-06-25,178.55,178.64,179.11,207.8832,204.1647,UP,1
2013-06-26,182.85,179.59,178.63,207.2432,204.0701,UP,1
2013-06-27,186.92,184.38,180.504,206.726,204.0173,DOWN,0
2013-06-28,184.72,186.28,181.834,206.2372,203.9688,UP,1
2013-07-01,187.42,187.53,184.092,205.7826,203.9605,DOWN,0
2013-07-02,185.47,187.08,185.476,205.2192,203.9551,DOWN,0
2013-07-03,184.27,184.83,185.76,204.5164,203.874,UP,1
2013-07-05,185.67,186.6,185.51,203.9022,203.8259,DOWN,0
2013-07-08,185.54,187.1,185.674,203.3428,203.7812,UP,1
2013-07-09,187.004,186.99,185.5908,202.8531,203.7264,UP,1
2013-07-10,190.84,186.33,186.6648,202.4505,203.6912,UP,1
2013-07-11,199.51,193.91,189.7128,202.1587,203.7126,UP,1
2013-07-12,202.98,199.0,193.1748,201.8973,203.7301,DOWN,0
2013-07-15,200.64,202.08,196.1948,201.6123,203.7331,DOWN,0
2013-07-16,200.15,201.0,198.824,201.3253,203.7448,UP,1
2013-07-17,202.5,198.0,201.156,201.0741,203.7596,DOWN,0
2013-07-18,200.46,205.36,201.346,200.7313,203.7399,DOWN,0
2013-07-19,198.01,200.39,200.352,200.1931,203.6997,DOWN,0
2013-07-22,194.21,197.82,199.066,199.6399,203.6546,DOWN,0
2013-07-23,193.99,194.18,197.834,199.0451,203.6169,DOWN,0
2013-07-24,191.63,197.0,195.66,198.3587,203.5666,DOWN,0
2013-07-25,184.47,184.87,192.462,197.4677,203.4775,DOWN,0
2013-07-26,183.75,183.44,189.61,196.5493,203.3974,DOWN,0
2013-07-29,180.1,182.69,186.788,195.5927,203.2932,UP,1
2013-07-30,180.2,181.59,184.03,194.6507,203.2038,DOWN,0
2013-07-31,179.35,181.07,181.574,193.7601,203.1433,DOWN,0
2013-08-01,177.11,180.18,180.102,192.8183,203.0855,UP,1
2013-08-02,177.23,176.1,178.798,191.9987,203.0207,UP,1
2013-08-05,178.93,176.7,178.564,191.2711,202.9573,DOWN,0
2013-08-06,177.17,178.03,177.958,190.5329,202.8787,UP,1
2013-08-07,180.31,177.11,178.15,189.9371,202.8216,UP,1
2013-08-08,181.28,181.62,178.984,189.4657,202.7967,DOWN,0
2013-08-09,181.18,182.0,179.774,189.0223,202.7884,DOWN,0
2013-08-12,178.75,180.79,179.738,188.5445,202.7627,DOWN,0
2013-08-13,175.25,178.65,179.354,188.0213,202.7101,DOWN,0
2013-08-14,171.85,173.64,177.662,187.4977,202.6437,DOWN,0
2013-08-15,165.89,169.83,174.584,186.8165,202.5542,UP,1
2013-08-16,167.78,165.71,171.904,186.0947,202.4839,DOWN,0
2013-08-19,165.99,168.11,169.352,185.5631,202.4109,UP,1
2013-08-20,168.18,167.08,167.938,184.9465,202.3339,DOWN,0
2013-08-21,166.5,167.49,166.868,184.3471,202.2164,UP,1
2013-08-22,167.29,166.86,167.148,183.9183,202.1369,UP,1
2013-08-23,170.01,167.32,167.594,183.4891,202.0819,DOWN,0
2013-08-26,169.47,170.17,168.29,183.0563,202.0521,UP,1
2013-08-27,170.23,167.5,168.7,182.5987,202.0388,UP,1
2013-08-28,171.5,170.09,169.7,182.2021,202.0198,UP,1
2013-08-29,175.86,171.19,171.414,182.0143,202.0197,DOWN,0
2013-08-30,173.74,175.8,172.16,181.9381,202.0094,UP,1
2013-09-03,176.93,175.56,173.652,181.9153,202.0257,DOWN,0
2013-09-04,176.35,176.45,174.876,181.9197,202.0316,UP,1
2013-09-05,176.66,175.94,175.908,181.8819,202.0204,DOWN,0
2013-09-06,172.77,176.29,175.29,181.6803,201.9698,UP,1
2013-09-09,177.26,173.91,175.994,181.4871,201.9333,DOWN,0
2013-09-10,177.23,177.71,176.054,181.3373,201.8942,UP,1
2013-09-11,179.22,176.84,176.628,181.1733,201.8565,DOWN,0
2013-09-12,177.8,178.87,176.856,181.0199,201.8181,DOWN,0
2013-09-13,177.052,178.55,177.7124,180.8755,201.7899,DOWN,0
2013-09-16,173.76,179.0,177.0124,180.6373,201.7438,UP,1
2013-09-17,174.94,174.28,176.5544,180.4253,201.6896,UP,1
2013-09-18,179.24,175.32,176.5584,180.27,201.657,UP,1
2013-09-19,183.29,179.44,177.6564,180.119,201.6499,UP,1
2013-09-20,184.03,183.51,179.052,179.8094,201.6551,DOWN,0
2013-09-23,183.46,183.3,180.992,179.419,201.6676,DOWN,0
2013-09-24,181.39,183.4,182.282,179.034,201.6402,UP,1
2013-09-25,181.61,181.06,182.756,178.6632,201.5998,UP,1
2013-09-26,183.55,182.53,182.808,178.2842,201.5472,UP,1
2013-09-27,184.14,182.6,182.83,177.9578,201.4766,DOWN,0
2013-09-30,183.65,181.84,182.868,177.6706,201.4044,DOWN,0
2013-10-01,181.92,183.11,182.974,177.4248,201.3264,DOWN,0
2013-10-02,175.62,180.05,181.776,177.0574,201.2117,DOWN,0
2013-10-03,166.61,175.92,178.388,176.557,201.0374,UP,1
2013-10-04,167.57,167.57,175.074,176.219,200.8591,DOWN,0
2013-10-07,165.7,166.15,171.484,175.858,200.6752,DOWN,0
2013-10-08,164.21,165.81,167.942,175.5402,200.4763,UP,1
2013-10-09,165.36,164.37,165.89,175.2434,200.2903,UP,1
2013-10-10,166.33,166.83,165.834,174.983,200.1078,UP,1
2013-10-11,167.09,166.37,165.738,174.7826,199.9348,DOWN,0
2013-10-14,166.12,166.17,165.822,174.5604,199.7443,DOWN,0
2013-10-15,164.02,165.09,165.784,174.2622,199.5482,UP,1
2013-10-16,165.53,167.8,165.818,174.0294,199.3449,UP,1
2013-10-17,168.0,164.53,166.152,173.7832,199.1098,DOWN,0
2013-10-18,166.84,169.46,166.102,173.4944,198.8835,UP,1
2013-10-21,167.012,166.8,166.2804,173.2111,198.6422,DOWN,0
2013-10-22,167.0,167.81,166.8764,172.9761,198.3833,UP,1
2013-10-23,168.652,166.2,167.5008,172.8441,198.1505,UP,1
2013-10-24,174.07,179.53,168.7148,172.8885,197.9317,DOWN,0
2013-10-25,171.54,175.06,169.6548,173.0015,197.7005,DOWN,0
