ticker,BKNG US Equity,BKNG US Equity,BKNG US Equity,BKNG US Equity,BKNG US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2011-07-20,529.95,538.02,525.266,507.7022,455.3226,DOWN,0
2011-07-21,526.01,527.9,526.524,507.6524,456.228,UP,1
2011-07-22,530.37,527.18,528.098,507.84,457.2164,DOWN,0
2011-07-25,529.75,529.0,530.716,507.9558,458.2108,UP,1
2011-07-26,533.67,530.33,529.95,508.217,459.1747,DOWN,0
2011-07-27,517.21,532.38,527.402,508.4936,460.099,UP,1
2011-07-28,522.29,516.7,526.658,508.8514,461.0295,UP,1
2011-07-29,537.65,528.18,528.114,509.2368,462.0126,UP,1
2011-08-01,538.86,547.227,529.936,509.572,462.9616,DOWN,0
2011-08-02,518.32,536.1,526.866,509.5368,463.7802,UP,1
2011-08-03,521.97,522.32,527.818,509.943,464.6212,DOWN,0
2011-08-04,483.34,518.01,520.028,509.7914,465.3104,UP,1
2011-08-05,527.81,537.6,518.06,510.3714,466.2116,DOWN,0
2011-08-08,505.0,510.25,511.288,510.3692,467.0181,UP,1
2011-08-09,517.42,511.0,511.108,510.6888,467.7877,DOWN,0
2011-08-10,498.8,503.16,506.474,510.361,468.422,UP,1
2011-08-11,500.16,501.95,509.838,510.223,469.0506,UP,1
2011-08-12,503.11,505.72,504.898,510.0296,469.7037,UP,1
2011-08-15,514.35,504.66,506.768,510.1606,470.4375,DOWN,0
2011-08-16,497.32,506.73,502.748,510.0496,471.0401,DOWN,0
2011-08-17,491.85,499.2,501.358,509.7642,471.6291,DOWN,0
2011-08-18,458.8,476.57,493.086,508.9266,472.0172,DOWN,0
2011-08-19,448.95,452.0,482.254,507.8422,472.362,DOWN,0
2011-08-22,446.32,458.5,468.648,506.905,472.693,UP,1
2011-08-23,476.61,450.13,464.506,506.7946,473.1317,UP,1
2011-08-24,485.5,478.89,463.236,506.8902,473.6163,DOWN,0
2011-08-25,483.56,487.64,468.188,507.138,473.9308,UP,1
2011-08-26,503.47,477.99,479.092,507.9732,474.3528,UP,1
2011-08-29,521.01,510.0,494.03,509.1464,474.86,UP,1
2011-08-30,535.22,520.49,505.752,510.6752,475.4615,UP,1
2011-08-31,537.26,539.4,516.104,511.6682,476.1106,DOWN,0
2011-09-01,529.84,537.26,525.36,512.6518,476.7648,DOWN,0
2011-09-02,528.19,519.96,530.304,513.4156,477.3824,UP,1
2011-09-06,533.7,517.49,532.842,514.4302,477.9976,UP,1
2011-09-07,542.14,540.0,534.226,515.531,478.6604,DOWN,0
2011-09-08,538.39,538.65,534.452,516.3908,479.2502,DOWN,0
2011-09-09,520.75,534.89,532.634,516.7282,479.8147,UP,1
2011-09-12,528.87,511.45,532.77,517.067,480.4029,DOWN,0
2011-09-13,523.03,530.47,530.636,517.0316,480.9637,UP,1
2011-09-14,529.56,524.93,528.12,516.9154,481.5882,DOWN,0
2011-09-15,524.0,533.68,525.242,516.6728,482.2379,UP,1
2011-09-16,525.47,528.62,526.186,516.2354,482.8498,UP,1
2011-09-19,531.45,518.34,526.702,515.8214,483.4921,UP,1
2011-09-20,537.24,533.09,529.544,515.8352,484.1077,DOWN,0
2011-09-21,531.27,538.0,529.886,515.8892,484.6783,DOWN,0
2011-09-22,505.57,516.39,526.2,515.3552,485.1415,UP,1
2011-09-23,514.61,503.0,524.028,515.253,485.6344,DOWN,0
2011-09-26,513.59,514.7,520.456,515.0748,486.1266,DOWN,0
2011-09-27,511.12,523.49,515.232,514.964,486.5823,DOWN,0
2011-09-28,498.09,512.74,508.596,514.1758,487.0128,DOWN,0
2011-09-29,478.02,506.03,503.086,513.1372,487.4017,DOWN,0
2011-09-30,449.46,469.12,490.056,511.6062,487.6546,DOWN,0
2011-10-03,445.75,454.35,476.488,509.9138,487.8819,DOWN,0
2011-10-04,444.0,440.7,463.064,508.1988,488.0987,UP,1
2011-10-05,445.67,441.17,452.58,506.4388,488.3004,UP,1
2011-10-06,469.56,447.78,450.888,505.4858,488.6132,DOWN,0
2011-10-07,467.73,474.12,454.542,504.3946,488.871,UP,1
2011-10-10,483.85,475.75,462.162,503.3186,489.2243,UP,1
2011-10-11,493.26,480.95,472.014,502.4066,489.6494,DOWN,0
2011-10-12,485.54,499.45,479.988,501.751,490.0531,UP,1
2011-10-13,493.77,485.06,484.83,501.187,490.4935,UP,1
2011-10-14,499.13,503.13,491.11,501.5028,490.9678,DOWN,0
2011-10-17,492.85,495.29,492.91,500.8036,491.4343,UP,1
2011-10-18,493.21,492.16,492.9,500.5678,491.8204,DOWN,0
2011-10-19,479.0,490.82,491.592,499.7994,492.1685,DOWN,0
2011-10-20,473.82,478.47,487.602,499.2998,492.3696,UP,1
2011-10-21,495.46,479.72,486.868,499.2058,492.6603,UP,1
2011-10-24,519.82,494.0,492.262,499.54,493.0564,DOWN,0
2011-10-25,505.06,517.015,494.632,499.3542,493.3789,DOWN,0
2011-10-26,495.63,510.11,497.958,499.3204,493.701,UP,1
2011-10-27,520.55,512.38,507.304,499.8944,494.1326,UP,1
2011-10-28,523.68,515.0,512.948,501.192,494.5534,DOWN,0
2011-10-31,507.72,519.0,510.528,502.3674,494.9021,DOWN,0
2011-11-01,489.02,492.08,507.32,503.2214,495.1426,UP,1
2011-11-02,493.64,496.15,506.922,503.562,495.4507,UP,1
2011-11-03,511.71,498.57,505.154,504.0862,495.8881,UP,1
2011-11-04,513.37,509.0,503.092,504.6824,496.327,DOWN,0
2011-11-07,509.0,517.24,503.348,504.793,496.753,UP,1
2011-11-08,552.85,520.0,516.114,505.4298,497.3729,DOWN,0
2011-11-09,536.55,543.0,524.696,505.4564,497.9422,DOWN,0
2011-11-10,528.36,542.34,528.026,505.2784,498.3983,UP,1
2011-11-11,533.31,535.11,532.014,505.3478,498.9383,UP,1
2011-11-14,534.4,530.98,537.094,505.472,499.4677,UP,1
2011-11-15,546.82,531.54,535.888,505.7344,500.0121,DOWN,0
2011-11-16,538.33,541.37,536.244,505.6582,500.5178,DOWN,0
2011-11-17,513.4,538.05,533.252,505.1584,500.9049,DOWN,0
2011-11-18,496.92,514.63,525.974,504.6818,501.2223,DOWN,0
2011-11-21,477.65,486.97,514.624,503.6574,501.4246,UP,1
2011-11-22,481.07,472.78,501.474,502.8182,501.6162,DOWN,0
2011-11-23,464.53,478.0,486.714,501.5176,501.6833,DOWN,0
2011-11-25,459.18,462.97,475.87,500.2212,501.702,UP,1
2011-11-28,472.5,474.51,470.986,499.1618,501.7876,DOWN,0
2011-11-29,463.0,475.41,468.056,497.7928,501.8175,UP,1
2011-11-30,485.89,478.89,469.02,496.7658,501.961,UP,1
2011-12-01,488.43,483.87,473.8,495.909,502.1129,DOWN,0
2011-12-02,486.48,497.42,479.26,495.5272,502.269,DOWN,0
2011-12-05,484.02,495.63,481.564,494.9154,502.4444,DOWN,0
2011-12-06,479.1,482.77,484.784,494.2256,502.671,UP,1
2011-12-07,484.29,476.71,484.464,493.689,502.9625,DOWN,0
2011-12-08,479.46,482.86,482.67,493.3164,503.0481,UP,1
2011-12-09,479.74,480.0,481.322,493.3508,503.1467,DOWN,0
2011-12-12,475.39,474.5,479.596,493.8694,503.2542,DOWN,0
2011-12-13,462.69,476.14,476.314,494.2082,503.3415,DOWN,0
2011-12-14,445.19,462.06,468.494,494.232,503.3216,UP,1
2011-12-15,445.39,450.05,461.68,494.2264,503.2246,UP,1
2011-12-16,457.08,450.0,457.148,493.9768,503.1643,UP,1
2011-12-19,459.73,456.65,454.016,493.8168,503.1295,UP,1
2011-12-20,480.09,466.01,457.496,493.7416,503.1846,DOWN,0
2011-12-21,472.33,478.25,462.924,493.323,503.2036,UP,1
2011-12-22,479.69,472.59,469.784,493.206,503.28,UP,1
2011-12-23,481.73,482.33,474.714,492.9652,503.3727,UP,1
2011-12-27,484.21,480.0,479.61,492.6668,503.4757,DOWN,0
2011-12-28,475.4,483.0,478.672,492.3178,503.546,UP,1
2011-12-29,476.0,476.31,479.406,491.9736,503.6462,DOWN,0
2011-12-30,467.71,474.7,477.01,491.7478,503.7238,UP,1
2012-01-03,485.15,475.0,477.694,491.9744,503.9019,DOWN,0
2012-01-04,480.91,485.47,477.034,491.6834,504.0218,UP,1
2012-01-05,486.21,479.08,479.196,491.0112,504.1743,DOWN,0
2012-01-06,480.31,487.83,480.058,490.5162,504.2446,DOWN,0
2012-01-09,476.08,482.19,481.732,490.1252,504.2449,UP,1
2012-01-10,484.28,481.63,481.558,489.3998,504.2313,DOWN,0
2012-01-11,477.7,483.0,480.916,488.4802,504.1999,DOWN,0
2012-01-12,476.18,477.57,478.91,487.8494,504.1223,UP,1
2012-01-13,482.43,472.61,479.334,487.7176,504.0145,UP,1
2012-01-17,498.21,487.57,483.76,487.809,503.9733,UP,1
2012-01-18,518.83,497.0,490.67,487.9514,503.9982,UP,1
2012-01-19,526.07,520.0,500.344,488.2054,504.0356,DOWN,0
2012-01-20,518.58,521.47,508.824,488.397,504.0438,DOWN,0
2012-01-23,518.02,517.12,515.942,487.7004,504.1026,UP,1
2012-01-24,523.73,514.46,521.046,487.444,504.1769,UP,1
2012-01-25,528.35,523.47,522.95,487.4438,504.2846,DOWN,0
2012-01-26,524.66,530.0,522.668,487.2708,504.3456,UP,1
2012-01-27,525.86,523.8,524.124,487.1,504.4142,DOWN,0
2012-01-30,522.41,522.95,525.002,486.6118,504.4522,UP,1
2012-01-31,529.49,525.5,526.154,486.435,504.5364,UP,1
2012-02-01,535.9,533.41,527.664,486.885,504.6156,DOWN,0
2012-02-02,533.83,535.0,529.498,487.6232,504.7008,UP,1
2012-02-03,546.98,538.63,533.722,489.0098,504.8081,DOWN,0
2012-02-06,536.73,544.8,536.586,490.123,504.835,DOWN,0
2012-02-07,529.19,535.8,536.526,491.4162,504.7612,UP,1
2012-02-08,538.37,527.54,537.02,493.0,504.7315,UP,1
2012-02-09,540.13,537.46,538.28,494.3526,504.7437,UP,1
2012-02-10,545.04,533.65,537.892,495.9934,504.7716,UP,1
2012-02-13,571.15,549.43,544.776,497.6986,504.8772,UP,1
2012-02-14,576.94,569.42,554.326,499.4688,505.0269,DOWN,0
2012-02-15,570.3,581.02,560.712,501.1452,505.1001,UP,1
2012-02-16,571.32,570.39,566.95,502.8912,505.2562,UP,1
2012-02-17,582.52,571.58,574.446,504.9596,505.481,UP,1
2012-02-21,584.75,585.52,577.166,506.9688,505.7349,UP,1
