ticker,COST US Equity,COST US Equity,COST US Equity,COST US Equity,COST US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_200D,MOV_AVG_5D,MOV_AVG_50D,,
date,,,,,,,
2004-07-20,41.02,40.73,37.2189,40.826,39.5202,UP,1
2004-07-21,41.15,40.97,37.2649,40.886,39.63,DOWN,0
2004-07-22,40.89,40.7,37.3081,40.868,39.7194,DOWN,0
2004-07-23,40.67,40.94,37.3462,40.878,39.8104,DOWN,0
2004-07-26,40.16,40.62,37.3803,40.778,39.8826,UP,1
2004-07-27,41.32,40.07,37.4223,40.838,39.9876,DOWN,0
2004-07-28,41.21,41.21,37.4634,40.85,40.0948,UP,1
2004-07-29,41.8,41.4,37.508,41.032,40.22,DOWN,0
2004-07-30,40.71,41.5,37.5448,41.04,40.3064,UP,1
2004-08-02,41.1,40.61,37.583,41.228,40.398,DOWN,0
2004-08-03,40.71,40.91,37.6183,41.106,40.4784,UP,1
2004-08-04,41.15,40.81,37.6552,41.094,40.5706,DOWN,0
2004-08-05,40.59,41.1,37.6916,40.852,40.6462,DOWN,0
2004-08-06,39.74,40.49,37.723,40.658,40.6942,UP,1
2004-08-09,40.19,39.59,37.7544,40.476,40.7492,UP,1
2004-08-10,40.87,40.21,37.7894,40.508,40.8052,DOWN,0
2004-08-11,40.49,40.75,37.8215,40.376,40.857,DOWN,0
2004-08-12,40.49,40.81,37.8554,40.356,40.904,UP,1
2004-08-13,40.73,40.49,37.8895,40.554,40.943,UP,1
2004-08-16,40.82,40.94,37.9198,40.68,40.9744,UP,1
2004-08-17,41.31,41.19,37.9498,40.768,41.0196,UP,1
2004-08-18,41.66,41.43,37.9835,41.002,41.066,UP,1
2004-08-19,42.35,41.65,38.018,41.374,41.112,UP,1
2004-08-20,42.4,42.45,38.0541,41.708,41.1464,DOWN,0
2004-08-23,41.82,42.12,38.0868,41.908,41.1504,UP,1
2004-08-24,42.09,41.95,38.1229,42.064,41.173,DOWN,0
2004-08-25,42.04,42.18,38.1581,42.14,41.1844,UP,1
2004-08-26,42.42,42.05,38.1978,42.154,41.2016,DOWN,0
2004-08-27,42.05,42.41,38.2358,42.084,41.2106,DOWN,0
2004-08-30,41.79,41.94,38.2723,42.078,41.206,DOWN,0
2004-08-31,41.17,41.74,38.3037,41.894,41.193,DOWN,0
2004-09-01,40.83,41.11,38.3364,41.652,41.1668,DOWN,0
2004-09-02,40.41,39.1,38.3676,41.25,41.1172,UP,1
2004-09-03,40.6,40.26,38.4012,40.96,41.079,UP,1
2004-09-07,40.61,40.7,38.436,40.724,41.0548,DOWN,0
2004-09-08,40.12,40.55,38.4675,40.514,41.0186,DOWN,0
2004-09-09,39.99,40.1,38.4968,40.346,40.9984,UP,1
2004-09-10,40.54,39.92,38.5289,40.372,40.9856,UP,1
2004-09-13,41.15,40.84,38.5589,40.482,40.9912,UP,1
2004-09-14,41.42,40.83,38.589,40.644,41.006,DOWN,0
2004-09-15,41.41,41.16,38.619,40.902,41.0184,UP,1
2004-09-16,41.57,41.5,38.6478,41.218,41.0222,DOWN,0
2004-09-17,41.26,41.6,38.6711,41.362,41.0442,DOWN,0
2004-09-20,41.01,41.18,38.696,41.334,41.0604,UP,1
2004-09-21,41.41,41.16,38.724,41.332,41.0722,DOWN,0
2004-09-22,40.98,41.16,38.7481,41.246,41.0666,DOWN,0
2004-09-23,40.75,40.83,38.7727,41.082,41.0646,UP,1
2004-09-24,41.35,40.7,38.7988,41.1,41.072,DOWN,0
2004-09-27,41.2,41.17,38.8248,41.138,41.0836,UP,1
2004-09-28,41.3,41.31,38.8508,41.116,41.0964,UP,1
2004-09-29,41.79,41.16,38.879,41.278,41.1118,DOWN,0
2004-09-30,41.51,41.69,38.907,41.43,41.119,UP,1
2004-10-01,42.29,41.74,38.9413,41.618,41.147,UP,1
2004-10-04,43.3,42.3,38.9785,42.038,41.1996,DOWN,0
2004-10-05,43.06,43.17,39.0138,42.39,41.2576,DOWN,0
2004-10-06,42.93,42.95,39.0459,42.618,41.2898,UP,1
2004-10-07,44.65,44.2,39.0862,43.246,41.3586,UP,1
2004-10-08,44.69,44.16,39.1304,43.726,41.4164,UP,1
2004-10-11,44.9,44.5,39.1737,44.046,41.5002,UP,1
2004-10-12,45.33,44.64,39.22,44.5,41.5848,UP,1
2004-10-13,45.42,45.06,39.2652,44.998,41.679,DOWN,0
2004-10-14,45.41,45.4,39.3074,45.15,41.7642,UP,1
2004-10-15,45.6,45.5,39.3489,45.332,41.8644,UP,1
2004-10-18,46.13,45.6,39.3937,45.578,41.9922,UP,1
2004-10-19,46.21,45.93,39.4431,45.754,42.1126,UP,1
2004-10-20,46.46,45.9,39.4947,45.962,42.2244,UP,1
2004-10-21,46.52,46.33,39.5445,46.184,42.345,DOWN,0
2004-10-22,45.73,46.57,39.5877,46.21,42.4498,UP,1
2004-10-25,45.987,45.57,39.6314,46.1814,42.5549,UP,1
2004-10-26,47.19,46.25,39.6775,46.3774,42.6823,UP,1
2004-10-27,48.1,46.85,39.7295,46.7054,42.8181,UP,1
2004-10-28,48.21,47.78,39.7813,47.0434,42.9491,DOWN,0
2004-10-29,47.94,48.22,39.8358,47.4854,43.0609,UP,1
2004-11-01,48.14,47.57,39.8911,47.916,43.1757,UP,1
2004-11-02,48.53,48.17,39.9484,48.184,43.3099,UP,1
2004-11-03,48.54,49.0,40.0091,48.272,43.4389,UP,1
2004-11-04,49.42,48.88,40.0735,48.514,43.5865,UP,1
2004-11-05,49.55,49.55,40.1387,48.836,43.7291,DOWN,0
2004-11-08,49.18,48.76,40.1979,49.044,43.8717,DOWN,0
2004-11-09,49.0,49.04,40.2573,49.138,44.0159,DOWN,0
2004-11-10,48.9,49.04,40.3183,49.21,44.1705,DOWN,0
2004-11-11,48.69,49.0,40.3814,49.064,44.3277,UP,1
2004-11-12,49.12,48.37,40.4425,48.978,44.5019,UP,1
2004-11-15,49.74,49.06,40.5065,49.09,44.6847,DOWN,0
2004-11-16,48.63,49.6,40.5635,49.016,44.8451,UP,1
2004-11-17,48.97,49.1,40.6227,49.03,45.0221,DOWN,0
2004-11-18,48.35,48.699,40.678,48.962,45.1893,DOWN,0
2004-11-19,47.48,48.28,40.7258,48.634,45.3281,UP,1
2004-11-22,48.9,47.52,40.7796,48.466,45.4831,UP,1
2004-11-23,49.69,48.63,40.8365,48.678,45.6485,DOWN,0
2004-11-24,49.59,49.75,40.8874,48.802,45.8121,UP,1
2004-11-26,49.64,49.26,40.9398,49.06,45.9735,DOWN,0
2004-11-29,49.43,49.34,40.9982,49.45,46.1369,DOWN,0
2004-11-30,48.6,49.28,41.0532,49.39,46.2887,UP,1
2004-12-01,49.625,48.8,41.1125,49.377,46.453,DOWN,0
2004-12-02,49.19,48.87,41.1693,49.297,46.6172,DOWN,0
2004-12-03,47.92,48.7,41.2215,48.953,46.7606,UP,1
2004-12-06,48.28,47.9,41.272,48.723,46.8992,DOWN,0
2004-12-07,48.06,48.26,41.3216,48.615,47.0364,UP,1
2004-12-08,48.9,48.06,41.3738,48.47,47.1884,DOWN,0
2004-12-09,48.1,47.25,41.4209,48.252,47.3146,DOWN,0
2004-12-10,47.52,47.7,41.4655,48.172,47.4348,DOWN,0
2004-12-13,47.08,47.55,41.5066,47.932,47.5306,UP,1
2004-12-14,47.93,47.0,41.5465,47.906,47.6232,UP,1
2004-12-15,48.36,47.81,41.5898,47.798,47.7292,DOWN,0
2004-12-16,47.95,48.4,41.638,47.768,47.8296,DOWN,0
2004-12-17,47.79,47.84,41.6837,47.822,47.8924,DOWN,0
2004-12-20,47.75,47.79,41.7317,47.956,47.9536,UP,1
2004-12-21,47.97,47.77,41.7826,47.964,48.015,DOWN,0
2004-12-22,47.81,47.58,41.8339,47.854,48.0646,DOWN,0
2004-12-23,47.5,47.68,41.884,47.764,48.1062,DOWN,0
2004-12-27,47.46,47.78,41.9332,47.698,48.1472,UP,1
2004-12-28,48.1,47.47,41.9822,47.768,48.1972,UP,1
2004-12-29,48.71,47.65,42.0386,47.916,48.2488,DOWN,0
2004-12-30,48.45,48.76,42.0957,48.044,48.2936,DOWN,0
2004-12-31,48.41,48.32,42.1512,48.226,48.3326,DOWN,0
2005-01-03,47.9,48.24,42.2038,48.314,48.3602,DOWN,0
2005-01-04,47.04,48.19,42.2528,48.102,48.3864,UP,1
2005-01-05,47.22,47.18,42.3054,47.804,48.4111,UP,1
2005-01-06,47.9,48.86,42.3625,47.694,48.4253,DOWN,0
2005-01-07,47.49,47.83,42.4178,47.51,48.4131,UP,1
2005-01-10,47.58,47.411,42.4709,47.446,48.4005,DOWN,0
2005-01-11,47.32,47.37,42.5244,47.502,48.3881,UP,1
2005-01-12,47.53,47.26,42.5761,47.564,48.3759,UP,1
2005-01-13,47.74,47.8,42.6284,47.532,48.3601,UP,1
2005-01-14,48.27,47.88,42.6817,47.688,48.3547,UP,1
2005-01-18,49.14,48.15,42.7407,48.0,48.3491,DOWN,0
2005-01-19,48.36,49.15,42.794,48.208,48.3253,DOWN,0
2005-01-20,47.79,48.49,42.8425,48.26,48.2975,DOWN,0
2005-01-21,46.51,47.71,42.8847,48.014,48.2477,DOWN,0
2005-01-24,46.42,46.6,42.9261,47.644,48.1981,UP,1
2005-01-25,47.08,46.899,42.972,47.232,48.1659,UP,1
2005-01-26,47.36,47.2,43.0205,47.032,48.1307,DOWN,0
2005-01-27,47.23,47.24,43.0708,46.92,48.0805,UP,1
2005-01-28,47.29,47.32,43.1188,47.076,48.0537,DOWN,0
2005-01-31,47.27,47.7,43.1683,47.246,48.0197,DOWN,0
2005-02-01,46.96,47.19,43.2127,47.222,47.9919,UP,1
2005-02-02,47.17,46.97,43.2583,47.184,47.9857,DOWN,0
2005-02-03,46.37,46.5,43.3012,47.012,47.9351,DOWN,0
2005-02-04,46.18,46.36,43.3406,46.79,47.8649,DOWN,0
2005-02-07,46.1,46.2,43.3796,46.556,47.7951,DOWN,0
2005-02-08,45.88,46.48,43.4163,46.34,47.7199,DOWN,0
2005-02-09,45.51,45.84,43.4534,46.008,47.6415,UP,1
2005-02-10,45.86,45.58,43.4925,45.906,47.5867,UP,1
2005-02-11,46.44,45.98,43.5348,45.958,47.523,UP,1
2005-02-14,46.51,46.52,43.579,46.04,47.4694,UP,1
2005-02-15,47.0,46.74,43.6265,46.264,47.451,DOWN,0
2005-02-16,46.94,47.0,43.6733,46.55,47.4242,DOWN,0
2005-02-17,46.1,46.8,43.7165,46.598,47.385,DOWN,0
2005-02-18,45.8,45.99,43.7584,46.47,47.323,DOWN,0
2005-02-22,45.4,45.52,43.8039,46.248,47.269,UP,1
2005-02-23,45.65,45.75,43.8539,45.978,47.2316,UP,1
2005-02-24,46.54,45.66,43.9045,45.898,47.2208,UP,1
2005-02-25,46.57,46.42,43.9567,45.992,47.1936,UP,1
2005-02-28,46.59,46.61,44.0069,46.15,47.1582,UP,1
2005-03-01,46.71,46.63,44.0601,46.412,47.1334,DOWN,0
2005-03-02,45.02,45.41,44.106,46.286,47.078,DOWN,0
2005-03-03,44.8,45.1,44.1523,45.938,47.019,DOWN,0
2005-03-04,44.76,44.76,44.1941,45.576,46.9548,DOWN,0
2005-03-07,44.54,44.92,44.2342,45.166,46.8894,UP,1
2005-03-08,46.06,44.8,44.2811,45.036,46.8606,DOWN,0
2005-03-09,45.61,45.94,44.3264,45.154,46.8236,DOWN,0
2005-03-10,44.75,45.76,44.3661,45.144,46.7566,UP,1
2005-03-11,44.94,44.94,44.4041,45.18,46.6812,UP,1
2005-03-14,45.66,44.9,44.4452,45.404,46.6254,DOWN,0
2005-03-15,45.32,45.72,44.4815,45.256,46.5636,DOWN,0
2005-03-16,44.65,45.05,44.5152,45.064,46.4986,DOWN,0
2005-03-17,44.15,44.5,44.5453,44.944,46.4408,DOWN,0
2005-03-18,43.7,44.15,44.5699,44.696,46.3704,DOWN,0
2005-03-21,43.23,43.66,44.5898,44.21,46.277,UP,1
2005-03-22,43.43,43.23,44.6117,43.832,46.1958,UP,1
2005-03-23,43.72,43.19,44.6336,43.646,46.1186,DOWN,0
2005-03-24,43.6,43.67,44.6513,43.536,46.0442,UP,1
2005-03-28,44.45,43.53,44.6702,43.686,45.9826,DOWN,0
2005-03-29,44.44,44.32,44.6843,43.928,45.9166,UP,1
2005-03-30,44.99,44.43,44.7044,44.24,45.851,DOWN,0
2005-03-31,44.18,45.0,44.718,44.332,45.7518,DOWN,0
2005-04-01,43.79,44.36,44.7291,44.37,45.6604,UP,1
2005-04-04,45.16,43.83,44.7469,44.512,45.6078,UP,1
2005-04-05,46.36,45.2,44.7686,44.896,45.6048,DOWN,0
2005-04-06,46.28,46.49,44.7909,45.154,45.602,UP,1
2005-04-07,46.9,46.51,44.8147,45.698,45.5984,DOWN,0
2005-04-08,46.18,47.05,44.8312,46.176,45.5748,UP,1
2005-04-11,46.3,45.87,44.8501,46.404,45.5562,UP,1
2005-04-12,46.39,46.31,44.873,46.41,45.5382,DOWN,0
2005-04-13,45.76,46.4,44.8921,46.306,45.508,DOWN,0
2005-04-14,45.42,45.76,44.9142,46.01,45.4772,DOWN,0
2005-04-15,44.86,45.05,44.9326,45.746,45.431,DOWN,0
2005-04-18,44.3,44.98,44.9498,45.346,45.3896,DOWN,0
2005-04-19,43.89,44.33,44.9658,44.846,45.3438,DOWN,0
2005-04-20,43.09,43.8,44.9773,44.312,45.2836,UP,1
2005-04-21,44.02,43.56,44.9905,44.032,45.2464,DOWN,0
2005-04-22,40.17,39.97,44.9906,43.094,45.1396,UP,1
2005-04-25,41.44,40.41,44.9968,42.522,45.0512,UP,1
2005-04-26,41.59,41.5,45.0006,42.062,44.9542,DOWN,0
2005-04-27,41.43,41.36,45.0015,41.73,44.8526,DOWN,0
2005-04-28,40.3,41.17,44.9987,40.986,44.7186,UP,1
2005-04-29,40.63,40.62,44.997,41.078,44.5924,UP,1
2005-05-02,41.27,40.71,45.0002,41.044,44.4958,UP,1
2005-05-03,42.04,41.25,45.0071,41.134,44.4206,UP,1
2005-05-04,42.86,41.96,45.0163,41.42,44.3698,DOWN,0
2005-05-05,42.75,43.01,45.0243,41.91,44.3118,UP,1
2005-05-06,42.88,43.03,45.0343,42.36,44.2386,UP,1
2005-05-09,43.34,43.0,45.0476,42.774,44.174,DOWN,0
2005-05-10,42.95,42.94,45.0616,42.956,44.1012,UP,1
2005-05-11,42.98,43.19,45.0699,42.98,44.0266,DOWN,0
2005-05-12,42.47,42.58,45.0762,42.924,43.9756,DOWN,0
2005-05-13,42.04,42.81,45.0774,42.756,43.9204,UP,1
2005-05-16,43.25,42.18,45.0901,42.738,43.8902,UP,1
2005-05-17,43.8,43.21,45.1036,42.908,43.8754,UP,1
2005-05-18,44.89,43.9,45.1245,43.29,43.852,UP,1
2005-05-19,44.95,45.03,45.1435,43.786,43.8388,UP,1
2005-05-20,44.96,45.1,45.1653,44.37,43.843,DOWN,0
2005-05-23,44.51,45.06,45.1892,44.622,43.8344,UP,1
2005-05-24,44.54,44.6,45.2109,44.77,43.812,UP,1
2005-05-25,45.42,44.31,45.2337,44.876,43.814,UP,1
2005-05-26,45.49,46.32,45.2587,44.984,43.8308,DOWN,0
2005-05-27,45.3,45.49,45.2827,45.052,43.8538,UP,1
2005-05-31,45.38,45.3,45.306,45.226,43.8874,UP,1
2005-06-01,45.57,45.34,45.3297,45.432,43.9342,UP,1
2005-06-02,46.62,45.66,45.3563,45.672,43.998,DOWN,0
2005-06-03,46.12,46.67,45.3786,45.798,44.046,DOWN,0
2005-06-06,45.78,45.37,45.3957,45.894,44.0896,UP,1
2005-06-07,45.83,45.94,45.4129,45.984,44.1172,DOWN,0
2005-06-08,45.69,45.93,45.4322,46.008,44.1422,UP,1
2005-06-09,45.84,45.85,45.451,45.852,44.1592,DOWN,0
2005-06-10,45.81,45.75,45.4698,45.79,44.1918,DOWN,0
2005-06-13,45.73,45.66,45.4864,45.78,44.2306,UP,1
2005-06-14,46.34,45.88,45.5078,45.882,44.2542,DOWN,0
2005-06-15,46.19,46.5,45.5298,45.982,44.2508,DOWN,0
2005-06-16,45.99,46.19,45.5539,46.012,44.245,UP,1
2005-06-17,46.59,46.31,45.5827,46.168,44.2388,DOWN,0
2005-06-20,46.36,46.22,45.6125,46.294,44.2424,DOWN,0
2005-06-21,45.9,46.28,45.639,46.206,44.2344,DOWN,0
2005-06-22,45.47,46.04,45.6633,46.062,44.216,DOWN,0
2005-06-23,44.81,45.32,45.6867,45.826,44.197,UP,1
2005-06-24,44.92,44.8,45.7114,45.492,44.187,DOWN,0
2005-06-27,44.71,44.84,45.7322,45.162,44.184,UP,1
2005-06-28,45.39,44.98,45.7534,45.06,44.2058,DOWN,0
2005-06-29,45.19,45.41,45.7723,45.004,44.2318,DOWN,0
2005-06-30,44.73,45.13,45.7889,44.988,44.2646,UP,1
2005-07-01,44.93,45.1,45.8057,44.99,44.2828,UP,1
2005-07-05,45.32,45.14,45.826,45.112,44.3858,UP,1
2005-07-06,45.36,45.3,45.8477,45.106,44.4642,DOWN,0
2005-07-07,45.09,44.91,45.8661,45.086,44.5342,UP,1
2005-07-08,45.55,45.04,45.889,45.25,44.6166,UP,1
2005-07-11,45.64,45.28,45.9134,45.392,44.7234,UP,1
2005-07-12,46.18,45.7,45.9376,45.564,44.8344,DOWN,0
2005-07-13,45.79,46.06,45.9605,45.65,44.9248,UP,1
2005-07-14,45.96,45.9,45.9838,45.824,45.0032,UP,1
2005-07-15,46.45,46.19,46.0071,46.004,45.075,DOWN,0
2005-07-18,46.4,46.28,46.0316,46.156,45.148,DOWN,0
2005-07-19,46.35,46.37,46.0519,46.19,45.2174,DOWN,0
2005-07-20,46.09,46.06,46.0658,46.25,45.2724,DOWN,0
2005-07-21,45.47,46.0,46.0779,46.152,45.3228,UP,1
2005-07-22,45.95,45.53,46.093,46.052,45.3822,DOWN,0
2005-07-25,45.92,45.75,46.0993,45.956,45.4512,UP,1
2005-07-26,46.0,45.9,46.1059,45.886,45.5304,UP,1
2005-07-27,46.1,46.04,46.1119,45.888,45.5874,UP,1
2005-07-28,46.53,46.07,46.1179,46.1,45.642,DOWN,0
2005-07-29,45.97,46.4,46.1206,46.104,45.6636,DOWN,0
2005-08-01,45.65,45.92,46.1218,46.05,45.6776,DOWN,0
2005-08-02,45.38,45.88,46.1207,45.926,45.686,DOWN,0
2005-08-03,44.45,45.15,46.1123,45.596,45.6848,DOWN,0
2005-08-04,44.25,44.27,46.1025,45.14,45.679,DOWN,0
2005-08-05,43.67,43.9,46.0886,44.68,45.644,DOWN,0
2005-08-08,43.3,43.82,46.0725,44.21,45.6002,DOWN,0
2005-08-09,43.2,43.36,46.0598,43.774,45.5582,DOWN,0
2005-08-10,42.47,43.17,46.0422,43.378,45.5,UP,1
2005-08-11,42.79,42.53,46.0202,43.086,45.4444,UP,1
2005-08-12,42.82,42.71,45.9938,42.916,45.3684,UP,1
2005-08-15,42.99,42.8,45.9677,42.854,45.3058,DOWN,0
2005-08-16,42.73,42.89,45.9417,42.76,45.2448,UP,1
2005-08-17,43.66,42.73,45.9193,42.998,45.2014,UP,1
2005-08-18,43.98,43.45,45.8965,43.236,45.1672,UP,1
2005-08-19,44.26,44.0,45.8751,43.524,45.1356,DOWN,0
2005-08-22,44.23,44.26,45.8492,43.772,45.104,DOWN,0
2005-08-23,43.65,44.32,45.8197,43.956,45.0624,DOWN,0
2005-08-24,43.33,43.42,45.7904,43.89,45.0022,UP,1
2005-08-25,43.41,43.63,45.7625,43.776,44.9466,DOWN,0
2005-08-26,43.12,43.46,45.7336,43.548,44.8892,UP,1
2005-08-29,43.41,42.5,45.7072,43.384,44.8256,DOWN,0
2005-08-30,43.04,43.1,45.6768,43.262,44.7592,UP,1
2005-08-31,43.4,43.06,45.6451,43.276,44.7092,DOWN,0
2005-09-01,43.18,43.76,45.6178,43.23,44.6634,DOWN,0
2005-09-02,43.16,43.25,45.5888,43.238,44.6304,UP,1
2005-09-06,43.2,43.17,45.563,43.196,44.596,UP,1
2005-09-07,43.31,43.17,45.5422,43.25,44.568,DOWN,0
2005-09-08,43.04,43.1,45.5129,43.178,44.521,DOWN,0
2005-09-09,43.04,43.11,45.4796,43.15,44.478,UP,1
2005-09-12,43.92,43.09,45.4513,43.302,44.4618,DOWN,0
2005-09-13,43.53,43.76,45.4207,43.368,44.4338,DOWN,0
2005-09-14,43.16,43.74,45.3894,43.338,44.3906,DOWN,0
2005-09-15,42.94,43.39,45.3611,43.318,44.3422,UP,1
2005-09-16,43.19,42.9,45.3289,43.348,44.3042,DOWN,0
2005-09-19,42.25,42.96,45.2942,43.014,44.2382,DOWN,0
2005-09-20,41.36,42.44,45.2614,42.58,44.1526,UP,1
2005-09-21,41.48,41.34,45.2274,42.244,44.0586,UP,1
2005-09-22,43.05,41.39,45.2024,42.266,44.0038,DOWN,0
2005-09-23,42.82,43.02,45.172,42.192,43.941,DOWN,0
2005-09-26,42.77,43.15,45.1453,42.296,43.8674,UP,1
2005-09-27,43.14,42.57,45.1234,42.652,43.8022,DOWN,0
2005-09-28,42.42,43.32,45.1001,42.84,43.7236,UP,1
2005-09-29,42.61,42.36,45.0735,42.752,43.654,UP,1
2005-09-30,43.09,42.79,45.0472,42.806,43.6064,DOWN,0
2005-10-03,42.84,43.04,45.0216,42.82,43.5442,UP,1
2005-10-04,42.97,42.81,44.9975,42.786,43.4852,DOWN,0
2005-10-05,42.91,42.82,44.9733,42.884,43.4234,UP,1
2005-10-06,44.92,43.92,44.958,43.346,43.3998,UP,1
2005-10-07,45.64,45.1,44.9472,43.856,43.382,DOWN,0
2005-10-10,45.64,45.5,44.9379,44.416,43.3754,DOWN,0
2005-10-11,45.52,45.44,44.9282,44.926,43.3728,DOWN,0
2005-10-12,45.25,45.87,44.9139,45.394,43.3702,UP,1
2005-10-13,45.37,45.05,44.8973,45.484,43.3886,UP,1
2005-10-14,46.46,45.52,44.8873,45.648,43.4328,UP,1
2005-10-17,46.61,46.25,44.8783,45.842,43.4916,DOWN,0
2005-10-18,46.31,46.45,44.8704,46.0,43.5518,UP,1
2005-10-19,47.77,46.55,44.874,46.504,43.6432,DOWN,0
2005-10-20,47.64,47.81,44.8761,46.958,43.7466,UP,1
2005-10-21,47.76,47.92,44.8754,47.218,43.846,UP,1
2005-10-24,48.2,47.67,44.879,47.536,43.9536,DOWN,0
2005-10-25,47.92,48.0,44.8807,47.858,44.0522,DOWN,0
2005-10-26,47.1,47.58,44.8796,47.724,44.1396,DOWN,0
2005-10-27,46.35,47.2,44.8737,47.466,44.1934,UP,1
2005-10-28,47.34,46.86,44.8717,47.382,44.2606,UP,1
2005-10-31,48.37,47.45,44.8722,47.416,44.3428,DOWN,0
2005-11-01,48.13,48.3,44.8671,47.458,44.4208,UP,1
2005-11-02,48.51,48.17,44.8679,47.74,44.518,UP,1
2005-11-03,48.67,49.0,44.8723,48.204,44.6248,UP,1
2005-11-04,49.12,48.72,44.8853,48.56,44.739,UP,1
2005-11-07,49.61,49.05,44.9013,48.808,44.8688,DOWN,0
2005-11-08,48.94,49.6,44.9106,48.97,44.9794,DOWN,0
2005-11-09,48.65,48.85,44.917,48.998,45.0916,UP,1
2005-11-10,50.06,48.6,44.9312,49.276,45.2248,UP,1
2005-11-11,50.14,49.62,44.9454,49.48,45.364,DOWN,0
2005-11-14,49.8,50.06,44.958,49.518,45.4968,DOWN,0
2005-11-15,49.25,49.43,44.9695,49.58,45.6178,DOWN,0
2005-11-16,49.2,49.26,44.9797,49.69,45.7356,UP,1
2005-11-17,49.82,49.26,44.9969,49.642,45.8712,DOWN,0
2005-11-18,49.81,49.94,45.015,49.576,46.0066,DOWN,0
2005-11-21,49.4,49.71,45.0315,49.496,46.1162,DOWN,0
2005-11-22,49.25,49.45,45.0484,49.496,46.2306,UP,1
2005-11-23,50.56,49.395,45.0736,49.768,46.3786,UP,1
2005-11-25,50.58,50.755,45.0972,49.92,46.5314,DOWN,0
2005-11-28,50.25,50.49,45.1163,50.008,46.6726,UP,1
2005-11-29,50.75,50.44,45.1375,50.278,46.8426,DOWN,0
2005-11-30,49.95,50.61,45.1522,50.418,47.0144,DOWN,0
2005-12-01,48.79,48.6,45.1615,50.064,47.1606,UP,1
2005-12-02,49.34,48.81,45.1777,49.816,47.2864,UP,1
2005-12-05,49.59,49.24,45.1966,49.684,47.4218,DOWN,0
2005-12-06,49.08,49.42,45.215,49.35,47.548,UP,1
2005-12-07,49.35,49.35,45.2335,49.23,47.6722,DOWN,0
2005-12-08,48.29,48.2,45.2423,49.13,47.7896,UP,1
2005-12-09,48.55,48.4,45.2522,48.972,47.9084,UP,1
2005-12-12,48.68,48.53,45.2626,48.79,48.0202,DOWN,0
2005-12-13,48.62,48.67,45.2722,48.698,48.1358,UP,1
2005-12-14,49.22,48.52,45.2932,48.672,48.2608,UP,1
2005-12-15,49.51,49.41,45.3167,48.916,48.3928,DOWN,0
2005-12-16,48.75,49.66,45.3367,48.956,48.4694,DOWN,0
2005-12-19,48.66,48.98,45.3573,48.952,48.5298,UP,1
2005-12-20,49.22,48.57,45.3731,49.072,48.6014,UP,1
2005-12-21,49.81,49.49,45.3941,49.19,48.6872,UP,1
2005-12-22,49.84,49.9,45.4195,49.256,48.779,UP,1
2005-12-23,49.98,49.98,45.4447,49.502,48.8712,DOWN,0
2005-12-27,49.77,50.14,45.4653,49.724,48.9374,UP,1
2005-12-28,50.11,49.87,45.4892,49.902,49.0074,DOWN,0
2005-12-29,49.97,49.96,45.5158,49.934,49.0806,DOWN,0
2005-12-30,49.47,49.8,45.5424,49.86,49.1146,UP,1
2006-01-03,49.92,49.75,45.5735,49.848,49.1602,UP,1
2006-01-04,50.08,49.81,45.6078,49.91,49.2066,DOWN,0
2006-01-05,49.78,50.48,45.6395,49.844,49.2382,UP,1
2006-01-06,49.85,50.05,45.6702,49.82,49.2768,UP,1
2006-01-09,50.05,49.93,45.7024,49.936,49.3358,DOWN,0
2006-01-10,50.0,49.7,45.7302,49.952,49.4088,UP,1
2006-01-11,50.69,50.0,45.7614,50.074,49.4758,UP,1
2006-01-12,50.73,50.37,45.7901,50.264,49.523,UP,1
2006-01-13,51.0,50.95,45.8242,50.494,49.5804,DOWN,0
2006-01-17,50.6,50.81,45.8583,50.604,49.6222,UP,1
2006-01-18,50.74,50.2,45.8862,50.752,49.6636,DOWN,0
2006-01-19,50.59,50.68,45.9073,50.732,49.693,DOWN,0
2006-01-20,49.69,50.56,45.9244,50.524,49.6946,DOWN,0
2006-01-23,49.13,49.59,45.9355,50.15,49.6984,UP,1
2006-01-24,49.55,49.19,45.9524,49.94,49.7164,UP,1
2006-01-25,49.94,49.48,45.9706,49.78,49.714,UP,1
2006-01-26,50.09,50.4,45.9891,49.68,49.713,DOWN,0
2006-01-27,50.05,50.03,46.0105,49.752,49.718,DOWN,0
2006-01-30,49.68,49.92,46.0318,49.862,49.7266,UP,1
2006-01-31,49.89,49.74,46.057,49.93,49.7404,DOWN,0
2006-02-01,49.5,49.92,46.083,49.842,49.734,UP,1
2006-02-02,50.21,49.77,46.1146,49.866,49.742,DOWN,0
2006-02-03,49.45,49.71,46.1464,49.746,49.743,DOWN,0
2006-02-06,49.27,49.16,46.1726,49.664,49.7434,DOWN,0
2006-02-07,48.72,49.35,46.2154,49.43,49.7066,UP,1
2006-02-08,49.07,48.68,46.2535,49.344,49.6764,DOWN,0
2006-02-09,48.97,48.76,46.2904,49.096,49.6508,UP,1
2006-02-10,49.74,49.11,46.332,49.154,49.6306,UP,1
2006-02-13,50.11,49.68,46.381,49.322,49.6338,UP,1
2006-02-14,51.18,50.16,46.4338,49.814,49.6816,UP,1
2006-02-15,51.57,51.1,46.4853,50.314,49.7262,UP,1
2006-02-16,51.74,51.63,46.5338,50.868,49.7692,DOWN,0
