ticker,NCLH US Equity,NCLH US Equity,NCLH US Equity,NCLH US Equity,NCLH US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2013-10-25,32.44,32.68,32.174,31.4816,,DOWN,0
2013-10-28,32.06,32.69,32.342,31.4834,,UP,1
2013-10-29,32.23,33.3,32.39,31.4988,,DOWN,0
2013-10-30,32.12,32.25,32.344,31.512,,DOWN,0
2013-10-31,32.02,32.04,32.174,31.5164,30.5666,UP,1
2013-11-01,32.28,32.04,32.142,31.5136,30.633,UP,1
2013-11-04,32.72,32.05,32.274,31.5324,30.6726,DOWN,0
2013-11-05,31.86,32.71,32.2,31.5358,30.6972,UP,1
2013-11-06,32.24,32.01,32.224,31.5564,30.7209,DOWN,0
2013-11-07,31.31,32.45,32.082,31.5606,30.7407,UP,1
2013-11-08,31.42,31.37,31.91,31.5648,30.7611,UP,1
2013-11-11,32.1,31.48,31.786,31.585,30.7828,DOWN,0
2013-11-12,31.97,32.03,31.808,31.5952,30.8071,UP,1
2013-11-13,32.09,31.77,31.778,31.6138,30.8361,DOWN,0
2013-11-14,31.91,32.04,31.898,31.629,30.8638,UP,1
2013-11-15,33.07,32.02,32.228,31.6642,30.8909,UP,1
2013-11-18,33.13,33.03,32.434,31.703,30.9145,DOWN,0
2013-11-19,32.87,33.05,32.614,31.7254,30.9361,DOWN,0
2013-11-20,32.75,32.25,32.746,31.7444,30.96,UP,1
2013-11-21,33.2,32.95,33.004,31.7708,30.9882,UP,1
2013-11-22,33.57,33.2,33.104,31.7908,31.0165,DOWN,0
2013-11-25,33.55,33.75,33.188,31.8158,31.0459,UP,1
2013-11-26,33.99,33.44,33.412,31.832,31.0742,UP,1
2013-11-27,34.36,33.97,33.734,31.858,31.1014,DOWN,0
2013-11-29,34.1,34.42,33.914,31.8762,31.1257,UP,1
2013-12-02,34.12,34.05,34.024,31.8976,31.1449,DOWN,0
2013-12-03,33.55,33.43,34.024,31.9118,31.1567,DOWN,0
2013-12-04,33.24,33.65,33.874,31.9378,31.1689,DOWN,0
2013-12-05,33.0,33.25,33.602,31.9648,31.1816,UP,1
2013-12-06,33.52,33.09,33.486,32.0098,31.1992,UP,1
2013-12-09,33.56,33.68,33.374,32.0606,31.2131,DOWN,0
2013-12-10,33.24,33.41,33.312,32.1084,31.2283,DOWN,0
2013-12-11,33.0,33.25,33.264,32.1518,31.242,DOWN,0
2013-12-12,32.11,33.14,33.086,32.1672,31.2476,DOWN,0
2013-12-13,31.65,32.27,32.712,32.1894,31.2509,UP,1
2013-12-16,32.29,31.87,32.458,32.2102,31.2601,DOWN,0
2013-12-17,32.14,32.4,32.238,32.236,31.2707,DOWN,0
2013-12-18,31.9,32.25,32.018,32.27,31.2801,UP,1
2013-12-19,33.16,32.2,32.228,32.3268,31.2944,UP,1
2013-12-20,34.52,33.29,32.802,32.3994,31.3155,UP,1
2013-12-23,34.75,34.58,33.294,32.4796,31.336,UP,1
2013-12-24,35.1,34.75,33.886,32.572,31.3572,DOWN,0
2013-12-26,35.06,35.09,34.518,32.67,31.3786,UP,1
2013-12-27,35.12,35.03,34.91,32.7738,31.4043,UP,1
2013-12-30,35.25,35.19,35.056,32.8826,31.4314,UP,1
2013-12-31,35.47,35.24,35.2,32.9908,31.4573,DOWN,0
2014-01-02,34.64,35.16,35.108,33.0592,31.4792,DOWN,0
2014-01-03,34.64,34.83,35.024,33.1122,31.4999,DOWN,0
2014-01-06,33.96,34.51,34.792,33.1444,31.5196,DOWN,0
2014-01-07,33.88,34.01,34.518,33.1646,31.5381,UP,1
2014-01-08,34.32,33.86,34.288,33.2022,31.5623,UP,1
2014-01-09,34.72,34.25,34.304,33.2554,31.5882,UP,1
2014-01-10,35.25,34.89,34.426,33.3158,31.6137,DOWN,0
2014-01-13,34.84,35.14,34.602,33.3702,31.6396,UP,1
2014-01-14,35.85,35.16,34.996,33.4468,31.6692,UP,1
2014-01-15,36.89,36.08,35.51,33.539,31.7041,UP,1
2014-01-16,36.91,36.72,35.948,33.6228,31.7427,DOWN,0
2014-01-17,36.54,36.78,36.206,33.7164,31.779,DOWN,0
2014-01-21,36.22,36.45,36.482,33.796,31.8136,UP,1
2014-01-22,36.7,36.3,36.652,33.9038,31.8472,DOWN,0
2014-01-23,36.04,36.45,36.482,33.9962,31.8757,DOWN,0
2014-01-24,35.26,35.87,36.152,34.0594,31.8993,DOWN,0
2014-01-27,34.74,35.49,35.792,34.1148,31.9198,UP,1
2014-01-28,34.88,34.82,35.524,34.1706,31.9417,DOWN,0
2014-01-29,34.44,34.56,35.072,34.2212,31.9636,UP,1
2014-01-30,35.06,34.34,34.876,34.261,31.9889,DOWN,0
2014-01-31,35.02,34.66,34.828,34.2988,32.0162,DOWN,0
2014-02-03,34.4,35.02,34.76,34.3294,32.0415,DOWN,0
2014-02-04,34.21,34.5,34.626,34.3586,32.0654,UP,1
2014-02-05,34.43,34.12,34.624,34.3832,32.0907,UP,1
2014-02-06,35.08,34.54,34.628,34.4134,32.1194,UP,1
2014-02-07,35.21,35.31,34.666,34.4466,32.1509,UP,1
2014-02-10,35.62,35.1,34.91,34.4792,32.1787,UP,1
2014-02-11,36.25,35.98,35.318,34.517,32.208,DOWN,0
2014-02-12,35.89,36.14,35.61,34.5528,32.2357,DOWN,0
2014-02-13,34.7,35.35,35.534,34.5644,32.2541,UP,1
2014-02-14,35.17,34.76,35.526,34.5968,32.2745,DOWN,0
2014-02-18,33.56,35.55,35.114,34.6032,32.2855,DOWN,0
2014-02-19,33.35,33.06,34.534,34.6102,32.2946,UP,1
2014-02-20,33.79,33.49,34.114,34.6156,32.3045,UP,1
2014-02-21,34.27,33.93,34.028,34.6298,32.3175,DOWN,0
2014-02-24,34.11,34.25,33.816,34.6472,32.3286,DOWN,0
2014-02-25,33.63,34.25,33.83,34.6598,32.3382,DOWN,0
2014-02-26,32.83,33.51,33.726,34.6742,32.3473,UP,1
2014-02-27,33.34,32.62,33.636,34.708,32.3617,UP,1
2014-02-28,34.27,33.29,33.636,34.7476,32.3792,DOWN,0
2014-03-03,33.68,33.88,33.55,34.7784,32.3908,UP,1
2014-03-04,33.83,33.94,33.59,34.817,32.4029,DOWN,0
2014-03-05,32.91,32.7,33.606,34.812,32.4096,UP,1
2014-03-06,33.18,33.12,33.574,34.7852,32.4154,UP,1
2014-03-07,33.37,33.38,33.394,34.7576,32.4222,DOWN,0
2014-03-10,32.91,33.49,33.24,34.7138,32.4278,UP,1
2014-03-11,33.07,33.02,33.088,34.674,32.4333,DOWN,0
2014-03-12,32.83,32.93,33.072,34.6282,32.4367,DOWN,0
2014-03-13,32.0,32.86,32.836,34.5632,32.438,DOWN,0
2014-03-14,31.73,31.89,32.508,34.4884,32.4388,UP,1
2014-03-17,32.2,31.73,32.366,34.4396,32.4457,UP,1
2014-03-18,32.71,32.35,32.294,34.401,32.4555,UP,1
2014-03-19,32.74,32.79,32.276,34.3766,32.4624,UP,1
2014-03-20,33.35,32.64,32.546,34.366,32.4721,UP,1
2014-03-21,33.49,33.58,32.898,34.3494,32.4853,DOWN,0
2014-03-24,33.28,33.54,33.114,34.3206,32.4978,DOWN,0
2014-03-25,33.1,33.27,33.192,34.2776,32.5071,DOWN,0
2014-03-26,32.85,33.18,33.214,34.2378,32.5155,DOWN,0
2014-03-27,32.59,32.84,33.062,34.1726,32.5202,DOWN,0
2014-03-28,31.84,32.65,32.732,34.0716,32.5238,UP,1
2014-03-31,32.27,31.89,32.53,33.9788,32.5298,UP,1
2014-04-01,33.19,32.45,32.548,33.9118,32.5393,UP,1
2014-04-02,33.25,33.26,32.628,33.8524,32.5496,UP,1
2014-04-03,33.28,33.28,32.766,33.784,32.5583,DOWN,0
2014-04-04,32.57,33.3,32.912,33.7146,32.5646,DOWN,0
2014-04-07,31.25,32.41,32.708,33.6344,32.5645,UP,1
2014-04-08,31.43,31.25,32.356,33.5682,32.573,UP,1
2014-04-09,31.7,31.43,32.046,33.5046,32.5902,DOWN,0
2014-04-10,31.03,31.75,31.596,33.4364,32.6015,DOWN,0
2014-04-11,29.85,30.97,31.052,33.3322,32.6036,UP,1
2014-04-14,29.91,30.14,30.784,33.23,32.603,DOWN,0
2014-04-15,29.65,30.05,30.428,33.135,32.5997,UP,1
2014-04-16,29.81,29.74,30.05,33.047,32.594,UP,1
2014-04-17,30.72,30.2,29.988,32.9728,32.5952,DOWN,0
2014-04-21,30.3,30.8,30.078,32.8772,32.5938,UP,1
2014-04-22,30.79,31.0,30.254,32.7888,32.5895,UP,1
2014-04-23,30.84,30.83,30.492,32.6932,32.5847,UP,1
2014-04-24,31.01,31.12,30.732,32.5884,32.581,DOWN,0
2014-04-25,30.97,31.0,30.782,32.49,32.5783,UP,1
2014-04-28,31.67,30.74,31.056,32.4294,32.5795,UP,1
2014-04-29,32.94,31.15,31.486,32.3848,32.5866,DOWN,0
2014-04-30,32.77,32.99,31.872,32.369,32.5935,DOWN,0
2014-05-01,32.46,32.78,32.162,32.3512,32.5988,UP,1
2014-05-02,32.5,32.54,32.468,32.3254,32.6046,DOWN,0
2014-05-05,32.04,32.2,32.542,32.2808,32.6079,DOWN,0
2014-05-06,31.86,32.08,32.326,32.2358,32.6112,UP,1
2014-05-07,31.89,31.87,32.15,32.201,32.6142,DOWN,0
2014-05-08,31.79,31.83,32.016,32.1802,32.6175,DOWN,0
2014-05-09,31.46,31.82,31.808,32.1426,32.6212,UP,1
2014-05-12,32.38,31.65,31.876,32.1048,32.6317,UP,1
2014-05-13,32.52,32.45,32.008,32.0816,32.6395,DOWN,0
2014-05-14,32.41,32.36,32.112,32.0532,32.6502,UP,1
2014-05-15,32.65,32.46,32.284,32.048,32.6647,UP,1
2014-05-16,32.75,32.61,32.542,32.0394,32.6769,UP,1
2014-05-19,33.18,32.58,32.702,32.0356,32.6915,DOWN,0
2014-05-20,33.17,33.21,32.832,32.0408,32.7044,UP,1
2014-05-21,33.77,33.26,33.104,32.0548,32.7196,DOWN,0
2014-05-22,33.76,33.75,33.326,32.0734,32.7371,UP,1
2014-05-23,33.97,33.79,33.57,32.1128,32.756,DOWN,0
2014-05-27,33.7,34.03,33.674,32.1522,32.7743,DOWN,0
2014-05-28,33.24,33.69,33.688,32.173,32.7854,UP,1
2014-05-29,33.35,33.38,33.604,32.1858,32.7941,UP,1
2014-05-30,33.75,33.32,33.602,32.206,32.8018,UP,1
2014-06-02,33.9,33.74,33.588,32.217,32.8091,UP,1
2014-06-03,34.02,33.75,33.652,32.2276,32.8152,UP,1
2014-06-04,34.09,33.06,33.822,32.2438,32.8258,DOWN,0
2014-06-05,34.03,34.09,33.958,32.2624,32.8387,DOWN,0
2014-06-06,33.76,34.12,33.96,32.2806,32.8502,DOWN,0
2014-06-09,33.68,31.04,33.916,32.3024,32.8596,DOWN,0
2014-06-10,33.55,33.45,33.822,32.3366,32.8652,UP,1
2014-06-11,33.65,33.43,33.734,32.3642,32.8746,DOWN,0
2014-06-12,32.92,33.74,33.512,32.3588,32.8807,DOWN,0
2014-06-13,32.86,32.88,33.332,32.351,32.889,DOWN,0
2014-06-16,31.9,32.33,32.976,32.3234,32.893,UP,1
2014-06-17,32.03,31.8,32.672,32.3126,32.8971,DOWN,0
2014-06-18,31.93,31.96,32.328,32.3262,32.9013,DOWN,0
2014-06-19,31.91,31.84,32.126,32.3358,32.9035,UP,1
2014-06-20,31.99,31.85,31.952,32.3416,32.9077,UP,1
2014-06-23,32.42,32.03,32.056,32.3694,32.914,DOWN,0
2014-06-24,32.14,32.21,32.078,32.4152,32.9182,DOWN,0
2014-06-25,32.04,31.98,32.1,32.4578,32.9224,DOWN,0
2014-06-26,31.99,32.0,32.116,32.5046,32.9236,DOWN,0
2014-06-27,31.45,31.96,32.008,32.5374,32.9219,UP,1
2014-06-30,31.7,31.49,31.864,32.557,32.921,UP,1
2014-07-01,31.9,31.72,31.816,32.589,32.9176,UP,1
2014-07-02,31.94,31.9,31.796,32.612,32.9158,UP,1
2014-07-03,32.48,32.15,31.894,32.6448,32.9123,DOWN,0
2014-07-07,32.375,32.26,32.079,32.6721,32.9089,DOWN,0
2014-07-08,32.2,32.32,32.179,32.6967,32.9039,UP,1
2014-07-09,32.66,32.16,32.331,32.7165,32.902,UP,1
2014-07-10,32.74,32.36,32.491,32.7125,32.9015,UP,1
2014-07-11,32.95,32.65,32.585,32.7161,32.9065,DOWN,0
2014-07-14,32.72,33.09,32.654,32.7213,32.9119,DOWN,0
2014-07-15,32.31,32.65,32.676,32.7175,32.9171,UP,1
2014-07-16,32.36,32.4,32.616,32.7239,32.9238,DOWN,0
2014-07-17,31.98,32.31,32.464,32.7263,32.9294,UP,1
2014-07-18,32.29,32.06,32.332,32.7343,32.9367,DOWN,0
2014-07-21,31.89,32.19,32.166,32.7363,32.9395,UP,1
2014-07-22,32.18,32.0,32.14,32.7507,32.9477,DOWN,0
2014-07-23,32.055,32.3,32.079,32.7442,32.9517,UP,1
2014-07-24,32.54,32.4,32.191,32.7446,32.9602,DOWN,0
2014-07-25,32.4,32.5,32.213,32.7444,32.9712,UP,1
2014-07-28,32.76,32.47,32.387,32.7466,32.9834,UP,1
2014-07-29,33.535,32.1,32.658,32.7623,32.9966,DOWN,0
2014-07-30,33.05,33.65,32.857,32.7597,33.0081,DOWN,0
2014-07-31,32.78,32.78,32.905,32.7519,33.0196,UP,1
2014-08-01,32.97,32.72,33.019,32.7359,33.0337,DOWN,0
2014-08-04,32.96,32.96,33.059,32.7199,33.0488,DOWN,0
2014-08-05,32.43,32.7,32.838,32.6891,33.0619,DOWN,0
2014-08-06,31.88,32.19,32.604,32.6527,33.071,DOWN,0
2014-08-07,31.79,32.08,32.406,32.6237,33.0739,DOWN,0
2014-08-08,31.75,31.85,32.162,32.5917,33.0727,UP,1
2014-08-11,32.18,31.78,32.006,32.5603,33.0718,UP,1
2014-08-12,32.33,32.19,31.986,32.5289,33.0691,DOWN,0
2014-08-13,32.2,32.42,32.05,32.4925,33.0679,UP,1
2014-08-14,32.84,32.1,32.26,32.4675,33.0718,UP,1
2014-08-15,33.56,33.4,32.622,32.4581,33.0785,UP,1
2014-08-18,33.68,33.57,32.922,32.4565,33.0863,DOWN,0
2014-08-19,33.495,33.86,33.155,32.4528,33.0937,UP,1
2014-08-20,33.79,33.37,33.473,32.4576,33.1012,DOWN,0
2014-08-21,33.74,33.8,33.653,32.4594,33.1063,UP,1
2014-08-22,33.79,33.74,33.699,32.4768,33.116,DOWN,0
2014-08-25,33.79,34.01,33.721,32.4954,33.1237,DOWN,0
2014-08-26,33.79,33.73,33.78,32.5332,33.1361,DOWN,0
2014-08-27,33.7,33.89,33.762,32.5666,33.1475,DOWN,0
2014-08-28,33.19,33.69,33.652,32.5918,33.153,UP,1
2014-08-29,33.31,33.1,33.556,32.6198,33.1597,UP,1
2014-09-02,36.99,38.01,34.196,32.7198,33.1842,DOWN,0
2014-09-03,36.94,37.09,34.826,32.8102,33.2093,DOWN,0
2014-09-04,36.25,36.24,35.336,32.8924,33.2252,DOWN,0
2014-09-05,36.1,36.1,35.918,32.9736,33.2401,DOWN,0
2014-09-08,36.1,36.0,36.476,33.0558,33.2562,DOWN,0
2014-09-09,36.06,36.14,36.29,33.148,33.2728,UP,1
2014-09-10,36.31,36.23,36.164,33.2402,33.2883,UP,1
2014-09-11,36.5,36.28,36.214,33.3322,33.303,UP,1
2014-09-12,36.62,36.55,36.318,33.4258,33.3183,DOWN,0
2014-09-15,36.44,36.52,36.386,33.505,33.3306,DOWN,0
2014-09-16,36.43,36.23,36.46,33.5861,33.3409,UP,1
2014-09-17,36.68,36.47,36.534,33.6757,33.3538,UP,1
2014-09-18,36.95,36.62,36.624,33.7615,33.368,DOWN,0
2014-09-19,36.77,36.89,36.654,33.8421,33.3841,UP,1
2014-09-22,36.79,36.86,36.724,33.9189,33.4018,UP,1
2014-09-23,36.85,36.92,36.808,34.0015,33.4211,DOWN,0
2014-09-24,36.54,36.75,36.78,34.0861,33.4362,DOWN,0
2014-09-25,35.88,36.32,36.566,34.1565,33.4478,UP,1
2014-09-26,36.58,36.15,36.528,34.2485,33.4645,DOWN,0
2014-09-29,36.22,36.43,36.414,34.3271,33.4806,DOWN,0
2014-09-30,36.02,35.77,36.248,34.4097,33.5001,DOWN,0
2014-10-01,35.17,35.9,35.974,34.4695,33.5177,DOWN,0
2014-10-02,35.03,35.35,35.804,34.529,33.5314,UP,1
2014-10-03,35.8,35.3,35.648,34.5942,33.5497,DOWN,0
2014-10-06,35.6,36.06,35.524,34.6582,33.5682,DOWN,0
2014-10-07,34.6,35.3,35.24,34.695,33.5754,UP,1
2014-10-08,34.97,34.59,35.2,34.7237,33.5777,DOWN,0
2014-10-09,33.99,34.8,34.992,34.7425,33.5739,DOWN,0
2014-10-10,33.73,33.91,34.578,34.7615,33.567,DOWN,0
2014-10-13,31.97,33.35,33.852,34.7415,33.5516,UP,1
2014-10-14,32.05,32.08,33.342,34.7233,33.5362,DOWN,0
2014-10-15,31.07,31.86,32.562,34.6961,33.5153,UP,1
2014-10-16,31.3,30.66,32.024,34.6845,33.4945,UP,1
2014-10-17,32.02,30.46,31.682,34.6891,33.4814,UP,1
2014-10-20,32.91,32.12,31.87,34.7123,33.4727,UP,1
2014-10-21,34.16,33.34,32.292,34.7519,33.4737,UP,1
2014-10-22,34.64,34.2,33.006,34.7981,33.4775,DOWN,0
2014-10-23,34.26,34.87,33.598,34.8393,33.4772,UP,1
2014-10-24,35.02,34.17,34.198,34.8829,33.4787,UP,1
2014-10-27,35.32,34.84,34.68,34.9181,33.4791,UP,1
2014-10-28,36.23,35.37,35.094,34.9691,33.486,UP,1
2014-10-29,36.66,36.57,35.498,35.0324,33.4901,UP,1
2014-10-30,38.44,36.99,36.334,35.1254,33.4978,UP,1
2014-10-31,39.0,39.11,37.13,35.2306,33.5083,UP,1
2014-11-03,39.07,39.2,37.88,35.3362,33.5209,DOWN,0
2014-11-04,38.4,39.14,38.314,35.4284,33.5318,UP,1
2014-11-05,39.03,38.65,38.788,35.5332,33.5435,DOWN,0
2014-11-06,38.98,39.13,38.896,35.6388,33.5582,UP,1
2014-11-07,38.99,39.39,38.894,35.7548,33.5768,UP,1
2014-11-10,39.35,39.17,38.95,35.8756,33.5999,UP,1
2014-11-11,39.9,39.28,39.25,35.9338,33.625,UP,1
2014-11-12,40.35,39.66,39.514,36.002,33.6545,UP,1
2014-11-13,40.5,40.17,39.818,36.087,33.6817,UP,1
2014-11-14,41.59,40.45,40.338,36.1968,33.7146,DOWN,0
2014-11-17,41.31,41.66,40.73,36.301,33.7491,UP,1
2014-11-18,41.77,41.39,41.104,36.4152,33.7869,UP,1
2014-11-19,41.79,41.91,41.392,36.5248,33.8237,DOWN,0
2014-11-20,41.71,41.5,41.634,36.629,33.8569,UP,1
2014-11-21,41.83,42.23,41.682,36.7332,33.89,UP,1
2014-11-24,42.2,41.98,41.86,36.8484,33.9229,DOWN,0
2014-11-25,42.16,42.27,41.938,36.963,33.9524,DOWN,0
2014-11-26,42.15,42.11,42.01,37.0724,33.9837,UP,1
2014-11-28,43.89,42.67,42.446,37.2112,34.0297,DOWN,0
2014-12-01,42.66,43.86,42.612,37.329,34.0671,UP,1
2014-12-02,44.14,43.26,43.0,37.476,34.12,UP,1
2014-12-03,44.34,44.37,43.436,37.6258,34.175,UP,1
2014-12-04,44.96,44.27,43.998,37.7942,34.2308,UP,1
2014-12-05,45.48,44.99,44.316,37.9862,34.2869,DOWN,0
2014-12-08,44.95,45.69,44.774,38.1536,34.3411,DOWN,0
2014-12-09,44.7,44.33,44.886,38.3232,34.3964,DOWN,0
2014-12-10,44.6,44.71,44.938,38.4948,34.4553,DOWN,0
2014-12-11,43.73,44.63,44.692,38.666,34.5072,UP,1
2014-12-12,43.79,43.53,44.354,38.8412,34.5548,DOWN,0
2014-12-15,43.74,44.14,44.112,39.0,34.6051,UP,1
2014-12-16,43.76,43.38,43.924,39.1632,34.6548,UP,1
2014-12-17,45.76,43.99,44.156,39.3864,34.719,UP,1
2014-12-18,45.95,46.01,44.6,39.606,34.7829,UP,1
2014-12-19,46.86,46.41,45.214,39.8634,34.8503,DOWN,0
2014-12-22,46.67,47.03,45.8,40.1222,34.9191,UP,1
2014-12-23,47.51,46.82,46.55,40.433,34.9913,UP,1
2014-12-24,47.66,47.52,46.93,40.7452,35.0655,DOWN,0
2014-12-26,47.48,47.7,47.236,41.0734,35.1429,UP,1
2014-12-29,48.03,47.64,47.47,41.408,35.2244,DOWN,0
2014-12-30,46.86,47.83,47.508,41.7048,35.2977,DOWN,0
2014-12-31,46.76,46.86,47.358,41.9818,35.3679,DOWN,0
2015-01-02,46.7,47.23,47.166,42.2326,35.4377,DOWN,0
2015-01-05,46.03,46.38,46.876,42.4604,35.5011,DOWN,0
2015-01-06,45.61,46.34,46.392,42.6874,35.5617,UP,1
2015-01-07,46.21,46.14,46.262,42.9112,35.6264,UP,1
2015-01-08,46.68,46.33,46.246,43.1384,35.6943,DOWN,0
2015-01-09,45.2,46.83,45.946,43.3178,35.756,UP,1
2015-01-12,45.32,45.88,45.804,43.491,35.8197,UP,1
2015-01-13,45.64,47.46,45.81,43.635,35.8887,DOWN,0
2015-01-14,45.04,45.17,45.576,43.7558,35.9525,DOWN,0
2015-01-15,44.68,45.2,45.176,43.868,36.01,UP,1
2015-01-16,44.85,44.72,45.106,43.997,36.068,UP,1
2015-01-20,45.0,44.99,45.042,44.1164,36.1266,DOWN,0
2015-01-21,44.985,45.01,44.911,44.2365,36.1886,UP,1
2015-01-22,45.8,45.29,45.063,44.3727,36.2614,DOWN,0
2015-01-23,45.7,45.81,45.267,44.4997,36.3327,UP,1
2015-01-26,46.05,45.67,45.507,44.6227,36.4045,DOWN,0
2015-01-27,45.6,45.22,45.627,44.7277,36.4773,DOWN,0
2015-01-28,44.91,45.96,45.612,44.8159,36.5526,DOWN,0
2015-01-29,44.21,44.46,45.294,44.8683,36.6241,DOWN,0
2015-01-30,43.76,44.0,44.906,44.9173,36.6947,DOWN,0
2015-02-02,43.33,43.87,44.362,44.9485,36.7623,UP,1
2015-02-03,43.99,43.46,44.04,44.9925,36.8286,DOWN,0
2015-02-04,43.73,43.71,43.804,45.0329,36.8958,UP,1
2015-02-05,44.15,43.72,43.792,45.0793,36.9626,DOWN,0
2015-02-06,43.85,44.27,43.81,45.1123,37.0276,DOWN,0
2015-02-09,42.93,43.9,43.73,45.1277,37.0872,UP,1
2015-02-10,44.12,43.33,43.756,45.1671,37.153,UP,1
2015-02-11,44.25,44.0,43.86,45.1743,37.2159,UP,1
2015-02-12,44.375,44.3,43.905,45.2086,37.2731,DOWN,0
2015-02-13,43.71,44.09,43.877,45.2,37.3278,DOWN,0
2015-02-17,43.4,44.18,43.971,45.1812,37.3825,UP,1
2015-02-18,46.71,44.69,44.489,45.2162,37.4535,UP,1
2015-02-19,48.41,46.83,45.321,45.2748,37.5354,DOWN,0
2015-02-20,47.77,47.48,46.0,45.3312,37.6149,UP,1
2015-02-23,47.86,47.82,46.83,45.3944,37.6948,UP,1
2015-02-24,48.08,48.9,47.766,45.464,37.7762,UP,1
2015-02-25,48.92,48.14,48.208,45.5678,37.8635,UP,1
2015-02-26,49.21,48.77,48.368,45.6762,37.9477,UP,1
2015-02-27,49.32,49.84,48.678,45.7878,38.0317,UP,1
2015-03-02,50.82,49.44,49.27,45.929,38.1237,DOWN,0
2015-03-03,50.36,50.8,49.726,46.021,38.2123,UP,1
2015-03-04,50.57,50.06,50.056,46.1134,38.3014,UP,1
2015-03-05,51.32,50.83,50.478,46.2026,38.3921,DOWN,0
2015-03-06,50.04,50.62,50.622,46.27,38.4764,UP,1
2015-03-09,50.865,50.37,50.631,46.3371,38.5619,DOWN,0
2015-03-10,49.91,50.38,50.541,46.3821,38.6426,DOWN,0
2015-03-11,49.9,49.9,50.407,46.4305,38.7223,UP,1
2015-03-12,51.05,50.01,50.353,46.4909,38.809,DOWN,0
2015-03-13,50.71,51.0,50.487,46.5679,38.8964,UP,1
2015-03-16,51.41,51.0,50.596,46.6609,38.9867,UP,1
2015-03-17,51.8,51.46,50.974,46.7629,39.0769,UP,1
2015-03-18,52.91,52.18,51.576,46.9005,39.172,UP,1
2015-03-19,53.61,53.06,52.088,47.0605,39.2699,UP,1
2015-03-20,53.69,54.39,52.684,47.2101,39.3679,DOWN,0
2015-03-23,52.63,53.48,52.928,47.3291,39.4609,DOWN,0
2015-03-24,52.28,52.69,53.024,47.4707,39.5535,DOWN,0
2015-03-25,51.15,52.25,52.672,47.5873,39.6409,UP,1
2015-03-26,51.19,50.82,52.188,47.6983,39.7291,UP,1
2015-03-27,53.82,51.73,52.214,47.8739,39.8299,DOWN,0
2015-03-30,53.275,54.9,52.343,48.0458,39.9317,UP,1
2015-03-31,54.01,53.11,52.689,48.229,40.0374,UP,1
2015-04-01,54.48,54.14,53.355,48.4186,40.1503,DOWN,0
2015-04-02,54.46,54.56,54.009,48.6081,40.2625,DOWN,0
2015-04-06,53.89,54.28,54.023,48.7699,40.3723,DOWN,0
2015-04-07,53.15,54.03,53.998,48.9189,40.4785,UP,1
2015-04-08,54.76,53.36,54.148,49.0931,40.5923,UP,1
2015-04-09,54.81,54.83,54.214,49.2773,40.7043,DOWN,0
2015-04-10,54.51,55.0,54.224,49.4693,40.8161,DOWN,0
2015-04-13,53.78,54.49,54.202,49.6607,40.9248,DOWN,0
2015-04-14,53.73,53.86,54.318,49.8601,41.0336,DOWN,0
2015-04-15,53.03,53.78,53.972,50.0541,41.1414,UP,1
2015-04-16,53.135,53.06,53.637,50.237,41.2486,DOWN,0
2015-04-17,52.21,52.73,53.177,50.4066,41.3502,DOWN,0
2015-04-20,51.26,50.75,52.673,50.5488,41.4468,UP,1
2015-04-21,51.48,51.52,52.223,50.7014,41.5418,DOWN,0
2015-04-22,51.095,51.65,51.836,50.8647,41.6354,UP,1
2015-04-23,51.66,51.24,51.541,51.0155,41.7327,DOWN,0
2015-04-24,51.41,51.67,51.381,51.1587,41.8264,DOWN,0
2015-04-27,50.2,51.54,51.169,51.2752,41.9137,DOWN,0
2015-04-28,50.17,50.31,50.907,51.4044,41.9998,DOWN,0
2015-04-29,49.0,49.97,50.488,51.5164,42.0812,DOWN,0
2015-04-30,48.51,48.83,49.858,51.5524,42.1622,UP,1
2015-05-01,49.27,48.6,49.43,51.5696,42.2468,DOWN,0
2015-05-04,49.16,49.48,49.222,51.5974,42.3327,DOWN,0
2015-05-05,48.37,48.92,48.862,51.6076,42.4131,UP,1
2015-05-06,48.7,48.09,48.802,51.62,42.4971,UP,1
2015-05-07,52.23,49.18,49.546,51.6862,42.5974,UP,1
2015-05-08,54.1,53.13,50.512,51.784,42.7076,DOWN,0
2015-05-11,53.23,54.21,51.326,51.8622,42.811,DOWN,0
2015-05-12,52.965,53.01,52.245,51.9051,42.9139,DOWN,0
2015-05-13,52.68,53.0,53.041,51.9515,43.0135,UP,1
2015-05-14,54.65,53.09,53.525,52.0331,43.119,UP,1
2015-05-15,55.36,54.87,53.777,52.1139,43.2306,UP,1
2015-05-18,55.49,55.36,54.229,52.2229,43.3441,UP,1
2015-05-19,57.3,55.98,55.096,52.3516,43.4658,DOWN,0
2015-05-20,54.78,54.95,55.516,52.449,43.5749,DOWN,0
2015-05-21,54.68,54.8,55.522,52.5446,43.6862,UP,1
2015-05-22,54.86,55.19,55.422,52.6208,43.8011,DOWN,0
2015-05-26,54.54,54.79,55.232,52.6974,43.9148,UP,1
2015-05-27,54.83,54.71,54.738,52.7658,44.0302,DOWN,0
2015-05-28,54.75,54.79,54.732,52.8248,44.1431,DOWN,0
2015-05-29,54.56,54.2,54.708,52.8578,44.2542,UP,1
