ticker,EXPE US Equity,EXPE US Equity,EXPE US Equity,EXPE US Equity,EXPE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2009-01-07,8.436,8.934,8.4152,7.759,15.7249,UP,1
2009-01-08,8.944,8.06,8.6541,7.7499,15.6614,DOWN,0
2009-01-09,8.605,8.699,8.7218,7.7072,15.5987,DOWN,0
2009-01-12,8.126,8.436,8.6165,7.644,15.5368,UP,1
2009-01-13,8.455,7.862,8.513,7.6222,15.4761,DOWN,0
2009-01-14,8.182,8.285,8.4622,7.607,15.4037,UP,1
2009-01-15,8.596,7.928,8.3926,7.6011,15.3285,DOWN,0
2009-01-16,8.596,8.878,8.3907,7.5949,15.2542,DOWN,0
2009-01-20,7.655,8.502,8.2967,7.588,15.1758,UP,1
2009-01-21,7.956,7.589,8.197,7.5957,15.0986,DOWN,0
2009-01-22,7.674,7.712,8.0954,7.587,15.0218,UP,1
2009-01-23,7.778,7.505,7.9318,7.5867,14.9482,UP,1
2009-01-26,7.787,7.618,7.77,7.5872,14.873,UP,1
2009-01-27,8.069,7.806,7.8528,7.6053,14.8017,UP,1
2009-01-28,8.746,8.257,8.0108,7.6256,14.7333,DOWN,0
2009-01-29,8.492,8.662,8.1744,7.6487,14.6626,DOWN,0
2009-01-30,8.398,8.737,8.2986,7.6786,14.5923,DOWN,0
2009-02-02,8.379,8.276,8.4171,7.7134,14.5227,UP,1
2009-02-03,8.605,8.417,8.5243,7.7591,14.4502,UP,1
2009-02-04,8.718,8.68,8.5187,7.8197,14.3768,UP,1
2009-02-05,8.963,8.342,8.6127,7.8761,14.3054,UP,1
2009-02-06,9.367,8.944,8.8064,7.9265,14.2357,DOWN,0
2009-02-09,9.207,9.367,8.972,7.9768,14.1643,DOWN,0
2009-02-10,8.605,9.085,8.972,7.9941,14.0894,UP,1
2009-02-11,8.643,8.539,8.9569,8.0089,14.0152,DOWN,0
2009-02-12,8.558,8.492,8.876,8.0324,13.9403,UP,1
2009-02-13,8.624,8.596,8.7274,8.0635,13.8646,DOWN,0
2009-02-17,7.853,8.135,8.4566,8.0757,13.7857,UP,1
2009-02-18,8.022,7.984,8.34,8.0964,13.7075,DOWN,0
2009-02-19,7.43,7.298,8.0973,8.0964,13.6298,DOWN,0
2009-02-20,7.279,7.373,7.8415,8.0815,13.5494,UP,1
2009-02-23,7.383,7.702,7.5932,8.0763,13.4732,UP,1
2009-02-24,7.759,7.42,7.5744,8.0781,13.3972,DOWN,0
2009-02-25,7.759,7.486,7.5218,8.09,13.323,DOWN,0
2009-02-26,7.552,7.778,7.5462,8.0915,13.2451,DOWN,0
2009-02-27,7.495,8.079,7.5895,8.1,13.1687,DOWN,0
2009-03-02,6.922,7.336,7.4973,8.0832,13.0893,DOWN,0
2009-03-03,6.705,6.997,7.2867,8.0573,13.0067,DOWN,0
2009-03-04,6.508,6.809,7.0365,8.0309,12.9247,DOWN,0
2009-03-05,6.245,6.423,6.775,8.0025,12.8449,DOWN,0
2009-03-06,6.085,6.348,6.4929,7.9792,12.767,DOWN,0
2009-03-09,6.01,6.028,6.3105,7.9553,12.6923,UP,1
2009-03-10,6.63,6.16,6.2954,7.9414,12.6201,UP,1
2009-03-11,6.658,6.63,6.3255,7.9297,12.5516,UP,1
2009-03-12,6.668,6.621,6.4101,7.922,12.4827,UP,1
2009-03-13,6.941,6.63,6.5813,7.9141,12.4104,DOWN,0
2009-03-16,6.894,6.367,6.7581,7.897,12.3318,UP,1
2009-03-17,7.514,6.903,6.9349,7.882,12.2553,UP,1
2009-03-18,7.674,7.053,7.1381,7.8624,12.1825,DOWN,0
2009-03-19,7.194,7.655,7.2434,7.8269,12.1089,UP,1
2009-03-20,7.401,7.674,7.3356,7.8062,12.0353,UP,1
2009-03-23,8.097,7.524,7.5763,7.7892,11.9654,UP,1
2009-03-24,8.21,7.984,7.7155,7.7813,11.9012,UP,1
2009-03-25,8.68,8.088,7.9168,7.7924,11.8398,UP,1
2009-03-26,9.075,8.85,8.2929,7.8048,11.7814,DOWN,0
2009-03-27,8.596,8.916,8.5318,7.8131,11.7256,DOWN,0
2009-03-30,8.379,8.191,8.5882,7.8088,11.6687,UP,1
2009-03-31,8.539,8.445,8.6541,7.8077,11.6106,UP,1
2009-04-01,8.803,8.408,8.6785,7.8306,11.5536,UP,1
2009-04-02,9.452,9.0,8.7538,7.8605,11.5013,UP,1
2009-04-03,9.649,9.414,8.9644,7.9,11.4523,UP,1
2009-04-06,9.753,9.527,9.239,7.9395,11.4054,DOWN,0
2009-04-07,9.047,9.555,9.3406,7.9647,11.3575,DOWN,0
2009-04-08,8.953,8.502,9.3707,7.9824,11.3097,UP,1
2009-04-09,9.8,9.207,9.4403,8.0035,11.2673,UP,1
2009-04-13,9.941,9.687,9.4986,8.0324,11.2231,DOWN,0
2009-04-14,9.837,9.894,9.5155,8.0612,11.1821,DOWN,0
2009-04-15,9.818,9.753,9.6698,8.09,11.1411,UP,1
2009-04-16,10.655,9.978,10.0102,8.131,11.108,UP,1
2009-04-17,11.107,10.674,10.2717,8.1788,11.0778,DOWN,0
2009-04-20,10.157,10.9,10.3149,8.2027,11.0465,UP,1
2009-04-21,10.9,10.129,10.5275,8.2333,11.0188,UP,1
2009-04-22,11.003,10.815,10.7645,8.2692,10.9922,DOWN,0
2009-04-23,10.561,11.013,10.7457,8.3084,10.9613,UP,1
2009-04-24,10.571,10.665,10.6384,8.3469,10.9304,DOWN,0
2009-04-27,9.903,9.959,10.5877,8.3738,10.8972,DOWN,0
2009-04-28,9.687,9.828,10.345,8.3951,10.8612,UP,1
2009-04-29,9.959,9.837,10.1362,8.4372,10.8256,UP,1
2009-04-30,12.8,11.53,10.5839,8.5328,10.8031,UP,1
2009-05-01,13.909,13.054,11.2516,8.6624,10.7796,UP,1
2009-05-04,14.577,13.909,12.1864,8.8083,10.7579,UP,1
2009-05-05,14.859,14.455,13.2209,8.9578,10.742,DOWN,0
2009-05-06,14.511,15.01,14.1313,9.0929,10.7274,DOWN,0
2009-05-07,14.097,14.765,14.3909,9.2197,10.7118,UP,1
2009-05-08,14.408,14.295,14.4905,9.3568,10.6956,DOWN,0
2009-05-11,14.257,14.107,14.4266,9.492,10.6822,DOWN,0
2009-05-12,14.003,13.872,14.2554,9.6337,10.6678,DOWN,0
2009-05-13,12.677,13.825,13.8887,9.7531,10.6494,UP,1
2009-05-14,13.176,12.63,13.7043,9.8864,10.6285,DOWN,0
2009-05-15,13.025,13.119,13.4278,10.0221,10.6041,UP,1
2009-05-18,13.599,13.185,13.2962,10.1723,10.5801,UP,1
2009-05-19,14.154,13.59,13.3263,10.3352,10.5605,UP,1
2009-05-20,14.361,14.088,13.6629,10.4898,10.5436,DOWN,0
2009-05-21,13.815,14.323,13.7908,10.633,10.5209,UP,1
2009-05-22,14.069,13.891,13.9996,10.781,10.5038,UP,1
2009-05-26,15.0,13.947,14.2799,10.9422,10.4927,DOWN,0
2009-05-27,14.643,14.897,14.3777,11.0972,10.4809,UP,1
2009-05-28,14.944,14.887,14.4943,11.2458,10.4672,UP,1
2009-05-29,16.279,15.151,14.9871,11.4179,10.458,UP,1
2009-06-01,16.345,16.279,15.4423,11.6009,10.451,DOWN,0
2009-06-02,16.129,16.204,15.668,11.7754,10.4415,DOWN,0
2009-06-03,15.583,15.677,15.8561,11.9252,10.428,DOWN,0
2009-06-04,15.574,15.79,15.9821,12.0724,10.4155,UP,1
2009-06-05,15.687,15.734,15.8636,12.2126,10.405,DOWN,0
2009-06-08,15.104,15.489,15.6153,12.3331,10.3938,UP,1
2009-06-09,15.734,15.226,15.5363,12.4759,10.3844,DOWN,0
2009-06-10,15.518,15.706,15.5232,12.6187,10.371,UP,1
2009-06-11,15.903,15.659,15.589,12.7659,10.3641,DOWN,0
2009-06-12,15.828,15.743,15.6172,12.9064,10.3611,DOWN,0
2009-06-15,15.518,15.978,15.7,13.0278,10.3553,DOWN,0
2009-06-16,15.076,15.546,15.5683,13.1363,10.3443,DOWN,0
2009-06-17,14.521,14.972,15.3689,13.2317,10.3339,UP,1
2009-06-18,14.925,14.445,15.1733,13.3492,10.3255,UP,1
2009-06-19,15.574,15.123,15.1225,13.4816,10.3213,DOWN,0
2009-06-22,14.549,15.367,14.9288,13.5766,10.3102,DOWN,0
2009-06-23,14.163,14.502,14.7464,13.6611,10.2981,UP,1
2009-06-24,14.304,14.276,14.7031,13.7504,10.2857,UP,1
2009-06-25,14.85,14.333,14.688,13.851,10.2796,UP,1
2009-06-26,14.972,14.699,14.5677,13.9374,10.2739,DOWN,0
2009-06-29,14.972,15.076,14.6523,14.0147,10.2687,DOWN,0
2009-06-30,14.21,14.831,14.6617,14.0957,10.2597,UP,1
2009-07-01,14.624,14.239,14.7257,14.1702,10.259,DOWN,0
2009-07-02,14.107,14.389,14.5771,14.2323,10.254,DOWN,0
2009-07-06,13.571,14.06,14.2968,14.2925,10.2509,DOWN,0
2009-07-07,12.978,13.59,13.8981,14.3406,10.2413,DOWN,0
2009-07-08,12.922,13.101,13.6404,14.401,10.2272,UP,1
2009-07-09,13.543,12.978,13.4241,14.4781,10.2216,UP,1
2009-07-10,13.702,13.449,13.3432,14.553,10.2181,UP,1
2009-07-13,14.351,13.702,13.4993,14.584,10.2161,UP,1
2009-07-14,14.878,14.276,13.8792,14.6034,10.2145,UP,1
2009-07-15,15.546,15.0,14.404,14.6228,10.2172,UP,1
2009-07-16,15.753,15.499,14.846,14.6406,10.2315,DOWN,0
2009-07-17,15.659,15.818,15.2373,14.6636,10.2387,UP,1
2009-07-20,16.223,15.677,15.6116,14.7061,10.2495,UP,1
2009-07-21,16.684,16.326,15.9727,14.7516,10.2669,DOWN,0
2009-07-22,16.646,16.646,16.1928,14.7994,10.2861,UP,1
2009-07-23,17.267,16.336,16.4956,14.8647,10.308,UP,1
2009-07-24,17.351,17.163,16.8342,14.9581,10.3349,DOWN,0
2009-07-27,17.173,17.182,17.0241,15.0381,10.3598,UP,1
2009-07-28,17.718,17.116,17.231,15.1319,10.3911,DOWN,0
2009-07-29,17.248,17.662,17.3514,15.2049,10.4218,UP,1
2009-07-30,19.261,18.471,17.7502,15.307,10.4589,UP,1
2009-07-31,19.477,19.242,18.1753,15.4094,10.5016,UP,1
2009-08-03,20.003,19.712,18.7414,15.5331,10.5512,UP,1
2009-08-04,20.21,20.154,19.2398,15.656,10.5965,UP,1
2009-08-05,20.681,20.267,19.9264,15.7696,10.6454,DOWN,0
2009-08-06,20.672,20.878,20.2087,15.8902,10.6915,UP,1
2009-08-07,21.179,21.151,20.5492,16.0149,10.7437,UP,1
2009-08-10,21.414,21.226,20.8313,16.1176,10.7994,DOWN,0
2009-08-11,21.273,21.452,21.0438,16.2161,10.8559,UP,1
2009-08-12,21.602,21.198,21.2282,16.3256,10.9165,DOWN,0
2009-08-13,21.414,21.583,21.3766,16.4422,10.9766,DOWN,0
2009-08-14,20.803,21.188,21.3013,16.5468,11.0269,DOWN,0
2009-08-17,20.041,20.323,21.0267,16.6339,11.0707,UP,1
2009-08-18,20.239,20.06,20.8198,16.7366,11.1242,UP,1
2009-08-19,20.577,20.06,20.6148,16.8334,11.1824,UP,1
2009-08-20,21.254,20.568,20.5828,16.9482,11.2442,UP,1
2009-08-21,21.536,21.574,20.7295,17.0608,11.3073,DOWN,0
2009-08-24,20.972,21.706,20.9157,17.1637,11.3722,UP,1
2009-08-25,21.489,21.085,21.1659,17.2832,11.4418,UP,1
2009-08-26,21.499,21.499,21.3502,17.4116,11.5087,DOWN,0
2009-08-27,21.414,21.414,21.3822,17.5495,11.5768,UP,1
2009-08-28,21.903,21.518,21.4556,17.6891,11.6476,DOWN,0
2009-08-31,21.678,21.715,21.5966,17.8111,11.7201,DOWN,0
2009-09-01,20.841,21.461,21.4668,17.937,11.7857,DOWN,0
2009-09-02,20.624,20.728,21.2919,18.0662,11.8521,UP,1
2009-09-03,20.831,20.765,21.1753,18.1967,11.9217,UP,1
2009-09-04,21.593,20.935,21.1132,18.3316,11.9965,DOWN,0
2009-09-08,21.518,21.621,21.0813,18.4625,12.0725,UP,1
2009-09-09,22.129,21.555,21.3389,18.6056,12.1547,DOWN,0
2009-09-10,21.8,22.101,21.5741,18.7574,12.233,DOWN,0
2009-09-11,21.687,21.659,21.7452,18.8987,12.3072,UP,1
2009-09-14,21.884,21.612,21.8035,19.0542,12.3831,UP,1
2009-09-15,22.298,21.772,21.9596,19.2288,12.4559,UP,1
2009-09-16,23.135,22.279,22.1609,19.4319,12.5321,DOWN,0
2009-09-17,22.834,23.126,22.3678,19.6302,12.6094,UP,1
2009-09-18,23.022,22.825,22.6349,19.8198,12.6891,DOWN,0
2009-09-21,22.703,22.853,22.7985,19.9998,12.7664,UP,1
2009-09-22,23.436,22.9,23.0261,20.1815,12.8487,DOWN,0
2009-09-23,23.417,23.436,23.0826,20.3522,12.9286,DOWN,0
2009-09-24,22.59,23.568,23.0336,20.4931,13.0014,DOWN,0
2009-09-25,22.073,22.543,22.8437,20.6195,13.0736,UP,1
2009-09-28,22.627,22.12,22.8286,20.7589,13.1484,DOWN,0
2009-09-29,22.449,22.627,22.6311,20.8834,13.2248,UP,1
2009-09-30,22.524,22.533,22.4524,21.0002,13.3,DOWN,0
2009-10-01,21.913,22.336,22.317,21.1055,13.3742,DOWN,0
2009-10-02,21.254,21.762,22.1534,21.1853,13.4417,UP,1
2009-10-05,21.64,21.245,21.9559,21.2711,13.5099,UP,1
2009-10-06,22.665,21.8,21.9991,21.3809,13.5841,UP,1
2009-10-07,22.731,22.571,22.0405,21.4812,13.6594,DOWN,0
2009-10-08,22.627,22.731,22.1835,21.5888,13.7363,UP,1
2009-10-09,22.721,22.609,22.4769,21.658,13.8139,UP,1
2009-10-12,23.032,22.75,22.7553,21.7291,13.8924,UP,1
2009-10-13,23.53,22.966,22.9283,21.7996,13.9739,UP,1
2009-10-14,24.207,23.747,23.2236,21.8795,14.0596,UP,1
2009-10-15,24.414,24.104,23.581,21.9542,14.145,DOWN,0
2009-10-16,23.333,24.442,23.7033,22.0074,14.2229,UP,1
2009-10-19,23.982,23.549,23.8932,22.0635,14.3015,UP,1
2009-10-20,24.047,24.123,23.9967,22.1161,14.3785,UP,1
2009-10-21,24.301,23.831,24.0155,22.1767,14.4551,UP,1
2009-10-22,24.339,24.377,24.0004,22.2314,14.5347,UP,1
2009-10-23,24.79,24.433,24.292,22.299,14.6139,UP,1
2009-10-26,24.941,24.931,24.4838,22.3817,14.6956,DOWN,0
2009-10-27,23.737,25.063,24.4218,22.4556,14.7736,DOWN,0
2009-10-28,22.891,23.794,24.1396,22.5087,14.8458,DOWN,0
2009-10-29,22.853,24.452,23.8424,22.5542,14.9192,DOWN,0
2009-10-30,21.32,22.797,23.1484,22.5555,14.9828,UP,1
2009-11-02,21.696,21.649,22.4995,22.5587,15.0483,DOWN,0
2009-11-03,21.621,21.311,22.0763,22.5717,15.1181,DOWN,0
2009-11-04,21.094,21.612,21.717,22.5638,15.1838,UP,1
2009-11-05,22.223,21.151,21.591,22.5783,15.2566,DOWN,0
2009-11-06,22.082,21.96,21.7433,22.5916,15.3281,UP,1
2009-11-09,22.599,22.232,21.9239,22.6056,15.4021,UP,1
2009-11-10,22.966,22.665,22.1929,22.6313,15.4766,DOWN,0
2009-11-11,22.656,23.088,22.5051,22.6676,15.5462,DOWN,0
2009-11-12,22.167,22.58,22.4938,22.6985,15.6145,UP,1
2009-11-13,22.27,22.289,22.5314,22.7272,15.6839,UP,1
2009-11-16,22.496,22.336,22.5108,22.7453,15.7545,UP,1
2009-11-17,23.474,22.467,22.6123,22.7844,15.8288,UP,1
2009-11-18,23.888,23.399,22.8587,22.8196,15.9047,DOWN,0
2009-11-19,23.126,23.728,23.0506,22.8461,15.9755,UP,1
2009-11-20,23.464,22.985,23.2895,22.8817,16.046,UP,1
2009-11-23,24.217,23.718,23.6337,22.9283,16.121,DOWN,0
2009-11-24,24.047,24.226,23.7484,22.9633,16.1982,UP,1
2009-11-25,24.555,24.094,23.8819,22.9917,16.2778,DOWN,0
2009-11-27,23.709,23.765,23.9986,23.0092,16.3535,UP,1
2009-11-30,23.963,23.699,24.0982,23.028,16.4302,UP,1
2009-12-01,24.236,24.094,24.102,23.0587,16.5122,DOWN,0
2009-12-02,24.236,24.339,24.1396,23.0747,16.5932,UP,1
2009-12-03,24.452,24.405,24.1189,23.0953,16.6783,DOWN,0
2009-12-04,24.311,24.668,24.2393,23.1298,16.7635,DOWN,0
2009-12-07,23.671,24.236,24.181,23.1617,16.8449,DOWN,0
2009-12-08,23.605,23.549,24.055,23.1813,16.9242,UP,1
2009-12-09,23.794,23.521,23.9666,23.2082,17.0043,UP,1
2009-12-10,24.142,23.935,23.9045,23.2405,17.0873,DOWN,0
2009-12-11,24.132,24.264,23.8688,23.2849,17.1705,UP,1
2009-12-14,24.292,24.273,23.9929,23.3457,17.2573,DOWN,0
2009-12-15,23.953,24.283,24.0625,23.392,17.3436,UP,1
2009-12-16,24.32,24.029,24.1678,23.4251,17.4326,DOWN,0
2009-12-17,23.643,24.179,24.0681,23.4433,17.5196,UP,1
2009-12-18,23.737,23.803,23.9892,23.4655,17.6079,UP,1
2009-12-21,24.584,23.822,24.0475,23.5027,17.7008,UP,1
2009-12-22,24.95,24.602,24.2468,23.5411,17.7924,UP,1
2009-12-23,25.477,25.007,24.4782,23.5801,17.8864,DOWN,0
2009-12-24,25.392,25.449,24.828,23.6038,17.9801,UP,1
2009-12-28,25.468,25.449,25.1741,23.6248,18.0727,DOWN,0
2009-12-29,24.979,25.552,25.2531,23.6577,18.1631,DOWN,0
2009-12-30,24.884,25.026,25.24,23.6758,18.25,DOWN,0
2009-12-31,24.198,24.903,24.9842,23.6788,18.3326,UP,1
2010-01-04,24.283,24.179,24.7622,23.6784,18.418,UP,1
2010-01-05,24.386,24.217,24.5459,23.6794,18.503,DOWN,0
2010-01-06,23.135,24.198,24.1772,23.6463,18.5781,DOWN,0
2010-01-07,23.013,23.304,23.8029,23.6077,18.6522,DOWN,0
2010-01-08,22.797,23.135,23.5227,23.5889,18.7227,DOWN,0
2010-01-11,22.599,22.919,23.186,23.5831,18.7904,DOWN,0
2010-01-12,21.894,22.42,22.6876,23.5639,18.8569,UP,1
2010-01-13,22.167,21.969,22.4938,23.5808,18.9258,DOWN,0
2010-01-14,21.687,22.007,22.2286,23.5806,18.9915,DOWN,0
2010-01-15,21.377,21.715,21.9446,23.5757,19.0544,UP,1
2010-01-19,21.395,21.358,21.7038,23.5817,19.1141,DOWN,0
2010-01-20,20.897,21.151,21.5045,23.5552,19.1704,UP,1
2010-01-21,20.906,20.953,21.2524,23.5317,19.2261,DOWN,0
2010-01-22,20.474,20.85,21.0098,23.4892,19.2833,DOWN,0
2010-01-25,20.436,20.521,20.8217,23.4386,19.3407,UP,1
2010-01-26,20.85,20.323,20.7126,23.4025,19.3959,DOWN,0
2010-01-27,20.803,20.699,20.6938,23.3752,19.4502,DOWN,0
2010-01-28,20.389,20.906,20.5903,23.3376,19.503,DOWN,0
2010-01-29,20.135,20.521,20.5226,23.2904,19.5546,UP,1
2010-02-01,20.784,20.286,20.5922,23.2366,19.6052,DOWN,0
2010-02-02,20.756,20.822,20.5734,23.174,19.6535,UP,1
2010-02-03,20.793,20.624,20.5715,23.1273,19.7066,DOWN,0
2010-02-04,20.126,20.775,20.5189,23.0605,19.7528,DOWN,0
2010-02-05,19.994,20.116,20.4907,22.9761,19.7977,UP,1
2010-02-08,20.145,19.947,20.3628,22.898,19.8456,UP,1
2010-02-09,20.577,20.464,20.327,22.8185,19.8957,UP,1
2010-02-10,20.916,20.53,20.3515,22.7626,19.9507,DOWN,0
2010-02-11,20.003,19.815,20.327,22.6834,20.0023,UP,1
2010-02-12,20.079,20.041,20.3439,22.6003,20.0529,UP,1
2010-02-16,20.859,20.201,20.4869,22.5328,20.0932,DOWN,0
2010-02-17,20.577,20.944,20.4869,22.4553,20.1266,UP,1
2010-02-18,21.489,20.568,20.6016,22.3988,20.1611,DOWN,0
2010-02-19,21.245,21.452,20.8499,22.3503,20.1931,DOWN,0
2010-02-22,21.047,21.292,21.0436,22.2992,20.2257,UP,1
2010-02-23,21.085,20.963,21.0888,22.245,20.2607,UP,1
2010-02-24,21.283,21.245,21.2299,22.1878,20.295,DOWN,0
2010-02-25,21.066,21.047,21.1452,22.1265,20.3291,DOWN,0
2010-02-26,20.916,21.01,21.0794,22.059,20.3637,UP,1
2010-03-01,21.753,21.01,21.2204,22.0149,20.409,DOWN,0
2010-03-02,21.734,21.734,21.3502,21.9632,20.4518,DOWN,0
2010-03-03,21.508,21.772,21.3954,21.9205,20.4942,UP,1
2010-03-04,21.696,21.461,21.5214,21.8797,20.5347,UP,1
2010-03-05,21.847,21.63,21.7076,21.825,20.5732,DOWN,0
2010-03-08,21.753,21.659,21.7076,21.761,20.6101,DOWN,0
2010-03-09,21.583,21.536,21.6775,21.6832,20.649,UP,1
2010-03-10,21.64,21.565,21.7038,21.6081,20.6868,DOWN,0
2010-03-11,21.536,21.489,21.6719,21.5295,20.7195,DOWN,0
2010-03-12,20.982,21.583,21.4988,21.4495,20.7512,UP,1
2010-03-15,21.283,20.991,21.4048,21.3775,20.7829,UP,1
2010-03-16,21.405,21.283,21.369,21.3216,20.8085,UP,1
2010-03-17,21.539,21.518,21.3488,21.2668,20.8345,DOWN,0
2010-03-18,21.344,21.264,21.3103,21.2059,20.8606,DOWN,0
2010-03-19,21.339,21.377,21.3817,21.17,20.8894,UP,1
2010-03-22,22.056,21.311,21.5364,21.1509,20.9218,DOWN,0
2010-03-23,21.546,21.875,21.5647,21.1258,20.9511,DOWN,0
2010-03-24,21.442,21.442,21.5454,21.1027,20.9828,UP,1
2010-03-25,21.518,21.555,21.5802,21.0952,21.0117,UP,1
2010-03-26,21.574,21.593,21.6272,21.0833,21.042,UP,1
2010-03-29,22.9,21.583,21.796,21.1076,21.0769,UP,1
2010-03-30,22.91,22.787,22.0687,21.1383,21.1123,UP,1
2010-03-31,23.464,22.862,22.4731,21.1796,21.1521,DOWN,0
2010-04-01,22.975,23.549,22.7647,21.2212,21.1916,UP,1
2010-04-05,23.549,22.985,23.1597,21.2741,21.2367,UP,1
2010-04-06,23.784,23.38,23.3365,21.3403,21.281,DOWN,0
2010-04-07,23.455,23.831,23.4456,21.4006,21.3204,DOWN,0
2010-04-08,23.257,23.455,23.4042,21.4488,21.364,DOWN,0
2010-04-09,23.107,23.314,23.4305,21.4949,21.4087,UP,1
2010-04-12,23.681,23.794,23.4569,21.5607,21.4556,DOWN,0
2010-04-13,23.558,24.452,23.4117,21.6292,21.4991,UP,1
2010-04-14,23.965,23.596,23.5138,21.6928,21.5441,DOWN,0
2010-04-15,23.869,24.066,23.636,21.7551,21.5886,DOWN,0
2010-04-16,23.37,23.765,23.6887,21.8066,21.6344,DOWN,0
2010-04-19,23.239,23.163,23.6003,21.8688,21.6774,UP,1
2010-04-20,23.568,23.408,23.6022,21.9403,21.7247,DOWN,0
2010-04-21,23.163,23.455,23.4418,22.0007,21.7727,DOWN,0
2010-04-22,23.069,22.815,23.2819,22.0505,21.8232,DOWN,0
2010-04-23,22.74,23.041,23.1559,22.087,21.8722,UP,1
2010-04-26,23.163,22.731,23.1409,22.1502,21.9204,DOWN,0
2010-04-27,22.27,22.938,22.8813,22.1941,21.9632,DOWN,0
2010-04-28,22.101,22.336,22.6688,22.2189,22.0019,UP,1
2010-04-29,23.051,22.195,22.665,22.2684,22.0428,DOWN,0
2010-04-30,22.204,23.502,22.5578,22.2826,22.0761,UP,1
2010-05-03,22.721,22.204,22.4694,22.3122,22.1109,DOWN,0
2010-05-04,22.063,22.439,22.428,22.3325,22.143,UP,1
2010-05-05,22.145,21.978,22.4369,22.3537,22.1726,DOWN,0
2010-05-06,21.687,21.87,22.1642,22.3618,22.1976,DOWN,0
2010-05-07,20.69,21.301,21.8614,22.3543,22.2178,UP,1
2010-05-10,22.242,21.32,21.7654,22.3808,22.2427,DOWN,0
2010-05-11,21.8,21.621,21.7128,22.3817,22.2649,UP,1
2010-05-12,22.176,21.743,21.7189,22.3906,22.2899,DOWN,0
2010-05-13,22.101,21.941,21.8017,22.4024,22.3119,DOWN,0
2010-05-14,21.442,21.931,21.9521,22.3973,22.3328,UP,1
2010-05-17,21.734,21.602,21.8506,22.3951,22.3452,DOWN,0
2010-05-18,21.348,21.884,21.7603,22.387,22.3545,DOWN,0
2010-05-19,21.292,21.188,21.5835,22.3812,22.361,DOWN,0
2010-05-20,20.38,20.728,21.2393,22.356,22.3618,UP,1
2010-05-21,20.483,20.173,21.0474,22.3349,22.3609,DOWN,0
2010-05-24,20.248,20.408,20.7502,22.3202,22.3587,UP,1
2010-05-25,20.323,19.618,20.5452,22.301,22.3545,UP,1
2010-05-26,20.351,20.455,20.3571,22.28,22.3491,UP,1
2010-05-27,20.728,20.878,20.4267,22.2637,22.3464,DOWN,0
2010-05-28,20.276,20.671,20.3853,22.2424,22.3398,DOWN,0
2010-06-01,19.75,20.154,20.2856,22.2106,22.3315,UP,1
2010-06-02,20.079,19.792,20.2367,22.1711,22.3278,DOWN,0
2010-06-03,20.06,19.956,20.1784,22.1413,22.3279,DOWN,0
2010-06-04,18.978,19.627,19.8286,22.0921,22.3216,DOWN,0
2010-06-07,18.696,19.072,19.5126,22.0356,22.3122,DOWN,0
2010-06-08,18.546,18.64,19.2718,21.9751,22.2987,UP,1
2010-06-09,18.621,18.64,18.9803,21.8895,22.2841,UP,1
2010-06-10,19.322,18.931,18.8326,21.8177,22.2759,UP,1
2010-06-11,19.326,18.997,18.9022,21.735,22.265,UP,1
2010-06-14,19.561,19.486,19.0753,21.6667,22.2554,UP,1
2010-06-15,20.22,19.768,19.4101,21.6001,22.2494,UP,1
2010-06-16,20.342,20.173,19.7543,21.5313,22.2416,DOWN,0
2010-06-17,19.637,20.417,19.8173,21.4549,22.2314,UP,1
2010-06-18,19.721,19.731,19.8963,21.3842,22.2258,DOWN,0
2010-06-21,19.223,19.956,19.8286,21.3065,22.2188,DOWN,0
2010-06-22,19.214,19.317,19.6273,21.2172,22.2107,DOWN,0
2010-06-23,19.007,19.289,19.3602,21.1261,22.1977,DOWN,0
2010-06-24,18.226,18.856,19.0781,21.0113,22.1813,UP,1
2010-06-25,18.395,18.254,18.8129,20.9019,22.1626,UP,1
2010-06-28,18.527,18.518,18.6737,20.805,22.1463,DOWN,0
2010-06-29,17.803,18.207,18.3916,20.6963,22.1268,DOWN,0
2010-06-30,17.662,17.728,18.1226,20.5782,22.1057,UP,1
2010-07-01,17.85,17.624,18.0474,20.4719,22.0835,DOWN,0
2010-07-02,17.239,17.775,17.816,20.3553,22.054,UP,1
2010-07-06,17.408,17.427,17.5922,20.2486,22.0269,UP,1
2010-07-07,18.019,17.549,17.6354,20.1457,22.0019,DOWN,0
2010-07-08,17.85,18.188,17.673,20.0573,21.9776,DOWN,0
2010-07-09,17.756,17.587,17.6542,19.9704,21.9492,DOWN,0
2010-07-12,17.699,17.681,17.7464,19.8634,21.9206,UP,1
2010-07-13,18.527,17.963,17.9702,19.7899,21.9003,UP,1
2010-07-14,19.054,18.612,18.1771,19.7165,21.8852,UP,1
2010-07-15,19.42,19.101,18.4912,19.6637,21.8692,DOWN,0
2010-07-16,18.847,19.392,18.7094,19.5977,21.8511,UP,1
2010-07-19,19.129,18.931,18.9953,19.5465,21.8342,UP,1
2010-07-20,19.524,18.734,19.1947,19.5232,21.8222,DOWN,0
2010-07-21,19.383,19.561,19.2605,19.466,21.8129,UP,1
2010-07-22,19.928,19.59,19.3621,19.4286,21.8043,UP,1
2010-07-23,20.652,19.9,19.7232,19.3981,21.7942,DOWN,0
