ticker,EXPE US Equity,EXPE US Equity,EXPE US Equity,EXPE US Equity,EXPE US Equity,Predictions,OneHotPred
field,PX_LAST,PX_OPEN,MOV_AVG_5D,MOV_AVG_50D,MOV_AVG_200D,,
date,,,,,,,
2005-11-15,20.229,20.182,20.4794,19.3179,,DOWN,0
2005-11-16,20.135,20.398,20.312,19.3015,,UP,1
2005-11-17,20.361,20.173,20.2461,19.2865,,UP,1
2005-11-18,20.408,20.361,20.2838,19.2797,,UP,1
2005-11-21,21.254,20.389,20.4775,19.2891,,UP,1
2005-11-22,22.007,21.367,20.833,19.3141,,DOWN,0
2005-11-23,21.442,21.725,21.0944,19.3326,,UP,1
2005-11-25,21.762,21.574,21.3747,19.3651,,UP,1
2005-11-28,21.809,21.955,21.6549,19.4063,,UP,1
2005-11-29,22.251,21.753,21.8543,19.4554,,UP,1
2005-11-30,23.408,22.543,22.1346,19.5297,,DOWN,0
2005-12-01,23.361,23.403,22.5183,19.6085,,UP,1
2005-12-02,23.417,23.182,22.8493,19.696,,DOWN,0
2005-12-05,22.928,23.483,23.0731,19.7768,,DOWN,0
2005-12-06,22.862,23.163,23.1954,19.8572,,UP,1
2005-12-07,23.116,22.768,23.1371,19.9448,,UP,1
2005-12-08,23.154,23.041,23.0957,20.0368,,UP,1
2005-12-09,23.417,23.088,23.0957,20.1286,,UP,1
2005-12-12,23.699,23.747,23.25,20.23,,DOWN,0
2005-12-13,23.624,23.652,23.4023,20.3186,,UP,1
2005-12-14,23.85,23.709,23.549,20.4083,,UP,1
2005-12-15,23.916,23.916,23.7014,20.5087,,UP,1
2005-12-16,24.546,24.123,23.9271,20.6227,,DOWN,0
2005-12-19,23.906,24.132,23.9685,20.7228,,DOWN,0
2005-12-20,23.286,23.972,23.9007,20.8066,,DOWN,0
2005-12-21,22.872,23.192,23.7051,20.887,,DOWN,0
2005-12-22,22.74,22.957,23.47,20.9722,,DOWN,0
2005-12-23,22.533,22.815,23.0675,21.0512,,DOWN,0
2005-12-27,22.308,22.477,22.7477,21.1185,,UP,1
2005-12-28,22.524,22.167,22.5954,21.1849,,DOWN,0
2005-12-29,22.411,22.571,22.5032,21.2594,,UP,1
2005-12-30,22.533,22.27,22.4619,21.3416,,UP,1
2006-01-03,22.571,22.571,22.4694,21.4262,,UP,1
2006-01-04,22.806,22.571,22.5691,21.5141,,DOWN,0
2006-01-05,22.571,22.881,22.5785,21.603,,UP,1
2006-01-06,22.58,22.797,22.6123,21.7005,,UP,1
2006-01-09,22.966,22.609,22.6988,21.8073,,UP,1
2006-01-10,23.803,23.375,22.9452,21.9292,,UP,1
2006-01-11,23.925,23.775,23.1691,22.0544,,UP,1
2006-01-12,24.104,23.747,23.4757,22.182,,UP,1
2006-01-13,24.189,24.01,23.7973,22.3076,,UP,1
2006-01-17,24.331,24.301,24.0702,22.4293,,UP,1
2006-01-18,24.414,24.142,24.1925,22.5281,,UP,1
2006-01-19,24.433,24.405,24.294,22.5892,,DOWN,0
2006-01-20,23.841,24.198,24.2414,22.6404,,UP,1
2006-01-23,24.132,23.765,24.2301,22.6981,,DOWN,0
2006-01-24,23.972,24.132,24.1584,22.7581,,DOWN,0
2006-01-25,23.794,23.906,24.0343,22.8202,,UP,1
2006-01-26,24.142,24.076,23.976,22.8986,,UP,1
2006-01-27,24.612,24.16,24.1302,22.9851,,UP,1
2006-01-30,24.743,24.762,24.2525,23.0754,,DOWN,0
2006-01-31,24.471,24.725,24.3522,23.1621,,UP,1
2006-02-01,24.621,24.386,24.5177,23.2473,,DOWN,0
2006-02-02,24.348,24.461,24.5591,23.3261,,DOWN,0
2006-02-03,23.953,23.963,24.4274,23.3801,,UP,1
2006-02-06,24.0,23.728,24.2788,23.42,,UP,1
2006-02-07,24.019,23.765,24.1885,23.4715,,UP,1
2006-02-08,24.17,24.01,24.0982,23.5197,,DOWN,0
2006-02-09,23.737,24.104,23.976,23.5583,,DOWN,0
2006-02-10,22.797,22.862,23.7446,23.5692,,DOWN,0
2006-02-13,22.759,22.59,23.4964,23.5562,,DOWN,0
2006-02-14,22.411,22.646,23.1747,23.5372,,UP,1
2006-02-15,22.806,22.298,22.902,23.525,,DOWN,0
2006-02-16,18.64,18.527,21.8825,23.4392,,UP,1
2006-02-17,18.922,18.621,21.1076,23.3604,,DOWN,0
2006-02-21,18.79,18.875,20.3138,23.2739,,UP,1
2006-02-22,19.091,18.903,19.6499,23.1926,,DOWN,0
2006-02-23,18.828,19.072,18.8543,23.1008,,DOWN,0
2006-02-24,18.358,18.753,18.7978,22.994,,DOWN,0
2006-02-27,18.348,18.452,18.6831,22.8885,,DOWN,0
2006-02-28,17.84,18.395,18.4931,22.7683,,UP,1
2006-03-01,18.245,17.873,18.3238,22.6549,,DOWN,0
2006-03-02,18.019,18.104,18.1621,22.5243,,UP,1
2006-03-03,18.245,17.934,18.1395,22.4111,,DOWN,0
2006-03-06,18.207,18.16,18.1113,22.3095,,DOWN,0
2006-03-07,17.991,18.226,18.1414,22.2119,,DOWN,0
2006-03-08,17.652,17.869,18.0229,22.1101,,DOWN,0
2006-03-09,17.464,17.709,17.9119,22.0088,,DOWN,0
2006-03-10,17.37,17.474,17.737,21.91,,UP,1
2006-03-13,17.54,17.417,17.6035,21.8103,,DOWN,0
2006-03-14,17.492,17.587,17.5038,21.712,,UP,1
2006-03-15,17.587,17.455,17.4906,21.613,,DOWN,0
2006-03-16,17.06,17.53,17.4097,21.5028,,UP,1
2006-03-17,17.097,17.06,17.3552,21.3886,,DOWN,0
2006-03-20,17.041,17.079,17.2555,21.278,,DOWN,0
2006-03-21,16.571,16.994,17.0712,21.1578,,UP,1
2006-03-22,17.398,16.439,17.0335,21.0465,,DOWN,0
2006-03-23,17.389,17.474,17.0994,20.9182,,DOWN,0
2006-03-24,17.389,17.389,17.1577,20.7875,,DOWN,0
2006-03-27,17.192,17.248,17.1878,20.6492,,DOWN,0
2006-03-28,17.182,17.21,17.31,20.5091,,UP,1
2006-03-29,17.605,17.126,17.3514,20.3746,,UP,1
2006-03-30,18.63,17.681,17.5997,20.2589,,UP,1
2006-03-31,19.063,18.593,17.9345,20.1515,,DOWN,0
2006-04-03,18.386,19.269,18.1734,20.0424,,UP,1
2006-04-04,19.214,18.245,18.5796,19.9441,,DOWN,0
2006-04-05,18.903,19.317,18.8392,19.8427,,UP,1
2006-04-06,18.922,18.8,18.8975,19.7452,,DOWN,0
2006-04-07,18.583,18.837,18.8016,19.6341,,DOWN,0
2006-04-10,18.113,18.245,18.747,19.5041,,UP,1
2006-04-11,18.565,18.066,18.6173,19.3805,,UP,1
2006-04-12,18.64,18.442,18.5646,19.2639,,DOWN,0
2006-04-13,18.226,18.452,18.4254,19.136,,DOWN,0
2006-04-17,17.878,18.151,18.2843,19.0066,,DOWN,0
2006-04-18,17.549,18.01,18.1715,18.8785,,DOWN,0
2006-04-19,17.342,17.417,17.927,18.7454,,DOWN,0
2006-04-20,17.239,17.347,17.6467,18.6097,,UP,1
2006-04-21,17.304,17.192,17.4624,18.4724,,UP,1
2006-04-24,17.464,17.21,17.3796,18.347,,DOWN,0
2006-04-25,17.276,17.511,17.3251,18.2366,,UP,1
2006-04-26,17.756,17.229,17.4078,18.1365,,DOWN,0
2006-04-27,17.492,17.596,17.4586,18.0381,,UP,1
2006-04-28,17.54,17.634,17.5056,17.9328,,DOWN,0
2006-05-01,17.38,17.483,17.4887,17.9076,,DOWN,0
2006-05-02,17.22,17.464,17.4774,17.8736,,DOWN,0
2006-05-03,17.097,17.116,17.3458,17.8397,,UP,1
2006-05-04,17.859,17.182,17.4191,17.8151,20.5106,UP,1
2006-05-05,18.452,18.019,17.6016,17.8075,20.4904,UP,1
2006-05-08,18.781,18.329,17.8818,17.816,20.4713,DOWN,0
2006-05-09,18.565,18.696,18.1508,17.8203,20.4473,UP,1
2006-05-10,18.612,18.442,18.4536,17.8357,20.4263,DOWN,0
2006-05-11,18.489,18.574,18.5796,17.8406,20.4059,DOWN,0
2006-05-12,13.646,14.201,17.6185,17.7532,20.361,DOWN,0
2006-05-15,13.637,13.608,16.5896,17.661,20.3161,UP,1
2006-05-16,13.768,13.599,15.6304,17.5722,20.2705,DOWN,0
2006-05-17,13.43,13.547,14.594,17.481,20.2231,DOWN,0
2006-05-18,13.354,13.411,13.567,17.3951,20.1768,DOWN,0
2006-05-19,13.025,13.307,13.4429,17.3063,20.1298,UP,1
2006-05-22,13.044,12.978,13.3244,17.2197,20.084,DOWN,0
2006-05-23,12.809,13.119,13.1325,17.1251,20.0382,DOWN,0
2006-05-24,12.762,12.687,12.999,17.0305,19.9962,UP,1
2006-05-25,13.185,12.706,12.9651,16.9425,19.9499,DOWN,0
2006-05-26,13.157,13.232,12.9915,16.8644,19.9043,DOWN,0
2006-05-30,13.025,13.166,12.9877,16.783,19.8619,UP,1
2006-05-31,13.364,13.373,13.0987,16.7095,19.8238,UP,1
2006-06-01,13.505,13.364,13.2473,16.6481,19.7905,DOWN,0
2006-06-02,13.449,13.514,13.2999,16.5691,19.7569,UP,1
2006-06-05,13.702,13.449,13.409,16.4954,19.7234,UP,1
2006-06-06,13.749,13.637,13.5539,16.4226,19.6899,DOWN,0
2006-06-07,13.665,13.815,13.614,16.3521,19.6564,UP,1
2006-06-08,14.041,13.561,13.7213,16.2893,19.6251,DOWN,0
2006-06-09,14.013,14.017,13.8341,16.2174,19.5943,UP,1
2006-06-12,14.097,14.107,13.9131,16.1268,19.5632,UP,1
2006-06-13,14.304,14.2,14.0241,16.0316,19.5305,DOWN,0
2006-06-14,14.239,14.417,14.1388,15.9486,19.4977,UP,1
2006-06-15,14.427,14.239,14.2159,15.8529,19.4648,DOWN,0
2006-06-16,14.163,14.351,14.246,15.7581,19.4303,DOWN,0
2006-06-19,14.079,14.116,14.2423,15.6612,19.396,UP,1
2006-06-20,14.107,14.022,14.2028,15.5717,19.3621,UP,1
2006-06-21,14.342,14.173,14.2235,15.4963,19.3286,DOWN,0
2006-06-22,14.135,14.342,14.1651,15.4077,19.2954,DOWN,0
2006-06-23,14.06,14.163,14.1445,15.3161,19.2609,DOWN,0
2006-06-26,14.032,14.173,14.1351,15.2322,19.2255,DOWN,0
2006-06-27,13.778,14.032,14.0692,15.1502,19.1907,DOWN,0
2006-06-28,13.712,13.778,13.9432,15.0734,19.1553,UP,1
2006-06-29,14.05,13.825,13.9263,15.0076,19.1218,UP,1
2006-06-30,14.097,14.276,13.9338,14.9448,19.0897,UP,1
2006-07-03,14.144,14.107,13.9564,14.8816,19.0597,DOWN,0
2006-07-05,13.806,14.06,13.962,14.8084,19.03,UP,1
2006-07-06,13.853,13.796,13.9902,14.74,19.0003,DOWN,0
2006-07-07,13.712,13.721,13.9225,14.6591,18.9704,DOWN,0
2006-07-10,13.627,13.702,13.8285,14.5818,18.9414,DOWN,0
2006-07-11,13.42,13.627,13.6836,14.4994,18.9133,DOWN,0
2006-07-12,13.072,13.392,13.5369,14.4132,18.8842,DOWN,0
2006-07-13,12.8,13.044,13.3263,14.3248,18.854,DOWN,0
2006-07-14,12.781,12.8,13.1401,14.2385,18.8242,DOWN,0
2006-07-17,12.574,12.724,12.9294,14.1328,18.7943,UP,1
2006-07-18,12.659,12.574,12.777,14.0169,18.7635,UP,1
2006-07-19,12.865,12.677,12.7357,13.8986,18.7346,DOWN,0
2006-07-20,12.771,12.659,12.73,13.7828,18.7025,DOWN,0
2006-07-21,12.753,12.706,12.7244,13.6656,18.6695,UP,1
2006-07-24,12.781,12.753,12.7657,13.5514,18.6389,UP,1
2006-07-25,12.856,12.743,12.8052,13.5356,18.6089,UP,1
2006-07-26,12.903,12.8,12.8128,13.5209,18.5789,DOWN,0
2006-07-27,12.696,12.706,12.7977,13.4995,18.547,DOWN,0
2006-07-28,12.517,12.48,12.7507,13.4812,18.5153,UP,1
2006-07-31,12.602,12.405,12.715,13.4662,18.4859,DOWN,0
2006-08-01,12.273,12.546,12.5983,13.4512,18.4543,UP,1
2006-08-02,12.574,12.376,12.5325,13.4417,18.4225,UP,1
2006-08-03,12.875,12.452,12.5683,13.4431,18.3909,DOWN,0
2006-08-04,12.583,13.025,12.5814,13.4395,18.3603,UP,1
2006-08-07,12.781,12.527,12.6172,13.4314,18.3321,DOWN,0
2006-08-08,12.687,12.894,12.6999,13.422,18.3039,UP,1
2006-08-09,12.997,12.715,12.7846,13.4214,18.2768,UP,1
2006-08-10,13.778,14.229,12.9651,13.4297,18.2551,DOWN,0
2006-08-11,13.721,13.731,13.1927,13.434,18.2351,UP,1
2006-08-14,13.975,13.731,13.4316,13.4446,18.2169,UP,1
2006-08-15,14.474,14.154,13.789,13.46,18.2007,UP,1
2006-08-16,14.53,14.502,14.0956,13.4756,18.185,UP,1
2006-08-17,14.577,14.539,14.2554,13.4939,18.1693,DOWN,0
2006-08-18,14.276,14.577,14.3664,13.4986,18.1511,UP,1
2006-08-21,14.427,14.286,14.4567,13.5068,18.132,UP,1
2006-08-22,14.765,14.455,14.515,13.5202,18.1085,UP,1
2006-08-23,14.793,14.85,14.5677,13.53,18.0756,UP,1
2006-08-24,14.991,14.944,14.6504,13.545,18.0441,DOWN,0
2006-08-25,14.972,14.887,14.7896,13.5559,18.0127,UP,1
2006-08-28,15.038,14.887,14.9119,13.5734,17.9831,DOWN,0
2006-08-29,14.991,14.887,14.957,13.5917,17.9546,DOWN,0
2006-08-30,14.775,14.963,14.9533,13.605,17.9274,UP,1
2006-08-31,15.348,14.859,15.0247,13.6251,17.9027,UP,1
2006-09-01,15.837,15.376,15.1978,13.6592,17.8807,DOWN,0
2006-09-05,15.696,15.8,15.3294,13.6919,17.8585,UP,1
2006-09-06,15.931,15.574,15.5175,13.7299,17.8364,DOWN,0
2006-09-07,15.668,15.856,15.6962,13.7677,17.8127,DOWN,0
2006-09-08,15.235,15.593,15.6736,13.7982,17.7826,DOWN,0
2006-09-11,15.01,15.123,15.5081,13.8174,17.7476,UP,1
2006-09-12,15.076,15.019,15.384,13.8369,17.7158,DOWN,0
2006-09-13,15.076,15.179,15.2128,13.8556,17.6823,DOWN,0
2006-09-14,15.066,14.972,15.0924,13.8808,17.6486,DOWN,0
2006-09-15,15.047,15.028,15.0548,13.9046,17.6126,UP,1
2006-09-18,15.282,15.01,15.1094,13.9361,17.572,DOWN,0
2006-09-19,15.047,15.358,15.1037,13.9645,17.5304,DOWN,0
2006-09-20,14.916,15.179,15.0717,13.9944,17.4879,DOWN,0
2006-09-21,14.831,15.141,15.0247,14.0295,17.4474,DOWN,0
2006-09-22,14.775,14.859,14.9702,14.069,17.407,UP,1
2006-09-25,15.038,14.84,14.9213,14.1142,17.3666,DOWN,0
2006-09-26,14.812,14.972,14.8743,14.1589,17.3249,DOWN,0
2006-09-27,14.699,14.84,14.831,14.1998,17.2813,UP,1
2006-09-28,14.972,14.605,14.8592,14.2419,17.2376,DOWN,0
2006-09-29,14.746,14.831,14.8536,14.2814,17.1932,DOWN,0
2006-10-02,14.699,14.633,14.7858,14.3203,17.1475,UP,1
2006-10-03,14.944,14.624,14.8122,14.3636,17.1026,UP,1
2006-10-04,15.132,14.906,14.8987,14.4091,17.0556,DOWN,0
2006-10-05,15.094,15.066,14.9232,14.4529,17.0115,DOWN,0
2006-10-06,15.047,15.0,14.9833,14.5,16.9703,UP,1
2006-10-09,15.066,15.047,15.0567,14.5509,16.9313,UP,1
2006-10-10,15.273,15.01,15.1225,14.6043,16.8939,DOWN,0
2006-10-11,15.104,15.179,15.1169,14.661,16.8568,UP,1
2006-10-12,15.442,15.207,15.1865,14.7183,16.8225,DOWN,0
2006-10-13,15.329,15.518,15.2429,14.7674,16.7865,UP,1
2006-10-16,15.593,15.207,15.3482,14.8276,16.7524,DOWN,0
2006-10-17,15.329,15.433,15.3595,14.8786,16.7164,DOWN,0
2006-10-18,15.207,15.452,15.3802,14.929,16.6796,UP,1
2006-10-19,15.414,15.16,15.3746,14.9773,16.6426,DOWN,0
2006-10-20,15.301,15.386,15.3689,15.0078,16.6062,UP,1
2006-10-23,15.593,15.235,15.3689,15.0452,16.5713,DOWN,0
2006-10-24,15.461,15.433,15.3953,15.0749,16.5338,UP,1
2006-10-25,15.593,15.376,15.4724,15.0973,16.4927,UP,1
2006-10-26,15.612,15.518,15.5119,15.119,16.4512,DOWN,0
2006-10-27,15.471,15.508,15.5457,15.1368,16.408,DOWN,0
2006-10-30,15.329,15.471,15.4931,15.1579,16.3637,DOWN,0
2006-10-31,15.282,15.282,15.4573,15.175,16.3185,DOWN,0
2006-11-01,15.254,15.358,15.3896,15.1848,16.2727,UP,1
2006-11-02,15.376,15.17,15.3426,15.1965,16.2274,UP,1
2006-11-03,15.433,15.301,15.3351,15.2053,16.1853,UP,1
2006-11-06,15.63,15.518,15.3953,15.2185,16.1428,DOWN,0
2006-11-07,15.471,15.555,15.4329,15.2271,16.1003,UP,1
2006-11-08,15.546,15.32,15.4912,15.2382,16.0591,UP,1
2006-11-09,15.931,15.715,15.6022,15.2613,16.018,DOWN,0
2006-11-10,15.837,15.809,15.683,15.2711,15.9742,DOWN,0
2006-11-13,15.612,15.771,15.6793,15.2666,15.9285,UP,1
2006-11-14,15.668,15.659,15.7188,15.266,15.8845,UP,1
2006-11-15,16.063,15.621,15.8222,15.2687,15.8417,UP,1
2006-11-16,16.279,16.119,15.8918,15.2809,15.8014,UP,1
2006-11-17,16.552,16.251,16.0348,15.3072,15.7643,UP,1
2006-11-20,16.797,16.458,16.2718,15.343,15.7283,UP,1
2006-11-21,16.985,16.947,16.5351,15.3812,15.6932,UP,1
2006-11-22,17.173,16.928,16.757,15.4231,15.6582,UP,1
2006-11-24,17.239,17.032,16.9489,15.4666,15.6257,UP,1
2006-11-27,17.267,17.163,17.0918,15.5109,15.598,DOWN,0
2006-11-28,17.088,17.314,17.1502,15.5471,15.5697,UP,1
2006-11-29,17.286,17.107,17.2103,15.5918,15.544,DOWN,0
2006-11-30,17.079,17.154,17.1915,15.6351,15.5154,UP,1
2006-12-01,17.229,17.116,17.1896,15.683,15.5084,UP,1
2006-12-04,17.37,17.304,17.2103,15.735,15.5006,UP,1
2006-12-05,17.596,17.351,17.3119,15.7861,15.4946,UP,1
2006-12-06,17.662,17.502,17.3871,15.8431,15.4875,DOWN,0
2006-12-07,17.511,17.688,17.4737,15.8993,15.4809,UP,1
2006-12-08,19.242,17.483,17.8762,15.9847,15.4853,UP,1
2006-12-11,19.289,19.373,18.2599,16.0756,15.49,UP,1
2006-12-12,19.373,19.279,18.6154,16.1691,15.4977,DOWN,0
2006-12-13,19.364,19.496,18.9558,16.2575,15.5033,DOWN,0
2006-12-14,19.364,19.449,19.3264,16.3421,15.51,UP,1
2006-12-15,19.42,19.458,19.3621,16.4286,15.5159,DOWN,0
2006-12-18,19.129,19.496,19.3301,16.5103,15.5205,UP,1
2006-12-19,19.345,19.035,19.3245,16.5958,15.5273,UP,1
2006-12-20,19.768,19.468,19.4054,16.6858,15.5378,DOWN,0
2006-12-21,19.75,19.834,19.4825,16.7787,15.5493,DOWN,0
2006-12-22,19.731,19.778,19.5446,16.8644,15.5611,UP,1
2006-12-26,19.75,19.712,19.6687,16.9528,15.5721,DOWN,0
2006-12-27,19.75,19.834,19.7496,17.036,15.5834,UP,1
2006-12-28,19.768,19.693,19.7496,17.1248,15.5943,DOWN,0
2006-12-29,19.731,19.759,19.7458,17.2152,15.6077,UP,1
2007-01-03,19.797,19.712,19.759,17.3029,15.6212,UP,1
2007-01-04,20.003,19.75,19.8098,17.3969,15.636,DOWN,0
2007-01-05,19.994,20.031,19.8587,17.485,15.6531,UP,1
2007-01-08,20.098,19.928,19.9245,17.5777,15.6666,UP,1
2007-01-09,20.145,20.107,20.0073,17.6687,15.6804,UP,1
2007-01-10,20.201,20.069,20.0881,17.7605,15.6944,DOWN,0
2007-01-11,20.069,20.267,20.1013,17.8525,15.7088,UP,1
2007-01-12,20.135,19.985,20.1295,17.9486,15.7236,DOWN,0
2007-01-16,19.975,20.201,20.1051,18.0425,15.7354,DOWN,0
2007-01-17,19.9,19.815,20.0562,18.1354,15.7418,DOWN,0
2007-01-18,19.42,19.881,19.9,18.2163,15.7436,UP,1
2007-01-19,19.768,19.42,19.8399,18.303,15.7505,DOWN,0
2007-01-22,19.355,19.703,19.6837,18.3774,15.7512,UP,1
2007-01-23,19.467,19.308,19.5822,18.4574,15.754,UP,1
2007-01-24,19.778,19.477,19.5577,18.542,15.7583,DOWN,0
2007-01-25,19.42,19.618,19.5577,18.6118,15.7625,DOWN,0
2007-01-26,19.392,19.383,19.4825,18.6829,15.7689,UP,1
2007-01-29,19.618,19.27,19.5352,18.763,15.7741,UP,1
2007-01-30,19.806,19.703,19.6029,18.8458,15.78,UP,1
2007-01-31,20.173,19.862,19.6819,18.928,15.7897,DOWN,0
2007-02-01,19.449,20.145,19.6875,18.9914,15.7975,UP,1
2007-02-02,19.806,19.43,19.7703,19.0565,15.8088,UP,1
2007-02-05,19.938,19.844,19.8342,19.1193,15.8218,UP,1
2007-02-06,20.163,19.928,19.9057,19.1829,15.8364,UP,1
2007-02-07,20.464,20.173,19.964,19.2487,15.8522,UP,1
2007-02-08,20.793,20.474,20.233,19.3198,15.8689,DOWN,0
2007-02-09,20.351,20.746,20.3421,19.3815,15.8843,DOWN,0
2007-02-12,20.192,20.229,20.3928,19.4435,15.8964,UP,1
2007-02-13,20.361,20.248,20.4323,19.5051,15.9108,UP,1
2007-02-14,20.944,20.389,20.5283,19.5824,15.9278,UP,1
2007-02-15,20.972,21.17,20.564,19.6572,15.9458,DOWN,0
2007-02-16,20.53,20.822,20.5997,19.7204,15.9623,UP,1
2007-02-20,20.897,20.427,20.7408,19.7864,15.9813,UP,1
2007-02-21,21.019,20.925,20.8725,19.8536,15.9971,DOWN,0
2007-02-22,20.822,21.01,20.848,19.9198,16.009,DOWN,0
2007-02-23,20.408,20.784,20.7352,19.9431,16.0171,UP,1
2007-02-26,20.417,20.455,20.7126,19.9657,16.0264,DOWN,0
2007-02-27,20.107,20.154,20.5546,19.9804,16.0338,DOWN,0
2007-02-28,19.994,19.75,20.3496,19.993,16.0414,DOWN,0
2007-03-01,19.637,19.561,20.1126,19.9984,16.0713,DOWN,0
2007-03-02,19.279,19.533,19.8869,19.9956,16.0995,DOWN,0
2007-03-05,19.195,19.195,19.6424,19.9969,16.1267,UP,1
2007-03-06,19.214,19.166,19.4637,19.9943,16.1556,DOWN,0
2007-03-07,19.157,19.138,19.2963,19.9821,16.1846,UP,1
2007-03-08,19.326,19.204,19.2342,19.9736,16.2161,DOWN,0
2007-03-09,19.232,19.392,19.2248,19.9636,16.247,UP,1
